3poke_walk.dat
3poke_walk_kusa_01	[~ 0]
popup_sch_entrance_npc_ni08	鋼屬性招式……　▶
popup_sch_entrance_npc_ni09	屬性……　▶
popup_sch_entrance_npc_ni15	太可惜……　▶
popup_sch_entrance_npc_ni19	帶著一起走……　▶
popup_sch_entrance_npc_ni25	晚上的學校！　▶
popup_sch_entrance_npc_ni29	知名博士……　▶
popup_sch_entrance_npc_ni35	派帕……　▶
popup_sch_entrance_npc_ni44	硬幣……　▶
popup_a_sch_ground01_npc_eve01	很寬！　▶
popup_a_sch_ground01_npc_eve02	暴鯉龍的臉……　▶
popup_a_sch_ground01_npc_eve04	彎彎的！
popup_a_sch_ground01_npc_eve05	葉子！
popup_a_sch_ground01_npc_eve06	脖子好長！
popup_a_sch_ground01_npc_eve08	是地面屬性對嗎？
popup_a_sch_ground01_npc_eve09	牠好像很我行我素。
popup_a_sch_ground01_npc_eve11	牠進化了啊。
popup_a_sch_ground01_npc_eve12	好大一隻！
popup_a_sch_ground01_npc_eve13	好～厲害的鱗片！
popup_a_sch_ground01_npc_eve16	貓……貓老大！
popup_a_sch_ground01_npc_eve17	大……大舌貝！
popup_a_sch_ground01_npc_eve18	寶可夢對戰！
popup_a_sch_ground01_npc_eve19	我是不會輸的～！
popup_a_sch_ground01_npc_eve22	熱帶龍……　▶
popup_a_sch_ground01_npc_eve24	食堂的料理……　▶
popup_a_sch_ground01_npc_eve25	接下來……　▶
popup_a_sch_ground01_npc_eve26	滑亮滑亮的。　▶
popup_a_sch_ground01_npc_eve27	摩托蜥！　▶
popup_a_sch_ground01_npc_eve29	泥驢仔！　▶
popup_a_sch_ground01_npc_eve31	對戰學怎麼樣？
popup_a_sch_ground01_npc_eve32	大姐她幹勁十足啊。
popup_a_sch_ground01_npc_eve46	ＬＰ不夠～
popup_a_sch_ground01_npc_eve47	得對戰才行。
popup_a_sch_ground01_npc_eve49	我正要……！　▶
popup_a_sch_ground01_npc_eve50	朋友之間……　▶
popup_a_sch_ground01_npc_ni01	好閒喔～
popup_a_sch_ground01_npc_ni03	莫名其妙……　▶
popup_a_sch_ground01_npc_ni05	妮莫她！　▶
popup_a_sch_ground01_npc_ni06	妮莫！　▶
popup_a_sch_ground01_npc_ni09	緊張……　▶
popup_a_sch_ground01_npc_ni11	想睡嗎？
popup_a_sch_ground01_npc_ni14	明天也好期待！
popup_a_sch_ground01_npc_ni15	啊哈哈哈！
popup_a_sch_ground01_npc_ni16	鯉魚王！　▶
popup_a_sch_ground01_npc_ni18	什麼時候可以見面？
popup_a_sch_ground01_npc_ni19	明天見囉～
popup_a_sch_ground01_npc_ni21	耿鬼……　▶
popup_a_sch_ground01_npc_ni22	從校長室……　▶
popup_a_sch_ground01_npc_ni24	輕飄飄的。
popup_a_sch_ground01_npc_eve2b_1	來跑跑吧！
popup_a_sch_ground01_npc_eve2b_2	好喔～！
popup_a_sch_ground01_npc_eve3a_1	接下來呢？
popup_a_sch_ground01_npc_eve3a_2	我忘記東西了！
popup_a_sch_ground01_npc_eve3b_1	放學後！
popup_a_sch_ground01_npc_eve3b_2	[VAR 1100(00FF,0101)]你妳好。
popup_a_sch_ground01_npc_eve3d_1	很好的運動！
popup_a_sch_ground01_npc_eve3d_2	一、二、一、二！
popup_a_sch_ground01_npc_ni1c_1	我睡不著……
popup_a_sch_ground01_npc_ni1c_2	我要回房間囉～
popup_a_sch_ground01_npc_ni2b_1	晚上的學校啊～
popup_a_sch_ground01_npc_ni2b_2	好安靜喔～
popup_a_sch_ground01_npc_ni2c_1	我正在散步喔。
popup_a_sch_ground01_npc_ni2c_2	[VAR 1100(00FF,0101)]你妳好～
popup_sch_class1a_eve01	用這個招式看看呢？
popup_sch_class1a_eve02	戰術真是千變萬化～
popup_sch_class1a_eve03	這個特性怎麼樣？
popup_sch_class1a_npc_eve04	妮莫她……　▶
popup_sch_class1a_npc_eve05	帕奇利茲！　▶
popup_sch_class1a_npc_eve07	進化了！　▶
popup_sch_class1a_npc_eve08	這麼大隻！　▶
popup_sch_class1a_npc_ni01	在教室……　▶
popup_sch_class1a_npc_ni02	晚上的時候……　▶
popup_sch_class1a_npc_ni03	太晶屬性……　▶
popup_sch_class1a_npc_ni05	寶寶丁！　▶
popup_sch_class1d_eve05	我懂！
popup_sch_class1d_eve06	就是說呀～！
popup_sch_class1d_eve07	秒懂～！
popup_sch_class1d_eve08	完全沒錯！
popup_sch_class1d_ni06	哪裡搞錯了呢……？
popup_sch_class1d_ni07	那個很難吧。
popup_sch_class1d_npc_eve01	利歐路！　▶
popup_sch_class1d_npc_eve02	小貓怪！　▶
popup_sch_class1d_npc_eve09	我……　▶
popup_sch_class1d_npc_eve10	像帕奇利茲一樣……　▶
popup_sch_class1d_npc_ni01	喵喵！　▶
popup_sch_class1d_npc_ni04	為了不偷懶……　▶
popup_sch_class2g_eve07	我喜歡番茄！
popup_sch_class2g_eve08	還是生菜好。
popup_sch_class2g_eve09	你們喜歡什麼食材？
popup_sch_class2g_ni04	火腿奶油三明治最好吃！
popup_sch_class2g_ni05	果醬三明治就是王道！
popup_sch_class2g_ni06	說到三明治的話！
popup_sch_class2g_npc_eve01	準備考試！　▶
popup_sch_class2g_npc_eve02	讓人緊張……　▶
popup_sch_class2g_npc_eve03	休息……　▶
popup_sch_class2g_npc_eve05	這所學校……　▶
popup_sch_class2g_npc_eve06	突然！　▶
popup_sch_class2g_npc_ni01	學到老……　▶
popup_sch_office02_ni01	下一堂課是在哪裡來著？
popup_sch_office02_ni02	得出考試題目才行了。
popup_sch_office02_eve04	那個問題的話……
popup_sch_office02_eve05	這裡我不太懂……
popup_sch_office02_ni06	N/A
popup_sch_office02_ni03	再加把勁！
popup_sch_office02_ni04	準備完成！
popup_sch_office02_npc_eve03	有特色！　▶
popup_sch_office02_npc_ni01	吉尼亞老師的話……　▶
popup_sch_office02_npc_ni05	克拉韋爾校長……　▶
popup_sch_office03_eve05	睡了個好覺！
popup_sch_office03_eve06	藥的味道……！
popup_sch_office03_eve08	N/A
popup_sch_office03_ni04	N/A
popup_sch_office03_ni05	N/A
popup_sch_office03_ni06	N/A
popup_sch_office03_npc_eve01	我能知道……　▶
popup_sch_office03_npc_eve04	如果受傷了！　▶
popup_sch_office03_npc_eve07	不開心的事情……　▶
popup_sch_office03_npc_ni01	米磨砂！　▶
popup_sch_office03_npc_ni03	[VAR 1100(00FF,0101)]你妳看！　▶
popup_sch_room01_eve06	嗯～好吃！
popup_sch_room01_eve07	肚子好飽！
popup_sch_room01_eve08	料理真不錯～
popup_sch_room01_ni01	N/A
popup_sch_room01_ni02	N/A
popup_sch_room01_ni05	竟然在這個時間吃了東西……
popup_sch_room01_ni06	這種罪惡感……好可怕！
popup_sch_room01_npc_eve01	這裡……　▶
popup_sch_room01_npc_eve03	學校裡頭……　▶
popup_sch_room01_npc_ni03	有點餓了……　▶
popup_sch_room01_npc_ni07	大家都愛！　▶
popup_sch_room02_ni01	所謂的藝術……
popup_sch_room02_ni02	只能一畫再畫而已。
popup_sch_room02_ni03	要創作出好作品！
popup_sch_room02_ni05	N/A
popup_sch_room02_ni06	這太美了！
popup_sch_room02_ni07	真是有氣勢！
popup_sch_room02_npc_eve01	臭臭泥……　▶
popup_sch_room02_npc_eve03	像照片一樣！　▶
popup_sch_room02_npc_eve04	在畫裡面！　▶
popup_sch_room02_npc_eve05	真是優美……　▶
popup_sch_room02_npc_ni04	花蓓蓓！　▶
popup_sch_room02_npc_ni08	栩栩如生……　▶
popup_sch_room03_npc_eve03	即使是相同的寶可夢！　▶
popup_sch_room03_npc_eve04	大小！　▶
popup_sch_room03_npc_eve07	好可愛～！　▶
popup_sch_room03_npc_eve08	竟然！　▶
popup_sch_room03_npc_ni02	這孩子……　▶
popup_sch_room03_npc_ni03	黑暗鴉……　▶
popup_sch_cafe01_eve10	啊嗯～真好吃！
popup_sch_cafe01_eve11	咕嚕咕嚕～
popup_sch_cafe01_eve12	啊嗯啊嗯～
popup_sch_cafe01_eve15	要細嚼慢嚥才行。
popup_sch_cafe01_eve16	再來一份！
popup_sch_cafe01_eve17	營養滿分！
popup_sch_cafe01_ni06	好有彈力的口感！
popup_sch_cafe01_ni07	這個超好吃的。
popup_sch_cafe01_ni08	好滿足啊～
popup_sch_cafe01_npc_eve03	洛托姆進到微波爐！　▶
popup_sch_cafe01_npc_eve05	水果……　▶
popup_sch_cafe01_npc_eve06	食力！　▶
popup_sch_cafe01_npc_eve07	還沒吃之前……　▶
popup_sch_cafe01_npc_eve13	兩個人一起！　▶
popup_sch_cafe01_npc_eve14	三明治！　▶
popup_sch_cafe01_npc_eve19	在別的地區……　▶
popup_sch_cafe01_npc_ni01	意外地……　▶
popup_sch_cafe01_npc_ni04	學生食堂！　▶
popup_sch_cafe01_npc_ni09	品茶……　▶
popup_sch_cafe01_npc_ni10	在晚上品茶……　▶
popup_sch_shop01_eve02	N/A
popup_sch_shop01_eve04	我忘記要買什麼了……
popup_sch_shop01_eve05	我決定就是這個了。
popup_sch_shop01_ni01	不知道錢夠不夠呢？
popup_sch_shop01_ni08	N/A
popup_sch_shop01_ni09	N/A
popup_sch_shop01_npc_eve01	我的寶貝……　▶
popup_sch_shop01_npc_eve03	超方便的！　▶
popup_sch_shop01_npc_eve06	多買一些好了！　▶
popup_sch_shop01_npc_eve08	香噴噴！　▶
popup_sch_shop01_npc_eve09	[VAR 1100(00FF,0101)]你妳是……　▶
popup_sch_shop01_npc_ni04	我看看……　▶
popup_sch_shop01_npc_ni05	宵夜……　▶
popup_sch_shop01_npc_ni06	N/A
popup_sch_shop01_npc_ni07	這裡的麵包！　▶
popup_t01_npc01	這裡是……　▶
popup_t01_npc02	科學的力量！　▶
popup_t02_2a_npc01	慢慢來吧～
popup_t02_2a_pole	N/A
popup_t02_3a_npc01	要做什麼好呢～
popup_t02_3a_poke	喵囉～
popup_t02_4a_npc01	得走好遠啊。
popup_t02_npc01	寶可夢中心……　▶
popup_t02_npc03	唏嚕嚕……　▶
popup_t02_npc05	入口即融喔！　▶
popup_t02_npc06	小箭雀！好可愛！
popup_t02_npc09	解麻藥！　▶
popup_t02_npc10	會最先上場的是！　▶
popup_t02_npc12	穿著制服……　▶
popup_t02_npc13	我啊！　▶
popup_t02_npc14	平碟鎮……　▶
popup_t02_npc16	真上相～！
popup_t02_npc18	我家的孩子特別擅長數學～
popup_t02_npc19	我家的孩子對戰學很優秀～
popup_t02_npc20	草地……太舒服了……
popup_t02_npc21	大嘴鷗……　▶
popup_t02_npc23	學校？　▶
popup_t02_npc24	這裡是……　▶
popup_t02_npc29	看起來真好吃～
popup_t02_npc30	寶可夢真好～
popup_t02_npc31	愛吃豚好～
popup_c01poke_npc101	[~ 326]
popup_c01poke_npc102	剛剛的招式超強的。
popup_c01poke_npc103	我用招式學習器學會的！
popup_c01poke_npc104	有備……　▶
popup_t03_1a_npc01	欸嘿嘿嘿！
popup_t03_1b_npc01	是橄欖對吧。
popup_t03_1b_npc02	名副其實！
popup_t03_1c_npc01	散步！
popup_t03_2a_npc01	好大喔～
popup_t03_2b_npc01	真是個摘橄欖的好日子～
popup_t03_3a_npc01	[~ 336]
popup_t03_npc01	經常……！　▶
popup_t03_npc03	我用這台卡車……　▶
popup_t03_npc07	每一種都很推薦喔。
popup_t03_npc10	真讓人猶豫啊。
popup_t03_npc14	非常受歡迎喔！　▶
popup_t03_npc15	道館館主……　▶
popup_t03_npc16	圓模鎮！　▶
popup_t03_npc17	滾啊滾！　▶
popup_t03_npc20	那邊的那位同學！　▶
popup_t03_npc21	來放鬆一下～
popup_t03_npc23	這裡是……　▶
popup_t03_npc25	都可以～！
popup_t03_npc26	要玩什麼好～！？
popup_t03_npc28	彩粉蝶……　▶
popup_t03_npc31	嘿咻～
popup_t03_npc32	哇！哇！
popup_t03_npc33	吼～！
popup_t03_npc35	口感滑順～
popup_t03_npc36	嗯！真棒！
popup_t03_npc39	這間店！　▶
popup_t03_npc51	對戰家家酒！
popup_t03_npc52	我是訓練家！
popup_t03_npc53	我是球喔！
popup_t03_npc54	不小心打瞌睡了。
popup_t04_share_01	好舒服的風～
popup_t04_share_02	來吃吧。
popup_t04_share_03	接下來的預定是……
popup_t04_share_04	學院啊～
popup_t04_share_05	那間商店！
popup_t04_share_06	找個地方休息好了。
popup_t04_share_07	我要和寶可夢一起玩！
popup_t04_share_08	我好想騎寶可夢～
popup_t04_share_09	啊！寶可夢！
popup_t04_share_10	是風車耶～！
popup_t04_share_11	真是不錯～
popup_t04_share_12	靠風的力量！
popup_t04_share_13	呵呵呵。
popup_t04_share_14	向日花怪牠……！
popup_t04_npc01	這裡是……　▶
popup_t04_npc05	今年也開花了呢。
popup_t04_npc06	花好美啊。
popup_t04_npc07	空氣真好！
popup_t04_npc09	向日花怪……　▶
popup_t04_npc12	會合！　▶
popup_t04_npc14	小孩子真是有活力。
popup_t04_npc16	不覺得寇沙很厲害嗎？
popup_t04_npc17	超厲害的～
popup_t04_npc18	向日花怪活力十足！
popup_t04_npc19	不論晴天或雨天！
popup_t04_npc26	會合……　▶
popup_t04_npc28	有冰淇淋喔！　▶
popup_t04_npc29	慢慢來吧。
popup_t04_npc30	嗯！
popup_t04_npc31	深缽知名景點！　▶
popup_t04_npc32	進去看看吧。
popup_t04_npc33	看起來好難。
popup_t04_npc36	到了春天……　▶
popup_t04_npc37	真怪～！
popup_t04_npc38	看起來好像好苦惱～！
popup_t04_npc39	真是個好城鎮！
popup_t04_npc41	來個可麗餅如何呢？　▶
popup_t04_npc49	你買了什麼東西？
popup_t04_npc50	不告訴妳～！
popup_t04_npc58	哎呀……　▶
popup_t04_npc62	風車真美～
popup_t04_npc64	知名的！　▶
popup_t04_npc65	死路……　▶
popup_t04_npc67	出不去……
popup_t04_npc68	是那邊嗎？
popup_t04_npc69	有本事！　▶
popup_t04_npc74	要是累了……　▶
popup_t04_npc76	向日種子……！？　▶
popup_t04_npc81	歇一口氣了。
popup_t04_npc85	清涼感～！　▶
popup_t04_npc86	清爽帶勁喔～！　▶
popup_t04_npc87	要游泳嗎？
popup_t04_npc88	我沒帶泳裝！
popup_t04_npc94	那個向日花怪好怪！
popup_t04_npc105	很酷吧～！　▶
popup_t04_npc107	謝啦。
popup_t04_npc108	這麼快就到了！
popup_t04_npc111	這也是藝術嗎？
popup_t04_npc112	真叫人興奮～！
popup_t04_npc115	這就是……　▶
popup_t04_npc118	我最喜歡～！　▶
popup_t04_npc119	小心別燙到了！　▶
popup_t04_npc120	口味芳醇！　▶
popup_t04_npc121	酥酥脆脆的吉拿棒！　▶
popup_t05_share_01	我在感受海風。
popup_t05_share_02	船怎麼樣呢？
popup_t05_share_03	來游泳囉～！
popup_t05_share_04	去海灘吧！
popup_t05_share_05	這個嘛……
popup_t05_share_06	心情超好～
popup_t05_share_07	是學生啊。
popup_t05_share_08	真的很方便呢～
popup_t05_share_09	和我十分相襯的城鎮！
popup_t05_share_10	要買嗎？
popup_t05_share_11	市場嗎？
popup_t05_share_12	哎呀哎呀。
popup_t05_share_13	那隻寶可夢！
popup_t05_share_14	要順便去嗎？
popup_t05_share_15	真暢快～！
popup_t05_share_16	海浪的味道……
popup_t05_share_17	好鹹～
popup_t05_share_18	大海～！
popup_t05_npc001	累壞了～！　▶
popup_t05_npc003	這裡是……　▶
popup_t05_npc004	猶豫的時候……
popup_t05_npc005	就選老樣子的！
popup_t05_npc006	真是熱鬧！
popup_t05_npc008	不要錯過！　▶
popup_t05_npc010	漬沁就是……　▶
popup_t05_npc011	好吃！　▶
popup_t05_npc028	[~ 451]
popup_t05_npc029	[~ 452]
popup_t05_npc030	[~ 453]
popup_t05_npc032	[~ 454]
popup_t05_npc033	[~ 455]
popup_t05_npc034	[~ 456]
popup_t05_npc035	[~ 457]
popup_t05_npc037	對戰場！　▶
popup_t05_npc038	在我出生以前……　▶
popup_t05_npc039	拍賣會……　▶
popup_t05_npc041	買太多了！
popup_t05_npc042	好重啊……
popup_t05_npc045	天氣炎熱時的第一選擇！　▶
popup_t05_npc046	如何呀！？　▶
popup_t05_npc047	咕嚕～！
popup_t05_npc049	刺刺刺～
popup_t05_npc050	又毒又可愛～
popup_t05_npc054	馬上來料理！
popup_t05_npc055	買到好東西囉～
popup_t05_npc056	到了夜晚……　▶
popup_t05_npc064	就算你用唱的也不行喔～
popup_t05_npc065	冰淇淋淋淋～♪
popup_t05_npc066	海風……　▶
popup_t05_npc071	海灘怎麼樣！？
popup_t05_npc072	可以看到寶可夢嗎～？
popup_t05_npc073	非常可靠！　▶
popup_t05_npc075	好想參加看看拍賣會！
popup_t05_npc076	欸～沒問題嗎～？
popup_t05_npc082	又是……　▶
popup_t05_npc083	這個四角形……　▶
popup_t05_npc085	遙遠的地區！　▶
popup_t05_npc086	對面的岩石區！　▶
popup_t05_npc087	哇！　▶
popup_t05_npc088	那個……　▶
popup_t05_npc089	很上相～　▶
popup_t05_npc093	這就是大海喔。
popup_t05_npc094	大海是什麼～？
popup_t05_npc095	有去吃飯嗎？　▶
popup_t05_npc096	玻瓶道館的……　▶
popup_t05_npc097	年輕的時候……　▶
popup_t05_npc108	這個啊～！
popup_t05_npc109	是寶可夢～！
popup_t05_npc121	這個海灘很棒……　▶
popup_t06_share_men_01	真叫人好奇。
popup_t06_share_men_02	說得也是！
popup_t06_share_women_01	偶爾會喔！
popup_t06_share_women_02	嗯？吃過飯了嗎？
popup_t06_share_boy_01	真的嗎～？
popup_t06_share_boy_02	去去看吧～
popup_t06_share_boy_03	耶～
popup_t06_share_girl_01	咕嚕咕嚕～
popup_t06_share_girl_02	寶可夢真好～
popup_t06_share__talk_men_01	哈囉哈囉～
popup_t06_share__talk_men_02	好想騎寶可夢啊。
popup_t06_share__talk_women_01	真是的～
popup_t06_share__talk_women_02	就是說啊～
popup_t06_share__talk_boy_01	真是好滋味！
popup_t06_share__talk_boy_02	更多一點，更多一點！
popup_t06_share__talk_girl_01	好想吃那個喔～
popup_t06_share__talk_girl_02	邊走邊吃！
popup_t06_npc001	這裡是……　▶
popup_t06_npc003	吃飽飽小福蛋！
popup_t06_npc004	幸福吉利蛋！
popup_t06_npc010	寶食堂……　▶
popup_t06_npc011	想去嗎？
popup_t06_npc012	可麗餅店～！
popup_t06_npc013	吉！吉拿棒！　▶
popup_t06_npc014	不會辣嗎？
popup_t06_npc018	帕底亞第一！　▶
popup_t06_npc019	[~ 520]
popup_t06_npc022	[VAR 1100(00FF,0101)]你妳的寶可夢……　▶
popup_t06_npc023	看起來好好吃。
popup_t06_npc026	廚藝高超！
popup_t06_npc031	服裝規定……　▶
popup_t06_npc032	我要存零用錢！　▶
popup_t06_npc034	辣～乎乎的料理！　▶
popup_t06_npc039	好香喔。
popup_t06_npc042	現在～！　▶
popup_t06_npc046	老大好強喔～
popup_t06_npc055	用ＬＰ來買好了。
popup_t06_npc059	巨大的門……　▶
popup_t06_npc060	聽說門的後方……　▶
popup_t06_npc061	知名的寶食堂！　▶
popup_t06_npc065	太晶屬性……　▶
popup_t06_npc079	如何呀～？　▶
popup_t06_npc080	寶可夢的最愛！　▶
popup_t06_npc081	來嚐嚐看喔～　▶
popup_t06_npc086	味道真棒！
popup_t06_npc087	好飽喔！
popup_t06_npc094	鬆餅……
popup_t06_npc096	回復呢？
popup_t06_npc097	當然！
popup_t06_npc101	在爬山之前……　▶
popup_t06_npc103	終於！
popup_t06_npc104	先填飽肚子吧！
popup_t06_npc106	這個城鎮！　▶
popup_t06_npc107	藏飽栗鼠……　▶
popup_t06_npc109	霜抹山！　▶
popup_t06_npc113	錦匯道館！
popup_t06_npc114	道館館主是誰來著？
popup_t06_npc115	這個城鎮……　▶
popup_t06_npc117	樓梯下面是……　▶
popup_t06_npc125	好吃的烤串在這裡！　▶
popup_t06_npc126	來涼快一下如何呢？　▶
popup_t06_npc127	看起來很好吃啊～
popup_t06_npc133	年輕人～　▶
popup_t07__share_man_01	哈囉～！
popup_t07__share_man_02	好～！
popup_t07__share_man_03	原來如此。
popup_t07__share_woman_01	收拾好了嗎？
popup_t07__share_woman_02	走囉！
popup_t07__share_woman_03	差不多就好喔～
popup_t07__share_boy_01	噹噹♪
popup_t07__share_girl_01	咚咚♪
popup_t07__share_talk_man_01	工作囉！
popup_t07__share_talk_woman_01	全力以赴！
popup_t07_npc01	歡迎！　▶
popup_t07_npc03	我扮訓練家！
popup_t07_npc04	我扮老師！
popup_t07_npc05	我扮伊布！
popup_t07_npc06	別有風情～　▶
popup_t07_npc07	所謂的穴扎……　▶
popup_t07_npc09	椅子……！　▶
popup_t07_npc11	像座山！　▶
popup_t07_npc12	像條河川！　▶
popup_t07_npc13	來療癒一下吧～　▶
popup_t07_npc14	營養豐富！　▶
popup_t07_npc15	選這個好了～！
popup_t07_npc16	小小象！　▶
popup_t07_npc18	疲憊時的良伴！　▶
popup_t07_npc19	糖分還夠嗎？　▶
popup_t07_npc26	休息一下～
popup_t07_npc28	放馬過來！
popup_t07_npc29	下一個地點！
popup_t07_npc31	下班回家的路上……　▶
popup_t07_npc36	因為有大炭車在……　▶
popup_t07_npc42	在鎮外……　▶
popup_t07_taxi	和怒鸚哥來趟空中之旅！　▶
popup_t08_share_girl_01	嗚～好冷好冷！
popup_t08_share_girl_02	好漂亮～！
popup_t08_share_boy_01	太好吃了～
popup_t08_share_man_01	呀呵～！
popup_t08_share_woman_01	好冰！
popup_t08_share_woman_02	好美呀。
popup_t08_npc01	冰櫃鎮是……　▶
popup_t08_npc02	飄飄！搖搖！　▶
popup_t08_npc04	好冷啊。
popup_t08_npc05	嗯，是呀。
popup_t08_npc06	最潮的！　▶
popup_t08_npc08	雪童子……　▶
popup_t08_npc15	硬硬的！
popup_t08_npc16	尖尖的！
popup_t08_npc17	冰塊！
popup_t08_npc20	好冷啊……　▶
popup_t08_npc22	究極的……　▶
popup_t08_npc23	好吃～！　▶
popup_t08_npc24	真暖和～
popup_t08_npc26	道館館主……　▶
popup_t08_npc28	萊姆的……　▶
popup_t08_npc29	紫色的舞台！　▶
popup_t08_npc30	嚐一嚐來暖和身子！　▶
popup_t09_share_men_01	現在幾點？
popup_t09_share_men_02	從以前開始……
popup_t09_share_women_01	好！
popup_t09_share_girl_01	寶可夢！
popup_t09_share_girl_02	盤子好漂亮～
popup_t09_share_boy_01	幫幫忙！
popup_t09_share_boy_02	歡迎！
popup_t09_share_talk_man_01	好美啊～
popup_t09_share_talk_man_02	歡迎歡迎～
popup_t09_share_talk_woman_01	一路上辛苦了～
popup_t09_share_talk_woman_02	挑盤子的好日子！
popup_t09_npc01	歡迎。　▶
popup_t09_npc02	我的家族！　▶
popup_t09_npc03	水量好少……　▶
popup_t09_npc05	好大～！　▶
popup_t09_npc06	非常受歡迎喔！　▶
popup_t09_npc07	陶器……　▶
popup_t09_npc11	來個三明治吧～
popup_t09_npc14	健身啊～
popup_t09_npc15	得運動才行！
popup_t09_npc19	對戰場……　▶
popup_t09_npc21	好想看一眼……
popup_t09_npc23	爬上坡道之後……　▶
popup_t09_npc24	到焙固鎮……　▶
popup_t09_npc26	辛苦啦！
popup_t09_npc27	好長啊～
popup_t09_npc30	這裡的交通……　▶
popup_t09_npc32	悠悠哉哉！
popup_t09_npc33	放空～
popup_t09_npc34	慢吞吞！
popup_t09_npc40	好可愛喔～！　▶
popup_t09_npc41	燒製的訣竅是……
popup_t09_npc42	嗯嗯嗯。
popup_t09_npc43	簡簡單單的畫……　▶
popup_t09_npc48	能喝嗎？
popup_t09_npc49	好乾淨～
popup_c01_share_schoolgirl_01	那孩子！
popup_c01_share_schoolgirl_02	該買筆記本了。
popup_c01_share_schoolgirl_03	要好好預習！
popup_c01_share_schoolgirl_04	複習一下吧。
popup_c01_share_schoolgirl_05	好睏……
popup_c01_share_schoolboy_01	下課了！
popup_c01_share_schoolboy_02	小孩子真是辛苦！
popup_c01_share_schoolboy_03	寶可夢好好喔！
popup_c01_share_schoolboy_04	來念書囉！
popup_c01_share_schoolboy_05	我想回去。
popup_c01_share_girl_01	呵呵呵～
popup_c01_share_girl_02	要遲到了！
popup_c01_share_girl_03	沒那回事的～
popup_c01_share_girl_04	今天也好熱鬧！
popup_c01_share_girl_05	好帥！
popup_c01_share_boy_01	制服真好～！
popup_c01_share_boy_02	吃那個吧。
popup_c01_share_boy_03	很可愛嘛。
popup_c01_share_boy_04	好久不見。
popup_c01_share_boy_05	肚子餓扁了。
popup_c01_share_man_01	要不要去吃飯？
popup_c01_share_man_02	慢走！
popup_c01_share_man_03	桌台市！
popup_c01_share_man_04	是啊～
popup_c01_share_man_05	是那邊嗎？
popup_c01_share_woman_01	買東西！
popup_c01_share_woman_02	真不錯～
popup_c01_share_woman_03	還行啦。
popup_c01_share_woman_04	因為是寶可夢嘛。
popup_c01_share_woman_05	過來吧～
popup_c01_share_talk_girl_01	太搞笑了！
popup_c01_share_talk_girl_02	過來啦～
popup_c01_share_talk_girl_03	騙人的吧！
popup_c01_share_talk_boy_01	是吧～
popup_c01_share_talk_boy_02	欸～真的？
popup_c01_share_talk_boy_03	這個嘛～
popup_c01_share_talk_man_01	Ciao!
popup_c01_share_talk_man_02	哎唷唷。
popup_c01_share_talk_man_03	嘿！
popup_c01_share_talk_woman_01	嚇我一跳！
popup_c01_share_talk_woman_02	我還真不知道呢～
popup_c01_share_talk_woman_03	我聽說啊～
popup_c01_school_npc01	下一堂課是？
popup_c01_school_npc02	在操場上對戰學！
popup_c01_school_npc03	學院出名的……！　▶
popup_c01_school_npc05	桌台市……　▶
popup_c01_school_npc06	我喜歡生物！
popup_c01_school_npc07	我想學美術。
popup_c01_school_npc09	學校裡……！　▶
popup_c01_school_npc13	得去做功課才行。
popup_c01_school_npc14	加油！
popup_c01_school_npc16	天星隊！　▶
popup_c01_school_npc17	天星隊……　▶
popup_c01_school_npc21	好多樓梯～
popup_c01_school_npc22	真是大都市。
popup_c01_northwest_npc004	來個冰淇淋如何呢？　▶
popup_c01_northwest_npc005	選哪個好呢？
popup_c01_northwest_npc006	在學院裡……！　▶
popup_c01_northwest_npc010	喂？　▶
popup_c01_northwest_npc014	我是貪心栗鼠～
popup_c01_northwest_npc016	真不愧！　▶
popup_c01_northwest_npc017	綠色是……！　▶
popup_c01_northwest_npc021	我知道了！
popup_c01_northwest_npc027	隧道的另一頭……　▶
popup_c01_northwest_npc028	去寶可夢聯盟！　▶
popup_c01_northwest_npc032	城鎮的外面……　▶
popup_c01_northwest_npc034	去逛街吧！
popup_c01_northwest_npc035	邊走邊吃吧！
popup_c01_northwest_npc038	買太多了……
popup_c01_northwest_npc039	所以我就說了嘛～
popup_c01_northwest_npc040	超級模特兒！　▶
popup_c01_park_npc001	前方的岩山！　▶
popup_c01_park_npc002	歡迎光臨～　▶
popup_c01_park_npc005	慢慢吃喔。
popup_c01_park_npc006	好好吃～！
popup_c01_park_npc007	太晶化現象……　▶
popup_c01_park_npc008	那位博士……　▶
popup_c01_park_npc010	飽～飽的！　▶
popup_c01_park_npc011	我也想！我也想！　▶
popup_c01_park_npc016	流逝……變化……　▶
popup_c01_park_npc020	好大！　▶
popup_c01_park_npc022	我有第一台手機了。
popup_c01_park_npc023	哎呀，真不錯。
popup_c01_park_npc025	學校的老師……　▶
popup_c01_park_npc029	根據不同的寶可夢……　▶
popup_c01_park_npc036	可麗餅！可麗餅！　▶
popup_c01_park_npc037	有賣冰淇淋喔～　▶
popup_c01_park_npc038	我想要……　▶
popup_c01_park_npc039	太晶珠……　▶
popup_c01_center_south_npc001	這裡是……　▶
popup_c01_center_south_npc003	寶可夢洗澡澡啊！
popup_c01_center_south_npc005	哇～！沖澡澡！
popup_c01_center_south_npc007	要收集圖鑑才行！
popup_c01_center_south_npc008	我想在寶可夢上變得更強！
popup_c01_center_south_npc015	家政課！　▶
popup_c01_center_south_npc016	歷史！　▶
