3poke_walk.dat
3poke_walk_kusa_01	[~ 0]
nushi_jimen_030_friend_03	[~ 2]
nushi_jimen_030_friend_04	[~ 3]
nushi_jimen_030_friend_05	Anyway, I bet if we head inside here, we’ll find\nmore of that Herba Mystica it was eating.[VAR 0114(0006)]
nushi_jimen_030_friend_06	Let’s give the place a once-over before that\nthing decides to come back![VAR 0114(0006)]
other_area.tbl
other_area_c01poke_npc104	Do some shopping at the Poké Mart! Better to be\nprepared than not, I say!
pokemoncenter.tbl
msg_pokecen_kaifuku_01_01	Good morning, and welcome to the Pokémon\nCenter! Do your precious Pokémon need a rest?
msg_pokecen_kaifuku_01_02	Hello, and welcome to the Pokémon Center!\nAre your Pokémon tired and in need of rest?
msg_pokecen_kaifuku_01_03	Welcome to the Pokémon Center! Still up and\nabout? Are you here to rest your tired Pokémon?
msg_pokecen_kaifuku_01_04	[VAR BD06(0000)]Morning, Champion [VAR 0100(0000)]!\nHere\r\nto\r\nlet\r\nyour\r\nprecious\r\nPokémon rest?
msg_pokecen_kaifuku_01_05	[VAR BD06(0000)]Hello, Champion [VAR 0100(0000)]!\nHere\r\nto\r\nlet\r\nyour\r\ntired\r\nPokémon rest?
msg_pokecen_kaifuku_01_06	[VAR BD06(0000)]You’re up so late, Champion\n[VAR 0100(0000)]!\r\nYou\r\nhere\r\nto\r\nlet\r\nyour\r\nweary\r\nPokémon\r\nrest?
msg_pokecen_kaifuku_select_01	I’d like to heal my Pokémon
msg_pokecen_kaifuku_select_02	I don’t know where to go...
msg_pokecen_kaifuku_select_04	Can I register my birthday?
msg_pokecen_kaifuku_select_03	I’m all good!
msg_pokecen_kaifuku_02_02	Then we’ll need your Pokémon for a few seconds!
msg_pokecen_kaifuku_02_03	[VAR BD06(0000)]Your [VAR 0101(0000)] should be all\nbetter now!
msg_pokecen_kaifuku_02_05	[VAR BD06(0000)][VAR 0101(0000)] and the rest of\nyour\r\nteam\r\nshould\r\nbe all\r\nbetter now!
msg_pokecen_kaifuku_02_04	Come back and see us again whenever you need!
msg_pokecen_kaifuku_02_06	Oh, and I went ahead and charged up your\nTera Orb too.
msg_pokecen_kaifuku_04_01	Right! Let’s see—if I had to recommend a next\ndestination for you...
msg_pokecen_kaifuku_hint_20a	I’d guess a fresh-faced student belongs in school!\c\nHead to Naranja Academy, why don’t you?\nYou must be excited to join your class!
msg_pokecen_kaifuku_hint_20b	I’d guess a fresh-faced student belongs in school!\c\nHead to Uva Academy, why don’t you? You must\nbe excited to join your class!
msg_pokecen_kaifuku_hint_21a	I’d guess there are still corners of the academy\nyou haven’t checked out.\c\nDon’t be afraid to visit different rooms—\nwho knows who you’ll end up meeting!
msg_pokecen_kaifuku_hint_21b	I’d guess there are still corners of the academy\nyou haven’t checked out.\c\nDon’t be afraid to go into different rooms—\nwho knows who you’ll end up meeting!
msg_pokecen_kaifuku_hint_00	...Nope! Sorry, I’ve got nothing!\c\nYou’re ready for anything Paldea could possibly\nthrow at you, so I’d say go wherever you’d like!
msg_pokecen_kaifuku_hint_01	You should pay a visit to the Cortondo Gym!\c\nHave you considered trying to take on Gym\nLeader Katy in charming Cortondo?
msg_pokecen_kaifuku_hint_02	I’d recommend the Artazon Gym!\c\nHave you thought about taking on Gym Leader\nBrassius? He’s in picturesque Artazon!
msg_pokecen_kaifuku_hint_03	Well, how about the Cascarrafa Gym?\c\nYou could try taking on Gym Leader Kofu in\nrefreshing Cascarrafa!
msg_pokecen_kaifuku_hint_04	I’d aim for the Levincia Gym!\c\nYou could try challenging Gym Leader Iono in\nthe dazzling city of Levincia!
msg_pokecen_kaifuku_hint_05	I think you’d better visit the Medali Gym!\c\nYou could try taking on Gym Leader Larry next.\nYou’ll find him in good old Medali.
msg_pokecen_kaifuku_hint_06	I’d say it’s time for the Glaseado Gym.\c\nWhat do you think of challenging Gym Leader\nGrusha up on Glaseado Mountain?
msg_pokecen_kaifuku_hint_07	I think you should try the Montenevera Gym next.\c\nYou could try challenging Gym Leader Ryme\nin chilly Montenevera!
msg_pokecen_kaifuku_hint_08	I’d say, how about the Alfornada Gym?\c\nHave you considered taking on Gym Leader Tulip\nin scorching Alfornada?
msg_pokecen_kaifuku_hint_09	I’d say make for the lair of the Rock-type Titan!\c\nWhy not try to seek out the Pokémon known as\nthe Stony Cliff Titan?
msg_pokecen_kaifuku_hint_10	I’d say make for the lair of the Steel-type Titan!\c\nMaybe try seeking out the Pokémon known as\nthe Lurking Steel Titan?
msg_pokecen_kaifuku_hint_11	I’d say make for the lair of the Flying-type Titan!\c\nThink you might be up to seeking out the\nso-called Open Sky Titan?
msg_pokecen_kaifuku_hint_12	I’d say make for the lair of the Ground-type Titan!\c\nDo you dare seek out the Pokémon that has been\ncalled the Quaking Earth Titan?
msg_pokecen_kaifuku_hint_13	I’d say make for the lair of the Dragon-type Titan!\c\nWhy not seek out the Pokémon called the\nFalse Dragon Titan?
msg_pokecen_kaifuku_hint_14	It’d be the base of Team Star’s Fairy crew!\c\nOrtega, the boss of the Ruchbah Squad, would\nprobably welcome a challenge, from what I hear.
msg_pokecen_kaifuku_hint_15	It’d be the base of Team Star’s Dark crew!\c\nI hear Giacomo, the boss of the Segin Squad,\nis just waiting for someone to battle.
msg_pokecen_kaifuku_hint_16	It’d be the base of Team Star’s Fire crew!\c\nSeems like Mela, the boss of the Schedar Squad,\nis burning for someone to battle against.
msg_pokecen_kaifuku_hint_17	It’d be the base of Team Star’s Poison crew!\c\nAtticus, the boss of the Navi Squad, is apparently\nwaiting for someone to battle.
msg_pokecen_kaifuku_hint_18	It’d be the base of Team Star’s Fighting crew!\c\nI’m pretty sure Eri, the boss of the Caph Squad,\ncould use a good challenge in battle.
msg_pokecen_kaifuku_hint_19	Go to Area Zero in the Great Crater of Paldea!\c\nI think you’ve got some tried-and-true friends\nwaiting for you there.
msg_pokecen_kaifuku_04_02	I’ll go ahead and mark the spot in your map app\nfor you.
msg_pokecen_kaifuku_04_03	You’ve got a destination set in your map app\nalready. Is it OK if I replace it with this one?
msg_pokecen_kaifuku_04_04	All right...you’re all set! Go out there and have\nan adventure—we’ll be here when you need us!
msg_pokecen_kaifuku_04_05	All righty—I’ll leave your map be! Have fun\nexploring, and we’ll be here when you need us!
msg_pokecen_kaifuku_03_02	Feliz cumpleaños! Congratulations on your\nbirthday!\c\nI do hope you keep visiting the Pokémon Center\nfor many years to come!\c\nNow, are you here to let your Pokémon rest?
msg_pokecen_kaifuku_05_01	[~ 45]
msg_pokecen_birthday_01	Happy birthday, [VAR 0100(0000)]!
msg_pokecen_birthday_02	I do hope this will be a wonderful year for you—\neach and every day!
msg_pokecen_birthday_03	Oh, today is a special day, isn’t it?\c\nI know it’s actually a day early, but we wish you\na very happy birthday!
msg_common_gameover_pc_01	First, let’s restore your Pokémon to full health.
msg_common_gameover_pc_02_01	Be sure to visit a Pokémon Center whenever your\nPokémon [VAR 1101(00FD,0302)]isare running low on HP.\c\nAnd if you’re planning to go far off the beaten\npath, you should probably remember to stock\r\nup on Potions from the Poké Mart, too.\c\nGood luck out there, Trainer!
msg_common_gameover_pc_02_02	Your Pokémon [VAR 1101(00FD,0302)]isare all happy and healthy again!\nGood luck out there, and take care!
msg_common_mama_01	Study hard and play hard, that’s what I say!\nYou should enjoy your days as a student.[VAR 0114(002B)]
msg_common_gameover_mama_01	[VAR BD06(0000)]Oh, good to have you home,\n[VAR 0100(0000)]!\c\nYour Pokémon [VAR 1101(00FD,0302)]isare looking a bit weary, though.\nWhy don’t you have a nice rest together?\c\n... ... ...\n... ... ...[VAR 0114(002B)]
msg_common_gameover_mama_02	There you are! A nice long nap is all a body\nneeds to feel ready for more adventure, right?\c\nDoesn’t matter whether you’re a person or a\nPokémon—we all need to take time to rest.[VAR 0114(002B)]
msg_pokecen_set_birth_01	[VAR BD06(0000)]Certainly! Allow me to get your birthday\nregistered in our system,\r\n[VAR 0100(0000)]!
msg_pokecen_set_birth_02	Now, do be careful you enter it right. You can’t\nchange your birthday after it’s registered.
msg_pokecen_set_birth_03	So I’ve got here a birthday of [VAR 0201(0001)]/[VAR 0201(0002)] for one\nM[VAR 1100(00FF,0305)]asteriss [VAR 0100(0000)]. Is that right?
msg_pokecen_set_birth_select_01	That’s right!
msg_pokecen_set_birth_select_02	Let me change it
msg_pokecen_set_birth_select_03	Never mind
msg_pokecen_set_birth_04	Thanks for registering your birthday with the\nPokémon Center!
msg_pokecen_set_birth_05	You should stop by on your big day, too!\nWe’ll be expecting you on [VAR 0201(0001)]/[VAR 0201(0002)]!
msg_pokecen_set_birth_06	Oh, and if your very special birthday isn’t on the\ncalendar this year, then please come on 2/28!
msg_pokecen_tips_introduction_00	Oh! By the way—did you know...?
msg_pokecen_tips_introduction_01	Or did you already know that? Well, I do hope\nmy little tidbits come in handy!
msg_pokecen_tips_introduction_02	With all the little tidbits that I’ve shared with you\nso far, [VAR 0100(0000)]...\c\nyou should now know just about everything you\nneed as you go adventuring!\c\nFlip back through your Adventure Guide from\ntime to time, though, as you enjoy exploring!
msg_pokecen_tips_introduction_03	Now that you have a Hall of Fame Badge,\nI’ve unlocked the Judge function for you.
msg_common_gameover_myhome_01	[~ 68]
msg_common_gameover_myhome_02	[~ 69]
msg_common_gameover_rival_01	[~ 70]
msg_pokecen_roto_housing_00	[~ 71]
msg_pokecen_roto_housing_01	[~ 72]
msg_pokecen_roto_housing_02	[~ 73]
msg_pokecen_roto_housing_03	[~ 74]
msg_pokecen_roto_housing_04	[~ 75]
msg_pokecen_roto_housing_05	[~ 76]
msg_pokecen_roto_job_01	[~ 77]
msg_pokecen_roto_end_box	[~ 78]
msg_pokecen_roto_end_job	[~ 79]
msg_pokecen_roto_end_licence	[~ 80]
msg_pokecen_roto_end_licence_00	[~ 81]
msg_pokecen_roto_end_licence_01	[~ 82]
msg_id_present_01	[~ 83]
msg_id_present_02	[~ 84]
msg_id_present_03	[~ 85]
msg_id_present_04	[~ 86]
msg_id_present_05	[~ 87]
msg_id_present_05a	[~ 88]
msg_id_present_06	[~ 89]
msg_id_present_07	[~ 90]
msg_id_present_08	[~ 91]
msg_id_present_09	[~ 92]
msg_id_present_10	[~ 93]
msg_id_present_11	[~ 94]
msg_id_present_12	[~ 95]
msg_id_present_13	[~ 96]
msg_id_present_14	[~ 97]
msg_id_present_15	[~ 98]
msg_id_present_16	[~ 99]
msg_id_present_17	[~ 100]
msg_pokecen_rigel_info	[~ 101]
poke_memory_feeling.tbl
msg_poke_memory_feeling_01	[~ 0]
msg_poke_memory_feeling_02	[~ 1]
msg_poke_memory_feeling_03	[~ 2]
msg_poke_memory_feeling_04	[~ 3]
msg_poke_memory_feeling_05	[~ 4]
msg_poke_memory_feeling_06	[~ 5]
msg_poke_memory_feeling_07	[~ 6]
msg_poke_memory_feeling_08	[~ 7]
msg_poke_memory_feeling_09	[~ 8]
msg_poke_memory_feeling_10	[~ 9]
msg_poke_memory_feeling_11	[~ 10]
msg_poke_memory_feeling_12	[~ 11]
msg_poke_memory_feeling_13	[~ 12]
msg_poke_memory_feeling_14	[~ 13]
msg_poke_memory_feeling_15	[~ 14]
msg_poke_memory_feeling_16	[~ 15]
msg_poke_memory_feeling_17	[~ 16]
msg_poke_memory_feeling_18	[~ 17]
msg_poke_memory_feeling_19	[~ 18]
msg_poke_memory_feeling_20	[~ 19]
msg_poke_memory_feeling_21	[~ 20]
msg_poke_memory_feeling_22	[~ 21]
msg_poke_memory_feeling_23	[~ 22]
msg_poke_memory_feeling_24	[~ 23]
poke_memory_place.tbl
msg_poke_memory_place_01	[~ 0]
msg_poke_memory_place_02	[~ 1]
msg_poke_memory_place_03	[~ 2]
msg_poke_memory_place_04	[~ 3]
msg_poke_memory_place_05	[~ 4]
msg_poke_memory_place_06	[~ 5]
msg_poke_memory_place_07	[~ 6]
msg_poke_memory_place_08	[~ 7]
msg_poke_memory_place_09	[~ 8]
msg_poke_memory_place_10	[~ 9]
msg_poke_memory_place_11	[~ 10]
msg_poke_memory_place_12	[~ 11]
msg_poke_memory_place_13	[~ 12]
msg_poke_memory_place_14	[~ 13]
msg_poke_memory_place_15	[~ 14]
msg_poke_memory_place_16	[~ 15]
msg_poke_memory_place_17	[~ 16]
msg_poke_memory_place_18	[~ 17]
msg_poke_memory_place_19	[~ 18]
msg_poke_memory_place_20	[~ 19]
msg_poke_memory_place_21	[~ 20]
msg_poke_memory_place_22	[~ 21]
msg_poke_memory_place_23	[~ 22]
msg_poke_memory_place_24	[~ 23]
msg_poke_memory_place_25	[~ 24]
msg_poke_memory_place_26	[~ 25]
msg_poke_memory_place_27	[~ 26]
msg_poke_memory_place_28	[~ 27]
msg_poke_memory_place_29	[~ 28]
msg_poke_memory_place_30	[~ 29]
msg_poke_memory_place_31	[~ 30]
msg_poke_memory_place_32	[~ 31]
msg_poke_memory_place_33	[~ 32]
msg_poke_memory_place_34	[~ 33]
msg_poke_memory_place_35	[~ 34]
msg_poke_memory_place_36	[~ 35]
msg_poke_memory_place_37	[~ 36]
msg_poke_memory_place_38	[~ 37]
msg_poke_memory_place_39	[~ 38]
msg_poke_memory_place_40	[~ 39]
msg_poke_memory_place_41	[~ 40]
msg_poke_memory_place_42	[~ 41]
msg_poke_memory_place_43	[~ 42]
msg_poke_memory_place_44	[~ 43]
msg_poke_memory_place_45	[~ 44]
msg_poke_memory_place_46	[~ 45]
msg_poke_memory_place_47	[~ 46]
msg_poke_memory_place_48	[~ 47]
msg_poke_memory_place_49	[~ 48]
msg_poke_memory_place_50	[~ 49]
msg_poke_memory_place_51	[~ 50]
msg_poke_memory_place_52	[~ 51]
msg_poke_memory_place_53	[~ 52]
msg_poke_memory_place_54	[~ 53]
msg_poke_memory_place_55	[~ 54]
msg_poke_memory_place_56	[~ 55]
msg_poke_memory_place_57	[~ 56]
msg_poke_memory_place_58	[~ 57]
msg_poke_memory_place_59	[~ 58]
msg_poke_memory_place_60	[~ 59]
msg_poke_memory_place_61	[~ 60]
msg_poke_memory_place_62	[~ 61]
msg_poke_memory_place_63	[~ 62]
msg_poke_memory_place_64	[~ 63]
msg_poke_memory_place_65	[~ 64]
msg_poke_memory_place_66	[~ 65]
msg_poke_memory_place_67	[~ 66]
msg_poke_memory_place_68	[~ 67]
msg_poke_memory_place_69	[~ 68]
msg_poke_memory_place_70	[~ 69]
msg_poke_memory_place_71	[~ 70]
msg_poke_memory_place_72	[~ 71]
msg_poke_memory_place_73	[~ 72]
msg_poke_memory_place_74	[~ 73]
msg_poke_memory_place_75	[~ 74]
msg_poke_memory_place_76	[~ 75]
msg_poke_memory_place_77	[~ 76]
msg_poke_memory_place_78	[~ 77]
msg_poke_memory_place_79	[~ 78]
msg_poke_memory_place_80	[~ 79]
poke_memory_rank.dat
msg_poke_memory_rank_01	[~ 0]
msg_poke_memory_rank_02	[~ 1]
msg_poke_memory_rank_03	[~ 2]
msg_poke_memory_rank_04	[~ 3]
poke_waza.tbl
poke_waza_01_01	[~ 0]
poke_waza_01_02	[~ 1]
poke_waza_01_03	[~ 2]
poke_waza_01_04	[~ 3]
poke_waza_01_05	[~ 4]
poke_waza_01_06	[~ 5]
poke_waza_01_07	[~ 6]
poke_waza_01_08	[~ 7]
poke_waza_02_01	[~ 8]
poke_waza_02_02	[~ 9]
poke_waza_02_03	[~ 10]
poke_waza_02_04	[~ 11]
poke_waza_02_05	[~ 12]
poke_waza_02_06	[~ 13]
poke_waza_02_07	[~ 14]
poke_waza_02_13	[~ 15]
poke_waza_02_14	[~ 16]
poke_waza_borutekkaa_01_01	[~ 17]
poke_waza_borutekkaa_01_02	[~ 18]
poke_waza_borutekkaa_01_03	[~ 19]
poke_waza_borutekkaa_01_04	[~ 20]
poke_waza_borutekkaa_01_05	[~ 21]
poke_waza_borutekkaa_01_06	[~ 22]
poke_waza_borutekkaa_01_07	[~ 23]
poke_waza_borutekkaa_01_08	[~ 24]
poke_waza_borutekkaa_01_09	[~ 25]
poke_waza_borutekkaa_sys_01	[~ 26]
poke_waza_borutekkaa_sys_02	[~ 27]
poke_waza_borutekkaa_sys_03	[~ 28]
poke_waza_borutekkaa_sys_04	[~ 29]
popup.tbl
popup_dummy	[~ 0]
pop_a_t01_i02_poke_01	Muncha!
popup_c01_01	[~ 2]
popup_c01_02	[~ 3]
popup_c01_03	[~ 4]
popup_c01_04	[~ 5]
popup_c01_05	[~ 6]
popup_c01_06	[~ 7]
popup_c01_07	[~ 8]
popup_c01_08	[~ 9]
popup_c01_09	[~ 10]
popup_c01_10	[~ 11]
popup_sch_entrance_01	Really!
popup_sch_entrance_02	I’ve seriously\ngotta study!
popup_sch_entrance_03	I’m not ready\nfor the test...
popup_sch_entrance_04	Which teacher do\nyou think is the best?
popup_sch_entrance_05	I oughta stop at\nthe school store.
popup_sch_entrance_06	Nice!
popup_sch_entrance_07	So many people!
popup_sch_entrance_08	Hahahaha!
popup_sch_entrance_09	That’s too funny!
popup_sch_entrance_10	I know, right?
popup_sch_entrance_11	Totally!
popup_sch_entrance_12	That Mr. Saguaro\nis so cool, man...
popup_sch_entrance_13	I suppose it’s about\ntime to eat, huh?
popup_sch_entrance_14	Where should we go?
popup_sch_entrance_15	Gotta keep an\nAntidote on hand.
popup_sch_entrance_16	The director’s glasses—\nI just love them!
popup_sch_entrance_17	Did you buy\nsome Potions?
popup_sch_entrance_18	See, my Pokémon—
popup_sch_entrance_19	You catch any new\nPokémon lately?
popup_sch_entrance_20	Great Balls are,\ny’know...great!
popup_sch_entrance_21	Shoot, where was\nmy next class...
popup_sch_entrance_22	I’ve really got to do that\nhomework assignment...
popup_sch_entrance_23	Um, which way\nis the cafeteria?
popup_sch_entrance_24	This is so exciting!
popup_sch_entrance_25	Time to head to my next class!
popup_sch_entrance_26	I’m gonna be late!
popup_sch_entrance_27	Maybe I can just go and take\na nap in the nurse’s office...
popup_sch_entrance_28	I should go check out\nthe new Occulture...
popup_sch_entrance_29	Wait, where did I\nleave that book...
popup_sch_entrance_30	Which class should\nI study for first?
popup_sch_entrance_31	I love the smell of\nreal paper books!
popup_sch_entrance_32	I want to learn\nsomething new.
popup_sch_entrance_poke_eve1b	N/A
popup_sch_entrance_poke_eve2b	N/A
popup_sch_entrance_poke_eve2e	N/A
popup_sch_entrance_poke_eve2g	N/A
popup_sch_entrance_poke_eve2h	N/A
popup_sch_entrance_poke_ni1b	N/A
popup_sch_entrance_poke_ni2c	N/A
popup_sch_entrance_npc_eve10	What should I read today?
popup_sch_entrance_npc_eve20	This is so hard!
popup_sch_entrance_npc_eve21	Yes! I got it!\nI know the answer!
popup_sch_entrance_npc_eve22	Zzz...\nZzz...
popup_sch_entrance_npc_eve23	I’m never gonna finish\nall this homework...
popup_sch_entrance_npc_eve24	Snrrr...\nMurmble...
popup_sch_entrance_npc_eve25	Oh, so that’s the\nformula you use!
popup_sch_entrance_npc_eve26	Oooh, now I get it...
popup_sch_entrance_npc_eve32	This is just\nway too easy.
popup_sch_entrance_npc_eve33	There’s so much\nto remember!
popup_sch_entrance_npc_eve34_xx	[~ 61]
popup_sch_entrance_npc_eve37	I’m gonna\ntry my hardest!
popup_sch_entrance_npc_eve38	I’ve gotta get\na new eraser...
popup_sch_entrance_npc_eve39	I’m aiming for\na perfect score!
popup_sch_entrance_npc_eve42	Oh! That’s it!\nI know the answer!
popup_sch_entrance_npc_eve43_xx	[~ 66]
popup_sch_entrance_npc_eve44_xx	[~ 67]
popup_sch_entrance_npc_eve45	This is gonna\npay off for sure!
popup_sch_entrance_npc_eve46	Perfecto!
popup_sch_entrance_npc_eve47	Study! Gotta study!
popup_sch_entrance_npc_eve48_xx	[~ 71]
popup_sch_entrance_npc_eve54	I need somebody to\ntell me “good job!”
popup_sch_entrance_npc_eve55_xx	[~ 73]
popup_sch_entrance_npc_eve56_xx	[~ 74]
popup_sch_entrance_npc_eve57	I never knew there was\na Pokémon like this!
popup_sch_entrance_npc_eve58	I’d better\nread ahead...
popup_sch_entrance_npc_eve59	I can do it! I’ll do it\nfor Mr. Salvatore!
popup_sch_entrance_npc_eve65_xx	[~ 78]
popup_sch_entrance_npc_eve66	I just need\na quick break...
popup_sch_entrance_npc_eve74	It’s written\nright here!
popup_sch_entrance_npc_eve75	You’re\nright!
popup_sch_entrance_npc_eve85	Yes, that’s fine...
popup_sch_entrance_npc_eve100	Cleaning all this up is\ngonna be such a pain...
popup_sch_entrance_npc_ni15_xx	[~ 84]
popup_sch_entrance_npc_ni26	Ah, yes. I understand.
popup_sch_entrance_npc_ni27	I’ve got no idea where\nthis book goes...
popup_sch_entrance_npc_ni34	Zzz... ... ... Zzz... ... ... Snrk!\nJust...five more minutes, Mom...
popup_sch_entrance_poke_eve67	N/A
popup_sch_entrance_poke_eve68	N/A
popup_sch_entrance_poke_ni48	N/A
popup_sch_entrance_poke_ni49	N/A
popup_sch_entrance_poke_ni50	N/A
popup_sch_entrance_npc_ni44_xx	[~ 93]
popup_sch_entrance_npc_eve01	It’s gotta be\nbattle studies! ▶
popup_sch_entrance_npc_eve02	I’d say math! ▶
popup_sch_entrance_npc_eve03	It’s not related,\nbut still... ▶
popup_sch_entrance_npc_eve09	So many... ▶
popup_sch_entrance_npc_eve11	I swear, Occulture... ▶
popup_sch_entrance_npc_eve30	Right here in the\nentrance hall? ▶
popup_sch_entrance_npc_eve34	I want to learn... ▶
popup_sch_entrance_npc_eve35	I’m good with\nPokémon, but... ▶
popup_sch_entrance_npc_eve36	Studying’s\neasy, but... ▶
popup_sch_entrance_npc_eve41	Where...? ▶
popup_sch_entrance_npc_eve43	The STEM track... ▶
popup_sch_entrance_npc_eve44	Textbooks are great! ▶
popup_sch_entrance_npc_eve48	Bug types! ▶
popup_sch_entrance_npc_eve52	Did you know? ▶
popup_sch_entrance_npc_eve55	So many questions! ▶
popup_sch_entrance_npc_eve56	Which one is it? ▶
popup_sch_entrance_npc_eve65	Team Star... ▶
popup_sch_entrance_npc_eve69	All these people! ▶
popup_sch_entrance_npc_eve70	How about you? ▶
popup_sch_entrance_npc_eve81	Me? See, I’m... ▶
popup_sch_entrance_npc_eve86	So I should use\nthe computer? ▶
popup_sch_entrance_npc_eve91	Pachirisu! ▶
popup_sch_entrance_npc_ni03	I’m a student! ▶
popup_sch_entrance_npc_ni04	Even at night! ▶
popup_sch_entrance_npc_ni08	Steel-type moves... ▶
popup_sch_entrance_npc_ni09	Two types...? ▶
popup_sch_entrance_npc_ni15	Such a waste! ▶
popup_sch_entrance_npc_ni19	So if we just keep\nwalking together... ▶
popup_sch_entrance_npc_ni25	Mysterious! ▶
popup_sch_entrance_npc_ni29	[VAR 1107(00FF,0102)]ShHe really is\namazing... ▶
popup_sch_entrance_npc_ni35	This kid Arven... ▶
popup_sch_entrance_npc_ni44	What should I do\nwith this coin...? ▶
popup_a_sch_ground01_npc_eve01	So big! ▶
popup_a_sch_ground01_npc_eve02	Gyarados’s face... ▶
popup_a_sch_ground01_npc_eve04	So ripe and\njuicy looking!
popup_a_sch_ground01_npc_eve05	And those leaves!
popup_a_sch_ground01_npc_eve06	Its neck\nis so long!
popup_a_sch_ground01_npc_eve08	It’s Ground type, right?
popup_a_sch_ground01_npc_eve09	Its Ability must\nbe Own Tempo...
popup_a_sch_ground01_npc_eve11	See! It evolved!
popup_a_sch_ground01_npc_eve12	Hala! It’s huge!
popup_a_sch_ground01_npc_eve13	Those scales\nare amazing!
popup_a_sch_ground01_npc_eve16	Hmm, “h”...\nHoppip!
popup_a_sch_ground01_npc_eve17	So that’s “p”...\nP...P...Pineco!
popup_a_sch_ground01_npc_eve18	A Pokémon battle!
popup_a_sch_ground01_npc_eve19	I’m not gonna lose!
popup_a_sch_ground01_npc_eve22	Is it true that Tropius—? ▶
popup_a_sch_ground01_npc_eve24	Yup, right here! ▶
popup_a_sch_ground01_npc_eve25	The eternal question... ▶
popup_a_sch_ground01_npc_eve26	So relaxing... ▶
popup_a_sch_ground01_npc_eve27	Check it out! ▶
popup_a_sch_ground01_npc_eve29	This Mudbray—! ▶
popup_a_sch_ground01_npc_eve31	How’re battle\nstudies going?
popup_a_sch_ground01_npc_eve32	Ms. Dendra’s\nkinda scary!
popup_a_sch_ground01_npc_eve46	I need LP!
popup_a_sch_ground01_npc_eve47	You’ve gotta\nbattle, then.
popup_a_sch_ground01_npc_eve49	Here we go! ▶
popup_a_sch_ground01_npc_eve50	See, when you’re\ngood friends— ▶
popup_a_sch_ground01_npc_ni01	I’m so bored...
popup_a_sch_ground01_npc_ni03	I just couldn’t seem\nto fall asleep... ▶
popup_a_sch_ground01_npc_ni05	That’s Nemona\nfor ya! ▶
popup_a_sch_ground01_npc_ni06	Sheesh, that Nemona! ▶
popup_a_sch_ground01_npc_ni09	Mental preparation is key! ▶
popup_a_sch_ground01_npc_ni11	You sleepy, amigos?
popup_a_sch_ground01_npc_ni14	Can’t wait for tomorrow!
popup_a_sch_ground01_npc_ni15	Hahaha!
popup_a_sch_ground01_npc_ni16	All the way from\na Magikarp! ▶
popup_a_sch_ground01_npc_ni18	When’s good for you?
popup_a_sch_ground01_npc_ni19	How about tomorrow?
popup_a_sch_ground01_npc_ni21	See that? Gengar... ▶
popup_a_sch_ground01_npc_ni22	Who was that...? ▶
popup_a_sch_ground01_npc_ni24	So floaty!
popup_a_sch_ground01_npc_eve2b_1	Let’s run!
popup_a_sch_ground01_npc_eve2b_2	OK!
popup_a_sch_ground01_npc_eve3a_1	What shall we\ndo after this?
popup_a_sch_ground01_npc_eve3a_2	Oops, I forgot\nsomething!
popup_a_sch_ground01_npc_eve3b_1	Maybe\nafter class...
popup_a_sch_ground01_npc_eve3b_2	Hola.
popup_a_sch_ground01_npc_eve3d_1	Getting that blood pumping!
popup_a_sch_ground01_npc_eve3d_2	One-two, one-two!
popup_a_sch_ground01_npc_ni1c_1	I couldn’t sleep...
popup_a_sch_ground01_npc_ni1c_2	I should go back\nto my room...
popup_a_sch_ground01_npc_ni2b_1	The school is so\ndifferent at night...
popup_a_sch_ground01_npc_ni2b_2	It’s so quiet...
popup_a_sch_ground01_npc_ni2c_1	I’m walking for exercise.
popup_a_sch_ground01_npc_ni2c_2	Buenas noches!
popup_sch_class1a_eve01	So if you use this move...
popup_sch_class1a_eve02	There are so many\ndifferent strategies!
popup_sch_class1a_eve03	What about with this Ability?
popup_sch_class1a_npc_eve04	That Nemona... ▶
popup_sch_class1a_npc_eve05	Oh, Pachirisu! ▶
popup_sch_class1a_npc_eve07	It evolved! ▶
popup_sch_class1a_npc_eve08	HUGE! ▶
popup_sch_class1a_npc_ni01	Mm-hmm, the classroom\nis definitely better... ▶
popup_sch_class1a_npc_ni02	When night falls... ▶
popup_sch_class1a_npc_ni03	Tera Types! ▶
popup_sch_class1a_npc_ni05	Yay, Igglybuff! ▶
popup_sch_class1d_eve05	Yes! I thought the\nexact same thing!
popup_sch_class1d_eve06	Riiight!
popup_sch_class1d_eve07	So true!
popup_sch_class1d_eve08	Yeah,\n100 percent!
popup_sch_class1d_ni06	Did I maybe make a\nmistake somewhere?
popup_sch_class1d_ni07	That one’s really hard, huh?
popup_sch_class1d_npc_eve01	Just you wait, Riolu! ▶
popup_sch_class1d_npc_eve02	It’ll be your turn soon, Shinx! ▶
popup_sch_class1d_npc_eve09	I think I’d rather— ▶
popup_sch_class1d_npc_eve10	There are both, see... ▶
popup_sch_class1d_npc_ni01	Two whole Meowth! ▶
popup_sch_class1d_npc_ni04	Gotta stay focused! ▶
popup_sch_class2g_eve07	It’s tomato for me!
popup_sch_class2g_eve08	Lettuce all the way.
popup_sch_class2g_eve09	What’s your favorite ingredient?
popup_sch_class2g_ni04	Jambon-Beurre\nare the best!
popup_sch_class2g_ni05	Jam Sandwiches\nare so good!
popup_sch_class2g_ni06	Now, if we’re talking\nabout sandwiches—
popup_sch_class2g_npc_eve01	We’re doing test prep! ▶
