Common\Reference.msbt
GameName_gm102_T0	Statues
CpNG_3LTo4L_R_00_V	The Right Team has\r\na 4-point lead!
CpNG_3LTo4L_R_00_V_2	The Right Team has extended\r\ntheir lead over the Left Team!
CpNG_3LTo4L_L_00_V	The Left Team has\r\na 4-point lead!
CpNG_3LTo4L_L_00_V_2	The Left Team keeps\r\nwidening their lead!
CpNG_MLToMore_R_00_V	The Right Team's extended\r\ntheir lead by another point!
CpNG_MLToMore_R_00_V_2	The Right Team has a massive lead!
CpNG_MLToMore_L_00_V	The Left Team's extended\r\ntheir lead by another point!
CpNG_MLToMore_L_00_V_2	The Left Team has a massive lead!
CpNG_1BToEven_R_00_V	The Right Team's pulled even!
CpNG_1BToEven_R_00_V_2	The Right Team's evened the scores!
CpNG_1BToEven_L_00_V	The Left Team's pulled even!
CpNG_1BToEven_L_00_V_2	The Left Team's caught\r\nup to the Right Team!
CpNG_2BTo1B_R_00_V	The Right Team's only\r\n1 point behind now!
CpNG_2BTo1B_R_00_V_2	The Right Team just\r\nneeds 1 point to pull even!
CpNG_2BTo1B_L_00_V	The Left Team's only\r\n1 point behind now!
CpNG_2BTo1B_L_00_V_2	The Left Team just\r\nneeds 1 point to pull even!
CpNG_3BTo2B_R_00_V	The Right Team's only\r\n2 points behind!
CpNG_3BTo2B_R_00_V_2	The Right Team's closing in!
CpNG_3BTo2B_L_00_V	The Left Team's only\r\n2 points behind!
CpNG_3BTo2B_L_00_V_2	The Left Team needs 2 points\r\nto even the playing field.
CpNG_4BTo3B_R_00_V	The Left Team's hanging\r\non to a 3-point lead.
CpNG_4BTo3B_R_00_V_2	The Right Team's\r\nreduced the gap a little!
CpNG_4BTo3B_L_00_V	The Right Team's hanging\r\non to a 3-point lead.
CpNG_4BTo3B_L_00_V_2	The Left Team will want\r\nto win the next game, too!
CpNG_MBToLess_R_00_V	The Left Team's still\r\nholding onto a big lead.
CpNG_MBToLess_R_00_V_2	That was a precious\r\nvictory for the Right Team!
CpNG_MBToLess_L_00_V	The Right Team's still\r\nholding onto a big lead.
CpNG_MBToLess_L_00_V_2	The Left Team's one step\r\ncloser to closing the gap!
CpNG_EvenToEven_00_V	Neither team is ready to\r\nrelinquish the draw!
CpNG_EvenToEven_00_V_2	The scores are tied.\r\nThis could be a nail-biter!
CpNG_1LTo1L_R_00_V	The Right Team retains\r\ntheir 1-point lead.
CpNG_1LTo1L_R_00_V_2	If the Left Team wins the next game,\r\nthey could still turn things around!
CpNG_1LTo1L_L_00_V	The Left Team retains\r\ntheir 1-point lead.
CpNG_1LTo1L_L_00_V_2	If the Right Team wins the next game,\r\nthey could still turn things around!
CpNG_23LTo23L_R_00_V	The Right Team's still\r\nsitting on a big lead.
CpNG_23LTo23L_R_00_V_2	The Left Team'll want to win the\r\nnext game and catch up a bit!
CpNG_23LTo23L_R_00_V_3	The point difference will carry\r\nover to the next game.
CpNG_23LTo23L_L_00_V	The Left Team's still\r\nsitting on a big lead.
CpNG_23LTo23L_L_00_V_2	If the Right Team wins the next game,\r\nthey can reduce the point difference by 2!
CpNG_23LTo23L_L_00_V_3	The point difference will carry\r\nover to the next game.
CpNG_MLToML_R_00_V	That big point difference\r\nisn't going anywhere, huh?
CpNG_MLToML_R_00_V_2	The Left Team can't afford\r\nto lose the next game...
CpNG_MLToML_L_00_V	That big point difference\r\nisn't going anywhere, huh?
CpNG_MLToML_L_00_V_2	The Right Team'll want to win\r\nthe next game, no matter what.
CoCO2_MBToLess_00_V	The gap between the teams isn't\r\nlooking so big anymore!
CpCO2_2BToEven_00_V	They've pulled even!
CpCO2_1BTo1L_00_V	The tables have turned!
CpCO2_EvenTo2L_00_V	They've turned a draw\r\ninto a healthy lead!
CpCO2_MLToMore_00_V	They've widened their\r\nlead even further!
CoCOM_MBToLess_00_V	Way to cover a lot of\r\nground in a single game!
CpCOM_MBToEven_00_V	That victory means they've\r\nmanaged to pull even!
CpCOM_MBToML_00_V	What an upset!
CpCOM_EvenToML_00_V	They've gone from a draw to\r\na massive lead!
CpCOM_MLToMore_00_V	That's what I call a decisive lead!
CpCO_Charge2To3_00_V	You'll earn 3 points\r\nif you win the next game!
CpCO_Charge3To4_00_V	You'll earn a whopping 4 points\r\nif you win the next game!
CpCO_MaybeBToEven_R_00_V	If the Right Team wins this game, they\r\ncould pull even in one fell swoop!
CpCO_MaybeBToEven_L_00_V	The Left Team'll want to win\r\nthe next game and pull even!
CpCO_MaybeBToL_R_00_V	If the Right Team wins, they can\r\ncome from behind to take the lead!
CpCO_MaybeBToL_L_00_V	If the Left Team wins, they can\r\ncome from behind to take the lead!
CpCO_MaybeEvenToL_Both_00_V	Which team will win\r\nand leave their opponents...
CpCO_MaybeEvenToL_Both_01_V	...in the dust?!
CpCO_MaybeWin_R_00_V	If the Right Team wins, they'll be\r\ncrowned the champions then and there!
CpCO_MaybeWin_L_00_V	If the Left Team wins, they'll be\r\ncrowned the champions then and there!
CpCO_MaybeWin_Both_00_V	The team that wins\r\nnext will take it all!
CpEventNegativeComment_00_V	Who needs luck, anyway?\r\nGive it everything in the next game!
CpEventNegativeComment_00_V_2	Oops, there goes your chance...
CpEventNormalComment_00_V	Congratulations!
CpEventNormalComment_00_V_2	Congratulations!
CpEventPositiveComment_00_V	Ooh, I bet you're happy about that!
CpEventPositiveComment_00_V_2	Nice!
CpEventPositiveComment_R_00_V	What a fantastic draw\r\nfor the Right Team!
CpEventPositiveComment_R_00_V_2	Lady Luck is smiling on\r\nthe Right Team!\r\n
CpEventPositiveComment_L_00_V	What a fantastic draw\r\nfor the Left Team!
CpEventPositiveComment_L_00_V_2	Lady Luck is smiling on\r\nthe Left Team!
CpEventPointUpComment_00_V	It's anyone's game!
CpEventPointUpComment_00_V_2	Which team'll take\r\nadvantage of this chance?!
CpEvent23N_BToEven_00_V	With that, the scores are tied!
CpEvent23N_MBTo1B_00_V	There's now a 1-point\r\nscore difference!
CpEvent23N_MBTo2B_00_V	There's now a 2-point\r\nscore difference!
CpEvent23N_MBTo3B_00_V	There's now a 3-point\r\nscore difference!
CpEvent23N_MBTo4B_00_V	There's now a 4-point\r\nscore difference!
CpEvent23N_AfterComment_R_00_V	The Right Team certainly used\r\nthat chance to their advantage!
CpEvent23N_AfterComment_L_00_V	The Left Team certainly used\r\nthat chance to their advantage!
CpEvent23N_Lost_R_00_V	Looks like the Right Team couldn't\r\nmake the most of their chance...
CpEvent23N_Lost_L_00_V	Looks like the Left Team couldn't\r\nmake the most of their chance...
CpMatchPointFirstTime_R_00_V	Don't throw in the towel, Left\r\nTeam! This contest isn't over yet!
CpMatchPointFirstTime_L_00_V	Give it all you've got, Right Team!\r\nYou can still turn this around!
CpMatchPointBoth_00_V	Who'll bring home the win?!\r\nRight now it's anyone's guess.
CpMatchPointBoth_00_V_2	Which team will get all the glory?
CpMatchPointBoth_00_V_3	It's a dead heat! This one's gonna\r\ngo down to the wire, folks!
CpFinish_00_V	Finish!
CpResultWin_R_00_V	The Right Team wins!
CpResultWin_R_00_V_2	This time, our winner is...the Right Team!
CpResultWin_L_00_V	The Left Team wins!
CpResultWin_L_00_V_2	This time, our winner is...the Left Team!
CpResultCongratulations_00_V	Congratulations!
CpResultDraw_00_V	Who'd have thought we\r\nwouldn't crown a winner?!
CpResultDraw_01_V	Looks like things\r\nhave ended in a draw!
CpBasicEnding_00_V	Let's give a big hand to both\r\nteams for playing so hard!
CpBasicEnding_01_V	Good job!
CpMVPEventStartNormal_00_V	All right! Looks like the winner\r\nhas been decided, so now...
CpMVPEventStartDraw_00_V	Well, the match might have\r\nended in a draw...
CpMVPEventStartDraw_01_V	But now...
CpMVPGuide_00_V	It's time to vote for your most valuable player!
CpMVPGuide_01_V	Use your smart device to vote for the\r\nperson you think worked the hardest!
CpMVPVoteStart_00_V	Voting starts now!
CpMVPVoteWait_00_V	Remember, the person who worked hardest\r\nisn't necessarily the person who did the best.
CpMVPVoteWait_01_V	You could also decide to vote for someone else, like the\r\nperson who looked like they were having the most fun!
CpMVPVoteWait_02_V	The person who got the most\r\nlaughs might be a good choice, too!
CpMVPVoteWait_03_V	Well? Does anyone spring to mind?
CpMVPVoteWait_04_V	It's almost time to close the voting!
CpMVPMCVoteNormal_00_V	You know what? I'll put in a vote, too.
CpMVPMCVoteEmergency_00_V	Err, huh. Looks like...
CpMVPMCVoteEmergency_01_V	There weren't any votes at all!
CpMVPMCVoteEmergency_02_V	I guess that means my vote\r\nwill be the only one that counts!
CpMVPOpen_00_V	And now, for the results...
CpMVPOpen_01_V	The most valuable player is...
CpMVPOpen_02_V	This person!
CpMVPCongratulations_00_V	Give 'em a round of applause!
CpMVPCongratulations_01_V	Well done!
CpPremiumEnding_00_V	While we're clapping, let's give a big\r\nhand to both teams for playing so hard!
CpPremiumEnding_01_V	Good job, everybody!
NXMsg\MCMsg\nx_mc_sq501.msbt
CsqModeSelectBasicGuide_00_V	In Joy-Con Mode, you only\r\nneed Joy-Con controllers to play.
CsqModeSelectBasicGuide_01_V	With one Joy-Con per person,\r\nup to eight people can play!
CsqModeSelectBasicGuide_02_V	Do you want to play Joy-Con Mode?
CsqModeSelectPremiumGuide_00_V	In Smart Device Mode, you play with\r\nsmart devices and two Joy-Con controllers.
CsqModeSelectPremiumGuide_01_V	With each person using their own smart device,\r\nyou can have up to a hundred players!
CsqModeSelectPremiumGuide_02_V	Do you want to play Smart Device Mode?
CsqModeSelectHoldingStyle_00_V	Hold your Joy-Con vertically to play.
BsqPlayerEntryGuide_00_V	To get things started, tell me how many people\r\nwill be playing this time.
BsqPlayerNumGuide_A_00_V	With one Joy-Con per person,\r\nup to eight people can play.
BsqPlayerEntryGuide_01_V	Great! Next up, I'm going to need\r\nyou to give me your names.
BsqNameRecordOpened_00_V	If you like, you can also pick\r\nan existing name from the list!
BsqPlayerFewerJoy_00_V	You'll need one Joy-Con per person\r\nto play Joy-Con Mode.
BsqPlayerFewerJoy_01_V	Make sure that you have a Joy-Con\r\nfor each person who wants to join!
PsqPlayerEntryGuide_00_V	First of all, scan the QR Code on the screen\r\nto access the room you'll be using for this\r\nsession.
PsqPlayerEntryGuide_02_V	If you've accessed the room already,\r\nenter a name and a photo,\r\nthen tap "Register" to join!
PsqPlayerEntryGuide_03_V	Start the game once\r\neveryone has joined the room!
PsqPlayerEntryGuide_04_V	Pick a player to be in charge of each Joy-Con,\r\nthen have one of them press the highlighted button to continue.
PsqPlayerEntryGuide_05_V	If you haven't joined yet, you'll still\r\nbe able to later on.
PsqPlayerEntryGuide_06_V	To bring up the QR Code again,\r\njust press + or - on a Joy-Con to\r\ndisplay the in-game menu.
PsqPlayerEntryGuide_07_V	You can also check it on the smart\r\ndevice of someone who's already joined.
PsqPlayerEntryHelpGuide_00_V	If you've accessed the room already,\r\nhow about lending a hand to anyone\r\nwho might be having trouble?
NXMsg\MCMsg\nx_mc_sq502.msbt
CsqMciGreetingFirstBoot_00_V	Hey, everybody!
CsqMciGreetingFirstBoot_01_V	I'm your MC, and it's my job to\r\nmake sure you all have a good time!
CsqMciGreetingFirstBoot_02_V	The name's Horace!
CsqMciGreetingFirstBoot_03_V	I'd just like to say how happy I am
CsqMciGreetingFirstBoot_04_V	that you've chosen to party\r\nwith Everybody 1-2-Switch!
CsqMciGreetingFirstBoot_05_V	Thank you so much!
CsqMciGreeting_00_V	Hello again, everybody! I'm your host, Horace.
CsqMciManyPlayers_A_00_V	It's good to see you again today!
CsqMciManyPlayers_A_01_V	Thanks for playing Everybody 1-2-Switch!
CsqMciManyPlayers_B_00_V	Well, this is a cozy little gathering, isn't it?
CsqMciManyPlayers_B_01_V	Let's liven things up a little!
CsqMciManyPlayers_C_00_V	It's great to see so many of you here today!
CsqMciManyPlayers_C_01_V	I hope you're all ready to have fun!
CsqMciManyPlayers_D_00_V	Wow! What a crowd!
CsqMciManyPlayers_D_01_V	We've got a real party here!
CsqMciManyPlayers_D_02_V	Get ready to raise the hoof, everyone!
CsqMdsSelectFirstTime_00_V	First things first.
CsqMdsSelectFirstTime_01_V	Use the Joy-Con to choose the\r\nparty you want to play!
CsqMdsSelect_ABCDE_00_V	Whew, was that fun or what?!
CsqMdsSelect_ABC_00_V	How're you all feeling?\r\nDo you want to take a break?
CsqMdsSelect_ABC_01_V	You're still up for more?\r\nGlad to hear it!
CsqMdsSelect_ABC_02_V	You know the drill! Just use the Joy-Con\r\nto choose what you want to play.
CsqMdsSelect_D_00_V	How'd the quiz go? Did your\r\nbrains get a good workout?
CsqMdsSelect_E_00_V	How was Bingo?\r\nDid anyone get lucky?
CsqMdsSelect_DE_00_V	Use the Joy-Con to choose which\r\nparty you want to play!
CsqMdsSelect_STOP_00_V	Use the Joy-Con to choose which\r\nparty you want to play!
CsqMdsExplain_TM_00_V	A Team Contest is just what it\r\nsounds like.
CsqMdsExplain_TM_01_V	You'll be divided into two teams that'll go\r\nhead-to-head to decide a winner!
CsqMdsExplain_TM_02_V	This is the main way to play\r\nEverybody 1-2-Switch!
CsqMdsExplain_TM_03_V	The number of games depends on\r\nhow long you decide to play for.
CsqMdsExplain_TM_04_V	So, how much time\r\ndo you have today?
CsqMdsExplain_A_00_V	20 minutes!
CsqMdsExplain_A_01_V	This usually gives you enough time\r\nfor 4-5 games,
CsqMdsExplain_A_02_V	so it keeps things short and sweet!
CsqMdsRecommend_A_00_V	If there are a lot of first-time\r\nplayers,
CsqMdsRecommend_A_01_V	or if you just want a quick session,\r\nthen this option is for you!
CsqMdsExplain_B_00_V	40 minutes!
CsqMdsExplain_B_01_V	This gives you enough\r\ntime for 7 or 8 games.
CsqMdsExplain_B_02_V	It's the standard way to play!
CsqMdsRecommend_B_00_V	If you're having trouble deciding,\r\nI'd recommend this option.
CsqMdsExplain_C_00_V	60 minutes!
CsqMdsExplain_C_01_V	This is enough time\r\nfor 12-14 games.
CsqMdsExplain_C_02_V	It's an XL portion of partying!
CsqMdsRecommend_C_00_V	If you like double servings of\r\nfun, then this is the option for you!
CsqMdsExplain_D_00_V	Quiz Party!
CsqMdsExplain_D_01_V	In a Quiz Party, everyone competes\r\nto get the most right answers.
CsqMdsExplain_D_02_V	No teams--every player\r\nfor themselves!
CsqMdsRecommend_D_00_V	I recommend this option if you want to\r\nkick back and relax a while!
CsqMdsRecommend_D_01_V	You can even make your own questions\r\nto challenge other players!
CsqMdsExplain_E_00_V	Bingo Party!
CsqMdsExplain_E_01_V	It's pen and paper-free! Your\r\nsmart device is the bingo card!
CsqMdsExplain_E_02_V	No teams--the winner\r\ntakes all the glory!
CsqMdsRecommend_E_00_V	If you're in the mood for a good old\r\ngame of Bingo, this is the party for you!
CsqMdsAskAgain_00_V	Do you want to play again?
CsqMdsAskAgain_00_V_2	Do you want to play again?
CsqMdsDecision_00_V	OK!
CsqMdsDecision_00_V_2	OK!
CsqMdsDecision_00_V_3	OK!
CsqMdsDecision_00_V_4	OK!
CpGameLevelSelectEarlyTime_00_V	For now,
CpGameLevelSelectEarlyTime_01_V	let's set the difficulty level of the\r\ngame to Normal.
CpGameLevelSelectOpen_00_V	From now on, you can\r\nset the difficulty level to Pro!
CpGameLevelSelectOpen_01_V	Choosing Pro
CpGameLevelSelectOpen_02_V	will cause challenging new\r\ngame variations to appear!
CpGameLevelSelectOpen_03_V	Once you've got the hang of the Normal\r\ndifficulty level, try challenging yourselves!
CpGameLevelSelect_00_V	Set the difficulty level.
CpGameLevelSelect_01_V	It might be best to stick to Normal\r\nif there are any first-time players.
CpGameLevelSelect_02_V	If you've got the hang of the game,
CpGameLevelSelect_03_V	go ahead and push yourselves\r\nto the limit with Pro!
CpNoiseRestrictionSelect_00_V	Are you in a place where\r\nit's OK to be noisy?
CpMoveRestrictionSelect_00_V	Are you in a place where you can\r\nstand up, move around,
CpMoveRestrictionSelect_01_V	and get into groups\r\nwhile you're playing?
CpAllOptionDecision_00_V	All right!
CsqTeamDivision2ndTime_00_V	All right! I know you're all raring to play, but first...
CsqTeamDivision2ndTime_01_V	How about we mix up the teams?
CsqTeamDivision2ndTime_02_V	If you like the current teams, that's OK, too!
CsqTeamDivisionSameTeam_00_V	We'll keep the same teams and get started!
CsqTeamDivisionNewTeam_00_V	OK then! Let's make new teams!
CsqTeamDivision1stTime_00_V	All right, everyone! Time to get into teams.
CsqTeamDivisionMethod_00_V	Do you want to pick teams yourselves?
CsqTeamDivisionMethod_01_V	Or would you rather leave it up to me?
CsqTeamDivisionMethodDecision_00_V	OK!
CsqTeamDivisionMethodDecision_00_V_2	OK!
CsqTeamDivision1vs1_00_V	Since there're only two of you...
CsqTeamDivision1vs1_01_V	Just split into two teams of one person each.
BsqSelfTeamDivision_00_V	Use the control stick on\r\nyour Joy-Con to pick a team.
BsqSelfTeamDivision_01_V	Are these teams OK?
PsqSelfTeamDivision_00_V	Use your smart device\r\nscreen to pick a team.
CsqTeamZero_L_00_V	The Left Team has no members.
CsqTeamZero_R_00_V	The Right Team has no members.
CsqTeamZero_00_V	Each team needs at least one member.
BsqTeamFull_00_V	Each team can have up\r\nto four members.
PsqTeamFull_00_V	Each team can have up\r\nto 50 members.
CsqTeamFull_00_V	Try to split the teams\r\nas evenly as you can.
CsqSelfTeamDivision_00_V	OK, everyone!
CsqAutoTeamDivision_00_V	Let's get shuffling!
CsqAutoTeamDivision_00_V_2	Let's get shuffling!
CsqAutoTeamDivision_00_V_3	Let's get shuffling!
CsqAutoTeamDivision_00_V_4	Let's get shuffling!
CsqTeamMove_00_V	The Right Team goes to the\r\nright side of the screen...
CsqTeamMove_01_V	And the Left Team goes to the\r\nleft side of the screen.
CsqTeamMove_02_V	Have you all split to either side\r\nof the screen?
CsqGoGoGuide_00_V	All right, once you're all set up,
BsqGoGoGuide_00_V	press a button on your Joy-Con\r\nlots of times and we'll get started!
PsqGoGoGuide_00_V	tap your smart devices\r\nand we'll get started!
NXMsg\System\nx_Dialog.msbt
SystemSkbPlayerNameHeader_00	Enter a name.
SystemSkbQuizDeleteGuide_00	Delete this question?
SystemSkbQuizDeleteQuestion_00	{[0101|00cd]}
SystemSkbQuizDeleteTrue_00	{[0101|00cd]}
SystemSkbQuizDeleteFalse_00	{[0101|00cd]}
SystemSkbQuizDeleteNumber_00	{[0100|00020000]}
SystemSkbQuizLack_00	You need at least\r\none question to play.
SystemOQSortCancel_00	Go back without saving?
SystemOQReturn_00	Unsaved changes will\r\nbe lost. Is that OK?
SystemOQQuizsetClear_00	All questions in \r\n{[0101|00cd]}\r\nwill be deleted. Is that OK?
SystemSkbQuizCreateEnd_00	Finish creating questions\r\nand start the game?
HeadsUpStrapWear_00	{size[4b00]}When you play with a Joy-Con controller,\r\nattach the strap as shown.\r\nHold the Joy-Con controller securely\r\nand do not let go of it. Be aware of your\r\nsurroundings. Allow adequate room\r\naround you during game play.{size[6400]}
HeadsUpStrapWear_01	When using a Joy-Con
HeadsUpStrapWear_02	In this game, Joy-Con controllers are also used.
HeadsUpConnectInternet_00	Connecting to the internet...
HeadsUpNotConnectInternet_00	You cannot play in Smart\r\nDevice Mode when your\r\nNintendo Switch console is not\r\nconnected to the internet.
HeadsUpNotConnectInternet_01	No Internet Connection
HeadsUpVibration_00	HD rumble must be enabled in order for\r\nthis game to be played properly.\r\n\r\nIt will be disabled again once {[0101|00cd]}\r\nhas ended.
HeadsUpVibration_01	This game cannot be played properly.\r\n\r\nIf you want to enable HD rumble,\r\nyou can do so in the console's settings.\r\n
HeadsUpVibration_02	Temporarily enable HD rumble?
HeadsUpJoyPacketLost_00	The wireless connection for\r\nthe Joy-Con is unstable
HeadsUpJoyPacketLost_01	Please move the Joy-Con closer to\r\nyour Nintendo Switch console.
HeadsUpSPNoPlayer_00	You cannot play with the current\r\nnumber of players. Returning to mode selection.
HeadsUpSPNoPlayer_01	Split into teams randomly\r\nand keep playing the party?
HeadsUpSPNoPlayer_02	The Left Team has no more members.
HeadsUpSPNoPlayer_03	The Right Team has no more members.
HeadsUpSPRoomFailure_00	Failed to create a room.
HeadsUpSPOtherError_00	A communication error has occurred.
HeadsUpSPCommunicationError_00	A communication error has occurred.
HeadsUpSPCommunicationError_01	Continue Attempting to Join
HeadsUpSPCommunicationError_02	Return to Mode Selection
HeadsUpSPCommunicationError_03	Reconnect
HeadsUpSPLowSpeedError_00	Image quality will be lowered\r\nbecause the connection is unstable.
HeadsUpSPLowSpeedError_03	Please try to join one-by-one, leaving\r\na few seconds between each player.
HeadsUpSPLowSpeedError_04	Communication is unstable.
HeadsUpSPRetryError_00	Unable to reconnect.\r\nPlease check your internet settings.
HeadsUpGLPartyChange_01	{color[ffffffff]}{[0101|00cd]} can only be played in {color[9dff07ff]}Smart Device Mode{color[ffffffff]}.\r\nReturn to mode selection?\r\nYour current settings will be lost.{color[000000ff]}
HeadsUpGLPartyChange_02	{color[ffffffff]}{[0101|00cd]} can only be played in {color[9dff07ff]}Joy-Con Mode{color[ffffffff]}.\r\nReturn to mode selection?\r\nYour current settings will be lost.{color[000000ff]}
HeadsUpGLPartyChangeTitle_00	This game cannot be played in Joy-Con Mode
HeadsUpGLPartyChangeTitle_01	This game cannot be played in Smart Device Mode
HeadsUpGLTeamChange_00	Change teams?
HeadsUpGLTeamCheck_00	Before starting the game,\r\nyou'll be split into teams.
HeadsUpMenuChangeMode_01	{color[ffffffff]}Bingo Party can only be played in {color[9dff07ff]}Smart Device Mode{color[ffffffff]}.\r\nReturn to mode selection?\r\nYour current settings will be lost.{color[000000ff]}
HeadsUpMDQPartyChange_01	{color[ffffffff]}Spontaneous Quiz can only be played in {color[9dff07ff]}Smart Device Mode{color[ffffffff]}.\r\nReturn to mode selection?\r\nYour current settings will be lost.{color[000000ff]}
HeadsUpSensorCheck_00	You'll need to enable the sensor.
HeadsUpSensorCheck_01	Tap "Enable".
HeadsUpSensorCheck_02	Played by moving your smart device.
HeadsUpParentalControls_00	You will need to change the\r\nconsole's Parental Controls\r\nsettings in order to play using\r\na smart device.
HeadsUpParentalControls_01	Restricted by Parental Controls Settings
HeadsUpMDBingoExitCheck_00	Close this screen?
HeadsUpSpSensorError_00	You cannot play this game because there are not\r\nenough smart devices with a usable sensor.
HeadsUpSpCameraError_00	You cannot play this game because there are not\r\nenough smart devices with a usable camera.
HeadsUpSpSensorErrorTitle_00	The game will be canceled.
HeadsUpOnlySpaceName_00	The name must contain at least one character.
HeadsUpRoomLockError_00	Room could not be locked.\r\nPlease try again later.
HeadsUpRoomUnLockError_00	Room could not be unlocked.\r\nPlease try again later.
HeadsUpJoyConnect_00	Connect Joy-Con controllers wirelessly?
HeadsUpJoyConnect_01	This will allow you to play games\r\nthat require both smart devices\r\nand Joy-Con controllers.
HeadsUpJoyConnect_02	If you're not using wireless Joy-Con controllers,\r\nmake sure that everyone can see the screen.\r\nYou'll still need to use the  buttons and the\r\n control sticks to play.
HeadsUpJoySkip_00	Please use the  buttons and the  control sticks\r\nto play from this point on. You won't be able to\r\nuse the touch screen.
HeadsUpWhenLargeGroup_00	When playing with a large number of people
HeadsUpWhenLargeGroup_01	Smart devices can connect via Wi-Fi or mobile\r\ndata. Please note that in certain circumstances,\r\nconnecting too many smart devices to the same\r\nWi-Fi network may result in communication\r\nbecoming unstable.
HeadsUpHoldWithStrap_00	When playing this game
HeadsUpHoldWithStrap_01	Attach the Joy-Con strap\r\nbut do not put it around your\r\nwrist. Hold both the strap\r\nand the controller as shown.
HeadsUpOk_00	 OK
HeadsUpButton_00	Yes
HeadsUpButton_01	No
HeadsUpButton_02	Cancel
HeadsUpButton_03	Enable
HeadsUpButton_04	Next
HeadsUpButton_05	Yes
HeadsUpButton_06	Start
HeadsUpButton_07	Cancel
HeadsUpButton_08	Split Up
HeadsUpButton_09	Continue
HeadsUpButton_10	End
HeadsUpButton_11	Start Over
HeadsUpButton_12	Delete
HeadsUpButton_13	Yes
HeadsUpButton_14	Lock
HeadsUpButton_15	Change
HeadsUpButton_16	Quit
HeadsUpButton_17	Cancel
HeadsUpButton_18	Back
HeadsUpButton_19	Connect
HeadsUpCheckbox_00	Don't display again
NXMsg\System\nx_Parts.msbt
EntranceTeam_L_00	L
EntranceTeam_R_00	R
EntranceOk_00	OK
EntranceButton_00	Press
EntranceTap_00	Tap
EntranceGo_00	GO!
EntranceGameName_gm102_T0	Don't move when he's looking!
EntranceGameName_gm102_T1	Uh-oh! He's learned some new tricks!
EntranceGameName_gm102_T2	No do-overs this time!
EntranceGameName_gm105_T0	Get your thinking caps on!
EntranceGameName_gm105_T1	Make sure you "pic" the right answer!
EntranceGameName_gm105_T2	 A speed bonus can be a real plus!
EntranceGameName_gm105_T3	If you're stuck, sound out your team!
EntranceGameName_gm105_T4	Think INSIDE the box...the brain box!
EntranceGameName_gm105_MD	A medley of mind-bogglers!
EntranceGameName_gm107_T0	Are you feeling pumped?
EntranceGameName_gm107_T1	Don't blow things out of proportion!
EntranceGameName_gm107_T2	Don't stop till you pop!
EntranceGameName_gm107_T3	Pop or flop? That is the question!
EntranceGameName_gm110_T0	Good luck, scooper troopers!
EntranceGameName_gm110_T1	This job is snow joke!
EntranceGameName_gm110_T2	They all scream, all right...
EntranceGameName_gm110_T3	Don't get a brain freeze!
EntranceGameName_gm111_T0	Here's the bottom line!
EntranceGameName_gm111_T1	You can't afford to give an inch!
EntranceGameName_gm111_T2	The screen's gone funky!
EntranceGameName_gm112_T0	Ninjas
EntranceGameName_gm112_T1	Ninjas 2
EntranceGameName_gm113_T0	They come in peace!
EntranceGameName_gm113_T1	Turns out they leave in peace, too!
EntranceGameName_gm115_T0	Relay on your teammates!
EntranceGameName_gm115_T2	Baton down the hatches!
EntranceGameName_gm116_T0	Yippee skippy!
EntranceGameName_gm116_T1	Keep your ears peeled for the rope!
EntranceGameName_gm121_T0	Hunt down this season's trends!
EntranceGameName_gm121_T2	You'll see red if you forget the color!
EntranceGameName_gm124_T0	Samurai Sword Fight
EntranceGameName_gm127_T0	Now's your chance to bid for glory!
EntranceGameName_gm127_T1	Don't be abiding, get a-bidding!
EntranceGameName_gm127_T2	Put on your best poker faces!
EntranceGameName_gm130_T0	To squat, or not to squat?
EntranceGameName_gm130_T1	Squatch out for wrong calls!
EntranceGameName_gm130_T2	No brains, no gains!
EntranceGameName_gm134_T0	A high-steaks cooking lesson!
EntranceGameName_gm134_T1	Get the timing right, and hey, pesto!
EntranceGameName_gm134_T2	Will your perfect paella pan out?
EntranceGameName_gm134_T3	Having trouble? Use your noodle!
EntranceGameName_gm135_T0	Will your numbers come up?
EntranceGameName_gm135_T3	Chances are, the odds are even!
EntranceGameName_gm135_MD	It's every player for themselves!
EntranceGameName_gm136_T0	This game is all about good vibes.
EntranceGameName_gm139_T0	Try not to be the last one standing!
TutorialReady_00	Ready!
TutorialPractice_00	Practice
SignalStart_00	Start
SignalFinish_00	Finish
SignalTimeUp_00	Time's Up!
SignalRound_00	{size[5a00]}Round{size[6400]} {[0100|00010000]}
SignalFinalRound_00	Final\r\nRound
SmartPhonePlayerEntry_03	Tap to join!
SmartphoneEntry_00	Waiting for players...
SmartphoneEntry_01	{[0100|00020000]} {size[4600]}remaining{size[6400]}
SmartphoneEntry_02	Ready!
Rank_00	{[0100|00020000]}
Rank_01	{[0100|00020000]}
Rank_02	{[0100|00030000]}
Rank_03	{[0100|00030000]}
RankOriginalNumber_00	{size[2d00]}{[0101|00cd]}{size[6400]}
RankOriginalNumber_01	{size[2d00]}{[0101|00cd]}{size[6400]}
RankOriginalNumber_02	{size[2d00]}{[0101|00cd]}{size[6400]}
RankOriginalNumber_03	{size[2d00]}{[0101|00cd]}{size[6400]}
RankCaption_00	{[0101|00cd]}
RankingGaugeScore_00	{[0100|00050000]}
RankingGaugeUnit_00	{[0102|03cd]}
RankingSmallerTeamSupport_00	+ extra pts\r\nequivalent to:
RankingSmallerTeamSupport_01	{[0100|00020000]}
