announce.msbt
AnnounceEmpty	お{r2[し]}知{/r2}らせは　まだありません
W4C1_38	アニキ！\nアイツは　{r2[せんしゅ]}船首{/r2}の{r2[かんぱん]}甲板{/r2}っす！
W4C1_60	アイツは　オレたちが\n{r2[たば]}束{/r2}になっても　かなわなかった\n{r2[て]}手{/r2}ごわいヤツっす！{[0004]}ここは　アニキに　たくします！\nオリビアさんのためにも\nたのんだっす！
W4C1_74	アニキー！\nアイツの{r2[め]}目{/r2}、\n{r2[じゃくてん]}弱点{/r2}のシールじゃないすか！？
W4C1_78	アニキー！\nアイツが　ぐったりしてるときに\n{r2[じゃくてん]}弱点{/r2}のシールを　たたくっす！
W4C1_69	アーニキー！
W4C1_25	さすが　アニキ！\n{r2[ぜったい]}絶対{/r2}にアイツを　{r2[たお]}倒{/r2}してくれるって\n{r2[しん]}信{/r2}じてたっすよ！
W4C1_54	セキュリティーボックスも\n{r2[ぶじ]}無事{/r2}っすね。\nそれじゃ　{r2[あんしょうばんごう]}暗証番号{/r2}をっと…
W4C1_70	ボムへいは、\n{r2[だいじ]}大事{/r2}なものの{r2[はこ]}箱{/r2}を　ゲットっす！{[0004]}これで　オリビアさんを\n{r2[たす]}助{/r2}けられますよ！
W4C1_28	マリオさん\nありがとうございました！\nプリンセスピーチ{r2[ごう]}号{/r2}の　{r2[せんちょう]}船長{/r2}です！{[0004]}ボスゲッソーの　{r2[からだ]}体{/r2}の{r2[なか]}中{/r2}は\n{r2[くら]}暗{/r2}くて　こわかったけど\n{r2[な]}泣{/r2}きませんでしたよ、えっへん。{[0004]}{r2[じょうせん]}乗船{/r2}していた　お{r2[きゃく]}客{/r2}さまには\n{r2[さき]}先{/r2}にボートで　{r2[に]}逃{/r2}げてもらいました。\nお{r2[きゃく]}客{/r2}さま{r2[だいいち]}第一{/r2}ですから！
W4C1_71	{r2[のりくみいん]}乗組員{/r2}も　お{r2[きゃく]}客{/r2}さんも\nみんな{r2[たす]}助{/r2}かって　よかった！\nこれも　アニキのおかげっすね！{[0004]}さあ　オレたちは\nかぜわたり{r2[だに]}谷{/r2}へ{r2[い]}行{/r2}って\nオリビアさんを　{r2[たす]}助{/r2}けましょう！
W4C1_31	{r2[ひなん]}避難{/r2}された　お{r2[きゃく]}客{/r2}さまも\nみなさん　{r2[ぶじ]}無事{/r2}だといいのですが。
W4C1_26	ありがとうございます
W4C1_33	マリオさーん！
W4C1_72	ボートで{r2[に]}逃{/r2}げてもらった　お{r2[きゃく]}客{/r2}さまを\n{r2[むか]}迎{/r2}えに{r2[い]}行{/r2}きたいのですが、\nキリのせいで　{r2[しゅっこう]}出航{/r2}できません。{[0004]}キリが{r2[は]}晴{/r2}れたら　こちらまで\n{r2[し]}知{/r2}らせに{r2[き]}来{/r2}ていただけませんか。\nよろしくお{r2[ねが]}願{/r2}いします。
W4C1_88	キリが　{r2[は]}晴{/r2}れたようですね！\nさすが　マリオさん！
W4C1_89	あとは　{r2[せんない]}船内{/r2}にある{r2[あな]}穴{/r2}が\nすべて{r2[しゅうふく]}修復{/r2}されれば　{r2[しゅっこう]}出航{/r2}できます。
W4C1_91	スカスカ{r2[あな]}穴{/r2}の{r2[しゅうふくりつ]}修復率{/r2}は\nメニューで　{r2[かくにん]}確認{/r2}できますよ。
W4C1_90	これで　{r2[おおうなばら]}大海原{/r2}に　ちりぢりになった\nお{r2[きゃく]}客{/r2}さまたちを　{r2[むか]}迎{/r2}えに{r2[い]}行{/r2}けます！{[0004]}マリオさんが　{r2[じぶん]}自分{/r2}の{r2[ふね]}船{/r2}に{r2[もど]}戻{/r2}られたら\nこの{r2[ふね]}船{/r2}も　すぐに{r2[しゅっこう]}出航{/r2}いたします。\nありがとうございました！
W4C1_92	これで　お{r2[きゃく]}客{/r2}さまたちを\n{r2[むか]}迎{/r2}えに{r2[い]}行{/r2}けます。\nよーし　{r2[しゅっこう]}出航{/r2}だー！
W4C1_GuestAreaFirst_After_05	{r2[なに]}何{/r2}か　おそろしいものを\n{r2[み]}見{/r2}て　{r2[きぜつ]}気絶{/r2}していました。{[0004]}でも　マリオさんが\n{r2[かいけつ]}解決{/r2}してくれたんですね。\nありがとうございます。
W4C1_GuestAreaFirst_After_01	{r2[ビップ]}ＶＩＰ{/r2}ルームは　エレベーターで\n２{r2[かい]}階{/r2}になりまーす。{[0004]}{r2[ひだり]}左{/r2}の{r2[おく]}奥{/r2}の　ラウンジでは\nおいしいドリンクも\nご{r2[ようい]}用意{/r2}しております。
W4C1_Lounge_After_01_7	さあ　お{r2[みせ]}店{/r2}を{r2[さいかい]}再開{/r2}させないと！
W4C1_Lounge_After_01_2	{r2[とうてん]}当店{/r2}じまんの\nドリンクは　いかがですか？\n{r2[いっぱい]}一杯{/r2}　５０コインになります。{[0104|12007900650073006e006f005f006200750079000100000000000000]}
W4C1_Lounge_After_01_5	また　{r2[き]}気{/r2}が{r2[む]}向{/r2}いたらどうぞ。
W4C1_Lounge_After_01_4	こちら　{r2[とうてん]}当店{/r2}の{r2[なまえ]}名前{/r2}にも\nなっている　{r2[ブルー]}Blue{/r2} {r2[シンフォニー]}Symphony{/r2}\nでございます。
W4C1_Lounge_After_01_6	すみません。\nコインが　{r2[た]}足{/r2}りないようです。
W4C1_StaffAreaFirst_After_02	{r2[しごとちゅう]}仕事中{/r2}、うっかり{r2[ね]}寝{/r2}てしまって\nおそろしい{r2[ゆめ]}夢{/r2}を{r2[み]}見{/r2}ました。\nいや～　{r2[ゆめ]}夢{/r2}でよかった。{[0004]}それにしても　{r2[かお]}顔{/r2}に\nふまれたような{r2[かんしょく]}感触{/r2}が\nあるんですけど、なんでだろ？
W4C1_StoreRoom_After_02	{size[4b00]}マリオさん　ありがとうございます。\nいきを　ひそめていたので\nこえが　ちっちゃくなってます。{size[6400]}
W4C1_GuestAreaSecond_After_02	うーん…　{r2[くろ]}黒{/r2}い{r2[えきたい]}液体{/r2}が～{[0004]}…あれ？
W4C1_GuestAreaSecond_After_01	{r2[へや]}部屋{/r2}の　{r2[くろ]}黒{/r2}い{r2[えきたい]}液体{/r2}が\nすっかり　キレイになりました。\nもう　どこも{r2[よご]}汚{/r2}れてません！
W4C1_EngineRoom_After_01_1	{r2[きんきゅうじたい]}緊急事態{/r2}が　{r2[はっせい]}発生{/r2}しましたが、\nもしかして　マリオさんが\n{r2[かいけつ]}解決{/r2}してくれたんですか？
W4C1_EngineRoom_After_01_2	{r2[わたし]}私{/r2}の{r2[だいじ]}大事{/r2}な　エンジンも{r2[ぶじ]}無事{/r2}で\nよかったです。{[0004]}エンジン{r2[しゅつりょく]}出力{/r2}１２０パーセント！{[0004]}…なんちゃって。\n{r2[あんぜん]}安全{/r2}に{r2[うご]}動{/r2}かしております！\nご{r2[しんぱい]}心配{/r2}なく。
W4C1_ShipDeck_After_01	ようこそ　プリンセスピーチ{r2[ごう]}号{/r2}へ！
W4C1_ShipDeck_After_23	あ、マリオさん！\n{r2[ひなん]}避難{/r2}されていた　お{r2[きゃく]}客{/r2}さまが\nみなさん　{r2[もど]}戻{/r2}られました！{[0004]}これも　マリオさんのおかげです！\n{r2[せんちょう]}船長{/r2}が　お{r2[れい]}礼{/r2}をしたいそうなので\n{r2[そうだしつ]}操舵室{/r2}に　{r2[よ]}寄{/r2}っていただけますか？
W4C1_ShipDeck_After_29	マリオさん、\n{r2[せんちょう]}船長{/r2}が　お{r2[れい]}礼{/r2}をしたいそうなので\n{r2[そうだしつ]}操舵室{/r2}に　{r2[よ]}寄{/r2}っていただけますか？
W4C1_ControlRoom_After_04	この{r2[ふね]}船{/r2}は、\n{r2[に]}逃{/r2}げたお{r2[きゃく]}客{/r2}さまを　お{r2[むか]}迎{/r2}えするため\n{r2[おおうなばら]}大海原{/r2}を　{r2[じゅんかい]}巡回{/r2}しております。{[0004]}{r2[おおうなばら]}大海原{/r2}の{r2[しまじま]}島々{/r2}で\nキノピオを　{r2[み]}見{/r2}かけたら、\nぜひ　{r2[たす]}助{/r2}けてあげてください。
W4C1_ControlRoom_After_05	マリオさん！\nボートで{r2[に]}逃{/r2}げた　お{r2[きゃく]}客{/r2}さまを\n{r2[ぜんいん]}全員{/r2}　お{r2[むか]}迎{/r2}えできました！{[0004]}これもすべて\nマリオさんのおかげです。\nお{r2[れい]}礼{/r2}として　こちらをどうぞ！
W4C1_ControlRoom_After_07	プリンセスピーチ{r2[ごう]}号{/r2}は　{r2[つうじょう]}通常{/r2}どおり\n{r2[ゆうらん]}遊覧{/r2}クルーズを　{r2[さいかい]}再開{/r2}します。{[0004]}このたびは　{r2[ほんとう]}本当{/r2}に\nいろいろと　お{r2[せわ]}世話{/r2}になり、\nありがとうございました！
W4C1_ControlRoom_After_01	{r2[あんぜん]}安全{/r2}、よ～し！\nおもてなし、よ～し！\nお{r2[きゃく]}客{/r2}さま、だいい～ち！
W4C1_ControlRoom_After_03	うちの{r2[せんちょう]}船長{/r2}　ほんとに\nピーチ{r2[ひめ]}姫{/r2}が　{r2[だいす]}大好{/r2}きだなあ。
W4C1_ControlRoom_After_02	{r2[わたし]}私{/r2}も　{r2[ふね]}船{/r2}の{r2[そうじゅう]}操縦{/r2}してみたいです。
W4C1_ControlRoom_After_06	{r2[わたし]}私{/r2}にも　すこしだけ\n{r2[ふね]}船{/r2}の{r2[そうじゅう]}操縦{/r2}　させてもらえないかな…
W4C1_ShipDeck_After_30	こちらは　お{r2[きゃく]}客{/r2}さまを\n{r2[むか]}迎{/r2}え{r2[い]}入{/r2}れる　{r2[じゅんび]}準備{/r2}をしています。
W4C1_ShipDeck_After_03	こちらは\nパーティー{r2[かいじょう]}会場{/r2}になります。
W4C1_ShipDeck_After_02_c	{r2[もど]}戻{/r2}ってくる　お{r2[きゃく]}客{/r2}さまの\nお{r2[しょくじ]}食事{/r2}を　{r2[じゅんび]}準備{/r2}しないと！\nお{r2[きゃく]}客{/r2}さま{r2[だいいち]}第一{/r2}ですから。
W4C1_ShipDeck_After_02_b	パーティーを　ごゆっくり\nお{r2[たの]}楽{/r2}しみください。
W4C1_ShipDeck_After_02	お{r2[きゃく]}客{/r2}さま！\nハダカは　こまります！\n{r2[ふく]}服{/r2}を　{r2[き]}着{/r2}てください！
W4C1_ShipDeck_After_09	わー！\n{r2[は]}恥{/r2}ずかしィーっ！
W4C1_ShipDeck_After_12	うわー\nすごい、おいしそうです！
W4C1_ShipDeck_After_10	もう　{r2[はら]}腹{/r2}ペコです。\n{r2[むじんとう]}無人島{/r2}は　コリゴリです。
W4C1_ShipDeck_After_11	みんな　そろってますよね？\nはやく　{r2[た]}食{/r2}べようよ！
W4C1_ShipDeck_After_13	みんなの　{r2[ぶじ]}無事{/r2}を{r2[いわ]}祝{/r2}って\nカンパイしよう！
W4C1_ShipDeck_After_05	{r2[あい]}愛{/r2}のある　おもてなしですよね。\nプリンセスピーチ{r2[ごう]}号{/r2}に\n{r2[の]}乗{/r2}って　よかったです！
W4C1_ShipDeck_After_06	ハート{r2[じま]}島{/r2}の\n{r2[たからばこ]}宝箱{/r2}の{r2[なか]}中{/r2}と　{r2[おな]}同{/r2}じくらい\nここのパーティーも　{r2[かいてき]}快適{/r2}ですね。
W4C1_ShipDeck_After_26	ミカヅキ…　じゃなくて\nマンゲツ{r2[じま]}島{/r2}から　{r2[もど]}戻{/r2}ってきました。
W4C1_ShipDeck_After_27	{r2[わたし]}私{/r2}は　サカナより\n{r2[にく]}肉{/r2}{r2[は]}派{/r2}なんですよね…
W4C1_ShipDeck_After_28	この{r2[りょうり]}料理{/r2}のサカナ\nおいしそうでしょ？\n{r2[わたし]}私{/r2}が　{r2[つ]}釣{/r2}ったんですよ。
W4C1_ShipDeck_After_07	やっと　キノコ{r2[じま]}島{/r2}から\n{r2[もど]}戻{/r2}ってくることができました。
W4C1_ShipDeck_After_08	マリオさんのおかげで\n{r2[なかま]}仲間{/r2}と{r2[ごうりゅう]}合流{/r2}できました。{[0004]}それにしても　{r2[むらさき]}紫{/r2}の{r2[ひと]}人{/r2}は{r2[だれ]}誰{/r2}だろ？
W4C1_ShipDeck_After_31	{r2[わたし]}私{/r2}も　お{r2[きゃく]}客{/r2}として\nおもてなし　されたいです…
W4C1_ShipDeck_After_22	{size[4b00]}こっそり　お{r2[きゃく]}客{/r2}さまに\nまぎれて　つまみ{r2[ぐ]}食{/r2}いしてます。\nバレてません、たぶん…{size[6400]}
W4C1_ShipDeck_After_14	クルージング　{r2[たの]}楽{/r2}しいな～
W4C1_ShipDeck_After_15	ボスゲッソーめ！　{r2[いか]}怒{/r2}り！
W4C1_ShipDeck_After_16	{r2[うみ]}海{/r2}を{r2[み]}見{/r2}てると　{r2[かな]}哀{/r2}しくなる…
W4C1_ShipDeck_After_17	{r2[ふね]}船{/r2}にもどれて　{r2[よろこ]}喜{/r2}びです！
W4C1_ShipDeck_After_32	{r2[わたし]}私{/r2}の{r2[お]}追{/r2}っかけてる\nあの４{r2[にんぐみ]}人組{/r2}　{r2[ぶじ]}無事{/r2}かな…
W4C1_ShipDeck_After_25	{r2[キド]}K'Ido{/r2}～{r2[アイ]}ai{/r2}～{r2[ラク]}Raku{/r2}　かわいー！\n{r2[キ]}喜{/r2}っちゃーん！\nこっち{r2[む]}向{/r2}いてー！
W4C1_ShipDeck_After_24	{r2[わたし]}私{/r2}も　{r2[パラダイス]}極楽{/r2}へ{r2[い]}行{/r2}ってみたいもんです。
W4C1_Lounge_After_05	そうなんです。{[0004]}ドクロ{r2[じま]}島{/r2}から　もどってきたんです。\nもう　そうなん　じゃありません。
W4C1_StoreRoom_After_01	いやー\n{r2[くろ]}黒{/r2}い{r2[えきたい]}液体{/r2}のそうじ　{r2[たいへん]}大変{/r2}でしたよ。
W4C1_EngineRoom_After_03	そこのロープ、\n{r2[き]}切{/r2}れていたので　{r2[あぶ]}危{/r2}ないから\n{r2[なお]}直{/r2}しましたよ。
W4C1_EngineRoom_After_02	こわれた{r2[かいだん]}階段{/r2}の{r2[しゅうり]}修理{/r2}も\n{r2[かんりょう]}完了{/r2}しました。
W4C1_VIPRoom_After_01	こちらは　{r2[ビップ]}ＶＩＰ{/r2}ルームです。\n{r2[ビップ]}ＶＩＰ{/r2}{r2[よう]}用{/r2}ですから　つねに\nキレイに　しておかないと！{[0004]}もちろん　マリオさんも\n{r2[ビップ]}ＶＩＰ{/r2}ですから\nご{r2[じゆう]}自由{/r2}に　お{r2[つか]}使{/r2}いください。
W4C1_GuidePlate_Title	{r2[せんないあんないばん]}船内案内板{/r2}
W4C1_GuidePlate_Deck0	{r2[せんそう]}船倉{/r2}
W4C1_GuidePlate_Deck1	{r2[だい]}第{/r2}１デッキ
W4C1_GuidePlate_Deck2	{r2[だい]}第{/r2}２デッキ
W4C1_GuidePlate_Deck3	{r2[おくじょう]}屋上{/r2}デッキ
W4C1_GuidePlate_1	{r2[きかんしつ]}機関室{/r2}
W4C1_GuidePlate_2	{r2[ビップ]}ＶＩＰ{/r2}ルーム
W4C1_GuidePlate_3	{r2[そうだしつ]}操舵室{/r2}
W4C1_GuidePlate_4	{r2[せんしゅ]}船首{/r2}
W4C1_GuidePlate_5	ラウンジ
W4C1_GuidePlate_6	ホール
W4C1_GuidePlate_7	エレベーター
W4C1_GuidePlate_Here	{r2[げんざいち]}現在地{/r2}
W4C2.msbt
W4C2_30	…{size[4b00]}マリオさん、\nわたしも　たぶん\nおなじこと　おもってるかも。{size[6400]}
W4C2_31	{size[4b00]}とっても　さむいですわよね\nここ…{size[6400]}{[0004]}{size[4b00]}どうして　こんなに\nさむいのかしら？{size[6400]}
W4C2_17	{size[4b00]}ピン。{size[6400]}{[0004]}{size[4b00]}さすがの　わたしにも\nこれは　ピンと　きましたわ。\nこれって　たぶん…{size[6400]}
W4C2_20	{r2[こおり]}氷{/r2}ガミさまが　いるのかも！{[0004]}そうと　わかれば\nいつまでも　さむがってても\nおサムい　だけですわ！{[0004]}ほら、\n{r2[こおり]}氷{/r2}ガミさまも　わらってるし！\nわたしたちも　がんばりましょ！
W4C2_22	すみませーん！\nずっしん　ずっしん\nしないでくださーい！
W4C2_1	わあ～\n{r2[こおり]}氷{/r2}ガミさまの　お{r2[かお]}顔{/r2}が\nどアップですわ！{[0004]}{r2[は]}歯{/r2}が　とっても　じょうぶそう！\nどんなに　たたいても\nかんたんには　{r2[お]}折{/r2}れなそうですわね。
W4C2_15	あら、\nこれって…{[0004]}ちがうか～\n{r2[まほうじん]}魔法陣{/r2}が　こんな　はんぶんこに\nなってるはず　ないですわよね。
W4C2_27	ああっ\n{r2[まほうじん]}魔法陣{/r2}が　ありますわ！\nいつのまに　できたのかしら！？
W4C2_18	この　トゲトゲ\nジャンプじゃ　こえられなさそう。
W4C2_26	あー　おどろいた！\n{r2[やま]}山{/r2}ごえの　{r2[だい]}大{/r2}ジャンプでしたわ！{[0004]}さーて\n{r2[やま]}山{/r2}のはんたいがわまで　{r2[と]}飛{/r2}んじゃった\nみたいですけど　ここはどこ？
W4C2_3	やっぱり　{r2[こおり]}氷{/r2}ガミさまも\nオリガミに　されちゃってます！？{[0004]}{r2[こおり]}氷{/r2}をつかうなら…\nすごく　おつよいかもですわ！\nマリオさん　{r2[き]}気{/r2}をつけて！
W4C2_4	{r2[こおり]}氷{/r2}ガミさまの　しょ！\nですわ～！
W4C2_7	はい\nそれじゃ　さっそく…{[0004]}ふむふむ…\nそうか～　ここを　こう{r2[お]}折{/r2}って\nこっちと　つなげるのね、なるへそ～{[0004]}はい、はい、はい\nと！
W4C2_8	{r2[こおり]}氷{/r2}ガミさまの　{r2[お]}折{/r2}りかた\nわかっちゃったかも！
W4C2_14	さっそく　わたし、\n{r2[こおり]}氷{/r2}ガミさまの　ちからを\nつかってみたいです！
W4C2_23	さ、さむい…{[0004]}{r2[こおり]}氷{/r2}ガミさまの　すがたでも\nやっぱり　{r2[こおり]}氷{/r2}の{r2[うえ]}上{/r2}は　さむいですわ…
W4C2_24	…って　そんなこと{r2[い]}言{/r2}ってたら\n{r2[こおり]}氷{/r2}のちからも\nつかいこなせないですわ！{[0004]}さむさ　こらえて\nクールに　やってみます！
W4C2_9	お{r2[みず]}水{/r2}が　カッチコッチに\nこおっちゃいました！\nちょークールです～
W4C2_32	さーて、\nあとは　{r2[かえ]}帰{/r2}るだけですわ。{[0004]}お{r2[みず]}水{/r2}も　カッチコチだから\nこれできっと　{r2[かえ]}帰{/r2}れますわよね？\nそんな　よかんがします。
W4C2_10	マリオさん　あぶない！\nわたしに　つかまって！
W4C2_11	{r2[こおり]}氷{/r2}ガミさまも　わらってる！\nわたしたちの　ポーズ\nそんなに　よかったかしら？
W4C3.msbt
W4C3_1	{r2[しゅっこう]}出航{/r2}しますかー？{[0104|0a007900650073006e006f000100000000000000]}
W4C3_7	すごーい！\n{r2[たか]}高{/r2}ーい！\n{r2[くび]}首{/r2}いたーい！{[0004]}はてしなく　{r2[たか]}高{/r2}くて\nお{r2[そら]}空{/r2}に　ささってるみたい！{[0004]}{r2[むらさき]}紫{/r2}テープも\nいっしょに　{r2[うえ]}上{/r2}まで\nつづいてるみたい？
W4C3_6	わたし　{r2[たか]}高{/r2}いところに\nのぼるの　だいすき！{[0004]}オリガミと　ケムリは\n{r2[たか]}高{/r2}いところが　{r2[す]}好{/r2}きって\nいいますものね！
W4C3_14	…でも\nどうやって　のぼったらいいの？
W4C3_8	まんまるの{r2[あな]}穴{/r2}が　３つ。\nなんでしょう？　これ。
W4C3_11	それ、かたちも　{r2[おお]}大{/r2}きさも\nちがうっぽいです。
W4C3_15	ここ　{r2[い]}入{/r2}り{r2[ぐち]}口{/r2}だったのね～\nぜんぜん　{r2[き]}気{/r2}づきませんでした！{[0004]}{r2[なか]}中{/r2}に{r2[はい]}入{/r2}れば\n{r2[うえ]}上{/r2}に　のぼれるかもしれません。\nさっそく　{r2[はい]}入{/r2}ってみます？
W4C3_4	わあー！\n{r2[みず]}水{/r2}と　{r2[ひ]}火{/r2}と　{r2[こおり]}氷{/r2}に　{r2[つち]}土{/r2}も…\nカミさまが　せいぞろいですわ！{[0004]}みなさん　おげんきでしたー？\nあ、これは　つくりものかー
W4C3_20	えっ？\n{r2[つち]}土{/r2}ガミさまの　お{r2[かお]}顔{/r2}が\nはんぶんこで　ふたつ？{[0004]}…じゃない！\nお{r2[かお]}顔{/r2}が　まっぷたつに\n{r2[わ]}割{/r2}れちゃってるの！？
W4C3_21	{r2[うえ]}上{/r2}では　{r2[みず]}水{/r2}ガミさまが\n{r2[かため]}片目{/r2}で　ウインクしてるし…\nこれって　どういうこと！？
W4C3_17	しょんぼりしてます。\nなにか　あげます？{[0104|0e004b00650079004900740065006d00ffffffff00000000]}
W4C3_31	なにか　たべてるの？\nそんなに　おいしいのかしら。
W4C3_18	それは　ほしくなさそう。
W4C3_19	わーい！\n{r2[わ]}割{/r2}れたお{r2[かお]}顔{/r2}が　{r2[あ]}合{/r2}わさりました！\n{r2[つち]}土{/r2}ガミさまも　うれしそう！
W4C3_35	うそ！？\nキノピオさんが　はりつけの{r2[けい]}刑{/r2}に！？{[0004]}でも　なんにも\n{r2[みあ]}見当{/r2}たらないですわ。\nどうやって　はりついてるの！？
W4C3_48	あっ\nよく{r2[み]}見{/r2}たら　すきとおった　テープで\nはりつけられてるみたい？{[0004]}キノピオ{[0101]}さんの　はずかしいすがたが\nまる{r2[み]}見{/r2}えですわ！\nこれは…　かなり　はずかしいかも！
W4C3_49	あんまり{r2[み]}見{/r2}ないで！
W4C3_36	{r2[こおり]}氷{/r2}ガミさまと　{r2[ひ]}火{/r2}ガミさまが\nにらめっこ　してます！{[0004]}どっちが　{r2[か]}勝{/r2}つのかしら？\n{r2[は]}歯{/r2}が　じょうぶそうだから\n{r2[こおり]}氷{/r2}ガミさまかな～
W4C3_40	ありゃ～　{r2[こおり]}氷{/r2}ガミさま\nまったく　{r2[は]}歯{/r2}が　たちませんでしたわ！\n{r2[ひ]}火{/r2}ガミさまの　{r2[か]}勝{/r2}ち～！
W4C3_56	おー\nてっぺんに　{r2[つ]}着{/r2}いたかもー！\nこりゃ　やっぱり　{r2[たか]}高{/r2}いですわ～！
W4C3_27	あー　あった！\n{r2[むらさき]}紫{/r2}テープ　{r2[はっけん]}発見{/r2}！
W4C3_28	んー\nでも　どうやったら　{r2[と]}取{/r2}れます？
W4C3_16	{[0200]}{size[7800]}オゥ　オゥ　オゥ！{size[6400]}\x0f\x02\0
W4C3_5	そこの　ニーちゃん、\nおまえが　マリオってか！？{[0004]}オリガミの　カワイコちゃんは、\nおとなしく　オリーさまのところに\n{r2[かえ]}帰{/r2}って　ネンネしな。{[0004]}{r2[むらさき]}紫{/r2}のテープを　ヤル{r2[き]}気{/r2}か！？\nオレっちも　テープだぜ！\n{r2[ねんちゃく]}粘着{/r2}するぞ　コラァ！
W4C3_59	これまた　なんだか\nさわがしい{r2[ひと]}人{/r2}が　{r2[で]}出{/r2}てきましたわ。{[0004]}キノピオさんたちを　はりつけたのも\nあなたですわね！？\nどうりで　ベタベタ　なれなれしいわ！
W4C3_62	ハァ～～！？\n{r2[じょうとう]}上等{/r2}だァ！\nやってやるぜ　{r2[かくご]}覚悟{/r2}しな！
W4C3_45	アアア～～！\nイてぇ！　イてぇよォ～！{[0004]}{r2[たす]}助{/r2}けてくれ～\nもう　{r2[ねんちゃく]}粘着{/r2}しねえよ～\nつうか　できねえよォ～{[0004]}オリーさまァ～\nなんとかしてくれよォ～\nアッ　オレっち　もしかして…
W4C3_50	よ～し　マリオさん、\nカミテープも　やっちゃいましょ！
W3C4_65	マリオさん！\n{r2[むらさき]}紫{/r2}テープを\nヤッちゃいましょうよォ！
W4C3_38	さあて\nこれで　のこりの　カミテープは\nあと１{r2[ぽん]}本{/r2}の　はずですけど…
W4C3_58	さいごの　カミテープは\nいったい　どこに　あるのかしら？\n{r2[そうぞう]}想像{/r2}も　つきませんわね…
W4C3_63	そもそも　さいごのテープは\nなに{r2[いろ]}色{/r2}だったかしら？\n{r2[あか]}赤{/r2}も{r2[と]}取{/r2}ったし　{r2[あお]}青{/r2}も{r2[と]}取{/r2}ったし…
W4C3_39	えっ！？\n{r2[みどり]}緑{/r2}のカミテープ！
W4C3_42	わあ～\n{r2[うえ]}上{/r2}へ…　{r2[うえ]}上{/r2}へ…\n{r2[くも]}雲{/r2}の{r2[なか]}中{/r2}まで　のびてますわ～！
W4C3_43	…うーん　でも\nあれを　どうやって\n{r2[お]}追{/r2}っていけば　いいのかしら？
W4C3_44	わたし　あんなに{r2[たか]}高{/r2}く　{r2[う]}浮{/r2}けないし、\nマリオさんの　ジャンプでも\nぜったいに　むりそう…
W4C3_64	うーん…\nどこかに　ヒントでも{r2[か]}書{/r2}かれて\nないのかしら…
W4C3_57	{color[e67928ff]}{[0200]}カミの{r2[ひかり]}光{/r2}が　ひとつに{r2[あつ]}集{/r2}まり\x0f\x02\0\n{[0200]}{r2[ごくらく]}極楽{/r2}へと{r2[みちび]}導{/r2}く\x0f\x02\0{color[404040ff]}
W4C3_46	{r2[ひかり]}光{/r2}です！\n{r2[ひかり]}光{/r2}が　シュビーンと　{r2[くも]}雲{/r2}の{r2[うえ]}上{/r2}まで！
W4C3_47	あの{r2[ひかり]}光{/r2}…\nあの{r2[ひかり]}光{/r2}が　わたしたちを\n{r2[よ]}呼{/r2}んでいる…{[0004]}…の？
W4C3_32	{r2[した]}下{/r2}に{r2[お]}降{/r2}りますか？{[0104|0a007900650073006e006f000100000000000000]}
W4G1.msbt
W4G1_40	うっわー！\nおーうなばら　ひろーい！\nちょー　でかーーーい！{[0004]}かぜも　きもちいーい！\nちょっと　においが\nしょっぱいけどー！
W4G1_72	はてしなく　おっきくて\nなんだか　ロマンを　かんじますわ！\nすごいです！
W4G1_43	{r2[むらさき]}紫{/r2}のカミテープですわ！\nやっぱり　おーうなばらにも\nあるんですわね！
W4G1_69	うわー　これ、\nどこまでつづいてるの？{[0004]}おーうなばらは　{r2[ひろ]}広{/r2}いから\n{r2[みうしな]}見失{/r2}わないように\nしっかり　おいかけなくちゃ！
W4G1_127	あれ、\n{r2[むらさき]}紫{/r2}のテープっす。{[0004]}ここにも　やっぱり\nカミテープが　あったんすね。
W4G1_139	さて　アニキ。\n{r2[おおうなばら]}大海原{/r2}まで　つきあってもらって\nありがとうっす。{[0004]}じつは、\nオリビアさんを　{r2[たす]}助{/r2}けるためには\nある{r2[だいじ]}大事{/r2}なものが　{r2[ひつよう]}必要{/r2}なんです。{[0004]}それが、この{r2[おおうなばら]}大海原{/r2}の\nプリンセスピーチ{r2[ごう]}号{/r2}っていう\n{r2[ふね]}船{/r2}の{r2[なか]}中{/r2}に　あるはずです。{[0004]}アレさえあれば　きっと\nオリビアさんを　{r2[たす]}助{/r2}けられます。\nさあ　{r2[い]}行{/r2}くっす！
W4G1_150	で　{r2[すす]}進{/r2}みましょう！{[0100|c4090000]}
W4G1_151	{r2[お]}押{/r2}しっぱなしで　{r2[かそく]}加速{/r2}します！{[0100|c4090000]}
W4G1_135	でいつでも　タウンに{r2[もど]}戻{/r2}れます！{[0100|c4090000]}
W4G1_142	このまま　まっすぐ{r2[すす]}進{/r2}むと\nデカい{r2[ふね]}船{/r2}が　あるはずです。\nそれが　プリンセスピーチ{r2[ごう]}号{/r2}っす！
W4G1_367	{[0301|cdcc4c3e]}で　{r2[かいず]}海図{/r2}を{r2[ひら]}開{/r2}いてみろ\x0f\x03\x01
