announce.msbt
AnnounceEmpty	No notifications yet.
W5G1_253	You're so brave, Mario! You just\njumped right in with no regard\nfor your own crispness!
W5G1_254	And it seems like you're...fine.\nMaybe even better than fine.\x0e\0\x04\0But what will happen to me?\nWill I get soggy?\x0e\0\x04\0My heart's pounding, but I guess\nthere's only one way to find out...
W5G1_229	\x0e\x01\x03\x04\x02\0\0\0\x0e\x03\x01\x04\x9a\x99\x99>Ohhhhh...\x0f\x03\x01\x0e\0\x04\0\x0e\x03\x01\x04\x9a\x99\x99>Yeah, I get it now.\x0f\x03\x01\x0e\0\x04\0\x0e\x03\x01\x04\x9a\x99\x99>Just gonna...bliss out for\na while... Don't mind me.\x0f\x03\x01
W5G1_230	It feels SO good...\x0e\0\x04\0So this is what they meant by\nrefreshing and renewing your\nmind and body.\x0e\0\x04\0Bad news, Mario. I only care about\nhot springs now. Ahhh...
W5G1_291	Oh! Don't forget the stamp, Mario!
W5G1_80	\x0e\x02\0\0{s[150]}Spring of Purification{s[100]}\x0f\x02\0\n\x0e\x02\0\0{c[cf2c12]}Effective against Rips and Tears{c[404040]}\x0f\x02\0
W5G1_138	How's the temp? I don't wanna\ncook in my own shell...
W5G1_137	Why...you're one of Bowser's\nminions, aren't you? It's awfully\nnice of him to let you take a spa\nvacation like this!
W5G1_200	Whoa...this view is incredible!\nWe're actually floating in the\nclouds, Mario!\x0e\0\x04\0It's so nice I could almost forget\nabout the green streamer.\x0e\0\x04\0Oh, darn...I just remembered it.\nAnd now it's...hmm?
W5G1_227	What is that horrible scary face\ndoing here?\x0e\0\x04\0Do you think it's part of the spa?\nIt's not renewing my mind OR body!
W5G1_201	Maybe we should ask someone.\nLike this groundskeeper!\x0e\0\x04\0Excuse us, groundskeeper!\nCan you help us?
W5G1_23	Mario?! What are you doing here?
W5G1_21	Sometimes I forget you're a\ncelebrity. Or...do you actually\nknow this groundskeeper?
W5G1_140	Groundskeeper? I'll have you know...\nAh, it's not important.\x0e\0\x04\0As Lord Bowser's number one, I\nhave faced off against this\nmeddling mustachioed marauder\nmore times than I can count!
W5G1_347	You may have heard of me.\nI am known as Kamek!
W5G1_182	Oh! Pleased to meet you. My name's\nOlivia, and Mario and I are both\ntraveling around a bit and trying\nto stop my brother's evil plan.\x0e\0\x04\0I'm sorry that I haven't heard of\nyou, Mr. Kamek. But it's very\nimpressive that you're Bowser's \nnumber-one groundskeeper!
W5G1_183	No, that's not... I'm not...\nLook, the work I do for Bowser...\x0e\0\x04\0*sigh* Thank you.\x0e\0\x04\0As Lord Bowser's number one...\ngroundskeeper...I have some\nimportant information for you.
W5G1_94	After escaping in the clown car,\nLord Bowser returned to his castle,\nwhere I awaited his command.
W5G1_96	But just as he arrived, we were\noverwhelmed by Folded Soldiers.\nBowser was captured. Again.
W5G1_97	Having heroically secreted myself\nduring the attack, I was ready to\nengage our emergency protocol.
W5G1_98	But the button I pressed shut off\nthe airship's engines instead.\nIt wasn't my fault!
W5G1_99	With the engines off, Bowser's\nCastle plunged straight into\nthe Shangri-Spa campus.
W5G1_101	Yeah! Right into our banquet hall!
W5G1_105	One must make a reservation to\ndrop a castle on our banquet hall.\nDo you have any idea how far out\nwe're booked?!
W5G1_109	I have no choice but to charge a\nlate fee, an early fee, an on-time\nfee, a cancellation fee, and an\nappearance fee!
W5G1_107	How will you be paying today, blue-\nrobed wizard? Coins, credit, or the\nblood, sweat, and tears of Bowser's\nmany minions?\x0e\0\x04\0...Excuse me? Robed wizard? Hey!\nI know you can hear me over there.\x0e\0\x04\0Ugh. Never mind. Your fellow minions\nare already hard at work, so I'll just\ntack on an additional silence fee\nand leave you to it. Good luck.
W5G1_26	...Well, you heard the Toad.\nThis is the state of Lord Bowser's\nminions, castle, and life.
W5G1_22	Ah, so that scary-looking face is\njust a part of Bowser's Castle.\x0e\0\x04\0And we need to go...inside the\nface to reach the green streamer.
W5G1_24	You intend to enter Bowser's Castle?\nVery well, perhaps I can be of some\nassistance.\x0e\0\x04\0Follow me. Quickly now!
W5G1_27	This way, Mario! There's no time\nfor side quests!
W5G1_215	You're not gonna follow him to\nBowser's Castle? He's a top\ngroundskeeper!
W5G1_86	\x0e\x02\0\0{s[150]}Foot Spa Fountain{s[100]}\x0f\x02\0\n\x0e\x02\0\0{c[0677eb]}"A free amenity for paying guests."{c[404040]}\x0f\x02\0
W5G1_64	Here we are. Go right in, Mario.\nEheeheehee!
W5G1_158	What are you worried about?\nIt's a perfectly standard mouth-\ndoor!
W5G1_29	Well, that confirms it. There really\nis a lightning beast guarding the\nfront door. I'm relieved it wasn't\njust my imagination.
W5G1_30	I suppose we don't have much\nchance against it from down here.\x0e\0\x04\0And those Folded Soldiers\nconfiscated my flying broomstick.
W5G1_32	How will we get up there?\nTHINK, Kamek...
W5G1_33	\x0e\x02\0\0{s[150]}Daaad!{s[100]}\x0f\x02\0
W5G1_255	Oh! It's the Young Master,\nBowser Jr.!\x0e\0\x04\0I've never been so happy to see\nLord Bowser's devilish spawn come\nflying recklessly out of nowhere in\nhis clown car.\x0e\0\x04\0Because we might be able to use\nthat very clown car to reach the\ncloud, you see?
W5G1_34	\x0e\x02\0\0{s[150]}NOOOOO!{s[100]}\x0f\x02\0
W5G1_37	Young Master! Your body! Your\nclown car!
W5G1_38	Oh, I can't understand what he's\ntrying to say. Young Master, if it's\nabout your current state, I assure\nyou that we are aware of it!\x0e\0\x04\0Unfortunately neither he nor his\nclown car are in a condition to\nhelp us anymore...
W5G1_233	Excuse me, Kamek! I know it seems\noff topic, but have you been into\nany of the hot springs yet?\x0e\0\x04\0They're pretty rejuvenating! Maybe\na soak would even help the Young\nMaster here...
W5G1_234	By Jove, you're right!\x0e\0\x04\0Those obsequious Toads in the lobby\nhanded me a pamphlet about the\nrestorative powers of the Spring of\nPurification. It's near the entrance!
W5G1_142	Quickly! Let's get Young Master's\nshredded body into the Spring of\nPurification before the damage\nis irreversible!\x0e\0\x04\0If my calculations are correct, he\nwill be flying and wreaking havoc\nagain in no time.
W5G1_39	What are you doing? We must hurry\nto the Spring of Purification!
W5G1_240	No! Don't tell me someone else\nhas reserved the spring!
W5G1_241	Excuse me! Would you mind terribly\nif we hopped in with our shredded\nfriend here?\x0e\0\x04\0Or...are you guys also shredded\nand trying to heal?
W5G1_112	\x0e\x03\x02\0\x0e\x02\0\0{s[150]}WE'RE SHREDDED{s[100]}\x0f\x02\0\x0f\x03\x02\n\x0e\x03\x02\0\x0e\x02\0\0{s[150]}ALL RIGHT!{s[100]}\x0f\x02\0\x0f\x03\x02
W5G1_242	Oh! Ripped and shredded!\nAnd so very angry!
W5G1_238	Now, now, Young Master.\nBe sure to soak your entire body.
W5G1_231	Well? Is it working?
W5G1_374	Aha! He's whole again! Perhaps\nI should rescind my one-star online\nreview of Shangri-Spa...
W5G1_195	It wasn't me! I didn't crash\nthe castle this time!\x0e\0\x04\0I just came here to help Dad, but\nthe next thing I knew I was all cut\nup into pieces.
W5G1_197	And what's he doing here? Are we\nabout to fight? Because I'm always\nready. Let's go!
W5G1_342	♪Her name was Oliviaaaa...\nShe lived in Shangri-Spaaaa...\x0e\0\x04\0♪Just an origami girl with an origami\nheart...soaking and dreaming of the\nstreamers keeping us apaaart!♪
W5G1_198	Wait, Young Master. We have more\nimportant things to do than battle\nMario for the millionth time.\x0e\0\x04\0If you want to help your dad, you\ncould help us enter his castle! We\nrequire the use of your clown car.
W5G1_343	Do we get to fight someone?\x0e\0\x04\0I haven't fought anyone in over\nan hour! Let's hurry up and do this!
W5G1_344	Aw, man! This dumb thing's busted.
W5G1_345	Hmm... So even though you're \nback in one piece, you're still\ntoo creased to fly...\x0e\0\x04\0You're also wrinkled and filthy!\nI hate to think what Lord Bowser\nwould say if he saw you in such\na state.\x0e\0\x04\0Indeed, it seems flying is still out of\nthe question. Blast!
W5G1_204	Guys...the wrinkles...and the dirt...\nand the creases...\x0e\0\x04\0Just soak it all away in the\nhot springs, okaaaay?\x0e\0\x04\0Then we can get all of the\nstamps and the free priiiiize...
W5G1_206	Hmm...that gives me an idea.\nThere are more of these springs\naround Shangri-Spa, right? And each\nhas unique rejuvenative properties?\x0e\0\x04\0The answer is clear—we must visit\nthem all! Young Master...roll yourself\nand get on my back.
W5G1_346	Come, you two. We must find hot\nsprings to address Young Master's\nwrinkles, creases, and filth. There\nwill be more soaking, I promise!
W5G1_67	\x0e\x02\0\0{s[150]}Spring of Bliss{s[100]}\x0f\x02\0\n\x0e\x02\0\0{c[cf2c12]}Effective against Folds and Creases{c[404040]}\x0f\x02\0
W5G1_121	Here I go! Clown car baaall!
W5G1_120	Young Master? Is it working?
W5G1_122	Check me out! Flat as the day\nI was born. I'm back, baby!
W5G1_153	That is a big improvement! I was\nskeptical, \x0e\x01\x01\0but this hot spring really\ndoes a number on folds.
W5G1_220	Kaa! Mario, look at Olivia!\x0e\0\x04\0We need to get her out of\nthis hot spring immediately!
W5G1_221	Her folds are starting to disappear!\nShe'll be regular paper in no time if\nwe fail to take action!
W5G1_222	I have some experience folding\nLord Bowser's laundry. Let me\nsee what I can do...
W5G1_226	Yeah! She's looking more like one\nof Dad's shirts already!
W5G1_223	Is this right? I can't remember\nexactly what she looked like\nbefore...
W5G1_275	\x0e\x03\x02\0Ughhh\x0f\x03\x02...\x0e\0\x04\0\x0e\x03\x02\0Thank you, Kamek\x0f\x03\x02...
W5G1_224	Whew!\x0e\0\x04\0I guess I was getting a little bit\nTOO relaxed. I was completely\nunfolded!
W5G1_232	Oh, but now that I've been freshly\ncreased, I feel terrific! I'm back on\nthe hot-spring bandwagon!
W5G1_235	Dear Kamek, thank you so much\nfor helping refold me.
W5G1_236	Yes, yes...don't make a big deal\nout of it. I'm not used to receiving\npraise for a job well done...
W5G1_71	\x0e\x02\0\0{s[150]}The Spring of Sanctuary{s[100]}\x0f\x02\0\n\x0e\x02\0\0{c[cf2c12]}Effective against Crumples and Wrinkles{c[404040]}\x0f\x02\0
W5G1_42	\x0e\x03\x02\0ALL FULL HERE. SCRAM.\x0f\x03\x02
W5G1_43	Hmm...it doesn't look THAT full.\nEspecially for a few pieces of flat\npaper and one origami.\x0e\0\x04\0Why don't you try to find a little\nroom in the corner, Mario?
W5G1_116	Here goes nothing! I'm tired of\nlooking like a wrinkly old grandpa!
W5G1_115	Well? Is it working, Young Master?
W5G1_117	Bam! I'm flat, fine, and ready to\ntoe the line!
W5G1_375	Quite impressive! You're as flat\nand sturdy as card stock.
W5G1_369	Mmm...I'm soggy and wrinkled\nand I couldn't care less...
W5G1_188	Now then, we still need to\naddress Young Master's\n\x0e\x03\0\x04\0\0\0\0 and \x0e\x03\0\x04\x01\0\0\0.\x0e\0\x04\0I don't want to take our chances\nwith that cloud until he's back\nto full strength.
W5G1_189	Now then, we only need to\naddress Young Master's\n\x0e\x03\0\x04\0\0\0\0.\x0e\0\x04\0At the risk of sounding foolish, I must\nask for your patience, Young Master.\nYou're almost restored!
W5G1_373	Don't forget the stamp!
W5G1_390	C'mon, let's go! Let's get these\nbaths over with so I can fight\nsomeone already!
W5G1_391	I'm tired of all of these baths!\nDad has NEVER taken a bath,\nand he's doing just fine.\x0e\0\x04\0Gah! Just hurry up and get me\nto the next one so I can get\nback to the action!
W5G1_190	folds
W5G1_191	creases
W5G1_192	smudges
W5G1_384	Now I'm all good, right?
W5G1_370	Um...not quite. You're still as\nwhite as a sheet.\x0e\0\x04\0...Oh, I forgot that your sheets are\nblack and have Bowser's face\nprinted on them...\x0e\0\x04\0The point is, we're not quite\nthere yet with your recovery,\nYoung Master.
W5G1_371	Well, since we went to all of the hot\nsprings...isn't there supposed to be\na prize for that?\x0e\0\x04\0Other than radiant skin and a total\nZen-like calm in your soul? Let's get\nthat last stamp and find out!
W5G1_372	Well, since we've been to all of the\nhot springs now...\x0e\0\x04\0Should we get that last stamp\nand go see what the prize is?
W5G1_388	Yeah! They definitely owe me\na prize for having to take all\nof these baths.
W5G1_389	*sigh* I suppose you're right.\x0e\0\x04\0I don't know what the prize will be,\nand I can't imagine it will be useful...\x0e\0\x04\0But I suppose it wouldn't hurt to\ngo claim it at the front desk. I can\nalso lodge a formal complaint while\nwe're there...
W5G1_376	This is the stamp booth for our\nsuccessive-soaker campaign.\x0e\0\x04\0Collect one from each of our hot\nsprings and you'll get a prize.
W5G1_381	That's the stamp booth for our\nsuccessive-soaker campaign.\x0e\0\x04\0Collect one from each of our hot\nsprings and you'll get a prize.
W5G1_377	Thanks for using the hot spring.\nDon't forget to stamp your card!
W5G1_378	Sir! Don't forget your stamp!
W5G1_379	Sorry, you can't double-stamp.\nYou've already got this one.
W5G1_380	Hey, you got the last stamp!\nCongratulations! Just head to\nthe front desk to claim your prize.
W5G1_394	Thanks for your patronage!
W5G1_157	{c[2e7611]}\x0e\x02\0\0Refreshingly Natural\x0f\x02\0\n\x0e\x02\0\0 {s[150]}Spring of Jungle Mist {s[100]}\x0f\x02\0\n\x0e\x02\0\0{c[cf2c12]}↑Straight Ahead↑{c[2e7611]}\x0f\x02\0{c[404040]}
W5G1_252	{c[2e7611]}\x0e\x02\0\0You're still on your way to the...\x0f\x02\0\n\x0e\x02\0\0 {s[150]}Spring of Jungle Mist {s[100]}\x0f\x02\0\n\x0e\x02\0\0{c[cf2c12]}↑Continue Ahead↑{c[2e7611]}\x0f\x02\0{c[404040]}
W5G1_349	\n\x0e\x02\0\0{s[150]}{c[2e7611]}Spring of Jungle Mist{c[404040]}{s[100]}\x0f\x02\0\n\x0e\x02\x02\0{c[cf2c12]}Official Path{c[404040]}\x0f\x02\x02
W5G1_251	The Spring of Jungle Mist is one of\nour most...secluded hot springs.\x0e\0\x04\0Good luck! And enjoy your soak.
W5G1_81	One moment, sir. I need to take\na look at your VIP pass.\x0e\x01\x04\x18\x0e\0K\0e\0y\0I\0t\0e\0m\0\x01\0\0\0\0\0\0\0
W5G1_168	That is not a VIP pass, sir!
W5G1_82	VIP status confirmed! Go right in.
W5G1_261	There! Do you see? The Folded\nSoldier atop that cloud. We must\ntake them out!
W5G1_262	I got it, I got it. Get in, guys!
W5G1_274	All right, Mario. I trust you can\nhandle this.\x0e\0\x04\0If you need me, I'll be quivering\noff to the side somewhere...
W5G1_66	Well done, Mario! We've finally\ndispensed with those shockingly\npesky foes.
W5G1_69	Yeah! Now there's nothing stopping\nus from getting in there and\nreleasing the green streamer!
W5G1_400	Hey! Don't forget about saving\nmy dad!
W5G1_70	Hold on...I have an idea.\nJust one moment, if you please.
W5G1_51	\x0e\x01\x03\x04\x02\0\0\0\x0e\x02\0\0*ahem* Attention, fellow minions\nof Lord Bowser!\x0f\x02\0
W5G1_52	\x0e\x01\x03\x04\x02\0\0\0The Folded Soldiers guarding the\nentrance to Bowser's Castle are\nno more!\x0e\0\x04\0\x0e\x01\x03\x04\x02\0\0\0Now is the time for us to rise up!
W5G1_55	\x0e\x01\x03\x04\x02\0\0\0Make for the castle and stand\nwith Mario!\x0e\0\x04\0\x0e\x01\x03\x04\x02\0\0\0Together, we shall free Lord Bowser\nand return honor to our names!\x0e\0\x04\0\x0e\x01\x03\x04\x02\0\0\0FOR BOWSERRRRRR!
W5G1_216	Well, that was invigorating!\nPerhaps I should ask Lord Bowser\nabout occasionally leading our\nmorning minion cheer...
W5G1_280	There's no time for that! We've got\nto save Dad NOW!\x0e\0\x04\0I'm going in—just try and stop me!
W5G1_281	...As you wish, Young Master.\x0e\0\x04\0At the end of the day I am but a\nhumble servant who is overlooked\nbut always correct... *sigh*
W5G1_401	Hurry! To the Spring of Purification!
W5G1_402	This is embarrassing.\x0e\x01\0\x04\xc4\t\0\0
W5G1_417	Oh please. I carried you like this as a baby.\x0e\x01\0\x04\xc4\t\0\0
W5G1_403	I feel like I'm taller!\x0e\x01\0\x04\xc4\t\0\0
W5G1_418	Yes. You're a big boy, Young Master...\x0e\x01\0\x04\xc4\t\0\0
W5G1_404	Do I look younger without those wrinkles?\x0e\x01\0\x04\xc4\t\0\0
W5G1_419	Younger?! You're a child!\x0e\x01\0\x04\xc4\t\0\0
W5G1_405	My custom paint job is ruined...\x0e\x01\0\x04\xc4\t\0\0
W5G1_420	Maybe this will teach you!\x0e\x01\0\x04\xc4\t\0\0
W5G1_406	Ugh! Is this what being old and wrinkly is like?\x0e\x01\0\x04\xc4\t\0\0
W5G1_421	...Pretty much, yes.\x0e\x01\0\x04\xc4\t\0\0
W5G1_407	Being folded huuuuurts!\x0e\x01\0\x04\xc4\t\0\0
W5G1_422	Would Lord Bowser carry on like this?\x0e\x01\0\x04\xc4\t\0\0
W5G1_408	This is so gross. I hate being dirty!\x0e\x01\0\x04\xc4\t\0\0
W5G1_423	Patience, Young Master!\x0e\x01\0\x04\xc4\t\0\0
W5G1_414	Man, Dad's castle is the best.\x0e\x01\0\x04\xc4\t\0\0
W5G1_424	The flight controls could use clearer labels...\x0e\x01\0\x04\xc4\t\0\0
W5G1_410	So this is the jerk blocking us?\x0e\x01\0\x04\xc4\t\0\0
W5G1_425	Yes. I've never liked him.\x0e\x01\0\x04\xc4\t\0\0
W5G1_411	The jungle looks super dangerous...and so fun!\x0e\x01\0\x04\xc4\t\0\0
W5G1_426	Young Master! I suggest a more prudent mindset!\x0e\x01\0\x04\xc4\t\0\0
W5G1_412	It's only 10,000 coins! What are you, cheap?\x0e\x01\0\x04\xc4\t\0\0
W5G1_427	Perhaps Mario is saving up...\x0e\x01\0\x04\xc4\t\0\0
W5G1_413	Whoa! Are you rich?\x0e\x01\0\x04\xc4\t\0\0
W5G1_428	Young Master! It is not polite to ask.\x0e\x01\0\x04\xc4\t\0\0
W5G1_415	What's wrong with Mario's face?\x0e\x01\0\x04\xc4\t\0\0
W5G1_429	Young Master! It's not polite to ask...\x0e\x01\0\x04\xc4\t\0\0
W5G1_409	How fun!\x0e\x01\0\x04\xc4\t\0\0
W5G1_416	Gimme gimme!\x0e\x01\0\x04\xc4\t\0\0
W5G1_108	They've got us sweepin' the grass.\nNot even Bowser makes us do that!
W5G1_161	(Thanks for helping with that.\nBeen trying to trim those leaves\nfrom the inside for hours.)
W5G1_148	One day you're leading an elite\ndivision of Shy Guys...the next\nyou're scrubbin' the floor. Ugh...
W5G1_362	Shh! This tree is already pretty\nclean, but I've got a good thing\ngoin' here.
W5G1_205	Welcome, welcome! I hope\nyou're having a pleasant\nstay at Shangri-Spa!
W5G1_151	I joined Bowser's army so I wouldn't\nhave to get a real job...
W5G1_152	I can't talk now! That Toad yells\nevery time my productivity drops!
W5G1_361	The grooves in these columns are\nlike a spa...for mold!
W5G1_350	It ain't just a throwin' hammer, see?
W5G1_127	My section is cleaner.
W5G1_141	No, mine is cleaner.
W5G1_199	Some of our VIP guests have\nreserved these chairs. You'll\nhave to wait your turn.
W5G1_293	Oh, it seems they've departed\nahead of schedule. Please feel\nfree to submit a request for\na reservation.
W5G1_356	We conscripted Snifits to run these\nshops, and they simply disappeared!
W5G1_355	Sure, they're back at work now\nthat I'm watching. They're still\ngetting a write-up!
W5G1_181	Why me...
W5G1_354	Gah! I was, uh...cleaning the inside\nof that crate. Guess it doesn't need\ncleaning anymore. So...thanks?
W5G1_359	They asked me what job I wanted,\nand I said I was on the fence...\nWho takes idioms literally?!
W5G1_351	Want to make sure you don't miss\nany springs? You can check the\nlocations of all our springs on this\nhandy map!
W5G1_360	I actually like this janitorial work\nmore than regular minion work.\nI'm kind of a neat freak.
W5G1_363	Less talkin', more cleanin'!\nMy arms aren't gettin' tired...\nbut I'm gettin' SUPER bored.\x0e\x01\x01\0
W5G1_367	(Dude. Why?)
W5G1_31	Careful. I hear a lot more screaming\nthan you'd expect at a hot spring.
W5G1_68	Did you fix it? I still hear screaming,\nbut I'm pretty sure it's just in my\nown head.
W5G1_352	Careful...careful...
W5G1_357	No! I had them all stacked!
W5G1_358	I cleaned the roof and then\nI cleaned the coins. What's\nnext, boss?
W5G1_83	Hey! Mario! The Shangri-Spa staff\nare actually serious about making\nus minions work off our debt.\x0e\0\x04\0We're selling a one-of-a-kind item\nfor just 10,000 coins. Will you buy\nit and help our cause?\x0e\x01\x04\x1c\x12\0y\0e\0s\0n\0o\0_\0b\0u\0y\0\x01\0\0\0\0\0\0\0
W5G1_284	No? Ahh, man. It's just...I thought\nMario was collecting these things,\nyou know? So I thought it was a\ngood deal at this limited-time price...\x0e\0\x04\0And this kind of manual labor\nisn't really in our job descriptions.\nI'm sick of it!\x0e\0\x04\0Yeah, I know technically we're\nsupposed to be able to lift 50\npounds above our heads...
W5G1_175	Whoa! I wasn't expecting to make\nthe sale without even saying what\nI was selling. You're generous!
W5G1_93	Aw, man! You don't have\nenough coins.
W5G1_156	Mario, surely you've heard of\nour terrible plight. \x0e\0\x04\0Someone crashed the castle\ninto the spa, and we have to\npay for the damages!\x0e\0\x04\0It would really help us out if you\nwould purchase a mystery item from\nme for 10...no, 20,000 coins.\x0e\x01\x04\x1c\x12\0y\0e\0s\0n\0o\0_\0b\0u\0y\0\x01\0\0\0\0\0\0\0
W5G1_286	No? Seriously?\x0e\0\x04\0Hmph. And I heard you were\na serious collector...
W5G1_176	I'm so sick of sweepin'! I wanna get\nback to my regular job of rakin'!\x0e\0\x04\0You wanna buy somethin' for\n10,000 coins? All proceeds go to\ngettin' a rake back in my hands.\x0e\x01\x04\x1c\x12\0y\0e\0s\0n\0o\0_\0b\0u\0y\0\x01\0\0\0\0\0\0\0
W5G1_285	Aw, man! Now you'll never know\nwhat you're missin' out on, and\nI'll never stop sweepin'!
W5G1_178	Wow. I can't believe it. This is gonna\nhelp us minions pay off our debt,\nbig-time. You really are a hero!
W5G1_180	Oh, man! You don't even have\nenough coins.
W5G1_162	I'm so sick of sweepin'! I wanna get\nback to my— Wait a second...\x0e\0\x04\0I've already given you the sales\npitch, right? Well, the price went\nup! It's 20,000 coins now.\x0e\0\x04\0So you want it or what?\x0e\x01\x04\x1c\x12\0y\0e\0s\0n\0o\0_\0b\0u\0y\0\x01\0\0\0\0\0\0\0
W5G1_287	Bah! You're still not gonna complete\nthe collection?! With all those coins\nyou musta found in the castle?
W5G1_84	I'm not shirking! I just...uh...slipped.\nYeah. That'll play.
W5G1_88	Hey, I was just on one of my two\nlegally mandated 15-minute breaks!
W5G1_85	Hmm? Oh, I'm not stranded here.\nI was just taking it all in...
W5G1_89	Finally...I'm saved...
W5G1_87	Ah. A customer. I'll be right with you.
W5G1_225	\x0e\x02\0\0{s[170]}{c[e67928]}LEGENDARY ITEMS{c[404040]}{s[100]}\x0f\x02\0
W5G1_290	\x0e\x02\0\0{s[170]}{c[65c3c9]}SOUVENIRS{c[404040]}{s[100]}\x0f\x02\0
W5G1_213	\x0e\x02\0\0Fun, Funky, and Functional\x0f\x02\0\n\x0e\x02\0\0{c[7a44a9]}{s[075]}♦{s[100]}{s[110]}♦{s[100]}{s[150]}♦Accessory Shop♦{s[100]}{s[110]}♦{s[100]}{s[075]}♦{s[100]}{c[404040]}\x0f\x02\0
W5G1_214	\x0e\x02\0\0{s[200]}{c[d55ecc]}♥{c[404040]}{s[100]}\x0f\x02\0
W5G1_90	Psst. I got something real good for\nyou. It's a MAX UP Heart. It's yours\nfor 10,000 coins. Yeah?\x0e\x01\x04\x1c\x12\0y\0e\0s\0n\0o\0_\0b\0u\0y\0\x01\0\0\0\0\0\0\0
W5G1_203	What? You don't need more hearts?
W5G1_207	You're a little light on coins, pal.
W5G1_208	Sorry, out of stock. I only had\nthe one.
W5G1_270	Erm... Do you have somewhere else\nto be right now? I suppose you may.\nVery well! I shall await your return\nwith the Young Master.
W5G1_279	Ah, welcome back. Shall we?
W5G1_269	Hey! We need to hurry up and\nsave my dad! So I'm gonna wait\nfor you, but I'm not gonna be\nhappy about it...
W5G1_271	What took you so long?! C'mon!
W5G1_385	Wait...now WE have to work?\nWhy did we just let them leave?!
W5G1_386	Not to worry. We'll recoup the\nlost fees by doubling the rate\nat their next visit.
W5G1_387	I must admit, the speech by that\ngroundskeeper was stirring...
W5G1_392	Did we all learn a lesson? I know\nI learned a lot about sweeping\nand mopping.
W5G1_393	I trust you enjoyed our hot springs?\nPlease come again, Mario!
W6C1.msbt
W6C1_18	Well, after all that, another crash\nlanding. I mean...our first crash\nlanding! ...Is Bowser not even here?
W6C1_19	Aww, man! Dad's not gonna be\nhappy about the airship. His\ninsurance premiums are already so\nhigh! And where are we, anyway?
W6C1_20	We were so close to Peach's Castle...\nWe must still be nearby!
W6C1_32	What's the matter, Mario?\x0e\0\x04\0Are you just hot? Is it hot in here,\nor is it just Mario?
W6C1_43	\x0e\x02\0\0{s[150]}The world's on fire!{s[100]}\x0f\x02\0
W6C1_28	Actually...I believe there is a simpler\nexplanation. We must have just\nmissed Peach's Castle and crashed\ninto the volcano instead.
W6C1_1	Hey! Up here!
W6C1_2	It's me!
W6C1_3	Never mind the airship. You know\nI'll build another one!\x0e\0\x04\0Just get up here! I've got something\nto show you.
W6C1_21	Dad! You're OK! I was worried you\ngot folded up even smaller or\nsomething. We'll be right there!
W6C1_38	Blast! We've lost both my magic\nbroom and Young Master's clown\ncar in all the confusion.\x0e\0\x04\0It seems we'll have to proceed\non foot.
W6C1_40	Yowch! It's REALLY hot by the\nedge here, Mario. I'm worried that\nit would be the end for you if you\nfell in there...
W6C1_42	You can't survive falling into lava,\ncan you? Can you?! I don't want\nto find out, so please be careful!
W6C1_51	Oh my gosh! There are so many of\nthem! What are we going to do?!
W6C1_5	Eheeheehee! The path is too\nnarrow—they can't get through!
W6C1_6	Then stop laughing and start\nrunning! We need to get out\nof here!
W6C1_15	We can't go back! Look how many\nof those papier-m\xe2ch\xe9 guys are\nafter us!
W6C1_7	I'll hold them! You all, hurry on\nto Master Bowser!
W6C1_30	We'll do it! Thank you, Kamek!
W6C1_9	Kamek can't hold them forever.\nHurry up!
W6C1_10	Ahh, I've been waiting for a good\nfight anyway. Bring it on, freaks!
W6C1_23	Stay safe, Junior!
W6C1_27	We've got to trust Junior, Mario.\nLet's go!
W6C1_31	Um, so Kamek and Junior...
W6C1_17	I saw what happened. They can\nboth take care of themselves!\x0e\0\x04\0Not to get too deep into my\nparenting philosophy, but you\nhave to let kids take chances.
W6C1_16	Now! Take a look at this.\nThe airship's primary cannon\nis still intact!\x0e\0\x04\0This might sound crazy, but if we\nload OURSELVES into the barrel...\nwe can just shoot ourselves through\nthe ceiling!\x0e\0\x04\0That'll put us right on the doorstep\nof Peach's Castle. Who says no?
W6C1_33	{s[150]}\x0e\x02\0\0Junior!\x0f\x02\0{s[100]}
W6C1_44	Eek! They're coming!
W6C1_45	Hurry!
W6C1_46	They're gaining on us!
W6C1_52	GAAAH!
W6C1_53	HRRRGH!
W6C1_54	*huff* *huff*
W6C1_55	Get...
W6C1_56	out...
W6C1_57	of...
W6C1_58	here...
W6C1_59	NOW!
W6C1_34	Bring it!
W6C1_35	Pfft. Weak!
W6C1_36	Hey, no fair!
W6C1_37	No! Dad's airship!
W6C1_48	Kamek!
W6C1_49	They're still coming!
W6C1_50	Hurry up!
W6C2.msbt
W6C2_12	Bwahaha! See? How do I never\nget credit for having great ideas?!
W6C2_13	Well, I think you're amazing, Bowser.\nI'm very impressed with how you got\nso many minions to follow you even\nthough you're just a scary face!
W6C2_16	Whew...time for a deep breath.\nWe've got to stop my brother and\nsave Princess Peach!
W6C2_14	Oh, come on! Seriously?!
W6C2_43	What?! It's locked?! We need the\nkey to Peach's Castle!
W6C2_46	Huh?! Why does that sound so\nfamiliar to me?
W6C2_97	Oh my gosh! We have so many other\nkeys—why haven't we found\nthis one?!
W6C2_2	\x0e\x02\0\0{s[120]}Marioooo!{s[100]}\x0f\x02\0
W6C2_11	Incredible timing, Luigi!\nWe're so glad to see you!
W6C2_3	Big news, Bro! You know the key I've\nbeen looking for?
W6C2_15	I couldn't find it.
