announce.msbt
AnnounceEmpty	暂无通知
W5G1_296	听到了吗，少爷！{[0004]}那个缤纷温泉\n一定能够让少爷的\n身体恢复原状！
W5G1_383	你说得有道理！\n这样就总算能跟这一身\n老土的白色说拜拜了！
W5G1_365	因为缤纷温泉是\n非常稀有的秘密温泉，\n所以地点非常隐秘。{[0004]}入口的位置\n也麻烦你靠自己探索出来。
W5G1_366	哇——\n要探索秘密吗！？\n真的好神秘～！
W5G1_368	秘密这种东西，都是哄小孩的把戏，\n看我三两下就把它找出来！\n好了，我们走！
W5G1_145	缤纷温泉是\n闪耀着七彩光芒的秘密温泉，\n能够让健康的色彩复苏。{[0004]}由于地点比较隐秘，\n请一定要仔细寻找哦～
W5G1_146	在天空水疗园地里\n玩得还开心吗？\n随时欢迎你的光临。
W5G1_228	你看，马力欧，\n那边是在冒烟吗？\n我有点担心呀。
W5G1_272	这里的水好温暖。\n难不成是热水？\n热腾腾的呢。
W5G1_253	咦——！\n难道泡温泉的意思是\n整个人泡在热水里面吗——！？
W5G1_254	唔～\n马力欧看起来好像\n很舒服的样子……{[0004]}我这样的折纸泡进去，\n会不会浸湿破掉呀？{[0004]}虽然有点害怕……\n但是我还是要试试看！
W5G1_229	{[0103|02000000]}{[0301|9a99993e]}♪啊～\x0f\x03\x01{[0004]}{[0301|9a99993e]}♪天堂是个好地方～\n　一生一定要来一次～\x0f\x03\x01{[0004]}{[0301|9a99993e]}♪舒服的温泉～\n　啊～好地方啊好地方～\n　快来吧～快来吧～\x0f\x03\x01
W5G1_230	太——舒服了～{[0004]}治愈身心说的原来是\n这么一回事啊～{[0004]}我啊～\n好像迷上泡温泉了～
W5G1_291	马力欧！\n盖章，别忘了盖章！
W5G1_80	{[0200]}{size[9600]}～　清净温泉　～{size[6400]}\x0f\x02\0\n{[0200]}{color[cf2c12ff]}功效：治疗碎裂、破损{color[404040ff]}\x0f\x02\0
W5G1_138	温度还可以吗？
W5G1_137	哎呀，居然连纸片人\n也到这么高的云上来了。\n看来大家都很喜欢温泉啊。
W5G1_200	哇——！\n云好——白！\n空气好——稀薄！{[0004]}简直像来到了天空中一样！\n啊，原来天空水疗园地\n是这个意思啊～！{[0004]}绿色胶带在……\n咦？
W5G1_227	那个恐～怖的东西是什么呀，\n好像是一张大脸？{[0004]}我觉得它和水疗园地\n治愈的风格不太协调……
W5G1_201	啊，\n是清洁工叔叔。\n向他打听一下吧。{[0004]}叔叔——！
W5G1_23	马力欧！？\n这不是马力欧吗！
W5G1_21	咦——！？\n清洁工叔叔，\n你认识马力欧吗？
W5G1_140	咔——！？\n何止是认识……{[0004]}我身为酷霸王的亲信，\n至今为止不知道和马力欧\n战斗过多少次……
W5G1_347	我就是传说中的魔法师——\n卡美克！
W5G1_182	哦——\n我叫奥莉维亚。\n正在和马力欧一起旅行。{[0004]}卡美克，原来你是个那么优秀的\n清洁工，都被称为传说了呀。\n好厉害——！
W5G1_183	不不不，\n这个嘛，呃……\n这件事说来话长啊……{[0004]}你们愿意听我说吗？
W5G1_94	酷霸王逃出桃花公主城堡之后，\n虽然成功地回到了酷霸王城堡\n与我们会合……
W5G1_96	但是当时，酷霸王城堡\n已经被那帮折纸兵占领了，\n酷霸王也因此被抓住。
W5G1_97	所以我打算按下\n为应对紧急情况而准备的\n秘密按键……
W5G1_98	……但是我搞错了，\n按成了旁边的关闭引擎按键。
W5G1_99	引擎停转后，酷霸王城堡\n好巧不巧地掉到了\n这座天空水疗园地里！
W5G1_101	这件事给我们带来了好大的麻烦！\n因为酷霸王城堡掉下来的时候，\n居然偏偏砸在了宴会厅上！
W5G1_105	宴会厅可是\n众多客人们都要用到的\n非常重要的设施啊！
W5G1_109	建筑和厨房的维修费，\n还有打碎的杯子盘子，\n总的来说就是……
W5G1_107	造成了严、严、严、\n严重损失！{[0004]}因此，酷霸王军团\n必须在这里认真工作，\n把欠下的债务全部还清才行！
W5G1_26	……嗯，\n就是这么回事了。
W5G1_22	这样啊，\n原来那个是酷霸王的城堡啊。{[0004]}如果想要拿掉绿色胶带，\n是不是必须进到那张\n恐怖的大脸的里面去？
W5G1_24	嚯嚯，\n想进酷霸王城堡吗？{[0004]}呵呵呵……\n那么让我来带路吧。{[0004]}来吧，\n请往这边走。
W5G1_27	马力欧，\n这边，这边！
W5G1_215	不和卡美克一起\n去酷霸王城堡吗？
W5G1_86	{[0200]}{size[9600]}～天空小童的足浴～{size[6400]}\x0f\x02\0\n{[0200]}{color[0677ebff]}源泉直流纯天然温泉{color[404040ff]}\x0f\x02\0
W5G1_64	我们到了，\n这就是酷霸王城堡。\n请进。{[0004]}不过，\n也要进得去才行……\n呵呵呵呵……
W5G1_158	快，\n请进到城堡里面去吧。
W5G1_29	咔——\n果然连马力欧\n也办不到啊。
W5G1_30	那个折纸兵\n一直在云上监视着，\n从地上完全拿他没办法。{[0004]}我的飞天扫帚\n之前也被折纸兵们抢走了……
W5G1_32	唉，这种时候，\n要是有可以飞到云上的\n同伴在身边的话……
W5G1_33	{[0200]}{size[9600]}爸爸——！{size[6400]}\x0f\x02\0
W5G1_255	啊啊，\n快看那边！{[0004]}是酷霸王的儿子，酷霸王Jr.少爷！\n少爷是一个非常顽皮好动的孩子，\n能够自在地驾驶小丑飞船。{[0004]}有少爷在的话，\n飞到云上也是轻而易举的事！\n他来得正是时候啊！
W5G1_34	{[0200]}{size[9600]}少爷——！{size[6400]}\x0f\x02\0
W5G1_37	啊啊啊，\n少爷明明来得正是时候……{[0004]}结果还没来得及大展身手，\n瞬间就被切得四分五裂了！
W5G1_38	啊啊啊！\n身体变得四分五裂之后，\n说话也支离破碎的，我听不懂啊！{[0004]}少爷现在这副样子，\n可没办法飞上天空啊——！
W5G1_233	对了，卡美克，\n这里的温泉，\n治疗效果非常好哦。{[0004]}要是把少爷的身体\n泡在温泉里，\n是不是就能治好了呢？
W5G1_234	原来如此！\n说得有道理！{[0004]}我记得\n在距离入口不远处的清净温泉\n应该对治疗纸的碎裂很有效！
W5G1_142	马力欧！\n为了治好少爷的碎裂，\n我们去清净温泉吧！{[0004]}一定要把少爷\n这四分五裂的身体给治好，\n让他能够重新飞起来！
W5G1_39	马力欧！\n快点带少爷去清净温泉！
W5G1_240	噫——！\n这几个家伙怎么回事！居然独占……\n３个人霸占了这个温泉！
W5G1_241	不好意思——\n我们来这里是想治好\n同伴碎裂的身体。{[0004]}你们的身体也碎了吗？
W5G1_112	{[0302]}{[0200]}{size[9600]}我没碎！{size[6400]}\x0f\x02\0\x0f\x03\x02
W5G1_242	哇——\n脾气这么大，没碎也会气碎的！
W5G1_238	少爷，\n要乖乖地泡到肩膀以上哦。
W5G1_231	少爷，你觉得怎么样？
W5G1_374	哦哦，\n碎裂的身体重新接上了！\n真不愧是清净温泉！
W5G1_195	喂，卡美克！\n我听说爸爸被抓了，\n就马上飞了过来，{[0004]}结果一下子被切得四分五裂，\n这是怎么回事啊！
W5G1_197	啊，什么嘛～\n马力欧你也在啊！\n你什么时候变成我们的同伴了！？
W5G1_342	还有我～\n我叫奥莉维亚～{[0004]}我是个折纸～\n现在最感兴趣的是～\n神祇胶带和温泉～
W5G1_198	少爷！有个折纸兵\n挡在酷霸王城堡门口，\n不让我们进去！{[0004]}为了打倒那个家伙，\n需要借助少爷的力量\n飞上天空！
W5G1_343	我知道了！{[0004]}那我们就赶快去\n打倒那个家伙吧！
W5G1_344	咦～\n好奇怪啊～\n怎么飞不起来？
W5G1_345	那是当然。\n身体接上的地方还留着折痕呢。{[0004]}而且，之前掉下来\n与地面冲击弄得皱巴巴的，\n还浑身是泥！{[0004]}这样的身体是绝对\n没办法轻轻松松地\n飞上天空的！
W5G1_204	折痕～皱褶～\n泥巴污渍～{[0004]}全部都～\n泡在温泉里～\n治好不就行了吗～{[0004]}而且这样～\n还可以顺便收集印章～\n这个主意不错吧～
W5G1_206	说得也是！\n幸好这里有很多温泉！{[0004]}好了，少爷，\n我要把你背起来了哦。
W5G1_346	那么，\n为了让少爷重新\n充满活力地飞上天空……{[0004]}我们要开始一段温泉之旅，\n把治疗折痕、皱褶、污渍的温泉\n都泡上一遍。咔——！
W5G1_67	{[0200]}{size[9600]}～　天使温泉　～{size[6400]}\x0f\x02\0\n{[0200]}{color[cf2c12ff]}功效：治疗弯曲、折痕{color[404040ff]}\x0f\x02\0
W5G1_121	好——\n区区折痕，\n看我把它完美地复原！
W5G1_120	少爷，\n你觉得怎么样？
W5G1_122	怎么样啊！\n折痕不见了——！
W5G1_153	哦哦，少爷！\n折痕消失得一干二净了呢！{[0004]}哎{[0101]}呀，\n这个温泉真的\n对治疗折痕很有效呢！
W5G1_220	咔——！\n你怎么了，奥莉维亚！？{[0004]}马力欧！\n奥莉维亚的样子有点奇怪！\n快把她抬出浴池吧！
W5G1_221	奥莉维亚身上的折痕正在消失，\n快要变成平平的一张纸了！{[0004]}这下子情况危急啊！\n再不快想想办法就糟了！
W5G1_222	唔——\n这里是怎么折的来着？\n折纸真难啊……
W5G1_226	不，卡美克，\n你折得很好。\n越来越像奥莉维亚了！
W5G1_223	唔——怎么样？\n我自己是觉得差不多\n就是这个样子……
W5G1_275	{[0302]}呜呜呜……\x0f\x03\x02{[0004]}{[0302]}……卡美克，\n谢谢你……\x0f\x03\x02
W5G1_224	呼～{[0004]}看来泡在治疗折痕的温泉里太久\n对折纸来说是一件危险的事……
W5G1_232	啊，不过，\n被重新折好之后，\n我好像焕发了新的活力。
W5G1_235	卡美克先生，\n本次承蒙搭救，\n感激不尽。
W5G1_236	呵呵呵……\n看来你刚被重新折好，\n态度也特别板板正正啊。
W5G1_71	{[0200]}{size[9600]}～　神殿温泉　～{size[6400]}\x0f\x02\0\n{[0200]}{color[cf2c12ff]}功效：治疗皱褶、揉搓的痕迹{color[404040ff]}\x0f\x02\0
W5G1_42	{[0302]}这里，已经，客满了。\n你们，走开。\x0f\x03\x02
W5G1_43	咦——？\n看起来完全不像\n客满的样子啊……{[0004]}马力欧，我们只要\n有个边边角角就够用了，\n要不就直接泡进去吧？
W5G1_116	好——\n区区皱褶，\n看我把它们全部展平！
W5G1_115	少爷，\n你觉得怎么样？
W5G1_117	噔噔——！\n怎么样啊！？
W5G1_375	哦哦，\n皱褶完全消失，\n变得光滑平整了呢！
W5G1_369	不过我的手指～\n倒是变得皱巴巴的了～\n是不是泡得太久了呢～
W5G1_188	好了，接下来\n还剩下{[0300|00000000]}和{[0300|01000000]}。{[0004]}要是不完全恢复原状，\n可是没办法飞上天空的。
W5G1_189	好了，\n现在就剩下{[0300|00000000]}了！{[0004]}少爷，\n你再稍微忍一会儿，\n很快就可以飞上天空了
W5G1_373	没错～\n盖章，别忘了盖章～
W5G1_390	啧，\n怎么还有啊～{[0004]}没办法，\n我们快去下一个温泉吧！
W5G1_391	一直泡温泉，\n我都快腻了！{[0004]}快带我去下一个地方！
W5G1_190	折痕
W5G1_191	皱褶
W5G1_192	污渍
W5G1_384	好了，\n这样就全都治好了对吧？
W5G1_370	不，还没哦。\n你看看自己身上，\n这不都掉色掉光了嘛。{[0004]}可是，这一身的白色，\n要怎样才能治好呢……
W5G1_371	总之～\n已经把所有的温泉都\n泡过一遍啦～{[0004]}盖上印章之后～\n我们就去拿\n期待已久的奖励吧～
W5G1_372	我说我说，\n现在我们应该把\n所有的温泉都泡过一遍了。{[0004]}盖上印章之后，\n我们就去拿\n期待已久的奖励吧？
W5G1_388	对啊对啊！\n都乖乖地泡那么多次澡了，\n总该给点奖励吧！
W5G1_389	唔……说得也是。{[0004]}其实我也不知道\n印章收集活动的\n特别奖励是什么。{[0004]}不管怎么说，\n什么都不做是想不到好办法的，\n我们去接待处看看吧。
W5G1_376	这里是印章收集活动的\n盖章处。{[0004]}只要集齐所有温泉的印章，\n就可以获得特别奖励哦。
W5G1_381	那里是印章收集活动的\n盖章处。{[0004]}只要集齐所有温泉的印章，\n就可以获得特别奖励哦。
W5G1_377	感谢您来泡温泉，\n请盖上印章。
W5G1_378	这位客人！\n你忘了盖上印章哦。
W5G1_379	这里的印章\n已经盖过了哦。
W5G1_380	你已集齐所有的印章！\n请将集点卡交给接待处。
W5G1_394	感谢参加印章收集活动！
W5G1_157	{color[2e7611ff]}惊险刺激温泉冒险{color[404040ff]}\n{[0200]}{size[9600]}{color[2e7611ff]}～　丛林温泉　～{color[404040ff]}{size[6400]}\x0f\x02\0\n{[0200]}{color[cf2c12ff]}↑　往前走　↑{color[404040ff]}\x0f\x02\0
W5G1_252	{color[2e7611ff]}惊险刺激温泉冒险{color[404040ff]}\n{[0200]}{size[9600]}{color[2e7611ff]}～　丛林温泉　～{color[404040ff]}{size[6400]}\x0f\x02\0\n{[0200]}{color[cf2c12ff]}↑　继续往前走　↑{color[404040ff]}\x0f\x02\0
W5G1_349	\n{[0200]}{size[9600]}{color[2e7611ff]}～　丛林温泉　～{color[404040ff]}{size[6400]}\x0f\x02\0\n{[0202]}{color[cf2c12ff]}之路{color[404040ff]}\x0f\x02\x02
W5G1_251	丛林温泉地处秘境当中，\n是一处十分贴近自然的温泉。{[0004]}在前往丛林温泉的途中，\n请多加留意脚下。
W5G1_81	这位客人，\n请出示温泉券。{[0104|0e004b00650079004900740065006d000100000000000000]}
W5G1_168	这个不是温泉券。
W5G1_82	谢谢配合。\n里面请。
W5G1_261	快看，少爷！\n折纸兵就在那片云上！
W5G1_262	好，我们走！\n快上来，快上来！
W5G1_274	那么，马力欧，\n之后就交给你了！{[0004]}狠狠地教训折纸兵，\n给他点颜色瞧瞧吧！\n能胜任这活儿的当然是马力欧！
W5G1_66	成功啦！\n终于没有挡路的家伙了！
W5G1_69	这下子我们可以\n进入酷霸王的城堡，\n拿掉绿色胶带了！
W5G1_400	好！\n我要把爸爸救出来！
W5G1_70	噫噫——！\n马力欧，你可以稍微\n在这里等我一会儿吗！？
W5G1_51	{[0103|02000000]}{[0200]}咳咳……\n能听到吗——酷霸王军团的各位！\x0f\x02\0
W5G1_52	{[0103|02000000]}在酷霸王城堡门口\n挡路的家伙终于消失了！{[0004]}{[0103|02000000]}现在正是无敌的酷霸王军团\n重振旗鼓的时候！
W5G1_55	{[0103|02000000]}接下来，我们要和马力欧\n并肩冲入酷霸王城堡！{[0004]}{[0103|02000000]}救出被抓住的酷霸王，\n挽回我们酷霸王军团的尊严！
W5G1_216	好了，这样一来，\n大家一定都会集合起来的。
W5G1_280	等他们全部到齐\n要多久啊～！{[0004]}我很担心爸爸！\n我现在就要冲进去！
W5G1_281	唔……真是的，\n少爷这个急躁的个性\n和你父王一模一样呢。{[0004]}那么，我们就先进去，\n找到酷霸王的所在地吧。\n要出发喽！
W5G1_401	清净温泉！
W5G1_402	被人背着感觉好丢脸啊～{[0100|c4090000]}
W5G1_417	过去我也常常背你哦。{[0100|c4090000]}
W5G1_403	我感觉自己好像长高了。{[0100|c4090000]}
W5G1_418	那是因为折痕被抚平，姿态端正了啊。{[0100|c4090000]}
W5G1_404	皱纹消失是不是让我变年轻了啊？{[0100|c4090000]}
W5G1_419	少爷你本来就很年轻哦。{[0100|c4090000]}
W5G1_405	一身白感觉好丢脸啊～{[0100|c4090000]}
W5G1_420	这是你自作自受哦！{[0100|c4090000]}
W5G1_406	皱巴巴的，力量使不出来～{[0100|c4090000]}
W5G1_421	好了好了，再忍耐一下哦。{[0100|c4090000]}
W5G1_407	折痕好痛哦～{[0100|c4090000]}
W5G1_422	说这种丧气话，酷霸王会笑你的。{[0100|c4090000]}
W5G1_408	身上都是泥，好难受啊～{[0100|c4090000]}
W5G1_423	好好好，我们去泡温泉洗洗干净吧。{[0100|c4090000]}
W5G1_414	酷霸王城堡怎么看都好帅啊～{[0100|c4090000]}
W5G1_424	因为那是伟大的酷霸王引以为豪的城堡！{[0100|c4090000]}
W5G1_410	挡路的就是那个家伙吗！{[0100|c4090000]}
W5G1_425	没错！我们快把他消灭吧！{[0100|c4090000]}
W5G1_411	丛林啊，里面应该会很有趣吧！{[0100|c4090000]}
W5G1_426	希望不要发生什么意外……{[0100|c4090000]}
W5G1_412	真抠门啊～买下来嘛，就当是做好事！{[0100|c4090000]}
W5G1_427	马力欧也有他自己的苦衷吧。{[0100|c4090000]}
W5G1_413	马力欧，你出手还真大方！{[0100|c4090000]}
W5G1_428	感谢你为酷霸王军团的付出！{[0100|c4090000]}
W5G1_415	马力欧，你烫到了？真丢脸～{[0100|c4090000]}
W5G1_429	看来马力欧是个怕烫的人。{[0100|c4090000]}
W5G1_409	好期待，好期待！{[0100|c4090000]}
W5G1_416	奖励，奖励！{[0100|c4090000]}
W5G1_108	要是不好好工作，\n会挨骂的。
W5G1_161	（谢谢你帮我除草！）
W5G1_148	无敌的酷霸王军团\n居然沦落到这种地步……\n唉，真丢脸。
W5G1_362	这棵树\n原来是假的啊。
W5G1_205	啊，欢迎来到\n天空水疗园地！\n请在这里尽情享受哦。
W5G1_151	只要偷一小会儿懒，\n就会挨骂……
W5G1_152	现在明明没有闲工夫做这些事。\n不知道酷霸王怎么样了。
W5G1_361	这种沟槽里\n霉菌容易繁殖哦。
W5G1_350	这个锤子\n可不是拿来修东西的啊。
W5G1_127	我擦的地板比较干净哦。
W5G1_141	才不是呢，\n明明是我擦的地板比较干净。
W5G1_199	有客人在躺椅上休息。\n请控制音量。
W5G1_293	咦？\n我都没注意客人已经离开了。\n是去泡温泉了吗？
W5G1_356	看店的木乔不在。\n跑哪儿去了！？
W5G1_355	这里看店的常常偷懒。
W5G1_181	真碍事啊……
W5G1_354	谢谢你——！\n之前箱子放在这太碍事了，\n你帮了我大忙。
W5G1_359	因为我是纸片，\n所以这种狭窄的地方\n也难不倒我！
W5G1_351	所有温泉都泡过一遍了吗？\n可以在这里的指示牌上\n确认各个温泉的位置哦。
W5G1_360	看不到的地方也要\n好好地擦干净。\n因为我爱干净。
W5G1_363	看不到的地方也要\n好好地擦干净哦。\n我会帮你抬起来的。{[0101]}
W5G1_367	（咣当。）
W5G1_31	热气好像\n比平常更多呢。
W5G1_68	热气状态正常。\n水温也刚刚好。
W5G1_352	浴桶准备就绪。
W5G1_357	你干什么！\n我好不容易才摆得这么整齐的！
W5G1_358	我在擦屋顶的时候，\n也顺便把金币擦干净了哦。\n是不是闪闪发亮的啊？
W5G1_83	马力欧……\n我们现在债务缠身……{[0004]}能不能用１００００金币\n买下我手里的某个东西呢？{[0104|12007900650073006e006f005f006200750079000100000000000000]}
W5G1_284	这样啊……\n太可惜了。{[0004]}我是因为听说马力欧\n正在收藏这个东西……{[0004]}所以才想用限时优惠的\n特别价格转让给你的……
W5G1_175	真是帮大忙了！\n马力欧果然是个好人！
W5G1_93	你的金币不够……
W5G1_156	马力欧……\n我们现在债务缠身……{[0004]}能不能用１００００金币……\n不，{[0004]}用２００００金币\n买下我手里的某个东西呢？{[0104|12007900650073006e006f005f006200750079000100000000000000]}
W5G1_286	这样啊……\n太可惜了。{[0004]}我明明听说马力欧\n正在收藏这个东西……
W5G1_176	无论多么努力地，\n吐出殊力钢，\n生活也没有起色。{[0004]}你是否愿意，\n用１００００金币，\n买下我手里的好东西？{[0104|12007900650073006e006f005f006200750079000100000000000000]}
W5G1_285	那真是可惜。\n就算收集不到所有收藏品，\n你也不介意？
W5G1_178	谢谢你。\n我的生活，\n终于稍有起色。
W5G1_180	你的金币，\n不够。
W5G1_162	无论多么努力地，\n吐出殊力钢，\n生活也没有起色。{[0004]}你是否愿意，\n用１００００金币……{[0004]}不，用２００００金币，\n买下我手里的好东西？\n毕竟时间就是金钱。{[0104|12007900650073006e006f005f006200750079000100000000000000]}
W5G1_287	那真是可惜。\n就算收集不到所有收藏品，\n你也不介意？
W5G1_84	我可不是在偷懒哦。\n我只是滑了一跤而已。
W5G1_88	啊，被发现了。\n好不容易能喘口气的。
W5G1_85	我才不是被困在这里回不去了呢。\n我只是在这里看风景而已哦。
W5G1_89	得救了……
W5G1_87	啊，有客人啊。\n欢迎光临。
W5G1_225	{[0200]}{size[aa00]}{color[e67928ff]}传 说{color[404040ff]}{size[6400]}\x0f\x02\0
W5G1_290	{[0200]}{size[aa00]}{color[65c3c9ff]}纪 念 品{color[404040ff]}{size[6400]}\x0f\x02\0
W5G1_213	{[0200]}物美、价廉、超实用\x0f\x02\0\n{[0200]}{color[7a44a9ff]}{size[4b00]}♦{size[6400]}{size[6e00]}♦{size[6400]}{size[9600]}♦ 饰品 ♦{size[6400]}{size[6e00]}♦{size[6400]}{size[4b00]}♦{size[6400]}{color[404040ff]}\x0f\x02\0
W5G1_214	{[0200]}{size[c800]}{color[d55eccff]}♥{color[404040ff]}{size[6400]}\x0f\x02\0
W5G1_90	这里有卖上限提升爱心哦。\n要用１００００金币买下吗？{[0104|12007900650073006e006f005f006200750079000100000000000000]}
W5G1_203	什么嘛，不买啊。
W5G1_207	你的金币不够哦。
W5G1_208	已经没货了。\n你买下的是最后１个。
W5G1_270	哦，\n你要去别的地方吗？\n路上小心。
W5G1_279	欢迎回来，马力欧。\n那么我们出发吧。
W5G1_269	喂！\n我还要去救爸爸，\n你要快点回来啊！
W5G1_271	你回来了啊，马力欧。\n好，我们走！
W5G1_385	我可以给酷霸王军团的诸位\n记一笔早退吧？
W5G1_386	剩下的修理费\n就等他们作为客人\n来光顾时付清吧。
W5G1_387	我被卡美克\n为鼓舞同伴们而发表的\n那段热情演说感动了。
W5G1_392	那细致的抹布手法\n和精湛的扫帚技巧\n令我受益匪浅。
W5G1_393	看来马力欧很爱泡温泉呀。\n欢迎你下次再来光顾。
W6C1.msbt
W6C1_18	哎呀，\n这下可真是遭殃了啊。
W6C1_19	战舰坏掉了！\n我们这是掉到什么地方了啊？
W6C1_20	我们好像还差一点点\n就到桃花公主城堡了。
W6C1_32	哎呀，马力欧，\n你怎么满头大汗的？{[0004]}唔——说起来这里\n是不是有点热过头了？
W6C1_43	{[0200]}{size[9600]}着火啦！{size[6400]}\x0f\x02\0
W6C1_28	不不，不是着火。\n看样子我们是掉在了火山口上。
W6C1_1	喂——！\n你们几个！
W6C1_2	到本王这来！快来！
W6C1_3	虽然现在飞船坏了，\n但是本王有个好主意！{[0004]}你们快给本王爬上来！
W6C1_21	爸爸——！\n原来你没事啊！\n我现在就过去——！
W6C1_38	可是我的扫帚，\n还有少爷的小丑飞船，\n都不知道掉哪里去了。{[0004]}看来现在只能跨越艰难险阻，\n想办法走着过去了。
W6C1_40	呀——！好烫啊！\n下面太烫了，要是一不小心掉下去，\n说不定人生就直接走到尽头了！
W6C1_42	马力欧，边上太危险了，\n千万别掉下去了哦！
W6C1_51	好多纸糊兵啊！\n这、这、这下怎么办！？
W6C1_5	咔咔！\n这条路太窄了，\n那帮家伙挤不过来！
W6C1_6	好——！\n我们趁现在快走吧——！
W6C1_15	现在要是往回走，\n会被纸糊兵干掉的！
W6C1_7	这里由我来拖住他们！\n你们快到酷霸王身边去！
W6C1_30	知道了！\n卡美克，谢谢你！
W6C1_9	不能白白浪费卡美克的心意！\n我们快走！
W6C1_10	这里就交给我吧！\n你们快走——！
W6C1_23	少爷，谢谢你！\n加油！
W6C1_27	马力欧！\n你就安心托付给少爷吧！
W6C1_31	酷霸王！\n卡美克和少爷……！
W6C1_17	本王虽然也很担心，\n但现在只能坚信\n他们等下一定会追上来的！{[0004]}顽强的酷霸王军团\n没那么轻易被打倒！
W6C1_16	快看，虽然飞船坏了，\n但是主炮还能用！{[0004]}就用它把我们几个一口气\n发射到桃花公主城堡去吧！\n怎么样，本王的想法不错吧！{[0004]}好了，快走！\n跟本王过来！
W6C1_33	{size[9600]}{[0200]}儿子！\x0f\x02\0{size[6400]}
W6C1_44	他他他他们来了！
W6C1_45	快跑！
W6C1_46	要被追上了！
W6C1_52	咔——！
W6C1_53	噫噫！
W6C1_54	呃！
W6C1_55	你
W6C1_56	们
W6C1_57	赶
W6C1_58	快
W6C1_59	走！
W6C1_34	嘿！
W6C1_35	你这家伙！
W6C1_36	好疼啊！
W6C1_37	啊，战舰——！
W6C1_48	卡美克——！
W6C1_49	又追来啦——！
W6C1_50	快跑快跑！
W6C2.msbt
W6C2_12	哇哈哈哈，怎么样！\n果然不出本王所料，\n成功在桃花公主城堡着陆了吧！
W6C2_13	酷霸王，你好厉害呀！\n你长着这样一张可怕的脸，\n果然不是徒有其表的！
W6C2_16	终于来到这里了！\n我们一定要阻止哥哥的恶行，\n把桃花公主救出来！
W6C2_14	什么！？\n门居然锁着！？
W6C2_43	啊～？\n桃花公主城堡钥匙\n到底在哪里呢？
W6C2_46	咦？\n桃花公主城堡钥匙？
W6C2_97	啊——！\n我们好像还没找到\n桃花公主城堡钥匙呢！？
W6C2_2	\n{[0200]}{size[7800]}大哥～！{size[6400]}\x0f\x02\0
W6C2_11	真不愧是路易吉！\n你来得正是时候！
W6C2_3	大哥！\n桃花公主城堡钥匙……
W6C2_15	我没找到！
W6C2_28	自从桃花公主城堡被带走之后，\n我就一直在找钥匙，\n结果到现在还是没找到……{[0004]}虽然桃花公主城堡钥匙\n从那以后就没见踪影，\n但我觉得它一定就在某个地方……
W6C2_98	路易吉……\n你就不要这么消沉了。{[0004]}路易吉你一直\n专心致志，勇往直前，\n拼命地到处找钥匙……
W6C2_36	我觉得路易吉\n已经非常非常努力了。
W6C2_39	桃花公主城堡钥匙……
W6C2_99	路易吉你平时总是冒冒失失的。\n说不定钥匙就在\n离你很近的地方呢？
W6C2_109	马力欧，\n还没找到桃花公主城堡钥匙。\n我们可怎么办呀……
W6C2_134	对不起啊，大哥……\n你别生气……
W6C2_4	哇哈哈哈！\n居然掉在这种地方了！\n真是让人一顿好找啊！
W6C2_110	从一开始就在那里～！？\n那我到处奔波\n到底是为了什么啊～！
W6C2_5	路易吉，这一路上\n你总是能在我们需要的时候\n帮我们找到各种钥匙。{[0004]}这次也是在关键时刻\n帮我们把钥匙带了过来呀。\n路易吉真厉害！
W6C2_106	啊？嗯，这个嘛……\n我也没你说的那么厉害……
W6C2_111	好了！\n没时间磨蹭了，\n快到桃花公主城堡去吧！
W6C2_122	又一次来到了桃花公主城堡啊。
W6C2_123	本王什么时候才能变回原来的样子啊？
W6C2_7	{[0103|02000000]}马力欧，\n你 终 于 来 找 我 了 。\n我好高兴，真的好高兴。
W6C2_8	桃花公主！\n看样子你没事，真是太好了！
W6C2_9	{[0103|02000000]}来，\n到 这 里 来 。
W6C2_44	这里打不开啊。\n可能是里面还没建好吧。
W6C2_10	{[0103|02000000]}奥利大王好像想邀请你们\n去 一 个 美 妙 的 地 方 。{[0004]}{[0103|02000000]}好了，\n快 去 吧 。
W6C2_40	{[0200]}{size[9600]}折纸城堡！？{size[6400]}\x0f\x02\0
W6C2_37	居然真的\n把桃花公主城堡拆散，\n折成了折纸城堡……{[0004]}看来哥哥是真心打算\n把这个世界改造成\n折纸的世界啊！
W6C2_38	就算名字变成了折纸城堡，\n实际还是原来的桃花公主城堡吧！？{[0004]}既然如此，奥利和桃花公主\n应该就还在里面！{[0004]}好了！\n别杵在这了，赶紧走吧！
W6C2_121	我有种预感，\n前面会是一个非常危险的地方。\n说不定还是先保存一下比较好……
W6C2_29	{[0302]}马力欧来了！\n快去禀告奥利大王！\x0f\x03\x02
W6C2_32	我记得我下了命令，\n让你们阻止马力欧一行人靠近！{[0004]}你们这群\n又懦弱又没用的东西！
W6C2_78	{[0302]}奥利大王……\x0f\x03\x02
W6C2_113	{[0302]}怎么会这样……\x0f\x03\x02
W6C2_114	好了，马力欧。\n欢迎来到我的折纸城堡。
W6C2_112	哥哥！{[0004]}你居然把桃花公主城堡\n改造成折纸城堡，\n犯下无法弥补的过错！{[0004]}你如果还要继续作恶的话……\n我……我……
W6C2_33	奥莉维亚啊，我早就说过了，\n我要把这个世界重新\n打造成折纸王国。{[0004]}为此，第一步就是\n把桃花公主城堡的一切，\n全都折成折纸城堡的一部分！
