album.msbt
armor.msbt
Fighter00	みならいのよろい
RandomQuest34_Main_B_04	キミ　おねがい\n{r2[しゅざい]}取材{/r2}してきて{[1100|02cd080067006c0061006400]}{[1100|00cd0c00770065006c006c0030003000]}
RandomQuest34_Yes_B_00	たすかったー{[1100|02cd06006e006f006400]}{[1100|00cd0e0073006d0069006c0065005f004500]}
RandomQuest34_Yes_B_01	{r2[おと]}音{/r2}とか　においとかも\nおぼえてきてね{[1100|02cd16006c0069006b006500570069006e006b004c005f004500]}{[1100|00cd1400730075007200700072006900730065005f004500]}
RandomQuest34_No_B_00	ひぇー\nどうしよう{[1100|02cd0a0074006900720065006400]}{[1100|00cd0e0062006c0069006e006b005f004500]}
RandomQuest34_No_B_01	しめきりに\n{r2[ま]}間{/r2}に{r2[あ]}合{/r2}わないよ{[1100|02cd0600630072007900]}{[1100|00cd160073006300720061007400630068004800650061006400]}{[1100|00cd10006e006f0072006d0061006c005f004500]}
RandomQuest34_Order_B_00	うーん　しめきりが\nしめきりがっ！{[1100|02cd0c00770065006c006c0030003100]}{[1100|02cd100073006f00720072006f0077005f004500]}
ClearRandomQuest34_first_E_00	やあ　{r2[き]}気{/r2}になって\nついてきちゃった{[1100|00cd1400730075007200700072006900730065005f004500]}
ClearRandomQuest34_first_E_01	{r2[かいぶつ]}怪物{/r2}を　やっつけて\nくれたおかげで…{[1100|00cd10006e006f0072006d0061006c005f004500]}
ClearRandomQuest34_first_E_02	{r2[らく]}楽{/r2}に　たどりつけたよ\nありがとう{[1100|04cd06006e006f006400]}
ClearRandomQuest34_second_E_00	ここが\n{[1002|00cd]}か{[1100|04cd0600730065006500]}
ClearRandomQuest34_second_E_01	よし　バッチリ\nおぼえたぞー{[1100|04cd0e007200650063006f00760065007200]}{[1100|00cd0e0073006d0069006c0065005f004500]}
ClearRandomQuest34_second_E_02	{r2[いそ]}急{/r2}いで　{r2[かえ]}帰{/r2}って\nつづきを{r2[か]}書{/r2}こう！{[1100|04cd080067006c0061006400]}{[1100|00cd0e0073006d0069006c0065005f004500]}
RandomQuest34_Cleared_B_00	あぶないところ\nだったけど…{[1100|02cd04006f006800]}
RandomQuest34_Cleared_B_01	ギリギリ　しめきりに\nまにあったよ{[1100|02cd080067006c0061006400]}{[1100|00cd0e0073006d0069006c0065005f004500]}
RandomQuest34_WindowMsg	しめきり　せまる！\n{r2[しょうせつ]}小説{/r2}の{r2[ぶたい]}舞台{/r2}を\n{r2[しゅざい]}取材{/r2}してきて！
RandomQuest34_InfoMsg	{[1002|00cd]}を　{r2[しゅざい]}取材{/r2}してこよう！
RandomQuest34C_Main_B_00	{r2[もとにんきさっか]}元人気作家{/r2}の\n{[0f01|00cd]}です{[1100|00cd1400730075007200700072006900730065005f004500]}
RandomQuest34C_Main_B_01	{r2[さいきん]}最近{/r2}　ヒット{r2[さく]}作{/r2}に\nめぐまれないんだよ{[1100|02cd100073006f00720072006f0077005f004500]}{[1100|02cd0c00770065006c006c0030003100]}{[1100|00cd10006e006f0072006d0061006c005f004500]}
RandomQuest34C_Main_B_02	{r2[あいよう]}愛用{/r2}の　ペンを\nなくしちゃってね{[1100|00cd0c00770065006c006c0030003000]}
RandomQuest34C_Main_B_03	それから　どうも\n{r2[ちょうし]}調子{/r2}が{r2[で]}出{/r2}ないの{[1100|02cd08006f00680030003100]}
RandomQuest34C_Main_B_04	よかったら　さがすの\n{r2[て]}手{/r2}つだってくれない？{[1100|02cd0c00770065006c006c0030003000]}{[1100|00cd08007700610069007400]}
RandomQuest34C_Yes_B_00	ありがとう\nさっそく　{r2[い]}行{/r2}こう{[1100|02cd06006e006f006400]}{[1100|00cd06006e006f006400]}
RandomQuest34C_Yes_B_01	{[1002|00cd]}で\nなくしたと{r2[おも]}思{/r2}うんだ{[1100|02cd100073006f00720072006f0077005f004500]}{[1100|00cd10006e006f0072006d0061006c005f004500]}
RandomQuest34C_No_B_00	そっかー{[1100|02cd18006400690073006100700070006f0069006e00740065006400]}{[1100|00cd0c00770065006c006c0030003000]}
RandomQuest34C_No_B_01	ひとりで\n{r2[み]}見{/r2}つけられるかな{[1100|02cd0a0074006900720065006400]}{[1100|00cd100073006f00720072006f0077005f004500]}
RandomQuest34_Stick	あっ！
RandomQuest34_Defeat	やった！
RandomQuest34_ReturnFace	みつけた！
ClearRandomQuest34C_first_E_00	{r2[かいぶつ]}怪物{/r2}の　お{r2[なか]}腹{/r2}の{r2[なか]}中{/r2}に\nあったよ…{[1100|04cd160073006300720061007400630068004800650061006400]}{[1100|00cd1400730075007200700072006900730065005f004500]}
ClearRandomQuest34C_first_E_01	べとべとするけど\n{r2[あら]}洗{/r2}えば　つかえそう{[1100|04cd0a006e006f00640030003100]}{[1100|00cd10006e006f0072006d0061006c005f004500]}
ClearRandomQuest34C_first_E_02	なんと　お{r2[れい]}礼{/r2}を\n{r2[い]}言{/r2}えばいいか{[1100|04cd08006700690076006500]}{[1100|00cd0e0073006d0069006c0065005f004500]}
ClearRandomQuest34C_second_E_00	よし　{r2[かえ]}帰{/r2}って\n{r2[か]}書{/r2}きまくるぞー！{[1100|04cd0e007200650063006f00760065007200]}
RandomQuest34C_Cleared_B_00	すごい　いきおいで\n{r2[ふで]}筆{/r2}がすすむよ{[1100|02cd06006a006f007900]}{[1100|00cd0e0073006d0069006c0065005f004500]}
RandomQuest34C_Cleared_B_01	これは\n{r2[めいさく]}名作{/r2}の{r2[よかん]}予感{/r2}！{[1100|02cd080067006c0061006400]}
RandomQuest34C_WindowMsg	{r2[あいよう]}愛用{/r2}のペンをなくして\n{r2[ちょうし]}調子{/r2}が{r2[で]}出{/r2}ない！\nいっしょに　さがして！
RandomQuest34C_InfoMsg	{[1002|00cd]}で　ペンを　さがそう！
RandomQuest35_Main_B_00	{[0f04|00cd]}　おしゃれな\n{[0f01|00cd]}でーす{[1100|02cd1000770061006b007500770061006b007500]}{[1100|00cd0e0073006d0069006c0065005f004500]}
RandomQuest35_Main_B_01	さいきん　{r2[たいしぼう]}体脂肪{/r2}が\nふえたみたいで…{[1100|02cd10006e006f0072006d0061006c005f004500]}{[1100|00cd10006e006f0072006d0061006c005f004500]}
RandomQuest35_Main_B_02	お{r2[き]}気{/r2}に{r2[い]}入{/r2}りの{r2[ふく]}服{/r2}が\n{r2[き]}着{/r2}られないの！{[1100|02cd1400730075007200700072006900730065005f004500]}{[1100|00cd0c00770065006c006c0030003000]}
RandomQuest35_Main_B_03	なんとか　{r2[たいしぼう]}体脂肪{/r2}を\nへらさないと！{[1100|02cd100073006f00720072006f0077005f004500]}
RandomQuest35_Main_B_04	それで　ジョギングを\nはじめようと{r2[おも]}思{/r2}って{[1100|02cd06006e006f006400]}
RandomQuest35_Main_B_05	コースの　{r2[あんぜんかくにん]}安全確認{/r2}\nおねがいできるかな？{[1100|02cd16006c0069006b006500570069006e006b004c005f004500]}{[1100|00cd08007700610069007400]}
RandomQuest35_Yes_B_00	じゃあ\nまかせるね{[1100|02cd06006e006f006400]}{[1100|00cd0e0073006d0069006c0065005f004500]}
RandomQuest35_Yes_B_01	{[1002|00cd]}を\n{r2[み]}見{/r2}てきてもらえる？{[1100|02cd10006e006f0072006d0061006c005f004500]}{[1100|00cd10006e006f0072006d0061006c005f004500]}{[1100|00cd0a006e006f00640030003100]}
RandomQuest35_No_B_00	こまったなー{[1100|02cd100073006f00720072006f0077005f004500]}{[1100|00cd10006e006f0072006d0061006c005f004500]}
RandomQuest35_No_B_01	{r2[しょくじせいげん]}食事制限{/r2}するしか\nないのか…{[1100|02cd04006f006800]}
RandomQuest35_Order_B_00	おしゃれな　スニーカー\n{r2[か]}買{/r2}っちゃった{[1100|02cd1000770061006b007500770061006b007500]}
RandomQuest35_Order_B_01	ジョギングの{r2[じゅんび]}準備{/r2}は\nバッチリだよ{[1100|00cd0e0073006d0069006c0065005f004500]}
ClearRandomQuest35_first_E_00	わー　{r2[かいぶつ]}怪物{/r2}\nいっぱいだね{[1100|04cd0a0073006500610063006800]}
ClearRandomQuest35_first_E_01	ここを　{r2[はし]}走{/r2}るのは\nあぶないかな{[1100|04cd100073006f00720072006f0077005f004500]}
ClearRandomQuest35_first_E_02	{r2[かくにん]}確認{/r2}　どうも\nありがとね{[1100|04cd0a006e006f00640030003100]}{[1100|00cd0e0073006d0069006c0065005f004500]}
ClearRandomQuest35_second_E_00	やっぱり　ジョギングは\nやめとこっと{[1100|04cd1200730074007200650074006300680030003000]}{[1100|00cd10006e006f0072006d0061006c005f004500]}
ClearRandomQuest35_second_E_01	どうやって\nやせようかなー{[1100|04cd0c00770065006c006c0030003100]}{[1100|04cd0e0062006c0069006e006b005f004500]}
RandomQuest35_Cleared_B_00	{r2[らく]}楽{/r2}して　やせる{r2[ほうほう]}方法{/r2}\nないかなー{[1100|02cd100063006100720065006600720065006500]}
RandomQuest35_WindowMsg	ジョギングして\nやせたい！\nコースを{r2[み]}見{/r2}てきて！
RandomQuest35_InfoMsg	{[1002|00cd]}を　{r2[あんぜんかくにん]}安全確認{/r2}してこよう！
RandomQuest35C_Main_B_00	おしゃれマスター\n{[0f01|00cd]}です{[1100|02cd080067006c0061006400]}{[1100|00cd0e0073006d0069006c0065005f004500]}
RandomQuest35C_Main_B_01	あらゆる　おしゃれを\n{r2[き]}着{/r2}こなした　{[0f04|00cd]}{[1100|02cd0e0062006c0069006e006b005f004500]}{[1100|00cd10006e006f0072006d0061006c005f004500]}
RandomQuest35C_Main_B_02	{r2[さいきん]}最近{/r2}の　ファッションに\n{r2[まんぞく]}満足{/r2}できなくて…{[1100|02cd08006f00680030003100]}
RandomQuest35C_Main_B_03	{r2[あたら]}新{/r2}しい{r2[せかい]}世界{/r2}を\nさがしてるんだ{[1100|02cd10006e006f0072006d0061006c005f004500]}
RandomQuest35C_Main_B_04	{[1002|00cd]}に\nいるんだって{[1100|02cd0c00770065006c006c0030003000]}
RandomQuest35C_Main_B_05	{r2[かいぶつかい]}怪物界{/r2}の\nおしゃれマスターが！{[1100|02cd1000770061006b007500770061006b007500]}{[1100|00cd1400730075007200700072006900730065005f004500]}
RandomQuest35C_Main_B_06	{r2[あ]}会{/r2}ってみたいな\nつれてって！{[1100|00cd0c00770065006c006c0030003000]}
RandomQuest35C_Yes_B_00	キミも　なかなかの\nおしゃれさんだね{[1100|00cd0e0073006d0069006c0065005f004500]}{[1100|00cd160073006300720061007400630068004800650061006400]}
RandomQuest35C_No_B_00	キミ　おしゃれに\n{r2[きょうみ]}興味{/r2}ないの？{[1100|02cd0a0074006900720065006400]}{[1100|00cd160073006300720061007400630068004800650061006400]}
RandomQuest35_Stick	あっ！
RandomQuest35_Defeat	ステキ！
RandomQuest35_ReturnFace	スタイリッシュ！
ClearRandomQuest35C_first_E_00	さすが　{r2[かいぶつかい]}怪物界{/r2}の\nおしゃれマスター{[1100|04cd080067006c0061006400]}
ClearRandomQuest35C_first_E_01	{r2[にんげん]}人間{/r2}を{r2[ちょうえつ]}超越{/r2}した\nセンスだった…{[1100|04cd0e0062006c0069006e006b005f004500]}
ClearRandomQuest35C_first_E_02	カンゲキしたよ\nありがとう{[1100|04cd08006700690076006500]}{[1100|00cd0e0073006d0069006c0065005f004500]}
ClearRandomQuest35C_second_E_00	あのセンス　{r2[さんこう]}参考{/r2}に\nさせてもらおう{[1100|04cd06006e006f006400]}
RandomQuest35C_Cleared_B_00	{r2[かいぶつりゅう]}怪物流{/r2}\nファッション…{[1100|02cd14006e00610072006300690073007300690073007400]}
RandomQuest35C_Cleared_B_01	{r2[いっぱんじん]}一般人{/r2}には　まだ\n{r2[りかい]}理解{/r2}できないか{[1100|03cd0a0074006900720065006400]}{[1100|00cd0c00770065006c006c0030003000]}
RandomQuest35C_WindowMsg	{r2[さいきん]}最近{/r2}のファッションに\n{r2[まんぞく]}満足{/r2}できない！\n{r2[み]}見{/r2}たい　{r2[あたら]}新{/r2}しい{r2[せかい]}世界{/r2}を！
RandomQuest35C_InfoMsg	{[1002|00cd]}の　おしゃれ{r2[かいぶつ]}怪物{/r2}を　{r2[み]}見{/r2}にいこう！
RandomQuest36_Main_B_00	{[0f04|00cd]}は　{r2[びしょくか]}美食家{/r2}\n{[0f01|00cd]}{[1100|02cd0e007200650063006f00760065007200]}{[1100|00cd0e0073006d0069006c0065005f004500]}
RandomQuest36_Main_B_01	{r2[ながねん]}長年{/r2}　{r2[きゅうきょく]}究極{/r2}の{r2[ちんみ]}珍味{/r2}を\nもとめてきた{[1100|02cd0e0062006c0069006e006b005f004500]}{[1100|00cd10006e006f0072006d0061006c005f004500]}
RandomQuest36_Main_B_02	そして　ついに\n{r2[じょうほう]}情報{/r2}をつかんだぞ！{[1100|02cd10006e006f0072006d0061006c005f004500]}
RandomQuest36_Main_B_03	{r2[きゅうきょく]}究極{/r2}の{r2[ちんみ]}珍味{/r2}が\nみつかる{r2[ばしょ]}場所{/r2}の！{[1100|02cd080067006c0061006400]}
RandomQuest36_Main_B_04	その{r2[ばしょ]}場所{/r2}とは\n{[1002|00cd]}
RandomQuest36_Main_B_05	キミ　ちょっと\nさがしてきてよ{[1100|02cd06006e006f006400]}{[1100|00cd0c00770065006c006c0030003000]}
RandomQuest36_Yes_B_00	すまんね\n{r2[れい]}礼{/r2}は　はずむよ{[1100|02cd06006e006f006400]}{[1100|00cd1000630061006c006d0044006f0077006e00]}
RandomQuest36_No_B_00	しかたない\n{r2[ほか]}他{/r2}を　あたるか{[1100|02cd08006f00680030003100]}{[1100|00cd1000630061006c006d0044006f0077006e00]}
RandomQuest36_Order_B_00	{r2[きゅうきょく]}究極{/r2}の{r2[ちんみ]}珍味{/r2}かー{[1100|02cd0e0062006c0069006e006b005f004500]}
RandomQuest36_Order_B_01	クチにするのが\n{r2[たの]}楽{/r2}しみだよ{[1100|02cd0e0073006d0069006c0065005f004500]}{[1100|00cd0e0073006d0069006c0065005f004500]}
ClearRandomQuest36_first_E_00	{r2[たの]}楽{/r2}しみすぎて\nついてきちゃった{[1100|04cd0e0073006d0069006c0065005f004500]}
ClearRandomQuest36_first_E_01	さて　どこかな\n{r2[きゅうきょく]}究極{/r2}の{r2[ちんみ]}珍味{/r2}は{[1100|04cd0600730065006500]}{[1101|00cd08006700690076006500]}
ClearRandomQuest36_first_E_02	これかーっ！{[1100|04cd1200730075007200700072006900730065006400]}{[1100|00cd0e0073006d0069006c0065005f004500]}
ClearRandomQuest36_first_E_03	{r2[た]}食{/r2}べる{r2[まえ]}前{/r2}に\n{r2[やくそく]}約束{/r2}のモノを{[1100|04cd08006700690076006500]}{[1100|00cd06006a006f007900]}
ClearRandomQuest36_second_E_00	それでは\nいただきまーす{[1100|04cd0e0073006d0069006c0065005f004500]}{[1100|00cd08007700610069007400]}
ClearRandomQuest36_second_E_01	{[1201]}もぐもぐ{[1100|04cd0600650061007400]}
ClearRandomQuest36_second_E_02	{[1200|2600530045005f0043004d004e005f004d00490049005f0053005500520050005200490053004500]}{[1201]}！{[1100|04cd1200730075007200700072006900730065006400]}{[1100|00cd1400730075007200700072006900730065005f004500]}
ClearRandomQuest36_second_E_03	オエー！{[1100|04cd18006400690073006100700070006f0069006e00740065006400]}
ClearRandomQuest36_second_E_04	ひとをえらぶ\n{r2[あじ]}味{/r2}だね…{[1100|04cd0a0074006900720065006400]}{[1100|00cd100073006f00720072006f0077005f004500]}
RandomQuest36_Cleared_B_00	{r2[きゅうきょく]}究極{/r2}の{r2[ちんみ]}珍味{/r2}は\nスゴイ{r2[あじ]}味{/r2}だったよ{[1100|02cd0e0062006c0069006e006b005f004500]}
RandomQuest36_Cleared_B_01	いろんな\n{r2[いみ]}意味{/r2}で{[1100|02cd04006f006800]}{[1100|00cd0800770065006c006c00]}
RandomQuest36_WindowMsg	{r2[きゅうきょく]}究極{/r2}の{r2[ちんみ]}珍味{/r2}を\nさがしてきて！
RandomQuest36_InfoMsg	{[1002|00cd]}で　{r2[きゅうきょく]}究極{/r2}の{r2[ちんみ]}珍味{/r2}を　さがそう！
RandomQuest36C_Main_B_00	おいしいもの{r2[だいす]}大好{/r2}き\n{[0f04|00cd]}　{[0f01|00cd]}{[1100|02cd0e0073006d0069006c0065005f004500]}
RandomQuest36C_Main_B_01	でも　ちょっと\n{r2[た]}食{/r2}べすぎかな{[1100|02cd160073006300720061007400630068004800650061006400]}
RandomQuest36C_Main_B_02	{r2[けんこう]}健康{/r2}にも\n{r2[ちゅうい]}注意{/r2}しないとね{[1100|02cd06006e006f006400]}{[1100|00cd0c00770065006c006c0030003000]}
RandomQuest36C_Main_B_03	それで　たまには\n{r2[うんどう]}運動{/r2}しようかと{[1100|02cd10006e006f0072006d0061006c005f004500]}
RandomQuest36C_Main_B_04	ねえ　いっしょに\n{r2[たび]}旅{/r2}をしない？{[1100|02cd0c00770065006c006c0030003000]}{[1100|00cd08007700610069007400]}
RandomQuest36C_Yes_B_00	{r2[うんどう]}運動{/r2}も　{r2[たの]}楽{/r2}しく\nやりたいよね{[1100|02cd06006e006f006400]}
RandomQuest36C_Yes_B_01	{[1002|00cd]}へ\nレッツゴー！{[1100|02cd080067006c0061006400]}{[1100|00cd0e0073006d0069006c0065005f004500]}
RandomQuest36C_No_B_00	キミは\n{r2[ふけんこう]}不健康{/r2}だね{[1100|02cd100073006f00720072006f0077005f004500]}{[1100|00cd100073006f00720072006f0077005f004500]}
RandomQuest36_Stick	ガクッ
RandomQuest36_Defeat	おいしいっ！
RandomQuest36_ReturnFace	ふーっ
ClearRandomQuest36C_first_E_00	いい{r2[あせ]}汗{/r2}\nかいたよ{[1100|04cd0e0073006d0069006c0065005f004500]}
ClearRandomQuest36C_first_E_01	つきあってくれて\nありがとう{[1100|04cd10006e006f0072006d0061006c005f004500]}{[1100|00cd0e0073006d0069006c0065005f004500]}
ClearRandomQuest36C_second_E_00	さて{[1100|00cd10006e006f0072006d0061006c005f004500]}
ClearRandomQuest36C_second_E_01	つかったエネルギー\nとりもどさないと{[1100|04cd0e0073006d0069006c0065005f004500]}{[1100|00cd10006e006f0072006d0061006c005f004500]}
ClearRandomQuest36C_second_E_02	いただきまーす{[1100|04cd0600650061007400]}{[1100|00cd1400730075007200700072006900730065005f004500]}
RandomQuest36C_Cleared_B_00	{r2[あせ]}汗{/r2}かいたあとの\n{r2[しょくじ]}食事{/r2}はサイコーだね{[1100|02cd0e007200650063006f00760065007200]}
RandomQuest36C_WindowMsg	{r2[た]}食{/r2}べすぎで{r2[けんこう]}健康{/r2}が\nちょっと{r2[しんぱい]}心配{/r2}…\nよし　{r2[うんどう]}運動{/r2}しよう！
RandomQuest36C_InfoMsg	{[1002|00cd]}を　いっしょに　{r2[たび]}旅{/r2}しよう！
RandomPresent_WindowMsg_Love00	すごく　{r2[き]}気{/r2}に{r2[い]}入{/r2}ったみたい！\n{r2[たびびと]}旅人{/r2}の{r2[まち]}町{/r2}に　もどろう！
RandomPresent_WindowMsg_Like00	{r2[き]}気{/r2}に{r2[い]}入{/r2}ったみたい！\n{r2[たびびと]}旅人{/r2}の{r2[まち]}町{/r2}に　もどろう！
RandomPresent_WindowMsg_Normal00	まあまあ　だったのかな？\n{r2[たびびと]}旅人{/r2}の{r2[まち]}町{/r2}に　もどろう
RandomPresent_WindowMsg_Dislike00	{r2[き]}気{/r2}に{r2[い]}入{/r2}らなかったのかな…\n{r2[たびびと]}旅人{/r2}の{r2[まち]}町{/r2}に　もどろう
RandomPresent_WindowMsg_Hate00	ぜんぜんダメみたい…\n{r2[たびびと]}旅人{/r2}の{r2[まち]}町{/r2}に　もどろう
RescueQuest00_Main_B_00	はあ\nまったく…{[1100|02cd0a0074006900720065006400]}
RescueQuest00_Main_A_01	{[1200|2600530045005f0043004d004e005f004d00490049005f005100550045005300540049004f004e00]}{[1201]}？{[1100|00cd0c00770065006c006c0030003000]}
RescueQuest00_Main_B_02	{r2[き]}聞{/r2}いてくれる？{[1100|02cd0c00770065006c006c0030003100]}
RescueQuest00_Main_B_03	{[0f04|00cd]}の　{r2[とも]}友{/r2}だちの\n{[0f01|01cd]}がね{[1100|00cd1000630061006c006d0044006f0077006e00]}
RescueQuest00_Main_B_04	また　{r2[みち]}道{/r2}に{r2[まよ]}迷{/r2}った\nみたいなんだ{[1100|02cd0a0077006800650072006500]}
RescueQuest00_Main_A_05	また？{[1100|00cd0c00770065006c006c0030003100]}
RescueQuest00_Main_B_06	{[0f01|01cd]}は　{r2[りょこう]}旅行{/r2}が\n{r2[しゅみ]}趣味{/r2}なんだけど{[1100|02cd1000630061006c006d0044006f0077006e00]}
RescueQuest00_Main_B_07	いつも　きまって\n{r2[まいご]}迷子{/r2}になるんだよ！{[1100|02cd0a0073006500610063006800]}
RescueQuest00_Main_B_08	ほんとに　{r2[せわ]}世話{/r2}が\nやけるなあ{[1100|02cd04006f006800]}
RescueQuest00_Main_B_09	キミ　わるいけど\nさがしてくれない？{[1100|00cd1000630061006c006d0044006f0077006e00]}
RescueQuest00C_Main_B_00	はあ\nまったく…{[1100|02cd0a0074006900720065006400]}
RescueQuest00C_Main_A_01	{[1200|2600530045005f0043004d004e005f004d00490049005f005100550045005300540049004f004e00]}{[1201]}？{[1100|00cd0c00770065006c006c0030003000]}
RescueQuest00C_Main_B_02	{r2[き]}聞{/r2}いてくれる？{[1100|02cd0c00770065006c006c0030003100]}
RescueQuest00C_Main_B_03	{[0f04|00cd]}の　{r2[とも]}友{/r2}だちの\n{[0f01|01cd]}がね{[1100|00cd1000630061006c006d0044006f0077006e00]}
RescueQuest00C_Main_B_04	また　{r2[みち]}道{/r2}に{r2[まよ]}迷{/r2}った\nみたいなんだ{[1100|02cd0a0077006800650072006500]}
RescueQuest00C_Main_A_05	また？{[1100|00cd0c00770065006c006c0030003100]}
RescueQuest00C_Main_B_06	{[0f01|01cd]}は　{r2[りょこう]}旅行{/r2}が\n{r2[しゅみ]}趣味{/r2}なんだけど{[1100|02cd1000630061006c006d0044006f0077006e00]}
RescueQuest00C_Main_B_07	いつも　きまって\n{r2[まいご]}迷子{/r2}になるんだよ！{[1100|02cd0a0073006500610063006800]}
RescueQuest00C_Main_B_08	ほんとに　{r2[せわ]}世話{/r2}が\nやけるなあ{[1100|02cd04006f006800]}
RescueQuest00C_Main_B_09	キミ　さがしてくれない？\n{[0f04|00cd]}も　{r2[い]}行{/r2}くからさ{[1100|00cd1000630061006c006d0044006f0077006e00]}
RescueQuest00_Yes_B_00	しんせつな\nひとだ！{[1100|02cd080067006c0061006400]}{[1100|00cd0e0073006d0069006c0065005f004500]}
RescueQuest00_No_B_00	{[0f01|01cd]}\nかわいそうに…{[1100|02cd08006f00680030003100]}{[1100|00cd100073006f00720072006f0077005f004500]}
RescueQuest00C_Yes_B_00	よろしくね！{[1100|02cd080067006c0061006400]}{[1100|00cd0e0073006d0069006c0065005f004500]}
RescueQuest00C_No_B_00	{[0f01|01cd]}は\n{r2[み]}見{/r2}すてられた…{[1100|02cd08006f00680030003100]}{[1100|00cd100073006f00720072006f0077005f004500]}
RescueQuest00_Order_B_00	{[0f01|01cd]}は\nだいじな{r2[とも]}友{/r2}だちなんだ{[1100|02cd08006f00680030003100]}
RescueQuest00_Order_B_01	めんどくさいやつ\nだけどね…{[1100|02cd06006e006f006400]}
RescueQuest00_Defeat	なんだなんだ！？
RescueQuest00_ReturnFace	おおーっ！
ClearRescueQuest00_first_E_00	{[0f01|01cd]}！{[1100|04cd0c00770065006c006c0030003000]}
ClearRescueQuest00_first_F_01	あっ　{[0f01|00cd]}\nすごい　{r2[たいけん]}体験{/r2}したよ！{[1100|05cd18007700680061007400480061007000700065006e0030003100]}{[1100|05cd0e0073006d0069006c0065005f004500]}
ClearRescueQuest00_first_F_02	これだから　{r2[りょこう]}旅行{/r2}は\nやめられない{[1100|05cd1000770061006b007500770061006b007500]}{[1100|04cd0e0061006e006700650072005f004500]}
ClearRescueQuest00_first_E_03	キミは　ほんとに\nこりないね…{[1100|04cd12007100750061007200720065006c0030003100]}
ClearRescueQuest00_first_a_E_00	ほら　ちゃんと\nお{r2[れい]}礼{/r2}{r2[い]}言{/r2}って！{[1100|04cd1000630061006c006d0044006f0077006e00]}
ClearRescueQuest00_first_a_F_01	へへへ\nありがと！{[1100|05cd160073006300720061007400630068004800650061006400]}{[1101|05cd0e0073006d0069006c0065005f004500]}
ClearRescueQuest00_first_a_E_02	ほんと\nありがとね{[1101|00cd0e0073006d0069006c0065005f004500]}
ClearRescueQuest00_first_a_E_03	お{r2[れい]}礼{/r2}に　コレを\nうけとって{[1101|04cd08006700690076006500]}
ClearRescueQuest00_second_F_00	さて　{r2[つぎ]}次{/r2}は　どこを\n{r2[りょこう]}旅行{/r2}しようかな{[1100|05cd100063006100720065006600720065006500]}
ClearRescueQuest00_second_E_01	ちょっとは\n{r2[はんせい]}反省{/r2}しなさい！{[1100|04cd08006f00680030003100]}
ClearRescueQuest00C_first_E_00	{[0f01|01cd]}！{[1100|04cd0c00770065006c006c0030003000]}
ClearRescueQuest00C_first_F_01	あっ　{[0f01|00cd]}\nすごい　{r2[たいけん]}体験{/r2}したよ！{[1100|05cd18007700680061007400480061007000700065006e0030003100]}{[1100|05cd0e0073006d0069006c0065005f004500]}
ClearRescueQuest00C_first_F_02	これだから　{r2[りょこう]}旅行{/r2}は\nやめられない{[1100|05cd1000770061006b007500770061006b007500]}{[1100|04cd1400730075007200700072006900730065005f004500]}
ClearRescueQuest00C_first_E_03	キミは　ほんとに\nこりないね…{[1100|04cd18006400690073006100700070006f0069006e00740065006400]}
ClearRescueQuest00C_first_a_E_00	ほら　ちゃんと\nお{r2[れい]}礼{/r2}{r2[い]}言{/r2}って！{[1100|04cd1000630061006c006d0044006f0077006e00]}
ClearRescueQuest00C_first_a_F_01	へへへ\nありがと！{[1100|05cd160073006300720061007400630068004800650061006400]}{[1101|05cd0e0073006d0069006c0065005f004500]}
ClearRescueQuest00C_first_a_E_02	ほんと\nありがとね{[1101|00cd0e0073006d0069006c0065005f004500]}{[1100|04cd06006e006f006400]}
ClearRescueQuest00C_first_a_E_03	お{r2[れい]}礼{/r2}に　コレを\nうけとって{[1101|04cd08006700690076006500]}
ClearRescueQuest00C_second_F_00	さて　{r2[つぎ]}次{/r2}は　どこを\n{r2[りょこう]}旅行{/r2}しようかな{[1100|05cd100063006100720065006600720065006500]}
ClearRescueQuest00C_second_E_01	もう\nかんべんして…{[1100|04cd08006f00680030003100]}
RescueQuest00_Cleared_B_00	{[0f01|01cd]}は\nこりないなあ{[1100|02cd0c00770065006c006c0030003100]}{[1100|02cd100073006f00720072006f0077005f004500]}
RescueQuest00_Cleared_B_01	でも　{r2[ほう]}放{/r2}って\nおけないんだよね{[1100|02cd04006f006800]}
RescueQuest00_WindowMsg	{r2[とも]}友{/r2}だちの　{[0f01|01cd]}が\nまた　{r2[まいご]}迷子{/r2}になった！\nさがして！
RescueQuest00_InfoMsg	{[0f01|01cd]}を　さがそう！
RescueQuest00C_WindowMsg	{r2[とも]}友{/r2}だちの　{[0f01|01cd]}が\nまた　{r2[まいご]}迷子{/r2}になった！\nいっしょに　さがして！
RescueQuest00C_InfoMsg	{[0f01|01cd]}を　いっしょに　さがそう！
RescueQuest01_Main_B_00	あわわわ\nどうしよう…{[1100|02cd100061006600720061006900640030003100]}
RescueQuest01_Main_B_01	{r2[とも]}友{/r2}だちの\n{[0f01|01cd]}が…{[1100|02cd100073006f00720072006f0077005f004500]}{[1100|00cd0c00770065006c006c0030003000]}
RescueQuest01_Main_B_02	{[0f01|01cd]}が\nさらわれたんだ！{[1100|02cd1400730075007200700072006900730065005f004500]}{[1100|00cd1000730074006100720074006c0065006400]}
