album.msbt
armor.msbt
Fighter00	Squire Armor
W5-Wonder01_A_01	We were just on the plains\na moment ago...{[1100|00cd0c00770065006c006c0030003000]}
W5-Wonder01_A_02	And now we're\nhere in the forest.{[1100|00cd0a0073006500610063006800]}
W5-Wonder01_A_03	They really do have\neverything here!
W5-Wonder01_A_04	How Peculia!{[1100|00cd14006e00610072006300690073007300690073007400]}
W5-Wonder02_A_00	Ugh, it's too hot!{[1100|00cd0a0074006900720065006400]}
W5-Wonder02_B_01	The forest was so\nnice and cool.{[1100|01cd0c00770065006c006c0030003000]}
W5-Wonder02_B_02	And now\nthis desert!{[1100|01cd1400730075007200700072006900730065005f004500]}
W5-Wonder02_B_03	Just what we've come\nto expect from Peculia...{[1100|01cd0e0062006c0069006e006b005f004500]}{[1100|01cd0a006e006f00640030003100]}
W5-Wonder02_A_04	No matter how often\nI say the name...{[1100|00cd0e0062006c0069006e006b005f004500]}{[1100|01cd10006e006f0072006d0061006c005f004500]}
W5-Wonder02_A_05	I can't get over\nhow peculiar it is.{[1100|00cd10006e006f0072006d0061006c005f004500]}
W5-Wonder02_A_06	I wish it'd stop\nsurprising us!{[1100|00cd04006f006800]}
W5-SkyLand00_A_00	{[1100|00cd1200730075007200700072006900730065006400]}{[1100|01cd14007700680061007400480061007000700065006e00]}Look, {[0300|01cd]}!\nWe're above the clouds!
W5-SkyLand00_A_01	{[1100|00cd06006a006f007900]}{[1100|01cd06006e006f006400]}The clouds are so fluffy!
W5-SkyLand00_B_02	{[1100|01cd06006a006f007900]}Yeah, so light and soft!
W5-SkyLand00_A_03	{[1100|00cd100067006f006f0064004d006f006f006400]}Yay!
W5-SkyLand00_B_04	{[1100|01cd100067006f006f0064004d006f006f006400]}Wahoo!
W5-SkyLand01_A_00	Agh, I'm beat.{[1100|00cd0a0074006900720065006400]}
W5-SkyLand01_A_01	Never thought there'd\nbe so many monsters.{[1100|00cd08006f00680030003100]}
W5-SkyLand01_B_02	It's terrible!{[1100|01cd0e0062006c0069006e006b005f004500]}{[1100|00cd1000630061006c006d0044006f0077006e00]}
W5-SkyLand01_B_03	But if I put my mind to it...{[1100|01cd14006e00610072006300690073007300690073007400]}{[1100|00cd1400730075007200700072006900730065005f004500]}
W5-SkyLand01_B_04	I can defeat anything!{[1100|01cd0e00640061006e006300650030003000]}
W5-SkyLand01_A_05	Is this some kind\nof new move?{[1100|00cd0c00670061007a0065005f004500]}{[1100|01cd1400730075007200700072006900730065005f004500]}{[1101|01cd0e0062006c0069006e006b005f004500]}
W5-SkyLand02_A_00	Whew, pretty pooped!{[1100|00cd08007900610077006e00]}
W5-SkyLand02_A_01	Can't wait to get some\nshut-eye at the inn.{[1100|01cd0a006e006f00640030003100]}{[1100|01cd0e0062006c0069006e006b005f004500]}
W5-SkyLand02_B_02	Speaking of which,\nthe inns here...{[1100|00cd1000630061006c006d0044006f0077006e00]}{[1100|01cd0c00770065006c006c0030003000]}
W5-SkyLand02_B_03	Is it just me, or are they\nsuper comfortable?{[1100|01cd0e0073006d0069006c0065005f004500]}
W5-SkyLand02_A_04	That's because...{[1100|01cd1000630061006c006d0044006f0077006e00]}
W5-SkyLand02_A_05	the mattresses are\nstuffed with clouds.{[1100|00cd0a006e006f00640030003100]}
W5-SkyLand02_B_06	Oh, are they?!{[1100|01cd1000730074006100720074006c0065006400]}
W5-SkyLand02_B_07	Now that I know that...{[1100|01cd0c00770065006c006c0030003100]}{[1100|01cd0e0062006c0069006e006b005f004500]}
W5-SkyLand02_B_08	I want to dive\nstraight into bed!{[1100|01cd1000770061006b007500770061006b007500]}{[1100|00cd0e0073006d0069006c0065005f004500]}
W5-SkyLand02_A_09	Me too! Let's\nfind an inn!{[1100|00cd080067006f0047006f00]}
W5-SkyLand03_A_00	{[1100|00cd0a0077006800650072006500]}Wow, this building...
W5-SkyLand03_A_01	{[1100|00cd160069006d0070007200650073007300650064005f004500]}It's all shiny and sparkly!
W5-SkyLand03_F_02	{[1100|04cd0e0073006d0069006c0065005f004500]}Hee hee, that's right.
W5-SkyLand03_F_03	{[1100|04cd1000630061006c006d0044006f0077006e00]}{[1100|00cd0c00770065006c006c0030003000]}This is where the\nrobots are made.
W5-SkyLand03_F_04	{[1100|00cd1400730075007200700072006900730065005f004500]}{[1100|04cd100062006100740074006c00650049006e00]}Robots are ultra-\nhigh-tech machines!
W5-SkyLand03_F_05	{[1100|00cd0c00770065006c006c0030003000]}{[1100|04cd14006e00610072006300690073007300690073007400]}They can only be built\nin extremely clean places.
W5-SkyLand03_A_06	{[1100|00cd06006e006f006400]}{[1100|04cd1000630061006c006d0044006f0077006e00]}Wow!
W5-SkyLand03_F_07	{[1100|04cd0e0061006e006700650072005f004500]}{[1100|04cd0a006e006f00640030003100]}{[1100|00cd1000730074006100720074006c0065006400]}Even the tiniest speck of\ndust is not permitted!{[1101|04cd1000630061006c006d0044006f0077006e00]}{[1101|00cd1000630061006c006d0044006f0077006e00]}
W5-SkyLand03_A_08	{[1100|00cd160073006300720061007400630068004800650061006400]}Good thing I wore\nclean clothes...{[1101|00cd1000630061006c006d0044006f0077006e00]}
W7-Sea00_B_00	Look, look, {[0300|00cd]}!{[1100|01cd14007700680061007400480061007000700065006e00]}
W7-Sea00_B_01	The horizon is\nshimmering!{[1100|01cd06006a006f007900]}
W7-Sea00_A_02	The reflection of the\nsun is so beautiful!{[1100|00cd080067006c0061006400]}
W7-Sea00_B_03	The sea's so\nbig and wide!{[1100|01cd160069006d0070007200650073007300650064005f004500]}
W7-Sea00_A_04	The view seems to\ngo on forever.{[1100|00cd1000770061006b007500770061006b007500]}
W7-Sea00_B_05	Yeah!\nLet's go!{[1100|01cd100067006f006f0064004d006f006f006400]}
W7-Sea00_A_06	{[1100|00cd100067006f006f0064004d006f006f006400]}Wahoo!
W7-BeNotFall00_A_00	The neon lights\nare so gaudy...{[1100|00cd100073006f00720072006f0077005f004500]}
W7-BeNotFall00_A_01	And this town smells\nof danger.{[1100|00cd0600630072007900]}
W7-BeNotFall00_B_02	It's fine!{[1100|01cd100062006100740074006c00650049006e00]}{[1100|00cd1000730074006100720074006c0065006400]}
W7-BeNotFall00_B_03	I'm here with you.{[1100|01cd080067006c0061006400]}
W7-BeNotFall00_B_04	I'm right by your side,\nso no need to worry.{[1100|01cd16006c0069006b006500570069006e006b004c005f004500]}{[1100|00cd0c00770065006c006c0030003000]}
W7-BeNotFall00_A_05	{[1400]}{[0300|01cd]}...{[1100|00cd160069006d0070007200650073007300650064005f004500]}{[1100|01cd16006c0069006b006500570069006e006b0052005f004500]}
medal.msbt
monster_title	Thrashed {[0200|00030000]} unique monsters
monster_desc	You've defeated {[0200|00030000]} different kinds\nof monsters found in Miitopia.
monster_all_title	Monsters' worst nightmare
monster_all_desc	You've defeated at least one of each\ntype of monster found in Miitopia.
dish_title	{[0200|00030000]} culinary experiences
dish_desc	You've obtained {[0200|00030000]} different foods.
dish_all_title	Fearsome foodie
dish_all_desc	You've obtained every possible\nMiitopian food. You must be\na true gourmet.
weapon_title	Collected {[0200|00020000]} unique {[0601|0001]}
weapon_desc	You've collected {[0200|00020000]} different types\nof {[0601|0001]}, the preferred\nweapon of the {[0600|0000]}.
weapon_all_title	{[1400]}{[0601|0000]} hoarder
weapon_all_desc	You've collected all possible\n{[0601|0001]}, the preferred \nweapon of the {[0600|0000]}.
weapon_hero_title	Collected {[0200|00020000]} weapons from each job
weapon_hero_desc	You've collected {[0200|00020000]} weapons\nfrom each job.
weapon_hero_all_title	Master of arms
weapon_hero_all_desc	You've collected every weapon\nfrom every possible job.
armor_title	Collected {[0200|00020000]} types of {[0701|0001]}
armor_desc	You've collected {[0200|00020000]} different types\nof {[0701|0001]}, the preferred\nclothing of the {[0700|0000]}.
armor_all_title	{[1400]}{[0701|0000]} fanatic
armor_all_desc	You've collected all possible\n{[0701|0001]}, the preferred \nclothing of the {[0700|0000]}.
armor_hero_title	Collected {[0200|00020000]} outfits from each job
armor_hero_desc	You've collected {[0200|00020000]} pieces\nof clothing from each job.
armor_hero_all_title	Fashionista
armor_hero_all_desc	You've collected every piece of\nclothing from every possible job.
sound_title	Heard {[0200|00030000]} songs
sound_desc	You've heard {[0200|00030000]} different songs.
sound_all_title	Music maestro
sound_all_desc	You've listened to every\ntype of song.
level_title	Level {[0200|00020000]} {[0600|0000]}
level_desc	{[1400]}{[1601]}{[0600|0000]} in the party\nhas reached level {[0200|00020000]}.
level_max_title	Expert {[0600|0000]}
level_max_desc	{[1601]}{[0600|0000]} in the party\nhas reached level {[0200|00020000]}.
level_all_title	All jobs level {[0200|00020000]}
level_all_desc	You've reached level {[0200|00020000]} for each job.
level_all_max_title	Master of all trades
level_all_max_desc	You've reached the maximum\nof level 50 for each job.
love_title	Level {[0200|00020000]} relationship
love_desc	Someone on the team has \nreached relationship level {[0200|00020000]}\nwith another team member.
love_max_title	Max level relationship
love_max_desc	Someone on the team has reached \nthe maximum relationship level \nwith another team member.
love3_title	Three level {[0200|00020000]} relationships
love3_desc	Someone on the team has \nreached relationship level {[0200|00020000]}\nwith three other members.
love3_max_title	Three max level relationships
love3_max_desc	Someone on the team has reached \nthe maximum relationship level \nwith three other members.
status_title	Eating to +{[0200|00020000]} {[0800|00cd]}
status_desc	You've used food to boost {[0800|00cd]} \nby {[0200|00020000]} or more.
status_max_title	Eating to +99 {[0800|00cd]}
status_max_desc	You've used food to boost {[0800|00cd]}\nto the maximum of 99.
status_all_title	Eating to +{[0200|00020000]} in all stats
status_all_desc	You've used food to boost all stats of\none Mii character by {[0200|00020000]} or more.
status_all_max_title	Eating to +99 in all stats
status_all_max_desc	You've used food to boost all stats of\none Mii character to the max of 99.
member_title	{[0200|00020000]} team members
member_desc	You've made friends with and recruited \n{[0200|00020000]} other Mii characters to your team.
quest_title	Master of {[0200|00030000]} favors
quest_desc	You've done favors for {[0200|00030000]} travelers\nat the Travelers' Hub.
event00_title	New Lumos
event00_desc	You've visited New Lumos on the\neasternmost point of Miitopia.
event01_title	Galados Isle
event01_desc	You've visited Galados Isle on the\nwesternmost point of Miitopia.
event02_title	Udderly brilliant
event02_desc	You've defeated the powerful\nKing Cow\nin New Lumos's 1st District.
event03_title	Pulled the plug
event03_desc	You've defeated the powerful\nCalc King\nin New Lumos's 2nd District.
event04_title	Blown out of the water
event04_desc	You've defeated the powerful \nFrog King and Frog Queen\nin New Lumos's 3rd District.
event05_title	Fired
event05_desc	You've defeated the powerful\nDragon Lord\nin New Lumos's 4th District.
event06_title	Hounded out of town
event06_desc	You've defeated the powerful\nKing of Hounds\nin New Lumos's 5th District.
event07_title	We're a republic now
event07_desc	You've defeated the powerful \nDark King and Dark Queen\nin New Lumos's 6th District.
event08_title	Not so wise after all
event08_desc	You've defeated the powerful\nEvil Sage\nin New Lumos's 7th District.
event09_title	Extinguished
event09_desc	You've defeated the powerful\nDark Sun\nin New Lumos's 8th District.
event10_title	Whistle in the dark
event10_desc	You've faced your fears and stepped\ninto Miitopia's fabled Tower of Dread.
event11_title	Tower of Dread GF
event11_desc	Defeated the enemy lying in wait on\nthe Tower of Dread's ground floor.
event12_title	Tower of Dread 2F
event12_desc	Defeated the enemy lying in wait on\nthe Tower of Dread's second floor.
event13_title	Tower of Dread 3F
event13_desc	Defeated the enemy lying in wait on\nthe Tower of Dread's third floor.
event14_title	Tower of Dread 4F
event14_desc	Defeated the enemy lying in wait on\nthe Tower of Dread's fourth floor.
event15_title	Tower of Dread 5F
event15_desc	Defeated the enemy lying in wait on\nthe Tower of Dread's fifth floor.
event16_title	Tower of Dread 6F
event16_desc	Defeated the enemy lying in wait on\nthe Tower of Dread's sixth floor.
event17_title	Tower of Dread 7F
event17_desc	Defeated the enemy lying in wait on\nthe Tower of Dread's seventh floor.
event18_title	Tower of Dread Apex
event18_desc	Walloped the enemy at the\ntop of the Tower of Dread.
treasure_title	Opened {[0200|00030000]} treasure chests
treasure_desc	You've opened {[0200|00030000]} or more treasure\nchests scattered through Miitopia.
horselove_title	Level {[0200|00020000]} relationship with horse
horselove_desc	Someone on the team has\nreached relationship level\n{[0200|00020000]} with the horse!
horselove_max_title	Max level relationship with horse
horselove_max_desc	Someone on the team has\nreached the maximum\nrelationship level with the horse!
memories.msbt
EnemyName	{[0001|0400]}{[0400|0000]}{[0001|ffff]}
MainListEnemyName	{[0001|0400]}{[0400|0000]}{[0001|ffff]}
NoReplayData	You don't have any\nbattles to reminisce over.
NoEventItem	You don't have any key items.
miiBank.msbt
MiiBank_Publish	Share with all
MiiBank_FriendPublish	Share with friends
MiiBank_NotPublish	Don't share
MiiBank_OtherAccessKey	Access key
MiiBank_AccessKeyNone	{size[4b00]}(Will be shown when sharing with all.){size[6400]}
MiiBank_AccessKeyUnknown	Not shared
MiiBank_Code	{[0202|000e]}
MiiBank_NumberMii	Mii characters
MiiBank_MiiNum	{[0200|00030000]}/{[0200|01030000]}
MiiBank_AnyoneBank	{[0202|000a]}'s characters
MiiBank_Name	{[0202|000a]}
MiiBank_CastingHero	Hero
MiiBank_CastingCompanion	Party member
MiiBank_CastingNone	(No role)
MiiBank_MakeSecret	Make secret
MiiBank_Fix	Edit Mii
MiiBank_Make	Makeup
MiiBank_Wig	Wig
MiiBank_GoSettings	Nintendo Switch system
MiiBank_EraseGo	Delete
MiiBank_LineUp	Sort
MiiBank_IncreaseMii	Add Mii characters
MiiBank_PublishSettings	Sharing settings
MiiBank_ReverseLine	By newest
MiiBank_OrderOfAddition	By recently added
MiiBank_NameOrder	Alphabetically
MiiBank_CastingNakama	Party members first
MiiBank_OtherCastings	Role first
MiiBank_MakeMii	Create from scratch
MiiBank_GetOther	Receive
MiiBank_FromMiiSettings	From system
MiiBank_WhoGetFrom	Receive from whom?
MiiBank_Friend	Friend
MiiBank_SelectAccessKey	Access key
MiiBank_Access	History
MiiBank_PopularMii	Popular
MiiBank_FriendName	{[0202|000a]}
MiiBank_FriendsAccessKey	{[0200|00080000]}
MiiBank_GetMiiMsg	Receive {[0202|000a]}?
MiiBank_GetMii	Receive
MiiBank_DontGetMii	Back
MiiBank_GotMiiOther	You received {[0202|010a]}\nfrom {[0202|000a]}!
MiiBank_ChooseMii	Nintendo Switch system
MiiBank_AddMiibank	Bring {[0202|000a]}\ninto Miitopia?
MiiBank_Add	Yes
MiiBank_NotAdd	No
MiiBank_AddedMiiBank	You brought {[0202|000a]}!
MiiBank_SettingOpenEveryone	Share with all
MiiBank_SetttingOpenFriends	Share with friends
MiiBank_SetteingNotPublish	Don't share
MiiBank_SettingExplanation	Explanation
MiiBank_SettingNow	Now
MiiBank_SettingSet	You're now sharing!
MiiBank_SettingSetNotPublish	You're now sharing\nwith friends!
MiiBank_SettingSetOpenFriends	You're now\nnot sharing.
MiiBank_PublicSettingExplanatoryMessage	Miitopia lets you share\nMii characters online.{[0004]}All of the Mii characters\nin your Miitopia will be\nshared in one package.{[0004]}Any Mii you share can be\nused by other Miitopia players!{[0004]}So, if there are any you\nwould rather not share...{[0004]}select that Mii and check\nthe "Make secret" box.{[0004]}Secret Mii characters will\nnot be visible to other\nplayers.{[0004]}Finally, a word of warning.{[0004]}Please don't share any\nMii characters that could\nmake others uncomfortable...{[0004]}or reveal any personal\ninformation.{[0004]}In case of any issues, please\ncontact Nintendo Support at\nsupport.nintendo.com.
MiiBank_MiiCopyMainUnit	Copy to your\nNintendo Switch system?
MiiBank_CautionMakeAndWig	Makeup and wigs will not be copied.
MiiBank_Copy	Yes
MiiBank_NotCopy	No
MiiBank_CopiedSettings	Copied to your\nNintendo Switch system!
MiiBank_EraseMiiConfirmation	Delete this Mii?
MiiBank_CannotGoBack	There's no going back if you do!
MiiBank_EraseConfirmation	Yes
MiiBank_Stop	No
MiiBank_BeingCastErace	{[0202|000a]} is\nassigned to play the\n"{[0f03|00cd]}."\nAre you sure you want to delete?
MiiBank_Yes	Yes
MiiBank_No	No
MiiBank_ErasedData	{[0202|000a]}\nwas deleted.
MiiBank_LookingFor	Please wait...
MiiBank_MiibankNotFound	{[0202|000a]}'s data\nseems to be missing.
MiiBank_AccessKeyIncorrect	This access key cannot be used.
MiiBank_Return	Back
MiiBank_MainBodyFull	Could not copy.
MiiBank_CannotErase	You cannot delete party members.
MiiBank_MiiBankFullDeleteMii	You do not have space for\nany more Mii characters.
MiiBank_MiiSettingsMainUnit	This Nintendo Switch\nsystem does not have\nany Mii characters.
MiiBank_NotAnyFriends	No friends have anything to share.
MiiBank_NoAccess	Your access history is empty.
MiiBank_CannotGetSecretMii	You cannot receive\nsecret Mii characters.
MiiBank_Town04_Setting	Traveler's Hub Settings
MiiBank_Town04_PopularMii	Allow popular Mii characters\nto visit Traveler's Hub?
MiiBank_Town04_PopularMiiCome	Yes
MiiBank_Town04_PopularMiiNotCome	No
MiiBank_SettingCome	Popular Mii characters will\nvisit Traveler's Hub.
MiiBank_SettingNotCome	Popular Mii characters will\nnot visit Traveler's Hub.
MiiBank_HeadingFriendList	Friends
MiiBank_HeadingAccessList	Access History
MiiBank_SettingMiiGuide	These are Mii characters that are\nsaved on your Nintendo Switch system.
MiiBank_OtherMiiBankGuide	Mii characters created or received by {[0202|000a]}.
MiiBank_Photograph	 Screenshot
miieditor.msbt
miitube.msbt
DefaultMiiName	NoName
nfp.msbt
NfpRead_TouchU_SNAKE	If you have an amiibo,\ntouch it to the NFC area!
npc.msbt
NPC_FirstPetson_Male	I
NPC_FirstPetson_Female	I
Town00_Guide_Defeat	Thanks!
Town00_Child_Defeat	Wheeee!
Town00_CoupleF_Defeat	So cool!
Town00_SarcasmMan_Defeat	What a waste of time!
Town00_Ova_Defeat	Thank you, dear!
Castle00_King00_Defeat	Are we alive?
Castle00_Princess00_Defeat	Thank you\nso much!
Town01_Guide_Defeat	Cheers! ♪
Town01_MerchantChild_Defeat	Yay!
Town01_MerchantParent_Defeat	Ha!
Town01_Husband_Defeat	Whoa!
Town01_Cereb_Defeat	I'm saved!
Town01_Genie_Defeat	Wharharhar!
Town02_SisterFirst_Defeat	Thanks, darlings!
Town02_SisterSecond_Defeat	Oh, thank you!
Town02_SisterThird_Defeat	Cheers!
Town02_Coward_Defeat	Yikes!
Town02_FanFirst_Defeat	Oh, Lady {[0f00|240054006f0077006e00300032005f0053006900730074006500720046006900720073007400]}!
Town02_Imp_Defeat	Many thanks!
npc_casting.msbt
Satan_Group	Dark Lord
Satan_Caption	A wicked presence who rules\nmonsters from the shadows!
Satan_Guide	Choose a Mii to play\nthe Dark Lord.
Town00_Group	Greenhorne
Town00_Family	Family
Town00_Couple	Lovey-Dovey Couple
Town00_Couple_Name	{[0f00|1c0054006f0077006e00300030005f0043006f00750070006c0065004d00]} & {[0f00|1c0054006f0077006e00300030005f0043006f00750070006c0065004600]}
Town00_Guide_Caption	A self-proclaimed tour guide who\ndoesn't really do a lot of guiding.
Town00_Child_Caption	A sassy child who's oblivious to\nthose around him. Typical brat.
Town00_Mother_Caption	Tries to keep her child in check,\nbut her patience is wearing thin.
Town00_CoupleM_Caption	He doesn't really know how he feels,\nbut he does enjoy her company.
Town00_CoupleF_Caption	She has eyes for only him,\nbut for how long...?
Town00_SarcasmMan_Caption	Looks down on others. Don't blame\nhim, though—he's had a hard life.
Town00_Ova_Caption	Always in high spirits, her smile is\nlike a ray of sunshine.
Town00_Mayor_Caption	Despite his flaws, the most\nlevelheaded character in town.
Photographer_Group	Roving Photographer
Photographer_Caption	Takes pictures of travelers in the\nhope that he can sell them off.
Quizman_Group	Quizmaster
Quizman_Caption	An oddball who foists quizzes\non unsuspecting adventurers.
Postman_Group	Prodigious Postman
Postman_Caption	Risks life and limb to get letters\nto their designated destinations.
Gourmet_Group	Roaming Gourmet
Gourmet_Caption	A critic in search of the choicest\neats. Has strange tastes in food.
Amiibowoman_Group	Nintendo Fan
Amiibowoman_Caption	A fan of a certain games company.\nShe's very interested in amiibo...
Castle00_Soldier_Group	Castle Guard
Castle00_Soldier00_Caption	If it's a royal palace or a hill of\nbeans, he'll defend it with his life.
Castle00_Soldier01_Caption	Doesn't mind slacking off. It's\nGreenhorne, for crying out loud.
Castle00_KingSoldier00_Caption	Eternally loyal to the king, but\na bit too set in his ways.
Castle00_KingSoldier01_Caption	He looks like he's trying hard, but\nhe tends to daydream...a lot.
Castle00_Group	Royal Court
Castle00_King00_Title	{[0f00|1e0043006100730074006c006500300030005f004b0069006e00670030003000]}
Castle00_King00_Caption	Greenhorne's king. A much-loved\ngentle giant with a large appetite.
Castle00_NobleKid00_Title	{[0f00|260043006100730074006c006500300030005f004e006f0062006c0065004b006900640030003000]}
Castle00_NobleKid00_Caption	Grew up with the princess, but now\nrarely gets the chance to see her.
Castle00_Prince00_Title	{[0f00|220043006100730074006c006500300030005f005000720069006e006300650030003000]}
Castle00_Prince00_Caption	A prince of Neksdor and the princess's\nfiancé. Arrogant, but loves his mama.
Castle00_Princess00_Title	{[0f00|260043006100730074006c006500300030005f005000720069006e00630065007300730030003000]}
Castle00_Princess00_Caption	Fairest in the land, the king's only\ndaughter harbors a secret love.
Castle00_Guide	Choose Mii characters\nto play the royal court.
Sage_Group	Great Sage
Sage_Caption	A wise and powerful mage who\nroams the world helping others.
SageM_Caption	A wise and powerful mage who\nroams the world helping others.
SageF_Caption	A wise and powerful mage who\nroams the world helping others.
Sage_Guide	Choose a Mii to play\nthe Great Sage.
Town01_Genie_Group	Genie of the Lamp
Town01_Genie_Caption	Used to cause no end of trouble until\nthe Great Sage sealed him in a lamp.
Town01_Genie_Guide	Choose a Mii to play\nthe genie of the lamp.
Town01_Group	Neksdor Town
Town01_Merchant	Shady Merchant Family
Town01_Merchant_Name	{[0f00|280054006f0077006e00300031005f004d00650072006300680061006e0074004300680069006c006400]} & {[0f00|2a0054006f0077006e00300031005f004d00650072006300680061006e00740050006100720065006e007400]}
Town01_Couple	Prickly Couple
Town01_Couple_Name	{[0f00|1c0054006f0077006e00300031005f00480075007300620061006e006400]} & {[0f00|160054006f0077006e00300031005f005700690066006500]}
Town01_Guide_Caption	She loves to sing and dance, but\nnot when crowds are watching.
Town01_LongTalkOld_Caption	Secretly wants to take up dancing.\nIt's never too late to start!
Town01_MerchantChild_Caption	A shrewd girl who sells wares at high\nprices with the help of her father.
Town01_MerchantParent_Caption	Rakes in the money by feigning illness.\nAmazed at his daughter's schemes.
Town01_Explorer_Caption	Scours the world in search of\ntreasure but never finds a thing.
Town01_Husband_Caption	Fed up with listening to his wife\nprattling on. Needs a vacation.
Town01_Wife_Caption	Sick of her husband never taking\nanything seriously.
Town01_Cereb_Caption	A wealthy celebrity who just can't\nseem to stop getting richer.
Town02_Sister_Group	Fab Fairies
Town02_SisterFirst_Title	{[0f00|240054006f0077006e00300032005f0053006900730074006500720046006900720073007400]}
Town02_SisterFirst_Caption	Eldest of the fairies, she commands\nher siblings with an air of grace.
Town02_SisterSecond_Title	{[0f00|260054006f0077006e00300032005f005300690073007400650072005300650063006f006e006400]}
Town02_SisterSecond_Caption	The middle sister. Has a shy streak,\nbut is very sweet once she opens up.
Town02_SisterThird_Title	{[0f00|240054006f0077006e00300032005f0053006900730074006500720054006800690072006400]}
Town02_SisterThird_Captions	The youngest sister. Makes up for\nher height with her bossy attitude.
Town02_Sister_Guide	Choose Mii characters\nto play the Fab Fairies.
Town02_Group	Elven Retreat
Town02_Fan	Fab Fairies Fans
Town02_Coward_Caption	Afraid of outsiders and turns them\nall away. Hence the Elven "Retreat."
Town02_FanFirst_Caption	A member of the Fab Fairies fan club.\nThe eldest sister is his hero.
Town02_FanSecond_Caption	A member of the Fab Fairies fan club.\nGreatly admires the middle sister.
Town02_FanThird_Caption	A member of the Fab Fairies fan club.\nLoves the youngest sister's antics.
Town02_Jealousy_Caption	Hates the Fab Fairies with a passion.\nThinks she's better than all of them.
Town02_Lazy_Caption	Life is full of ups and downs for most,\nbut for him, it's middle-of-the-road.
Town02_Imp_Caption	Her magical abilities are limited\nexclusively to pranks. Shame.
Town02_Injured_Caption	The town's appointed guard, except\nhe's forever lost in daydreams.
Town04_Group	Travelers' Hub
Town04_Guide_Caption	The number-one man for intel. If\nsomeone's heard it, he knows it.
Quest00_Caption	A traveler in need of assistance\nwho found a way to the Hub.
Quest01_Caption	A traveler in need of assistance\nwho found a way to the Hub.
Quest02_Caption	A traveler in need of assistance\nwho found a way to the Hub.
Quest03_Caption	A traveler in need of assistance\nwho found a way to the Hub.
Quest04_Caption	A traveler in need of assistance\nwho found a way to the Hub.
Quest05_Caption	A traveler in need of assistance\nwho found a way to the Hub.
Town04_SkyLand00_Caption	Friend of a mage. Supposed to have\nbeen living happily in Nimbus...
Town04_SnowMountain01_Caption	Friend of a thief. Dragged off by\na monster to the Powdered Peaks.
Town04_RescueQuest00_Caption	Loves going sightseeing, but somehow\nalways winds up in the wrong place.
Town04_RescueQuest01_Caption	Whisked away by a monster, \nleaving a worried friend behind.
Reincarnation_Caption	Despised his own face and cast it\noff, becoming cursed.
Investigator_Group	Scholarly Pioneer
Investigator_Caption	Travels Miitopia in search of uncharted\nlands. Enthusiastic, to say the least.
CastingHelp_Town00	Ah, Miitopia! So many\ncolorful personalities...{[0004]}You can choose any\nMii you like to play\nthe different roles.{[0004]}No pressure though!\nYou can always switch\nthings up later.{[0004]}Alrighty! Let's start\ncasting those roles\nwith Mii characters!
CastingHelp_Travelers	Choose a Mii to play\neach traveler.
CastingHelp_Soldier	Choose a Mii to play\neach castle guard.
CastingHelp_Town01	Choose Mii characters to play\neach Neksdor Town resident.
CastingHelp_Town02	Choose Mii characters to play\neach Elven Retreat resident.
CastingHelp_Town04	Choose a Mii to play\nthe town guide.
CastingHelp_Investigator	Choose a Mii to play the\nscholarly pioneer.
npc_letter.msbt
DateRelease_letter	Thanks for the help with\n{[0f00|180054006f0077006e00300030005f004300680069006c006400]}.\n\nHere's a little something\nto show our gratitude.
Intro_Letter	You got a letter!
Town00_Child_npc_letter	Hey! Hi! Hello!\nIt's me!\n\nI wrote a letter! Lemme\nknow if you don't get it!
Town00_Mayor_npc_letter	It is I, the mayor!\nI'm cold. BRRR!\n\nMy hands are shaking.\nSo that is that.
npc_role.msbt
Satan	Dark Lord
FormerSatan	Ex-Dark Lord
Sage	Great Sage
SageM	Great Sage
SageF	Great Sage
Photographer	Roving Photographer
Quizman	Quizmaster
Postman	Prodigious Postman
Gourmet	Roaming Gourmet
Amiibowoman	Nintendo Fan
Town00_Guide	Carefree Guide
Town00_Family	Family
Town00_Child	Sassy Child
Town00_Mother	Worried Mother
Town00_Couple	Lovey-Dovey Couple
Town00_CoupleM	Lovey-Dovey Couple (Man)
Town00_CoupleF	Lovey-Dovey Couple (Woman)
Town00_SarcasmMan	Sarcastic Guy
Town00_Ova	Cheery Granny
Town00_Mayor	Dubious Mayor
Castle00_Soldier00	Serious Soldier
Castle00_Soldier01	Lax Soldier
Castle00_King00	King
Castle00_KingSoldier00	Royal Support (Right)
Castle00_KingSoldier01	Royal Support (Left)
Castle00_NobleKid00	Besmirched Noble's Son
Castle00_Prince00	Prince from a Nearby Land
Castle00_Princess00	Princess
Town01_Guide	Dancing Guide
Town01_LongTalkOld	Rambling Old Man
Town01_Merchant	Shady Merchant Family
Town01_MerchantChild	Shady Merchant Daughter
Town01_MerchantParent	Shady Merchant Father
Town01_Explorer	Worried Explorer
Town01_Couple	Prickly Couple
Town01_CoupleH	Prickly Husband
Town01_CoupleW	Prickly Wife
Town01_Cereb	Desert Celebrity
Town01_Genie	Genie of the Lamp
Town02_SisterFirst	Eldest Fab Fairy
Town02_SisterSecond	Middle Fab Fairy
Town02_SisterThird	Youngest Fab Fairy
Town02_Coward	Scaredy-Cat
Town02_Fan	Fab Fairies Fans
Town02_FanFirst	Fab Fairies Fan 1
Town02_FanSecond	Fab Fairies Fan 2
Town02_FanThird	Fab Fairies Fan 3
