Enemy.msbt
enemy_name_MARIO	瑪利歐
get_junk17	{d}〈新發售〉{/d}\n{d}清涼舒暢！　Ｑ彈蘑菇！{/d}\n{d}零卡路里　新登場！{/d}
get_junk18	■保存方法\n請置於陰涼乾燥處，\n避免陽光直射。
get_junk19	{d}○　誠徵傭人　○{/d}\n打掃宅邸、洗衣、倒茶、整理書架\n時薪　金幣２枚
get_junk20	{d}搥背券　（３０分鐘）{/d}
get_junk21	[不在通知] 我拿信給您，\n但您不在，所以我先代為保管。\n　　　　　　　　　　帕瑞塔
get_junk22	「汪汪遺跡與古代文明之探討」\n栗州大學　酷栗絲汀
get_junk23	鏘鏘～！\n在石頭大門的後面\n巨大耀西真的存在！
get_junk24	{d}再　接　再　厲{/d}
get_junk25	{d}<發票>{/d}\n貼紙製版費　　：３０枚金幣　\n貼紙印刷費　　：８５枚金幣
get_junk26	一：休息　二：正常營業　三：休息\n四：休息　五：蘑菇　六：休息\n日：休息
get_junk27	正正正Ｔ
get_junk28	【吉屋出售】　雪山獨棟透天\n５房１廳１廚１衛　屋齡：不詳\n２億４千萬枚金幣～　※價可議
get_junk29	這是垃圾\n請丟掉
get_junk30	上面什麼也沒寫
get_junk31	來吧！有幹勁的奇諾比奧\n徵求一起讓貼紙嘉年華復活的\n會場佈置義工。
get_junk32	幸福的信\n沒有把這封信送給１０個人\n幸福就會來到你身邊。
get_junk33	【彗星舞】\n１．彗星　彗星　彗星\n（舉起雙手，單腳旋轉）
get_junk34	【彗星舞】\n２．從夜空中來了\n（雙手張開擺動，高高跳起）
get_junk35	【彗星舞】\n３．願望將會實現\n（著地後大大旋轉，回到１）
get_junk36	{d}○貼紙占卜○{/d}\n閃亮鋼鐵跳的您……\n別在意尖刺。但還是不可大意。
get_junk37	{d}○貼紙占卜○{/d}\n閃亮龜殼的您……\n別把自己關在象牙塔裡。
get_junk38	{d}○貼紙占卜○{/d}\n閃亮亮沙灘鞋的您……\n這是改變自己的大好機會。
get_junk39	<MEMO>
get_junk40	{d}【猜謎節目　徵求觀眾】{/d}\n想試試在觀眾席盡情喝倒采的滋味嗎？\n集合地：樹墩廣場前
get_junk41	{d}本紙條為１００％紙漿製成{/d}
get_junk42	{d}美夢成真蘑菇彩{/d}\n{d}０７　１１　２５　４３　５１{/d}
get_junk43	{d}金幣還來！{/d}
get_junk44	\x0e\x02\x06\x04\0\0\x0c\0{s[150]}栗寶寶堡壘裡出現\n神秘綠衣人！？{s[100]}
stg5_2.msbt
karamare_yari_00	瑪利歐先生！\x0e\0\x04\0沒想到我在這麼遙遠的國度\n也會被纏上。\n真是不好意思。\x0e\0\x04\0不過我相信，金幣無國界。\n可不可以請您付大約５００枚金幣，\n要他們放了我？\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0a\0r\0a\0m\0a\0r\0e\0_\0y\0a\0r\0i\0_\00\01\0
karamare_yari_01	付\n才不付！
karamare_yari_02	您說的對！\n打架也是無國界的！\x0e\0\x04\0那麼，就拜託您了！
karamare_yari_03	金幣不夠呢！\n那麼，就拜託您了！
karamare_yari_04	瑪利歐先生。\n我在許多地方被許多壞人抓住，\n謝謝您每次都來幫助我。\x0e\0\x04\0我為了尋找人生的意義，\n所以出來旅行，\x0e\0\x04\0結果一路上卻總是\n勞煩瑪利歐先生相助。
karamare_yari_05	沒錯！\n多虧有您，才讓我領會到\n人生重要的事情！\x0e\0\x04\0雖然現在才發現好像有點晚了……。\n總之，我的旅程到此結束。\n我現在就回剪紙小鎮！\x0e\0\x04\0謝謝您！
stg5_3.msbt
stg5_4.msbt
lucie_wanwan_escape_00	唉呀，\n難得他在睡覺，\n結果卻起來了！
lucie_wanwan_escape_01	討厭～，\n他又起來了！\x0e\0\x04\0早知道就趁他\n睡著的時候逃走。
lucie_wanwan_escape_02	又起來了！\n這樣下去沒完沒了。\n我們還是逃走吧！
stg5_5.msbt
kanban_01	歡　迎　光　臨\n隆隆天然溫泉\n功效：舒緩刀傷、折傷、皺褶傷
stg5_6.msbt
kanban_01	{s[200]}{d}{s[200]}！危險！{s[200]}{/d}{s[100]}
boss_plant_first_01	哇，好驚人！\n沒想到火山裡面是這個樣子。\x0e\0\x04\0好熱呀！\n在這種地方找皇家貼紙\n感覺會很辛苦。
boss_plant_first_02	{d}咦？{/d}
boss_plant_appear_01	{d}金……{/d}
boss_plant_appear_02	\x0e\x04\x03\x04\0\0\0\0{d}{s[200]}金光閃閃～！{s[100]}{/d}\x0f\x04\x03
boss_plant_escape_01	金金金金！
boss_plant_appear2_01	\x0e\x04\x03\x04\0\0\0\0{d}{s[200]}金光閃閃～！{s[100]}{/d}\x0f\x04\x03
boss_plant_haku_lucie_0	{d}{s[150]}糟透了！{s[100]}{/d}\x0e\0\x04\0害我那麼狼狽！\n居然把人家吃掉，\n簡直不可置信！
boss_plant_haku_lucie_1	好啊～你看看你，\n居然把弱女子吃掉！\x0e\0\x04\0瑪利歐！\n給我用力轉轉樂！\n全力打倒他！
boss_plant_after_01	{d}嗝{/d}
boss_plant_after_02	哼。\n貼紙可不是拿來吃的。
boss_plant_after_03	好，\n我們去拿皇家貼紙吧！
lucie_wanwan_escape2_00	好，\n我們快逃吧。
stg6_1.msbt
Incomplete_5royalsticker_01	唉呀，\n這裡是岩壁，沒辦法過去了。
5royalsticker_set_01	瑪利歐！\n我從收集到的皇家貼紙裡\n感到一股很強的力量！\x0e\0\x04\0是不是發生了什麼事情。\n你看一下貼紙簿！
5royalsticker_set_02	皇家貼紙　安定之時\n五道光芒　點亮　牆壁\n欲知真相　掀開　揭露\x0e\0\x04\0……五道光芒！\n欲知真相，掀開、揭露！\x0e\0\x04\0宅邸裡的書上寫的古代貼紙語\n指的就是這件事！\x0e\0\x04\0瑪利歐，\n我們要揭露真相！
5royalsticker_set_03	庫巴的臉……\n那就是庫巴城堡！\x0e\0\x04\0最後的皇家貼紙就在那裡。\n決戰時刻終於到了。\x0e\0\x04\0好，我們出發去庫巴城堡吧！
5royalsticker_set_05	說是這麼說……\n可是他們逃到雲的上面去了。\x0e\0\x04\0就算是我也沒辦法飛天。\x0e\0\x04\0瑪利歐，\n你有會飛的朋友嗎？
5royalsticker_set_04	皇家貼紙的光芒……\n映照在峭壁上……\n究竟發生了什麼事呢？
stg6_2.msbt
jr._ship_appear_01	好，\n我們到雲的上方了。\x0e\0\x04\0差不多就要看到庫巴城堡了。
jr._ship_appear_02	有什麼東西飛過來了。\n危險！\n請好好抓住我！
jr._ship_appear_03	{d}{s[150]}等你很久了～瑪利歐{s[100]}{s[150]}！{s[100]}{/d}
jr._battle_w6_appear_01	瑪利歐～！\n你終於來了！\x0e\0\x04\0一天到晚輸給你們，\n害我被爸爸罵了！\x0e\0\x04\0貼紙什麼都無所謂了！\n如果你們想要這個彗星碎片的話，\n就來打倒我，這次是認真的！
jr._battle_w6_appear_02	出現了呢，這個被寵壞的小孩！\n我們也是認真的！\n真是求之不得呢！
jr._battle_w6_appear_03	我們來了！\n你已經逃不掉了。\n覺悟吧！
jr._battle_w6_appear_04	煩死了！煩死了！\x0e\0\x04\0居然在船上開了個洞！\n這下又要被爸爸罵了！\x0e\0\x04\0我要打倒你們，\n讓爸爸稱讚我～！
jr._battle_w6_battle_01	這次我絕對不能輸！\x0e\0\x04\0嘗嘗這個！
jr._battle_w6_battle_02	{d}{s[075]}看，是防護罩～！{s[100]}{/d}\x0e\0\x04\0{d}{s[075]}來啊，你們攻擊看看啊！{s[100]}{/d}
jr._battle_w6_escape_01	哈哈～逃走啦～！\x0e\0\x04\0根本用不著我爸爸出馬，\n最後的大魔王，\n有我就夠啦！
jr._battle_w6_appear2_01	又來啦？\n反正你們到時候\n還不是一樣要逃走～？
jr._battle_w6_after_01	可惡～！\n我才不會認輸！\x0e\0\x04\0不過，好像真的……\x0e\0\x04\0{d}{s[150]}被打敗了～！{s[100]}{/d}
jr._battle_w6_after_02	呼～。\n到最後一刻還是那麼的任性。
hana_bero_to_stagemap	要返回嗎？\x0e\x03\0\x14\0\0\x01\0\0\0d\0\n\0y\0e\0s\0n\0o\0
stg6_3.msbt
kamk_battle_w6_appear_02	唉呀唉呀，兩位，\n你們可終於來到這裡了啊。
kamk_battle_w6_appear_03	卡美克！\n你終於出現了！\x0e\0\x04\0這一路上被你害得好慘，\n跟你決戰的時刻終於到了！
kamk_battle_w6_appear_04	是啊。\n既然都來到這一步了，\n誰也不能退縮。
kamk_battle_w6_appear_05	不用再說大話了。\n就戰到其中一方倒下為止！\x0e\0\x04\0那麼，開始吧！
kamk_battle_w6_battle_01	啊，對了對了。\n在戰鬥開始前，\n千萬不能忘了「那件事」。
kamk_battle_w6_battle_02	真是的！\n怎麼又來這一招！\x0e\0\x04\0不過，我們不會認輸！\n就用沙灘鞋把你那奸詐的臉\n敲得霹靂啪啦響！
kamk_battle_w6_battle_03	說什麼傻話！\n沒有貼紙就什麼也不是的\n貼紙星的大小姐！\x0e\0\x04\0妳就在這裡飄啊飄的看著\n瑪利歐被我打敗吧！
kamk_battle_w6_battle_04	全部的貼紙都變成沙灘鞋貼紙了\x0e\x01\x01\0
kamk_battle_w6_escape_01	想逃幾次都行。\n我會一直在這裡等。\n嘿嘿嘿。
kamk_battle_w6_appear2_01	哦，\n又來了呢。\n沒放棄可真叫人欽佩呢。
kamk_battle_w6_after_01	原來如此。真不愧是\n收集了那麼多皇家貼紙的人。\x0e\0\x04\0我承認，你們真的變強了！\n至少有辦法打倒我。\x0e\0\x04\0……不過，\n庫巴大人手裡的最後一張皇家貼紙，\n有著前所未有的強大力量。\x0e\0\x04\0這世上沒有能夠勝過\n那金光閃閃的力量。\x0e\0\x04\0\x0e\x04\x04\x04\xe8\x03\0\0啊啊……\x0e\0\x04\0光是想像你們被庫巴大人\n打得扁扁的模樣，\n就讓我感到無比開心。\x0e\0\x04\0就算要消失了，\n我也完全不會害怕。\n嘎　哈　哈　哈！\x0e\0\x04\0被庫巴大人打敗吧～！\x0e\x04\x01\0\n被庫巴大人打敗吧～！\x0e\x04\x01\0\n被庫巴大人打\x0e\x01\x01\0
kamk_battle_w6_sealbook_restore_01	沙灘鞋的魔法解開了
koopa_event_01	{d}{s[100]}瑪利歐～！{s[100]}{/d}
koopa_event_02	啊，\n那位就是碧姬公主吧！\x0e\0\x04\0是你很重要的人吧？\n趁庫巴不在的時候\n快去救她吧！
koopa_event_06	你終於出現了！\n庫巴！\x0e\0\x04\0什麼嘛！\n用皇家貼紙變得金光閃閃！\n\x0e\x04\x01\0我、\x0e\x04\x01\0我才不怕呢！\x0e\0\x04\0我們就是為了奪回\n你頭上的那張皇家貼紙，\n才會努力到這一步的！\x0e\0\x04\0你就快……
koopa_event_06_2	{d}{s[150]}還給人家啦～！！{s[100]}{/d}
koopa_event_2_01	我說！\n皇家貼紙和庫巴一起\n掉下去了！
koopa_2nd_battle_01	不愧是最後一張皇家貼紙。\n金光閃閃的力量太強了，\n我們手上的貼紙完全起不了作用。
koopa_2nd_battle_02	瑪利歐。\n既然這樣，只好使出最後的手段了。\x0e\0\x04\0把我當成貼紙，\n用了吧。
koopa_2nd_battle_03	聽好了，瑪利歐。\x0e\0\x04\0皇家貼紙的金光閃閃力量，\n只有用同樣來自貼紙星的\n閃亮亮力量對抗才有效。\x0e\0\x04\0用你的勇氣，\n把我的閃亮亮力量增強數倍，\n然後一口氣攻擊到庫巴身上！\x0e\0\x04\0知道了嗎？\n好，那我要進去貼紙簿囉！\n要是到商店把我賣了可饒不了你！
koopa_2nd_battle_04	{c[f4f4f4]}謝謝你把我貼上，\n瑪利歐。{c[000000]}
koopa_2nd_battle_04_2	{c[f4f4f4]}我把我的光芒全部給你，\n一定要贏喲！{c[000000]}
koopa_2nd_battle_05	{c[f4f4f4]}回想起來，我好像一直勉強你\n陪我冒險到現在。真是對不起。{c[000000]}
koopa_2nd_battle_05_2	{c[f4f4f4]}一路上雖然發生了許多事情，\n但我真的很開心。\x0e\x04\x01\0\n時間差不多了，那麼……{c[000000]}
koopa_2nd_battle_06	{c[f4f4f4]}再見了！{c[000000]}
koopa_event_3_01	謝謝你，瑪利歐。\n你果然很值得信賴呢。\x0e\0\x04\0變得很奇怪的庫巴，\n在皇家貼紙撕下來後，\n好像恢復正常了。
koopa_event_3_04	雖然被打得扁扁的，\n但這也是常有的事，\n應該不用太擔心吧。
koopa_event_3_02	在貼紙嘉年華的夜裡，\n乘著貼紙彗星來的\n６張皇家貼紙……。\x0e\0\x04\0那股力量可以實現願望，\n但如果使用方法錯誤，\n可是會招來災難呢。
koopa_event_3_03	啊，\n那就是皇家貼紙吧。\x0e\0\x04\0６張全部收集到了，\n想必經歷了不少困難吧。\x0e\0\x04\0不過，多虧了你，\n才能夠實現我國家和平的……\x0e\0\x04\0不，是實現了全國上下\n子民的願望。
koopa_event_3_05	那些皇家貼紙的力量，\n請用在實現你的願望上。\x0e\0\x04\0來吧，瑪利歐，\n許下你的願望……。
town_epilogue.msbt
town_feast.msbt
honor_frag_a_01	{d}『？？？？？』\n收集所有彗星碎片\n目前進度　\x0e\x03\x02\x08\0\0\x04\0%\0D\0％{/d}
honor_frag_a_02	{d}『彗星維修師』\n收集所有彗星碎片\n恭喜！您達到\x0e\x03\x02\x08\0\0\x04\0%\0D\0％！{/d}
honor_frag_b_01	{d}『？？？？？』\n讓所有秘密門出現\n目前進度　\x0e\x03\x02\x08\0\0\x04\0%\0D\0％{/d}
honor_frag_b_02	{d}『開盡門戶』\n讓所有秘密門出現\n恭喜！您達到\x0e\x03\x02\x08\0\0\x04\0%\0D\0％！{/d}
honor_frag_c_01	{d}『？？？？？』\n收集世界上所有貼紙\n目前進度　\x0e\x03\x02\x08\0\0\x04\0%\0D\0％{/d}
honor_frag_c_02	{d}『榮譽館長』\n收集世界上所有貼紙\n恭喜！您達到\x0e\x03\x02\x08\0\0\x04\0%\0D\0％！{/d}
honor_frag_d_01	{d}『？？？？？』\n收集所有體力ＵＰ愛心\n目前進度　\x0e\x03\x02\x08\0\0\x04\0%\0D\0％{/d}
honor_frag_d_02	{d}『極限愛心』\n收集所有體力ＵＰ愛心\n恭喜！您達到\x0e\x03\x02\x08\0\0\x04\0%\0D\0％！{/d}
honor_frag_e_01	{d}『？？？？？』\n在貼紙商店裡使用１００００枚金幣\n目前為止共　\x0e\x03\x02\x08\0\0\x04\0%\0D\0枚金幣{/d}
honor_frag_e_02	{d}『超級購物狂』\n在貼紙商店裡使用１００００枚金幣\n恭喜！您達到\x0e\x03\x02\x08\0\0\x04\0%\0D\0枚金幣{/d}
honor_frag_f_01	{d}『？？？？？』\n在戰鬥裡獲得５００次完美獎勵\n目前進度　\x0e\x03\x02\x08\0\0\x04\0%\0D\0次{/d}
honor_frag_f_02	{d}『快攻之星』\n在戰鬥裡獲得５００次完美獎勵\n恭喜！您達到\x0e\x03\x02\x08\0\0\x04\0%\0D\0次{/d}
honor_frag_g_01	{d}『？？？？？』\n在戰鬥裡達到１０００次「棒極了」攻擊\n目前進度　\x0e\x03\x02\x08\0\0\x04\0%\0D\0次{/d}
honor_frag_g_02	{d}『Ｍｒ. 棒極了』\n在戰鬥裡達到１０００次「棒極了」攻擊\n恭喜！您達到\x0e\x03\x02\x08\0\0\x04\0%\0D\0回{/d}
honor_frag_h_01	{d}『？？？？？』\n在戰鬥轉轉樂轉齊３個圖案５０次\n目前進度　\x0e\x03\x02\x08\0\0\x04\0%\0D\0次{/d}
honor_frag_h_02	{d}『轉轉樂王』\n在戰鬥轉轉樂轉齊３個圖案５０次\n恭喜！您達到\x0e\x03\x02\x08\0\0\x04\0%\0D\0次{/d}
before_staffroll_peach	王國的各位！\x0e\0\x04\0今晚，象徵和平的貼紙嘉年華\n終於復活了！\x0e\0\x04\0貼紙嘉年華之所以能夠復活，\n這絕對不是因為\n貼紙彗星的力量。\x0e\0\x04\0\x0e\x04\x02\0而是要歸功於取回皇家貼紙的\n瑪利歐的勇氣以及……\x0e\0\x04\0\x0e\x04\x02\0由衷希望貼紙嘉年華復活的\n大家的力量。
before_staffroll_lucie_01	{d}{s[150]}你想做什麼～！{s[100]}{/d}
before_staffroll_lucie_01_2	你又想碰\n貼紙彗星了嗎！？
before_staffroll_lucie_01_3	知道自己的惡作劇，\n給大家添了多少麻煩嗎！？
before_staffroll_lucie_02	呼……\n多虧了瑪利歐的願望，\n我才有辦法復活。\x0e\0\x04\0但要是每年的貼紙嘉年華，\n同樣的事情都會再度上演，\n那還真是叫人擔心。
revival_pre_center	嗚嗚～，\n貼紙嘉年華的會場\n被弄得一團糟了。
revival_lv0_center	那麼快樂的貼紙嘉年華，\n已經不復存在了……。
revival_lv1_center	貼紙嘉年華？\x0e\0\x04\0啊啊，那只是一場夢。\n把它忘了吧。
revival_lv1_material	再次放眼望去，\n已經什麼都不剩了……。
revival_lv2_center	貼紙嘉年華要復活？\x0e\0\x04\0不可能……，\n別開玩笑了……。
revival_lv2_material	聽到貼紙嘉年華要復活的消息，\n奇諾比奧都聚集過來了。
revival_lv2_stage	一直猶豫不決也不是辦法，\n不如起身行動。
revival_lv2_benchi	來是來了，\n但總覺得提不起勁……。
revival_lv2_field	我聽說貼紙嘉年華要復活，\n所以過來了。是真的嗎？
revival_lv2_hasamare	等一下～。\n我被夾住了啦～！
revival_lv3_center	就說了，\n貼紙嘉年華要復活\n是不可能的啦……。
revival_lv3_center_2	咦！？\x0e\0\x04\0好厲害！\n大家都在努力！
revival_lv3_center_3	瑪利歐先生！\n我終於清醒了！\n不會再哭泣了！\x0e\0\x04\0我也要為了\n貼紙嘉年華的復活\n盡心盡力！！
revival_lv3_center_4	我為了發洩旺盛的精力，\n所以在這裡奔跑。
revival_lv3_tower_0	最底下最重！\n所以最辛苦！
revival_lv3_tower_1	我是下面數來第二個。\n我這邊也很重！
revival_lv3_tower_2	中間要維持平衡\n是很困難的！
revival_lv3_tower_3	我算挺輕鬆的。
revival_lv3_tower_4	最上面最高，\n好可怕！
revival_lv3_tower_5	別說了，快拿過來～。
revival_lv3_yatai	說到嘉年華會，\n路邊攤還是不能少呢！
revival_lv3_stagesode	瑪利歐先生，\n已經找到３張皇家貼紙了嗎！？\x0e\0\x04\0我也不能輸！\n我也要為了貼紙嘉年華的\n復活而努力！
revival_lv3_benchi	這邊還是\n有個柵欄比較好呢。
revival_lv4_benchi	剛才東奔西跑，\n現在累了在休息。\x0e\0\x04\0當然，我還是一樣幹勁十足。
revival_lv4_yatai_upper	大家都在努力呢～！\n我也要加油～！
revival_lv4_yatai_around	該做的事情太多了\n要從哪個開始才好呢？
revival_lv4_push	如您所見，\n我現在沒辦法抽身。
revival_lv4_kamite	舞台正在搭建，\n請先別偷看哦。
revival_lv4_lighting	這個燈要放到\n更遠的地方去吧。
revival_lv4_ladder_0	在上面跳來跳去的話，\n會危險哦！
revival_lv4_porttown	我聽到嘉年華要復活的傳聞，\n所以趕過來了。\n好了，該從哪裡開始幫忙呢？
revival_lv4_stay_1	我很期待貼紙嘉年華，\n期待到晚上根本睡不著覺，\n所以到了白天就很想睡。
revival_lv4_walk_1	咦？\n我在急著什麼來著？
revival_lv4_walk_2	要做的事太多了，\n雖然很辛苦……\n但很開心！
revival_lv4_walk_3	已經找到４張皇家貼紙了嗎！？\n我也興奮起來了！
revival_lv5_dancer_0	５！　６！　７！　８！\n再一次！
revival_lv5_dancer_1	彗星！彗星！\n噢噢～彗～星～！
revival_lv5_dancer_2	我們正在練習嘉年華的餘興節目\n「彗星舞」。
revival_lv5_dancer_3	想像自己是貼紙彗星！\n從夜空中～咻～地飛過來～！
revival_lv5_stage	好～這裡是\n碧姬公主站的位置。
revival_lv5_lighting	燈光的角度也ＯＫ！
revival_lv5_shopman_0	來，拿出你的笑容！\n歡迎光臨～！
revival_lv5_shopman_1	歡迎光臨～！！
revival_lv5_captain	這不是瑪利歐船長嗎！？\n貼紙嘉年華\n我當然也會參加！
revival_lv5_world	世界真遼闊。\n這裡居然有那麼多\n熱情的奇諾比奧們。
revival_lv5_kinoD	已經不是在貼紙商店\n招呼客人的時候了！
revival_lv5_stay_0	有志者事竟成。\n幸好沒有放棄！
revival_lv5_stay_1	唉呀～貼紙嘉年華\n真叫人興奮呢。
revival_lv5_stay_2	哦哦～貼紙嘉年華\n真叫人心跳加速呢。
revival_lv5_stay_3	皇天不負苦心人，\n已經恢復到這個地步了。
revival_lv5_stay_4	就差一步了！瑪利歐先生。\n最後一張皇家貼紙，\n請您加油！
revival_lv5_stay_5	這裡可以清楚地看到舞台，\n佔位置是先搶先贏。
revival_lv5_stay_6	這長椅好像是嘉年華當天，\n要給遠道而來的客人們坐的。
revival_lv5_stay_7	不能再袖手旁觀了。
pennant_kino_00	瑪利歐先生，您好。\x0e\0\x04\0我們在貼紙嘉年華的會場裡，\n準備了讚揚瑪利歐先生\n功勞的超級旗子。\x0e\0\x04\0只要調查各支旗子，\n就能知道上面寫的內容\n和其達成度。\x0e\0\x04\0超級旗子共有８支。\n就用它來把會場布置得\n漂漂亮亮！\x0e\0\x04\0為了讓貼紙嘉年華復活，\n請您務必幫忙！
pennant_kino_01	豎起許多超級旗子，\n炒熱貼紙嘉年華復活的氣氛吧！
pennant_kino_02	啊，瑪利歐先生。\n看來您已經知道貼紙嘉年華的最後\n會有花車遊行。\x0e\0\x04\0本來是為了要給大家驚喜\n才秘密進行排練的。\x0e\0\x04\0既然已經被知道，那就沒辦法了。\n想看花車遊行嗎？\x0e\x03\0(\0\0\xff\xff\0\0d\0\x1e\0p\0e\0n\0n\0a\0n\0t\0_\0k\0i\0n\0o\0_\0y\0n\0
pennant_kino_yn	想看\n稍後再看
pennant_kino_yes	對吧，果然會想看呢！\n那麼，先幫您儲存目前的進度。
pennant_kino_yes_2	好了。\n那麼，請好好觀賞。
pennant_kino_no	是嗎，要稍後再看嗎？\n那麼，再見了。
town_houses.msbt
kinoE_talk_01	就如您所看到的，我躲起來了。
kinoE_talk_02	這附近的栗寶寶們好像是\n越過山頭，\n從栗寶寶堡壘過來的。\x0e\0\x04\0自從貼紙嘉年華的事件以後，\n他們看起來總是一副想吵架的樣子。\n太可怕了，我都不敢直視他們的眼睛。
kinoF_talk_01	很可惜，\n還沒有到手。\n以後再來吧！
kinoF_talk_02	讓您久等了。\n終於到手了！\n是挺稀有的東西。
kinoF_talk_03	算您\x0e\x03\x02\x08\0\0\x04\0%\0D\0枚金幣\n怎麼樣？\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0
kinoF_talk_03_yn	付\n不付
kinoF_talk_03_no	這樣啊。\n那麼，算您\x0e\x03\x02\x08\0\0\x04\0%\0D\0枚金幣\n怎麼樣？\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0
kinoF_talk_03_no_last	嗯～這樣啊。\n那麼，算您\x0e\x03\x02\x08\0\0\x04\0%\0D\0枚金幣\n怎麼樣？差不多快到底價囉。\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0
kinoF_talk_03_no_light	咦～這樣啊。\n那麼，算您\x0e\x03\x02\x08\0\0\x04\0%\0D\0枚金幣\n怎麼樣？\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0
kinoF_talk_03_tarinai	您的金幣不夠。\n那麼，算您\x0e\x03\x02\x08\0\0\x04\0%\0D\0枚金幣\n怎麼樣？\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0
kinoF_talk_03_tarinai_last	嗯～您的金幣不夠呢。\n那麼，算您\x0e\x03\x02\x08\0\0\x04\0%\0D\0枚金幣\n怎麼樣？差不多要到底價囉。\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0
kinoF_talk_03_tarinai_light	呃～您的金幣不夠。\n那麼，算您\x0e\x03\x02\x08\0\0\x04\0%\0D\0枚金幣\n怎麼樣？\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0
kinoF_talk_03_harau	好的，謝謝您。\x0e\0\x04\0那麼，這個就給您。\n請收下。
kinoF_talk_03_no_end	已經沒辦法再低了！\n這次就當緣分不夠！
kinoF_talk_04	嗯，\n看起來一副沒有金幣的樣子。\n剛才的就當作沒聽到吧！
kinoG_talk_01	噴水池附近的紅色房子\n總是大門深鎖，\n看起來真的很可疑。\x0e\0\x04\0裡面一定有人\n在做什麼不可告人的事情。
kinoG_talk_02	我偷看過貼紙商店旁邊的房子，\n裡面居然只有樓梯，\n其他什麼都沒有。真的很可疑。
kinoG_talk_03	我聽到貼紙商店旁邊房子的\n樓梯底下傳來貼貼紙的聲音。\x0e\0\x04\0實在是可疑的不得了。
kinoH_talk_01	傳說在耀西斯芬克斯裡\n沉睡著可以照亮黑暗的魔法寶物。\x0e\0\x04\0當黑暗被驅散時，\n就會因太亮而睡不著吧。
kinoH_talk_02	傳說在沙漠墓穴遺跡裡\n沉睡著神聖的棒子。\x0e\0\x04\0因為是棒子，\n所以是站著睡的吧。
kinoJ_talk_01	強風警報發布！\n盛開花園正颳著強風！
kinoJ_talk_02	強風警報再次發布！\n盛開花園又開始颳起強風！\x0e\0\x04\0強風曾一度停止，\n現在又颳起來了！\n究竟是為什麼！？
kara_kino_friend_01	這個房子是我朋友的。\n但他出去旅行了，\n所以我幫忙看家。
kara_kino_friend_02	他現在人在哪裡呢？\n不知道過得好不好？
kara_kino_friend_03	旅行中的朋友\n寄來了風景明信片。
kara_kino_friend_04	他過得很好的樣子，\n旅行真神奇呢。
kara_kino_friend_05	嗚嗚！\n身為奇諾比奧的重要使命！\n我、我好感動！
kara_kino_friend_06	嗯！\x0e\0\x04\0我也深信瑪利歐先生\n一定能幫我們救出碧姬公主！\x0e\0\x04\0然後，用笑容迎接\n回到王國的兩位就是\n我們奇諾比奧的任務！\x0e\0\x04\0我也和朋友一樣，\n找到了自己該做的事情！\n謝謝您！
kara_pict_01	親愛的朋友：\n旅途中危機四伏。\x0e\0\x04\0我曾在路上被扁平的栗寶寶小混混包圍，\n但我三兩下就把他們解決了。\x0e\0\x04\0而且他們還留下２０枚金幣，\n求我饒了他們。\n啊啊～痛快！痛快！\x0e\0\x04\0我的旅行才剛開始。\n先寫到這裡，我還會再來信。
kara_pict_02	親愛的朋友：\n沙漠裡好熱，\n我的內心也熱情如火，哇哦！\x0e\0\x04\0吉他聲音悅耳，\n海市蜃樓中搖曳的金字塔與斯芬克斯\n宛如夢中世界。\x0e\0\x04\0我在路上施捨了可憐的孩子們涼水。\n旅途中的邂逅真棒呢。\x0e\0\x04\0雖然我還想在這裡多待一陣子，\n但可惜旅行仍須繼續。\n先寫到這裡，我還會再來信。
kara_pict_03	親愛的朋友：\n豎耳傾聽，就能聽見森林的聲音。\x0e\0\x04\0厭倦了城市的喧囂，\n出來旅行的我，\n藉由在森林裡與自己對話，\x0e\0\x04\0我才發覺原來自己什麼都不缺，\n理當知足並捨去欲望。\x0e\0\x04\0中了毒也沒什麼，咬個牙就過了。\n這張閃亮蘑菇貼紙就送給別人吧。\x0e\0\x04\0尋找自我之旅\n之後也將繼續下去。\n先寫到這裡，我還會再來信。
