Enemy.msbt
enemy_name_MARIO	马力欧
stg5_1.msbt
get_junk00	奇诺比奥　１８分\n再努力一些吧！
get_junk01	新装开店！\n仅限持有此广告单者\n折扣５５％！
get_junk02	XD3R - B8HH - 9ZR2 - FL16
get_junk03	★贴纸嘉年华★　～星星飘落之夜的梦～\n　贴花竞技场　【F区　７排】\n[预购]全席站票　　赞助：蘑菇商会
get_junk04	蘑菇　……３个\n叶子　……２片\n砂糖　……２大勺
get_junk05	前往闪浪海港　船票\n２等舱　３－B\n※此票不退
get_junk06	蘑菇商会\n法人代表　董事长\n　　　　　　奇　诺　比　奥
get_junk07	蘑菇商会\n砖块事业组　力量课　课长\n　　　　　　奇　诺　比　奥
get_junk08	蘑菇商会\n水管开发单位　资材本部　部长\n　　　　　　奇　诺　比　奥
get_junk09	蘑菇商会\n总务部　总务课　果汁线　线长\n　　　　　　奇　诺　比　奥
get_junk10	女人的心　和　男人的心\n总是　飘忽不定的　恋爱之心\n　　　　　　　- 1/2 -
get_junk11	蝴蝶结　飘乎飘乎　相当　忐忑忐忑\n不行啊　蛋　出来啦　呼——\n　　　　　　　- 2/2 -
get_junk12	栗子小子：\n救救我吧的秘密，我解开来啦！\n是９５８，应该。　　栗子小子
get_junk13	１号机：\n最近３号机没精神。也许是有什么\n烦恼。报告完毕。　　　　２号机
get_junk14	枯　０００　０１０　０１０　　２\n刺　００２　００１　４０\xd7　　７\n刺球队获胜！
get_junk15	栗子锅子　树叶锅子　蘑菇锅子
get_junk16	物品屋音乐教室　【正在招收学员】\n\xb7小号课　\xb7小提琴课\n\xb7电吉他课
get_junk17	{d}〈新上市〉{/d}\n{d}清凉舒爽！　爆爆蘑菇！{/d}\n{d}低热量　新登场！{/d}
get_junk18	■保存方法\n请不要在直射阳光和高温多湿的\n环境下保存。
get_junk19	{d}○　仆人　招聘　○{/d}\n公馆打扫　洗衣　泡茶　整理书架\n时薪　２金币
get_junk20	{d}肩部按摩券　（３０分钟）{/d}
get_junk21	[不在留言] 信已送到，但收件人\n不在，因此暂时由我保管     啪来嗒
get_junk22	“关于汪汪遗迹和古代文明”\n酷栗福尼亚大学　酷栗斯汀
get_junk23	当当～当！\n在巨大石门的那一头\n巨大耀西真的存在！
get_junk24	{d}没　有　中{/d}
get_junk25	{d}<请款单>{/d}\n贴纸模板费　　：３０金币　\n贴纸印刷费　　：８５金币
get_junk26	周一：休息 周二：营业 周三：休息\n周四：休息 周五：蘑菇 周六：休息\n周日：休息
get_junk27	正正正Ｔ
get_junk28	【卖房信息】\n雪山独栋别墅　５室２厅１厨　房龄：不详\n２亿４千万金币～　※可面谈
get_junk29	是垃圾\n请扔掉
get_junk30	什么也没写
get_junk31	来吧！充满干劲的奇诺比奥\n为了贴纸嘉年华的复活\n正在招募布置会场的志愿者。
get_junk32	幸福的信\n如果不将这封信转寄给１０个人，\n幸福就会来到你身边。
get_junk33	【彗星舞】\n１．彗星　彗星　彗星\n（双手上举　单脚旋转）
get_junk34	【彗星舞】\n２．从夜空降落\n（双手摇摆　大大地跳）
get_junk35	【彗星舞】\n３．实现愿望\n（落地后　大大地旋转，回到１）
get_junk36	{d}○贴纸占卜○{/d}\n闪闪钢铁跳的你……尖刺什么的\n不用在意，但是不要疏忽大意。
get_junk37	{d}○贴纸占卜○{/d}\n闪闪龟壳的你……\n不要关在自己的壳里与外界隔绝。
get_junk38	{d}○贴纸占卜○{/d}\n闪耀沙滩鞋的你……\n改变自己的机会到了。
get_junk39	<MEMO>
get_junk40	{d}【问答节目　观赏招募】{/d}\n要不要试试在观众席喝倒彩？\n集合地点：树墩广场前
get_junk41	{d}这个纸屑１００％由纸做成{/d}
get_junk42	{d}梦之蘑菇彩票{/d}\n　　{d}７５组{/d}\n{d}７２０５３３{/d}
get_junk43	{d}金币还来！{/d}
get_junk44	\x0e\x02\x06\x04\0\0\x0c\0{s[150]}栗子小子堡垒里\n神秘的绿色人物！？{s[100]}
stg5_2.msbt
karamare_yari_00	马力欧先生！\x0e\0\x04\0我在这么遥远的异国他乡\n也被缠上了。\n真是不好意思。\x0e\0\x04\0但是，金币应该是无国界的。\n能不能支付５００金币，\n让我得以逃脱呢？\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0a\0r\0a\0m\0a\0r\0e\0_\0y\0a\0r\0i\0_\00\01\0
karamare_yari_01	支付\n付什么付啊！
karamare_yari_02	这样啊！\n战斗也是无国界的噢！\x0e\0\x04\0那么，拜托了！
karamare_yari_03	金币不够啊！\n那么，拜托了！
karamare_yari_04	马力欧先生。\n我在许多地方\n被许多家伙抓住，\x0e\0\x04\0每次都是您来救助我，\n真的非常感谢。\x0e\0\x04\0为了找到真正适合自己的\n生活方式，而试着外出旅行，\x0e\0\x04\0结果却尽是\n让马力欧先生来救我。
karamare_yari_05	嗯！\n但是多亏了您，\n让我意识到了重要的事情！\x0e\0\x04\0虽然有可能意识到得太晚，\n但不管怎样，旅行结束了。\n马上就回贴花小镇去！\x0e\0\x04\0非常感谢！
stg5_3.msbt
stg5_4.msbt
lucie_wanwan_escape_00	啊？\n难得他睡着了，\n却醒来了！
lucie_wanwan_escape_01	啊——\n又醒来了！\x0e\0\x04\0早知道趁着他睡着的时候\n逃跑就好了。
lucie_wanwan_escape_02	又醒来了！\n这样的话要没完没了啦。\n还是逃跑吧！
stg5_5.msbt
kanban_01	欢迎\n天然温泉　隆隆温泉\n功效：划伤　弯折　褶皱
stg5_6.msbt
kanban_01	\x0e\x02\x06\x04\0\0#\0{s[200]}！危险！{s[100]}
boss_plant_first_01	哇哦，好厉害！\n火山的里面\n竟然是这样的呢。\x0e\0\x04\0非常热啊！\n在这种地方寻找皇家贴纸\n感觉会很困难呢。
boss_plant_first_02	嗯？
boss_plant_appear_01	刺刺刺……
boss_plant_appear_02	\x0e\x04\x03\x04\0\0\0\0{d}{s[200]}刺亮亮亮——！{s[100]}{/d}\x0f\x04\x03
boss_plant_escape_01	刺刺刺刺！
boss_plant_appear2_01	\x0e\x04\x03\x04\0\0\0\0{d}{s[200]}刺亮亮亮亮——！{s[100]}{/d}\x0f\x04\x03
boss_plant_haku_lucie_0	{d}{s[150]}糟透了！{s[100]}{/d}\x0e\0\x04\0真的是遇到麻烦啦！\n竟然被吃掉了，我无法接受！
boss_plant_haku_lucie_1	好啊，你，\n竟然吃我这柔弱的女士！\x0e\0\x04\0马力欧！隆隆地转动进行摇奖，\n火力全开吧！
boss_plant_after_01	{d}嗝噗{/d}
boss_plant_after_02	哼。\n贴纸可不是吃的东西。
boss_plant_after_03	好了，\n去拿皇家贴纸吧！
lucie_wanwan_escape2_00	好了，\n赶紧逃跑吧。
stg6_1.msbt
Incomplete_5royalsticker_01	哎呀，\n这里是岩壁，是条死路。
5royalsticker_set_01	马力欧！\n从收集到的皇家贴纸那里\n感受到很强的力量！\x0e\0\x04\0是不是发生什么事了。\n看看收集册吧！
5royalsticker_set_02	皇家贴纸收集齐的时候\n五道光束照亮墙壁\n真相将被揭晓\x0e\0\x04\0……五道光束！\n真相将被揭晓！\x0e\0\x04\0原来在那个公馆里的书上写着的\n古代贴纸语就是这个意思呀！\x0e\0\x04\0马力欧，\n真相揭晓啦！
5royalsticker_set_03	酷霸王的脸……\n刚刚的原来就是酷霸王城堡呀！\x0e\0\x04\0最后的皇家贴纸就是在那里。\n决战的时刻终于要到了。\x0e\0\x04\0好，去酷霸王城堡吧！
5royalsticker_set_05	“好，去……”虽然这样想，\n但是他们却逃到云上面了呀。\x0e\0\x04\0就算是我也不能在天上飞。\x0e\0\x04\0马力欧，你有没有\n可以在天上飞的朋友呀？
5royalsticker_set_04	皇家贴纸的光在山崖上……\n到底发生了什么事？
stg6_2.msbt
jr._ship_appear_01	好，\n已经在云上面了。\x0e\0\x04\0应该马上就要\n看到酷霸王城堡了。
jr._ship_appear_02	有什么东西飞过来了。\n危险！\n请抓紧啦！
jr._ship_appear_03	{d}{s[150]}在等着你呢，马力欧～{s[100]}{s[150]}！{s[100]}{/d}
jr._battle_w6_appear_01	马力欧～！\n终于来到这里啦！\x0e\0\x04\0因为一直输给你们这些家伙，\n所以被我老爸狠狠地骂啦！\x0e\0\x04\0这些贴纸什么的已经不重要了！\n如果想要这个彗星碎片就先打倒\n我吧，我这次是动真格的啦！
jr._battle_w6_appear_02	出来啦，你这个爱撒娇的家伙！\n我们也是动真格的呀。\n真是求之不得呢！
jr._battle_w6_appear_03	来啦！\n好了，你已经逃不掉了。\n做好心理准备吧！
jr._battle_w6_appear_04	烦死了，烦死了！\x0e\0\x04\0竟然在飞船上打个洞，\n又要被老爸骂了！\x0e\0\x04\0把你们这些家伙干掉之后\n回去让老爸夸奖我～！
jr._battle_w6_battle_01	这次我实在是\n不能输掉！\x0e\0\x04\0这个怎么样！
jr._battle_w6_battle_02	{d}{s[075]}是个防御罩～！{s[100]}{/d}\x0e\0\x04\0{d}{s[075]}好，放马过来吧！{s[100]}{/d}
jr._battle_w6_escape_01	呀～逃啦～！\x0e\0\x04\0老爸用不着出马。\n最后的终结者我一个\n就已经足够啦！
jr._battle_w6_appear2_01	又来啦！\n反正还要逃，对吧～？
jr._battle_w6_after_01	可恶～！\n绝对不想承认！\x0e\0\x04\0但我可能是要……\x0e\0\x04\0{d}{s[150]}被干掉了～！{s[100]}{/d}
jr._battle_w6_after_02	呼——。\n到最后还在撒娇呀。
hana_bero_to_stagemap	要返回吗？\x0e\x03\0\x14\0\0\x01\0\0\0d\0\n\0y\0e\0s\0n\0o\0
stg6_3.msbt
kamk_battle_w6_appear_02	好久不见，两位，\n终于来到这里了。
kamk_battle_w6_appear_03	卡美克！\n终于出现啦！\x0e\0\x04\0一直被你折磨得很痛苦，\n终于到了要了断的时候啦！
kamk_battle_w6_appear_04	是啊。\n既然都到这里了，\n谁也不能退缩喽。
kamk_battle_w6_appear_05	不要再自我吹嘘啦。\n就战到一方倒下为止！\x0e\0\x04\0那么，开始吧！
kamk_battle_w6_battle_01	啊，对了对了，\n战斗之前不要忘了\n做“那件”事情。
kamk_battle_w6_battle_02	真是的！\n又做了件麻烦的事情！\x0e\0\x04\0但我们是不会认输的！\n用这个沙滩鞋狠狠地\n抽你那张可恶的脸！
kamk_battle_w6_battle_03	什么呀！\n就是个没了贴纸就什么都不行，\n贴纸星的贴纸呆子！\x0e\0\x04\0那就在那儿摇摇晃晃地\n瞧着马力欧被整的样子吧！
kamk_battle_w6_battle_04	　所有的贴纸都变成沙滩鞋贴纸了。\x0e\x01\x01\0
kamk_battle_w6_escape_01	逃多少次都可以的。\n我会一直在这边等着的。\n酷酷酷。
kamk_battle_w6_appear2_01	哎哟，又来啦。\n竟然没有放弃，真让人感动呀。
kamk_battle_w6_after_01	原来如此。\n不愧是能一路收集皇家贴纸\n到这里的人呀。\x0e\0\x04\0我承认你们两位变强大了！\n至少可以干掉我了。\x0e\0\x04\0……但是，酷霸王大人所持有的\n最后的皇家贴纸有着\n前所未有的、全然不同的力量。\x0e\0\x04\0这世界上没有能战胜\n那刺亮刺亮的力量。\x0e\0\x04\0\x0e\x04\x04\x04\xe8\x03\0\0啊啊……\x0e\0\x04\0光想象你们被酷霸王大人\n整得单单薄薄的样子，\n就已经非常有意思啦。\x0e\0\x04\0所以对消失这种事情\n我完全不会害怕。\n咔咔咔咔！\x0e\0\x04\0让你们被酷霸王大人干掉～！\x0e\x04\x01\0\n让你们被酷霸王大人干掉～！\x0e\x04\x01\0\n让你们被酷霸王大人干……\x0e\x01\x01\0
kamk_battle_w6_sealbook_restore_01	　沙滩鞋的魔法破解了。
koopa_event_01	{d}{s[100]}马力欧——！{s[100]}{/d}
koopa_event_02	啊，\n那位就是桃花公主吧！\x0e\0\x04\0是你很重要的人吧？\n趁酷霸王不在的时候\n赶快去救她吧！
koopa_event_06	终于出现啦！\n酷霸王！\x0e\0\x04\0什么呀，\n用皇家贴纸打扮得刺亮刺亮的！\x0e\x04\x01\0\n怕，\x0e\x04\x01\0怕什么呀！\x0e\0\x04\0就是为了夺回你额头上的\n皇家贴纸，才努力到现在的！\x0e\0\x04\0快快……
koopa_event_06_2	{d}{s[150]}还给我们啦～！！{s[100]}{/d}
koopa_event_2_01	哎！\n皇家贴纸也和酷霸王\n一起掉下去了！
koopa_2nd_battle_01	不愧是最后一张皇家贴纸。\n刺亮刺亮的力量太过于强大了，\n我们的贴纸完全不起作用呀。
koopa_2nd_battle_02	马力欧。\n这样的话就使用最后的招数吧。\x0e\0\x04\0把我当作贴纸来用吧。
koopa_2nd_battle_03	好好听着，马力欧。\x0e\0\x04\0对皇家贴纸的刺亮刺亮的力量，\n只有同样的贴纸星的\n闪耀力量才有效。\x0e\0\x04\0用你的勇气\n把我的闪耀增强几倍，\n去攻击那个酷霸王吧！\x0e\0\x04\0知道啦？\n好，那我进入收集册啦！\n如果拿到商店卖掉，我可饶不了你！
koopa_2nd_battle_04	{c[f4f4f4]}谢谢你把我贴上去，\n马力欧。{c[000000]}
koopa_2nd_battle_04_2	{c[f4f4f4]}把我全部的闪耀送给你。\n一定要赢啊！{c[000000]}
koopa_2nd_battle_05	{c[f4f4f4]}现在想来，好像是一直勉强你\n陪我一起冒险的。真是抱歉。{c[000000]}
koopa_2nd_battle_05_2	{c[f4f4f4]}不过，虽然发生了很多事情，\n还是很开心。\x0e\x04\x01\0那么，就……{c[000000]}
koopa_2nd_battle_06	{c[f4f4f4]}再见了！{c[000000]}
koopa_event_3_01	谢谢，马力欧。\n果然值得信赖。\x0e\0\x04\0变得怪怪的酷霸王，\n在皇家贴纸被揭下之后\n也好像恢复正常了。
koopa_event_3_04	虽然被整得单单薄薄的，\n不过这是常有的事，\n不用担心的吧。
koopa_event_3_02	贴纸嘉年华的夜晚，\n乘着贴纸彗星来的\n６张皇家贴纸……\x0e\0\x04\0虽说那个力量可以实现愿望，\n但是如果使用方法不对，\n也会带来灾难。
koopa_event_3_03	啊，\n那就是皇家贴纸呀。\x0e\0\x04\0将６张全部收集到，\n应该非常不容易的吧。\x0e\0\x04\0但是，多亏你把那些都收集到了，\n所以王国的和平——\n我的愿望……\x0e\0\x04\0不，王国里所有人的愿望\n都得到了实现。
koopa_event_3_05	那些皇家贴纸的力量，\n请用于实现你的心愿吧。\x0e\0\x04\0那，马力欧，\n许下你的心愿……
town_epilogue.msbt
town_feast.msbt
honor_frag_a_01	{d}“？？？？？”\n收集所有的彗星碎片。\n目前：\x0e\x03\x02\x08\0\0\x04\0%\0D\0％{/d}
honor_frag_a_02	{d}“彗星修理匠”\n收集所有的彗星碎片。\n祝贺！\x0e\x03\x02\x08\0\0\x04\0%\0D\0％！{/d}
honor_frag_b_01	{d}“？？？？？”\n让秘密门全部出现。\n目前：\x0e\x03\x02\x08\0\0\x04\0%\0D\0％{/d}
honor_frag_b_02	{d}“门全开”\n让秘密门全部出现。\n祝贺！\x0e\x03\x02\x08\0\0\x04\0%\0D\0％！{/d}
honor_frag_c_01	{d}“？？？？？”\n收集世界上所有的贴纸。\n目前：\x0e\x03\x02\x08\0\0\x04\0%\0D\0％{/d}
honor_frag_c_02	{d}“名誉馆长”\n收集世界上所有的贴纸。\n祝贺！\x0e\x03\x02\x08\0\0\x04\0%\0D\0％！{/d}
honor_frag_d_01	{d}“？？？？？”\n收集所有的体力UP之心。\n目前：\x0e\x03\x02\x08\0\0\x04\0%\0D\0％{/d}
honor_frag_d_02	{d}“极限之心”\n收集所有的体力UP之心。\n祝贺！\x0e\x03\x02\x08\0\0\x04\0%\0D\0％！{/d}
honor_frag_e_01	{d}“？？？？？”\n在贴纸商店里使用１００００金币。\n目前为止：\x0e\x03\x02\x08\0\0\x04\0%\0D\0金币{/d}
honor_frag_e_02	{d}“超级购物狂”\n在贴纸商店里使用１００００金币。\n祝贺！\x0e\x03\x02\x08\0\0\x04\0%\0D\0金币{/d}
honor_frag_f_01	{d}“？？？？？”\n在战斗中获得５００次完美奖励。\n目前：\x0e\x03\x02\x08\0\0\x04\0%\0D\0次{/d}
honor_frag_f_02	{d}“极速之星”\n在战斗中获得５００次完美奖励。\n祝贺！\x0e\x03\x02\x08\0\0\x04\0%\0D\0次{/d}
honor_frag_g_01	{d}“？？？？？”\n在战斗中获得１０００次“好极了”攻击。\n目前：\x0e\x03\x02\x08\0\0\x04\0%\0D\0次{/d}
honor_frag_g_02	{d}“好极了先生”\n在战斗中获得１０００次“好极了”攻击。\n祝贺！\x0e\x03\x02\x08\0\0\x04\0%\0D\0次{/d}
honor_frag_h_01	{d}“？？？？？”\n在战斗摇奖中获得５０次３样一致。\n目前：\x0e\x03\x02\x08\0\0\x04\0%\0D\0次{/d}
honor_frag_h_02	{d}“摇奖王”\n在战斗摇奖中获得５０次３样一致。\n祝贺！\x0e\x03\x02\x08\0\0\x04\0%\0D\0次{/d}
before_staffroll_peach	王国里的各位！\x0e\0\x04\0终于在今晚，\n象征和平的\n贴纸嘉年华复活了。\x0e\0\x04\0但是，这绝不是\n因为贴纸彗星的力量。\x0e\0\x04\0\x0e\x04\x02\0是夺回皇家贴纸的   \n这位马力欧的勇气和……\x0e\0\x04\0\x0e\x04\x02\0从心底里渴望着复活，\n并竭尽全力努力了的大家的功劳。
before_staffroll_lucie_01	{d}{s[150]}你这是在做什么～！{s[100]}{/d}
before_staffroll_lucie_01_2	你现在\n是不是又想要碰\n贴纸彗星了！？
before_staffroll_lucie_01_3	你有想过因为你的恶作剧，\n给大家带来了多么大的麻烦吗？
before_staffroll_lucie_02	哎……\n多亏了马力欧的愿望，\n我得以重生了。\x0e\0\x04\0但是一想到每年贴纸嘉年华的时候\n都会这样，就感到前途堪忧。
revival_pre_center	呜哇——！\n贴纸嘉年华的会场\n被搞得一塌糊涂。
revival_lv0_center	那么欢快的\n贴纸嘉年华的景象\n已不复存在了……
revival_lv1_center	贴纸嘉年华？\x0e\0\x04\0那只是一场梦。\n还是忘了吧。
revival_lv1_material	重新这么一看，\n什么都没有了……
revival_lv2_center	贴纸嘉年华要复活？\x0e\0\x04\0简直是……\n天方夜谭……
revival_lv2_material	听到贴纸嘉年华要复活的消息，\n奇诺比奥就聚过来了。
revival_lv2_stage	踌躇不定是\n解决不了问题的，\n只能做下去。
revival_lv2_benchi	先来看一下再说，\n不知怎的，总觉得没干劲……
revival_lv2_field	听说贴纸嘉年华要复活，\n才来看看的。是真的吗？
revival_lv2_hasamare	等等——\n被夹住啦——
revival_lv3_center	所以嘛，\n要贴纸嘉年华复活\n是不可能的事情……
revival_lv3_center_2	咦！？\x0e\0\x04\0了不起！\n大家都在努力！
revival_lv3_center_3	马力欧先生！\n我已经醒悟了！\n不会再哭了！\x0e\0\x04\0我也会为贴纸嘉年华的复活\n竭尽全力的！！
revival_lv3_center_4	此刻，\n为了释放出这种干劲，\n正在拼命奔跑。
revival_lv3_tower_0	最下面是最重的！\n最痛苦的。
revival_lv3_tower_1	从下数第二个。\n我也觉得重啊！
revival_lv3_tower_2	正中间要掌握好平衡，\n也很难的！
revival_lv3_tower_3	我大概是比较轻松的吧。
revival_lv3_tower_4	最上面是\n最高的，好害怕呀！
revival_lv3_tower_5	好啦，快点递过来——
revival_lv3_yatai	嘉年华还是要有\n小吃摊呀。
revival_lv3_stagesode	马力欧先生\n已经找到３张皇家贴纸啦！？\x0e\0\x04\0我也不能输！\n我也要为贴纸嘉年华的复活努力！
revival_lv3_benchi	这附近还是要有\n栅栏比较好。
revival_lv4_benchi	跑得有点过头，累着了，\n正在休息。\n但是，干劲当然还是有的。
revival_lv4_yatai_upper	大家好努力呀——\n我也要努力——
revival_lv4_yatai_around	要做的事情太多了，\n不知道从哪里开始着手！
revival_lv4_push	你也看到了，\n我现在忙得很。
revival_lv4_kamite	舞台正在搭建中。\n还不能看噢。
revival_lv4_lighting	这个照明灯\n再往那儿一点。
revival_lv4_ladder_0	在上面蹦蹦跳跳的话\n是很危险的呀！
revival_lv4_porttown	听到嘉年华复活的传闻，\n赶紧跑过来了。\n嗯，从哪儿开始帮忙呢。
revival_lv4_stay_1	太期待贴纸嘉年华了，\n晚上根本不能入睡。\n因此白天就非常困。
revival_lv4_walk_1	咦？\n在着急什么来着？
revival_lv4_walk_2	虽然要做的事情非常多，\n很辛苦……\n但是很开心！
revival_lv4_walk_3	皇家贴纸有４张了呀！\n我的情绪也跟着\n高涨起来了！
revival_lv5_dancer_0	５！　６！　７！　８！\n再来一次！
revival_lv5_dancer_1	彗星！彗星！\n噢——彗——星——！
revival_lv5_dancer_2	正在练习要在嘉年华余兴派对中\n表演的彗星舞蹈。
revival_lv5_dancer_3	仿佛变成了贴纸彗星一样！\n从夜空中——！耶！降临——！
revival_lv5_stage	是的，这里是\n桃花公主要站的位置——
revival_lv5_lighting	照明灯的角度也很完美！
revival_lv5_shopman_0	好，微笑！\n欢迎光临——！
revival_lv5_shopman_1	欢迎光临——！！
revival_lv5_captain	好久不见！马力欧船长！\n我当然也要参加贴纸嘉年华啦！
revival_lv5_world	世界很大。\n真没想到有这么多\n热心的奇诺比奥。
revival_lv5_kinoD	现在不是在贴纸商店里\n吆喝的时候！
revival_lv5_stay_0	有志者事竟成。\n幸好没有中途放弃！
revival_lv5_stay_1	呀——贴纸嘉年华！\n好激动呀。
revival_lv5_stay_2	哇——贴纸嘉年华！\n好紧张呀。
revival_lv5_stay_3	功夫不负有心人，\n已经恢复到这里了。
revival_lv5_stay_4	马力欧先生还差一步！\n最后一张皇家贴纸，\n请加油呀。
revival_lv5_stay_5	在这里能看清楚舞台，\n所以占位子还是要捷足先登。
revival_lv5_stay_6	听说这长椅是嘉年华当天\n给远道而来的客人提供的座位。
revival_lv5_stay_7	不能这样袖手旁观了。
pennant_kino_00	你好，马力欧先生。\x0e\0\x04\0在这次贴纸嘉年华会场上，\n特意准备了赞扬马力欧先生\n丰功伟绩的超级旗帜。\x0e\0\x04\0查看各个旗帜\n就可以看出\n其内容和达成度。\x0e\0\x04\0超级旗帜共有８面。\n这样可以把会场\n布置得更加华丽了！\x0e\0\x04\0为了增添\n贴纸嘉年华复活高涨的气氛，\n请您一定配合！
pennant_kino_01	竖起更多的超级旗帜，\n增添贴纸嘉年华复活\n高涨的气氛吧！
pennant_kino_02	啊，马力欧先生，看你这表情，\n一定是知道了贴纸嘉年华的最后\n还有游行的事情吧？\x0e\0\x04\0为了给大家一个惊喜\n一直是秘密进行的，\n但既然被发现了，那就没有办法啦。\x0e\0\x04\0怎么样？\n想看游行吗？\x0e\x03\0(\0\0\xff\xff\0\0d\0\x1e\0p\0e\0n\0n\0a\0n\0t\0_\0k\0i\0n\0o\0_\0y\0n\0
pennant_kino_yn	想看\n稍后
pennant_kino_yes	这样呀，想看是吧。\n那么先保存好现在的进度吧。
pennant_kino_yes_2	好了，那么\n请尽情享受吧！
pennant_kino_no	这样呀，稍后是吧。\n那么下次再见。
town_houses.msbt
kinoE_talk_01	就像你所见到的，我躲在这里呢。
kinoE_talk_02	这附近的栗子小子们\n好像要翻山越岭，\n从栗子小子堡垒过来了。\x0e\0\x04\0自从贴纸嘉年华的事件发生后，\n他们总是一副要打架的样子，\n看都不敢看。
kinoF_talk_01	好可惜啊，\n还没有到手呢。\n请以后再来吧。
kinoF_talk_02	让您久等了。\n终于到手了噢。\n相当稀有的东西呢。
kinoF_talk_03	花\x0e\x03\x02\x08\0\0\x04\0%\0D\0金币如何？\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0
kinoF_talk_03_yn	支付\n不付
kinoF_talk_03_no	这样啊。\n那么\x0e\x03\x02\x08\0\0\x04\0%\0D\0金币如何？\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0
kinoF_talk_03_no_last	嗯，这样啊。\n那么\x0e\x03\x02\x08\0\0\x04\0%\0D\0金币如何？\n已经快到底线了噢。\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0
kinoF_talk_03_no_light	哎，这样啊。\n那么\x0e\x03\x02\x08\0\0\x04\0%\0D\0金币如何啊？\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0
kinoF_talk_03_tarinai	金币不够噢。\n那么\x0e\x03\x02\x08\0\0\x04\0%\0D\0金币如何？\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0
kinoF_talk_03_tarinai_last	嗯，金币不够哟。\n那么\x0e\x03\x02\x08\0\0\x04\0%\0D\0金币如何？\n已经快到底线了噢。\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0
kinoF_talk_03_tarinai_light	呃，金币不够噢。\n那么\x0e\x03\x02\x08\0\0\x04\0%\0D\0金币如何？\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0
kinoF_talk_03_harau	好的，非常感谢。\x0e\0\x04\0那么，这个拿去。\n确实给你了噢。
kinoF_talk_03_no_end	不能低于这个价了！\n看来这次真的是\n没什么缘分了！
kinoF_talk_04	嗯，\n似乎没有什么金币呢。\n这些话就当没听到吧！
kinoG_talk_01	喷泉附近的红色房子\n门总是锁着的，\n很奇怪呢。\x0e\0\x04\0里面一定有人正在\n秘密地做着什么诡异的事情。
kinoG_talk_02	偷偷看过贴纸商店\n隔壁房子的里面，\n不知怎么的只有楼梯。\x0e\0\x04\0真的很诡异。
kinoG_talk_03	从贴纸商店隔壁房子的\n楼梯下面，\n可以听见贴贴纸的声音。\x0e\0\x04\0果真很诡异。
kinoH_talk_01	据说，在耀西斯芬克斯里\n沉睡着照亮黑暗的魔法宝物。\x0e\0\x04\0黑暗被照亮后，\n因为太明亮，睡也睡不着啊。
kinoH_talk_02	据说，在沙漠墓穴遗迹里\n沉睡着神圣的棒子。\x0e\0\x04\0因为是棒子，\n所以是站着睡的吧。
kinoJ_talk_01	发布大风警报！\n盛开花园\n正刮着极强的风！
kinoJ_talk_02	再次发布大风警报！\n盛开花园\n又一次刮起极强的风！\x0e\0\x04\0本来应该已经停了，\n但又刮起来了！\n到底是怎么回事啊？
kara_kino_friend_01	住在这个家里的朋友\n外出旅行了，\n所以我暂时在这里看家。
kara_kino_friend_02	那家伙还好吧。\n现在这个时候不知在哪儿呢。
kara_kino_friend_03	收到了外出旅行的朋友\n寄来的明信片。
kara_kino_friend_04	感觉朋友状态正佳。\n旅行什么的，真是了不起啊。
kara_kino_friend_05	哇！\n作为奇诺比奥的最重要的使命！\n太、太感动了！
kara_kino_friend_06	嗯！\x0e\0\x04\0我也一直相信\n马力欧先生一定能\n帮我们救出桃花公主！\x0e\0\x04\0还有，用热情的笑脸\n迎接两位返回王国\n是作为奇诺比奥的职责！\x0e\0\x04\0我也和朋友们一样，\n找到了自己应该做的事情！\n非常感谢！
kara_pict_01	亲爱的朋友，\n旅行充满了危险。\x0e\0\x04\0我还不小心被\n单薄的古惑仔栗子小子缠上，\n但很轻松地就打赢了。\x0e\0\x04\0而且还留下了２０金币\n请求我的原谅。\n啊，真是心情愉快。\x0e\0\x04\0我的旅行才刚刚开始。\n那么，下次再写信给你。
