Enemy.msbt
enemy_name_MARIO	Mario
revival_lv4_kamite	We're still setting up the stage.\nNo peeking!
revival_lv4_lighting	The light should be a little more over\nthere, I'm thinking.
revival_lv4_ladder_0	Hey, WHOA! Whoa. You should NEVER\njump on the top of a ladder.
revival_lv4_porttown	I heard a rumor about a Sticker Fest\nrevival, so I showed up. What do I do?\nWhere can I help out?
revival_lv4_stay_1	I'm so excited about the Sticker Fest,\nI can't sleep at night. So as a result,\nI'm totally sleepy during the day.
revival_lv4_walk_1	Huh? What was I hurrying for again?
revival_lv4_walk_2	There's so much to do. It's a little\nexhausting...but still so fun!
revival_lv4_walk_3	Four Royal Stickers! Yowza!\nI just leveled up...with excitement!
revival_lv5_dancer_0	Five! Six! Seven! Eight! One more time!
revival_lv5_dancer_1	Comet! Comet! Comet!\nFrom the niiiiiiiiight skyyyyy!
revival_lv5_dancer_2	We're doing the Comet Dance as a\nsideshow at the festival. Just getting a\nlittle practice in.
revival_lv5_dancer_3	Do it like you're the Sticker Comet!\nFrom the niiiiight sky! Yeah!
revival_lv5_stage	Yes, this is where Princess Peach will\nbe standing.
revival_lv5_lighting	The angle of the light is perfect!
revival_lv5_shopman_0	Now, try it with a smile! "Welcome!"
revival_lv5_shopman_1	Welcome!
revival_lv5_captain	It's Captain Mario! How do you fare?\nMe, I simply HAD to join the Sticker Fest\nrevival! HAD to!
revival_lv5_world	The world is vast. To think, there are \nthis many passionate Toads in it...\nMy horizons have expanded yet again.
revival_lv5_kinoD	I quit my job as the barker for the \nSticker Shop!
revival_lv5_stay_0	If you try hard, you can do anything.\nIt's so great that we didn't give up!
revival_lv5_stay_1	YAYYYYYYYYY! I'm so excited for the \nSticker Fest.
revival_lv5_stay_2	Whoa... Sticker Fest makes my heart go\nthump-thump-a-chicka-bow-bow.
revival_lv5_stay_3	Thanks to our efforts, look at how far\nthe festival revival has come!
revival_lv5_stay_4	Mario, just a little further to go! \nGood luck with that last Royal Sticker.
revival_lv5_stay_5	This spot's got the best view of the \nstage. The early bird gets the worm!
revival_lv5_stay_6	I hear that on the day of the festival, \nthis bench will be reserved for honored\nguests who have come from far away.
revival_lv5_stay_7	I can't sit still anymore!
pennant_kino_00	Hello there, Mario.\x0e\0\x04\0I hope you don't think this is weird,\nbut I put up some super flags around the\nfestival grounds to honor your many\nimpressive feats.\x0e\0\x04\0If you check out each flag, you can see\neach feat I've been tracking and gauge\nhow far along you've come.\x0e\0\x04\0There are eight super flags in all. \nLet's decorate this place in grand \nstyle, what do you say?!\x0e\0\x04\0You've gotta help pump this revival up\nto the MAX!
pennant_kino_01	Let's put up lots of super flags! Yeah!\nLet's really put the "viva" in the Sticker\nFest revival!
pennant_kino_02	Hey, Mario. I can see from your face\nthat you know all about the parade at\nthe end of Sticker Fest.\x0e\0\x04\0I wanted to keep it a surprise so I could\nfire everyone up, but if the sticker's out\nof the bag...\x0e\0\x04\0What do you say? You want to watch \nthe parade?\x0e\x03\0(\0\0\xff\xff\0\0d\0\x1e\0p\0e\0n\0n\0a\0n\0t\0_\0k\0i\0n\0o\0_\0y\0n\0
pennant_kino_yn	Yes!\nLater.
pennant_kino_yes	Of course you do! Who wouldn't?!\nLet me save your progress, OK?
pennant_kino_yes_2	All done! Enjoy the parade!
pennant_kino_no	Got it. I'll touch base with you later on.\nSee ya!
town_houses.msbt
kinoE_talk_01	Dude, hello? I'm hiding.
kinoE_talk_02	Notice all the Goombas near town?\nWord is, they somehow made it over the\nmountains from the big Goomba fortress.\x0e\0\x04\0Ever since all that craziness went down\nat the Sticker Fest, they've been just\nwhaling on random passersby. I am NOT\nmaking eye contact with those dudes.
kinoF_talk_01	I'd love to set you up with some sweet \nstickers so you can live life to the \nfullest, but I don't have any in yet.
kinoF_talk_02	Hey, I finally got some sweet, life-\nfulfilling stickers in--pretty rare ones!
kinoF_talk_03	How about \x0e\x03\x02\x08\0\0\x04\0%\0d\0 coins? \x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0
kinoF_talk_03_yn	Pay.\nDon't pay.
kinoF_talk_03_no	Really? Then how about \x0e\x03\x02\x08\0\0\x04\0%\0d\0 coins? \x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0
kinoF_talk_03_no_last	Hmmmm, you drive a hard bargain. \nWell then, can you do \x0e\x03\x02\x08\0\0\x04\0%\0d\0 coins?\nJust so you know, I'm reaching my limit.\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0
kinoF_talk_03_no_light	Whaaat? Are you serious? Gee whiz. \nOK then. Let's say \x0e\x03\x02\x08\0\0\x04\0%\0d\0 coins?\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0
kinoF_talk_03_tarinai	You don't even have enough coins...\nSo what would you say to \x0e\x03\x02\x08\0\0\x04\0%\0d\0 coins? \x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0
kinoF_talk_03_tarinai_last	Hmmmm, you're really light on funds.\nHow about this: \x0e\x03\x02\x08\0\0\x04\0%\0d\0 coins?\nI'm about out of wiggle room, here.\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0
kinoF_talk_03_tarinai_light	Hurmm... You don't have the cash.\nLook, let's say \x0e\x03\x02\x08\0\0\x04\0%\0d\0 coins. Deal?\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0
kinoF_talk_03_harau	OK! Thank you very much!\x0e\0\x04\0Here you go, and have a great day!
kinoF_talk_03_no_end	No. Just no! I'm not dropping any more!\nI like to bargain, but you're just crazy!\nThis deal is a no go!
kinoF_talk_04	Oh, wait, looks like you don't have \nenough coins. Maybe you'd better just\nforget everything I said.
kinoG_talk_01	That red house near the fountain is \nalways locked. I don't mind telling you, \nit kinda creeps me out.\x0e\0\x04\0I'd bet you coins to cupcakes that \nsomeone's up to some funny business in\nthat place. And not "teehee" funny.\nMore like "bwahaha" funny.
kinoG_talk_02	Check it out: I managed to sneak a peek\ninside that house next to the Sticker\nShop...but there was nothing in there\nbut some stairs.\x0e\0\x04\0Really, really creepy.
kinoG_talk_03	Check it: if you go to the bottom of the\nstairs in that red house next to the\nSticker Shop, you can hear the sound\nof stickers being stuck up.\x0e\0\x04\0Totally, completely creepy.
kinoH_talk_01	There's an old tale that claims there's\na magic treasure sleeping inside the\nYoshi Sphinx. Supposedly this thing\nlights the darkness or something.\x0e\0\x04\0I don't buy it. I mean, c'mon, with the\ndarkness all lit up, nobody could sleep,\nlet alone some old treasure.
kinoH_talk_02	I've heard an old tale that claims a \nsacred staff sleeps within the \nSandshifter Ruins.\x0e\0\x04\0But it's a staff, right? So I guess it must\nsleep standing up. Seems uncomfy.
kinoJ_talk_01	HIIIIIIGH WIIIIIIIIND WAAAAAAAARNING!\nExtreme winds in the forecast for\nBouquet Gardens!
kinoJ_talk_02	ANOTHER HIIIGH WIIIIIND WAAAARNING!\nExtreme winds are once again in the\nforecast for Bouquet Gardens!\x0e\0\x04\0They stopped for a time, but now\nthey're blowing up a storm again.\nThe question is, why?
kara_kino_friend_01	Oh, I don't live here! I'm just watching\nthe house while my bud's off on a trip.\nIt's his house.
kara_kino_friend_02	I hope he's OK. I wonder where he is \nright now...
kara_kino_friend_03	You know my bud who's always off\ntraveling? I got a postcard from him!\nI put it up over there.
kara_kino_friend_04	Sounds like my bud's doing just fine. \nTraveling sounds AMAZING.
kara_kino_friend_05	WHOOOAAA! Talk about an awakening!\nFor a Toad to embrace his calling like\nthat... It's making me get all misty!\nI salute you, bud! BAWWWW!
kara_kino_friend_06	Hmph!\x0e\0\x04\0Y'know what? I KNOW you're gonna\nsave Princess Peach! It's a done deal.\x0e\0\x04\0And then, when the two of you return\nto the kingdom in TOTAL TRIUMPH, it is\nmy Toadly duty to welcome you back\nwith a smile and a vigorous back pat!\x0e\0\x04\0Like my bud, I've finally discovered \nmy calling in life! I feel complete!
kara_pict_01	Dear Bud,\nMy journey is fraught with danger.\x0e\0\x04\0I was lately accosted by some flimsy\nGoombas bent on mischief, but I\ndispatched them with ease.\x0e\0\x04\0They cried, "Forgive us, mighty Toad!" \nand left me 20 coins. Satisfactory!\nPray tell, what is better than a coin\nwell earned with knuckles? Naught!\x0e\0\x04\0In any case, my journey continues.\nWill write when circumstances permit.
kara_pict_02	Dear Bud,\nIn the unrelenting heat of the desert,\ntensions mount and the spirit quails.\nYet this Toad presses on! Huzzah!\x0e\0\x04\0The comforting strums of guitars seem\nomnipresent, a pleasing backdrop to the\nshimmering vistas of both pyramid and\nsphinx. All melts into a mirage dream.\x0e\0\x04\0As I trod the sands, I treated some\nlocal children to a cold beverage. \nHow lovely such chance meetings are!\nWe are all strangers in a strange world!\x0e\0\x04\0Much as I would love to linger here,\nI must journey on. Until I write again...
kara_pict_03	Dear Bud,\nMy ears, once clogged with the words of\nmen, now hear all. If one listens closely,\none can hear the voice of the woods.\x0e\0\x04\0I had tired of the hubbub of town life.\nI had come to wonder, what is a Toad?\nAnd so I embarked on this epic journey.\nYes, a journey to find myself.\x0e\0\x04\0I've come to realize that a Toad must\nlearn his limits. He must dispose of his\nworldly desires. And most of all, he must\nbe content with his inner Toad.\x0e\0\x04\0My inner Toad is more than content.\nHe is mighty. Poison surrounds me, but I\nfear not its acid bite. I shall donate my\nShiny Mushroom sticker to one in need.\x0e\0\x04\0My great journey of self-discovery \ncontinues. I will write soon.
kara_pict_04	Dear Bud,\nMy body, this crude vessel, is so cold...\nbut my spirit is ablaze.\x0e\0\x04\0So many attractions command my eye.\nSuch a wealth of entertainment calls to\nme that I quite lose track of time.\x0e\0\x04\0The tickets are rather on the expensive\nside, but the visions I have witnessed\nare worth any price.\x0e\0\x04\0I cannot tarry, however. A land of pure,\nuntamed wilderness lies ahead of me.\nPray tell, what chance encounters\nlie in wait for me there?\x0e\0\x04\0The mountains rise up to greet me as I\nset out on the next leg of my journey. \nUntil next time.
kara_pict_05	Dear Bud...\x0e\0\x04\0Confession time: I've been getting\nwhupped up and down two continents,\nand I've been saved time and again by\na fellow traveler.\x0e\0\x04\0Those whuppings opened my eyes, bud.\x0e\0\x04\0And I know now my mission in life. \nI've got to do my part to help Princess\nPeach! She needs us all to try our best!\x0e\0\x04\0I have no idea if I'll make it back in time\nto help revive the Sticker Fest, but I'll \ntry my darnedest! I'll make the princess\nproud if it's the last thing I do!\x0e\0\x04\0Until then, I remain your bud.
join_kinopio_return_house_00	Mario! I've been waiting for you.\x0e\0\x04\0As far as thank-you presents go, this is\nnothing special...but please take it!
join_kinopio_return_house_01	Hey, but speaking of which, when I was\nall lost in thought and then got lost...\x0e\0\x04\0The Goombas in front of that windmill\nkept repeating "Forwon toothree!\nForwon toothree!" Isn't that weird?\nI mean, what language is that?\x0e\0\x04\0...Whoa! I almost did it again!\nI've gotta stop getting lost in thought\nbefore I get REALLY lost again.
join_kinopio_return_house_02	What kind of crazy Goomba goes around\nmuttering "Forwon toothree"?\x0e\0\x04\0For won...two...three? I can't afford to\nget lost again, so I'm going to think\nabout it here inside the house.
join_kinopio_return_house_03	Ah, Mario! I was deep in thought again,\nas usual, when it suddenly hit me! \nMaybe that phrase has something to do\nwith that windmill!\x0e\0\x04\0That is some MENTAL FLEXING. \nThat is some INSIGHT. And all in a flash\nfrom out of the blue... Maybe I'm some\nkind of genius!
luigi_kino_00	Hey, Mario. Good seeing you. \nBy the way...{c[000000]}\x0e\0\x04\0{s[150]}STICKER FEST SHOCK!\nBOWSER GOES BERSERK!{s[100]}{c[000000]}\x0e\0\x04\0That was the headline to the article\nI was writing, but I couldn't write\nanymore. I got too depressed.\x0e\0\x04\0I don't want to write about awful stuff.\nI want to write whimsical articles that\nexcite and astound my audience!\x0e\0\x04\0Whenever news like THAT breaks, I'm\ngonna be on the scene in a flash!
luigi_kino_01	{c[000000]}{c[000000]}{s[150]}STICKER FEST SHOCK!\nBOWSER GOES BERSERK!{s[100]}{c[000000]}\x0e\0\x04\0{c[000000]}That was the headline to the article\nI was writing, but I couldn't write\nanymore. I got too depressed.\x0e\0\x04\0I don't want to write about awful stuff.\nI want to write whimsical articles that\nexcite and astound my audience!
newspaper_w1_first	{c[f4f4f4]}\x0e\x04\x03\x04\0\0\0\0{s[150]}MYSTERIOUS GREEN GUY\nAT GOOMBA FORTRESS?!{s[100]}\x0f\x04\x03{c[f4f4f4]}\x0e\0\x04\0A {c[f4f4f4]}strange, purportedly green person\nwas observed on the ramparts of the \nGoomba Fortress, long known to be a \nhideout for Goombas.\x0e\0\x04\0One area Goomba witness stated, \n“Is this thing on? Anyway, this guy\nlooked all green and stuff, and he \nwasn't... Well, he looked totally weak.”\x0e\0\x04\0A Goomba--let's face it, the weakest of\nthe weak--calling this green guy weak.\nCould such a thing even be possible? \nCould the green guy really exist?{c[000000]}
newspaper_w1_mid	{c[f4f4f4]}\x0e\x04\x03\x04\0\0\0\0{s[150]}GREEN GUY CONFIRMED\nAT GOOMBA FORTRESS!{s[100]}\x0f\x04\x03{c[f4f4f4]}\x0e\0\x04\0A {c[f4f4f4]}mysterious green person was\nconfirmed to be high on the ramparts of\nthe Goomba Fortress, long known to be\na hideout for local Goombas.\x0e\0\x04\0One area Goomba witness stated, \n“Is this thing on? Anyway, this guy\nlooked all green and stuff, and he \nwasn't... Well, he looked totally weak.”\x0e\0\x04\0Why the green guy, rumored to be a\ncoward of the highest order, was at a\ndangerous place like the Goomba \nFortress is a complete mystery.{c[000000]}
newspaper_w2_first	{c[f4f4f4]}\x0e\x04\x03\x04\0\0\0\0{s[150]}GREEN-GUY SIGHTING AT\nDRYBAKE STADIUM?!{s[100]}\x0f\x04\x03{c[f4f4f4]}\x0e\0\x04\0T{c[f4f4f4]}he mysterious green guy recently\nmaking headlines was reportedly \nsighted in the window of a tower that\ntowers over Drybake Desert.\x0e\0\x04\0There are conflicting reports, but one\nasserts the green guy was entranced\nby a blistering guitar solo being\nperformed by a nearby Sombrero Guy.\x0e\0\x04\0Another report suggests that he was\ntaking an epic nap.\x0e\0\x04\0Could any of this really be true? \nDoes the green guy really exist?{c[000000]}
newspaper_w2_mid	{c[f4f4f4]}\x0e\x04\x03\x04\0\0\0\0{s[150]}WHO'S THAT CRAZY GREEN\nGUY IN THE WINDOW?{s[100]}\x0f\x04\x03{c[f4f4f4]}\x0e\0\x04\0T{c[f4f4f4]}he mysterious green guy recently\nmaking headlines was confirmed to be\nlounging in the window of a tower that\ntowers over Drybake Desert.\x0e\0\x04\0There were conflicting reports, but one\nasserted the green guy was entranced\nby a blistering guitar solo being\nperformed by a nearby Sombrero Guy.\x0e\0\x04\0Another report suggested that he was\ntaking an epic nap. We may never know\nthe truth of this deepening mystery.{c[000000]}
newspaper_w3_first	{c[f4f4f4]}\x0e\x04\x03\x04\0\0\0\0{s[150]}GREEN MERMAID SURFACES\nAT WHITECAP BEACH!{s[100]}\x0f\x04\x03{c[f4f4f4]}\x0e\0\x04\0A{c[f4f4f4]}s shocking as it sounds, a green \nmermaid was recently spotted standing\nquietly on the rocks, hat down low, \navoiding the gaze of passersby.\x0e\0\x04\0Mermaids are usually thought of as \nfemale, but the presence of a full\nmustache on this one has cast doubt on\nthat long-held belief.\x0e\0\x04\0Could there be a connection to the\nrecent spate of green-guy sightings?\nCould mermaids AND the green guy\nreally exist?{c[000000]}
newspaper_w3_mid	{c[f4f4f4]}\x0e\x04\x03\x04\0\0\0\0{s[150]}GREEN GUY SUNBATHING\nAT WHITECAP BEACH!{s[100]}\x0f\x04\x03\x0e\0\x04\0Initially mistaken for a mermaid, the\nmysterious green guy was spotted once\nmore on the rocks at Whitecap Beach.\x0e\0\x04\0Witnesses say he was standing quietly,\nhat pulled low, avoiding the gaze of\npassersby.\x0e\0\x04\0The presence of a lustrous mustache on\nhis face eventually led to the mermaid\ntheory being dismissed.\x0e\0\x04\0Could any of this really be possible?\nThe mystery grows deep as the sea!{c[000000]}
newspaper_w4_first	{c[f4f4f4]}\x0e\x04\x03\x04\0\0\0\0{s[150]}GREEN GUY SPOTTED IN\nWHITEOUT VALLEY?!{s[100]}\x0f\x04\x03{c[f4f4f4]}\x0e\0\x04\0T{c[f4f4f4]}his just in! Eyewitness reports say the\nmysterious green guy was seen riding\nthe recently reopened Whiteout Valley\nchair lift.\x0e\0\x04\0He was reportedly heading down alone,\nclearly uncomfortable in the cold wind, \nteeth chattering, looking like he was\nabout to cry buckets.\x0e\0\x04\0Can it be true? Was it possibly a yeti?\nDoes the green guy really exist?{c[000000]}
newspaper_w4_mid	{c[f4f4f4]}\x0e\x04\x03\x04\0\0\0\0{s[150]}GREEN GUY CATCHES\nA WHITEOUT LIFT!{s[100]}\x0f\x04\x03{c[f4f4f4]}\x0e\0\x04\0E{c[f4f4f4]}yewitness reports confirm that the \nmysterious green guy was riding the\nrecently reopened Whiteout Valley lift.\x0e\0\x04\0He rode the downhill lift alone, clearly\nunused to the cold, teeth chattering, \nlooking like he was about to cry.\x0e\0\x04\0Where in the world was this guy going?\nIf he was that cold, why didn't he just\nstay at home? So mysterious!{c[000000]}
newspaper_w5_first	{c[000000]}{c[f4f4f4]}\x0e\x04\x03\x04\0\0\0\0{s[150]}MYSTERY GREEN GUY\nROAMING RUGGED ROAD?!{s[100]}\x0f\x04\x03\x0e\0\x04\0The mysterious green guy may have\nbeen spotted at the Bubbling Waters \nNatural Hot Springs, a tourist spot \nfamiliar to Rugged Road regulars.\x0e\0\x04\0Even while reclining in the hot spring, \nhe allegedly wore a hat down low,\npossibly with a large L written on it.\x0e\0\x04\0Reports claim that as he left, his face \nwas not green, but completely red and \ndrenched in sweat.\x0e\0\x04\0Could this hot madness really be true? \nCould the green guy actually exist?{c[000000]}\n{c[000000]}
newspaper_w5_mid	{c[f4f4f4]}\x0e\x04\x03\x04\0\0\0\0{s[150]}L-MAN DISAPPEARS INTO\nSTEAM AT SECRET SPRING!{s[100]}\x0f\x04\x03\x0e\0\x04\0We can now confirm that a mysterious\ngreen guy was spotted at the Bubbling\nWaters Natural Hot Springs, a hot spot\nfor Rugged Road regulars.\x0e\0\x04\0Even while lounging in the hot spring, \nhe wore a hat pulled down low...a hat\nwith a large L written on it.\x0e\0\x04\0As he left, his face was not green, but\ncompletely red and drenched in sweat.\x0e\0\x04\0In this reporter's humble opinion, paper\nfolks should be careful not to stay in \nhot, bubbling water for too long.\nWhat happens is no mystery.{c[000000]}
newspaper_sel	Read past articles?\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0n\0e\0w\0s\0p\0a\0p\0e\0r\0_\0s\0e\0l\0_\0y\0n\0
newspaper_sel_yn	Yes\nNo
door_02_locked	Oh, it's locked.
town_other.msbt
monoya_kino_00	Well, hi there!\x0e\0\x04\0Sure, the Sticker Fest was a total\ndisaster, but you can't stay blue about\nit forever, right?\x0e\0\x04\0No, sir, you've gotta stay perky!\nAnd I got the perkiest idea EVER just\na bit ago!\x0e\0\x04\0Here's the deal, Mario. If you find any\ninteresting...let's call them "things"...\nout in the world, bring 'em to me.\x0e\0\x04\0Do that, and I think I can cook up a\nlittle miracle for you!
monoya_kino_01	Remember, Mario, if you find any\ninteresting "things" out in the world, \nyou just bring those things to me!\x0e\0\x04\0Do that, and I'll whip up a surprise\nthat'll perk you up, guaranteed!
monoya_kino_02	Ah, look! You have a wonderful thing!\nMy perk sensor can just tell.\x0e\0\x04\0Go ahead and stand on that little\nplatform over there, please.
monoya_kino_03	Now you just take that special thing, \nface the board in front of you, and \nsling it as hard as you can!
monoya_kino_04	How about that! Pretty perky, no?\nFrom now on, stickers don't have to be\nsomething you find... They can be \nsomething you make too!\x0e\0\x04\0Whenever you find a special thing,\nyou can turn it into a sticker here.
monoya_kino_04_01	{s[075]}...Hey, even if you don't have any things on you,\nswing by and we'll talk about it...{s[100]}
monoya_kino_04_02	Anyway, can't wait to see you again!\nStay perky!
monoya_kino_05	Welcome! Go ahead and sling a thing.
monoya_kino_06	Oh, Mario, you don't have any special \nthings? I see, I see.\x0e\0\x04\0That's a real bummer for you. I mean,\nwithout any special things, you can't\ndo this incredibly fun activity...\nTalk about not perky.
monoya_kino_06_01	{s[075]}...Say, what's that back there? \nSomething tells me that something good will\neventually show up by the wall back there.{s[100]}
monoya_kino_07	Huh? Oh, sorry--it looks like you don't\nhave enough space left in your album.\x0e\0\x04\0Don't worry about it, though.\nJust come back once you've either \nused some stickers or sold some off.
monoya_kino_08	You slung all your special things, huh?\nYeah, then the fun stops here.
monoya_kino_09	{d}Stay perky.{/d}
monoya_kino_10	So?! Pretty darn miraculous, huh?\x0e\0\x04\0You come over here, you fling a thing,\nand HEY PRESTO! It becomes a sticker.\nI call it a "thing sticker" because I'm a\nbit of a marketing genius.\x0e\0\x04\0Mario, I've got to tell you... You're so\nlucky to experience this firsthand!
uraya_kino_00	{s[075]}Yeah.{s[100]}\x0e\0\x04\0{s[075]}Yeah, I'm listening. You want 'em, right?\nI've got 'em. All kinds.{s[100]}
MONOSHOP_FIRST	{s[075]}Yeah.{s[100]}\x0e\0\x04\0{s[075]}Yeah, I'm listening. You say you want some things?\nYeah, I got the goods.{s[100]}
MONOSHOP_00	{s[075]}I got the goods.{s[100]}
MONOSHOP_01	{s[075]}Take your pick.{s[100]}
MONOSHOP_02	{s[075]}No goods, sorry.{s[100]}
MONOSHOP_BUY_SELECT	The \x0e\x03\x01\n\x08\0i\0t\0e\0m\0, correct?\nYour coin bill comes to \x0e\x03\x02\x08\0\0\x04\0%\0d\0.\x0e\x03\0(\0\0\xff\xff\0\0d\0\x1e\0S\0H\0O\0P\0_\0S\0E\0L\0E\0C\0T\0_\0B\0U\0Y\0
MONOSHOP_NO_COIN	{s[075]}You don't have enough coins.{s[100]}
MONOSHOP_THANKS	{s[075]}Later.{s[100]}
town_prologue.msbt
start_event_01	\x0e\x04\x04\x04,\x01\0\0{s[075]}{d}Wake up...{/d}\x0e\0\x04\0\x0e\x04\x04\x04,\x01\0\0{s[100]}{d}Wake up...{/d}
start_event_01_01	\x0e\x04\x04\x04\x96\0\0\0{d}Oh, come onnnnn...{/d}
start_event_01_02	\x0e\x04\x03\x04\0\0\0\0{d}{s[200]}WAKE UP!{s[100]}{/d}\x0f\x04\x03\x0e\x01\x01\0
start_event_02	Hey, you...come over here a minute.
start_event_03	No, this way. Over here.
start_event_04	Not that way!
start_event_05	Hurry up! Get over here!
start_event_06	No, no, not over THERE. Over HERE!\nUgh, this is so annoying!
start_event_07	C'mon... Get over here!
start_event_08	Please...just come over to me...
start_event_09	In case it's not obvious, I'm stuck here\nand can't move. Hurry up and peel me\noff this thing!\x0e\0\x04\0Just get close to me and hold down \x0e\x02\x02\x14\n\0m\0i\0c\0_\0a\0\x12\0\x05\0\x18\0\x18\0.\nYou can handle that, right?\x0e\0\x04\0{d}Now PEEL!{/d}
start_event_09_01	Hey, you made it...finally.\nYou sure took your sweet time, huh?\nBut whatever. It's fine.
start_event_09_02	Wow, you came right over here, huh?\nGood instincts. I like it.
start_event_11	Phew... That was unpleasant.\x0e\0\x04\0Hey, wait a minute. You...
start_event_11_02	{d}{s[150]}WHAT'S YOUR DEAL?{s[100]}{/d}
start_event_11_01	You! YOU'RE the one who touched the\ncomet! What is WRONG with you?!\x0e\0\x04\0It's a saying from the beginning of time:\n"Never, EVER touch the Sticker Comet!"\nYou must have heard it a million times!\x0e\0\x04\0You don't think a comet packed full of\npeople's wishes might be the teensiest\nbit dangerous?\x0e\0\x04\0Noooooo... You, in your infinite wisdom, \nhad to lay your grubby little hands on\nit, and KERBLAMMO!\x0e\0\x04\0Total chaos! And do you even realize\nwhat blew off to who knows where in\nthe blast? The {c[bf0000]}Royal Stickers{c[000000]}! Yeah.\nTHOSE ROYAL STICKERS.\x0e\0\x04\0This is all your fault, pal! You're taking\nfull responsibility for all of this!
start_event_11_07	Huh?\x0e\0\x04\0Someone named Bowser touched the\nSticker Comet...and you're Mario?
start_event_11_08	{d}{s[150]}HOW DARE YOU?!{s[100]}{/d}\x0e\0\x04\0Pinning the blame on someone else?\nTalk about cowardly! Talk about\ncompletely unpaper-like!\x0e\0\x04\0A lady is in serious trouble here!\nAsk yourself: what would the famous\nMario do at a time like this, hmmm?
start_event_11_09	Huh? Really? You'll really help?\nThanks!\x0e\0\x04\0In that case, I'll introduce myself.
start_event_11_10	{d}I'm Kersti!{/d}
start_event_12	I came from the faraway Sticker Star to\ngrant everyone's wishes at the\nSticker Fest.\x0e\0\x04\0It's not me who grants them, mind you.\nNo, the stickers who wield the mystical\nsuperpowers to grant those wishes are\nknown as the {c[bf0000]}Royal Stickers{c[000000]}.{c[bf0000]}{c[000000]}\x0e\0\x04\0Now they're scattered all over...\nAs their caretaker, it's my duty to find\nall of them...or else I can't return to\nthe Sticker Star!\x0e\0\x04\0So yeah... That's why you have to help\nme find the Royal Stickers!\x0e\0\x04\0It looks like they fell outside of town, \nso first we need to find out how to get\nout of here!
kinoC__peel_01	Mario! Bowser's pasted us up all over\nthe place!\x0e\0\x04\0Luckily I've got just the thing for a\ncrisis like this. Here--take it!
kinoC__peel_02	It may not look like much, but this \nhammer's got a long and distinguished\npedigree that echoes back through the\nkingdom's history.\x0e\0\x04\0If you just use \x0e\x02\x02\x14\n\0m\0i\0c\0_\0b\0\x12\0\x05\0\x18\0\x18\0, you'll master it in\nno time!
kinoC__peel _03	Hey, so obviously you can jump, but \nnow you can also use that awesome \nthing. Life is good, huh?\x0e\0\x04\0Break stuff, knock some stuff down...\nJust whack whatever you want!
kinoC__standby__01	So are you using that hammer that\ndoesn't look like much but has a long\nand distinguished pedigree that echoes\nback through the kingdom's history?
kinoD__peel _A_01	Great. That was fun. Yeah, pasted\nbehind a sign in a forgotten corner...\x0e\0\x04\0And what number did I draw in the\nrescued-Toad lottery? \x0e\x03\x02\x08\0\0\x04\0%\0d\0. \nStory of my life.
kinoD__peel _A_02	Talk about being flat-out unimportant...
kinoD__standby__01	A little free advice: when you're looking\nfor something or someone, search every\nnook and cranny, OK?\x0e\0\x04\0Because whoever you're looking for is\nprobably alone in the shadows, sad and\nlonely, possibly crying, a little hungry, \nand generally just not having fun. 
kinoE__peel _A_01	Whenever the wind blew, I was flapping\naround up there like a piece of laundry!\nNot my finest moment.\x0e\0\x04\0And I've gotta say, dangling that high\nup really was kind of terrifying.\nLaundry's got it rough.
kinoE__standby__01	Now that I think on it, when I was up\nthere flapping in the breeze...\nIt was kinda fun.
kinoF__peel _A_01	Crumpled and stuck on a box... A BOX. \nI mean, I was raised to always keep my\ncreases crisp, but stuff like this really\ncrimps my corners...
kinoF__peel _A_02	Aaaaand Mario's standing right there,\nso I probably shouldn't unleash the\nprimal shriek I have bottled up.\nI guess I'll just swallow my rage.
kinoF__standby__01	You know you can't get to the town\nsquare without passing through here,\nright? Another wonderful development.\x0e\0\x04\0Sorry. I usually keep my creases crisp,\nbut this whole situation's really got me\ncompletely unfolded. Apologies.
rucy_talk_01	I'm pretty sure we can get out of town\nfrom the town square. We NEED to get\nthrough there.
rucy_talk_02	Look--a road! NOW we can start making\nsome progress. Hurry up, and let's find\nthe way out of town.
kinoG__peel _02	Wow, you've got the skills! You peeled\nit off without ripping my head!
kinoG__standby__01	I've gotta say, I'll never get used to\nthe sting that comes with the peeling\nprocess. Stickers are so sticky!
