Enemy.msbt
enemy_name_MARIO	マリオ
revival_lv4_stay_1	シールフェスタが　\x0e\0\0\x08\x02\0\x04\0_0n0楽しみで\n\x0e\0\0\x08\x02\0\x04\0\x880\x8b0夜も　ぜんぜん　ねむれません。\nそのぶん　\x0e\0\0\x08\x02\0\x04\0r0\x8b0昼が　ねむいです。
revival_lv4_walk_1	あれ？\n\x0e\0\0\x08\x02\0\x04\0j0k0何を　\x0e\0\0\x08\x02\0\x04\0D0]0急いでたんだっけ？
revival_lv4_walk_2	やることが　いっぱいあって\nたいへんですが…\n\x0e\0\0\x08\x02\0\x04\0_0n0楽しいです！
revival_lv4_walk_3	ロイヤルシール　４\x0e\0\0\x08\x02\0\x04\0~0D0枚ですか！\nわたしの　テンションも\n\x0e\0\0\x06\x02\0\x02\0B0上がってきましたよ！
revival_lv5_dancer_0	５！　６！　７！　８！\nもう\x0e\0\0\n\x04\0\x06\0D0a0i0一度！
revival_lv5_dancer_1	コメット！　コメット！\nうーー　クォー　メッ　トォーッ！
revival_lv5_dancer_2	フェスタの　よきょうで　ひろうする\nコメットダンスの　れんしゅう\x0e\0\0\n\x02\0\x06\0a0\x850F0中です。
revival_lv5_dancer_3	シールコメットに　なったつもりで！\n\x0e\0\0\n\x04\0\x06\0\x880^0\x890夜空からー！　ハイ　やってくるー！
revival_lv5_stage	はい　ここ、\nピーチ\x0e\0\0\x08\x02\0\x04\0r0\x810姫の　\x0e\0\0\x06\x02\0\x02\0_0立ち\x0e\0\0\x08\x04\0\x04\0D0a0位置でーす。
revival_lv5_lighting	ライトの　\x0e\0\0\n\x04\0\x06\0K0O0i0角度も　バッチリ！
revival_lv5_shopman_0	はい、\x0e\0\0\n\x04\0\x06\0H0L0J0笑顔で！\nいらっしゃいませー！
revival_lv5_shopman_1	いらっしゃいませー！！
revival_lv5_captain	これは　マリオ\x0e\0\0\x0e\x04\0\n\0[0\x930a0\x870F0船長！\nもちろん　わたしも\nシールフェスタに　\x0e\0\0\n\x04\0\x06\0U0\x930K0参加しますよ！
revival_lv5_world	\x0e\0\0\n\x04\0\x06\0[0K0D0世界は　\x0e\0\0\x08\x02\0\x04\0r0\x8d0広い。\nこんなに　\x0e\0\0\x08\x02\0\x04\0B0d0熱い　キノピオたちが\nこんなに　たくさん　いるなんて。
revival_lv5_kinoD	もう　シールショップで\nよびこみしてる　\x0e\0\0\n\x04\0\x06\0p0B0D0場合じゃ　ありません！
revival_lv5_stay_0	やれば　できる　ものですね。\nあきらめなくて　よかった！
revival_lv5_stay_1	いやー　シールフェスタ\nわくわく　しますね。
revival_lv5_stay_2	うおー　シールフェスタ\nドキドキ　しますね。
revival_lv5_stay_3	がんばった　かいあって、\nここまで　\x0e\0\0\x0c\x04\0\x08\0u0c0K0d0復活しましたよ。
revival_lv5_stay_4	マリオさんも　あとひといき！\n\x0e\0\0\n\x04\0\x06\0U0D0T0最後の　ロイヤルシール\nがんばって　くださいね。
revival_lv5_stay_5	ここは　ステージが　よく\x0e\0\0\x06\x02\0\x02\00見えるので\n\x0e\0\0\n\x04\0\x06\0p0W0\x870場所とりは　\x0e\0\0\x08\x02\0\x04\0o0\x840早いもの\x0e\0\0\x06\x02\0\x02\0L0勝ちです。
revival_lv5_stay_6	このベンチは、フェスタ\x0e\0\0\x0c\x04\0\x08\0h0F0X0d0当日\n\x0e\0\0\x08\x02\0\x04\0h0J0遠くから　\x0e\0\0\x06\x02\0\x02\0S0来られる　お\x0e\0\0\n\x02\0\x06\0M0\x830O0客さんが\nおかけになる　そうです。
revival_lv5_stay_7	もう　じっとして　いられません。
pennant_kino_00	こんにちは、マリオさん。\x0e\0\x04\0この　シールフェスタ\x0e\0\0\x0e\x04\0\n\0K0D0X0\x870F0会場に、\nマリオさんの　こうせきを　たたえる\nスーパーフラッグを　\x0e\0\0\n\x04\0\x06\0\x880F0D0用意しました。\x0e\0\x04\0それぞれの　フラッグを、\nしらべて　いただければ、\nその\x0e\0\0\x0c\x04\0\x08\0j0D0\x880F0内容と　たっせいどが　わかります。\x0e\0\x04\0スーパーフラッグは　ぜんぶで８\x0e\0\0\x08\x02\0\x04\0}0\x930本。\nこれで　この\x0e\0\0\x0e\x04\0\n\0K0D0X0\x870F0会場を\nはなやかに　かざろうでは　ありませんか！\x0e\0\x04\0シールフェスタの　\x0e\0\0\x0c\x04\0\x08\0u0c0K0d0復活を\nもりあげるため、\nぜひ　ご\x0e\0\0\x10\x04\0\x0c\0M0\x870F0\x8a0\x870O0協力ください！
pennant_kino_01	スーパーフラッグを　いっぱい　\x0e\0\0\x06\x02\0\x02\0_0立てて\nシールフェスタ\x0e\0\0\x0c\x04\0\x08\0u0c0K0d0復活を\nもりあげましょう！
pennant_kino_02	あ　マリオさん、さては　その\x0e\0\0\x08\x02\0\x04\0K0J0顔\nシールフェスタの　\x0e\0\0\n\x04\0\x06\0U0D0T0最後に\nパレードが　あることを　\x0e\0\0\x06\x02\0\x02\0W0知ってますね？\x0e\0\x04\0みんなを　おどろかそうと\nずっと　\x0e\0\0\n\x04\0\x06\0r00d0秘密に　\x0e\0\0\x08\x02\0\x04\0Y0Y0進めてきたのですが\nバレてしまったなら　しかたない。\x0e\0\x04\0どうです、\nパレード　\x0e\0\0\x06\x02\0\x02\00見たいですか？\x0e\x03\0(\0\0\xff\xff\0\0d\0\x1e\0p\0e\0n\0n\0a\0n\0t\0_\0k\0i\0n\0o\0_\0y\0n\0\n
pennant_kino_yn	\x0e\0\0\x06\x02\0\x02\00見たい\nあとで
pennant_kino_yes	そうですよね、\x0e\0\0\x06\x02\0\x02\00見たいですよね。\nでは　いまの　じょうたいを\nセーブして　おきますね。
pennant_kino_yes_2	はい、それでは\nどうぞ　お\x0e\0\0\x08\x02\0\x04\0_0n0楽しみください！
pennant_kino_no	そうですよね、あとで　ですよね。\nそれでは　また。
town_houses.msbt
kinoE_talk_01	ごらんのとおり　かくれています。
kinoE_talk_02	このあたりの　クリボーたちは　どうやら\n\x0e\0\0\x08\x02\0\x04\0\x840~0山をこえて　クリボー\x0e\0\0\n\x02\0\x06\0h0\x8a0g0砦から\nやって\x0e\0\0\x06\x02\0\x02\0O0来る　みたいです。\x0e\0\x04\0シールフェスタの　\x0e\0\0\x0c\x04\0\x08\0D0c0Q0\x930一件いらい\nやたらと　ケンカごしで、\nこわくて　\x0e\0\0\x06\x02\0\x02\0\x810目を　\x0e\0\0\x06\x02\0\x02\0B0合わせられません。
kinoF_talk_01	ざんねんながら\nまだ　\x0e\0\0\x06\x02\0\x02\0f0手に\x0e\0\0\x08\x02\0\x04\0o0D0入らないんです。\nまた　あとで　\x0e\0\0\x06\x02\0\x02\0M0来てください。
kinoF_talk_02	おまたせしました。\nやっと　\x0e\0\0\x06\x02\0\x02\0f0手に\x0e\0\0\x08\x02\0\x04\0o0D0入りましたよ。\nかなり　めずらしい　やつです。
kinoF_talk_03	\x0e\x03\x02\x08\0\0\x04\0%\0D\0　コインで　どうですか？\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0
kinoF_talk_03_yn	はらう\nはらわない
kinoF_talk_03_no	そうですか。\nでは　\x0e\x03\x02\x08\0\0\x04\0%\0D\0　コインで　どうですか？\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0
kinoF_talk_03_no_last	うーん、そうですか。\nでは　\x0e\x03\x02\x08\0\0\x04\0%\0D\0　コインで　どうですか？\nもう　そろそろ　げんかいですよ。\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0\n
kinoF_talk_03_no_light	えー、そうですか。\nでは　\x0e\x03\x02\x08\0\0\x04\0%\0D\0　コインで　どうですか？\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0\n
kinoF_talk_03_tarinai	コインが　たりないですよ。\nでは　\x0e\x03\x02\x08\0\0\x04\0%\0D\0　コインで　どうですか？\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0
kinoF_talk_03_tarinai_last	うーん、コインが　たりないんですよね。\nでは　\x0e\x03\x02\x08\0\0\x04\0%\0D\0　コインで　どうですか？\nもう　そろそろ　げんかいですよ。\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0\n
kinoF_talk_03_tarinai_light	えーと、コインが　たりないですよ。\nでは　\x0e\x03\x02\x08\0\0\x04\0%\0D\0　コインで　どうですか？\x0e\x03\0*\0\0\xff\xff\0\0d\0 \0k\0i\0n\0o\0F\0_\0t\0a\0l\0k\0_\00\03\0_\0y\0n\0\n
kinoF_talk_03_harau	はい、ありがとうございます。\x0e\0\x04\0じゃあ　これ、はい。\nたしかに　わたしましたよ。
kinoF_talk_03_no_end	もう　さすがに　\x0e\0\0\x06\x02\0\x02\0U0下げられません！\nこんかいは　ごえんが\nなかったと　いうことで！
kinoF_talk_04	ん、\nいかにも　コインが　なさそうですね。\nこのはなしは　きかなかったことに！
kinoG_talk_01	ふんすいの　ちかくの　\x0e\0\0\x08\x02\0\x04\0B0K0赤い\x0e\0\0\x08\x02\0\x04\0D0H0家は\nいつも　カギが　かかってて、\nものすごく　あやしいんです。\x0e\0\x04\0きっと　\x0e\0\0\x08\x02\0\x04\0j0K0中で　だれかが\nひみつで　あやしいことを　してるんです。
kinoG_talk_02	シールショップの　となりの\x0e\0\0\x08\x02\0\x04\0D0H0家の\n\x0e\0\0\x08\x02\0\x04\0j0K0中を　のぞいたら、\nなんと　\x0e\0\0\x0c\x04\0\x08\0K0D0`0\x930階段しかないんです。\x0e\0\x04\0むちゃくちゃ　あやしいです。
kinoG_talk_03	シールショップの　となりの\x0e\0\0\x08\x02\0\x04\0D0H0家の\n\x0e\0\0\x0c\x04\0\x08\0K0D0`0\x930階段の　\x0e\0\0\x08\x02\0\x04\0W0_0下から、\nシールを　\x0e\0\0\x06\x02\0\x02\0o0貼る\x0e\0\0\x08\x02\0\x04\0J0h0音が　\x0e\0\0\x06\x02\0\x02\0M0聞こえてきます。\x0e\0\x04\0すさまじく　あやしいです。
kinoH_talk_01	ヨッシースフィンクスには\nやみをてらす　\x0e\0\0\n\x04\0\x06\0~0\{0F0魔法の\x0e\0\0\n\x02\0\x06\0_0K0\x890宝が\nねむっていると　いわれています。\x0e\0\x04\0やみが　てらされたら　\x0e\0\0\x08\x02\0\x04\0B0K0明るすぎて\nねむれないんじゃ　ないのかな。
kinoH_talk_02	スナコンベ\x0e\0\0\x08\x02\0\x04\0B0h0跡には\n\x0e\0\0\x08\x02\0\x04\0[0D0聖なる\x0e\0\0\x08\x02\0\x04\0|0F0棒が　ねむっていると\nいわれています。\x0e\0\x04\0\x0e\0\0\x08\x02\0\x04\0|0F0棒だから\n\x0e\0\0\x06\x02\0\x02\0_0立って　ねむっているのかな。
kinoJ_talk_01	\x0e\0\0\x16\x08\0\x12\0M0\x870F0u0F0Q0D0\{0F0強風警報　はつれい！\nハナサキガーデンに\nものすごい\x0e\0\0\x08\x02\0\x04\0K0\\0風が　ふいてます！
kinoJ_talk_02	ふたたび　\x0e\0\0\x16\x08\0\x12\0M0\x870F0u0F0Q0D0\{0F0強風警報　はつれい！\nハナサキガーデンに\nまたまた　ものすごい\x0e\0\0\x08\x02\0\x04\0K0\\0風が　ふいてます！\x0e\0\x04\0\x0e\0\0\n\x04\0\x06\0D0a0i0一度　やんだ　はずなのに、\nまた　くり\x0e\0\0\x08\x02\0\x04\0K0H0返されて　おります！\nなぜでしょう！
kara_kino_friend_01	このいえに　すんでいる　ともだちが\n\x0e\0\0\x08\x02\0\x04\0_0s0旅に　\x0e\0\0\x06\x02\0\x02\0g0出ているので、\nわたしが　るすを　あずかっています。\n
kara_kino_friend_02	あいつ　\x0e\0\0\n\x04\0\x06\0R0\x930M0元気かな。\nいまごろ　どこに　いるんだろう。
kara_kino_friend_03	\x0e\0\0\x08\x02\0\x04\0_0s0旅に\x0e\0\0\x06\x02\0\x02\0g0出た　ともだちから\n\x0e\0\0\x06\x02\0\x02\0H0絵はがきが　とどきました。
kara_kino_friend_04	ともだちは　\x0e\0\0\n\x04\0\x06\0R0\x930M0元気そうです。\n\x0e\0\0\x08\x02\0\x04\0_0s0旅なんて　すごいなあ。
kara_kino_friend_05	ううっ！\nキノピオとしての　だいじな　しめい！\nかっ　\x0e\0\0\x0c\x04\0\x08\0K0\x930i0F0感動です！
kara_kino_friend_06	むん！\x0e\0\x04\0わたしも、マリオさんが　\x0e\0\0\n\x02\0\x06\0K0j0\x890必ず\nピーチ\x0e\0\0\x08\x02\0\x04\0r0\x810姫を　\x0e\0\0\x08\x02\0\x04\0_0Y0助け\x0e\0\0\x06\x02\0\x02\0`0出してくれると\n\x0e\0\0\x08\x02\0\x04\0W0\x930信じております！\x0e\0\x04\0そして　\x0e\0\0\x0c\x04\0\x08\0J0F0S0O0王国にもどられる　お\x0e\0\0\n\x04\0\x06\0u0_0\x8a0二人を\nえがおで　おむかえするのが\nキノピオとしての　つとめ！\x0e\0\x04\0わたしも　ともだちと　おなじように\n\x0e\0\0\n\x04\0\x06\0X0v0\x930自分の　するべきことが　\x0e\0\0\x06\x02\0\x02\00見つかりました！\nありがとうございます！
kara_pict_01	はいけい　マイフレンド\n\x0e\0\0\x08\x02\0\x04\0_0s0旅は　きけんで　いっぱいです。\x0e\0\x04\0ペラペラの　チンピラの　クリボーに\nからまれたりも　しましたが、\nかるく　ひねって　やりました。\x0e\0\x04\0しかも、これで　かんべんしてくれって\n２０コイン　おいて　いきました。\nああ　ゆかい　ゆかい。\x0e\0\x04\0わたしの　\x0e\0\0\x08\x02\0\x04\0_0s0旅は　これからです。\nではまた　おたよりします。
kara_pict_02	はいけい　マイフレンド\n\x0e\0\0\n\x04\0\x06\0U0p0O0砂漠は　ホットで\nテンションが　\x0e\0\0\x06\x02\0\x02\0B0上がりまくりです。ワオ！\x0e\0\x04\0ギターの　\x0e\0\0\n\x04\0\x06\0m0D0\x8d0音色も　ここちよく、\nしんきろうに　ゆらめく　ピラミッドや\nスフィンクスは　まるで　ゆめの\x0e\0\0\n\x04\0\x06\0[0K0D0世界。\x0e\0\x04\0とちゅうで　かわいそうな　こどもたちに\nつめたいものを　おごってあげました。\n\x0e\0\0\x08\x02\0\x04\0_0s0旅の\x0e\0\0\x08\x04\0\x04\0g0B0出会いって　ステキだよね。\x0e\0\x04\0まだまだ　ここに　いたいですが、\nまだまだ　わたしは　\x0e\0\0\x08\x02\0\x04\0_0s0旅のとちゅう。\nそれでは　またまた　おたよりします。
kara_pict_03	はいけい　マイフレンド\n\x0e\0\0\x08\x02\0\x04\000耳をすませば　\x0e\0\0\x08\x02\0\x04\0\x820\x8a0森のこえが　きこえます。\x0e\0\x04\0タウンの　けんそうに　つかれ\n\x0e\0\0\x08\x02\0\x04\0_0s0旅にでた　わたしは、\nこの\x0e\0\0\x08\x02\0\x04\0\x820\x8a0森で　じぶんと　むきあうことで、\x0e\0\x04\0じぶんが　みち\x0e\0\0\x06\x02\0\x02\0_0足りていることを　\x0e\0\0\x06\x02\0\x02\0W0知り、\nみのほどを　わきまえて\n\x0e\0\0\x08\x02\0\x04\0\x880O0欲を　\x0e\0\0\x06\x02\0\x02\0Y0捨てるべきだと　\x0e\0\0\x06\x02\0\x02\0M0気づきました。\x0e\0\x04\0\x0e\0\0\x08\x02\0\x04\0i0O0毒をうけても　がまんすれば　いいんです。\nこの　キラキノコシールは\nだれかに　あげましょう。\x0e\0\x04\0じぶんさがしの　\x0e\0\0\x08\x02\0\x04\0_0s0旅は\nこれからも　つづきます。\nまた　おたよりします。
kara_pict_04	はいけい　マイフレンド\nからだは　\x0e\0\0\x08\x02\0\x04\0U0\x800寒いけど　こころは　ウキウキ。\x0e\0\x04\0たのしい　アトラクションと\nエンターテイメントの　かずかずに\nじかんをわすれて　しまいます。\x0e\0\x04\0チケットは　ちょっと　\x0e\0\0\x08\x02\0\x04\0_0K0高いけど、\nそれに　みあうだけの\nゆめを　\x0e\0\0\x06\x02\0\x02\00見させて　もらいました。\x0e\0\x04\0さあ　\x0e\0\0\x08\x02\0\x04\0d0N0次は　いよいよ　\x0e\0\0\n\x04\0\x06\00K0D0未開の\x0e\0\0\x06\x02\0\x02\0a0地。\nどんな　であいが　わたしを\nまっているのでしょうか。\x0e\0\x04\0わたしの　\x0e\0\0\x08\x02\0\x04\0_0s0旅は\nいよいよ　ヤマを　むかえます。\nまた　おたよりします。
kara_pict_05	はいけい　マイフレンド\x0e\0\x04\0この\x0e\0\0\x08\x02\0\x04\0_0s0旅で　わたしは\nだれかに　\x0e\0\0\x08\x02\0\x04\0_0Y0助けてもらうことの\nありがたさを　\x0e\0\0\x06\x02\0\x02\0W0知りました。\x0e\0\x04\0そして　\x0e\0\0\x06\x02\0\x02\0M0気づいたのです。\x0e\0\x04\0わたしには、ピーチ\x0e\0\0\x08\x02\0\x04\0r0\x810姫を\nかげながら　ささえ　お\x0e\0\0\x08\x02\0\x04\0_0Y0助けするという\nだいじな　しめいが　あることを！\x0e\0\x04\0シールフェスタの　\x0e\0\0\x0c\x04\0\x08\0u0c0K0d0復活に\n\x0e\0\0\x06\x02\0\x02\0~0間に\x0e\0\0\x06\x02\0\x02\0B0合うかどうか　わかりませんが、\nとにかく　いそいで　かえります。\x0e\0\x04\0それでは。
join_kinopio_return_house_00	マリオさん！\nおまちしてました。\x0e\0\x04\0おれいの　しなとしては\nじつに　ありきたりですが、\nうけとってください！
join_kinopio_return_house_01	そう、そういえば\n\x0e\0\0\x08\x02\0\x04\00a0道に　まよったときに　していた\nかんがえごと　なんですが、\x0e\0\x04\0まえに　あのあたりで　クリボーたちが\n「よい\x0e\0\0\x08\x02\0\x04\0k0D0兄さん！　よい\x0e\0\0\x08\x02\0\x04\0k0D0兄さん！」\nと　くりかえし　\x0e\0\0\x06\x02\0\x02\0D0言ってたんですよね。\x0e\0\x04\0よい\x0e\0\0\x08\x02\0\x04\0k0D0兄さん？\nヨイニーサン　ねえ…。\nいったい　なんの　ことでしょうか…。\x0e\0\x04\0…おっと　いけない！\nこんなに　かんがえこんでちゃ\nまた　\x0e\0\0\x08\x02\0\x04\00a0道に　まよって　しまいますね。
join_kinopio_return_house_02	あのときの　クリボー\x0e\0\0\x08\x02\0\x04\0_0a0達の\n「よい\x0e\0\0\x08\x02\0\x04\0k0D0兄さん」って\nいったい　なんの　ことだろう。\x0e\0\x04\0ヨイニーサン…　サン…　３？\nまた　\x0e\0\0\x08\x02\0\x04\00a0道に　まようと　いけないので\nおとなしく　\x0e\0\0\x08\x02\0\x04\0D0H0家の\x0e\0\0\x08\x02\0\x04\0j0K0中で　かんがえます。
join_kinopio_return_house_03	あっ　マリオさん！\nれいの　かんがえごとの　けんですが、\x0e\0\x04\0ひらめきました！\nもしかしたら　あの　ふうしゃに\nかんけい　あるのかも！\x0e\0\x04\0いやー　こんな　とっぴょうしもない\nはっそうに　たどりつく　なんて、\nわたし　てんさいかも　しれません。
luigi_kino_00	{c[000000]}はじめまして、マリオさん。\x0e\0\x04\0\x0e\x02\x06\x04\0\0\t\0{s[150]}シールフェスタで{c[000000]}\nクッパ　あばれまくり！！\x0e\0\x04\0{s[100]}という　{c[000000]}\x0e\0\0\x08\x04\0\x04\00`0見出しで\n\x0e\0\0\x0c\x04\0\x08\0W0\x930v0\x930新聞を　\x0e\0\0\x06\x02\0\x02\0K0書いていたら、\n\x0e\0\0\x08\x02\0\x04\0O0\x890暗いきもちに　なってきました。{c[000000]}{s[150]}{c[000000]}{s[100]}{c[000000]}{c[f4f4f4]}{c[000000]}\x0e\0\x04\0わたしは　みんなが　もっと\nドキドキ　わくわく　するような\nゆめのある　\x0e\0\0\x08\x04\0\x04\0M0X0記事を　\x0e\0\0\x06\x02\0\x02\0K0書きたいんです。\x0e\0\x04\0そんな　ニュースが　とびこんできたら、\nいつでも　すぐに　\x0e\0\0\x0c\x04\0\x08\0W0\x850V0D0取材にいきます{c[f4f4f4]}{c[000000]}！{c[f4f4f4]}{c[000000]}
luigi_kino_01	\x0e\x02\x06\x04\0\0\t\0{c[000000]}{c[000000]}{s[150]}シールフェスタで\nクッパ　あばれまくり！！\x0e\0\x04\0{s[100]}という　\x0e\0\0\x08\x04\0\x04\00`0見出しで\n\x0e\0\0\x0c\x04\0\x08\0W0\x930v0\x930新聞を　\x0e\0\0\x06\x02\0\x02\0K0書いていたら、\n\x0e\0\0\x08\x02\0\x04\0O0\x890暗いきもちに　なってきました。{s[150]}{s[100]}\x0e\0\x04\0わたしは　みんなが　もっと\nドキドキ　わくわく　するような\nゆめのある　\x0e\0\0\x08\x04\0\x04\0M0X0記事を　\x0e\0\0\x06\x02\0\x02\0K0書きたいんです。
newspaper_w1_first	\x0e\x02\x06\x04\0\0\x0c\0\x0e\x04\x03\x04\0\0\0\0{c[f4f4f4]}{s[150]}クリボー{c[f4f4f4]}\x0e\0\0\n\x02\0\x06\0h0\x8a0g0砦に\nなぞの　みどりの\x0e\0\0\x08\x02\0\x04\0r0h0人！？{c[f4f4f4]}{s[100]}{c[000000]}\x0f\x04\x03{c[f4f4f4]}\x0e\0\x04\0クリボーたちの　アジトとして\x0e\0\0\x06\x02\0\x02\0W0知られる\nクリボー\x0e\0\0\n\x02\0\x06\0h0\x8a0g0砦の　じょうへきで\nなぞの　みどりの\x0e\0\0\x08\x02\0\x04\0r0h0人が　\x0e\0\0\x0c\x04\0\x08\0\x820O0R0M0目撃された。\x0e\0\x04\0\x0e\0\0\x0c\x04\0\x08\0\x820O0R0M0目撃した　クリボーのしょうげん\n「とにかく　ぜんしんが　みどりで、\n そうだな～、すげえ　よわそうだった」\x0e\0\x04\0\x0e\0\0\n\x02\0\x06\0\x820c0h0最も\x0e\0\0\x08\x02\0\x04\0\x880\x8f0弱いクリボーに、\n\x0e\0\0\x08\x02\0\x04\0\x880\x8f0弱そうといわれてしまう　みどりの\x0e\0\0\x08\x02\0\x04\0r0h0人。\x0e\0\x04\0はたして　これは　\x0e\0\0\x0c\x04\0\x08\0W0\x930X0d0真実か？\n\x0e\0\0\x0c\x04\0\x08\0\{0\x930h0F0本当に　みどりの\x0e\0\0\x08\x02\0\x04\0r0h0人は　いるのだろうか？{c[000000]}
newspaper_w1_mid	\x0e\x02\x06\x04\0\0\x0c\0\x0e\x04\x03\x04\0\0\0\0{c[f4f4f4]}{s[150]}クリボー{c[f4f4f4]}\x0e\0\0\n\x02\0\x06\0h0\x8a0g0砦に\nみどりの\x0e\0\0\x08\x02\0\x04\0r0h0人が　\x0e\0\0\x0e\x04\0\n\0W0\x850d0R0\x930出現！{c[f4f4f4]}{s[100]}{c[000000]}\x0f\x04\x03{c[f4f4f4]}\x0e\0\x04\0クリボーたちの　アジトとして\x0e\0\0\x06\x02\0\x02\0W0知られる\nクリボー\x0e\0\0\n\x02\0\x06\0h0\x8a0g0砦の　じょうへきで\nなぞの　みどりの\x0e\0\0\x08\x02\0\x04\0r0h0人が　\x0e\0\0\x0c\x04\0\x08\0\x820O0R0M0目撃された。\x0e\0\x04\0\x0e\0\0\x0c\x04\0\x08\0\x820O0R0M0目撃した　クリボーのしょうげん\n「とにかく　ぜんしんが　みどりで、\n そうだな～、すげえ　よわそうだった」\x0e\0\x04\0\x0e\0\0\n\x02\0\x06\0\x820c0h0最も\x0e\0\0\x08\x02\0\x04\0\x880\x8f0弱いクリボーに、\n\x0e\0\0\x08\x02\0\x04\0\x880\x8f0弱そうといわれてしまう　みどりの\x0e\0\0\x08\x02\0\x04\0r0h0人。\x0e\0\x04\0\x0e\0\0\x0c\x04\0\x08\0M0\x870O0i0極度に　おくびょうだと　うわさされる\nみどりの\x0e\0\0\x08\x02\0\x04\0r0h0人が　なぜ　クリボー\x0e\0\0\n\x02\0\x06\0h0\x8a0g0砦という\nぶっそうな\x0e\0\0\n\x04\0\x06\0p0W0\x870場所に　いたかは　なぞである。{c[000000]}
newspaper_w2_first	\x0e\x02\x06\x04\0\0\t\0\x0e\x04\x03\x04\0\0\0\0{c[f4f4f4]}{s[150]}カラカラスタジアムに{c[f4f4f4]}\nなぞの　みどりの\x0e\0\0\x08\x02\0\x04\0r0h0人！？{c[f4f4f4]}{s[100]}{c[000000]}\x0f\x04\x03{c[f4f4f4]}\x0e\0\x04\0カラカラスタジアムに　そびえ\x0e\0\0\x06\x02\0\x02\0_0立つ\x0e\0\0\x08\x02\0\x04\0h0F0塔。\nその\x0e\0\0\x08\x02\0\x04\0~0i0窓に、なぞの　みどりの\x0e\0\0\x08\x02\0\x04\0r0h0人が\n\x0e\0\0\x06\x02\0\x02\00見えたという　\x0e\0\0\x0e\x04\0\n\0X0\x870F0\{0F0情報を\x0e\0\0\x06\x02\0\x02\0J0追った。\x0e\0\x04\0その　みどりの\x0e\0\0\x08\x02\0\x04\0r0h0人は、\n\x0e\0\0\x08\x02\0\x04\0a0K0近くにいた　ヘイホーがかなでる　ギターに\nうっとり　\x0e\0\0\x06\x02\0\x02\0M0聞きほれていたという。\x0e\0\x04\0しかし　それはただ　いねむりをしていた\nだけだという　\x0e\0\0\x08\x02\0\x04\0[0d0説もある。\x0e\0\x04\0はたして　これは　\x0e\0\0\x0c\x04\0\x08\0W0\x930X0d0真実か？\n\x0e\0\0\x0c\x04\0\x08\0\{0\x930h0F0本当に　みどりの\x0e\0\0\x08\x02\0\x04\0r0h0人は　いるのだろうか？{c[000000]}
newspaper_w2_mid	\x0e\x02\x06\x04\0\0\x0c\0\x0e\x04\x03\x04\0\0\0\0{c[f4f4f4]}{s[150]}\x0e\0\0\n\x04\0\x06\0K0D0M0怪奇{c[f4f4f4]}！\n\x0e\0\0\x08\x02\0\x04\0~0i0窓から　みどりの\x0e\0\0\x08\x02\0\x04\0K0J0顔が！？{c[f4f4f4]}{s[100]}{c[000000]}\x0f\x04\x03{c[f4f4f4]}\x0e\0\x04\0カラカラスタジアムに　そびえ\x0e\0\0\x06\x02\0\x02\0_0立つ\x0e\0\0\x08\x02\0\x04\0h0F0塔。\nその\x0e\0\0\x08\x02\0\x04\0~0i0窓に、なぞの　みどりの\x0e\0\0\x08\x02\0\x04\0K0J0顔が\n\x0e\0\0\x06\x02\0\x02\00見えたという　\x0e\0\0\x0e\x04\0\n\0X0\x870F0\{0F0情報を\x0e\0\0\x06\x02\0\x02\0J0追った。\x0e\0\x04\0その　みどりの\x0e\0\0\x08\x02\0\x04\0K0J0顔は、\n\x0e\0\0\x08\x02\0\x04\0a0K0近くにいた　ヘイホーがかなでる　ギターに\nうっとり　\x0e\0\0\x06\x02\0\x02\0M0聞きほれていたという。\x0e\0\x04\0しかし　それはただ　いねむりをしていた\nだけだという　\x0e\0\0\x08\x02\0\x04\0[0d0説もあり、\nいぜん　\x0e\0\0\x0c\x04\0\x08\0W0\x930]0F0真相は　なぞにつつまれている。{c[000000]}
