BestScore\BestScore.msbt
BestScore_Title	最高得分
TermsPP\Terms.msbt
TermsPP_Terms_Text	Pokémon Friends用户协议\n\n诚挚地感谢您使用Pokémon Friends。The Pokémon Company及其子公司（以下统称为“本公司”）希望各位能够享受本服务。使用本服务的用户适用本用户协议 （以下简称“本协议”）以及本服务的隐私权政策 （以下简称“本隐私权政策”）。适用范围包括但不限于用户如何使用在本服务内可以使用的所有信息、图像、图表、升级以及其他的内容、功能及服务。用户开始使用本服务时，视为同意本协议及本隐私权政策。如果您在所居住的国家或地区属于未成年人，您需确保您的法定代理人已确认本协议及本隐私权政策，并同意以此为条件使用本服务。如果您或您的法定代理人不同意本协议，则无法使用本服务。\n\n第1条 定义等\n本协议中使用的用语具有以下含义：\n1.“用户”是指使用本服务的客户。\n2.“本服务”是指通过智能设备以及Nintendo Switch™的Pokémon Friends的应用程序、官方网站等由互联网提供的服务。\n3.“结算运营商”是指本公司就本服务用于支付处理的平台。\n4.“官方网站”是指本服务的官方网站。\n5.“虚拟内容”是指可在本服务内无偿或有偿获得的商品和服务的总称，包括但不限于可在本服务内用于访问特定规格、功能以及其他项目。\n6.“智能设备版本”是指智能设备的Pokémon Friends的应用程序。\n\n第2条 未成年人\n未成年人的用户（包括限制行为能力人和无行为能力人）只有在法定代理人同意根据本协议及本隐私权政策使用本服务的情况下，方可使用本服务。此外，只有在法定代理人同意购买虚拟内容的情况下，方可购买虚拟内容。\n\n第3条 本协议的范围等\n本公司随时规定的与本服务有关的使用方法、规则以及其他规定，无论名称如何，均构成本协议的一部分。\n\n第4条 本服务内的内容\n本服务内的内容不具有金钱价值，不能与法定货币或本服务外的有价物等进行交换。本服务内的内容，是为在本服务内进行使用而向用户提供的限定的、个人的、可撤销的、不可转让的以及不可再许可的许可。用户对于本服务内的内容，并不持有权利及所有权等财产权，不允许以本公司明确表示不承认的方式进行转让或转卖。本公司确认用户违反了本协议的，有权随时根据自己的单独裁量终止用户使用本服务内的内容的许可。\n\n第5条 智能设备版本的对价\n1.智能设备版本可以免费开始使用，但本公司有可能会允许用户使用真实货币购买智能设备版本的虚拟内容。包括智能设备版本的虚拟内容在内的部分功能可能需要购买方可使用。本公司将根据自己的单独裁量，随时为用户提供其通过免费或折扣价格获得特定的智能设备版本的虚拟内容，或获得其他智能设备版本的虚拟内容时作为奖励内容的机会。为避免疑义，免费内容在法律上不视为“购买之物”。\n2.用户只能购买本公司根据自己的单独裁量承认的智能设备版本的虚拟内容的数量和次数，并且仅限于用户个人使用。本公司有权随时更改智能设备版本的虚拟内容的价格及其使用。\n3.用户应按照结算运营商另行指定的付款条件支付智能设备版本的虚拟内容的对价。\n4.用户同意取消或不禁用与该智能设备版本的虚拟内容相关的收费请求，并且不向本公司作出欺诈行为。如果用户的信用卡拒绝支付向其账号请求的费用，本公司有权删除用户过去获得的智能设备版本的虚拟内容，并停止其对其他任何智能设备版本的虚拟内容的访问。\n{[011a]}5.智能设备版本的虚拟内容不具有金钱价值，不能与法定货币或本服务外的有价物等进行交换。通过智能设备版本获得的虚拟内容，是为在本服务内进行使用而在限定的、个人的、可撤销的、不可转让的以及不可再许可的基础上向用户提供的。用户对于本服务内的智能设备版本的虚拟内容，并不持有权利及所有权等财产权，不得以本公司明确表示不承认的方式进行转让或转卖。本公司有权随时根据自己的单独裁量终止用户使用智能设备版本的虚拟内容的许可。\n6.如果用户与结算运营商之间就使用费的支付发生纠纷，则用户应负责解决该纠纷。本公司在所适用的法律法规允许的最大限度内，对该纠纷免责。如果必须采取法律措施来回收未付款时，则用户同意向本公司偿还本公司为回收未付款所承担的全部费用（包括律师费及其他法律费用）。\n\n第6条 退货・退款政策\n1.除所适用的法律法规要求的情形外，购买智能设备版本的虚拟内容时用户支付的对价不会退还。用户同意，如果其账号被关闭，无论该关闭是否是自行作出，本公司不会返还金钱或其他对价。\n2.根据用户所居住的国家和地区的不同，存在承认用户取消购买行为的冷静期等追加性法律权利的情形，但本条并不限制当地法律承认的与虚拟内容的购买有关的用户的退货、取消、退款权。进行退款时，本公司有权删除通过退款金额取得的虚拟内容。\n\n第7条 本服务及本协议的变更\n1.本公司有权不经向用户预告，随时变更智能设备版本的内容（包括智能设备版本的虚拟内容的内容）。另外，为了用户继续使用本服务，有时需要安装智能设备版本的应用程序的更新版。对于非最新版的智能设备版本的应用程序，本公司不承担继续提供支持或更新的义务。\n2.本公司可根据需要自行变更本协议的内容。\n3.本公司变更本协议时，将会在本服务内或官方网站上刊登。本协议的变更，在本服务或官方网站上刊登时生效。用户继续使用本服务，则视为同意该变更。\n\n第8条 关于多个终端的使用\n用户不能使用同一账户从多个终端同时使用本服务。\n\n第9条 终端数据的转移\n用户在智能设备版本内可以通过设置数据转移所用的转移ID和密码转移数据。但是，在特定情况下（包括但不限于iOS转移到Android或Android转移到iOS），在进行转移后，如果用户不再购买转移前在旧终端上所购买的智能设备版本的虚拟内容，则可能无法使用转移的数据。有关需要重新购买智能设备版本的虚拟内容的详细信息，请访问本服务的支持网站（https://www.apppokemon.com/gate/） 。另外，如果没有转移ID及密码，则无法转移数据，因此请用户自行管理自己的转移ID及密码，并将其保存在安全的地点。请注意，对于该等信息的丢失或被盗，本公司不承担任何责任。\n\n第10条 个人信息的保护\n对于通过本服务用户向本公司提供的个人信息，本公司将根据本隐私权政策进行处理。本公司有权在本公司认为必要时随时更新本隐私权政策。\n\n第11条 与使用有关的责任\n1.用户应自行承担责任使用本服务。用户同意，让第三方使用自己的帐户时，对于该第三方就本服务所采取的行动（包括但不限于购买虚拟内容）视为用户自己采取的行动。\n2.本公司不向用户保证本服务无瑕疵或漏洞等，该瑕疵或漏洞等的修补，由本公司自行决定。\n3.本公司不向用户保证本服务可用于所有设备以及其他本服务的内容。\n4.因用户使用本服务，用户对本公司或他人造成损害时，用户应自行承担责任和费用赔偿该损害。\n5.本服务有可能包括跳转至本公司以外的其他公司运营的网站等的链接等。本公司对该网站等的内容不承担任何责任。\n6.本公司根据用户提供的信息提供本服务。即使因该信息有误而对用户造成损害，本公司也不承担任何责任。\n\n第12条 知识产权\n用户对于本服务内的任何内容（包括但不限于与使用本服务有关的用户数据、汇总信息以及其他信息），不取得知识产权、请求权以及其他任何权利。另外，禁止在本服务外使用本服务的内容。\n\n第13条 本服务的停止、变更、终止等\n1.本公司有权根据自身裁量，不经向用户预告，而限制、变更、终止或停止本服务的部分或全部功能以及内容等。另外，该限制、变更等，包括但不限于游戏平衡的调整、漏洞的修复、图形的改进等。\n2.本公司终止本服务时，可提前30天以上在本服务或官方网站上以刊登相关内容的方式告知用户。\n3.本公司发现用户违反本协议、本隐私权政策或适用于用户的法律法规时，本公司有权根据自己的单独裁量，不经向用户预告，而变更、停止或终止用户的用户配置文件，以及删除所有相关的信息。\n4.即使在前各款情形下，除适用的法律法规所要求的情形外，本公司不对用户承担任何责任。\n\n第14条 禁止行为\n本公司禁止以下行为：\n1.允许他人使用转移ID及密码或者使用他人的转移ID及密码。\n2.以不正当的方法获取虚拟内容或本服务上的数据。\n3.向他人提供本服务上的数据。\n4.将虚拟内容或本服务中的数据以现金或电子货币等现实货币进行买卖（即，所谓的现实金钱交易），或者进行该买卖的劝诱、援助、中介等。\n5.复制本服务上的数据，以及向他人提供该复制物。\n6.侵害本公司或他人的知识产权以及其他权利。该侵害行为包括但不限于根据本服务内的内容或其一部分创作二次性著作物的行为或复制、分发、发表或者公开表演的行为。\n7.为不受本协议约束的第三者的利益使用本服务。该行为包括但不限于外部委托、服务单位或分时操作协议项下的使用。\n8.利用未经许可的第三方软件或其他技术方法（自动程序、Mod、黑客攻击和脚本等）篡改本服务的应用程序等。\n9.侵入运营本服务的服务器。\n10.使运营本服务的服务器产生误操作、漏洞或其他故障的行为。\n11.在多个设备上过多且不必要地安装本服务的应用程序。\n12.开发非法的程序、工具、应用程序以及其他无论名称等如何，以非法使用本服务为目的的程序等。以及向他人提供这样的程序等或让他人使用。\n13.对本服务上的数据进行改变（包括篡改数据）、修改、改编、制作二次性著作物、反编译、反汇编或逆向工程或与此类似的行为。\n14.使他人进行上述各项行为或唆使他人进行上述行为。\n15.在他人进行上述各项行为时给予辅助或使之易于实施的行为。\n16.本公司通知用户的，或在本服务或官方网站上公布的禁止行为。\n17.除上述行为外，妨碍本服务的运营的所有行为。\n18.任何试图规避本公司在本服务内设置的限制（包括但不限于用户的居住地区等）的行为。\n19.除此之外，本公司认为对经营本服务不恰当的所有行为。\n\n第15条 赔偿\n用户同意，对于因用户使用本服务而引起的或与之相关的所有请求、费用、损害、损失、责任或者经费（包括律师报酬等费用），赔偿本公司以及其所有执行董事、董事、监事、股东、员工、代理人、信息提供者、相关人员、许可人及被许可人（以下称“相关当事人”），并对此予以防御及免责。用户应尽最大的努力，协助本公司不被第三方进行任何请求。对于用户提出的赔偿以外的所有事项，本公司保留可以独占性防御和控制的权利。\n\n第16条 免责条款\n1.用户同意，本服务以“现状”提供，不一定可以在所有的机器和设备上或任何情况下运行。本公司在适用的法律法规所允许的最大限度内，无论明示还是默示，也无论是否是制定法规定，排除一切保证，包括但不限于默示的保证、义务或对商品性、特定目的的符合性、操作的准确性或完整性、结果、巧妙的操作性、病毒的缺乏、过失的非存在等相关内容。此外，也不就本服务保证对权原、记述的符合性或非侵害。\n2.在适用的法律法规所允许的最大限度内，本公司及相关当事人对于本服务，在合同法、过失、无过失责任以及其他的法理论上，因数据的损失或不准确性、替代商品、服务或技术的采购成本或因用户使用本服务所引起的某种形式相关的任何特殊损害、意外损害、间接损害、或者衍生性损害等（包括信息的损失、人体损伤、个人隐私的侵害、或者因过失引起的损失）等，除本公司或相关当事人存在故意重大过失外，本公司不承担任何责任。\n3.本公司对用户根据适用的法律法规承担损害赔偿责任时，其责任范围仅限于用户直接产生的通常的损害，不包括可得利益或其他特殊损害。并且，除本公司或相关当事人存在故意重大过失外，该合计损害额，以用户就本服务向本公司支付的使用费的合计金额或100日元中较高者为限。但是，如果该上限额的限制，被适用的法律法规认定为无效时，则不在此限。\n\n第17条 适用法律及裁判管辖\n1.本协议根据日本法进行解释。\n2.本公司与用户之间的纠纷，以东京地方法院作为第一审的专属合意管辖法院。\n\n第18条 跳转至第三方网站的链接\n在使用本服务时，本服务有时会提供本公司、关联公司或者除此之外的第三方管理的其他网站等链接。如果用户从本服务跳转至其他网站等时，则不再适用本协议，用户应遵照跳转后网站的协议及隐私权政策。\n\n第19条 用户的意见等\n本公司为用户提供对本服务提供意见的机会。通过回答本公司的提问和请求等或向本公司报告与本服务有关的错误、故障时，用户同意该意见有关的权利（包括著作权法第27条及第28条规定的权利）归属于本公司。\n\n\n附则\n适用于您所居住的国家或地区的附加条款\n根据您所居住的国家或地区，可能适用附加条款。居住在韩国的用户请参阅韩语版本的本协议 。\n\n更新日： 2025年 7月 22日
Tutorial\FirstTutorial.msbt
welcome	制作布偶需要线团。\n线团可以通过解开缠在一起的线来获得。\n\n先来按下“解解看”按键试一试吧。
welcome_Next	OK
Onestroke_FirstClear_01	随着题目解开，\n缠在一起的线和思路都理顺了，\n线团完成了！
Onestroke_FirstClear_01_Next	OK
Onestroke_FirstClear_02	把线团放进“布偶机”\n就可以制作布偶。\n\n赶紧把获得的线团\n放进“布偶机”里试试看吧！
Onestroke_FirstClear_02_Next	OK
NuiPikachu_Create_01	第一个布偶做好啦！\n\n通过“解解看”来解开题目，获得线团，\n制作大量的布偶吧！
NuiPikachu_Create_01_OK	OK
NuiRoom_First	在“布偶房”，你可以自由地\n摆放做好的布偶和家具来装饰房间。\n\n赶紧把皮卡丘的布偶\n摆放出来试试看吧。
NuiRoom_First_OK	OK
NuiRoom_LetPut	通过“放布偶”按键选择布偶，\n点触想要摆放的位置，\n布偶就会出现在房间里。
NuiRoom_LetPut_OK	OK
NuiRoom_FirstPut	摆放得很不错哦！\n\n今后也要继续收集布偶和家具，\n让房间越来越热闹吧！
NuiRoom_FirstPut_OK	OK
NuiRoom_Update01	通过右侧的“换房间”按键，\n可以在新的房间里摆放更多的布偶。
NuiRoom_Update01_OK	OK
NuiRoom_Update02	通过“换壁纸”按键，\n可以更换房间的壁纸和地板的主题。\n试着摆放与主题契合的布偶吧。
NuiRoom_Update02_OK	OK
NuiRoom_Move01	摆放在房间里的布偶和家具\n可以抓起来自由移动。
NuiRoom_Move01_OK	OK
NuiRoom_Move02	选择摆放在房间里的布偶，\n布偶上方就会出现按键。\n长按这个按键就可以\n更换布偶的朝向。
NuiRoom_Move02_OK	OK
NuiRoom_Delete	选择布偶房里\n想要收拾起来的布偶和家具吧。\n\n也可以把布偶和家具\n移动到“收拾”按键来进行收拾。
NuiRoom_Delete_OK	OK
NuiRoom_Rewind	长按“回到稍前”按键，\n可以让移动后的布偶和家具\n恢复到稍前一点的状态。\n放错的时候就来试试吧。
NuiRoom_Rewind_OK	OK
NuiRoom_HideUI	按下“隐藏按键”，\n可以将画面里的按键隐藏起来。\n\n拍摄画面的时候就来试试吧。
NuiRoom_HideUI_OK	OK
Calender_Stamp	把解题的日子标记在日历上吧。\n\n请在今天的日期盖下图章。
Calender_Stamp_OK	OK
Calender_Enable	可以前往“日历”和\n“最高得分”了。\n\n可以查看\n至今解过的题目的纪录。
Calender_Enable_OK	OK
Onestroke_FirstClear_03	看来你已经逐渐\n熟悉如何解开缠在一起的线了。\n\n再挑战一次\n“一笔连连皮卡丘”吧！
Onestroke_FirstClear_03_Next	OK
Onestroke_FirstClear_04	你比第一次解题的时候更熟练了！
Onestroke_FirstClear_04_Next	OK
Onestroke_SecondClear_01	现在，把获得的电电线团\n放进布偶机试试吧！
Onestroke_SecondClear_01_OK	OK
NuiPikachu_Creat_02	你又成功地做出了一个皮卡丘！\n\n在思巧镇，\n好像有很多人都想要布偶。\n通过“友谊任务”\n听听大家的“愿望”吧！
NuiPikachu_Create_02_OK	OK
Mission_FirstClear_01	你做的布偶\n为小镇居民带来了笑容！\n\n通过实现“愿望”，\n有时候可以获得新的家具。
Mission_FirstClear_01_Next	下一步
Mission_FirstClear_02	实现思巧镇居民的愿望，\n“友谊等级”会逐渐上升，\n你就能听到更多人形形色色的愿望了。\n\n让思巧镇越来越热闹吧！
Mission_FirstClear_02_OK	OK
Catalog_First	在“目录”可以详细地查看\n至今做过的布偶。\n\n另外，曾经做过的布偶\n可以用2个线团再次制作。
Catalog_First_OK	OK
Calender_First	通过“日历”，可以解一解\n与当天解过的题目内容相同的题目。\n\n每天都来解解题目，\n盖上越来越多的图章吧！
Calender_First_OK	OK
BestScore_First	在“最高得分”可以查看\n至今解过的题目的纪录。\n\n准确又迅速地解开题目，提升等级吧。
BestScore_First_OK	OK
Mission_Map_First	在思巧镇的地图上，\n会显示实现“愿望”的朋友们的笑脸。\n实现大家的“愿望”，让地图越来越热闹吧。
Mission_Map_First_OK	OK
StaminaBonus	每天可以游玩1次“解解看”。\n\n最开始可以特别游玩2次，\n快来挑战“解解看”吧！
StaminaBonus_OK	OK
DLC_First	“{[0114]}”已反映到游戏中。\n解一解新增的题目，\n获得新的布偶吧。
DLC_First_OK	OK
DLC_First_Basic_Stamina	可以通过选项来限制\n每天能够“解解看”的次数。
DLC_First_Basic_Stamina_OK	OK
Home_First_Birthday	祝你生日快乐！\n送你线团作为礼物！
Home_First_Birthday_OK	OK
Home_Every_Birthday	祝你生日快乐！
Home_Every_Birthday_OK	OK
Home_Disentangle_Zero	今天能“解解看”的次数为0。\n\n购买“欢乐畅玩包”，\n就可以每天不限次数地游玩“解解看”。\n需要时请前往商店购买。
Home_Disentangle_Zero_OK	OK
