BestScore\BestScore.msbt
BestScore_Title	ベストスコア
TermsPP\Terms.msbt
TermsPP_Terms_Text	『ポケモンフレンズ』利用規約\n\n\n『ポケモンフレンズ』をご利用いただき、誠にありがとうございます。株式会社ポケモン及びその子会社（以下、総称して「当社」といいます。）は、皆様に本サービスをお楽しみいただきたいと考えております。本サービスをご利用になるお客様には、本利用規約（以下「本規約」といいます。）とともに、本サービスのプライバシーポリシー（以下「本プライバシーポリシー」といいます。）が適用されます。適用範囲には、本サービス内でご利用いただけるすべての情報、画像、グラフィック、アップグレード、その他のコンテンツ、機能、及び、サービスをお客様がどのようにご利用されるかという点が含まれますが、これらに限定されません。お客様が本サービスのご利用を開始された場合、本規約及び本プライバシーポリシーに同意されたものとみなします。お客様がお住いの国又は地域において未成年者である場合、お客様は、法定代理人の方が本規約及び本プライバシーポリシーを確認し、これを条件としてお客様が本サービスを利用することについて同意したことを確認するものとします。お客様又は法定代理人の方が本規約に同意なさらない場合は、本サービスを利用することはできません。\n\n第1条 定義等\n本規約において使用される用語は、以下の意味を有するものとします。\n① 「ユーザー」とは、本サービスを利用するお客様を指します。\n② 「本サービス」とは、スマートデバイス及びNintendo Switch™向けの『ポケモンフレンズ』のアプリケーション、公式サイト等を通じて、インターネットを介して提供されるサービスを指します。\n③ 「決済事業者」とは、本サービスに関し、当社が支払処理に利用するプラットフォーマーを指します。\n④ 「公式サイト」とは、本サービスの公式サイトを指します。\n⑤ 「バーチャルコンテンツ」とは、本サービス内において無償又は有償で入手できる商品及びサービスの総称を指し、これには、特定の仕様、機能、及び、その他のアイテムが含まれますが、これらに限定されません。\n⑥「スマートデバイス版」とは、スマートデバイス向けの『ポケモンフレンズ』のアプリケーションを指します。\n\n第2条 未成年\n未成年のユーザー（制限行為能力者と行為無能力者を含みます。）は、法定代理人の方が本規約及び本プライバシーポリシーに従って本サービスの利用に同意した場合のみ、本サービスを利用することができます。また、法定代理人の方がバーチャルコンテンツの購入に同意した場合のみ、バーチャルコンテンツを購入することができます。\n\n第3条 本規約の範囲等\n当社が随時規定する、本サービスに関する利用方法、ルール、その他の規定は、名称の如何に拘わらず、すべて本規約の一部を構成するものとします。\n\n第4条 本サービス内のコンテンツ\n本サービス内のコンテンツは、金銭的価値を有するものではなく、法定通貨や本サービス外の有価物等と交換することはできません。本サービス内のコンテンツは、本サービス内で利用するための、限定された、個人的な、取り消し可能な、譲渡不可能な、再許諾をすることのできないライセンスのもとユーザーに提供されています。ユーザーは、本サービス内のコンテンツに関し、権利及び所有権等の財産権を保有するものではなく、当該コンテンツを当社が明示的に認めない方法で譲渡又は転売することは認められていません。当社は、ユーザーが本規約に違反していることを確認した場合に、随時、その単独裁量で、ユーザーが本サービス内のコンテンツを使用するためのライセンスを終了させることができます。\n\n第5条 スマートデバイス版の対価\n1. スマートデバイス版は無償でご利用開始いただけますが、当社は、ユーザーがスマートデバイス版バーチャルコンテンツを購入するために、現実の通貨を使用することを認める場合があります。スマートデバイス版バーチャルコンテンツを含む本サービスの一部機能は、購入いただかなければ利用できない場合があります。当社は、随時、その単独裁量のもと、ユーザーが特定のスマートデバイス版バーチャルコンテンツを無償で、割引価格で、又は、他のスマートデバイス版バーチャルコンテンツを取得したときのボーナスコンテンツとして入手する機会を提供することがあります。 疑義を回避するため、無償コンテンツは、法的に「購入したもの」とはみなされないものとします。\n2. ユーザーは、スマートデバイス版バーチャルコンテンツを、当社がその単独裁量のもと認めた数量及び回数でのみ、かつ、ユーザーの私的利用のためだけに購入できます。当社は随時、スマートデバイス版バーチャルコンテンツの対価及びその利用について変更することができます。\n3. ユーザーは、スマートデバイス版バーチャルコンテンツの対価を、決済事業者が別途定める支払条件に従って支払うものとします。\n4. ユーザーは、当該スマートデバイス版バーチャルコンテンツに関わる料金請求を取り消し、又は、無効とせず、そして、当社に対して詐欺的行為を働かないことに同意します。ユーザーのクレジットカードが、そのアカウントに請求された金額の支払いを拒否した場合、当社はユーザーが過去に取得したスマートデバイス版バーチャルコンテンツを削除し、また、その他一切のスマートデバイス版バーチャルコンテンツへのアクセスを停止する権利を有します。\n{[011a]}5. スマートデバイス版バーチャルコンテンツは、金銭的価値を有するものではなく、法定通貨や本サービス外の有価物等と交換することはできません。スマートデバイス版を介して取得されたバーチャルコンテンツは、本サービス内で利用するための、限定された、個人的な、取り消し可能な、譲渡不可能な、再許諾をすることのできないライセンスのもとユーザーに提供されています。ユーザーは、本サービス内のスマートデバイス版バーチャルコンテンツに関し、権利及び所有権等の財産権を保有するものではなく、スマートデバイス版バーチャルコンテンツを当社が明示的に認めない方法で譲渡又は転売することは認められていません。当社は随時、その単独裁量で、ユーザーがスマートデバイス版バーチャルコンテンツを使用するためのライセンスを終了させることができます。\n6. ユーザーと決済事業者との間で利用料金の支払いに関して紛争が発生した場合、ユーザーは、当該紛争を解決する責任を負うものとします。当社は、適用される法令で許容される最大限度で、当該紛争について免責されるものとします。未払金を回収するために法的手段をとる必要があった場合においては、ユーザーは、当社が未払金回収のために負担したすべての費用（弁護士費用及びその他法的費用を含みます。）を当社に対して弁済することに同意します。\n\n第6条 返品・返金ポリシー\n1. スマートデバイス版バーチャルコンテンツのご購入においてユーザーからお支払いいただいた対価は、適用される法令で要求される場合を除き、返金不可のものとなっています。ユーザーのアカウントが閉鎖された場合、それが任意のものか否かにかかわらず、ユーザーは、当社が金銭又はその他の対価の返還を行わないことを承諾します。\n2. ユーザーがお住まいの国/地域によっては、ユーザーの購入を取り消すことを認めるクーリングオフの期間等、追加的な法的権利が認められる場合もありますが、本条は、現地法上認められるバーチャルコンテンツの購入に関するユーザーの返品・取消・払戻権を制限するものではありません。返金が行われた場合、当社は、返金された金額で取得されていたバーチャルコンテンツを削除することができるものとします。\n\n第7条 本サービス及び本規約の変更\n1. 当社は、随時、ユーザーに対する予告なくスマートデバイス版の内容（スマートデバイス版バーチャルコンテンツの内容を含みます。）を変更することができます。なお、ユーザーが本サービスを継続してご利用するためには、スマートデバイス版アプリケーションの更新版のインストールが必要になる場合があります。また、当社は最新版でないスマートデバイス版アプリケーションに対してサポート又はアップデートを提供し続ける義務を負わないものとします。\n2. 当社は、必要に応じて本規約の内容を任意に変更できるものとします。\n3. 当社が本規約を変更する場合、本サービス内又は公式サイトにその旨を掲載します。本規約の変更は、本サービス又は公式サイトに掲載された時点で効力が発生するものとします。ユーザーは、本サービスの利用を継続する限り、当該変更を承諾したものとみなします。\n\n第8条 複数端末の利用について\nユーザーは、同一のアカウントを使用し、複数の端末から同時に本サービスの利用を行うことはできません。\n\n第9条 端末間のデータ引き継ぎ\nユーザーは、スマートデバイス版でデータの引き継ぎのために使用する引き継ぎID及び引き継ぎコードを設定することで、データの引き継ぎを行うことができます。ただし、特定の場合(iOSからAndroidへの引き継ぎやAndroidからiOSへの引き継ぎを含みますが、これに限りません。) において、引き継ぎを行った後、ユーザーが旧端末で引き継ぎ前に購入したスマートデバイス版バーチャルコンテンツを再度購入しなければ、引き継いだデータを利用できない場合があります。スマートデバイス版バーチャルコンテンツの再購入が必要となる場合の詳細は、本サービスのサポートサイト（https://www.apppokemon.com/gate/）をご参照ください。なお、引き継ぎID及び引き継ぎコードがない場合、データの引き継ぎはできなくなりますので、ユーザーご自身が自己の引き継ぎID及び引き継ぎコードの控えを取り、これを安全な場所に保管してください。これらの情報の紛失又は盗難について、当社は一切その責任を負いませんのでご注意ください。\n\n第10条 個人情報の保護\n本サービスを介してユーザーから当社に提供される個人情報について、当社はこれを、本プライバシーポリシーに基づき取り扱うものとします。当社は、本プライバシーポリシーを、当社が必要と判断したときはいつでも更新することができます。\n\n第11条 ご利用に関する責任\n1. ユーザーは、本サービスを自己の責任において利用するものとします。ユーザーは、第三者に自己のアカウントを利用させた場合、当該第三者が本サービスに関して行った行動(バーチャルコンテンツの購入を含みますがそれに限りません。) について、ユーザー自身が行った行動とみなされることに同意します。\n2. 当社は、ユーザーに対し、本サービスに瑕疵やバグ等がないことを保証せず、また当該瑕疵やバグ等の修補は自己の裁量により行うものとします。\n3. 当社は、ユーザーに対し、本サービスが全ての機器において利用できること、その他本サービスの内容に関し、一切の保証を行いません。\n4. ユーザーによる本サービスの利用により、ユーザーが当社や他者に対して損害を与えた場合は、ユーザーは自己の責任と費用を以て当該損害を賠償するものとします。\n5. 本サービスには、当社以外の他者が運営するWebサイト等へのリンク等が含まれる場合があります。当社は、当該Webサイト等の内容に関して何らの責任を負うものではありません。\n6. 当社は、ユーザーよりご提供いただいた情報を前提として、本サービスの提供を行います。当該情報に誤りがあったことによりユーザーに損害が発生しても、当社は何らの責任を負うものではありません。\n\n第12条 知的財産権\nユーザーは、本サービス上のいかなるコンテンツ（本サービスの利用に関するユーザーデータ、集計情報、その他の情報を含みますが、これらに限定されません）についても、知的財産権、請求権、その他いかなる権利を取得するものではありません。また、本サービスのコンテンツを本サービス外で利用することを禁じます。\n\n第13条 本サービスの停止・変更・終了等\n1. 当社は、自己の裁量に基づき予告なく、ユーザーに対し、本サービスにおける一部又は全部の機能、内容等を制限し、変更し、終了し、又は、停止することができます。なお、この制限、変更等には、ゲームバランスの調整、バグ修正、グラフィックの改善等が含まれますが、これに限定されません。\n2. 当社は、本サービスを終了する場合、30日以上前に、本サービス又は公式サイト上にその旨を掲載する方法でユーザーに告知を行うことができます。\n3. 当社は、ユーザーが本規約、本プライバシーポリシー又はユーザーに適用される法令に違反していることが判明した場合、自己の単独裁量に基づき予告なく、ユーザーのユーザープロファイルを変更、停止又は終了し、また、すべての関連する情報を削除することができるものとします。\n4. 前各項の場合であっても、当社は、適用される法令で要求される場合を除き、ユーザーに対して一切の責任を負わないものとします。\n\n第14条 禁止行為\n当社は、以下の行為を禁止します。\n① 自己の引き継ぎID及び引き継ぎコードを他者に使用させること、又は、他者の引き継ぎID及び引き継ぎコードを使用すること。\n② 不正な方法でバーチャルコンテンツ又は本サービス上のデータを取得すること。\n③ 本サービス上のデータを他者に提供すること。\n④ バーチャルコンテンツ若しくは本サービス上のデータを現金や電子マネー等の現実の通貨で売買すること（いわゆるリアルマネートレード）、又は当該売買を勧誘、援助、仲介等すること。\n⑤ 本サービス上のデータを複製すること、また、当該複製を他者に提供すること。\n⑥ 当社又は他者の知的財産権その他の権利を侵害すること。これには、本サービス内のコンテンツ若しくはその一部に基づき二次的著作物を創作する行為、又は、本サービス若しくはその一部を複製し、頒布し、公表し、若しくは公に実演する行為が含まれますが、これらに限定されません。\n⑦ 本規約に拘束されない第三者の利益のために本サービスを利用すること。これには、外部委託、サービスビューロ又はタイムシェアリング契約における利用が含まれますが、これらに限定されません。\n⑧ 許諾されていない第三者のソフトウェア又はその他の技術的方法（ボット、Mod、ハッキング及びスクリプト等）を利用して、本サービスのアプリケーション等に改ざんを加えること。\n⑨ 本サービスを運営するサーバーに侵入すること。\n⑩ 本サービスを運営するサーバーに、誤作動、バグ、その他の不具合を発生させ得る行為。\n⑪ 多数のデバイスに、過剰かつ不必要に本サービスのアプリケーションをインストールすること。\n⑫ 不正のプログラム、ツール、アプリ、その他名称等の如何を問わず、本サービスの不正な利用を目的としたプログラム等を開発すること。また、そのようなプログラム等を他者に提供し、又は、利用させること。\n⑬ 本サービス上のデータの改変（データの改ざんを含みます。）、修正、翻案、二次的著作物の作成、逆コンパイル、逆アセンブル若しくはリバースエンジニアリング、又はこれらに類する行為。\n⑭ 上述の各行為を他者に行わせる、又は、他者に行うように働きかけること。\n⑮ 他者が上述の各行為を行う際にこれを補助し、又は、容易にするような行為。\n⑯ 当社がユーザーに通知した、又は、本サービス若しくは公式サイト上で公表した禁止行為。\n⑰ 上述のほか、本サービスの運営を妨げる一切の行為。\n⑱ 本サービスにおいて当社が設ける制限（居住地域等によるものを含みますが、これに限られません。）を回避しようとする一切の行為\n⑲ その他、当社が本サービスの運営上不適切と判断する一切の行為\n\n第15条 補償\nユーザーは、ユーザーによる本サービスの利用に起因するか関連するあらゆる請求、費用、損害、損失、責任、又は、経費（弁護士報酬等の費用を含みます。）から、当社及びその全ての執行役員、取締役、監査役、株主、従業員、代理人、情報提供者、関係者、ライセンサー、及び、そのライセンシー（以下「関係当事者」といいます。）を補償し、防御し、免責することに同意するものとします。ユーザーは、最善の努力を払い、当社を一切の請求から防御することに協力するものとします。当社は、ユーザーによる補償以外の事項のすべてにつき、独占的に防御しコントロールすることができる権利を留保します。\n\n第16条 免責条項\n1. ユーザーは、本サービスが「現状有姿」で提供され、すべての機器・デバイス上で、又は、あらゆる状況で動作するとは限らないことを承諾するものとします。当社は、適用される法令で許容される最大限度で、明示的であるか、黙示的であるか、制定法によるものかを問わず、一切の保証を排除し、これには、黙示の保証、義務、又は、商品性、特定目的への適合性、動作の正確性若しくは完璧性、結果、巧みな操作性、ウィルスの欠如、過失の非存在に関するものが含まれますが、これらに限定されうるものではありません。また、本サービスにつき、権原、記述に対する適合性、又は、非侵害に関する保証もしておりません。\n2. 適用される法令で許容される最大限度で、当社及び関係当事者は、本サービスに関して、契約法、過失、無過失責任、その他の法理論上において、データの損失若しくは不正確性、代替の商品、サービス、若しくは技術の調達コスト、又は、ユーザーによる本サービスの利用に起因するか何らかの形で関連する一切の特別損害、偶発的損害、間接的損害、若しくは派生的損害（情報の損失、人体損傷、プライバシーの侵害、又は、過失による損失を含みます。）等につき、当社又は関係当事者の故意重過失があった場合を除き、一切の責任を負わないものとします。\n3. 当社がユーザーに対して適用される法令上、損害賠償責任を負う場合、その責任の範囲は、ユーザーに直接生じた通常の損害に限られ、逸失利益その他の特別損害は含まれないものとします。また、当社又は関係当事者の故意重過失があった場合を除き、その合計損害額は、ユーザーが本サービスに関し当社に支払った利用料金の合計額又は金100円のいずれか高いほうを限度とします。但し、当該上限額の制限が、適用される法令上無効である場合は、この限りではありません。\n\n第17条 準拠法・裁判管轄\n1. 本規約は、日本法に従って解釈されます。\n2. 当社とユーザー間の紛争については、東京地方裁判所をその第一審の専属的合意管轄裁判所とします。\n\n第18条 第三者のサイトへのリンク\n本サービスのご利用にあたって、本サービスから、当社、関係会社、又はこれ以外の第三者の管理する別のサイト等へのリンクが提供される場合があります。ユーザーが本サービスから他のサイト等に移動すると本規約は適用されなくなり、ユーザーは移動先のサイトの規約及びプライバシーポリシーに従うことになります。\n\n\n第19条 ユーザーのご意見等\n当社は、ユーザーが本サービスに関するご意見を提供できる機会を設けています。当社の質問・リクエスト等にご回答いただいた、又は、本サービスに関するエラー・不都合を当社にご報告いただいた場合、ユーザーは、そのご意見に関する権利（著作権法第27条及び第28条に規定する権利を含みます。）が当社に帰属することに同意するものとします。\n\n附則\n\nお客様がお住まいの国又は地域によって適用される追加条項\nお客様がお住まいの国又は地域によって追加条項が適用されることがあります。韓国にお住まいのお客様は韓国語の本規約をご確認ください。\n\n\n更新日：2025年7月22日
Tutorial\FirstTutorial.msbt
welcome	ぬいぐるみをつくるためにはイトダマがひつようです。\nイトダマは、からまった糸をほぐすことで\n手に入れることができます。\n\nはじめに「ほぐす」ボタンをおしてみましょう。
welcome_Next	OK
Onestroke_FirstClear_01	問題をといたことで、\n頭の中も、からまった糸もほぐれて\nイトダマができました！
Onestroke_FirstClear_01_Next	OK
Onestroke_FirstClear_02	「ぬいマシン」にイトダマを入れることで\nぬいぐるみをつくることができます。\n\n手に入れたイトダマを\nさっそく「ぬいマシン」に入れてみましょう！
Onestroke_FirstClear_02_Next	OK
NuiPikachu_Create_01	はじめてのぬいぐるみをつくれましたね！\n\n「ほぐす」から問題をとき、イトダマをもらって\nぬいぐるみをたくさんつくっていきましょう！
NuiPikachu_Create_01_OK	OK
NuiRoom_First	「ぬい部屋」では、つくったぬいぐるみや家具を\n自由において、かざることができます。\n\nさっそく、ピカチュウのぬいぐるみを\nおいてみましょう。
NuiRoom_First_OK	OK
NuiRoom_LetPut	「ぬいぐるみをおく」ボタンから\nぬいぐるみをえらんで、おきたい場所をタッチすると\n部屋にぬいぐるみが出てきます。
NuiRoom_LetPut_OK	OK
NuiRoom_FirstPut	上手におくことができましたね！\n\nこれからもぬいぐるみや家具をあつめていき\n部屋をにぎやかにしていきましょう！
NuiRoom_FirstPut_OK	OK
NuiRoom_Update01	右側にある「べつの部屋にかえる」ボタンでは\n新しい部屋にぬいぐるみをもっとおくことができます。
NuiRoom_Update01_OK	OK
NuiRoom_Update02	「かべがみをかえる」ボタンでは\n部屋のかべがみとゆかのテーマをかえることができます。\nテーマにあったぬいぐるみをおいてみましょう。
NuiRoom_Update02_OK	OK
NuiRoom_Move01	部屋におかれたぬいぐるみや家具は\nつかんで自由に動かすことができます。
NuiRoom_Move01_OK	OK
NuiRoom_Move02	部屋においたぬいぐるみをえらぶと\nぬいぐるみの上にボタンが出てきます。\nこのボタンを長くおすことで、ぬいぐるみの向きを\nかえることができます。
NuiRoom_Move02_OK	OK
NuiRoom_Delete	「ぬい部屋」からかたづけたい\nぬいぐるみや家具をえらびましょう。\n\n「かたづける」ボタンまでぬいぐるみや家具を\n持っていっても、かたづけることができます。
NuiRoom_Delete_OK	OK
NuiRoom_Rewind	「少し前にもどる」ボタンを長くおすと\n動かしたぬいぐるみや家具を\n少し前においたじょうたいにもどすことができます。\nまちがっておいたときに使ってみましょう。
NuiRoom_Rewind_OK	OK
NuiRoom_HideUI	「ボタンを消す」ボタンをおすことで\n画面にあるボタンをかくすことができます。\n\n画面をさつえいするときに使ってみましょう。
NuiRoom_HideUI_OK	OK
Calender_Stamp	問題をといた日をカレンダーに残していきましょう。\n\n今日の日付にスタンプをおしてください。
Calender_Stamp_OK	OK
Calender_Enable	「カレンダー」と「ベストスコア」に\n行けるようになりました。\n\nこれまでにといた問題のきろくを\n見ることができます。
Calender_Enable_OK	OK
Onestroke_FirstClear_03	からまった糸をほぐすのにも\nなれてきたようですね。\n\nもう一度、「ひとふでピカチュウ」に\nちょうせんしてみましょう！
Onestroke_FirstClear_03_Next	OK
Onestroke_FirstClear_04	さいしょにといたときよりも\n上手になっていますね！
Onestroke_FirstClear_04_Next	OK
Onestroke_SecondClear_01	今、手に入れたビリビリなイトダマを\nぬいマシンに入れてみましょう！
Onestroke_SecondClear_01_OK	OK
NuiPikachu_Creat_02	もう1つ、ピカチュウをつくることができましたね。\n\nシンクタウンにはぬいぐるみを\nほしがっている人がたくさんいるようです。\n「フレンズミッション」から「おねがい」を\n聞いてみましょう！
NuiPikachu_Create_02_OK	OK
Mission_FirstClear_01	あなたのつくったぬいぐるみで、\n街の人を笑顔にできましたね！\n\n「おねがい」をかなえることで\n新しい家具をもらえることがあります。
Mission_FirstClear_01_Next	つぎへ
Mission_FirstClear_02	シンクタウンの人のおねがいをかなえていくことで\n「フレンズレベル」が上がっていき\nいろいろな人のおねがいがもっと聞けるようになります。\n\nシンクタウンをにぎやかにしていきましょう！
Mission_FirstClear_02_OK	OK
Catalog_First	「カタログ」では、今までつくったことがある\nぬいぐるみをくわしく見ることができます。\n\nまた、一度つくったぬいぐるみは2コのイトダマで\nつくることができます。
Catalog_First_OK	OK
Calender_First	「カレンダー」では、その日にといた問題と\n同じ問題をとくことができます。\n\n毎日問題をといてカレンダーに\nスタンプをおしていきましょう！
Calender_First_OK	OK
BestScore_First	「ベストスコア」では、これまでにといた問題の\nきろくを見ることができます。\n\n問題をせいかくに速くといていって\nレベルを上げていきましょう。
BestScore_First_OK	OK
Mission_Map_First	シンクタウンの地図には「おねがい」を\nかなえてもらったフレンドたちの笑顔のアイコンが出てきます。\n「おねがい」をかなえて、地図をにぎやかにしていきましょう。
Mission_Map_First_OK	OK
StaminaBonus	「ほぐす」は、一日に1回あそぶことができます。\n\nさいしょは特別に2回あそぶことができますので\n「ほぐす」にちょうせんしてみましょう！
StaminaBonus_OK	OK
DLC_First	「{[0114]}」がはんえいされました。\n追加された問題をといて\n新しいぬいぐるみを手に入れましょう。
DLC_First_OK	OK
DLC_First_Basic_Stamina	オプションから、一日に「ほぐす」ができる回数を\nせいげんすることができます。
DLC_First_Basic_Stamina_OK	OK
Home_First_Birthday	おたんじょう日おめでとうございます！\nきねんにイトダマをプレゼント！
Home_First_Birthday_OK	OK
Home_Every_Birthday	おたんじょう日おめでとうございます！
Home_Every_Birthday_OK	OK
Home_Disentangle_Zero	今日「ほぐす」ことのできる回数が0になりました。\n\n「たくさんあそべるパック」を購入すると、「ほぐす」を\n一日に何回でもあそべるようになります。\n購入する場合はショップで購入してください。
Home_Disentangle_Zero_OK	OK
