common_Kawashima.msbt
Button_Back	返回
TipsS_10_02	按{color[ff0c00ff]}X键{color[000000ff]}或{color[ff0c00ff]}方向键的上{color[000000ff]}\n可以让计数{color[ff0c00ff]}－1{color[000000ff]}。
TipsS_10_03	请在不小心\n多数的时候使用它。
TipsS_12_01	在{color[ff0c00ff]}“计算25”{color[000000ff]}中，其实不管\n答案{color[ff0c00ff]}写在哪里{color[000000ff]}都会被识别。
TipsS_12_02	找到自己容易写的地方的话。\n{color[ff0c00ff]}速度{color[000000ff]}也会{color[ff0c00ff]}提升{color[000000ff]}吧。
TipsS_13_01	在“脑年龄检查”中，\n如果{color[ff0c00ff]}脑年龄是20岁{color[000000ff]}的话……
TipsS_13_02	在当天的“每日锻炼”的菜单中\n播放的{color[ff0c00ff]}乐曲会有所改变{color[000000ff]}。
TipsS_13_03	其实这是{color[ff0c00ff]}Nintendo DS的\n脑锻炼{color[000000ff]}的乐曲。
TipsS_14_01	请不要在{color[ff0c00ff]}标题画面{color[000000ff]}中\n来回转动我哦。
TipsS_14_02	因为这样我会头晕……
TipsS_15_01	如果想要在锻炼时{color[ff0c00ff]}中断{color[000000ff]}……
TipsS_15_02	按{color[ff0c00ff]}＋键{color[000000ff]}或{color[ff0c00ff]}－键{color[000000ff]}\n就能回到菜单。
TipsS_16_01	想要养成锻炼的习惯，\n建议使用“{color[ff0c00ff]}闹钟{color[000000ff]}”。
TipsS_16_02	这样即使主机在休眠中，\n也会通知锻炼的时间。
TipsS_16_03	请试试“{color[ff0c00ff]}设置{color[000000ff]}”中的\n“{color[ff0c00ff]}闹钟{color[000000ff]}”吧。
Quick_Start_01	欢迎来到“{color[ff0c00ff]}轻松一刻{color[000000ff]}”模式！
Quick_Start_02	在这里可以体验\n活动{color[ff0c00ff]}手指{color[000000ff]}的新脑锻炼。
Quick_Start_03	建议和{color[ff0c00ff]}家人朋友{color[000000ff]}一起进行。
Quick_Result_yubikeisan_01	“手指计算”可能有助于\n{color[ff0c00ff]}提高大脑的处理速度{color[000000ff]}。
Quick_Result_yubikeisan_02	在“{color[ff0c00ff]}每日锻炼{color[000000ff]}”中，\n我们还为你准备好了……
Quick_Result_yubikeisan_03	其他各种各样的{color[ff0c00ff]}锻炼项目{color[000000ff]}。
Quick_Result_yubikeisan_04	建议每天孜孜不倦地\n持续进行锻炼。
Quick_Result_fingergymnastics	“手指体操”可能有助于\n{color[ff0c00ff]}提高大脑的处理速度{color[000000ff]}。
Quick_Result_birdcounting_01	“数野鸟”可能有助于\n{color[ff0c00ff]}提高大脑的处理速度{color[000000ff]}。
Quick_Result_birdcounting_02	或许获胜一方的\n{color[ff0c00ff]}头脑运转速度比较快{color[000000ff]}。
Quick_Result_birdcounting_03	顺便说一下，\n即使输了也完全没有必要在意。
Quick_Result_birdcounting_04	在“{color[ff0c00ff]}每日锻炼{color[000000ff]}”中\n与我一起锻炼大脑吧！
Quick_Result_flagup_01	“举旗子”可能有助于\n{color[ff0c00ff]}提高记忆力{color[000000ff]}。
Quick_Result_flagup_02	或许获胜一方的\n{color[ff0c00ff]}集中力比较高{color[000000ff]}。
Quick_Result_flagup_03	顺便说一下，\n即使输了也完全没有必要在意。
Quick_Result_flagup_04	在“{color[ff0c00ff]}每日锻炼{color[000000ff]}”中\n与我一起锻炼大脑吧！
Quick_Result_boxcounting_01	“数箱子”可能有助于\n{color[ff0c00ff]}提高注意力与集中力{color[000000ff]}。
Quick_Result_boxcounting_02	或许获胜一方的\n{color[ff0c00ff]}集中力比较高{color[000000ff]}。
Quick_Result_boxcounting_03	顺便说一下，\n即使输了也完全没有必要在意。
Quick_Result_boxcounting_04	在“{color[ff0c00ff]}每日锻炼{color[000000ff]}”中\n与我一起锻炼大脑吧！
Quick_Result_janken_01	与你的实际年龄相比怎么样？
Quick_Result_janken_02	在“{color[ff0c00ff]}每日锻炼{color[000000ff]}”中，\n我们为你准备好了……
Quick_Result_janken_03	各种各样的{color[ff0c00ff]}锻炼项目{color[000000ff]}。
Quick_Result_janken_04	推荐你可以试着带给大脑\n一些新鲜的刺激哦。
Compe_Result_End_01	感觉怎么样？\n与全世界的脑锻炼伙伴一较高低。
Compe_Result_End_02	那么，为了下次的大会\n持续锻炼吧！
System_CompeDay	今天正在举办{color[ff0c00ff]}大会{color[000000ff]}。\n请一定要参加哦！
System_CompeSoon	今天{color[ff0c00ff]}大会{color[000000ff]}将于{color[ff0c00ff]}{[0112]}{[0101]}时开始{color[000000ff]}。\n请一定要参加哦！
System_CompeResult	大会的{color[ff0c00ff]}结果{color[000000ff]}出来了！\n要立刻确认吗？
System_CompeResult_01	在{color[ff0c00ff]}下次大会结束之前{color[000000ff]}\n都可以查看此结果。
System_CompeResult_02	请在忘记之前\n去查看一下吧。
Compe_Info_01	世界一同脑锻炼大会……
Compe_Info_02	这是{color[ff0c00ff]}每周1次{color[000000ff]}，全世界的脑锻炼伙伴\n一起比比看看谁的记录更高的大会。
Compe_Info_03	{color[ff0c00ff]}每次{color[000000ff]}的竞技项目都会包含“计算25”、\n“手指计算”等{color[ff0c00ff]}4种不同的项目{color[000000ff]}。
Compe_Info_04	大会将持续{color[ff0c00ff]}24小时{color[000000ff]}。\n在这期间，随时都可以参加。
Compe_Info_05	{color[ff0c00ff]}1个项目最多{color[000000ff]}可以挑战{color[ff0c00ff]}2次{color[000000ff]}。
Compe_Info_06	大会结束后，将在{color[ff0c00ff]}1天内\n统计分数{color[000000ff]}，然后{color[ff0c00ff]}公布排名{color[000000ff]}。
Compe_Info_07	请抱着轻松的心情挑战一下，\n看看自己的水平有多少吧。
Compe_Info_08	另外，在大会的比赛中，\n{color[ff0c00ff]}不能{color[000000ff]}按＋－键中途退出。
Compe_Info_09	那么，希望你能和\n全世界的对手玩得开心！
System_Compe_Start_01	欢迎来到{color[ff0c00ff]}世界一同脑锻炼大会{color[000000ff]}！\n让我们来看看你平时的锻炼成果吧。
System_Compe_Start_02	还会公布{color[ff0c00ff]}同世代的排名{color[000000ff]}，\n所以请好好加油！
System_CompeTwice	此项目已挑战了{color[ff0c00ff]}2次{color[000000ff]}。
Result_Compe_JoinF	辛苦了。\n你是{color[ff0c00ff]}首次出席{color[000000ff]}大会呢！
Result_Compe_JoinS	辛苦了。\n这是你第{color[ff0c00ff]}{[0108]}次出席{color[000000ff]}大会呢！
Result_Compe_Join1_01	在大会上，{color[ff0c00ff]}1个项目\n最多{color[000000ff]}可以挑战{color[ff0c00ff]}2次{color[000000ff]}。
Result_Compe_Join2_01	上次的结果看过了吗？
Result_Compe_Join2_02	在世界排名中获得的{color[ff0c00ff]}奖牌{color[000000ff]}……
Result_Compe_Join2_03	会因进入的是{color[ff0c00ff]}全体靠前排名的\n百分之多少{color[000000ff]}而发生变化。
Result_Compe_Join3_01	大会的记录会留在\n{color[ff0c00ff]}个人信息画面{color[000000ff]}中。
Result_Compe_Join3_02	请点触日历所在画面\n右上方的图标。
Result_Compe_Join4_01	实际上，大家在大会的计算25和\n计算100中遇到的{color[ff0c00ff]}题目都是一样的{color[000000ff]}。
Result_Compe_Join4_02	也就是说{color[ff0c00ff]}大家{color[000000ff]}都是站在\n{color[ff0c00ff]}同一条起跑线{color[000000ff]}上。
Result_Compe_Join5_01	辛苦了。\n这是值得纪念的{color[ff0c00ff]}第5次参加{color[000000ff]}大会！
Result_Compe_Join5_02	全世界的脑锻炼伙伴\n果然是强手如云，好厉害。
Result_Compe_Join5_03	今后也请好好感受\n大会特有的紧张感！
Result_Compe_Join10_01	这是值得纪念的{color[ff0c00ff]}第10次参加{color[000000ff]}大会！\n非常出色的持续力！
Result_Compe_Join10_02	你能乐在其中，\n我也非常高兴。
Result_Compe_Join10_03	大会特有的这种节日感\n真是让人欲罢不能啊！
Result_Compe_Join20_01	这是值得纪念的{color[ff0c00ff]}第20次参加{color[000000ff]}大会！\n恭喜恭喜！
Result_Compe_Join20_02	真是了不起的挑战精神！
Result_Compe_Join20_03	今后也请像这样\n继续挑战大会！
Result_Compe_Join30_01	这是值得纪念的{color[ff0c00ff]}第30次参加{color[000000ff]}大会！\n恭喜恭喜！
Result_Compe_Join30_02	对于这样的紧张感还能乐享其中……\n你可真是浑身是胆啊！
Result_Compe_Join30_03	今后也和全世界的脑锻炼伙伴\n愉快地比赛吧！
Result_Compe_Join40_01	这是值得纪念的{color[ff0c00ff]}第40次参加{color[000000ff]}大会！\n恭喜恭喜！
Result_Compe_Join40_02	真是惊人的持续力！\n我太佩服你了。
Result_Compe_Join40_03	接下来的{color[ff0c00ff]}目标{color[000000ff]}就是\n“{color[ff0c00ff]}50次参加大会{color[000000ff]}”呢！
Result_Compe_Join50_01	{[0111]}！\n这是值得纪念的{color[ff0c00ff]}第50次参加{color[000000ff]}大会！
Result_Compe_Join50_02	这可是一种伟业！\n真的恭喜你了！
Result_Compe_Join50_03	继续参加脑锻炼大会，\n与全世界的伙伴一起比赛吧！
Result_Compe_Announce	将于{color[ff0c00ff]}{[011b]}{color[000000ff]}的{color[ff0c00ff]}{[0112]}{[0101]}时之后{color[000000ff]}公布排名。\n敬请期待！
Result_Compe_ChallengeComp	挑战所有项目辛苦了！
System_Compe_Uploaded1	向大会本部发送了记录。
System_Compe_Uploaded2	因为出现了比第一次更好的记录，\n所以{color[ff0c00ff]}发送了这次的记录{color[000000ff]}。
System_Compe_NoUpload	因为未能更新第一次的记录，\n所以{color[ff0c00ff]}不发送这次的记录{color[000000ff]}。
Compe_Result_1st_01	噢噢噢噢噢噢噢噢……！！
Compe_Result_1st_02	{color[ff0c00ff]}第一名{color[000000ff]}！是第一名！\n恭喜恭喜！！
Compe_Result_1st_03	我能亲眼目睹这一切，\n真的好感动。
Compe_Result_1st_Gene01	由于获得了世界第一名，\n在同世代中自然也是{color[ff0c00ff]}第一名{color[000000ff]}！
Compe_Result_2nd_01	竟然是！{color[ff0c00ff]}第二名{color[000000ff]}！\n太棒了！！
Compe_Result_2nd_02	在强手云集的大会中斩获第二名\n其实就相当于第一名！
Compe_Result_2nd_03	这是很值得骄傲的！
Compe_Result_3rd_01	竟然是！{color[ff0c00ff]}第三名{color[000000ff]}！\n太棒了！！
Compe_Result_3rd_02	对于这个值得纪念的日子……
Compe_Result_3rd_03	请让我衷心地鼓掌祝贺！
Compe_Result_1P_01	竟然在{color[ff0c00ff]}前1%以内{color[000000ff]}！\n你的实力真是力压群雄……\n我太佩服了！
Compe_Result_10P_01	竟然在{color[ff0c00ff]}前10%以内{color[000000ff]}！\n这是只有达人才能进入的领域！
Compe_Result_20P_01	{color[ff0c00ff]}前20%以内{color[000000ff]}！\n真是出色的成绩！
Compe_Result_30P_01	竟然进入了{color[ff0c00ff]}前30%以内{color[000000ff]}！\n完全掌握脑锻炼的日子也快到来了！
Compe_Result_40P_01	这是一个{color[ff0c00ff]}不错的记录{color[000000ff]}！\n期待你的下次挑战！
Compe_Result_50P_01	排名进入{color[ff0c00ff]}上半区{color[000000ff]}！\n就是这样！
Compe_Result_60P_01	排名正好处于{color[ff0c00ff]}中间位置{color[000000ff]}！\n让我们朝着更高的目标前进吧！
Compe_Result_70P_01	成绩还过得去！\n下次也加油吧！
Compe_Result_80P_01	是不是感觉很有挑战？\n下次的大会也很令人期待呢！
Compe_Result_90P_01	接下来提升等级\n是很有意义的！
Compe_Result_100P_01	在排名上你让得太多了呢。\n不用客气，拿出实力来吧！
Compe_Result_UP_01	比上次的排名提升了{color[ff0c00ff]}{[0108]}名{color[000000ff]}！
Compe_Result_PBest_01	{color[ff0c00ff]}自己的最佳排名{color[000000ff]}也更新了！\n恭喜恭喜！
System_Compe_TimeAdjust	主机的时间好像不正确，\n我会把它更改为正确的时间。
Compe_Err_DrTalk	在我们说话的间隙，\n时间就过去了呢……
Compe_Err_General	无法参加大会。
Compe_Err_Offline	参加大会需要连接互联网。
Compe_Err_FailUpload_01	无法{color[ff0c00ff]}发送记录{color[000000ff]}。\n要重新发送吗？
Compe_Err_FailUpload_02	即使不发送，{color[ff0c00ff]}挑战次数{color[000000ff]}\n也会{color[ff0c00ff]}减少1次{color[000000ff]}，可以吗？
Compe_Err_TimeUp	因为已经过了大会的{color[ff0c00ff]}结束时间{color[000000ff]}，\n所以无法发送记录……
Unlock_nBackSymbol_01	由于最新的脑年龄\n已经变为了{color[ff0c00ff]}20岁{color[000000ff]}……
Unlock_nBackSymbol_02	所以增加了\n{color[ff0c00ff]}工作记忆锻炼{color[000000ff]}。
Unlock_nBackSymbol_03	这是负担相对较大的{color[ff0c00ff]}特别{color[000000ff]}锻炼。\n你准备好了吗？
Tutorial_nBackSymbol_01	这是用于锻炼{color[ff0c00ff]}工作记忆{color[000000ff]}的\n{color[ff0c00ff]}特别{color[000000ff]}的锻炼。
Tutorial_nBackSymbol_02	如果想要知道更多关于\n工作记忆的内容……
Tutorial_nBackSymbol_03	请查看“{color[ff0c00ff]}什么是工作记忆？{color[000000ff]}”
Tutorial_nBackSymbol_04	那么，我来说明一下锻炼内容。
Tutorial_nBackSymbol_05	请按顺序记住\n显示的记号……
Tutorial_nBackSymbol_06	然后回答{color[ff0c00ff]}之前{color[000000ff]}\n显示的记号。
Tutorial_nBackSymbol_07	回答时，请点触选择\n下面排列的记号。
Tutorial_nBackSymbol_08	首先将从回答{color[ff0c00ff]}1题之前{color[000000ff]}的记号，\n也就是{color[ff0c00ff]}1溯答{color[000000ff]}开始……
Tutorial_nBackSymbol_09	会根据结果的{color[ff0c00ff]}正确率{color[000000ff]}\n{color[ff0c00ff]}自动调整{color[000000ff]}需要记住的数量。
Tutorial_nBackSymbol_09_02	{color[ff0c00ff]}2溯答{color[000000ff]}的话，\n请回答{color[ff0c00ff]}2题之前{color[000000ff]}的记号。
Tutorial_nBackSymbol_10	以能力极限的难度\n持续锻炼吧！
System_nBackSymbol_01	这是用于锻炼{color[ff0c00ff]}工作记忆{color[000000ff]}的\n特别的锻炼。
System_nBackSymbol_02	以自己{color[ff0c00ff]}能力极限{color[000000ff]}的难度\n每天一点点地持续锻炼吧！
System_nBackSymbol_Stop	此锻炼今天已经\n无法再进行了。
Result_nBackSymbol_Up_01	太棒了！\n游刃有余呢。
Result_nBackSymbol_Up_02	下次挑战的等级\n就要提高了哦。
Result_nBackSymbol_UpB_01	很好！\n要提高一个等级了哦。
Result_nBackSymbol_UpB_02	以能力极限来锻炼吧。
Result_nBackSymbol_Keep_01	在以能力极限锻炼呢。\n这样很不错！
Result_nBackSymbol_Keep_02	就是这样，\n不断地锻炼吧！
Result_nBackSymbol_KeepB_01	感觉非常不错。
Result_nBackSymbol_KeepB_02	以勉强可以完成的难度\n持续进行锻炼吧！
Result_nBackSymbol_Down_01	好像有点难了呢。
Result_nBackSymbol_Down_02	虽然下次的等级会降低，\n但仍然值得挑战。
Result_nBackSymbol_DownB_01	好像很难呢。
Result_nBackSymbol_DownB_02	难度不能太大，\n稍微简单一点吧。
Result_nBackSymbol_MinKeep_01	好像还是有点难呢。
Result_nBackSymbol_MinKeep_02	不过，不要放弃。\n再试一次看看吧。
Result_nBackSymbol_MaxKeep_01	真是令人吃惊的结果！
Result_nBackSymbol_MaxKeep_02	已经没有比这个更难的等级了，\n所以维持这个等级吧。
Result_nBackSymbol_UpS_01	恭喜恭喜！\n终于越过难关了呢！
Result_nBackSymbol_UpS_02	这就是持续锻炼的成果！\n就是这样。
Result_nBackSymbol_Up4_01	等级在稳步提升呢！
Result_nBackSymbol_Up4_02	不断挑战困难的等级吧！
Result_nBackSymbol_Up3_01	哎呀！\n还是简单了么。
Result_nBackSymbol_Up3_02	那么，下面这个等级怎么样？
Result_nBackSymbol_Up2_01	什么！\n还是简单了呢。
Result_nBackSymbol_Up2_02	等级再次提升。\n继续挑战吧。
Result_nBackSymbol_Keep4_01	维持着同样的等级……\n说明现在这个等级正好适合你。
Result_nBackSymbol_Keep4_02	以此等级持续锻炼吧！
Result_nBackSymbol_Keep3_01	很好呢。能在能力极限的\n等级下持续集中精神。
Result_nBackSymbol_Keep3_02	大脑得到了充分的锻炼！
Result_nBackSymbol_Keep2_01	一直维持着\n差不多的正确率呢。
Result_nBackSymbol_Keep2_02	它表示你有在最适合的\n强度下好好锻炼！
Result_nBackSymbol_KKKU_01	之前一直都是相同的等级……\n不过现在终于等级提升了呢！
Result_nBackSymbol_KKKU_02	你的这份坚持不懈真是太棒了！\n就这样继续加油吧。
Result_nBackSymbol_KKKD_01	这次有点失败了呢。
Result_nBackSymbol_KKKD_02	通过降低一个难度的等级\n找回状态吧。
Result_nBackSymbol_Down3_01	有些日子，以前能完成的等级\n会变得完全无法完成。
Result_nBackSymbol_Down3_02	即使是这样也没问题。\n总之只要尽全力就好。
Result_nBackSymbol_Down2_01	好像状态有点不好呢。
Result_nBackSymbol_Down2_02	有时也会出现这样的情况。\n要想努力的心情很重要。
Result_nBackSymbol_UDUD_01	你不想等级下降呢。
Result_nBackSymbol_UDUD_02	想持续以高等级练习吧。
Result_nBackSymbol_UDUD_03	但是，只以太难的\n等级持续锻炼……
Result_nBackSymbol_UDUD_04	是无法有效锻炼大脑的。
Result_nBackSymbol_DUD_01	这个等级还是难了呢。
Result_nBackSymbol_DUD_02	但只要集中精神持之以恒……\n就一定可以超越它的。
Result_nBackSymbol_UDU_01	在两个等级之间\n摇摆不定呢。
Result_nBackSymbol_UDU_02	加大脑的负担……\n更多地锻炼工作记忆吧！
Result_nBackSymbol_DU_01	此等级也游刃有余呢！
Result_nBackSymbol_DU_02	再次提高等级\n重新挑战！
Result_nBackSymbol_UD_01	这次有点吃力呢。
Result_nBackSymbol_UD_02	从稍微简单点的\n等级重来吧。
Continue_nBackSymbol_01	辛苦了。
Continue_nBackSymbol_02	今天{color[ff0c00ff]}还剩{[0108]}次{color[000000ff]}。\n要继续进行1组吗？
Continue_nBackSymbol_05	辛苦了。\n你有好好努力了呢！
Continue_nBackSymbol_03	{color[ff0c00ff]}锻炼不能过度{color[000000ff]}，\n今天就到此为止。
Continue_nBackSymbol_04	明天见！
System_Compe_Aggregating_01	现在，正在{color[ff0c00ff]}统计{color[000000ff]}\n已结束的大会的结果。
System_Compe_Aggregating_02	将于{color[ff0c00ff]}{[011b]}{color[000000ff]}的{color[ff0c00ff]}{[0112]}{[0101]}时之后{color[000000ff]}公布排名。\n敬请期待！
System_Compe_Aggregating_03	下次大会将于\n{color[ff0c00ff]}{[0106]}月{[0107]}日{[011b]}{color[000000ff]}、{color[ff0c00ff]}{[0112]}{[0101]}时{color[000000ff]}开始。\n敬请期待！
Greet_Update2_01	啊，对了……
Greet_Update2_02	请经常使用{color[ff0c00ff]}“脑年龄检查”{color[000000ff]}\n测量脑年龄……
Greet_Update2_03	查看自己锻炼的成果吧。
Greet_Update2_04	顺便说一句，\n脑年龄变为{color[ff0c00ff]}20岁{color[000000ff]}的话……
Greet_Update2_08	就能解锁{color[ff0c00ff]}特别的锻炼{color[000000ff]}！
Greet_Update2_09	这是一种负担较大的锻炼。\n是我给你的挑战书。
Greet_Update2_10	如果，脑年龄如何也\n到不了20岁……
Greet_Update2_11	据说也有{color[ff0c00ff]}其他{color[000000ff]}的\n解锁{color[ff0c00ff]}方法{color[000000ff]}……？
Greet_Update2_13	最后，我想问一下有关\n数字“{color[ff0c00ff]}5{color[000000ff]}”的写法。
Greet_Update2_14	谢谢。我已让系统\n变得能更容易识别了。
Greet_Update2_15	可以随时在“设置”的\n“{color[ff0c00ff]}5{color[000000ff]}的识别方式”中进行更改。
Greet_Update2_12	那么，让我们一起加油吧！
System_UnlockWMT_01	被你找到了呢。
System_UnlockWMT_02	这是脑年龄到20岁\n才能解锁的{color[ff0c00ff]}特别锻炼{color[000000ff]}……
System_UnlockWMT_03	如果脑年龄无论如何也\n到不了{color[ff0c00ff]}20岁{color[000000ff]}……
System_UnlockWMT_04	其实也可以在这里解锁。
System_UnlockWMT_05	要把你的脑年龄当做20岁，\n解锁{color[ff0c00ff]}新的锻炼{color[000000ff]}吗？
System_UnlockWMT_07	你的这份挑战精神真是太棒了！
System_UnlockWMT_08	那么，让我们一起加油吧！
System_intr_Alarm_01	对了……\n我来给你介绍一个{color[ff0c00ff]}方便的功能{color[000000ff]}吧。
System_intr_Alarm_02	如果设置“{color[ff0c00ff]}闹钟{color[000000ff]}”……
System_intr_Alarm_03	这样即使主机在{color[ff0c00ff]}休眠中{color[000000ff]}，\n也会通知锻炼的时间。
System_intr_Alarm_04	试着设置一下\n锻炼与{color[ff0c00ff]}大会的时间{color[000000ff]}吧！
System_intr_Alarm_05	那么，让我们前往\n“{color[ff0c00ff]}设置{color[000000ff]}”中的闹钟画面吧。
System_intr_Alarm_06	这样啊。
System_intr_Alarm_07	“闹钟”就在“{color[ff0c00ff]}设置{color[000000ff]}”中。\n今后请来看看吧。
System_intr_Bmail_01	对了……\n我来给你介绍一个{color[ff0c00ff]}方便的功能{color[000000ff]}吧。
System_intr_Bmail_02	如果设置“{color[ff0c00ff]}脑锻炼邮件{color[000000ff]}”……
System_intr_Bmail_03	就能将每天的{color[ff0c00ff]}锻炼结果{color[000000ff]}\n通过邮件发送出去。
System_intr_Bmail_04	“计算25的锻炼次数突破{color[ff0c00ff]}20次{color[000000ff]}！”
System_intr_Bmail_05	……还能知道这样的\n{color[ff0c00ff]}达成纪念新闻{color[000000ff]}哦。
System_intr_Bmail_06	另外，还可以将邮件{color[ff0c00ff]}发送给自己{color[000000ff]}。
System_intr_Bmail_07	让我们来详细看看\n“{color[ff0c00ff]}脑锻炼邮件{color[000000ff]}”吧！
System_intr_Bmail_08	那么，让我们前往“{color[ff0c00ff]}设置{color[000000ff]}”中的\n脑锻炼邮件画面吧。
System_intr_Bmail_09	这样啊。
System_intr_Bmail_10	今后请去“{color[ff0c00ff]}设置{color[000000ff]}”中\n看看“脑锻炼邮件”吧。
System_Tutrial_Again_01	“说明”中增加了{color[ff0c00ff]}手指识别的技巧{color[000000ff]}，\n我来做一下说明！
System_Compe_FriendRanking_01	看看参加大会的{color[ff0c00ff]}好友{color[000000ff]}吧！
System_Compe_FriendRanking_02	排名在{color[ff0c00ff]}10000名以内{color[000000ff]}的好友\n会显示名次。
System_FriendRanking_Again_01	请再次确认是否要与\n好友共享{color[ff0c00ff]}大会的结果{color[000000ff]}。
Sunday	周日
Monday	周一
Tuesday	周二
Wednesday	周三
Thursday	周四
Friday	周五
Saturday	周六
am	上午
pm	下午
common_MenuTerm.msbt
RecordNotFound	没有记录
RecordUnit_00	{[0108]}{size[4600]}岁{size[6400]}
RecordUnit_01	{[0102]}{size[4600]}分{size[6400]}{[0103]}{size[4600]}秒{size[6400]}{[0104]}
RecordUnit_02	{[0103]}{size[4600]}秒{size[6400]}{[0104]}
RecordUnit_03	{[0108]}{size[4600]}题正确{size[6400]}
RecordUnit_03_Perfect	{[0108]}{size[4600]}题全部正确{size[6400]}
RecordUnit_03_Zero	{size[4b00]}全部不正确{size[6400]}
RecordUnit_04	{[0108]}{size[4600]}/{size[6400]}{[010a]}{size[4600]}题{size[6400]}
RecordUnit_06	{[0108]}{size[4600]}/{size[6400]}{[010a]}{size[4600]}个{size[6400]}
RecordUnit_07	{[0108]}{size[4600]}个{size[6400]}
RecordUnit_08	{[0108]}{size[4600]}分{size[6400]}
RecordUnit_12	{[0108]}{size[4600]}个正确{size[6400]}
RecordUnit_13	{[0108]}{size[4600]}%{size[6400]}
RecordUnit_14	{[0108]}{size[4600]}溯答{size[6400]}
RecordUnit_12_Perfect	{[0108]}{size[4600]}个全部正确{size[6400]}
GraphUnit_00	岁
GraphUnit_01	分
GraphUnit_02	题
GraphUnit_03	分
GraphUnit_05	个
GraphUnit_06	秒
YearMonth	{b}年 {[0106]}月
MonthDay	{[0106]}/{[0107]}
YearMonthDay	{b}年 {[0106]}月 {[0107]}日
SceneName_TrainingSelect	锻炼
Best3	最佳5项
PrivateBest3	个人最佳5项
OverallRanking	排名
BrainAge	脑年龄
Suppression	抑制力
Processing	处理速度
Memory	短期记忆
Rank	第%d名
Guest	来宾
Connecting	正在连接...
ConnectFailed	连接失败。
Week01	日
Week02	一
Week03	二
Week04	三
Week05	四
Week06	五
Week07	六
Month_Full01	1月
Month_Full02	2月
Month_Full03	3月
Month_Full04	4月
Month_Full05	5月
Month_Full06	6月
Month_Full07	7月
Month_Full08	8月
Month_Full09	9月
Month_Full10	10月
Month_Full11	11月
Month_Full12	12月
Month_Abbreviation01	1月
Month_Abbreviation02	2月
Month_Abbreviation03	3月
Month_Abbreviation04	4月
Month_Abbreviation05	5月
Month_Abbreviation06	6月
Month_Abbreviation07	7月
Month_Abbreviation08	8月
Month_Abbreviation09	9月
Month_Abbreviation10	10月
Month_Abbreviation11	11月
Month_Abbreviation12	12月
TextColor_Sunday	{[010b|ff1e16ff000000cd]}
TextColor_Saturday	{[010b|214effff000000cd]}
TextColor_OtherMonthDay	{[010b|b2b2b2ff000000cd]}
TextColor_ThisMonthDay	{[010b|0e0e0eff000000cd]}
TextColor_Hidden	{[010b|00000000000000cd]}
TextColor_White	{[010b|ffffffff000000cd]}
Key_Skeleton_A	
Key_Opaque_A	
Key_Skeleton_B	
Key_Opaque_B	
Key_Skeleton_X	
Key_Opaque_X	
Key_Skeleton_Y	
Key_Opaque_Y	
Key_Skeleton_Up	
Key_Opaque_Up	
Key_Skeleton_Down	
Key_Opaque_Down	
Key_Skeleton_Left	
Key_Opaque_Left	
Key_Skeleton_Right	
Key_Opaque_Right	
Key_Skeleton_L	
Key_Opaque_L	
Key_Skeleton_R	
Key_Opaque_R	
Key_Skeleton_ZL	
Key_Opaque_ZL	
Key_Skeleton_ZR	
Key_Opaque_ZR	
Key_FourButton_Opaque_Right	
Key_FourButton_Opaque_Down	
Key_Opaque_Plus	
Key_Opaque_Minus	
Key_Stick	
common_Training.msbt
trainingName_Keisan25	计算25
trainingName_Keisan25Test	计算25测验
trainingName_Keisan100	计算100
trainingName_YubiKeisan	手指计算
trainingName_BirdCounting	数野鸟
trainingName_Sudoku	数字拼图
trainingName_HumanCounting	数人数
trainingName_FlashKioku	瞬间记忆
trainingName_ImageMemory	前刻照片
trainingName_DualTaskJump	双重课题
trainingName_FingerGymnastics	手指体操
trainingName_FlagUp	举旗子
trainingName_BoxCounting	数箱子
trainingName_Counting	高速数数测验
trainingName_NumberMemory	5×5记忆测验
trainingName_MTMTestCompe	照顺序连连看
trainingName_MTMTest	照顺序连连看测验
trainingName_MaxNumberCompe	最大数字
trainingName_MaxNumber	最大数字测验
trainingName_SerialSubtract	连续减法测验
trainingName_JankenCompe	慢出猜拳
trainingName_Janken	慢出猜拳测验
trainingName_Doctor	细菌扑灭
trainingName_NBackSymbol	工作记忆锻炼
MinSec100MSec	%02d:%02d.%d
trainingInst_Keisan	请用最快的速度书写。
trainingInst_BirdCounting	请用最快的速度来数。
trainingInst_BoxCounting	请用最快的速度来数。
common_Window.msbt
Dialog_01	{color[ff0c00ff]}每日锻炼{color[000000ff]}\n无法使用TV模式。
Dialog_02	请使用{color[ff0c00ff]}掌上模式{color[000000ff]}\n或{color[ff0c00ff]}桌面模式{color[000000ff]}。
Dialog_03	“轻松一刻”对应TV模式。
Dialog_04	请将画面{color[ff0c00ff]}横向放置{color[000000ff]}。
Dialog_05	请将画面{color[ff0c00ff]}竖向放置{color[000000ff]}。
Button_Back	返回
Button_Cancel	退出
Button_Close	关闭
OK	确定
Button_A_OK	确定 
Message_04	Joy-Con\n未无线连接。
Message_05	Joy-Con(R)\n未无线连接。
ConnectON	连接
ConnectOFF	未连接
Dialog_06	要连接互联网\n使用“{color[ff0c00ff]}好友排名功能{color[000000ff]}”吗？\n\n向好友公开锻炼、\n大会的结果以及脑年龄，\n与好友一较高下吧！\n\n{size[4b00]}可以随时在“设置”中更改。{size[6400]}
Button_Visible	使用
Button_Invisible	不使用
Button_Later	稍后
Button_Join	向世界挑战
