common_Kawashima.msbt
Button_Back	返回
TipsS_06_02	和可能{color[ff0c00ff]}為前額葉\n帶來放鬆效果{color[000000ff]}的……
TipsS_06_03	{color[ff0c00ff]}「細菌撲滅」{color[000000ff]}。
TipsS_06_04	想稍作休息時，請務必玩看看！
TipsS_08_01	在{color[ff0c00ff]}「設定」{color[000000ff]}的\n{color[ff0c00ff]}「印章設計」{color[000000ff]}裡……
TipsS_08_02	可以{color[ff0c00ff]}設計{color[000000ff]}每天使用的{color[ff0c00ff]}印章{color[000000ff]}。
TipsS_09_01	進行「手指計算」等\n{color[ff0c00ff]}使用手指的鍛鍊{color[000000ff]}時……
TipsS_09_02	可以在{color[ff0c00ff]}「設定」{color[000000ff]}裡更改{color[ff0c00ff]}「慣用手」{color[000000ff]}，\n來改變握法喔。
TipsS_09_03	偶爾用跟平常{color[ff0c00ff]}相反的手{color[000000ff]}來玩，\n可能也滿有趣的！
TipsS_10_01	「輕鬆一刻」裡的\n{color[ff0c00ff]}「數野鳥」{color[000000ff]}或{color[ff0c00ff]}「數箱子」{color[000000ff]}……
TipsS_10_02	只要按{color[ff0c00ff]}Ｘ鍵{color[000000ff]}或{color[ff0c00ff]}方向鍵的上鍵{color[000000ff]}，\n就可以把計算數{color[ff0c00ff]}－１{color[000000ff]}囉。
TipsS_10_03	不小心多數的時候，\n請使用這個功能吧。
TipsS_12_01	在{color[ff0c00ff]}「計算２５」{color[000000ff]}裡，其實答案\n{color[ff0c00ff]}不管寫在哪裡{color[000000ff]}都能被識別。
TipsS_12_02	如果找到方便自己書寫的地方，\n應該可以{color[ff0c00ff]}提升速度{color[000000ff]}吧。
TipsS_13_01	如果在「腦年齡檢查」裡\n達成{color[ff0c00ff]}腦年齡２０歲{color[000000ff]}的話……
TipsS_13_02	當天在「每日鍛鍊」選單\n播放的{color[ff0c00ff]}曲子就會改變{color[000000ff]}。
TipsS_13_03	其實那是\n{color[ff0c00ff]}Nintendo DS的腦鍛鍊{color[000000ff]}的曲子喔。
TipsS_14_01	請不要在{color[ff0c00ff]}標題畫面{color[000000ff]}\n把我轉來轉去喔。
TipsS_14_02	不然我會頭昏眼花的……
TipsS_15_01	如果在鍛鍊途中想要{color[ff0c00ff]}中斷{color[000000ff]}，
TipsS_15_02	按{color[ff0c00ff]}＋鍵{color[000000ff]}或{color[ff0c00ff]}－鍵{color[000000ff]}\n就能返回選單了。
TipsS_16_01	要養成鍛鍊的習慣，\n我推薦「{color[ff0c00ff]}鬧鐘{color[000000ff]}」。
TipsS_16_02	即使主機{color[ff0c00ff]}處於睡眠模式{color[000000ff]}，\n也會在鍛鍊時間進行通知。
TipsS_16_03	請看看「{color[ff0c00ff]}設定{color[000000ff]}」裡的「{color[ff0c00ff]}鬧鐘{color[000000ff]}」吧。
Quick_Start_01	歡迎來到「{color[ff0c00ff]}輕鬆一刻{color[000000ff]}」！
Quick_Start_02	在這裡可以體驗到\n活動{color[ff0c00ff]}手指{color[000000ff]}的新型腦鍛鍊。
Quick_Start_03	推薦你跟{color[ff0c00ff]}家人{color[000000ff]}或{color[ff0c00ff]}朋友們{color[000000ff]}\n一起進行喔。
Quick_Result_yubikeisan_01	「手指計算」可能有助於\n{color[ff0c00ff]}提升大腦的處理速度{color[000000ff]}。
Quick_Result_yubikeisan_02	在「{color[ff0c00ff]}每日鍛鍊{color[000000ff]}」中……
Quick_Result_yubikeisan_03	準備了各種各樣的{color[ff0c00ff]}鍛鍊{color[000000ff]}。
Quick_Result_yubikeisan_04	推薦你每天持之以恆地\n進行鍛鍊喔。
Quick_Result_fingergymnastics	「手指體操」可能有助於\n{color[ff0c00ff]}提升大腦的處理速度{color[000000ff]}。
Quick_Result_birdcounting_01	「數野鳥」可能有助於\n{color[ff0c00ff]}提升大腦的處理速度{color[000000ff]}。
Quick_Result_birdcounting_02	勝出的人可能\n{color[ff0c00ff]}頭腦運轉得比較快{color[000000ff]}喔。
Quick_Result_birdcounting_03	不過，即使落敗也不用氣餒。
Quick_Result_birdcounting_04	在「{color[ff0c00ff]}每日鍛鍊{color[000000ff]}」裡\n跟我一起鍛鍊大腦吧！
Quick_Result_flagup_01	「舉旗子」可能有助於\n{color[ff0c00ff]}提升記憶力{color[000000ff]}。
Quick_Result_flagup_02	勝出的人可能\n{color[ff0c00ff]}集中力比較高{color[000000ff]}喔。
Quick_Result_flagup_03	不過，即使落敗也不用氣餒。
Quick_Result_flagup_04	在「{color[ff0c00ff]}每日鍛鍊{color[000000ff]}」裡\n跟我一起鍛鍊大腦吧！
Quick_Result_boxcounting_01	「數箱子」可能有助於\n{color[ff0c00ff]}提升注意力及集中力{color[000000ff]}。
Quick_Result_boxcounting_02	勝出的人可能\n{color[ff0c00ff]}集中力比較高{color[000000ff]}喔。
Quick_Result_boxcounting_03	不過，即使落敗也不用氣餒。
Quick_Result_boxcounting_04	在「{color[ff0c00ff]}每日鍛鍊{color[000000ff]}」裡\n跟我一起鍛鍊大腦吧！
Quick_Result_janken_01	跟實際年齡相比，\n覺得怎麼樣呢？
Quick_Result_janken_02	在「{color[ff0c00ff]}每日鍛鍊{color[000000ff]}」中……
Quick_Result_janken_03	準備了各種各樣的{color[ff0c00ff]}鍛鍊{color[000000ff]}。
Quick_Result_janken_04	推薦你給大腦一些\n新鮮的刺激喔。
Compe_Result_End_01	與全世界的腦鍛鍊同伴一較高下，\n覺得怎麼樣呢？
Compe_Result_End_02	那麼，為了下次的大會\n繼續鍛鍊吧！
System_CompeDay	今天正在舉辦{color[ff0c00ff]}大會{color[000000ff]}。\n請務必參加看看！
System_CompeSoon	今天的{color[ff0c00ff]}{[0112]}{[0101]}點開始就是大會{color[000000ff]}囉。\n請務必參加看看！
System_CompeResult	大會的{color[ff0c00ff]}結果{color[000000ff]}出來了！\n要馬上確認嗎？
System_CompeResult_01	{color[ff0c00ff]}在下次大會結束前{color[000000ff]}\n都可以查看這個結果。
System_CompeResult_02	請在忘記之前查看喔。
Compe_Info_01	世界一同腦鍛鍊大會是……
Compe_Info_02	{color[ff0c00ff]}每週一次{color[000000ff]}與全世界的腦鍛鍊同伴\n以記錄一較高下的大會。
Compe_Info_03	{color[ff0c00ff]}４種{color[000000ff]}競技項目有「計算２５」、\n「手指計算」等，{color[ff0c00ff]}每次不同{color[000000ff]}。
Compe_Info_04	大會將舉辦{color[ff0c00ff]}２４小時{color[000000ff]}，\n期間內的任何時間都可以參加。
Compe_Info_05	{color[ff0c00ff]}１種項目{color[000000ff]}可以挑戰{color[ff0c00ff]}２次{color[000000ff]}。
Compe_Info_06	大會結束後會有{color[ff0c00ff]}１天的統計期間{color[000000ff]}，\n然後就會{color[ff0c00ff]}公布名次{color[000000ff]}。
Compe_Info_07	請帶著輕鬆的心情\n測試一下自己的實力吧。
Compe_Info_08	此外，參加大會競技時\n{color[ff0c00ff]}無法{color[000000ff]}按＋－鍵中途退出。
Compe_Info_09	那麼，請盡情\n與全世界的勁敵交戰吧！
System_Compe_Start_01	歡迎來到{color[ff0c00ff]}世界一同腦鍛鍊大會{color[000000ff]}！\n來測試一下平日的成果吧。
System_Compe_Start_02	也能看到{color[ff0c00ff]}同世代的名次{color[000000ff]}，\n請拿出幹勁挑戰吧！
System_CompeTwice	這個項目\n{color[ff0c00ff]}已經{color[000000ff]}挑戰過{color[ff0c00ff]}２次{color[000000ff]}。
Result_Compe_JoinF	辛苦了。這是你\n{color[ff0c00ff]}第一次{color[000000ff]}參加大會呢！
Result_Compe_JoinS	辛苦了。這是你\n{color[ff0c00ff]}第{[0108]}次參加{color[000000ff]}大會呢！
Result_Compe_Join1_01	大會中，{color[ff0c00ff]}１種項目{color[000000ff]}\n可以挑戰{color[ff0c00ff]}２次{color[000000ff]}。
Result_Compe_Join2_01	看過上次的結果了嗎？
Result_Compe_Join2_02	在世界排名拿到的{color[ff0c00ff]}獎牌{color[000000ff]}……
Result_Compe_Join2_03	會根據進入了\n{color[ff0c00ff]}整體排名前幾％{color[000000ff]}而改變。
Result_Compe_Join3_01	大會記錄\n會留在{color[ff0c00ff]}個人資訊畫面{color[000000ff]}喔。
Result_Compe_Join3_02	請點觸日曆畫面\n右上的標誌。
Result_Compe_Join4_01	其實，大會的計算２５跟計算１００\n會向所有人出{color[ff0c00ff]}同樣的問題{color[000000ff]}。
Result_Compe_Join4_02	也就是說，{color[ff0c00ff]}所有人{color[000000ff]}的挑戰條件\n{color[ff0c00ff]}都是一樣{color[000000ff]}的。
Result_Compe_Join5_01	辛苦了。這是你{color[ff0c00ff]}第５次參加{color[000000ff]}大會，\n值得紀念！
Result_Compe_Join5_02	全世界的腦鍛鍊同伴果然高手如雲，\n好難對付啊。
Result_Compe_Join5_03	今後也請繼續享受\n大會獨有的緊張感！
Result_Compe_Join10_01	這是你{color[ff0c00ff]}第１０次參加{color[000000ff]}大會！\n這份堅持真的太棒了！
Result_Compe_Join10_02	你這麼喜歡參加大會，\n我也很高興！
Result_Compe_Join10_03	大會獨有的這種節日感覺\n真的讓人欲罷不能啊！
Result_Compe_Join20_01	這是你{color[ff0c00ff]}第２０次參加{color[000000ff]}大會！\n恭喜你！真是值得紀念啊！
Result_Compe_Join20_02	很棒的挑戰精神！
Result_Compe_Join20_03	今後也請按著這個步調，\n繼續挑戰大會吧！
Result_Compe_Join30_01	這是你{color[ff0c00ff]}第３０次參加{color[000000ff]}大會！\n恭喜你！真值得紀念！
Result_Compe_Join30_02	竟然能從這份緊張感中得到樂趣……\n你可真是膽識過人！
Result_Compe_Join30_03	今後也跟全世界的腦鍛鍊同伴\n快樂地比拼吧！
Result_Compe_Join40_01	這是你{color[ff0c00ff]}第４０次參加{color[000000ff]}大會！\n恭喜你！！！
Result_Compe_Join40_02	這份堅持真的太讓人驚訝了！\n我真的很佩服。
Result_Compe_Join40_03	下次終於要\n「{color[ff0c00ff]}以參加第５０次大會為目標{color[000000ff]}」了！
Result_Compe_Join50_01	{[0111]}！這是你\n{color[ff0c00ff]}第５０次參加{color[000000ff]}大會！值得紀念！
Result_Compe_Join50_02	這可是一項豐功偉業！\n真的恭喜你！
Result_Compe_Join50_03	請繼續參加腦鍛鍊大會，\n跟全世界的同伴比拼吧！
Result_Compe_Announce	{color[ff0c00ff]}{[011b]}{color[000000ff]}的{color[ff0c00ff]}{[0112]}{[0101]}點後{color[000000ff]}會公布名次。\n敬請期待！
Result_Compe_ChallengeComp	挑戰所有項目，\n辛苦你了！
System_Compe_Uploaded1	已把記錄傳送到大會本部。
System_Compe_Uploaded2	因為得到比第１次更好的記錄，\n所以{color[ff0c00ff]}傳送了本次的記錄{color[000000ff]}。
System_Compe_NoUpload	因為沒能更新第１次的記錄，\n{color[ff0c00ff]}這次的記錄將不會傳送{color[000000ff]}。
Compe_Result_1st_01	喔喔喔喔……！！
Compe_Result_1st_02	{color[ff0c00ff]}第１名{color[000000ff]}！是第１名！\n恭喜你！！
Compe_Result_1st_03	能見證這個值得紀念的場面，\n我真的太高興，太感動了。
Compe_Result_1st_Gene01	因為你得到了世界第１名，\n在同世代中當然也是{color[ff0c00ff]}第１名{color[000000ff]}！
Compe_Result_2nd_01	沒想到！竟然是{color[ff0c00ff]}第２名{color[000000ff]}！\n太棒了！！
Compe_Result_2nd_02	可以脫穎而出取得第２名，\n跟取得第１名沒兩樣了！
Compe_Result_2nd_03	這是很值得驕傲的！
Compe_Result_3rd_01	沒想到！竟然是{color[ff0c00ff]}第３名{color[000000ff]}！\n太棒了！！
Compe_Result_3rd_02	在這值得紀念的日子……
Compe_Result_3rd_03	請容我衷心地為你鼓掌！
Compe_Result_1P_01	竟然在{color[ff0c00ff]}前１％內{color[000000ff]}！\n令人驚嘆的實力啊……我太佩服了！
Compe_Result_10P_01	竟然在{color[ff0c00ff]}前１０％內{color[000000ff]}！\n這是只有高手才能到達的領域啊！
Compe_Result_20P_01	{color[ff0c00ff]}前２０％內{color[000000ff]}！\n很棒的成績！
Compe_Result_30P_01	竟然進入{color[ff0c00ff]}前３０％內{color[000000ff]}！\n看來你在不久的將來\n就能稱霸腦鍛鍊了！
Compe_Result_40P_01	這是{color[ff0c00ff]}很好的記錄{color[000000ff]}喔！\n期待你下次挑戰！
Compe_Result_50P_01	{color[ff0c00ff]}中上{color[000000ff]}的名次呢！\n就這樣繼續努力吧！
Compe_Result_60P_01	剛好是{color[ff0c00ff]}中間附近{color[000000ff]}的名次！\n以更高的名次為目標吧！
Compe_Result_70P_01	算是還可以的成績吧！\n下次也要加油喔！
Compe_Result_80P_01	是不是滿有難度的？\n下次的大會等著你喔！
Compe_Result_90P_01	從這裡急起直追\n才更有意義啊！
Compe_Result_100P_01	你把好名次都讓給大家了呢。\n不用客氣，拿出你的實力吧！
Compe_Result_UP_01	比上次的名次\n{color[ff0c00ff]}上升了{[0108]}名{color[000000ff]}！
Compe_Result_PBest_01	也更新了{color[ff0c00ff]}自我最佳名次{color[000000ff]}！\n恭喜你！
System_Compe_TimeAdjust	看來你的主機時間錯了。\n我來讓它反映正確的時間吧。
Compe_Err_DrTalk	聊著聊著，\n時間不知不覺間就過去了……
Compe_Err_General	無法參加大會。
Compe_Err_Offline	要連接到網路\n才能參加大會。
Compe_Err_FailUpload_01	無法{color[ff0c00ff]}傳送記錄{color[000000ff]}。\n要再傳送一次嗎？
Compe_Err_FailUpload_02	即使不傳送，\n{color[ff0c00ff]}挑戰次數也會減少１次{color[000000ff]}，可以嗎？
Compe_Err_TimeUp	因為已經過了大會的{color[ff0c00ff]}結束時間{color[000000ff]}，\n所以無法傳送記錄……
Unlock_nBackSymbol_01	因為你最新的腦年齡\n是{color[ff0c00ff]}２０歲{color[000000ff]}……
Unlock_nBackSymbol_02	已經新增{color[ff0c00ff]}工作記憶鍛鍊{color[000000ff]}了。
Unlock_nBackSymbol_03	這個{color[ff0c00ff]}特別{color[000000ff]}鍛鍊會帶來很重的負擔。\n做好覺悟了嗎？
Tutorial_nBackSymbol_01	這是鍛鍊{color[ff0c00ff]}工作記憶{color[000000ff]}的\n{color[ff0c00ff]}特別{color[000000ff]}鍛鍊。
Tutorial_nBackSymbol_02	如果想知道工作記憶的詳情……
Tutorial_nBackSymbol_03	請查看「{color[ff0c00ff]}工作記憶是？{color[000000ff]}」。
Tutorial_nBackSymbol_04	那麼，以下是鍛鍊的說明。
Tutorial_nBackSymbol_05	請按順序記住\n接連顯示的記號……
Tutorial_nBackSymbol_06	然後回答\n{color[ff0c00ff]}之前{color[000000ff]}顯示的記號。
Tutorial_nBackSymbol_07	點觸下方排列的記號作答吧。
Tutorial_nBackSymbol_08	最初會從{color[ff0c00ff]}前１項{color[000000ff]}開始，\n只要回答{color[ff0c00ff]}前１題{color[000000ff]}的記號就好……
Tutorial_nBackSymbol_09	然後會根據結果的{color[ff0c00ff]}正確率{color[000000ff]}\n{color[ff0c00ff]}自動調整{color[000000ff]}需要記住的數量。
Tutorial_nBackSymbol_09_02	如果是{color[ff0c00ff]}前２項{color[000000ff]}，\n就請回答{color[ff0c00ff]}前２題{color[000000ff]}的記號。
Tutorial_nBackSymbol_10	以能力極限的難度\n持續鍛鍊吧！
System_nBackSymbol_01	這是鍛鍊{color[ff0c00ff]}工作記憶{color[000000ff]}的\n特別鍛鍊。
System_nBackSymbol_02	以自己{color[ff0c00ff]}能力極限{color[000000ff]}的難度，\n每天慢慢持續鍛鍊吧。
System_nBackSymbol_Stop	今天已無法進行這個鍛鍊。
Result_nBackSymbol_Up_01	做得很好！\n遊刃有餘啊。
Result_nBackSymbol_Up_02	下次挑戰\n就要提升等級囉。
Result_nBackSymbol_UpB_01	很好！\n那就要提升一個等級囉。
Result_nBackSymbol_UpB_02	以能力極限來鍛鍊吧。
Result_nBackSymbol_Keep_01	你很努力地在邊緣遊走呢。\n就這樣繼續加油吧！
Result_nBackSymbol_Keep_02	按這個步調\n不斷鍛鍊吧！
Result_nBackSymbol_KeepB_01	感覺很不錯喔。
Result_nBackSymbol_KeepB_02	以極限的難度\n繼續鍛鍊吧！
Result_nBackSymbol_Down_01	看來有點太難了。
Result_nBackSymbol_Down_02	雖然下次會調低等級，\n不過挑戰還是有意義的。
Result_nBackSymbol_DownB_01	難度還滿高的。
Result_nBackSymbol_DownB_02	鍛鍊可不能太難啊。\n挑戰簡單一點的吧。
Result_nBackSymbol_MinKeep_01	看來還是有點難呢。
Result_nBackSymbol_MinKeep_02	不過，請不要放棄。\n再試１次吧。
Result_nBackSymbol_MaxKeep_01	真是令人驚訝的結果！
Result_nBackSymbol_MaxKeep_02	沒有比這個更難的等級了，\n就維持這個等級吧。
Result_nBackSymbol_UpS_01	恭喜你！\n你終於跨越這道牆了！
Result_nBackSymbol_UpS_02	這是持續鍛鍊的成果！\n就這樣繼續努力吧！
Result_nBackSymbol_Up4_01	順利地提升等級了呢！
Result_nBackSymbol_Up4_02	多多挑戰困難的等級吧！
Result_nBackSymbol_Up3_01	喔！\n看來太簡單了。
Result_nBackSymbol_Up3_02	那麼，挑戰下一個等級怎麼樣？
Result_nBackSymbol_Up2_01	哎呀！\n看來還是太簡單了。
Result_nBackSymbol_Up2_02	再次提升等級吧。\n請繼續挑戰。
Result_nBackSymbol_Keep4_01	一直維持同樣的等級……\n是因為這樣最適合現在的你。
Result_nBackSymbol_Keep4_02	繼續以這個等級鍛鍊吧！
Result_nBackSymbol_Keep3_01	很好。有在能力極限的等級\n好好鍛鍊啊。
Result_nBackSymbol_Keep3_02	大腦有好好的受到鍛鍊！
Result_nBackSymbol_Keep2_01	一直維持著\n差不多的正確率呢。
Result_nBackSymbol_Keep2_02	這是以最適合的負荷\n進行鍛鍊的證據！
Result_nBackSymbol_KKKU_01	雖然之前一直維持同一個等級……\n不過現在終於可以升等了！
Result_nBackSymbol_KKKU_02	真棒的耐力啊！\n請按這個步調繼續努力吧。
Result_nBackSymbol_KKKD_01	這次有點失敗了呢。
Result_nBackSymbol_KKKD_02	先回到簡單一點的等級，\n恢復狀態吧。
Result_nBackSymbol_Down3_01	就算是之前可以完成的等級，\n有些日子也完全無法完成。
Result_nBackSymbol_Down3_02	這樣也不要緊，\n只要盡全力就可以囉。
Result_nBackSymbol_Down2_01	看來你的狀態不太好啊。
Result_nBackSymbol_Down2_02	也會有這種時候。\n繼續努力的心情才是最重要的。
Result_nBackSymbol_UDUD_01	降低等級的確是不好受。
Result_nBackSymbol_UDUD_02	想以高等級繼續練習，\n也是人之常情。
Result_nBackSymbol_UDUD_03	不過，就算持續挑戰\n難度太高的等級……
Result_nBackSymbol_UDUD_04	也無法有效率地鍛鍊。
Result_nBackSymbol_DUD_01	這個等級太難了。
Result_nBackSymbol_DUD_02	不過只要繼續集中挑戰，\n一定可以跨越難關的。
Result_nBackSymbol_UDU_01	在兩個等級之間\n來來回回呢。
Result_nBackSymbol_UDU_02	盡情給大腦負荷，\n不斷鍛鍊工作記憶吧！
Result_nBackSymbol_DU_01	這個等級對你來說太輕鬆了！
Result_nBackSymbol_DU_02	提升等級，再次挑戰吧！
Result_nBackSymbol_UD_01	這次有點吃力呢。
Result_nBackSymbol_UD_02	用簡單一點的等級\n重新挑戰吧。
Continue_nBackSymbol_01	辛苦了。
Continue_nBackSymbol_02	今天{color[ff0c00ff]}還剩{[0108]}次{color[000000ff]}。\n要繼續進行１組嗎？
Continue_nBackSymbol_05	辛苦了。\n你很努力了呢！
Continue_nBackSymbol_03	{color[ff0c00ff]}鍛鍊過頭是大忌{color[000000ff]}，\n今天就到此為止吧。
Continue_nBackSymbol_04	我會等你明天再來的！
System_Compe_Aggregating_01	現在正在{color[ff0c00ff]}統計{color[000000ff]}\n已結束的大會結果。
System_Compe_Aggregating_02	{color[ff0c00ff]}{[011b]}{color[000000ff]}的{color[ff0c00ff]}{[0112]}{[0101]}點後{color[000000ff]}會公布名次。\n敬請期待！
System_Compe_Aggregating_03	下次大會將於{color[ff0c00ff]}{[0106]}月{[0107]}日{[011b]}{[0112]}{[0101]}點{color[000000ff]}開始。\n敬請期待！
Greet_Update2_01	啊，對了對了……
Greet_Update2_02	偶爾要利用{color[ff0c00ff]}「腦年齡檢查」{color[000000ff]}\n檢測腦年齡……
Greet_Update2_03	來看看鍛鍊的成果喔。
Greet_Update2_04	順便說一下，\n只要達成腦年齡{color[ff0c00ff]}２０歲{color[000000ff]}……
Greet_Update2_08	就可以解鎖{color[ff0c00ff]}特別鍛鍊{color[000000ff]}！
Greet_Update2_09	那是一項負擔很重的鍛鍊，\n是我下的戰帖喔。
Greet_Update2_10	如果真的無法達成\n腦年齡２０歲……
Greet_Update2_11	也有傳聞說\n可以用{color[ff0c00ff]}別的方法{color[000000ff]}解鎖……？
Greet_Update2_13	最後，請讓我問一下\n關於數字「{color[ff0c00ff]}５{color[000000ff]}」的寫法。
Greet_Update2_14	謝謝你。\n我已經調整為更容易識別了。
Greet_Update2_15	可以隨時在「設定」的\n「{color[ff0c00ff]}５{color[000000ff]}的識別方法」中更改。
Greet_Update2_12	那麼，一起努力吧！
System_UnlockWMT_01	被你發現了呢。
System_UnlockWMT_02	本來要在腦年齡達成２０歲後\n才能解鎖的{color[ff0c00ff]}特別鍛鍊{color[000000ff]}……
System_UnlockWMT_03	如果真的無法達成\n{color[ff0c00ff]}２０歲{color[000000ff]}……
System_UnlockWMT_04	其實也可以在這裡解鎖。
System_UnlockWMT_05	要當成已經達成腦年齡２０歲，\n解鎖{color[ff0c00ff]}新的鍛鍊{color[000000ff]}嗎？
System_UnlockWMT_07	很棒的挑戰精神！
System_UnlockWMT_08	那麼，一起努力吧！
System_intr_Alarm_01	對了對了……\n我來介紹一個{color[ff0c00ff]}方便的功能{color[000000ff]}。
System_intr_Alarm_02	只要設定「{color[ff0c00ff]}鬧鐘{color[000000ff]}」……
System_intr_Alarm_03	即使主機{color[ff0c00ff]}處於睡眠模式{color[000000ff]}，\n也會告知你鍛鍊的時間。
System_intr_Alarm_04	設定鍛鍊時間\n跟{color[ff0c00ff]}大會時間{color[000000ff]}看看吧！
System_intr_Alarm_05	那麼，將轉移到\n「{color[ff0c00ff]}設定{color[000000ff]}」的鬧鐘畫面。
System_intr_Alarm_06	這樣啊。
System_intr_Alarm_07	「鬧鐘」就在「{color[ff0c00ff]}設定{color[000000ff]}」裡面。\n下次請去看看吧。
System_intr_Bmail_01	對了對了……\n我來介紹一個{color[ff0c00ff]}方便的功能{color[000000ff]}。
System_intr_Bmail_02	只要設定「{color[ff0c00ff]}腦鍛鍊郵件{color[000000ff]}」……
System_intr_Bmail_03	就可以把每天的{color[ff0c00ff]}鍛鍊結果{color[000000ff]}\n以郵件方式傳送。
System_intr_Bmail_04	「計算２５的鍛鍊次數\n突破{color[ff0c00ff]}２０次{color[000000ff]}！」
System_intr_Bmail_05	也可以得知這種\n{color[ff0c00ff]}達成紀念新聞{color[000000ff]}喔。
System_intr_Bmail_06	對了，你也可以{color[ff0c00ff]}傳送給自己{color[000000ff]}。
System_intr_Bmail_07	來看看關於\n「{color[ff0c00ff]}腦鍛鍊郵件{color[000000ff]}」的詳情吧！
System_intr_Bmail_08	那麼，將轉移到「{color[ff0c00ff]}設定{color[000000ff]}」的\n腦鍛鍊郵件畫面。
System_intr_Bmail_09	這樣啊。
System_intr_Bmail_10	「腦鍛鍊郵件」就在「{color[ff0c00ff]}設定{color[000000ff]}」裡面。\n下次請去看看吧。
System_Tutrial_Again_01	「解說」裡新增了{color[ff0c00ff]}手指識別訣竅{color[000000ff]}，\n我來說明一下吧！
System_Compe_FriendRanking_01	來看看有哪些{color[ff0c00ff]}朋友{color[000000ff]}\n參加了大會吧！
System_Compe_FriendRanking_02	排名進入{color[ff0c00ff]}１萬名以內{color[000000ff]}的朋友\n會顯示名次。
System_FriendRanking_Again_01	請再次確認是否要把\n{color[ff0c00ff]}大會的結果{color[000000ff]}跟朋友分享。
Sunday	星期日
Monday	星期一
Tuesday	星期二
Wednesday	星期三
Thursday	星期四
Friday	星期五
Saturday	星期六
am	上午
pm	下午
common_MenuTerm.msbt
RecordNotFound	沒有記錄
RecordUnit_00	{[0108]}歲
RecordUnit_01	{[0102]}{size[4600]}分{size[6400]}{[0103]}{size[4600]}秒{size[6400]}{[0104]}
RecordUnit_02	{[0103]}{size[4600]}秒{size[6400]}{[0104]}
RecordUnit_03	{[0108]}{size[4600]}題正確{size[6400]}
RecordUnit_03_Perfect	{size[4600]}一共{size[6400]}{[0108]}{size[4600]}題正確{size[6400]}
RecordUnit_03_Zero	{size[4b00]}全部不正確{size[6400]}
RecordUnit_04	{[0108]}{size[4600]}/{size[6400]}{[010a]}{size[4600]}題{size[6400]}
RecordUnit_06	{[0108]}{size[4600]}/{size[6400]}{[010a]}{size[4600]}個{size[6400]}
RecordUnit_07	{[0108]}{size[4600]}個{size[6400]}
RecordUnit_08	{[0108]}{size[4600]}分{size[6400]}
RecordUnit_12	{[0108]}{size[4600]}個正確{size[6400]}
RecordUnit_13	{[0108]}{size[4600]}%{size[6400]}
RecordUnit_14	{size[4600]}前{size[6400]}{[0108]}{size[4600]}項{size[6400]}
RecordUnit_12_Perfect	{size[4600]}一共{size[6400]}{[0108]}{size[4600]}個正確{size[6400]}
GraphUnit_00	歲
GraphUnit_01	分
GraphUnit_02	題
GraphUnit_03	分
GraphUnit_05	個
GraphUnit_06	秒
YearMonth	{b}年 {[0106]}月
MonthDay	{[0106]}／{[0107]}
YearMonthDay	{b}年 {[0106]}月 {[0107]}日
SceneName_TrainingSelect	鍛鍊
Best3	最佳５項
PrivateBest3	個人最佳５項
OverallRanking	排名
BrainAge	腦年齡
Suppression	抑制力
Processing	處理速度
Memory	短期記憶力
Rank	第%d名
Guest	來賓
Connecting	正在通訊...
ConnectFailed	通訊失敗
Week01	日
Week02	一
Week03	二
Week04	三
Week05	四
Week06	五
Week07	六
Month_Full01	１月
Month_Full02	２月
Month_Full03	３月
Month_Full04	４月
Month_Full05	５月
Month_Full06	６月
Month_Full07	７月
Month_Full08	８月
Month_Full09	９月
Month_Full10	１０月
Month_Full11	１１月
Month_Full12	１２月
Month_Abbreviation01	１月
Month_Abbreviation02	２月
Month_Abbreviation03	３月
Month_Abbreviation04	４月
Month_Abbreviation05	５月
Month_Abbreviation06	６月
Month_Abbreviation07	７月
Month_Abbreviation08	８月
Month_Abbreviation09	９月
Month_Abbreviation10	１０月
Month_Abbreviation11	１１月
Month_Abbreviation12	１２月
TextColor_Sunday	{[010b|ff1e16ff000000cd]}
TextColor_Saturday	{[010b|214effff000000cd]}
TextColor_OtherMonthDay	{[010b|b2b2b2ff000000cd]}
TextColor_ThisMonthDay	{[010b|0e0e0eff000000cd]}
TextColor_Hidden	{[010b|00000000000000cd]}
TextColor_White	{[010b|ffffffff000000cd]}
Key_Skeleton_A	
Key_Opaque_A	
Key_Skeleton_B	
Key_Opaque_B	
Key_Skeleton_X	
Key_Opaque_X	
Key_Skeleton_Y	
Key_Opaque_Y	
Key_Skeleton_Up	
Key_Opaque_Up	
Key_Skeleton_Down	
Key_Opaque_Down	
Key_Skeleton_Left	
Key_Opaque_Left	
Key_Skeleton_Right	
Key_Opaque_Right	
Key_Skeleton_L	
Key_Opaque_L	
Key_Skeleton_R	
Key_Opaque_R	
Key_Skeleton_ZL	
Key_Opaque_ZL	
Key_Skeleton_ZR	
Key_Opaque_ZR	
Key_FourButton_Opaque_Right	
Key_FourButton_Opaque_Down	
Key_Opaque_Plus	
Key_Opaque_Minus	
Key_Stick	
common_Training.msbt
trainingName_Keisan25	計算２５
trainingName_Keisan25Test	計算２５測驗
trainingName_Keisan100	計算１００
trainingName_YubiKeisan	手指計算
trainingName_BirdCounting	數野鳥
trainingName_Sudoku	數字拼圖
trainingName_HumanCounting	數人數
trainingName_FlashKioku	瞬間記憶
trainingName_ImageMemory	前刻照片
trainingName_DualTaskJump	雙重課題
trainingName_FingerGymnastics	手指體操
trainingName_FlagUp	舉旗子
