AchieveList.msbt
AchieveListCategoriesHeroKirby	能力
AblBombThrow	改变丢的角度
AblBombBombBombing	自爆
AblBombStrikeBall	保龄球炸弹
AblBombRunaway	定时炸弹
AblBombSet	放置炸弹
AblBombHoldBtn	长按\x0e\x04\x06\x022\0
AblBombDirectionBtn	举起炸弹时放开\x0e\x04\x06\x022\0
AblBombThrowBtn	举起炸弹时\x0e\x04\x13\x02À\0
AblBombBombBombingBtn	举起炸弹～不放手
AblBombStrikeBallBtn	冲刺＋\x0e\x04\x06\x022\0
AblBombRunawayBtn	在敌人旁边\x0e\x04\x06\x022\0
AblBombSetBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblWhipTitle1	鞭子1
AblWhipTitle2	鞭子2
AblWhipTitle3	鞭子3
AblWhipItemCatch	所有的鞭子攻击都能抓住道具！
AblWhipSlash	鞭击
AblWhipMultiAttack	百烈鞭
AblWhipRoof	天花板鞭击
AblWhipJump	跳跃鞭击
AblWhipCicleRibon	周波鞭击
AblWhipTyphoon	鞭卷风
AblWhipCapture	捕捉鞭
AblWhipBeatFront	向前摔
AblWhipBeatDouble	双重摔
AblWhipBeatBack	向后摔
AblWhipBeatHight	向上摔
AblWhipSlashBtn	放开\x0e\x04\x06\x022\0
AblWhipMultiAttackBtn	连打\x0e\x04\x06\x022\0
AblWhipRoofBtn	\x0e\x04\x17\x02Ä\0＋放开\x0e\x04\x06\x022\0
AblWhipJumpBtn	在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblWhipCicleRibonBtn	冲刺＋\x0e\x04\x06\x022\0
AblWhipTyphoonBtn	\x0e\x04\x15\x02Â\0 \x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblWhipCaptureBtn	长按\x0e\x04\x06\x022\0～放开
AblWhipBeatFrontBtn	捕捉＋\x0e\x04\x06\x022\0/捕捉＋\x0e\x04\x14\x02Á\0
AblWhipBeatDoubleBtn	捕捉＋\x0e\x04\x15\x02Â\0
AblWhipBeatBackBtn	捕捉＋\x0e\x04\x16\x02Ã\0
AblWhipBeatHightBtn	捕捉＋\x0e\x04\x17\x02Ä\0
AblSniperTitle1	狙击手1
AblSniperTitle2	狙击手2
AblSniperTitle3	狙击手3
AblSniperShot	射击
AblSniperSnipeShot	速射
AblSniperArrowSlash	魔力·星箭
AblSniperUnderShot	狙击
AblSniperSkyShot	天空射击
AblSniperSkyShotShower	天空射击箭雨
AblSniperSlash	箭切挥击
AblSniperJumping	跳跃狙击
AblSniperSquat	拟态
AblSniperSquatShot	暗箭
AblSniperCrawl	匍匐前进
AblSniperShotBtn	放开\x0e\x04\x06\x022\0
AblSniperSnipeShotBtn	适当长按\x0e\x04\x06\x022\0～放开
AblSniperArrowSlashBtn	超长按\x0e\x04\x06\x022\0～放开
AblSniperUnderShotBtn	按着\x0e\x04\x06\x022\0时\x0e\x04\x17\x02Ä\0/\x0e\x04\x15\x02Â\0
AblSniperSkyShotBtn	\x0e\x04\x17\x02Ä\0＋放开\x0e\x04\x06\x022\0
AblSniperSkyShotShowerBtn	\x0e\x04\x17\x02Ä\0＋长按\x0e\x04\x06\x022\0～放开
AblSniperSlashBtn	冲刺＋\x0e\x04\x06\x022\0
AblSniperJumpingBtn	冲刺＋在空中\x0e\x04\x06\x022\0
AblSniperSquatBtn	\x0e\x04\x15\x02Â\0
AblSniperSquatShotBtn	拟态中\x0e\x04\x06\x022\0
AblSniperCrawlBtn	拟态中\x0e\x04\x16\x02Ã\0/\x0e\x04\x14\x02Á\0
AblFighterTitle1	格斗家1
AblFighterTitle2	格斗家2
AblFighterTitle3	格斗家3
AblFighterTitle4	格斗家4
AblFighterJump	无影拳
AblFighterPanchi	猛击拳
AblFighterUnder	扫堂腿
AblFighterSpinKick	飞脚踢
AblFighterTrampleKick	踩踢
AblFighterDoubleKick	双脚踢
AblFighterRisingBreak	雷神破
AblFighterSkyKick	天空踢
AblFighterCannon	波动射击
AblFighterMegaCannon	百万波动射击
AblFighterGigaCannon	十亿波动射击
AblFighterMegaCannonFast	速成百万波动射击
AblFighterMoonSalto	月面宙返踢
AblFighterCapture	格斗家抓住
AblFighterThrow	单手摔
AblFighterBackThrow	过肩摔
AblFighterJumpBtn	放开\x0e\x04\x06\x022\0
AblFighterPanchiBtn	长按\x0e\x04\x06\x022\0
AblFighterUnderBtn	冲刺＋放开\x0e\x04\x06\x022\0
AblFighterSpinKickBtn	冲刺＋长按\x0e\x04\x06\x022\0
AblFighterTrampleKickBtn	在空中放开\x0e\x04\x06\x022\0
AblFighterDoubleKickBtn	在空中长按\x0e\x04\x06\x022\0
AblFighterRisingBreakBtn	\x0e\x04\x17\x02Ä\0＋长按\x0e\x04\x06\x022\0
AblFighterSkyKickBtn	在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblFighterCannonBtn	\x0e\x04\x15\x02Â\0＋稍微长按\x0e\x04\x06\x022\0～放开
AblFighterMegaCannonBtn	\x0e\x04\x15\x02Â\0＋适当长按\x0e\x04\x06\x022\0～放开
AblFighterGigaCannonBtn	\x0e\x04\x15\x02Â\0＋超长按\x0e\x04\x06\x022\0～放开
AblFighterMegaCannonFastBtn	\x0e\x04\x15\x02Â\0\x0e\x04\x14\x02Á\0＋长按\x0e\x04\x06\x022\0
AblFighterMoonSaltoBtn	在敌人旁边的空中放开\x0e\x04\x06\x022\0
AblFighterCaptureBtn	在敌人旁边\x0e\x04\x17\x02Ä\0\x0e\x04\x14\x02Á\0任意一个＋\x0e\x04\x06\x022\0
AblFighterThrowBtn	抓住＋\x0e\x04\x06\x022\0/抓住＋\x0e\x04\x17\x02Ä\0\x0e\x04\x14\x02Á\0的任意一个
AblFighterBackThrowBtn	抓住＋\x0e\x04\x15\x02Â\0\x0e\x04\x16\x02Ã\0的任意一个
AblNinjaTitle1	忍者1
AblNinjaTitle2	忍者2
AblNinjaTitle3	忍者3
AblNinjaKunai	苦无手里剑
AblNinjaSlash	挥斩
AblNinjaDash	居合斩
AblNinjaKick	忍者踢
AblNinjaSmoke	烟幕
AblNinjaFlowerShower	扰乱花吹雪
AblNinjaSlashCombo	挥斩～反手4连
AblNinjaAirDrop	饭纲落下重击
AblNinjaStickWall	贴住墙壁
AblNinjaStickWallKunai	贴住射击
AblNinjaTriangleJump	三角跳
AblNinjaHide	替身术
AblNinjaKunaiBtn	放开\x0e\x04\x06\x022\0
AblNinjaSlashBtn	长按\x0e\x04\x06\x022\0
AblNinjaDashBtn	冲刺＋\x0e\x04\x06\x022\0
AblNinjaKickBtn	在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblNinjaSmokeBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblNinjaFlowerShowerBtn	\x0e\x04\x17\x02Ä\0\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblNinjaSlashComboBtn	在敌人旁边长按\x0e\x04\x06\x022\0
AblNinjaAirDropBtn	在敌人旁边\x0e\x04\x17\x02Ä\0\x0e\x04\x14\x02Á\0任意一个＋\x0e\x04\x06\x022\0
AblNinjaStickWallBtn	在空中推墙
AblNinjaStickWallKunaiBtn	贴住墙壁后\x0e\x04\x06\x022\0
AblNinjaTriangleJumpBtn	贴住墙壁后\x0e\x04\x05\x021\0
AblNinjaHideBtn	即将受到攻击之前\x0e\x04\x15\x02Â\0＋\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0
AblBeetleTitle1	独角仙1
AblBeetleTitle2	独角仙2
AblBeetleTitle3	独角仙3
AblBeetleTitle4	独角仙4
AblBeetleHornUpper	向上勾角
AblBeetleBackSlash	连续勾角
AblBeetleRocketHorn	火箭角
AblBeetleRocketHornDiving	火箭角～俯冲
AblBeetleSpiralHorn	螺旋角
AblBeetleHoverWing	盘旋翅膀
AblBeetleHeadPress	铁头撞击
AblBeetleHeadPressLanding	勾角
AblBeetleCaptureHorn	搬运
AblBeetleCaptureThrow	力投
AblBeetleCaptureJumpHold	垂直落下重击
AblBeetleCaptureFall	旋转落下重击
AblBeetleCaptureDrill	地面钻击
AblBeetleHornUpperBtn	\x0e\x04\x06\x022\0
AblBeetleBackSlashBtn	连打\x0e\x04\x06\x022\0
AblBeetleRocketHornBtn	冲刺＋\x0e\x04\x06\x022\0
AblBeetleRocketHornDivingBtn	冲刺＋\x0e\x04\x06\x022\0＋\x0e\x04\x17\x02Ä\0
AblBeetleSpiralHornBtn	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblBeetleHoverWingBtn	在空中\x0e\x04\x05\x021\0
AblBeetleHeadPressBtn	在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblBeetleHeadPressLandingBtn	在敌人旁边\x0e\x04\x17\x02Ä\0\x0e\x04\x14\x02Á\0任意一个＋\x0e\x04\x06\x022\0
AblBeetleCaptureHornBtn	勾住＋\x0e\x04\x16\x02Ã\0/\x0e\x04\x14\x02Á\0
AblBeetleCaptureThrowBtn	勾住＋\x0e\x04\x06\x022\0
AblBeetleCaptureJumpHoldBtn	勾住＋\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblBeetleCaptureFallBtn	勾住＋\x0e\x04\x16\x02Ã\0＋\x0e\x04\x06\x022\0
AblBeetleCaptureDrillBtn	勾住＋\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblBellTitle1	铜铃1
AblBellTitle2	铜铃2
AblBellRingDong	铃咚
AblBellRingDingDong	铃叮咚
AblBellKnockRingDong	敲击咚
AblBellFinalDingDong	叮终曲
AblBellFinalDingDongFast	速成叮终曲
AblBellThrowBell	双重叮当
AblBellTinkerMelody	叮当旋律
AblBellInBell	进入·铜铃
AblBellRingDongBtn	\x0e\x04\x06\x022\0
AblBellRingDingDongBtn	连打\x0e\x04\x06\x022\0
AblBellKnockRingDongBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblBellFinalDingDongBtn	连打\x0e\x04\x06\x022\0～\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblBellFinalDingDongFastBtn	长按\x0e\x04\x17\x02Ä\0～\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblBellThrowBellBtn	冲刺＋\x0e\x04\x06\x022\0
AblBellTinkerMelodyBtn	长按\x0e\x04\x06\x022\0～放开
AblBellInBellBtn	\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0
AblWrestlerTitle1	蒙面摔角手1
AblWrestlerTitle2	蒙面摔角手2
AblWrestlerTitle3	蒙面摔角手3
AblWrestlerTitle4	蒙面摔角手4
AblWrestlerTitle5	蒙面摔角手5
AblWrestlerChop	劈
AblWrestlerChopRush	连续劈～决定一劈
AblWrestlerTorrentLariat	套索式轰天拳
AblWrestlerDashAmbit	擒抱抓住
AblWrestlerCatchBody	举起
AblWrestlerBackBleecker	热血背部粉碎
AblWrestlerBodySlam	百万吨摔
AblWrestlerGermanSuplex	蒙面摔角手背后摔
AblWrestlerGiantSwing	蒙面摔角手大回环
AblWrestlerRockDrop	旋转破坏技
AblWrestlerJumpingCatch	跳高抓住
AblWrestlerBackBleeckerSpin	究极背部粉碎
AblWrestlerAirUnderBodySlam	空中下旋转
AblWrestlerRollingSobat	旋转飞踢
AblWrestlerHeadButt	头击
AblWrestlerPinpointKick	蒙面摔角手定点踢
AblWrestlerFuryStomp	蒙面摔角手猛烈重踩
AblWrestlerRocketKick	纵身飞踢
AblWrestlerBombingPlancha	陨石飞身扑
AblWrestlerBombingPlanchaHigh	踢墙陨石飞身扑
AblWrestlerCatchBodyInfo01	－举起后 其1－
AblWrestlerCatchBodyInfo02	－举起后 其2－
AblWrestlerJumpingCatchInfo	－在跳高抓住的空中举起中－
AblWrestlerChopBtn	\x0e\x04\x06\x022\0
AblWrestlerChopRushBtn	连打\x0e\x04\x06\x022\0
AblWrestlerTorrentLariatBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblWrestlerDashAmbitBtn	冲刺＋\x0e\x04\x06\x022\0
AblWrestlerCatchBodyBtn	在敌人附近\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblWrestlerBackBleeckerBtn	\x0e\x04\x17\x02Ä\0
AblWrestlerBodySlamBtn	\x0e\x04\x15\x02Â\0
AblWrestlerGermanSuplexBtn	\x0e\x04\x16\x02Ã\0
AblWrestlerGiantSwingBtn	\x0e\x04\x14\x02Á\0
AblWrestlerRockDropBtn	\x0e\x04\x05\x021\0
AblWrestlerJumpingCatchBtn	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblWrestlerBackBleeckerSpinBtn	\x0e\x04\x05\x021\0
AblWrestlerAirUnderBodySlamBtn	\x0e\x04\x06\x022\0/\x0e\x04\x15\x02Â\0
AblWrestlerRollingSobatBtn	在空中\x0e\x04\x06\x022\0
AblWrestlerHeadButtBtn	在空中\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblWrestlerPinpointKickBtn	在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblWrestlerFuryStompBtn	在空中\x0e\x04\x15\x02Â\0＋长按\x0e\x04\x06\x022\0
AblWrestlerRocketKickBtn	冲刺＋同时\x0e\x04\x06\x022\0和\x0e\x04\x05\x021\0
AblWrestlerBombingPlanchaBtn	\x0e\x04\x15\x02Â\0\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblWrestlerBombingPlanchaHighBtn	在空中推墙\x0e\x04\x06\x022\0
AblStickTitle1	如意棒1
AblStickTitle2	如意棒2
AblStickTitle3	如意棒3
AblStickAttackFront	如意棒
AblStickAttackBack	反手如意棒
AblStickAttackUpper	上伸如意棒
AblStickAttackBothSides	左右伸长如意棒
AblStickAttackWildDance	棒术乱舞
AblStickHighJumpAttack	撑棒跳
AblStickFallUnderAttack	戳戳如意棒
AblStickDashAttack	千里如意棒
AblStickDashChargeAttack	万里如意棒
AblStickTornadoAttack	飞天如意棒
AblStickGuardAttack	反击姿势
AblStickAttackFrontBtn	\x0e\x04\x06\x022\0
AblStickAttackBackBtn	\x0e\x04\x06\x022\0之后\x0e\x04\x16\x02Ã\0＋\x0e\x04\x06\x022\0
AblStickAttackUpperBtn	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblStickAttackBothSidesBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblStickAttackWildDanceBtn	连打\x0e\x04\x06\x022\0
AblStickHighJumpAttackBtn	在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblStickFallUnderAttackBtn	撑棒跳时连打\x0e\x04\x06\x022\0
AblStickDashAttackBtn	冲刺＋放开\x0e\x04\x06\x022\0
AblStickDashChargeAttackBtn	冲刺＋长按\x0e\x04\x06\x022\0～放开
AblStickTornadoAttackBtn	\x0e\x04\x15\x02Â\0\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblStickGuardAttackBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0
AblArtistTitle1	艺术家1
AblArtistTitle2	艺术家2
AblArtistSlash	彩笔挥击
AblArtistSlashUpper	穹顶画挥击
AblArtistSplash	彩笔洒击
AblArtistPainterCanvas	画家
AblArtistSculptureAttack	雕像
AblArtistSculptureBreak	尽情破坏
AblArtistSculptureMove	作品移动
AblArtistSlashBtn	\x0e\x04\x06\x022\0
AblArtistSlashUpperBtn	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblArtistSplashBtn	冲刺＋\x0e\x04\x06\x022\0
AblArtistPainterCanvasBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblArtistSculptureAttackBtn	\x0e\x04\x15\x02Â\0\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblArtistSculptureBreakBtn	在雕像后\x0e\x04\x06\x022\0
AblArtistSculptureMoveBtn	雕像之后\x0e\x04\x16\x02Ã\0/\x0e\x04\x14\x02Á\0
AblYoyoTitle1	溜溜球1
AblYoyoTitle2	溜溜球2
AblYoyoThrowFront	丢溜溜球
AblYoyoThrowUp	半圆溜溜球
AblYoyoThrowSide	横扫溜溜球
AblYoyoWalkDog	带狗散步
AblYoyoStartWalk	开始散步
AblYoyoBreakSpin	霹雳旋转
AblYoyoJumpingSpin	跳跃旋转
AblYoyoHammerDrop	落锤溜溜球
AblYoyoGeyserSpiral	螺旋上升
AblYoyoThrowFrontBtn	\x0e\x04\x06\x022\0
AblYoyoThrowUpBtn	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblYoyoThrowSideBtn	\x0e\x04\x15\x02Â\0＋放开\x0e\x04\x06\x022\0
AblYoyoWalkDogBtn	\x0e\x04\x15\x02Â\0＋长按\x0e\x04\x06\x022\0
AblYoyoStartWalkBtn	带狗散步＋\x0e\x04\x16\x02Ã\0/\x0e\x04\x14\x02Á\0
AblYoyoBreakSpinBtn	冲刺＋\x0e\x04\x06\x022\0
AblYoyoJumpingSpinBtn	冲刺＋在空中\x0e\x04\x06\x022\0
AblYoyoHammerDropBtn	在敌人旁边\x0e\x04\x17\x02Ä\0\x0e\x04\x14\x02Á\0任意一个＋\x0e\x04\x06\x022\0～\x0e\x04\x13\x02À\0/\x0e\x04\x06\x022\0
AblYoyoGeyserSpiralBtn	\x0e\x04\x15\x02Â\0\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblWaterTitle1	清水1
AblWaterTitle2	清水2
AblWaterWaveShot	波浪攻击
AblWaterWaterRide	冲浪
AblWaterUpAttack	间歇泉
AblWaterUnderAttack	喷水盘旋
AblWaterSurfingTackle	乘风破浪
AblWaterRainbowRain	彩虹雨
AblWaterWaterCrown	清水王冠
AblWaterWaveShotBtn	\x0e\x04\x06\x022\0
AblWaterWaterRideBtn	冲刺
AblWaterUpAttackBtn	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblWaterUnderAttackBtn	在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblWaterSurfingTackleBtn	冲刺＋\x0e\x04\x06\x022\0
AblWaterRainbowRainBtn	\x0e\x04\x15\x02Â\0 \x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblWaterWaterCrownBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblKingDededeTitle1	帝帝帝大王1
AblKingDededeTitle2	帝帝帝大王2
AblKingDededeHammerAttack	锤子敲击
AblKingDededeGuriguriHammer	转转锤子
AblKingDededeSwing	帝帝帝大回环
AblKingDededeAirSpin	大车轮
AblKingDededeAirSpinStrong	极·大车轮
AblKingDededeOnigorosiHammerAttack	帝帝帝鬼杀锤
AblKingDededeChargingMove	蓄力中移动
AblKingDededeThrowExplosion	帝帝帝丢出爆裂锤
AblKingDededeSliding	扑垒
AblKingDededeSuperJump	超级帝帝帝跳跃
AblKingDededeHammerAttackBtn	\x0e\x04\x06\x022\0
AblKingDededeGuriguriHammerBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblKingDededeSwingBtn	冲刺＋\x0e\x04\x06\x022\0
AblKingDededeAirSpinBtn	在空中\x0e\x04\x06\x022\0
AblKingDededeAirSpinStrongBtn	冲刺＋在空中\x0e\x04\x06\x022\0
AblKingDededeOnigorosiHammerAttackBtn	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblKingDededeChargingMoveBtn	帝帝帝鬼杀锤时\x0e\x04\x16\x02Ã\0/\x0e\x04\x14\x02Á\0
AblKingDededeThrowExplosionBtn	冲刺＋\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblKingDededeSlidingBtn	冲刺＋\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblKingDededeSuperJumpBtn	\x0e\x04\x15\x02Â\0 \x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblMetaknightTitle1	魅塔骑士1
AblMetaknightTitle2	魅塔骑士2
AblMetaknightTitle3	魅塔骑士3
AblMetaknightTitle4	魅塔骑士4
AblMetaknightAttack	直斩
AblMetaknightMoonShot	新月射击
AblMetaknightAttackTriple	魅塔3连斩
AblMetaknightAttackRush	魅塔百烈斩～决定一斩
AblMetaknightDrillSlash	旋风钻击
AblMetaknightSpinningKnight	旋转骑士斩
AblMetaknightChopping	魅塔劈
AblMetaknightUnderThrust	下刺
AblMetaknightUpperThrust	上刺
AblMetaknightCounterAttack	银河反击
AblMetaknightSpinningAttack	魅塔回旋斩
AblMetaknightTornado	马赫龙卷风
AblMetaknightCondorDive	魅塔秃鹰俯冲
AblMetaknightShuttleLoop	翻转穿梭
AblMetaknightFlight	展翅
AblMetaknightAttackBtn	\x0e\x04\x06\x022\0
AblMetaknightMoonShotBtn	长按\x0e\x04\x17\x02Ä\0～放开＋\x0e\x04\x06\x022\0
AblMetaknightAttackTripleBtn	直斩后进行\x0e\x04\x06\x022\02次
AblMetaknightAttackRushBtn	魅塔3连斩后\x0e\x04\x06\x022\0
AblMetaknightDrillSlashBtn	冲刺＋\x0e\x04\x06\x022\0
AblMetaknightSpinningKnightBtn	冲刺＋在空中\x0e\x04\x06\x022\0
AblMetaknightChoppingBtn	在空中\x0e\x04\x06\x022\0
AblMetaknightUnderThrustBtn	在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblMetaknightUpperThrustBtn	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblMetaknightCounterAttackBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblMetaknightSpinningAttackBtn	长按\x0e\x04\x06\x022\0～放开
AblMetaknightTornadoBtn	长按\x0e\x04\x06\x022\0～放开＋\x0e\x04\x17\x02Ä\0
AblMetaknightCondorDiveBtn	冲刺＋在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblMetaknightShuttleLoopBtn	\x0e\x04\x15\x02Â\0 \x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblMetaknightFlightBtn	在空中\x0e\x04\x05\x021\0
AblBandanaWaddledeeTitle1	头巾瓦豆鲁迪1
AblBandanaWaddledeeTitle2	头巾瓦豆鲁迪2
AblBandanaWaddledeeTitle3	头巾瓦豆鲁迪3
AblBandanaWaddledeeAttackFront	刺枪
AblBandanaWaddledeeAttackBack	回马枪
AblBandanaWaddledeeRush	瓦豆百烈枪～致命刺
AblBandanaWaddledeeCopter	瓦豆直升机
AblBandanaWaddledeeAttackUpper	天空刺
AblBandanaWaddledeeGroundThrust	大地刺
AblBandanaWaddledeeMoonDrop	落月刺
AblBandanaWaddledeeThrow	瓦豆掷枪
AblBandanaWaddledeeThrowContinuity	连续瓦豆掷枪
AblBandanaWaddledeeThrowTriple	瓦豆三连掷
AblBandanaWaddledeeAttackFrontBtn	\x0e\x04\x06\x022\0
AblBandanaWaddledeeAttackBackBtn	\x0e\x04\x06\x022\0之后\x0e\x04\x16\x02Ã\0＋\x0e\x04\x06\x022\0
AblBandanaWaddledeeRushBtn	连打\x0e\x04\x06\x022\0
AblBandanaWaddledeeCopterBtn	长按\x0e\x04\x06\x022\0～放开
AblBandanaWaddledeeAttackUpperBtn	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblBandanaWaddledeeGroundThrustBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblBandanaWaddledeeMoonDropBtn	在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblBandanaWaddledeeThrowBtn	冲刺＋\x0e\x04\x06\x022\0
AblBandanaWaddledeeThrowContinuityBtn	冲刺＋在空中连打\x0e\x04\x06\x022\0
AblBandanaWaddledeeThrowTripleBtn	冲刺＋长按\x0e\x04\x06\x022\0～放开
AblGooeyTitle1	蛊依1
AblGooeyTitle2	蛊依2
AblGooeyTitle3	蛊依3
AblGooeyItemCatch	舌头攻击可以抓住全部道具
AblGooeyAttackFront	吐舌
AblGooeyRush	吐舌吐～舌
AblGooeyCaptureShot	舌头捕食
AblGooeyCaptureRelease	舌头摔击
AblGooeyParasolUpper	蛊依阳伞
AblGooeyParasolUpperShild	转圈圈阳伞
AblGooeyBurning	蛊依燃烧
AblGooeyStoneChange	蛊依石块
AblGooeyDarkLaserSpread	扩散暗镭射
AblGooeyMatterImitation	模拟暗物质
AblGooeyDarkLaser	暗镭射
AblGooeyOmamori	守护袋
AblGooeyAttackFrontBtn	放开\x0e\x04\x06\x022\0
AblGooeyRushBtn	连打\x0e\x04\x06\x022\0
AblGooeyCaptureShotBtn	长按\x0e\x04\x06\x022\0～放开
AblGooeyCaptureReleaseBtn	舌头捕食＋\x0e\x04\x06\x022\0/舌头捕食＋\x0e\x04\x14\x02Á\0
AblGooeyParasolUpperBtn	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblGooeyParasolUpperShildBtn	蛊依阳伞～长按\x0e\x04\x06\x022\0
AblGooeyBurningBtn	冲刺＋\x0e\x04\x06\x022\0
AblGooeyStoneChangeBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblGooeyDarkLaserSpreadBtn	\x0e\x04\x15\x02Â\0 \x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblGooeyMatterImitationBtn	在空中\x0e\x04\x05\x021\0
AblGooeyDarkLaserBtn	模拟暗物质时\x0e\x04\x06\x022\0
AblGooeyOmamoriBtn	\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0
AblMahoroaTitle1	魔法洛亚1
AblMahoroaTitle2	魔法洛亚2
AblMahoroaTitle3	魔法洛亚3
AblMahoroaTitle4	魔法洛亚4
AblMahoroaMagicBall	魔力球
AblMahoroaRevoBall	革命球
AblMahoroaRevoFlame	革命火焰
AblMahoroaKillNeedle	弑针
AblMahoroaKillNeedleDouble	双重弑针
AblMahoroaKillNeedleQuad	四重弑针
AblMahoroaStorm	魔法洛亚猛攻
AblMahoroaGemAppleExplosion	苹果宝石炸弹
AblMahoroaDetonationGemApple	起爆
AblMahoroaBlackHole	黑洞
AblMahoroaUltraSword	究极剑
AblMahoroaReflectBarrier	反弹防护罩
AblMahoroaVanish	异空间消失
AblMahoroaMagicBallBtn	放开\x0e\x04\x06\x022\0
AblMahoroaRevoBallBtn	稍微长按\x0e\x04\x06\x022\0～放开
AblMahoroaRevoFlameBtn	超长按\x0e\x04\x06\x022\0～放开
AblMahoroaKillNeedleBtn	\x0e\x04\x17\x02Ä\0＋放开\x0e\x04\x06\x022\0
AblMahoroaKillNeedleDoubleBtn	\x0e\x04\x17\x02Ä\0＋稍微长按\x0e\x04\x06\x022\0～放开
AblMahoroaKillNeedleQuadBtn	\x0e\x04\x17\x02Ä\0＋超长按\x0e\x04\x06\x022\0～放开
AblMahoroaStormBtn	冲刺＋\x0e\x04\x06\x022\0
AblMahoroaGemAppleExplosionBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblMahoroaDetonationGemAppleBtn	苹果宝石炸弹～\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblMahoroaBlackHoleBtn	在空中\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblMahoroaUltraSwordBtn	长按\x0e\x04\x15\x02Â\0～\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblMahoroaReflectBarrierBtn	\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0
AblMahoroaVanishBtn	在空中转动\x0e\x04\x13\x02À\0＋\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0
