AchieveList.msbt
AchieveListCategoriesHeroKirby	能力
AblParasolDivingBtn	在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblParasolThrowBtn	在敵人旁邊\x0e\x04\x17\x02Ä\0\x0e\x04\x14\x02Á\0任意一個＋\x0e\x04\x06\x022\0
AblParasolFallingBtn	落下
AblParasolCloseBtn	落下時\x0e\x04\x15\x02Â\0
AblHammerTitle1	錘子1
AblHammerTitle2	錘子2
AblHammerNormal	錘子敲擊
AblHammerUnder	轉轉錘子
AblHammerGiantSwing	大回環
AblHammerRoll	大車輪
AblHammerRoolHyper	極‧大車輪
AblHammerFire	鬼殺火焰錘
AblHammerFireChargingMove	蓄力中移動
AblHammerNormalBtn	\x0e\x04\x06\x022\0
AblHammerUnderBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblHammerGiantSwingBtn	衝刺＋\x0e\x04\x06\x022\0
AblHammerRollBtn	在空中\x0e\x04\x06\x022\0
AblHammerRoolHyperBtn	衝刺＋在空中\x0e\x04\x06\x022\0
AblHammerFireBtn	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblHammerFireChargingMoveBtn	鬼殺火焰錘時\x0e\x04\x16\x02Ã\0/\x0e\x04\x14\x02Á\0
AblBombTitle1	炸彈1
AblBombTitle2	炸彈2
AblBombHold	舉起炸彈
AblBombDirection	丟炸彈
AblBombThrow	改變丟的角度
AblBombBombBombing	自爆
AblBombStrikeBall	保齡球炸彈
AblBombRunaway	定時炸彈
AblBombSet	放置炸彈
AblBombHoldBtn	長按\x0e\x04\x06\x022\0
AblBombDirectionBtn	舉起炸彈時放開\x0e\x04\x06\x022\0
AblBombThrowBtn	舉起炸彈時\x0e\x04\x13\x02À\0
AblBombBombBombingBtn	舉起炸彈～不放手
AblBombStrikeBallBtn	衝刺＋\x0e\x04\x06\x022\0
AblBombRunawayBtn	在敵人旁邊\x0e\x04\x06\x022\0
AblBombSetBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblWhipTitle1	鞭子1
AblWhipTitle2	鞭子2
AblWhipTitle3	鞭子3
AblWhipItemCatch	鞭子的攻擊全都能抓住道具！
AblWhipSlash	鞭擊
AblWhipMultiAttack	百烈鞭
AblWhipRoof	天花板鞭擊
AblWhipJump	跳躍鞭擊
AblWhipCicleRibon	周波鞭擊
AblWhipTyphoon	鞭捲風
AblWhipCapture	捕捉鞭
AblWhipBeatFront	向前摔
AblWhipBeatDouble	雙重摔
AblWhipBeatBack	向後摔
AblWhipBeatHight	向上摔
AblWhipSlashBtn	放開\x0e\x04\x06\x022\0
AblWhipMultiAttackBtn	連打\x0e\x04\x06\x022\0
AblWhipRoofBtn	\x0e\x04\x17\x02Ä\0＋放開\x0e\x04\x06\x022\0
AblWhipJumpBtn	在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblWhipCicleRibonBtn	衝刺＋\x0e\x04\x06\x022\0
AblWhipTyphoonBtn	\x0e\x04\x15\x02Â\0 \x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblWhipCaptureBtn	長按\x0e\x04\x06\x022\0～放開
AblWhipBeatFrontBtn	捕捉＋\x0e\x04\x06\x022\0/捕捉＋\x0e\x04\x14\x02Á\0
AblWhipBeatDoubleBtn	捕捉＋\x0e\x04\x15\x02Â\0
AblWhipBeatBackBtn	捕捉＋\x0e\x04\x16\x02Ã\0
AblWhipBeatHightBtn	捕捉＋\x0e\x04\x17\x02Ä\0
AblSniperTitle1	狙擊手1
AblSniperTitle2	狙擊手2
AblSniperTitle3	狙擊手3
AblSniperShot	射擊
AblSniperSnipeShot	速射
AblSniperArrowSlash	魔力‧星箭
AblSniperUnderShot	狙擊
AblSniperSkyShot	天空射擊
AblSniperSkyShotShower	天空射擊箭雨
AblSniperSlash	箭切揮擊
AblSniperJumping	跳躍狙擊
AblSniperSquat	擬態
AblSniperSquatShot	暗箭
AblSniperCrawl	匍匐前進
AblSniperShotBtn	放開\x0e\x04\x06\x022\0
AblSniperSnipeShotBtn	適當長按\x0e\x04\x06\x022\0～放開
AblSniperArrowSlashBtn	超長按\x0e\x04\x06\x022\0～放開
AblSniperUnderShotBtn	按著\x0e\x04\x06\x022\0時\x0e\x04\x17\x02Ä\0/\x0e\x04\x15\x02Â\0
AblSniperSkyShotBtn	\x0e\x04\x17\x02Ä\0＋放開\x0e\x04\x06\x022\0
AblSniperSkyShotShowerBtn	\x0e\x04\x17\x02Ä\0＋長按\x0e\x04\x06\x022\0～放開
AblSniperSlashBtn	衝刺＋\x0e\x04\x06\x022\0
AblSniperJumpingBtn	衝刺＋在空中\x0e\x04\x06\x022\0
AblSniperSquatBtn	\x0e\x04\x15\x02Â\0
AblSniperSquatShotBtn	擬態中\x0e\x04\x06\x022\0
AblSniperCrawlBtn	擬態中\x0e\x04\x16\x02Ã\0/\x0e\x04\x14\x02Á\0
AblFighterTitle1	格鬥家1
AblFighterTitle2	格鬥家2
AblFighterTitle3	格鬥家3
AblFighterTitle4	格鬥家4
AblFighterJump	無影拳
AblFighterPanchi	猛擊拳
AblFighterUnder	掃堂腿
AblFighterSpinKick	飛腳踢
AblFighterTrampleKick	踩踢
AblFighterDoubleKick	雙腳踢
AblFighterRisingBreak	雷神破
AblFighterSkyKick	天空踢
AblFighterCannon	波動射擊
AblFighterMegaCannon	百萬波動射擊
AblFighterGigaCannon	十億波動射擊
AblFighterMegaCannonFast	速成百萬波動射擊
AblFighterMoonSalto	月面宙返踢
AblFighterCapture	格鬥家抓住
AblFighterThrow	單手摔
AblFighterBackThrow	過肩摔
AblFighterJumpBtn	放開\x0e\x04\x06\x022\0
AblFighterPanchiBtn	長按\x0e\x04\x06\x022\0
AblFighterUnderBtn	衝刺＋放開\x0e\x04\x06\x022\0
AblFighterSpinKickBtn	衝刺＋長按\x0e\x04\x06\x022\0
AblFighterTrampleKickBtn	在空中放開\x0e\x04\x06\x022\0
AblFighterDoubleKickBtn	在空中長按\x0e\x04\x06\x022\0
AblFighterRisingBreakBtn	\x0e\x04\x17\x02Ä\0＋長按\x0e\x04\x06\x022\0
AblFighterSkyKickBtn	在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblFighterCannonBtn	\x0e\x04\x15\x02Â\0＋稍微長按\x0e\x04\x06\x022\0～放開
AblFighterMegaCannonBtn	\x0e\x04\x15\x02Â\0＋適當長按\x0e\x04\x06\x022\0～放開
AblFighterGigaCannonBtn	\x0e\x04\x15\x02Â\0＋超長按\x0e\x04\x06\x022\0～放開
AblFighterMegaCannonFastBtn	\x0e\x04\x15\x02Â\0\x0e\x04\x14\x02Á\0＋長按\x0e\x04\x06\x022\0
AblFighterMoonSaltoBtn	在敵人旁邊的空中放開\x0e\x04\x06\x022\0
AblFighterCaptureBtn	在敵人旁邊\x0e\x04\x17\x02Ä\0\x0e\x04\x14\x02Á\0任意一個＋\x0e\x04\x06\x022\0
AblFighterThrowBtn	抓住＋\x0e\x04\x06\x022\0/抓住＋\x0e\x04\x17\x02Ä\0\x0e\x04\x14\x02Á\0的任意一個
AblFighterBackThrowBtn	抓住＋\x0e\x04\x15\x02Â\0\x0e\x04\x16\x02Ã\0的任意一個
AblNinjaTitle1	忍者1
AblNinjaTitle2	忍者2
AblNinjaTitle3	忍者3
AblNinjaKunai	苦無手裏劍
AblNinjaSlash	揮斬
AblNinjaDash	居合斬
AblNinjaKick	忍者踢
AblNinjaSmoke	煙幕
AblNinjaFlowerShower	擾亂花吹雪
AblNinjaSlashCombo	揮斬～反手4連
AblNinjaAirDrop	飯綱落下重擊
AblNinjaStickWall	貼住牆壁
AblNinjaStickWallKunai	貼住射擊
AblNinjaTriangleJump	三角跳
AblNinjaHide	替身術
AblNinjaKunaiBtn	放開\x0e\x04\x06\x022\0
AblNinjaSlashBtn	長按\x0e\x04\x06\x022\0
AblNinjaDashBtn	衝刺＋\x0e\x04\x06\x022\0
AblNinjaKickBtn	在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblNinjaSmokeBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblNinjaFlowerShowerBtn	\x0e\x04\x17\x02Ä\0\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblNinjaSlashComboBtn	在敵人旁邊長按\x0e\x04\x06\x022\0
AblNinjaAirDropBtn	在敵人旁邊\x0e\x04\x17\x02Ä\0\x0e\x04\x14\x02Á\0任意一個＋\x0e\x04\x06\x022\0
AblNinjaStickWallBtn	在空中推牆
AblNinjaStickWallKunaiBtn	貼住牆壁後\x0e\x04\x06\x022\0
AblNinjaTriangleJumpBtn	貼住牆壁後\x0e\x04\x05\x021\0
AblNinjaHideBtn	即將受到攻擊之前\x0e\x04\x15\x02Â\0＋\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0
AblBeetleTitle1	獨角仙1
AblBeetleTitle2	獨角仙2
AblBeetleTitle3	獨角仙3
AblBeetleTitle4	獨角仙4
AblBeetleHornUpper	向上勾角
AblBeetleBackSlash	連續勾角
AblBeetleRocketHorn	火箭角
AblBeetleRocketHornDiving	火箭角～俯衝
AblBeetleSpiralHorn	螺旋角
AblBeetleHoverWing	盤旋翅膀
AblBeetleHeadPress	鐵頭撞擊
AblBeetleHeadPressLanding	勾角
AblBeetleCaptureHorn	搬運
AblBeetleCaptureThrow	力投
AblBeetleCaptureJumpHold	垂直落下重擊
AblBeetleCaptureFall	旋轉落下重擊
AblBeetleCaptureDrill	地面鑽擊
AblBeetleHornUpperBtn	\x0e\x04\x06\x022\0
AblBeetleBackSlashBtn	連打\x0e\x04\x06\x022\0
AblBeetleRocketHornBtn	衝刺＋\x0e\x04\x06\x022\0
AblBeetleRocketHornDivingBtn	衝刺＋\x0e\x04\x06\x022\0＋\x0e\x04\x17\x02Ä\0
AblBeetleSpiralHornBtn	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblBeetleHoverWingBtn	在空中\x0e\x04\x05\x021\0
AblBeetleHeadPressBtn	在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblBeetleHeadPressLandingBtn	在敵人旁邊\x0e\x04\x17\x02Ä\0\x0e\x04\x14\x02Á\0任意一個＋\x0e\x04\x06\x022\0
AblBeetleCaptureHornBtn	勾住＋\x0e\x04\x16\x02Ã\0/\x0e\x04\x14\x02Á\0
AblBeetleCaptureThrowBtn	勾住＋\x0e\x04\x06\x022\0
AblBeetleCaptureJumpHoldBtn	勾住＋\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblBeetleCaptureFallBtn	勾住＋\x0e\x04\x16\x02Ã\0＋\x0e\x04\x06\x022\0
AblBeetleCaptureDrillBtn	勾住＋\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblBellTitle1	銅鈴1
AblBellTitle2	銅鈴2
AblBellRingDong	鈴咚
AblBellRingDingDong	鈴叮咚
AblBellKnockRingDong	敲擊咚
AblBellFinalDingDong	叮終曲
AblBellFinalDingDongFast	速成叮終曲
AblBellThrowBell	雙重叮噹
AblBellTinkerMelody	叮噹旋律
AblBellInBell	進入‧銅鈴
AblBellRingDongBtn	\x0e\x04\x06\x022\0
AblBellRingDingDongBtn	連打\x0e\x04\x06\x022\0
AblBellKnockRingDongBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblBellFinalDingDongBtn	連打\x0e\x04\x06\x022\0～\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblBellFinalDingDongFastBtn	長按\x0e\x04\x17\x02Ä\0～\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblBellThrowBellBtn	衝刺＋\x0e\x04\x06\x022\0
AblBellTinkerMelodyBtn	長按\x0e\x04\x06\x022\0～放開
AblBellInBellBtn	\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0
AblWrestlerTitle1	蒙面摔角手1
AblWrestlerTitle2	蒙面摔角手2
AblWrestlerTitle3	蒙面摔角手3
AblWrestlerTitle4	蒙面摔角手4
AblWrestlerTitle5	蒙面摔角手5
AblWrestlerChop	劈
AblWrestlerChopRush	連續劈～決定一劈
AblWrestlerTorrentLariat	套索式轟天拳
AblWrestlerDashAmbit	擒抱抓住
AblWrestlerCatchBody	舉起
AblWrestlerBackBleecker	熱血背部粉碎
AblWrestlerBodySlam	百萬噸摔
AblWrestlerGermanSuplex	蒙面摔角手背後摔
AblWrestlerGiantSwing	蒙面摔角手大回環
AblWrestlerRockDrop	旋轉破壞技
AblWrestlerJumpingCatch	跳高抓住
AblWrestlerBackBleeckerSpin	究極背部粉碎
AblWrestlerAirUnderBodySlam	空中下旋轉
AblWrestlerRollingSobat	旋轉飛踢
AblWrestlerHeadButt	頭擊
AblWrestlerPinpointKick	蒙面摔角手定點踢
AblWrestlerFuryStomp	蒙面摔角手猛烈重踩
AblWrestlerRocketKick	縱身飛踢
AblWrestlerBombingPlancha	隕石飛身撲
AblWrestlerBombingPlanchaHigh	踢牆隕石飛身撲
AblWrestlerCatchBodyInfo01	－舉起後其1－
AblWrestlerCatchBodyInfo02	－舉起後其2－
AblWrestlerJumpingCatchInfo	－使用跳高抓住 於空中舉起敵人時－
AblWrestlerChopBtn	\x0e\x04\x06\x022\0
AblWrestlerChopRushBtn	連打\x0e\x04\x06\x022\0
AblWrestlerTorrentLariatBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblWrestlerDashAmbitBtn	衝刺＋\x0e\x04\x06\x022\0
AblWrestlerCatchBodyBtn	在敵人附近\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblWrestlerBackBleeckerBtn	\x0e\x04\x17\x02Ä\0
AblWrestlerBodySlamBtn	\x0e\x04\x15\x02Â\0
AblWrestlerGermanSuplexBtn	\x0e\x04\x16\x02Ã\0
AblWrestlerGiantSwingBtn	\x0e\x04\x14\x02Á\0
AblWrestlerRockDropBtn	\x0e\x04\x05\x021\0
AblWrestlerJumpingCatchBtn	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblWrestlerBackBleeckerSpinBtn	\x0e\x04\x05\x021\0
AblWrestlerAirUnderBodySlamBtn	\x0e\x04\x06\x022\0/\x0e\x04\x15\x02Â\0
AblWrestlerRollingSobatBtn	在空中\x0e\x04\x06\x022\0
AblWrestlerHeadButtBtn	在空中\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblWrestlerPinpointKickBtn	在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblWrestlerFuryStompBtn	在空中\x0e\x04\x15\x02Â\0＋長按\x0e\x04\x06\x022\0
AblWrestlerRocketKickBtn	衝刺＋同時\x0e\x04\x06\x022\0和\x0e\x04\x05\x021\0
AblWrestlerBombingPlanchaBtn	\x0e\x04\x15\x02Â\0\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblWrestlerBombingPlanchaHighBtn	在空中推牆\x0e\x04\x06\x022\0
AblStickTitle1	如意棒1
AblStickTitle2	如意棒2
AblStickTitle3	如意棒3
AblStickAttackFront	如意棒
AblStickAttackBack	反手如意棒
AblStickAttackUpper	上伸如意棒
AblStickAttackBothSides	左右伸長如意棒
AblStickAttackWildDance	棒術亂舞
AblStickHighJumpAttack	撐棒跳
AblStickFallUnderAttack	戳戳如意棒
AblStickDashAttack	千里如意棒
AblStickDashChargeAttack	萬里如意棒
AblStickTornadoAttack	飛天如意棒
AblStickGuardAttack	反擊姿勢
AblStickAttackFrontBtn	\x0e\x04\x06\x022\0
AblStickAttackBackBtn	\x0e\x04\x06\x022\0之後\x0e\x04\x16\x02Ã\0＋\x0e\x04\x06\x022\0
AblStickAttackUpperBtn	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblStickAttackBothSidesBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblStickAttackWildDanceBtn	連打\x0e\x04\x06\x022\0
AblStickHighJumpAttackBtn	在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblStickFallUnderAttackBtn	撐棒跳時連打\x0e\x04\x06\x022\0
AblStickDashAttackBtn	衝刺＋放開\x0e\x04\x06\x022\0
AblStickDashChargeAttackBtn	衝刺＋長按\x0e\x04\x06\x022\0～放開
AblStickTornadoAttackBtn	\x0e\x04\x15\x02Â\0\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblStickGuardAttackBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0
AblArtistTitle1	藝術家1
AblArtistTitle2	藝術家2
AblArtistSlash	彩筆揮擊
AblArtistSlashUpper	穹頂畫揮擊
AblArtistSplash	彩筆灑擊
AblArtistPainterCanvas	畫家
AblArtistSculptureAttack	雕像
AblArtistSculptureBreak	盡情破壞
AblArtistSculptureMove	作品移動
AblArtistSlashBtn	\x0e\x04\x06\x022\0
AblArtistSlashUpperBtn	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblArtistSplashBtn	衝刺＋\x0e\x04\x06\x022\0
AblArtistPainterCanvasBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblArtistSculptureAttackBtn	\x0e\x04\x15\x02Â\0\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblArtistSculptureBreakBtn	雕像之後\x0e\x04\x06\x022\0
AblArtistSculptureMoveBtn	雕像之後\x0e\x04\x16\x02Ã\0/\x0e\x04\x14\x02Á\0
AblYoyoTitle1	溜溜球1
AblYoyoTitle2	溜溜球2
AblYoyoThrowFront	丟溜溜球
AblYoyoThrowUp	半圓溜溜球
AblYoyoThrowSide	橫掃溜溜球
AblYoyoWalkDog	帶狗散步
AblYoyoStartWalk	開始散步
AblYoyoBreakSpin	霹靂旋轉
AblYoyoJumpingSpin	跳躍旋轉
AblYoyoHammerDrop	落錘溜溜球
AblYoyoGeyserSpiral	螺旋上升
AblYoyoThrowFrontBtn	\x0e\x04\x06\x022\0
AblYoyoThrowUpBtn	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblYoyoThrowSideBtn	\x0e\x04\x15\x02Â\0＋放開\x0e\x04\x06\x022\0
AblYoyoWalkDogBtn	\x0e\x04\x15\x02Â\0＋長按\x0e\x04\x06\x022\0
AblYoyoStartWalkBtn	帶狗散步＋\x0e\x04\x16\x02Ã\0/\x0e\x04\x14\x02Á\0
AblYoyoBreakSpinBtn	衝刺＋\x0e\x04\x06\x022\0
AblYoyoJumpingSpinBtn	衝刺＋在空中\x0e\x04\x06\x022\0
AblYoyoHammerDropBtn	在敵人旁邊\x0e\x04\x17\x02Ä\0\x0e\x04\x14\x02Á\0其中之一＋\x0e\x04\x06\x022\0～\x0e\x04\x13\x02À\0/\x0e\x04\x06\x022\0
AblYoyoGeyserSpiralBtn	\x0e\x04\x15\x02Â\0\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblWaterTitle1	清水1
AblWaterTitle2	清水2
AblWaterWaveShot	波浪攻擊
AblWaterWaterRide	衝浪
AblWaterUpAttack	間歇泉
AblWaterUnderAttack	噴水盤旋
AblWaterSurfingTackle	乘風破浪
AblWaterRainbowRain	彩虹雨
AblWaterWaterCrown	清水王冠
AblWaterWaveShotBtn	\x0e\x04\x06\x022\0
AblWaterWaterRideBtn	衝刺
AblWaterUpAttackBtn	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblWaterUnderAttackBtn	在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblWaterSurfingTackleBtn	衝刺＋\x0e\x04\x06\x022\0
AblWaterRainbowRainBtn	\x0e\x04\x15\x02Â\0 \x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblWaterWaterCrownBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblKingDededeTitle1	帝帝帝大王1
AblKingDededeTitle2	帝帝帝大王2
AblKingDededeHammerAttack	錘子敲擊
AblKingDededeGuriguriHammer	轉轉錘子
AblKingDededeSwing	帝帝帝大回環
AblKingDededeAirSpin	大車輪
AblKingDededeAirSpinStrong	極‧大車輪
AblKingDededeOnigorosiHammerAttack	帝帝帝鬼殺錘
AblKingDededeChargingMove	蓄力中移動
AblKingDededeThrowExplosion	帝帝帝丟出爆裂錘
AblKingDededeSliding	撲壘
AblKingDededeSuperJump	超級帝帝帝跳躍
AblKingDededeHammerAttackBtn	\x0e\x04\x06\x022\0
AblKingDededeGuriguriHammerBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblKingDededeSwingBtn	衝刺＋\x0e\x04\x06\x022\0
AblKingDededeAirSpinBtn	在空中\x0e\x04\x06\x022\0
AblKingDededeAirSpinStrongBtn	衝刺＋在空中\x0e\x04\x06\x022\0
AblKingDededeOnigorosiHammerAttackBtn	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblKingDededeChargingMoveBtn	帝帝帝鬼殺錘時\x0e\x04\x16\x02Ã\0/\x0e\x04\x14\x02Á\0
AblKingDededeThrowExplosionBtn	衝刺＋\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblKingDededeSlidingBtn	衝刺＋\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblKingDededeSuperJumpBtn	\x0e\x04\x15\x02Â\0 \x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblMetaknightTitle1	魅塔騎士1
AblMetaknightTitle2	魅塔騎士2
AblMetaknightTitle3	魅塔騎士3
AblMetaknightTitle4	魅塔騎士4
AblMetaknightAttack	直斬
AblMetaknightMoonShot	新月射擊
AblMetaknightAttackTriple	魅塔3連斬
AblMetaknightAttackRush	魅塔百烈斬～決定一斬
AblMetaknightDrillSlash	旋風鑽擊
AblMetaknightSpinningKnight	旋轉騎士斬
AblMetaknightChopping	魅塔劈
AblMetaknightUnderThrust	下刺
AblMetaknightUpperThrust	上刺
AblMetaknightCounterAttack	銀河反擊
AblMetaknightSpinningAttack	魅塔迴旋斬
AblMetaknightTornado	馬赫龍捲風
AblMetaknightCondorDive	魅塔禿鷹俯衝
AblMetaknightShuttleLoop	翻轉穿梭
AblMetaknightFlight	展翅
AblMetaknightAttackBtn	\x0e\x04\x06\x022\0
AblMetaknightMoonShotBtn	長按\x0e\x04\x17\x02Ä\0～放開＋\x0e\x04\x06\x022\0
AblMetaknightAttackTripleBtn	直斬後進行\x0e\x04\x06\x022\02次
AblMetaknightAttackRushBtn	魅塔3連斬後\x0e\x04\x06\x022\0
AblMetaknightDrillSlashBtn	衝刺＋\x0e\x04\x06\x022\0
AblMetaknightSpinningKnightBtn	衝刺＋在空中\x0e\x04\x06\x022\0
AblMetaknightChoppingBtn	在空中\x0e\x04\x06\x022\0
AblMetaknightUnderThrustBtn	在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblMetaknightUpperThrustBtn	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblMetaknightCounterAttackBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblMetaknightSpinningAttackBtn	長按\x0e\x04\x06\x022\0～放開
AblMetaknightTornadoBtn	長按\x0e\x04\x06\x022\0～放開＋\x0e\x04\x17\x02Ä\0
AblMetaknightCondorDiveBtn	衝刺＋在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblMetaknightShuttleLoopBtn	\x0e\x04\x15\x02Â\0 \x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblMetaknightFlightBtn	在空中\x0e\x04\x05\x021\0
AblBandanaWaddledeeTitle1	頭巾瓦豆魯迪1
AblBandanaWaddledeeTitle2	頭巾瓦豆魯迪2
AblBandanaWaddledeeTitle3	頭巾瓦豆魯迪3
AblBandanaWaddledeeAttackFront	刺槍
AblBandanaWaddledeeAttackBack	回馬槍
AblBandanaWaddledeeRush	瓦豆百烈槍～致命刺
AblBandanaWaddledeeCopter	瓦豆直升機
AblBandanaWaddledeeAttackUpper	天空刺
AblBandanaWaddledeeGroundThrust	大地刺
AblBandanaWaddledeeMoonDrop	落月刺
AblBandanaWaddledeeThrow	瓦豆擲槍
AblBandanaWaddledeeThrowContinuity	連續瓦豆擲槍
AblBandanaWaddledeeThrowTriple	瓦豆三連擲
AblBandanaWaddledeeAttackFrontBtn	\x0e\x04\x06\x022\0
AblBandanaWaddledeeAttackBackBtn	\x0e\x04\x06\x022\0之後\x0e\x04\x16\x02Ã\0＋\x0e\x04\x06\x022\0
AblBandanaWaddledeeRushBtn	連打\x0e\x04\x06\x022\0
AblBandanaWaddledeeCopterBtn	長按\x0e\x04\x06\x022\0～放開
AblBandanaWaddledeeAttackUpperBtn	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblBandanaWaddledeeGroundThrustBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblBandanaWaddledeeMoonDropBtn	在空中\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblBandanaWaddledeeThrowBtn	衝刺＋\x0e\x04\x06\x022\0
AblBandanaWaddledeeThrowContinuityBtn	衝刺＋在空中連打\x0e\x04\x06\x022\0
AblBandanaWaddledeeThrowTripleBtn	衝刺＋長按\x0e\x04\x06\x022\0～放開
AblGooeyTitle1	蠱依1
AblGooeyTitle2	蠱依2
AblGooeyTitle3	蠱依3
AblGooeyItemCatch	舌頭攻擊可以抓住全部道具
AblGooeyAttackFront	吐舌
AblGooeyRush	吐舌吐～舌
AblGooeyCaptureShot	舌頭捕食
AblGooeyCaptureRelease	舌頭摔擊
AblGooeyParasolUpper	蠱依陽傘
AblGooeyParasolUpperShild	轉圈圈陽傘
AblGooeyBurning	蠱依燃燒
AblGooeyStoneChange	蠱依石塊
AblGooeyDarkLaserSpread	擴散闇雷射
AblGooeyMatterImitation	模擬闇物質
AblGooeyDarkLaser	闇雷射
AblGooeyOmamori	守護袋
AblGooeyAttackFrontBtn	放開\x0e\x04\x06\x022\0
AblGooeyRushBtn	連打\x0e\x04\x06\x022\0
AblGooeyCaptureShotBtn	長按\x0e\x04\x06\x022\0～放開
AblGooeyCaptureReleaseBtn	舌頭捕食＋\x0e\x04\x06\x022\0/舌頭捕食＋\x0e\x04\x14\x02Á\0
AblGooeyParasolUpperBtn	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblGooeyParasolUpperShildBtn	蠱依陽傘～長按\x0e\x04\x06\x022\0
AblGooeyBurningBtn	衝刺＋\x0e\x04\x06\x022\0
AblGooeyStoneChangeBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblGooeyDarkLaserSpreadBtn	\x0e\x04\x15\x02Â\0 \x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblGooeyMatterImitationBtn	在空中\x0e\x04\x05\x021\0
AblGooeyDarkLaserBtn	模擬闇物質時\x0e\x04\x06\x022\0
AblGooeyOmamoriBtn	\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0
AblMahoroaTitle1	魔法洛亞1
AblMahoroaTitle2	魔法洛亞2
AblMahoroaTitle3	魔法洛亞3
AblMahoroaTitle4	魔法洛亞4
AblMahoroaMagicBall	魔力球
AblMahoroaRevoBall	革命球
AblMahoroaRevoFlame	革命火焰
AblMahoroaKillNeedle	弒針
AblMahoroaKillNeedleDouble	雙重弒針
AblMahoroaKillNeedleQuad	四重弒針
AblMahoroaStorm	魔法洛亞猛攻
AblMahoroaGemAppleExplosion	蘋果寶石炸彈
