Glossary.msbt
glossary_Place01	Tail Cave
MarinCapeDate1	This is my first walk with you,\n\x0e\x01\x03\0.\x0e\x01\x04\0
MarinCapeDate2	...\x0e\x01\x04\0
MarinCapeDate3	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_008This cliff will be our secret place.\x0e\x01\x04\0
MarinCapeDate4	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_004Aren't you going to say anything?\x0e\x01\x04\0
BowwowDigHole	WOOF! Dig! RUFF!\x0e\x01\x05\x04Ð\x07\0\0
RichardHateBowwow1	\x0e\x01\x0b\x14\x12\0SE_NPC_RICHARD_005Ahem! Really, I must insist that you not\nbring that awful beast in here!\x0e\x01\x04\0
RichardHateBowwow2	Leave that creature outside and then we\ncan talk! Goodbye!\x0e\x01\x04\0
MermaidNearDive	\x0e\x01\x0b\x14\x12\0SE_NPC_MERMAID_002No scales before I have my necklace back!\x0e\x01\x04\0
AngryHippo1	\x0e\x01\x0b\x12\x10\0SE_NPC_HIPPO_003Leave me alone! I'm trying to sit still so\nSchule can paint my portrait!\x0e\x01\x04\0
AngryHippo2	\x0e\x01\x0b\x12\x10\0SE_NPC_HIPPO_002Quit it!\x0e\x01\x04\0
NoneYahooGranma	Grandma Yahoo's not here. She's in the\n{c[0095ef]}Animal Village{c[ededed]}.\x0e\x01\x04\0\x0e\0\x04\0That's what Grandpa Ulrira said on\nthe phone!\x0e\x01\x04\0
ShellMansionFirst1	I am the spirit of the mansion.\x0e\x01\x04\0\x0e\0\x04\0I have been waiting for someone...\nOne who can overcome the darkness.\x0e\x01\x04\0\x0e\0\x04\0Find the {c[d9456d]}secret shells{c[ededed]}. Then, ascend the\nplatform. You will receive the ultimate sword!\x0e\x01\x04\0
ShellMansionFirst2	Sounds like you should come back with lots\nof shells and try standing on the platform!\x0e\x01\x04\0
NoCompShell	Hmmm. No response. You must not have\nenough shells.\x0e\x01\x04\0
LifeLikeSteal	Didn't you have a shield a second ago?\nDid...did that thing eat it?!\x0e\x01\x04\0
KiKiVSBowwow	\x0e\x01\x0b\x15\x13\0SE_NPC_SARUKIKI_002Kiiiki! What?! All right, mutt! Let's battle!\x0e\x01\x04\0
SleepingTarin	\x0e\x01\x0b\x12\x10\0SE_NPC_TARIN_003Hrrrm...*snore*...Hunh? If'n ya don' know...\ncall old man Ulrira! \x0e\x01\x04\0\x0e\0\x04\0*ZONK*...*snore*...\x0e\x01\x04\0
TarinEatBanana	\x0e\x01\x0b\x12\x10\0SE_NPC_TARIN_007I was hungry somethin' fierce, so I went and\ngot bananas at the beach...\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x03\0, if you want some,\nyou should go and get some!\x0e\x01\x04\0
Worry4childMama	\x0e\x01\x0b\x17\x15\0SE_NPC_QUADMOTHER_001My husband is lost in the mountains!\nHe must be starving!\x0e\x01\x04\0
FlyingCoccoKeeper	\x0e\x01\x0b\x17\x15\0SE_NPC_CUCCOHOUSE_003Wooo! Finally! This flying rooster is the\ngreatest!\x0e\x01\x04\0
MarinAfterBridge	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_008Thank you for everything!\n\x0e\x01\x03\0, you are the\nkindest boy I know.\x0e\x01\x04\0\x0e\0\x04\0One day I made a wish to the {c[d9456d]}Wind Fish{c[ededed]}...\x0e\x01\x04\0\x0e\0\x04\0What was the wish? It was... No, it's secret!\x0e\x01\x04\0
MarinAfterBridge2	{c[d9456d]}\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_002{c[ededed]}\x0e\x01\x03\0, someday you will\nleave this island...\x0e\x01\x04\0\x0e\0\x04\0I just know it in my heart...\x0e\x01\x04\0\x0e\0\x04\0Don't ever forget me... If you do,\nI'll never forgive you!\x0e\x01\x04\0
DanpeiPanelLead1	\x0e\x01\x0b\x13\x11\0SE_NPC_DANPEI_002Hey, you made it out here. That speaks\nwell of you. Maybe you can help me out\nwith a little job.\x0e\x01\x04\0\x0e\0\x04\0I'm {c[d9456d]}Dampé{c[ededed]}, and my job around this island\nis to dig up interesting stuff.\x0e\x01\x04\0\x0e\0\x04\0When you have some time to spare, come\nsee me in my shack over there.\x0e\x01\x04\0
DanpeiPanelLead2	\x0e\x01\x0b\x13\x11\0SE_NPC_DANPEI_001I'll stay posted here while you take care of\nyour other business. Just don't leave me\nwaiting too long, OK?\x0e\x01\x04\0
DanpeiPanelLeadClear1	\x0e\x01\x0b\x13\x11\0SE_NPC_DANPEI_001Good seeing you. Got your other stuff\nsquared away for right now?\x0e\x01\x04\0\x0e\0\x04\0In that case, let's step into my shack.\x0e\x01\x04\0
DanpeiPanelLeadClear2	\x0e\x01\x0b\x13\x11\0SE_NPC_DANPEI_003I'll be along once I get this sign posted.\nYou go on ahead to my shack.\x0e\x01\x04\0
DanpeiPanelLeadClear3	\x0e\x01\x0b\x13\x11\0SE_NPC_DANPEI_001Well, hey there. Got your other stuff squared\naway for right now?\x0e\x01\x04\0\x0e\0\x04\0I got somethin' interesting to show you.\nFollow me into the shack.\x0e\x01\x04\0
System.msbt
TouchBossDoor	Eh? It's locked! You can open the door\nwith the {c[d9456d]}Nightmare Key{c[ededed]}.\x0e\x01\x04\0
TouchNormalDoor	Eh? It's locked! You can open it up with\na {c[d9456d]}small key{c[ededed]}.\x0e\x01\x04\0
GetNeboketake	You pick the {c[d9456d]}toadstool{c[ededed]}... As you hold it\nover your head, a mellow aroma flows\ninto your nostrils.\x0e\x01\x04\0
GetApple	You've picked up an {c[d9456d]}apple{c[ededed]}! Delicious AND\ngood for some hearts!\x0e\x01\x04\0
GetGreenApple	You picked up a {c[d9456d]}green apple{c[ededed]}! These are\nthe best kind for recovering hearts!\x0e\x01\x04\0
SecretMedicine2	You found some {c[d9456d]}secret medicine{c[ededed]}!\x0e\x01\x04\0\x0e\0\x04\0But you've already got some on, so let's\nput this back.\x0e\x01\x04\0
GetArrow	You picked up an arrow! Too bad you don't\nhave a bow to deliver the "ow"...\x0e\x01\x04\0
UFOGetHeart	You've got a {c[d9456d]}big heart{c[ededed]}! Th-thump! All of your\n{c[d9456d]}Heart Containers{c[ededed]} are filled!\x0e\x01\x04\0
GetHeartPiece	You got a {c[d9456d]}Piece of Heart{c[ededed]}!\x0e\x01\x04\0\x0e\0\x04\0Press \x0e\x01\x01\x01\x0e to open the subscreen and see.\x0e\x01\x04\0
GetGreatFairyPanel	You got the {c[d9456d]}Great Fairy's Chamber{c[ededed]}!\x0e\x01\x04\0
GetGreatMoblinPanel	You got the {c[d9456d]}Moblin Chief's Chamber{c[ededed]}!\x0e\x01\x04\0
GetSoldierPanel	You got the {c[d9456d]}Ball and Chain Trooper's\nChamber{c[ededed]}!\x0e\x01\x04\0
GetCrackPanel	You got the {c[d9456d]}Winged Item Chamber{c[ededed]}!\x0e\x01\x04\0
GetArmosKnightPanel	You got the {c[d9456d]}Armos Knight's Chamber{c[ededed]}!\x0e\x01\x04\0
GetShadowLinkChip	You got the {c[d9456d]}+Shadow Link Effect{c[ededed]}! Cast a\nterrifying shadow over your dungeon!\x0e\x01\x04\0
GetPanel	You got a {c[d9456d]}chamber{c[ededed]}! Slot it into the dungeon\nto see what's inside!\x0e\x01\x04\0
GetPanelPlural	You got some new {c[d9456d]}chambers{c[ededed]}! Slot them into\nthe dungeon to see what's inside!\x0e\x01\x04\0
GetEXRupee	You got a {c[d9456d]}+Rupees Effect{c[ededed]}!\x0e\x01\x04\0\x0e\0\x04\0Apply this to a chamber to make it rain!\x0e\x01\x04\0
GetEXHeart	You got a {c[d9456d]}+Hearts Effect{c[ededed]}!\x0e\x01\x04\0\x0e\0\x04\0Apply it to a chamber to get showered\nin hearts!\x0e\x01\x04\0
GetEXEnemy	You got a {c[d9456d]}+Monsters Effect{c[ededed]}!\x0e\x01\x04\0\x0e\0\x04\0Apply it to a chamber to add a horde of\nmonsters!\x0e\x01\x04\0
GetEXBomb	You got a {c[d9456d]}+Bombs Effect{c[ededed]}!\x0e\x01\x04\0\x0e\0\x04\0Apply it to a chamber for a deluge of bombs!\x0e\x01\x04\0
GetEXFallMaster	You got a {c[d9456d]}+Wallmasters Effect{c[ededed]}!\x0e\x01\x04\0\x0e\0\x04\0Apply it to a chamber to make Wallmasters\nreach for you!\x0e\x01\x04\0
BuyBow	Bow and arrow set—only {c[d9456d]}980 rupees{c[ededed]}!\x0e\x01\x07\0\x0e\0\x04\0Buy \x0e\0\x04\0\x0e\x01\t\0No way
BuyArrow	Ten arrows for {c[d9456d]}10 rupees{c[ededed]}.\x0e\x01\x07\0\x0e\0\x04\0Buy\x0e\0\x04\0\x0e\x01\t\0Don't
BuyScoop	Deluxe shovel: {c[d9456d]}200 rupees{c[ededed]}!\nSeems expensive!\x0e\x01\x07\0\x0e\0\x04\0Buy\x0e\0\x04\0\x0e\x01\t\0No way!
BuyHeart	Three hearts, just {c[d9456d]}10 rupees{c[ededed]}!\x0e\x01\x07\0\x0e\0\x04\0Buy\x0e\0\x04\0Don't\x0e\x01\t\0
BuyShield	Shield, {c[d9456d]}20 rupees{c[ededed]}!\x0e\x01\x07\0\x0e\0\x04\0Buy\x0e\0\x04\0\x0e\x01\t\0Don't
BuyBomb	Ten bombs: {c[d9456d]}10 rupees{c[ededed]}.\x0e\x01\x07\0\x0e\0\x04\0Buy\x0e\0\x04\0\x0e\x01\t\0Don't
BuyHeartPeace	Piece of Heart: a low {c[d9456d]}200 rupees{c[ededed]}!\x0e\x01\x07\0\x0e\0\x04\0Buy\x0e\0\x04\0\x0e\x01\t\0Don't
BuyPanelPeace	Chamber stone: {c[d9456d]}1,280 rupees{c[ededed]}.\x0e\x01\x07\0\x0e\0\x04\0Buy\x0e\0\x04\0\x0e\x01\t\0Don't
PriceTagBow	Bow and Arrow Set\n{c[d9456d]}980 Rupees{c[ededed]}\x0e\x01\x06\0
PriceTagArrow	10 Arrows\n{c[d9456d]}10 Rupees{c[ededed]}\x0e\x01\x06\0
PriceTagScoop	Deluxe Shovel\n{c[d9456d]}200 Rupees{c[ededed]}\x0e\x01\x06\0
PriceTagHeart	3 Hearts\n{c[d9456d]}10 Rupees{c[ededed]}\x0e\x01\x06\0
PriceTagShield	Shield\n{c[d9456d]}20 Rupees{c[ededed]}\x0e\x01\x06\0
PriceTagBomb	10 Bombs\n{c[d9456d]}10 Rupees{c[ededed]}\x0e\x01\x06\0
PriceTagPanelPeace	Chamber Stone\n{c[d9456d]}1,280 Rupees{c[ededed]}\x0e\x01\x06\0
PriceTagHeartPeace	Piece of Heart\n{c[d9456d]}200 Rupees{c[ededed]}\x0e\x01\x06\0
OpenKanaletGate	Hunh? It sounds like the castle gate opened!\nYou can easily leave the castle now!\x0e\x01\x04\0
GetShield	It's a {c[d9456d]}shield{c[ededed]}! There's even space for\nyour name!\x0e\x01\x04\0
TakeMagicPowder	You got some {c[d9456d]}magic powder{c[ededed]}! Open the\nsubscreen with \x0e\x01\x01\x01\x0e, and set it to either\n\x0e\x01\x01\x01\x04 or \x0e\x01\x01\x01\x05.\x0e\x01\x04\0
BuyMagicPowder	You got some {c[d9456d]}magic powder{c[ededed]}! Try to sprinkle\nit on many things!\x0e\x01\x04\0
GetBottle	You got a {c[d9456d]}fairy bottle{c[ededed]}! It looks big\nenough to hold a fairy inside.\x0e\x01\x04\0
GetPanelDungeonPiece	You got a {c[d9456d]}chamber stone{c[ededed]}! Holding it gives\nyou an eerie feeling...\x0e\x01\x04\0
UFOGetYossy	You got a {c[d9456d]}Yoshi doll{c[ededed]}! You can't count how\nmany games you've seen him in now!\x0e\x01\x04\0
UFOGetRupee20	You got {c[d9456d]}20 rupees{c[ededed]}! You came out ahead!\x0e\x01\x04\0
UFOGetRupee50	You got {c[d9456d]}50 rupees{c[ededed]}! Your wallet is bursting!\x0e\x01\x04\0
UFOGetMagicPowder	You got some {c[d9456d]}magic powder{c[ededed]}! There's enough\nhere for 10 uses!\x0e\x01\x04\0
UFOGetBomb	You got the {c[d9456d]}bombs{c[ededed]}! Very nice! These come\nin a set of 20.\x0e\x01\x04\0
UFOGetShield	You got a {c[d9456d]}shield{c[ededed]}! It might be a good idea to\nwrite your name on it later.\x0e\x01\x04\0
UFOGetHeartPeace	You got a {c[d9456d]}Piece of Heart{c[ededed]}! What a rare find!\x0e\x01\x04\0
UFOGetSecretShell	You got a {c[d9456d]}secret seashell{c[ededed]}! Put it to your ear\nand hear those whispered secrets...\x0e\x01\x04\0
UFOGetPeace	You got a {c[d9456d]}chamber stone{c[ededed]}! Why's it feel\nso strange?\x0e\x01\x04\0
UFOGetCanCam	You got a {c[d9456d]}CiaoCiao figure{c[ededed]}! There must be\nsomewhere you can display it...\x0e\x01\x04\0
UFOGetkuribo	You got a {c[d9456d]}Goomba figure{c[ededed]}! Try to resist the\nurge to jump on it.\x0e\x01\x04\0
UFOGettogezo	You got a {c[d9456d]}Spiny figure{c[ededed]}! Made with real\nmetal spikes!\x0e\x01\x04\0
UFOGetteresa	You got a {c[d9456d]}Boo figure{c[ededed]}! As spooky ghosts\ngo, this one's pretty cute!\x0e\x01\x04\0
UFOGetpukupuku	You got a {c[d9456d]}Cheep Cheep figure{c[ededed]}!\nDisclaimer: cannot actually fly.\x0e\x01\x04\0
UFOGetGeso	You got a {c[d9456d]}Blooper figure{c[ededed]}!\nIt's not so menacing outside of the water.\x0e\x01\x04\0
UFOGetHeiho	You got a {c[d9456d]}Shy Guy figure{c[ededed]}!\nJust don't ask what's underneath the mask.\x0e\x01\x04\0
UFOGetPakkun	You got a {c[d9456d]}Piranha Plant figure{c[ededed]}! You know,\nthe flower that pops out from the pipes.\x0e\x01\x04\0
UFOGetSanbo	You got a {c[d9456d]}Pokey figure{c[ededed]}!\nThe memory of meeting these still stings...\x0e\x01\x04\0
UFOGetBowwow	You got a {c[d9456d]}BowWow figure{c[ededed]}!\nIt's scarily realistic!\x0e\x01\x04\0
CheckCanCam	Is this a stand for something?\nIt says, "{c[d9456d]}CiaoCiao{c[ededed]}"...\x0e\x01\x04\0
Checkkuribo	Is this a stand for something?\nIt says, "{c[d9456d]}Goomba{c[ededed]}"...\x0e\x01\x04\0
Checktogezo	Is this a stand for something?\nIt says, "{c[d9456d]}Spiny{c[ededed]}"...\x0e\x01\x04\0
Checkteresa	Is this a stand for something?\nIt says, "{c[d9456d]}Boo{c[ededed]}"...\x0e\x01\x04\0
Checkpukupuku	Is this a stand for something?\nIt says, "{c[d9456d]}Cheep Cheep{c[ededed]}"...\x0e\x01\x04\0
CheckGeso	Is this a stand for something?\nIt says, "{c[d9456d]}Blooper{c[ededed]}"...\x0e\x01\x04\0
CheckHeiho	Is this a stand for something?\nIt says, "{c[d9456d]}Shy Guy{c[ededed]}"...\x0e\x01\x04\0
CheckPakkun	Is this a stand for something?\nIt says, "{c[d9456d]}Piranha Plant{c[ededed]}"...\x0e\x01\x04\0
CheckSanbo	Is this a stand for something?\nIt says, "{c[d9456d]}Pokey{c[ededed]}"...\x0e\x01\x04\0
CheckBowwow	Is this a stand for something?\nIt says, "{c[d9456d]}BowWow{c[ededed]}"...\x0e\x01\x04\0
QuestCanCam	Place the {c[d9456d]}CiaoCiao figure {c[ededed]}here?\x0e\x01\x07\0\x0e\0\x04\0Place it\x0e\0\x04\0\x0e\x01\t\0Don't
Questkuribo	Place the {c[d9456d]}Goomba figure {c[ededed]}here?\x0e\x01\x07\0\x0e\0\x04\0Place it\x0e\0\x04\0\x0e\x01\t\0Don't
Questtogezo	Place the {c[d9456d]}Spiny figure {c[ededed]}here?\x0e\x01\x07\0\x0e\0\x04\0Place it\x0e\0\x04\0\x0e\x01\t\0Don't
Questteresa	Place the {c[d9456d]}Boo figure {c[ededed]}here?\x0e\x01\x07\0\x0e\0\x04\0Place it\x0e\0\x04\0\x0e\x01\t\0Don't
Questpukupuku	Place the {c[d9456d]}Cheep Cheep figure {c[ededed]}here?\x0e\x01\x07\0\x0e\0\x04\0Place it\x0e\0\x04\0\x0e\x01\t\0Don't
QuestGeso	Place the {c[d9456d]}Blooper figure {c[ededed]}here?\x0e\x01\x07\0\x0e\0\x04\0Place it\x0e\0\x04\0\x0e\x01\t\0Don't
QuestHeiho	Place the {c[d9456d]}Shy Guy figure {c[ededed]}here?\x0e\x01\x07\0\x0e\0\x04\0Place it\x0e\0\x04\0\x0e\x01\t\0Don't
QuestPakkun	Place the {c[d9456d]}Piranha Plant figure {c[ededed]}here?\x0e\x01\x07\0\x0e\0\x04\0Place it\x0e\0\x04\0\x0e\x01\t\0Don't
QuestSanbo	Place the {c[d9456d]}Pokey figure {c[ededed]}here?\x0e\x01\x07\0\x0e\0\x04\0Place it\x0e\0\x04\0\x0e\x01\t\0Don't
QuestBowwow	Place the {c[d9456d]}BowWow figure {c[ededed]}here?\x0e\x01\x07\0\x0e\0\x04\0Place it\x0e\0\x04\0\x0e\x01\t\0Don't
SeeCanCam	It's a {c[d9456d]}CiaoCiao figure{c[ededed]}. Like the real thing,\nit requires a lot of love and a lot of patience.\x0e\x01\x04\0
Seekuribo	It's a {c[d9456d]}Goomba figure{c[ededed]}. Its maker put a lot of\nlove into sculpting the eyebrows!\x0e\x01\x04\0
Seetogezo	It's a {c[d9456d]}Spiny figure{c[ededed]}. If only you had armor this\nhard and this sharp.\x0e\x01\x04\0
Seeteresa	It's a {c[d9456d]}Boo figure{c[ededed]}. Hm? It's looking you in\nthe eye and still smiling?\x0e\x01\x04\0
Seepukupuku	It's a {c[d9456d]}Cheep Cheep figure{c[ededed]}. Made with\nwaterproof paint!\x0e\x01\x04\0
SeeGeso	It's a {c[d9456d]}Blooper figure{c[ededed]}. Squids are the hot new\nthing with kids today.\x0e\x01\x04\0
SeeHeiho	It's a {c[d9456d]}Shy Guy figure{c[ededed]}. The eyes are holes,\nbut...why can't you see anything inside?\x0e\x01\x04\0
SeePakkun	It's a {c[d9456d]}Piranha Plant figure{c[ededed]}. What do they\nwater these things with?\x0e\x01\x04\0
SeeSanbo	It's a {c[d9456d]}Pokey figure{c[ededed]}. Each segment is\ndetachable—even the head!\x0e\x01\x04\0
SeeBowwow	It's a {c[d9456d]}BowWow figure{c[ededed]}. Guaranteed to stay\nperfectly still.\x0e\x01\x04\0
AddHeartContainer	You got four {c[d9456d]}Pieces of Heart{c[ededed]}! Your maximum\nnumber of hearts increased, and your\nhealth has been filled too!\x0e\x01\x04\0
TouchIceBlock	Brrrr... This is a block of solid ice!\nIt's very cold!\x0e\x01\x04\0
TouchBombRock	This rock has many cracks. There must be\nsome way to shatter it...\x0e\x01\x04\0
TouchAttackRock	Oh? What a weird object! There must be\nsome way to tackle this obstacle.\x0e\x01\x04\0
TouchKeyBlock	Hunh? This rock has a keyhole! \x0e\x01\x04\0\nYou should come back with a key!\x0e\x01\x04\0
TouchLiftRock	Wow! This looks pretty heavy! You won't be\nable to lift it with just your bare hands...\x0e\x01\x04\0
TouchLiftHeavyObject	Oof! This looks heavier than heavy!\nYour current strength won't cut it...\x0e\x01\x04\0
TouchWeathercock	It doesn't budge an inch.\x0e\x01\x04\0
NotSongOcarina	Well, it's an ocarina, but you don't know\nhow to play it...\x0e\x01\x04\0
GetPowerBracelet	You found the {c[d9456d]}Power Bracelet{c[ededed]}!\x0e\x01\x04\0\nAt last, you can pick up pots and stones!\x0e\x01\x04\0
GetHookShot	You got the {c[d9456d]}Hookshot{c[ededed]}! Its chain stretches \nlong when you use it!\x0e\x01\x04\0
GetMagicRod	You got the {c[d9456d]}Magic Rod{c[ededed]}! Now you can\nburn things! Burn it! Burn it all down!\x0e\x01\x04\0
GetPegasusBoots	You got the {c[d9456d]}Pegasus Boots{c[ededed]}! If you hold \x0e\x01\x01\x01\x0c,\nyou can dash. Try going for a long jump!\x0e\x01\x04\0
GetOcarina	You got the {c[d9456d]}ocarina{c[ededed]}! You should learn to\nplay many songs!\x0e\x01\x04\0
GetRocsFeather	You got the {c[d9456d]}Roc's feather{c[ededed]}! It feels like\nyour body is a lot lighter!\x0e\x01\x04\0
GetScoop	You got a {c[d9456d]}shovel{c[ededed]}! Now you can feel the\njoy of digging! All you have to do is set it\nto \x0e\x01\x01\x01\x04 or \x0e\x01\x01\x01\x05 on the subscreen.\x0e\x01\x04\0
GetBomb	You got a {c[d9456d]}bomb{c[ededed]}! Way to go!\x0e\x01\x04\0
GetAnglerWeb	You got the {c[d9456d]}flippers{c[ededed]}! Dive underwater\nwith \x0e\x01\x01\x01., or press \x0e\x01\x01\x017 to swim quickly.\x0e\x01\x04\0
GetDrug	You found some {c[d9456d]}secret medicine{c[ededed]}!\x0e\x01\x04\0\nApply it and see what happens!\x0e\x01\x04\0
GetTailkey	You got the {c[d9456d]}Tail Key{c[ededed]}! Now you can open\nthe Tail Cave gate!\x0e\x01\x04\0
GetSlimeKey	You got the {c[d9456d]}Slime Key{c[ededed]}! Now you can\nopen the gate in Ukuku Prairie!\x0e\x01\x04\0
GetAnglerKey	You got the {c[d9456d]}Angler Key{c[ededed]}!\x0e\x01\x04\0
GetFaceKey	You got the {c[d9456d]}Face Key{c[ededed]}!\x0e\x01\x04\0
GetBirdKey	You got the {c[d9456d]}Bird Key{c[ededed]}!\x0e\x01\x04\0
GetMap	At last, you got a {c[d9456d]}map{c[ededed]}! Press \x0e\x01\x01\x01\x0f to look at it!\x0e\x01\x04\0
GetCompass	You got the {c[d9456d]}compass{c[ededed]}! Now you can see\nwhere the chests and Nightmare are hidden!\x0e\x01\x04\0\x0e\0\x04\0This compass has a new feature—a tone\nwill tell you if a key is nearby!\x0e\x01\x04\0
GetStoneBeak	You found a {c[d9456d]}stone beak{c[ededed]}! Now to find an\nowl statue to fit it into...\x0e\x01\x04\0
GetBossKey	You got the {c[d9456d]}Nightmare Key{c[ededed]}!\nNow you can open the door to the \nNightmare's lair!\x0e\x01\x04\0
GetSmallKey	You got a {c[d9456d]}small key{c[ededed]}! It can open a\nlocked door.\x0e\x01\x04\0
Get1Rupee	You got {c[d9456d]}1 rupee{c[ededed]}!\x0e\x01\x04\0
Get5Rupee	You got {c[d9456d]}5 rupees{c[ededed]}!\x0e\x01\x04\0
Get20Rupee	You got {c[d9456d]}20 rupees{c[ededed]}! JOY!\x0e\x01\x04\0
Get50Rupee	You got {c[d9456d]}50 rupees{c[ededed]}! Very nice!\x0e\x01\x04\0
Get100Rupee	You got {c[d9456d]}100 rupees{c[ededed]}! You're happy!\x0e\x01\x04\0
Get300Rupee	You got {c[d9456d]}300 rupees{c[ededed]}! You're overjoyed!\x0e\x01\x04\0
GetGoldLeaf	You found a {c[d9456d]}golden leaf{c[ededed]}!\x0e\x01\x04\0
GetMirrorShield	You got the {c[d9456d]}Mirror Shield{c[ededed]}! You can\nnow turn back beams!\x0e\x01\x04\0
GetPowerfulBracelet	You got a more {c[d9456d]}Powerful Bracelet{c[ededed]}!\nYou feel like you could lift an elephant!\x0e\x01\x04\0
GetSecretShell	You found a {c[d9456d]}secret seashell{c[ededed]}! If you collect\na lot of these, there could be something\nin it for you!\x0e\x01\x04\0
GetSecretShellAnother	You found a {c[d9456d]}secret seashell{c[ededed]}!\n...But what do you do with it?\x0e\x01\x04\0
GetBottleFairy	You caught a {c[d9456d]}fairy {c[ededed]}in the bottle. Set it free\nanytime you want to get healed!\x0e\x01\x04\0
CheckBookshelf	This is a bookshelf.\x0e\x01\x04\0\x0e\0\x04\0What? You could see that? OK.\x0e\x01\x04\0
CheckDresser	\x0e\x01\x03\0 checked out the\ndresser. Yep! Everything checks out!\x0e\x01\x04\0
CheckShelf	\x0e\x01\x03\0 checked the chest.\nWow! This is a nice chest!\x0e\x01\x04\0
CheckGhostShelf	The door to the cabinet is hanging off\nits hinges.\x0e\x01\x04\0\x0e\0\x04\0Nobody's used this thing in a while...\x0e\x01\x04\0
CheckMermaidFigure	          "THE MOURNING MERMAID"\n                       By SCHULE\x0e\x01\x04\0\x0e\0\x04\0Hm? A {c[d9456d]}scale {c[ededed]}is missing...\x0e\x01\x04\0
CheckMermaidFigure2	"THE MOURNING MERMAID"\n              By SCHULE\x0e\x01\x04\0
CheckShieldBook	"How to Handle Your Shield Like a Pro!"\n\nRead this book?\x0e\x01\x07\0\x0e\0\x04\0Yes\x0e\0\x04\0\x0e\x01\t\0No
ReadShieldBook	"If you hold \x0e\x01\x01\x01\x0d, you can {c[63e343]}defend {c[ededed]}yourself\nfrom enemy attacks, and you can {c[63e343]}push\n{c[ededed]}enemies, too... \x0e\x01\x04\0\x0e\0\x04\0"Besides the standard shield, there is also\na {c[d9456d]}mirrored {c[ededed]}variety that can reflect beams!"\x0e\x01\x04\0
CheckItemSelect	"Selecting the Item That's Right for You"\n\nRead this book?\x0e\x01\x07\0\x0e\0\x04\0Yes\x0e\0\x04\0\x0e\x01\t\0No
ReadItemSelect	"The {c[d9456d]}{c[63e343]}subscreen{c[d9456d]} {c[ededed]}you can get to with \x0e\x01\x01\x01\x0e is\nvery useful! You can select your favorite\nitems for the \x0e\x01\x01\x01\x04 and \x0e\x01\x01\x01\x05 buttons there.\x0e\x01\x04\0\x0e\0\x04\0"Try many different things to find what's\nright for you!"\x0e\x01\x04\0
CheckMapandMemo	"Maps and Memories Guide Book"\n\nRead this book? \x0e\x01\x07\0\x0e\0\x04\0Yes\x0e\0\x04\0\x0e\x01\t\0No
ReadMapandMemo	"You can see an island {c[63e343]}map {c[ededed]}by pressing \x0e\x01\x01\x01\x0f.\nZoom in or out with \x0e\x01\x01\x01\x1b. The rough parts of\nthe map are places you have not yet visited.\x0e\x01\x04\0\x0e\0\x04\0"If there's a place you want to remember for\nlater, you can press \x0e\x01\x01\x01\x15 to mark it with a {c[63e343]}pin{c[ededed]}.\x0e\x01\x04\0\x0e\0\x04\0"Press \x0e\x01\x01\x01\x16 to look back on your adventure,\nrevisiting {c[63e343]}memories {c[ededed]}of things you learned\nor conversations you had."\x0e\x01\x04\0\x0e\0\x04\0Ahhh! How convenient!\x0e\x01\x04\0
CheckTurnAttack	"Secrets of the Whirling Blade"\n\nRead this book?\x0e\x01\x07\0\x0e\0\x04\0Yes\x0e\0\x04\0\x0e\x01\t\0No
ReadTurnAttack	"The Whirling Blade technique has been\nhanded down from generation to generation\nby the family of the hero.\x0e\x01\x04\0\x0e\0\x04\0"To use it, hold down \x0e\x01\x01\x01/ and build up your\npower. When you have enough, you can\nrelease it!\x0e\x01\x04\0\x0e\0\x04\0"Can you master this?"\x0e\x01\x04\0
CheckWarpRule	"The Properties of Warp Points"\n\nRead this book?\x0e\x01\x07\0\x0e\0\x04\0Yes\x0e\0\x04\0\x0e\x01\t\0No
ReadWarpRule	"There are some {c[63e343]}warp points{c[ededed]} on Koholint\nIsland. You can warp to and fro using\nthese spots.\x0e\x01\x04\0\x0e\0\x04\0"You can warp only to a point you have \nstood on with your own two feet..."\x0e\x01\x04\0
CheckLiftBomb	"Fun with Bombs"\n\nRead this book?\x0e\x01\x07\0\x0e\0\x04\0Yes\x0e\0\x04\0\x0e\x01\t\0No
ReadLiftBomb	"After you put a bomb down, you can {c[63e343]}pick it\nup by pressing \x0e\x01\x01\x010 again{c[ededed]}.\x0e\x01\x04\0\x0e\0\x04\0"You can then throw it by pushing \x0e\x01\x01\x010 one\nmore time.\x0e\x01\x04\0\x0e\0\x04\0"Did you know that?"\x0e\x01\x04\0
CheckIslandMap	"Atlas of Koholint Island"\n\nYou can look up the name of a place...\x0e\x01\x04\0\x0e\0\x04\0Do you want to look at this map?\x0e\x01\x07\0\x0e\0\x04\0Look\x0e\0\x04\0\x0e\x01\t\0Don't
CheckSecretBook	"Dark Secrets and Mysteries of Koholint"\n\nDo you really want to read it?\x0e\x01\x07\0\x0e\0\x04\0Yes\x0e\0\x04\0\x0e\x01\t\0No
