Glossary.msbt
glossary_Place01	长尾大空洞
AngryHippo2	\x0e\x01\x0b\x12\x10\0SE_NPC_HIPPO_002吼～骂人喽！\x0e\x01\x04\0
NoneYahooGranma	亚荷奶奶不见了？！\n…………一切谜题都解开了！\x0e\x01\x04\0\n我以乌鲁里拉爷爷的名义发誓，\n奶奶就在{c[0095ef]}动物村{c[ededed]}！\x0e\x01\x04\0\n……其实我只是\n从电话里听来的……\x0e\x01\x04\0
ShellMansionFirst1	……空无一人的房子里……\n……回荡着声音……\x0e\x01\x04\0\n我是寄宿于\n贝壳馆之人……\x0e\x01\x04\0\n我一直在等待\n能对抗黑暗力量之人。\x0e\x01\x04\0\n……收集隐藏在\n岛上各处的{c[d9456d]}秘密贝壳{c[ededed]}吧！\x0e\x01\x04\0\n{c[d9456d]}拿着收集到的秘密贝壳\n站到台座上吧{c[ededed]}……\x0e\x01\x04\0\n拥有资格者，将获赐\n光明力量之剑！\x0e\x01\x04\0
ShellMansionFirst2	好！试着多多收集贝壳，\n再站到台座上吧。\x0e\x01\x04\0
NoCompShell	……没有反应……\n贝壳的数量似乎不够……\x0e\x01\x04\0
LifeLikeSteal	啊！你手上的盾不见了！\n……被吃掉了吗！？\x0e\x01\x04\0
KiKiVSBowwow	\x0e\x01\x0b\x15\x13\0SE_NPC_SARUKIKI_002搞什么！这只笨汪汪！\n来决一胜负吧！！呜吱吱～吱！\x0e\x01\x04\0
SleepingTarin	\x0e\x01\x0b\x12\x10\0SE_NPC_TARIN_003唔……要是有不明白的事，\n可以打电话给乌鲁里拉爷爷唷……\x0e\x01\x04\0\n……呼～呼～呼～\x0e\x01\x04\0
TarinEatBanana	\x0e\x01\x0b\x12\x10\0SE_NPC_TARIN_007我肚子饿了，所以去海滩那里\n拿了些香蕉，咀嚼咀嚼……\x0e\x01\x04\0\n\x0e\x01\x03\0，你要是也想要的话，\n可以自己去拿唷……\x0e\x01\x04\0
Worry4childMama	\x0e\x01\x0b\x17\x15\0SE_NPC_QUADMOTHER_001我老公……\n好像如同他所说的一样遇难了。\x0e\x01\x04\0\n有没有人可以带着食物\n去救救他呢～？\x0e\x01\x04\0
FlyingCoccoKeeper	\x0e\x01\x0b\x17\x15\0SE_NPC_CUCCOHOUSE_003哎～！果然飞天咕咕鸡\n是最棒的唷！\x0e\x01\x04\0
MarinAfterBridge	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_008刚才真是谢谢你……\n\x0e\x01\x03\0真的很酷呢。\x0e\x01\x04\0\n我刚刚向{c[d9456d]}风鱼{c[ededed]}\n许愿了……\x0e\x01\x04\0\n嗯？你问我许了什么愿望？\n那就是……不告诉你！那是秘密喔！\x0e\x01\x04\0
MarinAfterBridge2	{c[d9456d]}\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_002\x0e\x01\x03\0{c[ededed]}总有一天\n会离开这座岛屿吧……\x0e\x01\x04\0\n我隐隐约约……能察觉得到……\n{c[d9456d]}\x0e\x01\x03\0{c[ededed]}会离开这里。\x0e\x01\x04\0\n……别忘记我喔。\n要是把我忘掉，我可是不会原谅你的喔！\x0e\x01\x04\0
DanpeiPanelLead1	\x0e\x01\x0b\x13\x11\0SE_NPC_DANPEI_002嗯？你在岛上四处旅行哒吗？\n那么有件事想拜托你哒。\x0e\x01\x04\0\n我叫{c[d9456d]}丹培{c[ededed]}，\n正在调查这座岛上的遗迹哒。\x0e\x01\x04\0\n等你解决手上的事情后，\n希望你能抽空到我的小屋来，它就在前面哒。\x0e\x01\x04\0
DanpeiPanelLead2	\x0e\x01\x0b\x13\x11\0SE_NPC_DANPEI_001我会在这里等你\n解决手上的事情哒。要尽快哒唷。\x0e\x01\x04\0
DanpeiPanelLeadClear1	\x0e\x01\x0b\x13\x11\0SE_NPC_DANPEI_001啊，是你啊。\n看来你把事情都解决了哒。\x0e\x01\x04\0\n跟着这路牌上的箭头指示，\n到我的小屋来哒吧。\x0e\x01\x04\0
DanpeiPanelLeadClear2	\x0e\x01\x0b\x13\x11\0SE_NPC_DANPEI_003我得先把路牌设好哒。\n你先到小屋等我哒。\x0e\x01\x04\0
DanpeiPanelLeadClear3	\x0e\x01\x0b\x13\x11\0SE_NPC_DANPEI_001喔！你终于来了哒。\n看来你把事情都解决了哒。\x0e\x01\x04\0\n让你见识一下有趣的东西哒。\n到小屋里面去哒吧。\x0e\x01\x04\0
System.msbt
TouchBossDoor	唔？锁住了！\n或许用{c[d9456d]}首领钥匙{c[ededed]}就能打开……\x0e\x01\x04\0
TouchNormalDoor	唔？锁住了！\n或许用{c[d9456d]}小钥匙{c[ededed]}就能打开……\x0e\x01\x04\0
GetNeboketake	捡到了{c[d9456d]}蘑菇{c[ededed]}！\n芬芳的气味沁人心脾。\x0e\x01\x04\0
GetApple	捡到了{c[d9456d]}苹果{c[ededed]}！\n可以恢复少许心数！\x0e\x01\x04\0
GetGreenApple	捡到了{c[d9456d]}青苹果{c[ededed]}！\n可以恢复大量心数！\x0e\x01\x04\0
SecretMedicine2	哇！这是{c[d9456d]}秘密药品{c[ededed]}！\x0e\x01\x04\0\x0e\0\x04\0可是身上已经涂过了，\n这个还是放回去吧！\x0e\x01\x04\0
GetArrow	捡到了箭！\n……可是没有弓不能使用……\x0e\x01\x04\0
UFOGetHeart	拿到了{c[d9456d]}活力补品{c[ededed]}！\n噗通噗通！心回满了！\x0e\x01\x04\0
GetHeartPiece	得到了{c[d9456d]}心之碎片{c[ededed]}！\x0e\x01\x04\0\x0e\0\x04\0按下\x0e\x01\x01\x01\x0e打开道具画面\n就可以确认了喔！\x0e\x01\x04\0
GetGreatFairyPanel	得到了{c[d9456d]}大妖精嵌板{c[ededed]}！\x0e\x01\x04\0
GetGreatMoblinPanel	得到了{c[d9456d]}大布林嵌板{c[ededed]}！\x0e\x01\x04\0
GetSoldierPanel	得到了{c[d9456d]}铁球兵嵌板{c[ededed]}！\x0e\x01\x04\0
GetCrackPanel	得到了{c[d9456d]}羽毛道具嵌板{c[ededed]}！\x0e\x01\x04\0
GetArmosKnightPanel	得到了{c[d9456d]}巨霸阿默斯嵌板{c[ededed]}！\x0e\x01\x04\0
GetShadowLinkChip	得到了{c[d9456d]}暗影林克＋拼片{c[ededed]}！\n暗影林克会出现于迷宫内！\x0e\x01\x04\0
GetPanel	得到了{c[d9456d]}嵌板{c[ededed]}！\n是怎样的嵌板呢？使用看看吧～！\x0e\x01\x04\0
GetPanelPlural	得到了一些{c[d9456d]}嵌板{c[ededed]}！\n是怎样的嵌板呢？使用看看吧～！\x0e\x01\x04\0
GetEXRupee	得到了{c[d9456d]}卢比＋拼片{c[ededed]}！\x0e\x01\x04\0\x0e\0\x04\0只要在嵌板迷宫设置，\n就会有许多卢比从天而降！\x0e\x01\x04\0
GetEXHeart	得到了{c[d9456d]}心＋拼片{c[ededed]}！\x0e\x01\x04\0\x0e\0\x04\0只要在嵌板迷宫设置，\n就会有许多心从天而降！\x0e\x01\x04\0
GetEXEnemy	得到了{c[d9456d]}怪物增加＋拼片{c[ededed]}！\x0e\x01\x04\0\x0e\0\x04\0只要在嵌板迷宫设置，\n就会出现许多怪物！\x0e\x01\x04\0
GetEXBomb	得到了{c[d9456d]}炸弹＋拼片{c[ededed]}！\x0e\x01\x04\0\x0e\0\x04\0只要在嵌板迷宫设置，\n就会有许多炸弹从天而降！\x0e\x01\x04\0
GetEXFallMaster	得到了{c[d9456d]}天魔手＋拼片{c[ededed]}！\x0e\x01\x04\0\x0e\0\x04\0只要在嵌板迷宫设置，\n天魔手就会出现！\x0e\x01\x04\0
BuyBow	弓箭组合　{c[d9456d]}980卢比{c[ededed]}\x0e\x01\x07\0\x0e\0\x04\0买\x0e\0\x04\0\x0e\x01\t\0太贵了！
BuyArrow	10支　箭　{c[d9456d]}10卢比{c[ededed]}\x0e\x01\x07\0\x0e\0\x04\0买\x0e\0\x04\0\x0e\x01\t\0不需要
BuyScoop	酷炫铁铲　{c[d9456d]}200卢比{c[ededed]}\x0e\x01\x07\0\x0e\0\x04\0买\x0e\0\x04\0\x0e\x01\t\0不需要
BuyHeart	3颗　心　{c[d9456d]}10卢比{c[ededed]}\x0e\x01\x07\0\x0e\0\x04\0买\x0e\0\x04\0\x0e\x01\t\0不买！
BuyShield	盾　{c[d9456d]}20卢比{c[ededed]}\n还可以写上名字。\x0e\x01\x07\0\x0e\0\x04\0买\x0e\0\x04\0\x0e\x01\t\0不买
BuyBomb	10个　炸弹　{c[d9456d]}10卢比{c[ededed]}\x0e\x01\x07\0\x0e\0\x04\0买\x0e\0\x04\0\x0e\x01\t\0不买
BuyHeartPeace	1个　心之碎片　{c[d9456d]}200卢比{c[ededed]}\x0e\x01\x07\0\x0e\0\x04\0买\x0e\0\x04\0\x0e\x01\t\0不买
BuyPanelPeace	1个　嵌石　{c[d9456d]}1280卢比{c[ededed]}\x0e\x01\x07\0\x0e\0\x04\0买\x0e\0\x04\0\x0e\x01\t\0太贵了！
PriceTagBow	弓箭组合\n{c[d9456d]}980卢比{c[ededed]}\x0e\x01\x06\0
PriceTagArrow	10支　箭\n{c[d9456d]}10卢比{c[ededed]}\x0e\x01\x06\0
PriceTagScoop	酷炫铁铲\n{c[d9456d]}200卢比{c[ededed]}\x0e\x01\x06\0
PriceTagHeart	3颗　心\n{c[d9456d]}10卢比{c[ededed]}\x0e\x01\x06\0
PriceTagShield	盾\n{c[d9456d]}20卢比{c[ededed]}\x0e\x01\x06\0
PriceTagBomb	10个　炸弹\n{c[d9456d]}10卢比{c[ededed]}\x0e\x01\x06\0
PriceTagPanelPeace	嵌石\n{c[d9456d]}1280卢比{c[ededed]}\x0e\x01\x06\0
PriceTagHeartPeace	心之碎片\n{c[d9456d]}200卢比{c[ededed]}\x0e\x01\x06\0
OpenKanaletGate	哦？城门打开了！\n这样回去就很轻松了！\x0e\x01\x04\0
GetShield	得到了{c[d9456d]}盾{c[ededed]}！\n在背面写上名字吧！\x0e\x01\x04\0
TakeMagicPowder	得到了{c[d9456d]}魔法粉{c[ededed]}！\n按下\x0e\x01\x01\x01\x0e打开道具画面，设置在\x0e\x01\x01\x01\x04或\x0e\x01\x01\x01\x05上吧。\x0e\x01\x04\0
BuyMagicPowder	得到了{c[d9456d]}魔法粉{c[ededed]}！\n试着撒在各种东西上面吧。\x0e\x01\x04\0
GetBottle	得到了{c[d9456d]}妖精瓶子{c[ededed]}！\n把妖精装进去吧！\x0e\x01\x04\0
GetPanelDungeonPiece	得到了{c[d9456d]}嵌石{c[ededed]}！\n散发着怪异的气息……\x0e\x01\x04\0
UFOGetYossy	是{c[d9456d]}耀西{c[ededed]}！\n最近在很多游戏里都能见到呢～\x0e\x01\x04\0
UFOGetRupee20	拿到了{c[d9456d]}20卢比{c[ededed]}！\n捡到小便宜了！\x0e\x01\x04\0
UFOGetRupee50	拿到了{c[d9456d]}50卢比{c[ededed]}！\n钱包鼓鼓的！\x0e\x01\x04\0
UFOGetMagicPowder	拿到了{c[d9456d]}魔法粉{c[ededed]}！\n可以使用10次喔！\x0e\x01\x04\0
UFOGetBomb	拿到了{c[d9456d]}炸弹{c[ededed]}！\n太棒了！一组有20个！\x0e\x01\x04\0
UFOGetShield	拿到了{c[d9456d]}盾{c[ededed]}！\n在背面写上名字吧！\x0e\x01\x04\0
UFOGetHeartPeace	拿到了{c[d9456d]}心之碎片{c[ededed]}！\n这可是很罕见的喔！\x0e\x01\x04\0
UFOGetSecretShell	拿到了{c[d9456d]}秘密贝壳{c[ededed]}！\n唔～散发着神秘的气息……\x0e\x01\x04\0
UFOGetPeace	拿到了{c[d9456d]}嵌石{c[ededed]}！\n散发着怪异的气息……\x0e\x01\x04\0
UFOGetCanCam	拿到了{c[d9456d]}嗷嗷塑像{c[ededed]}！\n找个地方摆设看看吧！\x0e\x01\x04\0
UFOGetkuribo	拿到了{c[d9456d]}栗宝宝塑像{c[ededed]}！\n看着就想踩下去……\x0e\x01\x04\0
UFOGettogezo	拿到了{c[d9456d]}刺刺龟塑像{c[ededed]}！\n很帅气的带刺龟壳！\x0e\x01\x04\0
UFOGetteresa	拿到了{c[d9456d]}害羞幽灵塑像{c[ededed]}！\n明明是鬼怪，却很可爱！\x0e\x01\x04\0
UFOGetpukupuku	拿到了{c[d9456d]}泡泡鱼塑像{c[ededed]}！\n圆滚滚像泡泡的鱼！\x0e\x01\x04\0
UFOGetGeso	拿到了{c[d9456d]}鱿鱿塑像{c[ededed]}！\n感觉滑溜溜的。\x0e\x01\x04\0
UFOGetHeiho	拿到了{c[d9456d]}嘿虎塑像{c[ededed]}！\n很好奇面具后会是一副什么样子……\x0e\x01\x04\0
UFOGetPakkun	拿到了{c[d9456d]}吞食花塑像{c[ededed]}！\n是从水管里出现的那家伙！\x0e\x01\x04\0
UFOGetSanbo	拿到了{c[d9456d]}刺球丸子塑像{c[ededed]}！\n……好痛！\x0e\x01\x04\0
UFOGetBowwow	拿到了{c[d9456d]}汪汪塑像{c[ededed]}！\n就算凑近了看也和真的一样！\x0e\x01\x04\0
CheckCanCam	在这个底座上好像能摆放什么东西。\n上面写着{c[d9456d]}嗷嗷{c[ededed]}……\x0e\x01\x04\0
Checkkuribo	在这个底座上好像能摆放什么东西。\n上面写着{c[d9456d]}栗宝宝{c[ededed]}……\x0e\x01\x04\0
Checktogezo	在这个底座上好像能摆放什么东西。\n上面写着{c[d9456d]}刺刺龟{c[ededed]}……\x0e\x01\x04\0
Checkteresa	在这个底座上好像能摆放什么东西。\n上面写着{c[d9456d]}害羞幽灵{c[ededed]}……\x0e\x01\x04\0
Checkpukupuku	在这个底座上好像能摆放什么东西。\n上面写着{c[d9456d]}泡泡鱼{c[ededed]}……\x0e\x01\x04\0
CheckGeso	在这个底座上好像能摆放什么东西。\n上面写着{c[d9456d]}鱿鱿{c[ededed]}……\x0e\x01\x04\0
CheckHeiho	在这个底座上好像能摆放什么东西。\n上面写着{c[d9456d]}嘿虎{c[ededed]}……\x0e\x01\x04\0
CheckPakkun	在这个底座上好像能摆放什么东西。\n上面写着{c[d9456d]}吞食花{c[ededed]}……\x0e\x01\x04\0
CheckSanbo	在这个底座上好像能摆放什么东西。\n上面写着{c[d9456d]}刺球丸子{c[ededed]}……\x0e\x01\x04\0
CheckBowwow	在这个底座上好像能摆放什么东西。\n上面写着{c[d9456d]}汪汪{c[ededed]}……\x0e\x01\x04\0
QuestCanCam	要摆放{c[d9456d]}嗷嗷塑像{c[ededed]}吗？\x0e\x01\x07\0\x0e\0\x04\0放\x0e\0\x04\0\x0e\x01\t\0不放
Questkuribo	要摆放{c[d9456d]}栗宝宝塑像{c[ededed]}吗？\x0e\x01\x07\0\x0e\0\x04\0放\x0e\0\x04\0\x0e\x01\t\0不放
Questtogezo	要摆放{c[d9456d]}刺刺龟塑像{c[ededed]}吗？\x0e\x01\x07\0\x0e\0\x04\0放\x0e\0\x04\0\x0e\x01\t\0不放
Questteresa	要摆放{c[d9456d]}害羞幽灵塑像{c[ededed]}吗？\x0e\x01\x07\0\x0e\0\x04\0放\x0e\0\x04\0\x0e\x01\t\0不放
Questpukupuku	要摆放{c[d9456d]}泡泡鱼塑像{c[ededed]}吗？\x0e\x01\x07\0\x0e\0\x04\0放\x0e\0\x04\0\x0e\x01\t\0不放
QuestGeso	要摆放{c[d9456d]}鱿鱿塑像{c[ededed]}吗？\x0e\x01\x07\0\x0e\0\x04\0放\x0e\0\x04\0\x0e\x01\t\0不放
QuestHeiho	要摆放{c[d9456d]}嘿虎塑像{c[ededed]}吗？\x0e\x01\x07\0\x0e\0\x04\0放\x0e\0\x04\0\x0e\x01\t\0不放
QuestPakkun	要摆放{c[d9456d]}吞食花塑像{c[ededed]}吗？\x0e\x01\x07\0\x0e\0\x04\0放\x0e\0\x04\0\x0e\x01\t\0不放
QuestSanbo	要摆放{c[d9456d]}刺球丸子塑像{c[ededed]}吗？\x0e\x01\x07\0\x0e\0\x04\0放\x0e\0\x04\0\x0e\x01\t\0不放
QuestBowwow	要摆放{c[d9456d]}汪汪塑像{c[ededed]}吗？\x0e\x01\x07\0\x0e\0\x04\0放\x0e\0\x04\0\x0e\x01\t\0不放
SeeCanCam	是{c[d9456d]}嗷嗷塑像{c[ededed]}。\n要有勇气才能养它！？\x0e\x01\x04\0
Seekuribo	是{c[d9456d]}栗宝宝塑像{c[ededed]}。\n看那端正的眉毛……真想踩下去。\x0e\x01\x04\0
Seetogezo	是{c[d9456d]}刺刺龟塑像{c[ededed]}。\n忘不了它翻倒的那一天……\x0e\x01\x04\0
Seeteresa	是{c[d9456d]}害羞幽灵塑像{c[ededed]}。\n……唔？看着这边笑了？\x0e\x01\x04\0
Seepukupuku	是{c[d9456d]}泡泡鱼塑像{c[ededed]}。\n那嘴唇非常迷人！\x0e\x01\x04\0
SeeGeso	是{c[d9456d]}鱿鱿塑像{c[ededed]}。\n现在完全变成明星了啊～\x0e\x01\x04\0
SeeHeiho	是{c[d9456d]}嘿虎塑像{c[ededed]}。\n眼里一片漆黑，什么都看不到……\x0e\x01\x04\0
SeePakkun	是{c[d9456d]}吞食花塑像{c[ededed]}。\n至今到底有多少人被咬了呢……\x0e\x01\x04\0
SeeSanbo	是{c[d9456d]}刺球丸子塑像{c[ededed]}。\n头部和身体可以分离！\x0e\x01\x04\0
SeeBowwow	是{c[d9456d]}汪汪塑像{c[ededed]}。\n嗯……感觉好像会动。\x0e\x01\x04\0
AddHeartContainer	集齐4个{c[d9456d]}心之碎片{c[ededed]}了！\n心数的上限增加了！体力也恢复至全满了！\x0e\x01\x04\0
TouchIceBlock	是深蓝色的冰块！\n……嗯？好冰啊！！\x0e\x01\x04\0
TouchBombRock	唔？好像裂缝挺大的？\n找个方法说不定就能破坏掉！\x0e\x01\x04\0
TouchAttackRock	唔？是个不明物体！\n一口气撞过去或许就能破坏掉！\x0e\x01\x04\0
TouchKeyBlock	唔？这个砖块上有钥匙孔……\n拿到钥匙后再来吧！！\x0e\x01\x04\0
TouchLiftRock	唔！！这好重啊！\n徒手好像搬不动呢……\x0e\x01\x04\0
TouchLiftHeavyObject	唔！！太重了拿不起来！\n看来力气不够大……\x0e\x01\x04\0
TouchWeathercock	一动也不动……\x0e\x01\x04\0
NotSongOcarina	是陶笛！可、可是……\n还没学会曲子……\x0e\x01\x04\0
GetPowerBracelet	得到了{c[d9456d]}力量手镯{c[ededed]}！\n这样就能举起壶跟岩石了！\x0e\x01\x04\0
GetHookShot	得到了{c[d9456d]}钩索{c[ededed]}！\n咻咻～地伸出去使用吧！\x0e\x01\x04\0
GetMagicRod	得到了{c[d9456d]}魔术杖{c[ededed]}！\n燃烧吧！燃烧吧！燃烧殆尽吧！！\x0e\x01\x04\0
GetPegasusBoots	得到了{c[d9456d]}天马之鞋{c[ededed]}！\n按住\x0e\x01\x01\x01\x0c就能冲刺！配合跳跃还能跳得很远！\x0e\x01\x04\0
GetOcarina	得到了{c[d9456d]}陶笛{c[ededed]}！\n要是能学会吹奏许多曲子就好了！\x0e\x01\x04\0
GetRocsFeather	得到了{c[d9456d]}洛克鸟的羽毛{c[ededed]}！\n感觉身体变轻了。\x0e\x01\x04\0
GetScoop	得到了{c[d9456d]}铁铲{c[ededed]}！马上来挖洞吧！\n按下\x0e\x01\x01\x01\x0e打开道具画面，设置在\x0e\x01\x01\x01\x04或\x0e\x01\x01\x01\x05上吧。\x0e\x01\x04\0
GetBomb	得到了{c[d9456d]}炸弹{c[ededed]}！\n轰轰烈烈地爆炸吧！！\x0e\x01\x04\0
GetAnglerWeb	得到了{c[d9456d]}灯鱼怪蛙鞋{c[ededed]}！\n按下\x0e\x01\x01\x01.可以潜水，按下\x0e\x01\x01\x017还能游得更快！\x0e\x01\x04\0
GetDrug	什么？这是{c[d9456d]}秘密药品{c[ededed]}！\n涂呀涂……自己涂上了。\x0e\x01\x04\0
GetTailkey	得到了{c[d9456d]}长尾钥匙{c[ededed]}！\n这样就能打开长尾的门了！\x0e\x01\x04\0
GetSlimeKey	得到了{c[d9456d]}粘液钥匙{c[ededed]}！\n去乌库库草原的入口吧！\x0e\x01\x04\0
GetAnglerKey	得到了{c[d9456d]}灯鱼怪钥匙{c[ededed]}！\x0e\x01\x04\0
GetFaceKey	得到了{c[d9456d]}颜面钥匙{c[ededed]}！\x0e\x01\x04\0
GetBirdKey	得到了{c[d9456d]}飞鸟钥匙{c[ededed]}！\n是合作无间得来的胜利！\x0e\x01\x04\0
GetMap	终于找到{c[d9456d]}地图{c[ededed]}了！\n按下\x0e\x01\x01\x01\x0f查看地图画面吧！\x0e\x01\x04\0
GetCompass	得到了{c[d9456d]}罗盘{c[ededed]}！\n可以得知首领和宝物的位置喔！\x0e\x01\x04\0\n还附带新功能！\n附近有钥匙的时候会发出提示音！\x0e\x01\x04\0
GetStoneBeak	找到{c[d9456d]}石喙{c[ededed]}了！\n去找猫头鹰石像吧。\x0e\x01\x04\0
GetBossKey	得到了{c[d9456d]}首领钥匙{c[ededed]}！\n可以打开首领房间的门了。\x0e\x01\x04\0
GetSmallKey	得到了{c[d9456d]}小钥匙{c[ededed]}！\n可以打开锁住的门了。\x0e\x01\x04\0
Get1Rupee	得到了{c[d9456d]}1卢比{c[ededed]}！\x0e\x01\x04\0
Get5Rupee	得到了{c[d9456d]}5卢比{c[ededed]}！\x0e\x01\x04\0
Get20Rupee	得到了{c[d9456d]}20卢比{c[ededed]}！\n有点开心。\x0e\x01\x04\0
Get50Rupee	得到了{c[d9456d]}50卢比{c[ededed]}！\n好开心。\x0e\x01\x04\0
Get100Rupee	得到了{c[d9456d]}100卢比{c[ededed]}！\n非常开心。\x0e\x01\x04\0
Get300Rupee	得到了{c[d9456d]}300卢比{c[ededed]}！\n无比开心！\x0e\x01\x04\0
GetGoldLeaf	太好了！\n找到{c[d9456d]}黄金叶子{c[ededed]}了！\x0e\x01\x04\0
GetMirrorShield	得到了{c[d9456d]}镜盾{c[ededed]}！\n这样连光束都能反射了！\x0e\x01\x04\0
GetPowerfulBracelet	得到了{c[d9456d]}强力手镯{c[ededed]}！\n这样连象都能举起了！\x0e\x01\x04\0
GetSecretShell	得到了{c[d9456d]}秘密贝壳{c[ededed]}！\n多收集些贝壳，换取好东西吧。\x0e\x01\x04\0
GetSecretShellAnother	得到了{c[d9456d]}秘密贝壳{c[ededed]}！\n……它有什么用处呢？\x0e\x01\x04\0
GetBottleFairy	把{c[d9456d]}妖精{c[ededed]}装进瓶子里了！\n可以用来随时回复心！\x0e\x01\x04\0
CheckBookshelf	这是书柜。\x0e\x01\x04\0\x0e\0\x04\0嗯？你说你知道？哦，这样啊。\x0e\x01\x04\0
CheckDresser	\x0e\x01\x03\0调查了衣柜。\x0e\x01\x04\0\x0e\0\x04\0嗯～是个不错的衣柜啊。\x0e\x01\x04\0
CheckShelf	\x0e\x01\x03\0调查了抽屉。\x0e\x01\x04\0\x0e\0\x04\0……没有特别令人在意的东西！\x0e\x01\x04\0
CheckGhostShelf	衣柜的门掉下来了……\n看来已经很久没有人用了……\x0e\x01\x04\0
CheckMermaidFigure	《悲伤的人鱼像》\n        舒尔之作\x0e\x01\x04\0\n咦？塑像欠缺了1片{c[d9456d]}鳞片{c[ededed]}。\x0e\x01\x04\0
CheckMermaidFigure2	《悲伤的人鱼像》\n        舒尔之作\x0e\x01\x04\0
CheckShieldBook	《盾的使用方法》\n要看这本书吗？\x0e\x01\x07\0\x0e\0\x04\0看\x0e\0\x04\0\x0e\x01\t\0不看
ReadShieldBook	按住\x0e\x01\x01\x01\x0d的时候可以{c[63e343]}挡下{c[ededed]}敌人的攻击\n或{c[63e343]}弹开{c[ededed]}敌人。\x0e\x01\x04\0\n好像还有能将\n光束反射回去的{c[d9456d]}镜盾{c[ededed]}。\x0e\x01\x04\0
CheckItemSelect	《道具的设置方法》\n要看这本书吗？\x0e\x01\x07\0\x0e\0\x04\0看\x0e\0\x04\0\x0e\x01\t\0不看
ReadItemSelect	按下\x0e\x01\x01\x01\x0e即可在{c[63e343]}道具画面{c[ededed]}\n查看持有的道具。\x0e\x01\x04\0\n在道具画面中可以把喜欢的道具\n设置在\x0e\x01\x01\x01\x04或\x0e\x01\x01\x01\x05按键上。\x0e\x01\x04\0\n每种道具都能在冒险中派上用场。\n尝试使用不同的道具吧！\x0e\x01\x04\0
CheckMapandMemo	《地图画面介绍》\n要看这本书吗？\x0e\x01\x07\0\x0e\0\x04\0看\x0e\0\x04\0\x0e\x01\t\0不看
ReadMapandMemo	按下\x0e\x01\x01\x01\x0f就能在{c[63e343]}地图画面{c[ededed]}\n查看岛上的地图。\x0e\x01\x04\0\n推动\x0e\x01\x01\x01\x1b能切换缩放显示。\n看不见的地方表示还没去过。\x0e\x01\x04\0\n还可以按\x0e\x01\x01\x01\x15使用{c[63e343]}图钉{c[ededed]}标示\n目的地及打算之后再去的地方。\x0e\x01\x04\0\n按下\x0e\x01\x01\x01\x16则可在{c[63e343]}回忆画面{c[ededed]}中\n回顾冒险历程。\x0e\x01\x04\0\n所以不用做笔记也没问题。\n哎呀～真方便！\x0e\x01\x04\0
CheckTurnAttack	《秘传！回旋斩》\n要看这本书吗？\x0e\x01\x07\0\x0e\0\x04\0看\x0e\0\x04\0\x0e\x01\t\0不看
ReadTurnAttack	有一种神秘的剑技只在身上\n流着某族血脉之人中传承。\x0e\x01\x04\0\n按住\x0e\x01\x01\x01/蓄力！\n蓄好力了就松开按键吧！\x0e\x01\x04\0\n你究竟能不能使出此剑技呢？\x0e\x01\x04\0
CheckWarpRule	《传送的规则》\n要看这本书吗？\x0e\x01\x07\0\x0e\0\x04\0看\x0e\0\x04\0\x0e\x01\t\0不看
ReadWarpRule	这座岛上有被称为\n{c[63e343]}“传送点”{c[ededed]}的地方。\x0e\x01\x04\0\n只要踏入这个传送点里，\n就能传送到其他传送点。\x0e\x01\x04\0\n不过，不能传送到未见过的传送点！\x0e\x01\x04\0
CheckLiftBomb	《你还不知道炸弹是能举起的吗？》\n要看这本书吗？\x0e\x01\x07\0\x0e\0\x04\0看\x0e\0\x04\0\x0e\x01\t\0不看
ReadLiftBomb	     你知道吗？\x0e\x01\x04\0\n站在放好了的炸弹前面\n{c[63e343]}按下{c[ededed]}\x0e\x01\x01\x010{c[63e343]}就能举起{c[ededed]}炸弹。\x0e\x01\x04\0\n再按一次\x0e\x01\x01\x010\n还可以将举起的炸弹投掷出去！\x0e\x01\x04\0
CheckIslandMap	《可湖霖岛的地图》\n记载着岛上各地的地名。\x0e\x01\x04\0\n要看这份地图吗？\x0e\x01\x07\0\x0e\0\x04\0看\x0e\0\x04\0\x0e\x01\t\0不看
CheckSecretBook	《秘密的书！？》\n想看这本书吗……？\x0e\x01\x07\0\x0e\0\x04\0想！\x0e\0\x04\0\x0e\x01\t\0没、没兴趣
BadSecretBook	哎呀！这、这是！\x0e\x01\x04\0\x0e\0\x04\0……………………\n……………………\x0e\x01\x04\0\n没有{c[d9456d]}透视镜{c[ededed]}就无法看这本书。\n……透视镜在哪里？去帮助别人看看吧！\x0e\x01\x04\0
CheckSecretBook1	蛋之回廊，绕了一圈又一圈。\n \x0e\x01\x02\x01\0 \x0e\x01\x02\x01\x01 \x0e\x01\x02\x01\x02 \x0e\x01\x02\x01\x03 \x0e\x01\x02\x01\x04 \x0e\x01\x02\x01\x05 \x0e\x01\x02\x01\x06 \x0e\x01\x02\x01\x07\x0e\x01\x04\0\n……唔？？\n散发着神秘的气息……\x0e\x01\x04\0
TouchTailKeyhole	唔？这里竟然会有钥匙孔？\n上面写着{c[d9456d]}长尾钥匙孔{c[ededed]}。\x0e\x01\x04\0
TouchSlimeKeyhole	唔？这里居然有钥匙孔？\n写着{c[d9456d]}粘液钥匙孔{c[ededed]}。\x0e\x01\x04\0
