Glossary.msbt
glossary_Place01	テールのほらあな
SBForestCaution	ヒビわれゆかに {r2[ちゅうい]}注意{/r2}！\n{r2[おも]}重{/r2}たい{r2[ひと]}人{/r2}は {r2[の]}乗{/r2}らないように！\x0e\x01\x04\0
SBTelephoneBox	{r2[でんわ]}電話{/r2}ボックス\x0e\x01\x04\0
SBGoponga	{r2[きけん]}危険{/r2}！\nワンワン{r2[いがい]}以外{/r2} {r2[た]}立{/r2}ち{r2[い]}入{/r2}り{r2[きんし]}禁止{/r2}！\x0e\x01\x04\0
SBMamuMazeSouthStart	これが{r2[さいしょ]}最初{/r2}のカンバン。\n\x0e\x01\0\x01\x13 の{r2[ほうこう]}方向{/r2}へ {r2[すす]}進{/r2}め\x0e\x01\x04\0
SBMamuMazeSouth	\x0e\x01\0\x01\x13 の{r2[ほうこう]}方向{/r2}へ {r2[すす]}進{/r2}め\x0e\x01\x04\0
SBMamuMazeNorth	\x0e\x01\0\x01\x12 の{r2[ほうこう]}方向{/r2}へ {r2[すす]}進{/r2}め\x0e\x01\x04\0
SBMamuMazeEast	\x0e\x01\0\x01\x14 の{r2[ほうこう]}方向{/r2}へ {r2[すす]}進{/r2}め\x0e\x01\x04\0
SBMamuMazeWest	\x0e\x01\0\x01\x15 の{r2[ほうこう]}方向{/r2}へ {r2[すす]}進{/r2}め\x0e\x01\x04\0
SBMamuMazeReset	もういちど {r2[さいしょ]}最初{/r2}から\nやり{r2[なお]}直{/r2}し！\x0e\x01\x04\0
SBMamuMazeClear	お{r2[みごと]}見事{/r2}！ これで クリアです！\nごほうびは {r2[かいだん]}階段{/r2}の{r2[さき]}先{/r2}に…\x0e\x01\x04\0\nお{r2[たの]}楽{/r2}しみに！\x0e\x01\x04\0
SBMamuByebye	じゅんぎょうのため {r2[たび]}旅{/r2}に{r2[で]}出{/r2}ます\n                                  マムー\x0e\x01\x04\0
SBMamuMazeReverse	こちらからは{r2[よ]}読{/r2}めない…\x0e\x01\x04\0
SBManbosPond	\x0e\x01\0\x01\x14  {r2[き]}気{/r2}まぐれトレーシーの{r2[いえ]}家{/r2}\n\x0e\x01\0\x01\x13  マンボガ{r2[いけ]}池{/r2}\x0e\x01\x04\0
SBMarthasBay	\x0e\x01\0\x01\x14 どうぶつ{r2[むら]}村{/r2}\n\x0e\x01\0\x01\x13 マーサの{r2[い]}入{/r2}り{r2[え]}江{/r2}\x0e\x01\x04\0
SBAnimalVillage	\x0e\x01\0\x01\x14 どうぶつ{r2[むら]}村{/r2}に ようこそ！\x0e\x01\x04\0
SBCemetery	\x0e\x01\0\x01\x14 {r2[ぼち]}墓地{/r2}\n\x0e\x01\0\x01\x13 ウクク{r2[そうげん]}草原{/r2}\x0e\x01\x04\0
SBTalTalHeights	この{r2[へん]}辺{/r2} タルタル{r2[こうち]}高地{/r2}\n\x0e\x01\0\x01\x14 ダンペイの{r2[こや]}小屋{/r2} すぐそば\x0e\x01\x04\0
SBMoblinsCave	\x0e\x01\0\x01\x14 タマランチ{r2[やま]}山{/r2}\n\x0e\x01\0\x01\x15 ゴポンガの{r2[ぬま]}沼{/r2}\x0e\x01\x04\0
SBRichardHouse	リチャードの{r2[べっそう]}別荘{/r2}\x0e\x01\x04\0
SBKanaletCount10	カナレットの{r2[しろ]}城{/r2}まで\nあと １０{r2[ぷん]}分{/r2} \x0e\x01\0\x01\x14 \x0e\x01\0\x01\x12\x0e\x01\x04\0
SBKanaletCount5	カナレットの{r2[しろ]}城{/r2}まで\nあと ５{r2[ふん]}分{/r2} \x0e\x01\0\x01\x14\x0e\x01\x04\0
SBKanaletMove50	カナレットの{r2[しろ]}城{/r2}まで\nあと ５０{r2[ぽ]}歩{/r2} \x0e\x01\0\x01\x12\x0e\x01\x04\0
SBFishPond	\x0e\x01\0\x01\x12 この{r2[さき]}先{/r2} つりぼり\x0e\x01\x04\0
SBTalTal	\x0e\x01\0\x01\x12 この{r2[さき]}先{/r2} タルタル{r2[こうち]}高地{/r2}\x0e\x01\x04\0
SBDanpeiMebe	\x0e\x01\0\x01\x14\x0e\x01\0\x01\x12ここからしばらく{r2[みぎうえ]}右上{/r2} ダンペイの{r2[こや]}小屋{/r2}\nボウケンの{r2[てつだ]}手伝{/r2}い ボシュウ{r2[ちゅう]}中{/r2}\x0e\x01\x04\0
SBDanpeiUkuku	\x0e\x01\0\x01\x12この{r2[うえ]}上{/r2} ダンペイの{r2[こや]}小屋{/r2}\nフシギな{r2[いせき]}遺跡{/r2} あります\x0e\x01\x04\0
SBDanpeiTalTal	\x0e\x01\0\x01\x13この{r2[した]}下{/r2} ダンペイの{r2[こや]}小屋{/r2}\nフシギな{r2[いし]}石{/r2}をひろったら こちらまで\x0e\x01\x04\0
Scenario.msbt
Lv1FirstMarin1	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_005あっ！ {r2[き]}気{/r2}がついたのね！\nよかった\x0e\x01\x04\0
Lv1FirstMarin2	もうダメかと{r2[おも]}思{/r2}った……\x0e\x01\x04\0\x0e\0\x04\0こわい{r2[ゆめ]}夢{/r2}を {r2[み]}見{/r2}ていたみたい……\nひどく うなされていたよ\x0e\x01\x04\0
Lv1FirstMarin3	…… ……えっ？ ゼルダ？？\x0e\x01\x04\0
Lv1FirstMarin4	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_001ちがうわ。わたしは {c[d9456d]}マリン{c[ededed]}。\n{r2[いしき]}意識{/r2}が はっきりしてないのね\x0e\x01\x04\0\nここは {c[0095ef]}コホリント{r2[じま]}島{/r2}{c[ededed]}よ\x0e\x01\x04\0
Lv1FirstTarin1	\x0e\x01\x0b\x12\x10\0SE_NPC_TARIN_001やあ \x0e\x01\x03\0 {r2[お]}起{/r2}きただか？\nおらは {c[d9456d]}タリン{c[ededed]}。{r2[きぶん]}気分{/r2}はどーだ？\x0e\x01\x04\0
Lv1FirstTarin2	ん？！ どーして {r2[なまえ]}名前{/r2}が わかるのか\nふしぎだってか……？\x0e\x01\x04\0\n{r2[たて]}盾{/r2}の{r2[うら]}裏{/r2}に {r2[か]}書{/r2}いてある {r2[なまえ]}名前{/r2}を{r2[み]}見{/r2}ただよ。\nほーら この{r2[たて]}盾{/r2}だ！\x0e\x01\x04\0
Lv1GetShield	{c[d9456d]}{r2[たて]}盾{/r2}{c[ededed]}が もどってきた！\n\x0e\x01\x01\x01\x0dを{r2[お]}押{/r2}してる{r2[あいだ]}間{/r2} {r2[てき]}敵{/r2}をはじけるよ\x0e\x01\x04\0
Lv1Owl1_1	ホッホウ！ ホッホウ！\x0e\x01\x04\0\x0e\0\x04\0ぼうやが その{r2[つるぎ]}剣{/r2}の {r2[あるじ]}主{/r2}か\x0e\x01\x04\0\x0e\0\x04\0ホホウ なるほど なるほど\nマモノどもが あばれ{r2[だ]}出{/r2}すわけぢゃ\x0e\x01\x04\0\n{c[d9456d]}かぜのさかな{c[ededed]}の {r2[めざ]}目覚{/r2}めを {r2[つ]}告{/r2}げる\n{r2[ししゃ]}使者{/r2}が {r2[あらわ]}現{/r2}れたのぢゃからな\x0e\x01\x04\0\n{c[d9456d]}かぜのさかな{c[ededed]}を {r2[お]}起{/r2}こさねば\nその{r2[ししゃ]}使者{/r2}は {r2[しま]}島{/r2}から {r2[で]}出{/r2}られぬとか\x0e\x01\x04\0\nホッ！ {r2[むら]}村{/r2}の{r2[きた]}北{/r2}にある\n{c[0095ef]}ふしぎの{r2[もり]}森{/r2}{c[ededed]}まで {r2[く]}来{/r2}るがよい\x0e\x01\x04\0\n{r2[ま]}待{/r2}っておるぞ……\nホッホウ！ ホッホウ！\x0e\x01\x04\0
Lv1GetSword	なくした{c[d9456d]}{r2[けん]}剣{/r2}{c[ededed]}を {r2[て]}手{/r2}に{r2[い]}入{/r2}れた！\n{r2[なまえ]}名前{/r2}{r2[い]}入{/r2}りだから まちがいない！\x0e\x01\x04\0\nこれで {r2[てき]}敵{/r2}を {r2[こうげき]}攻撃{/r2}できるぞ。\n\x0e\x01\x01\x01/で {r2[ふ]}振{/r2}り{r2[まわ]}回{/r2}そう！\x0e\x01\x04\0
Lv1Owl2_1	ホホウ！\x0e\x01\x04\0\x0e\0\x04\0ふしぎの{r2[もり]}森{/r2}に ようこそ\n{r2[めざ]}目覚{/r2}めを{r2[つ]}告{/r2}げし {r2[ゆうしゃ]}勇者{/r2}どの\x0e\x01\x04\0\nこの{r2[しま]}島{/r2}は コホリントという\n{r2[ちず]}地図{/r2}には けっして のらぬ{r2[しま]}島{/r2}ぢゃ\x0e\x01\x04\0\nぼうやの{r2[せかい]}世界{/r2}と ちと ちがう\n{r2[ことわり]}理{/r2}で {r2[な]}成{/r2}り{r2[た]}立{/r2}っておる\x0e\x01\x04\0\n{r2[しま]}島{/r2}から {r2[で]}出{/r2}るのは {r2[むり]}無理{/r2}ぢゃのう\x0e\x01\x04\0\x0e\0\x04\0コホリント{r2[じま]}島{/r2}を {r2[おさ]}治{/r2}める{r2[かみ]}神{/r2} {c[d9456d]}かぜのさかな{c[ededed]}が\nねむる{r2[かぎ]}限{/r2}り {r2[そと]}外{/r2}への{r2[みち]}道{/r2}は {r2[ひら]}開{/r2}かれぬ\x0e\x01\x04\0\n……ところで {r2[むら]}村{/r2}の{r2[みなみ]}南{/r2}の\n{c[0095ef]}テールのほらあな{c[ededed]}は {r2[み]}見{/r2}たか？\x0e\x01\x04\0\nこの{r2[もり]}森{/r2}にある カギを {r2[も]}持{/r2}って\n{c[0095ef]}テールのほらあな{c[ededed]}に {r2[い]}行{/r2}くがよい\x0e\x01\x04\0\n{c[d9456d]}かぜのさかな{c[ededed]}は {r2[み]}見{/r2}ておるぞ。\nホッホウ！ ホッホウ！\x0e\x01\x04\0
Lv1Raccoon1	\x0e\x01\x0b\x13\x11\0SE_NPC_TANUKI_001オラは いたずらタヌキだ……\n{r2[こな]}粉{/r2}っぽいモノが きらいだーよ\x0e\x01\x04\0
Lv1Raccoon2	\x0e\x01\x0b\x13\x11\0SE_NPC_TANUKI_002イッシッシッシッ ふしぎの{r2[もり]}森{/r2}で\nポンポコポコリン まようだべー！\x0e\x01\x04\0
WitchHaveNeboketake	\x0e\x01\x0b\x12\x10\0SE_NPC_MAGIC_001おうおう それは {c[d9456d]}ネボケタケ{c[ededed]}じゃ！\n３{r2[びょう]}秒{/r2}で イイもんを {r2[つく]}作{/r2}ってやろう\x0e\x01\x04\0
WitchGetPowder	\x0e\x01\x0b\x12\x10\0SE_NPC_MAGIC_003ほれっ できあがりじゃ！\n{r2[かいすう]}回数{/r2}に {r2[き]}気{/r2}をつけて{r2[つか]}使{/r2}えよ\x0e\x01\x04\0\nまずは この{r2[へや]}部屋{/r2}の どこかに\nふりかけてごらん……\x0e\x01\x04\0
WitchUsePowder	\x0e\x01\x0b\x12\x10\0SE_NPC_MAGIC_004うむ それでいい。{r2[てき]}敵{/r2}の{r2[なか]}中{/r2}にも\n{r2[へんか]}変化{/r2}するやつが いるかもしれん\x0e\x01\x04\0\nなくなったら {r2[もり]}森{/r2}でキノコをとってくるがいい。\n{r2[あたら]}新{/r2}しく {r2[つく]}作{/r2}ってやろう…\x0e\x01\x04\0\nキノコがなかったら {r2[のこ]}残{/r2}りを{r2[わ]}分{/r2}けてやってもいいぞ。\n{r2[つぎ]}次{/r2}は お{r2[かね]}金{/r2}をもらうがな…\x0e\x01\x04\0
TarinAfterRaccoon	\x0e\x01\x0b\x12\x10\0SE_NPC_TARIN_002ふうーっ キノコをかじったら\nタヌキになった{r2[ゆめ]}夢{/r2}を {r2[み]}見{/r2}てただ\x0e\x01\x04\0\nなにをやったか {r2[おぼ]}覚{/r2}えてねえだが\nなんだか {r2[たの]}楽{/r2}しかっただよ\x0e\x01\x04\0
Lv1Owl3_1	ホッ！\x0e\x01\x04\0\x0e\0\x04\0そのカギを {r2[も]}持{/r2}って {r2[むら]}村{/r2}の{r2[みなみ]}南{/r2}の\n{c[0095ef]}テールのほらあな{c[ededed]}に {r2[い]}行{/r2}くがよい\x0e\x01\x04\0\nそのおくに ねむる {r2[がっき]}楽器{/r2}を\n{r2[み]}見{/r2}つけ{r2[だ]}出{/r2}してみよ！\x0e\x01\x04\0\n{c[d9456d]}かぜのさかな{c[ededed]}は {r2[ま]}待{/r2}っておるぞ。\nホッホウ！ ホッホウ！\x0e\x01\x04\0
Lv1BossMoldorm	ンガフフ！！ ンガフフ！！\nヨソモノ！ ジャマモノ！\x0e\x01\x06\0
Lv1GetViolin	{c[d9456d]}{r2[まんげつ]}満月{/r2}のバイオリン{c[ededed]}だっ！\x0e\x01\x06\0
Lv1Clear	\x0e\x01\x0d\x04Ð\x07\0\0\x0e\x01\x10\0{c[a0ffff]}……{r2[ぬま]}沼{/r2}……{r2[はな]}花{/r2}さく {r2[ぬま]}沼{/r2}に\n{r2[あら]}新{/r2}たな {r2[みち]}道{/r2}が {r2[つづ]}続{/r2}いている{c[ededed]}\x0f\x01\0\x10\0\x0e\x01\x05\x04p\x17\0\0\x0e\x01\x0e\x04Ð\x07\0\0
Lv1Clear_Memory	……{r2[ぬま]}沼{/r2}……{r2[はな]}花{/r2}さく {r2[ぬま]}沼{/r2}に\n{r2[あら]}新{/r2}たな {r2[みち]}道{/r2}が {r2[つづ]}続{/r2}いている\x0e\x01\x04\0
Lv2Owl1_1	ホッホウ！ ホッホウ！\x0e\x01\x04\0\x0e\0\x04\0それこそ {c[d9456d]}セイレーンの{r2[がっき]}楽器{/r2}{c[ededed]}！\x0e\x01\x04\0\x0e\0\x04\0やはり ぼうやは {r2[ほんもの]}本物{/r2}ぢゃ！\n{r2[たびかさ]}度重{/r2}なる{r2[ぶれい]}無礼{/r2}を {r2[ゆる]}許{/r2}されよ……\x0e\x01\x04\0\nその{r2[がっき]}楽器{/r2}は {c[d9456d]}かぜのさかな{c[ededed]}を\n{r2[お]}起{/r2}こす{r2[ちから]}力{/r2}を もっておる\x0e\x01\x04\0\n{r2[がっき]}楽器{/r2}は {r2[ぜんぶ]}全部{/r2}で ８つある。\n８つ {r2[すべ]}全{/r2}て {r2[あつ]}集{/r2}めるのぢゃ\x0e\x01\x04\0\nワシは ぼうやの {r2[ゆ]}行{/r2}くべき{r2[みち]}道{/r2}を\n{r2[しめ]}示{/r2}さんがため つかわされた{r2[もの]}者{/r2}\x0e\x01\x04\0\n{r2[きた]}北{/r2}にある {c[0095ef]}ゴポンガの{r2[ぬま]}沼{/r2}{c[ededed]}に{r2[い]}行{/r2}きなされ。\nホッホウ！\x0e\x01\x04\0
Lv2ChildHappening1	\x0e\x01\x0f\0\x0e\x01\x0b\x19\x17\0SE_NPC_QUADCHIRDREN_001あっ！ にいちゃん タイヘン！\nタイヘンだよー！ あのねあのね\x0e\x01\x04\0
Lv2ChildHappening2	\x0e\x01\x0f\0そうなんだよ！ タイヘンなんだよ！\n{c[d9456d]}モリブリン{c[ededed]}が {r2[むら]}村{/r2}にやって……\x0e\x01\x04\0
Lv2ChildHappening3	\x0e\x01\x0f\0あのね {c[d9456d]}モリブリン{c[ededed]}が\nたくさん{r2[はい]}入{/r2}ってきたんだ！ そいでね……\x0e\x01\x04\0
Lv2ChildHappening4	\x0e\x01\x0f\0そうなんだよ！ すぐ そこの{r2[いえ]}家{/r2}に\n{r2[あつ]}集{/r2}まってき…… だからね あのね\x0e\x01\x04\0
Lv2ChildHappening5	\x0e\x01\x0f\0{c[0095ef]}ワンワンのいる{r2[いえ]}家{/r2}{c[ededed]}でね なんか\nやっ そうそう そうなんだよ！\x0e\x01\x04\0
Lv2ChildHappening6	\x0e\x01\x0f\0{c[d9456d]}モリブリン{c[ededed]}のやつ なんと あのね\nだからね あのね………\x0e\x01\x04\0
Lv2ChildHappening7	{r2[じぶん]}自分{/r2}で たしかめた{r2[ほう]}方{/r2}が\n{r2[はや]}早{/r2}そうである\x0e\x01\x04\0
Lv2ChildHappening8	\x0e\x01\x0f\0\x0e\x01\x0b\x19\x17\0SE_NPC_QUADCHIRDREN_001あっ！ にいちゃん タイヘン！\nタイヘンだよー！ あのねあのね\x0e\x01\x04\0
Lv2ChildHappening9	\x0e\x01\x0f\0{c[d9456d]}モリブリン{c[ededed]}のやつ なんと あのね\nだからね あのね………\x0e\x01\x04\0
Lv2MadamHappening	\x0e\x01\x0f\0\x0e\x01\x0b\x12\x10\0SE_NPC_MADAM_004タイヘンざんす たーいへんざんす！\nうちの{c[d9456d]}ワンワン{c[ededed]}が モッ モッ\x0e\x01\x04\0\n{c[d9456d]}モリブリン{c[ededed]}に さらわれたざます！\nおお だれか {c[d9456d]}ワンワン{c[ededed]}を{r2[たす]}助{/r2}けてー\x0e\x01\x04\0
Lv2FirstMoblinCave	ヌッ なにヤツ！ あやしいこぞうだ！\nみなの{r2[もの]}者{/r2} であえっ！ であえー！\x0e\x01\x04\0
Lv2MiniBossKingMoblin	エエイ！ {c[d9456d]}ワンワン{c[ededed]}を ねらってきたか\nさては おぬし ワンワンの{r2[あるじ]}主{/r2}\x0e\x01\x04\0\nマダムニャンニャンの はなった\nしかくであろう かえりうちじゃ！\x0e\x01\x04\0
Lv2GetBowwow	{c[d9456d]}ワンワン{c[ededed]}を {r2[きゅうしゅつ]}救出{/r2}した！\n{r2[ちか]}近{/r2}くで{r2[み]}見{/r2}ると やっぱりコワイ\x0e\x01\x04\0
Lv2Owl2_1	ホッホウ！ ホッホウ！\x0e\x01\x04\0\x0e\0\x04\0ぶっそうなヤツを つれとるのう\x0e\x01\x04\0\x0e\0\x04\0{r2[つぎ]}次{/r2}なる セイレーンの{r2[がっき]}楽器{/r2}は\n{c[0095ef]}ゴポンガの{r2[ぬま]}沼{/r2}{c[ededed]}ぢゃぞ\x0e\x01\x04\0\n{r2[わす]}忘{/r2}れなさるなよ。\nホッホウ！ ホッホウ！\x0e\x01\x04\0
Lv2BossGenie	ウヒョヒョ！ {r2[こんど]}今度{/r2}の {r2[あいて]}相手{/r2}は\nワシでごじゃるよ！ ウヒョヒョ！\x0e\x01\x06\0
Lv2BossHint1	……！ {r2[うご]}動{/r2}けないでごじゃる！\nでも {r2[だいじょうぶ]}大丈夫{/r2}でごじゃる\x0e\x01\x04\0\nそんな {c[d9456d]}なまくらな {r2[けん]}剣{/r2}では\nこのツボは こわせない{c[ededed]}でごじゃる\x0e\x01\x04\0\nここの かべの{r2[ほう]}方{/r2}が\nよっぽど {r2[かた]}固{/r2}いでごじゃる\x0e\x01\x04\0
Lv2BossHint2	ウヒョヒョヒョッ！ {c[d9456d]}このツボがある{r2[かぎ]}限{/r2}り\n{r2[ふじみ]}不死身{/r2}{c[ededed]}でごじゃるよ！\x0e\x01\x04\0
Lv2BossBreakPot	なんてことを するでごじゃるか！\nワシャ もう{r2[ゆる]}許{/r2}さんでごじゃるよ！\x0e\x01\x04\0
Lv2GetHorn	{c[d9456d]}{r2[ま]}巻{/r2}き{r2[がい]}貝{/r2}のホルン{c[ededed]}を {r2[み]}見{/r2}つけた！\x0e\x01\x06\0
Lv2Clear	\x0e\x01\x0d\x04Ð\x07\0\0\x0e\x01\x10\0{c[a0ffff]}……{r2[そうげん]}草原{/r2}……{r2[そうげん]}草原{/r2}\n{r2[そうげん]}草原{/r2}が {r2[ま]}待{/r2}っている……{c[ededed]}\x0f\x01\0\x10\0\x0e\x01\x05\x04p\x17\0\0\x0e\x01\x0e\x04Ð\x07\0\0
Lv2Clear_Memory	……{r2[そうげん]}草原{/r2}……{r2[そうげん]}草原{/r2}\n{r2[そうげん]}草原{/r2}が {r2[ま]}待{/r2}っている……\x0e\x01\x04\0
Lv3ReturnBowwow1	\x0e\x01\x0b\x12\x10\0SE_NPC_MADAM_005ホーホッホッホッ ワンワンのこと\nとっても カンシャしてるざます\x0e\x01\x04\0\nほんと シンセツな ぼうやざますわ。\nお{r2[れい]}礼{/r2}は これざます\x0e\x01\x04\0
Lv3ReturnBowwow2	\x0e\x01\x0b\x12\x10\0SE_NPC_MADAM_006ぶちゆっ！！\x0e\x01\x04\0
Lv3ReturnBowwow3	……マダムニャンニャンから\nお{r2[れい]}礼{/r2}を もらった……\x0e\x01\x04\0
Lv3ReturnBowwow4	…… …… …… ……\x0e\x01\x04\0
Lv3ReturnBowwow5	……ラ ラッキー！\x0e\x01\x04\0
Lv3QuestRichard	\x0e\x01\x0b\x14\x12\0SE_NPC_RICHARD_001やあ ボカァ こう{r2[み]}見{/r2}えても\nお{r2[しろ]}城{/r2}に{r2[す]}住{/r2}んでたことも あるんだけどさ\x0e\x01\x04\0\n{r2[けらい]}家来{/r2}に マモノが とりついたんで\nにげてきちゃったんだよなあ……\x0e\x01\x04\0\nなあ ボクのたのみを{r2[き]}聞{/r2}いてくれないか？\nお{r2[れい]}礼{/r2}に イイものを あげるからさ\x0e\x01\x04\0\nにげ{r2[だ]}出{/r2}す{r2[とき]}時{/r2} お{r2[しろ]}城{/r2}に {r2[お]}置{/r2}いてきた\n{c[d9456d]}{r2[おうごん]}黄金{/r2}の{r2[は]}葉{/r2}っぱ{c[ededed]}を マモノから{r2[と]}取{/r2}り{r2[かえ]}返{/r2}してほしい！\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0わかった\x0e\0\x04\0\x0e\x01\t\0いやだ
Lv3QuestRichardForMemory	\x0e\x01\x0b\x14\x12\0SE_NPC_RICHARD_001やあ ボカァ こう{r2[み]}見{/r2}えても\nお{r2[しろ]}城{/r2}に{r2[す]}住{/r2}んでたことも あるんだけどさ\x0e\x01\x04\0\n{r2[けらい]}家来{/r2}に マモノが とりついたんで\nにげてきちゃったんだよなあ……\x0e\x01\x04\0\nなあ ボクのたのみを{r2[き]}聞{/r2}いてくれないか？\nお{r2[れい]}礼{/r2}に イイものを あげるからさ\x0e\x01\x04\0\nにげ{r2[だ]}出{/r2}す{r2[とき]}時{/r2} お{r2[しろ]}城{/r2}に {r2[お]}置{/r2}いてきた\n{c[d9456d]}{r2[おうごん]}黄金{/r2}の{r2[は]}葉{/r2}っぱ{c[ededed]}を マモノから{r2[と]}取{/r2}り{r2[かえ]}返{/r2}してほしい！\x0e\x01\x04\0
Lv3YesRichard	\x0e\x01\x0b\x14\x12\0SE_NPC_RICHARD_002いやあ カンゲキだなあ！\n{r2[じつ]}実{/r2}は {c[d9456d]}{r2[は]}葉{/r2}っぱ{c[ededed]}は {c[d9456d]}５{r2[まい]}枚{/r2}{c[ededed]}なんだ\x0e\x01\x04\0\nあっ もどってくる{r2[まえ]}前{/r2}に {c[d9456d]}スコップ{c[ededed]}\n{r2[か]}買{/r2}っといてねー。じゃ よろしくー\x0e\x01\x04\0
Lv3NoRichard	\x0e\x01\x0b\x14\x12\0SE_NPC_RICHARD_004ボカァ キミのような いくじなしは\n{r2[かお]}顔{/r2}も {r2[み]}見{/r2}たくないよ！ シッ シッ\x0e\x01\x04\0
Lv3CompGoldLeaf	つ つ ついに {r2[さいご]}最後{/r2}の１{r2[まい]}枚{/r2}を\n{r2[て]}手{/r2}に{r2[い]}入{/r2}れちゃったぜーーっ！\x0e\x01\x04\0\nじゃ とりあえず {c[d9456d]}リチャード{c[ededed]}のとこ\n{r2[も]}持{/r2}って{r2[い]}行{/r2}って カギのこと {r2[き]}聞{/r2}こう\x0e\x01\x04\0
