Glossary.msbt
glossary_Place01	長尾大空洞
MarinCapeDate4	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_004討厭啦！\x0e\x01\x03\0\n你也說幾句話嘛……這讓人很害羞啊……\x0e\x01\x04\0
BowwowDigHole	挖這裡！汪汪！汪汪！\x0e\x01\x05\x04Ð\x07\0\0
RichardHateBowwow1	\x0e\x01\x0b\x14\x12\0SE_NPC_RICHARD_005啊！給我等等，這可不行啊～\n居然帶著汪汪過來……\x0e\x01\x04\0
RichardHateBowwow2	我啊～怎樣都無法喜歡\n那種野蠻的動物呢～\x0e\x01\x04\0\n等那傢伙不在的時候再見面吧。\n再見～\x0e\x01\x04\0
MermaidNearDive	\x0e\x01\x0b\x14\x12\0SE_NPC_MERMAID_002討厭！色鬼！色鬼！\x0e\x01\x04\0
AngryHippo1	\x0e\x01\x0b\x12\x10\0SE_NPC_HIPPO_003你再繼續纏著我的話，\n就要把你叫做大叔了喔！吼～！\x0e\x01\x04\0
AngryHippo2	\x0e\x01\x0b\x12\x10\0SE_NPC_HIPPO_002吼～罵人嘍！\x0e\x01\x04\0
NoneYahooGranma	亞荷奶奶不見了？！\n…………一切謎題都解開了！\x0e\x01\x04\0\n我以烏魯里拉爺爺的名義發誓，\n奶奶就在{c[0095ef]}動物村{c[ededed]}！\x0e\x01\x04\0\n……其實我只是\n從電話聽來的……\x0e\x01\x04\0
ShellMansionFirst1	……空無一人的房子裡……\n……迴盪著聲音……\x0e\x01\x04\0\n我是寄宿於\n貝殼館之人……\x0e\x01\x04\0\n我一直在等待\n能對抗黑暗力量之人。\x0e\x01\x04\0\n……收集隱藏在\n島上各處的{c[d9456d]}秘密貝殼{c[ededed]}吧！\x0e\x01\x04\0\n{c[d9456d]}拿著收集到的秘密貝殼\n站到台座上吧{c[ededed]}……\x0e\x01\x04\0\n擁有資格者，將獲賜\n光明力量之劍！\x0e\x01\x04\0
ShellMansionFirst2	好！試著多多收集貝殼，\n再站到台座上吧。\x0e\x01\x04\0
NoCompShell	……沒有反應……\n貝殼的數量似乎不夠……\x0e\x01\x04\0
LifeLikeSteal	啊！原本帶著的盾不見了！\n……被吃掉了嗎！？\x0e\x01\x04\0
KiKiVSBowwow	\x0e\x01\x0b\x15\x13\0SE_NPC_SARUKIKI_002搞什麼！這隻笨汪汪！\n來決一勝負吧！！嗚吱吱～吱！\x0e\x01\x04\0
SleepingTarin	\x0e\x01\x0b\x12\x10\0SE_NPC_TARIN_003唔……要是有不明白的事，\n可以打電話給烏魯里拉爺爺的唷……\x0e\x01\x04\0\n……呼～呼～呼～\x0e\x01\x04\0
TarinEatBanana	\x0e\x01\x0b\x12\x10\0SE_NPC_TARIN_007俺肚子餓了，\n所以去海灘拿了香蕉的唷。嚼嚼……\x0e\x01\x04\0\n\x0e\x01\x03\0也想要的話，\n可以去拿的唷……\x0e\x01\x04\0
Worry4childMama	\x0e\x01\x0b\x17\x15\0SE_NPC_QUADMOTHER_001我老公……\n好像如同他所說的一樣遇難了。\x0e\x01\x04\0\n有沒有人可以帶著食物\n去救救他呢～？\x0e\x01\x04\0
FlyingCoccoKeeper	\x0e\x01\x0b\x17\x15\0SE_NPC_CUCCOHOUSE_003哎～！果然飛天咕咕雞\n是最棒的唷！\x0e\x01\x04\0
MarinAfterBridge	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_008剛才真是謝謝你……\n\x0e\x01\x03\0真的很帥喔。\x0e\x01\x04\0\n我剛剛向{c[d9456d]}風魚{c[ededed]}\n許願了……\x0e\x01\x04\0\n欸？你問我許了什麼願望？\n那就是……不告訴你！那是秘密喔！\x0e\x01\x04\0
MarinAfterBridge2	{c[d9456d]}\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_002\x0e\x01\x03\0{c[ededed]}總有一天\n會離開這座島嶼吧……\x0e\x01\x04\0\n我隱隱約約……能察覺得到……\n{c[d9456d]}\x0e\x01\x03\0{c[ededed]}會離開這裡。\x0e\x01\x04\0\n……別忘記我喔。\n要是把我忘掉，我可是不原諒你的喔！\x0e\x01\x04\0
DanpeiPanelLead1	\x0e\x01\x0b\x13\x11\0SE_NPC_DANPEI_002嗯？你在島上四處旅行噠嗎？\n那麼有件事想拜託你噠。\x0e\x01\x04\0\n我叫{c[d9456d]}丹培{c[ededed]}，\n我正在調查這個島上的遺蹟噠。\x0e\x01\x04\0\n等你解決手邊的事情後，\n希望你能抽空到我的小屋來，它就在前面噠。\x0e\x01\x04\0
DanpeiPanelLead2	\x0e\x01\x0b\x13\x11\0SE_NPC_DANPEI_001我會在這裡等你\n解決手邊的事情噠。要儘快噠唷。\x0e\x01\x04\0
DanpeiPanelLeadClear1	\x0e\x01\x0b\x13\x11\0SE_NPC_DANPEI_001啊，是你啊。\n看來你把事情都解決了噠。\x0e\x01\x04\0\n跟著這路牌上的箭頭指示，\n過來我的小屋噠吧。\x0e\x01\x04\0
DanpeiPanelLeadClear2	\x0e\x01\x0b\x13\x11\0SE_NPC_DANPEI_003我得先把路牌設好噠。\n你先到小屋等我噠。\x0e\x01\x04\0
DanpeiPanelLeadClear3	\x0e\x01\x0b\x13\x11\0SE_NPC_DANPEI_001喔！你終於來了噠。\n看來你把事情都解決了噠。\x0e\x01\x04\0\n讓你見識一下有趣的東西噠。\n進去小屋噠吧。\x0e\x01\x04\0
System.msbt
TouchBossDoor	唔？鎖住了！\n或許用{c[d9456d]}首領鑰匙{c[ededed]}就能開鎖……\x0e\x01\x04\0
TouchNormalDoor	唔？鎖住了！\n或許用{c[d9456d]}小鑰匙{c[ededed]}就能開鎖……\x0e\x01\x04\0
GetNeboketake	撿到了{c[d9456d]}蘑菇{c[ededed]}！\n芬芳的氣味沁人心脾。\x0e\x01\x04\0
GetApple	撿到了{c[d9456d]}蘋果{c[ededed]}！\n可以恢復少許心數！\x0e\x01\x04\0
GetGreenApple	撿到了{c[d9456d]}青蘋果{c[ededed]}！\n可以恢復大量心數！\x0e\x01\x04\0
SecretMedicine2	哇！這是{c[d9456d]}秘密藥品{c[ededed]}！\x0e\x01\x04\0\x0e\0\x04\0可是身上已經塗過了，\n這個還是放回去吧！\x0e\x01\x04\0
GetArrow	撿到了箭！\n……可是沒有弓不能使用……\x0e\x01\x04\0
UFOGetHeart	拿到了{c[d9456d]}活力補品{c[ededed]}！\n噗通噗通！心回滿了！\x0e\x01\x04\0
GetHeartPiece	得到了{c[d9456d]}心之碎片{c[ededed]}！\x0e\x01\x04\0\x0e\0\x04\0按下\x0e\x01\x01\x01\x0e打開道具畫面\n就可以確認了喔！\x0e\x01\x04\0
GetGreatFairyPanel	得到了{c[d9456d]}大妖精嵌板{c[ededed]}！\x0e\x01\x04\0
GetGreatMoblinPanel	得到了{c[d9456d]}大布林嵌板{c[ededed]}！\x0e\x01\x04\0
GetSoldierPanel	得到了{c[d9456d]}鐵球兵嵌板{c[ededed]}！\x0e\x01\x04\0
GetCrackPanel	得到了{c[d9456d]}羽毛道具嵌板{c[ededed]}！\x0e\x01\x04\0
GetArmosKnightPanel	得到了{c[d9456d]}巨霸阿默斯嵌板{c[ededed]}！\x0e\x01\x04\0
GetShadowLinkChip	得到了{c[d9456d]}暗影林克＋拼片{c[ededed]}！\n暗影林克會出現於迷宮內！\x0e\x01\x04\0
GetPanel	得到了{c[d9456d]}嵌板{c[ededed]}！\n是怎樣的嵌板呢？使用看看吧～！\x0e\x01\x04\0
GetPanelPlural	得到了一些{c[d9456d]}嵌板{c[ededed]}！\n是怎樣的嵌板呢？使用看看吧～！\x0e\x01\x04\0
GetEXRupee	得到了{c[d9456d]}盧比＋拼片{c[ededed]}！\x0e\x01\x04\0\x0e\0\x04\0只要在嵌板迷宮設置，\n就會有許多盧比從天而降！\x0e\x01\x04\0
GetEXHeart	得到了{c[d9456d]}心＋拼片{c[ededed]}！\x0e\x01\x04\0\x0e\0\x04\0只要在嵌板迷宮設置，\n就會有許多心從天而降！\x0e\x01\x04\0
GetEXEnemy	得到了{c[d9456d]}怪物增加＋拼片{c[ededed]}！\x0e\x01\x04\0\x0e\0\x04\0只要在嵌板迷宮設置，\n就會出現許多怪物！\x0e\x01\x04\0
GetEXBomb	得到了{c[d9456d]}炸彈＋拼片{c[ededed]}！\x0e\x01\x04\0\x0e\0\x04\0只要在嵌板迷宮設置，\n就會有許多炸彈從天而降！\x0e\x01\x04\0
GetEXFallMaster	得到了{c[d9456d]}天魔手＋拼片{c[ededed]}！\x0e\x01\x04\0\x0e\0\x04\0只要在嵌板迷宮設置，\n天魔手就會出現！\x0e\x01\x04\0
BuyBow	弓箭組合　{c[d9456d]}９８０盧比{c[ededed]}\x0e\x01\x07\0\x0e\0\x04\0買\x0e\0\x04\0\x0e\x01\t\0太貴了！
BuyArrow	１０支　箭　{c[d9456d]}１０盧比{c[ededed]}\x0e\x01\x07\0\x0e\0\x04\0買\x0e\0\x04\0\x0e\x01\t\0不需要
BuyScoop	酷炫鐵鏟　{c[d9456d]}２００盧比{c[ededed]}\x0e\x01\x07\0\x0e\0\x04\0買\x0e\0\x04\0\x0e\x01\t\0不需要
BuyHeart	３顆　心　{c[d9456d]}１０盧比{c[ededed]}\x0e\x01\x07\0\x0e\0\x04\0買\x0e\0\x04\0\x0e\x01\t\0不買！
BuyShield	盾　{c[d9456d]}２０盧比{c[ededed]}\n還可以寫上名字。\x0e\x01\x07\0\x0e\0\x04\0買\x0e\0\x04\0\x0e\x01\t\0不買
BuyBomb	１０個　炸彈　{c[d9456d]}１０盧比{c[ededed]}\x0e\x01\x07\0\x0e\0\x04\0買\x0e\0\x04\0\x0e\x01\t\0不買
BuyHeartPeace	１個　心之碎片　{c[d9456d]}２００盧比{c[ededed]}\x0e\x01\x07\0\x0e\0\x04\0買\x0e\0\x04\0\x0e\x01\t\0不買
BuyPanelPeace	１個　嵌石　{c[d9456d]}１２８０盧比{c[ededed]}\x0e\x01\x07\0\x0e\0\x04\0買\x0e\0\x04\0\x0e\x01\t\0太貴了！
PriceTagBow	弓箭組合\n{c[d9456d]}９８０盧比{c[ededed]}\x0e\x01\x06\0
PriceTagArrow	１０支　箭\n{c[d9456d]}１０盧比{c[ededed]}\x0e\x01\x06\0
PriceTagScoop	酷炫鐵鏟\n{c[d9456d]}２００盧比{c[ededed]}\x0e\x01\x06\0
PriceTagHeart	３顆　心\n{c[d9456d]}１０盧比{c[ededed]}\x0e\x01\x06\0
PriceTagShield	盾\n{c[d9456d]}２０盧比{c[ededed]}\x0e\x01\x06\0
PriceTagBomb	１０個　炸彈\n{c[d9456d]}１０盧比{c[ededed]}\x0e\x01\x06\0
PriceTagPanelPeace	嵌石\n{c[d9456d]}１２８０盧比{c[ededed]}\x0e\x01\x06\0
PriceTagHeartPeace	心之碎片\n{c[d9456d]}２００盧比{c[ededed]}\x0e\x01\x06\0
OpenKanaletGate	哦？城門打開了！\n這樣回去就很輕鬆了！\x0e\x01\x04\0
GetShield	得到了{c[d9456d]}盾{c[ededed]}！\n在背面寫上名字吧！\x0e\x01\x04\0
TakeMagicPowder	得到了{c[d9456d]}魔法粉{c[ededed]}！\n按下\x0e\x01\x01\x01\x0e打開道具畫面，設置在\x0e\x01\x01\x01\x04或\x0e\x01\x01\x01\x05上吧。\x0e\x01\x04\0
BuyMagicPowder	得到了{c[d9456d]}魔法粉{c[ededed]}！\n試著撒在各種東西上面吧。\x0e\x01\x04\0
GetBottle	得到了{c[d9456d]}妖精瓶子{c[ededed]}！\n把妖精裝進去吧！\x0e\x01\x04\0
GetPanelDungeonPiece	得到了{c[d9456d]}嵌石{c[ededed]}！\n散發著怪異的氣息……\x0e\x01\x04\0
UFOGetYossy	是{c[d9456d]}耀西{c[ededed]}！\n最近在很多遊戲裡都能見到呢～\x0e\x01\x04\0
UFOGetRupee20	拿到了{c[d9456d]}２０盧比{c[ededed]}！\n稍微撿到便宜了！\x0e\x01\x04\0
UFOGetRupee50	拿到了{c[d9456d]}５０盧比{c[ededed]}！\n錢包鼓鼓的！\x0e\x01\x04\0
UFOGetMagicPowder	拿到了{c[d9456d]}魔法粉{c[ededed]}！\n可以使用１０次喔！\x0e\x01\x04\0
UFOGetBomb	拿到了{c[d9456d]}炸彈{c[ededed]}！\n太棒了！一組有２０個！\x0e\x01\x04\0
UFOGetShield	拿到了{c[d9456d]}盾{c[ededed]}！\n在背面寫上名字吧！\x0e\x01\x04\0
UFOGetHeartPeace	拿到了{c[d9456d]}心之碎片{c[ededed]}！\n這可是很罕見的喔！\x0e\x01\x04\0
UFOGetSecretShell	拿到了{c[d9456d]}秘密貝殼{c[ededed]}！\n唔～散發著秘密的氣息……\x0e\x01\x04\0
UFOGetPeace	拿到了{c[d9456d]}嵌石{c[ededed]}！\n散發著怪異的氣息……\x0e\x01\x04\0
UFOGetCanCam	拿到了{c[d9456d]}嗷嗷塑像{c[ededed]}！\n找個地方擺設看看吧！\x0e\x01\x04\0
UFOGetkuribo	拿到了{c[d9456d]}栗寶寶塑像{c[ededed]}！\n看著就想踩下去……\x0e\x01\x04\0
UFOGettogezo	拿到了{c[d9456d]}刺刺龜塑像{c[ededed]}！\n很帥氣的帶刺龜殼！\x0e\x01\x04\0
UFOGetteresa	拿到了{c[d9456d]}害羞幽靈塑像{c[ededed]}！\n明明是鬼怪，卻很可愛！\x0e\x01\x04\0
UFOGetpukupuku	拿到了{c[d9456d]}泡泡魚塑像{c[ededed]}！\n圓滾滾像泡泡的魚！\x0e\x01\x04\0
UFOGetGeso	拿到了{c[d9456d]}魷魷塑像{c[ededed]}！\n感覺很滑溜。\x0e\x01\x04\0
UFOGetHeiho	拿到了{c[d9456d]}嘿呵塑像{c[ededed]}！\n真好奇面具下是什麼樣子……\x0e\x01\x04\0
UFOGetPakkun	拿到了{c[d9456d]}吞食花塑像{c[ededed]}！\n是會從水管出現的那傢伙！\x0e\x01\x04\0
UFOGetSanbo	拿到了{c[d9456d]}刺球丸子塑像{c[ededed]}！\n……好痛！\x0e\x01\x04\0
UFOGetBowwow	拿到了{c[d9456d]}汪汪塑像{c[ededed]}！\n就算近看也和真的一樣！\x0e\x01\x04\0
CheckCanCam	這個底座好像能擺放什麼東西。\n上面寫著{c[d9456d]}嗷嗷{c[ededed]}……\x0e\x01\x04\0
Checkkuribo	這個底座好像能擺放什麼東西。\n上面寫著{c[d9456d]}栗寶寶{c[ededed]}……\x0e\x01\x04\0
Checktogezo	這個底座好像能擺放什麼東西。\n上面寫著{c[d9456d]}刺刺龜{c[ededed]}……\x0e\x01\x04\0
Checkteresa	這個底座好像能擺放什麼東西。\n上面寫著{c[d9456d]}害羞幽靈{c[ededed]}……\x0e\x01\x04\0
Checkpukupuku	這個底座好像能擺放什麼東西。\n上面寫著{c[d9456d]}泡泡魚{c[ededed]}……\x0e\x01\x04\0
CheckGeso	這個底座好像能擺放什麼東西。\n上面寫著{c[d9456d]}魷魷{c[ededed]}……\x0e\x01\x04\0
CheckHeiho	這個底座好像能擺放什麼東西。\n上面寫著{c[d9456d]}嘿呵{c[ededed]}……\x0e\x01\x04\0
CheckPakkun	這個底座好像能擺放什麼東西。\n上面寫著{c[d9456d]}吞食花{c[ededed]}……\x0e\x01\x04\0
CheckSanbo	這個底座好像能擺放什麼東西。\n上面寫著{c[d9456d]}刺球丸子{c[ededed]}……\x0e\x01\x04\0
CheckBowwow	這個底座好像能擺放什麼東西。\n上面寫著{c[d9456d]}汪汪{c[ededed]}……\x0e\x01\x04\0
QuestCanCam	要擺放{c[d9456d]}嗷嗷塑像{c[ededed]}嗎？\x0e\x01\x07\0\x0e\0\x04\0放\x0e\0\x04\0\x0e\x01\t\0不放
Questkuribo	要擺放{c[d9456d]}栗寶寶塑像{c[ededed]}嗎？\x0e\x01\x07\0\x0e\0\x04\0放\x0e\0\x04\0\x0e\x01\t\0不放
Questtogezo	要擺放{c[d9456d]}刺刺龜塑像{c[ededed]}嗎？\x0e\x01\x07\0\x0e\0\x04\0放\x0e\0\x04\0\x0e\x01\t\0不放
Questteresa	要擺放{c[d9456d]}害羞幽靈塑像{c[ededed]}嗎？\x0e\x01\x07\0\x0e\0\x04\0放\x0e\0\x04\0\x0e\x01\t\0不放
Questpukupuku	要擺放{c[d9456d]}泡泡魚塑像{c[ededed]}嗎？\x0e\x01\x07\0\x0e\0\x04\0放\x0e\0\x04\0\x0e\x01\t\0不放
QuestGeso	要擺放{c[d9456d]}魷魷塑像{c[ededed]}嗎？\x0e\x01\x07\0\x0e\0\x04\0放\x0e\0\x04\0\x0e\x01\t\0不放
QuestHeiho	要擺放{c[d9456d]}嘿呵塑像{c[ededed]}嗎？\x0e\x01\x07\0\x0e\0\x04\0放\x0e\0\x04\0\x0e\x01\t\0不放
QuestPakkun	要擺放{c[d9456d]}吞食花塑像{c[ededed]}嗎？\x0e\x01\x07\0\x0e\0\x04\0放\x0e\0\x04\0\x0e\x01\t\0不放
QuestSanbo	要擺放{c[d9456d]}刺球丸子塑像{c[ededed]}嗎？\x0e\x01\x07\0\x0e\0\x04\0放\x0e\0\x04\0\x0e\x01\t\0不放
QuestBowwow	要擺放{c[d9456d]}汪汪塑像{c[ededed]}嗎？\x0e\x01\x07\0\x0e\0\x04\0放\x0e\0\x04\0\x0e\x01\t\0不放
SeeCanCam	是{c[d9456d]}嗷嗷塑像{c[ededed]}。\n要有勇氣才能養他？！\x0e\x01\x04\0
Seekuribo	是{c[d9456d]}栗寶寶塑像{c[ededed]}。\n看那端正的眉毛……真想踩下去。\x0e\x01\x04\0
Seetogezo	是{c[d9456d]}刺刺龜塑像{c[ededed]}。\n永遠記得翻倒的那一天……\x0e\x01\x04\0
Seeteresa	是{c[d9456d]}害羞幽靈塑像{c[ededed]}。\n……唔？看著這邊笑了？\x0e\x01\x04\0
Seepukupuku	是{c[d9456d]}泡泡魚塑像{c[ededed]}。\n那嘴唇非常迷人！\x0e\x01\x04\0
SeeGeso	是{c[d9456d]}魷魷塑像{c[ededed]}。\n現在完全變成明星了啊～\x0e\x01\x04\0
SeeHeiho	是{c[d9456d]}嘿呵塑像{c[ededed]}。\n眼裡一片漆黑，什麼都看不到……\x0e\x01\x04\0
SeePakkun	是{c[d9456d]}吞食花塑像{c[ededed]}。\n至今到底有多少人被咬了呢……\x0e\x01\x04\0
SeeSanbo	是{c[d9456d]}刺球丸子塑像{c[ededed]}。\n頭部和身體可以分離！\x0e\x01\x04\0
SeeBowwow	是{c[d9456d]}汪汪塑像{c[ededed]}。\n唔……隨時都會動起來的樣子。\x0e\x01\x04\0
AddHeartContainer	集齊４個{c[d9456d]}心之碎片{c[ededed]}了！\n心數的上限增加了！體力也恢復至全滿了！\x0e\x01\x04\0
TouchIceBlock	是深藍色的冰塊！\n……咦？好冰啊！！\x0e\x01\x04\0
TouchBombRock	唔？裂縫好像挺大的？\n找個方法說不定就能破壞掉！\x0e\x01\x04\0
TouchAttackRock	唔？是個不明物體！\n一口氣撞過去或許就能破壞掉！\x0e\x01\x04\0
TouchKeyBlock	唔？這個磚塊有鑰匙孔……\n拿到鑰匙後再來吧！！\x0e\x01\x04\0
TouchLiftRock	唔！！這好重啊！\n徒手好像搬不動呢……\x0e\x01\x04\0
TouchLiftHeavyObject	唔！！太重了拿不起來！\n看來力氣不夠大……\x0e\x01\x04\0
TouchWeathercock	連動也不動……\x0e\x01\x04\0
NotSongOcarina	是陶笛！可、可是……\n還沒學到曲子……\x0e\x01\x04\0
GetPowerBracelet	得到了{c[d9456d]}力量手鐲{c[ededed]}！\n這樣就能舉起壺跟岩石了！\x0e\x01\x04\0
GetHookShot	得到了{c[d9456d]}鉤索{c[ededed]}！\n咻咻～地伸出去使用吧！\x0e\x01\x04\0
GetMagicRod	得到了{c[d9456d]}魔術杖{c[ededed]}！\n燃燒吧！燃燒吧！燃燒殆盡吧！！\x0e\x01\x04\0
GetPegasusBoots	得到了{c[d9456d]}天馬之鞋{c[ededed]}！\n按住\x0e\x01\x01\x01\x0c就能衝刺！配合跳躍還能跳得很遠！\x0e\x01\x04\0
GetOcarina	得到了{c[d9456d]}陶笛{c[ededed]}！\n要是能學會吹奏許多曲子就好了！\x0e\x01\x04\0
GetRocsFeather	得到了{c[d9456d]}洛克鳥的羽毛{c[ededed]}！\n感覺身體變輕了。\x0e\x01\x04\0
GetScoop	得到了{c[d9456d]}鐵鏟{c[ededed]}！馬上來挖洞吧！\n按下\x0e\x01\x01\x01\x0e打開道具畫面，設置在\x0e\x01\x01\x01\x04或\x0e\x01\x01\x01\x05上吧。\x0e\x01\x04\0
GetBomb	得到了{c[d9456d]}炸彈{c[ededed]}！\n轟轟烈烈地爆炸吧！！\x0e\x01\x04\0
GetAnglerWeb	得到了{c[d9456d]}燈魚怪蛙鞋{c[ededed]}！\n按下\x0e\x01\x01\x01.可以潛水，按下\x0e\x01\x01\x017還能游得更快！\x0e\x01\x04\0
GetDrug	什麼？這是{c[d9456d]}秘密藥品{c[ededed]}！\n塗呀塗……自己塗上了。\x0e\x01\x04\0
GetTailkey	得到了{c[d9456d]}長尾鑰匙{c[ededed]}！\n這樣就能打開長尾的門了！\x0e\x01\x04\0
GetSlimeKey	得到了{c[d9456d]}黏液鑰匙{c[ededed]}！\n去烏庫庫草原的入口吧！\x0e\x01\x04\0
GetAnglerKey	得到了{c[d9456d]}燈魚怪鑰匙{c[ededed]}！\x0e\x01\x04\0
GetFaceKey	得到了{c[d9456d]}顏面鑰匙{c[ededed]}！\x0e\x01\x04\0
GetBirdKey	得到了{c[d9456d]}飛鳥鑰匙{c[ededed]}！\n是合作無間得來的勝利！\x0e\x01\x04\0
GetMap	終於找到{c[d9456d]}地圖{c[ededed]}了！\n按下\x0e\x01\x01\x01\x0f查看地圖畫面吧！\x0e\x01\x04\0
GetCompass	得到了{c[d9456d]}羅盤{c[ededed]}！\n可以得知首領和寶物的位置喔！\x0e\x01\x04\0\n還附帶新功能！\n附近有鑰匙的時候會發出提示音！\x0e\x01\x04\0
GetStoneBeak	找到{c[d9456d]}石喙{c[ededed]}了！\n去找貓頭鷹石像吧。\x0e\x01\x04\0
GetBossKey	得到了{c[d9456d]}首領鑰匙{c[ededed]}！\n可以打開首領房間的門了。\x0e\x01\x04\0
GetSmallKey	得到了{c[d9456d]}小鑰匙{c[ededed]}！\n可以打開鎖住的門了。\x0e\x01\x04\0
Get1Rupee	得到了{c[d9456d]}１盧比{c[ededed]}！\x0e\x01\x04\0
Get5Rupee	得到了{c[d9456d]}５盧比{c[ededed]}！\x0e\x01\x04\0
Get20Rupee	得到了{c[d9456d]}２０盧比{c[ededed]}！\n有點開心。\x0e\x01\x04\0
Get50Rupee	得到了{c[d9456d]}５０盧比{c[ededed]}！\n蠻開心的。\x0e\x01\x04\0
Get100Rupee	得到了{c[d9456d]}１００盧比{c[ededed]}！\n很開心。\x0e\x01\x04\0
Get300Rupee	得到了{c[d9456d]}３００盧比{c[ededed]}！\n超開心！\x0e\x01\x04\0
GetGoldLeaf	太好了！\n找到{c[d9456d]}黃金葉子{c[ededed]}了！\x0e\x01\x04\0
GetMirrorShield	得到了{c[d9456d]}鏡盾{c[ededed]}！\n這樣連光束都能反射了！\x0e\x01\x04\0
GetPowerfulBracelet	得到了{c[d9456d]}強力手鐲{c[ededed]}！\n這樣連象都能舉起了！\x0e\x01\x04\0
GetSecretShell	得到了{c[d9456d]}秘密貝殼{c[ededed]}！\n多多收集貝殼，換取好東西吧。\x0e\x01\x04\0
GetSecretShellAnother	得到了{c[d9456d]}秘密貝殼{c[ededed]}！\n……有什麼用處呢？\x0e\x01\x04\0
GetBottleFairy	把{c[d9456d]}妖精{c[ededed]}裝進瓶子裡了！\n可以用來隨時恢復心！\x0e\x01\x04\0
CheckBookshelf	這是書櫃。\x0e\x01\x04\0\x0e\0\x04\0嗯？你說你知道？哦，這樣喔。\x0e\x01\x04\0
CheckDresser	\x0e\x01\x03\0調查了衣櫃。\x0e\x01\x04\0\x0e\0\x04\0嗯～是個不錯的衣櫃啊。\x0e\x01\x04\0
CheckShelf	\x0e\x01\x03\0調查了抽屜。\x0e\x01\x04\0\x0e\0\x04\0……沒有特別令人在意的東西！\x0e\x01\x04\0
CheckGhostShelf	衣櫃的門掉下來了……\n看來已經很久沒有人用了……\x0e\x01\x04\0
CheckMermaidFigure	《悲傷的人魚像》\n        舒爾之作\x0e\x01\x04\0\n咦？……塑像欠缺了１片{c[d9456d]}鱗片{c[ededed]}。\x0e\x01\x04\0
CheckMermaidFigure2	《悲傷的人魚像》\n        舒爾之作\x0e\x01\x04\0
CheckShieldBook	《盾的使用方法》\n要讀這本書嗎？\x0e\x01\x07\0\x0e\0\x04\0讀\x0e\0\x04\0\x0e\x01\t\0不讀
ReadShieldBook	按住\x0e\x01\x01\x01\x0d的時候可以{c[63e343]}擋下{c[ededed]}敵人的攻擊\n或{c[63e343]}彈開{c[ededed]}敵人。\x0e\x01\x04\0\n似乎還有能反射光束的{c[d9456d]}鏡盾{c[ededed]}。\x0e\x01\x04\0
CheckItemSelect	《道具的設置方法》\n要讀這本書嗎？\x0e\x01\x07\0\x0e\0\x04\0讀\x0e\0\x04\0\x0e\x01\t\0不讀
ReadItemSelect	按下\x0e\x01\x01\x01\x0e即可在{c[63e343]}道具畫面{c[ededed]}\n查看持有的道具。\x0e\x01\x04\0\n在道具畫面中可以把喜歡的道具\n設置在\x0e\x01\x01\x01\x04或\x0e\x01\x01\x01\x05按鍵上。\x0e\x01\x04\0\n每種道具都能在冒險中派上用場。\n嘗試使用不同的道具吧！\x0e\x01\x04\0
CheckMapandMemo	《地圖畫面介紹》\n要讀這本書嗎？\x0e\x01\x07\0\x0e\0\x04\0讀\x0e\0\x04\0\x0e\x01\t\0不讀
ReadMapandMemo	按下\x0e\x01\x01\x01\x0f即可在{c[63e343]}地圖畫面{c[ededed]}\n查看島上地圖。\x0e\x01\x04\0\n推動\x0e\x01\x01\x01\x1b能切換縮放顯示。\n看不見的地方表示還沒去過。\x0e\x01\x04\0\n還可以按\x0e\x01\x01\x01\x15使用{c[63e343]}圖釘{c[ededed]}標示\n目的地及打算之後再去的地方。\x0e\x01\x04\0\n按下\x0e\x01\x01\x01\x16則可在{c[63e343]}回憶畫面{c[ededed]}\n回顧冒險歷程。\x0e\x01\x04\0\n所以不用做筆記也沒問題。\n哎呀～真方便！\x0e\x01\x04\0
CheckTurnAttack	《秘傳！迴旋斬》\n要讀這本書嗎？\x0e\x01\x07\0\x0e\0\x04\0讀\x0e\0\x04\0\x0e\x01\t\0不讀
ReadTurnAttack	有一個秘密劍技只傳承予\n身上流著某個家族血脈之人。\x0e\x01\x04\0\n按住\x0e\x01\x01\x01/蓄力！\n蓄好力了就鬆開按鍵吧！\x0e\x01\x04\0\n究竟你能不能使出這劍技呢？\x0e\x01\x04\0
CheckWarpRule	《傳送的規則》\n要讀這本書嗎？\x0e\x01\x07\0\x0e\0\x04\0讀\x0e\0\x04\0\x0e\x01\t\0不讀
ReadWarpRule	這座島上有被稱為\n{c[63e343]}「傳送點」{c[ededed]}的地方。\x0e\x01\x04\0\n只要踏進這個傳送點裡，\n就能傳送到其他傳送點去。\x0e\x01\x04\0\n不過，並不能傳送到從沒見過的傳送點！\x0e\x01\x04\0
CheckLiftBomb	《你還不知道炸彈是能舉起的嗎？》\n要讀這本書嗎？\x0e\x01\x07\0\x0e\0\x04\0讀\x0e\0\x04\0\x0e\x01\t\0不讀
ReadLiftBomb	     你知道嗎？\x0e\x01\x04\0\n站在放好了的炸彈前面\n{c[63e343]}按下\x0e\x01\x01\x010即可舉起{c[ededed]}炸彈。\x0e\x01\x04\0\n再按一次\x0e\x01\x01\x010\n還可以將舉起的炸彈投擲出去！\x0e\x01\x04\0
