FlowchartMsg_USen_szs\ActivityAchievements.msbt
Conjunction00	Furthermore!
Bottoms_001	Conveys the unique feeling of going for\na run beneath a starry sky.
Shoes_001	Conveys the unique feeling of going for\na run beneath a starry sky.
Tops_002	The winds that blow through the sky feel\ngood during a run.
Bottoms_002	The winds that blow through the sky feel\ngood during a run.
Shoes_002	The winds that blow through the sky feel\ngood during a run.
Tops_003	Run like the fastest hunter on the plains!
Bottoms_003	Run like the fastest hunter on the plains!
Shoes_003	Run like the fastest hunter on the plains!
Tops_004	Make a big splash with this aquatic gear!
Bottoms_004	Make a big splash with this aquatic gear!
Shoes_004	Make a big splash with this aquatic gear!
Tops_005	Feel the passion boiling up from within you.
Bottoms_005	Feel the passion boiling up from within you.
Shoes_005	Feel the passion boiling up from within you.
Tops_006	Supercharge your routine with these\nelectric duds.
Bottoms_006	Supercharge your routine with these\nelectric duds.
Shoes_006	Supercharge your routine with these\nelectric duds.
Tops_007	Split the atom each time you do splits!
Bottoms_007	Split the atom each time you do splits!
Shoes_007	Split the atom each time you do splits!
Tops_008	Only an outfit this hot can contain your\nfiery passion for exercise.
Bottoms_008	Only an outfit this hot can contain your\nfiery passion for exercise.
Shoes_008	Only an outfit this hot can contain your\nfiery passion for exercise.
Tops_009	Congrats on training your arms enough to\nembrace the greatness within yourself.
Bottoms_009	Congrats on training your arms enough to\nembrace the greatness within yourself.
Shoes_009	Congrats on training your arms enough to\nembrace the greatness within yourself.
Tops_010	Way to stick to your exercise program!\nGet it? "Program"?
Bottoms_010	Way to stick to your exercise program!\nGet it? "Program"?
Shoes_010	Way to stick to your exercise program!\nGet it? "Program"?
Tops_011	A strangely alluring outer shell. Become\none with the surging energy of the earth!
Bottoms_011	A strangely alluring outer shell. Become\none with the surging energy of the earth!
Shoes_011	A strangely alluring outer shell. Become\none with the surging energy of the earth!
Tops_012	There's enough power in this silvery armor\nto grant you a total-body rebirth.
Bottoms_012	There's enough power in this silvery armor\nto grant you a total-body rebirth.
Shoes_012	There's enough power in this silvery armor\nto grant you a total-body rebirth.
Tops_013	You'll feel like you're floating on air each\ntime you leap. Sure to draw compliments!
Bottoms_013	You'll feel like you're floating on air each\ntime you leap. Sure to draw compliments!
Shoes_013	You'll feel like you're floating on air each\ntime you leap. Sure to draw compliments!
Tops_014	Clad yourself in thunder and slice through\nthe blackest clouds of the darkest night.
Bottoms_014	Clad yourself in thunder and slice through\nthe blackest clouds of the darkest night.
Shoes_014	Clad yourself in thunder and slice through\nthe blackest clouds of the darkest night.
Tops_015	Dance over the dewy hills of the world like\nthe wild, uncontained rays of the sun.
Bottoms_015	Dance over the dewy hills of the world like\nthe wild, uncontained rays of the sun.
Shoes_015	Dance over the dewy hills of the world like\nthe wild, uncontained rays of the sun.
Tops_016	Jog your way to a bright, shining future,\nand leave darkness in your dust.
Bottoms_016	Jog your way to a bright, shining future,\nand leave darkness in your dust.
Shoes_016	Jog your way to a bright, shining future,\nand leave darkness in your dust.
Tops_017	It takes intense training to do your routine\nperfectly every time, just like the robots.
Bottoms_017	It takes intense training to do your routine\nperfectly every time, just like the robots.
Shoes_017	It takes intense training to do your routine\nperfectly every time, just like the robots.
Tops_018	You're a machine when it comes to combat,\nand there's no shutting you off.
Bottoms_018	You're a machine when it comes to combat,\nand there's no shutting you off.
Shoes_018	You're a machine when it comes to combat,\nand there's no shutting you off.
Tops_019	There's no need to run until you're blue\nin the face, with these fine blue duds on.
Bottoms_019	There's no need to run until you're blue\nin the face, with these fine blue duds on.
Shoes_019	There's no need to run until you're blue\nin the face, with these fine blue duds on.
Tops_020	Breathe in that fresh, clear air—and breathe\nout determination!
Bottoms_020	Breathe in that fresh, clear air—and breathe\nout determination!
Shoes_020	Breathe in that fresh, clear air—and breathe\nout determination!
Tops_021	Light itself can't catch you when you jog in\nthis stealthy sportswear.
Bottoms_021	Light itself can't catch you when you jog in\nthis stealthy sportswear.
Shoes_021	Light itself can't catch you when you jog in\nthis stealthy sportswear.
Tops_022	Running in this, with the sunset at your\nback, evokes the bygone days of youth.
Bottoms_022	Running in this, with the sunset at your\nback, evokes the bygone days of youth.
Shoes_022	Running in this, with the sunset at your\nback, evokes the bygone days of youth.
Tops_023	Wearing this is like being coated in a\nperpetual cooling sheen of water spray.
Bottoms_023	Wearing this is like being coated in a\nperpetual cooling sheen of water spray.
Shoes_023	Wearing this is like being coated in a\nperpetual cooling sheen of water spray.
Tops_024	Race through the city streets like you own\nthe place.
Bottoms_024	Race through the city streets like you own\nthe place.
Shoes_024	Race through the city streets like you own\nthe place.
Tops_025	Wear this to let everyone who sees you\nknow how good your six-pack is.
Bottoms_025	Wear this to let everyone who sees you\nknow how good your six-pack is.
Shoes_025	Wear this to let everyone who sees you\nknow how good your six-pack is.
Tops_026	Wearing this, you might actually manage to\nescape your own shadow.
Bottoms_026	Wearing this, you might actually manage to\nescape your own shadow.
Shoes_026	Wearing this, you might actually manage to\nescape your own shadow.
Tops_027	If you should fall seven times, stand up eight.\nThough of course it's better not to fall at all.
Bottoms_027	If you should fall seven times, stand up eight.\nThough of course it's better not to fall at all.
Shoes_027	If you should fall seven times, stand up eight.\nThough of course it's better not to fall at all.
Tops_028	For you, low visibility only makes you more\neager to see what's down the path ahead.
Bottoms_028	For you, low visibility only makes you more\neager to see what's down the path ahead.
Shoes_028	For you, low visibility only makes you more\neager to see what's down the path ahead.
Tops_029	Prove that you can adapt to any kind of \nexercise, at any time, in any conditions.
Bottoms_029	Prove that you can adapt to any kind of \nexercise, at any time, in any conditions.
Shoes_029	Prove that you can adapt to any kind of \nexercise, at any time, in any conditions.
Tops_030	You may believe coral snakes have no\nconnection with fitness. But think about it.
Bottoms_030	You may believe coral snakes have no\nconnection with fitness. But think about it.
Shoes_030	You may believe coral snakes have no\nconnection with fitness. But think about it.
Tops_031	You have a great hunger for all the exercise\nthat can fit between your powerful jaws.
Bottoms_031	You have a great hunger for all the exercise\nthat can fit between your powerful jaws.
Shoes_031	You have a great hunger for all the exercise\nthat can fit between your powerful jaws.
Tops_032	Stripped down to the bone, there are no\nweaknesses left; only pure beauty.
Bottoms_032	Stripped down to the bone, there are no\nweaknesses left; only pure beauty.
Shoes_032	Stripped down to the bone, there are no\nweaknesses left; only pure beauty.
Tops_033	Stripped down to the bone, there are no\nweaknesses left; only everlasting strength.
Bottoms_033	Stripped down to the bone, there are no\nweaknesses left; only everlasting strength.
Shoes_033	Stripped down to the bone, there are no\nweaknesses left; only everlasting strength.
Tops_034	Stripped down to the bone, there are no\nweaknesses left; only true grandeur.
Bottoms_034	Stripped down to the bone, there are no\nweaknesses left; only true grandeur.
Shoes_034	Stripped down to the bone, there are no\nweaknesses left; only true grandeur.
Tops_035	Try not to scare fellow joggers with your\nmonstrous claws and leathery wings.
Bottoms_035	Try not to scare fellow joggers with your\nmonstrous claws and leathery wings.
Shoes_035	Try not to scare fellow joggers with your\nmonstrous claws and leathery wings.
Tops_036	For when the fabulousness of your body\nneeds a little extra help making itself clear.
Bottoms_036	For when the fabulousness of your body\nneeds a little extra help making itself clear.
Shoes_036	For when the fabulousness of your body\nneeds a little extra help making itself clear.
Tops_037	Anyone who gets to see your strut in \naction should have to pay for the privilege.
Bottoms_037	Anyone who gets to see your strut in \naction should have to pay for the privilege.
Shoes_037	Anyone who gets to see your strut in \naction should have to pay for the privilege.
Tops_038	Suitable for any kind of exercise, but keep\naway from magnifying glasses.
Bottoms_038	Suitable for any kind of exercise, but keep\naway from magnifying glasses.
Shoes_038	Suitable for any kind of exercise, but keep\naway from magnifying glasses.
Tops_039	These help you return from any setback so\nlong as the flame in your heart stays lit.
Bottoms_039	These help you return from any setback so\nlong as the flame in your heart stays lit.
Shoes_039	These help you return from any setback so\nlong as the flame in your heart stays lit.
Tops_040	You can do any exercise while wearing this,\nbut it just feels right to do yoga in it.
Bottoms_040	You can do any exercise while wearing this,\nbut it just feels right to do yoga in it.
Shoes_040	You can do any exercise while wearing this,\nbut it just feels right to do yoga in it.
Tops_041	Reward yourself after a tough session with\na nice cooldown and a cracker.
Bottoms_041	Reward yourself after a tough session with\na nice cooldown and a cracker.
Shoes_041	Reward yourself after a tough session with\na nice cooldown and a cracker.
Tops_042	Let the spirit of the dragon flow through\nyou as you smash all obstacles in your way.
Bottoms_042	Let the spirit of the dragon flow through\nyou as you smash all obstacles in your way.
Shoes_042	Let the spirit of the dragon flow through\nyou as you smash all obstacles in your way.
Tops_043	Let golden light take over and drive you\nto run like never before.
Bottoms_043	Let golden light take over and drive you\nto run like never before.
Shoes_043	Let golden light take over and drive you\nto run like never before.
Tops_044	Halt anything trying to slow you down,\nwith this beefy wall of muscle.
Bottoms_044	Halt anything trying to slow you down,\nwith this beefy wall of muscle.
Shoes_044	Halt anything trying to slow you down,\nwith this beefy wall of muscle.
Tops_100	A road to run on and a decent set of\nclothes are the basics any jogger needs.
Bottoms_100	A road to run on and a decent set of\nclothes are the basics any jogger needs.
Shoes_100	A road to run on and a decent set of\nclothes are the basics any jogger needs.
Tops_101	Conveys the unique feeling of going for\na run beneath a starry sky.
Bottoms_101	Conveys the unique feeling of going for\na run beneath a starry sky.
Shoes_101	Conveys the unique feeling of going for\na run beneath a starry sky.
Tops_102	The winds that blow through the sky feel\ngood during a run.
Bottoms_102	The winds that blow through the sky feel\ngood during a run.
Shoes_102	The winds that blow through the sky feel\ngood during a run.
Tops_103	Run like the fastest hunter on the plains!
Bottoms_103	Run like the fastest hunter on the plains!
Shoes_103	Run like the fastest hunter on the plains!
Tops_104	Make a big splash with this aquatic gear!
Bottoms_104	Make a big splash with this aquatic gear!
Shoes_104	Make a big splash with this aquatic gear!
Tops_105	Feel the passion boiling up from within you.
Bottoms_105	Feel the passion boiling up from within you.
Shoes_105	Feel the passion boiling up from within you.
Tops_106	Supercharge your routine with these\nelectric duds.
Bottoms_106	Supercharge your routine with these\nelectric duds.
Shoes_106	Supercharge your routine with these\nelectric duds.
Tops_107	Split the atom each time you do splits!
Bottoms_107	Split the atom each time you do splits!
Shoes_107	Split the atom each time you do splits!
Tops_108	Only an outfit this hot can contain your\nfiery passion for exercise.
Bottoms_108	Only an outfit this hot can contain your\nfiery passion for exercise.
Shoes_108	Only an outfit this hot can contain your\nfiery passion for exercise.
Tops_109	Congrats on training your arms enough to\nembrace the greatness within yourself.
Bottoms_109	Congrats on training your arms enough to\nembrace the greatness within yourself.
Shoes_109	Congrats on training your arms enough to\nembrace the greatness within yourself.
Tops_110	Way to stick to your exercise program!\nGet it? "Program"?
Bottoms_110	Way to stick to your exercise program!\nGet it? "Program"?
Shoes_110	Way to stick to your exercise program!\nGet it? "Program"?
Tops_111	A strangely alluring outer shell. Become\none with the surging energy of the earth!
Bottoms_111	A strangely alluring outer shell. Become\none with the surging energy of the earth!
Shoes_111	A strangely alluring outer shell. Become\none with the surging energy of the earth!
Tops_112	There's enough power in this silvery armor\nto grant you a total-body rebirth.
Bottoms_112	There's enough power in this silvery armor\nto grant you a total-body rebirth.
Shoes_112	There's enough power in this silvery armor\nto grant you a total-body rebirth.
Tops_113	You'll feel like you're floating on air each\ntime you leap. Sure to draw compliments!
Bottoms_113	You'll feel like you're floating on air each\ntime you leap. Sure to draw compliments!
Shoes_113	You'll feel like you're floating on air each\ntime you leap. Sure to draw compliments!
Tops_114	Clad yourself in thunder and slice through\nthe blackest clouds of the darkest night.
Bottoms_114	Clad yourself in thunder and slice through\nthe blackest clouds of the darkest night.
Shoes_114	Clad yourself in thunder and slice through\nthe blackest clouds of the darkest night.
Tops_115	Dance over the dewy hills of the world like\nthe wild, uncontained rays of the sun.
Bottoms_115	Dance over the dewy hills of the world like\nthe wild, uncontained rays of the sun.
Shoes_115	Dance over the dewy hills of the world like\nthe wild, uncontained rays of the sun.
Tops_116	Jog your way to a bright, shining future,\nand leave darkness in your dust.
Bottoms_116	Jog your way to a bright, shining future,\nand leave darkness in your dust.
Shoes_116	Jog your way to a bright, shining future,\nand leave darkness in your dust.
Tops_117	It takes intense training to do your routine\nperfectly every time, just like the robots.
Bottoms_117	It takes intense training to do your routine\nperfectly every time, just like the robots.
Shoes_117	It takes intense training to do your routine\nperfectly every time, just like the robots.
Tops_118	You're a machine when it comes to combat,\nand there's no shutting you off.
Bottoms_118	You're a machine when it comes to combat,\nand there's no shutting you off.
Shoes_118	You're a machine when it comes to combat,\nand there's no shutting you off.
Tops_119	There's no need to run until you're blue\nin the face, with these fine blue duds on.
Bottoms_119	There's no need to run until you're blue\nin the face, with these fine blue duds on.
Shoes_119	There's no need to run until you're blue\nin the face, with these fine blue duds on.
Tops_120	Breathe in that fresh, clear air—and breathe\nout determination!
Bottoms_120	Breathe in that fresh, clear air—and breathe\nout determination!
Shoes_120	Breathe in that fresh, clear air—and breathe\nout determination!
Tops_121	Light itself can't catch you when you jog in\nthis stealthy sportswear.
Bottoms_121	Light itself can't catch you when you jog in\nthis stealthy sportswear.
Shoes_121	Light itself can't catch you when you jog in\nthis stealthy sportswear.
Tops_122	Running in this, with the sunset at your\nback, evokes the bygone days of youth.
Bottoms_122	Running in this, with the sunset at your\nback, evokes the bygone days of youth.
Shoes_122	Running in this, with the sunset at your\nback, evokes the bygone days of youth.
Tops_123	Wearing this is like being coated in a\nperpetual cooling sheen of water spray.
Bottoms_123	Wearing this is like being coated in a\nperpetual cooling sheen of water spray.
Shoes_123	Wearing this is like being coated in a\nperpetual cooling sheen of water spray.
Tops_124	Race through the city streets like you own\nthe place.
Bottoms_124	Race through the city streets like you own\nthe place.
Shoes_124	Race through the city streets like you own\nthe place.
Tops_125	Wear this to let everyone who sees you\nknow how good your six-pack is.
Bottoms_125	Wear this to let everyone who sees you\nknow how good your six-pack is.
Shoes_125	Wear this to let everyone who sees you\nknow how good your six-pack is.
Tops_126	Wearing this, you might actually manage to\nescape your own shadow.
Bottoms_126	Wearing this, you might actually manage to\nescape your own shadow.
Shoes_126	Wearing this, you might actually manage to\nescape your own shadow.
Tops_127	If you should fall seven times, stand up eight.\nThough of course it's better not to fall at all.
Bottoms_127	If you should fall seven times, stand up eight.\nThough of course it's better not to fall at all.
Shoes_127	If you should fall seven times, stand up eight.\nThough of course it's better not to fall at all.
Tops_128	For you, low visibility only makes you more\neager to see what's down the path ahead.
Bottoms_128	For you, low visibility only makes you more\neager to see what's down the path ahead.
Shoes_128	For you, low visibility only makes you more\neager to see what's down the path ahead.
Tops_129	Prove that you can adapt to any kind of \nexercise, at any time, in any conditions.
Bottoms_129	Prove that you can adapt to any kind of \nexercise, at any time, in any conditions.
Shoes_129	Prove that you can adapt to any kind of \nexercise, at any time, in any conditions.
Tops_130	You may believe coral snakes have no\nconnection with fitness. But think about it.
Bottoms_130	You may believe coral snakes have no\nconnection with fitness. But think about it.
Shoes_130	You may believe coral snakes have no\nconnection with fitness. But think about it.
Tops_131	You have a great hunger for all the exercise\nthat can fit between your powerful jaws.
Bottoms_131	You have a great hunger for all the exercise\nthat can fit between your powerful jaws.
Shoes_131	You have a great hunger for all the exercise\nthat can fit between your powerful jaws.
Tops_132	Stripped down to the bone, there are no\nweaknesses left; only pure beauty.
Bottoms_132	Stripped down to the bone, there are no\nweaknesses left; only pure beauty.
Shoes_132	Stripped down to the bone, there are no\nweaknesses left; only pure beauty.
Tops_133	Stripped down to the bone, there are no\nweaknesses left; only everlasting strength.
Bottoms_133	Stripped down to the bone, there are no\nweaknesses left; only everlasting strength.
Shoes_133	Stripped down to the bone, there are no\nweaknesses left; only everlasting strength.
Tops_134	Stripped down to the bone, there are no\nweaknesses left; only true grandeur.
Bottoms_134	Stripped down to the bone, there are no\nweaknesses left; only true grandeur.
Shoes_134	Stripped down to the bone, there are no\nweaknesses left; only true grandeur.
Tops_135	Try not to scare fellow joggers with your\nmonstrous claws and leathery wings.
Bottoms_135	Try not to scare fellow joggers with your\nmonstrous claws and leathery wings.
Shoes_135	Try not to scare fellow joggers with your\nmonstrous claws and leathery wings.
Tops_136	For when the fabulousness of your body\nneeds a little extra help making itself clear.
Bottoms_136	For when the fabulousness of your body\nneeds a little extra help making itself clear.
Shoes_136	For when the fabulousness of your body\nneeds a little extra help making itself clear.
Tops_137	Anyone who gets to see your strut in \naction should have to pay for the privilege.
Bottoms_137	Anyone who gets to see your strut in \naction should have to pay for the privilege.
Shoes_137	Anyone who gets to see your strut in \naction should have to pay for the privilege.
Tops_138	Suitable for any kind of exercise, but keep\naway from magnifying glasses.
Bottoms_138	Suitable for any kind of exercise, but keep\naway from magnifying glasses.
Shoes_138	Suitable for any kind of exercise, but keep\naway from magnifying glasses.
Tops_139	These help you return from any setback so\nlong as the flame in your heart stays lit.
Bottoms_139	These help you return from any setback so\nlong as the flame in your heart stays lit.
Shoes_139	These help you return from any setback so\nlong as the flame in your heart stays lit.
Tops_140	You can do any exercise while wearing this,\nbut it just feels right to do yoga in it.
Bottoms_140	You can do any exercise while wearing this,\nbut it just feels right to do yoga in it.
Shoes_140	You can do any exercise while wearing this,\nbut it just feels right to do yoga in it.
Tops_141	Reward yourself after a tough session with\na nice cooldown and a cracker.
Bottoms_141	Reward yourself after a tough session with\na nice cooldown and a cracker.
Shoes_141	Reward yourself after a tough session with\na nice cooldown and a cracker.
Tops_142	Let the spirit of the dragon flow through\nyou as you smash all obstacles in your way.
Bottoms_142	Let the spirit of the dragon flow through\nyou as you smash all obstacles in your way.
Shoes_142	Let the spirit of the dragon flow through\nyou as you smash all obstacles in your way.
Tops_200	A road to run on and a decent set of\nclothes are the basics any jogger needs.
Bottoms_200	A road to run on and a decent set of\nclothes are the basics any jogger needs.
Shoes_200	A road to run on and a decent set of\nclothes are the basics any jogger needs.
Tops_201	Conveys the unique feeling of going for\na run beneath a starry sky.
Bottoms_201	Conveys the unique feeling of going for\na run beneath a starry sky.
Shoes_201	Conveys the unique feeling of going for\na run beneath a starry sky.
Tops_202	The winds that blow through the sky feel\ngood during a run.
Bottoms_202	The winds that blow through the sky feel\ngood during a run.
Shoes_202	The winds that blow through the sky feel\ngood during a run.
Tops_203	Run like the fastest hunter on the plains!
Bottoms_203	Run like the fastest hunter on the plains!
Shoes_203	Run like the fastest hunter on the plains!
Tops_204	Make a big splash with this aquatic gear!
Bottoms_204	Make a big splash with this aquatic gear!
Shoes_204	Make a big splash with this aquatic gear!
Tops_205	Feel the passion boiling up from within you.
Bottoms_205	Feel the passion boiling up from within you.
Shoes_205	Feel the passion boiling up from within you.
Tops_206	Supercharge your routine with these\nelectric duds.
Bottoms_206	Supercharge your routine with these\nelectric duds.
Shoes_206	Supercharge your routine with these\nelectric duds.
Tops_207	Split the atom each time you do splits!
Bottoms_207	Split the atom each time you do splits!
Shoes_207	Split the atom each time you do splits!
Tops_208	Only an outfit this hot can contain your\nfiery passion for exercise.
Bottoms_208	Only an outfit this hot can contain your\nfiery passion for exercise.
Shoes_208	Only an outfit this hot can contain your\nfiery passion for exercise.
Tops_209	Congrats on training your arms enough to\nembrace the greatness within yourself.
Bottoms_209	Congrats on training your arms enough to\nembrace the greatness within yourself.
Shoes_209	Congrats on training your arms enough to\nembrace the greatness within yourself.
Tops_210	Way to stick to your exercise program!\nGet it? "Program"?
Bottoms_210	Way to stick to your exercise program!\nGet it? "Program"?
Shoes_210	Way to stick to your exercise program!\nGet it? "Program"?
Tops_211	A strangely alluring outer shell. Become\none with the surging energy of the earth!
Bottoms_211	A strangely alluring outer shell. Become\none with the surging energy of the earth!
Shoes_211	A strangely alluring outer shell. Become\none with the surging energy of the earth!
Tops_212	There's enough power in this silvery armor\nto grant you a total-body rebirth.
Bottoms_212	There's enough power in this silvery armor\nto grant you a total-body rebirth.
Shoes_212	There's enough power in this silvery armor\nto grant you a total-body rebirth.
Tops_213	You'll feel like you're floating on air each\ntime you leap. Sure to draw compliments!
Bottoms_213	You'll feel like you're floating on air each\ntime you leap. Sure to draw compliments!
Shoes_213	You'll feel like you're floating on air each\ntime you leap. Sure to draw compliments!
Tops_214	Clad yourself in thunder and slice through\nthe blackest clouds of the darkest night.
Bottoms_214	Clad yourself in thunder and slice through\nthe blackest clouds of the darkest night.
Shoes_214	Clad yourself in thunder and slice through\nthe blackest clouds of the darkest night.
Tops_215	Dance over the dewy hills of the world like\nthe wild, uncontained rays of the sun.
Bottoms_215	Dance over the dewy hills of the world like\nthe wild, uncontained rays of the sun.
Shoes_215	Dance over the dewy hills of the world like\nthe wild, uncontained rays of the sun.
Tops_216	Jog your way to a bright, shining future,\nand leave darkness in your dust.
Bottoms_216	Jog your way to a bright, shining future,\nand leave darkness in your dust.
Shoes_216	Jog your way to a bright, shining future,\nand leave darkness in your dust.
Tops_217	It takes intense training to do your routine\nperfectly every time, just like the robots.
Bottoms_217	It takes intense training to do your routine\nperfectly every time, just like the robots.
Shoes_217	It takes intense training to do your routine\nperfectly every time, just like the robots.
Tops_218	You're a machine when it comes to combat,\nand there's no shutting you off.
Bottoms_218	You're a machine when it comes to combat,\nand there's no shutting you off.
Shoes_218	You're a machine when it comes to combat,\nand there's no shutting you off.
Tops_219	There's no need to run until you're blue\nin the face, with these fine blue duds on.
Bottoms_219	There's no need to run until you're blue\nin the face, with these fine blue duds on.
Shoes_219	There's no need to run until you're blue\nin the face, with these fine blue duds on.
Tops_220	Breathe in that fresh, clear air—and breathe\nout determination!
Bottoms_220	Breathe in that fresh, clear air—and breathe\nout determination!
Shoes_220	Breathe in that fresh, clear air—and breathe\nout determination!
Tops_221	Light itself can't catch you when you jog in\nthis stealthy sportswear.
Bottoms_221	Light itself can't catch you when you jog in\nthis stealthy sportswear.
Shoes_221	Light itself can't catch you when you jog in\nthis stealthy sportswear.
Tops_222	Running in this, with the sunset at your\nback, evokes the bygone days of youth.
Bottoms_222	Running in this, with the sunset at your\nback, evokes the bygone days of youth.
Shoes_222	Running in this, with the sunset at your\nback, evokes the bygone days of youth.
Tops_223	Wearing this is like being coated in a\nperpetual cooling sheen of water spray.
Bottoms_223	Wearing this is like being coated in a\nperpetual cooling sheen of water spray.
Shoes_223	Wearing this is like being coated in a\nperpetual cooling sheen of water spray.
Tops_224	Race through the city streets like you own\nthe place.
Bottoms_224	Race through the city streets like you own\nthe place.
Shoes_224	Race through the city streets like you own\nthe place.
Tops_225	Wear this to let everyone who sees you\nknow how good your six-pack is.
Bottoms_225	Wear this to let everyone who sees you\nknow how good your six-pack is.
Shoes_225	Wear this to let everyone who sees you\nknow how good your six-pack is.
Tops_226	Wearing this, you might actually manage to\nescape your own shadow.
Bottoms_226	Wearing this, you might actually manage to\nescape your own shadow.
Shoes_226	Wearing this, you might actually manage to\nescape your own shadow.
Tops_227	If you should fall seven times, stand up eight.\nThough of course it's better not to fall at all.
Bottoms_227	If you should fall seven times, stand up eight.\nThough of course it's better not to fall at all.
Shoes_227	If you should fall seven times, stand up eight.\nThough of course it's better not to fall at all.
Tops_228	For you, low visibility only makes you more\neager to see what's down the path ahead.
Bottoms_228	For you, low visibility only makes you more\neager to see what's down the path ahead.
Shoes_228	For you, low visibility only makes you more\neager to see what's down the path ahead.
Tops_229	Prove that you can adapt to any kind of \nexercise, at any time, in any conditions.
Bottoms_229	Prove that you can adapt to any kind of \nexercise, at any time, in any conditions.
Shoes_229	Prove that you can adapt to any kind of \nexercise, at any time, in any conditions.
Tops_230	You may believe coral snakes have no\nconnection with fitness. But think about it.
Bottoms_230	You may believe coral snakes have no\nconnection with fitness. But think about it.
Shoes_230	You may believe coral snakes have no\nconnection with fitness. But think about it.
Tops_231	You have a great hunger for all the exercise\nthat can fit between your powerful jaws.
Bottoms_231	You have a great hunger for all the exercise\nthat can fit between your powerful jaws.
Shoes_231	You have a great hunger for all the exercise\nthat can fit between your powerful jaws.
Tops_232	Stripped down to the bone, there are no\nweaknesses left; only pure beauty.
Bottoms_232	Stripped down to the bone, there are no\nweaknesses left; only pure beauty.
Shoes_232	Stripped down to the bone, there are no\nweaknesses left; only pure beauty.
Tops_233	Stripped down to the bone, there are no\nweaknesses left; only everlasting strength.
Bottoms_233	Stripped down to the bone, there are no\nweaknesses left; only everlasting strength.
Shoes_233	Stripped down to the bone, there are no\nweaknesses left; only everlasting strength.
Tops_234	Stripped down to the bone, there are no\nweaknesses left; only true grandeur.
Bottoms_234	Stripped down to the bone, there are no\nweaknesses left; only true grandeur.
Shoes_234	Stripped down to the bone, there are no\nweaknesses left; only true grandeur.
Tops_235	Try not to scare fellow joggers with your\nmonstrous claws and leathery wings.
Bottoms_235	Try not to scare fellow joggers with your\nmonstrous claws and leathery wings.
Shoes_235	Try not to scare fellow joggers with your\nmonstrous claws and leathery wings.
Tops_236	For when the fabulousness of your body\nneeds a little extra help making itself clear.
Bottoms_236	For when the fabulousness of your body\nneeds a little extra help making itself clear.
Shoes_236	For when the fabulousness of your body\nneeds a little extra help making itself clear.
Tops_237	Anyone who gets to see your strut in \naction should have to pay for the privilege.
Bottoms_237	Anyone who gets to see your strut in \naction should have to pay for the privilege.
Shoes_237	Anyone who gets to see your strut in \naction should have to pay for the privilege.
Tops_238	Suitable for any kind of exercise, but keep\naway from magnifying glasses.
Bottoms_238	Suitable for any kind of exercise, but keep\naway from magnifying glasses.
Shoes_238	Suitable for any kind of exercise, but keep\naway from magnifying glasses.
Tops_239	These help you return from any setback so\nlong as the flame in your heart stays lit.
Bottoms_239	These help you return from any setback so\nlong as the flame in your heart stays lit.
Shoes_239	These help you return from any setback so\nlong as the flame in your heart stays lit.
Tops_240	You can do any exercise while wearing this,\nbut it just feels right to do yoga in it.
Bottoms_240	You can do any exercise while wearing this,\nbut it just feels right to do yoga in it.
Shoes_240	You can do any exercise while wearing this,\nbut it just feels right to do yoga in it.
Tops_241	Reward yourself after a tough session with\na nice cooldown and a cracker.
Bottoms_241	Reward yourself after a tough session with\na nice cooldown and a cracker.
Shoes_241	Reward yourself after a tough session with\na nice cooldown and a cracker.
Tops_242	Let the spirit of the dragon flow through\nyou as you smash all obstacles in your way.
Bottoms_242	Let the spirit of the dragon flow through\nyou as you smash all obstacles in your way.
Shoes_242	Let the spirit of the dragon flow through\nyou as you smash all obstacles in your way.
ListMsg_USen_szs\EquipName.msbt
Tops_000	ⅥBasic Jogger
Bottoms_000	ⅦBasic Jogger
Shoes_000	ⅧBasic Jogger
Tops_001	ⅥGalactic Jogger
Bottoms_001	ⅦGalactic Jogger
Shoes_001	ⅧGalactic Jogger
Tops_002	ⅥSky Jogger
Bottoms_002	ⅦSky Jogger
Shoes_002	ⅧSky Jogger
Tops_003	ⅥSavannah Athlete
Bottoms_003	ⅦSavannah Athlete
Shoes_003	ⅧSavannah Athlete
Tops_004	ⅥOcean Athlete
Bottoms_004	ⅦOcean Athlete
Shoes_004	ⅧOcean Athlete
Tops_005	ⅥVolcanic Athlete
Bottoms_005	ⅦVolcanic Athlete
Shoes_005	ⅧVolcanic Athlete
Tops_006	ⅥVolt Contender
Bottoms_006	ⅦVolt Contender
Shoes_006	ⅧVolt Contender
Tops_007	ⅥAtomic Contender
Bottoms_007	ⅦAtomic Contender
Shoes_007	ⅧAtomic Contender
Tops_008	ⅥFlame Contender
Bottoms_008	ⅦFlame Contender
Shoes_008	ⅧFlame Contender
Tops_009	ⅥArms Master
Bottoms_009	ⅦArms Master
Shoes_009	ⅧArms Master
Tops_010	ⅥFitness Machine
Bottoms_010	ⅦFitness Machine
Shoes_010	ⅧFitness Machine
Tops_011	ⅥCinder Beetle
Bottoms_011	ⅦCinder Beetle
Shoes_011	ⅧCinder Beetle
Tops_012	ⅥSilver Cocoon
Bottoms_012	ⅦSilver Cocoon
Shoes_012	ⅧSilver Cocoon
Tops_013	ⅥSkip Hopper
Bottoms_013	ⅦSkip Hopper
Shoes_013	ⅧSkip Hopper
Tops_014	ⅥStorm Dancer
Bottoms_014	ⅦStorm Dancer
Shoes_014	ⅧStorm Dancer
All_014	ⅥⅦⅧStorm Dancer
