FlowchartMsg_JPja_szs\ActivityAchievements.msbt
Conjunction00	さらに…!
Sm_079	強い殺菌作用がある茶カテキンを豊富に含む\n実は紅茶や烏龍茶も 同じお茶の木から作られる
Sm_080	大葉とレモンはビタミンCが豊富\n大葉は乾燥しやすい 密閉容器で保存がオススメ
Sm_081	抹茶を濃厚な牛乳で合わせたドリンク\n沸騰させすぎないのがおいしさの秘密
Sm_082	香り豊かで見た目もさわやかな逸品\n甘いアイスと炭酸が 相性バッチリ
Sm_083	アスパラガスを沢山使った健康的なスムージー\n緑茶葉と混ぜて飲みやすく
Sm_084	玉ねぎの甘さがアスパラガスを引き立てるスープ\nアスパラガスは穂先を上にして保存すると良い 
Sm_085	ライムはビタミンCやクエン酸が豊富\n柑橘系の香りが食欲をそそる
Sm_086	レタスの自然な甘みが特徴のスムージー\nビタミンKや食物繊維が豊富に摂取できる
Sm_087	栄養満点で「森のバター」と呼ばれるアボカド\n濃厚なコクが特徴の ドロッとしたスムージー
Sm_088	ライムとシナモンが織りなす香りのハーモニー\n爽やかなだけじゃない 個性的な逸品 
Sm_089	ビタミンCやカリウムが豊富なキウイを使用\n甘酸っぱさにりんごの爽やかさをプラス
Sm_090	食物繊維豊富な緑色の素材がてんこもり\n味も食感も違う3種のハーモニーが魅力
Sm_091	アボカドの濃厚なコクを残しつつ シナモンと\nレモングラスでさわやかに仕上げた逸品
Sm_092	洋ナシはジュースだけでなく すりおろして\n漬け込むことで 肉を柔らかくする効果もある
Sm_093	バニラの香りが抹茶の旨味を引き立てる\n老若男女に愛される優しい味
Sm_094	緑色は大地の豊かさのバロメーター\n大地のエネルギーが詰まったスムージー
Sm_095	熟したバナナをふんだんに使ったスムージー\n滑らかな舌触りで 腹持ちも良い
Sm_096	豊富なベータカロテンが含まれるアプリコット\n乾燥させると各栄養価が何倍にも増加する
Sm_097	フルーティな味わいの酢を使った健康ドリンク\n酢の酸味が 心地よい後味にしてくれる
Sm_098	芳醇なアプリコットの香りと酸味にうっとり\n表面にハリがあるのは新鮮な証拠
Sm_099	バナナやレモンには沢山のカリウムが含まれる\nレモンの酸っぱさの正体はクエン酸
Sm_100	はちみつの芳醇な甘味とレモンの酸味\n運動後には最適なサッパリとした飲み物
Sm_101	よく熟した甘味のあるアプリコットを\nアーモンドミルクでまとめた上品な逸品
Sm_102	世界三大穀物の1つであるトウモロコシ\nその甘味だけで作られた素朴なスープ
Sm_103	たっぷりのトウモロコシと優しい甘味の牛乳が\n心も体もホカホカにしてくれる
Sm_104	豊富なビタミン群やショウガオールがうれしい\nピリっとした辛みが食欲をそそる
Sm_105	シナモンとショウガは最強コンビ\nどちらも強力な殺菌効果を持つ
Sm_106	程よい酸味と甘味のハーモニーが美味しい\n朝にピッタリなサッパリとしたスムージー
Sm_107	ビタミン豊富な黄色の素材\n太陽の恵みがギュッとつまったスムージー
Sm_108	ショウガの辛さとハーブ類の香りが爽快な1杯\nレモングラスはハーブティーとしての人気も高い
Sm_109	コーヒーの上品な苦味の中に\nアプリコットの豊かな酸味と甘味をプラス
Sm_110	バナナの濃厚な甘さとバニラの香りが魅力\nバナナは熟れている方が甘みが強くて美味しい
Sm_111	鮮明な黄色が美しく ビタミンCもたっぷり\n見ているだけでヨダレが出てくる
Sm_112	輝く黄色は太陽の色\n太陽のように内から輝く体を作ろう
Sm_113	芳醇なモモをふんだんに使ったスムージー\n思わず顔がほころぶ甘い味
Sm_115	甘味と酸味が優しく融合したドリンク\nザク切りにしたモモの果肉がうれしい
Sm_116	みずみずしいスイカを使ったスムージー\n自然な甘さがうれしい 夏にオススメの1杯
Sm_117	ピンク色のグレープフルーツは\n別名でルビーやレッドブラッシュと呼ばれる
Sm_118	さっぱりした風味が特徴のグアバ\nビタミンCが豊富なスムージー
Sm_119	新鮮なチェリーは粒が大きく 表面が滑らか\n栄養バランスが優れたスムージー
Sm_120	モモの甘さに バニラの香りが加わり\n味覚も嗅覚も甘さにとろける
Sm_worklabel_00	【バトル】
Sm_worklabel_01	EXP2倍
Sm_worklabel_21	お金2倍
Sm_worklabel_03	【コース】
Sm_worklabel_04	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ防御力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_worklabel_09	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ防御力 超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_worklabel_05	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ回復スキルの回復量 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_worklabel_08	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ回復スキルの回復量 超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_worklabel_10	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ待機ターン リセット
Sm_worklabel_24	受けた 悪い効果をなくす
Sm_worklabel_25	負けた時に飲むと 復活できる
Sm_worklabel_13	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ連続行動の確定
Sm_worklabel_14	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿラッシュ確定
Sm_worklabel_22	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ全色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_worklabel_23	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ全色攻撃力 超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_worklabel_11	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ黄色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_worklabel_18	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ緑色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_worklabel_29	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ赤色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_worklabel_32	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ青色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_worklabel_12	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ黄色攻撃力 超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_worklabel_19	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ緑色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_worklabel_31	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ赤色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_worklabel_33	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ青色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_worklabel_15	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_worklabel_20	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_worklabel_30	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_worklabel_34	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_worklabel_26	ダッシュ・もも上げが楽に出来る
Sm_worklabel_27	素材の入手数が2倍
Sm_worklabel_28	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ魔物が出なくなる
Sm_worklabel_06	 ＋ 
ListMsg_JPja_szs\ItemExplainSmoothie.msbt
Sm_001	【バトル】EXP2倍
Sm_002	【バトル】お金2倍
Sm_003	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿラッシュ確定
Sm_004	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ連続行動の確定
Sm_005	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿラッシュ確定
Sm_006	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ連続行動の確定
Sm_007	【バトル】お金2倍
Sm_008	【バトル】EXP2倍
Sm_009	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿラッシュ確定 ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ連続行動の確定
Sm_010	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ全色攻撃力 超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_015	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ待機ターン リセット
Sm_016	【バトル】受けた 悪い効果をなくす
Sm_017	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ待機ターン リセット
Sm_018	【バトル】受けた 悪い効果をなくす
Sm_023	【バトル】受けた 悪い効果をなくす
Sm_024	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ待機ターン リセット
Sm_025	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ待機ターン リセット ＋ 受けた 悪い効果をなくす
Sm_028	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ待機ターン リセット ＋ 受けた 悪い効果をなくす
Sm_029	【コース】素材の入手数が2倍
Sm_030	【コース】ダッシュ・もも上げが楽に出来る
Sm_031	【コース】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ魔物が出なくなる
Sm_032	レベルが+1上がる
Sm_033	【コース】素材の入手数が2倍
Sm_034	【コース】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ魔物が出なくなる
Sm_035	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ攻撃力が+1上がる
Sm_036	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ防御力が+1上がる
Sm_037	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキルポイントが+1増える
Sm_038	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ防御力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_039	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ防御力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_040	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ防御力 超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_041	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ防御力 超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_042	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ赤色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_043	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_044	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ赤色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_045	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_046	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ赤色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_047	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ赤色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ防御力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_048	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿラッシュ確定
Sm_049	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ赤色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_050	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ赤色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_051	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_052	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ赤色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ防御力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_053	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ赤色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ待機ターン リセット
Sm_054	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ赤色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_055	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ赤色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_056	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ赤色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_057	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ赤色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_058	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ赤色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_059	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ赤色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿラッシュ確定
Sm_060	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ赤色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_061	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ青色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_062	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_063	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ青色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_064	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_065	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ青色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_066	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ青色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ防御力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_067	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿラッシュ確定
Sm_068	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ青色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_069	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ青色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_070	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_071	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ青色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ防御力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_072	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ青色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ待機ターン リセット
Sm_073	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ青色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_074	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ青色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_075	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ青色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_076	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ青色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_077	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ青色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿラッシュ確定
Sm_078	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ青色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_079	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ緑色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_080	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_081	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ緑色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_082	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_083	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ緑色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_084	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ緑色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ防御力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_085	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ緑色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_086	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ緑色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_087	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_088	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ緑色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ防御力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_089	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ緑色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ待機ターン リセット
Sm_090	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ緑色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_091	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ緑色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_092	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ緑色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_093	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ緑色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿラッシュ確定
Sm_094	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ緑色攻撃力  超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_095	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ黄色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_096	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_097	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ黄色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_098	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_099	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ黄色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_100	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ黄色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ防御力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_101	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿラッシュ確定
Sm_102	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ黄色攻撃力 超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_103	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ黄色攻撃力 超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_104	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_105	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ黄色攻撃力 超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ防御力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_106	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ黄色攻撃力 超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ待機ターン リセット
Sm_107	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ黄色攻撃力 アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
