FlowchartMsg_CNzh_szs\ActivityAchievements.msbt
Conjunction00	此外……！
L_Exp_00-T_Text_00+ParachuteFall_04	\x0e\0\x03\x02\x01\0拉开\x0e\0\x03\x02ÿÿRing-Con，并将上半身向\x0e\0\x03\x02\x01\0右\x0e\0\x03\x02ÿÿ倾吧。
L_Exp_00-T_Text_00+BoxBreaker_01	\x0e\0\x03\x02\x01\0推压\x0e\0\x03\x02ÿÿRing-Con，破坏木箱吧。
L_Exp_00-T_Text_00+BoxBreaker_02	射击\x0e\0\x03\x02\x01\0有气球的箱子\x0e\0\x03\x02ÿÿ，一口气破坏大量的木箱吧。
L_Exp_00-T_Text_00+BoxBreaker_03	将Ring-Con\x0e\0\x03\x02\x01\0方向朝下\x0e\0\x03\x02ÿÿ，即可\x0e\0\x03\x02\x01\0修正方向偏移\x0e\0\x03\x02ÿÿ。
L_Exp_00-T_Text_00+TowerClimb_00	\x0e\0\x03\x02\x01\0推压\x0e\0\x03\x02ÿÿRing-Con，并\x0e\0\x03\x02\x01\0向下挥动\x0e\0\x03\x02ÿÿ到腹部前方吧。
L_Exp_00-T_Text_00+WackMole_00	向左右两侧\x0e\0\x03\x02\x01\0旋转\x0e\0\x03\x02ÿÿRing-Con吧。
L_Exp_00-T_Text_00+WackMole_01	\x0e\0\x03\x02\x01\0推压\x0e\0\x03\x02ÿÿRing-Con，来打击机器人吧。
L_Exp_00-T_Text_00+WackMole_02	\x0e\0\x03\x02\x01\0拉开\x0e\0\x03\x02ÿÿRing-Con，来打击机器人吧。
L_Exp_00-T_Text_00+ScarecrowKill_01	\x0e\0\x03\x02\x01\0维持推压腹部\x0e\0\x03\x02ÿÿ的动作，并\x0e\0\x03\x02\x01\0向右扭腰\x0e\0\x03\x02ÿÿ吧。
L_Exp_00-T_Text_00+ScarecrowKill_02	\x0e\0\x03\x02\x01\0维持推压腹部\x0e\0\x03\x02ÿÿ的动作，并\x0e\0\x03\x02\x01\0向左扭腰\x0e\0\x03\x02ÿÿ吧。
L_Exp_00-T_Text_00+ScarecrowKill_03	为了进行下一个动作，请\x0e\0\x03\x02\x01\0松开\x0e\0\x03\x02ÿÿRing-Con。
L_Exp_00-T_Text_00+Shuriken_00	夹紧腋下，\x0e\0\x03\x02\x01\0向右挥动\x0e\0\x03\x02ÿÿRing-Con打回去吧。
L_Exp_00-T_Text_00+Shuriken_01	夹紧腋下，\x0e\0\x03\x02\x01\0向左挥动\x0e\0\x03\x02ÿÿRing-Con打回去吧。
L_Exp_00-T_Text_00+Shuriken_02	将Ring-Con\x0e\0\x03\x02\x01\0方向朝下\x0e\0\x03\x02ÿÿ，即可\x0e\0\x03\x02\x01\0修正方向偏移\x0e\0\x03\x02ÿÿ。
L_Exp_00-T_Text_00+RopeWalk_00	用Ring-Con\x0e\0\x03\x02\x01\0持续推压腹部\x0e\0\x03\x02ÿÿ吧。
L_Exp_00-T_Text_00+RopeWalk_01	\x0e\0\x03\x02\x01\0维持推压腹部\x0e\0\x03\x02ÿÿ的动作，并将上半身向\x0e\0\x03\x02\x01\0右\x0e\0\x03\x02ÿÿ倾吧。
L_Exp_00-T_Text_00+RopeWalk_02	\x0e\0\x03\x02\x01\0维持推压腹部\x0e\0\x03\x02ÿÿ的动作，并将上半身向\x0e\0\x03\x02\x01\0左\x0e\0\x03\x02ÿÿ倾吧。
L_Exp_00-T_Text_00+RopeWalk_03	\x0e\0\x03\x02\x01\0维持推压腹部\x0e\0\x03\x02ÿÿ的动作，并\x0e\0\x03\x02\x01\0原地踏步\x0e\0\x03\x02ÿÿ吧。
L_Exp_00-T_Text_00+RopeWalk_03_Silent	\x0e\0\x03\x02\x01\0维持推压\x0e\0\x03\x02ÿÿ腹部的动作，并慢慢地\x0e\0\x03\x02\x01\0摆动膝盖\x0e\0\x03\x02ÿÿ吧。
L_Exp_00-T_Text_00+AvoidBullet_00	将上半身向\x0e\0\x03\x02\x01\0右\x0e\0\x03\x02ÿÿ倾吧。
L_Exp_00-T_Text_00+AvoidBullet_01	将上半身向\x0e\0\x03\x02\x01\0左\x0e\0\x03\x02ÿÿ倾吧。
L_Exp_00-T_Text_00+BeltConveyor_00	\x0e\0\x03\x02\x01\0快速奔跑\x0e\0\x03\x02ÿÿ，跑到输送带的正中央吧。
L_Exp_00-T_Text_00+BeltConveyor_00_Silent	\x0e\0\x03\x02\x01\0快速摆动膝盖\x0e\0\x03\x02ÿÿ，跑到输送带的正中央吧。
L_Exp_00-T_Text_00+BeltConveyor_01	将Ring-Con\x0e\0\x03\x02\x01\0方向朝下并推压\x0e\0\x03\x02ÿÿ，即可飘浮。
L_Exp_00-T_Text_00+SquatTarget_00	只要膝盖弯曲\x0e\0\x03\x02\x01\0蹲低\x0e\0\x03\x02ÿÿ再站直，即可跳\x0e\0\x03\x02\x01\0高\x0e\0\x03\x02ÿÿ。
L_Exp_00-T_Text_00+SquatTarget_01	只要膝盖弯曲\x0e\0\x03\x02\x01\0微蹲\x0e\0\x03\x02ÿÿ再站直，即可\x0e\0\x03\x02\x01\0轻\x0e\0\x03\x02ÿÿ跳。
L_Exp_00-T_Text_00+AdductorHover_00	只要\x0e\0\x03\x02\x01\0推压\x0e\0\x03\x02ÿÿRing-Con，即可跳跃。
L_Exp_00-T_Text_00+AdductorHover_01	只要\x0e\0\x03\x02\x01\0持续推压\x0e\0\x03\x02ÿÿRing-Con，即可飘浮。
L_Exp_00-T_Text_00+Potter_00	\x0e\0\x03\x02\x01\0弯曲并伸直\x0e\0\x03\x02ÿÿ膝盖，控制机器人上下移动吧。
L_Exp_00-T_Text_00+Potter_01	\x0e\0\x03\x02\x01\0推压\x0e\0\x03\x02ÿÿRing-Con，试着改变陶土的形状吧。
L_Exp_00-T_Text_00+Rhythm_02	当\x0e\0\x03\x02\x01\0向上的箭头\x0e\0\x03\x02ÿÿ靠近时，站起来吧。
L_Exp_00-T_Text_00+Rhythm_03	在推压Ring-Con的状态下，触碰\x0e\0\x03\x02\x01\0音符（红）\x0e\0\x03\x02ÿÿ吧。
L_Exp_00-T_Text_00+Rhythm_04	对于从\x0e\0\x03\x02\x01\0左右\x0e\0\x03\x02ÿÿ两边过来的音符，通过\x0e\0\x03\x02\x01\0转动Ring-Con\x0e\0\x03\x02ÿÿ来对应吧。
L_Exp_00-T_Text_00+Rhythm_05	在拉开Ring-Con的状态下，触碰\x0e\0\x03\x02\x01\0音符（蓝）\x0e\0\x03\x02ÿÿ吧。
L_Exp_00-T_Text_00+Rhythm_06	对于从\x0e\0\x03\x02\x01\0下\x0e\0\x03\x02ÿÿ方过来的音符，通过\x0e\0\x03\x02\x01\0下蹲\x0e\0\x03\x02ÿÿ来对应吧。
L_Exp_00-T_Text_00+Rhythm_07	对于\x0e\0\x03\x02\x01\0维持音符（红）\x0e\0\x03\x02ÿÿ，就持续用力推压吧。
L_Exp_00-T_Text_00+Rhythm_08	对于\x0e\0\x03\x02\x01\0维持音符（蓝）\x0e\0\x03\x02ÿÿ，就持续用力拉开吧。
L_Exp_00-T_Text_00+Rhythm_09	对于\x0e\0\x03\x02\x01\0连击音符\x0e\0\x03\x02ÿÿ，就反复快速推压吧。
L_Exp_00-T_Text_00+Rhythm_10	触碰\x0e\0\x03\x02\x01\0音符（绿）\x0e\0\x03\x02ÿÿ就能得分。
L_Exp_00-T_Text_00+Rhythm_11	对于左右两边的音符，也请尽量做好\x0e\0\x03\x02\x01\0用力推压\x0e\0\x03\x02ÿÿ的准备吧。
L_Exp_00-T_Text_00+Rhythm_12	对于左右两边的音符，就通过\x0e\0\x03\x02\x01\0倾斜上半身\x0e\0\x03\x02ÿÿ来对应吧。
L_Exp_00-T_Text_00+Rhythm_13	意识着\x0e\0\x03\x02\x01\0让Ring-Con也一起倾斜\x0e\0\x03\x02ÿÿ吧。
L_Exp_00-T_Text_00+Rhythm_14	对于\x0e\0\x03\x02\x01\0扭转音符\x0e\0\x03\x02ÿÿ，就快速地左右扭转腹部吧。
T_Caution_00+RingPush_00	推压！
T_Caution_00+RingPushKeep_00	持续推压！
T_Caution_00+RingPull_00	拉开！
T_Caution_00+RingVertical_00	将Ring-Con推向前方！
T_Caution_00+RingRotate_00	旋转Ring-Con！
T_Caution_00+RingDown_00	将Ring-Con推向下方！
T_Caution_00+RingRelease_00	松开Ring-Con！
T_Caution_00+SwingHard_00	再甩用力一点！
T_Caution_00+SquatDeep_00	继续弯曲膝盖！
T_Caution_00+SquatShallow_00	轻微弯曲以闪躲炸弹！
T_Caution_00+TipLeft_00	向左倾！
T_Caution_00+TipRight_00	向右倾！
T_Caution_00+TipForward_00	向前倾！
T_Caution_00+TipBackward_00	向后倾！
T_Caution_00+TwistLeft_00	向左扭！
T_Caution_00+TwistRight_00	向右扭！
T_Caution_00+JogHard_00	提高跑步速度！
T_Caution_00+JogHard_00_Silent	提高速度！
T_Caution_00+SquatKeep_00	维持深蹲！
T_Caution_00+StandUp_00	站立！
T_Caution_00+QuickPush_00	推压的时机再提前一点！
T_Caution_00+QuickPull_00	拉开的时机再提前一点！
T_Caution_00+PushStrongly_00	持续用力推压！
T_Caution_00+PullStrongly_00	持续用力拉开！
T_Caution_00+QuickRepeat_00	反复快速推压！
T_Caution_00+QuitBend_00	不要倾斜上半身！
T_Caution_00+QuickAbsTwist_00	更快速地左右扭转腹部！
LayoutMsgRef_CNzh_szs\CmnTutorialWindow00Ref.msbt
L_BtnGuide_00-T_Exp_00+Close_00	关闭
L_BtnGuide_00-T_Exp_00+Next_00	下一步
LayoutMsgRef_CNzh_szs\GameInAndOut00Ref.msbt
T_Title_00+Intro_00	热身运动
T_Title_00+Outro_00	缓和运动
T_Title_00+ExerciseLevel_00	重新设置运动强度
LayoutMsgRef_CNzh_szs\GameInAndOutResult00Ref.msbt
L_List_00-T_Title_00+T_Title_00	\x0e\x08\x06\x02\0\0
L_List_00-T_Num_00+Count_00	\x0eú\x03\x04\0\0\0Í次\x0e\0\x03\x02\x02\0{s[080]}(\x0eú\x04\x04\x01\0\0Í次){s[100]}\x0e\0\x03\x02ÿÿ
L_List_00-T_Num_00+Time_00	\x0eú\x03\x04\0\0\0Í秒\x0e\0\x03\x02\x02\0{s[080]}(\x0eú\x04\x04\x01\0\0Í秒){s[100]}\x0e\0\x03\x02ÿÿ
L_List_00-T_Num_00+Distance_00	\x0eú\x03\x04\0\0\0Í\x0e\x10\x01\0\x0e\0\x03\x02\x02\0{s[080]}(\x0eú\x05\x04\x01\0\0Í\x0e\x10\x01\0){s[100]}\x0e\0\x03\x02ÿÿ
T_Title_00+Today_00	本日的运动结果
T_Title_00+Playlist_00	本次的运动结果
T_TimeNum_00+Time_00	\x0eú\x01\x04\0\0\0Í{s[050]}分 {s[100]}\x0eú\x01\x04\x01\0\0Í{s[050]}秒{s[100]}
T_TimeNum_00+Time_01	\x0eú\0\x04\0\0\0Í{s[050]}小时 {s[100]}\x0eú\x01\x04\x01\0\0Í{s[050]}分 {s[100]}\x0eú\x01\x04\x02\0\0Í{s[050]}秒{s[100]}
T_CalorieNum_00+Calorie_00	\x0eú\x02\x04\0\0\0Í.{s[055]}\x0eú\t\x04\x01\0\0Í{s[100]}{s[050]}kcal{s[100]}
T_DistanceNum_00+Distance_00	\x0eú\x02\x04\0\0\0Í.{s[055]}\x0eú\t\x04\x01\0\0Í{s[100]}{s[050]}\x0e\x10\0\0{s[100]}
T_DistanceNum_00+Distance_01	-
L_BtnGuide_00-T_Exp_00+Next_00	下一步
L_BtnGuide_00-T_Exp_00+Close_00	关闭
T_Trophy_00+Tropy_00	\x0e\x12\0\x02\0\0
T_AccountName_00+AccountName_00	\x0e\x0b\0\0
L_Name_00-T_Trophy_00+Tropy_00	\x0e\x12\0\x02\0\0
L_Name_00-T_AccountName_00+AccountName_00	\x0e\x0b\0\0
LayoutMsgRef_CNzh_szs\GameLog00Ref.msbt
L_Log_00-T_Title_00+Skill_00	\x0e\x06\x01\x02\0\0
L_Log_00-T_Title_00+HpMaxUp_00	心心最大值
L_Log_00-T_Title_00+ExtSkillSlot_00	技能栏位
L_Log_00-T_Title_01+Exp_00	\x0e\x08\x06\x02\0\0
L_Log_00-T_Title_01+SpecialExp_00	\x0e\x0e\0\x02\0\0
L_Log_00-T_Title_01+StarCoin_00	经验值奖牌
L_Log_00-T_Num_00+Num_00	+\x0eú\x01\x04\0\0\0Í
L_Log_00-T_Num_01+Num_00	+\x0eú\x04\x04\0\0\0Í
L_Log_00-T_Num_01+Exp_00	+\x0eú\x04\x04\0\0\0Í经验值
LayoutMsgRef_CNzh_szs\GymFinishTitle00Ref.msbt
T_Title_00+Finish_00	Finish
LayoutMsgRef_CNzh_szs\GymPerfect00Ref.msbt
L_Text_00-T_Text_00+Perfect_00	Perfect！
L_Text_00-T_Text_00+FullCombo_00	完美连击！！
LayoutMsgRef_CNzh_szs\GymResult00Ref.msbt
T_NumScore_00+ValueWithUnit_02	\x0eú\x02\x04\0\0\0Í.\x0eú\t\x04\x01\0\0Í{s[050]}秒{s[100]}
T_NumScore_00+ValueWithUnit_04	\x0eú\x08\x04\0\0\0Í{s[050]}分{s[100]}
T_NumScore_00+ValueWithUnit_07	\x0eú\x08\x04\0\0\0Í{s[050]}次{s[100]}
L_Btn_00-T_Title_00+Retry_00	再次游玩
L_Btn_00-T_Title_00+Stop_00	结束
L_Btn_00-T_Title_00+Record_00	保存
L_Btn_00-T_Title_00+NotRecord_00	不保存
T_RateNum_00+Rate_00	\x0eú\x02\x04\0\0\0Í%
T_TurnNum_00+TurnNum_00	\x0eú\x01\x04\0\0\0Í回合
T_NumBestScore_00+NumBestScore_00	\x0eú\x08\x04\0\0\0Í分
L_Ranking_00-T_Date_00+RankingDate_00	\x0e\x11\x01\0
L_Ranking_00-T_Num_00+Num_00	\x0eú\x02\x04\0\0\0Í次
L_Ranking_00-T_Num_00+Num_01	\x0eú\x04\x04\0\0\0Í分
L_Ranking_00-T_Num_00+Num_02	\x0eú\x02\x04\0\0\0Í.{s[050]}\x0eú\t\x04\x01\0\0Í{s[100]}秒
T_Title_00+TrainingTitle_00	本次训练结果
T_Title_00+SimpleTitle_00	\x0e\t\0\x02\0\0
L_RankingSet_00-T_Title_00+Package_00	主机\n排行榜
L_RankingSet_00-T_Title_00+Friend_00	好友\n排行榜
L_RankingSet_00-T_Title_00+World_00	每周世界\n排行榜
L_RankingSet_00-T_KeyRanking_00+ToPackage_00	主机排行榜
L_RankingSet_00-T_KeyRanking_00+ToFriend_00	好友排行榜
L_RankingSet_00-T_KeyRanking_00+ToWorld_00	每周世界排行榜
L_RankingSet_00-L_Ranking_00-T_Num_01+Order_00	\x0eú\x07\x04\0\0\0Í
L_RankingSet_00-L_Ranking_00-T_Ranking_00+Order_00	\x0eú\0\x04\0\0\0Í
T_TitleRhythm_00+Title_00	\x0e\t\0\x02\0\0
T_Difficult_00+Easy_00	初级
T_Difficult_00+Normal_00	高级
T_Difficult_00+Hard_00	超高级
T_Difficult_00+VeryHard_00	究极
T_NumPoint_00+Num_00	\x0eú\x02\x04\0\0\0Í
T_NumPoint_01+Num_00	\x0eú\x02\x04\0\0\0Í
T_NumPoint_02+Num_00	\x0eú\x02\x04\0\0\0Í
T_NumPoint_03+Num_00	\x0eú\x02\x04\0\0\0Í
T_NumPointCombo_00+Num_00	\x0eú\x03\x04\0\0\0Í
T_Mode_00+Text_00	手臂 + 腿部
T_Mode_00+Text_01	腹部 + 腿部
LayoutMsgRef_CNzh_szs\GymTimeLimit00Ref.msbt
T_Text_00+Rest_01	1
T_Text_00+Rest_02	2
T_Text_00+Rest_03	3
T_Text_00+Rest_04	4
T_Text_00+Rest_05	5
LayoutMsgRef_CNzh_szs\InOutPraise00Ref.msbt
L_Text_00-T_Text_00+Text_00	\x0e\x08\x06\x02\0\0\x0eú\x04\x04\x01\0\0Í次达成！！
L_Text_00-T_Text_00+Text_00_Center	\x0e\x08\x06\x02\0\0\x0eú\x04\x04\x01\0\0Í次达成！！
LayoutMsgRef_CNzh_szs\MapFocus00Ref.msbt
T_MissionTitle_00+Title_00	\x0e\x0c\x04\0
LayoutMsgRef_CNzh_szs\MapInfo00Ref.msbt
T_Content_00+PointName_00	\x0e\x05\x01\x02\0\0
T_Content_00+TrainingName_00	\x0e\t\0\x02\0\0
T_LevelNum_00+Num_00	Lv.\x0eú\x01\x04\0\0\0Í
T_LevelNum_00+Unknown_00	Lv.？？
T_LevelNum_00+NoLevel_00	Lv.-
T_EXPNum_00+Num_00	\x0eú\x03\x04\0\0\0Í经验值
T_MissionTitle_00+Title_00	\x0e\x0c\x04\0
T_MissionTitle_00+TrainingTitle_00	达到B级评价以上获得奖励吧！
T_MissionTitle_00+TrainingTitle_01	达到A级评价以上获得奖励吧！
T_Kcal_00+CourseCal_00	\x0eû\x06\x04\0\0\0Í kcal
T_Time_00+CourseTime_00	\x0eú\x01\x04\0\0\0Í 分
T_Km_00+CourseDist_00	\x0eû\x05\x04\0\0\0Í \x0e\x10\0\0
T_Info_00+Info_00	\x0e\t\x01\x04\0\0\0\0
T_Info_01+Info_00	\x0e\t\x01\x04\x01\0\0\0
L_Reward_00-T_MaterialNum_00+Num_00	×\x0eú\x01\x04\0\0\0Í
L_Reward_00-T_RewardMoney_00+LibbyNum_00	\x0eú\x03\x04\0\0\0Í
L_BtnConfirm_00-T_Title_00+Departure_00	出发
L_BtnConfirm_00-T_Title_00+Start_00	开始
T_ItemName_00+Equip_00	\x0e\x07\x01\x02\0\0
T_ItemName_00+Enemy_00	\x0e\x04\x01\x02\0\0
T_ItemName_00+Item_00	{d}
T_ItemNum_00+Num_00	x\x0eú\x01\x04\0\0\0Í
T_LevelNum_01+Normal_00	初级
T_LevelNum_01+Hard_00	高级
T_Reward_01+ItemName_00	{d}
T_Reward_01+EquipName_00	\x0e\x07\x01\x02\0\0
T_Reward_01+ActiveSkillName_00	\x0e\x06\x01\x02\0\0
T_DropItem_01+ItemName_00	{d}
LayoutMsgRef_CNzh_szs\MapLap01Ref.msbt
L_Start_00-T_Lv_00+Lv_00	Lv.\x0eú\x02\x04\0\0\0Í
L_Start_00-T_Lv_00+Unknown_00	Lv.？？
L_Start_00-T_Lv_00+NoLevel_00	Lv.-
LayoutMsgRef_CNzh_szs\MapSummary00Ref.msbt
T_Contents_00+M_Prologue_01	\x0e\x0b\0\0被传送到异世界，\n为了阻止企图以\x0e\0\x03\x02\0\0黑暗气息\n\x0e\0\x03\x02ÿÿ掌控这个世界的\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0堕拉攻\x0e\0\x03\x02ÿÿ，便与\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0灵环\x0e\0\x03\x02ÿÿ一同踏上旅途，\n但是等着他们的，却是无数的试炼！
T_Contents_00+M_Prologue_02	\x0e\x0b\0\0被传送到异世界，\n为了阻止企图以\x0e\0\x03\x02\0\0黑暗气息\n\x0e\0\x03\x02ÿÿ掌控这个世界的\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0堕拉攻\x0e\0\x03\x02ÿÿ，便与\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0灵环\x0e\0\x03\x02ÿÿ一同踏上旅途，\n但是等着他们的，却是无数的试炼！
T_Contents_00+M_Prologue_D	\x0e\x0b\0\0成功战胜了\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0堕拉攻\x0e\0\x03\x02ÿÿ！\n但\x0e\0\x03\x02\0\0堕拉攻\x0e\0\x03\x02ÿÿ却用尽自己剩下的力量，\n逃到\x0e\0\x03\x02\0\0下一个国家\x0e\0\x03\x02ÿÿ去了。\n\x0e\0\x03\x02\0\0堕拉攻\x0e\0\x03\x02ÿÿ身上的\x0e\0\x03\x02\0\0黑暗气息\x0e\0\x03\x02ÿÿ会随着锻炼而越发强大。\n赶快追上\x0e\0\x03\x02\0\0堕拉攻\x0e\0\x03\x02ÿÿ吧！
T_Contents_00+M_Battle_01	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0堕拉攻\x0e\0\x03\x02ÿÿ逃亡到自己的故乡“\x0e\0\x03\x02\0\0夜之国\x0e\0\x03\x02ÿÿ”。\n在这个永不见天日的国家中，\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0魔兽\x0e\0\x03\x02ÿÿ们好像也很猖狂。\n锻炼身体，尽力提升等级吧！\n不然未来的路可能会很艰辛……
T_Contents_00+M_Battle_02	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0堕拉攻\x0e\0\x03\x02ÿÿ所创造出的\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0魔兽\x0e\0\x03\x02ÿÿ们\n将魔爪伸向了无辜的人们。\n前方好像有座\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0城镇\x0e\0\x03\x02ÿÿ。\n必须在灾情扩大之前阻止\x0e\0\x03\x02\0\0堕拉攻\x0e\0\x03\x02ÿÿ才行！
T_Contents_00+M_Battle_03	\x0e\x0b\0\0成功地\n从\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0魔兽\x0e\0\x03\x02ÿÿ那救出被攻击的人们！\n必须想办法阻止\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0堕拉攻\x0e\0\x03\x02ÿÿ，\n以免有人再次受害！
T_Contents_00+M_Battle_D	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0堕拉攻\x0e\0\x03\x02ÿÿ终于来到\n人类居住的国度了！\n\x0e\0\x03\x02\0\0堕拉攻\x0e\0\x03\x02ÿÿ的\x0e\0\x03\x02\0\0黑暗气息\n\x0e\0\x03\x02ÿÿ会对人类带来何种影响……！？\n必须在为时已晚前阻止堕拉攻才行！
T_Contents_00+M_Smoothie_01	\x0e\x0b\0\0\n认识了\x0e\0\x03\x02\0\0万事屋的老板\x0e\0\x03\x02ÿÿ，\n他宝贵的材料好像被\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0魔兽\x0e\0\x03\x02ÿÿ夺走了。\n两手空空没脸回去……为此烦恼不已的\x0e\0\x03\x02\0\0老板\x0e\0\x03\x02ÿÿ，\n决定去寻找送给老婆的伴手礼……？\n
T_Contents_00+M_Smoothie_02	万事屋为了制作果汁时\n才发现果汁机坏了。\n哈尼感到无奈，老板则不知如何是好。\n在\x0e\0\x03\x02\0\0万有工厂\x0e\0\x03\x02ÿÿ似乎有\x0e\0\x03\x02\0\0新的果汁机\x0e\0\x03\x02ÿÿ……
T_Contents_00+M_Smoothie_03	归功于\x0e\0\x03\x02\0\0\x0e\x0b\0\0\x0e\0\x03\x02ÿÿ的活跃表现，\n老板得到新的果汁机了！\n以后可以在\x0e\0\x03\x02\0\0万事屋\x0e\0\x03\x02ÿÿ买到\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0果汁\x0e\0\x03\x02ÿÿ了！\n果汁具有各种效果，是旅行的最佳良伴。\n为了今后着想，做好万全的准备吧！
T_Contents_00+M_Smoothie_04	归功于\x0e\0\x03\x02\0\0\x0e\x0b\0\0\x0e\0\x03\x02ÿÿ的活跃表现，\n老板得到新的果汁机了！\n以后可以在\x0e\0\x03\x02\0\0万事屋\x0e\0\x03\x02ÿÿ买到\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0果汁\x0e\0\x03\x02ÿÿ了！\n果汁是具有各种效果，是旅行的最佳良伴。\n为了今后着想，做好万全的准备吧！
T_Contents_00+M_Smoothie_05	\x0e\0\x03\x02\0\0哈尼\x0e\0\x03\x02ÿÿ正在寻找的\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0光球\x0e\0\x03\x02ÿÿ，\n就是\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ灵环被夺走的能力之一\n“\x0e\0\x03\x02\0\0果汁的能力\x0e\0\x03\x02ÿÿ”。\n灵环取回“果汁的能力”后，\n可以制作\x0e\0\x03\x02\0\0\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ果汁\x0e\0\x03\x02ÿÿ了！
T_Contents_00+M_Smoothie_D	只差最后一步，\n又被\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0堕拉攻\x0e\0\x03\x02ÿÿ逃走了！\n\x0e\0\x03\x02\0\0堕拉攻\x0e\0\x03\x02ÿÿ这次逃到了“\x0e\0\x03\x02\0\0斯波达王国\x0e\0\x03\x02ÿÿ”。\n虽然\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ灵环说“\x0e\0\x03\x02\0\0斯波达王国\x0e\0\x03\x02ÿÿ”可以放心……？
T_Contents_00+M_IKADA_01	斯波达王国的国民畏惧\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0堕拉攻\x0e\0\x03\x02ÿÿ的力量。\n\x0e\x0b\0\0与想要拯救国民的\x0e\0\x03\x02\0\0斯巴达队长\n\x0e\0\x03\x02ÿÿ一同前去讨伐\x0e\0\x03\x02\0\0堕拉攻\x0e\0\x03\x02ÿÿ，\n但是他们面前却有一条\x0e\0\x03\x02\0\0巨大河流\x0e\0\x03\x02ÿÿ阻挡去路！
T_Contents_00+M_IKADA_02	想要见到\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0堕拉攻\x0e\0\x03\x02ÿÿ，\n就必须渡过这条\x0e\0\x03\x02\0\0巨大的河流\x0e\0\x03\x02ÿÿ，\n\x0e\x0b\0\0为了\n学会斯波达式的渡河方法，\n决定接受\x0e\0\x03\x02\0\0斯巴达队长\x0e\0\x03\x02ÿÿ的特训！
T_Contents_00+M_IKADA_02_5	想要见到\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0堕拉攻\x0e\0\x03\x02ÿÿ，\n就必须渡过这条\x0e\0\x03\x02\0\0巨大的河流\x0e\0\x03\x02ÿÿ，\n\x0e\x0b\0\0为了\n学会斯波达式的渡河方法，\n决定接受\x0e\0\x03\x02\0\0斯巴达队长\x0e\0\x03\x02ÿÿ的特训！
T_Contents_00+M_IKADA_03	\x0e\x0b\0\0\n获得了\x0e\0\x03\x02\0\0斯巴达队长\x0e\0\x03\x02ÿÿ的认可时，\n\x0e\0\x03\x02\0\0宝库\x0e\0\x03\x02ÿÿ中却出现了魔兽！\n而且宝库中好像放有\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0光球\x0e\0\x03\x02ÿÿ……？\n试着打倒\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0魔兽\x0e\0\x03\x02ÿÿ，调查\x0e\0\x03\x02\0\0光球\x0e\0\x03\x02ÿÿ！
