FlowchartMsg_TWzh_szs\ActivityAchievements.msbt
Conjunction00	此外……！
T_Contents_00+M_WolfBoy_D	原來慫恿\x0e\0\x03\x02\0\0蓬萊\x0e\0\x03\x02ÿÿ說謊的罪魁禍首是\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ！\n欺騙小孩的行為……是不可饒恕的！\n\x0e\x0b\0\0讓\x0e\0\x03\x02\0\0墮拉攻\n\x0e\0\x03\x02ÿÿ嘗到了苦頭。\n而\x0e\0\x03\x02\0\0蓬萊\x0e\0\x03\x02ÿÿ獲得了原諒，可說是圓滿落幕。
T_Contents_00+M_HotMan_01	\x0e\x0b\0\0\n在雪中發現了因輕裝而受寒的\x0e\0\x03\x02\0\0安米諾\x0e\0\x03\x02ÿÿ。\n就用了\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ魔獸的懷爐來幫\x0e\0\x03\x02\0\0安米諾\x0e\0\x03\x02ÿÿ回復了精神。\n但他的朋友似乎仍然被困在雪中。\n趕快去救出對方吧！
T_Contents_00+M_HotMan_02	\x0e\x0b\0\0救出的人\n是萬事屋的\x0e\0\x03\x02\0\0哈尼\x0e\0\x03\x02ÿÿ！\n\x0e\0\x03\x02\0\0安米諾\x0e\0\x03\x02ÿÿ與\x0e\0\x03\x02\0\0哈尼\x0e\0\x03\x02ÿÿ慶幸彼此的平安，\n冒著酷寒，發著抖回到了\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0城鎮\x0e\0\x03\x02ÿÿ。\n
T_Contents_00+M_HotMan_03	安米諾表示\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ城鎮的居民穿著輕裝，\n似乎是因為新\x0e\0\x03\x02\0\0村長\x0e\0\x03\x02ÿÿ的政策……！\n那位新\x0e\0\x03\x02\0\0村長\x0e\0\x03\x02ÿÿ就是\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0強腕\x0e\0\x03\x02ÿÿ。\n這樣下去大家都會被凍僵的。\n去好好說說他吧！
T_Contents_00+M_HotMan_04	\x0e\x0b\0\0\n救起了倒在雪中的青年。\n根據青年表示，\n\x0e\0\x03\x02\0\0村長的家\x0e\0\x03\x02ÿÿ似乎有\x0e\0\x03\x02\0\0看門狗\x0e\0\x03\x02ÿÿ！\n提高警覺出發吧！
T_Contents_00+M_HotMan_05	在\x0e\0\x03\x02\0\0村長的家\x0e\0\x03\x02ÿÿ的看門狗，\n原來是\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0強腕\x0e\0\x03\x02ÿÿ帶著的\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ魔獸！\n村長果然是\x0e\0\x03\x02\0\0強腕\x0e\0\x03\x02ÿÿ……\n他會願意聽進去嗎……？
T_Contents_00+M_HotMan_D	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0強腕\x0e\0\x03\x02ÿÿ敗給\x0e\x0b\0\0後，\n說出了\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ的情報。\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ似乎在下一個國家鍛鍊\x0e\0\x03\x02\0\0手臂\x0e\0\x03\x02ÿÿ……！？\n隨後\x0e\0\x03\x02\0\0強腕\x0e\0\x03\x02ÿÿ便離去，帶來麻煩的村長消失了！
T_Contents_00+M_Robo_01	\x0e\x0b\0\0\n見到了萬事屋的\x0e\0\x03\x02\0\0哈尼\x0e\0\x03\x02ÿÿ。\n他表示這裡是『\x0e\0\x03\x02\0\0機器人之國\x0e\0\x03\x02ÿÿ』，\n只要穿上\x0e\0\x03\x02\0\0機械學者服裝\x0e\0\x03\x02ÿÿ，\n似乎就能夠理解\x0e\0\x03\x02\0\0機器人\x0e\0\x03\x02ÿÿ的語言。
T_Contents_00+M_Robo_02	萬事屋\x0e\0\x03\x02\0\0哈尼\x0e\0\x03\x02ÿÿ的\x0e\0\x03\x02\0\0機器人\x0e\0\x03\x02ÿÿ語十分流暢，\n但\x0e\x0b\0\0\n仍然一頭霧水……\n只要\x0e\0\x03\x02\0\0穿上機械學者服裝\x0e\0\x03\x02ÿÿ，\n似乎任何人都能夠與\x0e\0\x03\x02\0\0機器人\x0e\0\x03\x02ÿÿ交談。
T_Contents_00+M_Robo_03	\x0e\x0b\0\0\n發現了燃料不足而無法動彈的\x0e\0\x03\x02\0\0機器人\x0e\0\x03\x02ÿÿ。\n將\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0果汁\x0e\0\x03\x02ÿÿ交給\x0e\0\x03\x02\0\0機器人\x0e\0\x03\x02ÿÿ後，他就回復精神了！\n他表示「邪惡的龍，那傢伙是壞蛋 」。\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ似乎也在這裡做壞事…！？
T_Contents_00+M_Robo_04	\x0e\0\x03\x02\0\0機器人\x0e\0\x03\x02ÿÿ因為無法通過\x0e\0\x03\x02\0\0關隘\x0e\0\x03\x02ÿÿ而苦惱著。\n會設立這種地方的人……\n只有\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ了！\n\x0e\x0b\0\0解放\x0e\0\x03\x02\0\0關隘\x0e\0\x03\x02ÿÿ後，\n\x0e\0\x03\x02\0\0機器人\x0e\0\x03\x02ÿÿ終於可以通行了。謝謝！
T_Contents_00+M_Robo_05	再次發現了倒在路邊的\x0e\0\x03\x02\0\0機器人\x0e\0\x03\x02ÿÿ！\n將想要的\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0果汁\x0e\0\x03\x02ÿÿ交給\x0e\0\x03\x02\0\0機器人\x0e\0\x03\x02ÿÿ後……\n只見他\x0e\0\x03\x02\0\0打開\x0e\0\x03\x02ÿÿ了身體進行能源補充。\n連\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ靈環也對\x0e\0\x03\x02\0\0機器人\x0e\0\x03\x02ÿÿ的身體構造\n感到好奇不已！
T_Contents_00+M_Robo_06	只要提到\x0e\0\x03\x02\0\0機器人\x0e\0\x03\x02ÿÿ，就會想到\x0e\0\x03\x02\0\0健身房\x0e\0\x03\x02ÿÿ，\n但是\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ似乎\n封鎖了鍛鍊\x0e\0\x03\x02\0\0手臂以外\x0e\0\x03\x02ÿÿ的\x0e\0\x03\x02\0\0訓練健身房\x0e\0\x03\x02ÿÿ。\n但\x0e\0\x03\x02\0\0Battle Gym\x0e\0\x03\x02ÿÿ不包含在內！\n\x0e\x0b\0\0稱霸了\x0e\0\x03\x02\0\0Battle Gym\x0e\0\x03\x02ÿÿ！
T_Contents_00+M_Robo_07	金色\x0e\0\x03\x02\0\0機器人\x0e\0\x03\x02ÿÿ倒在路邊！\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ靈環對此興奮不已……這次是何種\x0e\0\x03\x02\0\0機關\x0e\0\x03\x02ÿÿ？\n\x0e\0\x03\x02\0\0機器人\x0e\0\x03\x02ÿÿ吸入\x0e\0\x03\x02\0\0果汁\x0e\0\x03\x02ÿÿ後……\n竟然自動上鎖了！？\n但首要之務是去追上\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ！
T_Contents_00+M_Robo_D	繼\x0e\0\x03\x02\0\0腹肌、腿部\x0e\0\x03\x02ÿÿ後，\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ也鍛鍊了\x0e\0\x03\x02\0\0手臂\x0e\0\x03\x02ÿÿ，\n但仍再次敗給了\x0e\x0b\0\0。\n這次似乎將焦點放在\x0e\0\x03\x02\0\0平衡\x0e\0\x03\x02ÿÿ上……\n提到平衡……就會想到\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0歐婆婆\x0e\0\x03\x02ÿÿ！
T_Contents_00+M_SleepingBeauty_01	等著\x0e\x0b\0\0的人，\n果然是\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0歐婆婆\x0e\0\x03\x02ÿÿ！\n雖然贏過了\x0e\0\x03\x02\0\0歐婆婆\x0e\0\x03\x02ÿÿ……\n在這個錯綜複雜的國境深處，\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ似乎邁入了最後的調整階段！
T_Contents_00+M_SleepingBeauty_02	在\x0e\0\x03\x02\0\0墮拉攻競技場\x0e\0\x03\x02ÿÿ的\x0e\0\x03\x02\0\0吵雜聲\x0e\0\x03\x02ÿÿ之中，\n\x0e\x0b\0\0見到了\n用奔跑強忍睡意的\x0e\0\x03\x02\0\0普利斯\x0e\0\x03\x02ÿÿ！\n為了阻止\x0e\0\x03\x02\0\0普利斯\x0e\0\x03\x02ÿÿ，\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0靈環\x0e\0\x03\x02ÿÿ撒了一個謊……
T_Contents_00+M_SleepingBeauty_03	\x0e\0\x03\x02\0\0普利斯\x0e\0\x03\x02ÿÿ聽信了\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0靈環\x0e\0\x03\x02ÿÿ的謊話，\n反而一直感到想睡。\n\x0e\x0b\0\0把\x0e\0\x03\x02\0\0果汁\x0e\0\x03\x02ÿÿ拿給他後，\n馬上又衝了出去。\n為了拯救他，必須儘快阻止\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ！
T_Contents_00+M_SleepingBeauty_D	領悟到自己戰勝不了\x0e\x0b\0\0，\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ採取了最後手段，\n竟然吸收了\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0四大師\x0e\0\x03\x02ÿÿ！\n據說\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ在『\x0e\0\x03\x02\0\0邊境之國\x0e\0\x03\x02ÿÿ』等待著。\n趕快追上去吧！
T_Contents_00+M_Yomi_Gate_01	\x0e\x0b\0\0追著\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ，\n在前去『\x0e\0\x03\x02\0\0邊境之國\x0e\0\x03\x02ÿÿ』的途中，\n不小心闖進連結\n塵世與冥界之間的『\x0e\0\x03\x02\0\0間縫之國\x0e\0\x03\x02ÿÿ』。\n在那裡出現了\x0e\0\x03\x02\0\0神秘幽靈\x0e\0\x03\x02ÿÿ……
T_Contents_00+M_Yomi_Gate_03	歸功於\x0e\0\x03\x02\0\0神秘幽靈\x0e\0\x03\x02ÿÿ的協助，\n\x0e\x0b\0\0跨越了困難！\n「你真的變強了呢」\n連\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0靈環\x0e\0\x03\x02ÿÿ也感到佩服。\n前方就是『\x0e\0\x03\x02\0\0黃泉之國\x0e\0\x03\x02ÿÿ』的入口了！
T_Contents_00+M_Yomi_Gate_D	「四大……師……」\n\x0e\0\x03\x02\0\0神秘幽靈\x0e\0\x03\x02ÿÿ留下了這句話。\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0四大師\x0e\0\x03\x02ÿÿ在『\x0e\0\x03\x02\0\0黃泉之國\x0e\0\x03\x02ÿÿ』嗎？\n而\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ所在的\n『\x0e\0\x03\x02\0\0邊境之國\x0e\0\x03\x02ÿÿ』究竟在何方……？
T_Contents_00+M_Yomi_01	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ的身體即將打造\x0e\0\x03\x02\0\0完成\x0e\0\x03\x02ÿÿ……！\n能夠與之抗衡的\n只有\x0e\x0b\0\0了！\n去接受\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0四大師\x0e\0\x03\x02ÿÿ的鍛鍊吧！\n但大家都變成了魂魄……\n
T_Contents_00+M_Yomi_02	\x0e\x0b\0\0與\n回復理智的\x0e\0\x03\x02\0\0足莉娜\x0e\0\x03\x02ÿÿ魂魄重逢，\n重新鍛鍊了\x0e\0\x03\x02\0\0腿部\x0e\0\x03\x02ÿÿ！\n原本受到『\x0e\0\x03\x02\0\0嫉妒\x0e\0\x03\x02ÿÿ』所控制的\x0e\0\x03\x02\0\0足莉娜\x0e\0\x03\x02ÿÿ……\n如今似乎已經豁然開朗了。
T_Contents_00+M_Yomi_03	\x0e\x0b\0\0與\n回復理智的\x0e\0\x03\x02\0\0強腕\x0e\0\x03\x02ÿÿ魂魄重逢，\n重新鍛鍊了\x0e\0\x03\x02\0\0手臂\x0e\0\x03\x02ÿÿ！\n\x0e\0\x03\x02\0\0強腕\x0e\0\x03\x02ÿÿ鍛鍊身體似乎\n是為了『\x0e\0\x03\x02\0\0受到歡迎\x0e\0\x03\x02ÿÿ』……
T_Contents_00+M_Yomi_04	\x0e\x0b\0\0與\n回復理智的\x0e\0\x03\x02\0\0腹肌利\x0e\0\x03\x02ÿÿ魂魄重逢，\n重新鍛鍊了\x0e\0\x03\x02\0\0腹肌\x0e\0\x03\x02ÿÿ！\n\x0e\0\x03\x02\0\0腹肌利\x0e\0\x03\x02ÿÿ似乎明白了\n『\x0e\0\x03\x02\0\0相信人\x0e\0\x03\x02ÿÿ』的重要性……
T_Contents_00+M_Yomi_05	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0歐婆婆\x0e\0\x03\x02ÿÿ的魂魄\n正在等著\x0e\x0b\0\0。\n接受他的\x0e\0\x03\x02\0\0嚴格\x0e\0\x03\x02ÿÿ鍛鍊吧！\n雖然\x0e\0\x03\x02\0\0歐婆婆\x0e\0\x03\x02ÿÿ害怕『衰老』……\n但似乎仍然精力充沛？
T_Contents_00+M_Yomi_06	\x0e\x0b\0\0擊敗了\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0看門狗胡靈斯\x0e\0\x03\x02ÿÿ！\n小胡……\n原來是\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0歐婆婆\x0e\0\x03\x02ÿÿ的心靈知己！？\n總之完成\x0e\0\x03\x02\0\0最後的訓練\x0e\0\x03\x02ÿÿ吧！
T_Contents_00+M_Yomi_D	作為最後的訓練，\n\x0e\x0b\0\0戰勝了\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0四大師\x0e\0\x03\x02ÿÿ！\n為了拯救一路從旁協助的四大師，\n\x0e\x0b\0\0決定前往\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ所在的『\x0e\0\x03\x02\0\0邊境之國\x0e\0\x03\x02ÿÿ』！
T_Contents_00+M_LastDragon_01	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ進入了最後的訓練！\n\x0e\0\x03\x02\0\0黑暗氣息\x0e\0\x03\x02ÿÿ不久即將完成！\n世界會被黑暗所籠罩嗎…！？\n\x0e\x0b\0\0與\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ靈環，\n準備迎接與\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ的\x0e\0\x03\x02\0\0最後之戰\x0e\0\x03\x02ÿÿ！！\n
LayoutMsgRef_TWzh_szs\MapTitleRef.msbt
T_Title_00+MissionName_00	\x0e\x0c\x01\x02\x01Í
T_Title_00+MissionCategory_00	\x0e\x0c\x04\0
T_Title_00+PromoteEnd_00	按下鍵，開始進行緩和運動吧。
LayoutMsgRef_TWzh_szs\MissionResult00Ref.msbt
T_MissionTitle_00+MissionTitle_00	\x0e\x0c\x04\0
T_MissionTitle_00+TrainingTitle_00	達到B級評價以上獲得獎勵吧！
T_MissionTitle_00+TrainingTitle_01	達到A級評價以上獲得獎勵吧！
T_MissionResult_00+Success_00	任務成功
T_MissionResult_00+Failure_00	任務失敗
T_MissionResult_00+Success_01	達成
T_MissionResult_00+Failure_01	失敗
LayoutMsgRef_TWzh_szs\MissionStart00Ref.msbt
T_MissionTitle_00+MissionTitle_00	\x0e\x0c\x04\0
T_MissionTitle_00+TrainingTitle_00	達到B級評價以上獲得獎勵吧！
T_MissionTitle_00+TrainingTitle_01	達到A級評價以上獲得獎勵吧！
LayoutMsgRef_TWzh_szs\MovieGuide00Ref.msbt
T_Exp_01+Stop_00	暫停
T_Exp_01+Play_00	播放
LayoutMsgRef_TWzh_szs\MsnNpcListRef.msbt
L_NPC_00-T_Title_00+MissionName_00	\x0e\x0c\x01\x02\0Í
L_NPC_00-T_Title_00+LapNpcTownTitle_00	\x0e\x0f\x01\x02\0\0
LayoutMsgRef_TWzh_szs\OutGameMenu00Ref.msbt
L_Btn_00-T_Title_00+Do_04	開始遊戲
L_Btn_00-T_Title_00+Back_00	退出
L_Btn_00-T_Title_00+Level_00	初級
L_Btn_00-T_Title_00+Level_02	上級
L_Btn_00-T_Title_00+PureFitnessLevel_00	輕鬆
L_Btn_00-T_Title_00+PureFitnessLevel_01	紮實
L_Btn_00-T_Title_00+Jogging_00	一般模式
L_Btn_00-T_Title_00+Jogging_01	靜音模式
L_Info_00-T_Title_00+Title_00	\x0e\t\0\x02\0\0
T_Msg_00+Msg_04	是否要開始遊戲？
L_Switch_00-T_3Btn_00+TitleFitness_00	簡單
L_Switch_00-T_3Btn_01+TitleFitness_00	小遊戲
L_Switch_00-T_3Btn_02+TitleFitness_00	訓練組合選單
L_Switch_00-T_3Btn_03+TitleFitness_00	慢跑
L_RankingSet_00-L_Ranking_00-T_Num_00+Num_00	\x0eú\x02\x04\0\0\0Í次
L_RankingSet_00-L_Ranking_00-T_Num_00+Num_01	\x0eú\x02\x04\0\0\0Í分
L_RankingSet_00-L_Ranking_00-T_Num_00+Num_02	\x0eú\x02\x04\0\0\0Í.{s[050]}\x0eú\t\x04\x01\0\0Í{s[100]}秒
L_RankingSet_00-L_Ranking_00-T_Date_00+Date_00	\x0e\x11\x01\0
L_RankingSet_00-L_Ranking_00-T_Num_00_00+Num_00	\x0eú\x04\x04\0\0\0Í分
L_BtnGuide_01-T_Exp_00+ResetCal_00	修正Ring-Con
L_RankingSet_00-T_Title_00+Package_00	主機\n排名
L_RankingSet_00-T_Title_00+Friend_00	好友\n排名
L_RankingSet_00-T_Title_00+World_00	每週世界\n排名
L_RankingSet_00-T_KeyRanking_00+ToPackage_00	主機排名
L_RankingSet_00-T_KeyRanking_00+ToFriend_00	好友排名
L_RankingSet_00-T_KeyRanking_00+ToWorld_00	每週世界排名
L_RankingSet_00-L_Ranking_00-T_Num_01+Order_00	\x0eú\x07\x04\0\0\0Í
L_RankingSet_00-L_Ranking_00-T_Ranking_00+Order_00	\x0eú\0\x04\0\0\0Í
L_Info_00-T_Time_00+Time_00	\x0eú\x01\x04\0\0\0Í 分
L_Info_00-T_Km_00+Dist_00	\x0eû\x05\x04\0\0\0Í \x0e\x10\0\0
LayoutMsgRef_TWzh_szs\OutGameMenu01Ref.msbt
L_ScrollBtn_00-L_IconBtn_00-T_Num_00+Num_00	×\x0eú\x01\x04\0\0\0Í
T_Title_00+PurchaseClothes_00	購買
T_Title_00+PurchaseSmoothie_00	購買
T_Title_00+SaleSmoothie_00	販賣
L_Switch_00-T_3Btn_00+Tops_00	上半身
L_Switch_00-T_3Btn_01+Bottoms_00	下半身
L_Switch_00-T_3Btn_02+Shoes_00	鞋子
L_Switch_00-T_2Btn_00+Smoothie_00	果汁
L_Switch_00-T_2Btn_01+Food_00	素材
L_Btn_01-T_Title_00+Back_00	退出
L_Btn_00-T_Title_00+Buy_00	購買
L_Btn_00-T_Title_00+Sell_00	販賣
T_Msg_00+Msg_00	要購買嗎？
T_Msg_00+Msg_01	要賣出嗎？
L_Info_00-T_Title_00+Clothes_00	\x0e\x07\x01\x02\0\0
L_Info_00-T_Title_00+Item_00	{d}
L_Info_00-T_Money_00+PurchasePrice_00	\x0eú\x04\x04\0\0\0Í
L_Info_00-T_MaterialNum_00+Num_00	\x0eú\x01\x04\0\0\0Í
L_Info_00-T_MaterialName_00+Name_00	{d}
L_Info_00-T_ArmParam_00+Param_00	\x0eú\x02\x04\0\0\0Í
L_Info_00-T_Money_01+SalePrice_00	\x0eú\x04\x04\0\0\0Í
L_Info_00-T_ItemNum+NumInPouch_00	×\x0eú\x01\x04\0\0\0Í
L_Info_00-T_EquipInfo_00+Work_00	套裝效果：\x0e\x07\x03\x04\0\0\0\0
T_Num_00+Num_00	×\x0eú\x01\x04\0\0\0Í
L_BtnGuide_01-T_Exp_00+NumSelect_00	個數選擇
L_BtnGuide_00-T_Exp_00+Back_00	返回
L_Info_00-T_Exp_00+Effect_00	\x0e\x02\x03\x02\0\0
L_Info_00-T_Exp_01+Flavor_00	\x0e\x02\x02\x02\0\0
L_Info_00-T_Hp_00+Recover_00	回復量：
L_Info_00-T_Hp_00+Revive_00	復活量：
LayoutMsgRef_TWzh_szs\OutGameMenu02Ref.msbt
L_Btn_00-T_Title_00+Do_00	退出
L_Btn_00-T_Title_00+Do_01	初級
L_Btn_00-T_Title_00+Do_02	高級
L_Btn_00-T_Title_00+Do_03	超高級
L_Btn_00-T_Title_00+Do_04	極高級
T_Msg_00+Msg_00	是否要開始遊戲？
L_Info_00-T_Title_00+Title_00	\x0e\t\0\x02\0\0
L_BtnGuide_01-T_Exp_00+ResetCal_00	調整Ring-Con
L_RankingSet_00-T_Title_00+Package_00	主機\n排名
L_RankingSet_00-T_Title_00+Friend_00	好友\n排名
L_RankingSet_00-T_Title_00+World_00	每週世界\n排名
L_RankingSet_00-L_Ranking_00-T_Ranking_00+Order_00	\x0eú\0\x04\0\0\0Í
L_RankingSet_00-L_Ranking_00-T_Num_01+Order_00	\x0eú\x07\x04\0\0\0Í
L_RankingSet_00-L_Ranking_00-T_Num_00+Num_00	\x0eú\x02\x04\0\0\0Í分
L_RankingSet_00-L_Ranking_00-T_Date_00+Date_00	\x0e\x11\x01\0
L_RankingSet_00-L_Ranking_00-T_Num_00_00+Num_00	\x0eú\x04\x04\0\0\0Í分
L_RankingSet_00-T_KeyRanking_00+ToPackage_00	主機排名
L_RankingSet_00-T_KeyRanking_00+ToFriend_00	好友排名
L_RankingSet_00-T_KeyRanking_00+ToWorld_00	每週世界排名
L_Info_00-T_Title_01+Title_00	\x0e\t\0\x02\0\0
L_Info_00-T_Time_01+Time_00	\x0eú\x01\x04\0\0\0Í : \x0eú\t\x04\x01\0\0Í
L_BtnGuide_00-T_Exp_00+ChangeMode_00	腹部+腿部
L_BtnGuide_00-T_Exp_00+ChangeMode_01	手臂+腿部
LayoutMsgRef_TWzh_szs\PlaylistFade00Ref.msbt
L_ToolBtn_00-T_Mode_00+Mode_00	手臂+腿部
L_ToolBtn_00-T_Mode_00+Mode_01	腹部+腿部
LayoutMsgRef_TWzh_szs\PlaylistSet00Ref.msbt
L_Info_00-T_Score_00+Score_00	\x0eú\x02\x04\0\0\0Í分
L_Intensity_00-T_Num_02+ActivityNumWithUnit_00	\x0eú\x01\x04\0\0\0Í次
L_Intensity_00-T_Num_00+ActivityNum_00	\x0eú\x01\x04\0\0\0Í
L_Intensity_00-T_Lv_02+TrainingLevel_00	初級
L_Intensity_00-T_Lv_02+TrainingLevel_01	上級
L_BtnGuide_00-T_Exp_00+ChangeNum_00	更改次數
L_BtnGuide_00-T_Exp_00+ChangeIntensity_00	更改難易度
L_BtnGuide_00-T_Exp_00+ChangeTimeZone_00	變更時段
L_BtnGuide_00-T_Exp_00+SaveAndClode_00	儲存並關閉
L_BtnGuide_00-T_Exp_00+Back_00	返回
T_Title_00+ListName_00	健身清單\x0e\r\0\x02\0\0
L_Intensity_00-T_Num_03+Morning_00	早上
L_Intensity_00-T_Num_03+Daytime_00	中午
L_Intensity_00-T_Num_03+Evening_00	傍晚
L_Intensity_00-T_Num_03+Night_00	晚上
L_Intensity_00-T_Num_03+DifficultEasy_00	初級
L_Intensity_00-T_Num_03+DifficultNormal_00	高級
L_Intensity_00-T_Num_03+DifficultHard_00	超高級
L_Intensity_00-T_Num_03+DifficultExHard_00	極高級
L_Info_00-T_Time_00+CourseTime_00	\x0eú\x01\x04\0\0\0Í 分
L_Info_00-T_Km_00++CourseDist_00	\x0eû\x05\x04\0\0\0Í \x0e\x10\0\0
L_Info_00-T_Time_01+Time_00	\x0eú\x01\x04\0\0\0Í : \x0eú\t\x04\x01\0\0Í
L_IconBtn_00-T_Mode_00+Mode_00	手臂+腿部
L_IconBtn_00-T_Mode_00+Mode_01	腹部+腿部
LayoutMsgRef_TWzh_szs\PulseWindow00Ref.msbt
T_Msg_00+AskCheckPulse_00	是否要測量心率，以調查運動後的身體狀況？
T_Msg_00+AskCheckPulse_01	是否要重新測量心率？
L_Select_00-T_Title_01+Skip_00	不測量
L_Select_00-T_Title_01+Skip_01	先不要
L_Select_01-T_Title_01+Check_00	測量
L_Select_01-T_Title_01+Check_01	重新測量
LayoutMsgRef_TWzh_szs\RhythmExplain00Ref.msbt
T_Explain_00+Text_00	連續推壓！
T_Explain_00+Text_01	連續扭動腹部！
LayoutMsgRef_TWzh_szs\RhythmInfo00Ref.msbt
T_TitleRhythm_00+Title_00	\x0e\t\0\x02\0\0
T_Difficult_00+Easy_00	初級
T_Difficult_00+Normal_00	高級
T_Difficult_00+Hard_00	超高級
T_Difficult_00+VeryHard_00	極高級
LayoutMsgRef_TWzh_szs\RhythmPopCombo00Ref.msbt
T_Num_00+Combo_00	COMBO\n\x0eú\x02\x04\0\0\0Í
LayoutMsgRef_TWzh_szs\RhythmScore00Ref.msbt
T_Num_00+Score_00	+\x0eú\x05\x04\0\0\0Í
LayoutMsgRef_TWzh_szs\SimpleGameMain00Ref.msbt
T_Text_00+Title_00	\x0e\t\0\x02\0\0
L_Ranking_00-T_Num_00+Ranking_00	\x0eú\x02\x04\0\0\0Í
L_Ranking_00-T_Date_00+Ranking_00	\x0e\x11\x01\0
LayoutMsgRef_TWzh_szs\SkillCursorInfo00Ref.msbt
L_SkillInfo_00-T_TurnNum_00+Num_00	\x0eú\x01\x04\0\0\0Í
L_SkillInfo_00-T_TurnNum_00+Blank_00	---
L_SkillInfo_00-T_SkillPoint_00+SkillPoint_00	\x0eú\x04\x04\0\0\0Í
