bag
SS_bag_000	おこづかい
WAZAINFO_327	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_328	激しく　吹きあれる　砂あらしの\n中に　４ー５ターンの　間\n相手を　閉じこめて　攻撃する。
WAZAINFO_329	相手を　一撃で　瀕死に　する。\nこおりタイプ　以外の　ポケモンが\n使うと　当たりにくい。
WAZAINFO_330	濁った　水を\n相手に　発射して　攻撃する。\n命中率を　さげることが　ある。
WAZAINFO_331	タネを　勢いよく\n相手に　発射して　攻撃する。\n２ー５回の　間　連続で　だす。
WAZAINFO_332	素早い　動きで\n相手を　ほんろうして　切りつける。\n攻撃は　必ず　命中する。
WAZAINFO_333	鋭い　氷柱を\n相手に　発射して　攻撃する。\n２ー５回の　間　連続で　だす。
WAZAINFO_334	皮膚を　鉄のように\n硬くする　ことで\n自分の　防御を　ぐーんと　あげる。
WAZAINFO_335	両手を　ひろげて　たちはだかり\n相手の　逃げ道を　ふさいで\n逃げられなくする。
WAZAINFO_336	大声で　ほえて　気合を　高め\n自分と　味方の　攻撃を　あげる。
WAZAINFO_337	鋭く　とがった　巨大な　ツメで\n相手を　切り裂いて　攻撃する。
WAZAINFO_338	大きな　樹木で\n相手を　たたきつけて　攻撃する。\n次の　ターンは　動けなくなる。
WAZAINFO_339	体に　力を　こめて\n筋肉を　ぶあつく　することで\n自分の　攻撃と　防御を　あげる。
WAZAINFO_340	空高く　飛び跳ねて\n２ターン目に　相手を　攻撃する。\nまひ状態に　することが　ある。
WAZAINFO_341	泥の　塊を\n相手に　投げつけて　攻撃する。\n同時に　相手の　素早さを　さげる。
WAZAINFO_342	しっぽで　たたく。\n毒状態に　することが　あり\n急所にも　当たりやすい。
WAZAINFO_343	かわいく　あまえながら\n相手に　ちかづき\n持っている　道具を　うばう。
WAZAINFO_344	電気を　まとって　突進する。\n自分も　かなり　ダメージを　受ける。\nまひ状態に　することが　ある。
WAZAINFO_345	相手を　追跡する\n不思議な　はっぱを　まきちらす。\n攻撃は　必ず　命中する。
WAZAINFO_346	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_347	静かに　精神を　統一し\n心を　鎮めることで　自分の\n特攻と　特防を　あげる。
WAZAINFO_348	はっぱを　剣のように　あやつり\n相手を　切りつけて　攻撃する。\n急所に　当たりやすい。
WAZAINFO_349	神秘的で　力強い　舞を\n激しく　おどる。　自分の\n攻撃と　素早さを　あげる。
WAZAINFO_350	硬い　岩石を\n相手に　発射して　攻撃する。\n２ー５回の　間　連続で　だす。
WAZAINFO_351	電撃を　素早く\n相手に　浴びせる。\n攻撃は　必ず　命中する。
WAZAINFO_352	水の　振動を\n相手に　与えて　攻撃する。\n相手を　混乱させることが　ある。
WAZAINFO_353	技を　使った　２ターン後に\n無数の　光の　束で\n相手を　攻撃する。
WAZAINFO_354	フルパワーで　相手を　攻撃する。\n使うと　反動で\n自分の　特攻が　がくっと　さがる。
WAZAINFO_355	地面に　降りて　体を　やすめる。\n最大ＨＰの　半分の\nＨＰを　回復する。
WAZAINFO_356	５ターンの間　ふゆうや　ひこうタイプに\nじめんタイプの　技が　当たるようになる。\n空中に　飛ぶ　技も　使えない。
WAZAINFO_357	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_358	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_359	強くて　重い　こぶしを\nふるって　ダメージを　与える。\n自分の　素早さが　さがる。
WAZAINFO_360	体を　高速に　回転させて\n体当たりする。相手より　素早さが\n低いほど　強い。
WAZAINFO_361	自分は　ひんしに　なるが\n控えから　でてくる　ポケモンの\n状態異常と　ＨＰを　回復する。
WAZAINFO_362	相手が　ＨＰの　半分くらい\nきずを　おっていると　技の　威力が\n２倍に　なる。
WAZAINFO_363	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_364	まもるや　みきり　などを　している\n相手に　攻撃が　できる。\n守りの　効果を　解除させる。
WAZAINFO_365	くちばしで　攻撃。\n相手が　きのみを　持っているとき\n食べて　きのみの　効果を　受けられる。
WAZAINFO_366	激しく　吹きあれる\n風の渦を　つくり　４ターンの　間\n味方　全員の　素早さを　あげる。
WAZAINFO_367	つぼおしで　体を　活性化させる。\n能力の　どれか　１つを\nぐーんと　あげる。
WAZAINFO_368	技を　だす前に\n最後に　受けた　技の　ダメージを\n大きくして　だした　相手に　返す。
WAZAINFO_369	攻撃したあと\nものすごい　スピードで　もどってきて\n控えの　ポケモンと　入れ替わる。
WAZAINFO_370	守りを　捨てて　相手の　ふところに\n突撃する。　自分の\n防御と　特防が　さがる。
WAZAINFO_371	ためこんで　攻撃する。\n相手より　あとに　攻撃できると\n技の　威力は　２倍に　なる。
WAZAINFO_372	そのターンに　相手が\nすでに　ダメージを　受けていたら\n技の　威力は　２倍に　なる。
WAZAINFO_373	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_374	持たせた　道具を\n素早く　投げつけて　攻撃する。\n道具で　威力と　効果が　変わる。
WAZAINFO_375	超能力で　暗示を　かけて\n自分の　受けている　状態異常を\n相手に　うつす。
WAZAINFO_376	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_377	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_378	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_379	超能力で\n自分の　攻撃と　防御の\n力を　交換する。
WAZAINFO_380	胃液を　相手の\n体に　吐きつける。　ついた　胃液は\n相手の　特性の　効果を　消す。
WAZAINFO_381	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_382	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_383	直前に　でた　技を　まねして\n同じ　技を　だす。\n技が　でていないと　失敗する。
WAZAINFO_384	超能力で　自分と　相手の\n攻撃と　特攻の\n能力変化を　入れ替える。
WAZAINFO_385	超能力で　自分と　相手の\n防御と　特防の\n能力変化を　入れ替える。
WAZAINFO_386	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_387	戦闘中に　おぼえている　技を\nすべて　使うと　はじめて　だせる\nとっておきの　技。
WAZAINFO_388	心を　なやませる　タネを\n植えつける。　相手を　眠れなくして\n特性を　ふみんに　する。
WAZAINFO_389	相手より　先に　攻撃　できる。\n相手が　だす技が\n攻撃技でないと　失敗する。
WAZAINFO_390	相手の　足下に　どくびしを\nしかける。　交代で　でてきた　相手の\nポケモンに　毒を　おわせる。
WAZAINFO_391	超能力で\n自分と　相手に　かかっている\n能力変化を　入れ替える。
WAZAINFO_392	自分の　体の　周りを\n水で　つくった　ベールで　おおう。\n毎ターン　ＨＰを　回復する。
WAZAINFO_393	電気で　つくった　磁力の　力で\n宙に　浮かぶ。\n５ターンの　間　浮遊できる。
WAZAINFO_394	炎を　まとって　突進する。\n自分も　かなり　ダメージを　受ける。\nやけど状態に　することが　ある。
WAZAINFO_395	相手の　体に\n衝撃波を　当てて　攻撃する。\nまひ状態に　することが　ある。
WAZAINFO_396	体の　奥から　波導の　力を\n相手に　うち放つ。\n攻撃は　必ず　命中する。
WAZAINFO_397	自分の　体を　磨いて　空気の\n抵抗を　少なくする。素早さを\nぐーんと　あげることが　できる。
WAZAINFO_398	毒に　そまった　触手や　腕で\n相手を　突き刺す。\n毒状態に　することが　ある。
WAZAINFO_399	体から　悪意に　みちた\n恐ろしい　オーラを　発する。\n相手を　ひるませることが　ある。
WAZAINFO_400	一瞬の　すきを　ついて\n相手を　切りはらう。\n急所に　当たりやすい。
WAZAINFO_401	激しく　あれくるう　荒波の　ように\n大きな　しっぽを　ふって\n相手を　攻撃する。
WAZAINFO_402	硬い　殻を　もつ　大きな　タネを\n上から　たたきつけて\n相手を　攻撃する。
WAZAINFO_403	空をも　切り裂く\n空気の　刃で　攻撃する。\n相手を　ひるませることが　ある。
WAZAINFO_404	カマや　ツメを　ハサミのように\n交差させながら　相手を　切り裂く。
WAZAINFO_405	振動で　音波を　おこして\n攻撃する。相手の　特防を\nさげることが　ある。
WAZAINFO_406	大きな　口から　衝撃波を\nまきおこして　相手を　攻撃する。
WAZAINFO_407	すさまじい　殺気で　威圧しながら\n体当たりする。\n相手を　ひるませることが　ある。
WAZAINFO_408	宝石のように　きらめく　光を\n発射して　相手を　攻撃する。
WAZAINFO_409	こぶしから　相手の　力を　吸い取る。\n与えた　ダメージの\n半分の　ＨＰを　回復できる。
WAZAINFO_410	こぶしを　ふって\n真空の　波を　まきおこす。\n必ず　先制攻撃できる。
WAZAINFO_411	気合を　高めて\nありったけの　力を　放出する。\n相手の　特防を　さげることが　ある。
WAZAINFO_412	自然から　集めた\n命の力を　発射する。\n相手の　特防を　さげることがある。
WAZAINFO_413	はねを　おりたたみ\n低空飛行で　突撃する。\n自分も　かなり　ダメージを　受ける。
WAZAINFO_414	相手の　足下へ　大地の力を\n放出する。相手の　特防を\nさげることが　ある。
WAZAINFO_415	目にも　とまらぬ　速さで\n自分と　相手の\n持ち物を　交換する。
WAZAINFO_416	持てる　力を　すべて　使って\n相手に　突撃する。\n次の　ターンは　動けなくなる。
WAZAINFO_417	悪いことを　考えて\n頭を　活性化させる。\n自分の　特攻を　ぐーんと　あげる。
WAZAINFO_418	弾丸の　ような　速くて　硬い\nパンチを　相手に　くりだす。\n必ず　先制攻撃　できる。
WAZAINFO_419	相手から　技を　受けていると\nその　相手に　対して\n技の　威力が　２倍に　なる。
WAZAINFO_420	氷の塊を　一瞬で　つくり\n相手に　素早く　放つ。\n必ず　先制攻撃　できる。
WAZAINFO_421	影から　つくった　鋭い　ツメで\n相手を　切り裂く。\n急所に　当たりやすい。
WAZAINFO_422	電気を　ためた　キバで　かみつく。\n相手を　ひるませたり\nまひ状態に　することが　ある。
WAZAINFO_423	冷気を　ひめた　キバで　かみつく。\n相手を　ひるませたり\nこおり状態に　することが　ある。
WAZAINFO_424	炎を　まとった　キバで　かみつく。\n相手を　ひるませたり\nやけど状態に　することが　ある。
WAZAINFO_425	影を　のばして\n相手の　背後から　攻撃する。\n必ず　先制攻撃　できる。
WAZAINFO_426	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_427	実体化させた\n心の　刃で　相手を　切り裂く。\n急所に　当たりやすい。
WAZAINFO_428	思念の　力を\n額に　集めて　攻撃する。\n相手を　ひるませることが　ある。
WAZAINFO_429	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_430	体の　光を　一点に　集めて\n力を　放つ。\n相手の　特防を　さげることが　ある。
WAZAINFO_431	とっしん　攻撃で　こんらん\nさせることが　ある。\nポケッチの　秘伝技の　一つ。
WAZAINFO_432	相手の　リフレクターなどを　払いのける。\n回避率も　さげる。\nポケッチの　秘伝技の　一つ。
WAZAINFO_433	まか不思議な　空間を　つくる。\n５ターンの　間\n遅い　ポケモンから　行動できる。
WAZAINFO_434	天空から　隕石を\n相手に　落とす。使うと　反動で\n自分の　特攻が　がくっと　さがる。
WAZAINFO_435	まばゆい　電撃で　自分の\n周りに　いるものを　攻撃する。\nまひ状態に　することが　ある。
WAZAINFO_436	真っ赤な　炎で　自分の\n周りに　いるものを　攻撃する。\nやけど状態に　することが　ある。
WAZAINFO_437	とがった　はっぱで　相手に　あらしを\nおこす。使うと　反動で\n自分の　特攻が　がくっと　さがる。
WAZAINFO_438	ツタや　触手を　激しく　ふるって\n相手を　たたきつけ　攻撃する。
WAZAINFO_439	巨大な　岩を\n相手に　発射して　攻撃する。\n次の　ターンは　動けなくなる。
WAZAINFO_440	毒の　刃で　相手を　切り裂く。\n毒状態に　することが　あり\n急所にも　当たりやすい。
WAZAINFO_441	汚い　ゴミを\n相手に　ぶつけて　攻撃する。\n毒状態に　することが　ある。
WAZAINFO_442	鋼の　ような\n硬い　頭で　攻撃する。\n相手を　ひるませることが　ある。
WAZAINFO_443	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_444	とがった　岩を\n相手に　突き刺して　攻撃する。\n急所に　当たりやすい。
WAZAINFO_445	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_446	相手の　周りに　無数の　岩を\n浮かべて　交代で　でてきた　相手の\nポケモンに　ダメージを　与える。
WAZAINFO_447	草を　からませて　相手を\n転ばせる。相手が　重いほど\n威力が　あがる。
WAZAINFO_448	とても　うるさい　おしゃべりの\n音波で　相手を　攻撃する。\n相手を　混乱させる。
WAZAINFO_449	無数の　光弾を　相手に　放出する。\n自分の　持つ　プレートに　より\nタイプが　変わる。
WAZAINFO_450	かみついて　攻撃する。\n相手が　きのみを　持っているとき\n食べて　きのみの　効果を　受けられる。
WAZAINFO_451	電撃の　束を　相手に\n発射する。電気を　ためて　自分の\n特攻を　あげることが　ある。
WAZAINFO_452	硬い　胴体を\n相手に　たたきつけて　攻撃する。\n自分も　かなり　ダメージを　受ける。
WAZAINFO_453	目にも　留まらぬ　ものすごい　速さで\n相手に　つっこむ。\n必ず　先制攻撃　できる。
WAZAINFO_454	しもべを　呼びだして\n相手に　むかって　攻撃させる。\n急所に　当たりやすい。
WAZAINFO_455	しもべを　呼びだして　自分の　体に\nおおい　つかせる。防御と　特防を\nあげることが　できる。
WAZAINFO_456	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_457	命を　懸けて　こん身の　力で\n相手に　ずつきを　する。　自分も\nものすごい　ダメージを　受ける。
WAZAINFO_458	しっぽなどを　使い\n相手を　たたいて　攻撃する。\n２回連続で　ダメージを　与える。
WAZAINFO_459	時間が　ゆがむほどの　力を\nうちだして　相手を　攻撃する。\n次の　ターンは　動けなくなる。
WAZAINFO_460	周りの　空間ごと　相手を\n引き裂き　ダメージを　与える。\n急所に　当たりやすい。
WAZAINFO_461	自分は　ひんしに　なるが\n控えから　でてくる　ポケモンの\nすべての　状態を　回復する。
WAZAINFO_462	すさまじい　力で　相手を　にぎりつぶす。\n相手の　ＨＰが　残っているほど\n威力が　あがる。
WAZAINFO_463	激しく　燃えたぎる　炎の　なかに\n４ー５ターンの　間\n相手を　閉じこめて　攻撃する。
WAZAINFO_464	暗黒の　世界に　ひきずり　落として\n相手を　眠り状態に　する。
WAZAINFO_465	体の　中から　衝撃波を\n発生させる。相手の　特防を\nがくっと　さげることが　ある。
WAZAINFO_466	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_467	１ターン目で　姿を　消して\n２ターン目に　相手を　攻撃する。\n守っていても　攻撃は　当たる。
WAZAINFO_468	ツメを　磨いて　鋭く　する。\n自分の　攻撃と\n命中率を　あげる。
WAZAINFO_469	味方全員に　当たる　攻撃を\n１ターンの　間　防ぐ。
WAZAINFO_470	超能力で　自分と　相手の\n防御と　特防を　たして\n半分に　わける。
WAZAINFO_471	超能力で　自分と　相手の\n攻撃と　特攻を　たして\n半分に　わける。
WAZAINFO_472	まか不思議な　空間を　つくる。\n５ターンのあいだ　すべてのポケモンの\n防御と　特防が　入れ替わる。
WAZAINFO_473	不思議な　念波を　実体化して\n相手を　攻撃する。\n物理的な　ダメージを　与える。
WAZAINFO_474	特殊な　毒液を　浴びせかける。\n毒状態の　相手には\n威力が　２倍に　なる。
WAZAINFO_475	体の　ムダな　部分を　削る。\n自分の　素早さを　ぐーんと　あげて\n体重も　軽くなる。
WAZAINFO_476	イライラさせる　粉を　自分に\nふりかけて　注意を　ひく。　相手の\n攻撃を　すべて　自分に　むける。
WAZAINFO_477	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_478	まか不思議な　空間を　つくる。\n５ターンの間　すべてのポケモンの\n道具の　効果が　なくなる。
WAZAINFO_479	石や　弾を　投げて　飛んでいる\n相手を　攻撃する。　相手は\nうち落とされて　地面に　落ちる。
WAZAINFO_480	強烈な　一撃を\n相手に　くりだす。攻撃は\n必ず　急所に　当たる。
WAZAINFO_481	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_482	ヘドロの　波で　自分の\n周りに　いるものを　攻撃する。\n毒状態に　することが　ある。
WAZAINFO_483	神秘的で　美しい　舞を\n軽やかに　おどる。　自分の　特攻と\n特防と　素早さを　あげる。
WAZAINFO_484	重たい　体で　相手に　ぶつかって\n攻撃する。　自分が　相手より\n重いほど　威力が　あがる。
WAZAINFO_485	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_486	電気の　塊を　相手に\nぶつける。相手より　素早さが\n速いほど　威力が　あがる。
WAZAINFO_487	たくさんの　水を　浴びせかけて\n相手を　みずタイプに　する。
WAZAINFO_488	炎を　まとい　相手を　攻撃する。\n力を　ためて　自分の\n素早さを　あげる。
WAZAINFO_489	とぐろを　まいて　集中する。\n自分の　攻撃と　防御と\n命中率を　あげる。
WAZAINFO_490	素早い　動きで　相手の　足を\nねらって　攻撃する。\n相手の　素早さを　さげる。
WAZAINFO_491	相手を　とかす　液体を\n吐きだして　攻撃する。\n相手の　特防を　がくっと　さげる。
WAZAINFO_492	相手の　力を　利用する。\n戦っている　相手の　攻撃が\n高いほど　ダメージが　あがる。
WAZAINFO_493	なぞの　念波を　相手に　送る。\n念波を　受けとった　相手は\n特性が　たんじゅんに　なる。
WAZAINFO_494	不思議な　リズムで　おどる。\n動きを　まねさせて　自分と　相手の\n特性を　同じに　する。
WAZAINFO_495	相手の　行動を　サポートして\n自分の　行動の　あとに\n続けて　動けるように　する。
WAZAINFO_496	歌で　相手を　攻撃する。\nみんなで　輪唱すると　続けて\nだすことが　でき　威力も　あがる。
WAZAINFO_497	響く　声で　相手を　攻撃する。\n毎ターン　だれかが　技を\n使い続けると　威力が　あがる。
WAZAINFO_498	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_499	特殊な　泥の　塊を\n相手に　投げつけて　攻撃する。\n能力変化を　もとに　もどす。
WAZAINFO_500	蓄積された　パワーで　相手を\n攻撃する。自分の　能力が\nあがっているほど　威力が　あがる。
WAZAINFO_501	自分と　味方を　相手の\n先制攻撃から　守る。
WAZAINFO_502	不思議な　力で　テレポートして\n自分と　味方の　居場所を\n入れ替える。
WAZAINFO_503	熱く　煮えたぎる　水を\n相手に　発射して　攻撃する。\nやけど状態に　することが　ある。
WAZAINFO_504	殻を　やぶって　自分の　防御\n特防を　さげるが　攻撃　特攻\n素早さを　ぐーんと　あげる。
WAZAINFO_505	いやしのはどうを　とばして\n最大ＨＰの　半分\n相手の　ＨＰを　回復する。
WAZAINFO_506	たたみかける　ように　攻撃する。\n状態異常の　相手に\n大きな　ダメージを　与える。
WAZAINFO_507	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_508	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_509	相手を　投げとばして\n控えの　ポケモンを　ひきずりだす。\n野生の　場合は　戦闘が　終わる。
WAZAINFO_510	炎で　相手を　攻撃する。\n相手が　きのみなどを　持っているとき\n燃やして　使えなくする。
WAZAINFO_511	相手を　おさえつけて\n行動の　順番を\n最後に　する。
WAZAINFO_512	軽やかに　相手を　攻撃する。\n自分が　道具を　持っていないとき\n大きな　ダメージを　与える。
WAZAINFO_513	相手の　タイプを　反射して\n自分も　同じ　タイプに　なる。
WAZAINFO_514	倒れた　味方の　かたきを　討つ。\n前の　ターンに　味方が\n倒されていると　威力が　あがる。
WAZAINFO_515	命懸けで　相手を　攻撃する。\n自分は　ひんしに　なるが　相手に\nＨＰ分の　ダメージを　与える。
WAZAINFO_516	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_517	激しい　炎で\n相手を　包みこみ　攻撃する。\nやけど状態に　する。
WAZAINFO_518	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_519	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_520	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_521	攻撃したあと\nものすごい　スピードで　もどってきて\n控えポケモンと　入れ替わる。
WAZAINFO_522	抵抗して　相手を　攻撃する。\n相手の　特攻を　さげる。
WAZAINFO_523	地面を　踏みならして　自分の\n周りに　いるものを　攻撃する。\n相手の　素早さを　さげる。
WAZAINFO_524	冷たい　息を\n相手に　吹きつけて　攻撃する。\n必ず　急所に　当たる。
WAZAINFO_525	相手を　はじきとばして\n控えの　ポケモンを　ひきずりだす。\n野生の　場合は　戦闘が　終わる。
WAZAINFO_526	自分を　奮いたてて\n攻撃と　特攻を　あげる。
WAZAINFO_527	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_528	電気を　まとって\n相手に　ぶつかって　攻撃する。\n自分も　少し　ダメージを　受ける。
WAZAINFO_529	ドリルのように　体を　回転しながら\n相手に　体当たりする。\n急所に　当たりやすい。
WAZAINFO_530	体の　硬い部分で　相手を\nたたいて　攻撃する。\n２回連続で　ダメージを　与える。
WAZAINFO_531	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_532	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_533	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_534	鋭い　貝殻で　切りつけて\n攻撃する。　相手の　防御を\nさげることが　ある。
WAZAINFO_535	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_536	鋭い　はっぱで　相手を\n包みこんで　攻撃する。\n命中率を　さげることが　ある。
WAZAINFO_537	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_538	フワフワの　綿毛で　自分の\n体を　包みこんで　守る。\n防御を　ぐぐーんと　あげる。
WAZAINFO_539	この技　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_540	不思議な　念波を　実体化して\n相手を　攻撃する。\n物理的な　ダメージを　与える。
WAZAINFO_541	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_542	強烈な　風で　相手を\n包みこんで　攻撃する。\n相手を　混乱させることが　ある。
WAZAINFO_543	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_544	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_545	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_546	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_547	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_548	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_549	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_550	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_551	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_552	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_553	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_554	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_555	まくしたてる　ように　怒鳴りつけて\n相手の　特攻を　さげる。
WAZAINFO_556	大きな　氷柱を\n激しく　ぶつけて　攻撃する。\n相手を　ひるませることが　ある。
WAZAINFO_557	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_558	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_559	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_560	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_561	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_562	相手に　向かって　ゲップを\n浴びせて　ダメージを　与える。\nきのみを　食べないと　だせない。
WAZAINFO_563	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_564	相手の　周りに　ねばねばした\nネットを　はりめぐらせ　交代で\nでてきた　相手の　素早さを　さげる。
WAZAINFO_565	この　技を　使って\n相手を　倒すと\n攻撃が　ぐぐーんと　あがる。
WAZAINFO_566	１ターンめで　どこかに　消えて\n２ターンめに　相手を　攻撃する。\n守りを　無視して　攻撃できる。
WAZAINFO_567	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_568	おたけびを　あげて\n相手を　威嚇し　相手の\n攻撃と　特攻を　さげる。
WAZAINFO_569	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_570	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_571	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_572	激しい　花吹雪を　起こし\n周りに　いるものに　攻撃して\nダメージを　与える。
WAZAINFO_573	相手を　急激に　冷やして\nこおり　状態に　することが　ある。\nみずタイプにも　効果バツグンになる。
WAZAINFO_574	魅惑の　鳴き声を　だして　相手に\n精神的な　ダメージを　与える。\n攻撃は　必ず　命中　する。
WAZAINFO_575	すてゼリフで　相手を　いかくし\n攻撃と　特攻を　さげたのち\n控えの　ポケモンと　入れ替わる。
WAZAINFO_576	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_577	キッスによって　相手から　ＨＰを\n吸い取る。　与えた　ダメージの\n半分以上　ＨＰを　回復する。
WAZAINFO_578	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_579	不思議な　力を　使って\n場にいる　くさタイプの　ポケモン\n全員の　防御を　あげる。
WAZAINFO_580	５ターンの　間　グラスフィールドにする。\n地面にいると　毎ターン　回復する。\nくさタイプの　威力が　あがる。
WAZAINFO_581	５ターンの　間　地面にいると\n状態異常に　ならず　ドラゴン技の\nダメージも　半分になる。
WAZAINFO_582	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_583	相手に　じゃれついて\n攻撃する。　相手の\n攻撃を　さげる　ことがある。
WAZAINFO_584	ようせいのかぜを　起こし\n相手に　吹きつけて　攻撃する。
WAZAINFO_585	月の　パワーを　かりて\n相手を　攻撃する。　相手の\n特攻を　さげる　ことがある。
WAZAINFO_586	すさまじい　爆音の\n破壊力に　よって\n周りに　いるものを　攻撃する。
WAZAINFO_587	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_588	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
WAZAINFO_589	相手と　なかよくなって\n戦う　気力を　失わせ\n相手の　攻撃を　さげる。
WAZAINFO_590	ないしょばなしを　することで　相手の\n集中力を　失わせ\n相手の　特攻を　さげる。
WAZAINFO_591	この技は　使えません\n思い出すことが　できなくなりますが\n技を　忘れることを　おすすめします
