bag
SS_bag_000	おこづかい
SS_tips_069	ランクバトルでは\nたいせんの　けっかで\nポイントが　ふえたり　へったり　します。\nたいせんを　かさねて\nいっていの　ポイントを　こえると\nランクが　あがり\nいっていの　ポイントを　したまわると\nランクが　さがります。
SS_tips_070	ランクバトルでは\nたいせんに　まけても\nかいきゅうが　さがることは　ありません。\nたとえば\nハイパーボールきゅうの　ひとは\nスーパーボールきゅうには　さがりません。
SS_tips_071	ランクバトルは\nいっていの　きかん　かいさいされます。\nこの　きかんを　シーズンと　よびます。\nシーズンが　おわると\nつぎの　シーズンが　はじまります。\nつぎの　シーズンが　はじまると\nさんかしゃ　ぜんいんの　ランクが　さがります。\nこのときは　かいきゅうも　さがります。
SS_tips_072	ランクバトルで\nいちばん　たかい　ランクに　なった　ひとは\nランクを　あげるかわりに\nじゅんいを　きそいます。\nじゅんいは　たいせんの　けっかに　よって\nあがったり　さがったり　します。
SS_tips_073	インターネットたいかい
SS_tips_074	インターネットたいかいには\nこうしきたいかい　と\nなかまたいかい　の\n２しゅるいが　あります。
SS_tips_075	こうしきたいかいは\nいろいろな　ルールで　じゅんいを　きそう\nとくべつな　たいかいです。\nかいさいスケジュールや\nさんかできる　ポケモンに　ついては\nポケモンの　こうしきサイトなどの\nじょうほうで　おしらせします。
SS_tips_076	なかまたいかいは\nプレイヤーが　かいさいし\nあつまった　さんかしゃどうしで　たいせんする\nカジュアルな　たいかいです。\nぜひ　いろいろな　なかまたいかいで\nたいせんしましょう！
SS_tips_077	こうしきたいかいや　なかまたいかいを\nさがして　エントリーすることで\nその　たいかいが　はじまったとき\nたいせんできるように　なります。\nじぶんの　すきな　ルールや\nつかいたい　ポケモンを　かんがえて\nたいかいを　さがしてみましょう！
SS_tips_078	ポケモンボックス
SS_tips_079	ポケモンボックスを　つかうと　てもちの\nポケモンと　ポケモンセンターの\nパソコンに　あずけた　ポケモンを\nいれかえることが　できます。\nメニューの　ポケモンリストで\nＲボタンを　おすことで　つかえます。
SS_tips_080	ランクバトルの　ごあんない
SS_tips_082	つり
SS_tips_083	すいめんに　うかぶ\nポケモンの　かげに　むかって　Ａボタンで\nつりを　かいし　です！\nつりざおが　ゆれたら　またＡボタン！\nポケモンを　つりあげられます。\nいろんな　ばしょで　つりを　しましょう！
SS_tips_085	レンタルチーム
SS_tips_086	レンタルチームとは　インターネットに\nこうかい　されている　ほかのひとの\nバトルチームを　かりたり\nじぶんの　バトルチームを　こうかい　して\nつかってもらったり　できる　しくみ　です\nこうかい　したときに　はっこう　される\nチームＩＤを　にゅうりょく　すると\nその　バトルチームを\nつかうことが　できるように　なります
tokusei
TOKUSEI_000	―
TOKUSEI_001	あくしゅう
TOKUSEI_002	あめふらし
TOKUSEI_003	かそく
TOKUSEI_004	カブトアーマー
TOKUSEI_005	がんじょう
TOKUSEI_006	しめりけ
TOKUSEI_007	じゅうなん
TOKUSEI_008	すながくれ
TOKUSEI_009	せいでんき
TOKUSEI_010	ちくでん
TOKUSEI_011	ちょすい
TOKUSEI_012	どんかん
TOKUSEI_013	ノーてんき
TOKUSEI_014	ふくがん
TOKUSEI_015	ふみん
TOKUSEI_016	へんしょく
TOKUSEI_017	めんえき
TOKUSEI_018	もらいび
TOKUSEI_019	りんぷん
TOKUSEI_020	マイペース
TOKUSEI_021	きゅうばん
TOKUSEI_022	いかく
TOKUSEI_023	かげふみ
TOKUSEI_024	さめはだ
TOKUSEI_025	ふしぎなまもり
TOKUSEI_026	ふゆう
TOKUSEI_027	ほうし
TOKUSEI_028	シンクロ
TOKUSEI_029	クリアボディ
TOKUSEI_030	しぜんかいふく
TOKUSEI_031	ひらいしん
TOKUSEI_032	てんのめぐみ
TOKUSEI_033	すいすい
TOKUSEI_034	ようりょくそ
TOKUSEI_035	はっこう
TOKUSEI_036	トレース
TOKUSEI_037	ちからもち
TOKUSEI_038	どくのトゲ
TOKUSEI_039	せいしんりょく
TOKUSEI_040	マグマのよろい
TOKUSEI_041	みずのベール
TOKUSEI_042	じりょく
TOKUSEI_043	ぼうおん
TOKUSEI_044	あめうけざら
TOKUSEI_045	すなおこし
TOKUSEI_046	プレッシャー
TOKUSEI_047	あついしぼう
TOKUSEI_048	はやおき
TOKUSEI_049	ほのおのからだ
TOKUSEI_050	にげあし
TOKUSEI_051	するどいめ
TOKUSEI_052	かいりきバサミ
TOKUSEI_053	ものひろい
TOKUSEI_054	なまけ
TOKUSEI_055	はりきり
TOKUSEI_056	メロメロボディ
TOKUSEI_057	プラス
TOKUSEI_058	マイナス
TOKUSEI_059	てんきや
TOKUSEI_060	ねんちゃく
TOKUSEI_061	だっぴ
TOKUSEI_062	こんじょう
TOKUSEI_063	ふしぎなうろこ
TOKUSEI_064	ヘドロえき
TOKUSEI_065	しんりょく
TOKUSEI_066	もうか
TOKUSEI_067	げきりゅう
TOKUSEI_068	むしのしらせ
TOKUSEI_069	いしあたま
TOKUSEI_070	ひでり
TOKUSEI_071	ありじごく
TOKUSEI_072	やるき
TOKUSEI_073	しろいけむり
TOKUSEI_074	ヨガパワー
TOKUSEI_075	シェルアーマー
TOKUSEI_076	エアロック
TOKUSEI_077	ちどりあし
TOKUSEI_078	でんきエンジン
TOKUSEI_079	とうそうしん
TOKUSEI_080	ふくつのこころ
TOKUSEI_081	ゆきがくれ
TOKUSEI_082	くいしんぼう
TOKUSEI_083	いかりのつぼ
TOKUSEI_084	かるわざ
TOKUSEI_085	たいねつ
TOKUSEI_086	たんじゅん
TOKUSEI_087	かんそうはだ
TOKUSEI_088	ダウンロード
TOKUSEI_089	てつのこぶし
TOKUSEI_090	ポイズンヒール
TOKUSEI_091	てきおうりょく
TOKUSEI_092	スキルリンク
TOKUSEI_093	うるおいボディ
TOKUSEI_094	サンパワー
TOKUSEI_095	はやあし
TOKUSEI_096	ノーマルスキン
TOKUSEI_097	スナイパー
TOKUSEI_098	マジックガード
TOKUSEI_099	ノーガード
TOKUSEI_100	あとだし
TOKUSEI_101	テクニシャン
TOKUSEI_102	リーフガード
TOKUSEI_103	ぶきよう
TOKUSEI_104	かたやぶり
TOKUSEI_105	きょううん
TOKUSEI_106	ゆうばく
TOKUSEI_107	きけんよち
TOKUSEI_108	よちむ
TOKUSEI_109	てんねん
TOKUSEI_110	いろめがね
TOKUSEI_111	フィルター
TOKUSEI_112	スロースタート
TOKUSEI_113	きもったま
TOKUSEI_114	よびみず
TOKUSEI_115	アイスボディ
TOKUSEI_116	ハードロック
TOKUSEI_117	ゆきふらし
TOKUSEI_118	みつあつめ
TOKUSEI_119	おみとおし
TOKUSEI_120	すてみ
TOKUSEI_121	マルチタイプ
TOKUSEI_122	フラワーギフト
TOKUSEI_123	ナイトメア
TOKUSEI_124	わるいてぐせ
TOKUSEI_125	ちからずく
TOKUSEI_126	あまのじゃく
TOKUSEI_127	きんちょうかん
TOKUSEI_128	まけんき
TOKUSEI_129	よわき
TOKUSEI_130	のろわれボディ
TOKUSEI_131	いやしのこころ
TOKUSEI_132	フレンドガード
TOKUSEI_133	くだけるよろい
TOKUSEI_134	ヘヴィメタル
TOKUSEI_135	ライトメタル
TOKUSEI_136	マルチスケイル
TOKUSEI_137	どくぼうそう
TOKUSEI_138	ねつぼうそう
TOKUSEI_139	しゅうかく
TOKUSEI_140	テレパシー
TOKUSEI_141	ムラっけ
TOKUSEI_142	ぼうじん
TOKUSEI_143	どくしゅ
TOKUSEI_144	さいせいりょく
TOKUSEI_145	はとむね
TOKUSEI_146	すなかき
TOKUSEI_147	ミラクルスキン
TOKUSEI_148	アナライズ
TOKUSEI_149	イリュージョン
TOKUSEI_150	かわりもの
TOKUSEI_151	すりぬけ
TOKUSEI_152	ミイラ
TOKUSEI_153	じしんかじょう
TOKUSEI_154	せいぎのこころ
TOKUSEI_155	びびり
TOKUSEI_156	マジックミラー
TOKUSEI_157	そうしょく
TOKUSEI_158	いたずらごころ
TOKUSEI_159	すなのちから
TOKUSEI_160	てつのトゲ
TOKUSEI_161	ダルマモード
TOKUSEI_162	しょうりのほし
TOKUSEI_163	ターボブレイズ
TOKUSEI_164	テラボルテージ
TOKUSEI_165	アロマベール
TOKUSEI_166	フラワーベール
TOKUSEI_167	ほおぶくろ
TOKUSEI_168	へんげんじざい
TOKUSEI_169	ファーコート
TOKUSEI_170	マジシャン
TOKUSEI_171	ぼうだん
TOKUSEI_172	かちき
TOKUSEI_173	がんじょうあご
TOKUSEI_174	フリーズスキン
TOKUSEI_175	スイートベール
TOKUSEI_176	バトルスイッチ
TOKUSEI_177	はやてのつばさ
TOKUSEI_178	メガランチャー
TOKUSEI_179	くさのけがわ
TOKUSEI_180	きょうせい
TOKUSEI_181	かたいツメ
TOKUSEI_182	フェアリースキン
TOKUSEI_183	ぬめぬめ
TOKUSEI_184	スカイスキン
TOKUSEI_185	おやこあい
TOKUSEI_186	ダークオーラ
TOKUSEI_187	フェアリーオーラ
TOKUSEI_188	オーラブレイク
TOKUSEI_189	はじまりのうみ
TOKUSEI_190	おわりのだいち
TOKUSEI_191	デルタストリーム
TOKUSEI_192	じきゅうりょく
TOKUSEI_193	にげごし
TOKUSEI_194	ききかいひ
TOKUSEI_195	みずがため
TOKUSEI_196	ひとでなし
TOKUSEI_197	リミットシールド
TOKUSEI_198	はりこみ
TOKUSEI_199	すいほう
TOKUSEI_200	はがねつかい
TOKUSEI_201	ぎゃくじょう
TOKUSEI_202	ゆきかき
TOKUSEI_203	えんかく
TOKUSEI_204	うるおいボイス
TOKUSEI_205	ヒーリングシフト
TOKUSEI_206	エレキスキン
TOKUSEI_207	サーフテール
TOKUSEI_208	ぎょぐん
TOKUSEI_209	ばけのかわ
TOKUSEI_210	きずなへんげ
TOKUSEI_211	スワームチェンジ
TOKUSEI_212	ふしょく
TOKUSEI_213	ぜったいねむり
TOKUSEI_214	じょおうのいげん
TOKUSEI_215	とびだすなかみ
TOKUSEI_216	おどりこ
TOKUSEI_217	バッテリー
TOKUSEI_218	もふもふ
TOKUSEI_219	ビビッドボディ
TOKUSEI_220	ソウルハート
TOKUSEI_221	カーリーヘアー
TOKUSEI_222	レシーバー
TOKUSEI_223	かがくのちから
TOKUSEI_224	ビーストブースト
TOKUSEI_225	ＡＲシステム
TOKUSEI_226	エレキメイカー
TOKUSEI_227	サイコメイカー
TOKUSEI_228	ミストメイカー
TOKUSEI_229	グラスメイカー
TOKUSEI_230	メタルプロテクト
TOKUSEI_231	ファントムガード
TOKUSEI_232	プリズムアーマー
TOKUSEI_233	ブレインフォース
TOKUSEI_234	ふとうのけん
TOKUSEI_235	ふくつのたて
TOKUSEI_236	リベロ
TOKUSEI_237	たまひろい
TOKUSEI_238	わたげ
TOKUSEI_239	スクリューおびれ
TOKUSEI_240	ミラーアーマー
TOKUSEI_241	うのミサイル
TOKUSEI_242	すじがねいり
TOKUSEI_243	じょうききかん
TOKUSEI_244	パンクロック
TOKUSEI_245	すなはき
TOKUSEI_246	こおりのりんぷん
TOKUSEI_247	じゅくせい
TOKUSEI_248	アイスフェイス
TOKUSEI_249	パワースポット
TOKUSEI_250	ぎたい
TOKUSEI_251	バリアフリー
TOKUSEI_252	はがねのせいしん
TOKUSEI_253	ほろびのボディ
TOKUSEI_254	さまようたましい
TOKUSEI_255	ごりむちゅう
TOKUSEI_256	かがくへんかガス
TOKUSEI_257	パステルベール
TOKUSEI_258	はらぺこスイッチ
TOKUSEI_259	クイックドロウ
TOKUSEI_260	ふかしのこぶし
TOKUSEI_261	きみょうなくすり
TOKUSEI_262	トランジスタ
TOKUSEI_263	りゅうのあぎと
TOKUSEI_264	しろのいななき
TOKUSEI_265	くろのいななき
TOKUSEI_266	じんばいったい
TOKUSEI_267	じんばいったい
tokuseiinfo
TOKUSEIINFO_000	―\n―
TOKUSEIINFO_001	くさい　においを　はなつことによって\nこうげきした　ときに　あいてを\nひるませることが　ある。
TOKUSEIINFO_002	とうじょう　したときに\nてんきを　あめに　する。
TOKUSEIINFO_003	まいターン　すばやさが　あがる。
TOKUSEIINFO_004	かたい　こうらに　まもられて\nあいての　こうげきが\nきゅうしょに　あたらない。
TOKUSEIINFO_005	あいての　わざを　うけても\nいちげきで　たおされることが　ない。\nいちげきひっさつわざも　きかない。
TOKUSEIINFO_006	あたりを　しめらせることに　よって\nじばく　などの　ばくはつする　わざを\nだれも　つかえなくなる。
TOKUSEIINFO_007	じゅうなんな　からだによって\nまひ　じょうたいに　ならない。
TOKUSEIINFO_008	すなあらしの　とき\nかいひりつが　あがる。
TOKUSEIINFO_009	せいでんきを　からだに　まとい\nさわった　あいてを\nまひさせる　ことがある。
TOKUSEIINFO_010	でんきタイプの　わざを　うけると\nダメージを　うけずに　かいふくする。
TOKUSEIINFO_011	みずタイプの　わざを　うけると\nダメージを　うけずに　かいふくする。
TOKUSEIINFO_012	どんかん　なので\nメロメロや　ちょうはつ　じょうたいに\nならない。
TOKUSEIINFO_013	あらゆる　てんきの　えいきょうが\nなくなって　しまう。
TOKUSEIINFO_014	ふくがんを　もっているため\nわざの　めいちゅうりつが　あがる。
TOKUSEIINFO_015	ねむれない　たいしつ　なので\nねむり　じょうたいに　ならない。
TOKUSEIINFO_016	あいてから　うけた　わざの　タイプに\nじぶんの　タイプが　へんか　する。
TOKUSEIINFO_017	たいないに　めんえきを　もっているため\nどく　じょうたいに　ならない。
TOKUSEIINFO_018	ほのおタイプの　わざを　うけると\nほのおを　もらい　じぶんが　だす\nほのおタイプの　わざが　つよくなる。
TOKUSEIINFO_019	りんぷんに　まもられて\nわざの　ついかこうかを　うけなくなる。
TOKUSEIINFO_020	マイペースなので\nこんらん　じょうたいに　ならない。
TOKUSEIINFO_021	きゅうばんで　じめんに　はりつき\nポケモンを　いれかえさせる\nわざや　どうぐが　きかなくなる。
TOKUSEIINFO_022	とうじょう　したとき　いかくして\nあいてを　いしゅくさせ\nあいての　こうげきを　さげて　しまう。
TOKUSEIINFO_023	あいての　かげを　ふみ\nにげたり　こうたい　できなくする。
TOKUSEIINFO_024	こうげきを　うけたとき\nじぶんに　ふれた　あいてを\nざらざらの　はだで　キズつける。
TOKUSEIINFO_025	こうかばつぐんの　わざしか\nあたらない　ふしぎな　ちから。
TOKUSEIINFO_026	じめんから　うくことによって\nじめんタイプの　わざを　うけない。
TOKUSEIINFO_027	こうげきで　じぶんに　ふれた　あいてを\nどくや　まひや　ねむり　じょうたいに\nする　ことがある。
TOKUSEIINFO_028	じぶんが　なってしまった\nどくや　まひや　やけどを\nあいてに　うつす。
TOKUSEIINFO_029	あいての　わざや　とくせいで\nのうりょくを　さげられない。
TOKUSEIINFO_030	てもちに　ひっこむと\nじょうたい　いじょうが　なおる。
TOKUSEIINFO_031	でんきタイプの　わざを　じぶんに\nよせつけ　ダメージを　うけずに\nとくこうが　あがる。
TOKUSEIINFO_032	てんのめぐみの　おかげで\nわざの　ついかこうかが　でやすい。
TOKUSEIINFO_033	てんきが　あめのとき\nすばやさが　あがる。
TOKUSEIINFO_034	てんきが　はれのとき\nすばやさが　あがる。
TOKUSEIINFO_035	あたりを　あかるくする　ことで\nやせいの　ポケモンに\nそうぐう　しやすくなる。
TOKUSEIINFO_036	とうじょう　したとき\nあいての　とくせいを　トレースして\nおなじ　とくせいに　なる。
TOKUSEIINFO_037	ぶつり　こうげきの\nいりょくが　２ばいに　なる。
TOKUSEIINFO_038	じぶんに　さわった　あいてを\nどく　じょうたいに　する　ことがある。
TOKUSEIINFO_039	きたえられた　せいしんに　よって\nあいての　こうげきに　ひるまない。
TOKUSEIINFO_040	あつい　マグマを　みにまとい\nこおり　じょうたいに　ならない。
TOKUSEIINFO_041	みずのベールを　みにまとい\nやけど　じょうたいに　ならない。
TOKUSEIINFO_042	はがねタイプの　ポケモンを\nじりょくで　ひきつけて\nにげられなくする。
TOKUSEIINFO_043	おとを　しゃだん　することに　よって\nおとの　こうげきを　うけない。
TOKUSEIINFO_044	てんきが　あめのとき\nすこしずつ　ＨＰを　かいふくする。
TOKUSEIINFO_045	とうじょう　したとき\nてんきを　すなあらしに　する。
TOKUSEIINFO_046	プレッシャーを　あたえて\nあいての　つかう　わざの　ＰＰを\nおおく　へらす。
TOKUSEIINFO_047	あつい　しぼうで　まもられているので\nほのおタイプと　こおりタイプの\nわざの　ダメージを　はんげんさせる。
TOKUSEIINFO_048	ねむり　じょうたいに　なっても\n２ばいの　はやさで\nめざめる　ことが　できる。
TOKUSEIINFO_049	じぶんに　さわった　あいてを\nやけど　じょうたいに　する　ことがある。
TOKUSEIINFO_050	やせいの　ポケモンから\nかならず　にげられる。
TOKUSEIINFO_051	するどい　めの　おかげで\nめいちゅうりつを　さげられない。
TOKUSEIINFO_052	ちからじまんの　ハサミを　もっているので\nあいてに　こうげきを　さげられない。
TOKUSEIINFO_053	あいての　つかった　どうぐを\nひろってくることが　ある。\nぼうけんちゅうも　ひろってくる。
TOKUSEIINFO_054	わざを　だすと\nつぎの　ターンは　やすんでしまう。
TOKUSEIINFO_055	じぶんの　こうげきが　たかくなるが\nめいちゅうりつが　さがる。
TOKUSEIINFO_056	じぶんに　さわった　あいてを\nメロメロに　することが　ある。
TOKUSEIINFO_057	プラスか　マイナスの　とくせいを　もつ\nポケモンが　なかまに　いると\nじぶんの　とくこうが　あがる。
TOKUSEIINFO_058	プラスか　マイナスの　とくせいを　もつ\nポケモンが　なかまに　いると\nじぶんの　とくこうが　あがる。
TOKUSEIINFO_059	てんきの　えいきょうを　うけて\nみずタイプ　ほのおタイプ　こおりタイプの\nどれかに　へんかする。
TOKUSEIINFO_060	ねんちゃくしつの　からだに\nどうぐが　くっついているため\nあいてに　どうぐを　うばわれない。
TOKUSEIINFO_061	からだの　かわを　ぬぎすてることで\nじょうたい　いじょうを\nなおすことが　ある。
TOKUSEIINFO_062	じょうたい　いじょうに　なると\nこんじょうを　だして\nこうげきが　あがる。
TOKUSEIINFO_063	じょうたい　いじょうに　なると\nふしぎなうろこが　はんのうして\nぼうぎょが　あがる。
TOKUSEIINFO_064	ヘドロえきを　すいとった　あいては\nきょうれつな　あくしゅうで\nダメージを　うけて　ＨＰを　へらす。
TOKUSEIINFO_065	ＨＰが　へったとき\nくさタイプの　わざの\nいりょくが　あがる。
TOKUSEIINFO_066	ＨＰが　へったとき\nほのおタイプの　わざの\nいりょくが　あがる。
TOKUSEIINFO_067	ＨＰが　へったとき\nみずタイプの　わざの\nいりょくが　あがる。
TOKUSEIINFO_068	ＨＰが　へったとき\nむしタイプの　わざの\nいりょくが　あがる。
TOKUSEIINFO_069	はんどうを　うける　わざを　だしても\nＨＰが　へらない。
TOKUSEIINFO_070	とうじょう　したときに\nてんきを　はれに　する。
TOKUSEIINFO_071	せんとうで　あいてを\nにげられなくする。
TOKUSEIINFO_072	やるきを　だすことに　よって\nねむり　じょうたいに　ならない。
TOKUSEIINFO_073	しろいけむりに　まもられて\nあいてに　のうりょくを　さげられない。
TOKUSEIINFO_074	ヨガの　ちからで\nぶつり　こうげきの　いりょくが\n２ばいに　なる。
TOKUSEIINFO_075	かたい　からに　まもられ\nあいての　こうげきが\nきゅうしょに　あたらない。
TOKUSEIINFO_076	あらゆる　てんきの　えいきょうが\nきえて　しまう。
TOKUSEIINFO_077	こんらん　じょうたいの　ときは\nかいひりつが　アップする。
TOKUSEIINFO_078	でんきタイプの　わざを　うけると\nダメージを　うけずに\nすばやさが　あがる。
TOKUSEIINFO_079	せいべつが　おなじだと\nとうそうしんを　もやして　つよくなる\nせいべつが　ちがうと　よわくなる
TOKUSEIINFO_080	ひるむ　たびに\nふくつのこころを　もやして\nすばやさが　あがる。
TOKUSEIINFO_081	てんきが　あられのとき\nかいひりつが　あがる。
TOKUSEIINFO_082	ＨＰが　すくなくなったら　たべる\nきのみを　ＨＰ　はんぶんの\nときに　たべてしまう。
TOKUSEIINFO_083	きゅうしょに　こうげきが　あたると\nいかりくるって　こうげきりょくが\nさいだいに　なる。
TOKUSEIINFO_084	もっていた　どうぐが　なくなると\nすばやさが　あがる。
TOKUSEIINFO_085	たいねつの　からだに　よって\nほのおタイプの　わざの\nダメージを　はんげんさせる
TOKUSEIINFO_086	のうりょく　へんかが\nいつもの　２ばいに　なる。
TOKUSEIINFO_087	てんきが　あめのときや　みずタイプの\nわざで　ＨＰが　かいふくし　はれのときや\nほのおタイプの　わざで　へってしまう。
TOKUSEIINFO_088	あいての　ぼうぎょと　とくぼうを　くらべて\nひくい　ほうの　のうりょくに　あわせて\nじぶんの　こうげきか　とくこうを　あげる。
TOKUSEIINFO_089	パンチを　つかう　わざの\nいりょくが　あがる。
TOKUSEIINFO_090	どくじょうたいに　なると\nＨＰが　へらずに　ふえていく。
TOKUSEIINFO_091	じぶんと　おなじ　タイプの\nわざの　いりょくが　あがる。
TOKUSEIINFO_092	れんぞくわざを　つかうと　いつも\nさいこう　かいすう　だすことが　できる。
TOKUSEIINFO_093	てんきが　あめのとき\nじょうたい　いじょうが　なおる。
TOKUSEIINFO_094	てんきが　はれると\nとくこうが　あがるが\nまいターン　ＨＰが　へる。
TOKUSEIINFO_095	じょうたい　いじょうに　なると\nすばやさが　あがる。
TOKUSEIINFO_096	どんな　タイプの　わざでも\nすべて　ノーマルタイプに　なる。\nいりょくが　すこし　あがる。
TOKUSEIINFO_097	こうげきを　きゅうしょに　あてると\nいりょくが　さらに　あがる。
TOKUSEIINFO_098	こうげき　いがいでは\nダメージを　うけない。
TOKUSEIINFO_099	ノーガード　せんぽうに　よって\nおたがいの　だす　わざが\nかならず　あたる　ようになる。
TOKUSEIINFO_100	わざを　だす　じゅんばんが\nかならず　さいごに　なる。
TOKUSEIINFO_101	いりょくが　ひくい　わざの\nいりょくを　たかくして　こうげきできる。
TOKUSEIINFO_102	てんきが　はれのときは\nじょうたい　いじょうに　ならない。
TOKUSEIINFO_103	もっている　どうぐを\nつかうことが　できない。
TOKUSEIINFO_104	あいての　とくせいに\nじゃまされる　ことなく　あいてに\nわざを　だすことが　できる。
TOKUSEIINFO_105	きょううんを　もっているため\nあいての　きゅうしょに\nこうげきが　あたりやすい。
TOKUSEIINFO_106	ひんしに　なったとき\nさわった　あいてに\nダメージを　あたえる。
TOKUSEIINFO_107	あいての　もつ　きけんな　わざを\nさっちする　ことができる。
TOKUSEIINFO_108	とうじょう　したとき\nあいての　もつ　わざを\nひとつだけ　よみとる。
TOKUSEIINFO_109	あいての　のうりょくの　へんかを\nむしして　こうげきが　できる。
TOKUSEIINFO_110	こうかが　いまひとつの　わざを\nつうじょうの　いりょくで\nだすことが　できる。
TOKUSEIINFO_111	こうかばつぐんに　なってしまう\nこうげきの　いりょくを\nよわめる　ことが　できる。
TOKUSEIINFO_112	５ターンの　あいだ\nこうげきと　すばやさが\nはんぶんに　なる。
TOKUSEIINFO_113	ゴーストタイプの　ポケモンに\nノーマルタイプと　かくとうタイプの\nわざを　あてることが　できる。
TOKUSEIINFO_114	みずタイプの　わざを　じぶんに　よせつけ\nダメージは　うけずに　とくこうが　あがる。
TOKUSEIINFO_115	てんきが　あられのとき　ＨＰを\nすこしずつ　かいふく　する。
TOKUSEIINFO_116	こうかばつぐんに　なってしまう\nこうげきの　いりょくを\nよわめる　ことが　できる。
TOKUSEIINFO_117	とうじょう　したときに\nてんきを　あられに　する。
TOKUSEIINFO_118	せんとうが　おわったとき\nあまいミツを　ひろうことが　ある。
TOKUSEIINFO_119	とうじょう　したとき\nあいての　もちものを\nみとおすことが　できる。
TOKUSEIINFO_120	はんどうで　ダメージを\nうける　わざの　いりょくが　あがる。
TOKUSEIINFO_121	もっている　プレートで\nタイプが　かわる。
TOKUSEIINFO_122	てんきが　はれのとき\nじぶんと　みかたの　こうげきと\nとくぼうの　のうりょくが　あがる。
TOKUSEIINFO_123	ねむり　じょうたいの　あいてに\nダメージを　あたえる。
TOKUSEIINFO_124	さわられた　あいての　どうぐを\nぬすんで　しまう。
TOKUSEIINFO_125	わざの　ついか　こうかは　なくなるが\nそのぶん　たかい　いりょくで\nわざを　だすことが　できる。
TOKUSEIINFO_126	のうりょくの　へんかが　ぎゃくてんして\nあがるときに　さがり\nさがるときに　あがる。
TOKUSEIINFO_127	あいてを　きんちょうさせて\nきのみを　たべられなく　させる。
TOKUSEIINFO_128	のうりょくを　さげられると\nこうげきが　ぐーんと　あがる。
TOKUSEIINFO_129	ＨＰが　はんぶんに　なると\nよわきに　なって　こうげきと\nとくこうが　はんげんする。
TOKUSEIINFO_130	こうげきを　うけると　あいての　わざを\nかなしばり　じょうたいに\nすることが　ある。
TOKUSEIINFO_131	じょうたい　いじょうの　みかたを\nたまに　なおしてあげる。
TOKUSEIINFO_132	みかたの　ダメージを\nへらすことが　できる。
TOKUSEIINFO_133	ぶつりわざで　ダメージを　うけると\nぼうぎょが　さがり\nすばやさが　ぐーんと　あがる。
TOKUSEIINFO_134	じぶんの　おもさが\n２ばいに　なる。
TOKUSEIINFO_135	じぶんの　おもさが\nはんぶんに　なる。
TOKUSEIINFO_136	ＨＰが　まんたんの　ときに\nうける　ダメージが　すくなくなる。
TOKUSEIINFO_137	どく　じょうたいに　なったとき\nぶつりわざの　いりょくが　あがる。
TOKUSEIINFO_138	やけど　じょうたいに　なったとき\nとくしゅわざの　いりょくが　あがる。
TOKUSEIINFO_139	つかった　きのみを\nなんかいも　つくりだす。
TOKUSEIINFO_140	みかたの　こうげきを　よみとって\nわざを　かいひする。
TOKUSEIINFO_141	まいターン　のうりょくの　どれかが\nぐーんと　あがって　どれかが　さがる。
TOKUSEIINFO_142	すなあらしや　あられなどの\nダメージを　うけない。\nこなの　わざを　うけない。
TOKUSEIINFO_143	さわる　だけで　あいてを\nどく　じょうたいに　することがある。
TOKUSEIINFO_144	てもちに　ひっこむと\nＨＰが　すこし　かいふくする。
TOKUSEIINFO_145	ぼうぎょを　さげる\nこうかを　うけない。
TOKUSEIINFO_146	てんきが　すなあらし　のとき\nすばやさが　あがる。
TOKUSEIINFO_147	へんかわざを　うけにくい\nからだに　なっている。
TOKUSEIINFO_148	いちばん　さいごに　わざを　だすと\nわざの　いりょくが　あがる。
TOKUSEIINFO_149	てもちの　いちばん　うしろに　いる\nポケモンに　なりきって　とうじょうして\nあいてを　ばかす。
TOKUSEIINFO_150	めのまえの　ポケモンに\nへんしん　してしまう。
TOKUSEIINFO_151	あいての　かべや　みがわりを\nすりぬけて　こうげき　できる
TOKUSEIINFO_152	あいてに　さわられると\nあいてを　ミイラに　してしまう。
TOKUSEIINFO_153	あいてを　たおすと\nじしんが　ついて\nこうげきが　あがる。
TOKUSEIINFO_154	あくタイプの　こうげきを　うけると\nせいぎかんで　こうげきが　あがる。
TOKUSEIINFO_155	あくタイプと　ゴーストタイプと\nむしタイプの　わざを　うけると\nびびって　すばやさが　あがる。
TOKUSEIINFO_156	あいてに　だされた　へんかわざを　うけずに\nそのまま　かえす　ことが　できる。
TOKUSEIINFO_157	くさタイプの　わざを　うけると\nダメージを　うけずに\nこうげきが　あがる。
TOKUSEIINFO_158	へんかわざを　せんせいで\nだすことが　できる。
TOKUSEIINFO_159	てんきが　すなあらしの　とき\nいわタイプと　じめんタイプと\nはがねタイプの　いりょくが　あがる。
TOKUSEIINFO_160	じぶんに　さわった　あいてに\nてつのトゲで　ダメージを　あたえる。
TOKUSEIINFO_161	ＨＰが　はんぶん　いかに　なると\nすがたが　へんかする。
TOKUSEIINFO_162	じぶんや　みかたの\nめいちゅうりつが　あがる。
TOKUSEIINFO_163	あいての　とくせいに　じゃまされず\nあいてに　わざを　だすことが　できる。
TOKUSEIINFO_164	あいての　とくせいに　じゃまされず\nあいてに　わざを　だすことが　できる。
TOKUSEIINFO_165	じぶんと　みかたへの　メンタル\nこうげきを　ふせぐことが　できる。
TOKUSEIINFO_166	みかたの　くさポケモンは\nのうりょくが　さがらず\nじょうたい　いじょうにも　ならない。
