bag
SS_bag_000	YOUR MONEY
WAZAINFO_123	The target is attacked with a discharge of filthy\ngases. This may also poison the target.
WAZAINFO_124	Unsanitary sludge is hurled at the target. This may\nalso poison the target.
WAZAINFO_125	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_126	The target is attacked with an intense blast of\nall-consuming fire. This may also leave the target\nwith a burn.
WAZAINFO_127	The user charges at the target and may make it flinch.\nIt’s also one of the Pokétch’s hidden moves.
WAZAINFO_128	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_129	Star-shaped rays are shot at opposing Pokémon.\nThis attack never misses.
WAZAINFO_130	The user tucks in its head to raise its Defense\nstat on the first turn, then rams the target on the\nnext turn.
WAZAINFO_131	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_132	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_133	The user temporarily empties its mind to forget its\nconcerns. This sharply raises the user’s Sp. Def stat.
WAZAINFO_134	The user distracts the target by bending a spoon.\nThis lowers the target’s accuracy.
WAZAINFO_135	The user restores its own HP by up to half of its\nmax HP. It may also be used to heal an ally’s HP\noutside of battle.
WAZAINFO_136	The target is attacked with a knee kick from a jump.\nIf it misses, the user is hurt instead.
WAZAINFO_137	The user intimidates the target with the pattern on\nits belly to cause paralysis.
WAZAINFO_138	The user eats the dreams of a sleeping target.\nThe user’s HP is restored by half the damage taken by\nthe target.
WAZAINFO_139	A cloud of poison gas is sprayed in the face of\nopposing Pokémon, poisoning those it hits.
WAZAINFO_140	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_141	The user drains the target’s blood. The user’s HP is\nrestored by half the damage taken by the target.
WAZAINFO_142	With a scary face, the user tries to force a kiss on\nthe target. If it succeeds, the target falls asleep.
WAZAINFO_143	A second-turn attack move where critical hits land\nmore easily. This may also make the target flinch.
WAZAINFO_144	The user transforms into a copy of the target right\ndown to having the same move set.
WAZAINFO_145	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_146	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_147	The user scatters bursts of spores that\ninduce sleep.
WAZAINFO_148	The user flashes a light that lowers the target’s\naccuracy. It can also be used to illuminate caves.
WAZAINFO_149	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_150	The user just flops and splashes around to no effect\nat all...
WAZAINFO_151	The user alters its cellular structure to liquefy itself,\nsharply raising its Defense stat.
WAZAINFO_152	The target is hammered with a large pincer. Critical\nhits land more easily.
WAZAINFO_153	The user attacks everything around it by causing a\ntremendous explosion. The user faints upon using\nthis move.
WAZAINFO_154	The target is raked with sharp claws or scythes\nquickly two to five times in a row.
WAZAINFO_155	The user throws the bone it holds. The bone loops\naround to hit the target twice—coming and going.
WAZAINFO_156	The user goes to sleep for two turns. This fully\nrestores the user’s HP and heals any\nstatus conditions.
WAZAINFO_157	Large boulders are hurled at opposing Pokémon to\ninflict damage. This may also make the opposing\nPokémon flinch.
WAZAINFO_158	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_159	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_160	The user changes its type to become the same type\nas the move at the top of the list of moves it knows.
WAZAINFO_161	The user strikes with a simultaneous three-beam attack.\nThis may also burn, freeze, or paralyze the target.
WAZAINFO_162	The user chomps hard on the target with its sharp\nfront fangs. This cuts the target’s HP in half.
WAZAINFO_163	The target is attacked with a slash of claws or\nblades. Critical hits land more easily.
WAZAINFO_164	The user creates a substitute for itself using some of\nits HP. The substitute serves as the user’s decoy.
WAZAINFO_165	This attack is used in desperation only if the user\nhas no PP. It also damages the user a little.
WAZAINFO_166	It enables the user to permanently learn the move\nlast used by the target. Once used,\nSketch disappears.
WAZAINFO_167	A consecutive three-kick attack that becomes more\npowerful with each successful hit.
WAZAINFO_168	The user attacks and steals the target’s held item\nsimultaneously. The user can’t steal anything if it\nalready holds an item.
WAZAINFO_169	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_170	The user senses the target’s movements with its\nmind to ensure its next attack does not miss\nthe target.
WAZAINFO_171	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_172	The user cloaks itself in fire and charges at the\ntarget. This may also leave the target with a burn.
WAZAINFO_173	This attack can be used only if the user is asleep.\nThe harsh noise may also make the target flinch.
WAZAINFO_174	A move that works differently for the Ghost type\nthan for all other types.
WAZAINFO_175	The user flails about aimlessly to attack. The less HP\nthe user has, the greater the move’s power.
WAZAINFO_176	The user changes its type to make itself resistant to\nthe type of the attack the target used last.
WAZAINFO_177	A vortex of air is shot at the target to inflict damage.\nCritical hits land more easily.
WAZAINFO_178	The user releases cotton-like spores that cling to\nopposing Pokémon, which harshly lowers their\nSpeed stats.
WAZAINFO_179	An all-out attack that becomes more powerful the\nless HP the user has.
WAZAINFO_180	The user unleashes its grudge on the move last used\nby the target by cutting 4 PP from it.
WAZAINFO_181	The user attacks with a chilling gust of powdery snow.\nThis may also freeze opposing Pokémon.
WAZAINFO_182	This move enables the user to protect itself from\nall attacks. Its chance of failing rises if it is used\nin succession.
WAZAINFO_183	The user throws a punch at blinding speed.\nThis move always goes first.
WAZAINFO_184	The user frightens the target with a scary face to\nharshly lower its Speed stat.
WAZAINFO_185	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_186	The user kisses the target with a sweet, angelic\ncuteness that causes confusion.
WAZAINFO_187	The user maximizes its Attack stat in exchange for\nHP equal to half its max HP.
WAZAINFO_188	Unsanitary sludge is hurled at the target. This may\nalso poison the target.
WAZAINFO_189	The user hurls mud in the target’s face to inflict\ndamage and lower its accuracy.
WAZAINFO_190	The user attacks by spraying ink in the target’s face\nor eyes. This may also lower the target’s accuracy.
WAZAINFO_191	The user lays a trap of spikes at the opposing\nteam’s feet. The trap hurts Pokémon that switch\ninto battle.
WAZAINFO_192	The user fires an electric blast like a cannon to inflict\ndamage and cause paralysis.
WAZAINFO_193	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_194	After using this move, if the user faints, the\nPokémon that landed the knockout hit also faints.\nIts chance of failing rises if it is used in succession.
WAZAINFO_195	Any Pokémon that hears this song faints in three\nturns, unless it switches out of battle.
WAZAINFO_196	The user attacks with a gust of chilled air. This also\nlowers opposing Pokémon’s Speed stats.
WAZAINFO_197	This move enables the user to protect itself from\nall attacks. Its chance of failing rises if it is used\nin succession.
WAZAINFO_198	The user strikes the target with a hard bone two to\nfive times in a row.
WAZAINFO_199	The user takes sure aim at the target. This ensures\nthe next attack does not miss the target.
WAZAINFO_200	The user rampages and attacks for two to three\nturns. The user then becomes confused.
WAZAINFO_201	A five-turn sandstorm is summoned to hurt all\ncombatants except Rock, Ground, and Steel types.\nIt raises the Sp. Def stat of Rock types.
WAZAINFO_202	A nutrient-draining attack. The user’s HP is restored\nby half the damage taken by the target.
WAZAINFO_203	The user endures any attack with at least 1 HP.\nIts chance of failing rises if it is used in succession.
WAZAINFO_204	The user gazes at the target rather charmingly,\nmaking it less wary. This harshly lowers the target’s\nAttack stat.
WAZAINFO_205	The user continually rolls into the target over five\nturns. It becomes more powerful each time it hits.
WAZAINFO_206	A restrained attack that prevents the target from\nfainting. The target is left with at least 1 HP.
WAZAINFO_207	The user enrages and confuses the target. However,\nthis also sharply raises the target’s Attack stat.
WAZAINFO_208	The user restores its own HP by up to half of its\nmax HP. It may also be used to heal an ally’s HP\noutside of battle.
WAZAINFO_209	The user throws an electrically charged tackle at the\ntarget. This may also leave the target with paralysis.
WAZAINFO_210	The target is slashed with scythes or claws.\nThis attack becomes more powerful if it hits\nin succession.
WAZAINFO_211	The target is hit with wings of steel. This may also\nraise the user’s Defense stat.
WAZAINFO_212	The user pins the target with a dark, arresting look.\nThe target becomes unable to flee.
WAZAINFO_213	If it is the opposite gender of the user, the target\nbecomes infatuated and less likely to attack.
WAZAINFO_214	While it is asleep, the user randomly uses one of the\nmoves it knows.
WAZAINFO_215	The user makes a soothing bell chime to heal the\nstatus conditions of all the party Pokémon.
WAZAINFO_216	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_217	The user attacks by giving the target a gift with a\nhidden trap. It restores HP sometimes, however.
WAZAINFO_218	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_219	The user creates a protective field that prevents\nstatus conditions for five turns.
WAZAINFO_220	The user adds its HP to the target’s HP, then equally\nshares the combined HP with the target.
WAZAINFO_221	The target is razed with a mystical fire of great\nintensity. This may also leave the target with a burn.
WAZAINFO_222	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_223	The user punches the target with full, concentrated\npower. This confuses the target if it hits.
WAZAINFO_224	Using its tough and impressive horn, the user rams\ninto the target with no letup.
WAZAINFO_225	The user exhales a mighty gust that inflicts damage.\nThis may also leave the target with paralysis.
WAZAINFO_226	The user switches places with a party Pokémon in\nwaiting and passes along any stat changes.
WAZAINFO_227	The user compels the target to keep using the move\nit encored for three turns.
WAZAINFO_228	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_229	A spin attack that can also eliminate such moves as\nBind, Wrap, and Leech Seed. This also raises the user’s\nSpeed stat.
WAZAINFO_230	A sweet scent that harshly lowers opposing Pokémon’s\nevasiveness. It also lures wild Pokémon if used\nin grass, etc.
WAZAINFO_231	The target is slammed with a steel-hard tail.\nThis may also lower the target’s Defense stat.
WAZAINFO_232	The target is raked with steel claws. This may also\nraise the user’s Attack stat.
WAZAINFO_233	The user attacks last. In return, this throw move\nnever misses.
WAZAINFO_234	The user restores its own HP. The amount of HP\nregained varies with the weather.
WAZAINFO_235	The user restores its own HP. The amount of HP\nregained varies with the weather.
WAZAINFO_236	The user restores its own HP. The amount of HP\nregained varies with the weather.
WAZAINFO_237	A unique attack that varies in type depending on the\nPokémon using it.
WAZAINFO_238	The user delivers a double chop with its forearms\ncrossed. Critical hits land more easily.
WAZAINFO_239	The user whips up a vicious tornado to tear at opposing\nPokémon. This may also make them flinch.
WAZAINFO_240	The user summons a heavy rain that falls for five\nturns, powering up Water-type moves. It lowers\nthe power of Fire-type moves.
WAZAINFO_241	The user intensifies the sun for five turns, powering\nup Fire-type moves. It lowers the power of\nWater-type moves.
WAZAINFO_242	The user crunches up the target with sharp fangs.\nThis may also lower the target’s Defense stat.
WAZAINFO_243	A retaliation move that counters any special attack,\ninflicting double the damage taken.
WAZAINFO_244	The user hypnotizes itself into copying any stat\nchange made by the target.
WAZAINFO_245	The user charges the target at blinding speed.\nThis move always goes first.
WAZAINFO_246	The user attacks with a prehistoric power.\nThis may also raise all the user’s stats at once.
WAZAINFO_247	The user hurls a shadowy blob at the target.\nThis may also lower the target’s Sp. Def stat.
WAZAINFO_248	Two turns after this move is used, a hunk of psychic\nenergy attacks the target.
WAZAINFO_249	The user attacks with a punch that may lower the\ntarget’s Defense stat. It’s also one of the Pokétch’s\nhidden moves.
WAZAINFO_250	The user traps the target in a violent swirling\nwhirlpool for four to five turns.
WAZAINFO_251	The user gets all party Pokémon to attack the target.\nThe more party Pokémon, the greater the number\nof attacks.
WAZAINFO_252	This attack hits first and makes the target flinch.\nIt only works the first turn each time the user\nenters battle.
WAZAINFO_253	The user attacks in an uproar for three turns.\nDuring that time, no Pokémon can fall asleep.
WAZAINFO_254	The user charges up power and raises both its\nDefense and Sp. Def stats. The move can be used\nthree times.
WAZAINFO_255	The power stored using the move Stockpile is\nreleased at once in an attack. The more power\nis stored, the greater the move’s power.
WAZAINFO_256	The power stored using the move Stockpile is\nabsorbed by the user to heal its HP. Storing more\npower heals more HP.
WAZAINFO_257	The user attacks by exhaling hot breath on opposing\nPokémon. This may also leave those Pokémon with\na burn.
WAZAINFO_258	The user summons a hailstorm lasting five turns.\nIt damages all Pokémon except Ice types.
WAZAINFO_259	The user torments and enrages the target, making it\nincapable of using the same move twice in a row.
WAZAINFO_260	Flattery is used to confuse the target. However,\nthis also raises the target’s Sp. Atk stat.
WAZAINFO_261	The user shoots a sinister flame at the target to inflict\na burn.
WAZAINFO_262	The user faints when using this move. In return, this\nharshly lowers the target’s Attack and Sp. Atk stats.
WAZAINFO_263	This attack move doubles its power if the user is\npoisoned, burned, or paralyzed.
WAZAINFO_264	The user focuses its mind before launching a punch.\nThis move fails if the user is hit before it is used.
WAZAINFO_265	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_266	The user draws attention to itself, making all targets\ntake aim only at the user.
WAZAINFO_267	This attack makes use of nature’s power.\nIts effects vary depending on the user’s environment.
WAZAINFO_268	The user boosts the power of the Electric move it\nuses on the next turn. This also raises the user’s\nSp. Def stat.
WAZAINFO_269	The target is taunted into a rage that allows it to use\nonly attack moves for three turns.
WAZAINFO_270	The user assists an ally by boosting the power of\nthat ally’s attack.
WAZAINFO_271	The user catches the target off guard and swaps its\nheld item with its own.
WAZAINFO_272	The user mimics the target completely, copying the\ntarget’s Ability.
WAZAINFO_273	One turn after this move is used, the user’s or its\nreplacement’s HP is restored by half the user’s\nmax HP.
WAZAINFO_274	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_275	The user lays roots that restore its HP on every turn.\nBecause it’s rooted, it can’t switch out.
WAZAINFO_276	The user attacks the target with great power.\nHowever, this also lowers the user’s Attack and\nDefense stats.
WAZAINFO_277	Moves like Leech Seed and moves that inflict status\nconditions are blocked by a barrier and reflected back\nto the user of those moves.
WAZAINFO_278	The user recycles a held item that has been used in\nbattle so it can be used again.
WAZAINFO_279	This attack move’s power is doubled if the user has\nbeen hurt by the opponent in the same turn.
WAZAINFO_280	The user attacks with a swift chop. It can also break\nbarriers, such as Light Screen and Reflect.
WAZAINFO_281	The user lets loose a huge yawn that lulls the target\ninto falling asleep on the next turn.
WAZAINFO_282	The user slaps down the target’s held item, and that\nitem can’t be used in that battle. The move does\nmore damage if the target has a held item.
WAZAINFO_283	This attack move cuts down the target’s HP to equal\nthe user’s HP.
WAZAINFO_284	The user attacks opposing Pokémon with explosive\nfury. The lower the user’s HP, the lower the\nmove’s power.
WAZAINFO_285	The user employs its psychic power to exchange\nAbilities with the target.
WAZAINFO_286	If opposing Pokémon know any move also known by\nthe user, they are prevented from using it.
WAZAINFO_287	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_288	If the user faints, the user’s grudge fully depletes\nthe PP of the opponent’s move that knocked it out.
WAZAINFO_289	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_290	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_291	Diving on the first turn, the user floats up and\nattacks on the next turn.
WAZAINFO_292	The user lets loose a flurry of open-palmed arm\nthrusts that hit two to five times in a row.
WAZAINFO_293	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_294	The user stares at flashing lights to focus its mind,\ndrastically raising its Sp. Atk stat.
WAZAINFO_295	The user lets loose a damaging burst of light.\nThis may also lower the target’s Sp. Def stat.
WAZAINFO_296	A mist-like flurry of down envelops and damages the\ntarget. This may also lower the target’s Sp. Atk stat.
WAZAINFO_297	The user covers the target’s body with a mass of\ndown that harshly lowers its Attack stat.
WAZAINFO_298	The user performs a wobbly dance that confuses\nthe Pokémon around it.
WAZAINFO_299	The user launches a kick that lands a critical hit\nmore easily. This may also leave the target with\na burn.
WAZAINFO_300	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_301	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_302	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_303	The user slacks off, restoring its own HP by up to\nhalf of its max HP.
WAZAINFO_304	The user lets loose a horribly echoing shout with\nthe power to inflict damage.
WAZAINFO_305	The user bites the target with toxic fangs. This may\nalso leave the target badly poisoned.
WAZAINFO_306	The user slashes the target with hard and sharp\nclaws. This may also lower the target’s Defense stat.
WAZAINFO_307	The target is razed by a fiery explosion. The user\ncan’t move on the next turn.
WAZAINFO_308	The target is hit with a watery blast. The user can’t\nmove on the next turn.
WAZAINFO_309	The target is hit with a hard punch fired like a\nmeteor. This may also raise the user’s Attack stat.
WAZAINFO_310	The user attacks the target while shouting in a\nstartling fashion. This may also make the\ntarget flinch.
WAZAINFO_311	This attack move varies in power and type\ndepending on the weather.
WAZAINFO_312	The user releases a soothing scent that heals all\nstatus conditions affecting the user’s party.
WAZAINFO_313	The user feigns crying to fluster the target, harshly\nlowering its Sp. Def stat.
WAZAINFO_314	The user launches razor-like wind to slash opposing\nPokémon. Critical hits land more easily.
WAZAINFO_315	The user attacks the target at full power. The attack’s\nrecoil harshly lowers the user’s Sp. Atk stat.
WAZAINFO_316	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_317	Boulders are hurled at the target. This also lowers\nthe target’s Speed stat by preventing its movement.
WAZAINFO_318	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_319	A horrible sound like scraping metal harshly lowers\nthe target’s Sp. Def stat.
WAZAINFO_320	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_321	The user tickles the target into laughing, reducing its\nAttack and Defense stats.
WAZAINFO_322	The user absorbs a mystical power from space to\nraise its Defense and Sp. Def stats.
WAZAINFO_323	The user spouts water to damage opposing\nPokémon. The lower the user’s HP, the lower the\nmove’s power.
WAZAINFO_324	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_325	The user throws a punch from the shadows.\nThis attack never misses.
WAZAINFO_326	The user attacks with an odd, unseeable power.\nThis may also make the target flinch.
WAZAINFO_327	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_328	The user traps the target inside a harshly raging\nsandstorm for four to five turns.
WAZAINFO_329	The target faints instantly. It’s less likely to hit the\ntarget if it’s used by Pokémon other than Ice types.
WAZAINFO_330	The user attacks by shooting muddy water at opposing\nPokémon. This may also lower their accuracy.
WAZAINFO_331	The user forcefully shoots seeds at the target two\nto five times in a row.
WAZAINFO_332	The user confounds the target with speed, then\nslashes. This attack never misses.
WAZAINFO_333	The user launches sharp icicles at the target two to\nfive times in a row.
WAZAINFO_334	The user hardens its body’s surface like iron,\nsharply raising its Defense stat.
WAZAINFO_335	The user blocks the target’s way with arms spread\nwide to prevent escape.
WAZAINFO_336	The user howls loudly to raise the spirit of itself and\nallies. This raises their Attack stats.
WAZAINFO_337	The user slashes the target with huge sharp claws.
WAZAINFO_338	The user slams the target with the roots of an\nenormous tree. The user can’t move on the next turn.
WAZAINFO_339	The user tenses its muscles to bulk up its body,\nraising both its Attack and Defense stats.
WAZAINFO_340	The user bounces up high, then drops on the target\non the second turn. This may also leave the target\nwith paralysis.
WAZAINFO_341	The user attacks by hurling a blob of mud at the\ntarget. This also lowers the target’s Speed stat.
WAZAINFO_342	The user hits the target with its tail. This may also\npoison the target. Critical hits land more easily.
WAZAINFO_343	The user endearingly approaches the target, then\nsteals the target’s held item.
WAZAINFO_344	The user electrifies itself and charges the target.\nThis also damages the user quite a lot. This attack\nmay leave the target with paralysis.
WAZAINFO_345	The user scatters curious leaves that chase the\ntarget. This attack never misses.
WAZAINFO_346	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_347	The user quietly focuses its mind and calms its\nspirit to raise its Sp. Atk and Sp. Def stats.
WAZAINFO_348	The user handles a sharp leaf like a sword and\nattacks by cutting its target. Critical hits land\nmore easily.
WAZAINFO_349	The user vigorously performs a mystic, powerful\ndance that raises its Attack and Speed stats.
WAZAINFO_350	The user hurls hard rocks at the target. Two to five\nrocks are launched in a row.
WAZAINFO_351	The user strikes the target with a quick jolt of\nelectricity. This attack never misses.
WAZAINFO_352	The user attacks the target with a pulsing blast of\nwater. This may also confuse the target.
WAZAINFO_353	Two turns after this move is used, a concentrated\nbundle of light blasts the target.
WAZAINFO_354	The user attacks the target at full power.\nThe attack’s recoil harshly lowers the user’s\nSp. Atk stat.
WAZAINFO_355	The user lands and rests its body. This move restores\nthe user’s HP by up to half of its max HP.
WAZAINFO_356	This move enables Flying-type Pokémon or Pokémon\nwith the Levitate Ability to be hit by Ground-type\nmoves. Moves that involve flying can’t be used.
WAZAINFO_357	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_358	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_359	The user swings and hits with its strong, heavy fist.\nIt lowers the user’s Speed, however.
WAZAINFO_360	The user tackles the target with a high-speed spin.\nThe slower the user compared to the target, the\ngreater the move’s power.
WAZAINFO_361	The user faints. In return, the Pokémon taking its\nplace will have its HP restored and status\nconditions cured.
WAZAINFO_362	If the target’s HP is half or less, this attack will hit\nwith double the power.
WAZAINFO_363	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_364	This attack hits a target using a move such as\nProtect or Detect. This also lifts the effects of\nthose moves.
WAZAINFO_365	The user pecks the target. If the target is holding a\nBerry, the user eats it and gains its effect.
WAZAINFO_366	The user whips up a turbulent whirlwind that ups\nthe Speed stats of the user and its allies for\nfour turns.
WAZAINFO_367	The user applies pressure to stress points, sharply\nboosting one of its or its allies’ stats.
WAZAINFO_368	The user retaliates with much greater force against\nthe opponent that last inflicted damage on it.
WAZAINFO_369	After making its attack, the user rushes back to\nswitch places with a party Pokémon in waiting.
WAZAINFO_370	The user fights the target up close without guarding\nitself. This also lowers the user’s Defense and\nSp. Def stats.
WAZAINFO_371	The user stores power, then attacks. If the user\nmoves after the target, this attack’s power will\nbe doubled.
WAZAINFO_372	If the target has already taken some damage in the\nsame turn, this attack’s power is doubled.
WAZAINFO_373	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_374	The user flings its held item at the target to attack.\nThis move’s power and effects depend on the item.
WAZAINFO_375	Using its psychic power of suggestion, the user\ntransfers its status conditions to the target.
WAZAINFO_376	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_377	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_378	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_379	The user employs its psychic power to switch its\nAttack stat with its Defense stat.
WAZAINFO_380	The user hurls up its stomach acids on the target.\nThe fluid eliminates the effect of the target’s Ability.
WAZAINFO_381	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_382	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_383	The user mimics the move used immediately before\nit. The move fails if no other move has been\nused yet.
WAZAINFO_384	The user employs its psychic power to switch\nchanges to its Attack and Sp. Atk stats with\nthe target.
WAZAINFO_385	The user employs its psychic power to switch\nchanges to its Defense and Sp. Def stats with\nthe target.
WAZAINFO_386	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_387	This move can be used only after the user has used\nall the other moves it knows in the battle.
WAZAINFO_388	A seed that causes worry is planted on the target.\nIt prevents sleep by making the target’s\nAbility Insomnia.
WAZAINFO_389	This move enables the user to attack first. This move\nfails if the target is not readying an attack.
WAZAINFO_390	The user lays a trap of poison spikes at the feet of\nthe opposing team. The spikes will poison opposing\nPokémon that switch into battle.
WAZAINFO_391	The user employs its psychic power to switch stat\nchanges with the target.
WAZAINFO_392	The user envelops itself in a veil made of water.\nIt regains some HP every turn.
WAZAINFO_393	The user levitates using electrically generated\nmagnetism for five turns.
WAZAINFO_394	The user cloaks itself in fire and charges the target.\nThis also damages the user quite a lot. This attack\nmay leave the target with a burn.
WAZAINFO_395	The target is attacked with a shock wave. This may\nalso leave the target with paralysis.
WAZAINFO_396	The user lets loose a blast of aura power from deep\nwithin its body at the target. This attack\nnever misses.
WAZAINFO_397	The user polishes its body to reduce drag.\nThis sharply raises the Speed stat.
WAZAINFO_398	The target is stabbed with a tentacle, arm, or the like\nsteeped in poison. This may also poison the target.
WAZAINFO_399	The user releases a horrible aura imbued with dark\nthoughts. This may also make the target flinch.
WAZAINFO_400	The user slashes the target the instant an\nopportunity arises. Critical hits land more easily.
WAZAINFO_401	The user attacks by swinging its tail as if it were a\nvicious wave in a raging storm.
WAZAINFO_402	The user slams a barrage of hard-shelled seeds\ndown on the target from above.
WAZAINFO_403	The user attacks with a blade of air that slices even\nthe sky. This may also make the target flinch.
WAZAINFO_404	The user slashes at the target by crossing its\nscythes or claws as if they were a pair of scissors.
WAZAINFO_405	The user generates a damaging sound wave by\nvibration. This may also lower the target’s\nSp. Def stat.
WAZAINFO_406	The target is attacked with a shock wave generated\nby the user’s gaping mouth.
WAZAINFO_407	The user tackles the target while exhibiting\noverwhelming menace. This may also make the\ntarget flinch.
WAZAINFO_408	The user attacks with a ray of light that sparkles as\nif it were made of gemstones.
WAZAINFO_409	An energy-draining punch. The user’s HP is restored\nby half the damage taken by the target.
WAZAINFO_410	The user whirls its fists to send a wave of pure\nvacuum at the target. This move always goes first.
WAZAINFO_411	The user heightens its mental focus and unleashes\nits power. This may also lower the target’s\nSp. Def stat.
WAZAINFO_412	The user draws power from nature and fires it at the\ntarget. This may also lower the target’s Sp. Def stat.
WAZAINFO_413	The user tucks in its wings and charges from a low\naltitude. This also damages the user quite a lot.
WAZAINFO_414	The user makes the ground under the target erupt\nwith power. This may also lower the target’s\nSp. Def stat.
WAZAINFO_415	The user trades held items with the target faster\nthan the eye can follow.
WAZAINFO_416	The user charges at the target using every bit of its\npower. The user can’t move on the next turn.
WAZAINFO_417	The user stimulates its brain by thinking bad\nthoughts. This sharply raises the user’s Sp. Atk stat.
WAZAINFO_418	The user strikes the target with tough punches as\nfast as bullets. This move always goes first.
WAZAINFO_419	The power of this attack move is doubled if the user\nhas been hurt by the target in the same turn.
WAZAINFO_420	The user flash-freezes chunks of ice and hurls them\nat the target. This move always goes first.
WAZAINFO_421	The user slashes with a sharp claw made from\nshadows. Critical hits land more easily.
WAZAINFO_422	The user bites with electrified fangs. This may also\nmake the target flinch or leave it with paralysis.
WAZAINFO_423	The user bites with cold-infused fangs. This may\nalso make the target flinch or leave it frozen.
WAZAINFO_424	The user bites with flame-cloaked fangs. This may\nalso make the target flinch or leave it with a burn.
WAZAINFO_425	The user extends its shadow and attacks the target\nfrom behind. This move always goes first.
