bag
SS_bag_000	零用錢
SS_tips_027	寶可夢露營
SS_tips_028	在寶可夢露營中，\n可以透過跟寶可夢一起玩\n和吃料理來加深彼此的感情！\n和寶可夢多玩玩，\n說不定牠們會更努力對戰喔？
SS_tips_029	也試著用Joy-Con玩玩看吧！\n取下並揮動Joy-Con，\n就可以投擲精靈球或\n揮舞寶可尾草來跟寶可夢玩！\n只要寶可尾草揮舞得好，\n也能吸引寶可夢的注意！
SS_tips_030	在曠野地帶露營時，\n最多可以和４個玩家一起玩。\n偶爾也會有些沒遇到過的\n人和寶可夢進到營地裡。\n大家一起開心地玩吧！
SS_tips_031	料理
SS_tips_032	選擇自己喜歡的\n食材和樹果來做料理吧！\n使用珍貴的食材或\n放入大量樹果，\n會令料理變得更加美味。
SS_tips_033	料理開始之後，\n用團扇調整火力，\n或以湯勺小心攪拌吧！\n最後，在適當的時機\n傾注自己對寶可夢的真心，\n料理就完成了！
SS_tips_034	料理完成之後，\n就和大家一起吃吧！\n料理能帶來許多不同的效果，\n例如可以讓參加露營的\n寶可夢恢復活力或是\n和寶可夢變得友好等等。
SS_tips_036	寶可夢巢穴
SS_tips_037	在曠野地帶發出紅光的地方\n就是寶可夢巢穴。\n那裡隱藏著極巨化寶可夢，\n只要前去調查，\n不管是一個人還是四個人\n都能夠挑戰！
SS_tips_040	極巨團體戰
SS_tips_041	只要打敗極巨化寶可夢，\n就能捉住牠們。\n除此之外還能獲得無法在\n其他地方找到的珍貴道具。
SS_tips_042	野生的極巨化寶可夢十分強大。\n牠們會連續使出招式\n或採取特別的行動。\n因此４個人通力合作\n一起戰鬥是很重要的。
SS_tips_043	飛翔計程車
SS_tips_044	不管想到伽勒爾地區的任何地方，\n只要乘坐飛翔計程車，\n寶可夢鋼鎧鴉都能一飛就到！\n請開啟選單，透過城鎮地圖\n選擇想去的地方吧！
SS_tips_046	電腦盒子
SS_tips_047	寶可夢中心的電腦盒子\n可以用來寄放自己的寶可夢。\n無論使用哪個地方的電腦，\n都能取回寄放的寶可夢。
SS_tips_053	寶可幫幫忙
SS_tips_054	伽勒爾地區在招募寶可夢幫手，\n派寶可夢去幫幫忙吧。\n被委派的寶可夢\n會在歸來時有所成長！
SS_tips_055	幫手的募集每天更新１次。\n幫忙的次數越多，\n派出的寶可夢越多，\n得到的好處就越多。\n去完成各式各樣的任務吧！
SS_tips_058	道館挑戰
SS_tips_059	道館挑戰是指走遍\n伽勒爾地區８個道館\n去收集道館徵章的活動。\n要獲得道館徵章，\n必須完成道館任務，\n並打敗道館館主。
SS_tips_060	現場大賽
SS_tips_061	現場大賽是大家聚集起來，\n一起進行比賽的遊戲模式。\n除了參加官方舉辦的大賽之外，\n也可以自己舉辦大賽。\n關於官方舉辦的大賽，\n可在寶可夢官方網站\n確認相關資訊。
SS_tips_062	舉辦大賽
SS_tips_063	現場大賽可以自己舉辦。\n訂下對戰規則，\n再透過連線把規則\n傳送給所有參賽者吧。\n詳情請瀏覽\n寶可夢官方網站。
SS_tips_064	自由對戰
SS_tips_065	在自由對戰中，\n請遵守以下的規則進行對戰。\n使用[VAR FF00(0006)]６隻不同的寶可夢[VAR FF00(0000)]\n組成對戰隊伍。\n隊伍中的寶可夢\n[VAR FF00(0006)]不能攜帶相同的道具[VAR FF00(0000)]。
SS_tips_066	在自由對戰中，\n可以使用包括特殊寶可夢\n在內的隊伍進行對戰。\n挑選自己喜愛的\n寶可夢來對戰吧！
SS_tips_067	級別對戰
SS_tips_068	在級別對戰中，\n請遵守以下的規則進行對戰。\n使用[VAR FF00(0006)]６隻不同的寶可夢[VAR FF00(0000)]\n組成對戰隊伍。\n隊伍中的寶可夢\n[VAR FF00(0006)]不能攜帶相同的道具[VAR FF00(0000)]。\n[VAR FF00(0006)]不使用特殊的寶可夢\n組成對戰隊伍[VAR FF00(0000)]。
SS_tips_069	在級別對戰中，\n點數會根據對戰結果\n而有所增減。\n經過反覆對戰後，\n當點數超過一定程度，\n級別便會上升；\n當點數低於一定程度，\n級別便會下降。
SS_tips_070	在級別對戰中，\n即使輸掉對戰，\n階級也不會因此而下降。\n例如，\n高級球級的玩家\n並不會降為超級球級。
SS_tips_071	級別對戰會在規定的期間內舉行，\n這段期間稱為賽季。\n當一個賽季結束後，\n下個賽季將接著開始。\n在下個賽季開始時，\n所有參賽者的級別將會下降。\n此時階級也將跟著下降。
SS_tips_072	在級別對戰中已晉升至\n最高級別的玩家，\n會以爭奪名次\n來代替提升級別。\n名次會根據\n對戰的結果而有所變化。
SS_tips_073	網路大賽
SS_tips_074	網路大賽分為２種。\n一種是官方大賽，\n一種是夥伴大賽。
SS_tips_075	官方大賽是以各種不同的規則\n來爭奪名次的特別大賽。\n官方大賽的舉辦日程及\n允許參加大賽的寶可夢，\n將透過寶可夢官方網站等管道公布。
SS_tips_076	夥伴大賽是一種由玩家舉辦，\n並召集朋友來\n進行對戰的自由大賽。\n請多多參加夥伴大賽，\n和朋友們對戰吧！
SS_tips_077	搜尋並申請參加\n官方大賽或夥伴大賽，\n就能在大賽開始後進行對戰。\n根據自己喜歡的規則\n和想使用的寶可夢\n來搜尋想參加的大賽吧！
SS_tips_078	寶可夢盒
SS_tips_079	只要使用寶可夢盒，\n就能將同行寶可夢和\n寄放在寶可夢中心的\n電腦裡面的寶可夢進行替換。\n在選單的寶可夢列表中\n按下Ｒ鍵就能使用。
SS_tips_080	關於級別對戰
SS_tips_082	垂釣
SS_tips_083	瞄準浮現在水面的\n寶可夢影子按下Ａ鍵，\n就能開始垂釣！\n當釣竿晃動時再按下Ａ鍵！\n這樣就能釣到寶可夢了。\n在各種地方享受垂釣樂趣吧！
SS_tips_085	租用隊伍
SS_tips_086	租用隊伍是指可以租用\n別人在網路上公開的對戰隊伍，\n或是公開自己的對戰隊伍\n給別人租用的系統。\n只要輸入在公開隊伍時\n發行的隊伍ＩＤ，\n就能使用該對戰隊伍。
tokusei
TOKUSEI_000	―
TOKUSEI_001	惡臭
TOKUSEI_002	降雨
TOKUSEI_003	加速
TOKUSEI_004	戰鬥盔甲
TOKUSEI_005	結實
TOKUSEI_006	濕氣
TOKUSEI_007	柔軟
TOKUSEI_008	沙隱
TOKUSEI_009	靜電
TOKUSEI_010	蓄電
TOKUSEI_011	儲水
TOKUSEI_012	遲鈍
TOKUSEI_013	無關天氣
TOKUSEI_014	複眼
TOKUSEI_015	不眠
TOKUSEI_016	變色
TOKUSEI_017	免疫
TOKUSEI_018	引火
TOKUSEI_019	鱗粉
TOKUSEI_020	我行我素
TOKUSEI_021	吸盤
TOKUSEI_022	威嚇
TOKUSEI_023	踩影
TOKUSEI_024	粗糙皮膚
TOKUSEI_025	神奇守護
TOKUSEI_026	飄浮
TOKUSEI_027	孢子
TOKUSEI_028	同步
TOKUSEI_029	恆淨之軀
TOKUSEI_030	自然回復
TOKUSEI_031	避雷針
TOKUSEI_032	天恩
TOKUSEI_033	悠游自如
TOKUSEI_034	葉綠素
TOKUSEI_035	發光
TOKUSEI_036	複製
TOKUSEI_037	大力士
TOKUSEI_038	毒刺
TOKUSEI_039	精神力
TOKUSEI_040	熔岩鎧甲
TOKUSEI_041	水幕
TOKUSEI_042	磁力
TOKUSEI_043	隔音
TOKUSEI_044	雨盤
TOKUSEI_045	揚沙
TOKUSEI_046	壓迫感
TOKUSEI_047	厚脂肪
TOKUSEI_048	早起
TOKUSEI_049	火焰之軀
TOKUSEI_050	逃跑
TOKUSEI_051	銳利目光
TOKUSEI_052	怪力鉗
TOKUSEI_053	撿拾
TOKUSEI_054	懶惰
TOKUSEI_055	活力
TOKUSEI_056	迷人之軀
TOKUSEI_057	正電
TOKUSEI_058	負電
TOKUSEI_059	陰晴不定
TOKUSEI_060	黏著
TOKUSEI_061	蛻皮
TOKUSEI_062	毅力
TOKUSEI_063	神奇鱗片
TOKUSEI_064	污泥漿
TOKUSEI_065	茂盛
TOKUSEI_066	猛火
TOKUSEI_067	激流
TOKUSEI_068	蟲之預感
TOKUSEI_069	堅硬腦袋
TOKUSEI_070	日照
TOKUSEI_071	沙穴
TOKUSEI_072	幹勁
TOKUSEI_073	白色煙霧
TOKUSEI_074	瑜伽之力
TOKUSEI_075	硬殼盔甲
TOKUSEI_076	氣閘
TOKUSEI_077	蹣跚
TOKUSEI_078	電氣引擎
TOKUSEI_079	鬥爭心
TOKUSEI_080	不屈之心
TOKUSEI_081	雪隱
TOKUSEI_082	貪吃鬼
TOKUSEI_083	憤怒穴位
TOKUSEI_084	輕裝
TOKUSEI_085	耐熱
TOKUSEI_086	單純
TOKUSEI_087	乾燥皮膚
TOKUSEI_088	下載
TOKUSEI_089	鐵拳
TOKUSEI_090	毒療
TOKUSEI_091	適應力
TOKUSEI_092	連續攻擊
TOKUSEI_093	濕潤之軀
TOKUSEI_094	太陽之力
TOKUSEI_095	飛毛腿
TOKUSEI_096	一般皮膚
TOKUSEI_097	狙擊手
TOKUSEI_098	魔法防守
TOKUSEI_099	無防守
TOKUSEI_100	慢出
TOKUSEI_101	技術高手
TOKUSEI_102	葉子防守
TOKUSEI_103	笨拙
TOKUSEI_104	破格
TOKUSEI_105	超幸運
TOKUSEI_106	引爆
TOKUSEI_107	危險預知
TOKUSEI_108	預知夢
TOKUSEI_109	純樸
TOKUSEI_110	有色眼鏡
TOKUSEI_111	過濾
TOKUSEI_112	慢啟動
TOKUSEI_113	膽量
TOKUSEI_114	引水
TOKUSEI_115	冰凍之軀
TOKUSEI_116	堅硬岩石
TOKUSEI_117	降雪
TOKUSEI_118	採蜜
TOKUSEI_119	察覺
TOKUSEI_120	捨身
TOKUSEI_121	多屬性
TOKUSEI_122	花之禮
TOKUSEI_123	夢魘
TOKUSEI_124	順手牽羊
TOKUSEI_125	強行
TOKUSEI_126	唱反調
TOKUSEI_127	緊張感
TOKUSEI_128	不服輸
TOKUSEI_129	軟弱
TOKUSEI_130	詛咒之軀
TOKUSEI_131	治癒之心
TOKUSEI_132	友情防守
TOKUSEI_133	碎裂鎧甲
TOKUSEI_134	重金屬
TOKUSEI_135	輕金屬
TOKUSEI_136	多重鱗片
TOKUSEI_137	中毒激升
TOKUSEI_138	受熱激升
TOKUSEI_139	收穫
TOKUSEI_140	心靈感應
TOKUSEI_141	心情不定
TOKUSEI_142	防塵
TOKUSEI_143	毒手
TOKUSEI_144	再生力
TOKUSEI_145	健壯胸肌
TOKUSEI_146	撥沙
TOKUSEI_147	奇跡皮膚
TOKUSEI_148	分析
TOKUSEI_149	幻覺
TOKUSEI_150	變身者
TOKUSEI_151	穿透
TOKUSEI_152	木乃伊
TOKUSEI_153	自信過度
TOKUSEI_154	正義之心
TOKUSEI_155	膽怯
TOKUSEI_156	魔法鏡
TOKUSEI_157	食草
TOKUSEI_158	惡作劇之心
TOKUSEI_159	沙之力
TOKUSEI_160	鐵刺
TOKUSEI_161	達摩模式
TOKUSEI_162	勝利之星
TOKUSEI_163	渦輪火焰
TOKUSEI_164	兆級電壓
TOKUSEI_165	芳香幕
TOKUSEI_166	花幕
TOKUSEI_167	頰囊
TOKUSEI_168	變幻自如
TOKUSEI_169	毛皮大衣
TOKUSEI_170	魔術師
TOKUSEI_171	防彈
TOKUSEI_172	好勝
TOKUSEI_173	強壯之顎
TOKUSEI_174	冰凍皮膚
TOKUSEI_175	甜幕
TOKUSEI_176	戰鬥切換
TOKUSEI_177	疾風之翼
TOKUSEI_178	超級發射器
TOKUSEI_179	草之毛皮
TOKUSEI_180	共生
TOKUSEI_181	硬爪
TOKUSEI_182	妖精皮膚
TOKUSEI_183	黏滑
TOKUSEI_184	飛行皮膚
TOKUSEI_185	親子愛
TOKUSEI_186	暗黑氣場
TOKUSEI_187	妖精氣場
TOKUSEI_188	氣場破壞
TOKUSEI_189	始源之海
TOKUSEI_190	終結之地
TOKUSEI_191	德爾塔氣流
TOKUSEI_192	持久力
TOKUSEI_193	躍躍欲逃
TOKUSEI_194	危險迴避
TOKUSEI_195	遇水凝固
TOKUSEI_196	不仁不義
TOKUSEI_197	界限盾殼
TOKUSEI_198	監視
TOKUSEI_199	水泡
TOKUSEI_200	鋼能力者
TOKUSEI_201	怒火沖天
TOKUSEI_202	撥雪
TOKUSEI_203	遠隔
TOKUSEI_204	濕潤之聲
TOKUSEI_205	先行治療
TOKUSEI_206	電氣皮膚
TOKUSEI_207	衝浪之尾
TOKUSEI_208	魚群
TOKUSEI_209	畫皮
TOKUSEI_210	牽絆變身
TOKUSEI_211	群聚變形
TOKUSEI_212	腐蝕
TOKUSEI_213	絕對睡眠
TOKUSEI_214	女王的威嚴
TOKUSEI_215	飛出的內在物
TOKUSEI_216	舞者
TOKUSEI_217	蓄電池
TOKUSEI_218	毛茸茸
TOKUSEI_219	鮮艷之軀
TOKUSEI_220	魂心
TOKUSEI_221	捲髮
TOKUSEI_222	接球手
TOKUSEI_223	化學之力
TOKUSEI_224	異獸提升
TOKUSEI_225	ＡＲ系統
TOKUSEI_226	電氣製造者
TOKUSEI_227	精神製造者
TOKUSEI_228	薄霧製造者
TOKUSEI_229	青草製造者
TOKUSEI_230	金屬防護
TOKUSEI_231	幻影防守
TOKUSEI_232	稜鏡裝甲
TOKUSEI_233	腦核之力
TOKUSEI_234	不撓之劍
TOKUSEI_235	不屈之盾
TOKUSEI_236	自由者
TOKUSEI_237	撿球
TOKUSEI_238	棉絮
TOKUSEI_239	螺旋尾鰭
TOKUSEI_240	鏡甲
TOKUSEI_241	一口飛彈
TOKUSEI_242	堅毅
TOKUSEI_243	蒸汽機
TOKUSEI_244	龐克搖滾
TOKUSEI_245	吐沙
TOKUSEI_246	冰鱗粉
TOKUSEI_247	熟成
TOKUSEI_248	結凍頭
TOKUSEI_249	能量點
TOKUSEI_250	擬態
TOKUSEI_251	除障
TOKUSEI_252	鋼之意志
TOKUSEI_253	滅亡之軀
TOKUSEI_254	遊魂
TOKUSEI_255	一猩一意
TOKUSEI_256	化學變化氣體
TOKUSEI_257	粉彩護幕
TOKUSEI_258	飽了又餓
TOKUSEI_259	速擊
TOKUSEI_260	無形拳
TOKUSEI_261	怪藥
TOKUSEI_262	電晶體
TOKUSEI_263	龍顎
TOKUSEI_264	蒼白嘶鳴
TOKUSEI_265	漆黑嘶鳴
TOKUSEI_266	人馬一體
TOKUSEI_267	人馬一體
tokuseiinfo
TOKUSEIINFO_000	―\n―
TOKUSEIINFO_001	發出臭氣，\n在攻擊的時候，\n有時會使對手畏縮。
TOKUSEIINFO_002	出場時，\n會將天氣變為下雨。
TOKUSEIINFO_003	每一回合速度會變快。
TOKUSEIINFO_004	被堅硬的甲殼守護著，\n不會被對手的攻擊擊中要害。
TOKUSEIINFO_005	受到對手的招式攻擊時\n不會被一擊打倒。\n一擊必殺的招式也沒有效果。
TOKUSEIINFO_006	透過把周圍都弄濕，\n使誰都無法使用自爆等爆炸類的招式。
TOKUSEIINFO_007	因為身體柔軟，\n不會陷入麻痺狀態。
TOKUSEIINFO_008	在沙暴中\n閃避率會提高。
TOKUSEIINFO_009	身上帶有靜電，\n有時會令接觸到的對手麻痺。
TOKUSEIINFO_010	受到電屬性的招式攻擊時，\n不會受到傷害，而是會回復。
TOKUSEIINFO_011	受到水屬性的招式攻擊時，\n不會受到傷害，而是會回復。
TOKUSEIINFO_012	感覺遲鈍，\n不會陷入著迷和被挑釁狀態。
TOKUSEIINFO_013	任何天氣的影響都會消失。
TOKUSEIINFO_014	因為擁有複眼，\n會提高招式的命中率。
TOKUSEIINFO_015	因為有著睡不著的體質，\n所以不會陷入睡眠狀態。
TOKUSEIINFO_016	自己的屬性會變為\n擊中自己的對手招式的屬性。
TOKUSEIINFO_017	因為體內擁有免疫能力，\n不會陷入中毒狀態。
TOKUSEIINFO_018	受到火屬性的招式攻擊時，\n吸收火焰，讓自己使出的\n火屬性招式變強。
TOKUSEIINFO_019	被鱗粉守護著，\n不會受到招式的追加效果影響。
TOKUSEIINFO_020	因為我行我素，\n不會陷入混亂狀態。
TOKUSEIINFO_021	用吸盤將自己牢牢吸附在地面上，\n讓替換寶可夢的招式和道具失效。
TOKUSEIINFO_022	出場時威嚇對手，\n使其退縮，\n從而降低對手的攻擊。
TOKUSEIINFO_023	踩住對手的影子\n使其無法逃走或替換。
TOKUSEIINFO_024	受到攻擊時，\n用粗糙的皮膚弄傷\n接觸到自己的對手。
TOKUSEIINFO_025	不可思議的力量，\n只有效果絕佳的招式才會擊中自己。
TOKUSEIINFO_026	從地面浮起，\n從而不會受到地面屬性招式的攻擊。
TOKUSEIINFO_027	受到攻擊時，\n有時會讓接觸到自己的對手\n陷入中毒、麻痺或睡眠狀態。
TOKUSEIINFO_028	將自己的中毒、麻痺或\n灼傷狀態傳染給對手。
TOKUSEIINFO_029	不會因對手的招式或特性\n而被降低能力。
TOKUSEIINFO_030	異常狀態會在\n離場後治癒。
TOKUSEIINFO_031	將電屬性的招式吸引到自己身上，\n不但不會受到傷害，反而會提高特攻。
TOKUSEIINFO_032	受到上天保佑，\n容易出現招式的追加效果。
TOKUSEIINFO_033	天氣為下雨時，\n速度會提高。
TOKUSEIINFO_034	天氣為晴朗時，\n速度會提高。
TOKUSEIINFO_035	透過讓周圍變亮，\n變得容易遇見野生的寶可夢。
TOKUSEIINFO_036	出場時，複製對手的特性，\n變為與之相同的特性。
TOKUSEIINFO_037	物理攻擊的威力會變為２倍。
TOKUSEIINFO_038	有時會讓接觸到自己的\n對手陷入中毒狀態。
TOKUSEIINFO_039	靠著經過鍛鍊的精神，\n不會因對手的攻擊而畏縮。
TOKUSEIINFO_040	將熾熱的熔岩覆蓋在身上，\n不會陷入冰凍狀態。
TOKUSEIINFO_041	將水幕裹在身上，\n不會陷入灼傷狀態。
TOKUSEIINFO_042	用磁力吸住鋼屬性的寶可夢，\n使其無法逃走。
TOKUSEIINFO_043	透過遮蔽聲音，\n不受到聲音招式的攻擊。
TOKUSEIINFO_044	天氣為下雨時，\n會漸漸回復ＨＰ。
TOKUSEIINFO_045	出場時，\n會把天氣變為沙暴。
TOKUSEIINFO_046	給予對手壓迫感，\n大量減少其使用招式的ＰＰ。
TOKUSEIINFO_047	被厚厚的脂肪保護著，\n能夠讓火屬性和冰屬性\n招式的傷害減半。
TOKUSEIINFO_048	即使陷入睡眠狀態，\n也能以２倍的速度提早醒來。
TOKUSEIINFO_049	有時會讓接觸到自己的\n對手陷入灼傷狀態。
TOKUSEIINFO_050	一定能從野生寶可夢\n那裡逃走。
TOKUSEIINFO_051	靠著銳利的目光，\n命中率不會被降低。
TOKUSEIINFO_052	因為擁有以力量為傲的鉗子，\n不會被對手降低攻擊。
TOKUSEIINFO_053	有時會撿來對手用過的道具。\n冒險過程中也會撿來。
TOKUSEIINFO_054	如果使出招式，\n下一回合就需要休息。
TOKUSEIINFO_055	自己的攻擊雖會變高，\n但命中率會降低。
TOKUSEIINFO_056	有時會讓接觸到自己的對手\n陷入著迷狀態。
TOKUSEIINFO_057	場上的夥伴之中，\n如果有正電或負電特性的寶可夢，\n自己的特攻會提高。
TOKUSEIINFO_058	場上的夥伴之中，\n如果有正電或負電特性的寶可夢，\n自己的特攻會提高。
TOKUSEIINFO_059	在天氣的影響下，\n會變成水屬性、火屬性\n或冰屬性之中的一種。
TOKUSEIINFO_060	道具會黏在\n具有黏性的身體上，\n不會被對手奪走。
TOKUSEIINFO_061	透過蛻去身上的皮，\n有時會治癒異常狀態。
TOKUSEIINFO_062	陷入異常狀態時，\n會拿出毅力，\n攻擊會提高。
TOKUSEIINFO_063	陷入異常狀態時，\n神奇鱗片會發生反應，\n防禦會提高。
TOKUSEIINFO_064	吸收了污泥漿的對手\n會因為強烈的惡臭而\n使得ＨＰ減少。
TOKUSEIINFO_065	ＨＰ減少的時候，\n草屬性的招式威力會提高。
TOKUSEIINFO_066	ＨＰ減少的時候，\n火屬性的招式威力會提高。
TOKUSEIINFO_067	ＨＰ減少的時候，\n水屬性的招式威力會提高。
TOKUSEIINFO_068	ＨＰ減少的時候，\n蟲屬性的招式威力會提高。
TOKUSEIINFO_069	即使使出會受反作用力傷害的招式，\nＨＰ也不會減少。
TOKUSEIINFO_070	出場時，\n會將天氣變為晴朗。
TOKUSEIINFO_071	在戰鬥中讓對手無法逃走。
TOKUSEIINFO_072	透過激發出幹勁，\n不會陷入睡眠狀態。
TOKUSEIINFO_073	被白色煙霧保護著，\n不會被對手降低能力。
TOKUSEIINFO_074	因瑜伽的力量，\n物理攻擊的威力會變為２倍。
TOKUSEIINFO_075	被堅硬的殼保護著，\n對手的攻擊不會擊中要害。
TOKUSEIINFO_076	所有天氣的影響都會消失。
TOKUSEIINFO_077	陷入混亂狀態時，\n閃避率會提高。
TOKUSEIINFO_078	受到電屬性的招式攻擊時，\n不但不會受到傷害，反而速度會提高。
TOKUSEIINFO_079	面對性別相同的對手，\n會燃起鬥爭心，變得更強。\n面對性別不同的對手時則會變弱。
TOKUSEIINFO_080	每次畏縮時，\n不屈之心就會燃起，\n速度也會提高。
TOKUSEIINFO_081	天氣為冰雹時，\n閃避率會提高。
TOKUSEIINFO_082	原本ＨＰ變得很少時才會吃的樹果，\n在ＨＰ還有一半時就會把它吃掉。
TOKUSEIINFO_083	要害被擊中時會大發雷霆。\n攻擊力會提高到最大。
TOKUSEIINFO_084	失去所持有的道具時，\n速度會提高。
TOKUSEIINFO_085	靠著耐熱的體質，\n讓火屬性的招式威力減半。
TOKUSEIINFO_086	能力變化會變為平時的２倍。
TOKUSEIINFO_087	下雨天氣時和受到水屬性的招式攻擊時，\nＨＰ會回復。晴朗天氣時和受到火屬性的\n招式攻擊時，ＨＰ會減少。
TOKUSEIINFO_088	比較對手的防禦和特防，\n根據較低的那項能力\n相應地提高自己的攻擊或特攻。
TOKUSEIINFO_089	使用到拳頭的招式\n威力會提高。
TOKUSEIINFO_090	陷入中毒狀態時，\nＨＰ不會減少，反而會漸漸增加。
TOKUSEIINFO_091	與自身同屬性的招式\n威力會提高。
TOKUSEIINFO_092	使用連續招式時，\n每回都能以最多次數進行攻擊。
TOKUSEIINFO_093	天氣為下雨時，\n會治癒異常狀態。
TOKUSEIINFO_094	天氣為晴朗時特攻會提高，\n但每回合ＨＰ會減少。
TOKUSEIINFO_095	陷入異常狀態時，\n速度會提高。
TOKUSEIINFO_096	無論是什麼屬性的招式，\n全部都會變為一般屬性。\n威力會少量提高。
TOKUSEIINFO_097	擊中要害時，\n威力會進一步提高。
TOKUSEIINFO_098	不會受到攻擊以外的傷害。
TOKUSEIINFO_099	由於無防守戰術，\n雙方使出的招式都必定會擊中。
TOKUSEIINFO_100	使出招式的順序\n必定會變為最後。
TOKUSEIINFO_101	可讓威力低的招式\n提高威力來進行攻擊。
TOKUSEIINFO_102	天氣為晴朗時，\n不會陷入異常狀態。
TOKUSEIINFO_103	無法使用持有的道具。
TOKUSEIINFO_104	可不受特性影響，\n向對手使出招式。
TOKUSEIINFO_105	因為非常幸運，\n容易擊中對手的要害。
TOKUSEIINFO_106	瀕死時，\n會對接觸到自己的對手造成傷害。
TOKUSEIINFO_107	察覺對手持有的\n危險招式。
TOKUSEIINFO_108	出場時，預見１個\n對手持有的招式。
TOKUSEIINFO_109	可無視對手能力的變化，\n進行攻擊。
TOKUSEIINFO_110	可將效果不好的招式\n以正常的威力使出。
TOKUSEIINFO_111	受到效果絕佳的攻擊時，\n可減弱其威力。
TOKUSEIINFO_112	在５回合內，\n攻擊和速度會減半。
TOKUSEIINFO_113	一般屬性和格鬥屬性的招式\n可擊中幽靈屬性的寶可夢。
TOKUSEIINFO_114	將水屬性的招式引到自己身上，\n不但不會受到傷害，\n反而會提高特攻。
TOKUSEIINFO_115	天氣為冰雹時，\n會漸漸回復ＨＰ。
TOKUSEIINFO_116	受到效果絕佳的攻擊時，\n可減弱其威力。
TOKUSEIINFO_117	出場時，\n會將天氣變為冰雹。
TOKUSEIINFO_118	戰鬥結束時，\n有時候會撿來甜甜蜜。
TOKUSEIINFO_119	出場時，\n可以察覺對手的持有物。
TOKUSEIINFO_120	會讓自己因反作用力而受傷的招式\n威力會提高。
TOKUSEIINFO_121	屬性會依持有的石板而改變。
TOKUSEIINFO_122	天氣為晴朗時，\n自己和同伴的攻擊和\n特防能力會提高。
TOKUSEIINFO_123	給予陷入睡眠狀態的對手傷害。
TOKUSEIINFO_124	盜取接觸到自己的\n對手的道具。
TOKUSEIINFO_125	招式會失去追加效果，\n但可以用更高的威力使出招式。
TOKUSEIINFO_126	能力的變化會逆轉，\n原本提高時會降低，\n原本降低時會提高。
TOKUSEIINFO_127	讓對手感到緊張，\n無法吃樹果。
TOKUSEIINFO_128	能力被降低時，\n攻擊會大幅提高。
TOKUSEIINFO_129	ＨＰ降到一半以下時，\n會變得軟弱而使得\n攻擊和特攻減半。
TOKUSEIINFO_130	受到攻擊時，\n有時會把對手的招式\n變為定身法狀態。
TOKUSEIINFO_131	有時會治癒同伴的異常狀態。
TOKUSEIINFO_132	可以減少我方受到的傷害。
TOKUSEIINFO_133	因物理招式受到傷害時，\n防禦會降低，\n速度會大幅提高。
TOKUSEIINFO_134	自己的重量會變為２倍。
TOKUSEIINFO_135	自己的重量會減半。
TOKUSEIINFO_136	ＨＰ全滿時，\n受到的傷害會變少。
TOKUSEIINFO_137	陷入中毒狀態時，\n物理招式的威力會提高。
TOKUSEIINFO_138	陷入灼傷狀態時，\n特殊招式的威力會提高。
TOKUSEIINFO_139	可多次採收\n已被使用過的樹果。
TOKUSEIINFO_140	預測我方的攻擊，\n並閃避其招式。
TOKUSEIINFO_141	每一回合，能力中的某項\n會大幅提高，相對地某項會降低。
TOKUSEIINFO_142	不會受到沙暴或冰雹等的傷害。\n不會受到粉末類招式的攻擊。
TOKUSEIINFO_143	有時僅是接觸\n就能讓對手中毒。
TOKUSEIINFO_144	退回同行隊伍後，\nＨＰ會少量回復。
TOKUSEIINFO_145	不會受到降低防禦的效果影響。
TOKUSEIINFO_146	天氣為沙暴時，\n速度會提高。
TOKUSEIINFO_147	不易受到變化類招式\n攻擊的身體。
TOKUSEIINFO_148	如果在最後使出招式，\n招式的威力就會變強。
TOKUSEIINFO_149	假扮成同行隊伍中的\n最後一隻寶可夢出場，\n迷惑對手。
TOKUSEIINFO_150	變身為當前面對的寶可夢。
TOKUSEIINFO_151	可穿透對手的屏障\n或替身進行攻擊。
TOKUSEIINFO_152	被對手接觸到時，\n會將對手變成木乃伊。
TOKUSEIINFO_153	如果打倒對手，\n會充滿自信並提高攻擊。
TOKUSEIINFO_154	受到惡屬性的招式攻擊時，\n因為正義感，攻擊會提高。
TOKUSEIINFO_155	受到惡屬性、幽靈屬性\n和蟲屬性的招式攻擊時，\n會因膽怯而使得速度提高。
TOKUSEIINFO_156	可不受到由對手使出的\n變化類招式所影響，並將其反彈。
TOKUSEIINFO_157	受到草屬性的招式攻擊時，\n不但不會受到傷害，反而攻擊會提高。
TOKUSEIINFO_158	可以搶先使出變化類招式。
TOKUSEIINFO_159	天氣為沙暴時，\n岩石屬性、地面屬性\n和鋼屬性招式的威力會提高。
TOKUSEIINFO_160	用鐵刺給予接觸到自己的\n對手傷害。
TOKUSEIINFO_161	ＨＰ變為一半以下時，\n樣子會改變。
TOKUSEIINFO_162	自己和同伴的命中率會提高。
TOKUSEIINFO_163	可以不受對手特性的干擾，\n向對手使出招式。
TOKUSEIINFO_164	可以不受對手特性的干擾，\n向對手使出招式。
TOKUSEIINFO_165	可防住向自己和同伴\n發出的心靈攻擊。
TOKUSEIINFO_166	我方的草屬性寶可夢\n能力不會降低。\n也不會陷入異常狀態。
TOKUSEIINFO_167	無論是哪種樹果，\n吃下去後ＨＰ都會回復。
TOKUSEIINFO_168	變為與自己使出的招式\n相同的屬性。
TOKUSEIINFO_169	對手的物理招式造成的\n傷害會減半。
TOKUSEIINFO_170	奪走被自己招式\n擊中的對手的道具。
