bag
SS_bag_000	零花钱
WAZAINFO_680	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_681	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_682	将自己全身燃烧起火焰来，\n给予对手大大的伤害。\n自己的火属性将会消失。
WAZAINFO_683	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_684	用尖尖的角刺入对手进行攻击。\n攻击必定会命中。
WAZAINFO_685	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_686	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_687	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_688	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_689	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_690	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_691	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_692	将身体当作锤子，\n向对手发动袭击，\n给予伤害。
WAZAINFO_693	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_694	在５回合内减弱\n物理和特殊的伤害。\n只有冰雹时才能使出。
WAZAINFO_695	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_696	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_697	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_698	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_699	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_700	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_701	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_702	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_703	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_704	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_705	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_706	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_707	化悔恨为力量进行攻击。\n如果上一回合招式没有打中，\n威力就会翻倍。
WAZAINFO_708	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_709	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_710	用水之力量撞向对手进行攻击。\n有时会降低对手的防御。
WAZAINFO_711	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_712	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_713	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_714	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_715	变得泪眼汪汪，\n让对手丧失斗志。\n从而降低对手的攻击和特攻。
WAZAINFO_716	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_717	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_718	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_719	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_720	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_721	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_722	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_723	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_724	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_725	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_726	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_727	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_728	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_729	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_730	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_731	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_732	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_733	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_734	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_735	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_736	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_737	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_738	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_739	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_740	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_741	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_742	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_743	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_744	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_745	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_746	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_747	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_748	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_749	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_750	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_751	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_752	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_753	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_754	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_755	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_756	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_757	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_758	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_759	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_760	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_761	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_762	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_763	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_764	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_765	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_766	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_767	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_768	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_769	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_770	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_771	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_772	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_773	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_774	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_775	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_776	用身体撞向对手进行攻击。\n防御越高，\n给予的伤害就越高。
WAZAINFO_777	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_778	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_779	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_780	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_781	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_782	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_783	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_784	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_785	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_786	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_787	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_788	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_789	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_790	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_791	喷洒出神奇的水，\n回复自己和场上同伴的ＨＰ。
WAZAINFO_792	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_793	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_794	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_795	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_796	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_797	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_798	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_799	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_800	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_801	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_802	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_803	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_804	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_805	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_806	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_807	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_808	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_809	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_810	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_811	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_812	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_813	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_814	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_815	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_816	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_817	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_818	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_819	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_820	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_821	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_822	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_823	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_824	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_825	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
WAZAINFO_826	无法使用这个招式。\n虽然忘记之后就再也想不起来了，\n但还是建议忘记这个招式。
wazaname
WAZANAME_000	―――――
WAZANAME_001	拍击
WAZANAME_002	空手劈
WAZANAME_003	连环巴掌
WAZANAME_004	连续拳
WAZANAME_005	百万吨重拳
WAZANAME_006	聚宝功
WAZANAME_007	火焰拳
WAZANAME_008	冰冻拳
WAZANAME_009	雷电拳
WAZANAME_010	抓
WAZANAME_011	夹住
WAZANAME_012	极落钳
WAZANAME_013	旋风刀
WAZANAME_014	剑舞
WAZANAME_015	居合劈
WAZANAME_016	起风
WAZANAME_017	翅膀攻击
WAZANAME_018	吹飞
WAZANAME_019	飞翔
WAZANAME_020	绑紧
WAZANAME_021	摔打
WAZANAME_022	藤鞭
WAZANAME_023	踩踏
WAZANAME_024	二连踢
WAZANAME_025	百万吨重踢
WAZANAME_026	飞踢
WAZANAME_027	回旋踢
WAZANAME_028	泼沙
WAZANAME_029	头锤
WAZANAME_030	角撞
WAZANAME_031	乱击
WAZANAME_032	角钻
WAZANAME_033	撞击
WAZANAME_034	泰山压顶
WAZANAME_035	紧束
WAZANAME_036	猛撞
WAZANAME_037	大闹一番
WAZANAME_038	舍身冲撞
WAZANAME_039	摇尾巴
WAZANAME_040	毒针
WAZANAME_041	双针
WAZANAME_042	飞弹针
WAZANAME_043	瞪眼
WAZANAME_044	咬住
WAZANAME_045	叫声
WAZANAME_046	吼叫
WAZANAME_047	唱歌
WAZANAME_048	超音波
WAZANAME_049	音爆
WAZANAME_050	定身法
WAZANAME_051	溶解液
WAZANAME_052	火花
WAZANAME_053	喷射火焰
WAZANAME_054	白雾
WAZANAME_055	水枪
WAZANAME_056	水炮
WAZANAME_057	冲浪
WAZANAME_058	冰冻光束
WAZANAME_059	暴风雪
WAZANAME_060	幻象光线
WAZANAME_061	泡沫光线
WAZANAME_062	极光束
WAZANAME_063	破坏光线
WAZANAME_064	啄
WAZANAME_065	啄钻
WAZANAME_066	深渊翻滚
WAZANAME_067	踢倒
WAZANAME_068	双倍奉还
WAZANAME_069	地球上投
WAZANAME_070	怪力
WAZANAME_071	吸取
WAZANAME_072	超级吸取
WAZANAME_073	寄生种子
WAZANAME_074	生长
WAZANAME_075	飞叶快刀
WAZANAME_076	日光束
WAZANAME_077	毒粉
WAZANAME_078	麻痹粉
WAZANAME_079	催眠粉
WAZANAME_080	花瓣舞
WAZANAME_081	吐丝
WAZANAME_082	龙之怒
WAZANAME_083	火焰旋涡
WAZANAME_084	电击
WAZANAME_085	十万伏特
WAZANAME_086	电磁波
WAZANAME_087	打雷
WAZANAME_088	落石
WAZANAME_089	地震
WAZANAME_090	地裂
WAZANAME_091	挖洞
WAZANAME_092	剧毒
WAZANAME_093	念力
WAZANAME_094	精神强念
WAZANAME_095	催眠术
WAZANAME_096	瑜伽姿势
WAZANAME_097	高速移动
WAZANAME_098	电光一闪
WAZANAME_099	愤怒
WAZANAME_100	瞬间移动
WAZANAME_101	黑夜魔影
WAZANAME_102	模仿
WAZANAME_103	刺耳声
WAZANAME_104	影子分身
WAZANAME_105	自我再生
WAZANAME_106	变硬
WAZANAME_107	变小
WAZANAME_108	烟幕
WAZANAME_109	奇异之光
WAZANAME_110	缩入壳中
WAZANAME_111	变圆
WAZANAME_112	屏障
WAZANAME_113	光墙
WAZANAME_114	黑雾
WAZANAME_115	反射壁
WAZANAME_116	聚气
WAZANAME_117	忍耐
WAZANAME_118	挥指
WAZANAME_119	鹦鹉学舌
WAZANAME_120	玉石俱碎
WAZANAME_121	炸蛋
WAZANAME_122	舌舔
WAZANAME_123	浊雾
WAZANAME_124	污泥攻击
WAZANAME_125	骨棒
WAZANAME_126	大字爆炎
WAZANAME_127	攀瀑
WAZANAME_128	贝壳夹击
WAZANAME_129	高速星星
WAZANAME_130	火箭头锤
WAZANAME_131	尖刺加农炮
WAZANAME_132	缠绕
WAZANAME_133	瞬间失忆
WAZANAME_134	折弯汤匙
WAZANAME_135	生蛋
WAZANAME_136	飞膝踢
WAZANAME_137	大蛇瞪眼
WAZANAME_138	食梦
WAZANAME_139	毒瓦斯
WAZANAME_140	投球
WAZANAME_141	汲取
WAZANAME_142	恶魔之吻
WAZANAME_143	神鸟猛击
WAZANAME_144	变身
WAZANAME_145	泡沫
WAZANAME_146	迷昏拳
WAZANAME_147	蘑菇孢子
WAZANAME_148	闪光
WAZANAME_149	精神波
WAZANAME_150	跃起
WAZANAME_151	溶化
WAZANAME_152	蟹钳锤
WAZANAME_153	大爆炸
WAZANAME_154	乱抓
WAZANAME_155	骨头回力镖
WAZANAME_156	睡觉
WAZANAME_157	岩崩
WAZANAME_158	终结门牙
WAZANAME_159	棱角化
WAZANAME_160	纹理
WAZANAME_161	三重攻击
WAZANAME_162	愤怒门牙
WAZANAME_163	劈开
WAZANAME_164	替身
WAZANAME_165	挣扎
WAZANAME_166	写生
WAZANAME_167	三连踢
WAZANAME_168	小偷
WAZANAME_169	蛛网
WAZANAME_170	心之眼
WAZANAME_171	恶梦
WAZANAME_172	火焰轮
WAZANAME_173	打鼾
WAZANAME_174	咒术
WAZANAME_175	抓狂
WAZANAME_176	纹理２
WAZANAME_177	气旋攻击
WAZANAME_178	棉孢子
WAZANAME_179	绝处逢生
WAZANAME_180	怨恨
WAZANAME_181	细雪
WAZANAME_182	守住
WAZANAME_183	音速拳
WAZANAME_184	可怕面孔
WAZANAME_185	出奇一击
WAZANAME_186	天使之吻
WAZANAME_187	腹鼓
WAZANAME_188	污泥炸弹
WAZANAME_189	掷泥
WAZANAME_190	章鱼桶炮
WAZANAME_191	撒菱
WAZANAME_192	电磁炮
WAZANAME_193	识破
WAZANAME_194	同命
WAZANAME_195	终焉之歌
WAZANAME_196	冰冻之风
WAZANAME_197	看穿
WAZANAME_198	骨棒乱打
WAZANAME_199	锁定
WAZANAME_200	逆鳞
WAZANAME_201	沙暴
WAZANAME_202	终极吸取
WAZANAME_203	挺住
WAZANAME_204	撒娇
WAZANAME_205	滚动
WAZANAME_206	点到为止
WAZANAME_207	虚张声势
WAZANAME_208	喝牛奶
WAZANAME_209	电光
WAZANAME_210	连斩
WAZANAME_211	钢翼
WAZANAME_212	黑色目光
WAZANAME_213	迷人
WAZANAME_214	梦话
WAZANAME_215	治愈铃声
WAZANAME_216	报恩
WAZANAME_217	礼物
WAZANAME_218	迁怒
WAZANAME_219	神秘守护
WAZANAME_220	分担痛楚
WAZANAME_221	神圣之火
WAZANAME_222	震级
WAZANAME_223	爆裂拳
WAZANAME_224	超级角击
WAZANAME_225	龙息
WAZANAME_226	接棒
WAZANAME_227	再来一次
WAZANAME_228	追打
WAZANAME_229	高速旋转
WAZANAME_230	甜甜香气
WAZANAME_231	铁尾
WAZANAME_232	金属爪
WAZANAME_233	借力摔
WAZANAME_234	晨光
WAZANAME_235	光合作用
WAZANAME_236	月光
WAZANAME_237	觉醒力量
WAZANAME_238	十字劈
WAZANAME_239	龙卷风
WAZANAME_240	求雨
WAZANAME_241	大晴天
WAZANAME_242	咬碎
WAZANAME_243	镜面反射
WAZANAME_244	自我暗示
WAZANAME_245	神速
WAZANAME_246	原始之力
WAZANAME_247	暗影球
WAZANAME_248	预知未来
WAZANAME_249	碎岩
WAZANAME_250	潮旋
WAZANAME_251	围攻
WAZANAME_252	击掌奇袭
WAZANAME_253	吵闹
WAZANAME_254	蓄力
WAZANAME_255	喷出
WAZANAME_256	吞下
WAZANAME_257	热风
WAZANAME_258	冰雹
WAZANAME_259	无理取闹
WAZANAME_260	吹捧
WAZANAME_261	磷火
WAZANAME_262	临别礼物
WAZANAME_263	硬撑
WAZANAME_264	真气拳
WAZANAME_265	清醒
WAZANAME_266	看我嘛
WAZANAME_267	自然之力
WAZANAME_268	充电
WAZANAME_269	挑衅
WAZANAME_270	帮助
WAZANAME_271	戏法
WAZANAME_272	扮演
WAZANAME_273	祈愿
WAZANAME_274	借助
WAZANAME_275	扎根
WAZANAME_276	蛮力
WAZANAME_277	魔法反射
WAZANAME_278	回收利用
WAZANAME_279	报复
WAZANAME_280	劈瓦
WAZANAME_281	哈欠
WAZANAME_282	拍落
WAZANAME_283	蛮干
WAZANAME_284	喷火
WAZANAME_285	特性互换
WAZANAME_286	封印
WAZANAME_287	焕然一新
WAZANAME_288	怨念
WAZANAME_289	化为己用
WAZANAME_290	秘密之力
WAZANAME_291	潜水
WAZANAME_292	猛推
WAZANAME_293	保护色
WAZANAME_294	萤火
WAZANAME_295	洁净光芒
WAZANAME_296	薄雾球
WAZANAME_297	羽毛舞
WAZANAME_298	摇晃舞
WAZANAME_299	火焰踢
WAZANAME_300	玩泥巴
WAZANAME_301	冰球
WAZANAME_302	尖刺臂
WAZANAME_303	偷懒
WAZANAME_304	巨声
WAZANAME_305	剧毒牙
WAZANAME_306	撕裂爪
WAZANAME_307	爆炸烈焰
WAZANAME_308	加农水炮
WAZANAME_309	彗星拳
WAZANAME_310	惊吓
WAZANAME_311	气象球
WAZANAME_312	芳香治疗
WAZANAME_313	假哭
WAZANAME_314	空气利刃
WAZANAME_315	过热
WAZANAME_316	气味侦测
WAZANAME_317	岩石封锁
WAZANAME_318	银色旋风
WAZANAME_319	金属音
WAZANAME_320	草笛
WAZANAME_321	挠痒
WAZANAME_322	宇宙力量
WAZANAME_323	喷水
WAZANAME_324	信号光束
WAZANAME_325	暗影拳
WAZANAME_326	神通力
WAZANAME_327	冲天拳
WAZANAME_328	流沙深渊
WAZANAME_329	绝对零度
WAZANAME_330	浊流
WAZANAME_331	种子机关枪
WAZANAME_332	燕返
WAZANAME_333	冰锥
WAZANAME_334	铁壁
WAZANAME_335	挡路
WAZANAME_336	长嚎
WAZANAME_337	龙爪
WAZANAME_338	疯狂植物
WAZANAME_339	健美
WAZANAME_340	弹跳
WAZANAME_341	泥巴射击
WAZANAME_342	毒尾
WAZANAME_343	渴望
WAZANAME_344	伏特攻击
WAZANAME_345	魔法叶
WAZANAME_346	玩水
WAZANAME_347	冥想
WAZANAME_348	叶刃
WAZANAME_349	龙之舞
WAZANAME_350	岩石爆击
WAZANAME_351	电击波
WAZANAME_352	水之波动
WAZANAME_353	破灭之愿
WAZANAME_354	精神突进
WAZANAME_355	羽栖
WAZANAME_356	重力
WAZANAME_357	奇迹之眼
WAZANAME_358	唤醒巴掌
WAZANAME_359	臂锤
WAZANAME_360	陀螺球
WAZANAME_361	治愈之愿
WAZANAME_362	盐水
WAZANAME_363	自然之恩
WAZANAME_364	佯攻
WAZANAME_365	啄食
WAZANAME_366	顺风
WAZANAME_367	点穴
WAZANAME_368	金属爆炸
WAZANAME_369	急速折返
WAZANAME_370	近身战
WAZANAME_371	以牙还牙
WAZANAME_372	恶意追击
WAZANAME_373	查封
WAZANAME_374	投掷
WAZANAME_375	精神转移
WAZANAME_376	王牌
WAZANAME_377	回复封锁
WAZANAME_378	绞紧
WAZANAME_379	力量戏法
WAZANAME_380	胃液
WAZANAME_381	幸运咒语
WAZANAME_382	抢先一步
WAZANAME_383	仿效
WAZANAME_384	力量互换
WAZANAME_385	防守互换
WAZANAME_386	惩罚
WAZANAME_387	珍藏
WAZANAME_388	烦恼种子
WAZANAME_389	突袭
WAZANAME_390	毒菱
WAZANAME_391	心灵互换
WAZANAME_392	水流环
WAZANAME_393	电磁飘浮
WAZANAME_394	闪焰冲锋
WAZANAME_395	发劲
WAZANAME_396	波导弹
WAZANAME_397	岩石打磨
WAZANAME_398	毒击
WAZANAME_399	恶之波动
WAZANAME_400	暗袭要害
WAZANAME_401	水流尾
WAZANAME_402	种子炸弹
WAZANAME_403	空气之刃
WAZANAME_404	十字剪
WAZANAME_405	虫鸣
WAZANAME_406	龙之波动
WAZANAME_407	龙之俯冲
WAZANAME_408	力量宝石
WAZANAME_409	吸取拳
WAZANAME_410	真空波
WAZANAME_411	真气弹
WAZANAME_412	能量球
WAZANAME_413	勇鸟猛攻
WAZANAME_414	大地之力
WAZANAME_415	掉包
WAZANAME_416	终极冲击
WAZANAME_417	诡计
WAZANAME_418	子弹拳
WAZANAME_419	雪崩
WAZANAME_420	冰砾
WAZANAME_421	暗影爪
WAZANAME_422	雷电牙
WAZANAME_423	冰冻牙
WAZANAME_424	火焰牙
WAZANAME_425	影子偷袭
WAZANAME_426	泥巴炸弹
