msg_bgm+zh_tw.msbt
bgm_arrange	改編
tip_title_0698	{[0107|00000100]}克勞德 ： \x0f\x01\x07極限爆發時的破天斬  【上必殺技】
tip_text_0698	極限爆發版本上升距離會大幅延長，也能夠橫向移動。\r\n如果用於返回時，會是相當可靠的招式！
tip_title_0699	{[0107|00000100]}克勞德 ： \x0f\x01\x07取消極限蓄力  【下必殺技】
tip_text_0699	在蓄力時按下防護罩鍵，左右控制搖桿或是跳躍，\r\n就能夠取消蓄力的動作。尋找機會，有效率地蓄力吧。
tip_title_0700	{[0107|00000100]}克勞德 ： \x0f\x01\x07畫龍點睛  【下必殺技】
tip_text_0700	在極限爆發時使出下必殺技，就會變成「畫龍點睛」。\r\n龍捲的威力雖低，但擊飛力很高，易於擊落對手。
tip_title_0701	{[0107|00000100]}克勞德 ： \x0f\x01\x07極限爆發
tip_text_0701	極限量表累積到最大狀態時，被稱為「極限爆發」。\r\n如果變為這個狀態，必殺技就會產生變化，並且提升性能。
tip_title_0702	{[0107|00000100]}克勞德 ： \x0f\x01\x07解除極限爆發
tip_text_0702	只要達成「使用1次必殺技」、「自己被擊落」、\r\n「經過一定的時間」其中任一個條件，就會解除極限爆發狀態。
tip_title_0703	{[0107|00000100]}克勞德 ： \x0f\x01\x07滑踢  【下強攻擊】
tip_text_0703	低姿勢的滑踢。能前進一定的距離，\r\n還可以從位置較高的飛行道具底下鑽過去。
tip_title_0704	{[0107|00000100]}克勞德 ： \x0f\x01\x07毀滅劍三重斬  【橫向猛擊】
tip_text_0704	迅速斬擊3次的招式。第3擊的攻擊力與擊飛力最高。\r\n由於第1擊的攻擊力較低，即使受到反擊，損傷也不大。
tip_title_0705	{[0107|00000100]}克勞德 ： \x0f\x01\x07雙重突刺  【下猛擊】
tip_text_0705	朝前後刺出劍，將命中的對手擊飛至自己的正後方。\r\n在背對著邊緣的狀況下使出，就能改變不利的狀況。
tip_title_0706	{[0107|00000100]}克勞德 ： \x0f\x01\x07隕石斬  【前空中攻擊】
tip_text_0706	將劍從頭後往眼前用力揮砍下去的攻擊招式。\r\n如果能使劍的前端命中對手，便會產生隕石效果。
tip_title_0707	{[0107|00000100]}神威 ： \x0f\x01\x07龍穿射的蓄力  【普通必殺技】
tip_text_0707	發射水彈前後的2次時機，能夠長按按鍵蓄力。\r\n發射水彈前的蓄力會強化水彈，發射之後的蓄力則是強化噬咬。
tip_title_0708	{[0107|00000100]}神威 ： \x0f\x01\x07龍穿射的水彈  【普通必殺技】
tip_text_0708	釋出的水彈附帶麻痺效果。\r\n當水彈命中緊貼的對手時，便是將蓄力好的強勁噬咬命中對手的機會。
tip_title_0709	{[0107|00000100]}神威 ： \x0f\x01\x07跳槍突與地形  【橫向必殺技】
tip_text_0709	槍尖命中地形後，就會突刺該處並使出追加行動。\r\n根據場地的不同，也可藉由突刺牆壁來返回。
tip_title_0710	{[0107|00000100]}神威 ： \x0f\x01\x07以跳槍突拘束  【橫向必殺技】
tip_text_0710	當槍刺中地形的同時命中對手，便能將之拘束一段時間。\r\n受到拘束的時間，能夠以快速來回撥動搖桿來縮短。
tip_title_0711	{[0107|00000100]}神威 ： \x0f\x01\x07翔龍翼的方向  【上必殺技】
tip_text_0711	向上飛起時，可藉由輸入左右來調整角度。\r\n如果輸入與面朝的方向相反的方向，便能移動到正上方的高處。
tip_title_0712	{[0107|00000100]}神威 ： \x0f\x01\x07翔龍翼的無敵時間  【上必殺技】
tip_text_0712	剛使出招式的瞬間會蹲下蓄力，當下全身會變為無敵狀態。\r\n可配合時機，用於打斷對手的攻擊。
tip_title_0713	{[0107|00000100]}神威 ： \x0f\x01\x07以反龍穿進行範圍攻擊  【下必殺技】
tip_text_0713	與其他反擊相比，回擊的速度稍慢，\r\n但是能攻擊到己身周圍的所有人。在多人亂鬥時特別有效。
tip_title_0714	{[0107|00000100]}神威 ： \x0f\x01\x07反龍穿  【下必殺技】
tip_text_0714	反擊並強烈地將對手擊飛至上方。\r\n如果在場地上空反擊成功，便很容易擊落對手。
tip_title_0715	{[0107|00000100]}神威 ： \x0f\x01\x07Vertical Dragon Fang Thrust  【上猛擊】
tip_text_0715	壓低姿勢並攻擊正上方。如槍般銳利伸出的雙臂，\r\n前端的威力很高。意識這個特點，以攻擊力最強的部分瞄準對手吧。
tip_title_0716	{[0107|00000100]}神威 ： \x0f\x01\x07Dragon Fang Thrust的用法  【橫向猛擊】
tip_text_0716	以猛擊蓄力擺出架式時，夜刀神會有攻擊判定。\r\n攻擊距離長，且能分上下使出，是相當重要的招式。
tip_title_0717	{[0107|00000100]}神威 ： \x0f\x01\x07Dragon Fang Thrust的前端  【橫向猛擊】
tip_text_0717	如槍般變尖銳的手臂前端，威力相當高。\r\n經常意識著這點，盡量立於能以前端命中對手的位置戰鬥較佳。
tip_title_0718	{[0107|00000100]}神威 ： \x0f\x01\x07Yato Dragon Fang  【下猛擊】
tip_text_0718	能同時對前後方進行攻擊，會以如槍般龍化的腳朝背後突刺。\r\n意識背後的對手的位置，盡量以威力較高的前端命中吧。
tip_title_0719	{[0107|00000100]}神威 ： \x0f\x01\x07Dragon's Piercing Drop  【下空中攻擊】
tip_text_0719	使雙腳變化得猶如銳利的槍，氣勢磅礡地朝正下方急速墜下。\r\n著地時也會有攻擊判定，但如果被防護罩擋下就會產生巨大破綻，這點要注意。
tip_title_0720	{[0107|00000100]}神威 ： \x0f\x01\x07Dragon Fang Wings  【後空中攻擊】
tip_text_0720	揮舞著以龍穿自背後生出的龍的翅膀進行攻擊。\r\n會因為攻擊的反作用力將自己推向前方，因此也可用於返回。
tip_title_0721	{[0107|00000100]}神威 ： \x0f\x01\x07Dragon-Form Kick  【下投擲】
tip_text_0721	以氣勢磅礡地敲下的前腳，廣範圍地攻擊腳邊。\r\n能將附近的對手捲入並擊飛。招式成功使用後，確實追擊對手吧。
tip_title_0722	{[0107|00000100]}神威 ： \x0f\x01\x07跳槍突的訣竅  【橫向必殺技】
tip_text_0722	於地面上使出時，自必殺技鍵滑到攻擊鍵般刷鍵，\r\n就能迅速刺向地形停留在該處。
tip_title_0723	{[0107|00000100]}Bayonetta ： \x0f\x01\x07槍彈高潮的連射  【普通必殺技】
tip_text_0723	每次使出招式，會輪流替換手射擊及腳射擊。\r\n發射時連按按鍵，就會增加射擊次數。
tip_title_0724	{[0107|00000100]}Bayonetta ： \x0f\x01\x07槍彈高潮的蓄力  【普通必殺技】
tip_text_0724	長按按鍵蓄力，就會變為Charge Bullet，威力會提升。\r\n只會強化一開始發射的4發子彈，並不會影響追加射擊。
tip_title_0725	{[0107|00000100]}Bayonetta ： \x0f\x01\x07高跟鞋滑踢  【橫向必殺技】
tip_text_0725	以壓低的姿勢使出衝撞的滑踢。\r\n長按按鍵，就會從腳尖發出追加射擊以及上踢攻擊。
tip_title_0726	{[0107|00000100]}Bayonetta ： \x0f\x01\x07魔女旋身的特性  【上必殺技】
tip_text_0726	使出1次這個招式，接著進行空中跳躍後，\r\n就變得能使出第2次。這是能用於連擊和返回的重要招式。
tip_title_0727	{[0107|00000100]}Bayonetta ： \x0f\x01\x07魔女旋身的角度  【上必殺技】
tip_text_0727	第1次及第2次命中對手，擊飛的角度會不同。\r\n根據情況的不同，改變追擊的招式，好好組進連擊中吧。
tip_title_0728	{[0107|00000100]}Bayonetta ： \x0f\x01\x07魔女時間的效果  【下必殺技】
tip_text_0728	反擊成功後，會使對手緩速。\r\n隨著對手的累積傷害越多，被緩速的時間就會越久
tip_title_0729	{[0107|00000100]}Bayonetta ： \x0f\x01\x07確認魔女時間  【下必殺技】
tip_text_0729	魔女時間的效果時間，能夠從對手顯示的時鐘的指針來確認。\r\n在指針繞一周前追擊吧。
tip_title_0730	{[0107|00000100]}Bayonetta ： \x0f\x01\x07魔女時間的特性  【下必殺技】
tip_text_0730	連續使出越多次，招式成功時，對對手施加的緩速時間越短。\r\n避免隨意使用，看準時機再使出這招吧。
tip_title_0731	{[0107|00000100]}Bayonetta ： \x0f\x01\x07攻擊的長按射擊
tip_text_0731	所有的普通攻擊與部分必殺技，在使出招式之後，\r\n繼續按住按鍵就能夠追加射擊。
tip_title_0732	{[0107|00000100]}Bayonetta ： \x0f\x01\x07以長按射擊奪取分數
tip_text_0732	由於攻擊揮空後也能使出，因此可以就為了追加射擊而出招。\r\n也能夠看準時機，命中被擊飛而即將被擊落的對手來奪取分數。
tip_title_0733	{[0107|00000100]}Bayonetta ： \x0f\x01\x07Bat Within
tip_text_0733	在各種緊急迴避或是使出下必殺技的途中受到攻擊，\r\n就會變身成蝙蝠，使招式的傷害減半。
tip_title_0734	{[0107|00000100]}Bayonetta ： \x0f\x01\x07用連續踢擊擊至空中  【橫向強攻擊】
tip_text_0734	追加輸入攻擊鍵後，就會連續使出3次踢擊。\r\n由於第3擊會將對手擊至空中，立刻到空中進行追擊吧。
tip_title_0735	{[0107|00000100]}Bayonetta ： \x0f\x01\x07踢擊和射擊  【下強攻擊】
tip_text_0735	出招迅速，將對手擊至上方的踢擊攻擊。長按按鍵，\r\n就會同時向前後射擊，而雙手持槍朝前射擊的威力較高。
tip_title_0736	{[0107|00000100]}Bayonetta ： \x0f\x01\x07用踩踏發動隕石效果  【下猛擊】
tip_text_0736	從魔界召喚腳所使出的踩踏攻擊具有隕石效果，\r\n是用來妨礙返回的強勁招式。待在邊緣旁等待便能給予對手壓力。
tip_title_0737	{[0107|00000100]}Bayonetta ： \x0f\x01\x07在空中的連續攻擊  【前空中攻擊】
tip_text_0737	追加輸入後，就會在空中使出攻擊3次的連續攻擊。\r\n追擊返回中的對手，或是使用長按射擊進行牽制攻擊，造成傷害吧。
tip_title_0738	{[0107|00000100]}Bayonetta ： \x0f\x01\x07急速墜下引發隕石效果  【下空中攻擊】
tip_text_0738	垂直急速墜下的踢擊。墜下中帶有攻擊判定，\r\n腳尖的攻擊力稍微較高，也帶有隕石效果。
tip_title_0739	{[0107|00000100]}瑪利歐U世界 ： \x0f\x01\x07偷天兔
tip_text_0739	如果被抱著巨大袋子的偷天兔抓住，就會被裝進袋子裡。\r\n不快速來回撥動搖桿逃脫，便會被帶到畫面外。
tip_title_0740	{[0107|00000100]}瑪利歐U世界 ： \x0f\x01\x07場地變化
tip_text_0740	場地的狀況會因為卡美克的魔法改變。\r\n場地變化時，立足處會下沉，要小心不要墜下。
tip_title_0741	{[0107|00000100]}瑪利歐U世界 ： \x0f\x01\x07冰柱
tip_text_0741	巨大的冰柱落下，如果被擊中就會被凍住。\r\n如果上方落下了水滴，就得立刻逃離該處。
tip_title_0742	Wily Castle
tip_text_0742	打倒Yellow Devil時引發的大爆炸，會當作打倒者本身的攻擊。\r\n可以利用這點來擊落對手。
tip_title_0743	{[0107|00000100]}瑪利歐U世界 ： \x0f\x01\x07水柱
tip_text_0743	當場地下方濺起水花，即是水柱將產生的前兆。\r\n如果觸碰到偶爾乘在水柱上的「海膽大哥」，就會受到巨大傷害。
tip_title_0744	{[0107|00000100]}洞窟大作戰 ： \x0f\x01\x07寶箱
tip_text_0744	破壞掉偶爾出現的寶箱後，道具就會飛出。\r\n其中也有會爆炸的寶箱，如果能使用飛行道具，就最好從遠距離破壞。
tip_title_0745	{[0107|00000100]}洞窟大作戰 ： \x0f\x01\x07危險地帶
tip_text_0745	火紅燃燒著的危險地帶非常危險。\r\n如果在累積傷害超過100％的狀態觸碰到，就會立即失誤。
tip_title_0746	{[0107|00000100]}洞窟大作戰 ： \x0f\x01\x07礦車
tip_text_0746	偶爾會出現的礦車，只要有人搭乘上，經過一段時間就會開始移動。\r\n要小心如果被碰到，就會被大幅擊飛。
tip_title_0747	{[0107|00000100]}PAC-LAND ： \x0f\x01\x07積水
tip_text_0747	與其他場地的水不同，鬥士無法浮在這個場地的水池的水面上。\r\n由於和深淵沒有差異，因此要小心不要落入後引發失誤。
tip_title_0749	{[0107|00000100]}Pokémon Stadium 2 ： \x0f\x01\x07冰
tip_text_0749	如果場地變成「冰」，立足處就會變得滑溜溜的。\r\n會變得難以轉變方向，在大幅滑動時無法使出攻擊。
tip_title_0750	{[0107|00000100]}Pokémon Stadium 2 ： \x0f\x01\x07地面
tip_text_0750	在「地面」的地形中，場地的中央靠左側處會出現略高的小山。\r\n如果把山當作盾牌，就能夠迴避飛行道具。
tip_title_0751	神殿
tip_text_0751	累積傷害變多時，如果到場地中央附近的洞窟中戰鬥，\r\n就很容易靠牆壁及天花板來受身，因此易於度過難關。
tip_title_0752	{[0107|00000100]}75m ： \x0f\x01\x07Pests
tip_text_0752	「Pests」會在立足處及梯子上移動，如果觸碰到就會被擊飛。\r\n也可以將於附近戰鬥的對手往「Pests」投擲。
tip_title_0753	{[0107|00000100]}75m ： \x0f\x01\x07障礙物
tip_text_0753	如果森喜剛出現在眼前就要小心。左側會飛來Jack（形狀像彈簧）。\r\n如果被連續命中，就有可能被擊飛到畫面外。
tip_title_0754	{[0107|00000100]}奧爾汀大橋 ： \x0f\x01\x07布魯布林王
tip_text_0754	布魯布林王受到攻擊而退縮時，\r\n鬥士就算撞上也不會受到傷害。
tip_title_0755	{[0107|00000100]}奧爾汀大橋 ： \x0f\x01\x07布魯布林
tip_text_0755	布魯布林偶爾會和布魯布林王一起登場。\r\n雖然並不會有什麼特別的舉動，但只要攻擊就能夠將之打倒。
tip_title_0756	{[0107|00000100]}奧爾汀大橋 ： \x0f\x01\x07布魯布林王的贈禮
tip_text_0756	布魯布林王會伴隨著震動，自左側或右側現身。\r\n布魯布林王通過時所放置的，是幾乎足以破壞橋的強大炸彈。
tip_title_0757	{[0107|00000100]}任天村 ： \x0f\x01\x07居民
tip_text_0757	村莊的居民會隨機登場在場地的背景中。\r\n登場的居民會隨著時間而不同，總計34人。
tip_title_0758	{[0107|00000100]}任天村 ： \x0f\x01\x07舉辦演唱會
tip_text_0758	選擇場地時，背景會依照實際的時間產生變化。\r\n如果在星期六的20點至23點59分這段時間中選擇，K.K. Slider就會舉辦演唱會！
tip_title_0759	Pokémon Stadium 2
tip_text_0759	經過一段時間後，場地就會變為「電」、「飛行」、「冰」、「地面」當中的任一種。\r\n背景的寶可夢也會配合場地替換。
tip_title_0760	{[0107|00000100]}Pokémon Stadium 2 ： \x0f\x01\x07電
tip_text_0760	「電」的場地中，立足處的左右設有輸送帶。\r\n其速度和方向都是隨機的，站立在上面時要小心。
tip_title_0761	{[0107|00000100]}Pokémon Stadium 2 ： \x0f\x01\x07飛行
tip_text_0761	如果場地變為「飛行」，會吹起向上揚起的風，鬥士會較難落下。\r\n但是風的效果範圍只會延伸到立足處。
tip_title_0762	空中樓閣
tip_text_0762	在瀑布奔流著的小島中，必須要小心落下。\r\n氣勢磅礡的水流會將鬥士捲入，使鬥士無法輕易返回。
tip_title_0763	Wii Fit健身房
tip_text_0763	化為Wii平衡器形狀的立足處，排列方式共有125種組合。\r\n此外，背景中的剪影所擺出的姿勢，全部共有7種。
tip_title_0764	{[0107|00000100]}路易吉洋樓 ： \x0f\x01\x07破壞房舍
tip_text_0764	全部共有4條柱子，每當破壞柱子時，附近的牆壁及天花板會跟著壞掉。\r\n如果不先破壞2樓的柱子，就無法破壞其下方位於1樓的柱子。
tip_title_0765	{[0107|00000100]}路易吉洋樓 ： \x0f\x01\x07房舍恢復原狀
tip_text_0765	房舍完全崩毀後，過一段時間會發生地鳴。\r\n毀壞的房舍會由下至上隆起，恢復原狀。
tip_title_0766	8字形賽道
tip_text_0766	被賽車輾飛時受到的傷害，比起瑪利歐賽道的還要大。\r\n可以從場地深處的電子顯示板確認賽車的位置。
tip_title_0767	{[0107|00000100]}Onett ： \x0f\x01\x07招牌
tip_text_0767	踏上Drug Store的屋簷上5次，招牌就會傾斜。\r\n之後再踏上2次，招牌就會落下，2個屋簷都會壞掉。
tip_title_0768	{[0107|00000100]}Onett ： \x0f\x01\x07車
tip_text_0768	如果被畫面右側奔馳而來的車撞到，就會受到30％的傷害。\r\n如果故意給車撞，並藉此發動反擊，就會化為強勁的一擊！
tip_title_0769	{[0107|00000100]}攻城戰 ： \x0f\x01\x07場地變化
tip_text_0769	場地變化會由城池上開始，接著移轉到城內，然後是地底世界。\r\n在地底世界再次改變場地時，會重新回到城池上。
tip_title_0770	Skyworld
tip_text_0770	毀壞前的立足處，雖然無法穿越，但是其邊緣可以攀住。\r\n立足處毀壞後的雲雖然可以穿越，但其邊緣無法攀住。
tip_title_0771	{[0107|00000100]}Halberd ： \x0f\x01\x07手臂
tip_text_0771	砲台左側的手臂會伸向前方痛毆鬥士。\r\n在手臂瞄準好目標後，攻擊前會停止1秒左右，如果著眼此動作，就會較容易閃避。
tip_title_0772	{[0107|00000100]}Halberd ： \x0f\x01\x07砲彈
tip_text_0772	巨大砲台所發射出的有氣無力彈，正如其名，會有氣無力地飛行，\r\n當碰觸到鬥士或甲板時便會爆炸。外表雖然不怎麼樣，但造成的傷害相當可觀。
tip_title_0773	{[0107|00000100]}Halberd ： \x0f\x01\x07雷射砲
tip_text_0773	甲板中央的巨大雷射砲雖然強勁，但瞄準的速度卻不快。\r\n即使自己被瞄準到也不要慌張，如果好好誘導，就能將對手捲入。
tip_title_0774	Yoshi's Island
tip_text_0774	受到攻擊並處於旋轉狀態中的Rotating Block，無法在上面站立，只會穿越。\r\n經過一段時間後，旋轉會停止，就變得能再次站立在上方。
tip_title_0775	{[0107|00000100]}奧爾汀大橋 ： \x0f\x01\x07修復
tip_text_0775	即使橋的中央被炸彈破壞，\r\n經過一段時間後，「Portal」會出現，橋會被修復成原狀。
tip_title_0776	康加叢林
tip_text_0776	即使落到立足處下方，只要進入木桶大砲中，就會有迴避失誤的可能。\r\n由於木桶大砲會旋轉，如果不仔細看好時機按下按鍵，也有可能會自毀。
tip_title_0777	{[0107|00000100]}Norfair ： \x0f\x01\x07岩漿
tip_text_0777	雖然自腳下湧起的岩漿會將立足處吞沒，\r\n但最上面的立足處不會被岩漿吞沒，因此不必擔心。
tip_title_0778	{[0107|00000100]}Norfair ： \x0f\x01\x07避難所
tip_text_0778	岩漿有時會從畫面深處逼近。\r\n只要衝進出現在立足處上的避難所，就不會受到傷害，渡過一劫。
tip_title_0779	Delfino Plaza
tip_text_0779	乘在立足處上，巡遊面海的城鎮「Delfino Plaza」的場地。\r\n在海中時會難以行動，長時間泡在海中會溺水，導致失誤。
tip_title_0780	{[0107|00000100]}Gamer ： \x0f\x01\x07母親出現
tip_text_0780	母親並不只會從門外或窗外窺視，\r\n也會出現在電視中，有時母親甚至會被描繪在素描簿中。
tip_title_0781	{[0107|00000100]}Gamer ： \x0f\x01\x07躲藏在母親的視線外
tip_text_0781	如同文字所述，母親會睜著雪亮的雙眼尋找鬥士。\r\n只要躲藏在變為陰影處的地方，就不會被找到，躲過一劫。
tip_title_0782	{[0107|00000100]}攻城戰 ： \x0f\x01\x07石像
tip_text_0782	由於城中的石像會被攻擊貫穿，因此無法藏身在其後方躲避飛行道具。\r\n只要給予一定的傷害，就可以破壞石像。
tip_title_0783	鬥技場
tip_text_0783	場地的地板隆起，產生各式各樣的立足處。\r\n立足處會隨機出現，所有的鬥士都能夠穿越。
tip_title_0784	瑪利歐銀河
tip_text_0784	不僅是鬥士，許多飛行道具也會沿著地平線移動。\r\n由於道具會畫弧線飛出，因此需要配合對手的位置來調整瞄準處。
tip_title_0785	{[0107|00000100]}Port Town Aero Dive ： \x0f\x01\x07注意車輛
tip_text_0785	降至賽道時，要警戒高速奔馳的車輛。即使乘在漂浮的立足處上，\r\n隨著地點不同，也會有接觸到車輛的情況。
tip_title_0786	{[0107|00000100]}Windy Hill Zone ： \x0f\x01\x07旋轉風車
tip_text_0786	在場地右側的旋轉風車，其旋轉方向及速度有時會產生變化。\r\n一瞬間停止便是改變的前兆，但有時即使停下來後，也不會有任何變化。
tip_title_0787	{[0107|00000100]}Windy Hill Zone ： \x0f\x01\x07兩側的彈簧
tip_text_0787	場地兩側的邊緣附近會出現彈簧。\r\n觸碰到的鬥士，會往面對彈簧的方向彈飛。彈簧偶爾會旋轉。
tip_title_0788	{[0107|00000100]}打獵 ： \x0f\x01\x07鴨子
tip_text_0788	只要攻擊鴨子，就會計算至顯示在右下方的分數中。\r\n分數即使增加也不會有任何好處，但只要攻擊鴨子，就有可能掉落道具。
tip_title_0789	{[0107|00000100]}打獵 ： \x0f\x01\x07分數與ROUND
tip_text_0789	只要擊落6隻以上的鴨子，就會進入下一ROUND。\r\n超越ROUND9以後，分數就會重置，接著回到ROUND1。
tip_title_0790	Palutena's Temple
tip_text_0790	位於場地中央的吊橋只要攻擊就能破壞。\r\n即使橋被破壞了，在橋下有移動的地板，所以請冷靜地落地。
tip_title_0791	烏富島
tip_text_0791	巡遊『Wii Sports Resort』世界的路線。\r\n在乘上遊艇的場景，以及在水上摩托車的起點門附近，鬥士能在這兩處的海面上漂浮。
tip_title_0792	瑪利歐賽道
tip_text_0792	停止地點顯示警告時，是賽車接近的前兆。\r\n也可以配合賽車前來的時機，將對手投擲至賽道上。
tip_title_0793	{[0107|00000100]}特設擂台 ： \x0f\x01\x07必定可以選擇原創版
tip_text_0793	如果於選擇場地中，按下L鍵的同時按下A鍵，\r\n必定可以選擇原創版的場地。（左右握著Joy-Con操作時）
tip_title_0794	{[0107|00000100]}特設擂台 ： \x0f\x01\x07繩索
tip_text_0794	踏上擂台邊的繩索，可以跳得相當高。\r\n即使是跳躍力低的鬥士，也能夠輕易地爬上照明燈。
tip_title_0795	{[0107|00000100]}特設擂台 ： \x0f\x01\x07照明設備落下
tip_text_0795	擂台上方的照明燈是可以站上去的。只要給予衝擊就會落下，\r\n能夠藉此擊飛所命中的對手。
tip_title_0797	{[0107|00000100]}打獵 ： \x0f\x01\x07Perfect Bonus
tip_text_0797	在單一ROUND中，將登場的10隻鴨子全部擊落，就會獲得Perfect Bonus。\r\n畫面右下的分數會增加10000分。除此之外不會發生任何特別的事。
tip_title_0798	Pilotwings
tip_text_0798	來回換乘紅色雙翼機和黃色單翼機的同時進行亂鬥。\r\n由於立足處會傾斜，以致難以正面瞄準，所以飛行道具及道具的運用需要竅門。
tip_title_0799	{[0107|00000100]}PAC-LAND ： \x0f\x01\x07魔法之鞋
tip_text_0799	造訪FAIRY LAND後，Mother Fairy就會贈予魔法之鞋。\r\n獲得魔法之鞋的鬥士，在30秒以內跳躍力會提升。
tip_title_0800	{[0107|00000100]}PAC-LAND ： \x0f\x01\x07隱藏要素
tip_text_0800	街機版本的『PAC-LAND』中，也有數個隱藏要素登場。\r\n如果得到Special Pac，便能一定時間無敵。
tip_title_0801	{[0107|00000100]}PAC-LAND ： \x0f\x01\x07捲動的速度變化
tip_text_0801	場地的捲動速度，會隨著鬥士所在的位置而產生變化。\r\n如果大家都順著行進方向就會變快，逆向則會變慢。
tip_title_0802	{[0107|00000100]}Wrecking Crew ： \x0f\x01\x07自上層樓落下
tip_text_0802	攻擊炸彈會爆炸，能夠藉此破壞牆壁及梯子。\r\n如果將同一樓層的牆壁及梯子全部破壞，上層樓的地板就會落下。
tip_title_0803	{[0107|00000100]}Wrecking Crew ： \x0f\x01\x07油桶
tip_text_0803	地板崩壞時，如果在油桶的正下方，就會被關進去，進而被對手盡情攻擊。\r\n如果承受定值以上的擊飛速度，油桶就會被破壞。
tip_title_0804	村莊與街道
tip_text_0804	在往返村莊與街道的立足處上進行亂鬥。飄浮的地板會在立足處移動時退至畫面外。\r\n與任天村相同，背景會配合時間產生變化。
tip_title_0805	Gaur Plain
tip_text_0805	到了夜晚，Metal Face會出現，鬥士能藉由攻擊將其打倒，\r\n打倒時產生的爆炸波，會當作是給予其致命一擊的鬥士的攻擊。
tip_title_0806	大戰場
tip_text_0806	正如其名，是廣大的戰場。立足處亦增加至6個，特別適合多人的亂鬥。\r\n選擇大戰場終點化的場地及終點化的戰場時都會是相同的場地。
tip_title_0807	{[0107|00000100]}再會花園 ： \x0f\x01\x07洋蔥蟹
tip_text_0807	如果碰觸到偶爾經過場地的洋蔥蟹，就會被大幅擊飛。\r\n洋蔥蟹會從場地深處出現，破壞掉盆栽及攀爬架之後便會離去。
tip_title_0808	{[0107|00000100]}再會花園 ： \x0f\x01\x07皮克敏進行修復
tip_text_0808	盆栽、攀爬架以及橋，會因為鬥士或洋蔥蟹的攻擊而毀壞。\r\n破壞後經過一段時間，皮克敏會出現將之修復。
tip_title_0809	平面世界X
tip_text_0809	『Melee』的「平面世界」與『Brawl』的「平面世界2」所組成的場地。\r\n如果仔細看，就會發現鬥士變成平面的。
tip_title_0810	{[0107|00000100]}萊拉特巡航 ： \x0f\x01\x07猛烈炫耀
tip_text_0810	操作火狐、法爾科或沃爾夫時，輕點輸入下炫耀的指令，\r\n就會進行猛烈炫耀。在1次亂鬥中僅能使用1次。
tip_title_0811	{[0107|00000100]}卡洛斯寶可夢聯盟 ： \x0f\x01\x07火的房間
tip_text_0811	在火的四天王的房間裡面，火柱會噴出將立足處頂起。\r\n鳳王出現之後，火勢會變得更強，將立足處頂得更高。
tip_title_0812	{[0107|00000100]}卡洛斯寶可夢聯盟 ： \x0f\x01\x07水的房間
tip_text_0812	在水的四天王的房間裡面，立足處上面流動的水會將鬥士沖走。\r\n瑪納霏出現之後，立足處的中央會出現大洞讓水注入其中。
tip_title_0813	{[0107|00000100]}卡洛斯寶可夢聯盟 ： \x0f\x01\x07鋼的房間
tip_text_0813	在鋼的房間裡面，左右邊會插著巨大的劍，碰到就會受到傷害。\r\n雷吉斯奇魯會使用「踩踏」將地面上的鬥士掩埋進土裡。
tip_title_0814	{[0107|00000100]}卡洛斯寶可夢聯盟 ： \x0f\x01\x07龍的房間
tip_text_0814	在龍的四天王房間裡面，會捲起將鬥士擊飛的波動。\r\n場地周圍傳導的電流是烈空坐準備經過的預兆。
tip_title_0815	卡洛斯寶可夢聯盟
tip_text_0815	會亂數切換火、水、鋼、龍等四天王的房間。\r\n屬性和房間符合的寶可夢會登場，並會產生各種效果。
tip_title_0816	{[0107|00000100]}噗噗噗之國 ： \x0f\x01\x07背景出現特別嘉賓
tip_text_0816	背景會出現飛翅球球或是帝帝帝大王其中一位，作為特別嘉賓登場。\r\n登場的鬥士裡面如果有帝帝帝大王，他就不會作為嘉賓登場。
tip_title_0817	{[0107|00000100]}噗噗噗之國 ： \x0f\x01\x07風語大樹的風
tip_text_0817	風語大樹會朝鬥士較多的方向吹風。\r\n鬥士的數量相同時則會隨機決定方向。
tip_title_0818	{[0107|00000100]}Suzaku Castle ： \x0f\x01\x07招牌的破壞
tip_text_0818	如果「風林火山」的招牌，被附近氣勢十足的鬥士擊飛時，\r\n招牌就會壞掉，所有招牌都壞掉之後經過一段時間就會回復。
tip_title_0819	Suzaku Castle
tip_text_0819	場地右邊是接壤延伸的立足處，左邊則是由較小的2個立足處組成。\r\n是個視乎站在左邊或右邊，而令戰鬥方法截然不同的場地。
tip_title_0820	碧姬公主城堡 上空
tip_text_0820	從初代『SSB』移植而來的場地。\r\n左右滑動的石頭地板與浮在半空中的反彈器是其特徵。
tip_title_0821	{[0107|00000100]}碧姬公主城堡 上空 ： \x0f\x01\x07反彈器
tip_text_0821	反彈器的外觀跟動作方式都跟初代『SSB』完全一樣。\r\n撞上時的傷害也跟初代一樣，基本上是1％。
tip_title_0822	{[0107|00000100]}碧姬公主城堡 上空 ： \x0f\x01\x07滑動的地板
tip_text_0822	可以抓住滑動的石頭地板的邊緣。\r\n石頭地板藏起來時，可以抓住中央立足處。
tip_title_0823	海拉魯城堡
tip_text_0823	自初代『SSB』移植而來的場地。\r\n能夠利用城堡的屋頂及城牆，在這左右寬敞的場地戰鬥。
tip_title_0824	{[0107|00000100]}海拉魯城堡 ： \x0f\x01\x07出現龍捲風
tip_text_0824	偶爾會出現的龍捲風會將鬥士垂直擊飛。\r\n要小心如果累積傷害高，就會被擊飛到場外。
