msg_bgm+us_en.msbt
bgm_arrange	Remix
tip_title_0891	{[0107|00000100]}Pokémon: \x0f\x01\x07Lugia
tip_text_0891	Lugia will launch Aeroblast, a wide-range attack, from the back of the\r\nstage. This attack can't be blocked—do all you can to get clear!\r\n
tip_title_0892	{[0107|00000100]}Pokémon: \x0f\x01\x07Genesect
tip_text_0892	Both Genesect's laser and its Techno Blast can penetrate walls, so\r\nall you can do is stay out of its line of sight.\r\n
tip_title_0893	{[0107|00000100]}Pokémon: \x0f\x01\x07Chespin
tip_text_0893	Chespin will use Seed Bomb, causing explosions all around it that\r\ndeal a large amount of damage to anyone hit by the attack.\r\n
tip_title_0894	{[0107|00000100]}Pokémon: \x0f\x01\x07Swirlix
tip_text_0894	Those who stray too close to Swirlix will have their movement\r\nreduced. Take advantage of this if you brought Swirlix into battle!\r\n
tip_title_0895	{[0107|00000100]}Pokémon: \x0f\x01\x07Zoroark
tip_text_0895	Its Fury Swipes attack smacks its victim down hard. Wait for them\r\nto hit the ground—that's your chance to deliver a follow-up attack!\r\n
tip_title_0896	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Ghirahim
tip_text_0896	Ghirahim moves gracefully through the battle, using swords and\r\nknives. He also deflects any projectiles that he is facing.\r\n
tip_title_0897	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Skull Kid
tip_text_0897	Skull Kid calls on a variety of mystical powers when he appears in\r\nthe battle. Unfortunately, these powers affect whoever summoned\r\nhim too!
tip_title_0898	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Skull Kid's Effect
tip_text_0898	Skull Kid has three different moves: make everyone invisible, flip the\r\nstage horizontally, or flip the stage upside down.\r\n
tip_title_0899	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Mother Brain
tip_text_0899	Attack Mother Brain to defeat her! The glass around her will shatter\r\nafter she fires lasers—that's your chance to strike!\r\n
tip_title_0900	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Phosphora's Traits
tip_text_0900	Phosphora can flinch and be defeated when she arrives on the\r\nbattlefield. Her electric attacks can either be reflected or\r\nabsorbed, too!
tip_title_0901	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Starman
tip_text_0901	He will shoot either a PK Beam γ or a PK Beam Ω, stunning fighters.\r\nPK Beam γ targets one fighter, but Ω is less discerning.\r\n
tip_title_0902	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Starman's Characteristics
tip_text_0902	If you can keep up with his teleporting, Starman can be defeated.\r\nReflecting or absorbing the PK Beams is a good strategy too.\r\n
tip_title_0903	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Ashley
tip_text_0903	A dark field will appear around Ashley. Any foes inside the field will\r\nmove more slowly and take continuous damage.\r\n
tip_title_0904	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Midna
tip_text_0904	Watch out for Midna's hand-shaped hair. She'll reach out and grab\r\nnearby fighters no matter how badly you wish your shield could\r\nstop it.
tip_title_0905	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Midna's Movement
tip_text_0905	Midna won't be abandoned in battle—she'll teleport to chase foes.\r\nShe also uses her teleport to return if she gets launched.\r\n
tip_title_0906	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Sheriff
tip_text_0906	Sheriff fires high-speed, powerful shots at fighters. It's impossible to\r\nreflect or absorb these shots!\r\n
tip_title_0907	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Ghosts
tip_text_0907	Blinky, Inky, Pinky, and Clyde will all appear on the stage! They each\r\nhave their own movement patterns and will hurt opponents who\r\ntouch them.
tip_title_0908	Fire Bar
tip_text_0908	Five fireballs are linked to the hilt of this weapon. As you attack\r\nwith it, the number of fireballs decreases.\r\n
tip_title_0909	Fire Bar Battle Strategy
tip_text_0909	You can use the Fire Bar both at short range and long range. The\r\nfireballs at the base of the weapon do the most damage.\r\n
tip_title_0910	{[0107|00000100]}Pokémon: \x0f\x01\x07Fennekin
tip_text_0910	Incinerate creates a fire pillar reaching out in front of Fennekin.\r\nIf it connects, it'll do repeated damage to fighters.\r\n
tip_title_0911	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Ashley and Food
tip_text_0911	Unless you summoned Ashley, eating food while within her dark field\r\nwill cause damage instead of healing it. It's Pit's worst nightmare!\r\n
tip_title_0912	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Ashley's Effect
tip_text_0912	Ashley causes an effect at random. She'll limit movement, flip the\r\ncontrols, or make all the fighters buried, shrunken, or invisible.\r\n
tip_title_0913	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Ghirahim's Characteristics
tip_text_0913	Ghirahim will use a dash attack at foes straight ahead. He moves\r\nswiftly—making it hard to dodge—and strikes hard enough to\r\nlaunch you.
tip_title_0914	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Dillon
tip_text_0914	Watch out! This armadillo will attack without fear. His Arma-Charge\r\nis super powerful, so get to dodging if you see him spinning up!\r\n
tip_title_0915	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Color TV-Game 15
tip_text_0915	The paddles that appear to the left and right will try to keep a ball in\r\nplay. You'll take damage and be launched if you touch them.\r\n
tip_title_0916	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Nightmare
tip_text_0916	When Nightmare has changed from his Power Orb to his true form,\r\nthe screen will go completely black, obscuring the stage.\r\n
tip_title_0917	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Knuckle Joe
tip_text_0917	A fighter sporting a bandana. After a rapid-fire attack, Knuckle Joe\r\nwill unleash Smash Punch or Rising Break, both very powerful moves.\r\n
tip_title_0918	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Hammer Bro
tip_text_0918	The Hammer Bro won't move from side to side, so you'll be safe as\r\nlong as you stay out of range.\r\n
tip_title_0919	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Mother Brain's Rinkas
tip_text_0919	Mother Brain will fire ring-shaped projectiles called Rinkas from\r\noff-screen. These are energy based, so they can be absorbed\r\nor reflected.
tip_title_0920	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Mother Brain's Lasers
tip_text_0920	Mother Brain will send colorful lasers shooting up and down the\r\nscreen. They can't be absorbed or reflected, so you'll have to\r\njust avoid them!
tip_title_0921	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Mother Brain as a Shield
tip_text_0921	It's totally fine to use Mother Brain to shield yourself from the attacks\r\nof your rivals.\r\n
tip_title_0922	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Dodging Lyn
tip_text_0922	Right before she strikes, Lyn will move slightly—this is your cue\r\nto dodge and avoid her attack!\r\n
tip_title_0923	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Lyn
tip_text_0923	Lyn is a swordfighter who has perfected her Quick Draw. After she\r\nhas drawn her sword, she'll attack the nearest opponent.\r\n
tip_title_0924	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Waluigi
tip_text_0924	Luigi's purple-clothed rival. He only ever jumps directly up so leaping\r\nleft or right is a good way to avoid him.\r\n
tip_title_0925	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Chain Chomp Recovery
tip_text_0925	If a Chain Chomp falls off the stage, it'll just jump right back up!\r\n\r\n
tip_title_0926	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Chain Chomp's Stake
tip_text_0926	If a Chain Chomp's stake is on a breakable platform, the\r\nChain Chomp will fall off the stage if it breaks.\r\n
tip_title_0927	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Dr. Kawashima
tip_text_0927	Numbers will fly in from off the screen. Attack them to make them\r\nchange direction.\r\n
tip_title_0928	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Phosphora
tip_text_0928	Phosphora will teleport around the stage, dodging attacks and\r\nshooting lightning at everyone not fortunate enough to have\r\nsummoned her.
tip_title_0929	{[0107|00000100]}Pokémon: \x0f\x01\x07Keldeo
tip_text_0929	When it uses Secret Sword, it will rush up to a fighter and deliver a\r\npowerful, wide-range slash attack with its extended horn.\r\n
tip_title_0930	{[0107|00000100]}Pokémon: \x0f\x01\x07Suicune
tip_text_0930	Getting hit by Aurora Beam will give you a chance to cool off.\r\nLiterally. Even touching Suicune right when it appears will freeze you.\r\n
tip_title_0931	{[0107|00000100]}Pokémon: \x0f\x01\x07Xerneas
tip_text_0931	Xerneas will turn the fighter that summoned it gold, as well as\r\npowering them up in the battle.\r\n
tip_title_0932	{[0107|00000100]}Pokémon: \x0f\x01\x07Deoxys
tip_text_0932	Hyper Beam draws in fighters, but it won't hurt for you to launch\r\nthem toward Deoxys too.\r\n
tip_title_0933	{[0107|00000100]}Pokémon: \x0f\x01\x07Fletchling
tip_text_0933	Once Fletchling settles on a target, it can be a real pest. Strike\r\nwhile your foes are distracted by this little Pokémon's attacks!\r\n
tip_title_0934	Boss Galaga
tip_text_0934	If you get caught up in Boss Galaga's tractor beam, you'll be pulled\r\nright off the stage. Wiggle back and forth quickly to escape!\r\n
tip_title_0935	Defeating Boss Galaga
tip_text_0935	It's possible to defeat Boss Galaga! He'll turn blue once he's taken\r\nenough damage!\r\n
tip_title_0936	Traits of Lip's Stick
tip_text_0936	Using Lip's Stick to damage a foe will make a flower bloom. The\r\nmore times an opponent is hit, the longer that flower will last.\r\n
tip_title_0937	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Devil
tip_text_0937	The Devil will begin pointing in various directions, and the stage\r\nwill shift that way. If you get slid off the screen, you'll get KO'd!\r\n
tip_title_0938	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Ghosts: Blinky & Inky
tip_text_0938	Blinky will always take the quickest route to a foe. Inky, meanwhile,\r\nprefers to move randomly in a direction opposite the foe.\r\n
tip_title_0939	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Ghosts: Pinky & Clyde
tip_text_0939	Pinky will try to catch her targets by getting in front and ambushing\r\nthem. Clyde doesn't have a target—he just does whatever he likes.\r\n
tip_title_0940	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Chain Chomp
tip_text_0940	A Chain Chomp's chomp will deal more damage than just touching\r\none. Be careful, though—even chained up, they've got a long range.\r\n
tip_title_0941	{[0107|00000100]}Pokémon: \x0f\x01\x07Eevee
tip_text_0941	Eevee will use Take Down on any fighters nearby. If there aren't any,\r\nit'll just stand around looking a bit confused.\r\n
tip_title_0942	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Riki
tip_text_0942	This fluffy little Nopon has six Arts he might use, picked at random,\r\neach with a different effect. Sadly, he might end up helping your\r\nopponents...
tip_title_0943	Bombchu
tip_text_0943	Once it's rolling, the Bombchu won't stop for anything and can't be\r\npicked up! It'll eventually explode and can even hurt the player who\r\nused it first!
tip_title_0944	Rocket Belt's Departure
tip_text_0944	After you've worn the Rocket Belt for a set time, it'll fly off on its own.\r\nIf it hits an opponent on its way up, it'll explode and damage them!\r\n
tip_title_0945	Ore Club
tip_text_0945	Use a side smash with the Ore Club to send a big whirlwind flying at\r\nyour foes. Charge it up to make the whirlwind even bigger!\r\n
tip_title_0946	{[0107|00000100]}Pokémon: \x0f\x01\x07Latias & Latios
tip_text_0946	Latias and Latios fly across the screen from the left and right,\r\ndamaging anyone they hit and leaving gusts of wind in their\r\nwake as well.
tip_title_0947	Spiny Shell
tip_text_0947	When you throw this shell, it will hover above an opponent's head\r\nbefore descending upon them and exploding. It targets whoever's\r\nin first.
tip_title_0948	Bullet Bill
tip_text_0948	This item lets you transform into a Bullet Bill and charge across\r\nthe screen. You can control the direction, but be careful not to\r\nself-destruct!
tip_title_0949	Cucco
tip_text_0949	Don't attack the poor Cucco! No really, don't do that, or it'll call its\r\nwhole flock. If that happens, try to get other fighters mixed up in\r\nthe mayhem.
tip_title_0950	Cucco: Toss to Attack
tip_text_0950	If you hit another fighter with a Cucco, it'll get angry at them instead\r\nof you! The flock won't hurt you at all! Maybe being thrown doesn't\r\nruffle feathers?
tip_title_0951	Cucco: Indiscriminate Attack
tip_text_0951	If a Cucco is damaged by a stage hazard, it's not sure who to get\r\nangry with...so it calls the flock on EVERYONE. Not fair! Not fair!\r\n
tip_title_0952	Killer Eye
tip_text_0952	Throw a Killer Eye at a wall or ceiling, and it'll stick there. It might\r\nnot be the most effective attack strategy, but it could catch foes\r\nby surprise!
tip_title_0953	Grass
tip_text_0953	If you see some grass growing out of the stage, walk over and\r\npluck it to get a random item. You can only pluck it while you're\r\non the ground.
tip_title_0954	Super Leaf
tip_text_0954	While you're all tailed up, hold the jump button to float in the air.\r\nThis can be useful for heavy fighters or those that aren't great\r\nat recovering.
tip_title_0955	Special Flag
tip_text_0955	Hold this up for a while to get +1 KO (in a time battle) or +1 stock\r\n(in a stock battle). Or use it as bait to lure your foes in for a beating!\r\n
tip_title_0956	Steel Diver
tip_text_0956	This submarine-shaped weapon fires small torpedoes that start slow\r\nand then speed up and zoom off. They explode when they hit a foe.\r\n
tip_title_0957	POW Block
tip_text_0957	Hitting the POW Block will shake the whole screen, injuring any foes\r\ncurrently on the ground. It can be used three times before vanishing.\r\n
tip_title_0958	{[0107|00000100]}Assist Trophy: \x0f\x01\x07Jeff
tip_text_0958	Jeff's bottle rockets explode when they hit obstacles, so hiding in\r\na place with walls or ceilings will help to protect you from them.\r\n
tip_title_0959	Beehive
tip_text_0959	Throw this item at an enemy, and the bees will swarm around them,\r\ndealing damage over time. Bees laugh at shields and attack right\r\nthrough them. Jerks.
tip_title_0960	Rolling Crate
tip_text_0960	A crate with wheels. When attacked, it rolls off and deals big\r\ndamage to whomever it hits. Attack it while standing on top,\r\nand you can even ride it!
tip_title_0961	Gust Bellows
tip_text_0961	This item blows a powerful gust of wind. It aims straight out in front\r\nof you if you're holding on to it, but when thrown, it blows wildly in\r\nall directions!
tip_title_0962	X Bomb
tip_text_0962	As the name implies, this bomb's explosion takes the form of an X.\r\nKeep an eye on the bomb before it explodes to see which way it's\r\npointing!
tip_title_0963	Rocket Belt
tip_text_0963	Hold the jump button while wearing this item, and it will send you\r\nsoaring skyward. This makes recovering easy for even the least\r\nagile of fighters.
tip_title_0964	Killer Eye's Attack
tip_text_0964	Once activated, this eye repeatedly fires shots, speeding up if it sees\r\na foe. Attack it to make it change direction, though it might fall over\r\ninstead.
tip_title_0965	Aim for the Fences
tip_text_0965	When hitting an opponent with a bat, the tip will launch them the\r\nfarthest. This is true of both the Home-Run Bat item and Ness's\r\nside smash.
tip_title_0969	amiibo: New Experiences
tip_text_0969	The first time an FP battles with a fighter or FP, it gains more\r\nexperience than usual. It'll also learn more if it is used on a\r\nfriend's Nintendo Switch.
tip_title_0972	Breaking Your Fall
tip_text_0972	When you hit the wall, floor, or ceiling after being launched, press the\r\nshield button to break your fall and avoid follow-up attacks.\r\n
tip_title_0973	Grabbing Edges
tip_text_0973	If you grab an edge that someone else is grabbing, you'll steal\r\nit from him or her. So much for first come, first served!\r\n
tip_title_0974	Footstool Jump
tip_text_0974	You can jump on opponents' heads and use them as a springboard.\r\nIf they're airborne, they'll fall down too.\r\n
tip_title_0975	Clinging to Walls
tip_text_0975	Some fighters can temporarily stick to walls if you keep holding in the\r\ndirection of the wall. Not every wall is good for this move, though...\r\n
tip_title_0976	Crouch Walking
tip_text_0976	Some fighters can move while crouched if you input diagonally down\r\nto the left or right.\r\n
tip_title_0977	Hitstun Shuffling
tip_text_0977	If you input a direction while taking damage, you'll shift slightly\r\nin that direction.\r\n
tip_title_0978	Shield Break
tip_text_0978	While your shield is up, it'll gradually get smaller. When it finally\r\nbreaks, you'll become dizzy.\r\n
tip_title_0979	Super Armor
tip_text_0979	This is a state where you won't flinch even while taking damage.\r\nSome specials will trigger this.\r\n
tip_title_0980	Turning and Grabbing
tip_text_0980	If you turn around while running and then grab, your grabbing range\r\nwill be longer than usual.\r\n
tip_title_0981	Eating while Prone
tip_text_0981	Press the attack button while you're prone to eat a food item that's\r\nfallen nearby.\r\n
tip_title_0982	Wall Jumping
tip_text_0982	Some fighters can jump off walls. Input in the opposite direction\r\nwhile touching the wall to do this.\r\n
tip_title_0983	Short Hop
tip_text_0983	If you press the jump button very briefly, you'll jump lower than\r\nusual, which lets you use air attacks against ground-level foes.\r\n
tip_title_0984	Shifting Your Shield
tip_text_0984	You can gently input a direction while shielding to move your shield.\r\nThis lets you block effectively, even with a small shield.\r\n
tip_title_0985	Meteor Smash
tip_text_0985	Launching an opponent straight downward is known as a meteor\r\nsmash. Doing this when there isn't a platform below is a good\r\none-hit KO method.
tip_title_0986	Perfect Shield
tip_text_0986	Releasing your shield right when your opponent strikes results in\r\na perfect shield. This doesn't damage your shield, and the small\r\nopening makes it easy to attack!
tip_title_0987	Catching Items
tip_text_0987	You can catch items thrown at you by pressing the attack button at\r\njust the right time.\r\n
tip_title_0988	Smash Throw
tip_text_0988	When you throw an item, quickly flick the stick in the same direction\r\nas your throw. You'll throw it farther than usual that way.\r\n
tip_title_0989	Letting Go of Items
tip_text_0989	Press the grab button to drop the item you're holding. Even an\r\nitem dropped like this deals a small amount of damage.\r\n
tip_title_0990	Stale Moves
tip_text_0990	Using the same attack constantly will decrease its power. Add a\r\nlittle variety to your fighting to spice up your game!\r\n
tip_title_0991	Magnifying-Glass Damage
tip_text_0991	When you move off-screen, you'll be shown in a little circle. You'll\r\ngradually take damage while off the screen, so don't linger!\r\n
tip_title_0992	Throwing Items
tip_text_0992	Drop items by pressing the grab button. Input a direction when\r\nyou drop an item to throw the item in that direction.\r\n
tip_title_0994	Easy Final Smash
tip_text_0994	Fighters who are really lagging behind will sometimes be ready to\r\nuse a Final Smash as soon as they return from being KO'd.\r\n
tip_title_0995	Grab
tip_text_0995	You have to wait a short time between letting go of opponents\r\nand grabbing them again, so be patient!\r\n
tip_title_0996	Shieldstun Shuffling
tip_text_0996	Tilting the stick in a direction while blocking an attack with your\r\nshield will cause you to move a very short distance in that direction.\r\n
tip_title_0997	Grab an Item while Airborne
tip_text_0997	You can grab an item in midair by dodging or attacking at just the\r\nright time.\r\n
tip_title_0998	Charge Canceling
tip_text_0998	You can cancel some special moves by pressing the shield button\r\nas you charge. Using the move again will start you where you left off!\r\n
tip_title_0999	Launch-Trail Colors
tip_text_0999	When someone launches you strongly, the trail that follows you is\r\ncolor-coded: red if P1 did it, blue if it was P2, yellow for P3,\r\nor green for P4.
tip_title_1000	Launch-Trail Colors (Team Battle)
tip_text_1000	In team battles, the trail that follows you when you're launched hard\r\nmatches the color of the team that the player who launched you\r\nbelongs to.
tip_title_1001	When Two Attacks Meet
tip_text_1001	Two attacks can cancel each other out if they connect at the same\r\nmoment. With the right timing, you can even punch projectiles right\r\nout of the air!
tip_title_1002	When Two Attacks Don't Meet
tip_text_1002	If two attacks connect at the same time and one is significantly\r\nstronger, that move will prevail. Some moves, like air attacks,\r\nare never canceled.
tip_title_1003	Edge-Grabbing Invincibility
tip_text_1003	When you grab an edge, your fighter flashes and becomes briefly\r\ninvincible. This won't happen if you grab an edge again before\r\ntouching the ground.
tip_title_1004	Deadly Blow
tip_text_1004	A red and black flash of lightning when an attack lands means\r\nthat the victim has been hit with enough force to launch them\r\noff the screen.
tip_title_1005	Helpless Falling
tip_text_1005	After using certain specials in the air, you won't be able to attack or\r\ndodge until you hit the ground. You can still adjust the direction for\r\nyour fall, though.
tip_title_1006	Repeated Edge Grabbing
tip_text_1006	Certain moves, such as Ike's Aether, have limits on how many times\r\nthey can be used to grab on to edges without touching the ground.\r\n
tip_title_1007	The Three Highest Jumpers
tip_text_1007	#1 is Falco, #2 is Greninja, and #3 is Zero Suit Samus. The difference\r\nwas very slight, but it was enough to place Luigi as #4.\r\n
tip_title_1008	The Three Heaviest Fighters
tip_text_1008	#1 is Bowser, #2 is King K. Rool, and #3 is Donkey Kong and King\r\nDedede. The heavier a fighter, the stronger their attacks and the\r\nharder they are to launch.
tip_title_1009	The Three Lightest Fighters
tip_text_1009	#1 is Pichu, #2 is Jigglypuff, and #3 is Mr. Game & Watch and Squirtle.\r\nLight fighters are easy to launch but can easily escape from combos.\r\n
tip_title_1010	The Three Fastest Fighters
tip_text_1010	#1 is Sonic, #2 is Captain Falcon, and #3 is Little Mac. In contrast,\r\nthe slowest of all the fighters is Incineroar.\r\n
tip_title_1011	The Three Fastest Walkers
tip_text_1011	Marth and Lucina are tied for #1, with Fox at #3. Walking doesn't\r\nleave you as open as running; patience can be a virtue in battle!\r\n
tip_title_1012	The Three Slowest Walkers
tip_text_1012	#1 is Incineroar, #2 is Robin, and #3 is Jigglypuff. Incineroar may be\r\nslow, but has some serious launching power.\r\n
tip_title_1013	Landing after Air Dodging
tip_text_1013	If you land after performing an air dodge, you won't be able to move\r\nfor a moment. Dodging all the time can actually leave you more\r\nexposed!
tip_title_1014	Reflection Move Stamina
tip_text_1014	Reflection moves tend to break if an attack deals more than around\r\n50 damage. Shots get stronger if reflected, so reflecting back and\r\nforth is risky!
tip_title_1015	While Shielding
tip_text_1015	You can't walk or do normal attacks while shielding, but you can\r\njump out of it. Press an attack button just as you leave the\r\nground to attack in the air!
tip_title_1016	Team Colors
tip_text_1016	There are four possible team colors: red, blue, green, and yellow.\r\nIn 8-Player Smash, you can split into four teams of two for a\r\nserious scuffle!
tip_title_1017	{[0107|00000100]}Palutena's Temple: \x0f\x01\x07Smash Taunts
tip_text_1017	In the Palutena's Temple stage, you can trigger a special smash taunt\r\nif you use Pit's down taunt for a brief instant. It'll only work once per\r\nbattle.
tip_title_1018	Crouching's Defensive Value
tip_text_1018	Going into a crouch will help protect you from being launched as far.\r\nWalking while crouched, however, won't help at all—but it looks\r\npretty hilarious!
tip_title_1019	Reversing Side Specials
tip_text_1019	Input the opposite direction right after starting a side special to\r\nchange direction and do the move the other way. This works in\r\nmidair, too.
tip_title_1020	Changing Direction and Attacking
tip_text_1020	With most fighters, you can turn around while dashing and then\r\nquickly press a button to deliver a side tilt attack or a side smash.\r\n
tip_title_1021	Dangerous Shielding
tip_text_1021	If your shield breaks near an edge, a foe could casually push you\r\noff the stage while laughing. Be careful where you use your shield!\r\n
tip_title_1022	Directional Taunts
tip_text_1022	Some taunts are different depending on which way the fighter is\r\nfacing. Captain Falcon's down taunt and Rosalina & Luma's side\r\ntaunt are examples.
tip_title_1023	The Jump Masters
tip_text_1023	#1 is a tie between Jigglypuff, Meta Knight, and Kirby, who can all\r\nmanage six. #4 is King Dedede with five, and Pit and Dark Pit are\r\ntied at #5 with four.
tip_title_1024	{[0107|00000100]}Magicant: \x0f\x01\x07Flying Man
tip_text_1024	Flying Man will fight alongside the first person who touches him.\r\nGet to him before anyone else has a chance!\r\n
tip_title_1025	{[0107|00000100]}Magicant: \x0f\x01\x07Number of Flying Men
tip_text_1025	There are only five Flying Men. If all five are defeated, no more will\r\nappear in the battle.\r\n
tip_title_1026	Balloon Fight
tip_text_1026	This stage loops back on itself if you run to the left or right. However,\r\ngetting launched can still KO you.\r\n
tip_title_1027	{[0107|00000100]}Golden Plains: \x0f\x01\x07Gold Fighter
tip_text_1027	Collect 100 coins and you'll turn to gold! You'll deal more damage\r\nand can launch opponents more than usual!\r\n
tip_title_1028	Gerudo Valley
tip_text_1028	Sometimes the wooden bridge will break if you stand on it or attack\r\nit. It's a flimsy bridge and will break over time, too.\r\n
tip_title_1029	Jungle Japes
tip_text_1029	The river below the stage flows very quickly, so don't fall in! Try to\r\nknock foes into it instead!\r\n
tip_title_1030	{[0107|00000100]}Golden Plains: \x0f\x01\x07Red Ring
tip_text_1030	Touch the red ring to make eight red coins appear. One red coin is\r\nworth five regular coins!\r\n
tip_title_1031	{[0107|00000100]}Golden Plains: \x0f\x01\x07Scale Lifts
tip_text_1031	The Scale Lifts will tilt and fall if there is no one on the other side.\r\nGet two fighters on there to see who weighs more!\r\n
tip_title_1032	WarioWare, Inc.
tip_text_1032	When the microgame starts, follow the instructions to get items or\r\nother bonuses! You can become metal, giant, or other effects. It's\r\nreally useful!
tip_title_1033	{[0107|00000100]}Find Mii: \x0f\x01\x07Destructible Platforms
tip_text_1033	The Dark Emperor is capable of destroying the platforms in this\r\nstage. There are only two, so watch out!\r\n
tip_title_1034	{[0107|00000100]}Paper Mario: \x0f\x01\x07Land Stage
tip_text_1034	Watch out for the gigantic fan on the part of the stage that is on\r\nland. It's much easier to be launched to the right when it spins!\r\n
tip_title_1035	{[0107|00000100]}Paper Mario: \x0f\x01\x07Air Stage
tip_text_1035	Bowser's metal face will appear and spin in the sky. If his eyes turn\r\nred, it's a good time to run!\r\n
tip_title_1036	{[0107|00000100]}Living Room: \x0f\x01\x07Kinds of Puppies
tip_text_1036	Five different kinds of puppies appear in the background. The breed\r\nwill change randomly. Sometimes a kitten will appear instead!\r\n
tip_title_1037	{[0107|00000100]}Living Room: \x0f\x01\x07Falling Blocks
tip_text_1037	The falling blocks are really painful if they land on you. Avoid damage\r\nby watching the shadows and moving before the blocks land.\r\n
tip_title_1038	{[0107|00000100]}Spirit Train: \x0f\x01\x07Who's Driving?
tip_text_1038	If Link, Toon Link, or Young Link is busy in the battle, Alfonzo will\r\nhandle being the train's conductor.\r\n
tip_title_1039	{[0107|00000100]}Spirit Train: \x0f\x01\x07Cabooses
tip_text_1039	The Spirit Train can have several different cabooses. It could be\r\nLinebeck's shop, a coal car, a steel-frame car, or other cars!\r\n
tip_title_1040	{[0107|00000100]}Spirit Train: \x0f\x01\x07Dark Train
tip_text_1040	Keep an eye on the black smoke from the Dark Train! It will jump\r\nbefore exploding, landing in a random place on the stage.\r\n
tip_title_1041	{[0107|00000100]}Magicant: \x0f\x01\x07Falling Obstacles
tip_text_1041	A giant tomato or iron octopus will fall into the clouds, slowly\r\nsinking in until it falls out the other side.\r\n
tip_title_1042	{[0107|00000100]}Magicant: \x0f\x01\x07Falling Time of Obstacles
tip_text_1042	Standing on a giant tomato or an iron octopus will cause it to sink\r\nthrough the clouds faster.\r\n
tip_title_1043	Tomodachi Life
tip_text_1043	Normally, only rooms that fighters are currently in will be visible.\r\nThrowing an X Bomb into a room you can't see could work out\r\nin your favor.
tip_title_1044	Mute City SNES
tip_text_1044	This fight takes place on F-Zero machines in the middle of a race!\r\nFalling onto the course will hurt and send you flying through the air!\r\n
tip_title_1045	{[0107|00000100]}Unova Pokémon League: \x0f\x01\x07Stairs
tip_text_1045	Stairs will appear and connect to N's Castle. The stairs will make\r\nthe stage larger—change up your tactics with this new space!\r\n
tip_title_1046	{[0107|00000100]}Spirit Train: \x0f\x01\x07KO-Ready Armored Train
tip_text_1046	The Armored Train is pointy in front and will try to push the train you\r\nare on off the stage. Don't get pushed off during their conflict!\r\n
tip_title_1047	Spirit Train
tip_text_1047	This train travels left at extremely high speed. You'll need more luck\r\nthan any one fighter has if you want to survive falling off the back.\r\n
tip_title_1048	{[0107|00000100]}3D Land: \x0f\x01\x07Blocks
tip_text_1048	The Brick Blocks that appear in the beginning can be easily broken\r\nby hitting them once from below.\r\n
tip_title_1049	{[0107|00000100]}3D Land: \x0f\x01\x07? Blocks
tip_text_1049	? Blocks give you items! Super Leaves will appear slightly more\r\noften than usual.\r\n
tip_title_1050	{[0107|00000100]}3D Land: \x0f\x01\x07Protruding Rocks
tip_text_1050	The mountain range partway through the stage has rocks sticking\r\nout from it. The platform tilts and pushes fighters, so watch out!\r\n
tip_title_1051	{[0107|00000100]}3D Land: \x0f\x01\x07Shrinking and Growing Pipes
tip_text_1051	Pipes that shrink and grow will appear throughout the stage. Time\r\nyour jumps so you don't fall down!\r\n
tip_title_1052	{[0107|00000100]}3D Land: \x0f\x01\x07Lifts on Rails
tip_text_1052	During the ocean scene, the lift will travel along rails. Look ahead to\r\nspot where lifts are going next! Find the premium fighting spot!\r\n
tip_title_1053	{[0107|00000100]}3D Land: \x0f\x01\x07Spike Pillars
tip_text_1053	Spike Pillars will pop out of the ocean at random. They can break lifts\r\nand deal a lot of damage to unlucky fighters.\r\n
