msg_bgm+zh_cn.msbt
bgm_arrange	改编
tip_title_0222	{[0107|00000100]}马尔斯：\x0f\x01\x07炫光剑舞·下（横向必杀技）
tip_text_0222	一边按朝下的方向，一边用四段击连续攻击\r\n对手的脚底。全部击中的话，会有很大的伤害。
tip_title_0223	{[0107|00000100]}马尔斯：\x0f\x01\x07炫光剑舞·上（横向必杀技）
tip_text_0223	一边按上键，一边使出4段击，将打中的对手\r\n向上击飞。善加利用可以进行追击。
tip_title_0224	{[0107|00000100]}修尔克：\x0f\x01\x07莫纳德武技（普通必杀技）
tip_text_0224	在“翔”、“疾”、“盾”、“斩”、“击”这五个模式中切换。\r\n切换后，能力会在一定时间内发生变化。
tip_title_0225	{[0107|00000100]}迪迪刚：\x0f\x01\x07猴子乱抓（横向必杀技）
tip_text_0225	空中抓住的对手，会比在地面上更容易挣脱。\r\n立即按键，然后采取之后的行动吧。
tip_title_0226	{[0107|00000100]}迪迪刚：\x0f\x01\x07香蕉皮的重点（下必杀技）
tip_text_0226	如果地上有自己扔出的香蕉皮，就没法继续扔。\r\n但如果被扔2次的话，香蕉皮就会消失。
tip_title_0227	{[0107|00000100]}皮克敏＆欧力马：\x0f\x01\x07拔皮克敏（普通必杀技）
tip_text_0227	拔出来的皮克敏最多可以带3只。\r\n有3只在身边时，就算拔，也只是徒劳。
tip_title_0228	{[0107|00000100]}洛克人：\x0f\x01\x07用空气炮发射龙卷风（上空中攻击）
tip_text_0228	会竖直向上发射小小的龙卷风。\r\n龙卷风会把击中的对手卷起，带上空中。
tip_title_0230	{[0107|00000100]}迪迪刚：\x0f\x01\x07用木桶喷射器移动（上必杀技）
tip_text_0230	在蓄力的过程中按方向的话，可以改变飞行方向。\r\n另外，在飞行的过程中也能调整移动方向。
tip_title_0231	{[0107|00000100]}洛克人：\x0f\x01\x07蓄能射击的蓄力（横向猛击）
tip_text_0231	向前方发射出强力的蓄能射击。\r\n根据蓄力的时间不同，伤害值和飞行距离都会提升。
tip_title_0232	{[0107|00000100]}Mii 格斗类型：\x0f\x01\x07打桩头锤（下必杀技）
tip_text_0232	如果在空中使用，不会使出踢腿攻击，而是用头锤急速坠下。\r\n面向边缘的话，即使在急速坠下过程中也能抓住。没有边缘或落脚点的话就会失误。
tip_title_0233	{[0107|00000100]}Mii 剑术类型：\x0f\x01\x07连环斩击（普通必杀技）
tip_text_0233	在眼前连续突刺，最后会笔直地将剑刺出。\r\n可以用于和敌人保持距离，是适合防身的剑术。
tip_title_0234	{[0107|00000100]}Mii 格斗类型：\x0f\x01\x07冲天上勾拳（上必杀技）
tip_text_0234	用强烈的上勾拳，卷入对手并升空。\r\n在攻击期间也可以稍微左右移动。
tip_title_0236	{[0107|00000100]}Mii 射击类型：\x0f\x01\x07蓄能炮（普通必杀技）
tip_text_0236	蓄力到最大值后，就是相当强的招式。即使在空中也能蓄力。\r\n在防护罩或跳跃时，可以取消蓄力。
tip_title_0237	{[0107|00000100]}Mii 射击类型: \x0f\x01\x07燃烧火柱（横向必杀技）
tip_text_0237	落到地面时出现的火柱会连续击中对手。\r\n持续时间很长，可以毁掉飞行道具，所以可以作为盾使用。
tip_title_0238	{[0107|00000100]}飞隼队长：\x0f\x01\x07Knee Smash（前空中攻击）
tip_text_0238	招式一开始就迅猛地踢出膝盖。\r\n如果在那瞬间击中对手，就能将其强烈地击飞。
tip_title_0239	{[0107|00000100]}路卡利欧：\x0f\x01\x07神速（上必杀技）
tip_text_0239	按想要飞行的方向，可以改变移动方向。\r\n波导之力越高，移动距离就越长。
tip_title_0240	{[0107|00000100]}路卡利欧：\x0f\x01\x07发劲（横向必杀技）
tip_text_0240	摆好架势以后踏步，让前方发生波导。\r\n波导之力越高，影响范围越大，伤害也越大。
tip_title_0241	{[0107|00000100]}瓦力欧：\x0f\x01\x07瓦力欧反咬的技术（普通必杀技）
tip_text_0241	吃下爆炸道具后，会受到少许伤害，\r\n但是那一瞬间，瓦力欧附近的对手也会受到伤害。
tip_title_0242	{[0107|00000100]}吃豆人：\x0f\x01\x07水果奖赏“樱桃”（普通必杀技）
tip_text_0242	水果奖赏“樱桃”，会以弧线形短距离飞行。\r\n落到地面后会反弹一次。
tip_title_0243	{[0107|00000100]}吃豆人：\x0f\x01\x07水果奖赏“橘子”（普通必杀技）
tip_text_0243	水果奖赏“橘子”的伤害值很低，\r\n但是会笔直飞行，速度又快，很容易击中对手。
tip_title_0244	{[0107|00000100]}吃豆人：\x0f\x01\x07水果奖赏“钥匙”（普通必杀技）
tip_text_0244	“钥匙”会边旋转边笔直地高速飞行。\r\n是水果奖赏中伤害值最高的。
tip_title_0245	{[0107|00000100]}森喜刚：\x0f\x01\x07用森喜刚旋转移动（上必杀技）
tip_text_0245	全身像龙卷风那样旋转着攻击。在空中的话会上升。\r\n比起上升的高度，横向的移动距离更优秀。
tip_title_0246	{[0107|00000100]}皮克敏＆欧力马：\x0f\x01\x07领头的皮克敏
tip_text_0246	欧力马会用领头的皮克敏攻击。\r\n接下来使用的皮克敏，头上会有三角的标记。
tip_title_0247	{[0107|00000100]}路易吉：\x0f\x01\x07下炫耀
tip_text_0247	路易吉的下炫耀，具有很强的陨石效果。\r\n如果击中抓着边缘的对手的手，那感觉真爽！
tip_title_0248	{[0107|00000100]}马尔斯：\x0f\x01\x07炫光剑舞·横（横向必杀技）
tip_text_0248	不按上下方向就发出4连击的话，能把击中的对手\r\n横向击飞。比上下方向的击飞力更高。
tip_title_0249	{[0107|00000100]}林克：\x0f\x01\x07盾
tip_text_0249	无论多么强大的飞行道具，都会被盾挡住。\r\n不会受到一点伤害，防御的破绽也很少。
tip_title_0250	{[0107|00000100]}森喜刚：\x0f\x01\x07前投掷的特性
tip_text_0250	能把对手抱在头顶移动。\r\n在对手挣脱之前向前扔出去吧。
tip_title_0251	{[0107|00000100]}迪迪刚：\x0f\x01\x07花生气枪的信号（普通必杀技）
tip_text_0251	招式蓄力过度的话就会爆炸。\r\n迪迪刚用手压低帽子的话，是爆炸前的信号。
tip_title_0252	{[0107|00000100]}迪迪刚：\x0f\x01\x07香蕉皮（下必杀技）
tip_text_0252	向后扔香蕉皮。\r\n踩到香蕉皮的对手会摔倒。
tip_title_0253	{[0107|00000100]}皮克敏＆欧力马：\x0f\x01\x07皮克敏的体力
tip_text_0253	离开欧力马的皮克敏，\r\n一旦受到对手的攻击，就会一下子被打败。
tip_title_0254	{[0107|00000100]}帝帝帝大王：\x0f\x01\x07超级帝帝帝跳跃（上必杀技）
tip_text_0254	迅猛地跳跃后，急速坠下，碾压对手。\r\n在空中按必杀技键或是向上拨摇杆，可以取消招式。
tip_title_0255	{[0107|00000100]}Mii 剑术类型：\x0f\x01\x07反常急袭斩（横向必杀技）
tip_text_0255	持剑边旋转边沿地形进行突击。\r\n如果击中，能击飞对手，自己也会因反作用力向上升。
tip_title_0256	{[0107|00000100]}Mii 射击类型：\x0f\x01\x07下射弹飞（上必杀技）
tip_text_0256	向正下方射击后，因反作用力而高高升起。\r\n还可以击中想要返场的对手。
tip_title_0257	{[0107|00000100]}吃豆人：\x0f\x01\x07水果奖赏“草莓”（普通必杀技）
tip_text_0257	水果奖赏“草莓”可以飞到稍微远一点的地方，\r\n落到地面后会反弹两次。
tip_title_0258	{[0107|00000100]}吃豆人：\x0f\x01\x07水果奖赏“哈密瓜”（普通必杀技）
tip_text_0258	水果奖赏“哈密瓜”投掷后的动作比较慢，\r\n很难击中对手，但伤害值很高。
tip_title_0259	{[0107|00000100]}吃豆人：\x0f\x01\x07消防栓（下必杀技）
tip_text_0259	在地面设置消防栓。\r\n消防栓里喷出的水可以推走斗士。
tip_title_0260	{[0107|00000100]}吃豆人：\x0f\x01\x07在空中使用消防栓（下必杀技）
tip_text_0260	如果在空中使用，坠落中的消防栓可用来进行攻击。\r\n可以在想要返场的对手正上方使用，会很有效。
tip_title_0262	{[0107|00000100]}酷霸王Jr.：\x0f\x01\x07自爆跳跃（上必杀技）
tip_text_0262	舍弃酷霸王小丑飞船后进行大大的跳跃。\r\n舍弃了的酷霸王小丑飞船会在一段时间内爆炸。
tip_title_0263	{[0107|00000100]}酷霸王Jr.：\x0f\x01\x07飞船撞击（横向必杀技）
tip_text_0263	酷霸王小丑飞船变成卡丁车突进。\r\n速度越快，伤害就越大。
tip_title_0264	{[0107|00000100]}酷霸王Jr.：\x0f\x01\x07机器酷霸王（下必杀技）
tip_text_0264	酷霸王小丑飞船里会有机器酷霸王出来。\r\n机器酷霸王经过一定时间或是碰到对手就会爆炸。
tip_title_0265	{[0107|00000100]}帝帝帝大王：\x0f\x01\x07火箭锤（下必杀技）
tip_text_0265	可以连续按键维持蓄力状态，\r\n但在最大蓄力状态会慢慢受到伤害，要小心。
tip_title_0266	{[0107|00000100]}Mii 剑术类型：\x0f\x01\x07反向斩（下必杀技）
tip_text_0266	挥剑，扬起风，反弹飞行道具。\r\n如果风击中对手，会有让身体方向反转的效果。
tip_title_0267	{[0107|00000100]}耀西：\x0f\x01\x07空中的滚滚蛋（横向必杀技）
tip_text_0267	如果在空中使用，在落到地面之前，\r\n不会造成伤害。
tip_title_0268	{[0107|00000100]}小麦克：\x0f\x01\x07Straight Smash（横向猛击）
tip_text_0268	使用横向猛击时，按向上键，攻击就会变成上勾拳，\r\n然后向上击飞对手。
tip_title_0269	{[0107|00000100]}盖侬多夫：\x0f\x01\x07烈鬼脚（下必杀技）
tip_text_0269	在地面上出招，就会横向飞踢的一种招式。如果在空中出招，\r\n就会急速下踢，招式开始时会有陨石效果。
tip_title_0270	{[0107|00000100]}零装甲萨姆斯：\x0f\x01\x07Slash Dive（下空中攻击）
tip_text_0270	一边朝斜下方急速坠下一边攻击的招式。\r\n因落地的冲击，会给周围造成伤害。
tip_title_0271	{[0107|00000100]}村民：\x0f\x01\x07看门俑火箭的威力（横向必杀技）
tip_text_0271	乘坐看门俑火箭的时候，威力会变高。\r\n而且，按键的话随时都可以降落。
tip_title_0272	{[0107|00000100]}魅塔骑士：\x0f\x01\x07翻转穿梭（上必杀技）
tip_text_0272	一边向上飞一边突刺，转一圈后再度向上突刺。\r\n威力很高，招式开始也很快，对于击落敌人也很有用。
tip_title_0273	喷火龙：Wing Thrust（上强攻击）
tip_text_0273	翅膀的部分不会受到伤害。\r\n被对手从上空攻击时使用此招，很容易取胜。
tip_title_0274	{[0107|00000100]}盖侬多夫：\x0f\x01\x07Leg Sweep（下强攻击）
tip_text_0274	蹲着使出脚踢，将对手向上击飞。\r\n攻击范围很广，在盖侬多夫的招式中也是速度快的。
tip_title_0275	{[0107|00000100]}修尔克：\x0f\x01\x07背砍（横向必杀技）
tip_text_0275	向前方飞起，朝下挥剑。\r\n如果从后方击中对手，会造成更高的伤害。
tip_title_0276	{[0107|00000100]}迪迪刚：\x0f\x01\x07木桶喷射器（上必杀技）
tip_text_0276	如果在发出木桶喷射器的时候受到攻击，\r\n就只有木桶喷射器会飞出去。
tip_title_0277	{[0107|00000100]}Mii 格斗类型：\x0f\x01\x07Cartwheel Kick（上猛击）
tip_text_0277	一边向上踢，一边后空翻。脚的部分是无敌的，\r\n所以很容易打败从上往下攻击的对手。
tip_title_0278	{[0107|00000100]}Mii 格斗类型：\x0f\x01\x07翻身踢（下必杀技）
tip_text_0278	出招时是无敌的，会跳起并翻身。再加上输入按键就会急速坠下施展踢击。\r\n坠下途中，或是着落地点有对手的话，就会自动使出踢击。
tip_title_0279	{[0107|00000100]}Mii 格斗类型：\x0f\x01\x07升天旋转踢（上必杀技）
tip_text_0279	在招式发动过程中，按左右方向，\r\n可以调整向上踢的方向。
tip_title_0280	{[0107|00000100]}Wii Fit教练：\x0f\x01\x07腹式呼吸的时机（下必杀技）
tip_text_0280	外侧的圈圈与内侧的红圈重合时按键，就能成功使用。\r\n连续使用会让圈圈的推进变慢。因为是破绽较大的招式，要注意使用时机。
tip_title_0281	{[0107|00000100]}艾克：\x0f\x01\x07天空中的陨石（上必杀技）
tip_text_0281	向下挥斩时，攻击具有陨石效果。\r\n在落地前会笔直下落，注意不要失误。
tip_title_0283	{[0107|00000100]}卡比：\x0f\x01\x07吸入（普通必杀技）
tip_text_0283	嘴里含着对手，按攻击键后吐出。\r\n可以用吐出的对手撞击其他对手。
tip_title_0284	{[0107|00000100]}卡比：\x0f\x01\x07最终弯刀（上必杀技）
tip_text_0284	一边跳跃一边向上挥斩，再朝正下方挥斩。\r\n向下挥斩后发出的冲击波也能给予伤害。
tip_title_0286	{[0107|00000100]}飞隼队长：\x0f\x01\x07用飞隼俯冲连续攻击（上必杀技）
tip_text_0286	跳起抓住对手，以爆炸将之击飞的招式。\r\n如果击中，就能在空中再次使出相同招式。
tip_title_0287	{[0107|00000100]}酷霸王Jr.：\x0f\x01\x07飞船大炮（普通必杀技）
tip_text_0287	从酷霸王小丑飞船的大炮里发射出铁球。\r\n连续按键的话，铁球的伤害值和速度就会提高。
tip_title_0288	{[0107|00000100]}甲贺忍蛙：\x0f\x01\x07替身（下必杀技）
tip_text_0288	如果被攻击，会用圆柱或人偶做“替身”，隐去真身，\r\n然后从远处的地方出现发动攻击。
tip_title_0289	{[0107|00000100]}萨姆斯：\x0f\x01\x07炸弹（下必杀技）
tip_text_0289	变成圆球后，当场丢下炸弹。\r\n如果被落下的炸弹气浪击中，就会稍稍跳起来。
tip_title_0290	{[0107|00000100]}修尔克：\x0f\x01\x07莫纳德武技“疾”（普通必杀技）
tip_text_0290	在“SPEED（疾）”里，移动速度被强化了，\r\n但是给予伤害值和跳跃力会下降。
tip_title_0291	{[0107|00000100]}修尔克：\x0f\x01\x07莫纳德武技“盾”（普通必杀技）
tip_text_0291	在“SHIELD（盾）”里，防护罩的能力被强化，\r\n但是移动速度、跳跃力和给予伤害值会下降。
tip_title_0292	{[0107|00000100]}修尔克：\x0f\x01\x07莫纳德武技“斩”（普通必杀技）
tip_text_0292	“BUSTER（斩）”里，给予的伤害值会提高，\r\n但是击飞力大幅度下降，受到的伤害值也会变多。
tip_title_0293	{[0107|00000100]}修尔克：\x0f\x01\x07莫纳德武技“击”（普通必杀技）
tip_text_0293	“SMASH（击）”，击飞力被强化，\r\n但是给予的伤害值会下降，容易被击飞。
tip_title_0294	{[0107|00000100]}塞尔达：\x0f\x01\x07娜如之爱（普通必杀技）
tip_text_0294	布下魔法的结界，反射对手的飞行道具。\r\n不只是保护自身，会给靠近的对手造成伤害。
tip_title_0295	{[0107|00000100]}零装甲萨姆斯：\x0f\x01\x07等离子鞭（横向必杀技）
tip_text_0295	像鞭子一样甩出等离子，向前方挥舞。\r\n长按按键会将鞭子上挥，可用于对空攻击和追击。
tip_title_0296	{[0107|00000100]}零装甲萨姆斯：\x0f\x01\x07Slant Paralyzer（下猛击）
tip_text_0296	向斜下方射出麻痹枪。击中的对手会麻痹，\r\n在一定时间内动弹不得，所以这是连续攻击的好机会。
tip_title_0297	{[0107|00000100]}索尼克：\x0f\x01\x07旋转蓄力的威力提升（下必杀技）
tip_text_0297	使出招式时，按住下键的同时连续按键，\r\n给予的伤害值和移动速度会提升。
tip_title_0298	{[0107|00000100]}迪迪刚：\x0f\x01\x07猴子乱抓后飞踢（横向必杀技）
tip_text_0298	在猛扑时按攻击键，就会变成飞踢。\r\n飞踢的威力很高，还具有击飞力。
tip_title_0299	{[0107|00000100]}迪迪刚：\x0f\x01\x07猴子乱抓的用法（横向必杀技）
tip_text_0299	紧紧抓住敌人后，按攻击键可以横向击飞，\r\n如果按跳跃键，就能以对手为踏板跳跃。
tip_title_0300	{[0107|00000100]}帝帝帝大王：\x0f\x01\x07投掷黑刺球的技巧（横向必杀技）
tip_text_0300	在击打前按方向的话，可以分别向上中下3个方向\r\n击打黑刺球。弹起的方式会因击打方向变化。
tip_title_0301	{[0107|00000100]}帝帝帝大王：\x0f\x01\x07吸入（普通必杀技）
tip_text_0301	吸入对手后，再次按键将其吐出。\r\n可以用吐出的对手撞击其他对手。
tip_title_0302	{[0107|00000100]}吃豆人：\x0f\x01\x07吃豆跳跃（上必杀技）
tip_text_0302	设置弹簧垫，大大地跳跃。\r\n每次弹起，跳跃的高度都会比上一次高。
tip_title_0303	{[0107|00000100]}吃豆人：\x0f\x01\x07水果奖赏“苹果”（普通必杀技）
tip_text_0303	水果奖赏“苹果”向下投掷后，\r\n会反弹数次飞起。
tip_title_0304	{[0107|00000100]}帕露蒂娜：\x0f\x01\x07瞬间移动（上必杀技）
tip_text_0304	隐身后，会传送到稍远的位置。\r\n在传送之前输入方向的话，可以调节移动方向。
tip_title_0314	{[0107|00000100]}皮卡丘：\x0f\x01\x07电击（普通必杀技）
tip_text_0314	“电击”会沿着地形边弹起边前进。\r\n可以攻击抓着边缘的对手。
tip_title_0315	{[0107|00000100]}皮克敏＆欧力马：\x0f\x01\x07投掷皮克敏（横向必杀技）
tip_text_0315	投出去的皮克敏会贴住对手连续攻击。\r\n但紫色皮克敏只撞击敌人，不会贴住。
tip_title_0316	{[0107|00000100]}皮克敏＆欧力马：\x0f\x01\x07投掷皮克敏（横向必杀技）
tip_text_0316	投出去的皮克敏贴住对手的期间，\r\n对手的累积伤害越小，贴的时间就越长。
tip_title_0317	{[0107|00000100]}火狐：\x0f\x01\x07火狐幻影（横向必杀技）
tip_text_0317	在地面上出招的话，必定会在边缘停止，所以不必太担心自毁。\r\n在没有障碍物的空中使用的话，会冲过头，容易导致自毁。
tip_title_0318	{[0107|00000100]}黑暗彼特：\x0f\x01\x07豪腕电击勾拳（横向必杀技）
tip_text_0318	向前突进，将碰到的对手强力击飞。\r\n比起“豪腕冲刺上勾拳”，击飞得较弱，带有电击属性。
tip_title_0319	{[0107|00000100]}胖丁：\x0f\x01\x07唱歌（上必杀技）
tip_text_0319	让地面上的对手听唱歌后，就能让对手睡着。\r\n对手累积的伤害越多，睡眠时间越长。
tip_title_0320	{[0107|00000100]}马力欧：\x0f\x01\x07Lead Headbutt（上猛击）
tip_text_0320	向上放出强烈的头锤。此时，马力欧的头是无敌的。\r\n便于迎击从上方攻击过来的对手。
tip_title_0321	{[0107|00000100]}村民：\x0f\x01\x07收起 / 取出（普通必杀技）
tip_text_0321	可以把道具和对手的飞行道具收进口袋。\r\n如果按必杀技键，就能取出收进去的物品。
tip_title_0322	{[0107|00000100]}村民：\x0f\x01\x07播种 / 浇水 / 砍伐（下必杀技）
tip_text_0322	招式包含播种、浇水、砍伐这3个阶段。播种只有在地面上\r\n才会成功，失败的话会造成很大破绽，请注意。
tip_title_0323	{[0107|00000100]}耀西：\x0f\x01\x07滚滚蛋进行滚滚攻击（横向必杀技）
tip_text_0323	变成蛋，在地面上猛烈滚动。\r\n速度越快，势头和威力就越高。
tip_title_0324	{[0107|00000100]}耀西：\x0f\x01\x07蛋状态（普通必杀技）
tip_text_0324	累积伤害越高，变为蛋的持续时间越长。\r\n拼命挣扎的话，就能快速解除蛋状态。
tip_title_0325	{[0107|00000100]}耀西：\x0f\x01\x07扔蛋的威力（上必杀技）
tip_text_0325	扔蛋的力道会根据按键的时长变化。\r\n稍微按一下就扔得轻，按的时间长就力度大。
tip_title_0326	{[0107|00000100]}耀西：\x0f\x01\x07撞地的威力（下必杀技）
tip_text_0326	撞地的伤害值和击飞力，\r\n在地面上使用时稍微高一些。
tip_title_0327	{[0107|00000100]}耀西：\x0f\x01\x07Noggin Dunk（前空中攻击）
tip_text_0327	稍微站好后，就用力向下撞头。\r\n威力很高，在头的上部会有陨石效果。
tip_title_0328	喷火龙：喷射火焰（普通必杀技）
tip_text_0328	按住按键不放，能不断喷出火焰。\r\n火势会慢慢减弱，要注意。
tip_title_0329	{[0107|00000100]}小麦克：\x0f\x01\x07滑步反击（下必杀技）
tip_text_0329	看起来像是受伤了，然后给予反击的一种逆转招式。\r\n反击的时候是无敌的，所以不会被对手阻碍。
tip_title_0330	{[0107|00000100]}小麦克：\x0f\x01\x07闪电上勾拳（上必杀技）
tip_text_0330	一边使出强力的上勾拳，一边上升。\r\n在地面使用时，可以比空中上升得更高。
tip_title_0331	{[0107|00000100]}小麦克：\x0f\x01\x07变化成K.O.上勾拳（普通必杀技）
tip_text_0331	受伤或是受到攻击时，K.O.槽就会积累。\r\n槽满后，就能使用一击必杀的K.O.上勾拳。
tip_title_0333	{[0107|00000100]}鲁弗莱：\x0f\x01\x07雷电的种类（普通必杀技）
tip_text_0333	根据蓄力的时间，可以分别使用4种魔法。\r\n可以通过魔道书的发光颜色来确认蓄力的阶段。
tip_title_0334	{[0107|00000100]}鲁弗莱：\x0f\x01\x07魔道书的变化
tip_text_0334	在乱斗中很难注意到，但是魔道书的封面\r\n会随着蓄力的阶段而变化。
tip_title_0335	{[0107|00000100]}鲁弗莱：\x0f\x01\x07雷电（普通必杀技）
tip_text_0335	不蓄力直接发射的话，会变成“雷电”。\r\n威力低而速度快，所以用来突袭会很有效。
tip_title_0336	{[0107|00000100]}鲁弗莱：\x0f\x01\x07雷电的1级蓄力招式（普通必杀技）
tip_text_0336	一旦开始发出黄色的光，就能发射“狂雷”了。\r\n比“雷电”威力高，飞得更远，但会稍慢。
tip_title_0338	{[0107|00000100]}机器人：\x0f\x01\x07机器人升空（上必杀技）
tip_text_0338	机器人升空的燃料，在地面上的话会慢慢回复。\r\n要注意如果只进行空中战的话，就没有什么机会回复燃料。
tip_title_0339	{[0107|00000100]}瓦力欧：\x0f\x01\x07瓦力欧放屁的瓦斯（下必杀技）
tip_text_0339	瓦斯蓄到最大值后，瓦力欧的身体会发光。\r\n另外，肚子里积蓄的瓦斯即使在被击落的情况下也不会消失。
tip_title_0340	{[0107|00000100]}Mii 格斗类型：\x0f\x01\x07瞬发百裂脚（横向必杀技）
tip_text_0340	自己的伤害越多，就越能用最后的脚踢将对手大幅度击飞。\r\n一旦使用，需要一些时间让击飞力复原。
tip_title_0341	{[0107|00000100]}Mii 格斗类型：\x0f\x01\x07投掷铁球（普通必杀技）
tip_text_0341	像推铅球一样向斜上方抛出铁球。\r\n用来阻挠返场的对手会很有用。
tip_title_0342	{[0107|00000100]}Mii 格斗类型：\x0f\x01\x07天地踢（上必杀技）
tip_text_0342	用Flash Kick急速上升，在到顶前按下按键，可以使出足跟劈进行追击。\r\n足跟劈会有强烈的陨石效果，但没有地面的话就会出现失误。
tip_title_0343	{[0107|00000100]}Mii 格斗类型：\x0f\x01\x07燃烧击落踢（横向必杀技）
tip_text_0343	燃烧着火焰，一边横向大幅度跳起，一边使出击落踢。\r\n一旦击中对手，会因反作用力而微微向上跳起。
tip_title_0344	{[0107|00000100]}Mii 剑术类型：\x0f\x01\x07反击（下必杀技）
tip_text_0344	承受对手的攻击后进行反击。\r\n因为成功后能快速行动，所以也可以见机进行追击。
tip_title_0345	{[0107|00000100]}Mii 剑术类型：\x0f\x01\x07环刃（横向必杀技）
tip_text_0345	投掷圆环状的飞行道具。撞到后就会插入。\r\n在投之前按上下方向，可以调整投掷角度。
tip_title_0346	{[0107|00000100]}Mii 剑术类型：\x0f\x01\x07环刃的特性（横向必杀技）
tip_text_0346	输入快弹后，环刃的攻击力和速度会提高。\r\n在投掷前的瞬间输入上下方向，可以调整角度。
tip_title_0347	{[0107|00000100]}Mii 剑术类型：\x0f\x01\x07龙卷风剑气的弹道（普通必杀技）
tip_text_0347	大幅度地挥剑，会卷起竖长形龙卷风。\r\n特征是弹道会在发射后稍稍下沉，然后再次弹起。
tip_title_0348	{[0107|00000100]}Mii 剑术类型：\x0f\x01\x07火箭式下刺（上必杀技）
tip_text_0348	边向上挥斩边上升后，剑向下突刺并急速坠下。\r\n在落下来的过程中，剑会有陨石效果。
tip_title_0349	{[0107|00000100]}Mii 剑术类型：\x0f\x01\x07火箭式下刺的贯穿（上必杀技）
tip_text_0349	落地时，刺入落脚点的剑也有攻击力。\r\n位于落脚点下方的对手也可能会受到攻击。
tip_title_0350	{[0107|00000100]}Mii 剑术类型：\x0f\x01\x07回旋斩（上必杀技）
tip_text_0350	一边在场地上旋转，一边挥砍周围。\r\n在空中出招后会上升，所以也可以用于返场。
tip_title_0352	{[0107|00000100]}Mii 剑术类型：\x0f\x01\x07光手里剑（普通必杀技）
tip_text_0352	投掷出去的手里剑飞得越远，造成的伤害越大。\r\n近距离即使击中对手，也不会打断他的动作。
tip_title_0353	{[0107|00000100]}Mii 剑术类型：\x0f\x01\x07疾风刺（横向必杀技）
tip_text_0353	蓄力越多，猛冲速度和攻击力就会上升。\r\n在空中使出时，猛冲后便会无防备地落下来。
tip_title_0354	{[0107|00000100]}Mii 射击类型：\x0f\x01\x07臂炮火箭（上必杀技）
tip_text_0354	从手臂加农炮里喷射出气流后往上飞。\r\n虽然没有攻击力，但可以在上升过程中调整方向。
tip_title_0355	{[0107|00000100]}Mii 射击类型：\x0f\x01\x07吸纳能量（下必杀技）
tip_text_0355	可以张开能吸收能量系飞行道具的保护罩。\r\n当开始张开保护罩或吸收飞行道具时，会产生只有一瞬间的攻击判定。
tip_title_0357	{[0107|00000100]}Mii 射击类型：\x0f\x01\x07滚地炸弹（下必杀技）
tip_text_0357	第2颗炸弹即将射出时，第1颗就会爆炸。\r\n炸弹会因对手的攻击而弹回，得小心。
tip_title_0358	{[0107|00000100]}Mii 射击类型：\x0f\x01\x07榴弹发射器（普通必杀技）
tip_text_0358	以弧线发射出的子弹有助于阻止边缘外对手的返回。\r\n飞行距离不会改变，所以使用时要注意不要让人看透弹道。
tip_title_0359	{[0107|00000100]}Mii 射击类型：\x0f\x01\x07隐形炸弹（横向必杀技）
tip_text_0359	按住按键，炸弹会飞得很远。松开按键后就会爆炸。\r\n卷入爆炸中的敌人会被击飞得很远。
tip_title_0360	{[0107|00000100]}Mii 射击类型：\x0f\x01\x07导弹（横向必杀技）
tip_text_0360	普通按键的话，会发射出追踪能力很强的导弹。\r\n如果输入快弹，就会变成笔直飞行的强力导弹。
tip_title_0361	{[0107|00000100]}Mii 射击类型：\x0f\x01\x07连环射击（普通必杀技）
tip_text_0361	从手臂加农炮里发射出的光束，\r\n不但可以连射，还能让击中的对手稍稍退缩。
tip_title_0362	{[0107|00000100]}Mii 射击类型：\x0f\x01\x07反射罩（下必杀技）
tip_text_0362	展开可以反射飞行道具的反射罩。\r\n反射过的飞行道具会变得比反射前更强。
tip_title_0363	{[0107|00000100]}Mr. Game & Watch：\x0f\x01\x07火灾（上必杀技）
tip_text_0363	急救员出现，将Mr. Game & Watch高高吊起。\r\n跳跃时，会将附近的对手稍稍推出。
tip_title_0364	{[0107|00000100]}卡比：\x0f\x01\x07吸入道具（普通必杀技）
tip_text_0364	可以吸入部分道具。可以回复少量伤害，\r\n但如果吸入爆炸物，就会受伤。
tip_title_0365	{[0107|00000100]}盖侬多夫：\x0f\x01\x07魔人拳（普通必杀技）
tip_text_0365	按键后迅速向后方转，\r\n就会转身向背后挥拳，威力也会有少许提高。
tip_title_0367	{[0107|00000100]}零装甲萨姆斯：\x0f\x01\x07前空翻的陨石效果（下必杀技）
tip_text_0367	在出招的过程中按攻击键后，就会使出脚踢。\r\n这种脚踢的威力很高，还具有强力的陨石效果。
tip_title_0368	{[0107|00000100]}打猎：\x0f\x01\x07飞碟射击（横向必杀技）
tip_text_0368	输入快弹，可改变投掷飞碟的速度。\r\n按按键后，快枪手会射击，如果击中了飞碟，可以给予附近的对手伤害。
tip_title_0369	{[0107|00000100]}打猎：\x0f\x01\x07特技射击（普通必杀技）
tip_text_0369	踢出碰到对手便会爆炸的罐子，按按键可以射击。\r\n射击的话，可以将罐子弹跳至前方。
tip_title_0373	{[0107|00000100]}帕露蒂娜：\x0f\x01\x07爆炎（横向必杀技）
tip_text_0373	会在离开自己稍远一点的地方爆炸。能够席卷附近的\r\n对手并造成连击，最后再远远地将其击飞。
tip_title_0374	{[0107|00000100]}彼特：\x0f\x01\x07飞翔奇迹（上必杀技）
