msg_bgm+jp_ja.msbt
bgm_arrange	アレンジ
tip_title_1265	{[0107|00000100]}シモン ： \x0f\x01\x07グランドクロス  【{r2[さいご]}最後{/r2}の{r2[き]}切{/r2}りふだ】
tip_text_1265	{r2[ぜんぽう]}前方{/r2}に{r2[きょだい]}巨大{/r2}な{r2[ひつぎ]}棺{/r2}を{r2[しゅつげん]}出現{/r2}させ、{r2[ふ]}触{/r2}れた{r2[あいて]}相手{/r2}を{r2[ふう]}封{/r2}じ{r2[こ]}込{/r2}める。\r\n{r2[せいすい]}聖水{/r2}の{r2[ひばしら]}火柱{/r2}で{r2[こうそく]}拘束{/r2}したり、{r2[あいて]}相手{/r2}が{r2[たお]}倒{/r2}れている{r2[とき]}時{/r2}を{r2[ねら]}狙{/r2}うと{r2[あ]}当{/r2}てやすい。
tip_title_1266	スネークの{r2[はつとうじょうさくひん]}初登場作品{/r2}
tip_text_1266	スネークの{r2[はつとうじょう]}初登場{/r2}は、１９８７{r2[ねん]}年{/r2}{r2[はつばい]}発売{/r2}の『メタルギア』。\r\n{r2[そうび]}装備{/r2}も{r2[ぶき]}武器{/r2}も{r2[げんち]}現地{/r2}{r2[ちょうたつ]}調達{/r2}という{r2[じょうけんか]}条件下{/r2}で、スニーキングミッションに{r2[いど]}挑{/r2}む。
tip_title_1267	{[0107|00000100]}スネーク ： \x0f\x01\x07{r2[げんさく]}原作{/r2}では
tip_text_1267	{r2[てき]}敵{/r2}のアジトに{r2[たんどく]}単独{/r2}{r2[せんにゅう]}潜入{/r2}し、テロリストの{r2[けいかく]}計画{/r2}を{r2[く]}食{/r2}い{r2[と]}止{/r2}めるべく、{r2[しとう]}死闘{/r2}を{r2[く]}繰{/r2}り{r2[ひろ]}広{/r2}げる。\r\n{r2[おんみつ]}隠密{/r2}{r2[こうどう]}行動{/r2}を{r2[おこな]}行{/r2}うか、{r2[じゅう]}銃{/r2}や{r2[ばくだん]}爆弾{/r2}などを{r2[つか]}使{/r2}って、{r2[はで]}派手{/r2}に{r2[あば]}暴{/r2}れるかはプレイヤー{r2[しだい]}次第{/r2}。
tip_title_1268	{[0107|00000100]}スネーク ： \x0f\x01\x07{r2[しゅりゅうだん]}手榴弾{/r2}  【{r2[つうじょう]}通常{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1268	ピンを{r2[ぬ]}抜{/r2}いてから{r2[やく]}約{/r2}２．５{r2[びょう]}秒{/r2}で{r2[ばくはつ]}爆発{/r2}する。{r2[な]}投{/r2}げてぶつけても{r2[あいて]}相手{/r2}はひるまない。\r\n{r2[ばくはつ]}爆発{/r2}には{r2[じぶん]}自分{/r2}も{r2[ま]}巻{/r2}き{r2[こ]}込{/r2}まれるので、タイミングを{r2[みはか]}見計{/r2}らう{r2[ひつよう]}必要{/r2}がある。
tip_title_1269	{[0107|00000100]}スネーク ： \x0f\x01\x07{r2[しゅりゅうだん]}手榴弾{/r2}の{r2[しょじ]}所持{/r2}  【{r2[つうじょう]}通常{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1269	{r2[ひっさつ]}必殺{/r2}ワザボタンを{r2[お]}押{/r2}し{r2[つづ]}続{/r2}けると、{r2[しゅりゅうだん]}手榴弾{/r2}を{r2[も]}持{/r2}ったまま{r2[いどう]}移動{/r2}できる。\r\n{r2[ぜんご]}前後{/r2}へ{r2[ある]}歩{/r2}くこともでき、ジャンプや{r2[くうちゅう]}空中{/r2}ジャンプも{r2[かのう]}可能{/r2}。
tip_title_1270	{[0107|00000100]}スネーク ： \x0f\x01\x07{r2[しゅりゅうだん]}手榴弾{/r2}の{r2[な]}投{/r2}げ{r2[わ]}分{/r2}け  【{r2[つうじょう]}通常{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1270	スティックを{r2[たお]}倒{/r2}す{r2[ほうこう]}方向{/r2}によって、{r2[きん]}近{/r2}・{r2[ちゅう]}中{/r2}・{r2[えん]}遠{/r2}の３{r2[とお]}通{/r2}りの{r2[きょり]}距離{/r2}へ{r2[な]}投{/r2}げ{r2[わ]}分{/r2}けられる。\r\nシールドボタンを{r2[お]}押{/r2}すと、{r2[な]}投{/r2}げずにその{r2[ば]}場{/r2}に{r2[お]}落{/r2}とす。
tip_title_1271	{[0107|00000100]}スネーク ： \x0f\x01\x07リモコンミサイル  【{r2[よこ]}横{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1271	{r2[はっしゃ]}発射{/r2}{r2[ご]}後{/r2}はミサイルを{r2[じゆう]}自由{/r2}に{r2[そうさ]}操作{/r2}できるが、{r2[じぶん]}自分{/r2}{r2[じしん]}自身{/r2}は{r2[うご]}動{/r2}けなくなる。\r\n{r2[あいて]}相手{/r2}が{r2[じぶん]}自分{/r2}に{r2[こうげき]}攻撃{/r2}しようとしたら、シールドボタンを{r2[お]}押{/r2}してキャンセルだ。
tip_title_1272	{[0107|00000100]}スネーク ： \x0f\x01\x07サイファー  【{r2[うえ]}上{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1272	{r2[じょうしょうちゅう]}上昇中{/r2}に{r2[こうげき]}攻撃{/r2}や{r2[かいひ]}回避{/r2}などを{r2[おこな]}行{/r2}うと、サイファーを{r2[て]}手{/r2}{r2[ばな]}放{/r2}すことができる。\r\n{r2[くうちゅう]}空中{/r2}でダメージを{r2[う]}受{/r2}けると、もう{r2[いちど]}一度{/r2}{r2[つか]}使{/r2}える。
tip_title_1273	{[0107|00000100]}スネーク ： \x0f\x01\x07C4{r2[ばくだん]}爆弾{/r2}  【{r2[した]}下{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1273	{r2[あしもと]}足元{/r2}に{r2[せっち]}設置{/r2}したC4{r2[ばくだん]}爆弾{/r2}は、もう{r2[いちど]}一度{/r2}{r2[した]}下{/r2}{r2[ひっさつ]}必殺{/r2}ワザを{r2[にゅうりょく]}入力{/r2}することで{r2[ばくはつ]}爆発{/r2}する。\r\n{r2[くうちゅう]}空中{/r2}でわざと{r2[じばく]}自爆{/r2}することで、{r2[ふっき]}復帰{/r2}に{r2[つか]}使{/r2}うこともできる。
tip_title_1274	{[0107|00000100]}スネーク ： \x0f\x01\x07C4{r2[ばくだん]}爆弾{/r2}  バタフライ{r2[がた]}型{/r2}  【{r2[した]}下{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1274	たまに、C4{r2[ばくだん]}爆弾{/r2}ではなく、バタフライ{r2[がた]}型{/r2}C3{r2[ばくだん]}爆弾{/r2}を{r2[せっち]}設置{/r2}する。\r\n{r2[み]}見{/r2}た{r2[め]}目{/r2}は{r2[ちが]}違{/r2}うが、{r2[なかみ]}中身{/r2}は{r2[おな]}同{/r2}じ。
tip_title_1275	{[0107|00000100]}スネーク ： \x0f\x01\x07C4{r2[ばくだん]}爆弾{/r2}の{r2[せっち]}設置{/r2}{r2[ばしょ]}場所{/r2}  【{r2[した]}下{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1275	C4{r2[ばくだん]}爆弾{/r2}は{r2[ゆか]}床{/r2}だけではなく、カベや{r2[あいて]}相手{/r2}にもくっつけることができる。\r\n{r2[じかん]}時間{/r2}が{r2[た]}経{/r2}つと{r2[じどうてき]}自動的{/r2}に{r2[ばくはつ]}爆発{/r2}してしまうので、{r2[きばく]}起爆{/r2}のタイミングには{r2[ちゅうい]}注意{/r2}が{r2[ひつよう]}必要{/r2}。
tip_title_1276	{[0107|00000100]}スネーク ： \x0f\x01\x07{r2[えんご]}援護{/r2}{r2[しゃげき]}射撃{/r2}  【{r2[さいご]}最後{/r2}の{r2[き]}切{/r2}りふだ】
tip_text_1276	{r2[さいご]}最後{/r2}の{r2[き]}切{/r2}りふだでは、ロックオンした{r2[あいて]}相手{/r2}に５{r2[はつ]}発{/r2}のミサイルを{r2[う]}撃{/r2}つ。\r\nロックオンに{r2[しっぱい]}失敗{/r2}しても、ミサイルは{r2[と]}飛{/r2}ぶ。
tip_title_1277	{[0107|00000100]}スネーク ： \x0f\x01\x07{r2[こうそく]}拘束{/r2}{r2[かいほう]}解放{/r2}  【{r2[した]}下{/r2}{r2[な]}投{/r2}げ】
tip_text_1277	{r2[あいて]}相手{/r2}をその{r2[ば]}場{/r2}に{r2[ね]}寝{/r2}かせて{r2[かなら]}必{/r2}ずダウンさせることができる、{r2[とくしゅ]}特殊{/r2}な{r2[な]}投{/r2}げワザ。\r\n{r2[あいて]}相手{/r2}の{r2[う]}受{/r2}けているダメージが{r2[たか]}高{/r2}いほど、その{r2[ご]}後{/r2}の{r2[じょうきょう]}状況{/r2}が{r2[ゆうり]}有利{/r2}になる。
tip_title_1278	{[0107|00000100]}スネーク ： \x0f\x01\x07ダンボール
tip_text_1278	アピールでは、スネークが{r2[あい]}愛{/r2}するダンボールに{r2[かく]}隠{/r2}れる。\r\n{r2[あいて]}相手{/r2}ファイターが{r2[ちか]}近{/r2}づいて、ダンボールを{r2[ひろ]}拾{/r2}うと……。
tip_title_1279	{[0107|00000100]}スネーク ： \x0f\x01\x07ダンボールで{r2[こうげき]}攻撃{/r2}
tip_text_1279	アピールで{r2[かぶ]}被{/r2}るダンボールは、{r2[す]}捨{/r2}てた{r2[とき]}時{/r2}に{r2[あいて]}相手{/r2}にダメージを{r2[あた]}与{/r2}えられる。\r\n{r2[せなか]}背中{/r2}{r2[がわ]}側{/r2}にダンボールを{r2[お]}落{/r2}とすため、{r2[こうげき]}攻撃{/r2}として{r2[つか]}使{/r2}う{r2[ばあい]}場合{/r2}は、{r2[む]}向{/r2}きに{r2[ちゅうい]}注意{/r2}。
tip_title_1280	ゼニガメの{r2[はつとうじょうさくひん]}初登場作品{/r2}
tip_text_1280	ゼニガメの{r2[はつとうじょう]}初登場{/r2}は、１９９６{r2[ねん]}年{/r2}{r2[はつばい]}発売{/r2}の『ポケットモンスター {r2[あか]}赤{/r2}・{r2[みどり]}緑{/r2}』。\r\n{r2[おも]}主{/r2}にみずタイプのわざを{r2[とくい]}得意{/r2}とする、かめのこポケモン。
tip_title_1281	ゼニガメ ： {r2[げんさく]}原作{/r2}では
tip_text_1281	『ポケットモンスター {r2[あか]}赤{/r2}・{r2[みどり]}緑{/r2}』の{r2[さいしょ]}最初{/r2}に、オーキド{r2[はかせ]}博士{/r2}からもらえる３{r2[びき]}匹{/r2}のうちの１{r2[ぴき]}匹{/r2}。\r\nつりざおを{r2[にゅうしゅ]}入手{/r2}するまで、{r2[じょばん]}序盤{/r2}では{r2[きちょう]}貴重{/r2}なみずタイプ。{r2[よんそく]}四足{/r2}{r2[ほこう]}歩行{/r2}も、{r2[にそく]}二足{/r2}{r2[ほこう]}歩行{/r2}もできる。
tip_title_1282	ゼニガメ ： みずでっぽう  【{r2[つうじょう]}通常{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1282	{r2[くち]}口{/r2}から{r2[いきお]}勢{/r2}いよく{r2[みず]}水{/r2}を{r2[はっしゃ]}発射{/r2}し、{r2[あいて]}相手{/r2}を{r2[つよ]}強{/r2}く{r2[お]}押{/r2}し{r2[なが]}流{/r2}す。\r\nダメージは{r2[あた]}与{/r2}えられないが、{r2[ふっき]}復帰{/r2}の{r2[じゃま]}邪魔{/r2}をすることができる。
tip_title_1283	ゼニガメ ： からにこもる  【{r2[よこ]}横{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1283	{r2[かいてん]}回転{/r2}しながら{r2[すばや]}素早{/r2}く{r2[いどう]}移動{/r2}し、{r2[あいて]}相手{/r2}に{r2[とっしん]}突進{/r2}する。\r\nからにこもっている{r2[あいだ]}間{/r2}はダメージを{r2[う]}受{/r2}けない。
tip_title_1284	ゼニガメ ： からにこもるの{r2[とっしん]}突進{/r2}  【{r2[よこ]}横{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1284	{r2[とっしん]}突進{/r2}と{r2[ぎゃく]}逆{/r2}{r2[ほうこう]}方向{/r2}にスティックを{r2[にゅうりょく]}入力{/r2}していれば、すべって{r2[い]}行{/r2}く{r2[きょり]}距離{/r2}を{r2[ちぢ]}縮{/r2}められる。\r\n{r2[あいて]}相手{/r2}やシールドにぶつかった{r2[とき]}時{/r2}は、{r2[とお]}通{/r2}り{r2[ぬ]}抜{/r2}けずに{r2[は]}跳{/r2}ね{r2[かえ]}返{/r2}されてしまう｡ 
tip_title_1285	ゼニガメ ： からにこもるの{r2[じゃくてん]}弱点{/r2}  【{r2[よこ]}横{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1285	{r2[とっしん]}突進{/r2}{r2[ちゅう]}中{/r2}に{r2[うえ]}上{/r2}から{r2[ふ]}踏{/r2}まれてしまうと、ひっくり{r2[かえ]}返{/r2}り{r2[むぼうび]}無防備{/r2}に。\r\n{r2[お]}起{/r2}き{r2[あ]}上{/r2}がるまでの{r2[あいだ]}間{/r2}、{r2[うご]}動{/r2}くことができないため、{r2[おお]}大{/r2}きなスキができてしまう。
tip_title_1286	ゼニガメ ： たきのぼり  【{r2[うえ]}上{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1286	{r2[じょうしょうちゅう]}上昇中{/r2}にスティック{r2[ぜんごにゅうりょく]}前後入力{/r2}で、のぼる{r2[ほうこう]}方向{/r2}を{r2[すこ]}少{/r2}しだけ{r2[か]}変{/r2}えられる。\r\n{r2[ふっき]}復帰{/r2}だけではなく、{r2[じょうくう]}上空{/r2}にいる{r2[あいて]}相手{/r2}への{r2[ついげき]}追撃{/r2}も{r2[ねら]}狙{/r2}える。
tip_title_1287	ダークサムスの{r2[はつとうじょう]}初登場{/r2}{r2[さくひん]}作品{/r2}
tip_text_1287	ダークサムスの{r2[はつとうじょう]}初登場{/r2}は、２００３{r2[ねん]}年{/r2}{r2[はつばい]}発売{/r2}の『メトロイドプライム』。\r\nサムスの{r2[いでんしじょうほう]}遺伝子情報{/r2}を{r2[と]}取{/r2}り{r2[こ]}込{/r2}んだメトロイドプライムの{r2[さいぼう]}細胞{/r2}から{r2[たんじょう]}誕生{/r2}。{r2[たか]}高{/r2}い{r2[ちのう]}知能{/r2}を{r2[も]}持{/r2}つ。
tip_title_1288	{[0107|00000100]}ダークサムス ： \x0f\x01\x07{r2[げんさく]}原作{/r2}では
tip_text_1288	{r2[ほうしゃせいぶっしつ]}放射性物質{/r2}「フェイゾン」をエネルギー{r2[げん]}源{/r2}とするフェイゾン{r2[せいめいたい]}生命体{/r2}。\r\nアームキャノンを{r2[つか]}使{/r2}った{r2[こうげき]}攻撃{/r2}や、{r2[しゅんかんいどう]}瞬間移動{/r2}、{r2[とうめいか]}透明化{/r2}などの{r2[のうりょく]}能力{/r2}も{r2[そな]}備{/r2}えていた。
tip_title_1289	{[0107|00000100]}ダークサムス ： \x0f\x01\x07チャージショット  【{r2[つうじょう]}通常{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1289	{r2[さいだい]}最大{/r2}までためたチャージショットは、かなり{r2[きょうりょく]}強力{/r2}。{r2[くうちゅう]}空中{/r2}でも{r2[ちじょう]}地上{/r2}と{r2[おな]}同{/r2}じように\r\nためることができる。ためずに{r2[れんしゃ]}連射{/r2}するのも、ひとつの{r2[つか]}使{/r2}いみち。
tip_title_1290	{[0107|00000100]}ダークサムス ： \x0f\x01\x07ミサイル  【{r2[よこ]}横{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1290	ゆるやかに{r2[あいて]}相手{/r2}をホーミングするミサイルを{r2[はっしゃ]}発射{/r2}する。\r\nはじき{r2[にゅうりょく]}入力{/r2}で{r2[だ]}出{/r2}すと、{r2[ちょくしん]}直進{/r2}するスーパーミサイルを{r2[はっしゃ]}発射{/r2}。
tip_title_1291	{[0107|00000100]}ダークサムス ： \x0f\x01\x07スクリューアタック  【{r2[うえ]}上{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1291	{r2[ふっき]}復帰{/r2}に{r2[つか]}使{/r2}う{r2[ばあい]}場合{/r2}、ガケに{r2[せ]}背{/r2}を{r2[む]}向{/r2}けて{r2[しよう]}使用{/r2}してしまうと、{r2[じょうしょう]}上昇{/r2}が{r2[しゅうりょう]}終了{/r2}するまで\r\nガケにつかまれない。{r2[しょうめん]}正面{/r2}を{r2[む]}向{/r2}いて{r2[つか]}使{/r2}えば、{r2[ちか]}近{/r2}くのガケにすぐつかまれる。
tip_title_1292	{[0107|00000100]}ダークサムス ： \x0f\x01\x07ボム  【{r2[した]}下{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1292	{r2[まる]}丸{/r2}くなって、その{r2[ば]}場{/r2}に{r2[ばくだん]}爆弾{/r2}を{r2[お]}落{/r2}とす。\r\n{r2[お]}落{/r2}とした{r2[ばくだん]}爆弾{/r2}の{r2[ばくふう]}爆風{/r2}に{r2[あ]}当{/r2}たると、{r2[すこ]}少{/r2}しジャンプする。
tip_title_1293	{[0107|00000100]}ダークサムス ： \x0f\x01\x07フェイゾンレーザー  【{r2[さいご]}最後{/r2}の{r2[き]}切{/r2}りふだ】
tip_text_1293	{r2[ちけい]}地形{/r2}をも{r2[かんつう]}貫通{/r2}する、{r2[きょだい]}巨大{/r2}なレーザーを{r2[はっしゃ]}発射{/r2}。{r2[しょうしゃちゅう]}照射中{/r2}は、スティックで{r2[かくど]}角度{/r2}を{r2[か]}変{/r2}えられる。\r\n{r2[あ]}当{/r2}たった{r2[あいて]}相手{/r2}に{r2[れんぞく]}連続{/r2}ヒットして、{r2[だい]}大{/r2}ダメージを{r2[あた]}与{/r2}える。
tip_title_1294	デイジーの{r2[はつとうじょうさくひん]}初登場作品{/r2}
tip_text_1294	デイジーの{r2[はつとうじょう]}初登場{/r2}は、１９８９{r2[ねん]}年{/r2}{r2[はつばい]}発売{/r2}の『スーパーマリオランド』。\r\n{r2[うちゅう]}宇宙{/r2}{r2[かいじん]}怪人{/r2}タタンガの{r2[て]}手{/r2}から{r2[きゅうしゅつ]}救出{/r2}され、スカイポップ{r2[ごう]}号{/r2}でマリオと{r2[いっしょ]}一緒{/r2}に{r2[だっしゅつ]}脱出{/r2}する。
tip_title_1295	{[0107|00000100]}デイジー ： \x0f\x01\x07{r2[げんさく]}原作{/r2}では
tip_text_1295	サラサランドのお{r2[ひめさま]}姫様{/r2}。ピーチ{r2[ひめ]}姫{/r2}に{r2[くら]}比{/r2}べると、{r2[かっぱつ]}活発{/r2}でおてんばな{r2[せいかく]}性格{/r2}。\r\nスポーツやパーティに{r2[ぜんりょく]}全力{/r2}で{r2[と]}取{/r2}り{r2[く]}組{/r2}み、{r2[しゅうい]}周囲{/r2}に{r2[げんき]}元気{/r2}を{r2[ふ]}振{/r2}りまく。
tip_title_1296	{[0107|00000100]}デイジー ： \x0f\x01\x07キノピオガード  【{r2[つうじょう]}通常{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1296	キノピオが、{r2[み]}身{/r2}を{r2[てい]}挺{/r2}してデイジーを{r2[まも]}守{/r2}ってくれる。キノピオに{r2[こうげき]}攻撃{/r2}が{r2[あ]}当{/r2}たると、\r\nカウンターをくり{r2[だ]}出{/r2}し、{r2[め]}目{/r2}の{r2[まえ]}前{/r2}の{r2[あいて]}相手{/r2}をまとめてふっとばす。
tip_title_1297	{[0107|00000100]}デイジー ： \x0f\x01\x07デイジーボンバー  【{r2[よこ]}横{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1297	{r2[あいて]}相手{/r2}に{r2[む]}向{/r2}かって、{r2[きょうれつ]}強烈{/r2}なヒップアタックをお{r2[みま]}見舞{/r2}いする。\r\n{r2[なんど]}何度{/r2}でも、{r2[くうちゅう]}空中{/r2}でも{r2[しよう]}使用{/r2}できるので、{r2[ふっき]}復帰{/r2}にも{r2[やくだ]}役立{/r2}つ。
tip_title_1298	{[0107|00000100]}デイジー ： \x0f\x01\x07デイジーパラソル  【{r2[うえ]}上{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1298	{r2[じょうくう]}上空{/r2}にジャンプしつつパラソルを{r2[ひら]}開{/r2}き、ゆっくり{r2[ちゃくち]}着地{/r2}する。\r\nパラソルにはダメージ{r2[はんてい]}判定{/r2}があるので、{r2[ふっき]}復帰{/r2}{r2[いがい]}以外{/r2}にも{r2[つか]}使{/r2}える。
tip_title_1299	{[0107|00000100]}デイジー ： \x0f\x01\x07{r2[やさい]}野菜{/r2}ひっこ{r2[ぬ]}抜{/r2}き  【{r2[した]}下{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1299	ひっこ{r2[ぬ]}抜{/r2}ける{r2[やさい]}野菜{/r2}の{r2[しゅるい]}種類{/r2}は{r2[ぜんぶ]}全部{/r2}で８{r2[しゅるい]}種類{/r2}あり、{r2[ひょうじょう]}表情{/r2}によって{r2[こうげきりょく]}攻撃力{/r2}が{r2[ちが]}違{/r2}う。\r\nしわくちゃ{r2[かお]}顔{/r2}は{r2[とく]}特{/r2}に{r2[きょうりょく]}強力{/r2}で、はじき{r2[にゅうりょく]}入力{/r2}で{r2[な]}投{/r2}げれば、{r2[あた]}与{/r2}えるダメージは３０％を{r2[こ]}超{/r2}える。
tip_title_1300	{[0107|00000100]}デイジー ： \x0f\x01\x07デイジーブラッサム  【{r2[さいご]}最後{/r2}の{r2[き]}切{/r2}りふだ】
tip_text_1300	{r2[みわく]}魅惑{/r2}のダンスで{r2[あいて]}相手{/r2}を{r2[ねむ]}眠{/r2}らせる、デイジーの{r2[さいご]}最後{/r2}の{r2[き]}切{/r2}りふだ。\r\n{r2[で]}出{/r2}てきたヒナギクを{r2[ひろ]}拾{/r2}うと、ダメージを{r2[かいふく]}回復{/r2}する{r2[こうか]}効果{/r2}がある。
tip_title_1301	ピチューの{r2[はつとうじょうさくひん]}初登場作品{/r2}
tip_text_1301	ピチューのデビュー{r2[さく]}作{/r2}は、１９９９{r2[ねん]}年{/r2}{r2[はつばい]}発売{/r2}の『ポケットモンスター {r2[きん]}金{/r2}・{r2[ぎん]}銀{/r2}』。\r\nピカチュウ{r2[どうし]}同士{/r2}かライチュウ{r2[どうし]}同士{/r2}の♂♀を{r2[あず]}預{/r2}けて、{r2[み]}見{/r2}つかるタマゴから{r2[う]}生{/r2}まれる。
tip_title_1302	{[0107|00000100]}ピチュー ： \x0f\x01\x07{r2[げんさく]}原作{/r2}では
tip_text_1302	ピカチュウよりも、{r2[でんき]}電気{/r2}をためることが{r2[にがて]}苦手{/r2}。\r\nちょっとした{r2[しげき]}刺激{/r2}で{r2[ふい]}不意{/r2}に{r2[ほうでん]}放電{/r2}したり、{r2[じぶん]}自分{/r2}で{r2[かんでん]}感電{/r2}してしまうことがある。
tip_title_1303	{[0107|00000100]}ピチュー ： \x0f\x01\x07でんげき  【{r2[つうじょう]}通常{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1303	ピカチュウの「でんげき」よりも、{r2[はや]}速{/r2}く{r2[ちい]}小{/r2}さな{r2[きどう]}軌道{/r2}で{r2[と]}飛{/r2}んでいく。\r\n{r2[つか]}使{/r2}うとダメージを{r2[う]}受{/r2}けるが、{r2[こうげきりょく]}攻撃力{/r2}はピカチュウよりも{r2[すこ]}少{/r2}しだけ{r2[たか]}高{/r2}い。
tip_title_1304	{[0107|00000100]}ピチュー ： \x0f\x01\x07ロケットずつき  【{r2[よこ]}横{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1304	{r2[さいだい]}最大{/r2}までためる{r2[じかん]}時間{/r2}がかなり{r2[なが]}長{/r2}いが、ためきった{r2[とき]}時{/r2}の{r2[こうげきりょく]}攻撃力{/r2}はすさまじい。\r\nただし、{r2[いきお]}勢{/r2}いで{r2[じめつ]}自滅{/r2}するリスクもある。
tip_title_1305	{[0107|00000100]}ピチュー ： \x0f\x01\x07こうそくいどう  【{r2[うえ]}上{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1305	ピカチュウより{r2[ちょうきょり]}長距離{/r2}を{r2[いどう]}移動{/r2}することができる。\r\n{r2[じぶん]}自分{/r2}はダメージを{r2[う]}受{/r2}けるが、{r2[あいて]}相手{/r2}に{r2[あ]}当{/r2}たってもダメージを{r2[あた]}与{/r2}えられない。
tip_title_1306	{[0107|00000100]}ピチュー ： \x0f\x01\x07かみなり  【{r2[した]}下{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1306	{r2[じょうくう]}上空{/r2}からかみなりを{r2[お]}落{/r2}として、{r2[きょうりょく]}強力{/r2}な{r2[ほうでん]}放電{/r2}で{r2[まわ]}周{/r2}りの{r2[あいて]}相手{/r2}をふっとばす。\r\n{r2[じぶん]}自分{/r2}にかみなりがヒットすると、ダメージを{r2[う]}受{/r2}けてしまう。
tip_title_1307	{[0107|00000100]}ピチュー ： \x0f\x01\x07ボルテッカー  【{r2[さいご]}最後{/r2}の{r2[き]}切{/r2}りふだ】
tip_text_1307	{r2[でんげき]}電撃{/r2}の{r2[たま]}球{/r2}となって{r2[がめんない]}画面内{/r2}を{r2[はんしゃ]}反射{/r2}しまくり、{r2[あいて]}相手{/r2}を{r2[お]}追{/r2}い{r2[つ]}詰{/r2}める。\r\nピカチュウよりも{r2[こうげきりょく]}攻撃力{/r2}とふっとばし{r2[りょく]}力{/r2}が{r2[つよ]}強{/r2}い{r2[はんめん]}反面{/r2}、{r2[じぶん]}自分{/r2}も{r2[おお]}大{/r2}きなダメージを{r2[う]}受{/r2}ける。
tip_title_1308	{[0107|00000100]}ピチュー ： \x0f\x01\x07{r2[でんき]}電気{/r2}によるダメージ
tip_text_1308	{r2[でんき]}電気{/r2}をまとうワザを{r2[つか]}使{/r2}うと、{r2[じぶん]}自分{/r2}{r2[じしん]}自身{/r2}もダメージを{r2[う]}受{/r2}けてしまう。\r\nその{r2[ぶん]}分{/r2}、{r2[こうげきりょく]}攻撃力{/r2}とふっとばし{r2[りょく]}力{/r2}が{r2[たか]}高{/r2}い。
tip_title_1309	フシギソウの{r2[はつとうじょうさくひん]}初登場作品{/r2}
tip_text_1309	フシギソウの{r2[はつとうじょう]}初登場{/r2}は、１９９６{r2[ねん]}年{/r2}{r2[はつばい]}発売{/r2}の『ポケットモンスター {r2[あか]}赤{/r2}・{r2[みどり]}緑{/r2}』。\r\n{r2[あいしょう]}相性{/r2}が{r2[よ]}良{/r2}いため、いわタイプ、みずタイプ{r2[あいて]}相手{/r2}の{r2[じょばん]}序盤{/r2}のジム{r2[せん]}戦{/r2}で{r2[かつやく]}活躍{/r2}した。
tip_title_1310	フシギソウ ： {r2[げんさく]}原作{/r2}では
tip_text_1310	{r2[さいしょ]}最初{/r2}に{r2[えら]}選{/r2}ぶ３{r2[びき]}匹{/r2}のポケモンのうちの１{r2[ぴき]}匹{/r2}、フシギダネの２{r2[だんかい]}段階{/r2}{r2[め]}目{/r2}の{r2[しんか]}進化{/r2}{r2[けい]}形{/r2}。\r\n{r2[さいしょ]}最初{/r2}の３{r2[びき]}匹{/r2}の{r2[なか]}中{/r2}で{r2[いちばん]}一番{/r2}{r2[はや]}早{/r2}く、３{r2[だんかい]}段階{/r2}{r2[め]}目{/r2}のフシギバナへ{r2[しんか]}進化{/r2}することができる。
tip_title_1311	フシギソウ ： タネマシンガン  【{r2[つうじょう]}通常{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
