aaa.msbt
pro_00	Mail call!{b}
un_next_0101	I see...{[0100|fa000000]}your destined path.{b}{[0004]}I see a city in the clouds.{[0110]}{[0100|2c010000]}\x0f\x01\x10 There in\nthe Glitz Pit is the major-league\nlocker room.{b}{[0004]}You fight to become champ.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...sooner or later.{b}
un_next_0102	I see...{[0100|fa000000]}your destined path.{b}{[0004]}I see a city in the clouds.{[0110]}{[0100|2c010000]}\x0f\x01\x10 I see the\nGlitz Pit lobby.{b}{[0004]}You climb the stairs and blow away\nthe posters near the door with the\nhelp of the wind user.{b}{[0004]}Then the way opens...{b}
un_next_0103	I see...{[0100|fa000000]}your destined path.{b}{[0004]}I see a city in the clouds.{[0110]}{[0100|2c010000]}\x0f\x01\x10 I see the\narena storeroom.{b}{[0004]}You climb the stairs in this\nstoreroom and use your key.{[0110]}{[0100|2c010000]}\x0f\x01\x10\nThen the way opens...{b}
un_next_0104	I see...{[0100|fa000000]}your destined path.{b}{[0004]}I see a city in the clouds.{[0110]}{[0100|2c010000]}\x0f\x01\x10 I see the\narena storeroom.{b}{[0004]}You go up the stairs in the storeroom.{[0110]}{[0100|2c010000]}\x0f\x01\x10\nYou enter the door on the right.{b}{[0004]}You ride Yoshi from box to box.{b}{[0004]}You smash the large block with a\nSuper Hammer move.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...{b}
un_next_0105	I see...{[0100|fa000000]}your destined path.{b}{[0004]}I see a city in the clouds.{[0110]}{[0100|2c010000]}\x0f\x01\x10 There in\nthe Glitz Pit is the major-league\nlocker room.{b}{[0004]}You fight to become champ.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...sooner or later.{b}
un_next_0107	I see...{[0100|fa000000]}your destined path.{b}{[0004]}I see a city in the clouds.{[0110]}{[0100|2c010000]}\x0f\x01\x10 I see the\nchampion's room.{b}{[0004]}You ride Yoshi to the high place where\nyou hear the suspicious voice.{b}{[0004]}You destroy any obstacles with a\nSuper Hammer move.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...{b}
un_next_0108	I see...{[0100|fa000000]}your destined path.{b}{[0004]}I see a city in the clouds.{[0110]}{[0100|2c010000]}\x0f\x01\x10 I see the\nchampion's room in the Glitz Pit.{b}{[0004]}High in that room, you enter the\nhole that you opened there,\nproceeding forward.{b}{[0004]}You destroy any obstacles with a\nSuper Hammer move.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...{b}
un_next_0111	I see...{[0100|fa000000]}your destined path.{b}{[0004]}I see a city in the clouds.{[0110]}{[0100|2c010000]}\x0f\x01\x10 I see the\nchampion's room in the Glitz Pit.{b}{[0004]}High in that room, you enter the\nhole that you opened there,\nproceeding forward.{b}{[0004]}When the big one leaves, you check\nhis desk.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the way opens...{b}
un_next_0113	I see...{[0100|fa000000]}your destined path.{b}{[0004]}In the town's sewers, you stand on\nthe dais before the large underground\ndoor.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the way opens...{b}
un_next_0115	I see...{[0100|fa000000]}your destined path.{b}{[0004]}I see the west side of Rogueport.{b}{[0004]}You turn sideways and slip into the\nground near the parlor...{b}{[0004]}When you reach the bottom, you\ngo left, then into the door and the\npipe inside.{b}{[0004]}Hmmm...{[0110]}{[0100|2c010000]}\x0f\x01\x10 You are somehow\ndenied entrance...{b}{[0004]}You then go to Rogueport's east side\nfor the help of the old bespectacled\nGoomba.{b}{[0004]}He speaks to you.{[0100|fa000000]} You leave the\nhouse, go left, and find the odd part\nof the wall.{b}{[0004]}Then the way opens...{b}
un_next_0116	I see...{[0100|fa000000]}your destined path.{b}{[0004]}I see Rogueport's west side.{b}{[0004]}You turn sideways and slip into the\nground near the parlor...{b}{[0004]}You go left, then into the door and\nthe pipe inside.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the way opens...{b}
un_next_0118	I see...{[0100|fa000000]}your destined path.{b}{[0004]}I see a twilit village.{[0110]}{[0100|2c010000]}\x0f\x01\x10 You speak to\neveryone there.{b}{[0004]}Pigs...{[0110]}{[0100|2c010000]}\x0f\x01\x10 Yes, you speak to all of\nthe pigs...{b}{[0004]}You meet the gatekeeper.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...{b}
un_next_0119	I see...{[0100|fa000000]}your destined path.{b}{[0004]}I see a twilit village.{[0110]}{[0100|2c010000]}\x0f\x01\x10 The mayor must\npermit you to go to the steeple.{b}{[0004]}You do not worry about them being\nstrangers.{[0100|fa000000]} If you speak, they\nwill listen.{b}{[0004]}Usually...{[0110]}{[0100|2c010000]}\x0f\x01\x10 Some of them just say\n"oink," however...{b}{[0004]}And...{[0110]}{[0100|2c010000]}\x0f\x01\x10you go to the shop from which\na crying voice comes.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...{b}
un_next_0120	I see...{[0100|fa000000]}your destined path.{b}{[0004]}I see a twilit village.{[0110]}{[0100|2c010000]}\x0f\x01\x10 You follow a\ncrying voice to the shop and listen.{b}{[0004]}Once you have listened, you go to\nthe gatekeeper.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Speak and the\npeople listen.{b}{[0004]}I think...{[0110]}{[0100|2c010000]}\x0f\x01\x10they may just say\n"oink," however...{b}{[0004]}Then the way opens...{b}
un_next_0121	I see...{[0100|fa000000]}your destined path.{b}{[0004]}I see a twilit town.{[0100|fa000000]} You go to the\ngatekeeper.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Speak and the people\nlisten.{b}{[0004]}I think...{[0110]}{[0100|2c010000]}\x0f\x01\x10they may just say\n"oink," however...{b}{[0004]}Then the way opens...{b}
un_next_0122	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Beyond the twilit place is a road to\nthe woods...{b}{[0004]}Next to a fallen tree, you find the\nkey to the shop.{b}{[0004]}You retrieve it and return.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...{b}
un_next_0123	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Beyond the twilit place is a road to\nthe woods...{b}{[0004]}Next to a fallen tree, you find the\nkey to the shop.{b}{[0004]}You retrieve it.{b}{[0004]}Slow and steady wins races...{[0110]}{[0100|2c010000]}\x0f\x01\x10\nThe tortoise beats the hare...{[0110]}{[0100|2c010000]}\x0f\x01\x10\nOh, just use Koops's shell!{b}{[0004]}Then the way opens...{b}
un_next_0124	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Inside the twilit shop in the twilit\nvillage...{[0110]}{[0100|2c010000]}\x0f\x01\x10you find a man transformed\nand a woman saddened.{b}{[0004]}While there, you use the key you\npreviously obtained.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...{b}
un_next_0125	I see...{[0100|fa000000]}your destined path.{b}{[0004]}There is a run-down hut outside the\ntwilit village.{[0110]}{[0100|2c010000]}\x0f\x01\x10 You push the rock that\nseals the entrance.{b}{[0004]}You find the black key inside.\nThen you take it back to the\nshop's storage room and use it.{b}{[0004]}Then the way opens...{b}
un_next_0127	I see...{[0100|fa000000]}your destined path.{b}{[0004]}In the woods beyond where you\nfound the shop key...{[0110]}{[0100|2c010000]}\x0f\x01\x10 The steeple\nlies waiting.{b}{[0004]}You use the power to roll and the\npower of wind to get there.{b}{[0004]}Then the way opens...{b}
un_next_0128	I see...{[0100|fa000000]}your destined path.{b}{[0004]}You turn sideways to slip between\ntrees in the woods.{b}{[0004]}You do not fear the large tree\nblocking your way.{[0110]}{[0100|2c010000]}\x0f\x01\x10 You use the\npower of wind.{b}{[0004]}Then the way opens...{b}
un_next_0129	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Within the twilit woods...{[0110]}{[0100|2c010000]}\x0f\x01\x10you do\nnot fear the large stone blocking\nyour path.{b}{[0004]}I see a path for you just before\nthe stone.{b}{[0004]}You use the power of wind on\nthe clearing there.{[0100|2c010000]} You reveal a\nhidden hole.{b}{[0004]}You use a Spin Jump to go across\nand move the stone.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...{b}
un_next_0130	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Within the twilit woods...{[0110]}{[0100|2c010000]}\x0f\x01\x10 I see a hole\nthat was hidden before the rock...{b}{[0004]}You use a Spin Jump to go across\nand move the stone.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...{b}
un_next_0131	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Within the twilit woods...{[0110]}{[0100|2c010000]}\x0f\x01\x10I see the\nlarge hole you opened before the\nrock that's in the way...{b}{[0004]}After going into the hole, you cross\nto the other side in order to push\nthe stone.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the way opens...{b}
un_next_0132	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Within the twilit woods...{[0110]}{[0100|2c010000]}\x0f\x01\x10I see the hole\nyou made by pushing the stone.{b}{[0004]}You steel yourself and enter.{[0110]}{[0100|2c010000]}\x0f\x01\x10\nThen the way opens...{b}
un_next_0133	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Beyond the twilit woods...{[0110]}{[0100|2c010000]}\x0f\x01\x10I see a\nsuspicious steeple.{b}{[0004]}You do not use the front gate.{[0100|fa000000]} You\nroll up tight, entering through a hole\nin a nearby crumbling wall instead.{b}{[0004]}Then the way opens...{b}
un_next_0134	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Inside the scary steeple...{[0110]}{[0100|2c010000]}\x0f\x01\x10you push\nthe pedestal in the great hall.{b}{[0004]}Then the way opens...{b}
un_next_0135	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Inside the scary steeple...{[0110]}{[0100|2c010000]}\x0f\x01\x10you push\nthe pedestal in the hall and enter\nthe hole.{b}{[0004]}You open the door in the place you\nfall to and open the chest in the\nnext room.{b}{[0004]}Then the way opens...{b}
un_next_0136	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Inside the scary steeple...{[0110]}{[0100|2c010000]}\x0f\x01\x10you speak\nwith the white thing that spoke to\nyou before.{b}{[0004]}With the future in mind, you tell the\nthing that you will be nice to it...even\nif it is a lie.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the way opens...{b}
un_next_0137	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Inside the scary steeple...{[0110]}{[0100|2c010000]}\x0f\x01\x10if you\nsit still, those white things carry\nyou away.{b}{[0004]}You take the door in the near wall to\na switch outside.{[0110]}{[0100|2c010000]}\x0f\x01\x10 You hit that switch.{b}{[0004]}You then enter the nearest door,\nclimb the stairs, and open the door\nat the top.{b}{[0004]}You use your friend's shell to get\nthe key on the balcony.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...{b}
un_next_0138	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Inside the scary steeple...{[0110]}{[0100|2c010000]}\x0f\x01\x10if you\nsit still, those white things carry\nyou away.{b}{[0004]}You take the door in the far wall to\na switch outside.{[0110]}{[0100|2c010000]}\x0f\x01\x10 You hit that switch.{b}{[0004]}You then enter the nearest door,\nclimb the stairs, and open the door\nat the top.{b}{[0004]}You use the key on the far door on\nthe balcony.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the way opens...{b}
un_next_0139	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Inside the scary steeple...{[0110]}{[0100|2c010000]}\x0f\x01\x10if you\nsit still, those white things carry\nyou away.{b}{[0004]}You go through the door you unlocked\nand climb the stairs within.{b}{[0004]}Then the way opens...{b}
un_next_0141	I see...{[0100|fa000000]}your destined path.{b}{[0004]}In the town's sewers, you stand on\nthe dais before the large underground\ndoor.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the way opens...{b}
un_next_0143	I see...{[0100|fa000000]}your destined path.{b}{[0004]}In Rogueport's main square...{[0110]}{[0100|2c010000]}\x0f\x01\x10you find\nthe singing man in Podley's Place.{b}{[0004]}You speak to him.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...{b}
un_next_0144	I see...{[0100|fa000000]}your destined path.{b}{[0004]}I see the man waiting for you on the\nship in Rogueport's harbor.{b}{[0004]}You speak to him.{[0110]}{[0100|2c010000]}\x0f\x01\x10 He worries about\nsomething.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the way opens...{b}
un_next_0145	I see...{[0100|fa000000]}your destined path.{b}{[0004]}The bespectacled old Goomba in\nRogueport's east side knows the\nhouse of whom you seek.{b}{[0004]}But the door at your destination\nis locked.{b}{[0004]}You cross the dirty canal to the right\nwith the help of the small Yoshi.{b}{[0004]}You climb the crates and use the\nYoshi again to reach this man's\nrooftop.{b}{[0004]}You then roll up small to enter the\nopening there.{b}{[0004]}But no...you are not done.{b}{[0004]}You encounter trouble that can only\nbe solved with another trip to Podley\nin Rogueport's main square.{b}{[0004]}Then the way opens...{b}
un_next_0146	I see...{[0100|fa000000]}your destined path.{b}{[0004]}In Rogueport's main square.{[0110]}{[0100|2c010000]}\x0f\x01\x10 You listen\nto Podley in his place.{b}{[0004]}You then go back to the man you\nhave been seeking.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...{b}
un_next_0147	I see...{[0100|fa000000]}your destined path.{b}{[0004]}On Rogueport's east side...{[0110]}{[0100|2c010000]}\x0f\x01\x10you visit\na house again, the third house from\nthe left.{b}{[0004]}You hand over the thing that Podley\nput into your hands.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...{b}
un_next_0149	I see...{[0100|fa000000]}your destined path.{b}{[0004]}I see the man waiting for you on\nthe ship in Rogueport's harbor.{b}{[0004]}You speak to him.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...{b}
un_next_0151	I see...{[0100|fa000000]}your destined path.{b}{[0004]}In the town's sewers, you stand on\nthe dais before the large underground\ndoor.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the way opens...{b}
un_next_0153	I see...{[0100|fa000000]}your destined path.{b}{[0004]}You have been there before.{[0110]}{[0100|2c010000]}\x0f\x01\x10 It is\na syndicate's HQ on the west side\nof Rogueport.{b}{[0004]}A man with a palm-tree head is\nresting in bed.{b}{[0004]}You speak to him.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...{b}
un_next_0154	I see...{[0100|fa000000]}your destined path.{b}{[0004]}You speak to the pirate in\nRogueport Harbor to reach the\nformerly deserted isle.{b}{[0004]}Then you search for a young\ncouple when you get there.{[0110]}{[0100|2c010000]}\x0f\x01\x10\nThen the way opens...{b}
un_next_0155	I see...{[0100|fa000000]}your destined path.{b}{[0004]}On the formerly deserted isle in\nthe south seas...{[0110]}{[0100|2c010000]}\x0f\x01\x10a young couple\nsearches...{b}{[0004]}You speak to them.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...{b}
un_next_0156	I see...{[0100|fa000000]}your destined path.{b}{[0004]}On the once-deserted isle...{[0110]}{[0100|2c010000]}\x0f\x01\x10I see two\nmysterious rocks that look like a pair\nof 'stached red and blue brothers...{b}{[0004]}Near a large tree close by, I see\nsomething glittering in the thicket.{b}{[0004]}You hit the thicket, claim what falls\nout, and bring it to the anxious young\ncouple.{[0100|fa000000]} Then the way opens...{b}
un_next_0159	I see...{[0100|fa000000]}your destined path.{b}{[0004]}You have been there before.{[0110]}{[0100|2c010000]}\x0f\x01\x10 It is an\noffice on the west side of Rogueport.{b}{[0004]}You follow the young couple there.{[0110]}{[0100|2c010000]}\x0f\x01\x10\nThen the way opens...{b}
un_next_0161	I see...{[0100|fa000000]}your destined path.{b}{[0004]}On Rogueport's north side...{[0110]}{[0100|2c010000]}\x0f\x01\x10I see a\ntrain and a blimp.{b}{[0004]}You board the train to find the thing\nthat you seek.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the way opens...{b}
un_next_0163	I see...{[0100|fa000000]}your destined path.{b}{[0004]}In the town's sewers, you stand on\nthe dais before the large underground\ndoor.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the way opens...{b}
un_next_0165	I see...{[0100|fa000000]}your destined path.{b}{[0004]}On Rogueport's east side...{[0110]}{[0100|2c010000]}\x0f\x01\x10\nA bespectacled old Goomba\nis furiously researching...{b}{[0004]}Hmmm...{[0110]}{[0100|2c010000]}\x0f\x01\x10 He will be done soon.{b}{[0004]}You give him a moment, then\nyou go to him and speak.{[0110]}{[0100|2c010000]}\x0f\x01\x10\nThen the way opens...{b}
un_next_0167	I see...{[0100|fa000000]}your destined path.{b}{[0004]}In Rogueport's main square...{[0110]}{[0100|2c010000]}\x0f\x01\x10a large\nchest waits in front of a building with\nan inn on its second floor.{b}{[0004]}You stand below that chest and\nperform a Spring Jump to move it,\nthen open it.{b}{[0004]}Afterward, in Rogueport's west side,\nnear the place customers go to play,\nyou become papery thin...{b}{[0004]}The ground swallows you.{b}{[0004]}You fall, go left, break the block, and\ngo into the pipe within.{b}{[0004]}Then the way opens...{b}
un_next_0169	I see...{[0100|fa000000]}your destined path.{b}{[0004]}I see a land, the ground covered in\nwhite.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Hmmm...{[0100|fa000000]} It's snow...{b}{[0004]}I see a small village at the end of the\npath.{[0110]}{[0100|2c010000]}\x0f\x01\x10 You endure the cold as you\nmake your way there.{b}{[0004]}Then the way opens...{b}
un_next_0170	I see...{[0100|fa000000]}your destined path.{b}{[0004]}I see a land, the ground covered in\nwhite.{[0110]}{[0100|2c010000]}\x0f\x01\x10 You find the 'stached mayor\nof a tiny outpost and talk to him.{b}{[0004]}But you are sure to take the\nexploding admiral with you.{[0110]}{[0100|2c010000]}\x0f\x01\x10\nThen the way opens...{b}
un_next_0171	I see...{[0100|fa000000]}your destined path.{b}{[0004]}I see the town of wealth.{[0110]}{[0100|2c010000]}\x0f\x01\x10 You show\na gold person near the train your\ngood faith.{b}{[0004]}Then you hunt your 'stached\nwhite-colored quarry in a peaceful\ntown...{[0100|fa000000]}then a formerly deserted isle.{b}{[0004]}Then in a shop in the city in the\nsky...{[0100|fa000000]}then in the tree of the\nlittle ones...{b}{[0004]}Then in the twilit village...{[0110]}{[0100|2c010000]}\x0f\x01\x10 I see you\ngoing a lot of places, frankly.{b}{[0004]}You gather information about your\nquarry and go back to the mayor of\nthe cold place.{b}{[0004]}There you find your quarry.{[0110]}{[0100|2c010000]}\x0f\x01\x10 And when\nthe time comes, you stomp him over\nand over.{b}{[0004]}Then the way opens...{b}
un_next_0172	I see...{[0100|fa000000]}your destined path.{b}{[0004]}I see a land, the ground covered in\nwhite.{[0110]}{[0100|2c010000]}\x0f\x01\x10 You find the 'stached mayor of\na tiny outpost and talk to him.{b}{[0004]}Then the way opens...{b}
un_next_0174	I see...{[0100|fa000000]}your destined path.{b}{[0004]}I see a forbidding and far-off place.{[0110]}{[0100|2c010000]}\x0f\x01\x10\nThe thing you seek is there.{b}{[0004]}But to get it, you must first find four\nSecurity Keys.{b}{[0004]}Two can be found in separate rooms\nthat both have lit floors.{b}{[0004]}One is in a room at the far right of a\nlong, long corridor. The last one is\ndeep below in a room on the far left.{b}{[0004]}When you have them, you use them\non four card locks.{[0110]}{[0100|2c010000]}\x0f\x01\x10 You go inward\nand onward.{b}{[0004]}Then the way opens...{b}
un_next_0175	I see...{[0100|fa000000]}your destined path.{b}{[0004]}You stand on the dais before the\nlarge underground door.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...{b}
un_next_0177	I see...{[0100|fa000000]}your destined path.{b}{[0004]}A great door underground...{[0110]}{[0100|2c010000]}\x0f\x01\x10 You enter\nthat door.{b}{[0004]}The road ahead is long and difficult,\nbut you persevere.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...{b}
un_next_0179	I see...{[0100|fa000000]}your destined path.{b}{[0004]}A great door underground...{[0110]}{[0100|2c010000]}\x0f\x01\x10 You enter\nthat door.{b}{[0004]}The road ahead is long and difficult,\nbut you persevere.{b}{[0004]}If bones block your way, you find the\nblack bones and attack them.{b}{[0004]}Then the way opens...{b}
un_next_0180	I see...{[0100|fa000000]}your destined path.{b}{[0004]}A great door underground...{[0110]}{[0100|2c010000]}\x0f\x01\x10 You enter\nthat door.{b}{[0004]}The road ahead is difficult.{[0110]}{[0100|2c010000]}\x0f\x01\x10 I see a\nlocked door.{b}{[0004]}I see the key you gained from the\nbones you defeated.{[0110]}{[0100|2c010000]}\x0f\x01\x10 You use the key\non the door.{b}{[0004]}Then the way opens...{b}
un_next_0182	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Under the town, beyond the\ngreat door...{b}{[0004]}I see you struggle with a series of\nunending similar rooms. However,\nthere is a secret here.{b}{[0004]}Each room has a place where only\none torch has been lit. {[0100|2c010000]}You enter\nthat door.{b}{[0004]}You repeat this again and again,\npassing through the doors with\ntorches.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the way opens...{b}
un_next_0184	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Beyond the great door...{[0110]}{[0100|2c010000]}\x0f\x01\x10I see a\nwater-filled courtyard...{b}{[0004]}You cross the bridge guarded by\nthe two angry ones and open the\ndoor there.{b}{[0004]}You follow the long corridor.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...{b}
un_next_0185	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Under the town, beyond the great\ndoor...{[0110]}{[0100|2c010000]}\x0f\x01\x10you hold the key you gained\nby beating the massive dragon.{b}{[0004]}I see the watery courtyard.{[0110]}{[0100|2c010000]}\x0f\x01\x10 You\nuse the admiral to destroy the\nangry statues.{b}{[0004]}When you have pressed both\nswitches beyond the pipes,\nyou turn into a boat.{b}{[0004]}You sail to the tower, go to the top,\nand use your key there.{b}{[0004]}There are puzzles inside.{[0110]}{[0100|2c010000]}\x0f\x01\x10 You rely\non your allies' abilities and advice\nto obtain eight keys.{b}{[0004]}You use them in the proper place.{[0110]}{[0100|2c010000]}\x0f\x01\x10\nThen the way opens...{b}
un_next_0186	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Under the town, beyond the great\ndoor...{[0110]}{[0100|2c010000]}\x0f\x01\x10I see a tower surrounded\nby water.{b}{[0004]}There are puzzles inside.{[0110]}{[0100|2c010000]}\x0f\x01\x10 You rely on\nyour allies' abilities and advice to\nobtain eight keys.{b}{[0004]}You use them in the proper place.{[0110]}{[0100|2c010000]}\x0f\x01\x10\nThen the way opens...{b}
un_next_0187	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Under the town, beyond the great\ndoor...{[0110]}{[0100|2c010000]}\x0f\x01\x10 I see a tower surrounded\nby water.{b}{[0004]}You do not enter the tower, but\nrather continue on.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...{b}
un_next_0188	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Under the town, beyond the great\ndoor...{[0110]}{[0100|2c010000]}\x0f\x01\x10you go far beyond the\ncourtyard surrounded by water.{b}{[0004]}You come to a room that is clearly\nunlike any other.{b}{[0004]}The wind user can help there if\nyou get into trouble.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...{b}
un_next_0189	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Under the town, beyond the great\ndoor...{[0110]}{[0100|2c010000]}\x0f\x01\x10 You go far beyond the\ncourtyard surrounded by water.{b}{[0004]}Borrow the shelled one's help when\nyou come to a place where a platform\nappears by pressing a red switch.{b}{[0004]}You lower the green block in your\npath with the green switch in the\nroom to the left.{b}{[0004]}Further on, you raise a purple block,\nthen fly toward the right as far as\nyou can.{b}{[0004]}Your form changes, rolled up, to make\nyour way forward.{b}{[0004]}You then Spring Jump to the bar\nabove in the next room.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...{b}
un_next_0190	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Under the town, beyond the great\ndoor...{[0110]}{[0100|2c010000]}\x0f\x01\x10 You go far beyond the\ncourtyard surrounded by water.{b}{[0004]}You find the wall with seven stars{[0100|2c010000]} and\nremember the light and dark stars.{b}{[0004]}You open the locked door with a\nkey, turn papery thin, then climb\nthe stairs...{b}{[0004]}You hit blocks to light the stars in\nthe order you memorized.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...{b}
un_next_0191	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Beyond the great door...{[0110]}{[0100|2c010000]}\x0f\x01\x10you go\nbeyond the watery courtyard.{b}{[0004]}You find the wall with seven stars{[0100|2c010000]}\nand remember the order of light\nand dark.{b}{[0004]}You open the locked door with a key,\nturn sideways, and climb the stairs...{b}{[0004]}You hit blocks to light the stars in the\ncorrect order.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the way opens...{b}
un_next_0192	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Beyond the great door...{[0110]}{[0100|2c010000]}\x0f\x01\x10go far\nbeyond the watery courtyard.{b}{[0004]}You go to the room beyond the\nspinning floor.{b}{[0004]}You use the power of wind on the\nlarge square object to find its\ntrue form.{b}{[0004]}You then Super Hammer and\nSpin Jump to proceed.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...{b}
un_next_0193	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Beyond the great door...{[0110]}{[0100|2c010000]}\x0f\x01\x10you go far\nbeyond the watery courtyard.{b}{[0004]}When you reach the glowing panel,\nyou turn into a plane and fly to the\nnearest panel.{b}{[0004]}When you get to the far room, you\nuse Yoshi to get the key.{b}{[0004]}You return to the panel and fly\nto the farthest point.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...{b}
un_next_0194	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Beyond the great door...{[0110]}{[0100|2c010000]}\x0f\x01\x10you go far\nbeyond the watery courtyard.{b}{[0004]}You then go to the glowing panel and\nfly to the farthest point possible.{b}{[0004]}You use your key there.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Then the\nway opens...{b}
un_next_0195	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Beyond the great door...{[0110]}{[0100|2c010000]}\x0f\x01\x10you go\ndeep within.{b}{[0004]}You reach a large chamber.{b}{[0004]}Someone waits for you.{[0110]}{[0100|2c010000]}\x0f\x01\x10 You fight.{b}{[0004]}Then the way opens...{b}
un_next_0197	I see...{[0100|fa000000]}your destined path.{b}{[0004]}Beyond the great door...{b}{[0004]}{[0307|00004040]}Wait, why are you here?!{[0100|2c010000]} You\nshouldn't be here!{[0100|2c010000]} You have\nimportant work!{[0307|0000803f]}{b}{[0004]}But I must tell you, it looks very\ndifficult.{[0110]}{[0100|2c010000]}\x0f\x01\x10 But have courage and GO!{b}{[0004]}Do this, and the way will surely open!{b}
un_starpiece_0000	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}You take on a new form on the\nglowing panel in Rogueport Harbor\nand go left.{b}{[0004]}Once you find your destination, you\nthen check in the shadows of the\nbarrels to find it.{b}
un_starpiece_0001	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It lies to the left of the stairs leading\nfrom Rogueport Harbor to the square.{b}{[0004]}It pops out of a strange panel that\nflips when you Spin Jump near it.{b}
un_starpiece_0002	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is in Rogueport Square.{[0110]}{[0100|2c010000]}\x0f\x01\x10 You go\nthrough the alley under the catwalk...{b}{[0004]}You walk to the wall...{[0100|2c010000]} You then go\nright, toward where some crates lie...{b}{[0004]}It pops out of a strange panel that\nflips when you Spin Jump near it.{b}
