aaa.msbt
pro_00	有您的信～
stg3_tou_456_yos	他好像走了。{[0004]}他刚刚提到过\n桌子抽屉里的文件如何如何……
stg3_tou_456_01_kur	这就是加仕刚刚藏起来的文件吗？{[0100|fa000000]}\n我们偷看一下吧。
stg3_tou_456_01_nok	这就是加仕刚刚藏起来的文件吧？{[0100|fa000000]}\n我们偷看一下吧。
stg3_tou_456_01_win	这就是加仕刚刚藏起来的文件吗？{[0100|fa000000]}\n我们偷看一下嘛。
stg3_tou_456_01_yos	这就是加仕刚刚藏起来的文件吧？{[0100|fa000000]}\n偷看一下吧。
stg3_tou_458_kur	擂台下方有一台\n使用了星之石的机器！？{[0100|fa000000]}\n这就是那台机器的设计图！{[0004]}虽然详细的看不太懂，\n但这台机器似乎是用\n星之石的力量驱动的。{[0004]}并且它好像可以\n吸取别人的力量。{[0004]}莫非我们在仓库里发现的麦可和普勒兹\n也是被这台机器吸走了力量……
stg3_tou_458_nok	擂台下方有一台\n使用了星之石的机器！？{[0100|fa000000]}\n这就是那台机器的设计图！{[0004]}虽然详细的看不太懂，\n但这台机器似乎是用\n星之石的力量驱动的。{[0004]}并且它好像可以\n吸取别人的力量……{[0004]}莫非我们在仓库里发现的麦可和普勒兹\n也是被这台机器吸走了力量……
stg3_tou_458_win	擂台下方有一台\n使用了星之石的机器！？{[0100|fa000000]}\n这就是那台机器的设计图哟！{[0004]}虽然详细的看不太懂，\n但这台机器似乎是用\n星之石的力量驱动的～{[0004]}并且它好像可以\n吸取别人的力量呢……{[0004]}莫非……{[0004]}我们在仓库里发现的麦可和普勒兹\n也是被这台机器吸走了力量嘛……
stg3_tou_458_yos	擂台下方有一台\n使用了星之石的机器！？{[0100|fa000000]}\n这就是那台机器的设计图！{[0004]}虽然详细的看不太懂，\n但这台机器似乎是用\n星之石的力量驱动的。{[0004]}并且它好像可以\n吸取别人的力量……{[0004]}莫非我们在仓库里发现的麦可和普勒兹\n也是被这台机器吸走了力量……
stg3_tou_459	{[0307|00004040]}哦！{[0307|0000803f]}{[0100|fa000000]}\nＹｏｕ们是怎么进到这个房间来的！？{[0004]}{[0101]}喂，Ｙｏｕ！？{[0100|fa000000]}\nＹｏｕ们看了那份文件吧！
stg3_tou_460_kur	麦可和普勒兹变成那副样子，\n都是你搞的鬼吧！
stg3_tou_460_nok	麦可和普勒兹变成那副样子，\n都是你搞的鬼吧！
stg3_tou_460_win	麦可和普勒兹变成那副样子，\n都是你搞的鬼对吧～！
stg3_tou_460_yos	麦可和普勒兹变成那副样子，\n都是你搞的鬼吧！
stg3_tou_461	{[0307|00004040]}Ｏｈ {[0100|32000000]}Ｍｙ {[0100|32000000]}Ｇｏｄ！
stg3_tou_462_kur	马力欧！{[0100|fa000000]}\n快去追加仕！
stg3_tou_462_nok	马力欧！{[0100|fa000000]}\n我们快追上加仕！
stg3_tou_462_win	马力欧！{[0100|fa000000]}\n快去追加仕哟！
stg3_tou_462_yos	冈萨雷兹！{[0100|fa000000]}\n快追加仕！
irai_13_00	咦？你接了打工的委托对吧。{[0100|fa000000]}\n事不宜迟，请你赶快开始吧。{[0004]}请把仓库里堆积的{[0307|00008040]}垃圾{[0307|0000803f]}拿去丢掉。{[0004]}我绝不想碰那些东西……{[0004]}总之，请丢到我看不见的地方……
irai_13_02	请把仓库里堆积的{[0307|00008040]}垃圾{[0307|0000803f]}拿去丢掉。{[0004]}我绝不想碰那些东西……{[0004]}总之，请丢到我看不见的地方……
irai_13_03	看来总算收拾好了。{[0100|fa000000]}\n那这是你的报酬。{[0100|fa000000]}\n辛苦了。
irai_13_03_b	咦？你接了打工的委托对吧。{[0100|fa000000]}\n事不宜迟，请你赶快开始吧。{[0004]}请把仓库里堆积的{[0307|00008040]}垃圾{[0307|0000803f]}拿去丢掉。{[0004]}咦？{[0100|fa000000]}\n你已经收拾好了？{[0100|58020000]}\n人不可貌相，你还挺能干的。{[0004]}但你身上臭烘烘的！{[0100|fa000000]}\n你该不会还带着那些{[0307|00008040]}垃圾{[0307|0000803f]}吧？{[0004]}我想让你把垃圾一点不剩地\n丢到我看不见的地方！{[0004]}恶棍镇那个叫克栗德的栗宝宝\n应该愿意收这种垃圾。{[0004]}我会先跟他打好招呼，\n你拿去给他吧！
irai_13_04	等等，你身上臭烘烘的！{[0100|fa000000]}\n你该不会还带着那些{[0307|00008040]}垃圾{[0307|0000803f]}吧？{[0004]}我想让你把垃圾一点不剩地\n丢到我看不见的地方！{[0004]}恶棍镇那个叫克栗德的栗宝宝\n应该愿意收这种垃圾。{[0004]}我会先跟他打好招呼，\n你赶快拿去给他吧！
irai_13_05	看来那个房间里的味道\n还要多散一会儿……
irai_23_00	找我有什么事吗？{[0004]}咦？{[0100|fa000000]}\n蔷薇夫人借给我的书？{[0100|fa000000]}\n……啊，你说那本书啊。{[0004]}明白了。{[0100|fa000000]}\n我这两天就去还。
irai_23_01	咦？{[0100|fa000000]}\n必须现在还吗？{[0100|fa000000]}\n但那本书……{[0004]}……我明白了。{[0100|fa000000]}\n请稍等一下。
irai_23_02	事先说清楚，\n我借这本书，\n单纯是出于斗技场主办人的职责。{[0004]}只是用来当作参考资料的。{[0100|fa000000]}\n绝对没有半点盲目跟风的心理。
irai_23_03	我借它只是用来当作参考资料哦。{[0100|fa000000]}\n除此之外我没什么好说的。{[0004]}好了，\n快拿去还给蔷薇夫人吧。
stg3_tou_308	哎呀？{[0100|2c010000]}\n我们又见面了呢，\n迷人的胡子先生。
stg3_tou_309_kur	怎么又是你！？{[0100|2c010000]}\n你该不会在跟踪我们吧！？{[0004]}莫非……{[0100|fa000000]}\n这房间里传来的声响\n是你发出来的？
stg3_tou_309_nok	啊，吱吱莉娜！{[0100|2c010000]}\n……也就是说，\n你又是来偷东西的吗？{[0004]}莫非……{[0100|fa000000]}\n这房间里传来的声响\n是吱吱莉娜你发出来的？
stg3_tou_309_win	怎么又是你呀！？{[0100|2c010000]}\n你该不会在跟踪马力欧吧？{[0004]}莫非……{[0100|fa000000]}\n这房间里传来的声响\n是你发出来的嘛？
stg3_tou_309_yos	你是冈萨雷兹的朋友吗？{[0100|2c010000]}\n瞧你这身可疑的打扮，{[0100|fa000000]}\n说白了是个盗贼吧？{[0004]}也就是说……{[0100|fa000000]}\n这房间里传来的声响\n是你发出来的？
stg3_tou_310	不是我哦。{[0100|fa000000]}\n我可不会犯下\n发出声响这种失误。{[0004]}{[0101]}看来有个除我以外的人，\n在这附近做了什么呢。
stg3_tou_311_kur	哼！{[0100|fa000000]}\n谁知道你说的是不是真的！
stg3_tou_311_nok	这样啊。{[0100|fa000000]}\n抱歉怀疑了你……
stg3_tou_311_win	真的吗～？{[0100|fa000000]}\n难道不是你失误了嘛？
stg3_tou_311_yos	不管怎么说……{[0100|fa000000]}\n你确实是个盗贼吧？
stg3_tou_312	总而言之，\n这里我想要的东西都已经到手了。{[0004]}之后你们请便吧。
stg3_tou_313	呵呵呵……{[0100|2c010000]}\n那么这位先生，\n是时候说再见了。
stg3_tou_314_kur	你干什么啊，\n有完没完！
stg3_tou_314_nok	啊……{[0100|fa000000]}\n吱吱莉娜的嘴唇……
stg3_tou_314_win	哎呀！？{[0100|fa000000]}\n一如既往地大胆呢。
stg3_tou_314_yos	那就是传闻中的吻？{[0100|fa000000]}\n真好啊，只亲冈萨雷兹吗？
stg3_tou_315	对了……{[0100|fa000000]}\n这座斗技场里有很多可疑的地方。{[0004]}你们也要吱己吱彼，\n别落得跟上面的人一样的下场。{[0004]}{[0101]}那就告辞了，\n迷人的胡子先生{[0100|fa000000]}\n让我们有缘再会！
stg3_tou_316_kur	那个小偷老鼠搞什么啊！{[0100|fa000000]}\n总是这样子，真讨厌！{[0004]}{[0101]}不过比起这个……{[0100|fa000000]}\n她最后说的那个上面的人\n到底是什么意思？
stg3_tou_316_nok	吱吱莉娜果然很棒啊。{[0100|fa000000]}\n不知下次在哪里能再见到她。{[0004]}{[0101]}不过比起这个……{[0100|fa000000]}\n她最后说的那个上面的人\n到底是什么意思？
stg3_tou_316_win	居然这么轻易地\n偷走了马力欧的吻。{[0100|fa000000]}\n不愧是盗贼呢。{[0004]}不过比起这个……{[0100|fa000000]}\n她最后说的那个上面的人\n到底是什么意思嘛？
stg3_tou_316_yos	啊，她走掉了。{[0100|fa000000]}\n接吻是什么感觉呢……{[0100|fa000000]}\n我也好想快点长大……{[0004]}不过比起这个……{[0100|fa000000]}\n她最后说的那个上面的人\n到底是什么意思？
stg3_tou_316_01	“找 到 能 上 ２ 楼 的 开 关 。{[0100|f4010000]}\n{[0202]}Ｘ”\x0f\x02\x02
stg3_tou_316_02_kur	让我们找到开关……{[0100|fa000000]}\n难道就在这个房间某处？
stg3_tou_316_02_nok	让我们找到开关……{[0100|fa000000]}\n会在这个房间某处吗？
stg3_tou_316_02_win	让我们找到开关……{[0100|fa000000]}\n会在这个房间某处嘛？
stg3_tou_316_02_yos	让我们找到开关……{[0100|fa000000]}\n也就是说，就在这个房间某处？
stg3_tou_449	恭喜你，冠军。{[0004]}从今天起，请使用这个房间。{[0100|fa000000]}\n当然，这就是你的房间了，\n所以不必客气，请尽情放松。{[0004]}我先失陪了，{[0100|f4010000]}\n再会。
stg3_tou_450_kur	终于成功了，马力欧！{[0100|f4010000]}\n不过……{[0004]}金色霍克似乎\n真的不知道星之石……{[0004]}{[0101]}走到这一步还是没弄清\n真正的星之石的位置。{[0100|fa000000]}\n它到底在哪里呢？
stg3_tou_450_nok	终于成功了，马力欧！{[0100|f4010000]}\n不过……{[0004]}金色霍克似乎\n真的不知道星之石……{[0004]}{[0101]}走到这一步还是没弄清\n真正的星之石的位置。{[0100|fa000000]}\n它到底在哪里呢？
stg3_tou_450_win	终于成功了哟，马力欧！{[0100|f4010000]}\n不过……{[0004]}金色霍克似乎\n真的不知道星之石……{[0004]}{[0101]}走到这一步还是没弄清\n真正的星之石的位置呢。{[0100|fa000000]}\n它到底在哪里嘛？
stg3_tou_450_yos	终于成功了，冈萨雷兹！{[0100|f4010000]}\n不过……{[0004]}金色霍克似乎\n真的不知道星之石……{[0004]}{[0101]}走到这一步还是没弄清\n真正的星之石的位置啊。{[0100|fa000000]}\n它到底在哪里？
stg3_tou_450_01_kur	喂，马力欧。{[0100|fa000000]}\n你有没有听到哪里传来奇怪的声音？
stg3_tou_450_01_nok	喂，马力欧。{[0100|fa000000]}\n你有没有听到哪里传来奇怪的声音？
stg3_tou_450_01_win	喂，马力欧。{[0100|fa000000]}\n你有没有听到哪里传来奇怪的声音嘛？
stg3_tou_450_01_yos	喂，冈萨雷兹。{[0100|fa000000]}\n你有没有听到哪里传来奇怪的声音？
stg3_tou_450_02	…………{[0100|2c010000]}
stg3_tou_450_03	…………{[0100|2c010000]}
stg3_tou_450_04_kur	难不成是……{[0100|2c010000]}\n幽灵？
stg3_tou_450_04_nok	难不成是……{[0100|2c010000]}\n幽灵？
stg3_tou_450_04_win	难不成是……{[0100|2c010000]}\n幽灵？
stg3_tou_450_04_yos	难不成是……{[0100|2c010000]}\n幽灵？
stg3_tou_450_05_kur	什什什……什么啊！{[0100|2c010000]}\n不要吓我啊，真是的！
stg3_tou_450_05_nok	什什什……什么！{[0100|2c010000]}\n请不要吓我，真是的！
stg3_tou_450_05_win	啊啊啊啊……啊～讨厌！！{[0100|2c010000]}\n不要吓我嘛！
stg3_tou_450_05_yos	什什什……什么啊！{[0100|2c010000]}\n别吓我啊，真是的！
stg3_tou_450_06	“查 明 幽 灵 的 真 实 身 份 。{[0100|f4010000]}\n{[0202]}Ｘ”\x0f\x02\x02
stg3_tou_450_07_kur	查明幽灵的真实身份……{[0100|96000000]}这……{[0100|fa000000]}\n怎么这样啊……
stg3_tou_450_07_nok	查明幽灵的真实身份……{[0100|96000000]}这……{[0100|fa000000]}\n我好害怕啊……
stg3_tou_450_07_win	查明幽灵的真实身份……{[0100|96000000]}这……{[0100|fa000000]}\n总觉得很瘆人呢……
stg3_tou_450_07_yos	查明幽灵的真实身份……{[0100|96000000]}这……{[0100|fa000000]}\n真够可怕的……
stg3_tou_re_140	恭喜你，冈萨雷兹选手。{[0004]}刚听说你要重返擂台时，\n我还有点担心。\n但刚才的比赛真是精彩。{[0004]}这是你的战斗费{[0300|0000000000000000]}金币。
stg3_tou_re_141	好了……{[0004]}我知道的。{[0100|fa000000]}\n你肯定不会一直待在这里吧？
stg3_tou_re_142	算了，没关系。{[0100|fa000000]}\n今后我会保留你的选手资格。{[0004]}请偶尔回来打打守擂战。{[0004]}但如果输了的话，\n会掉到甲级联赛哦。
stg3_tou_re_143	那么，我还有很多工作要做，\n就先失陪了。{[0004]}{[0101]}我需要拟定一份计划，\n让霍克以明星身份重返赛场……{[0004]}{[0101]}那就再会了。
stg3_tou_106_02	冈萨雷兹选手\n目前禁止登记比赛。
stg3_tou_106_03_kur	这到底是怎么回事？{[0004]}莫非这也是Ｘ搞的鬼？
stg3_tou_106_03_nok	这到底是怎么回事？{[0004]}莫非这也是Ｘ搞的鬼吗？
stg3_tou_106_03_win	这到底是怎么回事嘛？{[0004]}莫非这也是Ｘ搞的鬼吗？
stg3_tou_106_03_yos	这到底是怎么回事啊？{[0004]}莫非这也是Ｘ搞的鬼？
stg3_tou_476	欢迎使用比赛登记系统。\n您有什么需要？{[0101]}
stg3_tou_476_1	您还有什么需要？{[0101]}
stg3_tou_476_yn	{[010d|00000000040000000401000028000000]}排名赛\n查看排名\n热身赛\n查看规则\n退出
stg3_tou_477_01	已为您匹配比赛。{[0004]}您的对战对手是\n{[030e|0000000000000000]}。{[0004]}老大的命令是\n“{[030e|0100000000000000]}”。
stg3_tou_477_01_exhibition	已为您匹配比赛。{[0004]}您的对战对手是\n{[030e|0000000000000000]}。
stg3_tou_480_first	初次参加热身赛的选手\n请阅读以下规则说明：{[0004]}热身赛中，\n可以选择喜欢的选手进行比赛。{[0004]}热身赛的比赛结果不影响排名。{[0100|fa000000]}\n老大也不会下达命令。{[0004]}其余规则和排名赛相同。{[0100|fa000000]}\n热身赛同样可以获得战斗费。{[0004]}随着排名提升，可进行热身赛的\n对手也会不断增加。{[0004]}规则说明完毕。{[0100|fa000000]}\n若想再听一次规则，\n可以选择“查看规则”重听。
stg3_tou_480_empty	目前没有选手可以和\n冈萨雷兹选手进行热身赛。
stg3_tou_480	要和{[030e|0000000000000000]}\n进行热身赛吗？{[0101]}
stg3_tou_480_yn	{[010d|00000000010000009600000028000000]}是\n否
stg3_tou_480_1	已为您登记热身赛。{[0100|fa000000]}\n守卫将会前来迎接，\n请在休息室稍候片刻。
stg3_tou_481	您要确认哪一项规则？{[0101]}
stg3_tou_481_yn	{[010d|00000000020000000401000028000000]}排名赛\n热身赛\n返回
stg3_tou_481_1	排名赛中，先将对手的ＨＰ\n削减至“０”的队伍获胜。{[0004]}但仅仅获胜还不行，{[0100|fa000000]}\n重要的是遵守老大的命令。{[0004]}遵守老大的命令并获胜的话，\n就能提升排名，\n可以和排名更高的选手对战。{[0004]}若没能遵守老大的命令，\n或在战斗中落败，\n则排名不会发生变化。{[0004]}比赛结束后，可以获得战斗费。{[0100|fa000000]}\n若赢得比赛，或遵守了老大的命令，\n即可获得大笔战斗费。请好好努力。
stg3_tou_481_2	热身赛中，\n可以选择喜欢的选手进行对战。{[0004]}热身赛的比赛结果不影响排名。{[0100|fa000000]}\n老大也不会下达命令。{[0004]}其余规则和排名赛相同。{[0100|fa000000]}\n热身赛同样可以获得战斗费。{[0004]}随着排名提升，可进行热身赛\n对战的对手也会不断增加。
stg3_tou_107_00	嗨，冈萨雷兹。{[0100|fa000000]}\n来登记比赛是吧。{[0100|fa000000]}\nＹｏｕ的下个对手是……{[0004]}排名第{[0300|0000000000000000]}的{[030e|0100000000000000]}。{b}{[0101]}
stg3_tou_107_00_01	嗨，冈萨雷兹！{[0100|fa000000]}\n来登记比赛是吧！！{[0004]}呵呵呵……{[0100|fa000000]}\nＹｏｕ的下个比赛对手是……{[0004]}{[0307|00004040]}{[0100|fa000000]}排名第{[0300|0000000000000000]}的{[030e|0100000000000000]}！{[0307|0000803f]}{[0004]}{[0307|00004040]}没错！{[0307|0000803f]}{[0100|fa000000]}\nＹｏｕ终于要挑战甲级联赛了！！{[0004]}Ｍｅ很期待Ｙｏｕ的表现，\n请Ｙｏｕ务必好好努力！{b}{[0101]}
stg3_tou_107_00_02	嗨，冈萨雷兹。{[0100|fa000000]}\n来登记比赛是吧！{[0004]}呵呵呵……{[0100|fa000000]}\nＹｏｕ的下一场比赛\n就是冠军争霸赛了！{[0004]}没错！{[0100|fa000000]}\nＹｏｕ的下个对手就是\n冠军{[030e|0000000000000000]}！！{[0004]}期待Ｙｏｕ带来一场\nＧｏｏｄ又Ｎｉｃｅ的比赛！{b}{[0101]}
stg3_tou_107_01	另外，在战斗中\n至少要受到５次伤害！{[0004]}要是一边倒赢下战斗\n就太没意思了。{[0004]}加油战斗吧。
stg3_tou_107_01_minor	另外，在战斗中\n至少要受到３次伤害！{[0004]}要是一边倒赢下战斗\n就太没意思了。{[0004]}加油战斗吧。
stg3_tou_107_02	另外，在战斗中\n不要使用跳跃！{[0004]}Ｍｅ想看看纯粹的力量比拼。\n明白了吗？{[0004]}加油战斗吧。
stg3_tou_107_02_minor	另外，在战斗中\n不要使用跳跃！{[0004]}Ｍｅ想看看纯粹的力量比拼。\n明白了吗？{[0004]}加油战斗吧。
stg3_tou_107_03	另外，在战斗中\n不要使用锤子！{[0004]}不要依赖武器，\n就用自己的肉体去战斗如何？{[0004]}加油战斗吧。
stg3_tou_107_03_minor	另外，在战斗中\n不要使用锤子！{[0004]}不要依赖武器，\n就用自己的肉体去战斗如何？{[0004]}加油战斗吧。
stg3_tou_107_04	另外，在战斗中\n不要使用ＦＰ！{[0004]}Ｍｅ想通过单纯的招式\n衡量Ｙｏｕ的实力。\n明白了吗？{[0004]}加油战斗吧。
stg3_tou_107_04_minor	另外，在战斗中\n不要使用ＦＰ！{[0004]}Ｍｅ想通过单纯的招式\n衡量Ｙｏｕ的实力。\n明白了吗？{[0004]}加油战斗吧。
stg3_tou_107_05	另外，在战斗中\n不要使用特殊招式！{[0004]}Ｍｅ已经受够冗长的表演了！\nＭｅ希望Ｙｏｕ更多地展现战斗的本质！\n明白了吗？{[0004]}加油战斗吧。
stg3_tou_107_05_minor	另外，在战斗中\n不要使用特殊招式！{[0004]}Ｍｅ已经受够冗长的表演了！\nＭｅ希望Ｙｏｕ更多地展现战斗的本质！\n明白了吗？{[0004]}加油战斗吧。
stg3_tou_107_06	另外，在战斗中\n不要使用道具！{[0004]}依靠物品并不算Ｓｔｒｏｎｇ！\nＹｏｕ说是吧？{[0004]}加油战斗吧。
stg3_tou_107_06_minor	另外，在战斗中\n不要使用道具！{[0004]}依靠物品并不算Ｓｔｒｏｎｇ！\nＹｏｕ说是吧？{[0004]}加油战斗吧。
stg3_tou_107_07	另外，在战斗中\n不要变更同伴！{[0004]}相信Ｙｏｕ一开始选择的同伴，\n一起战斗到最后……{[0004]}这才有戏剧效果！明白了吗？\n加油战斗吧。
stg3_tou_107_07_minor	另外，在战斗中\n不要变更同伴！{[0004]}相信Ｙｏｕ一开始选择的同伴，\n一起战斗到最后……{[0004]}这才有戏剧效果！明白了吗？\n加油战斗吧。
stg3_tou_107_08	另外，在战斗中，\n一定要在５回合内打倒对手！{[0004]}Ｍｅ今天晚些时候和心爱的女孩有约，\nＹｏｕ要识趣一点。{[0004]}加油战斗吧。
stg3_tou_107_08_minor	另外，在战斗中，\n一定要在５回合内打倒对手！{[0004]}Ｍｅ今天晚些时候和心爱的女孩有约，\nＹｏｕ要识趣一点。{[0004]}加油战斗吧。
stg3_tou_107_12	另外，在战斗中\n至少要使用１次特殊招式。{[0004]}Ｙｏｕ应该也想给大家露一手吧？\n剧情总要有些起伏才好看。{[0004]}加油战斗吧。
stg3_tou_107_12_minor	另外，在战斗中\n至少要使用１次特殊招式！{[0004]}Ｙｏｕ应该也想给大家露一手吧？\n剧情总要有些起伏才好看。{[0004]}加油战斗吧。
stg3_tou_107_13	另外，在战斗中，\n要在累计受到超过２０点伤害前打倒对手！{[0004]}观众才不想看伤痕累累的明星呢。\n明白了吗？{[0004]}加油战斗吧。
stg3_tou_107_16	另外，在战斗中，\n至少要向观众展现魅力３次！{[0004]}Ｍｅ说过很多次了，\n必须更加卖力调动观众的情绪。\n观众也想看个尽兴啊！{[0004]}加油战斗吧。
stg3_tou_107_16_minor	另外，在战斗中，\n至少要向观众展现魅力１次！{[0004]}Ｍｅ说过很多次了，\n必须更加卖力调动观众的情绪！\n观众也想看个尽兴啊！{[0004]}加油战斗吧。
stg3_tou_107_17	另外，在战斗中\n前３个回合不要对对手造成伤害！{[0004]}假装自己状态不好，\n调动起观众的紧张情绪，\n这也是职业选手应有的技巧。{[0004]}加油战斗吧。
stg3_tou_107_19	另外，在战斗中\n不要让Ｙｏｕ的同伴对对手造成伤害！{[0004]}只有冈萨雷兹Ｙｏｕ才能攻击对手。{[0100|fa000000]}\n明白了吗？{[0004]}加油战斗吧。
stg3_tou_107_20	另外，在战斗中\n冈萨雷兹Ｙｏｕ一定不要\n对对手造成伤害！{[0004]}毕竟Ｙｏｕ的同伴相当受欢迎！\n让同伴表现表现吧！{[0004]}加油战斗吧。
stg3_tou_107_21_minor	另外，在战斗中\n至少要使用１次同伴的招式！{[0004]}给Ｙｏｕ的同伴一些表现机会，\n才能调动观众的情绪。{[0004]}加油战斗吧。
stg3_tou_107_21	另外，在战斗中\n至少要使用２次同伴的招式！{[0004]}给Ｙｏｕ的同伴一些表现机会，\n才能调动观众的情绪。{[0004]}加油战斗吧。
stg3_tou_107_22	另外，在战斗中……{[0100|fa000000]}\n这次没有要求！{[0004]}全力以赴，挑战冠军吧！{[0004]}加油战斗吧。
stg3_tou_re_361	你好，冈萨雷兹选手。{[0100|fa000000]}\n来登记比赛是吧。{[0004]}我看看……{[0100|fa000000]}\n你的下个比赛对手是……{[0004]}排名第{[0300|0000000000000000]}的{[030e|0100000000000000]}。{b}{[0101]}
stg3_tou_re_361_01	你好，冈萨雷兹选手。{[0100|fa000000]}\n来登记比赛是吧。{[0004]}我看看……{[0100|fa000000]}\n你的下个比赛对手是……{[0004]}冠军{[030e|0000000000000000]}。{b}{[0101]}
stg3_tou_re_362	另外，在比赛时，\n请至少受到５次伤害。{[0004]}要是一边倒赢下战斗\n就太没意思了。{[0004]}请努力战斗吧。
stg3_tou_re_363	另外，在比赛时，\n请不要使用跳跃。{[0004]}因为蹦蹦跳跳会让观众感到心烦。{[0004]}请努力战斗吧。
stg3_tou_re_364	另外，在比赛时，\n请不要使用锤子。{[0004]}媒体批评说有很多小孩\n看了你的比赛后有样学样，\n到处挥舞东西，所以请不要使用。{[0004]}请努力战斗吧。
stg3_tou_re_365	另外，在比赛时，\n请不要使用ＦＰ。{[0004]}请用简单明了的招式\n展现你的实力。{[0004]}请努力战斗吧。
stg3_tou_re_366	另外，在比赛时，\n请不要使用特殊招式。{[0004]}特殊招式虽然十分华丽，\n但表演太过冗长，请不要那么做。{[0004]}请努力战斗吧。
stg3_tou_re_367	另外，在比赛时，\n请不要使用道具。{[0004]}借此良机，我实话实说吧……\n使用道具给人感觉很狡猾，\n请不要那么做。{[0004]}请努力战斗吧。
stg3_tou_re_368	另外，在比赛时，\n请不要变更同伴。{[0004]}我认为频繁更换同伴\n对小孩子的教育也有消极影响。{[0004]}请努力战斗吧。
stg3_tou_re_369	另外，在比赛时，\n请于５回合内打倒对手。{[0004]}今天晚些时候我还有场重要的会议，\n所以请快些结束比赛。{[0004]}请努力战斗吧。
stg3_tou_re_371	另外，在比赛时，\n请至少使用１次特殊招式。{[0004]}哪怕为了支持你的观众，\n也要为自己准备好大显身手的机会。{[0004]}请努力战斗吧。
stg3_tou_re_372	另外，在比赛时，\n请在累计受到超过２０点伤害前打倒对手。{[0004]}现在这个时代，\n已经不时兴遍体鳞伤的战斗了。{[0004]}请努力战斗吧。
stg3_tou_re_373	另外，在比赛时，\n请至少向观众展现魅力３次。{[0004]}我说过很多遍了，\n请更加不遗余力地\n调动观众的情绪。{[0004]}请努力战斗吧。
stg3_tou_re_374	另外，在比赛时，\n前３回合请不要对对手造成伤害。{[0004]}你现在在大众眼中形象有些野蛮，\n所以一开始先不要攻击。{[0004]}请努力战斗吧。
stg3_tou_re_375	另外，在比赛时，\n请一定不要让同伴\n对对手造成伤害。{[0004]}只有冈萨雷兹选手\n可以攻击对手。{[0100|fa000000]}\n明白了吗？{[0004]}请努力战斗吧。
stg3_tou_re_376	另外，在比赛时，\n请冈萨雷兹选手一定\n不要对对手造成伤害。{[0004]}观众也想看到你的同伴\n有更多出色表现。{[0004]}请努力战斗吧。
stg3_tou_re_377	另外，在比赛时，\n请至少使用２次同伴的招式。{[0004]}给你的同伴一些表现机会，\n才能调动观众的情绪。{[0004]}请努力战斗吧。
stg3_tou_re_378	另外，在比赛时……{[0100|fa000000]}\n这次没有任何要求。{[0004]}请全力以赴，\n和金色霍克交手吧。{[0004]}请努力战斗吧。
stg3_rank_01	马力欧的排名提升至第{[0300|0000000000000000]}名了。
stg3_rank_04	马力欧的排名降低至第{[0300|0000000000000000]}名了。
stg3_rank_05	马力欧成为冠军了！！！
stg3_rank_06	马力欧保住了冠军宝座。
stg3_rank_19	要求已达成，\n排名提升了。
stg3_rank_20	未达成要求，\n排名保持第{[0300|0000000000000000]}名不变。
stg3_rank_21	在比赛中落败，\n排名保持第{[0300|0000000000000000]}名不变。
stg3_tou_453	冠军，{[0100|fa000000]}\n比赛要开始了。{[0100|fa000000]}\n请跟我来。
stg3_tou_453_1	你要去哪里，冠军？{[0100|fa000000]}\n比赛要开始了。{[0100|fa000000]}\n请跟我来。
stg3_tou_181_00	冠军，{[0100|fa000000]}\n这是战斗费{[0300|0000000000000000]}金币。
stg3_tou_181_02	我先失陪了，{[0100|f4010000]}\n再会。
stg3_tou_365_04_00	恭喜你重回冠军宝座。{[0100|fa000000]}\n请使用这个房间。{[0004]}冠军，{[0100|fa000000]}\n这是本次的战斗费，{[0300|0000000000000000]}金币。
stg3_tou_365_04_02	我先失陪了，{[0100|f4010000]}\n再会。
stg3_tou_365_04_03_kur	太好了，马力欧！{[0100|fa000000]}\n我们又成为冠军了！
stg3_tou_365_04_03_nok	太好了，马力欧！{[0100|fa000000]}\n我们又成为冠军了！
stg3_tou_365_04_03_win	太好了呢，马力欧！{[0100|fa000000]}\n我们又成为冠军了哟！
stg3_tou_365_04_03_yos	太好了，冈萨雷兹！{[0100|fa000000]}\n我们又成为冠军了！
stg3_tou_365_04_03_viv	太好了呢，马力欧！{[0100|fa000000]}\n我们又成为冠军了！
stg3_tou_365_04_03_bom	太好了，马力欧……{[0100|fa000000]}\n我们又成为冠军了！
stg3_tou_365_04_03_chu	太好了呢，马力欧！{[0100|fa000000]}\n我们又成为冠军了！
stg3_yado_00	要在床上休息吗？{[0101]}
stg3_yado_01	{[010d|00000000010000009600000028000000]}要\n不要
stg3_tou_294	这里是甲级联赛的选手休息室。{[0100|fa000000]}\n今后请使用这个房间。{[0004]}比赛系统和乙级联赛一致。{[0004]}但比赛要比以前难得多。{[0100|fa000000]}\n请在不丧命的前提下好好加油。{[0004]}我先失陪了，{[0100|f4010000]}\n再会。
stg3_tou_294_01_yos	嗯？{[0100|fa000000]}\n我们好像不太受欢迎啊。
stg3_tou_294_02	打扰了！{[0004]}本大爷听说最近有个家伙\n排名突飞猛进……
stg3_tou_294_02_01	原来就是你啊！{[0100|fa000000]}\n那个叫冈萨雷兹的胡子男！{[0004]}什么啊，看上去\n根本不值得本大爷专门跑这么一趟。
stg3_tou_294_03_yos	怎么了，冈萨雷兹？{[0100|fa000000]}\n咦？冠军腰带……
stg3_tou_294_04	你……{[0100|64000000]}你盯着看什么！
