aaa.msbt
pro_00	有信喔～
un_starpiece_0028	我看見「星星碎片」了。{[0004]}地點是惡棍鎮西區。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在中央變成紙片之後，\n就會掉進城鎮的地下。{[0004]}那裡有兩塊踩了就會下沉的地板，\n它就掉在附近看不見的地方。
un_starpiece_0029	我看見「星星碎片」了。{[0004]}地點是惡棍鎮地下。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n從這棟建築物出去後，\n不斷地往右前進吧。{[0004]}看見水後就把身體縮起來，\n朝著附近的鋼管跳躍，\n接著進入鋼管另一端的水管中。{[0004]}從水管出來後往左前進，\n它就在房間裡的吊床上閃閃發光。
un_starpiece_0030	我看見「星星碎片」了。{[0004]}地點是惡棍鎮地下。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在黑色箱子的正前方。{[0004]}使用旋轉跳躍翻轉神奇的旋轉地板後，\n它就會從裡面冒出來。
un_starpiece_0031	我看見「星星碎片」了。{[0004]}地點是能遠遠看見巨大的城堡、\n通往悠閒村子的平原。{[0004]}只要敲打水管左側的樹，\n它就會掉下來。
un_starpiece_0032	我看見「星星碎片」了。{[0004]}地點是能通往悠閒村子的平原。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n進入橋前面的水管後往右前進，\n就會看到它掉在地上。
un_starpiece_0033	我看見「星星碎片」了。{[0004]}地點是穿過悠閒村子後的另一邊。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n只要敲打第一個草叢，\n它就會冒出來。
un_starpiece_0034	我看見「星星碎片」了。{[0004]}地點是悠閒村子裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在有著旅館和商店的地方……{[0110]}{[0100|2c010000]}\x0f\x01\x10\n頭上有花的東西附近。{[0004]}使用旋轉跳躍翻轉神奇的旋轉地板後，\n它就會從裡面冒出來。
un_starpiece_0035	我看見「星星碎片」了。{[0004]}地點是悠閒村子裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在守門人附近盛開著花草、\n有蝴蝶玩耍的那一帶。{[0004]}使用旋轉跳躍翻轉神奇的旋轉地板後，\n它就會從裡面冒出來。
un_starpiece_0036	我看見「星星碎片」了。{[0004]}地點是大城堡裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在許多牢房並排的地方……{[0110]}{[0100|2c010000]}\x0f\x01\x10\n最左邊的牢房裡面。{[0004]}使用旋轉跳躍翻轉神奇的旋轉地板後，\n它就會從裡面冒出來。
un_starpiece_0037	我看見「星星碎片」了。{[0004]}地點是大城堡裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n有個能用開關轉動樓梯的大房間。{[0004]}前往那間房間的上方吧。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n但是你無法從那間房間上去……{[0110]}{[0100|2c010000]}\x0f\x01\x10\n必須要從別的房間過去才行。{[0004]}先從有著許多窗戶的走廊\n走到沒有地板的位置，\n接著做好心理準備跳下去。{[0004]}踩在牆壁上方之後往右前進，\n就能發現它掉在地上。
un_starpiece_0038	我看見「星星碎片」了。{[0004]}地點是大城堡裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n有個能用開關轉動樓梯的大房間。{[0004]}前往那間房間的上方吧。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n但是你無法從那間房間上去……{[0110]}{[0100|2c010000]}\x0f\x01\x10\n必須要從別的房間過去才行。{[0004]}從有著許多窗戶的走廊\n走到沒有格子的窗戶。{[0004]}接著跳出那個窗戶外，\n往右走就能發現它掉在地上。
un_starpiece_0039	我看見「星星碎片」了。{[0004]}地點是大城堡裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n有個能用開關轉動樓梯的大房間。{[0004]}待在紫色的磚塊上，\n得到擁有龜殼之人的幫助前往上面。{[0004]}之後往右走就能發現它掉在地上。
un_starpiece_0040	我看見「星星碎片」了。{[0004]}地點是大城堡裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n某個房間裡有塊踩了會發光的地板。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n不過地面上看不見那塊地板……{[0004]}待在黃色的磚塊上，\n得到擁有龜殼之人的幫助前往上面。{[0004]}越過會發光的地板，\n再沿著深處的狹窄處往右走，\n就能發現它掉在地上。
un_starpiece_0041	我看見「星星碎片」了。{[0004]}地點是茂密森林裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n那裡有塊踩了會發光的地板。{[0004]}沿著深處被樹木包圍的狹窄道路\n往左走就能發現它掉在地上。
un_starpiece_0042	我看見「星星碎片」了。{[0004]}地點是茂密森林裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n那裡能夠看見御風者的家。{[0004]}只要敲打左邊數來第三棵樹，\n它就會掉下來。
un_starpiece_0043	我看見「星星碎片」了。{[0004]}地點是茂密森林裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n那裡能夠看見御風者的家。{[0004]}它就掉在水管附近靠左邊的地方。
un_starpiece_0044	我看見「星星碎片」了。{[0004]}地點是御風者的家。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在有床的房間內……{[0110]}{[0100|2c010000]}\x0f\x01\x10\n化妝台的左邊那一帶。{[0004]}使用旋轉跳躍翻轉神奇的旋轉地板後，\n它就會從裡面冒出來。
un_starpiece_0045	我看見「星星碎片」了。{[0004]}地點是小生物們居住的大樹裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在泡泡房間上面的房間……{[0100|2c010000]}\n能通往上方的水管前面。{[0004]}使用旋轉跳躍翻轉神奇的旋轉地板後，\n它就會從裡面冒出來。
un_starpiece_0046	我看見「星星碎片」了。{[0004]}地點是小生物們居住的大樹裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在藍色牢房中央。{[0004]}使用旋轉跳躍翻轉神奇的旋轉地板後，\n它就會從裡面冒出來。
un_starpiece_0047	我看見「星星碎片」了。{[0004]}地點是小生物們居住的大樹裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n那裡有條彎彎曲曲狹窄的道路。{[0004]}只要搜尋道路下面偏左的草叢，\n它就會冒出來。
un_starpiece_0048	我看見「星星碎片」了。{[0004]}地點是小生物們居住的大樹裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n過去你們掉進無聊陷阱的位置\n稍微靠前的地方。{[0004]}那裡有根通往上方的水管，\n它就掉在那個的水管後面。
un_starpiece_0049	我看見「星星碎片」了。{[0004]}地點是小生物們居住的大樹裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n從最下方房間右邊的水管\n通往上面的房間。{[0004]}接著搜尋左邊數來第三棵草，\n它就會冒出來。
un_starpiece_0050	我看見「星星碎片」了。{[0004]}地點是小生物們居住的大樹裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n那裡有四根柱子，\n上面刻劃著意義深遠的圖案。{[0004]}它就掉在水管的後面。
un_starpiece_0051	我看見「星星碎片」了。{[0004]}地點是飄浮在空中的城鎮裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n老闆所在的商店櫃台後面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n它就掉在最左邊的地方。
un_starpiece_0052	我看見「星星碎片」了。{[0004]}地點是飄浮在空中的城鎮裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n它就掉在電話亭的後面。
un_starpiece_0053	我看見「星星碎片」了。{[0004]}地點是飄浮在空中的城鎮裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在鬥技場的前面。{[0004]}它就掉在入口右側植物的後面。
un_starpiece_0054	我看見「星星碎片」了。{[0004]}地點是飄浮在空中的城鎮裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n老闆所在的商店屋頂上。{[0004]}它就掉在跳台的另一側。
un_starpiece_0055	我看見「星星碎片」了。{[0004]}地點是飄浮在空中的城鎮裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在距離鬥技場正面很遠的前方……{[0110]}{[0100|2c010000]}\x0f\x01\x10\n比地板上的星星圖案還要前面。{[0004]}使用旋轉跳躍翻轉神奇的旋轉地板後，\n它就會從裡面冒出來。
un_starpiece_0056	我看見「星星碎片」了。{[0004]}地點是飄浮在空中的城鎮。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在鬥技場的1樓大廳……{[0110]}{[0100|2c010000]}\x0f\x01\x10\n通往擂台那道門的左邊。{[0004]}使用旋轉跳躍翻轉神奇的旋轉地板後，\n它就會從裡面冒出來。
un_starpiece_0057	我看見「星星碎片」了。{[0004]}地點是飄浮在空中的城鎮。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在鬥技場主辦人的房間內。{[0004]}它就掉在沙發後面的\n觀葉植物後方。
un_starpiece_0058	我看見「星星碎片」了。{[0004]}地點是飄浮在空中的城鎮。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在鬥技場主辦人的房間內。{[0004]}它就放在桌子的抽屜裡。
un_starpiece_0059	我看見「星星碎片」了。{[0004]}地點是飄浮在空中的城鎮裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在鬥技場的倉庫1樓，{[0110]}{[0100|2c010000]}\x0f\x01\x10\n房間正中央的地方。{[0004]}使用旋轉跳躍翻轉神奇的旋轉地板後，\n它就會從裡面冒出來。
un_starpiece_0060	我看見「星星碎片」了。{[0004]}地點是飄浮在空中的城鎮裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在鬥技場的倉庫2樓。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n右邊那個放了很多箱子的房間。{[0004]}它就掉在箱子後面。
un_starpiece_0061	我看見「星星碎片」了。{[0004]}地點是陰暗村莊裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n有著旅館等建築物的地方。{[0004]}只要搜尋前方樹木稍微靠左的草叢，\n它就會冒出來。
un_starpiece_0062	我看見「星星碎片」了。{[0004]}地點是陰暗村莊裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n有著旅館等建築物的地方。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n它就掉在左邊的房子後面。
un_starpiece_0063	我看見「星星碎片」了。{[0004]}地點是陰暗村莊裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n有著商店等建築物的地方。{[0004]}它就掉在前面靠右那個木桶的後面。
un_starpiece_0064	我看見「星星碎片」了。{[0004]}地點是從陰暗村莊稍微往前走的地方。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在前往森林途中的道路上。{[0004]}它就掉在倒下的樹後面。
un_starpiece_0065	我看見「星星碎片」了。{[0004]}地點是從陰暗村莊稍微往前走的地方。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n要越過倒下的樹。{[0004]}它就掉在水管後面。
un_starpiece_0066	我看見「星星碎片」了。{[0004]}地點是外觀可疑的寺院外面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在入口那扇快要壞掉的門附近。{[0004]}它就掉在矮牆後面。
un_starpiece_0067	我看見「星星碎片」了。{[0004]}地點是外觀可疑的寺院裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n有個房間只要按下寺院外的開關，\n就能改變樓梯的位置。{[0004]}將靠裡面的門和靠前面的門連成一線後，\n在那條線的正中央。{[0004]}使用旋轉跳躍翻轉神奇的旋轉地板後，\n它就會從裡面冒出來。
un_starpiece_0068	我看見「星星碎片」了。{[0004]}地點是外觀可疑的寺院裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在不捲起來就無法進入的儲藏室中。{[0004]}它就掉在老舊的鋼琴和木桶之間。
un_starpiece_0069	我看見「星星碎片」了。{[0004]}地點是外觀可疑的寺院裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n從「井」進入排著四根火把的房間上層。{[0004]}它就掉在最右邊的柱子後面。
un_starpiece_0070	我看見「星星碎片」了。{[0004]}地點是外觀可疑的寺院裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在有鸚鵡那間房間的門附近。{[0004]}使用旋轉跳躍翻轉神奇的旋轉地板後，\n它就會從裡面冒出來。
un_starpiece_0071	我看見「星星碎片」了。{[0004]}地點是南海上那座曾經無人的小島。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n從船的棧橋直直往右前進，\n它就在岩石堆附近。{[0004]}使用旋轉跳躍翻轉神奇的旋轉地板後，\n它就會從裡面冒出來。
un_starpiece_0072	我看見「星星碎片」了。{[0004]}地點是南海上那座曾經無人的小島。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n它就掉在旅館前的岩石堆後面。
un_starpiece_0073	我看見「星星碎片」了。{[0004]}地點是南海上那座曾經無人的小島。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在有著旅館與商店的地方。{[0004]}它就掉在沙灘上\n隨時會被海浪捲走的位置。
un_starpiece_0074	我看見「星星碎片」了。{[0004]}地點是南海上那座曾經無人的小島。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在經過旅館和商店之後，\n馬上就會抵達的叢林裡面。{[0004]}只要搜尋最左邊的草叢，\n它就會冒出來。
un_starpiece_0075	我看見「星星碎片」了。{[0004]}地點是南海上那座曾經無人的小島叢林裡。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在通過有咬咬魚的池塘之後的地方。{[0004]}它就掉在交纏在一起的巨大樹根後面。
un_starpiece_0076	我看見「星星碎片」了。{[0004]}地點是南海上那座曾經無人的小島。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在有著紅鬍子和藍鬍子，\n如同兄弟般的神奇岩石附近。{[0004]}它就掉在前面的岩石後面。
un_starpiece_0077	我看見「星星碎片」了。{[0004]}地點是南海小島的洞窟裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在進入洞窟後稍微往前走、\n有兩艘船漂浮在海水上的地方。{[0004]}它就掉在右邊那艘船\n左側的狹窄地面上。
un_starpiece_0078	我看見「星星碎片」了。{[0004]}地點是南海小島的洞窟裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在水門前的大瀑布上方……{[0110]}{[0100|2c010000]}\x0f\x01\x10\n有踩了會發光的地板那一帶。{[0004]}它就在通往右邊的道路附近。{[0004]}使用旋轉跳躍翻轉神奇的旋轉地板後，\n它就會從裡面冒出來。
un_starpiece_0079	我看見「星星碎片」了。{[0004]}地點是南海小島的洞窟裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n有個房間在左側堆放了許多木桶。{[0004]}它放在高處的木桶裡，\n不搭乘某個東西就無法到達。
un_starpiece_0080	我看見「星星碎片」了。{[0004]}地點是南海小島的洞窟裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n住著三隻有翅生物的小房間中央。{[0004]}使用旋轉跳躍翻轉神奇的旋轉地板後，\n它就會從裡面冒出來。
un_starpiece_0081	我看見「星星碎片」了。{[0004]}地點是閃閃發亮的豪華列車。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在駕駛室裡，\n羅列著許多儀表板的裝置附近。{[0004]}使用旋轉跳躍翻轉神奇的旋轉地板後，\n它就會從裡面冒出來。
un_starpiece_0082	我看見「星星碎片」了。{[0004]}地點是閃閃發亮的豪華列車裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在4號房正中間。{[0004]}使用旋轉跳躍翻轉神奇的旋轉地板後，\n它就會從裡面冒出來。
un_starpiece_0083	我看見「星星碎片」了。{[0004]}地點是閃閃發亮的豪華列車裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n餐車中那位廚師的身體\n看起來正散發著光芒。{[0004]}只要實現那個人的願望，\n就能獲得星星碎片。
un_starpiece_0084	我看見「星星碎片」了。{[0004]}地點是閃閃發亮的豪華列車裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n餐車中那位服務生的身體\n看起來正散發著光芒。{[0004]}只要實現那個人的願望，\n就能獲得星星碎片。
un_starpiece_0085	我看見「星星碎片」了。{[0004]}地點是閃閃發亮的豪華列車裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在8號房的抽屜中。
un_starpiece_0086	我看見「星星碎片」了。{[0004]}地點是豪華列車中途停靠的車站。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在有許多齒輪的房間裡面。{[0004]}它就掉在房間內最右邊的齒輪後面。
un_starpiece_0087	我看見「星星碎片」了。{[0004]}地點是有錢人居住的城鎮。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在車站前那棟有薔薇拱門的房子。\n從綠籬的縫隙進去吧……{[0004]}往裡面走就會發現它掉在地上。
un_starpiece_0088	我看見「星星碎片」了。{[0004]}地點是有錢人居住的城鎮。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n它就在走下車站前的樓梯那裡。{[0004]}使用旋轉跳躍翻轉神奇的旋轉地板後，\n它就會從裡面冒出來。
un_starpiece_0089	我看見「星星碎片」了。{[0004]}地點是有錢人居住的城鎮。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在車站前那棟有泳池的房子。{[0004]}它就掉在躺椅後面。
un_starpiece_0090	我看見「星星碎片」了。{[0004]}地點是有錢人居住的城鎮。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在飯店隔壁那棟房子的庭院。{[0004]}它就掉在綠籬後面。
un_starpiece_0091	我看見「星星碎片」了。{[0004]}地點是前往寒冷飄雪村莊的路上。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在連接惡棍鎮地下的水管左邊。{[0004]}使用旋轉跳躍翻轉神奇的旋轉地板後，\n它就會從裡面冒出來。
un_starpiece_0092	我看見「星星碎片」了。{[0004]}地點是寒冷飄雪村莊。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在剛進入村莊的地方……{[0110]}{[0100|2c010000]}\x0f\x01\x10\n它就掉在前方牆壁的後面。
un_starpiece_0093	我看見「星星碎片」了。{[0004]}地點是寒冷飄雪村莊。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在不斷往右邊前進之後的房子裡。{[0004]}它就掉在堆積的箱子後面。
un_starpiece_0094	我看見「星星碎片」了。{[0004]}地點是寒冷飄雪村莊。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n它就在大炮左側，離大炮很近。{[0004]}使用旋轉跳躍翻轉神奇的旋轉地板後，\n它就會從裡面冒出來。
un_starpiece_0095	我看見「星星碎片」了。{[0004]}地點是前往寒冷飄雪村莊的路上。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n離開連接惡棍鎮地下的水管之後往右走。{[0004]}右側靠前的地方有棵樹，\n它就掉在那棵樹旁邊的草叢後面。
un_starpiece_0096	我看見「星星碎片」了。{[0004]}地點是寒冷飄雪村莊\n前往連接惡棍鎮地下那根水管的路上。{[0004]}它就掉在右側靠前的牆後面。
un_starpiece_0097	我看見「星星碎片」了。{[0004]}地點是月亮上有水管的地方。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n它就掉在……{[0110]}{[0100|2c010000]}\x0f\x01\x10\n大坑稍微偏後的小岩石後面。
un_starpiece_0098	我看見「星星碎片」了。{[0004]}地點是月亮上的建築物裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在有吊臂的地方。{[0004]}它就放在高台的上面。
un_starpiece_0099	我看見「星星碎片」了。{[0004]}地點是月亮上的建築物裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在天花板很低的地方。{[0004]}它就掉在房間左邊的角落。
un_supercoin_0000	我看見「太陽之力」了。{[0004]}地點是惡棍鎮東區。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n先騎著充滿活力的小東西過河，\n再從木箱爬上屋頂吧。{[0004]}從屋頂跳到另一個屋頂後，\n繼續前進就會發現它在紅色的屋頂上閃閃發光。
un_supercoin_0001	我看見「太陽之力」了。{[0004]}地點是惡棍鎮東區。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n它在大海男兒炸彈兵家\n最裡面的房間閃閃發光。
un_supercoin_0002	我看見「太陽之力」了。{[0004]}地點是惡棍鎮西區。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n最右邊那棟房子的2樓右側有個小洞，\n捲起身體進去裡面吧。{[0004]}它就在後院最裡面閃閃發光。
un_supercoin_0003	我看見「太陽之力」了。{[0004]}地點是惡棍鎮西區。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n借用大海男兒的力量，\n破壞商店旁的牆壁吧。{[0004]}它就在牆壁深處閃閃發光。
un_supercoin_0004	我看見「太陽之力」了。{[0004]}地點是惡棍鎮東區。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n先騎著充滿活力的小東西過河，\n再從木箱爬上屋頂吧。{[0004]}將自己變成紙片，\n穿過那些貨物的縫隙後掉落，\n它就在那裡閃閃發光。
un_supercoin_0005	我看見「太陽之力」了。{[0004]}地點是惡棍鎮地下。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n從這棟建築物出去後，\n捲起身體從左邊穿過去吧。{[0004]}上下移動的地板後面有鋼管，\n在鋼管旁把身體縮起來之後跳躍。{[0004]}沿著鋼管下來右邊的屋頂後，\n往下移動到旁邊的屋頂上，\n往前走就能看見它閃閃發光。
un_supercoin_0006	我看見「太陽之力」了。{[0004]}地點是惡棍鎮地下。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n從這棟建築物出去後，\n持續往右前進吧。{[0004]}看見水之後，在發光的地板上\n變成獨特的形狀，往水上前進。{[0004]}它就在另一邊的狹窄地板上閃閃發光。
un_supercoin_0007	我看見「太陽之力」了。{[0004]}地點是惡棍鎮的地下深處。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在有扇大門的房間左側。{[0004]}踩跳台跳上去之後，\n它就在那裡閃閃發光。
un_supercoin_0008	我看見「太陽之力」了。{[0004]}地點是惡棍鎮西區。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在中央變成紙片之後，\n就會掉進城鎮的地下。{[0004]}它就在左邊閃閃發光。
un_supercoin_0009	我看見「太陽之力」了。{[0004]}地點是惡棍鎮地下。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n那裡靠前的地方有水在流動。{[0004]}是一個會出現水管的神奇房間，{[0100|2c010000]}\n破壞掉巨大黃色磚塊後往前走，\n它就在那裡閃閃發光。
un_supercoin_0010	我看見「太陽之力」了。{[0004]}地點是惡棍鎮地下。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n那裡靠前的地方有水在流動，\n還有踩了會發光的地板。{[0004]}在那個地板上變成獨特的形狀後，\n在水上不斷地往右前進吧。{[0004]}它就在最裡面的房間閃閃發光。
un_supercoin_0011	我看見「太陽之力」了。{[0004]}地點是惡棍鎮地下。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n那裡靠前的地方有水在流動，\n還有踩了會發光的地板。{[0004]}在那個地板上變成獨特的形狀後，\n在水上不斷地往右前進吧。{[0004]}它就在最裡面的房間閃閃發光。{[0100|2c010000]}\n在那下面把身體縮起來之後，\n跳起來撞擊磚塊。
un_supercoin_0012	我看見「太陽之力」了。{[0004]}地點是惡棍鎮地下。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n那裡靠前的地方有水在流動，\n還有踩了會發光的地板。{[0004]}在那個地板上變成獨特的形狀後，\n在水上不斷地往右前進吧。{[0004]}它就在最裡面的房間閃閃發光。
un_supercoin_0013	我看見「太陽之力」了。{[0004]}地點是大城堡裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在經過有許多牢房的房間之後的地方。{[0004]}它就在大樓梯前面那扇窗戶的旁邊閃閃發光。
un_supercoin_0014	我看見「太陽之力」了。{[0004]}地點是大城堡裡面的房間。\n那個地方有按下開關之後就會上下移動的\n綠色與黃色磚塊。{[0004]}它在最高處的窗戶旁邊閃閃發光。
un_supercoin_0015	我看見「太陽之力」了。{[0004]}地點是大城堡裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n那間房間就像是儲藏室，\n裡面放了一些寶箱。{[0004]}它就在放著寶箱和木桶等物品的地方閃閃發光。
un_supercoin_0016	我看見「太陽之力」了。{[0004]}地點是茂密的神秘森林裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n它在踩了會發光的地板左邊閃閃發光。
un_supercoin_0017	我看見「太陽之力」了。{[0004]}地點是小生物們居住的大樹裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n有著泡泡池塘的地方。{[0004]}從那邊下去後……{[0110]}{[0100|2c010000]}\x0f\x01\x10\n它就在右邊的深處閃閃發光。
un_supercoin_0018	我看見「太陽之力」了。{[0004]}地點是小生物們居住的大樹裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n從過去曾集齊四幅圖畫的地點\n往下移動之後的地方。{[0004]}它就在高台上閃閃發光。
un_supercoin_0019	我看見「太陽之力」了。{[0004]}地點是小生物們居住的大樹裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在積了很多水的地方。{[0004]}它就在浮在水面上的\n蓮花上面閃閃發光。
un_supercoin_0020	我看見「太陽之力」了。{[0004]}地點是小生物們居住的大樹裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n有一個房間，裡面有兩塊踩了會發光的地板，\n從那裡往下移動之後的地方。{[0004]}它就在巨大高台上閃閃發光。
un_supercoin_0021	我看見「太陽之力」了。{[0004]}地點是飄浮在空中的城鎮裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n它就在鬥技場的入口旁邊閃閃發光。{[0004]}先敲打它下面的隱藏磚塊，\n再取走它吧。
un_supercoin_0022	我看見「太陽之力」了。{[0004]}地點是飄浮在空中的城鎮裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n它就在鬥技場的倉庫2樓閃閃發光。
un_supercoin_0023	我看見「太陽之力」了。{[0004]}地點是陰暗的森林裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n它就在越過大岩石之後的\n樹後面閃閃發光。
un_supercoin_0024	我看見「太陽之力」了。{[0004]}地點是外觀可疑的寺院裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n它在不捲起來就無法進入的\n儲藏室裡閃閃發光。
un_supercoin_0025	我看見「太陽之力」了。{[0004]}地點是外觀可疑的寺院外面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n它就在從「井」掉落之後的地方閃閃發光。
un_supercoin_0026	我看見「太陽之力」了。{[0004]}地點是外觀可疑的寺院外面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n從「井」掉落之後，越過可推動的牆壁，\n它就在門的另一邊閃閃發光。
un_supercoin_0027	我看見「太陽之力」了。{[0004]}地點是南海小島的叢林裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在通過有咬咬魚的池塘之後的地方。{[0004]}它就在左側陡峭的懸崖附近閃閃發光。
un_supercoin_0028	我看見「太陽之力」了。{[0004]}地點是南海小島的叢林裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n越過吊橋之後有棵樹，\n它就在樹葉後面閃閃發光。
un_supercoin_0029	我看見「太陽之力」了。{[0004]}地點是南海小島的洞窟裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n一進入洞窟後就能看見兩艘小船\n漂浮在海水上。{[0004]}它就在左側那艘船的船頭上閃閃發光。
un_supercoin_0030	我看見「太陽之力」了。{[0004]}地點是南海小島的洞窟裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n有個房間在左側堆放了許多木桶。{[0004]}它在高處的木桶上閃閃發光，\n不搭乘某個東西就無法到達。
un_supercoin_0031	我看見「太陽之力」了。{[0004]}地點是南海小島的洞窟裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n越過水門並爬上樓梯後，\n它就在上方閃閃發光。{[0004]}先找到它旁邊的隱藏磚塊後，\n再取走它吧。
