aaa.msbt
pro_00	ゆうびんで～す
stg6_rsh_224_chu	あしたは　いよいよ\nピカリーヒルズですわね{[0004]}なんとしても　アイツらより　{r2[さき]}先{/r2}に\nスターストーンを　{r2[て]}手{/r2}に{r2[い]}入{/r2}れますわよ！{[0004]}さ　あしたに　そなえて\n{r2[きょう]}今日{/r2}は　もう　{r2[やす]}休{/r2}んでは　どうかしら？
stg6_rsh_230_kur	ああ　あたらしい　{r2[いちにち]}一日{/r2}の　はじまりね{[0004]}それにしても　{r2[きょう]}今日{/r2}は　なんて\nしずかで　すがすがしい　あさなのかしら
stg6_rsh_230_nok	ああ　あたらしい　{r2[いちにち]}一日{/r2}の　はじまりですね{[0004]}それにしても　{r2[きょう]}今日{/r2}は\nなんて　しずかで　すがすがしい\nあさなんでしょうね
stg6_rsh_230_yos	ああ　あたらしい　{r2[いちにち]}一日{/r2}の　はじまりだな{[0004]}それにしても　{r2[きょう]}今日{/r2}は　なんて\nしずかで　すがすがしい　あさなんだ
stg6_rsh_230_win	ああ　あたらしい　{r2[いちにち]}一日{/r2}の　はじまりねン{[0004]}それにしても　{r2[きょう]}今日{/r2}は\nなんて　しずかで　すがすがしい\nあさなのかしらン
stg6_rsh_230_viv	ああ　あたらしい　{r2[いちにち]}一日{/r2}の　はじまりね{[0004]}それにしても　{r2[きょう]}今日{/r2}は　なんて\nしずかで　すがすがしい　あさなのかしら
stg6_rsh_230_bom	うむ　あたらしい　{r2[いちにち]}一日{/r2}の　はじまりだな{[0004]}それにしても　{r2[きょう]}今日{/r2}は　ずいぶん\nしずかで　すがすがしい　あさだ
stg6_rsh_230_chu	ああ　あたらしい　{r2[いちにち]}一日{/r2}の\nはじまりですわね{[0004]}それにしても　{r2[きょう]}今日{/r2}は　なんて　しずかで\nすがすがしい　あさなのでしょう
stg6_rsh_259	{[030a|01000000]}ピン　ポン　パン　ポン{[030a|00000000]}{[0101]}{[0110]}{[0100|f4010000]}\x0f\x01\x10{[0004]}お{r2[きゃく]}客{/r2}さまに　おしらせいたします{[0100|f4010000]}\nただいま　ピカリーヒルズに\nとうちゃくいたしました{[0004]}おおりのさいは　おわすれ{r2[もの]}物{/r2}の　ないよう\nお{r2[き]}気{/r2}をつけください{[0004]}リッチリッチエクスプレスを\nごりよういただきまして\nまことに　ありがとうございました
stg6_rsh_259_01_kur	やっと　ついたわね　マリオ{[0004]}さっそく　フランクリ{r2[せんせい]}先生{/r2}が　いっていた\nスターストーンが　まつられている\nピカリー{r2[しんでん]}神殿{/r2}を　たずねましょう
stg6_rsh_259_01_nok	やっと　つきましたね　マリオさん{[0004]}さっそく　フランクリ{r2[せんせい]}先生{/r2}が　いっていた\nスターストーンが　まつられている\nピカリー{r2[しんでん]}神殿{/r2}を　たずねましょう
stg6_rsh_259_01_win	やっと　ついたわねぇン　マリオちゃん{[0004]}さっそく　フランクリちゃんが　いっていた\nスターストーンが　まつられてる\nピカリー{r2[しんでん]}神殿{/r2}を　たずねましょン
stg6_rsh_259_01_yos	やっと　ついたな　ゴンザレス{[0004]}さっそく　フランクリ{r2[せんせい]}先生{/r2}が　いっていた\nスターストーンが　まつられてる\nピカリー{r2[しんでん]}神殿{/r2}を　たずねようぜ
stg6_rsh_259_01_viv	やっと　ついたわね{[0004]}さっそく　フランクリ{r2[せんせい]}先生{/r2}が　いっていた\nスターストーンが　まつられている\nピカリー{r2[しんでん]}神殿{/r2}を　たずねましょう
stg6_rsh_259_01_bom	やっと　ついたな　マリオ{[0004]}さっそく　フランクリ{r2[せんせい]}先生{/r2}が　いっていた\nスターストーンが　まつられている\nピカリー{r2[しんでん]}神殿{/r2}を　たずねると　しよう
stg6_rsh_259_01_chu	やっと　つきましたわね　マリオ{[0004]}さっそく　フランクリ{r2[せんせい]}先生{/r2}が　いっていた\nスターストーンが　まつられている\nピカリー{r2[しんでん]}神殿{/r2}を　たずねますわよ
stg6_rsh_255	{[0309|01000000]}ピカリーヒルズには\n{r2[おお]}大{/r2}きな　{r2[しんでん]}神殿{/r2}が　あるんです{[0004]}とても　{r2[おお]}大{/r2}きな{r2[え]}絵{/r2}が　カベいっぱいに\nかけられていて　{r2[み]}見{/r2}ていると\n{r2[ひ]}引{/r2}きこまれそうに　なるんですよ{[0309|00000000]}
stg6_rsh_265	{[0309|01000000]}{r2[ちか]}近{/r2}くに　ダレかが　おおぜい　いるような\nけはいを　かんじます・・・{[0309|00000000]}
stg6_rsh_258	つぎの　チケットも　{r2[て]}手{/r2}に{r2[い]}入{/r2}れてあるんだ{[0100|fa000000]}\nおいしい　{r2[みっかかん]}３日間{/r2}が\nまた　はじまっちゃうよ♪
stg6_rsh_266	『しなびたキノコ』が　{r2[はい]}入{/r2}っていた！！
stg6_yado_00	すこしだけ　ベッドで　{r2[やす]}休{/r2}みますか？{[0101]}
stg6_yado_00_yn	{[010d|00000000010000009600000028000000]}は　い\nいいえ
stg6_yado_01	ＨＰとＦＰが　かいふくした
stg6_yado_02	{r2[きょう]}今日{/r2}は　もう　{r2[やす]}休{/r2}みますか？{[0101]}
stg6_yado_02_yn	{[010d|00000000010000009600000028000000]}は　い\nいいえ
stg6_yado_03	{[0200]}リッチリッチエクスプレス　{r2[ふつかめ]}２日目{/r2}\x0f\x02\0
stg6_yado_04	{[0200]}リッチリッチエクスプレス　{r2[みっかめ]}３日目{/r2}\x0f\x02\0
stg6_rsh_c_01	{[030a|01000000]}ピン　ポン　パン　ポン{[030a|00000000]}{[0101]}{[0110]}{[0100|f4010000]}\x0f\x01\x10{[0004]}お{r2[きゃく]}客{/r2}さまに　おしらせいたします{[0100|f4010000]}\n{r2[とう]}当{/r2}{r2[れっしゃ]}列車{/r2}は　まもなく　つぎの　てい{r2[しゃ]}車{/r2}{r2[えき]}駅{/r2}\nリバーサイド{r2[えき]}駅{/r2}に　とうちゃくいたします
stg6_rsh_c_02	{[030a|01000000]}ピン　ポン　パン　ポン{[030a|00000000]}{[0101]}{[0110]}{[0100|f4010000]}\x0f\x01\x10{[0004]}みなさま{[0100|fa000000]}\nたいへん　おまたせいたしました{[0004]}{r2[とう]}当{/r2}{r2[れっしゃ]}列車{/r2}は　リバーサイド{r2[えき]}駅{/r2}に\nとうちゃくしました
stg6_rsh_c_03	{[030a|01000000]}ピン　ポン　パン　ポン{[030a|00000000]}{[0101]}{[0110]}{[0100|f4010000]}\x0f\x01\x10{[0004]}お{r2[きゃく]}客{/r2}さまに　おしらせいたします{[0100|f4010000]}\n{r2[とう]}当{/r2}{r2[れっしゃ]}列車{/r2}は　まもなく　しゅうちゃく{r2[えき]}駅{/r2}の\nピカリーヒルズに　とうちゃくいたします
stg6_rsh_c_04	{[030a|01000000]}ピン　ポン　パン　ポン{[030a|00000000]}{[0101]}{[0110]}{[0100|f4010000]}\x0f\x01\x10{[0004]}みなさま{[0100|fa000000]}\nたいへん　おまたせいたしました{[0004]}{r2[とう]}当{/r2}{r2[れっしゃ]}列車{/r2}は　ピカリーヒルズに\nとうちゃく　いたしました{[0004]}おおりのさいは　おわすれ{r2[もの]}物{/r2}の　ないよう\nお{r2[き]}気{/r2}をつけください
stg6_rsh_c_05	{[030a|01000000]}ピン　ポン　パン　ポン{[030a|00000000]}{[0101]}{[0110]}{[0100|f4010000]}\x0f\x01\x10{[0004]}お{r2[きゃく]}客{/r2}さまに　おしらせいたします{[0100|f4010000]}\n{r2[とう]}当{/r2}{r2[れっしゃ]}列車{/r2}は　まもなく　しゅうちゃく{r2[えき]}駅{/r2}の\nゴロツキタウンに　とうちゃくいたします
stg6_rsh_c_06	{[030a|01000000]}ピン　ポン　パン　ポン{[030a|00000000]}{[0101]}{[0110]}{[0100|f4010000]}\x0f\x01\x10{[0004]}みなさま{[0100|fa000000]}\nたいへん　おまたせいたしました{[0004]}{r2[とう]}当{/r2}{r2[れっしゃ]}列車{/r2}は　ゴロツキタウンに\nとうちゃく　いたしました{[0004]}おおりのさいは　おわすれ{r2[もの]}物{/r2}の　ないよう\nお{r2[き]}気{/r2}をつけください
stg6_rsh_c_10	{[0309|01000000]}さいきん　ちょうしは　どうですか？{[0309|00000000]}
stg6_rsh_c_10_1	ここの　りょうりが　おいしくて\nもう　{r2[れっしゃ]}列車{/r2}を　おりる{r2[き]}気{/r2}に　なれないんです{[0004]}・・・{[0004]}じつは　{r2[ふと]}太{/r2}りすぎて\nそこの　ドアを　{r2[とお]}通{/r2}れないんです{[0004]}でも　しょくじは　{[030a|01000000]}ルームサービス{[030a|00000000]}だから\n{r2[とお]}通{/r2}れなくても　{r2[へいき]}平気{/r2}です！{[0100|fa000000]}\nいや　でも　どうしようかな・・・
stg6_rsh_c_10_1_1	ここの　りょうりが　おいしくて\nもう　{r2[れっしゃ]}列車{/r2}を　おりる{r2[き]}気{/r2}に　なれないんです{[0004]}・・・{[0004]}じつは　{r2[ふと]}太{/r2}りすぎて\nそこの　ドアを　{r2[とお]}通{/r2}れないんです{[0004]}でも　しょくじは　{[030a|01000000]}ルームサービス{[030a|00000000]}だから\n{r2[とお]}通{/r2}れなくても　{r2[へいき]}平気{/r2}です！{[0100|fa000000]}\nいや　でも　どうしようかな・・・
stg6_rsh_02	{[030a|01000000]}いらっしゃいませぇ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nここはぁ　ダイニング・カーですよぉ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nつまりぃ　しょくどう{r2[しゃ]}車{/r2}なのぉ{[0004]}{[0101]}わざわざぁ　ここのぉ　りょうりを{[0110]}{[0100|2c010000]}\x0f\x01\x10\nたべにぃ　こられる　お{r2[きゃく]}客{/r2}さまもぉ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nいらっしゃるんですよぉ{[0004]}{r2[こんかい]}今回{/r2}はぁ　すっごい　ゆうめいなぁ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nムービー・スターのぉ　トロンさまがぁ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nのってぇ　いらっしゃるんだってぇ{[0004]}あぁ　はやくぅ　カレがぁ　しょくじにぃ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nこないかしらぁ～{[0110]}{[0100|2c010000]}\x0f\x01\x10\nサインとかぁ　ほしいですぅ～{[030a|00000000]}
stg6_rsh_03	{[030a|01000000]}いらっしゃいませぇ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nここはぁ　ダイニング・カーですよぉ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nつまりぃ　しょくどう{r2[しゃ]}車{/r2}なのぉ{[0004]}{[0101]}わざわざぁ　ここのぉ　りょうりを{[0110]}{[0100|2c010000]}\x0f\x01\x10\nたべにぃ　こられる　お{r2[きゃく]}客{/r2}さまもぉ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nいらっしゃるんですよぉ{[0004]}{r2[こんかい]}今回{/r2}はぁ　すっごい　ゆうめいなぁ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nムービー・スターのぉ　トロンさまがぁ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nのってぇ　いらっしゃるんだってぇ{[0004]}あぁ　はやくぅ　カレがぁ　しょくじにぃ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nこないかしらぁ～{[0110]}{[0100|2c010000]}\x0f\x01\x10\nサインとかぁ　ほしいですぅ～{[030a|00000000]}
stg6_rsh_04	みなさまの　おしょくじを\nたんとうしておりマース{[0100|fa000000]}\nどうぞ　おしりおっきぃを{[0004]}まちがえまシタ{[0110]}{[0100|58020000]}\x0f\x01\x10\nおみしりおきを！{[0004]}{r2[ほんじつ]}本日{/r2}のランチは　ワタクシが\nじしんを　もって　お{r2[だ]}出{/r2}しできる\nできばえでございマース{[0004]}{[0101]}ぜひ　ごしょうみくださいムシュー
stg6_rsh_05	みなさまの　おしょくじを\nたんとうしておりマース{[0100|fa000000]}\nどうぞ　おしりおっきぃを{[0004]}まちがえまシタ{[0110]}{[0100|58020000]}\x0f\x01\x10\nおみしりおきを！{[0004]}{r2[ほんじつ]}本日{/r2}のランチは　ワタクシが\nじしんを　もって　お{r2[だ]}出{/r2}しできる\nできばえでございマース{[0004]}{[0101]}ぜひ　ごしょうみくださいムシュー
stg6_rsh_18_01	{[0103|00000000]}{size[9600]}・・・{size[6400]}{[0100|f4010000]}
stg6_rsh_18_02	{[0103|00000000]}{size[9600]}・・・{size[6400]}{[0100|f4010000]}
stg6_rsh_18_03	{[0103|00000000]}{size[9600]}・・・{size[6400]}{[0100|f4010000]}
stg6_rsh_18_04	{[0103|00000000]}{size[9600]}・・・{size[6400]}{[0100|f4010000]}
stg6_rsh_18_05	{[0103|00000000]}{size[9600]}・・・{size[6400]}{[0100|f4010000]}
stg6_rsh_19	おお　なんてことだっ！{[0100|fa000000]}\nワタクシの　ハッサクだったのに！{[0004]}おお　まちがえまシタ{[0004]}ケッサクだったのにムシュー！
stg6_rsh_20	ボクは　おなかが　{r2[す]}空{/r2}いているんだ！{[0100|fa000000]}\nすぐに　なにか　つくってくれたまえ！{[0004]}え・・・？{[0100|fa000000]}\nなべごと　ぬすまれたから　つくれない？{[0100|e8030000]}\n・・・・・・・
stg6_rsh_21	せっかく　けいひで　おいしい{r2[もの]}物{/r2}でも\nたべようと　おもっていたのですが・・・{[0100|fa000000]}\nザンネンです{[0004]}{[0101]}まったく　ムネンです{[0004]}いや　ヒゲキだ
stg6_rsh_22	{[030a|01000000]}あぁ～ん{[0110]}{[0100|2c010000]}\x0f\x01\x10\nトロンさまがぁ　きてくださったのにぃ～{[0110]}{[0100|2c010000]}\x0f\x01\x10\nくやしい～ぃ！{[030a|00000000]}
stg6_rsh_23	フムフム・・・{[0100|fa000000]}\n{r2[じけん]}事件{/r2}のニオイが　しますぞ{[0004]}つまり・・・{[0004]}ランチ{r2[よう]}用{/r2}の　シチューが\nほんの　ちょっと　{r2[め]}目{/r2}を　はなしたスキに\nナベごと　なくなってしまった・・・{[0004]}と　{[0100|5e010000]}こういうワケですな
stg6_rsh_24	ふむ・・・{[0004]}みなさん・・・{[0100|fa000000]}\nこれは　れっきとした　{r2[じけん]}事件{/r2}ですぞ！
stg6_rsh_25	{[0203]}{[0307|00008040]}{[0200]}{[0101]}{size[9600]}えぇ～～～っ！！　{r2[じけん]}事件{/r2}っ！？{size[6400]}\x0f\x02\0{[0307|0000803f]}{[0101]}{b}
stg6_rsh_26	{[0307|00004040]}ジ・・・　ジケンっ！？{[0307|0000803f]}{[0110]}{[0100|f4010000]}\x0f\x01\x10\n{[0101]}・・・て{[0100|2c010000]}　いったい・・・{[0100|f4010000]}\nどんな　たべものですかムシュー？
stg6_rsh_27	・・・・・・・・・
stg6_rsh_28	わがはいの{r2[な]}名{/r2}は　ポワン{[0100|fa000000]}\nじつは　こう{r2[み]}見{/r2}えても\nたんていを　してましてな{[0004]}だから　こういうことには\nけっこう　ハナが　きくのです{[0004]}{r2[こんかい]}今回{/r2}の{r2[じけん]}事件{/r2}も・・・{[0100|f4010000]}\n{[0101]}{[0307|00008040]}ズバッ{[0307|0000803f]}{[0100|5e010000]}と　かいけついたしますぞ！
stg6_rsh_29	{[0203]}{[030a|01000000]}{[0200]}{[0101]}{size[9600]}おぉ～っ！！{size[6400]}\x0f\x02\0{[030a|00000000]}{[0101]}{b}
stg6_rsh_30	まず　この{r2[じけん]}事件{/r2}で\nもっとも　じゅうようなことは・・・{[0004]}{r2[はんにん]}犯人{/r2}が　なべごと　シチューを\nもっていった・・・{[0100|90010000]}\nと{[0100|90010000]}　いうところですな
stg6_rsh_30_00	つまり　{r2[はんにん]}犯人{/r2}は・・・
stg6_rsh_30_01	{[0307|0000a040]}あなただ！{[0307|0000803f]}
stg6_rsh_31	{[030a|01000000]}{[0309|01000000]}ええぇぇぇ！？{[0110]}{[0100|2c010000]}\x0f\x01\x10\nあたしぃぃぃぃぃぃ！？{[0004]}どういうことぉ？{[0110]}{[0100|2c010000]}\x0f\x01\x10\nサッパリ　わかんな～い！{[0309|00000000]}{[030a|00000000]}
stg6_rsh_32	イヤぁ　スマン　スマン{[0004]}いまの　セリフ\nいってみたかっただけなんです
stg6_rsh_33	・・・・・・・・・
stg6_rsh_34	・・・コホン{[0004]}まじめに　やりましょう{[0004]}しかし　これは・・・{[0100|fa000000]}\nなかなか　むずかしい　{r2[じけん]}事件{/r2}ですぞ！{[0110]}{[0100|f4010000]}\x0f\x01\x10\nフ～ム・・・
stg6_rsh_35	つまり{[0101]}{b}{[0004]}けっきょくのところ{[0004]}まだ　{r2[はんにん]}犯人{/r2}は　わからない・・・{[0004]}と　{[0100|2c010000]}いうことですね？
stg6_rsh_36	バカバカしい！{[0100|fa000000]}\nボクは　{r2[へや]}部屋{/r2}に　もどらせてもらうよ！
stg6_rsh_37	ムムムム・・・{[0004]}そそくさと　{r2[へや]}部屋{/r2}に　もどりたがる\nあなた！{[0100|f4010000]}\nじつに　あやしいですぞ！{[0004]}{[0101]}{r2[はんにん]}犯人{/r2}は　ミスター・トロン\n{[0101]}{[0307|00008040]}あなただ！{[0307|0000803f]}
stg6_rsh_38	{[030a|01000000]}トロンさまはぁ\n{[0103|2c010000]}ぜっっっっっっっっっっ{[0100|2c010000]}{[0103|19000000]}たいにぃ\nちがうわぁ！！！！！！！{[0004]}てきとうなことぉ　いわないでぇ\n{[0101]}{[0307|00008040]}おっさん！！{[0307|0000803f]}{[030a|00000000]}
stg6_rsh_39	お　{[0100|fa000000]}おっさん・・・{[0100|f4010000]}\n{[0307|00008040]}おっさん！？{[0307|0000803f]}{[0004]}し　{[0100|fa000000]}しかし・・・{[0100|fa000000]}\nそれでは　いったい　ダレが？{[0100|fa000000]}\n{r2[ほんとう]}本当{/r2}の{r2[はんにん]}犯人{/r2}は　どこに？{[0004]}ムムムム・・・{[0100|fa000000]}\nなぞは　ふかまるばかりだ・・・
stg6_rsh_40	{[030a|01000000]}ワタクシの　シチュー{[0100|fa000000]}\nクスン・・・{[030a|00000000]}
stg6_rsh_41	{[030a|01000000]}このぉ　おっさんってぇ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nホントーに　だいじょーぶぅ？{[030a|00000000]}
stg6_rsh_42	バカバカしい！
stg6_rsh_43	・・・・・・{[0100|fa000000]}\nふー
stg6_rsh_44	キミは　さっきから\nこのあたりを　ウロウロしていますな{[0004]}・・・・・・・・・{[0004]}あやしい・・・{[0110]}{[0100|2c010000]}\x0f\x01\x10\nじつに　あやしいですぞ！
stg6_rsh_44_01	みなさんっ！{[0100|fa000000]}\nわかりましたぞ　{r2[はんにん]}犯人{/r2}が！{[0004]}さっきから　ウロウロと\nあやしいこと　この{r2[うえ]}上{/r2}ない！{[0004]}ズバリ　{r2[はんにん]}犯人{/r2}は・・・
stg6_rsh_45	{[0307|0000a040]}キミですな！！{[0307|0000803f]}
stg6_rsh_45_01	・・・ちがう　ですと？{[0004]}もし　キミが　{r2[はんにん]}犯人{/r2}でないと　いうのなら{[0100|fa000000]}\n{r2[ほんとう]}本当{/r2}の{r2[はんにん]}犯人{/r2}を・・・{[0004]}{[0101]}{[0307|00008040]}ズバッ{[0307|0000803f]}{[0100|96000000]}と　さがしてくるのです{[0100|fa000000]}\nそうしたら　キミが　{r2[はんにん]}犯人{/r2}でないことを\nみとめましょう
stg6_rsh_46	もし　キミが　{r2[はんにん]}犯人{/r2}でないと　いうのなら{[0100|fa000000]}\n{r2[ほんとう]}本当{/r2}の{r2[はんにん]}犯人{/r2}を・・・{[0004]}{[0307|00008040]}ズバッ{[0307|0000803f]}{[0100|96000000]}と　さがしてくるのです{[0100|fa000000]}\nそうしたら　キミが　{r2[はんにん]}犯人{/r2}でないことを\nみとめましょう
stg6_rsh_47	{[030a|01000000]}ホントにぃ　アナタが　しってるのぉ？{[0110]}{[0100|2c010000]}\x0f\x01\x10\nトロンさまがぁ　{r2[はんにん]}犯人{/r2}じゃないのはぁ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nたしかよぉ！{[030a|00000000]}
stg6_rsh_48	ありがとう　おじょうさん
stg6_rsh_49	{[030a|01000000]}きゃ{[030a|00000000]}{[0100|f4010000]}
stg6_rsh_50	あなたが　{r2[はんにん]}犯人{/r2}だったとは・・・{[0004]}{r2[ちか]}近{/r2}よらないでください！
stg6_rsh_50_1	{[030a|01000000]}かえしてくだサーイ{[0100|fa000000]}\nワタクシの　シチュー　ムシュー{[030a|00000000]}
stg6_rsh_70_00	おお　ムシュー{[0100|fa000000]}\nワタクシのなべ　{r2[み]}見{/r2}つかりまシタか？
stg6_rsh_70_01	オー！{[0100|fa000000]}\nこれは　まさしく　チュウボウのなべ！{[0004]}なかみは　すっかり　なくなってますが\nたしかに　ワタクシの{r2[もの]}物{/r2}デース{[0100|fa000000]}\nありがとうございマース！{[0004]}これは　ほんの　おれいデース{[0100|fa000000]}\nうしとってくだサーイ{[0004]}じゃなくて{[0100|fa000000]}\nうけとってくだサーイ！
stg6_rsh_72	なべを　ぬすんだ　{r2[はんにん]}犯人{/r2}ですが・・・{[0004]}そこまで　ワタクシの　りょうりを\n{r2[き]}気{/r2}に{r2[い]}入{/r2}っていただけたなんて\nワタクシは　とても　しあわせデース{[0004]}だから　もう　{r2[き]}気{/r2}にしてまセーン
stg6_rsh_72_01	さてと・・・{[0100|fa000000]}\nあしたのための　シコフミを\nしておかなくては！{[0004]}オー！　ちがいましたネー！{[0100|fa000000]}\nあしたのための　シコミ　デース
stg6_rsh_73	{[030a|01000000]}シチューの{r2[はんにん]}犯人{/r2}　つかまえたのぉ？{[0110]}{[0100|2c010000]}\x0f\x01\x10\nスゴイじゃん{[030a|00000000]}
stg6_rsh_74	{[030a|01000000]}あっというまにぃ{[0110]}{[0100|2c010000]}\x0f\x01\x10\n{r2[じけん]}事件{/r2}を　かいけつするなんてぇ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nアナタぁ　けっこう　スゴイのねぇ{[0004]}それを　{r2[み]}見{/r2}こんでぇ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nたのみたいことがぁ　あるんだけどぉ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nきいてくれるぅ？{[030a|00000000]}{[0101]}
stg6_rsh_75	{[030a|01000000]}ホントぉ{[0004]}じつはぁ　もとカレに　もらったぁ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nかいがらのピアスを　なくしちゃったのぉ{[0004]}もとカレとのぉ　おもいでがぁ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nいっぱい　つまったぁ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nたいせつなぁ　ピアスなのぉ{[0004]}それを　さがしてほしいのぉ{[0004]}おねがいねぇ{[030a|00000000]}
stg6_rsh_76	ケチぃ！
stg6_rsh_77	{[030a|01000000]}やっぱぁ　アタシのぉ　おねがいぃ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nきいてくれるぅ　{r2[き]}気{/r2}になったぁ？{[030a|00000000]}{[0101]}
stg6_rsh_77_yn	{[010d|00000000010000009600000028000000]}は　い\nいいえ
stg6_rsh_78	{[030a|01000000]}いらっしゃいませぇ{[0004]}あぁ！{[0110]}{[0100|2c010000]}\x0f\x01\x10\nかいがらのピアスの{r2[けん]}件{/r2}　よろしくねぇ{[030a|00000000]}
stg6_rsh_147_06	{[030a|01000000]}{r2[きょう]}今日{/r2}はぁ　もう　{r2[みせ]}店{/r2}じまいですよぉ{[030a|00000000]}
stg6_rsh_147_07	あしたのための　ツッコミ　デース{[0004]}オー！　また　まちがいましたネー！{[0100|fa000000]}\nあしたのための　シコミ　デース
stg6_rsh_154	{[030a|01000000]}おっはよぉ　ございま～す{[0110]}{[0100|2c010000]}\x0f\x01\x10\nそれにしてもぉ　かいがらのピアスゥ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nどこ　いっちゃったんだろぅ？{[030a|00000000]}
stg6_rsh_155	{[030a|01000000]}きのうのぉ　ディナーにもぉ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nトロンさまがぁ　いらっしゃったのぉ{[0004]}でもぉ　なんだかぁ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nスクリーンでぇ　{r2[み]}見{/r2}た{r2[ほう]}方{/r2}がぁ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nずっとぉ　カッコイイかもぉ・・・{[0004]}そんなモノなのかしらぁ{[030a|00000000]}
stg6_rsh_156	ボンジュール{[0100|fa000000]}\nキモチのよい　あさデスねムシュー{[0004]}さぁ　{r2[きょう]}今日{/r2}も　おいしい　おりょうりを\nつくりマース！{[0100|fa000000]}\nフン　フン　フン{[0307|00008040]}♪{[0307|0000803f]}
stg6_rsh_157	ボンジュール{[0100|fa000000]}\nキモチのよい　あさデスねムシュー{[0004]}さぁ　{r2[きょう]}今日{/r2}も　おいしい　おりょうりを\nつくりマース！{[0100|fa000000]}\nフン　フン　フン{[0307|00008040]}♪{[0307|0000803f]}
stg6_rsh_195	{[030a|01000000]}いらっしゃいませぇ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nあったのぉ？{[0110]}{[0100|2c010000]}\x0f\x01\x10\nかいがらのピアスゥ{[030a|00000000]}
stg6_rsh_196	{[030a|01000000]}これよぉ　これぇ～！{[0110]}{[0100|2c010000]}\x0f\x01\x10\nたしかにぃ　アタシのピアスゥ～！{[0110]}{[0100|2c010000]}\x0f\x01\x10\nありがと～{[0004]}これぇ　わすれないうちにぃ\nわたしておくわぁ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nアタシからのぉ　お・れ・いっ{[030a|00000000]}
stg6_rsh_197	{[030a|01000000]}アナタみたいなぁ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nステキなぁ　お{r2[きゃく]}客{/r2}さまはぁ　{[0110]}{[0100|2c010000]}\x0f\x01\x10\nはじめてかもぉ{[030a|00000000]}
stg6_rsh_196_2	{[030a|01000000]}そぅ・・・{[0110]}{[0100|2c010000]}\x0f\x01\x10{[030a|00000000]}
stg6_rsh_199	{[030a|01000000]}トロンさまがぁ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nニセモノだったんですってぇ～！？{[0004]}やっぱりぃ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nなんだかぁ　ちょっとぉ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nちがうとぉ　おもってたのぉ{[030a|00000000]}
stg6_rsh_212	{r2[ほんじつ]}本日{/r2}の　ディナーは\nワタクシの　とくいりょうり{[0100|fa000000]}\nキノコづくしコース　デース！{[0004]}キノコのスープに　はじまり{[0100|fa000000]}\nキノコのムースじたて{[0100|fa000000]}\nキノコのもりあわせ{[0004]}キノコのサフランソース{[0100|fa000000]}\nそして　デザートは\nキノコのシャーベット　はなぞの{r2[ふう]}風{/r2}{[0004]}さいごに　キノココーヒーを\nめしあがって　いただきマース！
stg6_rsh_218	{[030a|01000000]}いらっしゃいませぇ{[0110]}{[0100|2c010000]}\x0f\x01\x10\n{r2[きょう]}今日{/r2}のぉ　ディナーはぁ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nキノコづくしコースで～すぅ{[0004]}{[0101]}あたしがぁ　いうのもぉ　なんだけどぉ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nここのぉ　コックってぇ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nうではぁ　いいんだけどぉ{[0004]}キノコのぉ　おりょうりしかぁ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nつくれないのよねぇ{[030a|00000000]}
stg6_rsh_219	ボンソワール　ムシュー{[0100|fa000000]}\nディナーで　{r2[つか]}使{/r2}っている　キノコは\nリバーサイド{r2[えき]}駅{/r2}で　とれた{r2[もの]}物{/r2}なのデース
stg6_rsh_219_2_kur	・・・・・・{[0004]}それって・・・{[0100|fa000000]}\nたべても　だいじょうぶなの？
