0.msbt
ActionScore_AvoidKouraB	躲避刺刺龟壳！
New_Gmob_OceanRuins2RX_Short	吞食花神殿 2RX
New_Gmob_OceanRuins2X	吞食花神殿 2X
New_Gmob_OceanRuins2X_HashTag	PiranhaPlantCove2T
New_Gmob_OceanRuins2X_Short	吞食花神殿 2X
New_Gmob_OceanRuins3	吞食花神殿 3
New_Gmob_OceanRuins3_HashTag	PiranhaPlantCove3
New_Gmob_OceanRuins3_Short	吞食花神殿 3
New_Gmob_OceanRuins3R	吞食花神殿 3R
New_Gmob_OceanRuins3R_HashTag	PiranhaPlantCove3R
New_Gmob_OceanRuins3R_Short	吞食花神殿 3R
New_Gmob_OceanRuins3RX	吞食花神殿 3RX
New_Gmob_OceanRuins3RX_HashTag	PiranhaPlantCove3RT
New_Gmob_OceanRuins3RX_Short	吞食花神殿 3RX
New_Gmob_OceanRuins3X	吞食花神殿 3X
New_Gmob_OceanRuins3X_HashTag	PiranhaPlantCove3T
New_Gmob_OceanRuins3X_Short	吞食花神殿 3X
New_Gmob_Paris1	巴黎兜风
New_Gmob_Paris1_HashTag	ParisPromenade
New_Gmob_Paris1_Short	巴黎兜风
New_Gmob_Paris1R	巴黎兜风 R
New_Gmob_Paris1R_HashTag	ParisPromenadeR
New_Gmob_Paris1R_Short	巴黎兜风 R
New_Gmob_Paris1RX	巴黎兜风 RX
New_Gmob_Paris1RX_HashTag	ParisPromenadeRT
New_Gmob_Paris1RX_Short	巴黎兜风 RX
New_Gmob_Paris1X	巴黎兜风 X
New_Gmob_Paris1X_HashTag	ParisPromenadeT
New_Gmob_Paris1X_Short	巴黎兜风 X
New_Gmob_Paris2	巴黎兜风 2
New_Gmob_Paris2_HashTag	ParisPromenade2
New_Gmob_Paris2_Short	巴黎兜风 2
New_Gmob_Paris2R	巴黎兜风 2R
New_Gmob_Paris2R_HashTag	ParisPromenade2R
New_Gmob_Paris2R_Short	巴黎兜风 2R
New_Gmob_Paris2RX	巴黎兜风 2RX
New_Gmob_Paris2RX_HashTag	ParisPromenade2RT
New_Gmob_Paris2RX_Short	巴黎兜风 2RX
New_Gmob_Paris2X	巴黎兜风 2X
New_Gmob_Paris2X_HashTag	ParisPromenade2T
New_Gmob_Paris2X_Short	巴黎兜风 2X
New_Gmob_Paris3	巴黎兜风 3
New_Gmob_Paris3_HashTag	ParisPromenade3
New_Gmob_Paris3_Short	巴黎兜风 3
New_Gmob_Paris3R	巴黎兜风 3R
New_Gmob_Paris3R_HashTag	ParisPromenade3R
New_Gmob_Paris3R_Short	巴黎兜风 3R
New_Gmob_Paris3RX	巴黎兜风 3RX
New_Gmob_Paris3RX_HashTag	ParisPromenade3RT
New_Gmob_Paris3RX_Short	巴黎兜风 3RX
New_Gmob_Paris3X	巴黎兜风 3X
New_Gmob_Paris3X_HashTag	ParisPromenade3T
New_Gmob_Paris3X_Short	巴黎兜风 3X
New_Gmob_Rome1	罗马前进
New_Gmob_Rome1_HashTag	RomeAvanti
New_Gmob_Rome1_Short	罗马前进
New_Gmob_Rome1R	罗马前进 R
New_Gmob_Rome1R_HashTag	RomeAvantiR
New_Gmob_Rome1R_Short	罗马前进 R
New_Gmob_Rome1RX	罗马前进 RX
New_Gmob_Rome1RX_HashTag	RomeAvantiRT
New_Gmob_Rome1RX_Short	罗马前进 RX
New_Gmob_Rome1X	罗马前进 X
New_Gmob_Rome1X_HashTag	RomeAvantiT
New_Gmob_Rome1X_Short	罗马前进 X
New_Gmob_Rome2	罗马前进 2
New_Gmob_Rome2_HashTag	RomeAvanti2
New_Gmob_Rome2_Short	罗马前进 2
New_Gmob_Rome2R	罗马前进 2R
New_Gmob_Rome2R_HashTag	RomeAvanti2R
New_Gmob_Rome2R_Short	罗马前进 2R
New_Gmob_Rome2RX	罗马前进 2RX
New_Gmob_Rome2RX_HashTag	RomeAvanti2RT
New_Gmob_Rome2RX_Short	罗马前进 2RX
New_Gmob_Rome2X	罗马前进 2X
New_Gmob_Rome2X_HashTag	RomeAvanti2T
New_Gmob_Rome2X_Short	罗马前进 2X
New_Gmob_Rome3	罗马前进 3
New_Gmob_Rome3_HashTag	RomeAvanti3
New_Gmob_Rome3_Short	罗马前进 3
New_Gmob_Rome3R	罗马前进 3R
New_Gmob_Rome3R_HashTag	RomeAvanti3R
New_Gmob_Rome3R_Short	罗马前进 3R
New_Gmob_Rome3RX	罗马前进 3RX
New_Gmob_Rome3RX_HashTag	RomeAvanti3RT
New_Gmob_Rome3RX_Short	罗马前进 3RX
New_Gmob_Rome3X	罗马前进 3X
New_Gmob_Rome3X_HashTag	RomeAvanti3T
New_Gmob_Rome3X_Short	罗马前进 3X
New_Gmob_Singapore1	新加坡竞速赛道
New_Gmob_Singapore1_HashTag	SingaporeSpeedway
New_Gmob_Singapore1_Short	新加坡竞速赛道
New_Gmob_Singapore1R	新加坡竞速赛道 R
New_Gmob_Singapore1R_HashTag	SingaporeSpeedwayR
New_Gmob_Singapore1R_Short	新加坡竞速赛道 R
New_Gmob_Singapore1RX	新加坡竞速赛道 RX
New_Gmob_Singapore1RX_HashTag	SingaporeSpeedwayRT
New_Gmob_Singapore1RX_Short	新加坡竞速赛道 RX
New_Gmob_Singapore1X	新加坡竞速赛道 X
New_Gmob_Singapore1X_HashTag	SingaporeSpeedwayT
New_Gmob_Singapore1X_Short	新加坡竞速赛道 X
New_Gmob_Singapore2	新加坡竞速赛道 2
New_Gmob_Singapore2_HashTag	SingaporeSpeedway2
New_Gmob_Singapore2_Short	新加坡竞速赛道 2
New_Gmob_Singapore2R	新加坡竞速赛道 2R
New_Gmob_Singapore2R_HashTag	SingaporeSpeedway2R
New_Gmob_Singapore2R_Short	新加坡竞速赛道 2R
New_Gmob_Singapore2RX	新加坡竞速赛道 2RX
New_Gmob_Singapore2RX_HashTag	SingaporeSpeedway2RT
New_Gmob_Singapore2RX_Short	新加坡竞速赛道 2RX
New_Gmob_Singapore2X	新加坡竞速赛道 2X
New_Gmob_Singapore2X_HashTag	SingaporeSpeedway2T
New_Gmob_Singapore2X_Short	新加坡竞速赛道 2X
New_Gmob_Singapore3	新加坡竞速赛道 3
New_Gmob_Singapore3_HashTag	SingaporeSpeedway3
New_Gmob_Singapore3_Short	新加坡竞速赛道 3
New_Gmob_Singapore3R	新加坡竞速赛道 3R
New_Gmob_Singapore3R_HashTag	SingaporeSpeedway3R
New_Gmob_Singapore3R_Short	新加坡竞速赛道 3R
New_Gmob_Singapore3RX	新加坡竞速赛道 3RX
New_Gmob_Singapore3RX_HashTag	SingaporeSpeedway3RT
New_Gmob_Singapore3RX_Short	新加坡竞速赛道 3RX
New_Gmob_Singapore3X	新加坡竞速赛道 3X
New_Gmob_Singapore3X_HashTag	SingaporeSpeedway3T
New_Gmob_Singapore3X_Short	新加坡竞速赛道 3X
New_Gmob_Sydney1	悉尼冲刺
New_Gmob_Sydney1_HashTag	SydneySprint
New_Gmob_Sydney1_Short	悉尼冲刺
New_Gmob_Sydney1R	悉尼冲刺 R
New_Gmob_Sydney1R_HashTag	SydneySprintR
New_Gmob_Sydney1R_Short	悉尼冲刺 R
New_Gmob_Sydney1RX	悉尼冲刺 RX
New_Gmob_Sydney1RX_HashTag	SydneySprintRT
New_Gmob_Sydney1RX_Short	悉尼冲刺 RX
New_Gmob_Sydney1X	悉尼冲刺 X
New_Gmob_Sydney1X_HashTag	SydneySprintT
New_Gmob_Sydney1X_Short	悉尼冲刺 X
New_Gmob_Sydney2	悉尼冲刺 2
New_Gmob_Sydney2_HashTag	SydneySprint2
New_Gmob_Sydney2_Short	悉尼冲刺 2
New_Gmob_Sydney2R	悉尼冲刺 2R
New_Gmob_Sydney2R_HashTag	SydneySprint2R
New_Gmob_Sydney2R_Short	悉尼冲刺 2R
New_Gmob_Sydney2RX	悉尼冲刺 2RX
New_Gmob_Sydney2RX_HashTag	SydneySprint2RT
New_Gmob_Sydney2RX_Short	悉尼冲刺 2RX
New_Gmob_Sydney2X	悉尼冲刺 2X
New_Gmob_Sydney2X_HashTag	SydneySprint2T
New_Gmob_Sydney2X_Short	悉尼冲刺 2X
New_Gmob_Sydney3	悉尼冲刺 3
New_Gmob_Sydney3_HashTag	SydneySprint3
New_Gmob_Sydney3_Short	悉尼冲刺 3
New_Gmob_Sydney3R	悉尼冲刺 3R
New_Gmob_Sydney3R_HashTag	SydneySprint3R
New_Gmob_Sydney3R_Short	悉尼冲刺 3R
New_Gmob_Sydney3RX	悉尼冲刺 3RX
New_Gmob_Sydney3RX_HashTag	SydneySprint3RT
New_Gmob_Sydney3RX_Short	悉尼冲刺 3RX
New_Gmob_Sydney3X	悉尼冲刺 3X
New_Gmob_Sydney3X_HashTag	SydneySprint3T
New_Gmob_Sydney3X_Short	悉尼冲刺 3X
New_Gmob_Tokyo1	东京赛道
New_Gmob_Tokyo1_HashTag	TokyoBlur
New_Gmob_Tokyo1_Short	东京赛道
New_Gmob_Tokyo1R	东京赛道 R
New_Gmob_Tokyo1R_HashTag	TokyoBlurR
New_Gmob_Tokyo1R_Short	东京赛道 R
New_Gmob_Tokyo1RX	东京赛道 RX
New_Gmob_Tokyo1RX_HashTag	TokyoBlurRT
New_Gmob_Tokyo1RX_Short	东京赛道 RX
New_Gmob_Tokyo1X	东京赛道 X
New_Gmob_Tokyo1X_HashTag	TokyoBlurT
New_Gmob_Tokyo1X_Short	东京赛道 X
New_Gmob_Tokyo2	东京赛道 2
New_Gmob_Tokyo2_HashTag	TokyoBlur2
New_Gmob_Tokyo2_Short	东京赛道 2
New_Gmob_Tokyo2R	东京赛道 2R
New_Gmob_Tokyo2R_HashTag	TokyoBlur2R
New_Gmob_Tokyo2R_Short	东京赛道 2R
New_Gmob_Tokyo2RX	东京赛道 2RX
New_Gmob_Tokyo2RX_HashTag	TokyoBlur2RT
New_Gmob_Tokyo2RX_Short	东京赛道 2RX
New_Gmob_Tokyo2X	东京赛道 2X
New_Gmob_Tokyo2X_HashTag	TokyoBlur2T
New_Gmob_Tokyo2X_Short	东京赛道 2X
New_Gmob_Tokyo3	东京赛道 3
New_Gmob_Tokyo3_HashTag	TokyoBlur3
New_Gmob_Tokyo3_Short	东京赛道 3
New_Gmob_Tokyo3R	东京赛道 3R
New_Gmob_Tokyo3R_HashTag	TokyoBlur3R
New_Gmob_Tokyo3R_Short	东京赛道 3R
New_Gmob_Tokyo3RX	东京赛道 3RX
New_Gmob_Tokyo3RX_HashTag	TokyoBlur3RT
New_Gmob_Tokyo3RX_Short	东京赛道 3RX
New_Gmob_Tokyo3X	东京赛道 3X
New_Gmob_Tokyo3X_HashTag	TokyoBlur3T
New_Gmob_Tokyo3X_Short	东京赛道 3X
New_Gmob_Tokyo4	东京赛道 4
New_Gmob_Tokyo4_HashTag	TokyoBlur4
New_Gmob_Tokyo4_Short	东京赛道 4
New_Gmob_Tokyo4R	东京赛道 4R
New_Gmob_Tokyo4R_HashTag	TokyoBlur4R
New_Gmob_Tokyo4R_Short	东京赛道 4R
New_Gmob_Tokyo4RX	东京赛道 4RX
New_Gmob_Tokyo4RX_HashTag	TokyoBlur4RT
New_Gmob_Tokyo4RX_Short	东京赛道 4RX
New_Gmob_Tokyo4X	东京赛道 4X
New_Gmob_Tokyo4X_HashTag	TokyoBlur4T
New_Gmob_Tokyo4X_Short	东京赛道 4X
New_Gmob_Vancouver1	温哥华速度
New_Gmob_Vancouver1_HashTag	VancouverVelocity
New_Gmob_Vancouver1_Short	温哥华速度
New_Gmob_Vancouver1R	温哥华速度 R
New_Gmob_Vancouver1R_HashTag	VancouverVelocityR
New_Gmob_Vancouver1R_Short	温哥华速度 R
New_Gmob_Vancouver1RX	温哥华速度 RX
New_Gmob_Vancouver1RX_HashTag	VancouverVelocityRT
New_Gmob_Vancouver1RX_Short	温哥华速度 RX
New_Gmob_Vancouver1X	温哥华速度 X
New_Gmob_Vancouver1X_HashTag	VancouverVelocityT
New_Gmob_Vancouver1X_Short	温哥华速度 X
New_Gmob_Vancouver2	温哥华速度 2
New_Gmob_Vancouver2_HashTag	VancouverVelocity2
New_Gmob_Vancouver2_Short	温哥华速度 2
New_Gmob_Vancouver2R	温哥华速度 2R
New_Gmob_Vancouver2R_HashTag	VancouverVelocity2R
New_Gmob_Vancouver2R_Short	温哥华速度 2R
New_Gmob_Vancouver2RX	温哥华速度 2RX
New_Gmob_Vancouver2RX_HashTag	VancouverVelocity2RT
New_Gmob_Vancouver2RX_Short	温哥华速度 2RX
New_Gmob_Vancouver2X	温哥华速度 2X
New_Gmob_Vancouver2X_HashTag	VancouverVelocity2T
New_Gmob_Vancouver2X_Short	温哥华速度 2X
New_Gmob_Vancouver3	温哥华速度 3
New_Gmob_Vancouver3_HashTag	VancouverVelocity3
New_Gmob_Vancouver3_Short	温哥华速度 3
New_Gmob_Vancouver3R	温哥华速度 3R
New_Gmob_Vancouver3R_HashTag	VancouverVelocity3R
New_Gmob_Vancouver3R_Short	温哥华速度 3R
New_Gmob_Vancouver3RX	温哥华速度 3RX
New_Gmob_Vancouver3RX_HashTag	VancouverVelocity3RT
New_Gmob_Vancouver3RX_Short	温哥华速度 3RX
New_Gmob_Vancouver3X	温哥华速度 3X
New_Gmob_Vancouver3X_HashTag	VancouverVelocity3T
New_Gmob_Vancouver3X_Short	温哥华速度 3X
New_Gmob_YoshiIsland	耀西岛
New_Gmob_YoshiIsland_HashTag	YoshisIsland
New_Gmob_YoshiIsland_Short	耀西岛
New_Gmob_YoshiIslandR	耀西岛 R
New_Gmob_YoshiIslandR_HashTag	YoshisIslandR
New_Gmob_YoshiIslandR_Short	耀西岛 R
New_Gmob_YoshiIslandRX	耀西岛 RX
New_Gmob_YoshiIslandRX_HashTag	YoshisIslandRT
New_Gmob_YoshiIslandRX_Short	耀西岛 RX
New_Gmob_YoshiIslandX	耀西岛 X
New_Gmob_YoshiIslandX_HashTag	YoshisIslandT
New_Gmob_YoshiIslandX_Short	耀西岛 X
Remix_Gragb_BowserCastle1	RMX 酷霸王城堡 1
Remix_Gragb_BowserCastle1_HashTag	RMXBowsersCastle1
Remix_Gragb_BowserCastle1_Short	RMX 酷霸王城堡 1
Remix_Gragb_BowserCastle1R	RMX 酷霸王城堡 1R
Remix_Gragb_BowserCastle1R_HashTag	RMXBowsersCastle1R
Remix_Gragb_BowserCastle1R_Short	RMX 酷霸王城堡 1R
Remix_Gragb_BowserCastle1RX	RMX 酷霸王城堡 1RX
Remix_Gragb_BowserCastle1RX_HashTag	RMXBowsersCastle1RT
Remix_Gragb_BowserCastle1RX_Short	RMX 酷霸王城堡 1RX
Remix_Gragb_BowserCastle1X	RMX 酷霸王城堡 1X
Remix_Gragb_BowserCastle1X_HashTag	RMXBowsersCastle1T
Remix_Gragb_BowserCastle1X_Short	RMX 酷霸王城堡 1X
Remix_Grsfc_ChocoIsland1	RMX 巧克力岛 1
Remix_Grsfc_ChocoIsland1_HashTag	RMXChocoIsland1
Remix_Grsfc_ChocoIsland1_Short	RMX 巧克力岛 1
Remix_Grsfc_ChocoIsland1R	RMX 巧克力岛 1R
Remix_Grsfc_ChocoIsland1R_HashTag	RMXChocoIsland1R
Remix_Grsfc_ChocoIsland1R_Short	RMX 巧克力岛 1R
Remix_Grsfc_ChocoIsland1RX	RMX 巧克力岛 1RX
Remix_Grsfc_ChocoIsland1RX_HashTag	RMXChocoIsland1RT
Remix_Grsfc_ChocoIsland1RX_Short	RMX 巧克力岛 1RX
Remix_Grsfc_ChocoIsland1X	RMX 巧克力岛 1X
Remix_Grsfc_ChocoIsland1X_HashTag	RMXChocoIsland1T
Remix_Grsfc_ChocoIsland1X_Short	RMX 巧克力岛 1X
Remix_Grsfc_ChocoIsland2	RMX 巧克力岛 2
Remix_Grsfc_ChocoIsland2_HashTag	RMXChocoIsland2
Remix_Grsfc_ChocoIsland2_Short	RMX 巧克力岛 2
Remix_Grsfc_ChocoIsland2R	RMX 巧克力岛 2R
Remix_Grsfc_ChocoIsland2R_HashTag	RMXChocoIsland2R
Remix_Grsfc_ChocoIsland2R_Short	RMX 巧克力岛 2R
Remix_Grsfc_ChocoIsland2RX	RMX 巧克力岛 2RX
Remix_Grsfc_ChocoIsland2RX_HashTag	RMXChocoIsland2RT
Remix_Grsfc_ChocoIsland2RX_Short	RMX 巧克力岛 2RX
Remix_Grsfc_ChocoIsland2X	RMX 巧克力岛 2X
Remix_Grsfc_ChocoIsland2X_HashTag	RMXChocoIsland2T
Remix_Grsfc_ChocoIsland2X_Short	RMX 巧克力岛 2X
Remix_Grsfc_DonutsPlain1	RMX 甜圈平原 1
Remix_Grsfc_DonutsPlain1_HashTag	RMXDonutPlains1
Remix_Grsfc_DonutsPlain1_Short	RMX 甜圈平原 1
Remix_Grsfc_DonutsPlain1R	RMX 甜圈平原 1R
Remix_Grsfc_DonutsPlain1R_HashTag	RMXDonutPlains1R
Remix_Grsfc_DonutsPlain1R_Short	RMX 甜圈平原 1R
Remix_Grsfc_DonutsPlain1RX	RMX 甜圈平原 1RX
Remix_Grsfc_DonutsPlain1RX_HashTag	RMXDonutPlains1RT
Remix_Grsfc_DonutsPlain1RX_Short	RMX 甜圈平原 1RX
Remix_Grsfc_DonutsPlain1X	RMX 甜圈平原 1X
Remix_Grsfc_DonutsPlain1X_HashTag	RMXDonutPlains1T
Remix_Grsfc_DonutsPlain1X_Short	RMX 甜圈平原 1X
Remix_Grsfc_GhostValley1	RMX 幽灵沼泽 1
Remix_Grsfc_GhostValley1_HashTag	RMXGhostValley1
Remix_Grsfc_GhostValley1_Short	RMX 幽灵沼泽 1
Remix_Grsfc_GhostValley1R	RMX 幽灵沼泽 1R
Remix_Grsfc_GhostValley1R_HashTag	RMXGhostValley1R
Remix_Grsfc_GhostValley1R_Short	RMX 幽灵沼泽 1R
Remix_Grsfc_GhostValley1RX	RMX 幽灵沼泽 1RX
Remix_Grsfc_GhostValley1RX_HashTag	RMXGhostValley1RT
Remix_Grsfc_GhostValley1RX_Short	RMX 幽灵沼泽 1RX
Remix_Grsfc_GhostValley1X	RMX 幽灵沼泽 1X
Remix_Grsfc_GhostValley1X_HashTag	RMXGhostValley1T
Remix_Grsfc_GhostValley1X_Short	RMX 幽灵沼泽 1X
Remix_Grsfc_MarioCircuit1	RMX 马力欧赛道 1
Remix_Grsfc_MarioCircuit1_HashTag	RMXMarioCircuit1
Remix_Grsfc_MarioCircuit1_Short	RMX 马力欧赛道 1
Remix_Grsfc_MarioCircuit1R	RMX 马力欧赛道 1R
Remix_Grsfc_MarioCircuit1R_HashTag	RMXMarioCircuit1R
Remix_Grsfc_MarioCircuit1R_Short	RMX 马力欧赛道 1R
Remix_Grsfc_MarioCircuit1RX	RMX 马力欧赛道 1RX
Remix_Grsfc_MarioCircuit1RX_HashTag	RMXMarioCircuit1RT
Remix_Grsfc_MarioCircuit1RX_Short	RMX 马力欧赛道 1RX
Remix_Grsfc_MarioCircuit1X	RMX 马力欧赛道 1X
Remix_Grsfc_MarioCircuit1X_HashTag	RMXMarioCircuit1T
Remix_Grsfc_MarioCircuit1X_Short	RMX 马力欧赛道 1X
Remix_Grsfc_RainbowRoad1	RMX 彩虹之路 1
Remix_Grsfc_RainbowRoad1_HashTag	RMXRainbowRoad1
Remix_Grsfc_RainbowRoad1_Short	RMX 彩虹之路 1
Remix_Grsfc_RainbowRoad1R	RMX 彩虹之路 1R
Remix_Grsfc_RainbowRoad1R_HashTag	RMXRainbowRoad1R
Remix_Grsfc_RainbowRoad1R_Short	RMX 彩虹之路 1R
Remix_Grsfc_RainbowRoad1RX	RMX 彩虹之路 1RX
Remix_Grsfc_RainbowRoad1RX_HashTag	RMXRainbowRoad1RT
Remix_Grsfc_RainbowRoad1RX_Short	RMX 彩虹之路 1RX
Remix_Grsfc_RainbowRoad1X	RMX 彩虹之路 1X
Remix_Grsfc_RainbowRoad1X_HashTag	RMXRainbowRoad1T
Remix_Grsfc_RainbowRoad1X_Short	RMX 彩虹之路 1X
Remix_Grsfc_RainbowRoad2	RMX 彩虹之路 2
Remix_Grsfc_RainbowRoad2_HashTag	RMXRainbowRoad2
Remix_Grsfc_RainbowRoad2_Short	RMX 彩虹之路 2
Remix_Grsfc_RainbowRoad2R	RMX 彩虹之路 2R
Remix_Grsfc_RainbowRoad2R_HashTag	RMXRainbowRoad2R
Remix_Grsfc_RainbowRoad2R_Short	RMX 彩虹之路 2R
Remix_Grsfc_RainbowRoad2RX	RMX 彩虹之路 2RX
Remix_Grsfc_RainbowRoad2RX_HashTag	RMXRainbowRoad2RT
Remix_Grsfc_RainbowRoad2RX_Short	RMX 彩虹之路 2RX
Remix_Grsfc_RainbowRoad2X	RMX 彩虹之路 2X
Remix_Grsfc_RainbowRoad2X_HashTag	RMXRainbowRoad2T
Remix_Grsfc_RainbowRoad2X_Short	RMX 彩虹之路 2X
Remix_Grsfc_VanillaLake1	RMX 香草湖 1
Remix_Grsfc_VanillaLake1_HashTag	RMXVanillaLake1
Remix_Grsfc_VanillaLake1_Short	RMX 香草湖 1
Remix_Grsfc_VanillaLake1R	RMX 香草湖 1R
Remix_Grsfc_VanillaLake1R_HashTag	RMXVanillaLake1R
Remix_Grsfc_VanillaLake1R_Short	RMX 香草湖 1R
Remix_Grsfc_VanillaLake1RX	RMX 香草湖 1RX
Remix_Grsfc_VanillaLake1RX_HashTag	RMXVanillaLake1RT
Remix_Grsfc_VanillaLake1RX_Short	RMX 香草湖 1RX
Remix_Grsfc_VanillaLake1X	RMX 香草湖 1X
Remix_Grsfc_VanillaLake1X_HashTag	RMXVanillaLake1T
Remix_Grsfc_VanillaLake1X_Short	RMX 香草湖 1X
Remix_Grsfc_VanillaLake2	RMX 香草湖 2
Remix_Grsfc_VanillaLake2_HashTag	RMXVanillaLake2
Remix_Grsfc_VanillaLake2_Short	RMX 香草湖 2
Remix_Grsfc_VanillaLake2R	RMX 香草湖 2R
Remix_Grsfc_VanillaLake2R_HashTag	RMXVanillaLake2R
Remix_Grsfc_VanillaLake2R_Short	RMX 香草湖 2R
Remix_Grsfc_VanillaLake2RX	RMX 香草湖 2RX
Remix_Grsfc_VanillaLake2RX_HashTag	RMXVanillaLake2RT
Remix_Grsfc_VanillaLake2RX_Short	RMX 香草湖 2RX
Remix_Grsfc_VanillaLake2X	RMX 香草湖 2X
Remix_Grsfc_VanillaLake2X_HashTag	RMXVanillaLake2T
Remix_Grsfc_VanillaLake2X_Short	RMX 香草湖 2X
8.msbt
item_kartballoon_common_detail	选择喜欢的气球\r\n来参加对战吧！
item00001	森喜刚
item00002	奇诺比奥
item00003	酷霸王
item00004	路易吉
item00005	马力欧
item00006	慢慢龟
item00007	桃花公主
item00009	耀西
item00010	嘿呵
item00011	菊花公主
item00012	枯骨酷霸王
item00013	球盖姆
item00014	碎碎龟
item00015	害羞幽灵王
item00016	奇诺比珂
item00017	酷霸王Jr.
item00018	金属马力欧
item00019	粉金色桃花公主
item00020	瓦路易吉
item00021	瓦力欧
item00022	罗莎塔
item00023	菊花公主宝贝
item00024	路易吉宝宝
item00025	马力欧宝宝
item00026	桃花公主宝贝
item00027	罗莎塔宝贝
item00028	猫咪桃花公主
item00029	金色马力欧
item00277	金色马力欧
item00030	伊吉
item00031	拉里
item00032	雷米
item00033	洛德威格
item00034	莫顿
item00035	洛伊
item00036	狸猫马力欧
item00037	温缇
item00038	凯瑟琳
item00039	马力欧医生
item00040	马力欧（圣诞）
item00041	宝琳
item00042	桃花公主（探险家）
item00043	马力欧（日式裤裙）
item00044	桃花公主（和服）
item00045	偷天兔
item00046	桃花公主（假期）
item00047	马力欧（乐团成员）
item00048	马力欧（西装）
item00049	奇诺比奥队长
item00050	迪迪刚
item00051	铁锤兄弟
item00052	炸弹王
item00054	火焰罗莎塔
item00055	狸猫罗莎塔
item00056	卡美克
item00057	奇诺比桃公主
item00058	回旋镖兄弟
item00059	火焰兄弟
item00060	冰冻兄弟
item00061	蓝色嘿呵
item00062	黑色耀西
item00063	蓝色耀西
item00064	浅蓝色耀西
item00065	橙色耀西
item00066	粉红色耀西
item00067	红色耀西
item00068	白色耀西
item00069	黄色耀西
item00070	黑色嘿呵
item00071	浅蓝色嘿呵
item00072	绿色嘿呵
item00073	橙色嘿呵
item00074	白色嘿呵
item00075	黄色嘿呵
item00076	粉红色嘿呵
item00077	路易吉（画家）
item00078	桃花公主（冬天）
item00079	耀西（驯鹿）
item00080	奇诺比奥（维修人员）
item00082	建筑工马力欧
item00083	猫咪罗莎塔
item00084	布鲁
item00085	奇诺比珂（探险家）
item00086	猫咪奇诺比奥
item00087	企鹅奇诺比奥
item00088	桃花公主（万圣节）
item00089	瓦路易吉（巴士赛车手）
item00090	马力欧（万圣节）
item00091	瓦力欧（枪手）
item00092	马力欧（泳装）
item00093	黄鼹鼠
item00094	绿色奇诺比奥（维修人员）
item00097	粉红色奇诺比奥（维修人员）
item00098	红色奇诺比奥（维修人员）
item00099	黄色奇诺比奥（维修人员）
item00102	浅蓝色奇诺比奥（维修人员）
item00103	紫色奇诺比奥（维修人员）
item00104	凯瑟琳（黑色）
item00105	凯瑟琳（蓝色）
item00106	凯瑟琳（绿色）
item00107	凯瑟琳（浅蓝色）
item00108	凯瑟琳（橙色）
item00109	凯瑟琳（红色）
item00110	凯瑟琳（白色）
item00111	凯瑟琳（黄色）
item00112	罗莎塔宝贝（侦探）
item00113	慢慢龟（比赛）
item00114	蓝色慢慢龟（比赛）
item00115	金色慢慢龟（比赛）
item00116	紫色慢慢龟（比赛）
item00117	红色慢慢龟（比赛）
item00118	马力欧宝宝（树袋熊）
item00119	耀西（袋鼠）
item00120	马力欧（法被）
item00121	马力欧（阳光）
item00122	企鹅路易吉
item00123	马力欧（结婚礼服）
item00124	奇诺比珂（水手服）
item00125	马力欧（棒球）
item00126	嘿呵（糕点师）
item00127	蒂克斯刚
item00128	酷喜刚
item00129	马力欧（武士）
item00130	猫咪酷霸王
item00131	害羞幽灵王（路易吉洋馆）
item00132	罗莎塔（万圣节）
item00133	路易吉医生
item00134	建筑工路易吉
item00135	建筑工奇诺比珂
item00136	白狸马力欧
item00137	耀西（复活节）
item00138	建筑工奇诺比奥
item00139	马力欧（厨师）
item00140	罗莎塔（极光）
item00141	马力欧（飞行员）
item00142	菊花公主（圣诞）
item00143	奇诺比奥（派对）
item00144	宝琳（派对）
item00145	酷霸王Jr.（海盗）
item00146	路易吉（厨师）
item00147	菊花公主（水手服）
item00148	企鹅奇诺比珂
item00149	马力欧（经典）
item00150	桃花公主宝贝（天使）
item00151	菊花公主（泳装）
item00153	路易吉（经典）
item00154	罗莎塔（主厨）
item00155	罗莎塔（泳装）
item00156	酷霸王医生
item00157	桃花公主医生
item00158	瓦力欧（露营）
item00159	菊花公主（小仙子）
item00160	路易吉（皮短裤）
item00161	冰冻马力欧
item00162	菊花公主（农夫）
item00163	嘿呵（金色）
item00164	碎碎龟（金色）
item00165	枯骨酷霸王（金色）
item00166	布鲁（金色）
item00167	炸弹王（金色）
item00168	害羞幽灵王（金色）
item00169	桃花公主（结婚礼服）
item00170	马力欧（SFC）
item00171	马力欧（Satellaview）
item00172	奇诺比珂（太空人）
item00173	罗莎塔（福伦丹）
item00174	奇诺比奥（太空人）
item00175	路易吉（假期）
item00176	猫咪马力欧
item00177	红色Mii服装
item00178	森喜刚Jr.（SFC）
item00179	菊花公主（浴衣）
item00180	桃花公主（浴衣）
item00181	马力欧（赛手）
item00182	酷霸王（圣诞）
item00184	路易吉（骑士）
item00185	菊花公主（泰国度假）
item00186	球盖姆（派对）
item00187	路易吉（黄金骑士）
item00188	瓦路易吉（吸血鬼）
item00189	宝琳（玫瑰）
item00190	桃花公主Mii服装
item00191	马力欧Mii服装
item00192	桃花公主（法被）
item00193	嘿呵（忍者）
item00194	路易吉Mii服装
item00195	耀西Mii服装
item00196	奇诺比奥Mii服装
