0.msbt
ActionScore_AvoidKouraB	Spiny Shell dodged!
item70244_10170_20075	Sushi Racer
item70245_10344_20075	Pirate Sushi Racer
item70246_10376_20047	Gold Bullet Blaster
item70247_10406_20094	Brown Offroader
item70248_10416_20048	Silver Bullet Blaster
item70249_10342_20161	8-Bit Pipe Frame
item70250_10057_20047	Gold Pipe Frame
item70251_10405_20041	Festival Girl
item70252_10362_20067	Surf Sailer
item70254_10423_20148	Coconut 1
item70255_10424_20043	Pineapple 1
item70256_10381_20035	Star-Spangled Flyer
item70257_10359_20144	Combo Cruiser
item70259_10076_20038	Green Circuit
item70260_10256_20062	Gilded King
item70261_10429_20050	Pumpkin Kart
item70262_10439_20166	Dark Trickster
item70263_10409_20097	Crawly Kart
item70265_10417_20162	Purple Dozer
item70266_10425_20094	Black Dozer
item70267_10192_20158	Sunset Cloud
item70268_10107_20003	Red Standard 8
item70269_10100_20003	Green Standard 8
item70270_10446_20170	Holiday King
item70271_10471_20174	Party-Wing
item70272_10411_20034	Fast Frank
item70273_10428_20245	White Fast Frank
item70274_10469_20176	Iron Cucumber
item70275_10397_20154	Penguin Slider
item70276_10485_20175	Rose Taxi
item70277_10496_20043	Black Penguin Slider
item70278_10483_20180	Cact-Ice
item70279_10414_20164	B Dasher Mk. 2
item70280_10395_20003	Orange Streamliner
item70282_10479_20182	Lightning Streamliner
item70284_10412_20158	Purple Bunny
item70285_10365_20047	Gold Bunny
item70286_10448_20003	Jade Hop Rod
item70287_10478_20097	Crimson Hop Rod
item70288_10477_20044	Gold Hop Rod
item70289_10494_20179	Sakura Quickshaw
item70290_10501_20105	Gold Quickshaw
item70291_10247_20045	Blue Royale
item70292_10445_20075	Jet Cruiser
item70294_10518_20181	Pink Dozer
item70295_10512_20184	Grand Badwagon
item70296_10242_20081	Lime Tea Coupe
item70297_10555_20189	Sunny Surf Sailer
item70298_10500_20098	Pinch Hitter
item70299_10508_20097	Cleanup Hitter
item70300_10503_20044	Gold Wild Slugger
item70302_10561_20191	Dark Hop Rod
item70303_10562_20195	Ice Dozer
item70304_10421_20172	Kamek's Zoom Broom
item70305_10474_20196	Silver King
item70306_10492_20197	Green Double-Decker
item70309_10463_20044	Gold Double-Decker
item70310_10253_20097	Black Cat Cruiser
item70311_10254_20132	Cream Cat Cruiser
item70312_10440_20212	Cream B Dasher Mk. 2
item70313_10441_20209	Green B Dasher Mk. 2
item70315_10443_20210	Red B Dasher Mk. 2
item70316_10542_20206	Pink B Dasher Mk. 2
item70317_10572_20201	Black B Dasher Mk. 2
item70318_10573_20207	Metal B Dasher Mk. 2
item70319_10574_20213	Sky-Blue B Dasher Mk. 2
item70320_10575_20211	Classic B Dasher Mk. 2
item70321_10569_20218	Vampire Flyer
item70322_10586_20104	Gold Pumpkin Kart
item70323_10587_20317	Gold Trickster
item70324_10588_20227	Red Crawly Kart
item70325_10236_20231	Cact-R
item70326_10403_20182	Blooper Shuttle
item70328_10519_20031	Lunar Cruiser
item70329_10523_20099	Gold Lunar Cruiser
item70331_10510_20237	Cheership
item70332_10487_20236	Candy Clown
item70333_10493_20238	White Snow Skimmer
item70334_10603_20239	Frost Wing
item70335_10601_20180	Frosty Bells
item70336_10610_20241	Tiger Bruiser
item70337_10600_20242	Gray Cat Cruiser
item70338_10468_20240	Sports Coupe 2022
item70339_10498_20244	Roaring Racer
item70340_10539_20243	Jukebox Buggy
item70341_10621_20245	Green Lightning
item70342_10590_20247	Cupid's Arrow
item70343_10502_20248	Wild Slugger
item70344_10612_20028	Prop Kart
item70347_10604_20249	Magma Broom
item70348_10605_20250	Star Broom
item70352_10436_20161	Yellow 8-Bit Pipe Frame
item70354_10401_20097	Warrior Wagon
item70355_10533_20248	Armored Rider
item70356_10540_20044	Gold Warrior Wagon
item70357_10541_20026	Silver Warrior Wagon
item70358_10626_20251	Sakura Hop Rod
item70360_10613_20276	Flower Kart
item70361_10260_20198	White Bruiser
item70362_10616_20280	Capsule Kart
item70363_10674_20281	Blue-Green Capsule Kart
item70364_10675_20282	Pink Capsule Kart
item70365_10676_20283	Green-Yellow Capsule Kart
item70366_10689_20284	Green Cat Cruiser
item70368_10218_20285	Goo-Goo Pink
item70370_10458_20044	Gold Kiddie Kart
item70371_10514_20286	Sweet Ride
item70372_10679_20287	Tuk-Tuk Kart
item70373_10546_20288	Tropical Truck
item70376_10454_20047	Gold Zucchini
item70378_10654_20294	Piranha Pipes
item70379_10677_20293	Boo Pipes
item70380_10681_20295	Gold Pipes
item70383_10664_20298	Coral Jet Cruiser
item70384_10655_20297	Watermelon Kart
item70385_10703_20240	Flowery Badwagon
item70386_10585_20173	Ice-Cream Minibus
item70387_10595_20232	Chocolate Banana Minibus
item70391_10551_20186	Chocolate Mint Soft Swerve
item70392_10552_20188	Strawberry Soft Swerve
item70394_10549_20107	Gold Soft Swerve
item70396_10684_20301	Goo-Goo Black
item70398_10690_20110	Goo-Goo Gold
item70399_10671_20299	Red Offroader
item70402_10602_20291	Moo Moo Offroader
item70403_10597_20300	Cact-B
item70404_10680_20174	Rainbow Taxi
item70405_10547_20176	Shielded Speedster
item70406_10566_20304	Black Shielded Speedster
item70407_10567_20303	Gold Shielded Speedster
item70408_10625_20035	Black Carriage
item70411_10287_20313	Green Speeder
item70412_10351_20316	Flaming Speeder
item70413_10350_20321	Pink Speeder
item70415_10363_20314	Blue Speeder
item70417_10486_20315	Holiday Speeder
item70418_10701_20319	Red Vampire Flyer
item70420_10140_20214	Gold Eagle
item70422_10271_20288	Camo Tanooki Kart
item70423_10392_20178	Pink Sneeker
item70424_10034_20096	Black Sneeker
item70425_10259_20108	Gold Bruiser
item70426_10464_20044	Gold Jingle Bell
item70427_10667_20097	Black Jingle Bell
item70428_10390_20318	Rainbow Streetle
item70429_10536_20214	Gold Sweet Ride
item70430_10531_20042	Hot Pot Hot Rod
item70431_10598_20265	Blue Crawly Kart
item70432_10648_20146	Gold Capsule Kart
item70433_10516_20148	Taiko Drum Dasher
item70435_10426_20327	Bright Girl
item70436_10693_20177	Sakura Sports Coupe
item70437_10592_20040	Jumbo Jetter
item70438_10673_20277	Silver Flower Kart
item70440_10462_20044	Gold Paintster
item70441_10432_20176	Cream Classic
item70443_10476_20175	Bronze Cucumber
item70444_10385_20109	Gold Sushi Racer
item70445_10291_20092	Dry Bones Dasher
item70446_10727_20312	Gold 8-Bit Pipe Frame
item70447_10726_20311	Huffin Puffin Egg
item70448_10628_20257	Red Comet
item70449_10639_20257	Pink Comet
item70450_10635_20257	Green Comet
item70453_10645_20259	Gold Comet
item70454_10619_20240	Gold Cupid's Arrow
item70455_10620_20243	Silver Cupid's Arrow
item70456_10723_20264	Waluigi Racer Mk. 2
item70457_10725_20149	Chain Chomp Chariot
item70458_10450_20050	Yeehaw Wagon
item70459_10692_20325	Fish Bone Ferry
item70460_10708_20047	Gold Fish Bone Ferry
item70461_10696_20050	Desert Rose Wagon
item70462_10719_20310	Wiggler Egg
item70463_10548_20154	Yellow Sub Scooter
item70464_10665_20326	Blue Sub Scooter
item70465_10457_20109	Gold Driver
item70466_10721_20323	Dolphin Drifter
item70468_10716_20302	Purple Rattle Buggy
item70469_10452_20322	Spicy Zucchini
item70470_10705_20042	Wild Wiggler
item70471_10713_20308	Monarch Kart
item70472_10717_20307	Gold Monarch Kart
item70473_10465_20047	Gold B Dasher
item80000	Premium Challenges
item80000_detail	Complete the challenges\r\nto earn gifts!
item90001	Coins
item90001_detail	Collect these during races,\r\nbattles, or Coin Rush and\r\nspend them in the Shop!
item90002	Rubies
item90002_detail	Use these in the shop\r\nor to play Coin Rush.
item90003	rubies
item90003_detail	Use these in the shop\r\nor to play Coin Rush.
item90004	Grand Star
item90004_detail	Collect lots of these \r\nto get tour gifts!
item90005	Item Ticket
item90005_detail	You can use one per race\r\nto spin your item slots.
item90006	Star Ticket
item90006_detail	You can exchange\r\nthese for Grand Stars.
item90007	Quick Ticket
item90007_detail	Use these to do things like \r\nshorten cup construction time\r\nor update the Daily Selects lineup.
item90020	Pipe
item90020_detail	You won't know what you\r\nget until you fire the pipe!
item90021	Pipe
item90021_detail	You won't know what you\r\nget until you fire the pipe!
item90022	Pipe
item90022_detail	You won't know what you\r\nget until you fire the pipe!
item90305	Driver Skill Up (N)
item90305_detail	Raise a Normal driver's\r\nskill level.
item90306	Driver Skill Up (S)
item90306_detail	Raise a Super driver's\r\nskill level.
item90307	Driver Skill Up (H)
item90307_detail	Raise a High-End driver's\r\nskill level.
item90309	Kart Skill Up (N)
item90309_detail	Raise a Normal kart's\r\nskill level.
item90310	Kart Skill Up (S)
item90310_detail	Raise a Super kart's\r\nskill level.
item90311	Kart Skill Up (H)
item90311_detail	Raise a High-End kart's\r\nskill level.
item90313	Glider Skill Up (N)
item90313_detail	Raise a Normal glider's\r\nskill level.
item90314	Glider Skill Up (S)
item90314_detail	Raise a Super glider's\r\nskill level.
item90315	Glider Skill Up (H)
item90315_detail	Raise a High-End glider's\r\nskill level.
item90404	Driver Point-Boost Ticket
item90404_detail	Raise a driver's\r\nbase points.
item90408	Kart Point-Boost Ticket
item90408_detail	Raise a kart's base\r\npoints.
item90412	Glider Point-Boost Ticket
item90412_detail	Raise a glider's base\r\npoints.
item90500	Coin Rush Ticket
item90500_detail	Lets you play Coin Rush\r\nwithout using rubies.
item90605	Driver Points-Cap Up (N)
item90605_detail	Raise a Normal driver's\r\nbase-points cap.
item90606	Driver Points-Cap Up (S)
item90606_detail	Raise a Super driver's\r\nbase-points cap.
item90607	Driver Points-Cap Up (H)
item90607_detail	Raise a High-End driver's\r\nbase-points cap.
item90609	Kart Points-Cap Up (N)
item90609_detail	Raise a Normal kart's\r\nbase-points cap.
item90610	Kart Points-Cap Up (S)
item90610_detail	Raise a Super kart's\r\nbase-points cap.
item90611	Kart Points-Cap Up (H)
item90611_detail	Raise a High-End kart's\r\nbase-points cap.
item90613	Glider Points-Cap Up (N)
item90613_detail	Raise a Normal glider's\r\nbase-points cap.
item90614	Glider Points-Cap Up (S)
item90614_detail	Raise a Super glider's\r\nbase-points cap.
item90615	Glider Points-Cap Up (H)
item90615_detail	Raise a High-End glider's\r\nbase-points cap.
PinkCoin	Ruby
skillholder_0056_N_description	Increases your chances of\r\ngetting a Mushroom. Using\r\none will get you more points.
skillholder_0056_N_name	Mushroom Plus
skillholder_0056_R_description	Further increases your chances\r\nof getting a Mushroom. Using\r\none will get you more points.
skillholder_0056_R_name	Mushroom Plus
skillholder_0056_UR_description	Greatly increases your chances\r\nof getting a Mushroom. Using\r\none will get you more points.
skillholder_0056_UR_name	Mushroom Plus
skillholder_0057_N_description	Increases your chances of\r\ngetting a Green Shell. Using\r\none will get you more points.
skillholder_0057_N_name	Green Shell Plus
skillholder_0057_R_description	Further increases your chances\r\nof getting a Green Shell. Using\r\none will get you more points.
skillholder_0057_R_name	Green Shell Plus
skillholder_0057_UR_description	Greatly increases your chances\r\nof getting a Green Shell. Using\r\none will get you more points.
skillholder_0057_UR_name	Green Shell Plus
skillholder_0058_N_description	Increases your chances of\r\ngetting a Red Shell. Using\r\none will get you more points.
skillholder_0058_N_name	Red Shell Plus
skillholder_0058_R_description	Further increases your chances\r\nof getting a Red Shell. Using\r\none will get you more points.
skillholder_0058_R_name	Red Shell Plus
skillholder_0058_UR_description	Greatly increases your chances\r\nof getting a Red Shell. Using\r\none will get you more points.
skillholder_0058_UR_name	Red Shell Plus
skillholder_0059_N_description	Increases your chances of\r\ngetting a Banana. Using one\r\nwill get you more points.
skillholder_0059_N_name	Banana Plus
skillholder_0059_R_description	Further increases your chances\r\nof getting a Banana. Using one\r\nwill get you more points.
skillholder_0059_R_name	Banana Plus
skillholder_0059_UR_description	Greatly increases your chances\r\nof getting a Banana. Using one\r\nwill get you more points.
skillholder_0059_UR_name	Banana Plus
skillholder_0060_N_description	Increases your chances of\r\ngetting a Bob-omb. Using\r\none will get you more points.
skillholder_0060_N_name	Bob-omb Plus
skillholder_0060_R_description	Further increases your chances\r\nof getting a Bob-omb. Using\r\none will get you more points.
skillholder_0060_R_name	Bob-omb Plus
skillholder_0060_UR_description	Greatly increases your chances\r\nof getting a Bob-omb. Using\r\none will get you more points.
skillholder_0060_UR_name	Bob-omb Plus
skillholder_0061_N_description	Increases your chances of\r\ngetting a Blooper. Using one\r\nwill get you more points.
skillholder_0061_N_name	Blooper Plus
skillholder_0061_R_description	Further increases your chances\r\nof getting a Blooper. Using\r\none will get you more points.
skillholder_0061_R_name	Blooper Plus
skillholder_0061_UR_description	Greatly increases your chances\r\nof getting a Blooper. Using\r\none will get you more points.
skillholder_0061_UR_name	Blooper Plus
skillholder_0062_N_description	Increases your chances of\r\ngetting Lightning. Using it\r\nwill get you more points.
skillholder_0062_N_name	Lightning Plus
skillholder_0062_R_description	Further increases your chances\r\nof getting Lightning. Using\r\none will get you more points.
skillholder_0062_R_name	Lightning Plus
skillholder_0062_UR_description	Greatly increases your chances\r\nof getting Lightning. Using\r\none will get you more points.
skillholder_0062_UR_name	Lightning Plus
skillholder_0063_N_description	Increases your chances of\r\ngetting a Bullet Bill. Using\r\none will get you more points.
skillholder_0063_N_name	Bullet Bill Plus
skillholder_0063_R_description	Further increases your chances\r\nof getting a Bullet Bill. Using\r\none will get you more points.
skillholder_0063_R_name	Bullet Bill Plus
skillholder_0063_UR_description	Greatly increases your chances\r\nof getting a Bullet Bill. Using\r\none will get you more points.
skillholder_0063_UR_name	Bullet Bill Plus
skillholder_0064_N_description	Increases your chances of\r\ngetting a coin. Using\r\none will get you more points.
skillholder_0064_N_name	Coin Plus
skillholder_0064_R_description	Further increases your chances\r\nof getting a coin. Using\r\none will get you more points.
skillholder_0064_R_name	Coin Plus
skillholder_0064_UR_description	Greatly increases your chances\r\nof getting a coin. Using\r\none will get you more points.
skillholder_0064_UR_name	Coin Plus
skillholder_0065__levelup_description_level0004	3 coins are added to items\r\nthat appear.
skillholder_0065__levelup_description_level0005	3 coins are added to items\r\nthat appear.
skillholder_0065__levelup_description_level0007	3 coins are added to items\r\nthat appear.
skillholder_0065_description	Surround your kart with\r\nseven items. Tap once to\r\nuse them all!
skillholder_0065_description_level0001	Surround your kart with\r\nseven items. Tap once to\r\nuse them all!
skillholder_0065_description_level0004	3 coins are added to items\r\nthat appear.
skillholder_0065_description_level0005	3 coins are added to items\r\nthat appear.
skillholder_0065_description_level0007	3 coins are added to items\r\nthat appear.
skillholder_0065_name	Lucky Seven
skillholder_0065_name_level0001	Lucky Seven
skillholder_0065_name_level0004	Lucky Seven+
skillholder_0065_name_level0005	Lucky Seven+
skillholder_0065_name_level0007	Lucky Seven+
skillholder_0066__levelup_description_level0004	Boosts your chances to get a\r\nGiant Banana. And when you do,\r\nit splits into even more bananas!
skillholder_0066__levelup_description_level0005	Boosts your chances to get a\r\nGiant Banana. And when you do,\r\nit splits into even more bananas!
skillholder_0066__levelup_description_level0007	Boosts your chances to get a\r\nGiant Banana. And when you do,\r\nit splits into even more bananas!
skillholder_0066_description	This particularly stern-looking\r\nGiant Banana splits into\r\nthree Bananas when hit.
skillholder_0066_description_level0001	This particularly stern-looking\r\nGiant Banana splits into\r\nthree Bananas when hit.
skillholder_0066_description_level0004	Boosts your chances to get a\r\nGiant Banana. And when you do,\r\nit splits into even more bananas!
skillholder_0066_description_level0005	Boosts your chances to get a\r\nGiant Banana. And when you do,\r\nit splits into even more bananas!
skillholder_0066_description_level0007	Boosts your chances to get a\r\nGiant Banana. And when you do,\r\nit splits into even more bananas!
skillholder_0066_name	Giant Banana
skillholder_0066_name_level0001	Giant Banana
skillholder_0066_name_level0004	Giant Banana+
skillholder_0066_name_level0005	Giant Banana+
skillholder_0066_name_level0007	Giant Banana+
skillholder_0067__levelup_description_level0004	Bowser's Shell is bigger and\r\na little better at tracking\r\nopponents.
skillholder_0067__levelup_description_level0005	Bowser's Shell is bigger and\r\na little better at tracking\r\nopponents.
skillholder_0067__levelup_description_level0007	Bowser's Shell is bigger and\r\na little better at tracking\r\nopponents.
skillholder_0067_description	Hurl this sharp shell in front\r\nof your kart to scatter\r\nopponents.
skillholder_0067_description_level0001	Hurl this sharp shell in front\r\nof your kart to scatter\r\nopponents.
skillholder_0067_description_level0004	Bowser's Shell is bigger and\r\na little better at tracking\r\nopponents.
skillholder_0067_description_level0005	Bowser's Shell is bigger and\r\na little better at tracking\r\nopponents.
skillholder_0067_description_level0007	Bowser's Shell is bigger and\r\na little better at tracking\r\nopponents.
skillholder_0067_name	Bowser's Shell
skillholder_0067_name_level0001	Bowser's Shell
skillholder_0067_name_level0004	Bowser's Shell+
skillholder_0067_name_level0005	Bowser's Shell+
skillholder_0067_name_level0007	Bowser's Shell+
skillholder_0068__levelup_description_level0004	Adds another fireball, allowing\r\nyou to throw four total.
skillholder_0068__levelup_description_level0005	Adds another fireball, allowing\r\nyou to throw four total.
skillholder_0068__levelup_description_level0007	Adds another fireball, allowing\r\nyou to throw four total.
skillholder_0068_description	Lets you throw three fireballs.\r\nSpin out your opponents\r\nwhile you burn up the track!
skillholder_0068_description_level0001	Lets you throw three fireballs.\r\nSpin out your opponents\r\nwhile you burn up the track!
skillholder_0068_description_level0004	Adds another fireball, allowing\r\nyou to throw four total.
skillholder_0068_description_level0005	Adds another fireball, allowing\r\nyou to throw four total.
skillholder_0068_description_level0007	Adds another fireball, allowing\r\nyou to throw four total.
skillholder_0068_name	Fire Flower
skillholder_0068_name_level0001	Fire Flower
skillholder_0068_name_level0004	Fire Flower+
skillholder_0068_name_level0005	Fire Flower+
skillholder_0068_name_level0007	Fire Flower+
skillholder_0070__levelup_description_level0004	Yoshi's Egg is bigger and it\r\nreleases an additional item.
skillholder_0070__levelup_description_level0005	Yoshi's Egg is bigger and it\r\nreleases an additional item.
skillholder_0070__levelup_description_level0007	Yoshi's Egg is bigger and it\r\nreleases an additional item.
skillholder_0070_description	Chases down opponents.\r\nBut what's inside?! You'll\r\nfind out when it breaks!
skillholder_0070_description_level0001	Chases down opponents.\r\nBut what's inside?! You'll\r\nfind out when it breaks!
skillholder_0070_description_level0004	Yoshi's Egg is bigger and it\r\nreleases an additional item.
skillholder_0070_description_level0005	Yoshi's Egg is bigger and it\r\nreleases an additional item.
skillholder_0070_description_level0007	Yoshi's Egg is bigger and it\r\nreleases an additional item.
skillholder_0070_name	Yoshi's Egg
skillholder_0070_name_level0001	Yoshi's Egg
skillholder_0070_name_level0004	Yoshi's Egg+
skillholder_0070_name_level0005	Yoshi's Egg+
skillholder_0070_name_level0007	Yoshi's Egg+
skillholder_0098__levelup_description_level0004	You get 1 additional Heart!\r\nThe additional Heart runs out\r\nquickly so make it count!
skillholder_0098__levelup_description_level0005	You get 1 additional Heart!\r\nThe additional Heart runs out\r\nquickly so make it count!
skillholder_0098__levelup_description_level0007	You get 1 additional Heart!\r\nThe additional Heart runs out\r\nquickly so make it count!
skillholder_0098_description	This Heart is overflowing with\r\nkindness! It will protect you\r\nfrom opponents' attacks.
skillholder_0098_description_level0001	This Heart is overflowing with\r\nkindness! It will protect you\r\nfrom opponents' attacks.
skillholder_0098_description_level0004	You get 1 additional Heart!\r\nThe additional Heart runs out\r\nquickly so make it count!
skillholder_0098_description_level0005	You get 1 additional Heart!\r\nThe additional Heart runs out\r\nquickly so make it count!
skillholder_0098_description_level0007	You get 1 additional Heart!\r\nThe additional Heart runs out\r\nquickly so make it count!
skillholder_0098_name	Heart
skillholder_0098_name_level0001	Heart
skillholder_0098_name_level0004	Heart+
skillholder_0098_name_level0005	Heart+
skillholder_0098_name_level0007	Heart+
skillholder_0099__levelup_description_level0004	Boosts your chances of getting\r\nTriple Bananas. The three\r\nbananas will rotate faster!
skillholder_0099__levelup_description_level0005	Boosts your chances of getting\r\nTriple Bananas. The three\r\nbananas will rotate faster!
skillholder_0099__levelup_description_level0007	Boosts your chances of getting\r\nTriple Bananas. The three\r\nbananas will rotate faster!
skillholder_0099_description	Three Bananas provide a\r\nworthy shield... Or ammo\r\nto lob at opponents!
skillholder_0099_description_level0001	Three Bananas provide a\r\nworthy shield... Or ammo\r\nto lob at opponents!
skillholder_0099_description_level0004	Increases your chances of\r\ngetting Triple Bananas. Plus,\r\nthe bananas revolve faster!
skillholder_0099_description_level0005	Increases your chances of\r\ngetting Triple Bananas. Plus,\r\nthe bananas revolve faster!
skillholder_0099_description_level0007	Increases your chances of\r\ngetting Triple Bananas. Plus,\r\nthe bananas revolve faster!
skillholder_0099_name	Triple Bananas
skillholder_0099_name_level0001	Triple Bananas
skillholder_0099_name_level0004	Triple Bananas+
skillholder_0099_name_level0005	Triple Bananas+
skillholder_0099_name_level0007	Triple Bananas+
skillholder_0100__levelup_description_level0004	Increases your chances of\r\ngetting Triple Green Shells.\r\nThe shells will revolve faster.
skillholder_0100__levelup_description_level0005	Increases your chances of\r\ngetting Triple Green Shells.\r\nThe shells will revolve faster.
skillholder_0100__levelup_description_level0007	Increases your chances of\r\ngetting Triple Green Shells.\r\nThe shells will revolve faster.
skillholder_0100_description	Three Green Shells surround\r\nyour kart. They'll fire off\r\nrapidly all at once!
skillholder_0100_description_level0001	Three Green Shells surround\r\nyour kart. They'll fire off\r\nrapidly all at once!
skillholder_0100_description_level0004	Increases your chances of\r\ngetting Triple Green Shells.\r\nThe shells will revolve faster.
skillholder_0100_description_level0005	Increases your chances of\r\ngetting Triple Green Shells.\r\nThe shells will revolve faster.
skillholder_0100_description_level0007	Increases your chances of\r\ngetting Triple Green Shells.\r\nThe shells will revolve faster.
skillholder_0100_name	Triple Green Shells
skillholder_0100_name_level0001	Triple Green Shells
skillholder_0100_name_level0004	Triple Green Shells+
skillholder_0100_name_level0005	Triple Green Shells+
skillholder_0100_name_level0007	Triple Green Shells+
skillholder_0101__levelup_description_level0004	Adds a Bob-omb so you can\r\nattack with 3 Bob-ombs!
skillholder_0101__levelup_description_level0005	Adds a Bob-omb so you can\r\nattack with 3 Bob-ombs!
skillholder_0101__levelup_description_level0007	Adds a Bob-omb so you can\r\nattack with 3 Bob-ombs!
skillholder_0101_description	Gives you two Bob-ombs you\r\ncan hurl at once. Engulf your\r\nopponents in a mighty blast!
skillholder_0101_description_level0001	Gives you two Bob-ombs you\r\ncan hurl at once. Engulf your\r\nopponents in a mighty blast!
skillholder_0101_description_level0004	Adds a Bob-omb so you can\r\nattack with 3 Bob-ombs!
skillholder_0101_description_level0005	Adds a Bob-omb so you can\r\nattack with 3 Bob-ombs!
skillholder_0101_description_level0007	Adds a Bob-omb so you can\r\nattack with 3 Bob-ombs!
skillholder_0101_name	Double Bob-ombs
skillholder_0101_name_level0001	Double Bob-ombs
skillholder_0101_name_level0004	Double Bob-ombs+
skillholder_0101_name_level0005	Double Bob-ombs+
skillholder_0101_name_level0007	Double Bob-ombs+
skillholder_0126__levelup_description_level0004	Giga Bob-omb is bigger and\r\nits blast radius is a bit wider!
skillholder_0126__levelup_description_level0005	Giga Bob-omb is bigger and\r\nits blast radius is a bit wider!
skillholder_0126__levelup_description_level0007	Giga Bob-omb is bigger and\r\nits blast radius is a bit wider!
skillholder_0126_0001	Giant Bob-omb (sp)
skillholder_0126_description	This giant Bob-omb's blast\r\nradius is second to none.\r\nKick things off with a bang!
skillholder_0126_description_level0001	This giant Bob-omb's blast\r\nradius is second to none.\r\nKick things off with a bang!
skillholder_0126_description_level0004	Giga Bob-omb is bigger and\r\nits blast radius is a bit wider!
skillholder_0126_description_level0005	Giga Bob-omb is bigger and\r\nits blast radius is a bit wider!
skillholder_0126_description_level0007	Giga Bob-omb is bigger and\r\nits blast radius is a bit wider!
skillholder_0126_name	Giga Bob-omb
skillholder_0126_name_level0001	Giga Bob-omb
skillholder_0126_name_level0004	Giga Bob-omb+
skillholder_0126_name_level0005	Giga Bob-omb+
skillholder_0126_name_level0007	Giga Bob-omb+
skillholder_0127__levelup_description_level0004	Adds another Bob-omb\r\nCannon, allowing you to fire\r\neven more Bob-ombs.
skillholder_0127__levelup_description_level0005	Adds another Bob-omb\r\nCannon, allowing you to fire\r\neven more Bob-ombs.
skillholder_0127__levelup_description_level0007	Adds another Bob-omb\r\nCannon, allowing you to fire\r\neven more Bob-ombs.
skillholder_0127_description	This blaster automatically\r\nlaunches a volley of\r\nBob-ombs. Handle with care!
skillholder_0127_description_level0001	This blaster automatically\r\nlaunches a volley of\r\nBob-ombs. Handle with care!
skillholder_0127_description_level0004	Adds another Bob-omb\r\nCannon, allowing you to fire\r\neven more Bob-ombs.
skillholder_0127_description_level0005	Adds another Bob-omb\r\nCannon, allowing you to fire\r\neven more Bob-ombs.
skillholder_0127_description_level0007	Adds another Bob-omb\r\nCannon, allowing you to fire\r\neven more Bob-ombs.
skillholder_0127_name	Bob-omb Cannon
skillholder_0127_name_level0001	Bob-omb Cannon
skillholder_0127_name_level0004	Bob-omb Cannon+
skillholder_0127_name_level0005	Bob-omb Cannon+
skillholder_0127_name_level0007	Bob-omb Cannon+
skillholder_0128__levelup_description_level0004	The barrels will sometimes fire\r\nGiant Bananas. Talk about a\r\nslippery slope!
skillholder_0128__levelup_description_level0005	The barrels will sometimes fire\r\nGiant Bananas. Talk about a\r\nslippery slope!
skillholder_0128__levelup_description_level0007	The barrels will sometimes fire\r\nGiant Bananas. Talk about a\r\nslippery slope!
skillholder_0128_description	This barrel automatically\r\nlaunches Bananas. Turn the\r\ncourse into a sea of Bananas!
skillholder_0128_description_level0001	These barrels automatically\r\nlaunch Bananas. Turn the\r\ncourse into a sea of Bananas!
skillholder_0128_description_level0004	The barrels will sometimes fire\r\nGiant Bananas.
skillholder_0128_description_level0005	The barrels will sometimes fire\r\nGiant Bananas.
skillholder_0128_description_level0007	The barrels will sometimes fire\r\nGiant Bananas.
skillholder_0128_name	Banana Barrels
skillholder_0128_name_level0001	Banana Barrels
skillholder_0128_name_level0004	Banana Barrels+
skillholder_0128_name_level0005	Banana Barrels+
skillholder_0128_name_level0007	Banana Barrels+
skillholder_0129__levelup_description_level0004	This will sometimes spit out\r\nred coins. Try to grab as many\r\nas you can!
skillholder_0129__levelup_description_level0005	This will sometimes spit out\r\nred coins. Try to grab as many\r\nas you can!
skillholder_0129__levelup_description_level0007	This will sometimes spit out\r\nred coins. Try to grab as many\r\nas you can!
skillholder_0129_description	Spits out coins with reckless\r\nabandon. It's a very generous\r\nitem!
skillholder_0129_description_level0001	Spits out coins with reckless\r\nabandon. It's a very generous\r\nitem!
skillholder_0129_description_level0004	This will sometimes spit out\r\nred coins.
skillholder_0129_description_level0005	This will sometimes spit out\r\nred coins.
skillholder_0129_description_level0007	This will sometimes spit out\r\nred coins.
skillholder_0129_name	Coin Box
skillholder_0129_name_level0001	Coin Box
skillholder_0129_name_level0004	Coin Box+
skillholder_0129_name_level0005	Coin Box+
skillholder_0129_name_level0007	Coin Box+
skillholder_0130__levelup_description_level0004	Adds another Boomerang,\r\nallowing you to throw two\r\ntotal!
skillholder_0130__levelup_description_level0005	Adds another Boomerang,\r\nallowing you to throw two\r\ntotal!
skillholder_0130__levelup_description_level0007	Adds another Boomerang,\r\nallowing you to throw two\r\ntotal!
skillholder_0130_description	Whirls around and around\r\nyour kart to strike nearby\r\nopponents.
skillholder_0130_description_level0001	Whirls around and around\r\nyour kart to strike nearby\r\nopponents.
skillholder_0130_description_level0004	Adds another Boomerang,\r\nallowing you to throw two\r\ntotal!
skillholder_0130_description_level0005	Adds another Boomerang,\r\nallowing you to throw two\r\ntotal!
skillholder_0130_description_level0007	Adds another Boomerang,\r\nallowing you to throw two\r\ntotal!
skillholder_0130_name	Boomerang Flower
skillholder_0130_name_level0001	Boomerang Flower
skillholder_0130_name_level0004	Boomerang Flower+
skillholder_0130_name_level0005	Boomerang Flower+
skillholder_0130_name_level0007	Boomerang Flower+
skillholder_0345_N_description	Increases your chances of\r\ngetting a Mega Mushroom. Using\r\none will get you more points.
