0.msbt
ActionScore_AvoidKouraB	避開刺刺龜殼！
skillholder_0060_N_name	炸彈兵 強化
skillholder_0060_R_description	炸彈兵的\r\n概率和分數更加強化！
skillholder_0060_R_name	炸彈兵 強化
skillholder_0060_UR_description	炸彈兵的\r\n概率和分數更加更加強化！
skillholder_0060_UR_name	炸彈兵 強化
skillholder_0061_N_description	魷魷的\r\n概率和分數強化！
skillholder_0061_N_name	魷魷 強化
skillholder_0061_R_description	魷魷的\r\n概率和分數更加強化！
skillholder_0061_R_name	魷魷 強化
skillholder_0061_UR_description	魷魷的\r\n概率和分數更加更加強化！
skillholder_0061_UR_name	魷魷 強化
skillholder_0062_N_description	閃電的\r\n概率和分數強化！
skillholder_0062_N_name	閃電 強化
skillholder_0062_R_description	閃電的\r\n概率和分數更加強化！
skillholder_0062_R_name	閃電 強化
skillholder_0062_UR_description	閃電的\r\n概率和分數更加更加強化！
skillholder_0062_UR_name	閃電 強化
skillholder_0063_N_description	炮彈刺客的\r\n概率和分數強化！
skillholder_0063_N_name	炮彈刺客 強化
skillholder_0063_R_description	炮彈刺客的\r\n概率和分數更加強化！
skillholder_0063_R_name	炮彈刺客 強化
skillholder_0063_UR_description	炮彈刺客的\r\n概率和分數更加更加強化！
skillholder_0063_UR_name	炮彈刺客 強化
skillholder_0064_N_description	金幣的\r\n概率和分數強化！
skillholder_0064_N_name	金幣 強化
skillholder_0064_R_description	金幣的\r\n概率和分數更加強化！
skillholder_0064_R_name	金幣 強化
skillholder_0064_UR_description	金幣的\r\n概率和分數更加更加強化！
skillholder_0064_UR_name	金幣 強化
skillholder_0065__levelup_description_level0004	除了獲得圍繞在身邊的7個道具\r\n還多了3個金幣！
skillholder_0065__levelup_description_level0005	除了獲得圍繞在身邊的7個道具\r\n還多了3個金幣！
skillholder_0065__levelup_description_level0007	除了獲得圍繞在身邊的7個道具\r\n還多了3個金幣！
skillholder_0065_description	身邊圍繞7個道具！\r\n使用後，會一口氣全部放出。
skillholder_0065_description_level0001	身邊圍繞7個道具！\r\n使用後，會一口氣全部放出。
skillholder_0065_description_level0004	除了獲得圍繞在身邊的7個道具\r\n還多了3個金幣！
skillholder_0065_description_level0005	除了獲得圍繞在身邊的7個道具\r\n還多了3個金幣！
skillholder_0065_description_level0007	除了獲得圍繞在身邊的7個道具\r\n還多了3個金幣！
skillholder_0065_name	幸運７
skillholder_0065_name_level0001	幸運７
skillholder_0065_name_level0004	幸運７+
skillholder_0065_name_level0005	幸運７+
skillholder_0065_name_level0007	幸運７+
skillholder_0066__levelup_description_level0004	巨型香蕉皮出現的概率提升！\r\n還會多分裂出1個香蕉皮！
skillholder_0066__levelup_description_level0005	巨型香蕉皮出現的概率提升！\r\n還會多分裂出1個香蕉皮！
skillholder_0066__levelup_description_level0007	巨型香蕉皮出現的概率提升！\r\n還會多分裂出1個香蕉皮！
skillholder_0066_description	有點嚴肅的巨大香蕉皮，\r\n擊中後，會分裂成3個喔！
skillholder_0066_description_level0001	有點嚴肅的巨大香蕉皮，\r\n擊中後，會分裂成3個喔！
skillholder_0066_description_level0004	巨型香蕉皮出現的概率提升！\r\n還會多分裂出1個香蕉皮！
skillholder_0066_description_level0005	巨型香蕉皮出現的概率提升！\r\n還會多分裂出1個香蕉皮！
skillholder_0066_description_level0007	巨型香蕉皮出現的概率提升！\r\n還會多分裂出1個香蕉皮！
skillholder_0066_name	巨型香蕉皮
skillholder_0066_name_level0001	巨型香蕉皮
skillholder_0066_name_level0004	巨型香蕉皮+
skillholder_0066_name_level0005	巨型香蕉皮+
skillholder_0066_name_level0007	巨型香蕉皮+
skillholder_0067__levelup_description_level0004	庫巴龜殼變大了！\r\n追蹤敵人的能力也略為提升！
skillholder_0067__levelup_description_level0005	庫巴龜殼變大了！\r\n追蹤敵人的能力也略為提升！
skillholder_0067__levelup_description_level0007	庫巴龜殼變大了！\r\n追蹤敵人的能力也略為提升！
skillholder_0067_description	將充滿尖刺的龜殼置於前面， \r\n一掃前方的勁敵！
skillholder_0067_description_level0001	將尖刺龜殼置於前面， \r\n一掃前方的勁敵！
skillholder_0067_description_level0004	庫巴龜殼變大了！\r\n追蹤敵人的能力也略為提升！
skillholder_0067_description_level0005	庫巴龜殼變大了！\r\n追蹤敵人的能力也略為提升！
skillholder_0067_description_level0007	庫巴龜殼變大了！\r\n追蹤敵人的能力也略為提升！
skillholder_0067_name	庫巴龜殼
skillholder_0067_name_level0001	庫巴龜殼
skillholder_0067_name_level0004	庫巴龜殼+
skillholder_0067_name_level0005	庫巴龜殼+
skillholder_0067_name_level0007	庫巴龜殼+
skillholder_0068__levelup_description_level0004	增加了1個火焰球！\r\n用4個火焰球來攻擊吧！
skillholder_0068__levelup_description_level0005	增加了1個火焰球！\r\n用4個火焰球來攻擊吧！
skillholder_0068__levelup_description_level0007	增加了1個火焰球！\r\n用4個火焰球來攻擊吧！
skillholder_0068_description	放出3個火焰球！\r\n燃燒並旋轉勁敵。
skillholder_0068_description_level0001	放出3個火焰球！\r\n燃燒並旋轉勁敵。
skillholder_0068_description_level0004	增加了1個火焰球！\r\n用4個火焰球來攻擊吧！
skillholder_0068_description_level0005	增加了1個火焰球！\r\n用4個火焰球來攻擊吧！
skillholder_0068_description_level0007	增加了1個火焰球！\r\n用4個火焰球來攻擊吧！
skillholder_0068_name	火之花
skillholder_0068_name_level0001	火之花
skillholder_0068_name_level0004	火之花+
skillholder_0068_name_level0005	火之花+
skillholder_0068_name_level0007	火之花+
skillholder_0070__levelup_description_level0004	耀西蛋變大了！\r\n從蛋中出現的道具也多了1個！
skillholder_0070__levelup_description_level0005	耀西蛋變大了！\r\n從蛋中出現的道具也多了1個！
skillholder_0070__levelup_description_level0007	耀西蛋變大了！\r\n從蛋中出現的道具也多了1個！
skillholder_0070_description	追逐勁敵，敬請期待裂開後\r\n蛋裡面的物品吧。
skillholder_0070_description_level0001	追逐勁敵，敬請期待裂開後\r\n蛋裡面的物品吧。
skillholder_0070_description_level0004	耀西蛋變大了！\r\n從蛋中出現的道具也多了1個！
skillholder_0070_description_level0005	耀西蛋變大了！\r\n從蛋中出現的道具也多了1個！
skillholder_0070_description_level0007	耀西蛋變大了！\r\n從蛋中出現的道具也多了1個！
skillholder_0070_name	耀西蛋
skillholder_0070_name_level0001	耀西蛋
skillholder_0070_name_level0004	耀西蛋+
skillholder_0070_name_level0005	耀西蛋+
skillholder_0070_name_level0007	耀西蛋+
skillholder_0098__levelup_description_level0004	附贈的愛心多1個！\r\n但要注意，附贈的愛心很快就會消失！
skillholder_0098__levelup_description_level0005	附贈的愛心多1個！\r\n但要注意，附贈的愛心很快就會消失！
skillholder_0098__levelup_description_level0007	附贈的愛心多1個！\r\n但要注意，附贈的愛心很快就會消失！
skillholder_0098_description	充滿溫柔的愛心\r\n會防禦來自勁敵的攻擊。
skillholder_0098_description_level0001	充滿溫柔的愛心\r\n會防禦來自勁敵的攻擊。
skillholder_0098_description_level0004	附贈的愛心多1個！\r\n但要注意，附贈的愛心很快就會消失！
skillholder_0098_description_level0005	附贈的愛心多1個！\r\n但要注意，附贈的愛心很快就會消失！
skillholder_0098_description_level0007	附贈的愛心多1個！\r\n但要注意，附贈的愛心很快就會消失！
skillholder_0098_name	愛心
skillholder_0098_name_level0001	愛心
skillholder_0098_name_level0004	愛心+
skillholder_0098_name_level0005	愛心+
skillholder_0098_name_level0007	愛心+
skillholder_0099__levelup_description_level0004	三重香蕉皮出現的概率提升！\r\n3個香蕉皮會旋轉得更快，\r\n在身邊守護你！
skillholder_0099__levelup_description_level0005	三重香蕉皮出現的概率提升！\r\n3個香蕉皮會旋轉得更快，\r\n在身邊守護你！
skillholder_0099__levelup_description_level0007	三重香蕉皮出現的概率提升！\r\n3個香蕉皮會旋轉得更快，\r\n在身邊守護你！
skillholder_0099_description	由3個香蕉皮來守護你！\r\n向後投擲的話，勁敵也會嚇一跳。
skillholder_0099_description_level0001	由3個香蕉皮來守護你！\r\n向後投擲的話，勁敵也會嚇一跳。
skillholder_0099_description_level0004	三重香蕉皮出現的概率提升！\r\n香蕉皮的旋轉速度也會提升！
skillholder_0099_description_level0005	三重香蕉皮出現的概率提升！\r\n香蕉皮的旋轉速度也會提升！
skillholder_0099_description_level0007	三重香蕉皮出現的概率提升！\r\n香蕉皮的旋轉速度也會提升！
skillholder_0099_name	三重香蕉皮
skillholder_0099_name_level0001	三重香蕉皮
skillholder_0099_name_level0004	三重香蕉皮+
skillholder_0099_name_level0005	三重香蕉皮+
skillholder_0099_name_level0007	三重香蕉皮+
skillholder_0100__levelup_description_level0004	三重綠龜殼出現的概率提升！\r\n龜殼的旋轉速度也會提升！
skillholder_0100__levelup_description_level0005	三重綠龜殼出現的概率提升！\r\n龜殼的旋轉速度也會提升！
skillholder_0100__levelup_description_level0007	三重綠龜殼出現的概率提升！\r\n龜殼的旋轉速度也會提升！
skillholder_0100_description	裝備3個綠龜殼，\r\n投擲的話，就是龜殼3連射！
skillholder_0100_description_level0001	裝備3個綠龜殼，\r\n投擲的話，就是龜殼3連射！
skillholder_0100_description_level0004	三重綠龜殼出現的概率提升！\r\n龜殼的旋轉速度也會提升！
skillholder_0100_description_level0005	三重綠龜殼出現的概率提升！\r\n龜殼的旋轉速度也會提升！
skillholder_0100_description_level0007	三重綠龜殼出現的概率提升！\r\n龜殼的旋轉速度也會提升！
skillholder_0100_name	三重綠龜殼
skillholder_0100_name_level0001	三重綠龜殼
skillholder_0100_name_level0004	三重綠龜殼+
skillholder_0100_name_level0005	三重綠龜殼+
skillholder_0100_name_level0007	三重綠龜殼+
skillholder_0101__levelup_description_level0004	炸彈兵增加1個！\r\n用3個炸彈兵來攻擊！
skillholder_0101__levelup_description_level0005	炸彈兵增加1個！\r\n用3個炸彈兵來攻擊！
skillholder_0101__levelup_description_level0007	炸彈兵增加1個！\r\n用3個炸彈兵來攻擊！
skillholder_0101_description	同時投擲2個炸彈兵，\r\n將勁敵捲入爆炸旋風！
skillholder_0101_description_level0001	同時投擲2個炸彈兵，\r\n將勁敵捲入爆炸旋風！
skillholder_0101_description_level0004	炸彈兵增加1個！\r\n用3個炸彈兵來攻擊！
skillholder_0101_description_level0005	炸彈兵增加1個！\r\n用3個炸彈兵來攻擊！
skillholder_0101_description_level0007	炸彈兵增加1個！\r\n用3個炸彈兵來攻擊！
skillholder_0101_name	雙重炸彈兵
skillholder_0101_name_level0001	雙重炸彈兵
skillholder_0101_name_level0004	雙重炸彈兵+
skillholder_0101_name_level0005	雙重炸彈兵+
skillholder_0101_name_level0007	雙重炸彈兵+
skillholder_0126__levelup_description_level0004	龐大炸彈兵變大了！\r\n爆炸旋風的範圍也略為擴大！
skillholder_0126__levelup_description_level0005	龐大炸彈兵變大了！\r\n爆炸旋風的範圍也略為擴大！
skillholder_0126__levelup_description_level0007	龐大炸彈兵變大了！\r\n爆炸旋風的範圍也略為擴大！
skillholder_0126_0001	Giant Bob-omb (sp)
skillholder_0126_description	巨大的炸彈兵，爆炸旋風也巨大！\r\n將勁敵一次全部爆破！
skillholder_0126_description_level0001	巨大的炸彈兵，爆炸旋風也巨大！\r\n將勁敵一次全部爆破！
skillholder_0126_description_level0004	龐大炸彈兵變大了！\r\n爆炸旋風的範圍也略為擴大！
skillholder_0126_description_level0005	龐大炸彈兵變大了！\r\n爆炸旋風的範圍也略為擴大！
skillholder_0126_description_level0007	龐大炸彈兵變大了！\r\n爆炸旋風的範圍也略為擴大！
skillholder_0126_name	龐大炸彈兵
skillholder_0126_name_level0001	龐大炸彈兵
skillholder_0126_name_level0004	龐大炸彈兵+
skillholder_0126_name_level0005	龐大炸彈兵+
skillholder_0126_name_level0007	龐大炸彈兵+
skillholder_0127__levelup_description_level0004	炸彈兵加農多了1個！\r\n用數量增加的炸彈兵進行攻擊！
skillholder_0127__levelup_description_level0005	炸彈兵加農多了1個！\r\n用數量增加的炸彈兵進行攻擊！
skillholder_0127__levelup_description_level0007	炸彈兵加農多了1個！\r\n用數量增加的炸彈兵進行攻擊！
skillholder_0127_description	自動持續發射炸彈兵，\r\n必須小心使用的危險砲台！
skillholder_0127_description_level0001	自動持續發射炸彈兵，\r\n必須小心使用的危險砲台！
skillholder_0127_description_level0004	炸彈兵加農多了1個！\r\n用數量增加的炸彈兵進行攻擊！
skillholder_0127_description_level0005	炸彈兵加農多了1個！\r\n用數量增加的炸彈兵進行攻擊！
skillholder_0127_description_level0007	炸彈兵加農多了1個！\r\n用數量增加的炸彈兵進行攻擊！
skillholder_0127_name	炸彈兵加農
skillholder_0127_name_level0001	炸彈兵加農
skillholder_0127_name_level0004	炸彈兵加農+
skillholder_0127_name_level0005	炸彈兵加農+
skillholder_0127_name_level0007	炸彈兵加農+
skillholder_0128__levelup_description_level0004	強化過的木桶中\r\n偶爾會出現巨型香蕉皮！\r\n用巨大的香蕉皮來攻擊吧！
skillholder_0128__levelup_description_level0005	強化過的木桶中\r\n偶爾會出現巨型香蕉皮！\r\n用巨大的香蕉皮來攻擊吧！
skillholder_0128__levelup_description_level0007	強化過的木桶中\r\n偶爾會出現巨型香蕉皮！\r\n用巨大的香蕉皮來攻擊吧！
skillholder_0128_description	自動發射香蕉皮的木桶，\r\n賽道會變成一片香蕉皮的海……！
skillholder_0128_description_level0001	自動發射香蕉皮的木桶，\r\n賽道會變成一片香蕉皮的海……！
skillholder_0128_description_level0004	強化過的木桶中\r\n偶爾會出現巨型香蕉皮！
skillholder_0128_description_level0005	強化過的木桶中\r\n偶爾會出現巨型香蕉皮！
skillholder_0128_description_level0007	強化過的木桶中\r\n偶爾會出現巨型香蕉皮！
skillholder_0128_name	香蕉木桶
skillholder_0128_name_level0001	香蕉木桶
skillholder_0128_name_level0004	香蕉木桶+
skillholder_0128_name_level0005	香蕉木桶+
skillholder_0128_name_level0007	香蕉木桶+
skillholder_0129__levelup_description_level0004	強化過的金幣箱中\r\n偶爾會跑出紅金幣！\r\n以獲得大量金幣為目標吧！
skillholder_0129__levelup_description_level0005	強化過的金幣箱中\r\n偶爾會跑出紅金幣！\r\n以獲得大量金幣為目標吧！
skillholder_0129__levelup_description_level0007	強化過的金幣箱中\r\n偶爾會跑出紅金幣！\r\n以獲得大量金幣為目標吧！
skillholder_0129_description	狂撒金幣，\r\n非常慷慨大方的盒子！
skillholder_0129_description_level0001	狂撒金幣，\r\n非常慷慨大方的盒子！
skillholder_0129_description_level0004	強化過的金幣箱中\r\n會跑出紅金幣！
skillholder_0129_description_level0005	強化過的金幣箱中\r\n會跑出紅金幣！
skillholder_0129_description_level0007	強化過的金幣箱中\r\n會跑出紅金幣！
skillholder_0129_name	金幣箱
skillholder_0129_name_level0001	金幣箱
skillholder_0129_name_level0004	金幣箱+
skillholder_0129_name_level0005	金幣箱+
skillholder_0129_name_level0007	金幣箱+
skillholder_0130__levelup_description_level0004	增加了1個迴旋鏢！\r\n用2個迴旋鏢來攻擊吧！
skillholder_0130__levelup_description_level0005	增加了1個迴旋鏢！\r\n用2個迴旋鏢來攻擊吧！
skillholder_0130__levelup_description_level0007	增加了1個迴旋鏢！\r\n用2個迴旋鏢來攻擊吧！
skillholder_0130_description	在自己周圍轉啊轉啊地迴旋，\r\n攻擊附近的勁敵！
skillholder_0130_description_level0001	在自己周圍轉啊轉啊地迴旋，\r\n攻擊附近的勁敵！
skillholder_0130_description_level0004	增加了1個迴旋鏢！\r\n用2個迴旋鏢來攻擊吧！
skillholder_0130_description_level0005	增加了1個迴旋鏢！\r\n用2個迴旋鏢來攻擊吧！
skillholder_0130_description_level0007	增加了1個迴旋鏢！\r\n用2個迴旋鏢來攻擊吧！
skillholder_0130_name	迴旋鏢花
skillholder_0130_name_level0001	迴旋鏢花
skillholder_0130_name_level0004	迴旋鏢花+
skillholder_0130_name_level0005	迴旋鏢花+
skillholder_0130_name_level0007	迴旋鏢花+
skillholder_0345_N_description	巨大蘑菇的\r\n概率和分數強化！
skillholder_0345_N_name	巨大蘑菇 強化
skillholder_0345_R_description	巨大蘑菇的\r\n概率和分數更加強化！
skillholder_0345_R_name	巨大蘑菇 強化
skillholder_0345_UR_description	巨大蘑菇的\r\n概率和分數更加更加強化！
skillholder_0345_UR_name	巨大蘑菇 強化
skillholder_0346_N_description	超級喇叭的\r\n概率和分數強化！
skillholder_0346_N_name	超級喇叭 強化
skillholder_0346_R_description	超級喇叭的\r\n概率和分數更加強化！
skillholder_0346_R_name	超級喇叭 強化
skillholder_0346_UR_description	超級喇叭的\r\n概率和分數更加更加強化！
skillholder_0346_UR_name	超級喇叭 強化
skillholder_0357__levelup_description_level0004	往前投擲的鎚子多2個！\r\n攻擊範圍變廣了！
skillholder_0357__levelup_description_level0005	往前投擲的鎚子多2個！\r\n攻擊範圍變廣了！
skillholder_0357__levelup_description_level0007	往前投擲的鎚子多2個！\r\n攻擊範圍變廣了！
skillholder_0357_description	以跑到前方附近的車輛為目標，\r\n大量丟出多個鎚子。
skillholder_0357_description_level0001	以跑到前方附近的車輛為目標，\r\n大量丟出多個鎚子。
skillholder_0357_description_level0004	往前投擲的鎚子多2個！\r\n攻擊範圍變廣了！
skillholder_0357_description_level0005	往前投擲的鎚子多2個！\r\n攻擊範圍變廣了！
skillholder_0357_description_level0007	往前投擲的鎚子多2個！\r\n攻擊範圍變廣了！
skillholder_0357_name	鎚子
skillholder_0357_name_level0001	鎚子
skillholder_0357_name_level0004	鎚子+
skillholder_0357_name_level0005	鎚子+
skillholder_0357_name_level0007	鎚子+
skillholder_0358__levelup_description_level0004	衝刺的時間稍微延長了！\r\n三重衝刺蘑菇出現的概率\r\n也提升了！
skillholder_0358__levelup_description_level0005	衝刺的時間稍微延長了！\r\n三重衝刺蘑菇出現的概率\r\n也提升了！
skillholder_0358__levelup_description_level0007	衝刺的時間稍微延長了！\r\n三重衝刺蘑菇出現的概率\r\n也提升了！
skillholder_0358_description	一口氣使用3個衝刺蘑菇，\r\n可以長時間衝刺。
skillholder_0358_description_level0001	一口氣使用3個衝刺蘑菇，\r\n可以長時間衝刺。
skillholder_0358_description_level0004	三重衝刺蘑菇出現的概率\r\n提升了！\r\n衝刺的時間也稍微延長了！
skillholder_0358_description_level0005	三重衝刺蘑菇出現的概率\r\n提升了！\r\n衝刺的時間也稍微延長了！
skillholder_0358_description_level0007	三重衝刺蘑菇出現的概率\r\n提升了！\r\n衝刺的時間也稍微延長了！
skillholder_0358_name	三重衝刺蘑菇
skillholder_0358_name_level0001	三重衝刺蘑菇
skillholder_0358_name_level0004	三重衝刺蘑菇+
skillholder_0358_name_level0005	三重衝刺蘑菇+
skillholder_0358_name_level0007	三重衝刺蘑菇+
skillholder_0359__levelup_description_level0004	朝3個方向發射衝刺蘑菇！\r\n能發射的衝刺蘑菇數量也增加了！
skillholder_0359__levelup_description_level0005	朝3個方向發射衝刺蘑菇！\r\n能發射的衝刺蘑菇數量也增加了！
skillholder_0359__levelup_description_level0007	朝3個方向發射衝刺蘑菇！\r\n能發射的衝刺蘑菇數量也增加了！
skillholder_0359_description	連續發射衝刺蘑菇！\r\n拿取所有蘑菇，使出連續衝刺吧！
skillholder_0359_description_level0001	連續發射衝刺蘑菇！\r\n拿取所有蘑菇，使出連續衝刺吧！
skillholder_0359_description_level0004	朝3個方向發射衝刺蘑菇！\r\n增加能發射的衝刺蘑菇數量！
skillholder_0359_description_level0005	朝3個方向發射衝刺蘑菇！\r\n增加能發射的衝刺蘑菇數量！
skillholder_0359_description_level0007	朝3個方向發射衝刺蘑菇！\r\n增加能發射的衝刺蘑菇數量！
skillholder_0359_name	蘑菇大砲
skillholder_0359_name_level0001	蘑菇大砲
skillholder_0359_name_level0004	蘑菇大砲+
skillholder_0359_name_level0005	蘑菇大砲+
skillholder_0359_name_level0007	蘑菇大砲+
skillholder_0360__levelup_description_level0004	增加了1個冰球！\r\n用4個冰球來攻擊吧！
skillholder_0360__levelup_description_level0005	增加了1個冰球！\r\n用4個冰球來攻擊吧！
skillholder_0360__levelup_description_level0007	增加了1個冰球！\r\n用4個冰球來攻擊吧！
skillholder_0360_description	放出3個冰球！\r\n讓勁敵被冰覆蓋。
skillholder_0360_description_level0001	放出3個冰球！\r\n讓勁敵被冰覆蓋。
skillholder_0360_description_level0004	增加了1個冰球！\r\n用4個冰球來攻擊吧！
skillholder_0360_description_level0005	增加了1個冰球！\r\n用4個冰球來攻擊吧！
skillholder_0360_description_level0007	增加了1個冰球！\r\n用4個冰球來攻擊吧！
skillholder_0360_name	冰之花
skillholder_0360_name_level0001	冰之花
skillholder_0360_name_level0004	冰之花+
skillholder_0360_name_level0005	冰之花+
skillholder_0360_name_level0007	冰之花+
skillholder_0380_description	在非常擅長的賽道上時，\r\n吸取附近的金幣！
skillholder_0380_name	吸取金幣
skillholder_0395_N_0001	香蕉皮擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+5{color[000000ff]}{size[6400]}
skillholder_0395_R_0001	香蕉皮擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+10{color[000000ff]}{size[6400]}
skillholder_0395_UR_0001	香蕉皮擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+15{color[000000ff]}{size[6400]}
skillholder_0396_N_0001	使用衝刺蘑菇時的分數\r\n{size[8200]}{color[ffdc00ff]}+5{color[000000ff]}{size[6400]}
skillholder_0396_R_0001	使用衝刺蘑菇時的分數\r\n{size[8200]}{color[ffdc00ff]}+10{color[000000ff]}{size[6400]}
skillholder_0396_UR_0001	使用衝刺蘑菇時的分數\r\n{size[8200]}{color[ffdc00ff]}+15{color[000000ff]}{size[6400]}
skillholder_0397_N_0001	綠龜殼擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+5{color[000000ff]}{size[6400]}
skillholder_0397_R_0001	綠龜殼擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+10{color[000000ff]}{size[6400]}
skillholder_0397_UR_0001	綠龜殼擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+15{color[000000ff]}{size[6400]}
skillholder_0398_N_0001	紅龜殼擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+5{color[000000ff]}{size[6400]}
skillholder_0398_R_0001	紅龜殼擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+10{color[000000ff]}{size[6400]}
skillholder_0398_UR_0001	紅龜殼擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+15{color[000000ff]}{size[6400]}
skillholder_0399_N_0001	炸彈兵擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+5{color[000000ff]}{size[6400]}
skillholder_0399_R_0001	炸彈兵擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+10{color[000000ff]}{size[6400]}
skillholder_0399_UR_0001	炸彈兵擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+15{color[000000ff]}{size[6400]}
skillholder_0400_N_0001	魷魷擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+5{color[000000ff]}{size[6400]}
skillholder_0400_R_0001	魷魷擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+10{color[000000ff]}{size[6400]}
skillholder_0400_UR_0001	魷魷擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+15{color[000000ff]}{size[6400]}
skillholder_0401_N_0001	閃電擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+5{color[000000ff]}{size[6400]}
skillholder_0401_R_0001	閃電擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+10{color[000000ff]}{size[6400]}
skillholder_0401_UR_0001	閃電擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+15{color[000000ff]}{size[6400]}
skillholder_0402_N_0001	炮彈刺客擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+5{color[000000ff]}{size[6400]}
skillholder_0402_R_0001	炮彈刺客擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+10{color[000000ff]}{size[6400]}
skillholder_0402_UR_0001	炮彈刺客擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+15{color[000000ff]}{size[6400]}
skillholder_0403_N_0001	巨大蘑菇擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+5{color[000000ff]}{size[6400]}
skillholder_0403_R_0001	巨大蘑菇擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+10{color[000000ff]}{size[6400]}
skillholder_0403_UR_0001	巨大蘑菇擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+15{color[000000ff]}{size[6400]}
skillholder_0404_N_0001	超級喇叭擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+5{color[000000ff]}{size[6400]}
skillholder_0404_R_0001	超級喇叭擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+10{color[000000ff]}{size[6400]}
skillholder_0404_UR_0001	超級喇叭擊中對手的分數\r\n{size[8200]}{color[ffdc00ff]}+15{color[000000ff]}{size[6400]}
skillholder_0429_N_0001	火箭起步成功的分數\r\n{size[8200]}{color[ffdc00ff]}+10{color[000000ff]}{size[6400]}
skillholder_0429_R_0001	火箭起步成功的分數\r\n{size[8200]}{color[ffdc00ff]}+12{color[000000ff]}{size[6400]}
skillholder_0429_UR_0001	火箭起步成功的分數\r\n{size[8200]}{color[ffdc00ff]}+15{color[000000ff]}{size[6400]}
skillholder_0430_N_0001	使出迷你加速的分數\r\n{size[8200]}{color[ffdc00ff]}+1{color[000000ff]}{size[6400]}
skillholder_0430_R_0001	使出迷你加速的分數\r\n{size[8200]}{color[ffdc00ff]}+2{color[000000ff]}{size[6400]}
skillholder_0430_UR_0001	使出迷你加速的分數\r\n{size[8200]}{color[ffdc00ff]}+3{color[000000ff]}{size[6400]}
skillholder_0431_N_0001	使用衝刺板時的分數\r\n{size[8200]}{color[ffdc00ff]}+2{color[000000ff]}{size[6400]}
skillholder_0431_R_0001	使用衝刺板時的分數\r\n{size[8200]}{color[ffdc00ff]}+3{color[000000ff]}{size[6400]}
skillholder_0431_UR_0001	使用衝刺板時的分數\r\n{size[8200]}{color[ffdc00ff]}+4{color[000000ff]}{size[6400]}
skillholder_0432_N_0001	使用滑流時的分數\r\n{size[8200]}{color[ffdc00ff]}+5{color[000000ff]}{size[6400]}
skillholder_0432_R_0001	使用滑流時的分數\r\n{size[8200]}{color[ffdc00ff]}+6{color[000000ff]}{size[6400]}
skillholder_0432_UR_0001	使用滑流時的分數\r\n{size[8200]}{color[ffdc00ff]}+7{color[000000ff]}{size[6400]}
skillholder_0433_N_0001	做出跳躍動作的分數\r\n{size[8200]}{color[ffdc00ff]}+2{color[000000ff]}{size[6400]}
skillholder_0433_R_0001	做出跳躍動作的分數\r\n{size[8200]}{color[ffdc00ff]}+3{color[000000ff]}{size[6400]}
skillholder_0433_UR_0001	做出跳躍動作的分數\r\n{size[8200]}{color[ffdc00ff]}+4{color[000000ff]}{size[6400]}
skillholder_0443_N_description	火箭起步的\r\n衝刺時間和分數強化！
skillholder_0443_N_name	火箭起步 強化
skillholder_0443_R_description	火箭起步的\r\n衝刺時間和分數\r\n更加強化！
skillholder_0443_R_name	火箭起步 強化
skillholder_0443_UR_description	火箭起步的\r\n衝刺時間和分數\r\n更加更加強化！
skillholder_0443_UR_name	火箭起步 強化
skillholder_0444_N_description	迷你加速的\r\n衝刺時間和分數強化！
skillholder_0444_N_name	迷你加速 強化
skillholder_0444_R_description	迷你加速的\r\n衝刺時間和分數\r\n更加強化！
skillholder_0444_R_name	迷你加速 強化
skillholder_0444_UR_description	迷你加速的\r\n衝刺時間和分數\r\n更加更加強化！
skillholder_0444_UR_name	迷你加速 強化
skillholder_0445_N_description	衝刺板的\r\n衝刺時間和分數強化！
skillholder_0445_N_name	衝刺板 強化
skillholder_0445_R_description	衝刺板的\r\n衝刺時間和分數\r\n更加強化！
skillholder_0445_R_name	衝刺板 強化
