CHAPTER/chapter01_ev
C01_EV1000_00010_ENZO	カカア…\nエド…！ エドナ…
COP_ACHIEVEMENT_DETAIL_S_04_02	キューティーJに変身中にホムンクルスを\n20体倒す。
COP_ACHIEVEMENT_DETAIL_S_04_03	バイクに乗ったストラトゥスを体当たりで\n壁面に吹き飛ばし10体倒す。
COP_ACHIEVEMENT_DETAIL_S_04_04	アクセプタンスを発見して倒す。
COP_ACHIEVEMENT_DETAIL_S_04_05	障害物に1度も接触しない。
COP_ACHIEVEMENT_DETAIL_N_13_01	崩壊するギンヌンガガプを進行中に\n立ち塞がる敵を1体倒す。
COP_ACHIEVEMENT_DETAIL_N_13_02	ギンヌンガガプでレンゲを25本取得する。
COP_ACHIEVEMENT_DETAIL_N_13_03	マダム・バタフライに乗って敵を倒す場面で\nジャストウィッチタイムを5回成功させる。
COP_ACHIEVEMENT_DETAIL_N_13_04	オーレオールにマダム・バタフライの\n投げキッスを1回当てる。
COP_ACHIEVEMENT_DETAIL_N_13_05	ダーク・アダムの巨大化攻撃を\n1度も受けない。
COP_ACHIEVEMENT_DETAIL_U_13_01	カウンター召喚を3回成功させる。
COP_ACHIEVEMENT_DETAIL_U_13_02	マルファスによる攻撃を5回当てる。
COP_ACHIEVEMENT_DETAIL_U_13_03	アブラ・カタブラを装備してクリアする。
COP_ACHIEVEMENT_DETAIL_N_CL_01	シンギュラリティ混沌体の攻撃を\n一度も受けない。
COP_ACHIEVEMENT_DETAIL_N_CL_02	シンギュラリティ安定体が召喚した\nホムンクルスを1体倒す。
COP_ACHIEVEMENT_DETAIL_N_CL_03	初代ベヨネッタ操作中、シンギュラリティ確定体\nに対しマダム・バタフライの攻撃を5回当てる。
COP_ACHIEVEMENT_DETAIL_N_CL_04	初代ベヨネッタ操作中、シンギュラリティ確定体\nに対しクロウウィズインの攻撃を5回当てる。
COP_ACHIEVEMENT_DETAIL_N_CL_05	ベヨネッタの物語を最後まで見届ける。
COP_ACHIEVEMENT_DETAIL_U_CL_01	クラーケンの噛みつき攻撃を1度も\n受けない。
COP_ACHIEVEMENT_DETAIL_U_CL_02	魔獣を1度も暴走させずにクリアする。
COP_ACHIEVEMENT_DETAIL_U_CL_03	ベヨネッタでクリアする。
SK_NAME_PL01_11	ウィッチタイム
SK_NAME_PL01_12	トーチャーアタック
SK_NAME_PL01_21	ダッヂ オフセット
SK_NAME_PL01_22	バットウィズイン
SK_NAME_PL01_31	フラッシュスレイブ
SK_NAME_PL01_32	ウィンクスレイブ
SK_NAME_PL01_33	アサルトスレイブ
SK_NAME_PL01_91	体力上限増加
SK_NAME_PL01_92	魔力上限増加
SK_DETAIL_PL01_11	攻撃を受ける直前に[KC:B_AVOID ]で回避を\n決めると、感覚が研ぎ澄まされ\n人間の限界を超えた速度で\n行動できる。\nあたかも周囲の時の流れが\n遅くなったように感じ、\n一定時間、一方的に攻撃できる。\nまた、攻撃をギリギリまで\n引き付けて発動させると、\n加速時間が通常よりも\n延長される。
SK_DETAIL_PL01_12	魔獣を使って相手をひるませた\nタイミングで[BTN:X ][BTN:A ]同時入力\n様々な拷問器具を召喚し追撃する。\nこの技を当てる事でオーブが\n出現し獲得できる。
SK_DETAIL_PL01_21	攻撃ボタンを押したまま[KC:B_AVOID ]で\n回避すると、コンボ状態を\n保持できる。
SK_DETAIL_PL01_22	攻撃を受けた瞬間に[KC:B_AVOID ]\nコウモリに変化・離散して、受けた\nダメージを無効化する術。
SK_DETAIL_PL01_31	[KC:B_SUMMON ] 後すぐに[ICON:PUNCH ]もしくは[ICON:KICK ]\n召喚した魔獣が顕現と同時に\n攻撃を繰り出す。
SK_DETAIL_PL01_32	コンボを最後まで放った後、\n光るタイミングで[KC:B_SUMMON ]魔獣が\nコンボに続けてとどめの一撃\nを放つ。
SK_DETAIL_PL01_33	攻撃を受けるギリギリで\n[KC:B_SUMMON ]の魔獣召喚すると、\n魔獣がカウンター攻撃をしかける。\nただし、カウンターを行える攻撃は\n打撃などの直接攻撃に限る。
SK_DETAIL_PL01_91	体力の上限が上昇する。
SK_DETAIL_PL01_92	魔力の上限が上昇する。
SK_NAME_PL03_22	モスウィズイン
SK_DETAIL_PL03_22	攻撃を受けた瞬間に[KC:B_AVOID ]\n無数の蛾に変化・離散して、\n受けたダメージを無効化する術。
SK_NAME_PL02_11	全力ダッシュ
SK_NAME_PL02_12	フックショット
SK_NAME_PL02_13	ウィッチタイム
SK_NAME_PL02_14	シュレッダー
SK_NAME_PL02_15	トーチャーアタック
SK_NAME_PL02_21	アップストローク
SK_NAME_PL02_22	クロマチックムーン\n
SK_NAME_PL02_23	シノビ・スライド
SK_NAME_PL02_24	アフターバーナーキック
SK_NAME_PL02_25	ウィンドミル・ピート
SK_NAME_PL02_31	タムタム・バルーン
SK_NAME_PL02_32	バスドラキャット
SK_NAME_PL02_33	シー・ディー
SK_NAME_PL02_34	ハングリー・ハイハット
SK_NAME_PL02_35	シンコペーショングロール
SK_NAME_PL02_41	ダッヂ オフセット
SK_NAME_PL02_42	ワウワウ
SK_NAME_PL02_44	スター・イン・ザ・ブラック
SK_NAME_PL02_45	マイ・ネーム・イズ
SK_NAME_PL02_91	体力上限増加
SK_NAME_PL02_92	魔力上限増加
SK_NAME_PL02_93	ウェイクアップ！
SK_NAME_PL02_94	クリスタルフェザー
SK_DETAIL_PL02_11	[BTN:LS_U ]+[KC:V_AVOID ]を素早く２回入力\n全力で走る。\n常人よりは少し速い。
SK_DETAIL_PL02_12	空中で[ICON:JUMP ]Hold\n空中でスイングし加速をつけて\n移動する。
SK_DETAIL_PL02_13	刀を所持している状態で、攻撃を\n受ける直前に[KC:V_DEFENSE ]でガードを決める\nと、感覚が研ぎ澄まされ人間の\n限界を超えた速度で行動できる。\nあたかも周囲の時の流れが\n遅くなったように感じ、一定時間\n一方的に攻撃できる。\nまた、攻撃をギリギリまで\n引き付けて発動させると、\n加速時間が通常よりも\n延長される。
SK_DETAIL_PL02_14	[BTN:LS_U ]+[KC:V_DEFENSE ]を素早く２回入力\n宙を蹴って離れた相手に突進し、\nその勢いを上乗せした追撃を放つ。
SK_DETAIL_PL02_15	魔獣を使って相手をひるませた\nタイミングで[BTN:X ][BTN:A ]同時入力\n様々な拷問具を召喚して追撃する。\nこの技を当てる事でオーブが\n出現し獲得できる。
SK_DETAIL_PL02_21	[KC:V_DEFENSE ]Hold[BTN:LS_D ]+[ICON:PUNCH ]\n召喚したチェシャの爪で、\n相手を引っ掻き上げる。\n\n刀を所持していない場合\nアッパーで相手を打ち上げる。
SK_DETAIL_PL02_22	[KC:V_DEFENSE ]Hold[BTN:LS_D ]+[ICON:KICK ]\n刀を斜め上方向に投げてその場で\n回転させ、連続で斬りつける。\n投げる時にボタンを長押し\nすることで刀身が炎をまとい、\n最大まで溜めるとチェシャの爪も\n召喚されて、威力が上昇する。\n技の発動中、ヴィオラは格闘技で\n応戦できる。\n\n刀を所持していない場合\n宙返りをしながら敵を蹴り上げる。
SK_DETAIL_PL02_23	[KC:V_DEFENSE ]Hold[BTN:LS_U ]+[ICON:PUNCH ]　or　[BTN:LS_U ][BTN:LS_U ]+[ICON:PUNCH ]\n重心を落とし身を守る様にしながら\n相手の懐へと走りこみ、\nズバッと斬りつける技。\n走っている最中はいかなる攻撃をも\n受け流す。\n\n刀を所持していない場合\n正面にフックを放つ。
SK_DETAIL_PL02_24	[ICON:JUMP ]後すぐに[ICON:KICK ]\n空中に向かって蹴り上がる技。\n\n空中で[BTN:LS_U ]+[ICON:KICK ]\n地上に向かって放つ鋭い蹴り。\nボタンを長押しすることで、攻撃を\n当てた後も突進を続けることが\nできる。
SK_DETAIL_PL02_25	[BTN:LS_ROT ]+[ICON:KICK ]\n刀が回転しながらヴィオラの周りに\n滞空し、相手を斬りつける。\n技の発動中、ヴィオラは格闘技で\n応戦できる。\n\n刀を所持していない場合\n回し蹴りを放つ。
SK_DETAIL_PL02_31	[ICON:JUMP ]後すぐに[ICON:PUNCH ]\n召喚されたチェシャの尻尾が、\nねじり上げるように引っ掻く。\n自身もその勢いに任せて上昇する。\n\n刀を所持していない場合\n真上に上昇しながら\nアッパーを放つ。
SK_DETAIL_PL02_32	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]\nチェシャの頭を召喚する。\nチェシャは信楽焼を吐き出して、\n離れた相手に攻撃する。\n\n刀を所持していない場合\n魔力を練り上げ前方に放出する事で\n相手を吹き飛ばす。
SK_DETAIL_PL02_33	[KC:V_DEFENSE ]Hold[BTN:LS_U ]+[ICON:KICK ]　or　[BTN:LS_U ][BTN:LS_U ]+[ICON:KICK ]\n刀を水平に投げてその場で\n回転させ、連続で斬りつける。\n投げる時にボタンを長押し\nすることで刀身が炎をまとい、\n最大まで溜めるとチェシャの爪も\n召喚されて、威力が上昇する。\n技の発動中、ヴィオラは格闘技で\n応戦できる。\n\n刀を所持していない場合、\n間合いを一気に詰める\nスライディングを放つ。
SK_DETAIL_PL02_34	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]\nチェシャの頭を、離れた相手の\n足元から召喚させる。\nトラばさみのように相手に\n噛みつく。\n\n刀を所持していない場合、\n渾身のパンチを地面に放ち、\n衝撃波を発生させて周囲の相手を\n吹き飛ばす。
SK_DETAIL_PL02_35	[BTN:LS_ROT ]+[ICON:PUNCH ]\n召喚したチェシャの頭が、\n回転しながら周囲に噛みつく。\n\n刀を所持していない場合、\nコマのように回転しながら\n両腕を振り回し、周囲の相手を\n殴りつける。
SK_DETAIL_PL02_41	攻撃ボタンを押したまま[KC:V_AVOID ]\nコンボ状態を保持したまま\n回避を行う。
SK_DETAIL_PL02_42	[ICON:PUNCH ]または[ICON:KICK ]長押し後\nボタンを離す\n刀身が炎をまとい、最大まで\n溜めるとチェシャの爪も召喚されて\n攻撃の威力が上昇する。
SK_DETAIL_PL02_44	[BTN:LS_ROT ]+[ICON:SHOT ]\n飛び上がりながら、\n周囲全方向に向かって\n一気に大量のダーツを投げる。\n相手に当たらなかったダーツも\n一定時間後に爆発を起こして\n攻撃する。
SK_DETAIL_PL02_45	[ICON:SHOT ]長押し後[ICON:SHOT ]を離す\n爆発力を持ったダーツを\n「V」の字に投げる。
SK_DETAIL_PL02_91	ヴィオラの体力の上限が\n上昇する。
SK_DETAIL_PL02_92	ヴィオラの魔力の上限が\n上昇する。
SK_DETAIL_PL02_93	[BTN:L3 ]+[BTN:R3 ]\n内に秘められていた力を\n解き放ち変身する。\n攻撃から移動まで全ての能力が\n飛躍的に向上し、圧倒的な\nスピードで、相手に反撃の隙を\n与えない。\nまた、体力が徐々に回復する。
SK_DETAIL_PL02_94	空中で[ICON:JUMP ]Hold\n背中から生えたガラスの羽で\nその場でホバリングしながら\n徐々に下降していく。
SK_NAME_DE01_11	チャームキッス
SK_NAME_DE01_12	「チャームキッス」の効果延長1
SK_NAME_DE01_13	「チャームキッス」の効果延長2
SK_NAME_DE01_21	獄・鉄山靠
SK_NAME_DE01_22	蝶流拳
SK_NAME_DE01_23	魔導拳
SK_NAME_DE01_31	満月脚
SK_NAME_DE01_32	独楽蝶
SK_NAME_DE01_33	紫爆蝶
SK_NAME_DE01_91	舞空翔
SK_DETAIL_DE01_11	[KC:B_DEFENSE ]\n幻影術である投げキッスを放ち\n当てた相手を一定時間魅了する。
SK_DETAIL_DE01_12	チャームキッスで相手を魅了する\n時間が延長される。
SK_DETAIL_DE01_13	チャームキッスで相手を魅了する\n時間が延長される。
SK_DETAIL_DE01_21	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]\n正面の相手に背中からぶつかる技。
SK_DETAIL_DE01_22	[BTN:LS_ROT ]+[ICON:PUNCH ]\nアッパーカットを繰り出しながら\n高く上昇し、相手を打ち上げる技。
SK_DETAIL_DE01_23	[BTN:LS_D ][BTN:LS_U ]+[ICON:SHOT ]\n魔力を練り上げ強力な弾にして\n発射する。\nボタンを長押しすることで\n技の威力が上昇する。
SK_DETAIL_DE01_31	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]\n宙返りの勢いに乗せて\n蹴り上げる技。\n相手もろともに空中に打ち上げる。
SK_DETAIL_DE01_32	[BTN:LS_ROT ]+[ICON:KICK ]\n逆立ちして開脚しながら回転し、\n広範囲を巻き込む蹴り技。
SK_DETAIL_DE01_33	[BTN:LS_ROT ]+[ICON:SHOT ]\n自分の周囲に3匹の蝶を召喚する。\n蝶は[ICON:MADAM ]の周囲に漂い、\n近づく相手に対して自動的に\n起爆し退かせる。
SK_DETAIL_DE01_91	空中で[ICON:JUMP ]Hold\n羽をはばたかせ、空中でゆっくりと\n降下する。
SK_NAME_WP01_11	シークネクター
SK_NAME_WP01_12	フラッター
SK_NAME_WP01_13	ブリンクチャージ
SK_NAME_WP01_21	ライジングバレル
SK_NAME_WP01_22	フルムーンシュート
SK_NAME_WP01_23	バゼラード
SK_NAME_WP01_24	アフターバーナーキック
SK_NAME_WP01_25	コンカッセステップ
SK_NAME_WP01_31	パルバライズアッパー
SK_NAME_WP01_32	ハートアタック
SK_NAME_WP01_33	ヒールスライド
SK_NAME_WP01_34	ガットレンチヒール
SK_NAME_WP01_41	フルオート
SK_NAME_WP01_42	バレットクライマックス
SK_NAME_WP01_43	カリサリス
SK_NAME_WP01_91	アストウンドアーム
SK_NAME_WP01_92	マスカレイド・クイーン
SK_DETAIL_WP01_11	[BTN:LS_U ]+[KC:B_AVOID ]を素早く２回入力\nデーモン・マスカレイドスキル\n蝶のような姿になり、羽ばたき\nながら高速移動する。
SK_DETAIL_WP01_12	空中で[ICON:JUMP ]Hold\nデーモン・マスカレイドスキル\n羽ばたくことでホバリングしながら\n徐々に下降していく。
SK_DETAIL_WP01_13	[BTN:LS_U ]+[KC:B_DEFENSE ]を素早く２回入力\nデーモン・マスカレイドスキル\n風を切って突進し、体当たりした\n相手に蹴りの追撃を放つ。
SK_DETAIL_WP01_21	[KC:B_DEFENSE ]Hold[BTN:LS_D ]+[ICON:PUNCH ]\n相手を上空に打ち上げるアッパー。\nボタンを長押しすることで、\n吹き飛ばした相手を銃で追撃する。
SK_DETAIL_WP01_22	[KC:B_DEFENSE ]Hold[BTN:LS_D ]+[ICON:KICK ]\n宙返りしながら蹴り上げる。\nボタンを長押しすることで、\n高速回転しながら銃を乱射する。
SK_DETAIL_WP01_23	[KC:B_DEFENSE ]Hold[BTN:LS_U ]+[ICON:PUNCH ]　or　[BTN:LS_U ][BTN:LS_U ]+[ICON:PUNCH ]\n素早く相手の懐に入り、強烈な\n打撃を放つ。\nボタンを長押しすることで\n銃で追撃をする。
SK_DETAIL_WP01_24	[ICON:JUMP ]後すぐに[ICON:KICK ]\n上空に向かって蹴り上がる技。\n\n空中で[BTN:LS_U ]+[ICON:KICK ]\n地上に向かって放つ鋭い蹴り。\nボタンを長押しすることで、\n攻撃を当てた後も突進を続ける\nことができる。
SK_DETAIL_WP01_25	[BTN:LS_ROT ]+[ICON:KICK ]\nデーモン・マスカレイドスキル\n召喚したマダムの脚で回転蹴りを\n放つ。
SK_DETAIL_WP01_31	[ICON:JUMP ]後すぐに[ICON:PUNCH ]\nデーモン・マスカレイドスキル\n跳躍しながら召喚したマダムの\n腕でアッパーを放つ。
SK_DETAIL_WP01_32	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]\nデーモン・マスカレイドスキル\n狙いを定めた相手の前方にマダム\nの腕を召喚し強力な掌打を放つ。\nボタンを長押しすることで、両腕\nを蝶のようにひらひらと舞わせて\n何度も相手を攻撃する。
SK_DETAIL_WP01_33	[KC:B_DEFENSE ]Hold[BTN:LS_U ]+[ICON:KICK ]　or　[BTN:LS_U ][BTN:LS_U ]+[ICON:KICK ]\n遠距離から素早い蹴りを放ち、\n相手の懐に滑り込む。\nボタンを長押しすることで\n銃で追撃をする。
SK_DETAIL_WP01_34	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]\nデーモン・マスカレイドスキル\n狙いを定めた相手の頭上に\nマダムの脚を召喚し勢いよく\n踏みつける。\nボタンを長押しすることで、\nステップを踏むような足さばきで\n何度も相手を蹴り、蹂躙する。
SK_DETAIL_WP01_41	[ICON:PUNCH ]もしくは[ICON:KICK ]Hold\n攻撃後のポーズから銃を連射し\n追撃する。
SK_DETAIL_WP01_42	[BTN:LS_ROT ]+[ICON:SHOT ]\n魔力を込めた重い弾銃を\n乱射する。\n[BTN:LS ]で射撃方向を変える。\nボタンを長押しすることで\n連射ができる。
SK_DETAIL_WP01_43	[ICON:SHOT ]長押し後に[ICON:SHOT ]を離す\n銃が変形しレーザーが放たれる。
SK_DETAIL_WP01_91	[BTN:LS_ROT ]+[ICON:PUNCH ]\nデーモン・マスカレイドスキル\n召喚したマダムの腕で周囲に\nパンチを浴びせ、相手を何度も\n殴打する。\nボタンを連打することで、\n攻撃回数が増える。
SK_DETAIL_WP01_92	[BTN:L3 ]+[BTN:R3 ]\nデーモン・マスカレイドスキル\n召喚したマダムの両腕を従えて、\n蝶が舞うような華麗な踊りを\n披露しながら周りを一掃する。\n
SK_NAME_DE02_11	ホールドバイト
SK_NAME_DE02_12	「我慢」の効果拡大１
SK_NAME_DE02_13	「我慢」の効果拡大２
SK_NAME_DE02_21	トリプルバイト
SK_NAME_DE02_22	ギガトンワイパー
SK_NAME_DE02_23	スーパーデモンニウム熱線
SK_NAME_DE02_31	コンシンクロー
SK_NAME_DE02_32	テイルスピン
SK_NAME_DE02_33	ディフュージョンレーザー
SK_DETAIL_DE02_11	[KC:B_DEFENSE ]\nその巨大な口で相手を捕らえる。\n捕らえた後は相手によって\n様々な攻撃に派生する。\n一定サイズ以上の相手には有効\nではないが、隙をつくことで成功\nする。\n\n捕らえた後も抵抗をする相手には\nいずれかのアクションボタンを\n連打することで派生技に繋げ\nられる。\n相手の身体を地面に叩きつけ、\nそのまま上空に向けて放り投げる。
SK_DETAIL_DE02_12	相手の攻撃を受けた際、ゴモラが\nのけぞりにくくなる。
SK_DETAIL_DE02_13	相手の攻撃を受けた際、ゴモラが\nのけぞりにくくなる。
SK_DETAIL_DE02_21	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]\n大きく前進しながら３連続で\n噛みつき攻撃を行う。
SK_DETAIL_DE02_22	[BTN:LS_ROT ]+[ICON:PUNCH ]\n左右に薙ぎ払うように噛みつく。
SK_DETAIL_DE02_23	[BTN:LS_D ][BTN:LS_U ]+[ICON:SHOT ]\n体内のエネルギーを極限まで溜めて\n放つ強力なレーザー。
SK_DETAIL_DE02_31	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]\n地面にえぐるように爪を振り上げ、\n相手を上空に打ち上げる。
SK_DETAIL_DE02_32	[BTN:LS_ROT ]+[ICON:KICK ]\n尻尾を振り回し、周りを一掃する。
SK_DETAIL_DE02_33	[BTN:LS_ROT ]+[ICON:SHOT ]\n背中のヒレから上方360度に\n無数のレーザーを放つ。
SK_NAME_WP02_11	紫奔走
SK_NAME_WP02_12	魔閃昇
SK_NAME_WP02_13	瞬裂爪
SK_NAME_WP02_21	地砲龍
SK_NAME_WP02_22	天砲龍
SK_NAME_WP02_23	疾焔掌
SK_NAME_WP02_24	速焔刃
SK_NAME_WP02_25	焔裂波
SK_NAME_WP02_31	邪焔翔
SK_NAME_WP02_32	獄双掌
SK_NAME_WP02_33	雷堕脚/魔裂脚
SK_NAME_WP02_34	飛焔撃
SK_NAME_WP02_41	爆追咆
SK_NAME_WP02_42	龍纏弾
SK_NAME_WP02_43	双焔波
SK_NAME_WP02_91	冥廻爪
SK_NAME_WP02_92	葬天・紫焔撃
SK_DETAIL_WP02_11	[BTN:LS_U ]+[KC:B_AVOID ]を素早く２回入力\nデーモン・マスカレイドスキル\nゴモラを宿した姿に変わり、\n獣のように4足で駆けながら\n疾走する。
SK_DETAIL_WP02_12	空中で[ICON:JUMP ]Hold\nデーモン・マスカレイドスキル\n掌に溜めた力を爆発させ\nその反動を利用して高速移動する。\nボタンを長押しした時間によって\n跳躍力が変わる。
SK_DETAIL_WP02_13	[BTN:LS_U ]+[KC:B_DEFENSE ]を素早く２回入力\nデーモン・マスカレイドスキル\n前方へ突進し、体当たりした相手を\n引き裂いて追撃する。
SK_DETAIL_WP02_21	[KC:B_DEFENSE ]Hold[BTN:LS_D ]+[ICON:PUNCH ]\nジー・ピラーを素早く振り上げ\n敵を上空に打ち上げる。
SK_DETAIL_WP02_22	[KC:B_DEFENSE ]Hold[BTN:LS_D ]+[ICON:KICK ]\nジー・ピラーを振り回し、\n勢いをつけて高く振り上げながら\n自らも上昇する。
SK_DETAIL_WP02_23	[KC:B_DEFENSE ]Hold[BTN:LS_U ]+[ICON:PUNCH ]　or　[BTN:LS_U ][BTN:LS_U ]+[ICON:PUNCH ]\nデーモン・マスカレイドスキル\n突進からの掌底を放つ。\nボタンを長押しすることで\n威力と移動距離が上昇する。
SK_DETAIL_WP02_24	[KC:B_DEFENSE ]Hold[BTN:LS_U ]+[ICON:KICK ]　or　[BTN:LS_U ][BTN:LS_U ]+[ICON:KICK ]\nデーモン・マスカレイドスキル\n突進上昇しながら、勢いよく\n相手を爪で切り裂く。\nボタンを長押しすることで\n威力と移動距離が上昇する。
SK_DETAIL_WP02_25	[BTN:LS_ROT ]+[ICON:KICK ]\nデーモン・マスカレイドスキル\n右手に集中させた力を地面に向けて\n放出し、衝撃波を発生させる。
SK_DETAIL_WP02_31	[ICON:JUMP ]後すぐに[ICON:PUNCH ]\nデーモン・マスカレイドスキル\n炎を真下に放ち、反動で\nきりもみ上昇する。
SK_DETAIL_WP02_32	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]\nデーモン・マスカレイドスキル\n両腕に溜めたエネルギーで\n強力な掌底を放つ。\nボタンを長押しすることで\n威力と攻撃範囲が上昇する。
SK_DETAIL_WP02_33	[ICON:JUMP ]後すぐに[ICON:KICK ]　\nジー・ピラーの爆発の勢いをつけ、\n上空に向かって蹴り上がる技。\n\n空中で[BTN:LS_U ]+[ICON:KICK ]\nジー・ピラーの爆発の勢いを利用し\n地上に向かって放つ鋭い蹴り。\nボタンを長押しすることで、\n攻撃を当てた後も突進を続ける\nことができる。
SK_DETAIL_WP02_34	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]\nデーモン・マスカレイドスキル\nジー・ピラーの爆発の力で飛び\n上がり、上空から敵を引き裂く。\nボタンを長押しすることで\n威力と攻撃範囲が上昇する。
SK_DETAIL_WP02_41	[ICON:PUNCH ]もしくは[ICON:KICK ]Hold\n攻撃に続けて小爆発を起こし\n追撃する。
SK_DETAIL_WP02_42	[ICON:SHOT ]Hold\n砲身方向を固定し、狙撃体勢に\n切り替わる。\n[ICON:SHOT ]で強力な弾で狙撃する。
SK_DETAIL_WP02_43	[BTN:LS_ROT ]+[ICON:SHOT ]\nデーモン・マスカレイドスキル\n魔界の炎を両腕から周囲に\n放出する。
SK_DETAIL_WP02_91	[BTN:LS_ROT ]+[ICON:PUNCH ]\nデーモン・マスカレイドスキル\n炎の爪を振り回し、すくい上げて\n相手を吹き飛ばす。
SK_DETAIL_WP02_92	[BTN:L3 ]+[BTN:R3 ]\nデーモン・マスカレイドスキル\n業火の力を腕に込めながら高く\n跳躍し、落下の勢いと合わせて\n地面に叩きつける、広範囲かつ\n高威力の掌打。
SK_NAME_DE03_11	スパイダーネット
SK_NAME_DE03_12	「スパイダーネット」の効果延長１
SK_NAME_DE03_13	「スパイダーネット」の効果延長２
SK_NAME_DE03_21	スリングネット
SK_NAME_DE03_22	ヘブン・オア・ヘル
SK_NAME_DE03_23	アトラクターネット
SK_NAME_DE03_31	ブレイズスコーピオン
SK_NAME_DE03_32	フレイムテリトリー
SK_NAME_DE03_33	クレーターベイビー
SK_DETAIL_DE03_11	[KC:B_DEFENSE ]\n高粘度の糸でできたネットを\n発射する。ネットに触れた相手は\n一定時間身動きがとれなくなる。\nネットに魔獣の炎攻撃が当たると\n燃焼し、追加攻撃が発生する。
SK_DETAIL_DE03_12	スパイダーネットで絡めとった\n相手の拘束時間が長くなる。
SK_DETAIL_DE03_13	スパイダーネットで絡めとった\n相手の拘束時間が長くなる。
SK_DETAIL_DE03_21	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]\nネットを利用して、スリングショットの\n弾のように突進する。\nボタンを長押しすることで\n技の威力がアップする。\n[BTN:LS ]で移動方向の操作ができる。
SK_DETAIL_DE03_22	[BTN:LS_ROT ]+[ICON:PUNCH ]\n自らの体を犠牲にする事で、\n周囲に大爆発を起こす強力な技。\n[ICON:PHANTA ]は死亡状態に陥る。
SK_DETAIL_DE03_23	[BTN:LS_D ][BTN:LS_U ]+[ICON:SHOT ]\n糸を伸ばし絡めた相手を引き寄せ、\n爪で打ち上げる。\n大きい相手に対しては自ら近づき、\n尻尾を振り上げて攻撃する。
SK_DETAIL_DE03_31	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]\n尻尾を地面に勢いよく突き刺し、\n相手の足元から火柱を噴出させて\n打ち上げる。
SK_DETAIL_DE03_32	[BTN:LS_ROT ]+[ICON:KICK ]\n尻尾を地面に突き刺しながら\n回転し、周囲をえぐるように\n攻撃する。
SK_DETAIL_DE03_33	[BTN:LS_ROT ]+[ICON:SHOT ]\n飛び上がりながら、即時爆発する\n小さな子蜘蛛をまき散らす。
SK_NAME_WP03_11	クリーパー
SK_NAME_WP03_12	フォワードパス
SK_NAME_WP03_13	グラビティ・プル
SK_NAME_WP03_14	ワインダー
SK_NAME_WP03_21	ループ・ザ・ループ
SK_NAME_WP03_22	トラピーズ
SK_NAME_WP03_23	ストップアンドダッシュ
SK_NAME_WP03_24	ダイシャリン
SK_NAME_WP03_91	フライング・ソーサー
SK_NAME_WP03_31	トウキョウタワー
SK_NAME_WP03_32	ウォーク・ザ・ドッグ
SK_NAME_WP03_33	エレベーター
SK_NAME_WP03_34	オーバー・ザ・フェンス
SK_NAME_WP03_41	ロングスリーパー
SK_NAME_WP03_42	リッチウェブ
SK_NAME_WP03_43	スパイダーベイビー
SK_NAME_WP03_25	ブレイズ・ソードダンサー
SK_NAME_WP03_92	アトミック・イグナイトフレイム
SK_DETAIL_WP03_11	[BTN:LS_U ]+[KC:B_AVOID ]を素早く２回入力\nデーモン・マスカレイドスキル\n蜘蛛のような姿になり、８本の足で\n高速移動する。
SK_DETAIL_WP03_12	空中で[ICON:JUMP ]Hold\nデーモン・マスカレイドスキル\n蜘蛛の糸にぶら下がり、空中で\nスイングして遠くへ移動する。
SK_DETAIL_WP03_13	デーモン・マスカレイド中に\n壁に向かって[BTN:LS ]を倒すと、\n張り付いて移動することができる。
SK_DETAIL_WP03_14	[BTN:LS_U ]+[KC:B_DEFENSE ]を素早く２回入力\nデーモン・マスカレイドスキル\n前方へ突進し、体当たりした\n相手に８本の足で\n連続攻撃を放つ。
SK_DETAIL_WP03_21	[KC:B_DEFENSE ]Hold[BTN:LS_D ]+[ICON:PUNCH ]\n両手のヨーヨーを斜め上に\n振り上げる攻撃。\nボタンを長押しするとその場に\nヨーヨーを回転させながら\n停滞させる事で、攻撃回数が\n増える。
SK_DETAIL_WP03_22	[KC:B_DEFENSE ]Hold[BTN:LS_D ]+[ICON:KICK ]\n宙返りして飛び上がりながら\n両足のヨーヨーで攻撃する。\nボタンを長押しすることで、\nその場でしばらく回転しながら\n滞空し、攻撃回数が増える。
SK_DETAIL_WP03_23	[KC:B_DEFENSE ]Hold[BTN:LS_U ]+[ICON:PUNCH ]　or　[BTN:LS_U ][BTN:LS_U ]+[ICON:PUNCH ]\n両手のヨーヨーを前方に放ち、\nそれを追うように両足のヨーヨーを\n回転させて自ら突進する。\nボタンを長押しするとその場に\nヨーヨーを回転させながら\n停滞させることで、\n攻撃回数が増える。
