bag.dat
msg_ui_bag_okodukai_00	盘缠
msg_questlist_sub_outline_096_10	受身为妹妹的弥美所托，\n帮她搜寻去了纯白冻土\n找自己的哥哥虎弥吧。
msg_questlist_sub_outline_096_20	[~ 370]
msg_questlist_sub_outline_096_255	[~ 371]
msg_questlist_sub_outline_097_10	去和松茂学习因客人投诉\n而被弃用的材料单吧。
msg_questlist_sub_outline_097_255	[~ 373]
msg_questlist_sub_outline_098_10	受亚白所托，与他的搭档\n路卡利欧决一胜负吧。
msg_questlist_sub_outline_098_11	[~ 375]
msg_questlist_sub_outline_098_255	[~ 376]
msg_questlist_sub_outline_099_10	受千吉所托，帮他寻找\n他那只在隆隆山地滚走的\n同伴海豹球吧。
msg_questlist_sub_outline_099_50	[~ 378]
msg_questlist_sub_outline_099_255	[~ 379]
msg_questlist_sub_outline_100_10	在纯白冻土接受了撞气球的挑战。\n似乎只要撞破３０个气球，\n就能获得特别的奖品。
msg_questlist_sub_outline_100_255	[~ 381]
msg_questlist_sub_outline_110_10	在群青海岸似乎有巨大的影子被目击到。\n拉苯博士分析认为，那很有可能是\n和[VAR 0189(0000)]对战过的骑拉帝纳。
msg_questlist_sub_outline_114_10	听说在洗翠地区有时会有\n被称为化身的宝可梦现身。\n为了完成图鉴，去进行调查吧。
msg_questlist_sub_outline_115_10	拉苯博士目击到的海上的宝可梦\n说不定就是在“海之传说”中\n登场的那只宝可梦……
msg_questlist_sub_outline_116_10	去帮助曾经遇见过\n稀有宝可梦的委托人，\n并调查那只宝可梦吧。
msg_questlist_sub_outline_117_10	去向目击到恐怖的宝可梦的委托人\n打听详细状况及地点信息，\n并调查那只宝可梦。
msg_questlist_sub_outline_122_10	金刚队的刚石发起\n宝可梦对战了。\n战胜他并打听关于“宝物”的信息吧。
msg_questlist_sub_outline_123_10	珍珠队的珠贝发起\n宝可梦对战了。\n战胜她并打听关于“宝物”的信息吧。
msg_questlist_sub_outline_253	为了获得“红色锁链”\n前往黑曜原野的心齐湖\n接受守护神的考验吧。
msg_questlist_sub_outline_254	为了获得“红色锁链”\n前往红莲湿地的立志湖\n接受守护神的考验吧。
msg_questlist_sub_outline_255	为了获得“红色锁链”\n前往纯白冻土的睿智湖\n接受守护神的考验吧。
msg_questlist_sub_purpose_001_1_1	[~ 392]
msg_questlist_sub_purpose_001_10_1	让制造组的日葵\n看看宝可梦
msg_questlist_sub_purpose_001_10_2	让制造组的日葵\n看看完成的姆克儿图鉴
msg_questlist_sub_purpose_002_1_1	[~ 395]
msg_questlist_sub_purpose_002_10_1	让村民士俊\n看看宝可梦
msg_questlist_sub_purpose_003_1_1	[~ 397]
msg_questlist_sub_purpose_003_10_1	把树果交给\n村民升秀
msg_questlist_sub_purpose_004_10_1	把宝可梦交给\n警卫组的实建
msg_questlist_sub_purpose_005_1_1	[~ 400]
msg_questlist_main_purpose_005_10_1	把宝可梦交给\n警卫组的英卓
msg_questlist_sub_purpose_006_10_1	与警卫组的英卓说话
msg_questlist_sub_purpose_006_20_1	让警卫组的英卓\n看看宝可梦
msg_questlist_sub_purpose_007_10_1	与警卫组的晓瑜说话
msg_questlist_sub_purpose_007_20_1	让警卫组的晓瑜\n看看宝可梦
msg_questlist_sub_purpose_008	[~ 406]
msg_questlist_sub_purpose_008_10_1	在祝庆村的打靶\n创下１００００分以上的纪录
msg_questlist_sub_purpose_009_10_1	把宝可梦交给\n村民雪江
msg_questlist_sub_purpose_010	把球交给\n村民志雄
msg_questlist_sub_purpose_011_10	让照相馆的显颖看看\n被拍到照片上的宝可梦
msg_questlist_sub_purpose_011_20	[~ 411]
msg_questlist_sub_purpose_012_10	与警卫组的绸希说话
msg_questlist_sub_purpose_012_20	将大牙狸加入同行宝可梦\n找出入侵村子的大牙狸\n还剩３只
msg_questlist_sub_purpose_012_30	将大牙狸加入同行宝可梦\n找出入侵村子的大牙狸\n还剩２只
msg_questlist_sub_purpose_012_40	将大牙狸加入同行宝可梦\n找出入侵村子的大牙狸\n还剩１只
msg_questlist_sub_purpose_013_10_1	把树果交给\n农耕组的伸朗
msg_questlist_sub_purpose_014_10_1	调查建筑组组长\n茶花的家
msg_questlist_sub_purpose_015_10_1	与建筑组的园敖说话
msg_questlist_sub_purpose_015_20_30_1	找出不见的伊布
msg_questlist_sub_purpose_015_30_1	喂月亮伊布吃东西
msg_questlist_sub_purpose_016_10_1	晚上到驰风道\n捕捉红色火球
msg_questlist_sub_purpose_016_20_1	让村民环夕\n看看宝可梦
msg_questlist_sub_purpose_017_10_1	与村民正汉说话
msg_questlist_sub_purpose_017_20_2	把宝可梦交给\n村民正汉
msg_questlist_sub_purpose_017_30_1	[~ 425]
msg_questlist_sub_purpose_017_40_1	[~ 426]
msg_questlist_sub_purpose_018_10_1	去问问村民尧佑\n委托的内容
msg_questlist_sub_purpose_018_20_1	捕捉出现在黑曜原野\n蹄铁草原的稀有小火马
msg_questlist_sub_purpose_018_30_1	向村民尧佑报告
msg_questlist_sub_purpose_019_10_1	去问问警卫组的树央\n委托的内容
msg_questlist_sub_purpose_019_20_1	去调查傍晚出现在\n起始海滩的飘飘球和小孩
msg_questlist_sub_purpose_019_30_1	[~ 432]
msg_questlist_sub_purpose_019_60_1	向警卫组的树央报告
msg_questlist_sub_purpose_020_10_1	到黑曜原野玩撞气球\n并在限时内撞破１７个气球
msg_questlist_sub_purpose_021_10_1	将地面属性的宝可梦\n借给稻禾
msg_questlist_sub_purpose_022_10_1	带道具作为礼物\n去说服制造组组长桃发
msg_questlist_sub_purpose_022_20_1	[~ 437]
msg_questlist_sub_purpose_022_30_1	向杂货店的晓白报告
msg_questlist_sub_purpose_023_10_1	让衣铺的纱珑\n看看宝可梦
msg_questlist_sub_purpose_025_10_1	去向医疗组的塔旻\n打听制药材料的信息
msg_questlist_sub_purpose_025_20_1	把出现在红莲湿地且\n长有三片叶子的宝可梦\n交给医疗组的塔旻
msg_questlist_sub_purpose_026_10_1	在祝庆村收集能治好\n可达鸭头痛的药的信息
msg_questlist_sub_purpose_026_20_1	把道具交给\n金刚队的弥生
msg_questlist_sub_purpose_026_30_1	[~ 444]
msg_questlist_sub_purpose_027_10_1	以月月熊骑行的\n蓝色的反应为线索\n到红莲湿地寻找\n警卫组组员弥美
msg_questlist_sub_purpose_027_20_1	向在银河队总部１楼的\n村民虎弥报告
msg_questlist_sub_purpose_029_10_1	[~ 447]
msg_questlist_sub_purpose_029_10_1_ex	[~ 448]
msg_questlist_sub_purpose_030_10_1	把材料交给建筑组的园敖
msg_questlist_sub_purpose_031_10_1	赶走３只臭鼬噗
msg_questlist_sub_purpose_031_10_2	前往协助搭建荒地基地
msg_questlist_sub_purpose_032_10_1	与在荒地基地的\n村民郁太郎说话
msg_questlist_sub_purpose_032_20_1	让村民郁太郎\n看看学会了水之波动的宝可梦
msg_questlist_sub_purpose_032_21_1	和亢奋的树才怪对战\n让它冷静下来
msg_questlist_sub_purpose_033_10	去收集散落在洗翠地区\n各地的幽火
msg_questlist_sub_purpose_033_20	在晚上前往位于\n红莲湿地的云雾遗迹
msg_questlist_sub_purpose_033_30	收下最后的幽火
msg_questlist_sub_purpose_034_10_1	让村民庚安看看与你感情亲密得\n足以让他认可的宝可梦吧
msg_questlist_sub_purpose_035_10_1	让农耕组的忠吉\n看看完成的樱花儿图鉴
msg_questlist_sub_purpose_036_10_1	去问问村民升秀\n委托的内容
msg_questlist_sub_purpose_036_20_40_1	接近魔墙人偶\n调查它在做什么
msg_questlist_sub_purpose_036_30_50_1	去追逃跑的魔墙人偶
msg_questlist_sub_purpose_036_60_1	[~ 463]
msg_questlist_sub_purpose_037_10_1	让村民雅讴\n看看完成的圆法师图鉴
msg_questlist_sub_purpose_038_10_1	把材料交给\n村民正汉
msg_questlist_sub_purpose_039_10_1	去问问农耕组的维之介\n委托的内容
msg_questlist_sub_purpose_039_20_1	让农耕组的维之介\n看看在险林\n遇到的三蜜蜂
msg_questlist_sub_purpose_039_30_1	让农耕组的维之介\n看看在长尾怪手山\n遇到的三蜜蜂
msg_questlist_sub_purpose_039_40_1	让农耕组的维之介\n看看在玫瑰岛\n遇到的三蜜蜂
msg_questlist_sub_purpose_040_10_1	[~ 470]
msg_questlist_sub_purpose_041_10_1	将学会了水属性招式的宝可梦\n借给农耕组的稻禾
msg_questlist_sub_purpose_043_10_1	让村民贝菈\n看看完成的毒蔷薇图鉴
msg_questlist_sub_purpose_045_10_1	让衣铺的纱珑\n看看东海和西海的\n无壳海兔
msg_questlist_sub_purpose_046_10_1	在红莲湿地寻找\n阳次郎遗失的护符
msg_questlist_sub_purpose_046_11_1	赶走河马兽\n收回阳次郎的护符
msg_questlist_sub_purpose_047_10_1	让警卫组的瑜谣\n看看有两片尾鳍的宝可梦
msg_questlist_sub_purpose_048_10_1	让村民朝晖看看长着\n像弹簧一样卷成涡状的\n柔韧尾巴的宝可梦
msg_questlist_sub_purpose_049_10_20_30_1	追上夺走了村民金彦的\n行李的长尾怪手们
msg_questlist_sub_purpose_049_31_1	和长尾怪手对战\n并夺回行李
msg_questlist_sub_purpose_050_10_1	让村民雪江\n看看完成的章鱼桶图鉴
msg_questlist_sub_purpose_051_10_1	去找村民利一
msg_questlist_sub_purpose_051_11_1	赶走聒噪鸟\n救助村民利一
msg_questlist_sub_purpose_051_20_1	向制造组的佳慧报告
msg_questlist_sub_purpose_051_20_2	与制造组的佳慧说话
msg_questlist_sub_purpose_052_10_1	[~ 485]
msg_questlist_sub_purpose_052_20_1	[~ 486]
msg_questlist_sub_purpose_052_21_1	[~ 487]
msg_questlist_sub_purpose_053_10_1	去问问警卫组的逸郎\n委托的内容
msg_questlist_sub_purpose_053_20_1	仅带上帕奇利兹\n让警卫组的逸郎\n看看帕奇利兹的战斗方式
msg_questlist_sub_purpose_054_10_1	完成鲤鱼王的图鉴\n并告诉村民茉可
msg_questlist_sub_purpose_056_10_20_1	把道具交给\n制造组的湄妤
msg_questlist_sub_purpose_057_10_1	以月月熊骑行的\n蓝色的反应为线索\n到群青海岸寻找\n警卫组组员弥美
msg_questlist_sub_purpose_058_10_1	去问问医疗组组长杵儿\n委托的内容
msg_questlist_sub_purpose_058_20_1	把宝可梦交给\n医疗组组长杵儿
msg_questlist_sub_purpose_059_10_1	让玫瑰岛的陶仁\n看看双手拿着镰刀的宝可梦
msg_questlist_sub_purpose_060_1_1	[~ 496]
msg_questlist_sub_purpose_060_10_1	到群青海岸玩撞气球\n并在限时内撞破２４个气球
msg_questlist_sub_purpose_061_10_1	将学会了碎岩的宝可梦\n借给农耕组的稻禾
msg_questlist_sub_purpose_063_10_1	让火夏看看宝可梦
msg_questlist_sub_purpose_064_10_1	让村民霏纱\n看看缠着蓝色藤蔓状\n香草的宝可梦
msg_questlist_sub_purpose_065_10_1	让建筑组的朋财\n看看完成的豪力图鉴
msg_questlist_sub_purpose_065_20_1	等待建筑组的朋财\n拉拢豪力
msg_questlist_sub_purpose_066_10_1	把宝可梦交给\n制造组的佳慧
msg_questlist_sub_purpose_067_10_1	[~ 504]
msg_questlist_sub_purpose_068_10_1	将材料交给衣铺的纱珑
msg_questlist_sub_purpose_069_10_1	完成鬼斯的图鉴\n并让村民清旺看看
msg_questlist_sub_purpose_070_10_1	用工艺制作完成宝可梦木娃娃\n并让铁翰看看
msg_questlist_sub_purpose_071_10_1	调查铜镜怪的目的
msg_questlist_sub_purpose_072_10_1	[~ 509]
msg_questlist_sub_purpose_072_20_1	[~ 510]
msg_questlist_sub_purpose_072_30_1	[~ 511]
msg_questlist_sub_purpose_073_10_1	与制造组的旬平说话
msg_questlist_sub_purpose_073_20_40_1	在满月的晚上前往妖精之泉\n调查皮皮是否会跳舞
msg_questlist_sub_purpose_073_30_1	[~ 514]
msg_questlist_sub_purpose_073_50_1	向制造组的旬平报告
msg_questlist_sub_purpose_074_10_1	让衣铺的纱珑看看\n♂和♀的沙河马
msg_questlist_sub_purpose_075_10_1	[~ 517]
msg_questlist_sub_purpose_075_11_1	[~ 518]
msg_questlist_sub_purpose_076_10_1	以月月熊骑行的\n蓝色的反应为线索\n到天冠山麓寻找\n警卫组组员弥美
msg_questlist_sub_purpose_077_10_1	以月月熊骑行的\n蓝色的反应为线索\n到黑曜原野寻找\n警卫组组员弥美
msg_questlist_sub_purpose_077_11_1	打倒正在袭击警卫组组员\n弥美的３只派拉斯
msg_questlist_sub_purpose_080_10_1	[~ 522]
msg_questlist_sub_purpose_084_10_1	把材料交给村民雪江
msg_questlist_sub_purpose_085_10_1	与在纯白冻土心形岩山的\n村民正汉说话
msg_questlist_sub_purpose_085_15_1	将小山猪加入同行宝可梦\n收集埋在雪下的蘑菇\n还剩３个
msg_questlist_sub_purpose_085_20_1	将小山猪加入同行宝可梦\n收集埋在雪下的蘑菇\n还剩２个
msg_questlist_sub_purpose_085_30_1	将小山猪加入同行宝可梦\n收集埋在雪下的蘑菇\n还剩１个
msg_questlist_sub_purpose_085_40_1	向村民正汉报告
msg_questlist_sub_purpose_086_10_1	找出据说曾经存在于\n纯白冻土雪崩坡的村落痕迹
msg_questlist_sub_purpose_086_30_1	把古老日记交给\n商人岛木
msg_questlist_sub_purpose_087_10_1	[~ 531]
msg_questlist_sub_purpose_087_10_2	[~ 532]
msg_questlist_sub_purpose_087_10_3	[~ 533]
msg_questlist_sub_purpose_087_20_1	[~ 534]
msg_questlist_sub_purpose_087_30_1	[~ 535]
msg_questlist_sub_purpose_087_40_1	[~ 536]
msg_questlist_sub_purpose_088_10_1	让村民平八、蔻江、伦彦\n看看结草儿
msg_questlist_sub_purpose_088_20_1	让村民平八、蔻江、伦彦\n看看完成的结草儿图鉴
msg_questlist_sub_purpose_089_10_1	与在纯白冻土的\n制造组组员麻芝说话
msg_questlist_sub_purpose_089_20_1	前往制造组的麻芝所在的地方
msg_questlist_sub_purpose_089_21_1	与大闹的暴雪王对战\n使它镇静下来
msg_questlist_sub_purpose_090_10_1	把材料交给\n医疗组的杵儿
msg_questlist_sub_purpose_091_10_1	寻找建筑组的永四朗
msg_questlist_sub_purpose_091_20_1	向制造组的邦一报告
msg_questlist_sub_purpose_092_10_1	与警卫组的亚昂说话
msg_questlist_sub_purpose_092_20_1	寻找躲在纯白冻土的\n六尾（阿罗拉的样子）\n还剩５只
msg_questlist_sub_purpose_092_30_1	寻找躲在纯白冻土的\n六尾（阿罗拉的样子）\n还剩４只
msg_questlist_sub_purpose_092_40_1	寻找躲在纯白冻土的\n六尾（阿罗拉的样子）\n还剩３只
msg_questlist_sub_purpose_092_50_1	寻找躲在纯白冻土的\n六尾（阿罗拉的样子）\n还剩２只
msg_questlist_sub_purpose_092_60_1	寻找躲在纯白冻土的\n六尾（阿罗拉的样子）\n还剩１只
msg_questlist_sub_purpose_092_70_1	[~ 551]
msg_questlist_sub_purpose_092_80_1	向警卫组的亚昂报告
msg_questlist_sub_purpose_093_10_1	把火属性的宝可梦交给\n制造组的邦一
msg_questlist_sub_purpose_094_10_1	村民玉娑正在民宅的檐廊等着\n去和她说话吧
msg_questlist_sub_purpose_094_20_1	在田地附近的农家寻找\n看起来能让风铃铃\n悬挂的地方
msg_questlist_sub_purpose_094_30_50_70_1	村民玉娑正在民宅的檐廊等着\n去和她说话吧
msg_questlist_sub_purpose_094_40_1	在海边的小屋寻找\n看起来能让风铃铃\n悬挂的地方
msg_questlist_sub_purpose_094_60_1	在训练场寻找\n看起来能让风铃铃\n悬挂的地方
msg_questlist_sub_purpose_094_80_1	在玉娑所住民宅的隔壁家\n寻找看起来能让风铃铃\n悬挂的地方
msg_questlist_sub_purpose_095_10_1	让珍珠队的英慕\n看看完成的冰宝图鉴
msg_questlist_sub_purpose_096_10_1	以月月熊骑行的\n蓝色的反应为线索\n到纯白冻土寻找\n村民虎弥
msg_questlist_sub_purpose_096_11_1	打倒冰鬼护\n救助村民虎弥
msg_questlist_sub_purpose_097_10_1	把材料交给糖果铺的松茂
msg_questlist_sub_purpose_098_10_1	与在训练场的\n路卡利欧对战
msg_questlist_sub_purpose_098_11_1	[~ 565]
msg_questlist_sub_purpose_099_10_20_30_40_1	寻找从隆隆山地滚了下去的\n村民千吉的海豹球
msg_questlist_sub_purpose_099_50_1	与在山顶基地的\n村民千吉说话
msg_questlist_sub_purpose_100_10_1	到纯白冻土玩撞气球\n并在限时内撞破３０个气球
msg_questlist_sub_purpose_110_10_1	到群青海岸\n寻找巨大影子的真面目
msg_questlist_sub_purpose_110_20_1	捕捉骑拉帝纳
msg_questlist_sub_purpose_110_30_1	向拉苯博士\n报告调查结果
msg_questlist_sub_purpose_114_10_1	完成龙卷云、雷电云\n以及土地云的图鉴页面\n并让吾思看看
msg_questlist_sub_purpose_114_20_1	完成眷恋云的图鉴页面\n并让吾思看看
msg_questlist_sub_purpose_115_10_1	去找阿芒打听有关\n拉苯见到的宝可梦
msg_questlist_sub_purpose_115_20_1	解开“海之传说”的谜团\n捕捉拉苯见到的那只宝可梦
msg_questlist_sub_purpose_115_30_1	向拉苯博士报告\n玛纳霏的事
msg_questlist_sub_purpose_116_10_1	与在原野基地的\n金刚队队员希儿说话
msg_questlist_sub_purpose_116_20_1	寻找在黑曜原野某处的\n“葛拉西蒂亚的花海”
msg_questlist_sub_purpose_116_30_1	在葛拉西蒂亚的花海\n捕捉谢米
msg_questlist_sub_purpose_117_10_1	寻找仅会在晚上\n出现于攀崖崖附近的\n神秘的黑色宝可梦
msg_questlist_sub_purpose_117_20_1	[~ 581]
msg_questlist_sub_purpose_117_20_1_fix	在攀崖崖附近\n捕捉达克莱伊
msg_questlist_sub_purpose_122_10_1	与在金刚聚落附近的刚石对战\n并战胜他
msg_questlist_sub_purpose_123_10_1	与在珍珠聚落附近的珠贝对战\n并战胜她
msg_questlist_sub_purpose_253_10_1	前往心齐湖
msg_questlist_sub_purpose_253_20_1	在心齐湖洞窟\n接受宝可梦的考验
msg_questlist_sub_purpose_254_10_1	前往立志湖
msg_questlist_sub_purpose_254_20_1	在立志湖洞窟\n接受宝可梦的考验
msg_questlist_sub_purpose_255_10_1	前往睿智湖
msg_questlist_sub_purpose_255_20_1	在睿智湖洞窟\n接受宝可梦的考验
msg_questlist_sub_reward_farm_1	农场的田地会增加。
msg_questlist_sub_reward_farm_2	[~ 592]
msg_questlist_sub_reward_farm_3	[~ 593]
msg_questlist_sub_reward_question	？？？？？？？？
msg_questlist_sub_reward_basecamp_02_02	基地营会增加。
msg_questlist_sub_reward_basecamp_03_02	[~ 596]
msg_questlist_sub_reward_basecamp_04_02	[~ 597]
msg_questlist_sub_reward_basecamp_04_03	[~ 598]
msg_questlist_sub_reward_basecamp_05_02	[~ 599]
msg_questlist_sub_reward_cloth_00	衣铺的商品会增加。
msg_questlist_sub_reward_salon_00	理发店的发型会增加。
msg_questlist_sub_reward_item_shop_00	杂货店的商品会增加。
msg_questlist_sub_reward_photo_shop_00	照相馆的器材会增加。
tower_trainer.dat
mes_tower_tr_000_01	[~ 0]
mes_tower_tr_000_02	[~ 1]
mes_tower_tr_000_03	[~ 2]
waza_remember.dat
msg_ui_waza_omoidashi_pokemon_name_00	[VAR 0102(0000)]
msg_waza_omoidashi_00_01	持有物
msg_waza_omoidashi_00_02	[VAR 0109(0000)]
msg_waza_omoidashi_00_03	[VAR 0101(0000)]
msg_waza_omoidashi_00_04	No.[VAR 0202(0000)]
msg_waza_omoidashi_02_01	[VAR 0201(0000)]
msg_ui_waza_waza_name_00	[VAR 0107(0000)]
msg_ui_waza_hp_00	HP
msg_ui_waza_atk_00	攻击
msg_ui_waza_def_00	防御
msg_ui_waza_spatk_00	特攻
msg_ui_waza_spdef_00	特防
msg_ui_waza_agi_00	速度
msg_ui_waza_tokusei	特性
msg_ui_waza_waza_tokusei	[VAR 0106(0000)]
msg_ui_waza_waza_power_00	威力
msg_ui_waza_waza_hit_00	命中
msg_ui_waza_count_03	-
msg_ui_omoidashi_waza_msg_00	要回忆起\n[VAR 0107(0000)]吗？
msg_ui_waza_msg_yes	是
msg_ui_waza_msg_no	否
msg_ui_omoidashi_waza_msg_02	要放弃让[VAR 0102(0000)]\n回忆起招式吗？
msg_ui_omoidashi_waza_msg_01	为了学习[VAR 0107(0000)]，\n请选择要忘记的招式！\c
msg_ui_waza_omoidashi_level_00	Lv.[VAR 0202(0000)]
msg_ui_waza_omoidashi_count_00	[VAR 0202(0000)]
msg_ui_waza_omoidashi_count_01	[VAR 0202(0000)]/[VAR 0202(0001)]
msg_ui_waza_omoidashi_count_02	[VAR 0201(0000)]/[VAR 0201(0001)]
msg_ui_waza_buttan_00	确定
msg_ui_waza_buttan_01	返回
msg_ui_wasure_waza_msg_00	要忘记\n[VAR 0107(0000)]吗？
msg_ui_wasure_waza_msg_01	１[WAIT 20]，２[WAIT 20]…[WAIT 20]…[WAIT 20]空！[VAR BE05(0003)][VAR BE05(0005)]\c\n[VAR 0102(0000)]把[VAR 0107(0002)]的\n使用方法忘得干干净净了！\c
msg_ui_oshie_waza_msg_01	１[WAIT 20]，２[WAIT 20]…[WAIT 20]…[WAIT 20]空！[VAR BE05(0003)][VAR BE05(0005)]\c\n[VAR 0102(0000)]把[VAR 0107(0002)]的\n使用方法忘得干干净净了！\c\n于是……！\c\n[VAR 0102(0000)]学会了\n[VAR 0107(0001)]！[VAR BE05(0004)][VAR BE05(0006)]\c
msg_ui_oshie_waza_msg_03	为了学习[VAR 0107(0000)]，\n请选择要忘记的招式！\c
msg_ui_oshie_waza_msg_04	要放弃学习\n[VAR 0107(0000)]吗？
msg_ui_oshie_waza_msg_06	要忘记[VAR 0107(0000)]，\n学习[VAR 0107(0001)]吗？
msg_ui_waza_bunlui	分类
msg_ui_waza_syoji_01	盘缠
msg_ui_waza_syoji_02	[VAR 0206(0000,0000)]
msg_ui_waza_goukei_01	传授
msg_ui_waza_goukei_02	[VAR 0207(0000,0000)]
msg_ui_waza_tuyosa	查看能力
msg_ui_waza_price_01	[VAR 0205(0000,0000)]
msg_ui_waza_buttan_02	选择
msg_ui_waza_buttan_03	移除
msg_ui_waza_buttan_04	结束
msg_ui_waza_kounyuu_01	n/a
msg_ui_waza_kounyuu_02	钱不够。\c
msg_ui_waza_kounyuu_03	n/a
msg_ui_waza_kounyuu_04	n/a
msg_ui_waza_kounyuu_05	n/a
msg_ui_waza_custom_01	n/a
msg_ui_waza_custom_02	n/a
msg_ui_waza_custom_03	确定要继续吗？
msg_ui_waza_custom_04	n/a
msg_ui_waza_title_01	传授招式
msg_ui_waza_title_02	习得招式
msg_ui_waza_kounyuu_06	已传授
msg_ui_waza_price_02	[VAR 0205(0000,0000)]
msg_ui_waza_price_03	[VAR 0205(0000,0000)]
msg_ui_waza_pp	PP
msg_ui_waza_setumei	１２３４５６７８９０１２３４５６７８９０１\n１２３４５６７８９０１２３４５６７８９０１\n１２３４５６７８９０１２３４５６７８９０１
msg_ui_waza_glv	[VAR 0201(0000)]
msg_ui_wasure_waza_msg_02	１[WAIT 20]，２[WAIT 20]…[WAIT 20]…[WAIT 20]空！[VAR BE05(0003)][VAR BE05(0000)]\c\n[VAR 0102(0000)]把\n招式忘得干干净净了！\c
msg_ui_oshie_waza_msg_02	然后……！\c
msg_ui_oshie_waza_msg_05	[VAR 0102(0000)]记住\n[VAR 0107(0001)]了！\c
msg_ui_waza_custom_wasureru	n/a
msg_ui_waza_custom_05	要放弃习得招式吗？
msg_ui_waza_buttan_05	n/a
msg_ui_waza_buttan_06	n/a
msg_ui_waza_buttan_07	n/a
msg_ui_waza_custom_06	要学习哪个招式？
msg_ui_waza_custom_07	要忘记哪个招式？
msg_ui_waza_custom_08	要传授哪个招式？
msg_ui_waza_buttan_08	排序
msg_ui_waza_denju_msg_01	选择想要传授给\n[VAR 0102(0000)]的招式吧！\c
msg_ui_waza_denju_msg_02	[VAR 0102(0000)]似乎已经\n能够学习那个招式了！\c
msg_ui_waza_denju_msg_03	要结束传授招式给\n[VAR 0102(0000)]吗？
msg_ui_waza_denju_msg_04	用[VAR 0206(0000,0000)]就可以将\n选择了的招式传授给[VAR 0102(0001)]哦！
msg_ui_waza_denju_msg_05	要上了哦……！\n嘿呀！！！！\c
msg_ui_waza_denju_msg_06	[VAR 0102(0000)]能够\n学习新招式了！\c
msg_ui_waza_denju_msg_07	目前为止没有其他能教给\n[VAR 0102(0000)]的招式了！\c
msg_ui_waza_denju_select_01	继续
msg_ui_waza_denju_select_02	结束
msg_ui_waza_denju_select_03	传授
msg_ui_waza_denju_select_04	返回
msg_ui_waza_custom_09	没有能传授的招式。
msg_ui_wasure_waza_msg_02_s	１[WAIT 20]，２[WAIT 20]…[WAIT 20]…[WAIT 20]空！[VAR BE05(0003)][VAR BE05(0000)]\c\n[VAR 0102(0000)]把招式忘得干干净净了！\c
btl_bgm_select.dat
msg_ui_btl_bgm_select_random	♪随机
msg_ui_btl_bgm_select_vs01	[~ 1]
msg_ui_btl_bgm_select_vs03	[~ 2]
msg_ui_btl_bgm_select_vs02	[~ 3]
msg_ui_btl_bgm_select_vs04	[~ 4]
msg_ui_btl_bgm_select_vs21	[~ 5]
msg_ui_btl_bgm_select_vs06	[~ 6]
msg_ui_btl_bgm_select_vs08	[~ 7]
msg_ui_btl_bgm_select_vs23	[~ 8]
msg_ui_btl_bgm_select_vs07	[~ 9]
msg_ui_btl_bgm_select_vs09	[~ 10]
msg_ui_btl_bgm_select_vs13	[~ 11]
msg_ui_btl_bgm_select_vs15	[~ 12]
msg_ui_btl_bgm_select_vs17	[~ 13]
msg_ui_btl_bgm_select_vs19	[~ 14]
msg_ui_btl_bgm_select_vs18	[~ 15]
msg_ui_btl_bgm_select_vs05	[~ 16]
msg_ui_btl_bgm_select_vs11	[~ 17]
msg_ui_btl_bgm_select_vs16	[~ 18]
msg_ui_btl_bgm_select_vs20	[~ 19]
msg_ui_btl_bgm_select_vs14	[~ 20]
msg_ui_btl_bgm_select_vs22	[~ 21]
btl_pokeselect.dat
msg_ui_btl_pokeselect_top_no_00	１号
msg_ui_btl_pokeselect_top_no_01	２号
msg_ui_btl_pokeselect_top_no_02	３号
msg_ui_btl_pokeselect_top_no_03	４号
msg_ui_btl_pokeselect_top_no_04	５号
msg_ui_btl_pokeselect_top_no_05	６号
msg_ui_btl_pokeselect_top_end	完成
msg_ui_btl_pokeselect_top_count_00	[VAR 0200(0000)]
msg_ui_btl_pokeselect_top_count_01	/
msg_ui_btl_pokeselect_top_osu	
msg_ui_btl_pokeselect_top_mesu	
msg_ui_btl_pokeselect_top_lv	Lv.[VAR 0202(0000)]
msg_ui_btl_pokeselect_top_hp_00	[VAR 0203(0000,0000)]
msg_ui_btl_pokeselect_top_hp_01	/
msg_ui_btl_pokeselect_top_pokename	[VAR 0102(0000)]
msg_ui_btl_pokeselect_top_selecttime_00	SELECT TIME
msg_ui_btl_pokeselect_top_selecttime_01	[VAR 0201(0000)]：[VAR 0201(0001)]
msg_ui_btl_pokeselect_option_00	确定
msg_ui_btl_pokeselect_option_01	返回
msg_ui_btl_pokeselect_option_02	确认对手
msg_ui_btl_pokeselect_item_00	[VAR 0109(0000)]
msg_ui_btl_pokeselect_top_context_00	要[VAR 0102(0000)]\n怎么样？
msg_ui_btl_pokeselect_top_context_01	参加
msg_ui_btl_pokeselect_top_context_02	不参加
msg_ui_btl_pokeselect_top_context_03	查看能力
msg_ui_btl_pokeselect_top_context_04	退出
msg_ui_btl_pokeselect_top_context_06	最多只能让[VAR 0200(0000)]只宝可梦参加！\c
msg_ui_btl_pokeselect_top_context_07	尚未选择必须参加的宝可梦。\c
msg_ui_btl_pokeselect_wait_playername_00	[VAR 0100(0000)]
msg_ui_btl_pokeselect_wait_playername_01	[VAR 0100(0000)]
msg_ui_btl_pokeselect_wait_00	正在等待连接……\n请稍等片刻。
mes_pokelist_13_10	正在等待……
message_window.dat
