bag.dat
msg_ui_bag_okodukai_00	しょじきん
ITEMNAME_1800	ふるいポエム１３
ITEMNAME_1801	ふるいポエム１４
ITEMNAME_1802	ふるいポエム１５
ITEMNAME_1803	ふるいポエム１６
ITEMNAME_1804	ふるいポエム１７
ITEMNAME_1805	ふるいポエム１８
ITEMNAME_1806	ふるいポエム１９
ITEMNAME_1807	ふるいポエム２０
ITEMNAME_1808	
ITEMNAME_1809	
ITEMNAME_1810	
ITEMNAME_1811	
ITEMNAME_1812	
ITEMNAME_1813	
ITEMNAME_1814	
ITEMNAME_1815	
ITEMNAME_1816	
ITEMNAME_1817	
ITEMNAME_1818	
ITEMNAME_1819	
ITEMNAME_1820	
ITEMNAME_1821	
ITEMNAME_1822	
ITEMNAME_1823	
ITEMNAME_1824	
ITEMNAME_1825	
ITEMNAME_1826	
ITEMNAME_1827	
ITEMNAME_1828	レジェンドプレート
zukan_comment_A.dat
ZKN_COMMENT_A_000_000	なし
ZKN_COMMENT_A_001_000	[~ 1]
ZKN_COMMENT_A_002_000	[~ 2]
ZKN_COMMENT_A_003_000	[~ 3]
ZKN_COMMENT_A_004_000	[~ 4]
ZKN_COMMENT_A_005_000	[~ 5]
ZKN_COMMENT_A_006_000	[~ 6]
ZKN_COMMENT_A_007_000	[~ 7]
ZKN_COMMENT_A_008_000	[~ 8]
ZKN_COMMENT_A_009_000	[~ 9]
ZKN_COMMENT_A_010_000	[~ 10]
ZKN_COMMENT_A_011_000	[~ 11]
ZKN_COMMENT_A_012_000	[~ 12]
ZKN_COMMENT_A_013_000	[~ 13]
ZKN_COMMENT_A_014_000	[~ 14]
ZKN_COMMENT_A_015_000	[~ 15]
ZKN_COMMENT_A_016_000	[~ 16]
ZKN_COMMENT_A_017_000	[~ 17]
ZKN_COMMENT_A_018_000	[~ 18]
ZKN_COMMENT_A_019_000	[~ 19]
ZKN_COMMENT_A_020_000	[~ 20]
ZKN_COMMENT_A_021_000	[~ 21]
ZKN_COMMENT_A_022_000	[~ 22]
ZKN_COMMENT_A_023_000	[~ 23]
ZKN_COMMENT_A_024_000	[~ 24]
ZKN_COMMENT_A_025_000	頬に　電気を溜めし　袋を　有す。\n森林を　棲み処とし　硬き　木の実は\n電撃で　焼き　食べる　知恵者なり。
ZKN_COMMENT_A_026_000	放つ　電撃は　１０万ボルトを　凌ぎ\n我が故郷に　棲む　ダイオウドウをも\n一撃で　気絶する　威力なり。
ZKN_COMMENT_A_027_000	[~ 27]
ZKN_COMMENT_A_028_000	[~ 28]
ZKN_COMMENT_A_029_000	[~ 29]
ZKN_COMMENT_A_030_000	[~ 30]
ZKN_COMMENT_A_031_000	[~ 31]
ZKN_COMMENT_A_032_000	[~ 32]
ZKN_COMMENT_A_033_000	[~ 33]
ZKN_COMMENT_A_034_000	[~ 34]
ZKN_COMMENT_A_035_000	満月の夜　静かなる　山間にて　遭遇。\n小さき翼　ほのかに光り　舞う姿は\nまさに　妖精の如き　愛くるしさなり。
ZKN_COMMENT_A_036_000	静寂たる　月夜に　耳を澄まし　月に\n棲む　仲間の声を　聴くと　伝承あり。\n遠き故郷を想う　我が姿を　重ね見る。
ZKN_COMMENT_A_037_000	腹中で　燃えし炎　火球として　吐く。\n幼き頃は　白い尾　１本のみ　なれど\n育つにつれ　先分かれ　６本となる。
ZKN_COMMENT_A_038_000	金色に　輝く　毛並みは　見事なり。\n９本の　長き尾に　聖なる力　秘め\n千歳　生き長らえると　伝わる。
ZKN_COMMENT_A_039_000	[~ 39]
ZKN_COMMENT_A_040_000	[~ 40]
ZKN_COMMENT_A_041_000	仄暗き　洞穴を　寝床とする。　両眼は\n退化し　光　失うも　口から　放つ\n音波にて　周囲を　探りて　飛翔す。
ZKN_COMMENT_A_042_000	鋭利なる牙　突き立て　生き物の血を\n啜る。　牙のつくり　検分するに\n内に　空洞ありて　ストローの様なり。
ZKN_COMMENT_A_043_000	[~ 43]
ZKN_COMMENT_A_044_000	[~ 44]
ZKN_COMMENT_A_045_000	[~ 45]
ZKN_COMMENT_A_046_000	多湿なる　森の　木の根本で　散見す。\n背の茸は　冬虫夏草なり。　幼体には\nこれ　無く　育つにつれ　生え出づる。
ZKN_COMMENT_A_047_000	森にて　背の茸が　外れ　動かぬ\n個体あり。　大きな茸こそ本体　との\n学説を　証明する　サンプルなり。
ZKN_COMMENT_A_048_000	[~ 48]
ZKN_COMMENT_A_049_000	[~ 49]
ZKN_COMMENT_A_050_000	[~ 50]
ZKN_COMMENT_A_051_000	[~ 51]
ZKN_COMMENT_A_052_000	[~ 52]
ZKN_COMMENT_A_053_000	[~ 53]
ZKN_COMMENT_A_054_000	常より　頭痛に　悩む。　強まりしとき\n秘めたる力　意に反し　暴発するゆえ\n痛み　和らげる術を　模索中なり。
ZKN_COMMENT_A_055_000	肉体　頑健なりて　両手足に　水掻き\n有す。　荒れすさぶ海を　物ともせず\n高波を　掻き分け　悠々と　泳ぎたり。
ZKN_COMMENT_A_056_000	[~ 56]
ZKN_COMMENT_A_057_000	[~ 57]
ZKN_COMMENT_A_058_000	[~ 58]
ZKN_COMMENT_A_059_000	[~ 59]
ZKN_COMMENT_A_060_000	[~ 60]
ZKN_COMMENT_A_061_000	[~ 61]
ZKN_COMMENT_A_062_000	[~ 62]
ZKN_COMMENT_A_063_000	日に１８時間を　睡眠に　費やす。\n睡眠時も　エスパーパワーを　操りて\n危険　迫ると　瞬間移動で　回避す。
ZKN_COMMENT_A_064_000	神通力　有す　童が　変容した姿と\n噂あるも　真偽不明。　手に持つ　匙は\n脳波を高める　効能ありと　推察す。
ZKN_COMMENT_A_065_000	長寿ほど　頭部の寸法　大きく　重い。\nエスパーパワーは　頭部の重量　比例し\n強まること　測定にて　判明す。
ZKN_COMMENT_A_066_000	童の如き　短身なれど　偉丈夫を　軽々\n投げ飛ばす　力自慢。　更なる　高みを\n目指し　ゴローンを　担ぎて　鍛錬す。
ZKN_COMMENT_A_067_000	強靭な　肉体と　持久力　兼ね備えし\n剛の者。　鍛錬を　何より　好み\n開墾　普請など　進んで　手伝う。
ZKN_COMMENT_A_068_000	４本の腕　近接戦において　死角無し。\n瞬く間に　１０００発以上の　拳を\n繰り出し　敵を　圧倒する　豪傑なり。
ZKN_COMMENT_A_069_000	[~ 69]
ZKN_COMMENT_A_070_000	[~ 70]
ZKN_COMMENT_A_071_000	[~ 71]
ZKN_COMMENT_A_072_000	ガラスの如き　紅赤の目玉より　光線を\n放つ。　浅海を　たゆたうが　干潮の折\n浜端にて　干乾びしこと　あり。
ZKN_COMMENT_A_073_000	触手の数　８０本。　その先　毒ありて\n獲物を　捕らえんとする折に\n常よりも　伸ばすゆえ　注意されたし。
ZKN_COMMENT_A_074_000	山岳地帯に棲み　両腕にて　険しき\n山道　登る。　不用意に　足蹴にすれば\n怒り　追い立てられるゆえ　厄介なり。
ZKN_COMMENT_A_075_000	険しき　岩壁の横穴を　棲み処とす。\n落石が如く　転がり落ちるを　好むゆえ\n山道では　頭上に　気を配るべし。
ZKN_COMMENT_A_076_000	岩盤の如き殻を　年に１度　脱皮す。\n脱ぎし　岩殻は　土塊へと還り　これを\n畑に撒けば　作物の発育　促進す。
ZKN_COMMENT_A_077_000	草原にて　群れを成し　暮らす。\n産まれたての仔に　炎のたてがみは\n無く　１時間ほどで　生えそろう。
ZKN_COMMENT_A_078_000	炎のたてがみ　煌めかせ　駆ける様は\n矢の如し。　広大なる　ヒスイの地を\n１日半で　横断せし　驚異の駿馬なり。
ZKN_COMMENT_A_079_000	[~ 79]
ZKN_COMMENT_A_080_000	[~ 80]
ZKN_COMMENT_A_081_000	鉄球に　一つ目ありし　奇天烈な姿。\n馬蹄形の　磁石が如き　腕から　発する\n磁力により　浮遊すると　推察す。
ZKN_COMMENT_A_082_000	３匹のコイルが　集まりて　進化した\n姿なり。　強き磁力を　放つゆえ\n研究機器を　破壊され　厄介なり。
ZKN_COMMENT_A_083_000	[~ 83]
ZKN_COMMENT_A_084_000	[~ 84]
ZKN_COMMENT_A_085_000	[~ 85]
ZKN_COMMENT_A_086_000	[~ 86]
ZKN_COMMENT_A_087_000	[~ 87]
ZKN_COMMENT_A_088_000	[~ 88]
ZKN_COMMENT_A_089_000	[~ 89]
ZKN_COMMENT_A_090_000	[~ 90]
ZKN_COMMENT_A_091_000	[~ 91]
ZKN_COMMENT_A_092_000	ガス状の生命体ゆえ　掴みどころなし。\n体の一部を　吸い込めば　たちまち\n気絶する　毒性ゆえ　極めて危険。
ZKN_COMMENT_A_093_000	壁をすり抜け　何処にでも　姿　現す\n恐ろしき悪霊。　舌で　舐められし者\n日に日に　衰弱し　死に至るとの噂。
ZKN_COMMENT_A_094_000	影に憑きて　命　狙いし　ポケモン。\n己が影　ひとりでに　笑いしときは\n一刻も早く　清めの札　握るべし。
ZKN_COMMENT_A_095_000	大岩　連なり　大蛇の如き風貌なり。\n地響き　立て　地中深く　埋もれ\n岩　喰らいながら　隧道　掘り進む。
ZKN_COMMENT_A_096_000	[~ 96]
ZKN_COMMENT_A_097_000	[~ 97]
ZKN_COMMENT_A_098_000	[~ 98]
ZKN_COMMENT_A_099_000	[~ 99]
ZKN_COMMENT_A_100_000	[~ 100]
ZKN_COMMENT_A_101_000	[~ 101]
ZKN_COMMENT_A_102_000	[~ 102]
ZKN_COMMENT_A_103_000	[~ 103]
ZKN_COMMENT_A_104_000	[~ 104]
ZKN_COMMENT_A_105_000	[~ 105]
ZKN_COMMENT_A_106_000	[~ 106]
ZKN_COMMENT_A_107_000	[~ 107]
ZKN_COMMENT_A_108_000	長き舌を　手の如く　巧みに　操る。\n粘着質の唾液　集め　煮詰めれば\n強力な糊となり　役立つこと　多し。
ZKN_COMMENT_A_109_000	[~ 109]
ZKN_COMMENT_A_110_000	[~ 110]
ZKN_COMMENT_A_111_000	岩山を　頭突きで　砕きし　馬鹿力。\n短き脚は　旋回　不得手とし　何かに\n衝突するまで　止まること　能わず。
ZKN_COMMENT_A_112_000	角を　高速回転させ　岩盤を　穿つ。\n甲冑が如き　硬き皮膚は　溶岩の熱を\n物ともせず　火山地帯を　闊歩す。
ZKN_COMMENT_A_113_000	心清らかなりて　傷つきし者に　卵を\n分け与える。　この卵　滋味豊かなりて\n医者いらずとの異名を　持ちたり。
ZKN_COMMENT_A_114_000	青き蔓で　全身を　覆いたりて　正体\n見ること　能わず。　この蔓　噛めば\n清涼感あり　香辛料として　有用。
ZKN_COMMENT_A_115_000	[~ 115]
ZKN_COMMENT_A_116_000	[~ 116]
ZKN_COMMENT_A_117_000	[~ 117]
ZKN_COMMENT_A_118_000	[~ 118]
ZKN_COMMENT_A_119_000	[~ 119]
ZKN_COMMENT_A_120_000	[~ 120]
ZKN_COMMENT_A_121_000	[~ 121]
ZKN_COMMENT_A_122_000	振る舞い　パントマイムが如く。\n道化師　思い起こす　姿にて　指先より\n発す　気力　用いて　透明な壁を作る。
ZKN_COMMENT_A_123_000	腕の　大きな　鎌は　切れ味　鋭く\n真に　恐ろしき　得物なり。　動き\n俊敏にして　獲物　逃がすことなし。
ZKN_COMMENT_A_124_000	[~ 124]
ZKN_COMMENT_A_125_000	電気のエネルギーを　糧とする。\n積乱雲　近づく　夕立時には　高木に\n登りて　落雷を待つ姿　目撃す。
ZKN_COMMENT_A_126_000	火山の　噴火口から　生まれ出づると\n伝承あり。　傷　負いし折は　溶岩に\n温泉の如く　浸かりて　体を癒す。
ZKN_COMMENT_A_127_000	[~ 127]
ZKN_COMMENT_A_128_000	[~ 128]
ZKN_COMMENT_A_129_000	力弱く　愚鈍で　情けなし。　されど\n生命力　強く　濁水を　物ともせぬゆえ\nあらゆる土地にて　生息を　確認す。
ZKN_COMMENT_A_130_000	古文書にある　龍の正体と　見たり。\n口から　吐きし　熱線にて　ことごとく\n集落を　焼き尽くすと　記されたり。
ZKN_COMMENT_A_131_000	[~ 131]
ZKN_COMMENT_A_132_000	[~ 132]
ZKN_COMMENT_A_133_000	多様なる姿に　進化する　可能性あり。\nポケモンの　進化の秘密を　解く鍵\nこの身の内に　あると　確信す。
ZKN_COMMENT_A_134_000	水の分子と　酷似せし細胞　検出す。\n潜水中　姿　隠すは　これが理由と\n推察。　人魚伝説の正体と　見たり。
ZKN_COMMENT_A_135_000	怒りしとき　体毛を　逆立てること\n鋭き　針の如し。　吐息に混じりて\nバチリバチリと　電気の音　聞こゆ。
ZKN_COMMENT_A_136_000	袋状の内臓にて　炎を　燃やす。\n大気を吸い込み　火力　強めたり。\nその温度　実に　１７００度に　達す。
ZKN_COMMENT_A_137_000	心音　聞こえず　呼吸の気配すら\n窺えぬが　活動に　支障なき様子。\n奇天烈すぎるゆえ　皆目　見当つかず。
ZKN_COMMENT_A_138_000	[~ 138]
ZKN_COMMENT_A_139_000	[~ 139]
ZKN_COMMENT_A_140_000	[~ 140]
ZKN_COMMENT_A_141_000	[~ 141]
ZKN_COMMENT_A_142_000	[~ 142]
ZKN_COMMENT_A_143_000	出し抜けに　村に現れ　たちまち\n米蔵を　空にする　大食漢。　古より\n災厄のひとつと　数えられし行為なり。
ZKN_COMMENT_A_144_000	[~ 144]
ZKN_COMMENT_A_145_000	[~ 145]
ZKN_COMMENT_A_146_000	[~ 146]
ZKN_COMMENT_A_147_000	[~ 147]
ZKN_COMMENT_A_148_000	[~ 148]
ZKN_COMMENT_A_149_000	[~ 149]
ZKN_COMMENT_A_150_000	[~ 150]
ZKN_COMMENT_A_151_000	[~ 151]
ZKN_COMMENT_A_152_000	[~ 152]
ZKN_COMMENT_A_153_000	[~ 153]
ZKN_COMMENT_A_154_000	[~ 154]
ZKN_COMMENT_A_155_000	ジョウトの地に　棲みし　ポケモン。\n小胆な　気性ゆえ　常より　身を\n丸めるが　秘めたる　火力は　強烈。
ZKN_COMMENT_A_156_000	絶対に　燃えることなき　摩訶不思議な\n体毛なり。　背を　此方へ　向けるは\n攻撃の　合図なれば　注意されたし。
ZKN_COMMENT_A_157_000	[~ 157]
ZKN_COMMENT_A_158_000	[~ 158]
ZKN_COMMENT_A_159_000	[~ 159]
ZKN_COMMENT_A_160_000	[~ 160]
ZKN_COMMENT_A_161_000	[~ 161]
ZKN_COMMENT_A_162_000	[~ 162]
ZKN_COMMENT_A_163_000	[~ 163]
ZKN_COMMENT_A_164_000	[~ 164]
ZKN_COMMENT_A_165_000	[~ 165]
ZKN_COMMENT_A_166_000	[~ 166]
ZKN_COMMENT_A_167_000	[~ 167]
ZKN_COMMENT_A_168_000	[~ 168]
ZKN_COMMENT_A_169_000	後肢　変形し　翼となる。　４枚の翼\n巧みに操りて　洞の　狭き横穴も\n速度　落とさず　見事に　飛翔す。
ZKN_COMMENT_A_170_000	[~ 170]
ZKN_COMMENT_A_171_000	[~ 171]
ZKN_COMMENT_A_172_000	頬の袋に　電気　蓄えるも　感情\n昂りしとき　弾みで　放電す。\n幼体ゆえ　電気の　扱いが　未熟なり。
ZKN_COMMENT_A_173_000	星の　煌めきが如き　体形なり。\n箒星　降り注ぎし夜　同胞と集まり\n踊る姿は　まさに　星の化身なり。
ZKN_COMMENT_A_174_000	[~ 174]
ZKN_COMMENT_A_175_000	卵に似た姿。　野山にて　遭遇し折\n卵が動いたと　早とちりする者　多し。\n邪気なき笑顔　人心を癒す　効能あり。
ZKN_COMMENT_A_176_000	野山にて　遭遇した　記録なし。\n心　通じる者の　庇護あれば　姿を変え\n大いなる果報　もたらすと　噂絶えず。
ZKN_COMMENT_A_177_000	[~ 177]
ZKN_COMMENT_A_178_000	[~ 178]
ZKN_COMMENT_A_179_000	[~ 179]
ZKN_COMMENT_A_180_000	[~ 180]
ZKN_COMMENT_A_181_000	[~ 181]
ZKN_COMMENT_A_182_000	[~ 182]
ZKN_COMMENT_A_183_000	[~ 183]
ZKN_COMMENT_A_184_000	[~ 184]
ZKN_COMMENT_A_185_000	樹木の素振りするも　幼子も　欺けず。\nその体は　樹皮ならず　岩の手触り。\n水を　ひどく嫌う習性　特記に値す。
ZKN_COMMENT_A_186_000	[~ 186]
ZKN_COMMENT_A_187_000	[~ 187]
ZKN_COMMENT_A_188_000	[~ 188]
ZKN_COMMENT_A_189_000	[~ 189]
ZKN_COMMENT_A_190_000	掌の如く　器用に　働く　尻尾　持ち\n樹上に　暮らす。　古文書に　腕一本の\n珍妙なポケモンとの　記述　残る。
ZKN_COMMENT_A_191_000	[~ 191]
ZKN_COMMENT_A_192_000	[~ 192]
ZKN_COMMENT_A_193_000	その翅　彼方　透け見えるほど　薄く\n頼りなし。　しかれども　飛翔し際は\n大気乱し　人家　吹き飛ばす　力あり。
ZKN_COMMENT_A_194_000	[~ 194]
ZKN_COMMENT_A_195_000	[~ 195]
ZKN_COMMENT_A_196_000	摩訶不思議な力　操りて　空模様や\n人心　先読みす。　日の光　浴びしとき\n額の　緋の珠　輝きて　活力を増す。
ZKN_COMMENT_A_197_000	月光　降り注ぎし　夜半こそ　活発に\n行動す。　大きな　眼は　暗闇なれど\n獲物の姿を　しかと　捉えたり。
ZKN_COMMENT_A_198_000	凶兆を運ぶと　忌避されし　ポケモン。\n出会いし際は　すらかみ屋は繁盛繁盛\nとの　まじない　唱えよと　教わる。
ZKN_COMMENT_A_199_000	[~ 199]
ZKN_COMMENT_A_200_000	闇に潜み　稚児のごときに　すすり泣き\n旅人の肝を　冷やす。　怯える様　見て\n喜びしとき　胸の赤き珠　妖しく光る。
ZKN_COMMENT_A_201_000	生物とは思えぬ　異形の姿なり。\n形状　異なるもの多く　異国の文字との\n共通性を　訴えるも　評価されず。
ZKN_COMMENT_A_202_000	[~ 202]
ZKN_COMMENT_A_203_000	[~ 203]
ZKN_COMMENT_A_204_000	[~ 204]
ZKN_COMMENT_A_205_000	[~ 205]
ZKN_COMMENT_A_206_000	[~ 206]
ZKN_COMMENT_A_207_000	尾の先端　凶悪なる　太い針を　有す。\n獲物の顔面に　被さり　視覚を遮蔽し\n尾の針にて　毒を注入し　仕留めたり。
ZKN_COMMENT_A_208_000	奇天烈な　道具により　進化せし姿。\n鋼鉄の粒を　まぶせし　体は　硬く\n金剛石でも　傷付けること　能わず。
ZKN_COMMENT_A_209_000	[~ 209]
ZKN_COMMENT_A_210_000	[~ 210]
ZKN_COMMENT_A_211_000	[~ 211]
ZKN_COMMENT_A_212_000	奇天烈な　道具により　進化せし姿。\n全身を覆う　殻は　鍛錬されし　鋼に\n勝る　高い強度を　記録するものなり。
ZKN_COMMENT_A_213_000	[~ 213]
ZKN_COMMENT_A_214_000	比類なき　角を　頂く。　力比べにては\n伝統武芸に　興じる　力自慢　数名を\nまとめて　投げ飛ばす　剛力なり。
ZKN_COMMENT_A_215_000	ヒスイの地に棲む　ニューラと　同一の\n起原なれど　性質は　異なり　陰湿。\n土と水　心身に影響すると　仮説あり。
ZKN_COMMENT_A_216_000	掌に　染む　甘き蜜を　舐める　仕草。\nミツハニー　集めし　蜜を　巣より\n頂戴し　我がものとする　したたかさ。
ZKN_COMMENT_A_217_000	ヒスイの地を　寒気　覆いたる　季節\n好物の木の実　集めに　野山を徘徊す。\n空腹ゆえ　気が立ち　極めて凶暴。
ZKN_COMMENT_A_218_000	[~ 218]
ZKN_COMMENT_A_219_000	[~ 219]
ZKN_COMMENT_A_220_000	草むら　雪に　埋もれし茸を　匂いにて\n探す才に　長ず。　古より　ヒスイの地\n暮らす者　この才に　頼ること　多し。
ZKN_COMMENT_A_221_000	長毛にて　目や口のみならず　四肢まで\n覆い　厳しい冷気に　耐えうる姿なり。\n敵　打ち負かす　白き牙　備える。
ZKN_COMMENT_A_222_000	[~ 222]
ZKN_COMMENT_A_223_000	口より　水流　噴射す。　命中精度\n極めて　正確。　木の枝に　下がりし\nミノムッチを　撃ち落とし　捕らえる。
ZKN_COMMENT_A_224_000	水を　口より　噴射する技は　同じだが\n姿　あまりにも　違うゆえに　長き間\nテッポウオの進化と　信じられず。
ZKN_COMMENT_A_225_000	[~ 225]
ZKN_COMMENT_A_226_000	大海　優雅に泳ぎ　穏やかな　性質。\n遊泳速度　増せば　海面より　飛び出し\n鳥ポケモンと　見間違うこと　多し。
ZKN_COMMENT_A_227_000	[~ 227]
ZKN_COMMENT_A_228_000	[~ 228]
ZKN_COMMENT_A_229_000	[~ 229]
ZKN_COMMENT_A_230_000	[~ 230]
ZKN_COMMENT_A_231_000	[~ 231]
ZKN_COMMENT_A_232_000	[~ 232]
ZKN_COMMENT_A_233_000	奇天烈な　道具により　進化せし姿。\n仕草の種類　増え　表情　豊かになる。\nされど　生態は　未だ　解明　叶わず。
ZKN_COMMENT_A_234_000	面妖な形の枝角は　見る者　惑わす力を\n秘める。　抜け落ちた　角の　黒き珠を\nすり潰した　薬は　不眠に　効果あり。
ZKN_COMMENT_A_235_000	[~ 235]
ZKN_COMMENT_A_236_000	[~ 236]
ZKN_COMMENT_A_237_000	[~ 237]
ZKN_COMMENT_A_238_000	[~ 238]
ZKN_COMMENT_A_239_000	両腕を　回して　発電す。　雷雨の中\n野山より　賑やかな童の声　聞こえれば\nそれは　エレキッドのものなり。
ZKN_COMMENT_A_240_000	火山地帯に　生息。　呼吸の度に\n口と鼻より　火の粉を　漏らす。\n体調万全の折は　炎　黄色味　帯びる。
ZKN_COMMENT_A_241_000	[~ 241]
ZKN_COMMENT_A_242_000	情け深く　病の　人やポケモン　あらば\n治るまで　看病す。　産みし卵　これ\n絶品なりて　食し者に　幸を　もたらす。
ZKN_COMMENT_A_243_000	[~ 243]
ZKN_COMMENT_A_244_000	[~ 244]
ZKN_COMMENT_A_245_000	[~ 245]
ZKN_COMMENT_A_246_000	[~ 246]
ZKN_COMMENT_A_247_000	[~ 247]
ZKN_COMMENT_A_248_000	[~ 248]
ZKN_COMMENT_A_249_000	[~ 249]
ZKN_COMMENT_A_250_000	[~ 250]
ZKN_COMMENT_A_251_000	[~ 251]
ZKN_COMMENT_A_252_000	[~ 252]
ZKN_COMMENT_A_253_000	[~ 253]
ZKN_COMMENT_A_254_000	[~ 254]
ZKN_COMMENT_A_255_000	[~ 255]
ZKN_COMMENT_A_256_000	[~ 256]
ZKN_COMMENT_A_257_000	[~ 257]
ZKN_COMMENT_A_258_000	[~ 258]
ZKN_COMMENT_A_259_000	[~ 259]
ZKN_COMMENT_A_260_000	[~ 260]
ZKN_COMMENT_A_261_000	[~ 261]
ZKN_COMMENT_A_262_000	[~ 262]
ZKN_COMMENT_A_263_000	[~ 263]
ZKN_COMMENT_A_264_000	[~ 264]
ZKN_COMMENT_A_265_000	樹液　好み　野山に　数多　生息す。\n異なる姿に　進化するも　理由不明。\n外見にて　判別すること　叶わず。
ZKN_COMMENT_A_266_000	細き糸にて　体　包みつつ　進化の活力\n蓄積す。　手足出せず　動き　鈍いが\n双眸にて　睨み利かし　抜け目なし。
ZKN_COMMENT_A_267_000	色彩鮮やかにて　見目　大層　麗しいが\n蜜　集めし　ミツハニーを　追い払い\n好物を　独り占めせんとする　強欲さ。
ZKN_COMMENT_A_268_000	体　包む　糸は　細くも　強度は十分。\nカラサリスの糸より　色艶　秀でており\n仕立てた着物は　上物と　評判なり。
ZKN_COMMENT_A_269_000	闇夜の　かがり火に　誘われる　習性。\n毒性の強き　鱗粉　ばら撒くゆえ\n集落より　追い払うのに　難儀す。
ZKN_COMMENT_A_270_000	[~ 270]
ZKN_COMMENT_A_271_000	[~ 271]
ZKN_COMMENT_A_272_000	[~ 272]
ZKN_COMMENT_A_273_000	[~ 273]
ZKN_COMMENT_A_274_000	[~ 274]
ZKN_COMMENT_A_275_000	[~ 275]
ZKN_COMMENT_A_276_000	[~ 276]
ZKN_COMMENT_A_277_000	[~ 277]
ZKN_COMMENT_A_278_000	[~ 278]
ZKN_COMMENT_A_279_000	[~ 279]
ZKN_COMMENT_A_280_000	気分　沈みし者より　気性　朗らかなる\n者を　好む　傾向あり。　老若男女を\n区別せず。　さらなる調査　課題なり。
ZKN_COMMENT_A_281_000	乙女の如き姿なれど　不可思議な能力\n操り　楽園なる景色を　映し出したり。\n紅のかんざしに　秘密あると　推測す。
ZKN_COMMENT_A_282_000	親愛なる主　守護する覚悟　見せり。\n淑女を想起する　純白のドレスこそ\n命賭す者　まといし　装束と　言えり。
ZKN_COMMENT_A_283_000	[~ 283]
ZKN_COMMENT_A_284_000	[~ 284]
ZKN_COMMENT_A_285_000	[~ 285]
ZKN_COMMENT_A_286_000	[~ 286]
ZKN_COMMENT_A_287_000	[~ 287]
ZKN_COMMENT_A_288_000	[~ 288]
ZKN_COMMENT_A_289_000	[~ 289]
ZKN_COMMENT_A_290_000	[~ 290]
ZKN_COMMENT_A_291_000	[~ 291]
ZKN_COMMENT_A_292_000	[~ 292]
ZKN_COMMENT_A_293_000	[~ 293]
ZKN_COMMENT_A_294_000	[~ 294]
ZKN_COMMENT_A_295_000	[~ 295]
ZKN_COMMENT_A_296_000	[~ 296]
ZKN_COMMENT_A_297_000	[~ 297]
ZKN_COMMENT_A_298_000	[~ 298]
ZKN_COMMENT_A_299_000	ヒスイの民　赤き鼻先が　つねに　北方\n指し示すと知り　遠出しとき　大いに\n頼る。　古き　羅針盤の原理に　通ず。
ZKN_COMMENT_A_300_000	[~ 300]
ZKN_COMMENT_A_301_000	[~ 301]
ZKN_COMMENT_A_302_000	[~ 302]
ZKN_COMMENT_A_303_000	[~ 303]
ZKN_COMMENT_A_304_000	[~ 304]
ZKN_COMMENT_A_305_000	[~ 305]
ZKN_COMMENT_A_306_000	[~ 306]
ZKN_COMMENT_A_307_000	[~ 307]
ZKN_COMMENT_A_308_000	[~ 308]
ZKN_COMMENT_A_309_000	[~ 309]
ZKN_COMMENT_A_310_000	[~ 310]
ZKN_COMMENT_A_311_000	[~ 311]
ZKN_COMMENT_A_312_000	[~ 312]
ZKN_COMMENT_A_313_000	[~ 313]
ZKN_COMMENT_A_314_000	[~ 314]
ZKN_COMMENT_A_315_000	美麗なれど　猛毒　たたえし棘　有す。\n我が故郷では　決闘の申し出に　これを\n相手に送る　古き習わし　伝わる。
ZKN_COMMENT_A_316_000	[~ 316]
ZKN_COMMENT_A_317_000	[~ 317]
ZKN_COMMENT_A_318_000	[~ 318]
ZKN_COMMENT_A_319_000	[~ 319]
ZKN_COMMENT_A_320_000	[~ 320]
ZKN_COMMENT_A_321_000	[~ 321]
ZKN_COMMENT_A_322_000	[~ 322]
ZKN_COMMENT_A_323_000	[~ 323]
ZKN_COMMENT_A_324_000	[~ 324]
ZKN_COMMENT_A_325_000	[~ 325]
ZKN_COMMENT_A_326_000	[~ 326]
ZKN_COMMENT_A_327_000	[~ 327]
ZKN_COMMENT_A_328_000	[~ 328]
ZKN_COMMENT_A_329_000	[~ 329]
ZKN_COMMENT_A_330_000	[~ 330]
ZKN_COMMENT_A_331_000	[~ 331]
ZKN_COMMENT_A_332_000	[~ 332]
ZKN_COMMENT_A_333_000	[~ 333]
ZKN_COMMENT_A_334_000	[~ 334]
ZKN_COMMENT_A_335_000	[~ 335]
ZKN_COMMENT_A_336_000	[~ 336]
ZKN_COMMENT_A_337_000	[~ 337]
ZKN_COMMENT_A_338_000	[~ 338]
ZKN_COMMENT_A_339_000	水　濁りし　沼地を　棲み処とす。\n視界　悪く　天敵より　姿を隠す。\n体表の粘液により　手掴み　難儀なり。
ZKN_COMMENT_A_340_000	尾鰭　打ちつけ　沼底　揺るがし\n仰天　逃げんとする　獲物を　丸飲み。\nこれを　人は　地震の源と　勘違いす。
ZKN_COMMENT_A_341_000	[~ 341]
ZKN_COMMENT_A_342_000	[~ 342]
ZKN_COMMENT_A_343_000	[~ 343]
ZKN_COMMENT_A_344_000	[~ 344]
ZKN_COMMENT_A_345_000	[~ 345]
ZKN_COMMENT_A_346_000	[~ 346]
ZKN_COMMENT_A_347_000	[~ 347]
ZKN_COMMENT_A_348_000	[~ 348]
ZKN_COMMENT_A_349_000	[~ 349]
