bag.dat
msg_ui_bag_okodukai_00	Money
ZKN_COMMENT_A_270_000	[~ 270]
ZKN_COMMENT_A_271_000	[~ 271]
ZKN_COMMENT_A_272_000	[~ 272]
ZKN_COMMENT_A_273_000	[~ 273]
ZKN_COMMENT_A_274_000	[~ 274]
ZKN_COMMENT_A_275_000	[~ 275]
ZKN_COMMENT_A_276_000	[~ 276]
ZKN_COMMENT_A_277_000	[~ 277]
ZKN_COMMENT_A_278_000	[~ 278]
ZKN_COMMENT_A_279_000	[~ 279]
ZKN_COMMENT_A_280_000	Tends to prefer people with a chipper disposition to those who\nare gloomy, but it has shown no discrimination with regard to\nage or gender. Needs more research.
ZKN_COMMENT_A_281_000	It resembles a maiden in appearance, but it wields strange\npowers to project visions of paradise. I suspect the crimson\nornaments on its head are the key to its abilities.
ZKN_COMMENT_A_282_000	It will dedicate itself to defending a master it has come to\nadore. Its pure white dress, reminiscent of those worn by ladies\nof nobility, is the dress of one who is willing to risk their life.
ZKN_COMMENT_A_283_000	[~ 283]
ZKN_COMMENT_A_284_000	[~ 284]
ZKN_COMMENT_A_285_000	[~ 285]
ZKN_COMMENT_A_286_000	[~ 286]
ZKN_COMMENT_A_287_000	[~ 287]
ZKN_COMMENT_A_288_000	[~ 288]
ZKN_COMMENT_A_289_000	[~ 289]
ZKN_COMMENT_A_290_000	[~ 290]
ZKN_COMMENT_A_291_000	[~ 291]
ZKN_COMMENT_A_292_000	[~ 292]
ZKN_COMMENT_A_293_000	[~ 293]
ZKN_COMMENT_A_294_000	[~ 294]
ZKN_COMMENT_A_295_000	[~ 295]
ZKN_COMMENT_A_296_000	[~ 296]
ZKN_COMMENT_A_297_000	[~ 297]
ZKN_COMMENT_A_298_000	[~ 298]
ZKN_COMMENT_A_299_000	Once the people of Hisui discovered that its red nose always\npoints north, they grew to rely on it greatly when traveling afar.\nThe nose seems to work in a similar way to ancient compasses.
ZKN_COMMENT_A_300_000	[~ 300]
ZKN_COMMENT_A_301_000	[~ 301]
ZKN_COMMENT_A_302_000	[~ 302]
ZKN_COMMENT_A_303_000	[~ 303]
ZKN_COMMENT_A_304_000	[~ 304]
ZKN_COMMENT_A_305_000	[~ 305]
ZKN_COMMENT_A_306_000	[~ 306]
ZKN_COMMENT_A_307_000	[~ 307]
ZKN_COMMENT_A_308_000	[~ 308]
ZKN_COMMENT_A_309_000	[~ 309]
ZKN_COMMENT_A_310_000	[~ 310]
ZKN_COMMENT_A_311_000	[~ 311]
ZKN_COMMENT_A_312_000	[~ 312]
ZKN_COMMENT_A_313_000	[~ 313]
ZKN_COMMENT_A_314_000	[~ 314]
ZKN_COMMENT_A_315_000	Though beautiful, it has highly poisonous thorns. There is an old\ntradition in my homeland wherein one would send these thorns\nto an opponent to challenge them to a duel.
ZKN_COMMENT_A_316_000	[~ 316]
ZKN_COMMENT_A_317_000	[~ 317]
ZKN_COMMENT_A_318_000	[~ 318]
ZKN_COMMENT_A_319_000	[~ 319]
ZKN_COMMENT_A_320_000	[~ 320]
ZKN_COMMENT_A_321_000	[~ 321]
ZKN_COMMENT_A_322_000	[~ 322]
ZKN_COMMENT_A_323_000	[~ 323]
ZKN_COMMENT_A_324_000	[~ 324]
ZKN_COMMENT_A_325_000	[~ 325]
ZKN_COMMENT_A_326_000	[~ 326]
ZKN_COMMENT_A_327_000	[~ 327]
ZKN_COMMENT_A_328_000	[~ 328]
ZKN_COMMENT_A_329_000	[~ 329]
ZKN_COMMENT_A_330_000	[~ 330]
ZKN_COMMENT_A_331_000	[~ 331]
ZKN_COMMENT_A_332_000	[~ 332]
ZKN_COMMENT_A_333_000	[~ 333]
ZKN_COMMENT_A_334_000	[~ 334]
ZKN_COMMENT_A_335_000	[~ 335]
ZKN_COMMENT_A_336_000	[~ 336]
ZKN_COMMENT_A_337_000	[~ 337]
ZKN_COMMENT_A_338_000	[~ 338]
ZKN_COMMENT_A_339_000	Makes its home in swamps with murky water. The poor visibility\nhides this Pokémon from predators, and the slime on its body\nmakes grasping it difficult.
ZKN_COMMENT_A_340_000	Strikes its caudal fin against the swamp bed to shake the ground\nand startle its prey. It will then swallow the fleeing prey whole.\nPeople mistook this behavior as the cause of earthquakes.
ZKN_COMMENT_A_341_000	[~ 341]
ZKN_COMMENT_A_342_000	[~ 342]
ZKN_COMMENT_A_343_000	[~ 343]
ZKN_COMMENT_A_344_000	[~ 344]
ZKN_COMMENT_A_345_000	[~ 345]
ZKN_COMMENT_A_346_000	[~ 346]
ZKN_COMMENT_A_347_000	[~ 347]
ZKN_COMMENT_A_348_000	[~ 348]
ZKN_COMMENT_A_349_000	[~ 349]
ZKN_COMMENT_A_350_000	[~ 350]
ZKN_COMMENT_A_351_000	[~ 351]
ZKN_COMMENT_A_352_000	[~ 352]
ZKN_COMMENT_A_353_000	[~ 353]
ZKN_COMMENT_A_354_000	[~ 354]
ZKN_COMMENT_A_355_000	I’ve heard that the children of Hisui all begin to behave once\nthey’ve been told the story of how this Pokémon roams about\nbefore the witching hour to spirit away misbehaving children.
ZKN_COMMENT_A_356_000	There are rumors that peeking inside its bandage-wrapped body\nwill cause one to get pulled in through the gaps between the\nbandages, never to return. I’ve been too scared to verify.
ZKN_COMMENT_A_357_000	[~ 357]
ZKN_COMMENT_A_358_000	Can emit waves of air powerful enough to knock out prey taller\nthan itself. I hypothesize that it amplifies the faint sound of wind\nwithin its body.
ZKN_COMMENT_A_359_000	[~ 359]
ZKN_COMMENT_A_360_000	[~ 360]
ZKN_COMMENT_A_361_000	Arrives alongside the first snow. It’s thought that homes Snorunt\nvisit will prosper for many generations. By tradition, one might\noffer a lump of ice made from pure water at one’s front door.
ZKN_COMMENT_A_362_000	It covers its body with an armor of ice harder than steel. Uses its\nbreath to freeze prey, which it then devours as if they were\nfrozen desserts.
ZKN_COMMENT_A_363_000	During the season when drift ice approaches the shore, Spheal\nprefers living on the ice—where fewer predators lurk—rather\nthan the land. Its fur retains heat superbly and resists harsh cold.
ZKN_COMMENT_A_364_000	Its white whiskers are very sensitive. Sealeo will balance Spheal\non the tip of its nose, checking its scent and its feel to be sure\nthe Spheal is healthy.
ZKN_COMMENT_A_365_000	Its thick tusks are strong enough to shatter drift ice. They have\nbeen known to break, but they will grow back by the next year.\nThe Hisui region is well known for these broken tusks.
ZKN_COMMENT_A_366_000	[~ 366]
ZKN_COMMENT_A_367_000	[~ 367]
ZKN_COMMENT_A_368_000	[~ 368]
ZKN_COMMENT_A_369_000	[~ 369]
ZKN_COMMENT_A_370_000	[~ 370]
ZKN_COMMENT_A_371_000	[~ 371]
ZKN_COMMENT_A_372_000	[~ 372]
ZKN_COMMENT_A_373_000	[~ 373]
ZKN_COMMENT_A_374_000	[~ 374]
ZKN_COMMENT_A_375_000	[~ 375]
ZKN_COMMENT_A_376_000	[~ 376]
ZKN_COMMENT_A_377_000	[~ 377]
ZKN_COMMENT_A_378_000	[~ 378]
ZKN_COMMENT_A_379_000	[~ 379]
ZKN_COMMENT_A_380_000	[~ 380]
ZKN_COMMENT_A_381_000	[~ 381]
ZKN_COMMENT_A_382_000	[~ 382]
ZKN_COMMENT_A_383_000	[~ 383]
ZKN_COMMENT_A_384_000	[~ 384]
ZKN_COMMENT_A_385_000	[~ 385]
ZKN_COMMENT_A_386_000	[~ 386]
ZKN_COMMENT_A_387_000	This Pokémon becomes more energetic the more sunlight there\nis. The part resembling a shell is similar to silt and is slightly\ndamp and warm to the touch.
ZKN_COMMENT_A_388_000	Appears where there is clean spring water. The fruit that grows\non the shrubs on its shell is sweet, nutritious, and truly delicious.
ZKN_COMMENT_A_389_000	This remarkable, large-bodied Pokémon would serve beautifully\nas borrowed scenery for a garden, and its strength is peerless.\nTorterra roams the wilderness in search of clean water.
ZKN_COMMENT_A_390_000	Full of vigor and always in high spirits. It was once known by the\nname “Lantern-Tail” and feared as some kind of apparition.
ZKN_COMMENT_A_391_000	The deeper the blue on its face, the more powerful it will grow\nto become. It leaps about every which way and lands powerful\nblows against its opponents with the flame on its tail.
ZKN_COMMENT_A_392_000	A tall, hardy Pokémon with a dazzling appearance. It shrouds\nitself in flame and battles as if engaged in dance—truly a sight\nto behold.
ZKN_COMMENT_A_393_000	Prefers cold climes and appears along coasts. It’s an adorable\nlittle thing—as cute as any child—but it’s also prideful, unwilling\nto accept handouts from people.
ZKN_COMMENT_A_394_000	It swims gracefully through the frigid sea and sings with a voice\nlike the roaring tide. It has powerful, sturdy wings and dignity\nto match.
ZKN_COMMENT_A_395_000	Since ancient times, it has been revered by the people of Hisui,\nwho call it the Master of the Waves. Its wings are a match for\neven master-crafted blades.
ZKN_COMMENT_A_396_000	They live in the fields and mountains, gathering in large flocks.\nTheir cries are quite obnoxious. Though small, their wings are\nstrong—a strike from them leaves pain that persists for a week.
ZKN_COMMENT_A_397_000	They form remarkably large flocks and are constantly fighting\namongst themselves. I suspect that those with magnificent\nplumes on their heads are the strong ones.
ZKN_COMMENT_A_398_000	It has left the flock, having gained strength enough to survive on\nits own. The astounding force with which Staraptor flies through\nthe air allows it to carry away large, burly targets.
ZKN_COMMENT_A_399_000	Bidoof has an unsophisticated face and is rarely flustered by\nanything. There have been incidents involving Bidoof sauntering\ninto villages and gnawing on the houses without a single care.
ZKN_COMMENT_A_400_000	Bibarel fur repels water and is also a fantastic material for heat\nretention. These Pokémon create dams on rivers to live in.
ZKN_COMMENT_A_401_000	When the trees take on new hues, more of these Pokémon\nappear. The tone they create by striking their antennae together\nresembles that of the marimba, an instrument of foreign lands.
ZKN_COMMENT_A_402_000	It uses its cutlass-like arms to produce sound, the melody of\nwhich varies from individual to individual. It is a worthwhile\nendeavor to seek out one’s favorite tunes.
ZKN_COMMENT_A_403_000	Shakes its body to generate electricity. Its stature belies its\naggression—one must be patient to tame this Pokémon.
ZKN_COMMENT_A_404_000	Proudly uses its electrified claws as weapons. It seems to be a\ngracious Pokémon, evenly sharing the spoils of the hunt with\nothers of its kind.
ZKN_COMMENT_A_405_000	They form packs, each having one male as leader. Legends say\nthat when Luxray’s two eyes shimmer with gold, the Pokémon\ncan see through anything.
ZKN_COMMENT_A_406_000	When the sun’s light strengthens, the bud atop this Pokémon’s\nhead opens. This is a sign to the people that the harsh winter is\nover, and the season of budding has begun.
ZKN_COMMENT_A_407_000	Hidden within the bouquet on each hand are thorned whips\nloaded with virulent poison. Roserade moves gracefully as it\ncorners its prey and mercilessly lashes them with its whips.
ZKN_COMMENT_A_408_000	An incredibly rare sight. They duel each other by ramming their\nheads together, and the resulting sound echoes throughout the\narea like the pealing of a bell.
ZKN_COMMENT_A_409_000	Very little is known about its biology. Can knock down massive\ntrees by smashing its beautiful, pearl-like crown against them.
ZKN_COMMENT_A_410_000	Much remains unknown about this Pokémon, as few have ever\nseen it. However, we know that it is calm and dislikes conflict,\nand it enjoys polishing its face against trees and rocks.
ZKN_COMMENT_A_411_000	Its face is sturdy—as strong as diamond—and this hardness\noffers a very stable defense. Much about this species is still\nunknown, such as its natural habitat.
ZKN_COMMENT_A_412_000	If its cloak is even slightly damaged, Burmy will immediately\nrepair it with whatever is close at hand. The Pokémon within the\ncloak is scrawny and vulnerable to the cold.
ZKN_COMMENT_A_413_000	The cloak—fashioned from plant matter—has merged with the\nPokémon and is now part of the body, like fur or skin. I suspect\nthis fusion is an effect of the energy involved in evolution.
ZKN_COMMENT_A_414_000	Scatters steel-colored scales as it flaps its wings. Despite\nbeing observed feeding primarily on the nectar of flowers,\nMothim is not often seen around flower gardens.
ZKN_COMMENT_A_415_000	They swear fealty to a queen Pokémon and work diligently to\ngather nectar. Each swarm produces a different flavor of honey.
ZKN_COMMENT_A_416_000	Commands its subjects to build its hive. It will dispatch any\ninterlopers who dare sneak into its nest and use them as\nnourishment for itself.
ZKN_COMMENT_A_417_000	A species related to the Pikachu line. Though Pachirisu is a calm\nPokémon, it still presents a danger should one touch its\nelectrified tail or cheeks.
ZKN_COMMENT_A_418_000	It moves freely in the water by spinning its forked tail for\npropulsion. The resemblance to the screw of a steamboat\nis coincidental.
ZKN_COMMENT_A_419_000	Has a long, rather splendid flotation sac, which prevents\nFloatzel from drowning even in stormy seas. One might glimpse\nthis species around fishing hamlets from time to time.
ZKN_COMMENT_A_420_000	Once the fruit growing alongside the main body is large and\nplump, Cherubi will use the nutrients within to evolve. The fruit\nthen detaches, becoming nourishment for other creatures.
ZKN_COMMENT_A_421_000	Motionless, save for the occasional quiver. A rich array of\nPokémon can be found gathered around it, drawn by the\nscent exuded from Cherrim’s folded petals.
ZKN_COMMENT_A_422_000	Found in abundance on seashores bordering warm waters.\nShellos are unexpectedly friendly and will crawl toward any\nperson they see. Take care not to get coated in mucus!
ZKN_COMMENT_A_423_000	Eats beach sand for nourishment. Should one Gastrodon\nencounter another of a different color, a fierce battle will\ninevitably ensue.
ZKN_COMMENT_A_424_000	To affirm their kinship, members of this species will form a ring\nby linking their newly doubled tails together. On rare occasions,\nhumans have been accepted into such rings.
ZKN_COMMENT_A_425_000	Said to lure away young children and carry them off to the\nafterlife. Some whisper that Drifloon are formed of reincarnated\nhuman souls, but these rumors are as yet unconfirmed.
ZKN_COMMENT_A_426_000	It drifts along at dusk, perfectly silent. Its transient, melancholy\naspect touches some people deeply—every so often, one will\ncome upon a song or poem devoted to Drifblim.
ZKN_COMMENT_A_427_000	My hypothesis as to why Buneary rolls up its ears is that its\nhearing is far too keen. I surmise that the Pokémon protects its\nhearing by limiting the sound that may enter its ears.
ZKN_COMMENT_A_428_000	Its fur is warm and yet remarkably light. This Pokémon kicks as\nthough it were a master of karate, driving back its opponents\nwith ease.
ZKN_COMMENT_A_429_000	The incantations Mismagius chants can ward against misfortune,\nso a custom exists of inviting it into one’s home. Incur the\nPokémon’s displeasure, however, and disaster will surely ensue.
ZKN_COMMENT_A_430_000	One cry from this Pokémon, and a murder of Murkrow come\nflying. At such times, one would think the curtain of night had\nfallen, plunging the world into jet-black darkness.
ZKN_COMMENT_A_431_000	Bewitches humans with its helical tail and piercing gaze.\nIts hidden claws are quite sharp as well, making this Pokémon\nan exceedingly tricky opponent if antagonized.
ZKN_COMMENT_A_432_000	Though impudent and difficult to tame, Purugly enjoys great\npopularity due to its fur, the beauty of which surpasses\neven velveteen.
ZKN_COMMENT_A_433_000	This Pokémon gave me an excruciating headache when it\nseemingly cried out without making a sound. Perhaps there are\nsome sounds that the human ear is simply incapable of hearing.
ZKN_COMMENT_A_434_000	The poison that gushes from its aft end is accompanied by an\nutterly evil-smelling odor with such potency that one whiff can\ninduce memory loss.
ZKN_COMMENT_A_435_000	Sprays a poisonous fluid to take down prey. Sometimes, unable\nto stomach the stench of its own fluid, it leaves the bested\nprey uneaten.
ZKN_COMMENT_A_436_000	Floats using a mysterious energy. The pattern engraved upon its\nback is held as sacred and can sometimes be found in imagery\nfrom ancient cemeteries and other such timeworn places.
ZKN_COMMENT_A_437_000	Some believe that its bell-like cry opens holes to another world.\nIt has been revered as a deity since ancient times.
ZKN_COMMENT_A_438_000	Its tears elicit sympathy from those who see them, but do\nnot be deceived! This expulsion of body water is merely a\nphysiological mechanism for keeping itself in good health.
ZKN_COMMENT_A_439_000	Known to turn up in bustling marketplaces now and again.\nIt mimics people much as a child would, then watches how they\nreact, eyes sparkling.
ZKN_COMMENT_A_440_000	In imitation of Chansey, it keeps a round stone tucked into its\nbelly pouch and cherishes it dearly. It gets along well with\nchildren and will sometimes play house with them for fun.
ZKN_COMMENT_A_441_000	A versatile performer skilled in the imitation of human speech.\nIt is said that older, more experienced Chatot can even\nunderstand the meaning of the words they mimic.
ZKN_COMMENT_A_442_000	It lays curses by thinking wicked thoughts. Writings tell that this\nPokémon was born out of the assembly of five score and eight\nmalevolent spirits.
ZKN_COMMENT_A_443_000	It nests in caves untouched by sunlight. Its sharp teeth may fall\nout when worn away or after an impact, but they regrow within\na few days.
ZKN_COMMENT_A_444_000	Though Gabite are usually of a violent disposition, when I gave\none a glass bead it had been eyeing covetously, it suddenly\nbecame quite docile.
ZKN_COMMENT_A_445_000	Soars across the heavens at blinding speed—a magnificent sight!\nIt has a feral disposition. Utmost caution is required if one\nmeets a Garchomp out in the wilds.
ZKN_COMMENT_A_446_000	Its robust stomach allows it to nonchalantly devour even rotted\nmatter. It pays frequent visits to villages, seeking out food\nscraps intended for compost.
ZKN_COMMENT_A_447_000	Though infantile in appearance, it has the mysterious ability to\nread the minds of humans. The pure of heart are met with\nRiolu’s approval, while those of ill nature earn only its loathing.
ZKN_COMMENT_A_448_000	A most gallant-looking creature. It emits energy waves and\ncontrols them with precision, using them to sense even faraway\nbeings. I have given the name “aura” to this power.
ZKN_COMMENT_A_449_000	Though large and languid, Hippopotas is difficult to detect\ndue to its tendency to burrow into and lurk beneath the soil.\nWhen agitated or excited, it expels sand from its nostrils.
ZKN_COMMENT_A_450_000	Short-tempered and easily moved to violence. It whips up\nwhirlwinds of sand to crush its foes’ spirits, then goes in for\nthe attack.
ZKN_COMMENT_A_451_000	Its claws are not only razor-sharp but poisonous, making Skorupi\na highly dangerous Pokémon. It seems to be weakened by cold\ntemperatures, however.
ZKN_COMMENT_A_452_000	Has a brutish, ferocious temperament. With immense strength\nand a sturdy shell off which swords will bounce, it rampages\nabout and wreaks havoc.
ZKN_COMMENT_A_453_000	A poison wielder with a dastardly personality. Despite such\nqualities, this species is afforded a measure of popularity due\nto its peculiar cry and comical features.
ZKN_COMMENT_A_454_000	Its crimson claws contain a virulent toxin. This toxin can be made\ninto a tonic by diluting it, mixing it with several types of wild\ngrass, and boiling it down over two days.
ZKN_COMMENT_A_455_000	Though this is a plant Pokémon, it has a gluttonous and unruly\ntemperament. Carnivine attacks its prey with its cavernous maw\nwide open.
ZKN_COMMENT_A_456_000	What a gorgeous sight this Pokémon is as it swims with its long,\npink-painted caudal fins fluttering behind it. Finneon’s beautiful\nappearance has led to its nickname: “finery fish.”
ZKN_COMMENT_A_457_000	Uses its gleaming fins to hunt its prey. The view of Lumineon\nschooling near the surface of the sea at night is breathtaking—\nit’s as though there were shining stars right there.
ZKN_COMMENT_A_458_000	Though ball-like in shape, this Pokémon is a proficient swimmer.\nI have discovered that if a Mantyke spends much time with\nschools of Remoraid, it will eventually achieve evolution.
ZKN_COMMENT_A_459_000	One is likely to encounter this Pokémon while out in the snow.\nThere are stories of Snover appearing in human settlements but\ndoing no harm—rather, they bond with the children.
ZKN_COMMENT_A_460_000	A powerful Pokémon that can split huge boulders with ease.\nDislikes associating with others and chooses to live quietly deep\nwithin the mountains, playing with the snow.
ZKN_COMMENT_A_461_000	This species corners prey as a pack, under the guidance of\na leader. Weavile displays increased cunning, leading me to\nspeculate that its evolution caused further brain development.
ZKN_COMMENT_A_462_000	I theorize that a special magnetic field influenced this Pokémon,\nchanging its molecular structure and causing it to evolve. It emits\nstrange radio waves toward space from its antenna.
ZKN_COMMENT_A_463_000	Its tongue can extend and contract freely, and it is capable of\nreaching lengths over 10 times Lickilicky’s height. Beware of the\nsaliva, as it contains corrosive elements.
ZKN_COMMENT_A_464_000	This Pokémon evolved through use of a curious item. Its rocklike\nhide is composed of a mysterious substance and can withstand a\nblow from a masterwork sword with nary a scratch.
ZKN_COMMENT_A_465_000	Draped with long vines, it resembles a shrub in appearance.\nIt swings bundles of vines as though they were arms, wrapping\nthem around prey to ensnare them.
ZKN_COMMENT_A_466_000	Its evolution was induced by an unusual item, and its electrical\noutput rises along with its heart rate. From its tails, it can\nunleash an electric current measuring 20,000 volts.
ZKN_COMMENT_A_467_000	Use of a strange item caused this Pokémon to evolve. Fireballs\nlaunched from the ends of its tubelike arms are hot enough to\nmelt an iron pot in an instant.
ZKN_COMMENT_A_468_000	Scant few have ever sighted this Pokémon. After studying what\nliterature remains, I am certain Togekiss will reveal itself when\npeace reigns in the land.
ZKN_COMMENT_A_469_000	Extremely violent. When hunting, it wastes none of its energy,\naiming only for prey’s most vulnerable spots. Any who manage\nto tame this Pokémon must be of incredible bravery.
ZKN_COMMENT_A_470_000	Cells similar to those of plants have been found in its fur.\nIts hard tail can fell a large tree with one stroke, and the tail’s\nsharpness exceeds even that of a sword crafted by a master.
ZKN_COMMENT_A_471_000	Glaceon is able to lower its body temperature very quickly.\nIt freezes the atmosphere, creating diamond dust that glitters\nlike gems while it flutters and dances around.
ZKN_COMMENT_A_472_000	It glides soundlessly on pitch-black wings and sinks sharp fangs\ninto the throat of its prey. It takes on a look of satisfaction once\nit has entirely drained its prey of blood.
ZKN_COMMENT_A_473_000	This species reached its zenith during the period known as the\nice age. I suspect that Hisui’s frigid climate is in harmony with\nMamoswine’s constitution, thus awakening hidden potential.
ZKN_COMMENT_A_474_000	A curious item induced this evolution. The Pokémon’s offensive\ncapabilities have greatly increased, but the strangeness of its\nbehavior has magnified in equal measure. This worries me.
ZKN_COMMENT_A_475_000	The blades extending from its elbows are sharper than the\nfinest swords. Its swordsmanship, albeit self-taught, is\nastonishingly impressive.
ZKN_COMMENT_A_476_000	It is able to emit powerful magnetism, allowing it control over\nthe iron sand that forms its luscious mustache. Using this iron\nsand, Probopass forms hard stones with which it smites its prey.
ZKN_COMMENT_A_477_000	Comes to those whose lives have come to an end and escorts\ntheir souls to the afterlife. Known to mistakenly take the souls of\nthose who yet have life left in them, albeit rarely.
ZKN_COMMENT_A_478_000	A Pokémon inhabited by the soul of a woman who died bearing\na grudge in the snowy mountains. Legends of Froslass placing\ndeathly curses on misbehaving men send shivers down my spine.
ZKN_COMMENT_A_479_000	This bizarre Pokémon appears to be a will-o’-the-wisp powered\nby electricity. Be wary, as Rotom is both smart and mischievous.
ZKN_COMMENT_A_480_000	A Pokémon feared but also respected for stealing away the\nmemories of evildoers. I have found records that suggest Uxie\nholds dominion over knowledge.
ZKN_COMMENT_A_481_000	Known as the Being of Emotion. In legend, this Pokémon was\nfeared, as any who showed disrespect would have their\nemotions thrown into disarray.
ZKN_COMMENT_A_482_000	The dreaded Being of Willpower. Legends tell of this Pokémon\nmanipulating the will of its adversaries and turning them into\npuppets of its own.
ZKN_COMMENT_A_483_000	This Pokémon is revered as a deity in Hisuian legend. The birth\nof Dialga was what caused the vast river of time to begin\nflowing in our world.
ZKN_COMMENT_A_484_000	This Pokémon is feared as a deity in Hisuian legend. The birth\nof Palkia was what caused the walls of our world to disappear,\ncreating a sky that spans for infinity.
ZKN_COMMENT_A_485_000	Stories tell of this Pokémon being birthed from the boiling\nmagma within Mount Coronet. Its molten-steel body holds\nmany mysteries.
ZKN_COMMENT_A_486_000	According to legend, Regigigas pulled landmasses together and\nbound them with rope to create the continent of Hisui. Though I\nhave my doubts, the story could well contain a shred of truth.
ZKN_COMMENT_A_487_000	There is one Hisuian verse that tells of a powerful light creating\na deep shadow. I imagine that this deep shadow is Giratina.
ZKN_COMMENT_A_488_000	Cresselia is reminiscent of the crescent moon. It leaves a brilliant\nline of light in its wake as it flies across the night sky. I daresay\nit resembles the heavenly maiden who created the Milky Way.
ZKN_COMMENT_A_489_000	Can be seen floating offshore during seasons when the seas are\nwarm. Its azure body blends in with the ocean waters—logic\nsuggests this is a defense mechanism against natural predators.
ZKN_COMMENT_A_490_000	Rumored to migrate across the oceans and visit Hisui’s coastal\nwaters only rarely. Although Manaphy resembles Phione, it is\nalso quite different. The relation between the two is unclear.
ZKN_COMMENT_A_491_000	On a moonless night, a strange incident occurred in which every\none of a village’s inhabitants suffered nightmares. The villagers\nattested that Darkrai appeared before them in these nightmares.
ZKN_COMMENT_A_492_000	When the turning of seasons brings the cruel winter to its end\nand the joyous people give thanks to the heavens, Shaymin\nappears and covers the withered land with flowers.
ZKN_COMMENT_A_493_000	It is the heavenly fount from which pours the light that shines\nacross Hisui. Its luminance guides and protects all Pokémon.\nHisuian mythology states that Arceus is the creator of all things.
ZKN_COMMENT_A_494_000	[~ 494]
ZKN_COMMENT_A_495_000	[~ 495]
ZKN_COMMENT_A_496_000	[~ 496]
ZKN_COMMENT_A_497_000	[~ 497]
ZKN_COMMENT_A_498_000	[~ 498]
ZKN_COMMENT_A_499_000	[~ 499]
ZKN_COMMENT_A_500_000	[~ 500]
ZKN_COMMENT_A_501_000	This Pokémon from the Unova region uses the shell on its belly\nas a weapon to cut down its foes. Thus, I’ve conferred upon this\nshell the name “scalchop.”
ZKN_COMMENT_A_502_000	Its exquisite double-scalchop technique is likely the result of\ndaily training, and it can send even masters of the blade fleeing\nin defeat.
ZKN_COMMENT_A_503_000	[~ 503]
ZKN_COMMENT_A_504_000	[~ 504]
ZKN_COMMENT_A_505_000	[~ 505]
ZKN_COMMENT_A_506_000	[~ 506]
ZKN_COMMENT_A_507_000	[~ 507]
ZKN_COMMENT_A_508_000	[~ 508]
ZKN_COMMENT_A_509_000	[~ 509]
ZKN_COMMENT_A_510_000	[~ 510]
ZKN_COMMENT_A_511_000	[~ 511]
ZKN_COMMENT_A_512_000	[~ 512]
ZKN_COMMENT_A_513_000	[~ 513]
ZKN_COMMENT_A_514_000	[~ 514]
ZKN_COMMENT_A_515_000	[~ 515]
ZKN_COMMENT_A_516_000	[~ 516]
ZKN_COMMENT_A_517_000	[~ 517]
ZKN_COMMENT_A_518_000	[~ 518]
ZKN_COMMENT_A_519_000	[~ 519]
ZKN_COMMENT_A_520_000	[~ 520]
ZKN_COMMENT_A_521_000	[~ 521]
ZKN_COMMENT_A_522_000	[~ 522]
ZKN_COMMENT_A_523_000	[~ 523]
ZKN_COMMENT_A_524_000	[~ 524]
ZKN_COMMENT_A_525_000	[~ 525]
ZKN_COMMENT_A_526_000	[~ 526]
ZKN_COMMENT_A_527_000	[~ 527]
ZKN_COMMENT_A_528_000	[~ 528]
ZKN_COMMENT_A_529_000	[~ 529]
ZKN_COMMENT_A_530_000	[~ 530]
ZKN_COMMENT_A_531_000	[~ 531]
ZKN_COMMENT_A_532_000	[~ 532]
ZKN_COMMENT_A_533_000	[~ 533]
ZKN_COMMENT_A_534_000	[~ 534]
ZKN_COMMENT_A_535_000	[~ 535]
ZKN_COMMENT_A_536_000	[~ 536]
ZKN_COMMENT_A_537_000	[~ 537]
ZKN_COMMENT_A_538_000	[~ 538]
ZKN_COMMENT_A_539_000	[~ 539]
ZKN_COMMENT_A_540_000	[~ 540]
ZKN_COMMENT_A_541_000	[~ 541]
ZKN_COMMENT_A_542_000	[~ 542]
ZKN_COMMENT_A_543_000	[~ 543]
ZKN_COMMENT_A_544_000	[~ 544]
ZKN_COMMENT_A_545_000	[~ 545]
ZKN_COMMENT_A_546_000	[~ 546]
ZKN_COMMENT_A_547_000	[~ 547]
ZKN_COMMENT_A_548_000	The leaves on its head are highly valued for medicinal purposes.\nDry the leaves in the sun, boil them, and then drink the bitter\ndecoction for remarkably effective relief from fatigue.
ZKN_COMMENT_A_549_000	[~ 549]
ZKN_COMMENT_A_550_000	[~ 550]
ZKN_COMMENT_A_552_000	[~ 551]
ZKN_COMMENT_A_553_000	[~ 552]
ZKN_COMMENT_A_554_000	[~ 553]
ZKN_COMMENT_A_555_000	[~ 554]
ZKN_COMMENT_A_556_000	[~ 555]
ZKN_COMMENT_A_557_000	[~ 556]
ZKN_COMMENT_A_558_000	[~ 557]
ZKN_COMMENT_A_559_000	[~ 558]
ZKN_COMMENT_A_560_000	[~ 559]
ZKN_COMMENT_A_561_000	[~ 560]
ZKN_COMMENT_A_562_000	[~ 561]
ZKN_COMMENT_A_563_000	[~ 562]
ZKN_COMMENT_A_564_000	[~ 563]
ZKN_COMMENT_A_565_000	[~ 564]
ZKN_COMMENT_A_566_000	[~ 565]
ZKN_COMMENT_A_567_000	[~ 566]
ZKN_COMMENT_A_568_000	[~ 567]
ZKN_COMMENT_A_569_000	[~ 568]
ZKN_COMMENT_A_570_000	[~ 569]
ZKN_COMMENT_A_571_000	[~ 570]
ZKN_COMMENT_A_572_000	[~ 571]
ZKN_COMMENT_A_573_000	[~ 572]
