MiscData.pak\TEXT_RequiredEntries.msbt
GEN_Inventory_Numbers	0123456789
RightStick_Right	{[0101|200054005800540052005f00520053007400690063006b00520069006700680074000100]}
LeftStick_UpRight	{[0101|240054005800540052005f004c0053007400690063006b0055007000520069006700680074000100]}
RightStick_UpRight	{[0101|240054005800540052005f00520053007400690063006b0055007000520069006700680074000100]}
ZoomIn_Idle	{[0100|27cd]}
ZoomIn_Pressed	{[0100|35cd]}
ZoomOut_Idle	{[0100|28cd]}
ZoomOut_Pressed	{[0100|36cd]}
DownloadedLogBookMsg	{color[89d6ffff]}A new{color[000000ff]} {color[ff0a0aff]}[\{0}]{color[000000ff]} {color[89d6ffff]}entry has been downloaded to your\nLog Book.{color[000000ff]}
ItemAndLogPercentMsg	Item Collection\nItem \{0}%\nLog Book Entries\nScan \{1}%
ControlScheme	Control Scheme
DualStick	Dual Stick
DiagramTitle_DualStick	Dual Stick
Pointer	Pointer
DiagramTitle_Pointer	Pointer
Hybrid	Hybrid
DiagramTitle_Hybrid	Hybrid
Classic	Classic
DiagramTitle_Classic	Classic
SwapBeamMissile	Swap Beam and Missile
SwapVisorMissile	Swap Visor and Missile
CameraControl	Camera
CameraControl_GyroAndStick	Gyro + Stick
CameraControl_StickOnly	Stick Only
CameraPitchRecenter	Recenter Camera On
CameraPitchRecenter_Horizon	Horizon
CameraPitchRecenter_Terrain	Terrain
CursorLock	Lock-On\nFree Aim
CursorLock_Gyro	Gyro
CursorLock_Stick	Stick
CursorLock_Both	Both
ResetCursorLock	Motion Lock
JumpPitch	Jump Footing Check
InvertX	Invert X-Axis
InvertY	Invert Y-Axis
SwapXY	Swap X and Y Inputs
LegacyMapButton	Original Map Button
LegacyMapButton_R	R
LegacyMapButton_ZR	ZR
CameraSensitivityX	Camera Sensitivity X
CameraSensitivityY	Camera Sensitivity Y
CameraStickSensitivity	Camera Stick Sensitivity
CameraStickSensitivityX	Camera Stick Sensitivity X
CameraStickSensitivityY	Camera Stick Sensitivity Y
CameraGyroSensitivityX	Camera Gyro Sensitivity X
CameraGyroSensitivityY	Camera Gyro Sensitivity Y
CursorSensitivityX	Aim Sensitivity X
CursorSensitivityY	Aim Sensitivity Y
CursorStickSensitivityX	Stick Aim Sensitivity X
CursorStickSensitivityY	Stick Aim Sensitivity Y
CursorGyroSensitivityX	Gyro Aim Sensitivity X
CursorGyroSensitivityY	Gyro Aim Sensitivity Y
SpringBallSensitivity	Spring Ball Sensitivity
ExtrasAlerts	Extras Alerts
ColorblindMode	Color Assist
ColorblindPreset0	Red Assist
ColorblindPreset1	Green Assist
ColorblindPreset2	Blue Assist
NarrationMode	Narration
NarrationModePartial	Partial
NarrationModeFull	Full
ColorblindStrength	Color Assist Intensity
ColorblindStrengthPreset0	Low
ColorblindStrengthPreset1	Medium
ColorblindStrengthPreset2	High
CinematicSubtitles	Cinematic Subtitles
RestoreDefaultsPromptController	Press {[0100|1ccd]} to restore default\n{color[89d6ffff]}Controls {color[000000ff]}options.
RestoreDefaultsPromptDisplay	Press {[0100|1ccd]} to restore default\n{color[89d6ffff]}Display {color[000000ff]}options.
RestoreDefaultsPromptSound	Press {[0100|1ccd]} to restore default\n{color[89d6ffff]}Sound {color[000000ff]}options.
DiagramPage_LockOn	(HOLD) Lock On, Grapple\n(SCAN VISOR) Scan
DiagramPage_Jump	Jump\n(LOCK+{[0101|1e0054005800540052005f004c0053007400690063006b004c006500660074000100]}/{[0101|200054005800540052005f004c0053007400690063006b00520069006700680074000100]}) Dash
DiagramPage_Menu	Pause Menu
DiagramPage_Move	Move
DiagramPage_VisorBeamSelect	\{0}\n(SWAP SELECT) \{1}
DiagramPage_Beam	Shoot Beam\n(HOLD) Charge Beam
DiagramPage_Missile	Missile\n(CHARGED) Charge Combo
DiagramPage_Map	Map
DiagramPage_BeamSwap	(HOLD) Swap Select Mode
DiagramPage_Morphball	Toggle Morph Ball
DiagramPage_Camera	Camera
DiagramPage_CameraFreeAim	(GYRO+LOCK) Reticle
DiagramPage_DualCameraFreeAim	(LOCK) Reticle, ({[0101|240054005800540052005f00520053007400690063006b0050007200650073007300650064000100]}) Reset
DiagramPage_SpiderBall	(HOLD) Spider Ball\n(HOLD) Lock Chase Camera
DiagramPage_BoostBall	(HOLD) Boost Ball
DiagramPage_Bomb	Bomb
DiagramPage_PowerBomb	Power Bomb
DiagramPage_SpringBall	Spring Ball
DiagramPage_ResetGyro	Reset Gyro
DiagramPage_QuickSelectVisor	({[0101|1a0054005800540052005f00520053007400690063006b00550070000100]}) Combat, ({[0101|1e0054005800540052005f00520053007400690063006b0044006f0077006e000100]}) Thermal\n({[0101|1e0054005800540052005f00520053007400690063006b004c006500660074000100]}) X-Ray, ({[0101|200054005800540052005f00520053007400690063006b00520069006700680074000100]}) Scan
DiagramPage_QuickSelectBeam	({[0101|1a0054005800540052005f00520053007400690063006b00550070000100]}) Power, ({[0101|1e0054005800540052005f00520053007400690063006b0044006f0077006e000100]}) Ice\n({[0101|1e0054005800540052005f00520053007400690063006b004c006500660074000100]}) Plasma, ({[0101|200054005800540052005f00520053007400690063006b00520069006700680074000100]}) Wave
DiagramPage_GyroMode	(HOLD) Gyro Mode
DiagramPage_ClassicCameraMode	(HOLD) Camera Mode
DiagramPage_ClassicMove	Move and Turn\n(CAMERA MODE) Camera
DiagramPage_ClassicQuickSelectVisor	({[0101|1a0054005800540052005f00520053007400690063006b00550070000100]}) Combat, ({[0101|1e0054005800540052005f00520053007400690063006b0044006f0077006e000100]}) Thermal\n({[0101|1e0054005800540052005f00520053007400690063006b004c006500660074000100]}) Scan, ({[0101|200054005800540052005f00520053007400690063006b00520069006700680074000100]}) X-Ray
DiagramPage_ClassicSpiderBall	(HOLD) Spider Ball
DiagramPage_ClassicLockChase	(HOLD) Lock Chase Camera
DiagramPage_GyroControl	(GYRO) \{0}\n\{1}
DiagramPage_None	None
DiagramPage_ToggleControlMode	{[0100|29cd]} Show \{0}  {[0100|1dcd]} Back
DiagramPage_MorphballControls	Morph Ball Controls
DiagramPage_FPSControls	FPS Controls
DeathScreen_Offline	OFFLINE
DeathScreen_GameOver	G A M E   O V E R
DeathScreen_FlavorText_Critical1	{color[ffffffff]}LIFE SUPPORT SYSTEM : {color[000000ff]}{color[000000ff]}CRITICAL{color[000000ff]}
DeathScreen_FlavorText_Critical2	{color[000000ff]}LIFE SUPPORT SYSTEM : {color[000000ff]}{color[ffffffff]}CRITICAL{color[000000ff]}
DeathScreen_FlavorText_Offline1	{color[ffffffff]}LIFE SUPPORT SYSTEM : {color[000000ff]}{color[000000ff]}OFFLINE{color[000000ff]}
DeathScreen_FlavorText_Offline2	{color[000000ff]}LIFE SUPPORT SYSTEM : {color[000000ff]}{color[ff0000ff]}OFFLINE{color[000000ff]}
CreditsSkip	{[0100|29cd]} Exit    
[5A9D0217]_000	The pointer will now be recentered.
[56D3FB2A]_000	Please calibrate your controller by placing it on a stable, flat surface, and wait a moment.\n(Press {[0100|1ccd]} to skip calibration)
[32B4E9B0]_000	Controller successfully calibrated.
[CC994172]_000	Failed to calibrate controller.
[918E5D6F]_000	New Extras unlocked in the Main Menu!
VictoryScreen_ExtrasUnlocked	New Extras unlocked in the Main Menu!
[9C8D98A0]_000	You've scanned 25% of the Log Book!\nNew Extras are unlocked in the\nMain Menu.
[B00CFB0D]_000	You've scanned 50% of the Log Book!\nNew Extras are unlocked in the\nMain Menu.
[D61ADDEF]_000	You've scanned 75% of the Log Book!\nNew Extras are unlocked in the\nMain Menu.
[78292B9C]_000	You've scanned 100% of the Log Book!\nNew Extras are unlocked in the\nMain Menu.
[573783BA]_000	You've found 25% of all items!\nNew Extras are unlocked in the\nMain Menu.
[7BB6E017]_000	You've found 50% of all items!\nNew Extras are unlocked in the\nMain Menu.
[1DA0C6F5]_000	You've found 75% of all items!\nNew Extras are unlocked in the\nMain Menu.
[B3933086]_000	You've found 100% of all items!\nNew Extras are unlocked in the\nMain Menu.
STRG_OverworldBillboard	[42C9296F]_000
STRG_CraterBillboard	[03166AF8]_000
STRG_ChozoRuinsBillboard	[1A626AAC]_000
STRG_LavaBillboard	[BB4E31F0]_000
STRG_PhenDriftsBillboard	[973EEE29]_000
STRG_MinesBillboard	[4A2E3969]_000
subtitle0	[1DBE57D6]_000
subtitle1	[D6E28473]_000
subtitle2	[5076F6DD]_000
subtitle3	[9B2A2578]_000
subtitle4	[862F15C0]_000
subtitle5	[4D73C665]_000
subtitle6	[CBE7B4CB]_000
endtitle0	[3F3D9C95]_000
endtitle1	[F4614F30]_000
endtitle2	[72F53D9E]_000
ControlSchemeTooltip0	Standard control scheme, using control sticks for movement\nand aiming.
ControlSchemeTooltip1	Enables motion controls for camera movement and aiming, similar to Metroid Prime: Trilogy for Wii.
ControlSchemeTooltip2	Combines the Classic control scheme with motion controls for aiming.
ControlSchemeTooltip3	Play with controls based on the original Nintendo GameCube version.
SwapBeamVisorTooltip	Swap positions of Visor and Beam icons. Use {[0100|34cd]} to switch Visors and {[0100|33cd]} to switch Beams.
SwapBeamMissileTooltip	Use {[0100|33cd]} to switch Beams and {[0100|06cd]} to fire Missiles.
SwapVisorMissileTooltip	Use {[0100|34cd]} to switch Visors and {[0100|06cd]} to fire Missiles.
CameraControlTooltip0	Use {[0101|1e0054005800540052005f00520053007400690063006b00490064006c0065000100]} to rotate the camera. Motion controls are disabled.
CameraControlTooltip1	Use both {[0101|1e0054005800540052005f00520053007400690063006b00490064006c0065000100]} and motion controls to rotate the camera.
CameraGyroSensitivityXTooltip	Adjusts the camera's horizontal sensitivity when using\nmotion controls.
CameraGyroSensitivityYTooltip	Adjusts the camera's vertical sensitivity when using\nmotion controls.
CameraStickSensitivityXTooltip	Adjusts the horizontal sensitivity of the camera as controlled by {[0101|1e0054005800540052005f00520053007400690063006b00490064006c0065000100]}.
CameraStickSensitivityYTooltip	Adjusts the vertical sensitivity of the camera as controlled by {[0101|1e0054005800540052005f00520053007400690063006b00490064006c0065000100]}.
LockOnCursorTooltip0	The targeting reticle will remain fixed on enemies while locked on to them.
LockOnCursorTooltip1	Use motion controls to fine-tune\nthe targeting reticle while locked\non to enemies.
LockOnCursorTooltip2	Use {[0101|1e0054005800540052005f00520053007400690063006b00490064006c0065000100]} to fine-tune the targeting reticle while locked on to enemies.
LockOnCursorTooltip3	Use both {[0101|1e0054005800540052005f00520053007400690063006b00490064006c0065000100]} and motion controls to fine-tune the targeting reticle while locked on to enemies.
CursorStickSensitivityXTooltip	Adjusts the horizontal sensitivity\nof the lock-on reticle as\ncontrolled by {[0101|1e0054005800540052005f00520053007400690063006b00490064006c0065000100]}.
CursorStickSensitivityYTooltip	Adjusts the vertical sensitivity of the lock-on reticle as controlled by {[0101|1e0054005800540052005f00520053007400690063006b00490064006c0065000100]}.
CursorGyroSensitivityXTooltip	Adjusts the horizontal sensitivity of the motion-control targeting reticle when locked on.
CursorGyroSensitivityYTooltip	Adjusts the vertical sensitivity of the motion-control targeting reticle when locked on.
CameraPitchTooltip0	The camera will not vertically readjust itself as Samus moves.
CameraPitchTooltip1	The camera will slowly reorient itself to the horizon as Samus moves.
CameraPitchTooltip2	The camera will slowly reorient itself to match the angle of the terrain as Samus moves.
JumpPitchTooltip0	The camera will not automatically face downward when Samus jumps.
JumpPitchTooltip1	The camera will automatically face downward when Samus jumps.
RStickInvertXTooltip0	The x-axis of {[0101|1e0054005800540052005f00520053007400690063006b00490064006c0065000100]} is normal.
RStickInvertXTooltip1	The x-axis of {[0101|1e0054005800540052005f00520053007400690063006b00490064006c0065000100]} is inverted.
RStickInvertYTooltip0	The y-axis of {[0101|1e0054005800540052005f00520053007400690063006b00490064006c0065000100]} is normal.
RStickInvertYTooltip1	The y-axis of {[0101|1e0054005800540052005f00520053007400690063006b00490064006c0065000100]} is inverted.
LStickInvertXTooltip0	The x-axis of {[0101|1e0054005800540052005f004c0053007400690063006b00490064006c0065000100]} is normal.
LStickInvertXTooltip1	The x-axis of {[0101|1e0054005800540052005f004c0053007400690063006b00490064006c0065000100]} is inverted.
LStickInvertYTooltip0	The y-axis of {[0101|1e0054005800540052005f004c0053007400690063006b00490064006c0065000100]} is normal.
LStickInvertYTooltip1	The y-axis of {[0101|1e0054005800540052005f004c0053007400690063006b00490064006c0065000100]} is inverted.
ResetCursorTooltip0	Motion controls are active while locked on to enemies. The targeting reticle remains fixed.
ResetCursorTooltip1	Motion controls are suspended while locked on to enemies. The targeting reticle remains fixed.
CameraSensitivityXTooltip	Adjust the horizontal speed of\nthe camera.
CameraSensitivityYTooltip	Adjust the vertical speed of\nthe camera.
CursorSensitivityXTooltip	Adjust the horizontal sensitivity of the motion-controlled reticle.
CursorSensitivityYTooltip	Adjust the vertical sensitivity of the motion-controlled reticle.
CameraStickSensitivityTooltip	Adjusts the camera rotation sensitivity of {[0101|1e0054005800540052005f004c0053007400690063006b00490064006c0065000100]}.
SpringBallSensitivityTooltip	Adjusts the sensitivity of the flick motion used to activate Samus's Spring Ball ability.
SwapXYInputsTooltip	Use {[0100|13cd]} to switch to Morph Ball and {[0100|06cd]} to fire Missiles.
LegacyMapTooltip	Use {[0100|1ecd]} to open the map screen.
VisorOpacityTooltip	Adjusts the opacity of HUD elements.
HelmetVisibilityTooltip0	Hide Samus's helmet in\nfirst-person mode.
HelmetVisibilityTooltip1	Display Samus's helmet in\nfirst-person mode.
HudLagTooltip0	HUD elements will remain fixed in place in first-person mode.
HudLagTooltip1	HUD elements will animate to\nmatch Samus's movements in\nfirst-person mode.
HudEnglishTooltip0	All HUD text is displayed in Japanese.
HudEnglishTooltip1	HUD alerts and status messages will be displayed in English.
HintSystemTooltip0	Samus will not receive hints about her next objective.
HintSystemTooltip1	Samus's next objective will be marked on the map after some time, if she has not discovered it on her own.
SFXVolumeTooltip	Adjusts the volume of in-game\nsound effects.
MusicVolumeTooltip	Adjusts the volume of in-game music.
ColorblindModeTooltip0	Color Assist is off. Enable this setting if you have trouble distinguishing colors in the graphic below.
ColorblindModeTooltip1	Colors will be altered to assist players who have trouble distinguishing red.
ColorblindModeTooltip2	Colors will be altered to assist players who have trouble distinguishing green.
ColorblindModeTooltip3	Colors will be altered to assist players who have trouble distinguishing blue.
ColorblindStrengthTooltip0	Color Assist will use reduced\ncolor intensity.
ColorblindStrengthTooltip1	Color Assist will use its default\ncolor intensity.
ColorblindStrengthTooltip2	Color Assist will use increased\ncolor intensity.
NarrationModeTooltip0	Disables the narration that was added for the original European and Japanese versions of Metroid Prime.
NarrationModeTooltip1	The narration is enabled for cinematics only. This matches the original European version of\nMetroid Prime.
NarrationModeTooltip2	The narration is fully enabled. This matches the original Japanese version of Metroid Prime.
ExtrasAlertsTooltip0	You will not receive in-game alerts when you unlock new Extras.
ExtrasAlertsTooltip1	You will receive in-game alerts when you unlock new Extras.
SubtitlesTooltip0	Subtitles will not be shown during cinematics.
SubtitlesTooltip1	Subtitles will be shown during cinematics.
ViewControls	View Controls
MS_LOC_TEST	The quick brown fox jumps over the lazy dog. THE QUICK BROWN FOX\nJUMPS OVER THE LAZY DOG A TOTAL OF 5,728,100,643.99 TIMES.\n\nMr Jock, TV quiz PhD: bags 20% fewer* lynx at a café; voilà,\nthey're "worth" £10/€10 ÷ $10. That's 10 + 9 - 8 = 11 Nintendo\nSwitch™ consoles & Nintendo 3DS! He claimed—though I don't\nbelieve him—to have done so in an eyes-shut state...?\n© Nintendo ® Nintendo (#Nintendo_Europe@nintendo.de)\n\n"_'.,;:`¡!¿?#–°^—%~*&@|§©™®¹²³1ºªᵉʳᵉ234567890°¨$£€¤=-+÷\n\{«[]()<>/»}aeiouâêîôûáéíóúàèìòùäëïöü\nAEIOUÂÊÎÔÛÁÉÍÓÚÀÈÌÒÙÄËÏÖÜ\nãñõœæßÃÑÕŒÆçÇαβγµΩ
ENFORCED_CHARS	ABCDEFGHIJKLMNOPQRSTUVWXYZ\nabcdefghijklmnopqrstuvwxyz\n0123456789-_
Preload\MPR1\GuiSysMP1.pak\TEXT_Ship-S_Credits.msbt
StaffCredits	{color[ff0a0aff]}{size[6400]}METROID PRIME REMASTERED{size[6400]}{size[9600]} {size[6400]}\n{color[000000ff]}{size[5000]}STAFF CREDITS{size[6400]}
TitleRetro	RETRO STUDIOS
Retro_Execs	{color[89d6ffff]}EXECUTIVE PRODUCER{color[000000ff]}\nMichael Kelbaugh\n\n{color[89d6ffff]}SENIOR DIRECTOR OF DEVELOPMENT{color[000000ff]}\nDylan Jobe
Retro_ProductionTeam	{color[89d6ffff]}LEAD PRODUCER{color[000000ff]}\nMarisa Palumbo\n\n{color[89d6ffff]}PRODUCTION COORDINATOR{color[000000ff]}\nPete Nielsen
Retro_ArtExec	{color[89d6ffff]}SENIOR ART DIRECTOR{color[000000ff]}\nJhony Ljungstedt\n\n{color[89d6ffff]}ASSOCIATE ART DIRECTOR{color[000000ff]}\nChris Hahn\n\n{color[89d6ffff]}ART DEPARTMENT PRODUCER{color[000000ff]}\nBeverly Garland
Retro_AnimTeam	{color[89d6ffff]}SENIOR LEAD ANIMATOR{color[000000ff]}\nMookie Weisbrod\n\n{color[89d6ffff]}ANIMATOR{color[000000ff]}\nDax Pallotta\nStephen Zafros\nRaphael Perkins\nRick Blankenship\nFrancisco "Kiko" Buyo\nKyle Ruegg\nJustin Little\nHayley McGuire
Retro_CharTeam	{color[89d6ffff]}LEAD CHARACTER ARTIST{color[000000ff]}\nKyle Hefley\n\n{color[89d6ffff]}CHARACTER ARTIST{color[000000ff]}\nQuinn Smith\nJoe Lee\nDavid Salaiz
Retro_ConceptTeam	{color[89d6ffff]}CONCEPT ARTIST{color[000000ff]}\nShawn Melchor\nEnrique Rivera
Retro_EnvironmentTeam	{color[89d6ffff]}LEAD ENVIRONMENT ARTIST\n{color[000000ff]}Greg Frizzell\n\n{color[89d6ffff]}ENVIRONMENT ARTIST\n{color[000000ff]}Ryan Powell\nTeague Schultz\nSean Horton\nMatt Manchester\nDavid DeCoster\nMaru Barnidge\nRussell Lingo\nJames Reed Ketcham\nKenneth Kozan\nJennica Derksen\nChristian Medina\nTiffany Lee Griffith
Retro_EnvironmentTeamB	{color[89d6ffff]}MATERIALS ARTIST\n{color[000000ff]}Will Fuller\n\n{color[89d6ffff]}CONTRACT ENVIRONMENT ARTIST\n{color[000000ff]}Devlin Arduini\nTyler Bivins\nConnor Brandenburger\nChris Douglas\nAngela Jeong\nEric Lawson
Retro_VFXTeam	{color[89d6ffff]}LEAD VFX ARTIST\n{color[000000ff]}Adad Morales\n\n{color[89d6ffff]}VFX Artist\n{color[000000ff]}Bryan Erck\nNicholas Wilson\nEdiber Reyes
Retro_LightingTeam	{color[89d6ffff]}LIGHTING ARTIST\n{color[000000ff]}Elizabeth Baxter\nChad Orr\nMichael Meador\n\n{color[89d6ffff]}CONTRACT LIGHTING ARTIST{color[000000ff]}\nJacqueline Bornstein\nCassidy Rose Handford\nDylan King\nJosh Slezak
Retro_OutsourcingTeam	{color[89d6ffff]}OUTSOURCING MANAGER\n{color[000000ff]}Paul Wu\n\n{color[89d6ffff]}OUTSOURCING DEPARTMENT PRODUCER\n{color[000000ff]}Rikki Vitello\n\n{color[89d6ffff]}LEAD EXTERNAL ENVIRONMENT ARTIST\n{color[000000ff]}Sasha Nodia\nVictor van 't Hek\n\n{color[89d6ffff]}CONTRACT OUTSOURCING ARTIST\n{color[000000ff]}Austin Angelman\n\n{color[89d6ffff]}CONTRACT ENVIRONMENT OUTSOURCE INTEGRATION ARTIST\n{color[000000ff]}Taylor Cross\nNick Ford
Retro_UITeam	{color[89d6ffff]}UI ARTIST\n{color[000000ff]}Jon Wofford
Retro_AudioTeam	{color[89d6ffff]}AUDIO MANAGER\n{color[000000ff]}Scott Petersen\n\n{color[89d6ffff]}SOUND DESIGNER \n{color[000000ff]}Bobby Arlauskas\nGeoffrey Belcher\n\n{color[89d6ffff]}CONTRACT SOUND DESIGNER\n{color[000000ff]}Clark Wen
Retro_DesignTeam	{color[89d6ffff]}GAME DESIGN DIRECTOR\n{color[000000ff]}Bill Vandervoort\n\n{color[89d6ffff]}GAME DESIGN DEPARTMENT PRODUCER\n{color[000000ff]}Jessica Spence\n\n{color[89d6ffff]}GAME DESIGN\n{color[000000ff]}Russell O’Henly\nBrandon Paul Salinas\nJay Fuller\nNestor Hernandez\nShawn Wingler\nJonathan DeLange\nBrandon Strong\nEthan Smith\nPat Krefting
Retro_EngineeringExec	{color[89d6ffff]}VICE PRESIDENT OF ENGINEERING & TECHNOLOGY\n{color[000000ff]}Tim Little\n\n{color[89d6ffff]}ENGINEERING DEPARTMENT PRODUCER\n{color[000000ff]}Marty Taramasco
Retro_GameplayTeam	{color[89d6ffff]}SENIOR LEAD GAMEPLAY ENGINEER\n{color[000000ff]}Ryan Cornelius\n\n{color[89d6ffff]}GAMEPLAY ENGINEER\n{color[000000ff]}Alex Quinones\nJose Guerra\nFrank Maddin\nAndrew Orlando\nJesse Spears\nBen Jackson\nDaniel Talaber\nRobert Walker\nMatt Peterson\nTaylor Yust\nRyan Kirschman\nCornelia Ada Schultz
Retro_GFXTeam	{color[89d6ffff]}LEAD GRAPHICS ENGINEER\n{color[000000ff]}John Sheblak\n\n{color[89d6ffff]}GRAPHICS ENGINEER\n{color[000000ff]}Mike Kelley\nJoseph Cherlin\nCale Scholl\nTony Bernardin\nJames A. Richmond\nEduardo Lev Guerra\n\n{color[89d6ffff]}CONTRACT GRAPHICS ENGINEER\n{color[000000ff]}John Talley
Retro_TechTeam	{color[89d6ffff]}LEAD TECHNOLOGY ENGINEER\n{color[000000ff]}Bharathwaj "Bat" Nandakumar\n\n{color[89d6ffff]}TECHNOLOGY ENGINEER\n{color[000000ff]}Jim Gage\nAndy Hanson\nDan Higdon\nJordan C. Johnson\nGary Scanlon
Retro_ToolsTeam	{color[89d6ffff]}TOOLS ENGINEER\n{color[000000ff]}Georgia Nelson\nJames Krut\nAndrew Jones\nJohnny Owens\nJason Turner\nBen Johnson\nMay Oakes\nMatt Frank
Retro_TechArtTeam	{color[89d6ffff]}TECHNICAL ART MANAGER\n{color[000000ff]}Will Bate\n\n{color[89d6ffff]}TECHNICAL ARTIST\n{color[000000ff]}Robert Kovach\nRebecca Flannery\nConrad Buranicz\n\n{color[89d6ffff]}TECHNICAL ANIMATOR\n{color[000000ff]}Jason Barnidge\nRyan Metcalf\nYi "David" Chen
Retro_OpsTeam	{color[89d6ffff]}DIRECTOR OF OPERATIONS\n{color[000000ff]}Kellie Prinz Johnson\n\n{color[89d6ffff]}HR MANAGER\n{color[000000ff]}Eric DiCesare\n\n{color[89d6ffff]}FACILITIES TECHNICIAN\n{color[000000ff]}Al Artus\n\n{color[89d6ffff]}OPERATIONS SPECIALIST\n{color[000000ff]}Rachel Landa\n\n{color[89d6ffff]}ACCOUNTS PAYABLE & PROJECTS ACCOUNTANT\n{color[000000ff]}Katie Anderson\n\n{color[89d6ffff]}CONTRACT SENIOR RECRUITER\n{color[000000ff]}Cody McGinley
Retro_TranslationTeam	{color[89d6ffff]}SENIOR COMMUNICATION COORDINATOR\n{color[000000ff]}Mika Sato\n\n{color[89d6ffff]}BILINGUAL OPS ASSISTANT\n{color[000000ff]}Maiko Hoshino
Retro_PlanningTeam	{color[89d6ffff]}DIRECTOR OF PLANNING\n{color[000000ff]}Ryan Harris
Retro_ITTeam	{color[89d6ffff]}LEAD IT ENGINEER\n{color[000000ff]}Cameron Enfinger\n\n{color[89d6ffff]}IT ENGINEER\n{color[000000ff]}Ethan McDonald\nClay Stubbs\nKameron Scott\nSean Howard\n\n{color[89d6ffff]}CONTRACT IT ENGINEER\n{color[000000ff]}Paul Grillo
Retro_QATeam	{color[89d6ffff]}LEAD QA DESIGN ANALYST\n{color[000000ff]}Shane D. Lewis\n\n{color[89d6ffff]}CONTRACT QA PRODUCT TESTER\n{color[000000ff]}Ezra Donatelli\nBianca M. Marroqin\nMark McClarin\nBrendan Newsome\nCaleb Wise
TitleAirship	AIRSHIP IMAGES LIMITED
EXT_Airship	{color[89d6ffff]}ART DIRECTOR\n{color[000000ff]}Joseph Harford\n\n{color[89d6ffff]}HEAD OF PRODUCTION\n{color[000000ff]}Declan Paul\n\n{color[89d6ffff]}GROOM ARTIST{color[000000ff]}\nLuis Cardenas
TitleAtomhawk	ATOMHAWK DESIGN LTD. 
EXT_Atomhawk	{color[89d6ffff]}SENIOR CONCEPT ARTIST\n{color[000000ff]}Mustafa Lamrani\n\n{color[89d6ffff]}VANCOUVER STUDIO DIRECTOR{color[000000ff]}\nChris Rowe\n\n{color[89d6ffff]}VANCOUVER PRODUCTION MANAGER{color[000000ff]}\nDanielle Fellows\n
TitleCGBot	CGBOT, LLC 
EXT_CGBot1	{color[89d6ffff]}CLIENT PRODUCER{color[000000ff]}\nPatricia Raquel Santos Muñoz\nChristina Villanueva\n\n{color[89d6ffff]}ENVIRONMENT ART PRODUCER\n{color[000000ff]}Jorge Antonio Garza Barrón\nHugo Homero Sánchez Velasco\n\n{color[89d6ffff]}CHARACTER ART PRODUCER\n{color[000000ff]}Alejandro Cárdenas Calderón\nKorina Leal González\n\n{color[89d6ffff]}ART DIRECTION\n{color[000000ff]}Fernando Muñoz López Velarde\nMartín Eduardo Gámez Bañuelos
EXT_CGBot2	{color[89d6ffff]}LEAD CONCEPT ARTIST\n{color[000000ff]}Manuel Alberto Trujillo García\n\n{color[89d6ffff]}CONCEPT ARTIST\n{color[000000ff]}Jonathan Moisés Hernández Mendoza | Juan Francisco Contreras Torres | Miguel Ángel Ramírez Carrasco\nDiego Jaimez Tamayo | Jorge Armanda Zapata Mares | Diana Rocío Camero Juárez\nDarío Juárez Villa | Yazback Fernando Moya Carpinteyro | Max Monroy Reyes\n\n{color[89d6ffff]}LEAD CHARACTER ARTIST\n{color[000000ff]}Dennia Analie Aguilar Luna\n\n{color[89d6ffff]}CHARACTER ARTIST\n{color[000000ff]}Omar Alejanadro Pineda Aguirre | Luis Ángel Servín Martínez | César Alberto Cavazos Cavazos\nLuis Eduardo Colunga González | Fernando Mata Vázquez | Rogelio Adrián González Zamora\nMilena Martínez Lozano | Abimael González López | Raquel Flores Malacara\nDavid Gilberto Lobo Víquez | Ramsés Alfredo Rayón Picaso
EXT_CGBot3	{color[89d6ffff]}LEAD SKINNING ARTIST\n{color[000000ff]}Octavio Israel Rodríguez Mendo\n\n{color[89d6ffff]}SKINNING ARTIST\n{color[000000ff]}Raúl López García | Oscar Enrique Guerrero Carmona\n\n{color[89d6ffff]}LEAD ENVIRONMENT ARTIST\n{color[000000ff]}Félix García Tamez | Sergio Alfredo Cavazos Cavazos\n\n{color[89d6ffff]}HEAD ENVIRONMENT ARTIST\n{color[000000ff]}Martha Alicia Valdés Landa | Luis Enrique Cruz Sánchez | Ana Patricia Tijerina Díaz\nVictor Edgar Payan Enciso | Joaquín Jiménez López | Guillermo Cruz Pujol
