A0.asset
A0_1023_PIKACHU_100_1000	鋼鎧鴉那傢伙，\n竟然把我重要的帽子給帶走了。
A5_22060_RENTORAR_100_1000	（首先，要在這層樓找古月鳥對吧？\n　先找到牠再說吧。）
A5_22075_PIKACHU_100_1000	快去追古月鳥吧！
A5_22075_RENTORAR_100_1000	（嗯。\n　但是這個倉庫裡有人類在。）
A5_22075_PIKACHU_100_2000	得要注意人類的動向，\n巧妙地繞路前進才是。
A5_22075_PIKACHU_100_3000	幸好那傢伙一邊逃\n還一邊掉了羽毛在地上。
A5_22075_PIKACHU_100_4000	只要追著羽毛前進，\n應該就能找到古月鳥了。
A5_22075_PIKACHU_100_5000	倫琴貓，拜託你謹慎行事，\n別被人類發現了！
A5_22075_RENTORAR_100_2000	（嗯，我知道了。\n　交給我吧。）
A5_22090_RENTORAR_100_1000	（我太大意了，竟然會失誤。）
A5_22090_PIKACHU_100_1000	再來一次。\n這次可別被發現了。
A5_22095_RENTORAR_100_1000	（……我透視看過了。\n　古月鳥在這裡面。）
A5_22095_PIKACHU_100_1000	真的嗎！\n我看看……
A5_2210_TIM_100_1000	「每天晚上會執行檢查，\n確認方塊有無異常。」
A5_2210_TIM_100_2000	「維護人員將巡視各個房間，\n請多加配合。」
A5_2210_TIM_100_3000	<color=#F39800FF>到了晚上，維護人員\n就會從房間出來</color>嗎……
A5_2210_PIKACHU_100_1000	每天都得檢查，\n真是辛苦啊。
A5_2210_TIM_200_1000	「每天晚上會執行檢查，\n確認方塊有無異常。」
A5_2210_TIM_200_2000	「維護人員將巡視各個房間，\n請多加配合。」
A5_2210_TIM_200_3000	到了晚上，維護人員\n就會從房間出來嗎……
A5_22110_PIKACHU_100_1000	既然找到古月鳥了，\n我們先回去提姆那裡一趟吧。
A5_22110_RENTORAR_100_1000	（嗯，是啊。\n　還有，關於那個機器……）
A5_22110_PIKACHU_100_2000	是方塊的控制器。\n用這個就能讓龍頭地鼠冷靜下來了。
A5_22110_RENTORAR_100_2000	（那真是太好了。\n　我可不能忍受寶可夢被操縱。）
A5_22110_UU_100_1000	（我說啊，\n　要怎麼樣才能從這裡出去呀～？）
A5_22110_PIKACHU_100_3000	古月鳥你也跟我們一起走吧。\n小心別被優尼塔斯的人發現了。
A5_22110_UU_100_2000	（你們會帶我去出口那裡？\n　謝謝呀～）
A5_22110_RENTORAR_100_3000	（……皮卡丘，真的好嗎？\n　你不是想去地下５樓嗎？）
A5_22110_PIKACHU_100_4000	……嗯，總會有辦法的啦。
A5_2220_TIM_100_1000	「樓梯間的門鎖密碼會每月更換。」
A5_2220_TIM_100_2000	「密碼請至值班室查看。」
A5_2220_PIKACHU_100_1000	<color=#F39800FF>到值班室就能知道密碼！</color>\n這可是個重要的情報。
A5_2220_TIM_100_3000	這層樓有兩個房間。\n哪一個才是值班室？
A5_2220_PIKACHU_100_2000	嗯～要是兩個房間都能調查，\n就能順利多了。
A5_2220_TIM_200_1000	「樓梯間的門鎖密碼會每月更換。」
A5_2220_TIM_200_2000	「密碼請至值班室查看。」
A5_2220_PIKACHU_400_1000	為了以防萬一，\n我們也調查一下其他的告示吧。
A5_22210_TIM_100_1000	卡蒂狗不會有事吧？
A5_22210_PIKACHU_100_1000	我非常能了解你的心情，\n但現在我們不能停下腳步。
A5_22210_PIKACHU_100_2000	是吧，提姆。
A5_22210_TIM_100_2000	……是啊。\n這也是為了卡蒂狗，我們快走吧！
A5_22220_TIM_100_1000	卡蒂狗……
A5_22220_PIKACHU_100_1000	我知道你很擔心牠，\n但現在還是繼續前進吧，提姆。
A5_22230_RACHEL_100_1000	對不起，卡蒂狗……
A5_22230_RACHEL_100_2000	之後我們一定會來接你的。
A5_22240_RACHEL_100_1000	對不起，卡蒂狗……
A5_22250_RENTORAR_100_1000	（那隻卡蒂狗還只是個小鬼，但挺厲害的嘛。\n　竟然能比我早做出反應。）
A5_22250_RENTORAR_100_2000	（快走吧，皮卡丘。\n　別讓那傢伙的心意白費了！）
A5_22250_PIKACHU_100_1000	嗯，那當然了！
A5_22260_RENTORAR_100_1000	（那隻卡蒂狗……）
A5_22260_RENTORAR_100_2000	（雖然我之前覺得牠只是個小鬼，\n　但我不得不承認牠有兩下子了。）
A5_22270_GORONDA_100_1000	（要是慢慢來的話，\n　那傢伙的心意就白費了。）
A5_22270_GORONDA_100_2000	（快往前走吧。）
A5_22280_GORONDA_100_1000	（別白費那傢伙的心意了。\n　往前走吧。）
A5_22290_PIKACHU_100_1000	雖然很在意卡蒂狗怎麼了……\n但現在必須繼續前進！
A5_2230_TIM_100_1000	「過去曾有過寶可夢逃脫的案例。」
A5_2230_TIM_100_2000	「請密切留意寶可夢的舉動。」
A5_2230_TIM_100_3000	「一旦有寶可夢逃脫，\n請用各個房間的內線對講機通報。」
A5_2230_TIM_100_4000	「並請盡全力捕捉逃脫的寶可夢。」
A5_2230_PIKACHU_100_1000	那些傢伙不僅捉了寶可夢，\n而且還把牠們關在這裡啊。
A5_2230_TIM_100_5000	好像是這樣。\n<color=#F39800FF>這張告示要大家小心寶可夢逃脫。</color>
A5_2230_PIKACHU_100_2000	曾經有寶可夢逃脫，所以這裡提高了警戒……\n看來我們有得折騰了。
A5_2230_TIM_200_1000	「過去曾有過寶可夢逃脫的案例。」
A5_2230_TIM_200_2000	「請密切留意寶可夢的舉動。」
A5_2230_TIM_200_3000	「一旦有寶可夢逃脫，\n請用各個房間的內線對講機通報。」
A5_2230_TIM_200_4000	「並請盡全力捕捉逃脫的寶可夢。」
A5_22300_PIKACHU_100_1000	好，出來了！
A5_22300_PIKACHU_100_2000	只要直直走下去，\n應該就能抵達電梯了！
A5_22301_TIM_100_1000	這條路走下去會到達電梯，對吧？
A5_22301_PIKACHU_100_1000	嗯，應該沒錯。\n我們加快速度吧！
A5_22302_TIM_100_1000	我們快去電梯那裡！
A5_22303_RACHEL_100_1000	達摩狒狒，謝謝你！\n你的力量很可靠呢。
A5_22303_GHIHIDARUMA_100_1000	（她在誇獎我，對不對？）
A5_22303_PIKACHU_100_1000	是啊，但現在還不能大意。
A5_22304_RACHEL_100_1000	達摩狒狒的力量很可靠呢。
A5_22305_RENTORAR_100_1000	（不愧是達摩狒狒，\n　力量都用不完，不會累。）
A5_22305_GHIHIDARUMA_100_1000	（這是我的專長嘛。\n　所以就使出全力了。）
A5_22305_PIKACHU_100_1000	謝謝你喔，達摩狒狒。
A5_22306_RENTORAR_100_1000	（達摩狒狒的力量真是驚人。）
A5_22307_GORONDA_100_1000	（真是有氣勢的一拳，達摩狒狒。）
A5_22307_GHIHIDARUMA_100_1000	（謝謝你。\n　聽到你的誇獎，我很高興。）
A5_22307_GORONDA_100_2000	（看著你這樣，也讓我躍躍欲試了。\n　我可不能輸給你。）
A5_22308_GORONDA_100_1000	（真是漂亮的一拳，達摩狒狒。）
A5_22310_RACHEL_100_1000	這扇門打不開！
A5_22310_RENTORAR_100_1000	（我看到那些傢伙已經很靠近我們了。\n　已經沒時間了。）
A5_22310_GHIHIDARUMA_100_1000	（就算是我，\n　也破壞不了這扇門啦……！）
A5_22310_PIKACHU_100_1000	難道沒有什麼開門的方法嗎！？
A5_22310_TIM_100_1000	皮卡丘！\n這個配電箱呢……！？
A5_22310_PIKACHU_100_2000	原來如此，這種配電箱的話，\n只要有電流通過，也許門就會開了！
A5_22310_RENTORAR_100_2000	（那就輪到我上場了。）
A5_22310_PIKACHU_100_3000	倫琴貓……？
A5_22330_PIKACHU_100_1000	抱歉了，倫琴貓……！
A5_22330_GHIHIDARUMA_100_1000	（我們走，皮卡丘！）
A5_22330_PIKACHU_100_2000	嗯，等一切都結束後，\n我們會來接你們的！
A5_22330_PIKACHU_100_3000	你們倆，千萬要平安無事啊！
A5_22340_TIM_100_1000	就連倫琴貓也……
A5_22340_TIM_100_2000	不行，現在可沒空消沉。\n我們得繼續前進。
A5_2235_PIKACHU_100_1000	是通風管。
A5_2235_TIM_100_1000	如果是皮卡丘你，\n也許鑽得進去喔。
A5_2235_PIKACHU_100_2000	這讓我想起了\n警察局和遺跡呢……
A5_2235_PIKACHU_100_3000	真的沒辦法時，\n可以考慮從這裡去找情報。
A5_2235_TIM_100_2000	你的肚子過得去嗎？\n可別卡在裡面了。
A5_2235_PIKACHU_100_4000	我覺得這幾天我瘦了耶。\n因為我一直跑來跑去的啊。
A5_2235_PIKACHU_100_5000	但現在我還不想鑽進這裡。
A5_2235_TIM_100_3000	的確。畢竟我們不知道\n它會通到哪去。
A5_22350_TIM_100_1000	現在可沒空消沉。\n我們得繼續前進。
A5_22360_RACHEL_100_1000	牠們倆，\n為了讓我們可以繼續前進……
A5_22360_PIKACHU_100_1000	瑞秋……
A5_22360_RACHEL_100_2000	……謝謝你的關心。雖然很不好受，\n但是我們得繼續前進才行，對吧。
A5_22370_RACHEL_100_1000	大家，要平安無事啊……
A5_22380_GORONDA_100_1000	（那傢伙一定沒問題的。）
A5_22380_GORONDA_100_2000	（那傢伙的電屬性招式有多強，\n　你也不是不知道吧？）
A5_22380_PIKACHU_100_1000	嗯，我們要相信倫琴貓。
A5_22390_GORONDA_100_1000	（那傢伙一定沒問題的。）
A5_22390_PIKACHU_100_1000	是啊……
A5_2240_PIKACHU_100_1000	到值班室就能確認\n樓梯間的門鎖密碼。
A5_2240_TIM_100_1000	但房間裡可能有\n優尼塔斯的人喔？
A5_2240_PIKACHU_100_2000	嗯，我們不清楚裡面的情況，\n不能就這樣就貿然衝進去。
A5_2240_PIKACHU_100_3000	這種時候……
A5_2240_TIM_100_2000	就交給倫琴貓了。
A5_2240_PIKACHU_100_4000	你很清楚嘛，提姆。\n我們再去拜託倫琴貓吧。
A5_22400_PIKACHU_100_1000	為了倫琴貓和卡蒂狗，\n我們現在必須要前進！
A5_22410_PIKACHU_100_1000	好，只要到這裡，\n再來就只剩下搭電梯到最底層了。
A5_22410_PIKACHU_100_2000	謝謝你喔，達摩狒狒。\n多虧有你，我們才能來到這裡。
A5_22410_GHIHIDARUMA_100_1000	（哪裡。我才要說謝謝。）
A5_22410_GHIHIDARUMA_100_2000	（你們這麼依賴我，我很高興。）
A5_22410_GORONDA_100_1000	（也讓我道聲謝吧。\n　謝謝你給我報恩的機會。）
A5_22410_PIKACHU_100_3000	喂喂，\n別說得像是在告別似的啊。
A5_22410_PIKACHU_100_4000	還剩下最底層。\n說不定從這裡才是難關呢。
A5_22410_GHIHIDARUMA_100_3000	（……嗯。）
A5_22410_GORONDA_100_2000	（……是啊。）
A5_22410_PIKACHU_100_5000	走，我們搭上電梯吧。
A5_2250_TIM_100_1000	倫琴貓，你能夠看出\n房間裡的情況吧？
A5_2250_RENTORAR_100_1000	倫倫～
A5_2250_TIM_100_2000	要借用倫琴貓的力量嗎？
A5_2250_SEL_0_1000	好
A5_2250_SEL_0_2000	晚點吧
A5_2250_PIKACHU_300_1000	好。拜託你囉，倫琴貓。
A5_2250_RENTORAR_300_1000	倫琴。
A5_2250_PIKACHU_400_1000	抱歉，讓我再思考一下。
A5_2250_RENTORAR_400_1000	琴～
A5_2260_RACHEL_100_1000	你找到什麼了嗎？
A5_2260_TIM_100_1000	看樣子，樓梯間的密碼\n只要去值班室就能找到。
A5_2260_RACHEL_100_2000	真的嗎！？
A5_2260_TIM_100_2000	但那裡可能有優尼塔斯的人在，\n所以要請倫琴貓幫忙調查。
A5_2260_RACHEL_100_3000	你要用透視去調查裡面嗎？\n小心點，別被發現了呀。
A5_2260_RACHEL_200_1000	小心點，別被發現了呀。
A5_2270_GARDIE_100_1000	卡蒂……
A5_2270_PIKACHU_100_1000	你很在意那些人提到的\n古月鳥是吧？
A5_2270_GARDIE_100_2000	卡蒂。
A5_2270_TIM_100_1000	如果是我們知道的那隻古月鳥，\n就得帶著牠回去才行了。
A5_2270_PIKACHU_100_2000	嗯，的確是。
A5_2270_GARDIE_200_1000	卡蒂……
A5_2270_PIKACHU_200_1000	你很在意那些人提到的\n古月鳥是吧？
A5_2280_GHIHIDARUMA_100_1000	狒狒！
A5_2280_PIKACHU_100_1000	他們也許真的是群壞蛋，\n但我們貿然衝進去也太危險了。
A5_2280_PIKACHU_100_2000	先去蒐集情報，\n再思考下一步要怎麼辦吧。
A5_2280_GHIHIDARUMA_100_2000	達摩。
A5_2280_GHIHIDARUMA_200_1000	狒狒！
A5_2280_PIKACHU_200_1000	他們也許真的是群壞蛋，\n但我們貿然衝進去也太危險了。
A5_2290_GORONDA_100_1000	流流～……
A5_2290_PIKACHU_100_1000	你也很在意那些傢伙是吧？
A5_2290_TIM_100_1000	雖然我們也搞不太懂，\n但感覺他們在談什麼不好的事。
A5_2290_GORONDA_100_2000	流流～……
A5_2290_GORONDA_200_1000	流流～……
A5_2290_PIKACHU_200_1000	你也很在意那些傢伙是吧？
A5_2290_TIM_200_1000	感覺他們在談什麼不好的事。
A5_2310_PIKACHU_100_1000	提姆！\n我有事情想向你報告！
A5_2310_TIM_100_1000	皮卡丘，你太大聲了。\n那麼吵可是會被發現的。
A5_2310_PIKACHU_100_2000	啊，我差點忘了……\n那我就小聲報告囉。
A5_2310_PIKACHU_100_3000	那兩個房間中，右邊的房間裡有\n兩個優尼塔斯的人，還有頑皮雷彈。
A5_2310_TIM_100_2000	也就是說，不能進去那個房間。
A5_2310_PIKACHU_100_4000	左邊的房間沒有優尼塔斯的人，但……
A5_2310_TIM_100_3000	……有什麼問題嗎？
A5_2310_PIKACHU_100_5000	有隻倒地不起的寶可夢。\n也許是被關在裡面，變得很虛弱。
A5_2310_TIM_100_4000	那可糟了！\n有什麼辦法能救牠嗎？
A5_2310_PIKACHU_100_6000	你太大聲啦，提姆。\n但我也同意。我們得救牠。
A5_2310_PIKACHU_100_7000	從這樓層深處的通風管\n好像可以進去那個房間。
A5_2310_PIKACHU_100_8000	從那裡應該就能去救牠了。\n我可以鑽過去。
A5_2310_TIM_100_5000	明白了。去看看吧。
A5_2320_RACHEL_100_1000	有虛弱的寶可夢\n被關在裡面！？
A5_2320_RACHEL_100_2000	這樣的話，得快點去救牠才行！\n但是要從哪裡才能到房間裡呢……
A5_2320_TIM_100_1000	瑞秋，先冷靜下來。
A5_2320_TIM_100_2000	從另一端的通風管似乎進得去。
A5_2320_RACHEL_200_1000	得早點去救寶可夢才行……！
A5_2320_TIM_200_1000	放心，我們已經找到進房間的方法了。
A5_2330_GARDIE_100_1000	卡蒂……
A5_2330_PIKACHU_100_1000	你別那麼擔心。
A5_2330_PIKACHU_100_2000	不過就是鑽過通風管。\n我自己去，不會有事的。
A5_2330_GARDIE_200_1000	卡蒂。
A5_2330_PIKACHU_200_1000	謝謝你為我擔心。
A5_2340_GHIHIDARUMA_100_1000	狒狒。
A5_2340_PIKACHU_100_1000	我竟然能鑽進那麼窄的地方，\n讓你很驚訝？
A5_2340_PIKACHU_100_2000	我的身體很苗條嘛。\n可以輕輕鬆鬆鑽過通風管。
A5_2340_TIM_100_1000	現在不是炫耀的時候。\n我們快救寶可夢吧。
A5_2340_GHIHIDARUMA_200_1000	狒狒。
A5_2340_PIKACHU_200_1000	我的身體很苗條嘛。\n可以輕輕鬆鬆鑽過通風管。
A5_2350_RENTORAR_100_1000	倫琴。
A5_2350_PIKACHU_100_1000	嗯，你說的沒錯。\n我在警察局時就已經鑽過通風管了。
A5_2350_PIKACHU_100_2000	……我說啊，那個通風管\n該不會也能通到樓下去吧？
A5_2350_RENTORAR_100_2000	……倫琴。
A5_2350_PIKACHU_100_3000	果然不行嗎……
A5_2350_RENTORAR_200_1000	倫琴。
A5_2350_PIKACHU_200_1000	嗯，你說的沒錯。\n我在警察局時就已經鑽過通風管了。
A5_2360_GORONDA_100_1000	流流～……
A5_2360_PIKACHU_100_1000	畢竟只有我能鑽過通風管。\n包在我身上吧。
A5_2360_PIKACHU_100_2000	而且有你們在，\n我也沒必要冒險，對吧。
A5_2360_GORONDA_100_2000	流流～
A5_2360_GORONDA_200_1000	流流～……
A5_2360_PIKACHU_200_1000	畢竟只有我能鑽過通風管。\n包在我身上吧。
A5_2365_TIM_100_1000	看來是被鎖住了。\n我們得找方法進去。
A5_2370_PIKACHU_100_1000	從這裡應該可以去到\n倒在地上的寶可夢那裡。
A5_2370_PIKACHU_100_2000	我這就去一趟，\n提姆你們稍微等一下吧。
A5_2370_TIM_100_1000	明白了。\n我會協助你鑽進通風管。
A5_2370_PIKACHU_100_3000	嗯，謝謝你喔，提姆。
A5_2381_PIKACHU_100_1000	總算是進到房間裡了。
A5_2381_PIKACHU_100_2000	好了，得快去救那隻\n虛弱的寶可夢才是。
A5_2385_PIKACHU_100_1000	哎呀，得先去救那隻\n虛弱的寶可夢才是。
A5_2400_PIKACHU_100_1000	你沒事吧！\n這到底是怎麼回事！？
A5_2400_UPAH_100_1000	烏……波……
A5_2400_PIKACHU_100_2000	牠看起來相當虛弱。\n得把門打開，叫提姆他們過來才行。
A5_2400_UPAH_200_1000	烏……波……
A5_2400_PIKACHU_200_1000	牠看起來相當虛弱。\n得把門打開，叫提姆他們過來才行。
A5_2410_PIKACHU_100_1000	現在可不是調查的時候。
A5_2430_PIKACHU_100_1000	好，從內側就可以把門打開了。
A5_2430_PIKACHU_100_2000	喂～提姆！瑞秋！\n快來這邊！
A5_2430_TIM_100_1000	烏波的情況如何？
A5_2430_PIKACHU_100_3000	嗯，果然是相當虛弱。
A5_2430_RACHEL_100_1000	烏波好可憐……！
A5_2430_TIM_100_2000	牠為什麼會倒下？
A5_2430_RACHEL_100_2000	這隻烏波的身體都乾了。\n一定是水分不夠。
A5_2430_RACHEL_100_3000	得早點給牠水才行！
A5_2430_TIM_100_3000	我記得這層樓有水。
A5_2430_PIKACHU_100_4000	好，我們立刻去找水吧！
A5_2440_RACHEL_100_1000	得早點幫幫這隻烏波才行！\n一定在某個地方能找到水的！
A5_2440_TIM_100_1000	嗯。我這就去拿來！
A5_2440_RACHEL_200_1000	得早點幫幫這隻烏波才行！\n一定在某個地方能找到水的！
A5_2450_GARDIE_100_1000	卡蒂卡蒂！
A5_2450_PIKACHU_100_1000	你放心，\n我一定會讓烏波好起來的。
A5_2450_PIKACHU_100_2000	所以卡蒂狗，你幫我們把風，\n注意那些傢伙會不會往這邊來。
A5_2450_GARDIE_100_2000	卡蒂！
A5_2450_GARDIE_200_1000	卡蒂卡蒂！
A5_2450_PIKACHU_200_1000	你放心，\n我一定會讓烏波好起來的。
A5_2460_GHIHIDARUMA_100_1000	狒狒？
A5_2460_PIKACHU_100_1000	我發現了一隻倒地不起的烏波。\n牠好像是水分不夠。
A5_2460_GHIHIDARUMA_100_2000	狒狒！狒狒！
A5_2460_PIKACHU_100_2000	是啊，得立刻去找到水，\n設法救牠才行……
A5_2460_GHIHIDARUMA_200_1000	狒狒！狒狒！
A5_2460_PIKACHU_200_1000	是啊，得立刻去找到水，\n設法救牠才行……
A5_2470_RENTORAR_100_1000	倫琴？
A5_2470_PIKACHU_100_1000	牠在問我們\n知不知道哪裡可能會有水。
A5_2470_TIM_100_1000	我好像在這層樓看到過。\n我去找找看。
A5_2470_RENTORAR_100_2000	倫倫～……
A5_2470_RENTORAR_200_1000	倫琴？
A5_2470_PIKACHU_200_1000	牠在問我們\n知不知道哪裡可能會有水。
A5_2470_TIM_200_1000	我好像在這層樓看到過。
A5_2480_GORONDA_100_1000	流流～
A5_2480_PIKACHU_100_1000	牠要我們先去救烏波，\n有什麼事，晚點再說。
A5_2480_TIM_100_1000	的確。\n我們快去找水吧。
A5_2480_GORONDA_200_1000	流流～
A5_2480_PIKACHU_200_1000	牠要我們先去救烏波，\n有什麼事，晚點再說。
A5_2490_UPAH_100_1000	烏……波……
A5_2490_PIKACHU_100_1000	提姆，我們快幫牠拿水來吧。
A5_2500_TIM_100_1000	現在不是調查的時候。\n得救救烏波才行。
A5_2510_TIM_100_1000	現在不是調查的時候。\n得救救烏波才行。
A5_2520_TIM_100_1000	現在不是調查的時候。\n得救救烏波才行。
A5_2530_PIKACHU_100_1000	有這些水，\n烏波應該就會恢復活力了。
A5_2530_TIM_100_1000	我們就裝些水，\n帶去給烏波吧！
A5_2540_UPAH_100_1000	烏波！烏波！
A5_2540_TIM_100_1000	牠看起來恢復精神了。
A5_2540_PIKACHU_100_1000	牠在謝謝我們呢。
A5_2540_UPAH_100_2000	烏波～！
A5_2540_RACHEL_100_1000	真是太好了……
A5_2540_TIM_100_2000	不過，這隻烏波怎麼會在這裡？
A5_2540_PIKACHU_100_2000	那的確是很令我在意。\n來問問牠吧。
A5_2550_PIKACHU_100_1000	我們有不少事情想問問你。\n可以嗎？
A5_2550_UPAH_100_1000	烏波。
A5_2550_PIKACHU_200_1000	我們有不少事情想問問你。\n可以嗎？
A5_2550_UPAH_200_1000	烏波！
A5_2550_SEL_0_1000	關於烏波
A5_2550_SEL_0_2000	為什麼會在這裡
A5_2550_PIKACHU_300_1000	你的身體越來越濕潤了。\n真是太好了。
A5_2550_UPAH_300_1000	烏波。
A5_2550_TIM_300_1000	……總覺得烏波的附近\n有點涼涼的。
A5_2550_RACHEL_300_1000	是「濕氣」。\n烏波在加濕這附近的空氣呢。
A5_2550_TIM_300_2000	原來是這樣。\n感覺很舒服，心情很平靜呢。
A5_2550_UPAH_300_2000	烏波。
A5_2550_TIM_400_1000	你怎麼會在這種地方？
A5_2550_UPAH_400_1000	烏波！烏波波！
A5_2550_PIKACHU_400_1000	牠說是被那些傢伙捉到後，\n被強行帶到這裡來的。
A5_2550_TIM_400_2000	跟達摩狒狒牠們一樣……
A5_2550_PIKACHU_400_2000	怎麼會有這麼過分的事。
A5_2550_UPAH_400_2000	烏波……
A5_2550_PIKACHU_400_3000	再加上那些傢伙不給牠水，\n所以牠才會那麼虛弱。
A5_2550_TIM_400_3000	牠平時生活在水裡，\n卻突然碰到這種事，一定很難受吧。
A5_2550_TIM_400_4000	烏波你知不知道什麼\n關於優尼塔斯的事？
A5_2550_UPAH_400_3000	烏波……？
A5_2550_PIKACHU_400_4000	自從背上被裝了某種東西之後，\n牠好像一直昏昏沉沉的。
A5_2550_PIKACHU_400_5000	所以牠也不知道\n關於優尼塔斯的事情。
A5_2550_TIM_400_5000	那個東西就是方塊了吧。
A5_2550_TIM_400_6000	優尼塔斯會不會用這孩子\n做了什麼實驗呢？
A5_2555_PIKACHU_100_1000	看來烏波已經沒事了。\n我們也差不多該回到原來的調查了。
A5_2555_TIM_100_1000	找出下樓時需要的密碼，對吧。
A5_2555_PIKACHU_100_2000	嗯，說不定密碼就在這個房間裡。
A5_2555_PIKACHU_100_3000	蒐集一下情報吧。\n首先，我挺在意那張辦公桌的。
A5_2555_TIM_100_2000	嗯。\n我調查看看。
A5_2560_RACHEL_100_1000	烏波恢復了精神，\n真是太好了。
A5_2560_RACHEL_100_2000	為了不讓他們繼續做這種事情，\n得早點去最底層才行呢。
A5_2560_TIM_100_1000	嗯。我會尋找下去的方法。
A5_2560_RACHEL_100_3000	如果有什麼我可以辦到的事，\n儘管告訴我。
A5_2560_RACHEL_100_4000	我會全力幫忙的！
A5_2560_RACHEL_200_1000	如果有什麼我可以辦到的事，\n儘管告訴我。
A5_2560_RACHEL_200_2000	我會全力幫忙的！
A5_2570_GARDIE_100_1000	卡蒂蒂！
A5_2570_PIKACHU_100_1000	牠說，竟然把寶可夢關起來，\n還弄得這麼虛弱，牠絕對不原諒那些傢伙！
A5_2570_TIM_100_1000	我也這麼覺得。
A5_2570_TIM_100_2000	不管他們的理由是什麼，\n都得阻止他們才行……
A5_2570_GARDIE_200_1000	卡蒂蒂！
A5_2570_PIKACHU_200_1000	牠說，竟然把寶可夢關起來，\n還弄得這麼虛弱，牠絕對不原諒那些傢伙！
A5_2580_GHIHIDARUMA_100_1000	狒狒！
A5_2580_TIM_100_1000	你怎麼氣成這樣？
A5_2580_GHIHIDARUMA_100_2000	狒狒！狒狒！
A5_2580_PIKACHU_100_1000	看來那些人對烏波做的事，\n讓牠火大了。
A5_2580_TIM_100_2000	是啊……\n我也有同感。
A5_2580_GHIHIDARUMA_200_1000	狒狒！狒狒！
A5_2580_PIKACHU_200_1000	看來那些人對烏波做的事，\n讓牠火大了。
A5_2590_RENTORAR_100_1000	倫琴。
A5_2590_PIKACHU_100_1000	牠說，這下我們應該就能\n慢慢調查那個房間了。
A5_2590_TIM_100_1000	是啊。\n希望趕快找到樓梯間的密碼……
A5_2590_RENTORAR_200_1000	倫琴。
A5_2590_PIKACHU_200_1000	牠說，這下我們應該就能\n慢慢調查那個房間了。
A5_2600_GORONDA_100_1000	流流～？
A5_2600_PIKACHU_100_1000	牠說，不帶烏波一起走，\n沒關係嗎？
A5_2600_TIM_100_1000	把牠留在這裡會讓我放心不下，\n但是帶著牠一起走會更危險……
A5_2600_PIKACHU_100_2000	沒錯。還是讓牠躲在那個房間，\n別被優尼塔斯的人發現吧。
A5_2600_GORONDA_100_2000	流流～
A5_2600_GORONDA_200_1000	流流～！
A5_2600_PIKACHU_200_1000	要是優尼塔斯的人來了，就看我的吧！\n牠是這麼說的……
A5_2600_TIM_200_1000	為了避免那種事情發生，\n我們要靜悄悄地行動。
A5_2610_TIM_100_1000	有內線對講機。
A5_2610_PIKACHU_100_1000	看來是可以\n<color=#F39800FF>播打內線給設施裡的其他房間。</color>
A5_2610_TIM_100_2000	這能不能用來做什麼？
A5_2610_PIKACHU_200_1000	看來是可以\n播打內線給設施裡的其他房間。
A5_2620_TIM_100_1000	這裡貼著告示。
A5_2620_TIM_100_2000	「發生火災等緊急情況時，\n整座設施內會響起警鈴。」
A5_2620_TIM_100_3000	<color=#F39800FF>「警鈴響起時，請迅速避難。」</color>
A5_2620_PIKACHU_100_1000	雖然是個可疑的組織，\n但防災意識倒是挺不錯的。
A5_2620_TIM_200_1000	「發生火災等緊急情況時，\n整座設施內會響起警鈴。」
A5_2620_TIM_200_2000	「警鈴響起時，請迅速避難。」
A5_2640_TIM_100_1000	這是……
A5_2640_PIKACHU_100_1000	怎麼了，提姆？
A5_2640_TIM_100_2000	<color=#F39800FF>極光之露的照片</color>。
A5_2640_PIKACHU_100_2000	剛才也有個傢伙\n提到極光之露……
A5_2640_TIM_100_3000	這是怎麼回事？
A5_2640_PIKACHU_100_3000	在這張辦公桌\n說不定能找到重要的情報。
A5_2640_PIKACHU_200_1000	說不定還有什麼\n忘記調查的東西……
A5_2650_PIKACHU_100_1000	來，我們要從什麼開始調查？
A5_2650_PIKACHU_200_1000	還有令你在意的地方嗎？
A5_2660_PIKACHU_5000_1000	喂喂，提姆。
A5_2660_PIKACHU_5000_2000	還有地方應該要調查吧？
A5_2670_PIKACHU_100_1000	看著這張桌子，會讓我想起\n艾琳對我搖頭嘆氣的事呢。
A5_2670_PIKACHU_100_2000	她說過，我真是太有才了，\n竟然能把房間弄得亂糟糟。
A5_2680_TIM_100_1000	這是什麼的文件夾？
A5_2680_PIKACHU_100_1000	我看看……\n封面寫著<color=#F39800FF>「事業計畫書」。</color>
A5_2680_TIM_100_2000	欸，你看這一頁！\n上面寫著好驚人的預算！
A5_2680_PIKACHU_100_2000	這的確是令我挺驚訝的。\n真好奇這個組織的財源……
A5_2680_TIM_100_3000	要從這份文件抽絲剝繭\n大概有點困難。
A5_2690_TIM_100_1000	是<color=#F39800FF>勾魂眼的照片</color>。
A5_2690_PIKACHU_100_1000	這是……在警察局遇見的那隻勾魂眼。\n我們被關在同一個房間裡。
A5_2690_TIM_100_2000	這張照片怎麼會\n出現在這種地方？
A5_2690_PIKACHU_100_2000	背面好像寫著什麼。
A5_2690_TIM_100_3000	我看看……\n「會吃寶石，必須注意。」
A5_2690_PIKACHU_100_3000	……這是什麼意思？\n是要去注意什麼事？怎麼注意？
A5_2700_PIKACHU_100_1000	我看看……\n管理組致研究組？
A5_2700_TIM_100_1000	「請謹慎拿取極光之露，\n並且加以消毒。」
