A0.asset
A0_1023_PIKACHU_100_1000	钢铠鸦那家伙，\n把我的宝贝帽子给拿走了！
A5_1710_TIM_100_1000	皮卡丘，\n这边也有吃完东西后留下的垃圾。
A5_1710_PIKACHU_100_1000	这个包装纸和\n灰尘山给我们的一模一样。
A5_1710_TIM_100_2000	也就是说，\n<color=#F39800FF>这个垃圾可以证明有人出入这里</color>。
A5_1710_PIKACHU_100_2000	嗯，说不定还有别的证据，\n我们好好找找吧。
A5_1710_TIM_200_1000	这个包装纸和\n灰尘山给我们的一模一样。
A5_1710_PIKACHU_200_1000	扔垃圾的人果然进来过。
A5_1720_TIM_100_1000	这污渍，\n是什么药物翻到后留下的吗？
A5_1720_PIKACHU_100_1000	嗯，有可能是这里的宝可梦失控时，\n弄翻了药物。
A5_1720_PIKACHU_100_3000	从气味和灰尘来看，\n<color=#F39800FF>应该不是最近沾上去的</color>。
A5_1720_PIKACHU_100_4000	可也不知道到底弄翻了什么药物，\n还是别去碰它了。
A5_1720_TIM_200_1000	这污渍，\n是药物翻到之后留下的吧。
A5_1720_PIKACHU_200_1000	从气味和灰尘来看，\n应该不是最近沾上去的。
A5_1730_TIM_100_1000	配电箱是开着的。
A5_1730_PIKACHU_100_1000	里面好像被破坏了，\n所以这里才通不了电啊。
A5_1730_PIKACHU_300_1000	我记得刚刚的笔记上写着\n“必须事先破坏１楼的配电箱”。
A5_1730_TIM_300_1000	看来有人故意破坏了这里。
A5_1730_TIM_300_2000	为什么要做到这个地步啊？
A5_1730_PIKACHU_300_2000	可能是为了让人以为\n１楼没有通电。
A5_1730_TIM_300_3000	你是说，他们想让人以为\n这里被封锁了？
A5_1730_PIKACHU_300_3000	写在那张笔记上的指示\n应该是为了隐藏什么东西。
A5_1730_PIKACHU_300_4000	完全有这个可能性。
A5_1730_TIM_400_1000	不是坏了，\n而是被破坏了？
A5_1730_PIKACHU_400_1000	没错，如果没有人故意搞破坏，\n应该不会坏成这个样子。
A5_1730_PIKACHU_400_2000	我也是稍微懂点电工知识的。\n
A5_1730_TIM_400_2000	但这究竟是谁干的？
A5_1730_PIKACHU_400_3000	唔……
A5_1740_PIKACHU_100_1000	这个柜子是这里的研究员的吧，\n上面有什么吗？
A5_1740_PIKACHU_100_2000	我看不见，\n快告诉我。
A5_1740_TIM_100_1000	等一下哦，我这就来看看。
A5_1740_TIM_100_2000	也没什么，全都是些药物……
A5_1740_TIM_100_3000	咦？这是什么……？
A5_1740_TIM_100_4000	是什么东西的钥匙吧。
A5_1740_TIM_200_1000	除了钥匙，就只有药物了。
A5_1740_PIKACHU_200_1000	应该是当年的研究员\n用的吧。
A5_1740_PIKACHU_300_1000	莫非这是入口的钥匙？
A5_1740_TIM_300_1000	这把钥匙应该能插进去，\n试试看吧。
A5_1740_PIKACHU_400_1000	居然放在这种地方，太不自然了，\n总觉得有蹊跷。
A5_1740_TIM_400_1000	总之我们先拿上吧，\n说不定用得上。
A5_1760_TIM_100_1000	能不能沿着气味\n找到被堵住的通道呢？
A5_1760_GARDIE_100_1000	卡蒂……
A5_1760_PIKACHU_100_1000	它说灰尘太重了，\n恐怕很难。
A5_1760_GARDIE_200_1000	卡蒂……
A5_1760_PIKACHU_200_1000	它说灰尘太重了，\n恐怕很难。
A5_1780_PIKACHU_100_1000	就是这扇门被锁住了打不开。
A5_1780_TIM_300_1000	但愿这把钥匙能开锁。
A5_1780_PIKACHU_300_1000	赶紧试试吧。
A5_1780_TIM_300_2000	就用这把钥匙……
A5_1780_TIM_300_3000	好，锁解开了。
A5_1780_GHIHIDARUMA_300_1000	达摩！
A5_1780_GORONDA_300_1000	霸道！
A5_1780_PIKACHU_300_2000	让你们久等了。
A5_1780_PIKACHU_400_1000	上面挂着一个锁头。
A5_1780_PIKACHU_400_1500	想让达摩狒狒和霸道熊猫进来，\n必须得打开这扇门。
A5_1780_TIM_400_2000	但愿刚刚捡到的\n就是这扇门的钥匙。
A5_1780_PIKACHU_400_2000	先试试看吧。
A5_1780_TIM_400_3000	是啊。就用这把钥匙……
A5_1780_TIM_400_4000	好，锁解开了。
A5_1780_GHIHIDARUMA_400_1000	达摩～！
A5_1780_GORONDA_400_1000	霸道！
A5_1780_PIKACHU_400_3000	让你们久等了。
A5_1790_PIKACHU_100_1000	蒂姆，调查了房间后，你有什么想法？
A5_1790_TIM_100_1000	我认为肯定有谁进来过。
A5_1790_TIM_100_2000	而且看过刚才的笔记之后，\n我总觉得他们有什么目的。
A5_1790_PIKACHU_100_2000	抱有某种目的采取行动的人类……\n怎么想都很可疑。
A5_1790_PIKACHU_100_3000	不如我们一起来想想，\n这里究竟发生了什么？
A5_1800_TIM_100_1000	只差调查这个房间了。
A5_1800_PIKACHU_100_1000	嗯，好好看看\n有没有什么可疑的东西吧。
A5_1810_PIKACHU_100_1000	你要去哪里？\n没必要出去吧。
A5_1810_TIM_100_1000	是啊，\n调查一下建筑内部吧。
A5_1820_GHIHIDARUMA_100_1000	狒狒？
A5_1820_PIKACHU_100_1000	它在问，\n什么时候才能帮上你的忙。
A5_1820_TIM_100_1000	现在还不需要。\n等有需要的时候我会拜托你的。
A5_1820_GHIHIDARUMA_200_1000	狒狒！
A5_1820_PIKACHU_200_1000	它说自己会乖乖等在这里，\n随时都能提供帮助。
A5_1830_GORONDA_100_1000	霸道。
A5_1830_PIKACHU_100_1000	它说如果要用到它的力量，\n就尽管拜托它。
A5_1830_TIM_100_1000	好的。到时候就麻烦你了。
A5_1830_GORONDA_200_1000	霸道。
A5_1830_PIKACHU_200_1000	它说如果要用到它的力量，\n就尽管拜托它。
A5_1840_PIKACHU_100_1000	如果想找到被堵住的通道，\n最好请它们帮忙。
A5_1840_TIM_100_1000	我知道了，去问问它们吧。
A5_1850_TIM_100_1000	用透视看看的话，\n说不定能找到什么……
A5_1850_PIKACHU_100_1000	怎么样？\n要请伦琴猫帮忙吗？
A5_1850_SEL_0_1000	好的
A5_1850_SEL_0_2000	算了
A5_1850_PIKACHU_300_1000	好，拜托你了，伦琴猫。
A5_1850_RENTORAR_300_1000	伦伦。
A5_1850_PIKACHU_400_1000	再稍微考虑一下。
A5_1850_RENTORAR_400_1000	伦琴。
A5_1870_RACHEL_100_1000	没想到这里居然\n藏着一条通道……
A5_1870_RACHEL_100_2000	前面一定有些\n不想被人看到的东西吧？
A5_1870_RACHEL_100_3000	蒂姆，我们去看看吧。
A5_1870_RACHEL_200_1000	蒂姆，我们去看看吧。
A5_1880_GARDIE_100_1000	卡蒂！
A5_1880_PIKACHU_100_1000	你说前面传来了奇怪的气味？
A5_1880_TIM_100_1000	你知道是什么气味吗？
A5_1880_GARDIE_100_2000	卡蒂……
A5_1880_PIKACHU_100_2000	它好像不太清楚，\n总之我们小心前进吧。
A5_1880_GARDIE_200_1000	卡蒂！
A5_1880_PIKACHU_200_1000	这前面传来了奇怪的气味。
A5_1890_TIM_100_1000	多谢你，达摩狒狒。帮大忙了。
A5_1890_GHIHIDARUMA_100_1000	狒狒！
A5_1890_PIKACHU_100_1000	它说不过是举手之劳。
A5_1890_TIM_100_2000	之后也要拜托你帮忙了。
A5_1890_TIM_200_1000	多谢你，达摩狒狒。帮大忙了。
A5_1890_GHIHIDARUMA_200_1000	狒狒！
A5_1900_RENTORAR_100_1000	伦伦。
A5_1900_PIKACHU_100_1000	它说，你们的做法真够夸张的。
A5_1900_TIM_100_1000	毕竟只有这个办法了……
A5_1900_RENTORAR_200_1000	伦伦。
A5_1900_PIKACHU_200_1000	它说，你们的做法真够夸张的。
A5_19001_TIM_100_1000	这是我们得到的勋章。
A5_19001_PIKACHU_100_1000	这是我们作为名侦探大显身手的证明，\n今后也继续努力吧，蒂姆。
A5_19002_PIKACHU_100_1000	是竹林街的竹炭披萨啊。\n哎呀，实在是太美味了。
A5_19002_TIM_100_1000	帮个忙还能免费吃披萨，\n那家披萨店真大方啊。
A5_19002_PIKACHU_100_2000	昨天没吃完的还有剩，\n要不吃完之后再出门吧。
A5_19010_TIM_100_1000	“宝可梦共生研究所”啊。
A5_19010_RACHEL_100_1000	妈妈以前就是在这里工作的。
A5_19020_TIM_100_1000	“宝可梦共生研究所”啊。
A5_19020_PIKACHU_100_1000	这里一定有什么线索。
A5_19020_PIKACHU_100_2000	我们把它找出来吧。
A5_1910_GORONDA_100_1000	霸道。
A5_1910_PIKACHU_100_1000	它说，这次它们也能进来了。
A5_1910_TIM_100_1000	毕竟也不能让你们等在这里，\n真是太好了。
A5_1910_GORONDA_200_1000	霸道。
A5_1910_PIKACHU_200_1000	它说，这次它们也能进来了。
A5_19110_TIM_100_1000	这个药是用来干什么的？
A5_19110_PIKACHU_100_1000	喂，小心点哦。\n要是受伤了就麻烦了。
A5_19110_TIM_100_2000	我明白的，你操心过头了。
A5_19120_PIKACHU_100_1000	有哪里觉得不对劲就告诉我，\n我看不见上面的情况。
A5_19120_TIM_100_1000	有什么发现我会立刻和你说的。
A5_19130_TIM_100_1000	就连柜子里都乱糟糟的。
A5_19130_PIKACHU_100_1000	这些应该不是宝可梦发狂后弄乱的，\n而是后来有人来翻了一遍。
A5_1930_PIKACHU_100_1000	也不知道楼下会有什么。
A5_1930_TIM_100_1000	只能下去看看了。
A5_1930_TIM_100_2000	瑞秋也同意吗？
A5_1930_RACHEL_100_1000	嗯，谢谢你，蒂姆。\n没问题的。
A5_1930_RACHEL_100_2000	我必须弄清楚\n爸爸和优尼塔斯之间的关联。
A5_1930_PIKACHU_100_2000	好，我们走吧！
A5_20110_TIM_100_1000	要从卡蒂狗身上下来吗？
A5_20110_SEL_0_1000	下来
A5_20110_SEL_0_2000	再等等
A5_20110_TIM_300_1000	我扶你，你下来的时候小心些。
A5_20110_PIKACHU_300_1000	你担心过头了，蒂姆。
A5_20110_TIM_400_1000	要下来的话就和我说一声吧。
A5_20115_PIKACHU_100_1000	可以从蔓藤怪旁边的小门开始\n追踪气味吗？
A5_20115_GARDIE_100_1000	（明白了！）
A5_20120_PIKACHU_100_1000	没必要去这边，\n调查一下研究所周围吧。
A5_20140_PIKACHU_100_1000	没必要去这边，\n调查一下研究所周围吧。
A5_20150_RACHEL_100_1000	你在帮忙追踪气味吗？\n你们俩都要加油哦。
A5_20150_GARDIE_100_1000	（我们会加油的！）
A5_20150_PIKACHU_100_1000	嗯，交给我们吧。
A5_20160_GHIHIDARUMA_100_1000	（什么时候需要我帮忙？）
A5_20160_PIKACHU_100_1000	先等等，\n说不定马上就需要你帮忙了。
A5_20165_GHIHIDARUMA_100_1000	（需要我帮忙的话，\n　随时和我说。）
A5_20170_RENTORAR_100_1000	（能追踪气味还挺方便的。）
A5_20170_GARDIE_100_1000	（我也稍微帮上你们的忙了吧？）
A5_20170_PIKACHU_100_1000	何止稍微，\n你可是帮了大忙了。
A5_20175_RENTORAR_100_1000	（追踪气味就交给你了。）
A5_20180_GORONDA_100_1000	（要是能从大门进去，\n　事情就简单多了。）
A5_20180_PIKACHU_100_1000	总不能强行闯进去吧？\n还是先老老实实找入口吧。
A5_20185_GORONDA_100_1000	（要是能从正面进去，\n　事情就简单多了。）
A5_20190_GARDIE_100_1000	（里面传来了相同的气味。）
A5_20190_PIKACHU_100_1000	垃圾果然是从里面来的。
A5_20190_PIKACHU_100_2000	应该也有其他地方\n残留着气味。
A5_20190_PIKACHU_100_3000	麻烦你追踪这个气味吧。
A5_20200_DUSTDAS_100_1000	（会不会有什么好吃的掉在地上呢～）
A5_20200_PIKACHU_100_1000	要是找到了什么，我会告诉你的。
A5_20210_DIGDA_100_1000	（这里的土挖起来很舒服，\n　特别棒！）
A5_20210_PIKACHU_100_1000	原来土壤也有很多类型啊。
A5_20220_MONJARA_100_1000	（刚刚那块玻璃碎片，\n　难道一直缠在我的藤蔓上吗？）
A5_20220_PIKACHU_100_1000	你可真是个悠哉的家伙。
A5_20230_LHMANMID01_100_1000	我还是第一次看见骑着卡蒂狗的皮卡丘，\n真酷啊。
A5_20230_PIKACHU_100_1000	是、是吗，谢谢你啦……
A5_20240_GARDIE_100_1000	（咦？\n　气味突然消失了……）
A5_20240_PIKACHU_100_1000	消失了？
A5_20240_GARDIE_100_2000	（与其说消失了，\n　不如说气味一直延伸到了前面。）
A5_20240_PIKACHU_100_2000	是在这堆铁桶后面吗？
A5_20240_PIKACHU_100_3000	不先处理它们的话，\n就没法再往前走了……
A5_20240_PIKACHU_100_4000	叫蒂姆他们过来一趟吧。
A5_2030_TIM_100_1000	地下居然有这种地方……
A5_2030_PIKACHU_100_1000	地上的楼层虽然没人用，\n但这层明显有人在用。
A5_2030_RACHEL_100_1000	甚至还特地隐藏了通道，\n这里一定有些不可告人的机密。
A5_2030_TIM_100_2000	但我们还是成功来到这里了。\n一起揭露优尼塔斯的企图吧。
A5_2030_RACHEL_100_2000	……嗯，我们走吧。
A5_2030_PIKACHU_100_2000	嗯……？\n这个感觉是……
A5_2030_TIM_100_3000	怎么了？
A5_2030_PIKACHU_100_3000	我感觉离自己的身体更近了。
A5_2030_TIM_100_4000	你能感觉到？
A5_2030_PIKACHU_100_4000	没错，我自己也觉得很神奇，\n说不定是因为超梦的力量。
A5_2030_TIM_100_5000	……爸爸的身体就在这栋建筑里。
A5_2030_PIKACHU_100_5000	还有一件事。
A5_2030_PIKACHU_100_6000	我体内皮卡丘的意识好像变弱了。
A5_2030_TIM_100_6000	变弱了？为什么？
A5_2030_PIKACHU_100_7000	说不定是因为\n我的意识完全恢复了。
A5_2030_TIM_100_7000	怎么会这样……
A5_2030_PIKACHU_100_8000	也不知道它能撑到什么时候，\n我们不能磨蹭了……
A5_2030_TIM_100_8000	你放心，我不会让皮卡丘消失的。
A5_2030_TIM_100_9000	我一定会找到办法，\n让你们恢复成原来的样子。
A5_2030_PIKACHU_100_9000	蒂姆……
A5_2030_NOFACEANNOUNCE02_100_1000	即将对方块进行最终检查。
A5_2030_NOFACEANNOUNCE02_100_2000	请管理组和执行组\n前往最下层，地下５楼待命。
A5_2030_TIM_100_10000	刚刚的广播是……
A5_2030_PIKACHU_100_10000	看来有必要多调查一下。
A5_20310_TIM_100_1000	要从达摩狒狒身上下来吗？
A5_20310_SEL_0_1000	下来
A5_20310_SEL_0_2000	再等等
A5_20310_TIM_300_1000	我扶你，你下来的时候小心些。
A5_20310_PIKACHU_300_1000	你担心过头了，蒂姆。
A5_20310_TIM_400_1000	要下来的话就和我说一声吧。
A5_20320_PIKACHU_100_1000	没必要去这边，\n调查一下研究所周围吧。
A5_20340_PIKACHU_100_1000	没必要去这边，\n调查一下研究所周围吧。
A5_20350_RACHEL_100_1000	是吗，要让达摩狒狒\n帮忙破坏铁桶啊……
A5_20350_RACHEL_100_2000	达摩狒狒，拜托你了。
A5_20350_PIKACHU_100_1000	瑞秋她说拜托你了。
A5_20350_GHIHIDARUMA_100_1000	（嗯，交给我吧！）
A5_20360_GARDIE_100_1000	（这样的铁桶都能破坏，\n　达摩狒狒好厉害啊！）
A5_20360_GHIHIDARUMA_100_1000	（这可是我的特长！）
A5_20360_GHIHIDARUMA_100_2000	（不过你的鼻子也很厉害，\n　那可是我模仿不来的特长呢！）
A5_20360_GARDIE_100_2000	（是吗？嘿嘿。）
A5_20365_GHIHIDARUMA_100_1000	（不过你的鼻子也很厉害，\n　那可是我模仿不来的特长呢！）
A5_20365_GARDIE_100_1000	（是吗？嘿嘿。）
A5_20370_RENTORAR_100_1000	（力气活应该\n　可以放心交给你。）
A5_20370_GHIHIDARUMA_100_1000	（嗯，我很擅长搞破坏！）
A5_20375_RENTORAR_100_1000	（力气活应该\n　可以放心交给你。）
A5_20380_GHIHIDARUMA_100_1000	（要由我来破坏吗？）
A5_20380_GORONDA_100_1000	（嗯，我不太擅长这个。）
A5_20380_GHIHIDARUMA_100_2000	（可你看起来力气很大啊？）
A5_20380_GORONDA_100_2000	（我不太会控制力道。\n　容易把其他东西也一起破坏掉。）
A5_20385_GHIHIDARUMA_100_1000	（要由我来破坏吗？）
A5_20385_GORONDA_100_1000	（嗯，我不太擅长这个。）
A5_20390_PIKACHU_100_1000	这扇门上锁了。\n打不开……
A5_2040_PIKACHU_100_1000	没必要再上楼了，\n调查一下这一层吧。
A5_20400_DUSTDAS_100_1000	（会不会有什么好吃的掉在地上呢～）
A5_20400_PIKACHU_100_1000	要是找到了什么，我会告诉你的。
A5_20410_DIGDA_100_1000	（这里的土挖起来很舒服，\n　特别棒！）
A5_20410_PIKACHU_100_1000	原来土壤也有很多类型啊。
A5_20420_MONJARA_100_1000	（那东西什么时候\n　沾上来的？）
A5_20420_PIKACHU_100_1000	真是个悠哉的家伙，\n小心不要受伤了。
A5_20430_LHMANMID01_100_1000	宝可梦骑着宝可梦？\n哎呀，可真稀奇。
A5_20430_PIKACHU_100_1000	会这么做的估计就只有我了。
A5_20440_GHIHIDARUMA_100_1000	（只要把它破坏掉就行了吧？）
A5_20440_PIKACHU_100_1000	别客气，大胆上吧。
A5_20440_GHIHIDARUMA_100_2000	（明白了，我要铆足劲了！）
A5_20450_PIKACHU_100_1000	墙上有个洞……
A5_20450_PIKACHU_100_2000	刚刚的垃圾就是\n从这里被风吹出来的吧？
A5_20450_GARDIE_100_1000	（嗯，应该是的！）
A5_20450_GHIHIDARUMA_100_1000	（这个洞应该没法\n　让我和霸道熊猫进去……）
A5_20450_GHIHIDARUMA_100_2000	（好，接下来就破坏墙吧！）
A5_20450_PIKACHU_100_3000	等等！要是砸了墙，\n整栋建筑说不定都会塌！
A5_20450_PIKACHU_100_4000	我去里面开门，\n你们在外面等一会儿。
A5_20450_GHIHIDARUMA_100_3000	（是吗？好。）
A5_20450_PIKACHU_100_5000	蒂姆！快看这个！
A5_2050_RACHEL_100_1000	感觉跟楼上的情况很不一样呢。
A5_2050_RACHEL_100_2000	而且刚刚的广播\n也很让人在意……
A5_2050_TIM_100_1000	为了揭露他们的企图，\n我们也要谨慎行动才行。
A5_2050_TIM_100_2000	我和皮卡丘\n先去查看一下情况。
A5_2050_RACHEL_100_3000	好，\n我就在这里等你们。
A5_2050_RACHEL_200_1000	我就在这里等你们。
A5_2060_TIM_100_1000	卡蒂狗，你好像有点紧张，\n没事吧？
A5_2060_GARDIE_100_1000	卡蒂……卡蒂！
A5_2060_PIKACHU_100_1000	它说虽然有点害怕，但会努力的。
A5_2060_TIM_100_2000	谢谢你。\n我们就靠你了。
A5_2060_TIM_200_1000	卡蒂狗，你好像有点紧张，\n没事吧？
A5_2060_GARDIE_200_1000	卡蒂……卡蒂！
A5_2060_PIKACHU_200_1000	它说虽然有点害怕，但会努力的。
A5_2070_GHIHIDARUMA_100_1000	狒狒……？
A5_2070_PIKACHU_100_1000	你问我这里是怎么回事……？\n我也很想问这个问题。
A5_2070_TIM_100_1000	哪怕是为了搞清楚这点，\n我们也得多调查一下。
A5_2070_GHIHIDARUMA_200_1000	狒狒……？
A5_2070_PIKACHU_200_1000	你问我这里是怎么回事……？\n我也很想问这个问题。
A5_20710_TIM_100_1000	要从伦琴猫身上下来吗？
A5_20710_SEL_0_1000	下来
A5_20710_SEL_0_2000	再等等
A5_20710_TIM_300_1000	我扶你，你下来的时候小心些。
A5_20710_PIKACHU_300_1000	你担心过头了，蒂姆。
A5_20710_TIM_400_1000	要下来的话就和我说一声吧。
A5_20720_RACHEL_100_1000	伦琴猫愿意来帮忙啊。
A5_20720_RACHEL_100_2000	你们要加油哦。
A5_20730_GARDIE_100_1000	（阿嚏！阿嚏！）
A5_20730_PIKACHU_100_1000	到处是灰尘，你一定不好受吧。
A5_20730_RENTORAR_100_1000	（是啊，这种时候鼻子太灵了\n　也不是什么好事。）
A5_20740_GARDIE_100_1000	（阿嚏！阿嚏！）
A5_20740_PIKACHU_100_1000	到处是灰尘，你一定不好受吧。
A5_20750_GHIHIDARUMA_100_1000	（我随时都可以帮忙！）
A5_20750_PIKACHU_100_1000	我们还在调查，\n你再等我们一下。
A5_20750_GHIHIDARUMA_100_2000	（好的。需要我的时候\n　随时和我说！）
A5_20760_GHIHIDARUMA_100_1000	（需要我帮忙的时候，\n　随时和我说！）
A5_20760_PIKACHU_100_1000	嗯，到时候就拜托你了，\n达摩狒狒！
A5_20770_GORONDA_100_1000	（我该做些什么？）
A5_20770_PIKACHU_100_1000	我们还在调查，\n你再等我们一下。
A5_20770_GORONDA_100_2000	（明白了。\n　需要帮忙随时讲。）
A5_20780_GORONDA_100_1000	（我不懂那些细致的工作，\n　就都交给你们了。）
A5_20790_PIKACHU_100_1000	没必要出去。\n调查一下建筑内部吧。
A5_20790_RENTORAR_100_1000	（这样啊，我知道了。）
A5_2080_RENTORAR_100_1000	琴……
A5_2080_PIKACHU_100_1000	你说这里和楼上感觉不一样吗……\n看来我的想法没有错。
A5_2080_TIM_100_1000	那我们就更要慎重前进了。
A5_2080_RENTORAR_200_1000	琴……
A5_2080_PIKACHU_200_1000	你说这里和楼上感觉不一样吗……\n看来我的想法没有错。
A5_20800_PIKACHU_100_1000	没必要出去。\n调查一下建筑内部吧。
A5_20800_RENTORAR_100_1000	（这样啊，我知道了。）
A5_20810_PIKACHU_100_1000	这是蔓藤怪的脚印啊。
A5_20810_PIKACHU_100_2000	上面没积多少灰，\n是最近才留下的吧。
A5_20820_PIKACHU_100_1000	有一张不知是谁写的笔记。
A5_20820_PIKACHU_100_2000	看来这上面的内容，是所谓的管理组\n下达的指示。
A5_20830_RENTORAR_100_1000	（跟你们在外面找到的纸很像。）
A5_20830_PIKACHU_100_1000	嗯，看起来是一样的东西。\n就是不知道为什么掉在这里。
A5_20840_PIKACHU_100_1000	这个是药物留下的污渍吧。
A5_20840_PIKACHU_100_2000	也不知道是什么药物，\n还是别去随意碰比较好。
A5_20850_RENTORAR_100_1000	（这个机器好像坏了。）
A5_20850_PIKACHU_100_1000	嗯，应该是有人故意弄坏的。
A5_20860_PIKACHU_100_1000	这个柜子上刚刚放着钥匙，\n除此之外你还找到什么吗？
A5_20860_RENTORAR_100_1000	（没什么了。\n　我也没发现可疑的东西。）
A5_20880_RENTORAR_100_1000	（喂，这面墙后面是空的。）
A5_20880_PIKACHU_100_1000	看来我们猜对了。
A5_20880_RENTORAR_100_2000	（找到了是好事，\n　但你打算怎么进去？）
A5_20880_PIKACHU_100_2000	只要砸开就行了吧。
A5_20880_PIKACHU_100_3000	只要有达摩狒狒在，\n砸开这面墙不费吹灰之力。
A5_20880_TIM_100_1000	可以帮我把那面可疑的墙\n破坏掉吗？
A5_20880_GHIHIDARUMA_100_1000	狒狒！
A5_20880_PIKACHU_100_4000	哦，很有干劲啊。\n那就交给你了，达摩狒狒！
A5_2090_GORONDA_100_1000	霸道。
A5_2090_PIKACHU_100_1000	你说我不太对劲？
A5_2090_PIKACHU_100_2000	现在可是来到了敌人的大本营啊，\n我当然也会紧张啦。
A5_2090_GORONDA_100_2000	霸道……
A5_2090_GORONDA_200_1000	霸道。
A5_2090_PIKACHU_200_1000	你说我不太对劲？
A5_2090_PIKACHU_200_2000	现在可是来到了敌人的大本营啊，\n我当然也会紧张啦。
A5_2100_TIM_100_1000	楼梯应该就在这扇门后面，\n可是怎么也打不开啊。
A5_2100_PIKACHU_100_1000	应该是上锁了，\n打开它需要输入密码。
A5_21010_TIM_100_1000	拜托你了，达摩狒狒。
A5_21010_GHIHIDARUMA_100_1000	狒狒！
A5_21020_RACHEL_100_1000	是要破坏那面墙对吧。\n达摩狒狒、皮卡丘，拜托你们了。
A5_21020_RACHEL_100_2000	多加小心！
A5_21030_GARDIE_100_1000	（居然能破坏墙面，好厉害啊！）
A5_21030_GHIHIDARUMA_100_1000	（这可是我的特长！）
A5_21035_GARDIE_100_1000	（居然能破坏墙面，好厉害啊！）
A5_21040_RENTORAR_100_1000	（小心别把其他地方也破坏了哦！）
A5_21040_GHIHIDARUMA_100_1000	（我不会的！大概吧！）
A5_21045_RENTORAR_100_1000	（小心别把其他地方也破坏了哦！）
A5_21050_GORONDA_100_1000	（这里就交给你了。）
A5_21050_GHIHIDARUMA_100_1000	（嗯，我会全力以赴！）
A5_21055_GORONDA_100_1000	（这里就交给你了。）
A5_21060_PIKACHU_100_1000	没必要出去。\n调查一下建筑内部吧。
A5_21070_PIKACHU_100_1000	这是蔓藤怪的脚印啊。
A5_21070_PIKACHU_100_2000	上面没积多少灰，\n是最近才留下的吧。
A5_21080_PIKACHU_100_1000	有一张不知是谁写的笔记。
A5_21080_PIKACHU_100_2000	看来这上面的内容，是所谓的管理组\n下达的指示。
A5_21090_GHIHIDARUMA_100_1000	（地上有什么东西。）
A5_21090_PIKACHU_100_1000	是吃过东西后留下的垃圾，\n应该是之前来这里的家伙落下的。
A5_2110_TIM_100_1000	这个机器应该是用来\n输入楼梯密码的。
A5_2110_PIKACHU_100_1000	４位密码啊……
A5_2110_TIM_200_1000	这个机器应该是用来\n输入楼梯密码的。
A5_21100_PIKACHU_100_1000	是药物留下的污渍。
A5_21100_PIKACHU_100_2000	还是别去碰它比较好。
A5_21110_GHIHIDARUMA_100_1000	（这是什么？）
A5_21110_PIKACHU_100_1000	这是配电箱，\n现在已经停转了。
A5_21115_GHIHIDARUMA_100_1000	（是不是也要破坏这里？）
A5_21115_PIKACHU_100_1000	不用，\n只破坏墙就好。
A5_21120_PIKACHU_100_1000	就是这面墙，你能破坏它吗？
A5_21120_GHIHIDARUMA_100_1000	（小菜一碟！交给我吧！）
A5_21125_GHIHIDARUMA_100_1000	（不用破坏这扇门吗？）
A5_21125_PIKACHU_100_1000	你不用什么都破坏啊！\n只破坏墙就好！
A5_21130_GHIHIDARUMA_100_1000	（怎么样！）
A5_21130_PIKACHU_100_1000	真是厉害，\n谢谢你，达摩狒狒。
A5_21130_PIKACHU_100_2000	我们一起前进吧。
A5_21130_TIM_100_1000	墙里面居然还有这样的通道……
A5_21130_PIKACHU_100_3000	里面有楼梯。
A5_21130_PIKACHU_100_4000	看来之前待在这里的人\n想把这地方藏起来。
A5_2115_PIKACHU_100_1000	等等，蒂姆。
A5_2115_TIM_100_1000	怎么了？
A5_2115_PIKACHU_100_2000	你看那里。
A5_2115_TIM_100_2000	那是……！
A5_2115_PIKACHU_100_3000	我们去悄悄看下情况吧。
A5_21210_TIM_100_1000	要从伦琴猫身上下来吗？
A5_21210_SEL_0_1000	下来
A5_21210_SEL_0_2000	再等等
A5_21210_TIM_300_1000	我扶你，你下来的时候小心些。
A5_21210_PIKACHU_300_1000	你担心过头了，蒂姆。
A5_21210_TIM_400_1000	要下来的话就和我说一声吧。
A5_21220_RACHEL_100_1000	要去确认里面的情况对吧。\n皮卡丘、伦琴猫，要当心啊。
A5_21220_PIKACHU_100_1000	你看，瑞秋在担心我们哦！
A5_21220_RENTORAR_100_1000	（哼……不用担心）
A5_21230_RACHEL_100_1000	要去确认里面的情况对吧。\n皮卡丘、伦琴猫，要当心啊。
A5_21240_GARDIE_100_1000	（要不我也来帮忙？）
A5_21240_PIKACHU_100_1000	现在还不用你帮忙。
A5_21240_RENTORAR_100_1000	（你就在这里乖乖等着吧。）
A5_21240_GARDIE_100_2000	（嗯！）
A5_2125_RACHEL_100_1000	我听见了说话声，\n就过来看看情况……
A5_2125_PIKACHU_100_1000	嗯，优尼塔斯果真在这里。
A5_2125_TIM_100_1000	看来我们的推理没错。
A5_2125_PIKACHU_100_2000	另外，蒂姆，你听到他们刚才说的话了吗？
A5_2125_TIM_100_2000	他们提到了极光之露，\n还有生产线……
A5_2125_PIKACHU_100_3000	根据广播内容来推测，\n这指的应该是方块生产线。
A5_2125_RACHEL_100_2000	为了视察这事，\n爸爸会来这里……
A5_2125_PIKACHU_100_4000	也就是说只要去地下５楼，就能见到市长，\n我们也往下走吧。
A5_2125_TIM_100_3000	好的，\n我们想办法下去吧。
A5_2125_PIKACHU_100_5000	我们要小心行事，\n毕竟还有优尼塔斯的人留在这个楼层里。
