Battle\COMMON.msbt
NOT_MOVE	様子を見ている…
002	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_14_0002_pc1003\0いやー、さすがにこの展開は\n読めなかったぜ！\n『\x0e\0\x03\x02\x02\0季節外れのＵＦＯ\x0e\0\x03\x02ÿÿ』ってそういう…。
003	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_14_0003_pc1006\0どうよ？　なかなかのモンでしょ？
004	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_14_0004_pc1003\0おみそれいたしました。
005	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_14_0005_pc1006\0まぁ、かくいうあたしも？\nヤシロの演技に\nおみそれしちゃってたんだけど。
006	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_14_0006_pc1006\0挿入歌もすっごいいい雰囲気出してるし\n…ホントにマルチよね、あなたって。
007	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_14_0007_pc1006\0うぅ…自信なくしそう。
008	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_14_0008_pc1008\0卑下することはない。\nお前の演技もなかなかのものだ。\n俺の相手役としては申し分ない。
009	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_14_0009_pc1008\0この挿入歌も、お前とのレッスンの\n最中に着想を得て、書き下ろしたものだ。
010	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_14_0010_pc1006\0あ、そうなの？
011	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_14_0011_pc1008\0謝罪しよう、弓弦エレオノーラ。\nどうやら俺が間違っていたようだ。
012	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_14_0012_pc1008\0調和とは決して馴れ合いなどではなく\n表現者に必要不可欠なものだったのだな。
013	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_14_0013_pc1006\0あ、あたしの方こそ…その、ごめん。
014	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_14_0014_pc1006\0あなたの事、勝手に格上だと思って、\n卑屈になってた所あったかも。
015	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_14_0015_pc1006\0ヤシロって口下手だけど\n意外といいやつだったんだね。\nもっとちゃんと話せば良かった。
016	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_14_0016_pc1008\0そうだな。\nだからちゃんと話しておこう。\n弓弦エレオノーラ。
017	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_14_0017_pc1006\0何？
018	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_14_0018_pc1008\0お前の演技にはまだまだ粗が多い。\n動きに無駄がある。役をオーバーに作るのも\n悪い癖だ。直せ。
019	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_14_0019_pc1006\0あーっ！　やっぱさっきのセリフ取り消し！\nやっぱアンタやなやつっ！
020	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_14_0020_pc1006\0もうちょっと空気読みなさいよ！\nタイミング選びなさいよ！　ばかっ！
021	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_14_0021_pc1008\0………何故だ。
SEL_01_01	なぜだろう…。
022	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_14_0022_pc1001\0なぜだろう…。\n俺にも分からない…。
023	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_14_0023_pc1008\0ふむ。\nこれは女性の心理というものを\n本気で探求する必要があるようだな。
SEL_01_02	どうした一流？
024	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_14_0024_pc1001\0どうした一流？
025	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_14_0025_pc1008\0くっ…。\n俺にはまだまだ\n学ぶべきことがあるようだ。
Sidestory\s1008_a_15.msbt
001	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_15_0001_pc1008\0ところで蒼井樹。\n今回のことは…世話になったな。
002	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_15_0002_pc1008\0お前の言葉は何故か俺の骨身に染みる。
003	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_15_0003_pc1001\0そんな大げさな。
004	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_15_0004_pc1008\0レッスン場の時もそうだ。\nこの俺に面と向かって、あんな言葉を言ったのは\n父以外ではお前がはじめてだ。
005	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_15_0005_pc1001\0あの時はつい…\n生意気だったよな、ごめん。
006	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_15_0006_pc1008\0いや、そのおかげで俺は\n一人では絶対に気付けないものに\n気付くことができるようになった。
007	\x0e\x04\0\x1d\x1a\0EVT_s1008_a_15_0007_pc1008\0礼を言う。蒼井樹。
Sidestory\s1008_b_02.msbt
001	\x0e\x04\0\x18\x15\0EVT_REPLY_0034_pc1008\0蒼井樹……か……。\n活動に必要なエネルギーが低下しつつある。\nなんとかしろ……。
002	お腹がすいてるってこと？
003	\x0e\x04\0\x18\x15\0EVT_REPLY_0039_pc1008\0違う。\n活動に必要なエネルギーが\n低下しつつあるだけだ。
SEL_01_01	仕方ない…。
004	\x0e\x04\0\x18\x15\0EVT_REPLY_0054_pc1001\0仕方ない…。\nいったいどうしてこんなことになったんだ？
SEL_01_02	今忙しいんだ。
005	\x0e\x04\0\x1b\x18\0EVT_m1017_03_0005_pc1001\0悪い、今忙しいんだ。
006	\x0e\x04\0\x18\x15\0EVT_REPLY_0052_pc1001\0………。
007	グルメ系日常コメディ\n『ザ・ハングリーマン』を\n受注しますか？
008	サイドストーリーを受注しました。
Sidestory\s1008_b_03.msbt
004	\x0e\x04\0\x1e\x1b\0EVT_s1008_b_03_0004b_pc1008\0実はここ数日、スケジュールの関係で\nエネルギーを補給する行動を取っていない。
016	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_03_1000_pc1001\0状況が全く読めないんだけど\nつまり何日も\x0e\0\x03\x02\x02\0ご飯食べてない\x0e\0\x03\x02ÿÿって事？\nえっ、今までどうしてたの！？
006	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_03_0006_pc1008\0芸能以外の雑事は全て\n付き人に任せてきた。
007	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_03_0007_pc1001\0その付き人ってのはどうしたの？
008	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_03_0008_pc1008\0解雇した。\n俺のフォルトナ移籍に反対したからな。
009	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_03_0009_pc1008\0教えてくれ…蒼井樹。\nお前たちは普段どうやって\n飢餓状態から脱しているのだ？
010	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_03_0010_pc1001\0飢餓状態っていうのは大げさだけど…\n小腹がすいたらカフェかな…後は…。
011	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_03_0011_pc1008\0\x0e\0\x03\x02\x02\0カフェ\x0e\0\x03\x02ÿÿだな。\n成程、了解した。
015	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_03_0015_pc1001\0心配だな……。
Sidestory\s1008_b_06.msbt
001	\x0e\x04\0\x18\x15\0EVT_REPLY_0054_pc1007\0あ、イツキさん！
002	\x0e\x04\0\x18\x15\0EVT_REPLY_0101_pc1001\0ヤシロは？
003	\x0e\x04\0\x18\x15\0EVT_REPLY_0019_pc1007\0通りすがりの人に手伝ってもらって\nなんとかカフェに入ってもらいました！
004	イツキさんも来てください！
Sidestory\s1008_b_07.msbt
001	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0001_pc1008\0ふう……。
002	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0002_pc1001\0どう？
003	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0003_pc1008\0問題ない。\nこれからはここに来ればいいんだな？
016	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0016_pc1007\0ど、どうも…。
017	\x0e\x04\0\x1e\x1b\0EVT_s1008_b_07_0017b_pc1001\0そうだけど…。\n無知すぎるにも程があるだろ……。
018	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0018_pc1008\0必要にかられなかったからな。\n俺はこれまで…自らの芸を磨くことだけを\n考えて生きてきた…。
019	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0019_pc1007\0ヤシロさん…。
020	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0020_pc1008\0それに…誰にも教えられなかったからな。
021	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0021_pc1001\0そうか、ヤシロのお父さんは……。
022	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0022_pc1008\0父がいたとしても状況は\n変わらなかっただろう。
023	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0023_pc1008\0\x0e\0\x03\x02\x02\0芸のみを磨け\x0e\0\x03\x02ÿÿ、\nそう俺に教えたのは他ならぬ\x0e\0\x03\x02\x02\0父\x0e\0\x03\x02ÿÿだ。
024	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0024_pc1001\0え？
025	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0025_pc1008\0死んだのだ…５年前に。
026	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0026_pc1001\0ヤシロ…。
027	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0027_pc1008\0まぁ、父がいたとしても状況は\n変わらなかっただろうがな。
028	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0028_pc1008\0芸のみを磨け…\n…それが父からの教えだ。
029	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0029_pc1001\0ヤシロのお父さんらしいというか…。
030	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0030_pc1008\0故にそれ以外の事は不要だ。
031	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0031_pc1007\0不要じゃありません！
032	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0032_pc1008\0何？
033	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0033_pc1007\0たとえレンジでチンでも\n料理番組に携わる者として\n見過ごせません！　この状況！
036	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0036_pc1001\0な、なんでカフェでここまで出てくるんだ…。
038	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0038_pc1008\0なんだ…これは。
039	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0039_pc1007\0ヤシロさん、表現者にとっても食事は\n大切な事です！
040	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0040_pc1007\0料理番組…旅番組…ドラマの役で\n必要になるかもしれない…。
041	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0041_pc1007\0だから、決して食事は\n不要なんかじゃありません！
042	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0042_pc1007\0ヤシロさん、何を食べても無表情…\n…とってもつまらなそうです！
043	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0043_pc1007\0あんな食事風景では誰も楽しめません！\nし、失格だと思います。
044	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0044_pc1008\0………。
045	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0045_pc1007\0あ…ごめんなさい…私…。
046	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0046_pc1008\0よかろう。\n源まもり…お前の言うこと…\n確かに一理ある。
048	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0048_pc1007\0だったら、\x0e\0\x03\x02\x02\0食レポ\x0e\0\x03\x02ÿÿなんてどうですか？\nご飯を食べて、感想を言うんです。
100	\x0e\x04\0\x1e\x1b\0EVT_s1008_b_07_0052b_pc1008\0では早速やってみよう…と言いたいところだが。
052	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0052_pc1008\0勝手が分からん。\n蒼井樹……まずはお前が手本を見せろ。\nそのラーメンを食べてみろ。
053	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0053_pc1001\0俺が？\n……分かったよ。
055	イツキはラーメンを平らげた…。
054	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0054_pc1008\0どうだ？
SEL_01_01	濃厚なスープが麺に絡み…。
065	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0065_pc1001\0濃厚なスープが麺に絡み、\n絶妙なバランスを醸し出している。\nなるほど…魚介系か。
066	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0066_pc1001\0口に入れるだけでとろけるチャーシュー…\nシャキシャキとした歯ごたえが\n嬉しいメンマ…。
067	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0067_pc1001\0美味い。\nカフェでこれだけのラーメンが\n食べられるなんて…。
SEL_01_02	ラーメン界の侍だ！
068	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0068_pc1001\0こいつは…ラーメン界の侍だ！
069	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0069_pc1001\0キレのある魚介ダシはまるで\n名工の手によって研ぎ澄まされた\n一振りの刃…！
070	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0070_pc1001\0中太の縮れ麺…程よく芯があるその食感は\nまさに武士道を体現したかのよう！\nこれは……強敵だぞ！
071	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0071_pc1001\0…って感じでどうかな。
072	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0072_pc1008\0ほう…中々の表現力だ。\nなるほど…これが食レポというものなのか。
073	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0073_pc1008\0では、次はこのショートケーキだ。
074	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0074_pc1007\0私も聞きたいです！
075	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0075_pc1001\0わかったよ。
077	イツキはショートケーキを平らげた…。
076	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0076_pc1008\0どうだ？
SEL_02_01	スポンジのふんわり感…。
085	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0085_pc1001\0スポンジのふんわり感…。\nそして丁寧に泡立てられたクリームの\nやわらかな舌触り…。
086	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0086_pc1001\0春の日だまりの下…暖かいお布団の中で\n２度寝しているみたいだ…。
087	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0087_pc1001\0いちごも新鮮で、程よい酸味が\nケーキ全体を引き締めている…。\n…これは、おいしい。
088	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0088_pc1001\0…って感じでどうかな？
SEL_02_02	なんてかわいいんだ！
089	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0089_pc1001\0なんてかわいいんだ！
090	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0090_pc1008\0！！
091	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0091_pc1001\0フリルの純白ドレスを身に纏い\nいちご色に頬を染めたこの子はまるで\n深窓の令嬢。
092	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0092_pc1001\0一口含むごとに訪れる圧倒的かつ\n上品な香り、高貴なる甘さ。\nそして全身を包む、甘美な多幸感！
093	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0093_pc1001\0ケーキ界のプリンセスはここにいたんだ！
094	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0094_pc1001\0はぁっ…はぁっ…。\nど、どうかな…ヤシロ？
095	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0095_pc1008\0………。
096	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0096_pc1007\0ヤシロさん？
097	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0097_pc1008\0……大体分かったぞ。
098	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0098_pc1008\0食レポの極意……それは、観る者の舌に\nその味を伝える圧倒的な描写力！
099	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_07_0099_pc1008\0そして、観る者の心に訴えかける\n怒涛の表現力！
Sidestory\s1008_b_09.msbt
001	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_09_0001_pc1007\0すごい…！\nみ、見ただけで掴んでしまうなんて…！
002	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_09_0002_pc1008\0フン…この程度、朝飯前だ。
003	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_09_0003_pc1001\0今食べたの昼飯だけどね。
004	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_09_0004_pc1008\0今…俺のパフォーマンスに新たな境地が拓けた。
005	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_09_0005_pc1008\0この感覚を我がものとするため\n早速、様々な料理に向かってみようと思う。
006	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_09_0006_pc1008\0ではな。
Sidestory\s1008_b_10.msbt
001	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_10_0001_pc1008\0………。
002	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_10_0002_em1057\0………。
003	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_10_0003_pc1008\0ナバール。
004	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_10_0004_em1057\0なんだ。
005	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_10_0005_pc1008\0俺が餓えていた時…\n貴様はどうして黙っていた。
006	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_10_0006_em1057\0俺が何かを言ったとしても\n状況が好転する見込みはなかった。\nだから黙っていた。
007	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_10_0007_pc1008\0そうか。
008	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_10_0008_em1057\0フフッ。
009	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_10_0009_pc1008\0？
010	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_10_0010_em1057\0俺も食事という行為に、\n必要な滋養分を摂取する…という以上の\n意味を見出したことはなかった。
011	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_10_0011_em1057\0だが、このような向きあい方もあるのだな。\n…これだから、芸能というものは面白い。
012	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_10_0012_pc1008\0ああ。\nまだまだ学ぶことがあるようだな。\n俺にも、お前にも。
013	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_10_0013_em1057\0そのようだな。
Sidestory\s1008_b_11.msbt
001	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0001_pc1007\0わぁーい、今日はヤシロ君が\nお料理を食べに来てくれたよ。
002	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0002_pc1007\0ねぇ、ヤシロ君。
003	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0003_pc1008\0なんだい？　まもりん。
004	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0004_pc1007\0今日はね、河村屋の肉まんを作ったんだ！\nちょっと味見してほしいな！
005	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0005_pc1008\0もちろんだよ、まもりん。
006	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0006_pc1007\0どうかな？　ヤシロ君！
007	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0007_pc1008\0こ…これは！？
008	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0008_pc1008\0お布団のようなまんじゅうの優しい食感…\nしかしそれはまやかし。
009	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0009_pc1008\0…その後に不意打ちのようにほとばしる\n肉汁の絨毯爆撃…。
010	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0010_pc1008\0これは最早…味のバトルロイヤル！\n口の中で繰り広げられる\n手に汗握る攻防戦！
011	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0011_pc1008\0美味い…。
012	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0012_pc1008\0うまあああああいぞおおおおおおっ！！！
013	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0013_pc1008\0凄いや、まもりん！\nやっぱりレンチンは魔法だね！
014	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0014_pc1008\0ボクのこころのあたためも\nすいっちおんだ！
015	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0001_pc1007\0わぁーい、今日はヤシロ君が
016	お料理を食べに来てくれたよ。
017	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0002_pc1007\0ねぇ、ヤシロ君。
018	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0003_pc1008\0なんだい？　まもりん。
019	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0004_pc1007\0今日はね、河村屋の肉まんを作ったんだ！
020	ちょっと味見してほしいな！
021	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0005_pc1008\0もちろんだよ、まもりん。
022	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0006_pc1007\0どうかな？　ヤシロ君！
023	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0007_pc1008\0こ…これは！？
024	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0008_pc1008\0お布団のようなまんじゅうの優しい食感…
025	しかしそれはまやかし。
026	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0009_pc1008\0…その後に不意打ちのようにほとばしる
027	肉汁の絨毯爆撃…。
028	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0010_pc1008\0これは最早…味のバトルロイヤル！
029	口の中で繰り広げられる
030	手に汗握る攻防戦！
031	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0011_pc1008\0美味い…。
032	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0012_pc1008\0うまあああああいぞおおおおおおっ！！！
033	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0013_pc1008\0凄いや、まもりん！
034	やっぱりレンチンは魔法だね！
035	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_11_0014_pc1008\0ボクのこころのあたためも
036	すいっちおんだ！
Sidestory\s1008_b_12.msbt
001	\x0e\x04\0\x1e\x1b\0EVT_s1008_b_12_0001b_pc1001\0すごいな…。\nまるで食べ物に興味が無かった\nヤシロが嘘みたいだ。
002	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_12_0002_pc1007\0本当です、私もびっくりしちゃいました！
Sidestory\s1008_b_13.msbt
001	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_13_0001_pc1008\0お前の手本を参考にさせてもらった。
002	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_13_0002_pc1001\0ヤシロの方がずっと良かったよ。
003	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_13_0003_pc1008\0当然だろう。\nなぜなら俺は一流だからな。
004	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_13_0004_pc1008\0あの後、古今東西のありとあらゆる\n料理をひたすら食べ続けた。
011	\x0e\x04\0\x1e\x1b\0EVT_s1008_b_13_0011b_pc1008\0おかげで２０キロほど体重が増加したがな。
012	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_13_0012_pc1001\0そんなに…。
013	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_13_0013_pc1008\0だが、２０キロ太ったのなら\n２０キロ痩せればいい。簡単な話だ。
014	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_13_0014_pc1001\0そ、それが一流の芸能人……。
015	\x0e\x04\0\x1d\x1a\0EVT_s1008_b_13_0015_pc1008\0そうだ、蒼井樹。\nそれが一流の芸能人というものだ。
Sidestory\s1008_s_02.msbt
001	\x0e\x04\0\x18\x15\0EVT_REPLY_0065_pc1008\0蒼井樹か…。\n…実は、今度の役の事で\n悩んでいることがあってな。
002	話を聞いてほしい。
SEL_01_01	俺で良ければ
003	\x0e\x04\0\x18\x15\0EVT_REPLY_0011_pc1001\0俺で良ければ。\n…それにしても珍しいね。\nヤシロがストレートに悩んでる、だなんて。
SEL_01_02	後にしてくれないか？
004	\x0e\x04\0\x1b\x18\0EVT_m1017_03_0005_pc1001\0悪いけど、後にしてくれないか？
005	\x0e\x04\0\x18\x15\0EVT_REPLY_0037_pc1008\0分かった。\n後にしよう…。
006	宿命系バトルアクション\n『死亡演技』を\n受注しますか？（推奨レベル５７）
007	サイドストーリーを受注しました。
Sidestory\s1008_s_03.msbt
036	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_03_0001_pc1008\0俺も自らの変化に驚いている。\n以前はこのような事でつまずくことなど\nなかったはずなのに…。
037	\x0e\x04\0\x1e\x1b\0EVT_s1008_s_03_0001b_pc1001\0良い変化なんじゃないか？\n剣弥代っていう『完璧さ』に頼らずに\nちゃんと役に向きあおうっていう、さ。
038	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_03_1000_pc1001\0…ところで、悩みっていうのは？
006	\x0e\x04\0\x1e\x1b\0EVT_s1008_s_03_0006b_pc1008\0…今度の役の事だ。\n実は、『\x0e\0\x03\x02\x02\0マスカレイダー\x0e\0\x03\x02ÿÿ』に\n出演することに決まったのだ。
007	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_03_0007_pc1008\0敵の幹部役でな。
014	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_03_0014_pc1001\0珍しいね、ヤシロがああいう番組に\n出るだなんて。
015	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_03_0015_pc1008\0俺はこれまで何をやっても主役だった。\nが、いろんなことをやってみたくなった。\nそのことを志摩崎舞子に相談してみたのだ。
016	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_03_0016_pc1001\0なるほど。
017	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_03_0017_pc1008\0しかし役作りをする上で、\n分からないことがあってな。
018	\x0e\x04\0\x1e\x1b\0EVT_s1008_s_03_0018b_pc1008\0今度俺が挑戦する役『\x0e\0\x03\x02\x02\0ドクトル・シュラウベ\x0e\0\x03\x02ÿÿ』は\nマスカレイダーを憎んでいる反面\n戦士として尊敬の念を抱いているのだ。
020	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_03_0020_pc1008\0しかし、復讐心のみで戦ってきた\n俺にとって、敵は全て憎むべき存在…。
021	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_03_0021_pc1008\0どのようにすれば、戦う相手に\n敬意を抱けるのかが分からない。
022	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_03_0022_pc1008\0もちろん、いつものように\n台本通りに演じ切ることもできるだろう。
023	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_03_0023_pc1008\0だが、今度はそれではダメなのだ。\n俺は敵役…主役を最大限に引き立たせる\n…という使命がある。
024	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_03_0024_pc1008\0だから俺は…\x0e\0\x03\x02\x02\0戦いの中で生まれる\n敬意\x0e\0\x03\x02ÿÿ…それを学びたい。
025	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_03_0025_pc1001\0敬意を抱ける相手、か…。
026	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_03_0026_pc1008\0だが、そんな相手、もうこの世には……。
027	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_03_0027_em1057\0\x0e\0\x03\x02\x02\0イドラスフィア\x0e\0\x03\x02ÿÿに\nお前の求める相手はいる。
028	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_03_0028_pc1008\0なんだと？
029	\x0e\x04\0\x1e\x1b\0EVT_s1008_s_03_0029b_pc1008\0蒼井樹、準備を整えておけ。
Sidestory\s1008_s_05.msbt
001	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_05_0001_pc1008\0ナバール…\nここにいったい何がいるというのだ？
002	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_05_0002_em1057\0いいから付いてこい。
003	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_05_0003_mr1051\0周囲に満ちるこの強力な気配…\n…この持ち主が……。
