Battle\COMMON.msbt
NOT_MOVE	正在观察情况……
Ts1002_b_01_002	怎么了？
Ts1002_b_01_003	就是有事情想跟你商量啦！
Ts1002_b_01_004	我会在咖啡厅前面等你，\n你方便的时候就过来一下吧？\n求你了！
Ts1002_b_01_005	那个，我在咖啡厅前面等你。\n你会来的，对吧？
Ts1002_a_01_001	阿树！怎么办！？\n我被说不够小恶魔！
Ts1002_a_01_002	详细的情况我想当面跟你说！\n我在咖啡厅前面，到了跟我说一声！
Ts1002_a_01_003	阿树～！\n我在咖啡厅前面等你哦！
Ts1002_s_01_001	阿树Ｈｅｌｐ　ｍｅ～\n我人在公司你快点来～＞＜
Ts1002_s_01_002	Ｈｅｌｐ　ｍｅ～
Ts1002_s_01_004	Ｈｅｌｐ！Ｈｅｌｐ！\n快来公司～！
Main2_1	其实……我联络不上\n之前拍摄写真时认识的女孩子……
Main2_2	伊多拉领域里面贴着她的照片……\n这是哪个意思，对吧？
Main2_3	摄影师到底拐走了多少人啊……\n我们得把舞子小姐和模特们\n救出来才行！
Main2_4	一起加油吧，阿树！
Main2_6	阿树！\n我想这些就是所有被拐走的人了。\n只剩下舞子小姐了呢！
Main2_7	啊，小更纱就是我之前说过\n成为朋友的女孩子……\n她超可爱的！
Main2_8	平安无事真的是太好了！\n之后就只剩舞子小姐了呢！
Main2_9	剑先生的演唱会好厉害啊……\n我的鸡皮疙瘩到现在都还没消……
Main2_11	我是不是有一天\n也能做到那样的表演呢……
Main2_12	就算不行……我也希望有一天\n我能用自己的方法为大家带来快乐。\n阿树要替我加油哦！
Main2_13	旗中先生提到的舞子小姐的写真集……\n公司里面一定有吧？
Main2_14	阿树，我们到小琪姬那里去吧？\n我想一定可以进行新的统合了！
Main2_15	阿树，你觉得我们一起想的姿势性不性感呢？\n……开玩笑的啦！\n我只是想坏心眼地问问看罢了。
Main2_17	走吧阿树，\n到舞子小姐的身边！\n这次我一定要让雕泽先生小鹿乱撞！
Main3_1	小真守……\n她明明很期待歌魂的……\n应该没事吧？她绝对不会有事对吧！？
Main3_3	巴里先生……\n是不是跟在台场珍珠时的我一样呢……
Main3_4	我好担心巴里先生呀……\n我们得快点，阿树！
Main3_6	虽然现在说好像有点晚，\n剑先生那时在伊多拉领域做什么呢……？
Main4_1	阿树……那个……\n虽然鳕知乃导演很可怕……\n但却非常热情！
Main4_2	竟然那样利用导演的热情……\n不可原谅！\n阿树，拜托助我一臂之力！
Main4_3	斗马的动作戏好厉害啊！\n看得我心脏砰砰跳呢！
Main4_5	这样就可以拯救姐姐了……
Main4_6	我们去找小琪姬吧！\n必须要进行统合才行！
Main4_7	要是姐姐死掉……不，\n那时候要是没救到姐姐……\n我会怎么样呢？
Main4_8	会变得像那个犯人一样吗？\n嗯～
Main4_9	毕竟我还有阿树跟大家在……\n难道说……\n犯人先生的身边没有这样的人吗？
Main4_10	不管怎么说，还好被抓走的不是真的姐姐。\n用脑过度了好累哟\n回去之后跟姐姐一起去吃蛋糕好了！
Main1_I_0	这阵子，只要舞子小姐跟我对上眼\n她就会呃嘿嘿的笑……\n我第一次看到有人真的会这样笑……
Main1_I_1	那样子很明显就是有事瞒着我……\n阿树知道些什么吗？
Main1_I_2	阿树抱歉！能把我之前说\n舞子小姐有事瞒着我的事情通通忘掉吗？
Main1_I_3	我竟然会去怀疑\n尽心尽力帮助我拯救姐姐的舞子小姐……
Main1_I_4	我觉得自己好丢脸！
SSStart	◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆\n有新的支线剧情可以游玩！\n◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆
Main5_0	阿树突然过来，吓了我一大跳！\n但谢谢你，我很高兴哟！
Main5_1	我好像是第一次\n在这么多的观众面前登场呢！\n要看着我哟！我会加油的！
Main5_3	希达还有大家……\n失去自己的记忆一定很不安吧？\n只要想到小琪姬的事，我……
Main5_4	就算只帮得上一点点忙也好，\n我们快点找到龙石吧！
Main5_5	我听说龙石是小琪姬的东西，\n能用来做很多事……
Main5_6	要是被拿来做坏事小琪姬就太可怜了！\n我们得快点替小琪姬找到龙石，阿树！
Main5_7	竟然这样利用娱乐王国……\n利用这么多观众的笑容来做坏事！\n真是太可恶了！！
Main5_8	阿树，你不这么觉得吗？
Main5_9	那个叫加内夫的人，是我们的敌人。\n小琪姬还有希达……\n大家都在和那个人战斗对吧？
Main5_10	但是……孤身与全世界为敌……\n究竟会是什么样的心情呢……？
Main5_11	五年前，\n都是多亏了小琪姬我才能得救呢！
Main5_12	如果没有小琪姬在，\n我现在不知道会怎样……\n总觉得我跟小琪姬之间有着不可思议的缘分呢～
Main6_0	不知道会是什么样的试炼？\n说真的，有点害怕……
Main6_1	但只要有阿树在，\n不管什么试炼，我都会加油的！
Main6_3	我感受到……\n古代的英雄帕奥拉小姐就在我身边！\n看好了！我会更加更加努力的！
Main6_4	不管之后的对手是谁，\n我都会全力以赴的！\n所以阿树也不要放弃哟！
Main6_6	再次看到那个叫做茵巴丝的幻影时，\n我的脑中乱成了一团……
Main6_7	我无法停止思考有关\n发生在姐姐身上、\n又或是发生在涩谷的事……
Main6_9	舞子小姐好厉害呀！\n为了避免问题，\n似乎将我不在时的工作巧妙地处理好了！
Main6_10	虽然我一直都这么觉得，\n但舞子小姐真的帮了我们非常多呢！
Start_pc001_01	阿树！\n考试复习得还顺利吗！？
Start_pc001_02	还可以吧……\n小翼呢？
Start_pc001_03	明天只考两科，\n刚刚就复习完了啦！\n我要为了明天早点睡觉！
Start_pc001_04	明天要考三科哦。\n英文、语文还有数学。
Start_pc001_05	啊啊啊啊啊啊啊啊啊啊啊啊啊！
Start_pc001_06	啊啊啊啊啊啊啊啊啊啊啊啊啊啊！！
Start_pc001_07	小翼？
Start_pc001_08	我忘记数学了！！！！！！
Start_pc001_09	与其说忘记，\n不如说因为太讨厌所以当它不存在了！
Start_pc001_11	加油吧。
Chat2_1	出专辑还有拍摄时尚杂志！\n发生了一大堆事……\n每天都好刺激呀……
Chat2_3	说了时尚杂志的事情后，\n爸爸不知道为什么露出了困惑的表情……
Chat2_5	但是有姐姐帮忙说服，\n他最后终于决定支持我了呢！\n真的很感谢姐姐跟爸爸！
Chat3_1	雾亚小姐好厉害呀！\n对第一次听到的歌马上就能产生出表现晶……
Chat3_3	难道是因为雾亚小姐\n平常就在听各式各样的音乐？\n看来我练习得还远不够呢……
Chat4_1	前阵子和姐姐一起去吃蛋糕时，\n店里的小孩子对我说“是小魔帆！”呢
Chat4_2	被叫成其他的名字时，会有点兴奋呢！
Chat5_1	阿树，一直以来真的非常谢谢你！\n要是阿树不在身边……\n还真无法想象自己能站在这里。
Chat5_2	从今以后也请多多指教。\n我总是依靠着阿树，真的抱歉……\n之后……阿树也可以依靠我哟！
Chat7_1	小翼小姐休息中～\n正在咖啡厅享用圣代！
Chat7_3	结果阿树听过Ｋｉｒｉａ的歌了，\n所以不能让阿树请我吃圣代了呢～
TOPIC\TopicUsers03.msbt
TITLE	赤城　斗马
PROF0	现在虽然只是个群演，\n不过我绝对会成为英雄！\n我是赤城斗马！请多指教！
PROF1	试镜落选了……\n超不甘心啊！\n既然这样就得修行啦！！
PROF2	这句台词……\n我终于能说啦！\n“在东母百货和我握手吧！”
PROF3	有困难就呼唤我吧！\n我是蒙面武者！！
Main1_0	第一次课程差不多要开始了吧？\n我要打工不能去，不过我会替你们加油的！\n可不要哭出来哦？
Main1_1	话说啊。\n有空的话要不要去伊多拉领域？\n我好想要新技能啊～
Main1_2	还活着啊～！\n我们著名的地狱初次课程如何啊？\n娱乐圈很了不得了吧！
Main1_3	抱歉开你玩笑。\n比想象中还要凄惨呢。\n我应该先说巴里先生是怎样的人才是。
Main1_4	你要好好协助小翼哦！\n只有一起参加课程的你\n才能帮助她。
Main1_5	超期待ＳＩＶ－ＬＩＶＥ！\n幸好我拼命地拜托，把票拿到手了！\n阿树也快来会场吧！
Main1_6	真担心小翼啊。\n希望她不要太钻牛角尖。
Main1_7	哟！阿树～\n有空的话～\n要不要去看雷牙～？
Main1_8	我在涩谷车站前等你啊。\n到了跟我说一声。
Main1_9	内心疲惫的时候，\n我个人还是会靠英雄秀来排解！\n来涩谷车站前和我握手吧！等你哟！
Main1_10	真想救出小翼的姐姐。\n要救她就得借助琪姬的力量，对吧？
Main1_11	学会闪耀技能了呢。\n不只是小翼，你果然也很厉害。\n今后也靠你啦！
Main1_12	快去幻想１０６吧！\n挡路的敌人\n就用我的猛牛爆冲全部撞飞！
Main2_1	在涩谷发现讨论小翼的女孩子！\n好像是高中生！
Main2_2	原来小翼也很受女孩子欢迎啊。\n看到这种景象\n总觉得很令人开心呢！
Main2_4	不过，我们认识的小翼\n现在变成了话题中的偶像哦？\n完全不知道会发生什么事，太有趣了！
Main2_5	下次觉得“难道与幻影有关吗？”的时候，\n记得要联络我啊！\n人多力量大对吧？
Main2_7	话说回来，小翼从摄影棚出来后，\n好像就没什么精神呢。\n你去问问她怎么了比较好吧？
Main2_9	可恶！怎么会变成这样……\n那个人在干什么啊！
Main2_10	指挥官就不要到前线去啊！\n她应该要在基地下各种命令，\n指挥我们才对！
Main2_11	阿树！明白吗？\n我们要尽快救出舞子小姐！
Main2_13	阿树，我们向前迈进一步了呢！\n就照这样，救出舞子小姐吧！
Main2_15	那个剑弥代，他的气势的确很强啊。
Main2_16	旗中先生也真是太夸张了。\n不就是写真集而已吗？也太激动了吧？\n又不是中学生。
Main2_17	太差劲了……我低估了舞子小姐……\n我还能像之前那样跟舞子小姐说话吗……
Main2_19	好！准备万全了！\n我们上吧！去救出舞子小姐！
Main3_1	可恶！弥代那混蛋！\n那种家伙居然是幻影主人……\n我绝对不会承认他比我强！
Main3_2	我会变得更强。\n所以，\n我下次一定会赢的！看着吧！
Main3_3	话说巴里先生……\n他这次也太逞强了。\n唉，不过我也明白他的心情。
Main3_4	……话说那些幻影，\n到底是想干什么啊？
Main3_5	比起幻影，\n我更搞不懂弥代在想什么……
Main3_6	你真的要放任那家伙吗？\n会在伊多拉领域徘徊的人很不寻常啊。
Ts1003_b_01_001	哟！阿树！\n最近会举行雷牙追加战士的试镜！
Ts1003_b_01_002	要是你有空的话～\n要不要去看雷牙的表演？
Ts1003_b_01_003	我最近要参加雷牙追加战士的试镜，\n所以我想先事先振奋一下精神。
Ts1003_b_01_004	啊，我说的追加战士是指在节目剧情的\n中段加入成为同伴的新英雄。
Ts1003_b_01_005	要是获选，我也能加入蒙面武者……\n达成梦想，演出有名字的角色呢。
Ts1003_b_01_006	为了试镜，我想先事先振奋一下精神。\n能陪我一起看雷牙的表演吗？\n我会在涩谷的中央街等你啊！
Ts1003_b_01_007	那就一起去看雷牙的表演哦？\n我会在涩谷的中央街等你啊。\n到了跟我说一声。
Ts1003_a_01_001	喂，阿树～\n我有事想跟你商量，可以聊聊吗？\n我在百货公司楼顶等你啊～
Ts1003_a_01_002	我在百货公司顶楼等你啊～
Ts1003_a_01_003	阿树，我有事想跟你商量。\n你可以来百货公司楼顶吗？
Ts1003_s_01_001	哟，阿树\n你有空吗？
Ts1003_s_01_002	我想告诉阿树你一件事。\n我在公司等你，你会来的吧？
Ts1003_s_01_003	阿树，有件事想告诉你。\n要来公司啊！
Main4_1	要是我有时间，\n我也想参与群演啊～
Main4_2	还是说……是因为那个原因？\n蒙面武者的主角要是去当群演，\n就算不上是群演了？
Main4_3	不过，俗话说“凡事都要尝试”，\n群演要加油啊！
Main4_4	人人都说鳕知乃导演很严格，看来是真的呢。\n拍摄会很辛苦吧？要加油啊！
Main4_6	既然发生了袭击事件……\n没办法了。\n阿树！我们一鼓作气地上吧！
Main4_8	你看到我的精彩表现了吗？\n动作戏都交给赤城斗马大人吧！
Main4_10	居然拐走彩羽小姐……\n那个大导演，在搞什么啊……
Main4_11	小翼，脸色惨白啊……\n没事吧？
Main4_13	彩羽小姐居然是幻影假扮的……\n与其说太令人恶心……\n倒不如说令人想一拳揍飞他啊。
Main4_14	但至少彩羽小姐没有遇到\n可怕或危险的情况……算是不幸中的大幸吧。
Main1_I_0	不过，在幻想１０６与幻影的一战，\n真是好险啊！
Main1_I_1	我认为要趁现在还有余力\n到伊多拉领域进行特训……\n阿树也这么认为吧？
Main1_I_2	猛牛爆冲！\n毕竟能使用这种技能的幻影主人，\n就只有我而已。
Main1_I_3	谢谢你陪我修行啊。
SSStart	◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆\n有新的支线剧情可以游玩！\n◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆
Main5_0	阿树，刚才谢谢啦。\n我现在充满干劲了啊～！
Main5_2	话说，\n你和小翼见面了吗？\n要好好支援她啊！
Main5_3	但是接下来该怎么做呢……\n我们都束手无策了，不是吗？
Main5_5	从你身上跑出来的表现晶\n不是挺适合拿去统合吗？
Main5_6	那是在这个时间点，\n从你身上跑出来的表现晶啊\n我觉得肯定有什么意义。
Main5_7	好！要做的事决定好了！\n接下来就是好好实行！
Main5_8	我随时都准备ＯＫ！\n阿树！你也不要大意了！
Main5_10	开始攻略幻想大东电视台吧！\n为了琪姬，一起加油吧！阿树！
Main5_12	由我来守护娱乐王国的和平！\n……就说说看而已。
Main5_13	认真的，要是宇宙级巨蛋出了什么事，\n不就很糟糕吗？\n阿树！我们得做点什么啊！
Main5_14	四处都张贴了\n疑似穿上屠杀武装的弥代海报……\n那到底是怎么回事啊？
Main5_16	虽然是小事……\n但巴里先生的贴图……不是很令人在意吗？\n小真守用的话倒是没什么问题。
Main5_17	小真守的贴图也是。\n虽然很可爱，但总有点大叔的感觉呢。\n我真搞不懂大家的品味……
Main6_0	试炼吗……\n嘿嘿，这不是相当热血的发展嘛！
Main6_1	阿树！我们上！\n让他们见识一下我们的实力吧！
Main6_3	不得了……\n杰刚曾经是个很厉害的英雄，\n能得到他这种大人物认同，真的很光荣啊。
Main6_4	为了不让他们失望……\n阿树！我们一定要成功表演光之戏曲！
Main6_5	由我来开前路吧！\n所以，支援其他伙伴的任务\n就交给你了。
Main6_7	哎～刚刚真是吓我一跳啊。\n我是指革厉霸，\n没想到事到如今居然会复活。
Main6_8	但再怎么样，\n五十院先生应该没有跟他在一起了吧。
Main6_9	阿树，辛苦你了，\n有好好在休息吗？
Main6_10	回到这边的时候得好好休息，\n为与暗黑龙的战斗做好准备吧。
Main2_20	话说阿树，你知道吗？\n涩谷的首饰店单卡拉比\n偶尔会有些新商品的哦。
Main2_21	话是这么说，不过总是很缺钱的我\n很难走进那间店啊。
Start_pc002_01	唔哦哦哦哦哦哦哦哦！
Start_pc002_02	怎么了？
Start_pc002_03	还可以是什么啊～！\n明天可有考试啊！\n我担心得睡不着～！
Start_pc002_04	那就去温习啊。
Start_pc002_05	阿树，你温习多少了？
Start_pc002_06	嗯～一点点吧。
Start_pc002_07	出现了！说自己只温习了一点点！\n其实已经背得滚瓜烂熟！
Start_pc002_08	我真的只温习了一点点而已啊。
Start_pc002_09	不能再这样下去了！\n我也得在最后关头努力追上来！
Start_pc002_10	唔哦哦哦哦哦哦哦哦！
Start_pc002_12	加油吧。
Chat1_1	没想到会在伊多拉领域，\n遇到那位旗中八房呢。\n真的吓了我一大跳！
Chat2_1	话说，阿树。\n有空的话一起去伊多拉领域吧！
Chat2_2	也就是说\n要进行“秘密特训”啊！
Chat4_1	没想到弥代居然会\n加入福图娜。
Chat4_2	我们真的能好好相处吗～\n阿树，你觉得呢？
Chat5_1	加入福图娜后，我见识了很多事物。\n无论是哪一个领域都会有明星存在。\n他们为了带给人们欢乐，会不惜堵上性命。
Chat5_2	虽然我没打算要死，\n但我觉得，现在的娱乐圈\n有让我拼死努力的价值。
Chat5_3	阿树！\n我们一定要阻止暗黑龙复活！
Chat7_1	超热门！百货公司正是全城焦点！\n我就说说看而已。今天的英雄秀也盛大热烈啊！
Chat7_2	阿树要是有空，\n要不要来看看啊？我等你啊！
Extra_01	对了阿树，\n一次来很多ＴＯＰＩＣ的话，\n要全部看完很累吧？
Extra_02	只要持续按着Ａ键，\n就可以一次看完所有寄来的ＴＯＰＩＣ哦！
Extra_03	很方便对吧！\n不过，我的ＴＯＰＩＣ要认真看啊！
TOPIC\TopicUsers04.msbt
TITLE	志摩崎　舞子
PROF0	Ｋｉｒｉａ\xb7源真守\n在电视节目和演唱会活跃中☆\n可别错过了哟～！
PROF1	前阵子因为宿醉\n被公司的孩子们骂了……\n也许该节制一点呢。
PROF2	我们聚集了会唱歌和演戏——\n既年轻又充满生命力的人！\n若有需要务必到福图娜来～
PROF3	迎向五周年的我们也在\n娱乐王国中有许多表演！\n请\xb7多\xb7关\xb7照\xb7哦☆
Main1_0	……阿树第一次上课会不会紧张呢？\n但任何事都能成为经验！加油～
Main1_1	你说雾亚给了你门票？\n呵呵，那孩子真是的～
Main1_2	阿树几乎没听过雾亚的歌对吧？\n我真期待你会有什么反应。
Main1_3	阿树你可以来一下吗？
Main1_4	情况紧急，\n来公司一下。
Main1_5	拜托，马上到公司！
Main1_6	好痛，救命！\n公司……
Main1_7	旗中先生在伊多拉领域里面啊……\n要是又发生同样的是要跟我说哟？
Main1_8	借用琪姬的力量拯救彩羽真是个好主意！
Main1_9	听好了，绝对不要逞强哟！\n如果感到危险就先休息。
Main1_10	接下来只剩下征服幻想１０６了呢～\n大家就交给你了哟！
Main2_1	阿树你认为……\n小翼的魅力是什么呢？
Main2_2	你就期待吧！\n我会想出最适合她的工作的！
Main2_3	小翼的工作目前正在进行中！\n嗯……我也来劲了～！
Main2_5	小翼真是天真无邪～\n我也有过这段时期呢……
Main2_7	你还记得我们刚刚在公司谈的事吗？
Main2_8	你还记得我们刚刚在公司谈的事吗？\n阿树，不管发生什么事\n你都要保护小翼哦！
Main2_9	出道后虽然多少产生了点自信。\n但除此之外，她也是个女孩子，\n千万不要让那孩子孤单一人哟！
Main2_10	……开玩笑的～\n就算我不特别说，你也会保护小翼对吧？
Main3_1	我听雾亚说了。\n这次阿允的事件……\n是阿树带领大家解决的呢。
Main3_2	你不止拯救了我，\n还拯救了阿允跟那些被抓走的女孩们。\n将可能发生的事防患未然。
Main3_3	先前明明还只是个新手主人……\n男孩子真的成长得很快呢～
Main3_4	呵呵～突然有干劲了！\n我来帮大家接下一堆工作吧～！
Main3_6	看来我在重要的时刻外出了呢～\n不过……弥代和琪姬吗……
Main3_7	但现在不是考虑这些的时候，\n我很担心小真守和巴里。\n拜托你赶快去大东电视台吧！
Main3_8	弥代的目的到底是什么？\n我是不想与他为敌……
Main3_9	小真守虽然待在公司……\n但好像无法冷静下来的样子。\n……应该是很担心巴里吧？
Main3_10	巴里展现出男子气概了呢～\n即使失去了力量，\n他的内心还是当年的幻影主人。
Main3_11	但之前是阿允，现在又是巴里……\n我是不是被幻影跟踪了呀？
Main3_13	嗯……又是弥代吗？
Main3_14	现在不是我们人类起争执的时候……\n但我们对他的理解太少了。
Main3_15	听好了，尽量避免跟弥代战斗！\n现在最重要的是拯救巴里！
Main3_16	弥代就交给我来调查。
Main3_17	辛苦了！巴里似乎也没有大碍呢！\n做得好，阿树！
Main3_19	晚点可得念念小真守……\n虽然要是没有她在的话可能就危险了。
Main3_20	毕竟对巴里来说，小真守的歌是最棒的嘛～
Main3_21	之后就请你好好照顾小真守了哦！\n这位哥哥～
Main4_1	哎呀～吓死我了～\n没想到小翼会接到这么不得了的工作呢！
Main4_2	一定是我这个干练总经理的推销起了作用吧！\n毕竟这次艾莉也在，\n对两边来说都是很好的刺激呢！
Main4_4	斗马似乎做的很好呢～\n得带他去喝一杯做奖励才行！
Main4_5	不过当然要再等五年！
Main4_7	话说阿树，你知道彩羽去哪里了吗？
Main4_8	刚刚我拜托彩羽处理的事情。\n现在有另外想拜托她的事\n但联络不到她。
Main4_10	真正的彩羽联络我了，\n她似乎只是没注意到我打的电话～
Main4_11	看来事件平安解决了呢！
Main4_12	哈啾刑警的收视率会持续攀升哟！
Main4_13	舞子小姐我的直觉可是很准的！
Ts1004_b_01_001	阿树你可以来一下吗？
Ts1004_b_01_002	情况紧急，\n来公司一下。
Ts1004_b_01_003	好痛，救命！\n公司……
Ts1004_a_01_001	嗨～小朋友！\n我可以拜托你一件事吗？\n麻烦你来公司一趟～
Ts1004_a_01_002	居然让大姐姐等，真是个坏孩子～\n再不快点来公司我就要处罚你了哟～
Ts1004_s_01_001	阿树～\n有事情要拜托你可以吗？\n来公司找我一下。
Ts1004_s_01_002	有事情要拜托阿树～\n我在公司等你哦。
Ts1009_a_01_001	阿树～\n雾亚的样子看起来有些奇怪～\n你能想点办法吗？
Ts1009_a_01_002	我现在对雾亚那孩子无计可施了，\n阿树你来公司跟她聊聊吧！
Ts1009_a_01_003	雾亚的样子好奇怪！\n快点来公司呀～！
Ts1009_s_01_001	小树！\n最近的雾亚……感觉非常不错呢！\n因此我有重要的事情要宣布！
Ts1009_s_01_002	可以来公司一趟吗？\n我也叫雾亚过来了，\n你们就边聊天边等我吧～
Ts1009_s_01_003	我有重要的事情要宣布，来公司一趟吧～\n我也叫雾亚过来了，\n你们就边聊天边等我吧～
Tm7000_01t_001	我们公司旗下，\n有弥代和雾亚这两位天王天后……
Tm7000_01t_002	不觉得这很有趣吗？\n你也这么想对吧？对吧对吧？\n有空的话来公司一趟哦～
Tm7000_02t_001	最近的斗马感觉真不错～\n呵呵呵～
Tm7000_02t_002	我想到好主意了！\n你来公司一下！
Tm7000_03t_001	嗨～小树！\n我想问问你有关\n年轻活泼的艾莉和斗马的事～
Tm7000_03t_002	妖艳大姐姐在公司等着你哟～
Tm7000_04t_001	嘻嘻嘻……\n琪姬配上小真守……\n实在是太可爱了……嘻嘻嘻……
Tm7000_04t_002	嘿，阿树～\n来公司谈谈关于这两人的事吧～
Main1_I_0	小翼很努力呢～\n阿树也这么想对吧？
Main1_I_1	接下来就是我的工作啦～\n我会回应她的努力的！
Main1_I_2	我在工作！快称赞我！\n我真是耀眼～！
SSStart	◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆\n有新的支线剧情可以游玩！\n◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆
Main5_0	阿树辛苦了～\n这么大的活动可是很少见的呢！\n你就慢慢逛吧。
Main5_1	先不提弥代和雾亚……\n我想大家一定都很紧张吧？\n你去支援他们吧。
Main5_3	但敌人也毫不厌倦……\n偷偷摸摸地在做些什么。\n彼此都无法休息呢～
Main5_5	不过，加内夫吗……？\n终于知道幕后黑手的名字了呢。
Main5_6	暗之祭司呀……\n到底是什么样的幻影呢？
Main5_7	问题是加内夫究竟附身在谁身上呢？\n他应该五年前就在这里了……
Main5_8	虽然这个业界很大……\n但真的会有我没见过的人吗？
Main5_9	不用担心娱乐王国的事，\n全都交给舞子小姐我吧！
Main5_10	在大家战斗的时候，\n我会妥善处理的～\n你们也要好好加油哟！
Main5_12	顺带一提，\n弥代来福图娜还没有多久。
Main5_13	虽然他可能会说自己一个人也没问题，\n但那样让他加入我们就没有意义了。\n请你多关照他吧，阿树。
Main6_0	三道试炼……\n不知道会是什么呢？
Main6_1	虽然说是试炼，但这可是严肃的战斗。\n大家就拜托你了，阿树。
Main6_3	总算是和五年前\n连名字也不知道的加内夫分出胜负了。\n但真是给我们留了大麻烦呢……
Main6_5	话说回来阿树，\n你搞不好已经感觉到了……\n最后的战斗恐怕就近在眼前。
Main6_6	在战斗开始之前，\n记得去跟福图娜的大家确认\n还有没有想做的事哟！
Main6_8	啊～阿树，我听说了。\n刚才复活的好像是\n上次附身在阿允身上的幻影呢！
Main6_9	因为我被捉走的时候几乎都在昏睡，\n所以不太记得那个\n叫作冈格罗的家伙……哈哈哈。
Main6_10	那些曾经和阿树你们战斗过的\n难缠幻影们，\n几乎都已经复活了呢～
Main6_11	他们的手段也差不多要用光了吧？
Main6_12	和加内夫的决战已经近在眼前了……\n可别松懈了哦，阿树。
Main6_13	单卡拉比好像进了新货。\n为了加强战力，去看一下如何？
Chat2_1	我不在的时候让你这么辛苦……\n真的很抱歉。
Chat2_3	因为对方是阿允的关系，\n所以我才轻敌了也说不定……
Chat2_4	看来在伊多拉领域里面的时候\n记忆会变得混乱呢。
Chat2_5	之前那次事件时，阿允本人似乎也不太记得\n自己身上到底发生过什么事。
Chat3_1	雾亚她……\n也可以唱动漫歌曲吗！？
Chat3_2	难道说……\n我真的找到了一颗超大的摇钱树？\n哇……
Chat4_1	鳕知乃导演吗……\n这次幻影附身的对象还真是个大人物呢～
Chat4_2	大家就交给你了哟，阿树～
Chat4_3	举行娱乐王国这个活动和加内夫的企图有关，\n这点恐怕是不会错的。
Chat4_4	但是……无论契机是什么，\n现在有这么多人聚集到东京\n享受这歌声和舞蹈……
Chat4_5	我们一定要让娱乐王国平安落幕！\n就交给你了，阿树！
Chat7_1	大家都好忙的样子\n我一个人在公司里好闲哟……\n虽然这是好事啦～
Chat7_3	就算只有阿树一个人\n来安慰我一下也没什么不好对吧？
TOPIC\TopicUsers05.msbt
TITLE	巴里\xb7古德曼
PROF0	深爱着迪亚魔女和小守的男人，\n就是我巴里\xb7古德曼！
PROF1	小守吊饰ＧＥＴ！\n非常感谢各位真守控同志！
PROF2	重看第二季\n是我最近每天的例行公事，\n迪亚魔女是心灵的绿洲！
PROF3	请务必听听由我创作的\n真守的新歌！\nＭＶ也是真守控必看的！
Ts1005_b_01_001	Ｈｅｙ，Ｍｉｓｔｅｒ……\n小翼好过分啊……
Ts1005_b_01_002	请你来帮帮巴里先生！\n尽快ＣＯＭＥ　ＴＯ训练教室！
Ts1005_b_01_003	请你来帮帮可怜的巴里先生！\n尽快ＣＯＭＥ　ＴＯ训练教室！
Ts1005_a_01_001	阿树，过来训练教室！\n我有话要说，知道了吗！？
Ts1005_a_01_002	阿树，我有很重要的话要跟你说，\nＬｅｔ’ｓ　ＧＯ～训练教室！
Ts1005_s_01_001	Ｈｅｙ！阿树！\n请跟我一起说服琪姬吧！\nＣＯＭＥ　ＴＯ绽花殿堂！
Ts1005_s_01_003	琪姬小姐太顽固了，这下伤脑筋了！\nＣＯＭＥ　ＴＯ绽花殿堂！
main4_1	Ｈｅｙ，阿树！\n竟敢不经我同意就开始和真守传ＴＯＰＩＣ……\n你真的是不想活了！
main4_2	有真守在的地方就有我巴里！\n要是让真守哭了，我可不会原谅你！\n给我好好记住！
main4_4	话说回来，\n我应该在这个ＴＯＰＩＣ上说什么才好？
main4_5	好闲啊～\n阿树，说些有趣的事情来听听。
main4_7	真守给我发ＴＯＰＩＣ了！\nＴＯＰＩＣ最棒了！
main4_9	似乎有新的事件发生了呢。\n真守就拜托你了。
main4_10	我不停发ＴＯＰＩＣ给真守之后，\n她就再也没回我了……
main4_12	无视是进入叛逆期的信号！！\n我得搜寻一下该怎么办！
main4_13	我暂时不会再发ＴＯＰＩＣ给真守了……\n默默地守护她才是正确Ａｎｓｗｅｒ……
main4_15	哟呵～～～～～～～～！！\n真守发ＴＯＰＩＣ给我了～～～！！
main4_16	原来一切都是伊多拉领域的错！\n只是因为太紧张没心情而已！\n叛逆期？那是什么？好吃吗？
main4_17	真守～～～！！
SSStart	◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆\n有新的支线剧情可以游玩！\n◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆◇◆
main5_0	Ｈｉ～我是巴里\xb7古德曼！\n我正在后乐园\n排队等着参加伊吕波的活动！
main5_1	胡乱插队的混账可没有资格当粉丝！
main5_3	我正在和小小的同志们交换\n伊吕波的卡片！\n排队也不是坏事呢！
main5_5	阿树，抓紧时间！\n给予那些抢走同志乐趣的家伙\n鲜血的制裁！
main5_7	我也听说龙石的事了！\n啊～琪姬小姐……\n可以的话，我想成为你的龙石……
