aoc_error.txt
aoc_error_01	需要新增内容\n才能继续前进。
msg_Ev_sub_155_10_select_10	800
msg_Ev_sub_155_10_select_11	1000
msg_Ev_sub_155_10_select_12	1200
msg_Ev_sub_155_10_select_13	1400
msg_Ev_sub_155_10_talk_11	谢谢你。
msg_Ev_sub_155_10_talk_12	太棒啦！\n我赚到了。
msg_Ev_sub_155_10_talk_13	咦？\n不知不觉涨价了吗？
msg_Ev_sub_155_10_talk_20	好纠结……\n现在的心情或许该选美味之水吧。[VAR 0114(0020)]
msg_Ev_sub_155_10_talk_21	我要哞哞鲜奶……\n不对不对！还是果汁牛奶吧！[VAR 0114(0023)]
msg_Ev_sub_155_10_talk_22	那我就选劲爽汽水？\n加起来多少钱？[VAR 0114(0020)]
msg_Ev_sub_155_10_select_20	700
msg_Ev_sub_155_10_select_21	900
msg_Ev_sub_155_10_select_22	1100
msg_Ev_sub_155_10_select_23	1300
msg_Ev_sub_155_10_talk_23	新来的店员也把钱算得很精准啊！\n再见啦～！[VAR 0114(0020)]
msg_Ev_sub_155_10_talk_24	天呐天呐天呐天呐天呐！\n新来的店员不会算数，没救了！[VAR 0114(0023)]
msg_Ev_sub_155_10_speech_25	新店员不擅长算数啊。
msg_Ev_sub_155_10_speech_26	这个新来的店员\n很不妙对吧？
msg_Ev_sub_155_10_talk_30	我想想～～～\n要有很多气泡的那个……\c\n还有鲜奶！……然后是\n感觉混了各种东西的那个，\c\n和什么都没混的\n普通的鲜奶，\c\n对了，有气泡的那个要3个，\n其他的各1个。
msg_Ev_sub_155_10_select_30	1500
msg_Ev_sub_155_10_select_31	1600
msg_Ev_sub_155_10_select_32	1800
msg_Ev_sub_155_10_select_33	1900
msg_Ev_sub_155_10_talk_31	啊～～～对对对，就是1900。\n那我先告辞啦。
msg_Ev_sub_155_10_talk_32	奇～怪，是这个价钱吗？\n虽然和平常不一样，但我先告辞啦。
msg_Ev_sub_155_10_talk_40	噗！
msg_Ev_sub_155_10_talk_41	噗噗猪拿出了1000。
msg_Ev_sub_155_10_talk_42	噗！噗！
msg_Ev_sub_155_10_talk_43	噗噗猪叫了2声。\c\n给它2个加起来是\n1000的组合应该就可以了。
msg_Ev_sub_155_10_select_40	美味之水和劲爽汽水
msg_Ev_sub_155_10_select_41	劲爽汽水和果汁牛奶
msg_Ev_sub_155_10_select_42	果汁牛奶和哞哞鲜奶
msg_Ev_sub_155_10_select_43	美味之水和果汁牛奶
msg_Ev_sub_155_10_select_44	美味之水和哞哞鲜奶
msg_Ev_sub_155_10_talk_44	噗♪
msg_Ev_sub_155_10_talk_45	噗噗猪看起来很开心！
msg_Ev_sub_155_10_talk_46	噗～～～～！！
msg_Ev_sub_155_10_talk_47	噗噗猪\n对你使出了精神强念！
msg_Ev_sub_155_10_talk_50	我们突然要开个派对，\n所以需要超多饮料。\c\n美味之水65个，\n劲爽汽水23个，\c\n果汁牛奶28个，\n还有哞哞鲜奶31个，拜了个托！\r\n求你快一点啦！帮帮忙吧，拜了个托。
msg_Ev_sub_155_10_select_50	45700
msg_Ev_sub_155_10_select_51	46900
msg_Ev_sub_155_10_select_52	47900
msg_Ev_sub_155_10_select_53	48700
msg_Ev_sub_155_10_select_54	49700
msg_Ev_sub_155_10_talk_51	你真是个算数小天才！\n我会再来的，到时候就拜了个托咯。
msg_Ev_sub_155_10_talk_52	你让人有点小失望啊。\n我会再来的，到时候就拜了个托咯。
msg_Ev_sub_155_10_talk_60	辛苦了！\n谢谢你帮我看店。[VAR 0114(01C2)]
msg_Ev_sub_155_10_talk_61	那么，我们来确认\n商品和营业额吧。[VAR 0114(01C2)]
msg_Ev_sub_155_10_talk_62	啊～！你可能不适合看店。\n要说看店级别，你只有Z级。[VAR 0114(01C2)]
msg_Ev_sub_155_10_talk_63	嗯……\n突然看店可能对你来说太难了。[VAR 0114(01C2)]
msg_Ev_sub_155_10_talk_64	以看店来说，\n可能不算太成功。[VAR 0114(01C2)]
msg_Ev_sub_155_10_talk_65	看来你看店看得普普通通。\n普通并不是什么坏事哦。[VAR 0114(01C2)]
msg_Ev_sub_155_10_talk_66	看来你看店看得相当出色嘛。[VAR 0114(01C2)]
msg_Ev_sub_155_10_talk_67	绝了！好厉害！\n我遇到看店的劲敌了！[VAR 0114(01C2)]
msg_Ev_sub_155_10_talk_68	[VAR 0100(0000)]得到了\n[VAR 0204(0002,0000)]作为奖励！
msg_Ev_sub_155_10_talk_69	独自看家的冻脊龙\n把家里冻得冰冰凉。[VAR 0114(01C2)]
msg_Ev_sub_155_10_talk_70	总之你帮了大忙！\n下次请以客人的身份过来吧。[VAR 0114(01C2)]
msg_Ev_sub_155_10_talk_71	要趁现在查看商品的价格吗？
msg_Ev_sub_155_10_select_55	查看
msg_Ev_sub_155_10_select_56	不用
msg_Ev_sub_155_10_talk_72	美味之水　200\n劲爽汽水　300\c\n果汁牛奶　400\n哞哞鲜奶　600
sub_156.txt
msg_Ev_sub_156_01_talk_01	超Z队的[VAR 0100(0000)]！\n我有件事想请你帮忙！[VAR 0114(01C3)]
msg_Ev_sub_156_01_talk_02	请你带我家的狗仔包去散步吧。[VAR 0114(01C3)]
msg_Ev_sub_156_01_talk_03	为了让狗仔包保持健康，需要带它去散步，\n但我有点忙不过来……[VAR 0114(01C3)]
msg_Ev_sub_156_01_talk_04	包包。
msg_Ev_sub_156_01_talk_05	情况就是这样，所以就请你\n带狗仔包去稍微散散步吧！[VAR 0114(01C3)]
msg_Ev_sub_156_01_talk_06	等你做好散步的准备\n就来和我说一声吧。[VAR 0114(01C3)]
msg_f08e7b2d2efc49844587b3c588d2aee5	[~ 6]
msg_Ev_sub_156_10_talk_01	你做好和狗仔包去散步的准备了吗？[VAR 0114(01C3)]
msg_Ev_sub_156_10_select_01	去散步吧
msg_Ev_sub_156_10_select_02	请等一下
msg_Ev_sub_156_10_talk_02	那就麻烦你带狗仔包去散步了！[VAR 0114(01C3)]
msg_Ev_sub_156_10_talk_03	狗仔包在散步的时候\n有一条喜欢的路线。[VAR 0114(01C3)]
msg_Ev_sub_156_10_talk_04	爬上这段台阶以后，\n请拐进右边的巷子里。\r\n显眼的标志是个黄色的邮筒。[VAR 0114(01C3)]
msg_Ev_sub_156_10_talk_09	它喜欢绕着野生特区的外面\n走上一圈。[VAR 0114(01C3)]
msg_Ev_sub_156_10_talk_05	那就这样，\n狗仔包，路上小心啊！[VAR 0114(01C3)]
msg_Ev_sub_156_10_talk_06	包包。
msg_Ev_sub_156_10_talk_07	就拜托你带狗仔包去散步啦！\n最后请回到我这里来。[VAR 0114(01C3)]
msg_Ev_sub_156_10_talk_08	……包。
msg_b929ada761de2a5fda05f6d997cab548	[~ 18]
msg_Ev_sub_156_20_talk_01	哎呀！你是面包店的那只狗仔包吧。\n今天是和小年轻一起散步呀。[VAR 0114(0024)]
msg_Ev_sub_156_20_talk_02	包包♪
msg_Ev_sub_156_20_talk_03	挺好挺好，\n那祝你散步愉快呀～[VAR 0114(0024)]
msg_Ev_sub_156_20_talk_04	……包。
msg_Ev_sub_156_20_wait_01	我经常会在散步的时候见到\n面包店的那只狗仔包哦！[VAR 0114(0024)]
msg_0ea6bc3793414a9d34c5ebaae7507577	[~ 24]
msg_Ev_sub_156_lost_01	和狗仔包走散了……
msg_01f12b91214196bf6f646a991b0259b1	[~ 26]
msg_Ev_sub_156_30_talk_01	咕呜呜！
msg_Ev_sub_156_30_talk_02	哎，偶叫獒你不用冲着人家低吼啦。[VAR 0114(0020)]
msg_Ev_sub_156_30_talk_03	不好意思，我家的偶叫獒\n老是动不动就凶别人。[VAR 0114(0020)]
msg_Ev_sub_156_30_select_01	没关系啦
msg_Ev_sub_156_30_select_02	偶叫獒真有精神呀
msg_Ev_sub_156_30_talk_04	没有没有，它太淘气，总是让我很头疼。\n你的狗仔包也很可爱！[VAR 0114(0020)]
msg_Ev_sub_156_30_talk_05	哦～原来你是在替人带它散步啊。[VAR 0114(0020)]
msg_Ev_sub_156_30_talk_06	咕呜？
msg_Ev_sub_156_30_talk_07	包嗷。
msg_Ev_sub_156_30_talk_08	哈哈！训练家之间互相打个招呼，\n可能就让宝可梦放下戒心了吧。[VAR 0114(0020)]
msg_Ev_sub_156_30_talk_09	那我们有缘再见吧，\n狗仔包！[VAR 0114(0020)]
msg_Ev_sub_156_30_talk_10	……包。
msg_9d60bdcd4044eb4be14128bacb63dd84	[~ 39]
msg_Ev_sub_156_40_talk_01	包包！！
msg_Ev_sub_156_40_talk_02	哇～好可爱！[VAR 0114(0021)]
msg_Ev_sub_156_40_talk_03	它是叫狗仔包对吧，\n我知道哦。[VAR 0114(0022)]
msg_Ev_sub_156_40_talk_04	包嗷。
msg_Ev_sub_156_40_talk_05	我可以和狗仔包玩吗？[VAR 0114(0021)]
msg_Ev_sub_156_40_talk_06	包包！！
msg_Ev_sub_156_40_talk_07	狗仔包不仅散了步，还有人陪它\n玩了一会，看起来很满足。\r\n回去找委托人吧。
msg_Ev_sub_156_40_talk_09	包！
msg_Ev_sub_156_40_talk_08	……包。
msg_Ev_sub_156_40_wait_01	狗仔包进化以后\n会变成麻花犬哦！
msg_Ev_sub_156_40_wait_02	狗仔包太可爱啦！
msg_Ev_sub_156_40_wait_03	刚才的那只狗仔包\n是面包店的宝可梦对吧？
msg_9319ec256202eb84b7c77f078abd1465	[~ 52]
msg_Ev_sub_156_50_talk_01	哦～狗仔包，\n看来散步很开心啊！[VAR 0114(01C3)]
msg_Ev_sub_156_50_talk_02	包包！！
msg_Ev_sub_156_50_talk_03	[VAR 0100(0000)]，\n谢谢你！[VAR 0114(01C3)]
msg_Ev_sub_156_50_talk_04	狗仔包的吐息中包含的酵母\n可以让周围的东西发酵。\c\n用那酵母做的面包太受欢迎，\n导致这几天连散步都没去成……[VAR 0114(01C3)]
msg_Ev_sub_156_50_talk_05	不过我以后不会再做太多面包了，\n我要珍惜和狗仔包在一起的时间。[VAR 0114(01C3)]
msg_Ev_sub_156_50_talk_06	我不知道的狗仔包的可爱之处\n却让大家知道了，\r\n这不是让人很不甘心吗！[VAR 0114(01C3)]
msg_Ev_sub_156_50_talk_07	包包！！
msg_491a8f5887fbad25f6cb65ab7a05245a	[~ 60]
msg_Ev_sub_156_255_talk_01	毕竟我想要知道狗仔包\n所有的可爱之处呀。[VAR 0114(01C3)]
msg_Ev_sub_156_255_talk_02	包包！！
sub_157.txt
msg_Ev_sub_157_01_talk_01	[VAR 0100(0000)]。[VAR 0114(01C4)]
msg_Ev_sub_157_01_talk_02	我是阔星公司的员工，\n现在负责管理野生特区。[VAR 0114(01C4)]
msg_Ev_sub_157_01_talk_03	这个8号野生特区里的\n野生宝可梦的样子不太对劲。[VAR 0114(01C4)]
msg_Ev_sub_157_01_talk_04	我想麻烦您去做个调查。[VAR 0114(01C4)]
msg_Ev_sub_157_01_talk_05	您做好准备后，\n就去调查8号野生特区吧。[VAR 0114(01C4)]
msg_a8465c1bd6d1e20f8ab6d775983913cc	[~ 5]
msg_Ev_sub_157_10_talk_01	……沙。
msg_Ev_sub_157_10_talk_02	娃娃啊！！
msg_7448a0ba4fe1da4b213a96877064f01e	[~ 8]
msg_Ev_sub_157_11_talk_01	黑喔。
msg_Ev_sub_157_11_talk_02	螺噜～
msg_Ev_sub_157_11_talk_03	[VAR 0100(0000)]，真不愧是您。\n没想到您不光是调查，还把问题解决了。[VAR 0114(01C4)]
msg_Ev_sub_157_11_talk_04	恐怕是来自异次元密阿雷的\n沙丘娃住进来了，\r\n所以黑眼鳄它们才会害怕的吧。[VAR 0114(01C4)]
msg_Ev_sub_157_11_talk_05	顺带一提，沙丘娃的图鉴说明是……[VAR 0114(01C4)]
msg_Ev_sub_157_11_talk_06	“死者的怨念附着在\n沙丘上，变成了宝可梦。\r\n很喜欢头上的小铲子。”[VAR 0114(01C4)]
msg_Ev_sub_157_11_talk_07	就是这样。\n死者的怨念吗……[VAR 0114(01C4)]
msg_Ev_sub_157_11_talk_08	[VAR 0100(0000)]，\n那我先行告退了。[VAR 0114(01C4)]
sub_158.txt
msg_Ev_sub_158_01_talk_01	竟然能在这种地方遇到看起来\n很厉害的训练家，我真走运！[VAR 0114(01C5)]
msg_Ev_sub_158_01_talk_02	……不对，也不算走运。\n毕竟我是遇上麻烦了。[VAR 0114(01C5)]
msg_Ev_sub_158_01_talk_03	下水道的管道堵住了，\n好像是巨大的宝可梦造成的。[VAR 0114(01C5)]
msg_Ev_sub_158_01_talk_04	巨大的宝可梦应该很难对付吧？\n所以这时就轮到你出场了。[VAR 0114(01C5)]
msg_Ev_sub_158_01_talk_05	我会把疑似宝可梦卡住的地点坐标\n发到你的地图上，\r\n你就靠引导之类的去调查一下吧。[VAR 0114(01C5)]
msg_Ev_sub_158_01_talk_06	我会把坐标发到你的地图上，\n你就靠引导之类的去调查一下吧。[VAR 0114(01C5)]
msg_9a088ccd52ff11f4983a3f37206adf8a	[~ 6]
msg_Ev_sub_158_10_talk_01	宝可梦吃吼霸卡住了。
msg_Ev_sub_158_10_talk_02	用宝可梦的招式给予冲击，\n或许能把它从管道里弄出来！
msg_ad8dea908a5916ef9378f33c1b1a85e7	[~ 9]
msg_Ev_sub_158_20_talk_01	吃吼霸开始\n不明所以地大闹起来！
msg_Ev_sub_158_20_talk_02	吼吼啊！！
msg_81d256a56c4ad42112650bb52953a78f	[~ 12]
msg_Ev_sub_158_21_talk_01	我看宝可梦的反应消失了，\n于是就过来了……这家伙是怎么回事啊！？[VAR 0114(01C5)]
msg_Ev_sub_158_21_talk_02	原来是吃吼霸啊，\n真是一只巨大的宝可梦。[VAR 0114(01C5)]
msg_Ev_sub_158_21_talk_03	……吼啊。
msg_Ev_sub_158_21_talk_04	这是在道歉吗？别放在心上！\n你是想通过这里试试吧？我懂的。[VAR 0114(01C5)]
msg_Ev_sub_158_21_talk_05	只要你愿意的话，\n就来当我的同伴吧。[VAR 0114(01C5)]
msg_Ev_sub_158_21_talk_06	下水道里住着很多宝可梦，\n有你在我就放心了。[VAR 0114(01C5)]
msg_Ev_sub_158_21_talk_07	吼吼啊！！
msg_Ev_sub_158_21_talk_08	那就这么定了！[VAR 0114(01C5)]
msg_Ev_sub_158_21_talk_09	谢谢！\n你帮了吃吼霸一把。[VAR 0114(01C5)]
msg_Ev_sub_158_21_talk_10	好啦！吃吼霸，\n马上开始工作吧。[VAR 0114(01C5)]
msg_90500358a53c90f92493b52bcab0c435	[~ 23]
msg_Ev_sub_158_255_talk_01	多亏了巨大的吃吼霸，\n我在下水道也能放心工作啦！[VAR 0114(01C5)]
msg_Ev_sub_158_255_talk_02	吼吼啊！！
sub_159.txt
msg_Ev_sub_159_01_talk_01	打扰一下，来玩个问答吧。\c\n请问密阿雷市有几家\n宝可梦中心？[VAR 0114(01C6)]
msg_Ev_sub_159_01_select_01	6家
msg_Ev_sub_159_01_select_02	7家
msg_Ev_sub_159_01_select_03	8家
msg_Ev_sub_159_01_select_04	9家
msg_Ev_sub_159_01_select_05	10家
msg_Ev_sub_159_01_talk_02	很遗憾……\n正确答案是9家。[VAR 0114(01C6)]
msg_Ev_sub_159_01_talk_03	没错！\n就是9家。[VAR 0114(01C6)]
msg_Ev_sub_159_01_talk_04	在这当中，宝可梦中心：冬日大道的\n精灵球销量断层式垫底……[VAR 0114(01C6)]
msg_Ev_sub_159_01_talk_05	不过，只要拥有某只宝可梦，\n所有问题都能迎刃而解。\r\n先告诉你这个作战的名称是什么吧。[VAR 0114(01C6)]
msg_Ev_sub_159_01_talk_06	那就是——哎呀球真畅销计划！[VAR 0114(01C6)]
msg_Ev_sub_159_01_talk_07	让我来说明一下吧。[VAR 0114(01C6)]
msg_Ev_sub_159_01_talk_08	柜台的这一边\n有些冷清对吧？[VAR 0114(01C6)]
msg_Ev_sub_159_01_talk_09	如果这里有酷似精灵球的\n“[VAR FF00(0006)]哎呀球菇[VAR FF00(0000)]”在的话，\r\n大家就会被吸引过来买精灵球了！[VAR 0114(01C6)]
msg_Ev_sub_159_01_talk_10	拜托你了！\n请一定要把哎呀球菇让给我！[VAR 0114(01C6)]
msg_715424b18a0d54dbbc2916adabbbea13	[~ 15]
msg_Ev_sub_159_10_talk_10	你要把哎呀球菇\n让给我吗？[VAR 0114(01C6)]
msg_Ev_sub_159_10_select_01	把哎呀球菇让给你
msg_Ev_sub_159_10_select_02	等一下
msg_Ev_sub_159_10_talk_01	拜托你了！\n请一定要把哎呀球菇让给我！[VAR 0114(01C6)]
msg_Ev_sub_159_10_talk_02	谢谢！[VAR 0114(01C6)]
msg_Ev_sub_159_10_talk_03	哎呀！我被这只\n头目哎呀球菇惊到了！[VAR 0114(01C6)]
msg_Ev_sub_159_10_talk_04	哎呀！我被这只\n异色哎呀球菇惊到了！[VAR 0114(01C6)]
msg_Ev_sub_159_10_talk_05	简直和精灵球像得\n让人叹为观止！[VAR 0114(01C6)]
msg_Ev_sub_159_10_talk_06	如此一来，大家应该都会\n忍不住来买精灵球了！[VAR 0114(01C6)]
msg_Ev_sub_159_10_talk_07	哎呀球菇，\n今后我们要一起努力哦！[VAR 0114(01C6)]
msg_Ev_sub_159_10_talk_08	呼呀。
msg_Ev_sub_159_10_talk_09	谢谢你把哎呀球菇让给我！！[VAR 0114(01C6)]
msg_f288deb5fdc7213f522c8f5e1db8f789	[~ 28]
msg_Ev_sub_159_255_talk_01	波呀。
sub_160.txt
msg_Ev_sub_160_01_talk_01	小电音，你别哭……[VAR 0114(01C7)]
msg_Ev_sub_160_01_talk_02	音～嗯。
msg_Ev_sub_160_01_select_01	发生什么事了吗？
msg_Ev_sub_160_01_select_02	它是在哭吧？
msg_Ev_sub_160_01_talk_03	刚才小电音……电音婴\n拿到了我给它的密阿雷格雷派饼后，\r\n一眨眼的功夫就给弄丢了……[VAR 0114(01C7)]
msg_Ev_sub_160_01_talk_04	不过，小电音平时是\n喜欢仔细品尝食物的。[VAR 0114(01C7)]
msg_Ev_sub_160_01_talk_05	这位训练家，请你把小电音弄丢的\n密阿雷格雷派饼找回来吧！[VAR 0114(01C7)]
msg_Ev_sub_160_01_talk_06	音～嗯。
msg_7bde61d99b03c74cda5fd789ea4d6de8	[~ 8]
msg_Ev_sub_160_10_talk_01	你做好准备去寻找\n小电音弄丢的密阿雷格雷派饼了吗？[VAR 0114(01C7)]
msg_Ev_sub_160_10_select_01	可以去找了！
msg_Ev_sub_160_10_select_02	等一下
msg_Ev_sub_160_10_talk_02	如果你能帮可怜的小电音\n去找的话，我会感激你的。[VAR 0114(01C7)]
msg_Ev_sub_160_10_talk_03	谢谢你！\n不过话说回来，该去哪里找呢？[VAR 0114(01C7)]
msg_Ev_sub_160_10_talk_04	狐嘶嘶。
msg_Ev_sub_160_10_talk_05	音嗯！
msg_Ev_sub_160_10_talk_06	小电音！你的密阿雷格雷派饼\n就是被那只宝可梦偷走的对吧！？[VAR 0114(01C7)]
msg_Ev_sub_160_10_talk_07	这位训练家！就是那只宝可梦……\n请你追上那只狡小狐！\r\n不，是捉住它！[VAR 0114(01C7)]
msg_Ev_sub_160_10_talk_08	音～嗯。
msg_3cc84ed9db21d420189af39ba65cba9b	[~ 19]
msg_Ev_sub_160_lost_talk_01	不小心跟丢了狡小狐……\n回到委托人那里吧。
msg_d143952c19557505c43047c2b07e9d85	[~ 21]
msg_Ev_sub_160_20_talk_01	接近后发起对战，\n来捉住狡小狐吧。
msg_Ev_sub_160_20_talk_02	捕捉逃向廊街的狡小狐吧！
msg_4d6654780ebd100319d4336b9e735560	[~ 24]
msg_Ev_sub_160_30_talk_01	让狡小狐走投无路了！\n接近后发起对战来捕捉它吧。
msg_f79baf734582364e5175a4a836991937	[~ 26]
msg_Ev_sub_160_40_talk_01	将偷走密阿雷格雷派饼的犯人\n狡小狐捉起来吧！
msg_Ev_sub_160_40_talk_02	狐嘶嘶♪
msg_5e9aa3953c3361121a9d608dd5e34a6e	[~ 29]
msg_Ev_sub_160_41_talk_01	将偷走密阿雷格雷派饼的犯人\n狡小狐捉起来吧！
msg_4d0719c5bfca888b9632eb72f0e54bd5	[~ 31]
msg_Ev_sub_160_42_talk_01	你捉住狡小狐了啊！[VAR 0114(01C7)]
msg_Ev_sub_160_42_talk_02	喂！\n偷别人东西，那不就是小偷嘛！[VAR 0114(01C7)]
msg_Ev_sub_160_42_talk_03	……嘶。
msg_Ev_sub_160_42_talk_04	你要是想吃，就表现出来嘛。\n那样的话，我会分一些给你的。[VAR 0114(01C7)]
msg_Ev_sub_160_42_talk_05	这是新买的密阿雷格雷派饼。\n和小电音一起吃吧。[VAR 0114(01C7)]
msg_Ev_sub_160_42_talk_06	狐嘶嘶♪
msg_Ev_sub_160_42_talk_07	音～嗯♪
msg_Ev_sub_160_42_talk_08	野生宝可梦为了活下去会偷吃人类的食物，\n这一点我也能理解，不过……\r\n密阿雷毕竟是个人类与宝可梦共生的城市嘛。[VAR 0114(01C7)]
msg_Ev_sub_160_42_talk_09	这位训练家，多亏了你，\n小电音看来会交到一个朋友了！\r\n多谢你了。[VAR 0114(01C7)]
msg_89c5efa5539d8200ba49f81a098cfc8f	[~ 41]
msg_Ev_sub_160_255_talk_01	生活在城市里的野生宝可梦\n真是够强健的啊。[VAR 0114(01C7)]
msg_Ev_sub_160_255_talk_02	音～嗯♪
sub_161.txt
msg_Ev_sub_161_01_talk_01	是[VAR 0100(0000)]。[VAR 0114(000F)]
msg_Ev_sub_161_01_talk_02	竟然在我们家人团聚的时候露面，\n真是个不解风情的家伙啊。[VAR 0114(0010)]
msg_Ev_sub_161_01_talk_03	才不是呢。[VAR 0114(000F)]
msg_Ev_sub_161_01_talk_04	等一下！\c\n怎么总是[VAR 0100(0000)]……\n我也有话想说！[VAR 0114(000B)]
msg_Ev_sub_161_01_talk_05	所以请让我和\n来电伍的二位一决胜负吧！[VAR 0114(000B)]
msg_Ev_sub_161_01_talk_06	如果[VAR 0100(0000)]愿意的话，\n我倒是可以陪你们玩玩。[VAR 0114(000F)]
msg_Ev_sub_161_01_select_01	那就来吧！
msg_Ev_sub_161_01_select_02	下次再说吧
msg_Ev_sub_161_01_talk_07	[VAR 0100(0000)]，你有时候就是会\n不假思索地先选择拒绝呀。[VAR 0114(000B)]
msg_Ev_sub_161_01_talk_08	只要有头巾混混它们在就一定能赢！\n不，是必定会赢！[VAR 0114(000B)]
msg_55d0aedaaa46c2ced1db43704051813e	[~ 10]
msg_Ev_sub_161_10_talk_01	在这里的我，\n欢迎任何卡友来对战。[VAR 0114(000F)]
msg_Ev_sub_161_10_talk_02	我实质上也算是个卡娜莉。\n能和两个卡娜莉对战，棒极了吧？[VAR 0114(0010)]
msg_Ev_sub_161_10_select_01	对战吧！
msg_Ev_sub_161_10_select_02	等一下
msg_Ev_sub_161_10_talk_03	来对战嘛！\n机会难得啊。[VAR 0114(000F)]
msg_Ev_sub_161_10_talk_04	和你们交手倒是可以，\n但胜利是属于我的哦！[VAR 0114(000F)]
msg_Ev_sub_161_10_talk_05	你想做什么呀？[VAR 0114(0010)]
msg_Ev_sub_161_10_talk_06	要是我们赢了，\n就要你来帮忙做卡娜莉面包！[VAR 0114(0010)]
msg_Ev_sub_161_10_talk_07	快让我对战吧。[VAR 0114(000B)]
msg_4389d1c0195631017bf3e5d2d1765a68	[~ 20]
msg_Ev_sub_161_10_btl_01	这次我会秀出真正的实力！\n麻麻鳗鱼王，用超级进化一飞冲天吧！[VAR 0114(000F)]
msg_Ev_sub_161_10_btl_02	为了实现我的策略，\n超级进化吧，龙头地鼠！[VAR 0114(0010)]
msg_Ev_sub_161_10_btl_03	头巾混混！我会灵活运用\n你超级进化后的力量的。[VAR 0114(000B)]
msg_781bdcd4eef043dc2c4262d0fed78fd4	[~ 24]
msg_Ev_sub_161_11_talk_01	我赢了！[VAR 0114(000B)]
msg_Ev_sub_161_11_talk_02	这位卡友，\n你想说的事是什么？[VAR 0114(000F)]
msg_Ev_sub_161_11_talk_03	总有一天我要做出一套\n能给卡娜莉小姐穿的衣服！[VAR 0114(000B)]
msg_Ev_sub_161_11_talk_04	可以啊。\n只要是我中意的设计就行。[VAR 0114(000F)]
msg_Ev_sub_161_11_talk_05	也给我一套吧！\c\n为了了解卡娜莉的心情，\n我也需要打扮得和她一样才行！[VAR 0114(0010)]
msg_Ev_sub_161_11_talk_06	得了吧～[VAR 0114(000F)]
msg_Ev_sub_161_11_talk_07	[VAR 0100(0000)]，来，\n这个给你了。[VAR 0114(000F)]
msg_Ev_sub_161_11_talk_11	[VAR 0100(0000)]获得了\n卡娜莉装扮套装！
msg_Ev_sub_161_11_talk_08	这个给你。\n是爷爷做的卡娜莉面包！[VAR 0114(000F)]
msg_Ev_sub_161_11_talk_09	卡娜莉面包……\n我会珍惜一辈子的！[VAR 0114(000B)]
msg_Ev_sub_161_11_talk_10	不，你得吃掉。[VAR 0114(000F)]
msg_Ev_sub_161_11_wait_01	话说回来，还是赢不了你啊。\n麻麻鳗鱼王它们明明都努力锻炼过的。[VAR 0114(000F)]
msg_Ev_sub_161_11_wait_02	卡娜莉面包大受欢迎。\n我正在考虑要不要在各地开店！[VAR 0114(0010)]
msg_Ev_sub_161_11_wait_03	重要的是在现实中也能表达出来，\n我早晚会……加油的。[VAR 0114(000B)]
sub_162.txt
msg_Ev_sub_162_01_talk_01	总觉得我对这个地方有印象。[VAR 0114(0011)]
msg_Ev_sub_162_01_talk_02	连在这里也会和哥哥在一起……\n我除了不满还是不满。[VAR 0114(0012)]
msg_Ev_sub_162_01_talk_03	是正义社的人吧？\n真想看看大家的超级进化啊！[VAR 0114(0192)]
msg_Ev_sub_162_01_talk_04	所以，[VAR 0100(0000)]，\n我们跟他们来一场2vs2的对战吧。[VAR 0114(0192)]
msg_Ev_sub_162_01_select_01	来对战吧！
msg_Ev_sub_162_01_select_02	等一下
msg_Ev_sub_162_01_talk_05	[VAR 0100(0000)]，\n这个时候你就配合我，积极些吧。[VAR 0114(0192)]
msg_Ev_sub_162_01_talk_06	作为继承者，\n我要了解所有的超级进化！[VAR 0114(0192)]
msg_0d3ef155c6675fe7f34c3d755953948b	[~ 8]
msg_Ev_sub_162_10_talk_01	我也希望能来场对决！[VAR 0114(0011)]
msg_Ev_sub_162_10_talk_02	……事已至此，\n看来我无权拒绝。[VAR 0114(0012)]
msg_Ev_sub_162_10_select_01	来对战吧！
msg_Ev_sub_162_10_select_02	等一下
msg_Ev_sub_162_10_talk_03	有些经验是必须战胜\n强劲的对手之后才能获得的。[VAR 0114(0011)]
msg_Ev_sub_162_10_talk_04	力，即是力量！！[VAR 0114(0011)]
msg_Ev_sub_162_10_talk_05	想不到你还挺优柔寡断的？[VAR 0114(0012)]
msg_Ev_sub_162_10_talk_06	力，即是正义！！[VAR 0114(0012)]
msg_Ev_sub_162_10_talk_07	密阿雷这地方，连异次元密阿雷\n都有各种超级进化，简直太棒了。[VAR 0114(0192)]
msg_724f90f901ac4d39279ed3d0fad0abc2	[~ 18]
msg_Ev_sub_162_10_btl_01	列阵兵！通过超级进化\n伸张正义，获取胜利吧！[VAR 0114(0011)]
msg_Ev_sub_162_10_btl_02	水晶灯火灵……\n超级进化，打倒他们！[VAR 0114(0012)]
msg_Ev_sub_162_10_btl_03	生命力爆发！！[VAR 0114(0192)]
msg_57c8671cff287c9d1c06626e73bbaca4	[~ 22]
msg_Ev_sub_162_11_talk_01	超级列阵兵和\n超级水晶灯火灵，你们都太厉害了！[VAR 0114(0192)]
msg_Ev_sub_162_11_talk_02	我本以为用超级进化的力量\n就能粉碎对手的。[VAR 0114(0011)]
msg_Ev_sub_162_11_talk_03	皙白，超级进化后的宝可梦\n确实会变得更加强力。[VAR 0114(0192)]
msg_Ev_sub_162_11_talk_04	不过，为了能更加充分发挥\n每只宝可梦的个性，\r\n训练家自身也要了解超级进化才行。[VAR 0114(0192)]
