aoc_error.txt
aoc_error_01	ここから{先|さき}は\n{追加|ついか}コンテンツが{必要|ひつよう}です。
msg_Ev_sub_188_10_talk_21	アシストありがとうございました……\nボクにはさっぱりなクイズでしたよ[VAR 0114(01E2)]
msg_Ev_sub_188_10_talk_22	あなたのおかげでまた{彼女|かのじょ}と{会|あ}えます！\n{心|こころ}からお{礼|れい}をいわせてください……！[VAR 0114(01E2)]
msg_Ev_sub_188_10_talk_23	それでは{彼女|かのじょ}を{送|おく}っていきますが\nチョロネコの{話題|わだい}になったらどうしよう[VAR 0114(01E2)]
msg_2525b1fcf057744401d4a203dbf95eec	[~ 49]
msg_Ev_sub_188_255_talk_01	……まだ{緊張|きんちょう}しますが{話題|わだい}に{困|こま}ったら\n{相手|あいて}の{好|す}きなことをたずねたり\r\n{自分|じぶん}をちょっとずつさらけだせば……[VAR 0114(01E2)]
msg_Ev_sub_188_255_talk_02	んなぁ
msg_Ev_sub_188_255_talk_03	{彼|かれ}が{緊張|きんちょう}したら\nチョロネコが{話|はなし}をつないでくれるの\r\nすてきなチョロネコを{捕|つか}まえたよね[VAR 0114(01E3)]
sub_189.txt
msg_Ev_sub_189_01_talk_01	そこのトレーナーさん\nよければ……[VAR 0114(01E4)]
msg_Ev_sub_189_01_talk_02	シャ！
msg_Ev_sub_189_01_talk_03	{待|ま}てよサンダース！\nまだ{話|はな}しかけたところだぞ[VAR 0114(01E4)]
msg_Ev_sub_189_01_talk_04	わけがわかりませんよね[VAR 0114(01E4)]
msg_Ev_sub_189_01_talk_05	オレのサンダース\nせっかちすぎるんですよ[VAR 0114(01E4)]
msg_Ev_sub_189_01_talk_06	いまも{勝負|しょうぶ}の{気配|けはい}を{感|かん}じて\nバトルコートに{向|む}かいやがって……[VAR 0114(01E4)]
msg_Ev_sub_189_01_talk_07	というわけでお{願|ねが}いです！\nオレとポケモン{勝負|しょうぶ}をしてください\r\nバトルコートで{待|ま}ってますから[VAR 0114(01E4)]
msg_21e916bea188a561f496fe462a3d76ba	[~ 7]
msg_Ev_sub_189_10_talk_01	オレたちと{勝負|しょうぶ}しますよね？[VAR 0114(01E4)]
msg_Ev_sub_189_10_talk_02	シャ！
msg_Ev_sub_189_10_talk_03	おい！\n{相手|あいて}の{返事|へんじ}はまだだって[VAR 0114(01E4)]
msg_36667d3c0d1b1980f32240414c70b041	[~ 11]
msg_Ev_sub_189_11_talk_01	さすがはエムゼット{団|だん}！\n{強|つよ}さは{折|お}り{紙付|がみつ}きですね[VAR 0114(01E4)]
msg_Ev_sub_189_11_talk_02	オレのサンダースたち\nせっかちだからすばやいでしょ！[VAR 0114(01E4)]
msg_Ev_sub_189_11_talk_03	ポケモンの{性格|せいかく}によっては\nすばやさが{増|ま}しますからね[VAR 0114(01E4)]
msg_Ev_sub_189_11_talk_04	せっかちはもちろん\nおくびょう　ようき　むじゃきもそうです[VAR 0114(01E4)]
msg_Ev_sub_189_11_talk_05	それにすばやければすばやいほど\n{技|わざ}をだすまでの{時間|じかん}も{短|みじか}くなる[VAR 0114(01E4)]
msg_Ev_sub_189_11_talk_06	ただしどれだけすばやくても\n{同|おな}じ{技|わざ}をだすには３{秒|びょう}かかる[VAR 0114(01E4)]
msg_Ev_sub_189_11_talk_07	ほかにも……[VAR 0114(01E4)]
msg_Ev_sub_189_11_talk_08	シャ！
msg_Ev_sub_189_11_talk_09	だからオレを{待|ま}たずに\nポケセンに{行|い}くなよ！[VAR 0114(01E4)]
msg_Ev_sub_189_11_talk_10	そういうことで\nバイバイ＆ありがとう！[VAR 0114(01E4)]
msg_f5564dd55b4cc52dfc108a51f2ad9ea7	[~ 22]
msg_Ev_sub_189_255_talk_01	せっかちなサンダースにつきあわされて\nいろんなことをやるはめになるんだ……\r\nそれはそれで{楽|たの}しいけどね[VAR 0114(01E4)]
msg_Ev_sub_189_255_talk_02	シャ！
sub_190.txt
msg_Ev_sub_190_001_talk_01	{技|わざ}を{撃|う}つ{前|まえ}の「タメ」\n{気|き}にしているかい？[VAR 0114(01E5)]
msg_Ev_sub_190_001_talk_02	タメが{長|なが}ければ{長|なが}いほど[VAR 0114(01E5)]
msg_Ev_sub_190_001_talk_03	{技|わざ}は！[VAR 0114(01E5)]
msg_Ev_sub_190_001_talk_04	{強|つよ}い！！[VAR 0114(01E5)]
msg_Ev_sub_190_001_talk_05	さあポケモン{勝負|しょうぶ}で\nタメの{強|つよ}さを{証明|しょうめい}させてくれ！[VAR 0114(01E5)]
msg_Ev_sub_190_001_talk_06	{準備|じゅんび}ができたら{話|はな}しかけてくれ！\n{力|ちから}をタメて{待|ま}ってるぜ！[VAR 0114(01E5)]
msg_0a182a8a059b9b290a09d7262206bcf1	[~ 6]
msg_Ev_sub_190_010_talk_01	チャージ{満|まん}タン！[VAR 0114(01E5)]
msg_Ev_sub_190_010_talk_02	{勝負|しょうぶ}するかい？[VAR 0114(01E5)]
msg_Ev_sub_190_010_select_01	タメたので{勝負|しょうぶ}です
msg_Ev_sub_190_010_select_02	{待|ま}ってください
msg_Ev_sub_190_010_talk_03	{力|ちから}をタメにタメて{待|ま}っている！[VAR 0114(01E5)]
msg_Ev_sub_190_010_talk_04	{今|いま}！[VAR 0114(01E5)]
msg_Ev_sub_190_010_talk_05	{解|と}き{放|はな}つ！！[VAR 0114(01E5)]
msg_578a967d3cbdfefd4c0bc0243b7c9b3f	[~ 14]
msg_Ev_sub_190_020_talk_01	チャージ{切|ぎ}れだよ……[VAR 0114(01E5)]
msg_Ev_sub_190_020_talk_02	{君|きみ}は！[VAR 0114(01E5)]
msg_Ev_sub_190_020_talk_03	{強|つよ}い！！[VAR 0114(01E5)]
msg_Ev_sub_190_020_talk_04	このわざマシンを{使|つか}って\nタメていくといい[VAR 0114(01E5)]
msg_Ev_sub_190_020_talk_05	{覚|おぼ}えられる{技|わざ}は[VAR FF00(0006)]ロケットずつき[VAR FF00(0000)]！[VAR 0114(01E5)]
msg_Ev_sub_190_020_talk_06	しっかりタメて{防御|ぼうぎょ}を{上|あ}げつつ\n{相手|あいて}に{強烈|きょうれつ}な{一撃|いちげき}をお{見舞|みま}いするぞ！[VAR 0114(01E5)]
msg_Ev_sub_190_020_talk_07	ぜひ！[VAR 0114(01E5)]
msg_Ev_sub_190_020_talk_08	{使|つか}ってくれ！！[VAR 0114(01E5)]
msg_7025e15863c37973805bc55baf87678a	[~ 23]
msg_Ev_sub_190_255_talk_01	せんせいのツメを{持|も}たせていれば\nたまにタメが{短|みじか}くなるらしい……\c\nぜひ{試|ため}してみたいが\nタメが{短|みじか}くなるのもさみしいな……[VAR 0114(01E5)]
sub_191.txt
msg_Ev_sub_191_001_talk_01	もっとも{華麗|かれい}な{技|わざ}……\nそれは{連続技|れんぞくわざ}！[VAR 0114(01E6)]
msg_Ev_sub_191_001_talk_02	すばやく！[VAR 0114(01E6)]
msg_Ev_sub_191_001_talk_09	{華麗|かれい}に！[VAR 0114(01E6)]
msg_Ev_sub_191_001_talk_10	{流|なが}れるように！[VAR 0114(01E6)]
msg_Ev_sub_191_001_talk_11	{何度|なんど}も{攻撃|こうげき}するのです[VAR 0114(01E6)]
msg_Ev_sub_191_001_talk_03	すべて{当|あ}たれば\n{大|だい}ダメージは{必至|ひっし}！[VAR 0114(01E6)]
msg_Ev_sub_191_001_talk_04	「まもる」といった{攻撃|こうげき}を{無効|むこう}にする\n{技|わざ}のタイミングをずらして{攻撃|こうげき}したり[VAR 0114(01E6)]
msg_Ev_sub_191_001_talk_05	{急所|きゅうしょ}を{狙|ねら}う{道具|どうぐ}と{組|く}み{合|あ}わせたり……\nさまざまな{戦略|せんりゃく}を{練|ね}ることもできるのです[VAR 0114(01E6)]
msg_Ev_sub_191_001_talk_06	さらに……[VAR 0114(01E6)]
msg_Ev_sub_191_001_select_01	あの……
msg_Ev_sub_191_001_select_02	まだ{続|つづ}きますか？
msg_Ev_sub_191_001_talk_07	あら……{長々|ながなが}と\n{言葉|ことば}を{連|つら}ねてすみません\c\nまだまだ{魅力|みりょく}はあるのですが……\nそれらは{勝負|しょうぶ}でお{伝|つた}えしましょう[VAR 0114(01E6)]
msg_Ev_sub_191_001_talk_08	{勝負|しょうぶ}の{準備|じゅんび}ができたら\n{話|はな}しかけてください[VAR 0114(01E6)]
msg_fef8f53107dd691e08d0415cbb0c2174	[~ 13]
msg_Ev_sub_191_010_talk_01	{華麗|かれい}な{技|わざ}の{数々|かずかず}……\n{受|う}ける{準備|じゅんび}はよろしいでしょうか？[VAR 0114(01E6)]
msg_Ev_sub_191_010_select_01	よろしいです
msg_Ev_sub_191_010_select_02	{待|ま}ってください
msg_Ev_sub_191_010_talk_02	よろしいですわ\nしっかり{準備|じゅんび}をなさってください[VAR 0114(01E6)]
msg_Ev_sub_191_010_talk_03	{華麗|かれい}な{連続技|れんぞくわざ}に{思|おも}わず[VAR 0114(01E6)]
msg_Ev_sub_191_010_talk_04	{見惚|みほ}れてしまうような[VAR 0114(01E6)]
msg_Ev_sub_191_010_talk_05	ポケモン{勝負|しょうぶ}になるでしょう！[VAR 0114(01E6)]
msg_8447de9c5d1923c263f6456946f40d8f	[~ 21]
msg_Ev_sub_191_020_talk_01	{美|うつく}しい……[VAR 0114(01E6)]
msg_Ev_sub_191_020_talk_02	すばらしい{勝負|しょうぶ}でした[VAR 0114(01E6)]
msg_Ev_sub_191_020_talk_03	{連続技|れんぞくわざ}はすべて{当|あ}てれば{高威力|こういりょく}……\nですが{外|はず}れてしまうこともあります[VAR 0114(01E6)]
msg_Ev_sub_191_020_talk_04	また{技|わざ}を{撃|う}っている{間|あいだ}は{無防備|むぼうび}\nよって{使|つか}い{時|どき}を{考|かんが}えねば……[VAR 0114(01E6)]
msg_Ev_sub_191_020_talk_05	ああ……{戦|たたか}いを{通|とお}して{連続技|れんぞくわざ}について\n{考|かんが}えたいことがたくさん……[VAR 0114(01E6)]
msg_Ev_sub_191_020_talk_06	あの……
msg_Ev_sub_191_020_talk_07	まだ{続|つづ}きますか？
msg_Ev_sub_191_020_talk_08	あら……{長々|ながなが}と\n{言葉|ことば}を{連|つら}ねてすみません\c\nぜひこちらのわざマシンをどうぞ[VAR 0114(01E6)]
msg_Ev_sub_191_020_talk_09	こおりタイプの{技|わざ}[VAR FF00(0006)]トリプルアクセル[VAR FF00(0000)]は\n３{回連続|かいれんぞく}ジャンプして{美|うつく}しく{攻撃|こうげき}します[VAR 0114(01E6)]
msg_Ev_sub_191_020_talk_10	さらに！　１{回目|かいめ}より２{回目|かいめ}\n２{回目|かいめ}より３{回目|かいめ}の{方|ほう}が{高|たか}く{跳|と}び\r\n{攻撃範囲|こうげきはんい}も{広|ひろ}くなっていくのです！[VAR 0114(01E6)]
msg_Ev_sub_191_020_talk_11	すべての{攻撃|こうげき}が{当|あ}たったときの{快感|かいかん}……\nさまざまな{要素|ようそ}とかみ{合|あ}う{戦略性|せんりゃくせい}……\c\nぜひあなたも{連続技|れんぞくわざ}のすばらしさ\n{味|あじ}わってみてください[VAR 0114(01E6)]
msg_85fcf33e405dcfda0584a6e02ecd2a1a	[~ 33]
msg_Ev_sub_191_255_talk_01	すべての{攻撃|こうげき}が{当|あ}たったときの{快感|かいかん}……\nさまざまな{要素|ようそ}とかみ{合|あ}う{戦略性|せんりゃくせい}……\c\nぜひあなたも{連続技|れんぞくわざ}のすばらしさ\n{味|あじ}わってみてください[VAR 0114(01E6)]
sub_192.txt
msg_Ev_sub_192_001_talk_01	ポケモン{勝負|しょうぶ}で{一番大事|いちばんだいじ}なもの……\nそれはなんだ？[VAR 0114(01E7)]
msg_Ev_sub_192_001_select_01	{攻撃|こうげき}！
msg_Ev_sub_192_001_select_02	{防御|ぼうぎょ}！
msg_Ev_sub_192_001_select_03	{戦略|せんりゃく}！
msg_Ev_sub_192_001_select_04	{時|とき}の{運|うん}！
msg_Ev_sub_192_001_talk_02	{当|あ}たるわけないよな[VAR 0114(01E7)]
msg_Ev_sub_192_001_talk_03	{教|おし}えてやろう\nいいか　{一番大事|いちばんだいじ}なものは……[VAR 0114(01E7)]
msg_Ev_sub_192_001_talk_04	{移動速度|スピード}だ！[VAR 0114(01E7)]
msg_Ev_sub_192_001_talk_05	{移動速度|スピード}は{勝負|しょうぶ}の{要|かなめ}！\c\n{一気|いっき}に{距離|きょり}を{詰|つ}めたり\n{敵|てき}の{技|わざ}を{避|さ}けることもできる！[VAR 0114(01E7)]
msg_Ev_sub_192_001_talk_06	そしておれとモトトカゲたちは\nこのミアレを{毎日|まいにち}{走|はし}り{込|こ}み……\r\n{移動速度|スピード}を{上|あ}げる{技|わざ}を{覚|おぼ}えた！[VAR 0114(01E7)]
msg_Ev_sub_192_001_talk_07	つまり！　おれらは{最速|さいそく}！\nそして{最強|さいきょう}ってことさ！[VAR 0114(01E7)]
msg_Ev_sub_192_001_talk_08	アギャアオ！
msg_Ev_sub_192_001_talk_09	グギャアン！！
msg_Ev_sub_192_001_talk_10	ギャオッス！！！
msg_Ev_sub_192_001_talk_11	さあ{疑|うたが}うようなら\nおれらと{勝負|しょうぶ}しな！[VAR 0114(01E7)]
msg_Ev_sub_192_001_talk_12	{準備|じゅんび}ができたら{声|こえ}をかけてくれ！[VAR 0114(01E7)]
msg_86e30e68bc4613d3d90aa8ea3e8756ee	[~ 16]
msg_Ev_sub_192_010_talk_01	{勝負|しょうぶ}か？　モトトカゲたちは\n{準備|じゅんび}バリバリ{ＯＫ|オーケー}だぜ！[VAR 0114(01E7)]
msg_Ev_sub_192_010_select_01	{ＯＫ|オーケー}です
msg_Ev_sub_192_010_select_02	{待|ま}ってください
msg_Ev_sub_192_010_talk_02	あまり{待|ま}たせてると\n{走|はし}り{込|こ}みに{行|い}っちゃうぜ！[VAR 0114(01E7)]
msg_Ev_sub_192_010_talk_03	{最速最強伝説|さいそくさいきょうでんせつ}の{幕開|まくあ}けだ！[VAR 0114(01E7)]
msg_b79ea1e2d1be66b32bb8fe9abb8f22ea	[~ 22]
msg_Ev_sub_192_020_talk_01	は……{速|はや}すぎる！？[VAR 0114(01E7)]
msg_Ev_sub_192_020_talk_02	あんた{強|つよ}いな！\nまだ{走|はし}り{込|こ}みが{足|た}りなかったか……[VAR 0114(01E7)]
msg_Ev_sub_192_020_talk_03	このわざマシンをぜひ{使|つか}ってくれ[VAR 0114(01E7)]
msg_Ev_sub_192_020_talk_04	[VAR FF00(0006)]ニトロチャージ[VAR FF00(0000)]を{使|つか}えば\n{移動速度|スピード}を{上|あ}げつつ{攻撃|こうげき}できる[VAR 0114(01E7)]
msg_Ev_sub_192_020_talk_05	{移動速度|スピード}を{上|あ}げて{敵|てき}をかき{回|まわ}すのは\n{気持|きも}ちいいぞ！[VAR 0114(01E7)]
msg_Ev_sub_192_020_talk_06	よし　モトトカゲたち！\n{今日|きょう}はミアレ{内回|うちまわ}りを\r\n{心|こころ}ゆくまで{走|はし}りまくるぞ！[VAR 0114(01E7)]
msg_Ev_sub_192_020_talk_07	アギャアオ！
msg_Ev_sub_192_020_talk_08	グギャアン！！
msg_Ev_sub_192_020_talk_09	ギャオッス！！！
sub_193.txt
msg_Ev_sub_193_001_talk_01	バーリーバーリー！
msg_Ev_sub_193_001_talk_02	バーリーバーリー！[VAR 0114(01E8)]
msg_Ev_sub_193_001_talk_03	バーリリーコ！
msg_Ev_sub_193_001_talk_04	バーリリーコ！[VAR 0114(01E8)]
msg_Ev_sub_193_001_talk_05	バーリコーール！
msg_Ev_sub_193_001_talk_06	バーリコーール！[VAR 0114(01E8)]
msg_Ev_sub_193_001_select_01	{大丈夫|だいじょうぶ}ですか……？
msg_Ev_sub_193_001_select_02	なにをしていますか？
msg_Ev_sub_193_001_select_03	ポケモンとダンスですか？
msg_Ev_sub_193_001_talk_07	{大丈夫|だいじょうぶ}ですか……？[VAR 0114(01E8)]
msg_Ev_sub_193_001_talk_08	なにをしていますか？[VAR 0114(01E8)]
msg_Ev_sub_193_001_talk_09	ポケモンとダンスですか？[VAR 0114(01E8)]
msg_Ev_sub_193_001_talk_10	いや……あの……\n{相方|あいかた}とネタの{特訓|とっくん}っす[VAR 0114(01E8)]
msg_Ev_sub_193_001_talk_11	バーリーバーリー？
msg_Ev_sub_193_001_talk_12	オレ　ものまね{芸人|げいにん}のマネっす！\nバリコオルのまねしかできないっすけど[VAR 0114(01E8)]
msg_Ev_sub_193_001_talk_13	そうっす！　せっかくだから\nオレたちのネタをみてくれっす！\c\nいわゆる[VAR FF00(0006)]ものまね[VAR FF00(0000)]の{技|わざ}を{使|つか}った\nポケモン{勝負|しょうぶ}をするっす！[VAR 0114(01E8)]
msg_Ev_sub_193_001_talk_14	バーリーバーリー！
msg_Ev_sub_193_001_talk_15	バーリーバーリー！[VAR 0114(01E8)]
msg_Ev_sub_193_001_talk_16	ものまね{勝負|しょうぶ}を{受|う}ける\n{用意|ようい}ができたら{声|こえ}をかけてくれっす！[VAR 0114(01E8)]
msg_901a09f9d94032e0004be01ea3346838	[~ 19]
msg_Ev_sub_193_010_talk_01	ものまね{勝負|しょうぶ}を{受|う}ける\n{用意|ようい}はできたっすか？[VAR 0114(01E8)]
msg_Ev_sub_193_010_select_01	ばっちりです
msg_Ev_sub_193_010_select_02	{待|ま}ってください
msg_Ev_sub_193_010_talk_02	ばっちりです[VAR 0114(01E8)]
msg_Ev_sub_193_010_talk_03	あっ……\nうっかりまねしたっす\c\nいわゆるものまねの{技|わざ}を{使|つか}った\nポケモン{勝負|しょうぶ}をしてくださいっすよ！[VAR 0114(01E8)]
msg_Ev_sub_193_010_talk_04	{待|ま}ってください[VAR 0114(01E8)]
msg_Ev_sub_193_010_talk_05	あっ……\nうっかりまねしたっす\c\n{相方|あいかた}のバリコオルは{相手|あいて}の{使|つか}った{技|わざ}を\nものまねするのがうまいっすよ！[VAR 0114(01E8)]
msg_12804c38b330cc2d6ff539143c2150f1	[~ 27]
msg_Ev_sub_193_020_talk_01	まねしきれないっす！？[VAR 0114(01E8)]
msg_Ev_sub_193_020_talk_02	バリコオルのものまねはばっちりでも\nオレのタイミングがいまいちっすね[VAR 0114(01E8)]
msg_Ev_sub_193_020_talk_03	ちなみにものまね{勝負|しょうぶ}\nおもしろかったっすか？[VAR 0114(01E8)]
msg_Ev_sub_193_020_select_01	おもしろかったっす！
msg_Ev_sub_193_020_select_02	まあまあ{楽|たの}しかったっす
msg_Ev_sub_193_020_select_03	バーリーバーリー！
msg_Ev_sub_193_020_talk_04	おもしろかったっす！\c\nそういってくれてうれしいっす！[VAR 0114(01E8)]
msg_Ev_sub_193_020_talk_05	まあまあ{楽|たの}しかったっす\c\nあざっす！　もっと{精進|しょうじん}するっす！[VAR 0114(01E8)]
msg_Ev_sub_193_020_talk_06	バーリーバーリー？\c\nオレのものまねよりもうまいっす……[VAR 0114(01E8)]
msg_Ev_sub_193_020_talk_07	オレの{名前|なまえ}を{覚|おぼ}えてもらうために\n{用意|ようい}したわざマシンっす！[VAR 0114(01E8)]
msg_Ev_sub_193_020_talk_08	わざマシンの{中身|なかみ}は[VAR FF00(0006)]ものまね[VAR FF00(0000)]\n{相手|あいて}が{直前|ちょくぜん}に{使|つか}った{技|わざ}をコピーするっす[VAR 0114(01E8)]
msg_Ev_sub_193_020_talk_09	それにしても\nものまねの{道|みち}は{厳|きび}しいっす[VAR 0114(01E8)]
msg_Ev_sub_193_020_talk_10	バーリーバーリー！
msg_4d33fcaa5b12abaef1a349cf9579ca36	[~ 41]
msg_Ev_sub_193_255_talk_01	ものまねの{道|みち}は{厳|きび}しいっす[VAR 0114(01E8)]
msg_Ev_sub_193_255_talk_02	バーリーバーリー！
sub_194.txt
msg_Ev_sub_194_001_talk_01	あなた……\n{究極|きゅうきょく}の{奥義|おうぎ}に{興味|きょうみ}はありますか？[VAR 0114(01E9)]
msg_Ev_sub_194_001_select_01	どちらさまですか[VAR 0114(01E9)]
msg_Ev_sub_194_001_select_02	{話|はなし}をききましょうか[VAR 0114(01E9)]
msg_Ev_sub_194_001_talk_02	その{堂々|どうどう}たるたたずまい……\nいいでしょう[VAR 0114(01E9)]
msg_Ev_sub_194_001_talk_03	リザードン　バシャーモ　\nエンブオ－　マフォクシー\c\nカメックス　ラグラージ\nオーダイル　ゲッコウガ\c\nフシギバナ　ジュカイン\nメガニウム　ブリガロン[VAR 0114(01E9)]
msg_Ev_sub_194_001_talk_06	これらのポケモンだけが{覚|おぼ}えられる\n{究極|きゅうきょく}の{技|わざ}を{使|つか}えるようにします！[VAR 0114(01E9)]
msg_Ev_sub_194_001_talk_04	ただし{特定|とくてい}のポケモン１{匹|ぴき}だけで\n３{匹|びき}のポケモンに{勝|か}つという[VAR 0114(01E9)]
msg_Ev_sub_194_001_talk_07	{厳|きび}しい{試練|しれん}を{突破|とっぱ}できればの{話|はなし}ですが[VAR 0114(01E9)]
msg_Ev_sub_194_001_talk_05	{試練|しれん}に{挑|いど}む{覚悟|かくご}があるのなら\n{私|わたし}に{話|はな}しかけてください[VAR 0114(01E9)]
msg_53bc155c0e074eeff9754e78bca3ede0	[~ 9]
msg_Ev_sub_194_010_talk_01	{究極|きゅうきょく}の{奥義|おうぎ}に\n{興味|きょうみ}があるようですね[VAR 0114(01E9)]
msg_Ev_sub_194_010_talk_02	では{説明|せつめい}いたしましょう\n{試練|しれん}は３つあります[VAR 0114(01E9)]
msg_Ev_sub_194_010_talk_03	いずれもポケモン１{匹|ぴき}のみで{私|わたし}と{勝負|しょうぶ}し\n{勝利|しょうり}できれば{試練突破|しれんとっぱ}となります[VAR 0114(01E9)]
msg_Ev_sub_194_010_talk_04	ひとつは{草|くさ}の{試練|しれん}！　メガニウム１{匹|ぴき}で\nほのおのポケモン３{匹|びき}に{挑|いど}みます[VAR 0114(01E9)]
msg_Ev_sub_194_010_talk_05	ひとつは{炎|ほのお}の{試練|しれん}！　エンブオー１{匹|ぴき}で\nみずのポケモン３{匹|びき}に{挑|いど}みます[VAR 0114(01E9)]
msg_Ev_sub_194_010_talk_06	ひとつは{水|みず}の{試練|しれん}！　オーダイル１{匹|ぴき}で\nくさのポケモン３{匹|びき}に{挑|いど}みます[VAR 0114(01E9)]
msg_Ev_sub_194_010_talk_07	それぞれの{試練|しれん}を{突破|とっぱ}したとき……\nあなたに{究極|きゅうきょく}の{奥義|おうぎ}を{伝授|でんじゅ}いたします[VAR 0114(01E9)]
msg_Ev_sub_194_010_talk_08	それでは{準備|じゅんび}が{整|ととの}い{次第|しだい}\n{試練|しれん}を{始|はじ}めるとしましょう[VAR 0114(01E9)]
msg_Ev_sub_194_010_talk_10	どの{試練|しれん}に{挑|いど}みますか？[VAR 0114(01E9)]
msg_Ev_sub_194_0010_select_11	{草|くさ}の{試練|しれん}
msg_Ev_sub_194_0010_select_12	{炎|ほのお}の{試練|しれん}
msg_Ev_sub_194_0010_select_13	{水|みず}の{試練|しれん}
msg_Ev_sub_194_0020_select_14	{説明|せつめい}をきく
msg_Ev_sub_194_0020_select_15	やめておきます
msg_Ev_sub_194_010_talk_11	{試練|しれん}は３{種類|しゅるい}！　それぞれ\n{特定|とくてい}のポケモン１{匹|ぴき}だけで\r\n３{匹|びき}のポケモンに{勝|か}ってください[VAR 0114(01E9)]
msg_Ev_sub_194_010_talk_12	すべての{試練|しれん}を{突破|とっぱ}なされる\nその{時|とき}を{待|ま}ちわびています[VAR 0114(01E9)]
msg_Ev_sub_194_010_talk_13	{草|くさ}の{試練|しれん}に{挑|いど}むのであれば\nてもちはメガニウム１{匹|ぴき}のみです[VAR 0114(01E9)]
msg_Ev_sub_194_010_talk_14	{炎|ほのお}の{試練|しれん}に{挑|いど}むのであれば\nてもちはエンブオー１{匹|ぴき}のみです[VAR 0114(01E9)]
msg_Ev_sub_194_010_talk_15	{水|みず}の{試練|しれん}に{挑|いど}むのであれば\nてもちはオーダイル１{匹|ぴき}のみです[VAR 0114(01E9)]
msg_Ev_sub_194_010_talk_16	よろしい\nそれでは{草|くさ}の{試練|しれん}を{始|はじ}めます！[VAR 0114(01E9)]
msg_Ev_sub_194_010_talk_17	よろしい\nそれでは{炎|ほのお}の{試練|しれん}を{始|はじ}めます！[VAR 0114(01E9)]
msg_Ev_sub_194_010_talk_18	よろしい\nそれでは{水|みず}の{試練|しれん}を{始|はじ}めます！[VAR 0114(01E9)]
msg_f8af877e4ecf5be8fa89df06bf636de3	[~ 32]
msg_Ev_sub_194_011_talk_01	お{見事|みごと}！[VAR 0114(01E9)]
msg_Ev_sub_194_011_talk_02	{草|くさ}の{試練|しれん}を{突破|とっぱ}した{栄誉|えいよ}を{称|たた}え\n{究極奥義|きゅうきょくおうぎ}{伝授|でんじゅ}として\r\nこのわざマシンを{授|さず}けましょう！[VAR 0114(01E9)]
msg_Ev_sub_194_011_talk_03	{炎|ほのお}の{試練|しれん}を{突破|とっぱ}した{栄誉|えいよ}を{称|たた}え\n{究極奥義|きゅうきょくおうぎ}{伝授|でんじゅ}として\r\nこのわざマシンを{授|さず}けましょう！[VAR 0114(01E9)]
msg_Ev_sub_194_011_talk_04	{水|みず}の{試練|しれん}を{突破|とっぱ}した{栄誉|えいよ}を{称|たた}え\n{究極奥義|きゅうきょくおうぎ}{伝授|でんじゅ}として\r\nこのわざマシンを{授|さず}けましょう！[VAR 0114(01E9)]
msg_Ev_sub_194_011_talk_05	すばらしい！\nその{調子|ちょうし}で{残|のこ}る{試練|しれん}も{突破|とっぱ}するのです[VAR 0114(01E9)]
msg_c7145f0acfdfeea66c50248f73ac922b	[~ 38]
msg_Ev_sub_194_011_talk_10	おお……ついに……！[VAR 0114(01E9)]
msg_Ev_sub_194_011_talk_11	おめでとうございます\nすべての{試練|しれん}を{突破|とっぱ}されましたね[VAR 0114(01E9)]
msg_Ev_sub_194_011_talk_12	{究極|きゅうきょく}の{奥義|おうぎ}はいずれも{絶大|ぜつだい}な{威力|いりょく}……\nですが{大|おお}きな{反動|はんどう}を{伴|ともな}います[VAR 0114(01E9)]
msg_Ev_sub_194_011_talk_13	{使|つか}いこなすには\nトレーナーの{優|すぐ}れた{判断力|はんだんりょく}が{不可欠|ふかけつ}[VAR 0114(01E9)]
msg_Ev_sub_194_011_talk_14	{使|つか}いこなせるよう{精進|しょうじん}なさい[VAR 0114(01E9)]
msg_99f895eb3734f3a8a06cb4d48fbcb6e1	[~ 44]
msg_Ev_sub_194_255_talk_01	{究極|きゅうきょく}の{奥義|おうぎ}は{絶大|ぜつだい}な{威力|いりょく}ですが\n{反動|はんどう}を{伴|ともな}うためトレーナーの{判断|はんだん}が{重要|じゅうよう}\r\n{使|つか}いこなせるよう{精進|しょうじん}なさい[VAR 0114(01E9)]
sub_195.txt
msg_Ev_sub_195_01_talk_01	クエーサーの{警備|けいび}ポケモン{問題|もんだい}を\nご{存|ぞん}じだったりしますか？[VAR 0114(01EA)]
msg_Ev_sub_195_01_select_01	{問題|もんだい}？
msg_Ev_sub_195_01_select_02	デデンネのこと？
msg_Ev_sub_195_01_talk_02	デデンネが{負|ま}けたことが\n{問題|もんだい}となっていまして……[VAR 0114(01EA)]
msg_Ev_sub_195_01_talk_03	もちろん[VAR 0100(0000)]さんの\n{責任|せきにん}ではありません[VAR 0114(01EA)]
msg_Ev_sub_195_01_talk_04	なぜ{負|ま}けたのか\nだれに{負|ま}けたのかを{確認|かくにん}せずに\r\n{事実|じじつ}だけを{大|おお}げさに{騒|さわ}ぐ{人|ひと}がいて……[VAR 0114(01EA)]
msg_Ev_sub_195_01_talk_05	それで{問題解決|もんだいかいけつ}のために\nいろいろ{議論|ぎろん}を{重|かさ}ねた{結果|けっか}\r\nモルペコを{起用|きよう}しようとなりました[VAR 0114(01EA)]
msg_Ev_sub_195_01_talk_06	{警備|けいび}モルペコとして{職務|しょくむ}を{任|まか}せられるか\n{勝負|しょうぶ}してみてください[VAR 0114(01EA)]
