aoc_error.txt
aoc_error_01	需要擁有新增內容\n才能繼續前進。
msg_Ev_sub_146_01_talk_03	她的生日禮物\n將會是一隻[VAR FF00(0006)]謎擬Ｑ[VAR FF00(0000)]。[VAR 0114(000E)]
msg_Ev_sub_146_01_talk_04	由於謎擬Ｑ是夜行性的，\n對年幼的孩子來說，照顧起來難度很高。\r\n我也表達過自己覺得為之過早。[VAR 0114(000E)]
msg_Ev_sub_146_01_talk_05	但若不送給我女兒一隻謎擬Ｑ，\n我就必須把髮飾還給她。[VAR 0114(000E)]
msg_Ev_sub_146_01_talk_06	沒錯，這個髮飾\n是她送給我的禮物。\c\n據說是使用咩利羊體毛的\n毛氈製作的。[VAR 0114(000E)]
msg_Ev_sub_146_01_talk_07	這已經是構成我這個人的要素之一，\n沒辦法還給女兒了。[VAR 0114(000E)]
msg_Ev_sub_146_01_talk_08	雖然卡洛斯地區\n沒有謎擬Ｑ，但……\c\n若是在異次元密阿雷裡面，\n說不定就能遇見牠。[VAR 0114(000E)]
msg_Ev_sub_146_01_talk_09	如果[VAR 1100(00FF,0101)]你妳遇上謎擬Ｑ時，\n願意捕捉一隻給我，我會感激不盡的。[VAR 0114(000E)]
msg_4cfa6d925185bf2e8e0ca50c71aff817	[~ 9]
msg_Ev_sub_146_10_talk_01	[VAR 1100(00FF,0101)]你妳願意把謎擬Ｑ讓給我嗎？[VAR 0114(000E)]
msg_Ev_sub_146_10_select_01	甘心樂意！
msg_Ev_sub_146_10_select_02	請等一下
msg_Ev_sub_146_10_talk_02	很抱歉這完全是件私事，\n但請務必將謎擬Ｑ讓給我！[VAR 0114(000E)]
msg_Ev_sub_146_10_talk_03	請收下我由衷的感謝。[VAR 0114(000E)]
msg_Ev_sub_146_10_talk_04	謎擬Ｑ還擁有妖精屬性，\n能藉此剋制龍屬性。[VAR 0114(000E)]
msg_Ev_sub_146_10_talk_05	也許將來某天我女兒會成為訓練家，\n並且打敗我的老翁龍。[VAR 0114(000E)]
msg_Ev_sub_146_10_talk_06	屆時要如何去應對這件事，\n就要看我這個當父親的能耐囉！[VAR 0114(000E)]
msg_Ev_sub_146_10_talk_07	[VAR 0100(0000)]，包含這次的事情在內，\n謝謝[VAR 1100(00FF,0101)]你妳總是不吝幫忙！[VAR 0114(000E)]
sub_147.txt
msg_Ev_sub_147_01_talk_01	是[VAR 1100(00FF,0101)]你妳啊。[VAR 0114(000F)]
msg_Ev_sub_147_01_talk_02	[VAR 1100(00FF,0101)]你妳要挑戰我構思出來的\n究極訓練對吧？[VAR 0114(000F)]
msg_Ev_sub_147_01_talk_03	規則很簡單的。[VAR 0114(000F)]
msg_Ev_sub_147_01_talk_04	只要在規定的空間裡面，\n持續躲開野生寶可夢的攻擊就行！[VAR 0114(000F)]
msg_Ev_sub_147_01_talk_05	但是禁止[VAR 1100(00FF,0101)]你妳派出寶可夢，\n或是投球喔。[VAR 0114(000F)]
msg_Ev_sub_147_01_talk_06	寶可夢訓練家空手上陣，\n名字就叫[VAR FF00(0006)]赤手空拳倖存者[VAR FF00(0000)]！\r\n等[VAR 1100(00FF,0101)]你妳有幹勁的時候就來找我吧。[VAR 0114(000F)]
msg_57be4affc0d2da56e68c70eb16bf8217	[~ 6]
msg_Ev_sub_147_10_talk_01	赤手空拳倖存者是挑戰不用寶可夢和球，\n持續躲開野生寶可夢的攻擊，\r\n[VAR 1100(00FF,0101)]你妳要來挑戰對吧？[VAR 0114(000F)]
msg_Ev_sub_147_10_select_01	我要挑戰！
msg_Ev_sub_147_10_select_02	還是算了
msg_Ev_sub_147_10_talk_02	[VAR 1100(00FF,0101)]你妳真是不配合～\n什麼時候都行，來挑戰吧。[VAR 0114(000F)]
msg_Ev_sub_147_10_talk_03	[VAR 1100(00FF,0101)]你妳能在赤手空拳的狀態下\n撐住[VAR FF00(0006)]30秒[VAR FF00(0000)]嗎？\c\n赤手空拳倖存者，\n來電的時候到啦～～～！！！[VAR 0114(000F)]
msg_Ev_sub_147_10_talk_04	預備……[VAR 0114(000F)]
msg_Ev_sub_147_10_talk_05	開始！！[VAR 0114(000F)]
msg_Ev_sub_147_10_talk_09	結束囉！！[VAR 0114(000F)]
msg_1b9da7310adc5c17423671f1e2705209	[~ 15]
msg_Ev_sub_147_12_talk_02	[VAR 1100(00FF,0101)]你妳成功了嘛！\c\n赤手空拳倖存者，\n隨時歡迎來挑戰！\r\n下次開始[VAR 1100(00FF,0101)]你妳就卯起來刷新紀錄吧。\r\n反正觀眾們也愛看這種的。[VAR 0114(000F)]
msg_236a3f2cc29e5ae04f94a63c28a2f32d	[~ 17]
msg_Ev_sub_survivo_stop_talk_01	[VAR 1100(00FF,0101)]你妳按了[VAR BD0A(0004)]Sp_1？\n也就是說[VAR 1100(00FF,0101)]你妳要放棄？[VAR 0114(000F)]
msg_06fd660085d0ff67a7aeb9311da5ed9b	[~ 19]
msg_Ev_sub_survivo_stop_select_01	要放棄了
msg_Ev_sub_survivo_stop_select_02	不放棄
msg_Ev_sub_survivo_stop_talk_03	觀眾可都等著看[VAR 1100(00FF,0101)]你妳赤手空拳\n挑戰撐住30秒耶。[VAR 0114(000F)]
sub_148.txt
msg_Ev_sub_148_01_talk_01	不好意思，\n請問這間咖啡店已經結束營業了嗎？[VAR 0114(01B7)]
msg_Ev_sub_148_01_select_01	看樣子是呢
msg_Ev_sub_148_01_select_02	聽說發生了不少事情
msg_Ev_sub_148_01_talk_02	這樣啊……\c\n睽違10年重訪這座城市，\n我就想喝喝這裡的咖啡呢。[VAR 0114(01B7)]
msg_Ev_sub_148_01_talk_03	請問……[VAR 1100(00FF,0101)]你妳認不認識\n這裡的相關人員呢？[VAR 0114(01B7)]
msg_Ev_sub_148_01_select_03	我認識
msg_Ev_sub_148_01_select_04	我幫你問問看吧
msg_Ev_sub_148_01_talk_04	請[VAR 1100(00FF,0101)]你妳務必幫忙！[VAR 0114(01B7)]
msg_Ev_sub_148_01_talk_05	要找誰問一問呢？
msg_Ev_sub_148_01_select_05	古歷
msg_Ev_sub_148_01_select_06	古麗茲
msg_Ev_sub_148_01_talk_06	有什麼事嗎？[VAR 0114(0017)]
msg_Ev_sub_148_01_talk_07	原來如此。\c\n這樣的話，請[VAR 1100(00FF,0101)]你妳去問\n新咖啡3號店的店長吧。[VAR 0114(0017)]
msg_Ev_sub_148_01_talk_08	因為她曾在\n老闆身邊工作過。[VAR 0114(0017)]
msg_Ev_sub_148_01_talk_09	叫外送？[VAR 0114(0018)]
msg_Ev_sub_148_01_talk_10	搞什麼。\n是要找人啊。[VAR 0114(0018)]
msg_Ev_sub_148_01_talk_11	弗拉達利咖啡店的老闆？\n那要問3號店的店長啦。[VAR 0114(0018)]
msg_Ev_sub_148_01_talk_12	因為她以前應該是\n在老闆手下工作的。[VAR 0114(0018)]
msg_Ev_sub_148_01_talk_13	所以只要去新咖啡3號店，\n就能知道老闆的狀況了！[VAR 0114(01B7)]
msg_Ev_sub_148_01_talk_14	3號店好像是……\n在[VAR FF00(0006)]蓉粉區[VAR FF00(0000)]對吧。[VAR 0114(01B7)]
msg_Ev_sub_148_01_talk_15	那麼我們就在\n新咖啡3號店會合吧！[VAR 0114(01B7)]
msg_f5e3993003541ee4ee679d5b5a2dc481	[~ 21]
msg_Ev_sub_148_10_talk_01	[VAR 0100(0000)]，\n[VAR 1100(00FF,0101)]你妳終於來了！[VAR 0114(01B7)]
msg_Ev_sub_148_10_talk_02	那麼我們就去打聽一下\n弗拉達利咖啡店老闆的消息吧。[VAR 0114(01B7)]
msg_Ev_sub_148_10_talk_03	請問您要……看來不是要點餐呢。\n有什麼我可以效勞的嗎？[VAR 0114(01B9)]
msg_Ev_sub_148_10_talk_04	原來如此，\n我明白是怎麼一回事了。\c\n弗拉達利咖啡店的老闆\n是教我煮咖啡的師傅。[VAR 0114(01B9)]
msg_Ev_sub_148_10_talk_05	如果把客人您的事情告訴老闆，\n我想他也會很開心的。[VAR 0114(01B9)]
msg_Ev_sub_148_10_talk_06	我會去跟老闆聯絡的，\n請在弗拉達利咖啡店的前面稍候。[VAR 0114(01B9)]
msg_Ev_sub_148_10_talk_07	那我就到弗拉達利咖啡店的前面\n等待各位！[VAR 0114(01B7)]
msg_Ev_sub_148_10_talk_08	我會跟老闆聯絡的，\n請在弗拉達利咖啡店稍候。[VAR 0114(01B9)]
msg_5336f367cf96e0acfbe635bea551632a	[~ 30]
msg_Ev_sub_148_20_talk_01	居然能見到老闆……\n總覺得心跳加速了起來。[VAR 0114(01B7)]
msg_Ev_sub_148_20_talk_02	久等了。[VAR 0114(01B9)]
msg_Ev_sub_148_20_talk_03	這位就是老闆，\n梅導爾師傅。[VAR 0114(01B9)]
msg_Ev_sub_148_20_talk_04	是前老闆喔。\c\n都過10年了，\n您還想喝我的咖啡，真是榮幸。[VAR 0114(01B8)]
msg_Ev_sub_148_20_talk_05	只是有一個問題……\c\n我以前是用寶可夢的招式\n來烘焙咖啡的，\r\n但怎麼說都有好一段時間沒碰了。[VAR 0114(01B8)]
msg_Ev_sub_148_20_talk_06	因此我有個請求。\c\n請和我進行寶可夢對戰。\n這樣做可以讓我找回感覺。[VAR 0114(01B8)]
msg_Ev_sub_148_20_talk_07	我也和你並肩作戰！老闆。[VAR 0114(01B9)]
msg_75b3ee91e4f72bf68ea5f350f6770a09	[~ 38]
msg_Ev_sub_148_21_talk_01	沒想到能和拯救了城市的英雄對戰……\n我的感覺也回來了喔。[VAR 0114(01B8)]
msg_Ev_sub_148_21_talk_02	那麼請移步到咖啡店吧。\n我這就來準備咖啡。[VAR 0114(01B8)]
msg_16af35a1af63e52bde0c85533b16f5f6	[~ 41]
msg_Ev_sub_148_22_talk_01	雖然有一點髒，但狀態很好。\n只要好好洗乾淨，應該就沒問題了。[VAR 0114(01B9)]
msg_Ev_sub_148_22_talk_02	是啊……我能夠端出\n那個時候的咖啡了。[VAR 0114(01B8)]
msg_Ev_sub_148_22_talk_03	我這就去準備，\n請入座稍候一下。[VAR 0114(01B8)]
msg_Ev_sub_148_22_talk_04	啊啊……\n就是那時候的咖啡。[VAR 0114(01B7)]
msg_Ev_sub_148_22_talk_05	這直竄鼻腔的香氣……\n請容我用全身細細品味。[VAR 0114(01B7)]
msg_Ev_sub_148_22_talk_06	老闆！這咖啡和10年前一樣……\n不，比那時更上一層樓。[VAR 0114(01B7)]
msg_Ev_sub_148_22_talk_07	您給了我最高的讚譽呢。[VAR 0114(01B8)]
msg_Ev_sub_148_22_talk_08	不過，有件事\n我得向客人您道歉。[VAR 0114(01B8)]
msg_Ev_sub_148_22_talk_09	是什麼意思呢？\n咖啡這麼美味，卻要道歉？[VAR 0114(01B7)]
msg_Ev_sub_148_22_talk_10	其實那杯咖啡\n是我為客人您泡的。[VAR 0114(01B9)]
msg_Ev_sub_148_22_talk_11	什麼！？[VAR 0114(01B7)]
msg_Ev_sub_148_22_talk_12	我本來是個受雇的老闆，\n但因為閃焰隊的那件事而引退了。[VAR 0114(01B8)]
msg_Ev_sub_148_22_talk_13	不過店長說無論如何都想留下那份滋味。[VAR 0114(01B8)]
msg_Ev_sub_148_22_talk_14	城市雖然會不斷變化下去，\n但也有些事物不該改變。\r\n老闆的咖啡就是其中之一。[VAR 0114(01B9)]
msg_Ev_sub_148_22_talk_15	在密阿雷生活過的人和寶可夢\n即使不在了，我也希望能以某種形式\r\n將各自的生活樣貌保留下來呢。[VAR 0114(01B8)]
msg_Ev_sub_148_22_talk_16	是啊……我很感激今後\n還能喝到我最喜歡的咖啡。[VAR 0114(01B7)]
msg_Ev_sub_148_22_talk_17	儘管不知道會是什麼時侯，\n但我再來密阿雷時，\r\n我會來喝店長的咖啡的。[VAR 0114(01B7)]
msg_Ev_sub_148_22_talk_18	恭候您的光臨。[VAR 0114(01B9)]
sub_149.txt
msg_Ev_sub_149_01_talk_01	不轉過身跟[VAR 1100(00FF,0101)]你妳說話，\n我真的很抱歉。[VAR 0114(01BA)]
msg_Ev_sub_149_01_talk_02	其實我扭傷了腰，痛到不行……\n正是所謂的閃到腰。[VAR 0114(01BA)]
msg_Ev_sub_149_01_talk_03	我痛到動彈不得，\n想叫誰來幫忙也痛苦得叫不了。[VAR 0114(01BA)]
msg_Ev_sub_149_01_talk_04	我之前閃到腰的時候，\n是用寶可夢的招式治好的。[VAR 0114(01BA)]
msg_Ev_sub_149_01_talk_05	我記得……\n應該是叫做[VAR FF00(0006)]蛸固[VAR FF00(0000)]的招式。[VAR 0114(01BA)]
msg_Ev_sub_149_01_talk_06	真抱歉，\n請[VAR 1100(00FF,0101)]你妳對我使出蛸固吧。\r\n[VAR FF00(0006)]八爪武師[VAR FF00(0000)]這種寶可夢能學會這個招式。[VAR 0114(01BA)]
msg_Ev_sub_149_01_talk_07	[VAR 1100(00FF,0101)]你妳……\n是我最後的希望……[VAR 0114(01BA)]
msg_e25a2dfb77274d1212390c271d90fad1	[~ 7]
msg_Ev_sub_149_10_talk_01	求求[VAR 1100(00FF,0101)]你妳……\n讓[VAR FF00(0006)]八爪武師[VAR FF00(0000)]對我使出[VAR FF00(0006)]蛸固[VAR FF00(0000)]吧……[VAR 0114(01BA)]
msg_Ev_sub_149_10_talk_02	啊啊啊！！[VAR 0114(01BA)]
msg_Ev_sub_149_10_talk_11	腰痛加上中招的痛！！[VAR 0114(01BA)]
msg_Ev_sub_149_10_talk_12	被固定住的地方漸漸舒緩了……\n雖然腰痛的時候是不該按摩的。[VAR 0114(01BA)]
msg_Ev_sub_149_10_talk_13	不對……這個蛸固……\n是因為避開我腰痛的地方所以有效嗎……[VAR 0114(01BA)]
msg_Ev_sub_149_10_talk_03	蛸固讓我閃到腰的疼痛\n漸漸地消失了……[VAR 0114(01BA)]
msg_Ev_sub_149_10_talk_04	得救了！\n[VAR 1100(00FF,0101)]你妳真是個善良的人。[VAR 0114(01BA)]
msg_Ev_sub_149_10_talk_05	雖然蛸固的威力驚人，\n比閃到腰還來得痛苦就是了……[VAR 0114(01BA)]
msg_Ev_sub_149_10_talk_06	八爪武師，也謝謝你了！\n蛸固的威力實在是不得了……[VAR 0114(01BA)]
msg_Ev_sub_149_10_talk_07	八爪武師……不對，\n烏賊王，也謝謝你了！\r\n蛸固的威力實在是不得了……[VAR 0114(01BA)]
msg_Ev_sub_149_10_talk_08	健康的腰，健康的人生。[VAR 0114(01BA)]
msg_Ev_sub_149_10_talk_09	腰一閃，人生是黑白的。\n想做好覺悟的時間都只是奢求。[VAR 0114(01BA)]
msg_Ev_sub_149_10_talk_10	腰總是閃得突然。\n為了不要留下後悔的瞬間，\r\n希望[VAR 1100(00FF,0101)]你妳能珍惜每一分每一秒。[VAR 0114(01BA)]
sub_150.txt
msg_Ev_sub_150_01_talk_01	那邊那位[VAR 1100(00FF,0202)]先生女士，\n請[VAR 1100(00FF,0101)]你妳聽我說一下話。[VAR 0114(01BB)]
msg_Ev_sub_150_01_talk_02	我一時興起開始提供一項服務，\n但現在有一點困擾。[VAR 0114(01BB)]
msg_Ev_sub_150_01_talk_03	這項服務是對那些老是\n做惡夢而睡不好的人們\r\n使出催眠術，好讓他們入睡。[VAR 0114(01BB)]
msg_Ev_sub_150_01_talk_04	因為最近被惡夢纏身的人\n也不少呢……[VAR 0114(01BB)]
msg_Ev_sub_150_01_talk_05	但我突然碰上了麻煩！[VAR 0114(01BB)]
msg_Ev_sub_150_01_talk_06	客人帶來的纏紅鶴\n就是不願意睡覺！[VAR 0114(01BB)]
msg_Ev_sub_150_01_talk_07	嚇咯。
msg_Ev_sub_150_01_talk_08	可能是牠肚子裡累積了太多能量，\n讓牠怎樣都不肯入睡……[VAR 0114(01BC)]
msg_Ev_sub_150_01_talk_09	夢呣呣……
msg_Ev_sub_150_01_talk_10	服務才剛開始沒多久，\n夢夢蝕大概也很緊張吧。[VAR 0114(01BB)]
msg_Ev_sub_150_01_talk_11	所以我想委託[VAR 1100(00FF,0101)]你妳，\n請為夢夢蝕做個示範吧。[VAR 0114(01BB)]
msg_Ev_sub_150_01_talk_12	具體來說，就是請[VAR 1100(00FF,0101)]你妳對纏紅鶴\n使出[VAR FF00(0006)]催眠術[VAR FF00(0000)]和[VAR FF00(0006)]食夢[VAR FF00(0000)]！[VAR 0114(01BB)]
msg_Ev_sub_150_01_talk_13	請對纏紅鶴\n使出[VAR FF00(0006)]催眠術[VAR FF00(0000)]和[VAR FF00(0006)]食夢[VAR FF00(0000)]！[VAR 0114(01BB)]
msg_Ev_sub_150_01_talk_14	夢呣嗯……
msg_Ev_sub_150_01_talk_15	我想讓纏紅鶴入睡……\n牠三天都沒睡了……[VAR 0114(01BC)]
msg_Ev_sub_150_01_talk_16	嚇咯。
msg_e35854f06518f64cd020d93341e5fbde	[~ 16]
msg_Ev_sub_150_10_talk_01	首先是[VAR FF00(0006)]催眠術[VAR FF00(0000)]！[VAR 0114(01BB)]
msg_Ev_sub_150_10_talk_02	喔喔！纏紅鶴睡著了！\n接下來麻煩使出招式[VAR FF00(0006)]食夢[VAR FF00(0000)]！[VAR 0114(01BB)]
msg_59b67a7367d0998582c544ca36c6b62f	[~ 19]
msg_Ev_sub_150_20_talk_01	接下來\n麻煩使出招式[VAR FF00(0006)]食夢[VAR FF00(0000)]！[VAR 0114(01BB)]
msg_Ev_sub_150_20_talk_02	喔喔！\n是食夢！[VAR 0114(01BB)]
msg_Ev_sub_150_20_talk_03	纏紅鶴\n看起來睡得很香……！
msg_Ev_sub_150_20_talk_04	謝謝[VAR 1100(00FF,0101)]你妳讓失眠的纏紅鶴睡著了。[VAR 0114(01BC)]
msg_Ev_sub_150_20_talk_05	嚇咯♪
msg_Ev_sub_150_20_talk_06	纏紅鶴睡了一覺，\n好像也完全恢復了活力。\r\n我會再來光顧的！[VAR 0114(01BC)]
msg_Ev_sub_150_20_talk_07	喔喔！[VAR 1100(00FF,0101)]你妳示範得太棒了！\n夢夢蝕，你下次開始也能做到對不對？[VAR 0114(01BB)]
msg_Ev_sub_150_20_talk_08	夢呣呣♪
msg_Ev_sub_150_20_talk_09	謝謝[VAR 1100(00FF,0101)]你妳！這麼一來，\n「夢見夢夢蝕」\r\n就能由夢夢蝕提供服務了。[VAR 0114(01BB)]
msg_Ev_sub_150_20_talk_10	以後如果[VAR 1100(00FF,0101)]你妳想讓\n哪隻寶可夢入睡的話，\r\n就可以帶牠來這裡喔！[VAR 0114(01BB)]
sub_151.txt
msg_Ev_sub_151_01_talk_01	如何啊！俺的飯匙蛇\n在密阿雷可是罕見的寶可夢呢！[VAR 0114(01BD)]
msg_Ev_sub_151_01_talk_02	啊～柏～～～[VAR 0114(01BE)]
msg_Ev_sub_151_01_talk_03	俺的飯匙蛇叫飯匙寶，\n牠有夠讚吧？[VAR 0114(01BD)]
msg_Ev_sub_151_01_select_01	牠是阿柏怪喔！
msg_Ev_sub_151_01_select_02	牠是飯匙蛇嗎？
msg_Ev_sub_151_01_talk_04	阿柏怪？\c\n那俺身邊的寶可夢咧？\n牠怎麼看都是隻飯匙蛇吧。[VAR 0114(01BD)]
msg_Ev_sub_151_01_talk_05	啥？[VAR 1100(00FF,0101)]你妳問牠是飯匙蛇嗎？\c\n俺身邊的寶可夢，\n怎麼看都是隻飯匙蛇吧。[VAR 0114(01BD)]
msg_Ev_sub_151_01_talk_06	但俺是個理性派。\c\n[VAR 1100(00FF,0101)]你妳都說到這地步了，\n那就帶隻貨真價實的飯匙蛇來吧！[VAR 0114(01BD)]
msg_f6b5ee481251269eeb67627f13767901	[~ 8]
msg_Ev_sub_151_10_talk_01	帶隻貨真價實的飯匙蛇來吧！[VAR 0114(01BD)]
msg_Ev_sub_151_10_talk_02	[VAR 1100(00FF,0101)]你妳帶了貨真價實的飯匙蛇來了？\n那麼，這就讓俺看看吧。[VAR 0114(01BD)]
msg_Ev_sub_151_10_talk_03	這寶可夢有什麼不同？[VAR 0114(01BD)]
msg_Ev_sub_151_10_talk_04	兩隻都是飯匙蛇啊？\c\n雖說仔細瞧瞧的話，\n牠們的體型是多少有點不同。[VAR 0114(01BD)]
msg_Ev_sub_151_10_select_01	這就是飯匙蛇
msg_Ev_sub_151_10_select_02	飯匙寶是阿柏怪
msg_Ev_sub_151_10_talk_05	那隻寶可夢才是貨真價實的飯匙蛇？\c\n那麼俺的飯匙寶，\n是飯匙蛇的地區形態囉？[VAR 0114(01BD)]
msg_Ev_sub_151_10_select_03	不是的
msg_Ev_sub_151_10_select_04	牠是阿柏怪喔
msg_Ev_sub_151_10_talk_06	這樣啊……\n牠是叫做阿柏怪的寶可夢啊。[VAR 0114(01BD)]
msg_Ev_sub_151_10_talk_07	都怪俺對寶可夢不熟，\n竟然給阿柏怪取了名字叫飯匙寶……[VAR 0114(01BD)]
msg_Ev_sub_151_10_talk_08	啊～柏～～～[VAR 0114(01BE)]
msg_Ev_sub_151_10_talk_09	但是……\n都到現在了，改叫阿柏寶也有點……[VAR 0114(01BD)]
msg_Ev_sub_151_10_talk_10	啊柏。[VAR 0114(01BE)]
msg_Ev_sub_151_10_talk_11	叫飯匙寶就可以了嗎？\n那俺以後也會這樣叫你囉！[VAR 0114(01BD)]
msg_Ev_sub_151_10_talk_12	啊～柏～～～！[VAR 0114(01BE)]
msg_Ev_sub_151_10_talk_13	好啊！俺要好好學學阿柏怪的事，\n好幫飯匙寶準備最棒的環境啦！[VAR 0114(01BD)]
msg_26a85b925a872caf44984559e5989d2c	[~ 26]
msg_Ev_sub_151_255_talk_01	竟然給阿柏怪\n取名叫飯匙寶……\c\n對寶可夢不熟，\n就會搞出這種大烏龍啊。[VAR 0114(01BD)]
msg_Ev_sub_151_255_talk_02	啊～柏～～～！[VAR 0114(01BE)]
sub_152.txt
msg_Ev_sub_152_01_talk_01	這位訓練家，很高興見到[VAR 1100(00FF,0101)]你妳。\n我叫思露比，是個郵差。[VAR 0114(01BF)]
msg_Ev_sub_152_01_talk_02	牠是會幫忙我收集信件的\n寶可夢，魔尼尼。[VAR 0114(01BF)]
msg_Ev_sub_152_01_talk_03	模～呢～
msg_Ev_sub_152_01_talk_04	可是有件事情讓我好不安……\n魔尼尼牠就要第一次去收集信件了。[VAR 0114(01BF)]
msg_Ev_sub_152_01_talk_05	我擔心得想要在一旁看顧著，\n但我要是跟蹤牠，一定會被牠發現。[VAR 0114(01BF)]
msg_Ev_sub_152_01_talk_06	所以我想拜託[VAR 1100(00FF,0101)]你妳！\c\n請[VAR 1100(00FF,0101)]你妳代替我看顧魔尼尼工作！[VAR 0114(01BF)]
msg_Ev_sub_152_01_talk_07	當[VAR 1100(00FF,0101)]你妳準備好幫忙看顧魔尼尼時，\n請告訴我一聲。[VAR 0114(01BF)]
msg_74b0ad042d8ea806ac05219a5349860e	[~ 7]
msg_Ev_sub_152_10_talk_01	準備好要看顧第一次去\n收集信件的魔尼尼了嗎？[VAR 0114(01BF)]
msg_Ev_sub_152_10_select_01	準備好了
msg_Ev_sub_152_10_select_02	還沒
msg_Ev_sub_152_10_talk_02	畢竟這個委託難度有點高……\n但為了魔尼尼，我就拜託[VAR 1100(00FF,0101)]你妳了。[VAR 0114(01BF)]
msg_Ev_sub_152_10_talk_03	謝謝[VAR 1100(00FF,0101)]你妳！[VAR 0114(01BF)]
msg_Ev_sub_152_10_talk_04	那麼，我會告訴[VAR 1100(00FF,0101)]你妳魔尼尼的工作內容，\n請[VAR 1100(00FF,0101)]你妳看顧著牠，看牠能不能順利完成。[VAR 0114(01BF)]
msg_Ev_sub_152_10_talk_05	魔尼尼，\n這個黃色的就是郵筒喔。[VAR 0114(01BF)]
msg_Ev_sub_152_10_talk_06	要到瓊黃6號街區的郵筒\n收集郵件喔！[VAR 0114(01BF)]
msg_Ev_sub_152_10_talk_07	模～呢～
msg_Ev_sub_152_10_talk_08	請[VAR 1100(00FF,0101)]你妳從有點近又不會太近的距離\n看顧魔尼尼收集信件。\r\n麻煩[VAR 1100(00FF,0101)]你妳了！[VAR 0114(01BF)]
msg_00e4b32df1eec5fcb22b4594660cb253	[~ 18]
msg_Ev_sub_152_lost_talk_01	跟丟魔尼尼了……！\n回到委託人那裡吧。
msg_Ev_sub_152_lost_talk_03	現在先看顧好魔尼尼吧！
msg_386014166941686a3f2ccd70fcbf4f73	[~ 21]
msg_Ev_sub_152_20_talk_01	呢～呢～……
msg_Ev_sub_152_20_talk_02	和野生寶可夢對戰，\n幫魔尼尼開路吧！
msg_Ev_sub_152_20_talk_03	請[VAR 1100(00FF,0101)]你妳從有點近又不會太近的距離\n追蹤魔尼尼。[VAR 0114(01BF)]
msg_Ev_sub_152_20_talk_04	距離太近，被魔尼尼發現了！[VAR 0114(01BF)]
msg_b6be7e21de218240ae5affca8bba810e	[~ 26]
msg_Ev_sub_152_21_talk_01	模～呢～
msg_Ev_sub_152_21_talk_02	快追上去，以免跟丟魔尼尼了！
msg_e1552aeb35d71a735d17ac8be027acc4	[~ 29]
msg_Ev_sub_152_lost_talk_02	跟丟魔尼尼了……！\n回到委託人那裡吧。
msg_9a65f1a5b03334533042cbc419579dce	[~ 31]
msg_Ev_sub_152_30_talk_01	模～呢～
msg_Ev_sub_152_30_talk_02	魔尼尼順利收集完信件了！\n聯絡委託人吧。
msg_Ev_sub_152_30_talk_03	謝謝[VAR 1100(00FF,0101)]你妳看顧魔尼尼牠第一次去收集信件。\n這讓我放心多了。[VAR 0114(01BF)]
msg_Ev_sub_152_30_talk_04	魔尼尼你把工作做得很好呢，\n好厲害喔！[VAR 0114(01BF)]
msg_Ev_sub_152_30_talk_05	模～呢～
msg_Ev_sub_152_30_talk_06	這是我的謝禮。\n真的很謝謝[VAR 1100(00FF,0101)]你妳！[VAR 0114(01BF)]
msg_df0fbb27cb7e533f41843df9ef4dae35	[~ 38]
msg_Ev_sub_152_255_talk_01	魔尼尼牠漂亮地模仿了\n我工作的樣子，對不對！[VAR 0114(01BF)]
msg_Ev_sub_152_255_talk_02	模～呢～
sub_153.txt
msg_Ev_sub_153_01_speech_01	喝杯帕生特調咖啡，\n讓好心情優雅去飛。
msg_Ev_sub_153_01_talk_09	歡迎光臨！\n這裡是專為喜歡連線的人\r\n開的咖啡店，「帕生」……[VAR 0114(01C0)]
msg_Ev_sub_153_01_talk_01	好鹹啊～！！
msg_Ev_sub_153_01_talk_02	這咖啡也太鹹了吧！？
msg_Ev_sub_153_01_talk_03	我們帕生特調咖啡的賣點，\n應該是淡淡甜味和香氣。[VAR 0114(01C0)]
msg_Ev_sub_153_01_talk_04	就算是天塌下來，\n都不可能有鹹味才是。[VAR 0114(01C0)]
msg_Ev_sub_153_01_talk_05	啣啣～
msg_Ev_sub_153_01_talk_06	那不是鹽石寶嗎！？\n牠是岩鹽寶可夢，鹽石寶。[VAR 0114(01C0)]
msg_Ev_sub_153_01_talk_07	這位訓練家，拜託[VAR 1100(00FF,0101)]你妳了！[VAR 0114(01C0)]
msg_Ev_sub_153_01_talk_08	我想調查一下咖啡變鹹這件事，\n是不是和那隻鹽石寶有關。\r\n請幫我捉住牠！[VAR 0114(01C0)]
msg_Ev_sub_153_01_wait_01	請幫我捉來\n剛才那隻鹽石寶！[VAR 0114(01C0)]
msg_Ev_sub_153_01_wait_02	好鹹啊～！！
msg_c2fc31b9daee4f72ee8c6c603fc48419	[~ 12]
msg_Ev_sub_153_10_talk_01	委託人希望能捉到的那隻\n鹽石寶就在眼前……\r\n要挑起對戰來捕捉牠嗎？
msg_Ev_sub_153_10_talk_02	捕捉牠！
msg_Ev_sub_153_10_talk_03	現在還不要
msg_Ev_sub_153_10_talk_04	啣啣～
msg_Ev_sub_153_10_talk_05	我想調查一下咖啡變鹹這件事，\n是不是和那隻鹽石寶有關。\r\n請幫我捉住牠！[VAR 0114(01C0)]
msg_Ev_sub_153_10_speech_01	好鹹啊～！！
msg_695f98d293672c1099ca756702b6fb43	[~ 19]
