common_AvatarCustomize.msbt
AVATARCLOTHES0000000	White T-shirt
SHOOTINGSENTENCE0000070	Herbivore!
SHOOTINGSENTENCE0000071	From fastest to slowest!
SHOOTINGSENTENCE0000073	Fastest!
SHOOTINGSENTENCE0000074	Second fastest!
SHOOTINGSENTENCE0000075	Third fastest!
SHOOTINGSENTENCE0000076	Fourth fastest!
SHOOTINGSENTENCE0000077	From slowest to fastest!
SHOOTINGSENTENCE0000079	Slowest!
SHOOTINGSENTENCE0000080	Second slowest!
SHOOTINGSENTENCE0000081	Third slowest!
SHOOTINGSENTENCE0000082	Fourth slowest!
SHOOTINGSENTENCE0000083	Living thing!
SHOOTINGSENTENCE0000084	Omnivore!
SHOOTINGSENTENCE0000085	Has antennae!
SHOOTINGSENTENCE0000086	Compound eyes!
SHOOTINGSENTENCE0000087	Animal!
SHOOTINGSENTENCE0000088	Vehicle!
SHOOTINGSENTENCE0000089	Uses an engine!
SHOOTINGSENTENCE0000090	Has wheels!
SHOOTINGSENTENCE0000091	Has suckers!
SHOOTINGSENTENCE0000092	Celestial body!
SHOOTINGSENTENCE0000094	Planet!
SHOOTINGSENTENCE0000095	Orbits Earth!
SHOOTINGSENTENCE0000100	Lives in the ocean!
SHOOTINGSENTENCE0000101	Living thing!
SHOOTINGSENTENCE0000102	Uses legs to move!
scene_AccountSelect.msbt
Instruction	Select a User
InstructionT_01	Touch to select the two players.
Add	Add a User
ButtonGuide	 Select    Confirm
ButtonGuide_Party	 Adjust Number of Players    Select    Confirm
ButtonGuide_Party_T	 Adjust Number of Players
SignUp	Student Enrollment
Guest1	Guest 1
Guest2	Guest 2
Guest3	Guest 3
Guest4	Guest 4
scene_AvatarCustomize.msbt
Skin	Skin Tone
Hair	Hairstyle
Beard	Facial Hair
Clothes	Clothes
Headgear	Headwear
Accessories	Accessories
HairColor	Hair Color
BeardColor	Facial-Hair Color
Ask	Choose your appearance.
Back	 Back
ButtonGuide	 Select    Confirm
Fix	All done!
scene_BattleMenu.msbt
ChooseGost	Select a Ghost to battle.
Strong	Brawny
NumOfWin_User	Number of victories against\n{[0100]}
RewardCoin	Monthly rankings reset {[010d]}/{[010e]}/{[010c]}  {[0107]}:00
Search	 Change All
Change	 Change
Skip	 Skip
NotFound	Not Found
Decide	 Battle
LogDate	{[010d]}/{[010e]}/{[010c]}
GhostLogDate	Ghost from {[010d]}/{[010e]}/{[010c]}
Hello	 Greeting
Back	 Back
Ready	 Ready
ButtonGuide	 Select    Confirm
NoEnemies	There are no Ghost opponents.\n\nYou can play against Ghost opponents by\ninviting other academy students.
RewardYawarakaRank	{[0101]}～
BtnOK	 OK
ScreenShotGuide	 Screenshot
scene_BattleResult.msbt
End	 Exit
Name	You
ScreenShotGuide	 Screenshot
scene_BattleTop.msbt
Question	What kind of Ghost would you like to battle?
World	World Ghosts
Friend	Friends' Ghosts
Family	Family's Ghosts
SearchID	Search by Ghost ID
GhostID	Your Ghost ID:
GhostID_NotUploaded	Don't have one yet.
NumOfWin	Wins
RewardCoin	Monthly rankings reset {[010d]}/{[010e]}/{[010c]}  {[0107]}:00
scene_Config.msbt
Instruction	What can I do for you?
Birthday	Birthday
Style	Style
Job	Occupation
Catchphrase	Catchphrase
Online	Online Features
Greeting	Greeting
Greeting_omit	...
Support	Sprout Support
Staff	Staff Credits
ButtonGuide	 to Select    to Confirm
Enable	On
Disable	Off
scene_GameCategorySelect.msbt
Instructions_GenreSelect	Choose a category.
RetryRecommend_GenreSelect	There are three tiers of Gold Lobe Medals, from 1★ to 3★.\nAlso, if you push your Big Brain Brawn over 1000, then...hmm!
scene_InitialSetting.msbt
ButtonGuide	 Confirm
scene_MainMenu.msbt
Battle	Ghost Clash
Stretch	Practice
AdvancedStretch	Super Practice
Test	Test
Costume	Appearance
Ranking	Rankings
Option	Options
ButtonGuide	 Select    Confirm
Date	{[010d]}/{[010e]}/{[010c]}
Date_NA	--/--/----
NoRecordScore	???
NoRecordAtamaClass	???
Complete	COMPLETE
scene_MiniGameDetails.msbt
MatchGameNum_00	1{size[4200]}st Match{size[6400]}
MatchGameNum_01	2{size[4200]}nd Match{size[6400]}
MatchGameNum_02	3{size[4200]}rd Match{size[6400]}
MatchGameNum_03	4{size[4200]}th Match{size[6400]}
MatchGameNum_04	5{size[4200]}th Match{size[6400]}
Instructions_Party	Are you ready?
Instructions_Battle	Start when you're ready!
Instructions_GameSelect	Choose an activity.
Decide_Party	 OK
Decide_Party_T	OK
Decide_Battle	 Start
ButtonGuide_Party	/ Exit    Select    Confirm
ButtonGuide_Party_T	/ Exit
ButtonGuide_Stretch	 Select    Confirm
scene_ModeSelect.msbt
ModeName_01	Solo
ModePlayers_01	Single Player
ModeInfo_01	Practice on your own!\nTry out Ghost Clash here.
ModeName_02	Party
ModePlayers_02	Two to Four Players
ModeInfo_02	Practice with others!\nTwo players can even battle it\nout using touch controls.
ButtonGuide	 Select    Confirm
scene_PartyGameTypeSelect.msbt
GuideText	Select a rule to play by.
ButtonGuide	 Select    Confirm
SelectRoulette	Spin the Wheel
SelectCategory	Choose a Category
scene_PartyHandicapSelect.msbt
Instruction	Select a difficulty level.
GuideInfo	Young children should try Sprout Class. If it's your first time, start with Beginner Class. Once you\nget the hang of things, try Intermediate Class or higher. Know your stuff? Try the Elite Class!
Cancel	 Cancel
Cancel_T	Cancel
DecideHandicap	 OK
DecideHandicap_T	OK
ButtonGuide	/ Exit    Select    Confirm
ButtonGuide_T	/ Exit
scene_PartyNumberOfGamesSelect.msbt
GuideText	Select the number of matches.
Number01	1
Number02	2
Number03	3
Number04	4
Number05	5
Game01	match
Game02	matches
Game03	matches
Game04	matches
Game05	matches
PlayTime01	Fast face-off
PlayTime03	Medium matchup
PlayTime05	Serious showdown
ButtonGuide	 Select    Confirm
scene_PartyResult.msbt
ResultGameNum_01	1{size[4200]}st Match Results{size[6400]}
ResultGameNum_02	2{size[4200]}nd Match Results{size[6400]}
ResultGameNum_03	3{size[4200]}rd Match Results{size[6400]}
ResultGameNum_04	4{size[4200]}th Match Results{size[6400]}
ResultGameNum_05	5{size[4200]}th Match Results{size[6400]}
PartyResults	{[0100]} wins!
PartyResults_Draw	It's a draw!
Ranking_01	1{size[4200]}st{size[6400]}
Ranking_02	2{size[4200]}nd{size[6400]}
Ranking_03	3{size[4200]}rd{size[6400]}
Ranking_04	4{size[4200]}th{size[6400]}
Next	 Next!
Next_T	Next!
MemberChange	Change Player
End	Next
ButtonGuide	 Select    Confirm
ButtonGuide_T	/ Quit
ScreenShotGuide	 Screenshot
scene_PartyRightHolderDecision.msbt
ButtonGuide_T	/ Quit
scene_PartyRoulette.msbt
Start	 Start!
Start_T	Start!
Stop	 Stop!
Stop_T	Stop!
Ok	 OK
Ok_T	OK
ButtonGuide_T	/ Quit
RetryTurnRoulette	 One more try!
RetryTurnRoulette_T	One more try!
scene_Ranking.msbt
Best30	Top 30
Score	Big Brain Brawn
Back	 Back
Rank	{[0101]}
OutOfRank	{size[4b00]}Unranked{size[6400]}
scene_StaffCredit.msbt
Name_001	{color[ffeb70ff]}Nintendo Co., Ltd.{color[000000ff]}
Name_002	Sayako Doi
Name_003	Shuntaro Furukawa
Name_004	Kouichi Kawamoto
Name_005	Noriko Kitamura
Name_006	Kae Konishi
Name_007	Kenta Kubo
Name_008	Takafumi Masaoka
Name_009	Takayuki Shimamura
Name_010	Masaru Tajima
Name_011	Shinya Takahashi
Name_012	Kazuki Tsukuda
Name_013	Masami Yone
Name_015	{color[ffeb70ff]}indieszero Co., Ltd.{color[000000ff]}
Name_016	Masaru Arai
Name_017	Shinya Ebihara
Name_018	Keiji Hara
Name_019	Yui Kamio
Name_020	Taeko Kuroda
Name_021	Jun Maruyama
Name_022	Yoshihiro Matsuyama
Name_023	Kazuyuki Miyata
Name_024	Masahito Muta
Name_025	Yasuhiro Nakamura
Name_026	Kaito Ohata
Name_027	Ryuichi Raita
Name_028	Atsuko Sakashita
Name_029	Masanobu Suzui
Name_030	Nobuaki Tanaka
Name_031	Hirotaka Watanabe
Name_032	Yuuki Yamada
Name_033	Masahiro Yanaka
Name_034	Katsunori Yazawa
Name_036	{color[ffeb70ff]}Nintendo of America Inc.{color[000000ff]}
Name_037	Sam AbouHarb
Name_038	Rich Amtower
Name_039	Winda Benedetti
Name_040	Michael Benedetto
Name_041	Yanett Cepeda Valor 
Name_042	Rich Comegys
Name_043	Marjolaine Drouin
Name_044	Raymond Elliget
Name_045	Nicko Gonzalez
Name_046	Kristopher Katz
Name_047	Ann Lin
Name_048	Emily Minakata
Name_049	Reiko Ninomiya
Name_050	Tim O'Leary
Name_051	Erin Peterson
Name_052	Sol Plata Loera
Name_053	Carolina Quesada 
Name_054	Verónica M. Reyes Peña
Name_055	Ludovic Tientcheu Ponkin
Name_056	Thaddée Wiseur
Name_057	Álex Zarza
Name_059	{color[ffeb70ff]}Nintendo of Europe GmbH{color[000000ff]}
Name_060	Victoria Valeria Becker
Name_061	Zarrah Bevan
Name_062	Christian Buter
Name_063	Valeria Castellino
Name_064	Florence d'Anterroches
Name_065	Benedikt Grosser
Name_066	Carsten Harmans
Name_067	Giacomo Iacumin
Name_068	Frithjof Koepp
Name_069	Gurvan Le Guen
Name_070	Hervé Lefranc
Name_071	Jo Legge
Name_072	J. Ignacio León López
Name_073	Jónatan Marcos
Name_074	Pedro José Moreno
Name_075	Yingyu Nan
Name_076	Kent Robello
Name_077	Anastasiia Voronkova
Name_078	Sascha Weinard
Name_080	{color[ffeb70ff]}Nintendo of Korea Co., Ltd.{color[000000ff]}
Name_081	Jeewan Chun
Name_082	Suzy Do
Name_083	Dongyeon Kim
Name_084	Jihyuen Yoo
Name_086	{color[ffeb70ff]}Nintendo (Hong Kong) Ltd.{color[000000ff]}
Name_087	Wesker Chen
Name_088	Jeanie Ho
Name_089	Eiju Umemura
Name_090	Anson Wong
Name_092	{color[ffeb70ff]}iQue Ltd.{color[000000ff]}
Name_093	Qiu Xiaochun
Name_094	Yan Gang
Name_095	Zhang Jiong
Name_096	Ling Yayun
Name_098	{color[ffeb70ff]}Mario Club Co., Ltd.{color[000000ff]}
Name_099	Hiromitsu Azuma
Name_100	Keishi Hashimoto
Name_101	Isamu Kawase
Name_102	Kaori Kawase
Name_103	Takahiro Kumasaka
Name_104	Tasuku Mizuno
Name_105	Shunsuke Muneyasu
Name_106	Manami Saigo
Name_107	Kanta Yokota
Name_109	{color[ffeb70ff]}NOA Product Testing{color[000000ff]}
Name_110	Dustin Ashley
Name_111	Shane Baker
Name_112	Matthew Bracy
Name_113	Kirk Buchanan
Name_114	Q Dequina
Name_115	James Dillon
Name_116	Zac Evans
Name_117	Melissa Hancock
Name_118	Ian Haney
Name_119	Tomo Ishiyama
Name_120	Zaher Khan
Name_121	Madison Levitan
Name_122	Jake Lokholm 
Name_123	Tomoko Mikami
Name_124	Kentaro Nishimura
Name_125	Takuya Nishiwaki
Name_126	Michael Sahlin
Name_127	Mairo Small
Name_128	Josh Yagi-Stanton
Name_129	Christopher Yepes Barron 
Name_131	{color[ffeb70ff]}Special Thanks{color[000000ff]}
Name_132	Mizuki Fujisawa
Name_133	Shuhei Furukawa
Name_134	Hiroaki Gohara
Name_135	Mitsuo Iwamoto
Name_136	Takeshi Kawasaki
Name_137	Tsuyoshi Masada
Name_138	Shinnosuke Miki
Name_139	Kyohei Minato
Name_140	Yuki Mitsui
Name_141	Masayuki Okada
Name_142	Masahiro Takeguchi
Name_143	Yoshito Yasuda
Name_145	{color[ffeb70ff]}Very Special Thanks{color[000000ff]}
Name_146	NintendoWare Bezel Engine Development Team
Name_147	SHIFT Inc.
Name_148	Testronic
Name_149	Digital Hearts Linguitronics Taiwan Co., Ltd.
Name_151	{color[ffeb70ff]}Based on the Work of the Original Development Staff{color[000000ff]}
scene_StretchResult.msbt
NewRecord	New High Score!
LastTime	High Score: {[0102]}   Previously: {[0101]}
Retry	Done
End	 Next
EndOnly	 Done
ScreenShotGuide	 Screenshot
StretchScore	Big Brain Brawn
LastQuestion	Final challenge!
Ranking	 Rankings
TryAgain	 Retry
scene_TestResult.msbt
Start	 Start Test
End	 Done
Record	Records for {[010d]}/{[010e]}/{[010c]} 
BestRecord	High Score
Score	Big Brain Brawn
AtamaClass	Brain Grade
AtamaType	Brain Type
ResultTitle	Test Results for {[010d]}/{[010e]}/{[010c]} 
TopTitle	Let's measure your Big Brain Brawn.
NoRecordScore	???
NoRecordAtamaClass	???
NoRecordAtamaType	???
UpdateBestRecord	New High Score!
Ranking	 Rankings
RewardCoin	㍊{size[6e00]}5{size[6400]} per Test (with bonus coins)
BestRecordButton	 High Score
LastRecordButton	 Previous Score
LastRecord	Previous Score
ScreenShotGuide	 Screenshot
scene_Title.msbt
Start	 Start
Credit	© Nintendo
