common_AvatarCustomize.msbt
AVATARCLOTHES0000000	白色T恤
Instructions_Party	大脑准备好了吗？
Instructions_Battle	大脑准备好的话，就开始吧！
Instructions_GameSelect	请选择考题。
Decide_Party	 OK
Decide_Party_T	OK
Decide_Battle	 开始
ButtonGuide_Party	/ 退出　　　 选择　 确定
ButtonGuide_Party_T	/ 退出
ButtonGuide_Stretch	 选择　 确定
scene_ModeSelect.msbt
ModeName_01	主要
ModePlayers_01	1位玩家
ModeInfo_01	一个人伸展大脑！\n在这里进行幽灵对战。
ModeName_02	派对
ModePlayers_02	2～4位玩家
ModeInfo_02	大家一起伸展大脑！\n2位玩家也可以使用触控进行对战。
ButtonGuide	 选择　 确定
scene_PartyGameTypeSelect.msbt
GuideText	请选择规则。
ButtonGuide	 选择　 确定
SelectRoulette	用轮盘来选择。
SelectCategory	用擅长的类别来选择。
scene_PartyHandicapSelect.msbt
Instruction	请选择难易度。
GuideInfo	小孩子可以选择“幼儿班”，初次游玩可以选择“初级班”，\n熟练后可以挑战“中级班”或以上，精英则可以直接挑战“精英班”！
Cancel	 取消
Cancel_T	取消
DecideHandicap	 这样就可以了！
DecideHandicap_T	这样就可以了！
ButtonGuide	/ 退出　　　 选择　 确定
ButtonGuide_T	/ 退出
scene_PartyNumberOfGamesSelect.msbt
GuideText	请选择比赛场数。
Number01	1
Number02	2
Number03	3
Number04	4
Number05	5
Game01	场比赛
Game02	场比赛
Game03	场比赛
Game04	场比赛
Game05	场比赛
PlayTime01	游玩时间较短
PlayTime03	游玩时间正好
PlayTime05	游玩时间较长
ButtonGuide	 选择　 确定
scene_PartyResult.msbt
ResultGameNum_01	{size[4200]}第{size[6400]}1{size[4200]}场比赛结果{size[6400]}
ResultGameNum_02	{size[4200]}第{size[6400]}2{size[4200]}场比赛结果{size[6400]}
ResultGameNum_03	{size[4200]}第{size[6400]}3{size[4200]}场比赛结果{size[6400]}
ResultGameNum_04	{size[4200]}第{size[6400]}4{size[4200]}场比赛结果{size[6400]}
ResultGameNum_05	{size[4200]}第{size[6400]}5{size[4200]}场比赛结果{size[6400]}
PartyResults	{[0100]}获胜！
PartyResults_Draw	平手！
Ranking_01	{size[4200]}第{size[6400]}1
Ranking_02	{size[4200]}第{size[6400]}2
Ranking_03	{size[4200]}第{size[6400]}3
Ranking_04	{size[4200]}第{size[6400]}4
Next	 下一步！
Next_T	下一步！
MemberChange	更改用户
End	下一步
ButtonGuide	 选择　 确定
ButtonGuide_T	/ 退出
ScreenShotGuide	 拍照
scene_PartyRightHolderDecision.msbt
ButtonGuide_T	/ 退出
scene_PartyRoulette.msbt
Start	 开始！
Start_T	开始！
Stop	 停止！
Stop_T	停止！
Ok	 OK
Ok_T	OK
ButtonGuide_T	/ 退出
RetryTurnRoulette	 再转一次……！
RetryTurnRoulette_T	再转一次……！
scene_Ranking.msbt
Best30	最佳30名
Score	灵活度
Back	 返回
Rank	{size[4200]}第{size[6400]}{[0101]}{size[4200]}名{size[6400]}
OutOfRank	{size[4b00]}榜外{size[6400]}
scene_StretchResult.msbt
NewRecord	刷新最佳记录！
LastTime	最佳记录 {[0102]}    上一次 {[0101]}
Retry	结束
End	 下一步
EndOnly	 结束
ScreenShotGuide	 拍照
StretchScore	灵活度
LastQuestion	最后的考题
Ranking	 排名
TryAgain	 再次挑战
scene_TestResult.msbt
Start	 测试开始
End	 结束
Record	{[010c]}/{[010d]}/{[010e]}的记录
BestRecord	最佳记录
Score	灵活度
AtamaClass	头脑段位
AtamaType	头脑类型
ResultTitle	{[010c]}/{[010d]}/{[010e]}的测试结果
TopTitle	来检测你的大脑灵活度吧。
NoRecordScore	???
NoRecordAtamaClass	???
NoRecordAtamaType	?????
UpdateBestRecord	刷新最佳记录！
Ranking	 排名
RewardCoin	每次测试㍊{size[6e00]}5{size[6400]}（附带奖励金币）
BestRecordButton	 最佳记录
LastRecordButton	 上一次的记录
LastRecord	上一次的记录
ScreenShotGuide	 拍照
scene_Title.msbt
Start	 开始
Credit	© Nintendo
