common_AvatarCustomize.msbt
AVATARCLOTHES0000000	しろいＴシャツ
GREETING0000001	お{r2[て]}手{/r2}やわらかに
GREETING0000002	グッドラック！
GREETING0000003	たのしみましょう！
GREETING0000004	ごきげんよう♪
GREETING0000005	ヤッホー♪
GREETING0000006	{r2[しゅくだい]}宿題{/r2}がおわりません
GREETING0000007	おてなみ{r2[はいけん]}拝見{/r2}！
GREETING0000008	チェックメイト！
GREETING0000009	てかげんしてね♪
GREETING0000010	まいど！
GREETING0000011	おーっほっほっほっ
GREETING0000012	ハーッハッハッハッ
GREETING0000013	ヒャッハー！
GREETING0000014	お{r2[せわ]}世話{/r2}になっております
GREETING0000015	Win-Winでいきましょう
GREETING0000016	いいシナジー{r2[きたい]}期待{/r2}してます
GREETING0000017	{r2[べんきょう]}勉強{/r2}させていただきます
GREETING0000018	{r2[そんたく]}忖度{/r2}ナシでいきます
GREETING0000019	ポテンシャルでは{r2[ま]}負{/r2}けません
GREETING0000020	おまたせいたしました
GREETING0000021	よろしくでやんす
GREETING0000022	やわらかくてごめんなさい
GREETING0000023	つよい{r2[ひと]}人{/r2}おことわり
GREETING0000024	かかってきなされ
GREETING0000025	しあがってます！
GREETING0000026	…{r2[か]}勝{/r2}てるかな？
GREETING0000027	ワタシが{r2[じゅくせい]}塾生{/r2}ナンバー１
GREETING0000028	{r2[しげき]}刺激{/r2}、ください
GREETING0000029	あきらめません！
GREETING0000030	はやめにおわらせます！
GREETING0000031	{r2[ま]}負{/r2}けるわけにはいきません
GREETING0000032	{r2[おうえん]}応援{/r2}しています！
GREETING0000033	{r2[しょうばいはんじょう]}商売繁盛{/r2}！
GREETING0000034	オシャレですね
GREETING0000035	{r2[おす]}押忍{/r2}！
GREETING0000036	ごっつぁんです！
GREETING0000037	ヘイヘイヘーイ！
GREETING0000038	おめでとうございます！
GREETING0000039	おやすみなさい！
GREETING0000040	おなかすいた…
GREETING0000041	いただきます！
common_SoftwareKeyboard.msbt
InputGhostIDHeader	バトルあいてのゴーストIDを入力してください
InputGhostIDGuide	ここに にゅうりょく
common_Window.msbt
NumberOfPlayersSelectHowMeny	なんにんで パーティしますか？
NumberOfPlayersSelectBtn2	2{size[4200]}人{size[6400]}
NumberOfPlayersSelectBtn3	3{size[4200]}人{size[6400]}
NumberOfPlayersSelectBtn4	4{size[4200]}人{size[6400]}
MiniGameLayoutSelectOperationSelect	あそびかたを えらんでください
MiniGamePlayStyleSelect_Btn	ボタンのみ
MiniGamePlayStyleSelect_Touch	タッチのみ
MiniGameLayoutSelectBtnParallel	ボタンで
MiniGameLayoutSelectBtnFaceToFace	タッチで
CoinGet_Title	コインゲット！
CoinGet_Value	{[0101]}
CoinGet_GetCount	{[0101]} / {[0102]}
CoinGet_Stretch_Basic	ストレッチをした！
CoinGet_Stretch_Ext_00	やわらか{r2[ど]}度{/r2}400こえた！
CoinGet_Stretch_Ext_01	やわらか{r2[ど]}度{/r2}600こえた！
CoinGet_Stretch_Ext_02	やわらか{r2[ど]}度{/r2}800こえた！
CoinGet_Stretch_Ext_03	やわらか{r2[ど]}度{/r2}1000こえた！
CoinGet_FirstLesson	はじめて もみほぐした！
CoinGet_Test_Basic	テストをした！
CoinGet_Test_Ext_00	{r2[しょだん]}初段{/r2}をこえた！
CoinGet_Test_Ext_01	3{r2[だん]}段{/r2}をこえた！
CoinGet_Test_Ext_02	5{r2[だん]}段{/r2}をこえた！
CoinGet_Test_Ext_03	7{r2[だん]}段{/r2}をこえた！
CoinGet_Test_Ext_04	{r2[やわらかおう]}柔王{/r2}をとった！
CoinGet_Battle_Basic	バトルをした！
CoinGet_Battle_Win	バトルにかった！
CoinGet_Battle_Draw	バトルで ひきわけた！
CoinGet_Battle_Ext_Win	つよいゴーストにかった！
CoinGet_Battle_Ext_Draw	つよいゴーストと ひきわけた！
CoinGet_Battle_5Genres	1{r2[にち]}日{/r2}に５つのジャンルでバトルした！
CoinGet_Battle_5Genres_5wins	ぜんいんに かった！
RewardBoxOpenGet	 ゲット！
RewardBoxOpenBtnOK	 OK
HardwarePlacementBody	Nintendo Switchをねかせておいてください。\nここからは がめんをタッチしてください！
HardwarePlacementBtnOK	タッチ！
AgeSetting_Title	たんじょうびを いれてください
AgeSetting_Year	うまれたとし
AgeSetting_Month	つき
AgeSetting_Day	ひ
AgeSetting_BtnOK	OK
AgeSetting_Btn_Secret	 ひみつ
AgeSetting_SplitDMY	/
AgeSetting_Attention	※「せってい」から いつでもへんこうできます
StyleSetting_Instruction	スタイルを えらんでください
StyleSetting_Notes	※「せってい」から いつでもへんこうできます
AttributeSetting_Instruction	キャッチフレーズを えらんでください
JobSetting_Instruction	しょくぎょうを えらんでください
GreetingSetting_Instruction	あいさつを えらんでください
GreetingGet_WinCount	バトルで かった！
GreetingGet_Inspire	あいさつを ひらめきそうだ…
GreetingGet_ThisIsIt	 これだ！
GreetingGet_GetNewGreeting	あいさつをひらめいた！
GreetingGet_OK	 OK
GreetingGet_RecommendSet	このあいさつを つかってみますか？
GreetingGet_TryUsing	つかってみる
GreetingGet_Later	あとで
InputDeviceSelectTitle	あそびかたを えらんでください
InputDeviceSelectCaution	とちゅうで あそびかたを かえられません
CancelAttention_Guide	パーティを やめますか？
CancelAttention_Continue	つづける
CancelAttention_Quit	やめる
EasySupportSetting_Header	かんたんサポートを つかいますか？
EasySupportSetting_Text	もんだいが むずかしくならないようにします。\n{color[ff1010ff]}ちいさいおこさま{color[000000ff]}に おすすめです。
EasySupportSetting_Notes	※「せってい」から いつでもへんこうできます
EasySupportSetting_Use	つかう
EasySupportSetting_NotUse	つかわない
NetworkSetting_Header	オンライン{r2[きのう]}機能{/r2}をつかいますか？
NetworkSetting_Text	ゴーストバトルやランキングで{r2[きそ]}競{/r2}い{r2[あ]}合{/r2}おう！\n\nアバター、しょくぎょう、ニンテンドーアカウントを\nもとにした{r2[くに]}国{/r2}/{r2[ちいき]}地域{/r2}、{r2[ねんれい]}年齢{/r2}などが{r2[こうかい]}公開{/r2}されます。
NetworkSetting_Notes	※オンライン機能は「せってい」から いつでもへんこうできます\n※年齢は「ひみつ」にすると公開されません。
NetworkSetting_Use	つかう
NetworkSetting_NotUse	つかわない
ChangeClothes_WantToChange	いますぐ きがえますか？
ChangeClothes_Change	きがえる
ChangeClothes_Changed	きがえました！
ChangeClothes_Later	あとで
IDSearch_Title	ゴーストIDを{r2[にゅうりょく]}入力{/r2}してください
IDSearch_Instruction	{color[ff1010ff]}ゴーストID{color[000000ff]}を{r2[こうかい]}公開{/r2}しているひとを さがそう！\nゴーストIDを{r2[にゅうりょく]}入力{/r2}すれば、そのひとの\n{color[ff1010ff]}ベストきろくのゴースト{color[000000ff]}とバトルできます！\n\n{color[ff1010ff]}じぶんのゴーストID{color[000000ff]}を{r2[にゅうりょく]}入力{/r2}すると…？
IDSearch_Button	 IDを{r2[にゅうりょく]}入力{/r2}
DockInStateAttention_Heading	TVモードでは\nタッチ{r2[そうさ]}操作{/r2}はできません
DockInStateAttention_Text	{r2[けいたい]}携帯{/r2}モードもしくは\nテーブルモードにしてください
DockInStateAttention_Button	 ＯＫ
BattleCategoryComplate_Heading	１{r2[にち]}日{/r2}に５つのジャンルでバトルした
BattleCategoryComplate_Text	おつかれさまでした！
BattleCategoryComplate_End	おわる
BattleCategoryComplate_Continue	つづける
PartySupportSetting_Header	かんたんサポートを つかいますか？
PartySupportSetting_Text	{color[ff1010ff]}ちいさいおこさま{color[000000ff]}がいるときはオススメ！\nむずかしいストレッチがえらばれなくなります
PartySupportSetting_Use	つかう
PartySupportSetting_NotUse	つかわない
SeasonReset_OK	 OK
minigame_AnimalInDark.msbt
Around	 みまわす
Around_T	 みまわす
Remember	 わかった
Remember_T	わかった
minigame_Cage.msbt
SpeedUpButton	 スピードアップ
SpeedUpButton_T	スピードアップ
minigame_FallNumber.msbt
Leave	のこして！
minigame_FilterZoom.msbt
FilterZoomKindName_00	いぬ
FilterZoomKindName_01	うさぎ
FilterZoomKindName_02	うし
FilterZoomKindName_03	かえる
FilterZoomKindName_04	きりん
FilterZoomKindName_05	さかな
FilterZoomKindName_06	ぞう
FilterZoomKindName_07	ちょう
FilterZoomKindName_08	ぺんぎん
FilterZoomKindName_09	ライオン
FilterZoomKindName_10	わに
FilterZoomKindName_11	とら
FilterZoomKindName_12	だちょう
FilterZoomKindName_13	パンダ
FilterZoomKindName_14	しか
FilterZoomKindName_15	わし
FilterZoomKindName_16	あざらし
FilterZoomKindName_17	イルカ
FilterZoomKindName_18	かば
FilterZoomKindName_19	しまうま
FilterZoomKindName_20	とんぼ
FilterZoomKindName_21	にわとり
FilterZoomKindName_22	ねこ
FilterZoomKindName_23	ねずみ
FilterZoomKindName_24	へび
FilterZoomKindName_25	らくだ
FilterZoomKindName_26	やぎ
FilterZoomKindName_27	はと
FilterZoomKindName_28	フラミンゴ
FilterZoomKindName_29	かたつむり
FilterZoomKindName_30	うま
FilterZoomKindName_31	かに
FilterZoomKindName_32	かめ
FilterZoomKindName_33	さい
FilterZoomKindName_34	さる
FilterZoomKindName_35	ばった
FilterZoomKindName_36	ひつじ
FilterZoomKindName_37	ヒョウ
FilterZoomKindName_38	ふくろう
FilterZoomKindName_39	ほっきょくぐま
FilterZoomKindName_40	りす
FilterZoomKindName_41	カンガルー
minigame_InstantMemory.msbt
Digit	{[0101]}けた
minigame_OrderMemory.msbt
Remember	 おぼえた
Remember_T	おぼえた
minigame_SetClock.msbt
Rotate	 まわす
Rotate_T	はりをうごかす
OK_Plus	 けってい
OK_Plus_T	けってい
AdvanceHour	{color[ffe900ff]}{[0107]}{color[000000ff]} じかん\nすすめて！
AdvanceMinute	{color[ffe900ff]}{[0108]}{color[000000ff]} ふん\nすすめて！
AdvanceMinuteAnother	{color[ffe900ff]}{[0108]}{color[000000ff]} ぷん\nすすめて！
BackHour	{color[ffe900ff]}{[0107]}{color[000000ff]} じかん\nもどして！
BackMinute	{color[ffe900ff]}{[0108]}{color[000000ff]} ふん\nもどして！
BackMinuteAnother	{color[ffe900ff]}{[0108]}{color[000000ff]} ぷん\nもどして！
SetTime	{color[ffe900ff]}{[0107]}{color[000000ff]}じに して！
minigame_Shooting.msbt
Announce	まだ あるよ
SHOOTINGSENTENCE0000000	あしがある
SHOOTINGSENTENCE0000002	ヒレがある
SHOOTINGSENTENCE0000003	ヒレがない
SHOOTINGSENTENCE0000004	しっぽがある
SHOOTINGSENTENCE0000005	しっぽがない
SHOOTINGSENTENCE0000006	あしが2ほん
SHOOTINGSENTENCE0000008	あしが4ほん
SHOOTINGSENTENCE0000009	あしが6ぽん
SHOOTINGSENTENCE0000010	あしが8ほん
SHOOTINGSENTENCE0000011	あしが10ぽん
SHOOTINGSENTENCE0000012	せぼねがある
SHOOTINGSENTENCE0000013	せぼねがない
SHOOTINGSENTENCE0000014	ハネがある
SHOOTINGSENTENCE0000015	ハネがない
SHOOTINGSENTENCE0000016	エラがある
SHOOTINGSENTENCE0000017	エラがない
SHOOTINGSENTENCE0000018	タマゴをうむ
SHOOTINGSENTENCE0000019	タマゴをうまない
SHOOTINGSENTENCE0000024	ウロコがある
SHOOTINGSENTENCE0000025	ウロコがない
SHOOTINGSENTENCE0000026	おおきいじゅん
SHOOTINGSENTENCE0000027	ちいさいじゅん
SHOOTINGSENTENCE0000028	おおきいじゅん
SHOOTINGSENTENCE0000029	ちいさいじゅん
SHOOTINGSENTENCE0000031	いちばんおおきい
SHOOTINGSENTENCE0000032	おおきいほうから\n２ばんめ
SHOOTINGSENTENCE0000033	おおきいほうから\n３ばんめ
SHOOTINGSENTENCE0000034	おおきいほうから\n４ばんめ
SHOOTINGSENTENCE0000036	いちばんちいさい
SHOOTINGSENTENCE0000037	ちいさいほうから\n２ばんめ
SHOOTINGSENTENCE0000038	ちいさいほうから\n３ばんめ
SHOOTINGSENTENCE0000039	ちいさいほうから\n４ばんめ
SHOOTINGSENTENCE0000041	いちばんおおきい
SHOOTINGSENTENCE0000042	おおきいほうから\n２ばんめ
SHOOTINGSENTENCE0000043	おおきいほうから\n３ばんめ
SHOOTINGSENTENCE0000044	おおきいほうから\n４ばんめ
SHOOTINGSENTENCE0000046	いちばんちいさい
SHOOTINGSENTENCE0000047	ちいさいほうから\n２ばんめ
SHOOTINGSENTENCE0000048	ちいさいほうから\n３ばんめ
SHOOTINGSENTENCE0000049	ちいさいほうから\n４ばんめ
SHOOTINGSENTENCE0000050	つちのなかにできる
SHOOTINGSENTENCE0000053	はな
SHOOTINGSENTENCE0000058	ほにゅうるい
SHOOTINGSENTENCE0000059	はちゅうるい
SHOOTINGSENTENCE0000060	りょうせいるい
SHOOTINGSENTENCE0000061	せっそくどうぶつ
SHOOTINGSENTENCE0000062	なんたいどうぶつ
SHOOTINGSENTENCE0000063	へんおんどうぶつ
SHOOTINGSENTENCE0000064	さかな
SHOOTINGSENTENCE0000065	とり
SHOOTINGSENTENCE0000066	こんちゅう
SHOOTINGSENTENCE0000067	こんちゅう
SHOOTINGSENTENCE0000068	しょくぶつ
SHOOTINGSENTENCE0000069	にくしょく
SHOOTINGSENTENCE0000070	そうしょく
SHOOTINGSENTENCE0000071	はやいじゅん
SHOOTINGSENTENCE0000073	いちばんはやい
SHOOTINGSENTENCE0000074	はやいほうから\n２ばんめ
SHOOTINGSENTENCE0000075	はやいほうから\n３ばんめ
SHOOTINGSENTENCE0000076	はやいほうから\n４ばんめ
SHOOTINGSENTENCE0000077	おそいじゅん
SHOOTINGSENTENCE0000079	いちばんおそい
SHOOTINGSENTENCE0000080	おそいほうから\n２ばんめ
SHOOTINGSENTENCE0000081	おそいほうから\n３ばんめ
SHOOTINGSENTENCE0000082	おそいほうから\n４ばんめ
SHOOTINGSENTENCE0000083	いきもの
SHOOTINGSENTENCE0000084	ざっしょく
SHOOTINGSENTENCE0000085	しょっかくがある
SHOOTINGSENTENCE0000086	複眼（ふくがん）
SHOOTINGSENTENCE0000087	どうぶつ
SHOOTINGSENTENCE0000088	のりもの
SHOOTINGSENTENCE0000089	エンジンでうごく
SHOOTINGSENTENCE0000090	タイヤがある
SHOOTINGSENTENCE0000091	きゅうばんがある
SHOOTINGSENTENCE0000092	ほし
SHOOTINGSENTENCE0000094	惑星（わくせい）
SHOOTINGSENTENCE0000095	衛星（えいせい）
SHOOTINGSENTENCE0000100	うみにすむ
SHOOTINGSENTENCE0000101	いきもの
SHOOTINGSENTENCE0000102	あしのちからですすむ
scene_AccountSelect.msbt
Instruction	ユーザーをえらんでください
InstructionT_01	２人のユーザーをタッチでえらんでください
Add	ユーザーを追加する
ButtonGuide	 えらぶ　 けってい
ButtonGuide_Party	 にんずうをかえる　 えらぶ　 けってい
ButtonGuide_Party_T	 にんずうをかえる
SignUp	塾生登録
Guest1	ゲスト1
Guest2	ゲスト2
Guest3	ゲスト3
Guest4	ゲスト4
scene_AvatarCustomize.msbt
Skin	はだ
Hair	かみがた
Beard	ひげ
Clothes	ふく
Headgear	かぶりもの
Accessories	アクセサリー
HairColor	かみのいろ
BeardColor	ひげのいろ
Ask	あなたについて おしえてください
Back	 もどる
ButtonGuide	 えらぶ　 けってい
Fix	かんせい！
scene_BattleMenu.msbt
ChooseGost	バトルするゴーストをえらんでください
Strong	つよい
NumOfWin_User	{[0100]}に\nかった かず
RewardCoin	今シーズンのランキングリセット　{[010c]}/{[010d]}/{[010e]}  {[0107]}:00
Search	 ぜんぶチェンジ
Change	 チェンジ
Skip	 スキップ
NotFound	みつかり\nませんでした
Decide	 バトル！
LogDate	{[010c]}/{[010d]}/{[010e]}
GhostLogDate	{[010c]}/{[010d]}/{[010e]}のゴースト
Hello	 あいさつ
Back	 もどる
Ready	 じゅんびＯＫ
ButtonGuide	 えらぶ　 けってい
NoEnemies	あいてのゴーストがいません\n\nこれをみたアナタ！\nぜひ ほかの塾生をさそってください！
RewardYawarakaRank	{[0101]}～
BtnOK	 OK
ScreenShotGuide	 さつえい
scene_BattleResult.msbt
End	 おわる
Name	あなた
ScreenShotGuide	 さつえい
scene_BattleTop.msbt
Question	どのゴーストとバトルしますか？
World	世界のゴーストと
Friend	フレンドのゴーストと
Family	家族のゴーストと
SearchID	ゴーストIDでさがす
GhostID	あなたのゴーストID:  
GhostID_NotUploaded	まだ ありません
NumOfWin	勝ち数
RewardCoin	今シーズンのランキングリセット　{[010c]}/{[010d]}/{[010e]}  {[0107]}:00
scene_Config.msbt
Instruction	かえたいところを えらんでください
Birthday	ねんれい
Style	スタイル
Job	しょくぎょう
Catchphrase	キャッチフレーズ
Online	オンライン{r2[きのう]}機能{/r2}
Greeting	あいさつ
Greeting_omit	…
Support	かんたんサポート
Staff	スタッフ
ButtonGuide	 えらぶ　 けってい
Enable	つかう
Disable	つかわない
scene_GameCategorySelect.msbt
Instructions_GenreSelect	ジャンルをえらんでください
RetryRecommend_GenreSelect	金のハカリメダルは★１～★３まであります。\nやわらか度1000をこえると…！？
scene_InitialSetting.msbt
ButtonGuide	 けってい
scene_MainMenu.msbt
Battle	ゴーストバトル
Stretch	ストレッチ
AdvancedStretch	{r2[ちょう]}超{/r2}ストレッチ
Test	テスト
Costume	いしょう
Ranking	ランキング
Option	せってい
ButtonGuide	 えらぶ　 けってい
Date	{[010c]}/{[010d]}/{[010e]}
Date_NA	----/--/--
NoRecordScore	???
NoRecordAtamaClass	???
Complete	コンプリート
scene_MiniGameDetails.msbt
MatchGameNum_00	1{size[4200]}試合目{size[6400]}
MatchGameNum_01	2{size[4200]}試合目{size[6400]}
MatchGameNum_02	3{size[4200]}試合目{size[6400]}
MatchGameNum_03	4{size[4200]}試合目{size[6400]}
MatchGameNum_04	5{size[4200]}試合目{size[6400]}
Instructions_Party	あたまのじゅんびはできましたか？
Instructions_Battle	あたまのじゅんびができたら スタート！
Instructions_GameSelect	もんだいを えらんでください
Decide_Party	 OK
Decide_Party_T	OK
Decide_Battle	 スタート
ButtonGuide_Party	/ やめる　　　 えらぶ　 けってい
ButtonGuide_Party_T	/ やめる
ButtonGuide_Stretch	 えらぶ　 けってい
scene_ModeSelect.msbt
ModeName_01	メイン
ModePlayers_01	1人用
ModeInfo_01	ひとりで あたまのストレッチ！\nゴーストバトルはこちらから
ModeName_02	パーティ
ModePlayers_02	2～4人用
ModeInfo_02	みんなと あたまのストレッチ！\n2人ならタッチでも対戦できます
ButtonGuide	 えらぶ　 けってい
scene_PartyGameTypeSelect.msbt
GuideText	ルールを えらんでください
ButtonGuide	 えらぶ　 けってい
SelectRoulette	ルーレットでえらぶ
SelectCategory	{r2[とくい]}得意{/r2}ジャンルでえらぶ
scene_PartyHandicapSelect.msbt
Instruction	なんいどを えらんでください
GuideInfo	ちいさいおこさまは「幼児クラス」、はじめてなら「初級クラス」\nなれたら「中級クラス」以上、エリートのひとは「エリートクラス」にチャレンジ！
Cancel	 キャンセル
Cancel_T	キャンセル
DecideHandicap	 これでOK！
DecideHandicap_T	これでOK！
ButtonGuide	/ やめる　　　 えらぶ　 けってい
ButtonGuide_T	/ やめる
scene_PartyNumberOfGamesSelect.msbt
GuideText	{r2[しあいすう]}試合数{/r2}を えらんでください
Number01	1
Number02	2
Number03	3
Number04	4
Number05	5
Game01	{r2[しあい]}試合{/r2}
Game02	{r2[しあい]}試合{/r2}
Game03	{r2[しあい]}試合{/r2}
Game04	{r2[しあい]}試合{/r2}
Game05	{r2[しあい]}試合{/r2}
PlayTime01	すぐおわる
PlayTime03	ちょうどいい
PlayTime05	しっかり
ButtonGuide	 えらぶ　 けってい
scene_PartyResult.msbt
ResultGameNum_01	1{size[4200]}試合目 結果{size[6400]}
ResultGameNum_02	2{size[4200]}試合目 結果{size[6400]}
ResultGameNum_03	3{size[4200]}試合目 結果{size[6400]}
ResultGameNum_04	4{size[4200]}試合目 結果{size[6400]}
ResultGameNum_05	5{size[4200]}試合目 結果{size[6400]}
PartyResults	{[0100]}さんのかち！
PartyResults_Draw	ひきわけ！
Ranking_01	1{size[4200]}位{size[6400]}
Ranking_02	2{size[4200]}位{size[6400]}
Ranking_03	3{size[4200]}位{size[6400]}
Ranking_04	4{size[4200]}位{size[6400]}
Next	 つぎへ！
Next_T	つぎへ！
MemberChange	ユーザーをかえる
End	つぎへ
ButtonGuide	 えらぶ　 けってい
ButtonGuide_T	/ やめる
ScreenShotGuide	 さつえい
scene_PartyRightHolderDecision.msbt
ButtonGuide_T	/ やめる
scene_PartyRoulette.msbt
Start	 スタート！
Start_T	スタート！
Stop	 ストップ！
Stop_T	ストップ！
Ok	 OK
Ok_T	OK
ButtonGuide_T	/ やめる
RetryTurnRoulette	 もういっかい…！
RetryTurnRoulette_T	もういっかい…！
scene_Ranking.msbt
Best30	ベスト30
Score	やわらか度
Back	 もどる
Rank	{[0101]}{size[4200]}位{size[6400]}
OutOfRank	{size[4b00]}ランク外{size[6400]}
scene_StretchResult.msbt
NewRecord	ベストこうしん！
LastTime	ベスト {[0102]}    前回 {[0101]}
Retry	おわる
End	 つぎへ
EndOnly	 おわる
ScreenShotGuide	 さつえい
StretchScore	やわらか度
LastQuestion	さいごのもんだい
Ranking	 ランキング
TryAgain	 もういちど
scene_TestResult.msbt
Start	 テストスタート
End	 おわる
Record	{[010c]}/{[010d]}/{[010e]}のきろく
BestRecord	ベストきろく
Score	やわらか度
AtamaClass	あたま段位
AtamaType	あたまタイプ
ResultTitle	{[010c]}/{[010d]}/{[010e]} のテストけっか
TopTitle	あたまの やわらか{r2[ど]}度{/r2}を{r2[そくてい]}測定{/r2}しましょう
NoRecordScore	???
NoRecordAtamaClass	???
NoRecordAtamaType	?????
UpdateBestRecord	ベストこうしん！
Ranking	 ランキング
RewardCoin	テスト１かいで ㍊{size[6e00]}5{size[6400]}（ボーナスコインつき）
BestRecordButton	 ベストきろく
LastRecordButton	 前回のきろく
LastRecord	前回のきろく
ScreenShotGuide	 さつえい
scene_Title.msbt
Start	 はじめる
Credit	© Nintendo
