ActorType\ArmorHead.msbt
Armor_015_Head_Name	Hylian Hood
Npc_HighMountain031_R_002	\x0e\x03\x01\x02\0\0I like to sing REALLY OLD songs.\nThe older, the better!\n\nAnd they sound even better when I sing\nthem at \x0e\0\x03\x02\0\0Warbler's Nest\x0e\0\x03\x02ÿÿ! That's where I\nusually practice. You should stop by!
Npc_HighMountain032_R_001	\x0e\x03\x01\x02\x0b\x0cFishy... \x0e\x05\0\0Fishy...\n\n\n\x0e\x03\x01\x02\x08\x01No one's selling fishies!\n\n\n\x0e\x03\x01\x02\t\x01If I can't buy any fishies...\x0e\x05\0\0\nI can't finish my task!\n\n\x0e\x03\x01\x02\x0b\0Maybe I'll just be like...\x0e\x05\0\0"hiyah!"\x0e\x05\0\0\nand catch one myself.
Npc_HighMountain032_R_002	\x0e\0\x03\x02\x02\0\x0e\x03\x01\x02\x08-\x0e\0\x03\x02ÿÿThey don't sell fishies at the\n\x0e\0\x03\x02\x02\0Slippery Falcon\x0e\0\x03\x02ÿÿ!\n\n\x0e\x03\x01\x02\x0b\x01Maybe I'll catch some on my own...
Npc_HighMountain033_R_001	\x0e\x03\x01\x02\x08\x14Hmph! I hate practicing singing!\x0e\x05\x02\0\nWho cares if I'm not a good singer!\n\n\x0e\x03\x01\x02\0\0*sigh*\x0e\x05\0\0\nAll of this pressure is making me\nhungry.\n{s[125]}\x0e\0\x03\x02\x02\0\x0e\x03\x01\x02\x08\0\x0e\0\x03\x02ÿÿI want some \x0e\0\x03\x02\x02\0salmon meunière\x0e\0\x03\x02ÿÿ!{s[100]}
Npc_HighMountain033_R_002	\x0e\x03\x01\x02\x08\0I want to eat some \x0e\0\x03\x02\x02\0salmon meunière\x0e\0\x03\x02ÿÿ!\nI want it. I want it. I WANT IT!
Npc_HighMountain034_R_001	\x0e\x03\x01\x02\0\0Cree is good at counting!\nShe always counts customers that come\nto the \x0e\x05\0\0\x0e\0\x03\x02\x02\0Slippery Falcon\x0e\0\x03\x02ÿÿ every day!\n\x0e\x03\x01\x02\x0b\x01Let's see. You were the...\x0e\x05\x02\0\nHuh, I forgot.
Npc_HighMountain035_R_Near	Pikyeeeehh!!!
Npc_HighMountain035_R_001	\x0e\x03\x01\x02\x08\0{s[125]}Grrrrrr!\n\n\nMy sisters are dumb DUMMIES!{s[100]}\n\n\n\x0e\x03\x01\x02\t\x01They promised we'd rehearse together,\nbut NO ONE showed up!\n\n\x0e\x03\x01\x02\0\0We have to perform our song \x0e\x05\0\0\nfor the \x0e\0\x03\x02\x02\0elder\x0e\0\x03\x02ÿÿ at \x0e\0\x03\x02\0\0Warbler's Nest\x0e\0\x03\x02ÿÿ!\n\n\x0e\x03\x01\x02\t\x01We're going to be laughed off\nthe stage...
Npc_HighMountain035_R_002	\x0e\x03\x01\x02\0\x04Hey, you... \x0e\x05\0\0You look like I can use you...\n\n\nThaaaat is to say...you look like a nice\nguy who likes to help people in need.\n\nCan you go tell my sisters in Rito Village\x0e\x05\0\0\nto stop ditching rehearsal?\n\n\x0e\x03\x01\x02\x0b\x01They won't listen to me, but they might\nlisten to a scary-looking Hylian like you.\n\n\x0e\x03\x01\x02\0\0Although Genli might be a tough sell.\nShe's probably in the \x0e\0\x03\x02\0\0kitchen\x0e\0\x03\x02ÿÿ yelling,\n\n{s[125]}\x0e\0\x03\x02\x02\0\x0e\x03\x01\x02\x08\0\x0e\0\x03\x02ÿÿ"I want some \x0e\0\x03\x02\x02\0salmon meunière\x0e\0\x03\x02ÿÿ!"\n\n\n\x0e\x03\x01\x02\0\0{s[100]}...or something like that.\n\n\nShe doesn't want to sing either... \x0e\x05\0\0\nShe's such a pain!
Npc_HighMountain031_S01_001	\x0e\x03\x01\x02\x07\x04♪La la loo loo la la!♪\x0e\x05\x01\0\n♪La la la, loo loo!♪\x0e\x05\x01\0\n♪La la laaaaaaa la la!♪\nI call that song...\n"Return of the Bird-Wrangling Hero... \nFirst Movement."\nThank you for listening!\n\n\n\x0e\x03\x01\x02\x0b\x13What? \x0e\x05\0\0Singing rehearsal at\n\x0e\0\x03\x02\0\0Warbler's Nest\x0e\0\x03\x02ÿÿ? I didn't forget!\n\n\x0e\x03\x01\x02\0\0It's just that Genli really wanted some\n\x0e\0\x03\x02\x02\0salmon meunière\x0e\0\x03\x02ÿÿ,\x0e\x05\x01\0 so my sisters and I\nhave been looking for ingredients.\nI finished early, so I was practicing here\nto kill time.\n\n\x0e\x03\x01\x02\x07\tI feel bad we left Kheel waiting, though.\nI really should head over to rehearsal.
Npc_HighMountain031_S01_002	\x0e\x03\x01\x02\x07\x01Well then...I guess I'll give the\n\x0e\0\x03\x02\x02\0Tabantha wheat \x0e\0\x03\x02ÿÿto you! Please make\nthe best \x0e\0\x03\x02\x02\0salmon meunière \x0e\0\x03\x02ÿÿfor Genli!\nShe says she can't sing on an empty\nstomach, but I'm pretty sure that's just\nan excuse.\n\x0e\x03\x01\x02\x07\tWell, good luck!
Npc_HighMountain031_S01_102	\x0e\x03\x01\x02\x07\x01Well then...I guess I'll give the\n\x0e\0\x03\x02\x02\0Tabantha wheat \x0e\0\x03\x02ÿÿto you...\n\n\x0e\x03\x01\x02\n\x13...Hey, your inventory is full!\nGo make some space!
Npc_HighMountain031_S01_003	\x0e\x03\x01\x02\0\0I'll head over to \x0e\0\x03\x02\0\0Warbler's Nest \x0e\0\x03\x02ÿÿonce\neveryone's there! \n\nI think my fourth sister, Cree, is at the\n\x0e\0\x03\x02\0\0Slippery Falcon\x0e\0\x03\x02ÿÿ. The second oldest,\nKotts, should be at the village entrance.
Npc_HighMountain031_S01_201	\x0e\x03\x01\x02\n\x13What? You already treated Genli\nto some \x0e\0\x03\x02\x02\0salmon meunière\x0e\0\x03\x02ÿÿ?\n\n\x0e\x03\x01\x02\0\0Wow!\x0e\x05\0\0 You're amazing!\n\n\nGenli said she doesn't want to sing on an\nempty stomach,\x0e\x05\x01\0 but I think she's hiding a\ndifferent reason.\n\x0e\x03\x01\x02\x01\tWell, I'm gonna meet up with everyone.\nSee you around!
Npc_HighMountain032_S01_001	\x0e\x03\x01\x02\x07-Hiyah! HIYAH!\nI'm fishing for \x0e\0\x03\x02\x02\0hearty salmon\x0e\0\x03\x02ÿÿ!\n\n\x0e\x03\x01\x02\0\0...Huh?\x0e\x05\0\0 What are you doing here?\x0e\x05\x02\0\nWhat? Rehearsal?\n\n\x0e\x03\x01\x02\n\x16AHHH!\x0e\x05\0\0 I totally forgot!\x0e\x05\0\0\nI was too focused on catching these fish.\n\n\x0e\x03\x01\x02\x03\x01Kheel's going to kill me!
Npc_HighMountain032_S01_002	\x0e\x03\x01\x02\0\0Please take this \x0e\0\x03\x02\x02\0hearty salmon \x0e\0\x03\x02ÿÿand go\nmake some \x0e\0\x03\x02\x02\0salmon meunière \x0e\0\x03\x02ÿÿfor Genli.\n\n\x0e\x03\x01\x02\x07\0Hopefully she'll feel like singing after she\nhas some.
Npc_HighMountain032_S02_101	\x0e\x03\x01\x02\0\x13Please take this \x0e\0\x03\x02\x02\0hearty salmon \x0e\0\x03\x02ÿÿand make\nsome \x0e\0\x03\x02\x02\0salmon meunière \x0e\0\x03\x02ÿÿfor—\n\n\x0e\x03\x01\x02\n\0...Hey!\x0e\x05\0\0 Your inventory is full!\x0e\x05\0\0\nClean out your bag and come back.
Npc_HighMountain032_S01_003	\x0e\x03\x01\x02\0\0I'm going to try to catch some more fish\nbefore I head out. \n\nWhy don't you go find my other siblings\nin the meantime?\n\n\x0e\x03\x01\x02\x0b\x01My oldest sister loves\x0e\0\x03\x02\0\0 high \x0e\0\x03\x02ÿÿplaces,\x0e\x05\0\0 and\nCree is probably at the \x0e\0\x03\x02\0\0Slippery Falcon\x0e\0\x03\x02ÿÿ.
Npc_HighMountain032_S01_004	\x0e\x03\x01\x02\x07\0Once you get all the ingredients, you can\ncook the meal in the pot in the\x0e\0\x03\x02\0\0 kitchen\x0e\0\x03\x02ÿÿ!\x0e\x05\x02\0 \n♪Cookie cook cook!♪
Npc_HighMountain032_S01_201	\x0e\x03\x01\x02\n\x16You already made \x0e\0\x03\x02\x02\0salmon meunière\x0e\0\x03\x02ÿÿ\nfor Genli?\n\n\x0e\x03\x01\x02\x07\x01Yaaay! Thank you so much!\x0e\x05\x01\0\nHopefully she stops whining now...
Npc_HighMountain033_S01_001	\x0e\x03\x01\x02\x08\0Hurry!\x0e\x05\0\0 Hurry!\n\n\n{s[125]}I NEED \x0e\0\x03\x02\x02\0salmon meunière \x0e\0\x03\x02ÿÿin my\nbelly!\n\n\x0e\x03\x01\x02\n\0{s[100]}I know \x0e\0\x03\x02\x02\0Kheel\x0e\0\x03\x02ÿÿ wants me to practice\nsinging with her, but I just can't.\n\n\x0e\x03\x01\x02\x08\x01Not until I get my \x0e\0\x03\x02\x02\0salmon meunière\x0e\0\x03\x02ÿÿ!\n\n\n\x0e\x03\x01\x02\0\0My sisters already left to get\n\x0e\0\x03\x02\x02\0salmon meunière\x0e\0\x03\x02ÿÿ ingredients.\n\nI told them I wouldn't sing until I get it.\x0e\x05\x01\0\nI didn't expect them to actually make it\nfor me, though!\n\x0e\x03\x01\x02\t\0I don't want to practice singing...\x0e\x05\0\0\n{s[080]}but I really do want some yummy \x0e\0\x03\x02\x02\0salmon meunière\x0e\0\x03\x02ÿÿ.\n\n\x0e\x03\x01\x02\0\0{s[100]}What is taking my sisters so long?\nI thought they were just going to the\n\x0e\0\x03\x02\0\0Slippery Falcon\x0e\0\x03\x02ÿÿ.
Npc_HighMountain033_S01_201	\x0e\x03\x01\x02\x08\0Hurry!\n\n\n{s[125]}I NEED \x0e\0\x03\x02\x02\0salmon meunière\x0e\0\x03\x02ÿÿ in my\nmouth!{s[100]}\n\n{s[080]}\x0e\x03\x01\x02\0\0{s[100]}What is taking my sisters so long?\n\n\nI thought they were just going to the\n\x0e\0\x03\x02\0\0Slippery Falcon\x0e\0\x03\x02ÿÿ!
Npc_HighMountain033_S01_101	{s[080]}\x0e\x03\x01\x02\x08\0{s[100]}Hurry! Hurry!\n\n\n{s[125]}I NEED \x0e\0\x03\x02\x02\0salmon meunière \x0e\0\x03\x02ÿÿin my\nbelly!{s[100]}\n\n{s[080]}\x0e\x03\x01\x02\x05\0{s[100]}*sniff sniff...*\x0e\x05\x01\0\n*sniff sniff sniff*\n\nThat amazing smell...\x0e\x05\x01\0\nCould it be?\n\n{s[080]}\x0e\x03\x01\x02\n\0{s[100]}{s[125]}Sa...\x0e\x05\0\0\nSa...\x0e\x05\0\0\n\x0e\0\x03\x02\x02\0Salmon meunière\x0e\0\x03\x02ÿÿ?!{s[100]}\n{s[080]}\x0e\x03\x01\x02\x07\x01{s[100]}You're going to let me have some, right?\x0e\x05\x02\0\nRIGHT?!\x0e\x01\x04\x06\x02\0\x03\0\0\x01
0002	Enjoy!
0003	No, it's all mine!
Npc_HighMountain033_S01_102	\x0e\x03\x01\x02\x07\tYAAAAAAAAAAAAY!\n♪Time to dig in!♪
Npc_HighMountain033_S01_106	\x0e\x03\x01\x02\0\0*munch munch*...\x0e\x05\x01\0\nHngh mngh...\x0e\x05\x01\0\nHnff! Hurk!
Npc_HighMountain033_S01_107	\x0e\x03\x01\x02\x07\x12Mmmmmm...\x0e\x05\0\0 I'm stuffed!\x0e\0\x04\0\x0e\x03\x01\x02\0\0...Huh?\x0e\x05\0\0 My promise to my sisters?\x0e\x05\x01\0\nI suppose I shouldn't break my promise...\n\n\x0e\x03\x01\x02\t\0I really DO like singing!\x0e\x05\0\0\n...But I am too nervous to sing in front of\nother people.\nI have SERIOUS stage fright...\x0e\x05\0\0but maybe\npracticing with my sisters will help me\nfeel more comfortable.\n\x0e\x03\x01\x02\x07\x04Anyway, thank you for the amazing\n\x0e\0\x03\x02\x02\0salmon meunière\x0e\0\x03\x02ÿÿ! \x0e\x05\x01\0It was so soft and\nflaky and delicious!\n\x0e\x03\x01\x02\0\0I'll give this rehearsal my all.\x0e\x05\x01\0\n♪Come listen later!♪
Npc_HighMountain033_S01_104	{s[080]}\x0e\x03\x01\x02\x08\0{s[100]}{s[125]}WOW!\x0e\x05\0\0 YOU'RE MEAN!{s[100]}
Npc_HighMountain033_S01_105	{s[080]}\x0e\x03\x01\x02\0\0{s[100]}Can you go tell everyone that\nwe're all set?\n\n\x0e\x03\x01\x02\0\0You do know where they went for the\ngroceries, I assume.\n\nNowhere but the one-stop shop of\nthe \x0e\0\x03\x02\0\0Slippery Falcon\x0e\0\x03\x02ÿÿ, of course!\x0e\x05\0\0\nIt's cheap AND convenient!
Npc_HighMountain034_S01_001	\x0e\x03\x01\x02\x07\n♪Yah yah!♪\x0e\x05\x01\0\n♪I bought some \x0e\0\x03\x02\x02\0goat butter\x0e\0\x03\x02ÿÿ!♪\n\n\x0e\x03\x01\x02\x0b\x01...Huh?\x0e\x05\0\0 Rehearsal?\n\n\n\x0e\x03\x01\x02\n\x01Oh, yeah!\x0e\x05\0\0 I forgot!
Npc_HighMountain034_S01_002	{s[080]}\x0e\x03\x01\x02\0\t{s[100]}If I give you this \x0e\0\x03\x02\x02\0goat butter\x0e\0\x03\x02ÿÿ, will you\nmake some \x0e\0\x03\x02\x02\0salmon meunière \x0e\0\x03\x02ÿÿfor Genli?\x0e\x05\x01\0\nShe should be in the \x0e\0\x03\x02\0\0kitchen\x0e\0\x03\x02ÿÿ.\nShe said she won't sing until she's\neaten.\n\n{s[080]}\x0e\x03\x01\x02\x0b\x06{s[100]}Our older sister Notts is probably\npracticing her songs somewhere up \x0e\0\x03\x02\0\0high\x0e\0\x03\x02ÿÿ.\n\n{s[080]}\x0e\x03\x01\x02\0\0{s[100]}Kotts left to catch some \x0e\0\x03\x02\x02\0hearty salmon\x0e\0\x03\x02ÿÿ.\n\n\n{s[080]}\x0e\x03\x01\x02\x0b\x06{s[100]}She's probably fishing at the \x0e\0\x03\x02\0\0pond\x0e\0\x03\x02ÿÿ near\nthe entrance to the village. 
Npc_HighMountain034_S02_103	{s[080]}\x0e\x03\x01\x02\0\0{s[100]}If I give you this \x0e\0\x03\x02\x02\0goat butter\x0e\0\x03\x02ÿÿ,\x0e\x05\x01\0 will you\nmake some \x0e\0\x03\x02\x02\0salmon meunière\x0e\0\x03\x02ÿÿ?\n\n{s[080]}\x0e\x03\x01\x02\n\x13{s[100]}...Wait, your inventory is full, so I can't\ngive it to you.
Npc_HighMountain034_S01_003	{s[080]}\x0e\x03\x01\x02\x0b\x06{s[100]}My oldest sister Notts is probably\nsomewhere up high practicing her songs.\n\n{s[080]}\x0e\x03\x01\x02\0\0{s[100]}Kotts, the second oldest, said she was\ngoing fishing at the \x0e\0\x03\x02\0\0pond\x0e\0\x03\x02ÿÿ near the village\nentrance.
Npc_HighMountain035_S01_201	{s[080]}\x0e\x03\x01\x02\n\x04{s[100]}Huh?\x0e\x05\0\0 You already made \x0e\0\x03\x02\x02\0salmon meunière\x0e\0\x03\x02ÿÿ\nfor Genli?\n\n{s[080]}\x0e\x03\x01\x02\0\0{s[100]}♪Thaaaank you SO much!♪\n\n\n\x0e\x04\x01\x02\x07ÍI hope Genli will come to rehearsal now.\nI'll head over to \x0e\0\x03\x02\0\0Warbler's Nest\x0e\0\x03\x02ÿÿ in a bit.
Npc_HighMountain035_S01_001	{s[080]}\x0e\x03\x01\x02\0\x01{s[100]}I know where Genli is!\nI think she's probably in the\x0e\0\x03\x02\0\0 kitchen\x0e\0\x03\x02ÿÿ...\n\n{s[125]}\x0e\0\x03\x02\x02\0{s[080]}\x0e\x03\x01\x02\x08\0{s[125]}\x0e\0\x03\x02ÿÿ"I NEED \x0e\0\x03\x02\x02\0salmon meunière \x0e\0\x03\x02ÿÿin my\nlife!"{s[100]}\n\n{s[080]}\x0e\x03\x01\x02\0\0{s[100]}...is probably what she's yelling.\n\n\n{s[080]}\x0e\x03\x01\x02\n\0{s[100]}The \x0e\0\x03\x02\0\0kitchen\x0e\0\x03\x02ÿÿ?\x0e\x05\x01\0 It's right next to my house!
Npc_HighMountain031_S02_001	\x0e\x04\x03\0♪La loo loo loo la!♪\n\n\n{s[080]}\x0e\x03\x01\x02\x07\t{s[100]}Yeah! I'm sounding great thanks to all of\nthe rehearsing.
Npc_HighMountain031_S02_002	Hey! Would you like to hear the song I've\nbeen practicing?\x0e\x01\x04\x06\x06\0\x07\0\0\x01
0006	Why not?
0007	Not right now.
Npc_HighMountain031_S02_003	\x0e\x03\x01\x02\x07\x04OK!\x0e\x05\0\0 I'll keep practicing, then!
Npc_HighMountain032_S02_001	{s[080]}\x0e\x03\x01\x02\0-{s[100]}Hiyah! HIYAW!\n\n\n{s[080]}\x0e\x03\x01\x02\n\x01{s[100]}Oh, no... I messed up!
Npc_HighMountain032_S02_002	\x0e\x03\x01\x02\0\0I'll try not to mess up my song.\nDo you want to hear it?\x0e\x01\x04\x06\x06\0\x07\0\0\x01
Npc_HighMountain032_S02_003	\x0e\x03\x01\x02\x06\x0bI won't make a mistake next time! \x0e\x05\0\0Yeah!\x0e\x05\0\0\nHuh?
Npc_HighMountain033_S02_002	{s[080]}\x0e\x04\x03\0{s[100]}♪La loo loo loo laaaaaaa!♪\n\n\n{s[080]}\x0e\x03\x01\x02\t\0{s[100]}Phew...\x0e\x05\x01\0\nAll this singing is making me hungry.
Npc_HighMountain033_S02_003	\x0e\x03\x01\x02\0\0Which would you rather hear? My\ntummy's song or a song about \nWarbler's Nest?\x0e\x01\x04\x06\x08\0\t\0\0\x02
0008	Warbler's Nest song.
0009	Tummy song.
Npc_HighMountain033_S02_004	\x0e\x03\x01\x02\x0b\x1a♪Rumble rumble rumble.♪\n♪Grrrrrrr.♪
Npc_HighMountain034_S02_003	{s[080]}\x0e\x04\x03\0{s[100]}♪Loo loo loo laa!♪\n\n\n{s[080]}\x0e\x03\x01\x02\0\t{s[100]}It's fun singing together!\n\n\n\x0e\x03\x01\x02\x0b\x01Even if I don't know the lyrics...
Npc_HighMountain034_S02_004	\x0e\x03\x01\x02\0\0Hey! Want me to sing the song again?\x0e\x01\x04\x06\x06\0\x07\0\0\x01
Npc_HighMountain034_S02_005	\x0e\x03\x01\x02\x0b\x06Um... \x0e\x05\0\0Ummmm...
Npc_HighMountain035_S02_004	{s[080]}\x0e\x03\x01\x02\x07\x02{s[100]}Oh, thank you so much!\x0e\x05\0\0\nAll of my sisters are here!\n\n{s[080]}\x0e\x03\x01\x02\0\0{s[100]}Now we can rehearse here at\n\x0e\0\x03\x02\0\0Warbler's Nest\x0e\0\x03\x02ÿÿ! \x0e\x05\0\0Want to know what\nsong we're singing?\n{s[080]}\x0e\x03\x01\x02\x0b\0{s[100]}Well...\x0e\x05\0\0the \x0e\0\x03\x02\x02\0elder\x0e\0\x03\x02ÿÿ told me...\n\n\n{s[080]}\x0e\x03\x01\x02\0\0{s[100]}It's a song passed down in the Rito \nVillage that was once sung at\n\x0e\0\x03\x02\0\0Warbler's Nest \x0e\0\x03\x02ÿÿin ancient times.\nIf you didn't know,\x0e\x05\0\0 \x0e\0\x03\x02\0\0Warbler's Nest \x0e\0\x03\x02ÿÿis\nthe big stone platform with the pillars\nbehind us.\nThe lyrics don't make a lot of sense,\x0e\x05\x01\0 but\nthere's one line in particular that always\ncatches my ear...\n"When wind convinces the rocks to sing,\x0e\x05\x02\0\nopen the monk's door will swing."\n\nWhat do you think that means?\x0e\x05\x01\0\nWhat's a monk?\n\n{s[080]}\x0e\x03\x01\x02\x07\t{s[100]}Oh! And I almost forgot!\x0e\0\x04\0I got you a little something.\x0e\x05\x01\0 Just a small\nthanks for bringing all of my sisters here.
Npc_HighMountain035_S02_005	{s[080]}\x0e\x03\x01\x02\x07\n{s[100]}{s[125]}Ta-\x0e\x05\0\0da!\x0e\x05\x01\0 A \x0e\0\x03\x02\0\0Korok leaf\x0e\0\x03\x02ÿÿ!{s[100]}\n\n\n{s[080]}\x0e\x03\x01\x02\0\0{s[100]}Why don't you swing it in the direction of\n\x0e\0\x03\x02\0\0Warbler's Nest\x0e\0\x03\x02ÿÿ? It makes a fun noise!
Npc_HighMountain035_S02_006	{s[080]}\x0e\x03\x01\x02\x07\n{s[100]}{s[125]}Ta-\x0e\x05\0\0da!\x0e\x05\x01\0 A \x0e\0\x03\x02\0\0Korok leaf\x0e\0\x03\x02ÿÿ!{s[100]}\n\n\n...Hey, your inventory is overflowing!\x0e\x05\x02\0\n\x0e\x03\x01\x02\x06\x01You should toss any melee items you \ndon't need.
Npc_HighMountain035_S02_100	\x0e\x03\x01\x02\0\0Did you want to hear our song?\x0e\x01\x04\x06\x04\0\x05\0\0\x01
0004	I'm all ears.
0005	Not right now.
Npc_HighMountain035_S02_101	\x0e\x03\x01\x02\x06\x04OK.\x0e\x05\0\0 I'll keep practicing.
Npc_HighMountain035_F_001	\x0e\x04\x03\0♪Loo loo loo laaaaa!♪\n\n\n{s[080]}\x0e\x03\x01\x02\x0b\0{s[100]}"When wind convinces the rocks to sing,\x0e\x05\x02\0\nopen the monk's door will swing."\n\n{s[080]}\x0e\x03\x01\x02\0\0{s[100]}What do you think that means?
Demo305_0_01	\x0e\x03\x01\x02\x04\x13Wow!\x0e\x05\0\0 Hey look, guys!
Demo305_0_02	\x0e\x03\x01\x02\x05\x06Huh?\x0e\x05\0\0 Was that weird-looking house\nalways there?
Demo305_0_03	\x0e\x03\x01\x02\0\x0bNo,\x0e\x05\0\0 that's that "shrine" thing that the\nelder was talking about!
Demo305_0_04	\x0e\x03\x01\x02\x01\x04So cool!\x0e\x05\x01\0 Who knew Warbler's Nest was\nkeeping a secret like that!
Demo305_0_05	\x0e\x03\x01\x02\x01\x13Let's tell Mom!
Demo305_0_06	\x0e\x03\x01\x02\x01\x04Yeah, let's!
Demo305_0_07	\x0e\x03\x01\x02\x01\tSee ya later!
Demo305_0_08	\x0e\x03\x01\x02\x01\x04Last one to mom is an unhatched egg!
Demo305_0_09	\x0e\x03\x01\x02\x01\x04Ready,\x0e\x05\0\0 set...\x0e\x05\x02\0GO!
EventFlowMsg\Rito_KeelSearch.msbt
Npc_HighMountain036_R_001	\x0e\x04\x03\0Kheel!!\nWhere are you?!
Npc_HighMountain036_R_001_2	\x0e\x03\x01\x02\t\x01\x0e\x04\x02\x10\x0e\0E\0a\0s\0e\0_\00\00\0I can't find Kheel anywhere!\nWhere could she be?
Npc_HighMountain036_R_003	\x0e\x03\x01\x02\x0b\x01Maybe she went to \x0e\0\x03\x02\0\0Warbler's Nest\x0e\0\x03\x02ÿÿ to\npractice her singing...
Npc_HighMountain036_R_002	But that's so far away. Could she\nhave made it there on her own?\nOh, I'm so worried...
Npc_HighMountain036_S01_001	\x0e\x03\x01\x02\x0b\0I can't find Kheel anywhere!\nCould she have gone to \x0e\0\x03\x02\0\0Warbler's\nNest\x0e\0\x03\x02ÿÿ to practice her singing?
Npc_HighMountain036_S01_002	But that's so far away. Could she\nhave made it there on her own?\nOh, I'm so worried...
Npc_HighMountain036_F_001	\x0e\x03\x01\x02\x01\x14You found Kheel?!\n\n\n\x0e\x03\x01\x02\x0b\x01So she's at \x0e\0\x03\x02\0\0Warbler's Nest\x0e\0\x03\x02ÿÿ after all.\nPhew... She really had me worried!\n\n\x0e\x03\x01\x02\0\0Thank you for letting me know.\nPlease, take this for your trouble.
Npc_HighMountain036_F_002	\x0e\x03\x01\x02\0\x01I feel much better now that I know where\nshe is. Thank you.
Npc_HighMountain036_F_101	\x0e\x03\x01\x02\x07\0You found Kheel?!\n\n\n\x0e\x03\x01\x02\x0b\0So she was at \x0e\0\x03\x02\0\0Warbler's Nest\x0e\0\x03\x02ÿÿ after all.\nPhew... She really had me worried!\n\n\x0e\x03\x01\x02\0\0Thank you for letting me know.\nPlease, take this for your trouble.
Npc_HighMountain036_F_102	\x0e\x03\x01\x02\0\0Thank you for finding Kheel. I'm glad she\nwas just at \x0e\0\x03\x02\0\0Warbler's Nest \x0e\0\x03\x02ÿÿas I thought.\n\n\x0e\x03\x01\x02\x0b\0She thinks she can do whatever she\nwants just because \x0e\0\x03\x02\x02\0Medoh \x0e\0\x03\x02ÿÿhas\nbeen appeased.\n\x0e\x03\x01\x02\0\0But at least she got to practice singing\nwith her sisters. It's only a small token\nof my gratitude, but please, take this.
Npc_HighMountain036_F_103	\x0e\x03\x01\x02\0\0Well, I should get to cooking. Kheel is\none of five daughters, which means five\nmouths to feed. Dinner won't make itself!
Npc_HighMountain036_R_Near	Where did you go?!
Npc_HighMountain036_F_Near	Kheel!
Npc_HighMountain036_F_Near_Rock	My goodness...
Npc_HighMountain036_R_004	\x0e\x03\x01\x02\0\0Hmm?\n\n\n\x0e\x03\x01\x02\x07\0Oh, you must be the one Kheel told\nme about. Thanks for helping her out.\n\n\x0e\x03\x01\x02\0\0The girls were able to practice their\nsinging thanks to you.\nPlease, take this. As a thank-you.
Npc_HighMountain036_R_Near_01	My goodness...
EventFlowMsg\RiversideMini_CastleWeapon.msbt
talk_near00	Hahhh...
talk_near01	The royal guard's series...
EventFlowMsg\RiversideMini_RoyalRecipe.msbt
Talk00	Ah, a customer. Are you traveling alone?\nThis inn gets full marks for beauty, so I\nhighly recommend taking a rest here.
Talk01	Traveling alone—and in the rain no less?\nThis inn is a thing of beauty, rain or\nshine, so it's a fine place to take a break.
Talk02	The river here makes for some lovely\nscenery, and if you head northeast from\nhere, you'll find the Millennio Sandbar.\nThe scenery there is every bit as lovely\nas the scenery here!\n\nI'm something of a connoisseur of\nbeauty, you see—I simply cannot\nresist a beautiful sight!\n\x0e\x04\x01\x02\x08ÍI try to exude this in all things, not least\nof all my own beautiful appearance.
Talk03	\x0e\x03\x01\x02\x0b\x01Speaking of, has anyone ever told you...\nYou have the most beautiful features!
Talk04	Ahh, I do have many fond memories of\nthis beautiful land... If you have the\ntime, would you indulge me?\x0e\x01\x04\x06\0\0\x01\0\0\x01
0000	I'll listen.
0001	Not now.
Talk_Yes	\x0e\x03\x01\x02\x07\x0bOh, you would?\nEven more beautiful on the inside!\nNow, let's see...\x0e\x03\x01\x02\0\0
Talk_No	\x0e\x03\x01\x02\t\x0cOh, I see...\nVery well. I'll be here if you change\nyour mind.
Talk_Challenge00	If you head north through Hyrule Field,\nyou'll see the castle surrounded by that\nfoul aura.\nIt has long been a den of monsters, but\nin its glory days it was surely a thing of\nwondrous beauty.\nIt was in that very castle in those very\ndays that my ancestor... Hmm, my\ngrandfather's grandfather, I believe...\nAnyway, he worked as the castle's\nappointed chef! I couldn't believe\nit myself!\nOh, how I wonder what sorts of cuisine \nmembers of the royal court enjoyed in\nthose good ol' days...\x0e\x03\x01\x02\x0b\x10\nAs a child, I would often suffer meager\nmeals, all while dreaming of the beautiful\ndishes that might have graced my plate.\nOh, if only things had been different!\x0e\x03\x01\x02\x06\x01\nGourmet spiced meat, seafood curry,\nmushroom risotto, egg pudding...\nOh, my, I think I'm salivating.\x0e\x03\x01\x02\x07\n And it's my\npursuit of those childhood dreams that\nexplains the fabulous body you see here!\nThese days, I enjoy my time working at\nthese stables, sharing my tales of beauty\nwith any traveler willing to listen.\x0e\x03\x01\x02\x06\x01\nBut I still wonder what could have been.\nAnyway, excuse me... I seem to have\ncaught myself prattling on.\nBut looking upon your perfectly\nsymmetrical face and discussing meals of\nbeauty has rekindled my desire.\nIf you should happen to set foot inside\nHyrule Castle, could you find it in you to\nkeep an eye out for a cookbook?\nThere must be one lying around\nsomewhere in there! I'm simply dying to\nfinally sample the food of the royal court.
Talk_Challenge01	A cuisine lovely enough to be favored by\nthe Hyrulean royal family... If the recipe\nstill exists, I'd love to try it!
Talk_Challenge02	\x0e\x03\x01\x02\n\x14You what?! You really discovered a royal\ncookbook?
Talk_Challenge03	Could I bother you further to prepare the\ndish for me? I must sample it!\x0e\x01\x04\x06\x02\0\x04\0\0\x01
