ActorType\ArmorHead.msbt
Armor_015_Head_Name	海利亚兜帽
Rest_01	\x0e\x03\x01\x02\x05\x10在天气恶劣时进行\x0e\0\x03\x02\0\0踩盾滑行\x0e\0\x03\x02ÿÿ可是很危险的。\n\n\x0e\x03\x01\x02\0\x01既然要滑，还是在好天气滑行比较愉快啊！
Rest_02	\x0e\x03\x01\x02\x05\x10这种天气，该去寻找新的盾好呢？\x0e\x05\x02\0\n还是该让身体休息，好消除\x0e\0\x03\x02\0\0踩盾滑行\x0e\0\x03\x02ÿÿ后的疲惫呢？\n真让人烦恼啊～
EventFlowMsg\Npc_Road_040.msbt
SavedLv1_00	\x0e\x03\x01\x02\x05\x0c我觉得我一直很小心怪物了……
SavedLv1_01	\x0e\x03\x01\x02\x01\x02抱歉，你救了我呢。
SavedLv2_00	\x0e\x03\x01\x02\x01\x02老实说，幸亏有你在啊。
SavedLv2_01	\x0e\x03\x01\x02\x05\x12已经没事了吗？\x0e\x05\0\0怪物不在了？
SavedLv3_00	\x0e\x03\x01\x02\0\x02你比我想象中的还厉害呢……
SavedLv3_01	\x0e\x03\x01\x02\x01\x0b总算活下来了……\x0e\x05\0\0这是托你的福啊。
Failed00	\x0e\x03\x01\x02\x03\x0c怪物这混账……\x0e\x05\0\0痛痛痛……
Failed01	\x0e\x03\x01\x02\x03\x0c看来总算没有受伤……
Atacked00	\x0e\x03\x01\x02\x02\x0e怪物……\x0e\x05\x01\0可恶……
Atacked01	\x0e\x03\x01\x02\x03\x0c能不能想个办法呢……
Guardian00	\x0e\x03\x01\x02\x04\x16快逃比较好！\x0e\x05\x01\0那个要来了！
Thanks00	\x0e\x03\x01\x02\x01\t这是谢礼……
Near00	来，今天也要……
Near01	踩盾滑行……
Near02	想要更好的盾……
Near03	雪山……
Near04	可恶……下雨了……
MSG_Taba_00	\x0e\x03\x01\x02\x01\x0b沿着北环街道前往\x0e\0\x03\x02\x02\0玛丽塔驿站\x0e\0\x03\x02ÿÿ！\x0e\x05\0\0\n上啊，我的爱马邦博！\x0e\x05\0\0\x0e\x04\x01\x02\x07Í嘻～～～～呀呵～！\x0e\x05\x02\0\n\x0e\x03\x01\x02\0\x01……啊，\x0e\x05\0\0抱歉，\x0e\x05\x01\0\n没办法陪你说话。
MSG_Taba_00_1	\x0e\x03\x01\x02\x01\t沿着北环街道前往\x0e\0\x03\x02\x02\0玛丽塔驿站\x0e\0\x03\x02ÿÿ！\n上啊，我的爱马邦博！
MSG_Taba_01	\x0e\x03\x01\x02\x01\x02我啊，该说很擅长\x0e\0\x03\x02\0\0踩盾滑行\x0e\0\x03\x02ÿÿ吗？\n总之就是擅长得不得了！\n\x0e\x03\x01\x02\x01\x1a登上\x0e\0\x03\x02\x02\0海布拉山\x0e\0\x03\x02ÿÿ，然后帅气地滑下去，\n再登上\x0e\0\x03\x02\x02\0海布拉山\x0e\0\x03\x02ÿÿ，然后帅气地滑下去，\n\x0e\x03\x01\x02\x01\x1a再登上\x0e\0\x03\x02\x02\0海布拉山\x0e\0\x03\x02ÿÿ，然后帅气地滑下去，\n接着再登上\x0e\0\x03\x02\x02\0海布拉山\x0e\0\x03\x02ÿÿ……\x0e\x05\x02\0\n\x0e\x03\x01\x02\0\x04喂，我说你……\x0e\x05\x01\0也阻止我一下啊！
MSG_Taba_01_1	\x0e\x03\x01\x02\x01\x02我啊，该说很擅长\x0e\0\x03\x02\0\0踩盾滑行\x0e\0\x03\x02ÿÿ吗？\n总之就是擅长得不得了！
MSG_Taba_02	\x0e\x03\x01\x02\x01\x02骑马跑上坡道，跳下马背后，\x0e\x05\0\0\n再以\x0e\0\x03\x02\0\0踩盾滑行\x0e\0\x03\x02ÿÿ进行滑降，实在太棒了！\n\x0e\x03\x01\x02\0\x01虽然又得再爬上坡道，\x0e\x05\0\0\n但那一点都无所谓！\n\x0e\x03\x01\x02\0\x04我的滑行榜样就是\x0e\0\x03\x02\x02\0海布拉山\x0e\0\x03\x02ÿÿ的丝莱米小姐！\x0e\x05\x02\0\n她滑行的模样真的很迷人啊！\x0e\x05\x02\0
MSG_Taba_02_1	\x0e\x03\x01\x02\0\x04要跑上坡道，就骑马！\x0e\x05\0\0\n要从山上滑降，就\x0e\0\x03\x02\0\0踩盾滑行\x0e\0\x03\x02ÿÿ！\n\x0e\x03\x01\x02\x01\x01这两种都是最棒的体验啊！
MSG_Taba_03	\x0e\x03\x01\x02\0\x06你知道滑行的流畅度会因盾而异吗？\n\n当然，我是在说\x0e\0\x03\x02\0\0踩盾滑行\x0e\0\x03\x02ÿÿ的事。\x0e\x05\x01\0\n听说有种盾，滑行起来最流畅了。\n\x0e\x03\x01\x02\x05\x10我记得它叫……\x0e\x05\0\0骑……\x0e\x05\0\0骑……\x0e\x05\0\0骑……\x0e\x05\0\0我忘啦～
MSG_Taba_03_1	\x0e\x03\x01\x02\x05\x10用在\x0e\0\x03\x02\0\0踩盾滑行\x0e\0\x03\x02ÿÿ上，便能滑得最流畅的盾……\x0e\x05\x01\0\n我记得它叫……\x0e\x05\0\0骑……\x0e\x05\0\0骑……\x0e\x05\0\0骑……\x0e\x05\x02\0我忘啦～
MSG_Taba_04	\x0e\x03\x01\x02\0\x12呼……\x0e\x05\0\0抵达\x0e\0\x03\x02\x02\0玛丽塔驿站\x0e\0\x03\x02ÿÿ了啊……\x0e\x05\x01\0\n\n接下来，要何时才能到\x0e\0\x03\x02\x02\0海布拉山\x0e\0\x03\x02ÿÿ\n玩\x0e\0\x03\x02\0\0踩盾滑行\x0e\0\x03\x02ÿÿ呢……\n\x0e\x03\x01\x02\0\x06我问你……\x0e\x05\x01\0你用地图看过\x0e\0\x03\x02\x02\0海布拉山\x0e\0\x03\x02ÿÿ吗？\n\n听说那凹成新月状的地形，\x0e\x05\0\0\n是很久以前，因强烈光束而崩塌的痕迹哦。\n很难以理解吧。
MSG_Taba_04_1	\x0e\x03\x01\x02\0\x04\x0e\0\x03\x02\x02\0海布拉山\x0e\0\x03\x02ÿÿ那凹成新月状的地形，\n听说是很久以前因强烈光束而崩塌的痕迹。\n虽然难以理解，但似乎是这样。
RetMSG_Taba_00	\x0e\x03\x01\x02\x01\x0b好～！\x0e\x05\0\0抵达\x0e\0\x03\x02\x02\0雪原驿站\x0e\0\x03\x02ÿÿ了！\x0e\x05\x01\0\n真是让人坐不住啊！\n马上就去\x0e\0\x03\x02\x02\0海布拉山\x0e\0\x03\x02ÿÿ\x0e\0\x03\x02\0\0踩盾滑行\x0e\0\x03\x02ÿÿ吧！\x0e\x05\x01\0\n马上就去\x0e\0\x03\x02\x02\0海布拉山\x0e\0\x03\x02ÿÿ\x0e\0\x03\x02\0\0踩盾滑行\x0e\0\x03\x02ÿÿ吧！\n太兴奋了所以要说两次！\n\n\x0e\x03\x01\x02\x01\x0b还想参加看看\x0e\0\x03\x02\0\0踩盾滑行\x0e\0\x03\x02ÿÿ的竞技啊！\x0e\x05\x01\0\n还想参加看看\x0e\0\x03\x02\0\0踩盾滑行\x0e\0\x03\x02ÿÿ的竞技啊！
RetMSG_Taba_00_1	\x0e\x03\x01\x02\x01\x0b抵达\x0e\0\x03\x02\x02\0雪原驿站\x0e\0\x03\x02ÿÿ了！\x0e\x05\x01\0\n马上就去\x0e\0\x03\x02\x02\0海布拉山\x0e\0\x03\x02ÿÿ\x0e\0\x03\x02\0\0踩盾滑行\x0e\0\x03\x02ÿÿ吧！
RetMSG_Taba_01	\x0e\x03\x01\x02\x03\x12唉……\x0e\x05\x01\0好想玩\x0e\0\x03\x02\0\0踩盾滑行\x0e\0\x03\x02ÿÿ啊～\x0e\x05\x01\0\n好想念雪山啊～\n\x0e\x03\x01\x02\0\x01这么说来，我……\x0e\x05\0\0小时候，\x0e\x05\0\0\n曾在雪山遇过险呢！\n当时救了我的，是个\x0e\0\x03\x02\0\0踩盾滑行\x0e\0\x03\x02ÿÿ的名人，\x0e\x05\0\0\n\x0e\x03\x01\x02\x05\x10名字是……\x0e\x05\x02\0是什么来着？\x0e\x05\x01\0\n赫马……\x0e\x05\0\0赫奇……\x0e\x05\0\0我忘啦～
RetMSG_Taba_01_1	\x0e\x03\x01\x02\0\x04我小时候曾在雪山遇过险，\n当时救了我的，是个\x0e\0\x03\x02\0\0踩盾滑行\x0e\0\x03\x02ÿÿ的名人……\x0e\x05\0\0\n\x0e\x03\x01\x02\x05\x10名字是什么来着？\x0e\x05\x01\0\n赫马……\x0e\x05\0\0赫奇……\x0e\x05\0\0想不起来啊～
RetMSG_Taba_02	\x0e\x03\x01\x02\x02\x0e啊啊，真是的！\x0e\x05\x01\0\n我正在做\x0e\0\x03\x02\0\0踩盾滑行\x0e\0\x03\x02ÿÿ的意象训练啊！\n\x0e\x03\x01\x02\0\x01我正在脑中描绘传说中的踩盾滑行家，\n\x0e\0\x03\x02\x02\0丝莱米\x0e\0\x03\x02ÿÿ小姐她完美的滑行路线……\n\x0e\x03\x01\x02\0\x04听说那位\x0e\0\x03\x02\x02\0丝莱米\x0e\0\x03\x02ÿÿ小姐……\x0e\x05\0\0正在\x0e\0\x03\x02\x02\0海布拉山\x0e\0\x03\x02ÿÿ的山顶\n等待着\x0e\0\x03\x02\0\0踩盾滑行\x0e\0\x03\x02ÿÿ的挑战者哦。
RetMSG_Taba_02_1	\x0e\x03\x01\x02\0\x04听说传说中的\x0e\0\x03\x02\0\0踩盾滑行家\x0e\0\x03\x02ÿÿ，\x0e\0\x03\x02\x02\0丝莱米\x0e\0\x03\x02ÿÿ小姐，\n正在\x0e\0\x03\x02\x02\0海布拉山\x0e\0\x03\x02ÿÿ的山顶，等待着挑战者哦。
RetMSG_Taba_03	\x0e\x03\x01\x02\0\x02听说在\x0e\0\x03\x02\x02\0海拉鲁城堡\x0e\0\x03\x02ÿÿ里，\x0e\x05\x01\0\n有个不容易损坏的盾，名为\x0e\0\x03\x02\0\0海利亚盾\x0e\0\x03\x02ÿÿ哦。\n不过，大家都知道那座城堡很危险，\x0e\x05\0\0\n所以我想没有人会去拿吧。
RetMSG_Taba_03_1	\x0e\x03\x01\x02\0\x04听说在\x0e\0\x03\x02\x02\0海拉鲁城堡\x0e\0\x03\x02ÿÿ里，\x0e\x05\x01\0\n有个不容易损坏的盾，名为\x0e\0\x03\x02\0\0海利亚盾\x0e\0\x03\x02ÿÿ。
RetMSG_Taba_04	\x0e\x03\x01\x02\x01\x0b\x0e\0\x03\x02\0\0踩盾滑行\x0e\0\x03\x02ÿÿ之雪山行，已经准备就绪！\x0e\x05\0\0\n首先就是前往\x0e\0\x03\x02\x02\0雪原驿站\x0e\0\x03\x02ÿÿ！\x0e\x05\0\0\n上啊，我的爱马邦博！\x0e\x05\0\0\x0e\x04\x01\x02\x07Í嘻～～～～呀呵～！\x0e\x05\x02\0\n\n\x0e\x03\x01\x02\0\x01……啊，\x0e\x05\0\0抱歉哦，\x0e\x05\x01\0\n没办法陪你说话。
RetMSG_Taba_04_1	\x0e\x03\x01\x02\x01\x0b\x0e\0\x03\x02\0\0踩盾滑行\x0e\0\x03\x02ÿÿ之雪山行，已经准备就绪！\x0e\x05\0\0\n首先就是前往\x0e\0\x03\x02\x02\0雪原驿站\x0e\0\x03\x02ÿÿ！\x0e\x05\x01\0\n上啊，我的爱马邦博！\x0e\x05\0\0\x0e\x04\x01\x02\x07Í嘻～～～～呀呵～！
Rest_00	\x0e\x03\x01\x02\x05\x10好想念\x0e\0\x03\x02\x02\0海布拉山\x0e\0\x03\x02ÿÿ啊～\x0e\x05\x01\0\n我有时会去那座山，玩\x0e\0\x03\x02\0\0踩盾滑行\x0e\0\x03\x02ÿÿ哦。
Rest_01	\x0e\x03\x01\x02\x05\x10职业踩盾滑行家在这种天气也会滑行吗？\x0e\x05\x01\0\n要是跌倒的话，感觉会马上遇险啊。
Rest_02	\x0e\x03\x01\x02\x05\x0c快点放晴吧……\x0e\x05\x01\0\n让我玩\x0e\0\x03\x02\0\0踩盾滑行\x0e\0\x03\x02ÿÿ啊～
EventFlowMsg\Npc_Road_041.msbt
SavedLv1_00	\x0e\x03\x01\x02\0\x12哎呀～\x0e\x05\0\0真是得救了！
SavedLv1_01	\x0e\x03\x01\x02\0\x12得救啦！\x0e\x05\x01\0\n谢谢你！
SavedLv2_00	\x0e\x03\x01\x02\0\x12哎呀～\x0e\x05\0\0捡回一条命啦！\x0e\x05\x01\0\n谢谢你！
SavedLv2_01	\x0e\x03\x01\x02\0\x12总算活下来啦！\x0e\x05\x01\0\n谢谢你！
SavedLv3_00	\x0e\x03\x01\x02\0\x12还真是敌不过怪物啊～\x0e\x05\x01\0\n谢谢你救了我！
SavedLv3_01	\x0e\x03\x01\x02\0\x12捡回一条命啦！
Failed00	\x0e\x03\x01\x02\x03\x0c刚刚差点就被干掉了……
Failed01	\x0e\x03\x01\x02\x03\x0c啊痛痛痛……\x0e\x05\x01\0\n旅行总是伴随着危险啊～
Atacked00	\x0e\x03\x01\x02\x03*呼……\x0e\x05\0\0呼……\x0e\x05\x01\0嘿……\x0e\x05\0\0嘿……
Atacked01	\x0e\x03\x01\x02\x03*是冲着我来的吧，\x0e\x05\0\0那家伙……
Guardian00	\x0e\x03\x01\x02\x04\x1f哇～！是\x0e\0\x03\x02\x02\0\x0e\x05\x02\0守护者\x0e\0\x03\x02ÿÿ～！\x0e\x05\0\0快逃～！
Thanks00	\x0e\x03\x01\x02\x01\x0b这是一点微薄的谢礼！
Near00	说到骷髅池塘……
Near01	说到力量之泉……
Near02	说到古代兵装·箭……
Near03	说到怪物商店……
Near04	天气真糟啊……
MSG_Akka_00	\x0e\x03\x01\x02\0\x04你知道位于阿卡莱地区的\x0e\0\x03\x02\0\0力量之泉\x0e\0\x03\x02ÿÿ吗？\x0e\x05\x01\0\n\n我啊……\x0e\x05\0\0\n\n不太清楚。\x0e\x05\x01\0\n\n\x0e\x03\x01\x02\x05\x10是一泡进去就会被不明力量弹回来吗？\x0e\x05\x01\0\n还是会涌上一股力量，变得精神饱满？
MSG_Akka_00_1	\x0e\x03\x01\x02\x05\x10说到位于阿卡莱地区的\x0e\0\x03\x02\0\0力量之泉\x0e\0\x03\x02ÿÿ啊，\x0e\x05\x01\0\n要是泡进去，会发生什么事呢？
MSG_Akka_01	\x0e\x03\x01\x02\0\x02你知道……阿卡莱地区的\x0e\0\x03\x02\0\0古代兵装·箭\x0e\0\x03\x02ÿÿ\x0e\x05\0\0吗？\x0e\x05\x01\0\n\n我啊……\x0e\x05\0\0\n\n倒是略知一二。\x0e\x05\x01\0\n\n\x0e\x03\x01\x02\0\x04听说那可是能\n一击打败\x0e\0\x03\x02\x02\0守护者\x0e\0\x03\x02ÿÿ的强力武器啊！
MSG_Akka_01_1	\x0e\x03\x01\x02\0\x04要是使用阿卡莱地区的\x0e\0\x03\x02\0\0古代兵装·箭\x0e\0\x03\x02ÿÿ，\x0e\x05\x01\0\n听说就能一击打败\x0e\0\x03\x02\x02\0守护者\x0e\0\x03\x02ÿÿ。
MSG_Akka_02	\x0e\x03\x01\x02\0\x02你知道阿卡莱地区有个迷宫般的城堡遗迹吗？\x0e\x05\x01\0\n\n我啊……\x0e\x05\0\0\n\n也是第一次听到呢。\x0e\x05\x01\0\n\n\x0e\x03\x01\x02\x05\x10不过一旦进去了，要出来应该会很辛苦吧。\x0e\x05\x02\0\n不知为何，就有这种感觉。
MSG_Akka_02_1	\x0e\x03\x01\x02\0\x10阿卡莱地区有个迷宫般的城堡遗迹，\x0e\x05\x01\0\n总觉得一旦进去，要出来可就辛苦了。
MSG_Akka_03	\x0e\x03\x01\x02\x05\x10在阿卡莱地区，有位名叫\x0e\0\x03\x02\x02\0小樱桃\x0e\0\x03\x02ÿÿ的女性……\x0e\x05\x01\0\n\n我啊……\x0e\x05\0\0\n\n对她几乎一无所知呢。\x0e\x05\x01\0\n\n\x0e\x03\x01\x02\x05\x12因为一无所知，所以没办法告诉你什么呢。
MSG_Akka_03_1	\x0e\x03\x01\x02\0\x12在阿卡莱地区，有位名叫\x0e\0\x03\x02\x02\0小樱桃\x0e\0\x03\x02ÿÿ的女性……\x0e\x05\x01\0\n虽然我对她一无所知，但总觉得有些在意啊。
MSG_Akka_04	\x0e\x03\x01\x02\0\x02关于\x0e\0\x03\x02\x02\0阿卡莱古代研究所\x0e\0\x03\x02ÿÿ，你知道些什么吗？\x0e\x05\x01\0\n\n我啊……\x0e\x05\0\0\n\n只知道一件事。\x0e\x05\x01\0\n\n\x0e\x03\x01\x02\0\x04那就是，\x0e\0\x03\x02\x02\0阿卡莱古代研究所\x0e\0\x03\x02ÿÿ的所长是\n\x0e\0\x03\x02\x02\0哈特诺古代研究所\x0e\0\x03\x02ÿÿ所长的部下。\n不过\x0e\0\x03\x02\x02\0哈特诺村\x0e\0\x03\x02ÿÿ那么偏远，\n我实在没去过啊。
MSG_Akka_04_1	\x0e\x03\x01\x02\0\x04\x0e\0\x03\x02\x02\0阿卡莱古代研究所\x0e\0\x03\x02ÿÿ的所长\x0e\x05\0\0\n可是\x0e\0\x03\x02\x02\0哈特诺古代研究所\x0e\0\x03\x02ÿÿ所长的部下哦。
RetMSG_Akka_00	\x0e\x03\x01\x02\0\x02你知道阿卡莱地区的\x0e\0\x03\x02\x02\0怪物商店\x0e\0\x03\x02ÿÿ吗？\x0e\x05\x01\0\n\n我啊……\x0e\x05\0\0\n\n对那里还算清楚哦！\x0e\x05\x01\0\n\n\x0e\x03\x01\x02\0\x10那是只在半夜营业的店，\x0e\x05\0\0\n听说地点是在\x0e\0\x03\x02\x02\0骷髅池塘\x0e\0\x03\x02ÿÿ……\n不过我没有地图，\n所以无法向你说明\x0e\0\x03\x02\x02\0骷髅池塘\x0e\0\x03\x02ÿÿ在哪里哦。
RetMSG_Akka_00_1	\x0e\x03\x01\x02\0\x04\x0e\0\x03\x02\x02\0怪物商店\x0e\0\x03\x02ÿÿ是只在半夜营业的店，\x0e\x05\0\0\n虽然不清楚详情，不过地点好像是在\x0e\0\x03\x02\x02\0骷髅池塘\x0e\0\x03\x02ÿÿ。
RetMSG_Akka_01	\x0e\x03\x01\x02\0\x02你知道阿卡莱地区有位名叫诺波坦的女性吗？\x0e\x05\x01\0\n\n我啊……\x0e\x05\0\0\n\n当然知道啰。\x0e\x05\x01\0\n\n\x0e\x03\x01\x02\0\x04因为\x0e\0\x03\x02\0\0力量之泉\x0e\0\x03\x02ÿÿ的事，就是她告诉我的。
RetMSG_Akka_01_1	\x0e\x03\x01\x02\x05\x10阿卡莱地区有位名叫诺波坦的女性，\x0e\x05\0\0\n我对她有点在意呢。
RetMSG_Akka_02	\x0e\x03\x01\x02\0\x02你知道阿卡莱地区的总人口吗？\x0e\x05\x01\0\n\n我啊……\x0e\x05\0\0\n\n不知道。\x0e\x05\x01\0\n\n\x0e\x03\x01\x02\0\x04就说我真的不知道啦！
RetMSG_Akka_02_1	\x0e\x03\x01\x02\0\x04你知道阿卡莱地区的总人口吗？\x0e\x05\0\0\n我不知道。
RetMSG_Akka_03	\x0e\x03\x01\x02\0\x02阿卡莱地区的流浪厨师……\x0e\x05\x01\0你知道吗？\x0e\x05\x01\0\n\n我啊……\x0e\x05\0\0\n\n不知道。\x0e\x05\x01\0\n\n\x0e\x03\x01\x02\0\x04流浪厨师……\x0e\x05\0\0\n要是你知道，我倒想请你告诉我啊。
RetMSG_Akka_03_1	\x0e\x03\x01\x02\x05\x10阿卡莱地区的流浪厨师啊，\n有点让人在意呢。
RetMSG_Akka_04	\x0e\x03\x01\x02\0\x02你知道阿卡莱地区特有的猜拳方法吗？\x0e\x05\x01\0\n\n我啊……\x0e\x05\0\0\n\n不知道。\x0e\x05\x01\0\n\n\x0e\x03\x01\x02\0\x04既然不知道，应该就是没有！
RetMSG_Akka_04_1	\x0e\x03\x01\x02\x05\x10阿卡莱地区特有的猜拳方法啊。\x0e\x05\0\0\n感觉好像有，不过应该是没有吧。
Rest_00	\x0e\x03\x01\x02\0\x02你知道骷髅形状的\x0e\0\x03\x02\x02\0骷髅池塘\x0e\0\x03\x02ÿÿ\x0e\x05\0\0在哪里吗？\x0e\x05\x01\0\n\n我啊……\x0e\x05\0\0\n\n身上没有地图，所以不知道。\x0e\x05\x01\0\n\n\x0e\x03\x01\x02\0\x04只要有地图，应该就能知道吧。
Rest_01	\x0e\x03\x01\x02\x05\x0c我的马对天气很敏感呢，\x0e\x05\x01\0\n所以这种日子总是不太愿意跑啊。
Rest_02	\x0e\x03\x01\x02\x05\x0c天气变糟，马的心情就变差了啊……\x0e\x05\x01\0\n快点放晴吧……
EventFlowMsg\Npc_Road_042.msbt
SavedLv1_00	\x0e\x03\x01\x02\0\x12哎呀～\x0e\x05\0\0得救了鼓咯！
SavedLv1_01	\x0e\x03\x01\x02\0\x12你好强啊鼓咯～！\x0e\x05\0\0得救了鼓咯！
SavedLv2_00	\x0e\x03\x01\x02\0\x0b哎呀～\x0e\x05\0\0真是得救了鼓咯！
SavedLv2_01	\x0e\x03\x01\x02\0\x0b你很强呢鼓咯！\x0e\x05\x01\0谢谢鼓咯！
SavedLv3_00	\x0e\x03\x01\x02\0\x0b你是我的救命恩人鼓咯！
SavedLv3_01	\x0e\x03\x01\x02\0\x0b谢谢你！\x0e\x05\0\0刚刚真危险啊鼓咯！
Failed00	\x0e\x03\x01\x02\x03\x10刚刚差点就被做掉啦鼓咯……
Failed01	\x0e\x03\x01\x02\x03\x10痛……\x0e\x05\x01\0亏我有结实的身体，痛……
Atacked00	\x0e\x03\x01\x02\x03*呼……\x0e\x05\0\0呼……\x0e\x05\x01\0嘿……\x0e\x05\0\0嘿……\x0e\x05\x01\0\n呼～口好渴。
Atacked01	\x0e\x03\x01\x02\x03*真是的～\x0e\x05\x01\0怪物混账～
Guardian00	\x0e\x03\x01\x02\x04\x1f快逃鼓咯！\x0e\x05\x01\0\n\x0e\0\x03\x02\x02\0守护者\x0e\0\x03\x02ÿÿ要来啦鼓咯～！
Thanks00	\x0e\x03\x01\x02\x01\n这给你，\x0e\x05\0\0是一点感谢心意鼓咯！
Near00	早上好鼓咯……
Near01	中午了鼓咯？
Near02	想吃岩石鼓咯……
Near03	跟岩石一样想睡鼓咯……
Near04	杯水车薪……
MSG_Akka_00	\x0e\x03\x01\x02\0\x02你身上有矿石吗鼓咯？\x0e\x05\x02\0\n有的话，就拿到商店卖掉吧鼓咯。\n稀有的矿石可以卖个高价哦鼓咯～！
MSG_Akka_00_1	\x0e\x03\x01\x02\0\x04不需要的矿石就拿去商店卖掉吧鼓咯。\x0e\x05\x02\0\n闪闪发光的宝石可以卖个高价哦鼓咯～！
MSG_Akka_01	\x0e\x03\x01\x02\0\x02你去过\x0e\0\x03\x02\x02\0鼓隆城\x0e\0\x03\x02ÿÿ吗鼓咯？\x0e\x05\x01\0\n它位于这里以西的\x0e\0\x03\x02\x02\0死亡之山\x0e\0\x03\x02ÿÿ鼓咯！\n不过我还听说，若不是鼓隆族，\x0e\x05\0\0\n沿途可会热得受不了鼓咯！
MSG_Akka_01_1	\x0e\x03\x01\x02\0\x04\x0e\0\x03\x02\x02\0鼓隆城\x0e\0\x03\x02ÿÿ的话，\n就位于西边的\x0e\0\x03\x02\x02\0死亡之山\x0e\0\x03\x02ÿÿ鼓咯！\n虽然沿途热得受不了，但也算有店家……\x0e\x05\x02\0\n希望你能去一次看看鼓咯！
MSG_Akka_02	\x0e\x03\x01\x02\0\x02你知道名叫波尔顿的鼓隆族吗鼓咯？\x0e\x05\x02\0\n他是我的兄弟鼓咯！\n是个不拘小节的豪爽鼓隆族鼓咯！\x0e\x05\x02\0\n不知道他现在旅行到了哪里呢鼓咯～？
MSG_Akka_02_1	\x0e\x03\x01\x02\0\x04我的兄弟波尔顿，\x0e\x05\0\0\n现在一定也正在哪里旅行鼓咯。\n若见到他，希望你跟他打声招呼鼓咯。
MSG_Akka_03	\x0e\x03\x01\x02\0\x02宝石可以卖个高价哦鼓咯！\n\n建议你养成习惯，旅途中一发现矿床，\x0e\x05\0\0\n就要动手采矿哦鼓咯！
MSG_Akka_03_1	\x0e\x03\x01\x02\0\x04旅途中一发现矿床，就动手采矿吧鼓咯！\x0e\x05\x02\0\n采到的宝石还可以卖个高价呢！
MSG_Akka_04	\x0e\x03\x01\x02\0\x02这里正是\x0e\0\x03\x02\x02\0东阿卡莱驿站\x0e\0\x03\x02ÿÿ鼓咯！\n\n身上有矿石的话，可别吃下肚哦。\x0e\x05\0\0\n拿到这个驿站来卖掉吧鼓咯！\n但我想只有鼓隆族才会吃矿石啦鼓咯……
MSG_Akka_04_1	\x0e\x03\x01\x02\0\x04抵达驿站后，就卖掉不需要的东西吧鼓咯！\n\n如果有不需要的矿石，我们就会吃掉。\x0e\x05\0\0\n但若是\x0e\0\x03\x02\x02\0海利亚人\x0e\0\x03\x02ÿÿ……\x0e\x05\0\0就会卖掉鼓咯？
RetMSG_Akka_00	\x0e\x03\x01\x02\0\x02鼓隆族是吃岩石维生的鼓咯！\n\n不过，稀有的矿石该吃掉？\x0e\x05\0\0还是卖掉？\x0e\x05\x02\0\n真让人犹豫啊鼓咯！
RetMSG_Akka_00_1	\x0e\x03\x01\x02\0\x04鼓隆族是以岩石为主食，\x0e\x05\0\0\n但稀有的矿石该吃还是该卖？真让人犹豫鼓咯！
RetMSG_Akka_01	\x0e\x03\x01\x02\0\x02你知道在前往\x0e\0\x03\x02\x02\0死亡之山\x0e\0\x03\x02ÿÿ山顶的途中，\n有座\x0e\0\x03\x02\x02\0鼓隆温泉\x0e\0\x03\x02ÿÿ吗鼓咯？\n虽然路途险峻，但我听说……\x0e\x05\x01\0\n仍有旅行者为了温泉而前去造访鼓咯！\n真是赌命呢鼓咯……
RetMSG_Akka_01_1	\x0e\x03\x01\x02\0\x04\x0e\0\x03\x02\x02\0鼓隆温泉\x0e\0\x03\x02ÿÿ位于\x0e\0\x03\x02\x02\0死亡之山\x0e\0\x03\x02ÿÿ，\x0e\x05\0\0\n是座内行人都知道的有名温泉鼓咯。\n不过那里沿途险峻，而且\x0e\0\x03\x02\x02\0死亡之山\x0e\0\x03\x02ÿÿ又热……\x0e\x05\x02\0\n要去的话，可是赌命呢鼓咯……
RetMSG_Akka_02	\x0e\x03\x01\x02\0\x02矿石中，也有些特别高价的种类鼓咯。\x0e\x05\x02\0\n那些矿石就称为宝石鼓咯。\n宝石有时会从宝箱或矿床里找到……\x0e\x05\x02\0\n但吃起来不好吃，所以我都会卖掉鼓咯。
RetMSG_Akka_02_1	\x0e\x03\x01\x02\0\x04宝石有时会从宝箱或矿床里找到，\x0e\x05\0\0\n但吃起来不好吃，所以我都会卖掉鼓咯。
RetMSG_Akka_03	\x0e\x03\x01\x02\0\x10之前在这条街道上，有来自西南方格鲁德地区的\x0e\x05\0\0\n“格鲁德族”跟我搭话鼓咯！！\n\x0e\x03\x01\x02\x01\t她真是美人啊鼓咯～！
RetMSG_Akka_03_1	\x0e\x03\x01\x02\0\x0b来自格鲁德地区的格鲁德族……\x0e\x05\x02\0\n她真是美人啊鼓咯～！
RetMSG_Akka_04	\x0e\x03\x01\x02\x05\x10“\x0e\0\x03\x02\x02\0东阿卡莱驿站\x0e\0\x03\x02ÿÿ”和“\x0e\0\x03\x02\x02\0南阿卡莱驿站\x0e\0\x03\x02ÿÿ”，\x0e\x05\x01\0\n连我们也时常会搞混鼓咯！\n这边是，唔……\x0e\x05\x01\0是哪一个啊鼓咯？
RetMSG_Akka_04_1	\x0e\x03\x01\x02\x05\x10“\x0e\0\x03\x02\x02\0东阿卡莱驿站\x0e\0\x03\x02ÿÿ”和“\x0e\0\x03\x02\x02\0南阿卡莱驿站\x0e\0\x03\x02ÿÿ”……\x0e\x05\x02\0\n哪边是哪边啊鼓咯？
