AbilityList.msbt
$TownAbilityListAttackText	こうげき{r2[りょく]}力{/r2}
Title_EvadeBossGorillaCatch	{[030a]}で たおす
Title_DefeatBoss1LimitedTime	{[0303]} いないに たおす{[031d]}
Title_DefeatBoss1NoDamage	ノーダメージで クリア
Title_BreakHardNuts	カチカチナッツを {[0301|0000]}コ わる{[031c]}
Title_SandStatue	{r2[すな]}砂{/r2}のアニマルオブジェを こわす
Title_CompleteBillboard	もじの カンバン もとどおり
Title_GreetedSeaBird	{[0301|0000]}わの ウミドリに ごあいさつ{[031c]}
Title_DigTomato	マキシムトマトを ほりあてる
Title_TreasureIsland	たからじまへ じょうりく
Title_TakeOffWantedNotice	{r2[て]}手{/r2}はいしょを {[0301|0000]}まい はがす{[031c]}
Title_ClearSpikes	トゲにふれずに かくしべやをクリア
Title_FrozeMboss	スワロリーナを アイスのうりょくで こおらせる
Title_GetEmergencyFood	カンづめを {[0301|0000]}コ たべる{[031c]}
Title_DefeatRGNoWater	ちょ{r2[すいち]}水池{/r2}のバトルで {r2[みず]}水{/r2}におちない
Title_FoundFishesGold	{r2[きん]}金{/r2}のサカナを {r2[み]}見{/r2}つける
Title_BreakWhispyPalmGrowthRoot	トロピカルウッズの ねっこを はかいする
Title_DefeatBoss2CopyAbility	のうりょくを つかわずに たおす
Title_DefeatBoss2LimitedTime	{[0303]} いないに たおす{[031d]}
Title_DefeatBoss2NoDamage	ノーダメージで クリア
Title_SendMissingChickToMama	{r2[いりぐち]}入口{/r2}で まい{r2[ご]}子{/r2}のヒナを ママのもとへ{[031c]}
Title_climb	ロケットの てっぺん イイながめ
Title_BloomWitheredFlower	すべての しおれた{r2[はな]}花{/r2}を さかせて
Title_GoalGoCartLimitedTime	さいしょのレースを 20{r2[びょう]}秒{/r2}いないに ゴール
Title_DefeatMbossMighty	むてきキャンディーで ワイルドエッジを たおす
Title_Shortcut	ダンボールを すべてこわして ショートカット
Title_NotHitGhostGordo	ゴーストゴルドーに ふれずに クリア
Title_FindSweets	オバケが かくした おかしを {[0301|0000]}コ たべる{[031c]}
Title_BreakAlien	じはんきで エイリアンボードを 13まい こわす
Title_SendMissingChickToMamaNight	{r2[よみち]}夜道{/r2}で まい{r2[ご]}子{/r2}のヒナを ママのもとへ{[031c]}
Title_TakeOffWantedNoticeParade	エフィリンの{r2[て]}手{/r2}はいしょを はがしてあげる
Title_WithoutMud	ドロを ふまずに クリア
Title_ShootBossOnPillar	レンジャーで {r2[はしら]}柱{/r2}にいるキャロラインを うつ
Title_DefeatBossWithoutHovering	ホバリングせずに たおす
Title_DefeatBoss3LimitedTime	{[0303]} いないに たおす{[031d]}
Title_DefeatBoss3NoDamage	ノーダメージで クリア
Title_SnowStatue	{r2[ゆき]}雪{/r2}のアニマルオブジェを {[0301|0000]}つ こわす{[031c]}
Title_FoundBackStreat	ろじうらを {r2[み]}見{/r2}つける
Title_TopOfTheTree	とけい{r2[だい]}台{/r2}に とうたつ
Title_TrainRoof	 {[0301|0000]}{r2[だい]}台{/r2}の でんしゃの やねにのる{[031c]}
Title_FoundPluralSecretPath	かくしつうろを {[0301|0000]}つ {r2[み]}見{/r2}つける{[031c]}
Title_ExamineTheContainer	コンテナの にもつを しらべる
Title_Cave	{r2[かぜ]}風{/r2}が しのげる ほらあな {r2[み]}見{/r2}つけて
Title_GetHotMeal	ふなのりの グルメを {[0301|0000]}つ たべる{[031c]}
Title_Underground	{r2[ちか]}地下{/r2}の かくしべやへ とびこむ
Title_TakeOffWantedNoticeE	{r2[て]}手{/r2}はいしょを {[0301|0000]}まい はがしてあげる{[031c]}
Title_TwinFrostyNoDamage	ツインワイルドフロストを ノーダメージでたおす
Title_MaxTomato	より{r2[みち]}道{/r2}して マキシムトマトを いただきます
Title_SwallowDededeHammer	デデデ{r2[だいおう]}大王{/r2}の ハンマーを すいこむ
Title_DefeatBossWithoutGuard	ノーガードで たおす
Title_DefeatBoss4LimitedTime	{[0303]} いないに たおす{[031d]}
Title_DefeatBoss4NoDamage	ノーダメージで クリア
Title_ShootTargetSwitch	{r2[そら]}空{/r2}にうかぶ マトを {[0301|0000]}まい ねらいうち{[031c]}
Title_DefeatMbossRing	スワロリーナを わっかほおばりで たおす
Title_DefeatSquishy	はぐれスクイッシーを たおす
Title_SleepInSecretPool	ヒミツのプールで おひるね
Title_DefeatPoisonToadEnemy	ポイズンゲロムを {[0301|0000]}ひき たおす{[031c]}
Title_PerfectDig	かくしべやで パーフェクトあなほり
Title_CompareIceCream	{[0301|0000]}つの アイスを {r2[た]}食{/r2}べくらべ{[031c]}
Title_BonkersCutter	カッターで ワイルドボンカースを たおす
Title_FitShape	すべてのヘンケイを カタチあなにはめる
Title_TakeOffWantedNoticeDark	キャニオンで {[0301|0000]}まいの {r2[て]}手{/r2}はいしょ はがし{[031c]}
Title_SecretRoomClearWithoutFalling	あなに おちずに かくしべやを クリア
Title_TreasureCactus	{r2[み]}三{/r2}つ{r2[ご]}子{/r2}サボテンに かくされた おたから
Title_DefeatBoss5CopyAbility	{[030a]}で たおす
Title_BreakDollKirby	アルマパラパの {r2[てづく]}手作{/r2}りカービィ {[0301|0000]}{r2[たい]}体{/r2} こわす{[031c]}
Title_DefeatBoss5LimitedTime	{[0303]} いないに たおす{[031d]}
Title_DefeatBoss5NoDamage	ノーダメージで クリア
Title_DefeatLookoutWildEnemy	{r2[み]}見{/r2}はりのガルルフィを {[0301|0000]}ひき たおす{[031c]}
Title_FoundSecretPath	ヒミツの ぬけ{r2[みち]}道{/r2}を {r2[み]}見{/r2}つける
Title_VolcanoRock	{r2[かざん]}火山{/r2}だんに {r2[みず]}水{/r2}をかけて {[0301|0000]}コ こわす{[031c]}
Title_AnimalsFood	てきの まもる お{r2[にく]}肉{/r2}を{[0301|0000]}つ いただく{[031c]}
Title_TurnWindmillAll	すべての かざ{r2[ぐるま]}車{/r2}スイッチを {r2[まわ]}回{/r2}す
Title_DefeatFrostyCrash	クラッシュで ワイルドフロストを たおす
Title_NobodyControlRoom	せいぎょしつへ しんにゅうせよ
Title_Coffee	コーヒー{[0301|0000]}ばいで ねむけざまし{[031c]}
Title_NeverPress	いちども はさまれない
Title_FoundVolcanoSecretPath	かくれ{r2[みち]}道{/r2}の さらにおく{r2[ち]}地{/r2}を たんさく
Title_DefeatBossRush2LimitedTime	アルマパラパを {[0303]}いないに たおす{[031d]}
Title_DefeatBossRush3NoDamage	キャロラインを ノーダメージでたおす
Title_DefeatBeast	さいしょの まちぶせビースト ぜんぶたおす
Title_TakeOffWantedNoticeHeadquarters	ほんきょ{r2[ち]}地{/r2}で {[0301|0000]}まいの {r2[て]}手{/r2}はいしょ はがし{[031c]}
Title_NotFallTriangle	さんかくほおばりで マグマにおちない
Title_NotFire	ワイルド デデデの {r2[ほのお]}炎{/r2}のこうげきを くらわない
Title_DefeatBoss6LimitedTime	{[0303]} いないに たおす{[031d]}
Title_DefeatBoss6NoDamage	ノーダメージで クリア
Title_EvolveTwice	２だんかい{r2[いじょう]}以上{/r2} しんかした のうりょくでたおす
Pause.msbt
$ContinueBtnText	つづける
TwoPersonPlayBtnText	{r2[ふたり]}２人{/r2}であそぶ
OnePersonPlayBtnText	{r2[ひとり]}1人{/r2}であそぶ
BackToTitleBtnText	タイトルへもどる
$OperationSetupBtnText	そうさせってい
$AmiiboBtnText	{r2[アミーボ]}amiibo{/r2}
$DifficultyBtnText	なんいどせってい
BackToTownBtnText	ワドルディの{r2[まち]}町{/r2}へ
RetryBtnText	リトライする
ExitStageBtnText	ステージをでる
ExitArenaBtnText	コロシアムをでる
FileName	ファイル {[0301|0000]}
$Percent	%
$ArenaEntryRank1stText	1
$ArenaEntryRank2ndText	2
$ArenaEntryRank3rdText	3
$SlashText	/
$TownTitleNameShortruby	まち
$ConfigTitle	そうさせってい
ConfigKeyAssign_Move	いどう
ConfigKeyAssign_Guard	しゃがみガード
ConfigKeyAssign_Swallow	/ のみこみ
ConfigKeyAssign_Jump	ジャンプ
ConfigKeyAssign_Attack	こうげき
ConfigKeyAssign_UseStockItem	ストックアイテムを\nつかう
ConfigKeyAssign_DropAbility	のうりょくをすてる
ConfigToggleBtn_TypeA	Aタイプ
ConfigToggleBtn_TypeB	Bタイプ
ConfigToggleBtn_On	{r2[オン]}ON{/r2}
ConfigToggleBtn_Off	{r2[オフ]}OFF{/r2}
$ConfigTogglePanel_OperationType	そうさタイプ
$ConfigTogglePanel_AutoSwallow	オートのみこみ
$PauseTopCloseInfoText	とじる
$PauseDifficultySelectTitle	なんいどせってい
Resident.msbt
$Saving	セーブ{r2[ちゅう]}中{/r2}
TownTitle	ワドルディの{r2[まち]}町{/r2}
$TownTitleNameShortruby	まち
Time_MinSec2	{[0301|0000]}:{[0302|0000]}
Time_MinSec2Csec2	{[0301|0000]}:{[0302|0000]}.{[0302|0100]}
Time_MinSec2Msec3	{[0301|0000]}:{[0302|0000]}.{[0302|0100]}
Step.msbt
$StageClearText	ステージクリア！
$EstoryStageSoulComplete	ソウルコンプリート！
ChargeGuide_DiscardAbility	のうりょくすてる
ChargeGuide_DiscardDeform	はきだす
HowToGuide_Inhale	ほおばる
HowToGuide_Open	あける
HowToGuide_Slide	スライディング
HowToGuide_Sleep	おひるね
HowToGuide_Look	ながめる
HowToGuide_Watch	ほんをみる
HowToGuide_FindOut	しらべる
Step_GuideMovie_Discard	{[0703|0300]} のうりょくすてる
Step_GuideMovie_Inhale	{[0701|0100]} すいこむ
Step_GuideMovie_InhaleWithAbility	{[0701|0100]} ほおばる
Step_GuideMovie_Swallow	{[0409|6000]}/{[040a|6100]} のみこむ
Step_GuideMovie_Jump	{[0700|0000]} ジャンプ
Step_GuideMovie_Hover	{[0700|0000]} ホバリング
Step_GuideMovie_Spit	{[0701|0100]} はきだす
Step_GuideMovie_DeformCarBoost	{[0701|0100]} ターボダッシュ
Step_GuideMovie_DeformLightbulbTurnOn	{[0701|0100]} あたりをてらす
Step_GuideMovieTitle_DeformWaterBalloonAttack	みずはきだし
Step_GuideMovie_DeformWaterBalloonAttack	パレードカーにむかって{[0701|0100]}
Step_GuideMovie_GetOff	りく{r2[ち]}地{/r2}にむかって{[0700|0000]}
Step_GuideMovie_GetOn	ふねにむかって{[0700|0000]}
Step_GuideMovie_FuseCannon	{r2[ひ]}火{/r2}をつける～のりこむ
Step_GuideMovieTitle_AbilityGuideBombTargetThrow	ねらってなげる
Step_GuideMovie_AbilityGuideBombTargetThrow	{[0701|0100]}{r2[なが]}長{/r2}おし～はなす
Step_GuideMovieTitle_AbilityGuideCutterHoldCutter	ホールドチャージ
Step_GuideMovie_AbilityGuideCutterHoldCutter	{[0701|0100]}{r2[なが]}長{/r2}おし～はなす
Step_GuideMovieTitle_AbilityGuideCutterItemCatch	アイテムキャッチ
Step_GuideMovie_AbilityGuideCutterItemCatch	アイテムをねらって{[0701|0100]}
Step_GuideMovieTitle_AbilityGuideDrillGroundAttack	グラウンドーン
Step_GuideMovie_AbilityGuideDrillGroundAttack	{[0701|0100]}{r2[なが]}長{/r2}おし～はなす
Step_GuideMovieTitle_AbilityGuideFireBurn	バーニングアタック
Step_GuideMovie_AbilityGuideFireBurn	いどう{r2[ちゅう]}中{/r2}に ジャンプ＋{[0701|0100]}
Step_GuideMovieTitle_AbilityGuideIceIceStorm	こちこちブリザード
Step_GuideMovie_AbilityGuideIceIceStorm	{[0701|0100]}れんだ～{r2[なが]}長{/r2}おし
Step_GuideMovieTitle_AbilityGuideNeedleNeedleRoll	ニードルボウル
Step_GuideMovie_AbilityGuideNeedleNeedleRoll	{[0701|0100]}{r2[なが]}長{/r2}おし＋いどう
Step_GuideMovieTitle_AbilityGuideNeedleNeedleRollFinish	とばして{r2[あ]}当{/r2}てる
Step_GuideMovie_AbilityGuideNeedleNeedleRollFinish	{[0701|0100]}{r2[なが]}長{/r2}おし～はなす
Step_GuideMovieTitle_AbilityGuideRangerChargeShot	ためショット
Step_GuideMovie_AbilityGuideRangerChargeShot	{[0701|0100]}{r2[なが]}長{/r2}おし～はなす
Step_GuideMovieTitle_AbilityGuideTornadoFinishAttack	しゅんかん\nさいだいふうそく
Step_GuideMovie_AbilityGuideTornadoFinishAttack	{[0701|0100]}～もういちど{[0701|0100]}
DeformGuide_Jump	ジャンプ
DeformGuide_CarAction	ターボダッシュ
DeformGuide_ConeAction	つきさし
DeformGuide_LockerAction1	たおす
DeformGuide_RingAction	とっぷう
DeformGuide_StairsAction	バッタン
DeformGuide_VendingMachineAction	かんショット
$Multiplication	×
DeformGuide_Remainder_SoldOut	うりきれ
DeformGuide_WaterTankAction	あける
DeformGuide_ShipAction	とっぷうターボ
DeformGuide_ElevatorAction	のびちぢみ
DeformGuide_LightbulbAction	あたりをてらす
DeformGuide_WaterBalloonAction	みずはきだし
DeformGuide_CoasterAction	かたむける
DeformGuide_GliderAction1	じょうしょう/かこう
DeformGuide_GliderAction2	スピンとっしん
GliderCtrlStateNormal	ノーマル
GliderCtrlStateReverse	リバース
$GliderCtrlGuideTitle	{r2[じょうげ]}上下{/r2}そうさ きりかえ
$Slash	/
$RestartText	チェックポイント
$HowToGuidePlusText	+
SupportSpeak.msbt
TownGuideToStory_00	{[1401]}{[1907|01cd]}じゅんびは できた？\nそろそろ ぼうけんにいこうよ！
TownBlueprint_00	{[1401]}{[1907|01cd]}{r2[あたら]}新{/r2}しく {r2[て]}手{/r2}にいれた {color[ff4d2fff]}せっけい{r2[ず]}図{/r2}{color[000000ff]}を\nさっそく {color[ff4d2fff]}ぶき{r2[や]}屋{/r2}{color[000000ff]}に もっていこうよ！
TownUrgeSleepFirst_00	{[1900|02cd]}カービィハウスで おひるね すると\nげんきに なれるんだよ。
TownUrgeSleep_00	{[1905|05cd]}カービィ、{r2[たいりょく]}体力{/r2}が へってるよ。\nおうちで おひるね していこうよ！
TownNoticeArenaReward_00	{[1907|03cd]}コロシアムの うけつけで {color[ff4d2fff]}もらっていない\nほうしゅう{color[000000ff]}を もらえる みたいだよ！
TownStreetLiveTipHoldBtn_00	{color[ff4d2fff]}{[1907|00cd]}{[0400|0000]}{color[000000ff]}を おしつづければ\nじどうで {[0100|8000]}コインスターを {r2[い]}入{/r2}れられるよ。
TownBrokenTown_00	{[1909|04cd]}カービィ、はやくワドルディたちを\nたすけに {r2[い]}行{/r2}こうよ！
TownStory1_00	{[1905|05cd]}ワドルディたちが たてなおした\nしせつを すこし {r2[み]}見{/r2}に{r2[い]}行{/r2}ってみない？
TownStory1_01	{[1401]}{[1907|01cd]}ワドルディたちが {r2[まち]}町{/r2}にもどってきて\nすこしずつ にぎやかに なってきたね～。
TownStory1_02	{[1401]}{[1909|02cd]}たすけた ワドルディたちが {r2[まち]}町{/r2}で\nどうすごしてるか ようすを{r2[み]}見{/r2}て{r2[い]}行{/r2}かない？
TownAbleToEvolution_00	{[1909|00cd]}カービィ！ {color[ff4d2fff]}しんかできる{color[000000ff]}\nコピーのうりょくが あるみたいだよ。
TownArena_00	{[1401]}{[1907|00cd]}コロシアムで メタナイトカップが\nかいさい{r2[ちゅう]}中{/r2}だって。 {r2[い]}行{/r2}ってみようよ！
TownStoryCleared_00	{[1401]}{[1900|04cd]}カービィに また{r2[あ]}会{/r2}えて よかったよぉ…\nこれからも どうぞ よろしくね！
TownLeopard_00	{[1905|00cd]}キャロラインが {r2[まち]}町{/r2}に きてるよ！\nちょっと ようすを {r2[み]}見{/r2}に{r2[い]}行{/r2}ってみようよ。
TownEstory_00	{[1402]}{[1902|00cd]}レオンガルフ、だいじょうぶかな…\nがんばって {r2[み]}見{/r2}つけださなくちゃ。
TownDedede_00	{[1905|04cd]}{r2[まち]}町{/r2}に デデデ{r2[だいおう]}大王{/r2}が あそびに きてるよ。\nなにか {color[ff4d2fff]}わたしたいもの{color[000000ff]}が あるみたい！
TownPresentCode_00	{[1401]}{[1909|01cd]}{r2[まち]}町{/r2}のどこかに プレゼントキーワードが\nかくされてるんだって。さがしてみようよ！
TownFoodStore_00	{[1905|05cd]}カフェは いつも にぎやかだね。\nお{r2[みせ]}店{/r2}が いそがしそうだから てつだいに{r2[い]}行{/r2}く？
TownFishingPond_00	{[1909|00cd]}{r2[いけ]}池{/r2}には おうごんのヌシが いるらしいよ。\nまた つりに {r2[い]}行{/r2}ってみようよ！
TownRollingBall_00	{[1401]}{[1909|01cd]}そうだ！ タマコロカービィを\nコンプリートしに あそびに{r2[い]}行{/r2}かない？
TownCapsuleToyMachine_00	{[1401]}{[1900|02cd]}フィギュアの コンプリートを めざして\nガチャルポンを まわしに {r2[い]}行{/r2}かない？
TownArenaBossBattle_00	{[1401]}{[1905|04cd]}The アルティメットカップが かいさいしてるよ！\nエントリーしに {r2[い]}行{/r2}ってみようよ！
TownArenaBossBattleRand_00	{[1401]}{[1905|04cd]}The アルティメットカップが かいさいしてるよ！\nエントリーしに {r2[い]}行{/r2}ってみようよ！
TownArenaBossBattleExtra_00	{[1903|00cd]}コロシアムで すごい{r2[たいかい]}大会{/r2}が やってるみたい…\nドキドキするけど、エントリーしてみる？
TownArenaBossBattleExtraRand_00	{[1903|00cd]}コロシアムで すごい{r2[たいかい]}大会{/r2}が やってるみたい…\nドキドキするけど、エントリーしてみる？
TownStreetLiveGradeUpRand_00	{[1905|01cd]}ワドライブに ギターケースが おかれてるみたい。\nもしかして さらに グレードアップするのかな？
TownStreetLiveGradeUp_00	{[1905|01cd]}ワドライブに ギターケースが おかれてるみたい。\nもしかして さらに グレードアップするのかな？
TownCompleteWaddleDee_00	{[1900|00cd]}{r2[まち]}町{/r2}に ボクたちの どうぞうが あるなんて\nちょっと てれくさいね～。
TownAreaOpenSpace_00	{[1401]}{[1907|00cd]}ワドルディたちは つぎに\nどんなしせつを たてなおすのかな？
TownAreaTheaterRoom_00	{[1900|00cd]}いろんな ムービーが こうかい{r2[ちゅう]}中{/r2}だけど\nカービィは {r2[なに]}何{/r2}がみたい？
TownAreaTheaterRoom_01	{[1401]}{[1907|01cd]}おもしろそうな ムービーが たくさんあって\n{r2[なに]}何{/r2}をみようか まよっちゃうよねー。
TownAreaTheaterRoom_02	{[1401]}{[1900|02cd]}カービィ！ みたいムービーは きまった？\nきまったら せきにすわって しずかにねっ。
TownAreaAbilityRoom_00	{[1905|05cd]}どの のうりょくにするか きまった？\nいっぱいあって まよっちゃうよね。
TownAreaAbilityRoom_01	{[1401]}{[1909|02cd]}コピーのうりょくって いっぱいあるけど\nカービィの お{r2[き]}気{/r2}に{r2[い]}入{/r2}りは どれかな？
TownAreaAbilityRoom_02	{[1907|01cd]}となりのへやには のうりょくを ためせる\nサンドバッグさんを よういしてる みたい！
TownAreaCapsuleToyMachine_00	{[1905|00cd]}まだ もってない フィギュアって あったかな…\nちょっと ガチャルポンを まわして{r2[い]}行{/r2}く？
TownAreaCapsuleToyMachine_01	{[1905|05cd]}いっぱい しゅるいが あるね。\nカービィは どのフィギュアが すき？
TownAreaCapsuleToyMachine_02	{[1900|03cd]}{[1401]}いちど フィギュアを あつめはじめると\nついつい コンプリートしたく なるよねっ。
TownAreaDeliveryService_00	{[1905|00cd]}カービィ、まだつかってない\nプレゼントキーワードって なかったっけ？
TownAreaDeliveryService_01	{[1907|01cd]}しってた？ {r2[まち]}町{/r2}に かくされた キーワードが\nいくつか あるんだって！
TownAreaDeliveryService_02	{[1905|05cd]}{r2[まち]}町{/r2}に かくされた キーワードが あるけど…\nいったい だれが かいてるんだろうね？
TownAreaKirbyHouse_00	{[1401]}{[1900|01cd]}カービィハウスって \nカービィと いっしょで まるいねぇ～。
TownAreaKirbyHouse_01	{[1907|00cd]}{r2[たいりょく]}体力{/r2}が へった{r2[とき]}時{/r2}は\nカービィハウスで おひるねすると いいよ。
TownAreaFoodStore_00	{[1401]}{[1909|02cd]}カフェから いいかおりがする～\nカービィ、いまから おちゃしない？
TownAreaFoodStore_01	{[1401]}{[1900|02cd]}カービィの だいこうぶつの マキシムトマトが\nうってるよ！ テイクアウトして{r2[い]}行{/r2}く？
TownAreaFoodStore_02	{[1401]}{[1907|01cd]}いい{r2[てんき]}天気{/r2}だから カフェの ２かいで\nごはんを {r2[た]}食{/r2}べて{r2[い]}行{/r2}くのも よさそうだねぇ～。 
TownAreaArena_00	{[1401]}{[1901|03cd]}うわー！ かんきゃくの おうえんする{r2[こえ]}声{/r2}が\nここまで {r2[き]}聞{/r2}こえてくるよ。
TownAreaArena_01	{[1909|00cd]}うでだめしに、コロシアムに\nさんかして みようよ！
TownAreaArena_02	{[1401]}{[1900|02cd]}ワドルディたちに むかって\n{color[ff4d2fff]}{[041c|a300]}{color[000000ff]}をすると いっしょに よろこんでくれるよ。
TownAreaLookoutTower_00	{[1401]}{[1907|04cd]}わあぁ～っ！\nここからなら {r2[まち]}町{/r2}を{r2[み]}見{/r2}わたせるね～！
TownAreaLookoutTower_01	{[1900|01cd]}かぜが とっても {r2[き]}気{/r2}もちイイね、\nカービィ！
TownAreaPharmacy_00	{[1401]}{[1907|03cd]}わぁ～ {r2[たいりょく]}体力{/r2}が ２ばいになる アイテムだって。\nボスにかてない{r2[とき]}時{/r2}に {r2[か]}買{/r2}ってみようよ。
TownAreaPharmacy_01	{[1905|05cd]}アタックアップを かっておけば\nコロシアムも ラクに ゆうしょうできるかな？
TownAreaPharmacy_02	{[1900|02cd]}スピードアップする アイテムがあるよ。\nどんなステージも すいすいクリア できそう！
TownAreaFishingPond_00	{[1905|05cd]}ワドルディが つりを してるね。\nボクたちも つりを して{r2[い]}行{/r2}こうか！？
TownAreaFishingPond_01	{[1401]}{[1907|04cd]}カービィ、ココの{r2[いけ]}池{/r2}には\nとんでもないヌシが いるらしいよ… つれるかな？
TownAreaRollingBall_00	{[1401]}{[1900|00cd]}タマコロカービィ！ おもしろいよね。\nボクは タマをコロコロする かんかくがすき！
TownAreaRollingBall_01	{[1905|04cd]}せかいには すごいタイムで タマコロカービィを\nクリアしてる{r2[ひと]}人{/r2}が いるみたい… まけられないね！
TownAreaStreetLive_00	{[1907|04cd]}いろんな{r2[きょく]}曲{/r2}を えんそうして くれるみたい！\nカービィは どの{r2[きょく]}曲{/r2}が すき？
TownAreaStreetLive_01	{[1905|04cd]}どんな{r2[きょく]}曲{/r2}を えんそうして くれるのかな?\nちょっと リクエストしてみない？
TownAreaCentralSquare_00	{[1401]}{[1900|03cd]}カービィ、ワドルディたちに {color[ff4d2fff]}{[041d|a400]}{color[000000ff]}で\n{r2[て]}手{/r2}をふると {r2[て]}手{/r2}をふりかえしてくれるかもね！
TownAreaCentralSquare_01	{[1401]}{[1907|01cd]}ひろばに きれいな お{r2[はな]}花{/r2}が\nいっぱい さいてるね！
TownAreaCentralSquare_02	{[1401]}{[1900|02cd]}{r2[まち]}町{/r2}に いろんな しせつが\nドンドン たってきて たのしいねぇ～。
WmapTownBuildingUnlocked_00	{[1401]}{[1909|01cd]}{r2[まち]}町{/r2}に{color[ff4d2fff]} {r2[あたら]}新{/r2}しいしせつ{color[000000ff]}が できたみたい。\nよかったら {r2[み]}見{/r2}にいこうよ！
WmapCompleteWaddleDee_00	{[1401]}{[1901|03cd]}これで ワドルディを みんな たすけられたね。\n{r2[まち]}町{/r2}にもどって {r2[あ]}会{/r2}いにいこうよっ！
WmapGuideToCstage_00	{[1901|00cd]}{color[ff4d2fff]}トレジャーロード{color[000000ff]}を クリアすると\n{color[ff4d2fff]}{[0101|8100]}レアストーン{color[000000ff]}が {r2[て]}手{/r2}に{r2[はい]}入{/r2}るみたいだよ。
WmapBlueprint_00	{[1401]}{[1909|00cd]}{r2[あたら]}新{/r2}しく{r2[て]}手{/r2}にいれた {color[ff4d2fff]}せっけい{r2[ず]}図{/r2}{color[000000ff]}を とどけに\n{color[ff4d2fff]}{r2[まち]}町{/r2}にもどって {color[000000ff]}みようよ。
WmapBackToTown_00	{[1907|00cd]}ワールドマップで{r2[まち]}町{/r2}に もどりたいときは\n{color[ff4d2fff]}{[0401|0100]}{color[000000ff]}をおすと、すぐに もどれるんだよ。
WmapTurboMoveFirst_00	{color[ff4d2fff]}{[1907|01cd]}{[040a|6100]}{color[000000ff]}をおしたまま スティックをたおすと\nいつもより はやくいどう できるよ。
WmapTurboMove_00	{color[ff4d2fff]}{[1907|01cd]}{[040a|6100]}{color[000000ff]}をおしたまま スティックをたおすと\nいつもより はやくいどう できるよ。
WmapBossStageUnlocked_00	{[1905|05cd]}ボスと たたかう{r2[まえ]}前{/r2}に\n{r2[まち]}町{/r2}で じゅんびを したほうがいいかも！
WmapUrgeSleep_00	{[1402]}{[1902|01cd]}カービィ、{r2[たいりょく]}体力{/r2}が へっているよ。\nいちど {r2[まち]}町{/r2}にもどって やすまない？
WmapArea1BrokenTown_00	{[1907|01cd]}カービィ、つかまった ワドルディたちを\nたすけに{r2[い]}行{/r2}こうよ！
WmapArea1_00	{[1401]}{[1900|02cd]}いっぱいの みどりに かこまれて\nきもちがいいね～ カービィ！
WmapArea2_00	{[1401]}{[1907|04cd]}きれいな {r2[うみ]}海{/r2}だね。\nちょっと およいで{r2[い]}行{/r2}こうよ！
WmapArea3_00	{[1401]}{[1901|03cd]}うわぁ～ ゆうえん{r2[ち]}地{/r2}だ！\nいろんな のりものがあるね～。
WmapArea4_00	{[1402]}{[1903|03cd]}うぅ～ ずっと ココにいると\nこごえちゃい そうだよ～。
WmapArea5_00	{[1907|03cd]}わぁ～ あたり{r2[いちめん]}一面{/r2}、すなだらけだ。\nどこまで ひろがってるんだろう？
WmapArea6_00	{[1402]}{[1902|02cd]}あわわ… じっとしてたら\nマグマに とかされちゃいそうだね。
WmapArea7_00	{[1901|00cd]}カービィ、ボクちょっと こわいけど…\nもう、{r2[い]}行{/r2}くしかないよね！
EstoryWmapFirst_00	{[1902|01cd]}ここは おそろしい{r2[しねん]}思念{/r2}で {r2[つく]}作{/r2}られた{r2[せかい]}世界{/r2}だ…\nしんちょうに すすもう…っ！
EstoryWmap1_00	{[1902|01cd]}ここは おそろしい{r2[しねん]}思念{/r2}で {r2[つく]}作{/r2}られた{r2[せかい]}世界{/r2}だよ…\nしんちょうに すすもう…っ！
EstoryWmap2_00	{[1901|00cd]}…ボク こわくないよ！\nカービィが いっしょだからねっ！
EstoryWmap3_00	{[1906|02cd]}この{r2[せかい]}世界{/r2}、とっても ふあんていだよ。\nだれかの {r2[ゆめ]}夢{/r2}の{r2[なか]}中{/r2}にいる みたいだ…
WmapCommon1_00	{[1401]}{[1900|00cd]}カービィと いっしょなら\nどこに ぼうけんへ{r2[い]}行{/r2}っても たのしいねぇ～。
WmapCommon2_00	{[1907|01cd]}ねぇ カービィ！\nつぎは どこに {r2[い]}行{/r2}こうか？
WmapCommon3_00	{[1401]}{[1900|02cd]}やっぱり ぼうけんって ワクワクするね！\nカービィと いっしょだから たのしいのかな。
EstorySoulRestNum_00	{[1905|00cd]}このあたりには まだ、あと{color[ff4d2fff]}{[0301|0000]}コ{color[000000ff]}\nレオンのソウルが あるみたいだよ！
EstorySoulLast_00	{[1905|04cd]}このあたりに のこっている\nレオンのソウルは あと{color[ff4d2fff]}1コ{color[000000ff]} みたいだよ！
EstorySoulCompleted_00	{[1905|05cd]}このあたりには もう\nレオンのソウルは ないみたいだよ。
EstoryPresentItem_00	{[1901|00cd]}あぁ、レオンガルフを とめないと…！\nカービィ これをつかってっ！
TitleMenu.msbt
TopBtnContinue	つづきから
TopBtnContinueP2	{r2[ふたり]}２人{/r2}でつづきから
TopBtnFileSelect	ファイルをえらぶ
TopBtnGameStart	スタート
TopMenuFileName	ファイル {[0301|0000]}
$TitleMenuCopyright	©HAL Laboratory, Inc. / Nintendo
$FileSelectFileName1Text	ファイル 1
$FileSelectFileName2Text	ファイル 2
$FileSelectFileName3Text	ファイル 3
$FileSelectPercentText	％
$FileSelectSubTitleCasualText	はるかぜモード
