AbilityList.msbt
$TownAbilityListAttackText	Power
Msg_TownSupport_TalkLeopardAfterClear_01	You saved me, Clawroline. You kept me alive and\nmade sure I'd be able to see Kirby again!{[0004]}{[1907|01cd]}You helped me when I needed it, and we helped you\nin return. Now we can all be friends together!{[1400]}
Msg_TownSupportTalk_CentralSquare_00	{[1402]}{[1902|00cd]}When the Waddle Dees were first being captured,\nI thought I would end up all alone again...{[0004]}But then I met you, Kirby. And you worked so hard\nto save everyone and rebuild this town...{[0004]}{[1401]}{[1900|02cd]}Thank you, Kirby. Thank you so much!
Msg_TownSupportTalk_Common3_00	{[1402]}{[1904|03cd]}Say... What do you think the Beast Pack wants the\nWaddle Dees for anyway?{[0004]}I had just gotten to know all of them when the pack\narrived and started capturing everyone.{[0004]}We're far from the beasts' territory, so we thought\nbuilding a town here would keep us safe...{[0004]}Thank goodness you came along, Kirby!
Msg_TownSupportTalk_Common3_01	{[1905|05cd]}The Waddle Dees work really hard. I can't believe\nthey rebuilt this town so quickly!
Msg_TownSupportTalk_Common3_02	{[1904|04cd]}The Waddle Dees told me they used to live in the\nsame place as you! Did you know each other there?{[0004]}{[1403]}{[1908|00cd]}...{[0004]}Huh.{[0004]}{[1404]}So THAT'S how you all knew each other before you\ncame here? I never would have guessed!{[0004]}I bet that kept things interesting. I'm kinda jealous!
Msg_TownSupportTalk_PresentCode1_00	{[1905|02cd]}Hey, Kirby! I think there's a Present Code back here!\n"{color[ff4d2fff]}{[031f]}{color[000000ff]}"\nMaybe it's a thank-you gift from the Waddle Dees?
Msg_TownSupportTalk_PresentCode2_00	{[1905|00cd]}Ooh! There's a strange message in this pamphlet...\n"{color[ff4d2fff]}{[031f]}{color[000000ff]}"\nThis must be the hidden Present Code!
Msg_TownSupportTalk_PresentCode3_00	{[1905|01cd]}Something is written on this wall! Let's see...\n"{color[ff4d2fff]}{[031f]}{color[000000ff]}"\nIs this a hidden Present Code?
Msg_TownSupportTalk_PresentCode4_00	{[1905|03cd]}Huh? There's something written here...\n"{color[ff4d2fff]}{[031f]}{color[000000ff]}"\nIs this a hidden Present Code?
Msg_TownSupportTalk_PresentCode5_00	{[1905|04cd]}Hey, look at this! There's a code hidden here...\n"{color[ff4d2fff]}{[031f]}{color[000000ff]}"\nIs this a hidden Present Code?
Msg_TownSupportTalk_PresentCode6_00	{[1905|05cd]}Have you wondered why the Beast Pack stopped\nattacking and left this town alone?{[0004]}You certainly helped when you arrived, Kirby, but...{[0004]}The Waddle Dees told me that Meta Knight has been\nfighting to protect the town all on his own!{[0004]}He keeps watch day and night... He's even doing it\nright now from that perch up there!{[0004]}{[1401]}{[1900|00cd]}Gosh, Meta Knight is so strong...and so cool!
Msg_TownSupportTalk_PresentCode6_01	{[1905|01cd]}Something is written on this wall...\n"{color[ff4d2fff]}{[031f]}{color[000000ff]}"\nIs this a hidden Present Code?
Msg_TownSupportTalk_Common2_00	{[1905|05cd]}If you keep doing amazing things, you might get\nenough {color[ff4d2fff]}special photos {color[000000ff]}to cover this whole wall!
Msg_TownSupportTalk_Common2_01	{[1909|02cd]}Look, Kirby! That photo was taken when the whole\nBeast Pack came to say hello.{[0004]}Let's make a bunch of unforgettable memories and\nfill this whole wall with photos!
Msg_TownSupportTalk_Common2_02	{[1402]}{[1902|00cd]}When we heard Leongar had gone missing, I wasn't\nsure what we should do...{[0004]}I'm so glad we managed to save him!{[0004]}{[1401]}{[1900|02cd]}Now that everyone is safe, I hope we can make all\nkinds of unforgettable memories together!
Msg_TownSupportTalk_Common2_03	{[1907|01cd]}To decorate your house with figures, just open up\nyour collection with {color[ff4d2fff]}{[0412|9500]}{color[000000ff]}...{[0004]}Then select the figure you want, and press {color[ff4d2fff]}{[0411|9400]} {color[000000ff]}to\ndisplay it!
Msg_TownSupportTalk_Common2_04	{[1900|02cd]}If you take a nap in your bed, you'll recover all of\nyour health.
Msg_TownSupportTalk_Common2_05_01	{[1401]}{[1900|03cd]}Gosh, Kirby! I'm glad you like talking to me so much.{[0004]}Say...I never told you about what happened here\nbefore you arrived, did I?{[0004]}In the past, all the animals of this world lived in\npeace and harmony—kinda like we are now!{[0004]}I mean, we fought every now and then, but...
Msg_TownSupportTalk_Common2_05_02	We all tried to share our food and work together.\nThings were really nice!{[0004]}Then one day...a big, scary figure calling himself\nLeongar rose to power.{[0004]}Under his rule, everyone started going wild!{[0004]}I got pretty scared, so I went into hiding for a long\ntime...until the Waddle Dees started appearing!
Msg_TownSupportTalk_Common2_05_03	They were lost and afraid, so I wanted to help them.\nWe eventually decided a town would keep us safe!{[0004]}The first few buildings had just gone up when the\nanimals—now called the Beast Pack—found us.{[0004]}We fought as hard as we could, but in the end, the\ntown was destroyed...and everyone got captured...{[0004]}That's when you dropped in, Kirby!
Msg_TownSupportTalk_Common2_05_04	Thank you so much for saving me back then.\nI'm so glad I met you...{[0004]}I hope we can go on another adventure someday!{[0004]}My power to create vortices isn't very strong,\nbut I can open one to Planet Popstar anytime.{[0004]}So no matter what the future holds...\n{[1401]}{[1907|01cd]}I hope we'll always stay friends, Kirby!
Msg_TownSupportTalk_StreetLive_00	{[1401]}{[1907|03cd]}Wow! They built a corner stage! Looks like that\nband is named the {color[ff4d2fff]}Deedly Dees{color[000000ff]}.{[0004]}Can we stop and listen? Maybe they'll play requests\nif we toss {color[ff4d2fff]}{[0100|8000]}{color[000000ff]} {color[ff4d2fff]}Star Coins{color[000000ff]} into their {color[ff4d2fff]}guitar case{color[000000ff]}...
MgameBall.msbt
$Difficulty	Difficulty
$HardMode	Extra Hard
$BestTime	Best Time
$RewardIndex	Reward
RewardTitle_Clear	{[031b]} Cleared
RewardTitle_Time	Cleared in\n{[0304]}
ModeChangeBtn_ToNormal	Change to Normal
ModeChangeBtn_ToHard	Change to Extra Hard
$GyroReset	Reset Tilt
StartBtnText	Pay {[0100|8000]} {[0301|0000]} to play
$MgameBallClear	Clear
$NewRecord	New Record!
MgameFish.msbt
HowToGuide_Fish	Fish
$NewRecord	New record!
Result_Weight	{[0301|0000]} g
ScoreBoard_Date	{[0302|0100]}/{[0302|0200]}/{[0302|0000]}
ScoreBoard_Date_None	----/--/--
ScoreBoard_Weight_None	-----
$G	g
ScoreBoard_Time_None	--.--
$Sec	sec.
$1st	1
$MgameFishScoreBoard2nd	2
$MgameFishScoreBoard3rd	3
MgameFood.msbt
RecruitTitle	Waddle Dee Café:\nHelp Wanted!
$MgameMenuBtnSolo	Solo
$MgameMenuBtnMulti	Co-op
$MgameMenuBtnJob	Gig
$LevelSelectTitle	How Busy?
$MgameMenuBtnEasy	Easy
$MgameMenuBtnNormal	Hustle
$MgameMenuBtnHard	Frenzy
$MgameMenuBtnJobLevel	Gig
DifficultyDetail_Easy	This will be a {color[ff4d2fff]}practice shift{color[000000ff]}. Take it easy,\nand learn how this job works!
DifficultyDetail_Normal	This is a {color[ff4d2fff]}busier shift{color[000000ff]} than the practice\nround. Serve as many orders as you can!
DifficultyDetail_Hard	This is a {color[ff4d2fff]}super-busy shift{color[000000ff]}! Will you\nsurvive the Lunch Rush of doom?!
DifficultyDetail_Lock	You aren't ready for this shift yet.\nTry to clear the {color[ff4d2fff]}Easy Gig{color[000000ff]} first, OK?\nThen you can give this one a try.
$MgameFoodSignGoText	GO!
$MgameFoodSignText	READY
$Mgame1Player	P1
$Mgame2Player	P2
$MgameFoodLunchTimeText	It's Lunch Rush Time!
$MgameFoodFinishText	FINISHED!
PauseBtn_Continue	Continue
PauseBtn_Retry	Retry
PauseBtn_GiveUp	Quit
$PauseTopCloseInfoText	Close
GameClear_Title	{[0318]} Clear!
$MgameFoodWin	Winner
$MgameFoodHighScoreTitle	High Score
BaseScoreText	Total Served: {[0301|0000]}
$MgameFoodBonusTitle	Bonus
$MgameFoodBonusPointPlus	+
BonusName_NoMiss	No Wrong Orders
BonusName_Continuous	{[0301|0000]} Most Consecutive Orders
BonusName_AngryGauge	{[0301|0000]}% Customer Satisfaction
$MgameFoodNewRecord	New Record!
GameOver_Title	{[0318]}\nFailed...
PauseBtn_LevelSelect	Select Difficulty
PauseBtn_PlayAgain	Retry
PauseBtn_End	End This Gig
Mission.msbt
Time_MinutesSec	{[0301|0000]}:{[0302|0000]}
Progress_Count	({[0301|0000]}/{[0301|0100]})
Progress_LimitedTime	({[0303]} left)
Title_Secret	???
Title_StageClear	Clear the stage
Title_RescueWaddleDee	Save the hidden Waddle Dees
Title_CollidedPopFlowerTulip	Make {[0301|0000]} tulips bloom {[031c]}
Title_BreakShutter	Break the building's shutter
Title_FoundBalcony	Ride the spewing water up to the balcony
Title_FoundSingleSecretRoom	Find the secret room
Title_LanternSwitch	Light {[0301|0000]} Lantern Switches {[031c]}
Title_TakeOffSingleWantedNotice	Remove the wanted poster
Title_FoundHiddenPath	Find the side road while going uphill
Title_StandStump	Eat snacks off {[0301|0000]} tree stumps {[031c]}
Title_DriveWithoutFallingCar	Drive without falling off the edge
Title_GetDonut	Eat {[0301|0000]} Doughnuts {[031c]}
Title_GetCandy	Eat an Invincible Candy
Title_NotLostMaze	Navigate the mall without getting lost
Title_GoThroughBossGorillaInseam	Slip through Gorimondo's legs
Title_EvadeBossGorillaCatch	Defeat Gorimondo with the {[030a]} ability
Title_DefeatBoss1LimitedTime	Clear within {[0303]} {[031d]}
Title_DefeatBoss1NoDamage	Clear without taking any damage
Title_BreakHardNuts	Crack open {[0301|0000]} Knock-Knock Nuts {[031c]}
Title_SandStatue	Destroy the animal sand sculpture
Title_CompleteBillboard	Complete the sign on the rooftop
Title_GreetedSeaBird	Greet {[0301|0000]} sea birds {[031c]}
Title_DigTomato	Dig up a Maxim Tomato
Title_TreasureIsland	Make landfall on the isle of treasure
Title_TakeOffWantedNotice	Remove {[0301|0000]} wanted posters {[031c]}
Title_ClearSpikes	Avoid the spikes in the secret room
Title_FrozeMboss	Freeze Fleurina with an Ice ability
Title_GetEmergencyFood	Eat {[0301|0000]} Tins of Fish {[031c]}
Title_DefeatRGNoWater	Win the battle without falling into the water
Title_FoundFishesGold	Find the golden fish
Title_BreakWhispyPalmGrowthRoot	Destroy Tropic Woods's roots
Title_DefeatBoss2CopyAbility	Clear without using a Copy Ability
Title_DefeatBoss2LimitedTime	Clear within {[0303]} {[031d]}
Title_DefeatBoss2NoDamage	Clear without taking any damage
Title_SendMissingChickToMama	Help the lost ducklings find their mama {[031c]}
Title_climb	Enjoy the view from the top of the rocket
Title_BloomWitheredFlower	Make all the wilted flowers bloom
Title_GoalGoCartLimitedTime	Reach the first race's goal within 20 seconds
Title_DefeatMbossMighty	Defeat Wild Edge using an Invincible Candy
Title_Shortcut	Boost through the cardboard shortcuts
Title_NotHitGhostGordo	Clear without touching any Ghost Gordos
Title_FindSweets	Eat {[0301|0000]} of the ghosts' hidden snacks {[031c]}
Title_BreakAlien	Destroy 13 aliens by using Vending Mouth
Title_SendMissingChickToMamaNight	Help the lost ducklings find their mama {[031c]}
Title_TakeOffWantedNoticeParade	Remove Elfilin's wanted poster
Title_WithoutMud	Clear without stepping on any mud
Title_ShootBossOnPillar	Hit high-up Clawroline using Ranger
Title_DefeatBossWithoutHovering	Defeat without hovering
Title_DefeatBoss3LimitedTime	Clear within {[0303]} {[031d]}
Title_DefeatBoss3NoDamage	Clear without taking any damage
Title_SnowStatue	Destroy {[0301|0000]} animal snow sculptures {[031c]}
Title_FoundBackStreat	Find the side alley
Title_TopOfTheTree	Reach the clock tower
Title_TrainRoof	Stand on top of {[0301|0000]} trains {[031c]}
Title_FoundPluralSecretPath	Find {[0301|0000]} secret passages {[031c]}
Title_ExamineTheContainer	Check inside the shipping container
Title_Cave	Find a cave that's safe from the wind
Title_GetHotMeal	Enjoy {[0301|0000]} meals at sea {[031c]}
Title_Underground	Jump into the secret underground room
Title_TakeOffWantedNoticeE	Remove {[0301|0000]} wanted posters {[031c]}
Title_TwinFrostyNoDamage	Beat Twin Wild Frosty without getting hit
Title_MaxTomato	Take a detour and find a Maxim Tomato
Title_SwallowDededeHammer	Swallow King Dedede's hammer
Title_DefeatBossWithoutGuard	Clear without guarding
Title_DefeatBoss4LimitedTime	Clear within {[0303]} {[031d]}
Title_DefeatBoss4NoDamage	Clear without taking any damage
Title_ShootTargetSwitch	Shoot {[0301|0000]} flying targets {[031c]}
Title_DefeatMbossRing	Defeat Fleurina using Ring Mouth
Title_DefeatSquishy	Defeat the lost Squishy
Title_SleepInSecretPool	Take a nap by the secret pool
Title_DefeatPoisonToadEnemy	Defeat {[0301|0000]} Poison Croakoms {[031c]}
Title_PerfectDig	Diligent digging in the secret room
Title_CompareIceCream	Taste test {[0301|0000]} kinds of ice cream {[031c]}
Title_BonkersCutter	Defeat Wild Bonkers with the Cutter ability
Title_FitShape	Fit through all holes using Mouthful Modes
Title_TakeOffWantedNoticeDark	Remove {[0301|0000]} wanted posters {[031c]}
Title_SecretRoomClearWithoutFalling	Clear the secret room without falling
Title_TreasureCactus	Find the treasure hiding by cactus triplets
Title_DefeatBoss5CopyAbility	Defeat Sillydillo with the {[030a]} ability
Title_BreakDollKirby	Hit {[0301|0000]} of Sillydillo's handmade Kirbys {[031c]}
Title_DefeatBoss5LimitedTime	Clear within {[0303]} {[031d]}
Title_DefeatBoss5NoDamage	Clear without taking any damage
Title_DefeatLookoutWildEnemy	Defeat {[0301|0000]} lookout Awoofies {[031c]}
Title_FoundSecretPath	Find the secret passage
Title_VolcanoRock	Use water to destroy {[0301|0000]} falling lava balls {[031c]}
Title_AnimalsFood	Steal {[0301|0000]} of the beasts' meaty meals {[031c]}
Title_TurnWindmillAll	Make all the Windmill Switches spin
Title_DefeatFrostyCrash	Use Crash to defeat Wild Frosty
Title_NobodyControlRoom	Infiltrate the control room
Title_Coffee	Perk up with {[0301|0000]} cups of coffee {[031c]}
Title_NeverPress	Don't get squished
Title_FoundVolcanoSecretPath	Venture deep into the secret passage
Title_DefeatBossRush2LimitedTime	Defeat Sillydillo in {[0303]}\n{[031d]}
Title_DefeatBossRush3NoDamage	Beat Clawroline without getting hit
Title_DefeatBeast	Defeat all the beasts in the starting area
Title_TakeOffWantedNoticeHeadquarters	Remove {[0301|0000]} beast-base wanted posters {[031c]}
Title_NotFallTriangle	Don't fall in the lava while using Cone Mouth
Title_NotFire	Don't get hit by Forgo Dedede's fire attack
Title_DefeatBoss6LimitedTime	Clear within {[0303]} {[031d]}
Title_DefeatBoss6NoDamage	Clear without taking any damage
Title_EvolveTwice	Clear by using a second-level evolved ability
Pause.msbt
$ContinueBtnText	Continue
TwoPersonPlayBtnText	Play Co-op
OnePersonPlayBtnText	Play Solo
BackToTitleBtnText	Return to Title Screen
$OperationSetupBtnText	Control Settings
$AmiiboBtnText	amiibo
$DifficultyBtnText	Change Difficulty
BackToTownBtnText	To Waddle Dee Town
RetryBtnText	Try Again
ExitStageBtnText	Exit Stage
ExitArenaBtnText	Exit Colosseum
FileName	File {[0301|0000]}
$Percent	%
$ArenaEntryRank1stText	1
$ArenaEntryRank2ndText	2
$ArenaEntryRank3rdText	3
$SlashText	/
$ConfigTitle	Control Settings
ConfigKeyAssign_Move	Move
ConfigKeyAssign_Guard	Crouch Guard
ConfigKeyAssign_Swallow	/ Swallow
ConfigKeyAssign_Jump	Jump
ConfigKeyAssign_Attack	Attack
ConfigKeyAssign_UseStockItem	Use Stock Items
ConfigKeyAssign_DropAbility	Drop Ability
ConfigToggleBtn_TypeA	Type A
ConfigToggleBtn_TypeB	Type B
ConfigToggleBtn_On	ON
ConfigToggleBtn_Off	OFF
$ConfigTogglePanel_OperationType	Control Type
$ConfigTogglePanel_AutoSwallow	Auto Swallow
$PauseTopCloseInfoText	Close
$PauseDifficultySelectTitle	Change Difficulty
Resident.msbt
$Saving	Saving...
TownTitle	Waddle Dee Town
$TownTitleNameShortruby	Town
Time_MinSec2	{[0301|0000]}:{[0302|0000]}
Time_MinSec2Csec2	{[0301|0000]}:{[0302|0000]}.{[0302|0100]}
Time_MinSec2Msec3	{[0301|0000]}:{[0302|0000]}.{[0302|0100]}
Step.msbt
$StageClearText	Stage Cleared!
$EstoryStageSoulComplete	Got All Pieces!
ChargeGuide_DiscardAbility	Drop Ability
ChargeGuide_DiscardDeform	Spit
HowToGuide_Inhale	Mouthful
HowToGuide_Open	Open
HowToGuide_Slide	Slide
HowToGuide_Sleep	Sleep
HowToGuide_Look	Look
HowToGuide_Watch	Read Book
HowToGuide_FindOut	Check
Step_GuideMovie_Discard	{[0703|0300]} Drop Ability
Step_GuideMovie_Inhale	{[0701|0100]} Inhale
Step_GuideMovie_InhaleWithAbility	{[0701|0100]} Mouthful
Step_GuideMovie_Swallow	{[0409|6000]}/{[040a|6100]} Swallow
Step_GuideMovie_Jump	{[0700|0000]} Jump
Step_GuideMovie_Hover	{[0700|0000]} Hover
Step_GuideMovie_Spit	{[0701|0100]} Spit
Step_GuideMovie_DeformCarBoost	{[0701|0100]} Turbo Dash
Step_GuideMovie_DeformLightbulbTurnOn	{[0701|0100]} Illuminate
Step_GuideMovieTitle_DeformWaterBalloonAttack	Spray Water
Step_GuideMovie_DeformWaterBalloonAttack	{[0701|0100]} Toward a\nParade Car
Step_GuideMovie_GetOff	{[0700|0000]} Toward Land
Step_GuideMovie_GetOn	{[0700|0000]} Toward a Boat
Step_GuideMovie_FuseCannon	Light Fuse -\nEnter Cannon
Step_GuideMovieTitle_AbilityGuideBombTargetThrow	Aim and Throw
Step_GuideMovie_AbilityGuideBombTargetThrow	Hold {[0701|0100]} - Release
Step_GuideMovieTitle_AbilityGuideCutterHoldCutter	Halt and Charge
Step_GuideMovie_AbilityGuideCutterHoldCutter	Hold {[0701|0100]} - Release
Step_GuideMovieTitle_AbilityGuideCutterItemCatch	Item Grab
Step_GuideMovie_AbilityGuideCutterItemCatch	{[0701|0100]} Aimed at the Item
Step_GuideMovieTitle_AbilityGuideDrillGroundAttack	Quake Surge
Step_GuideMovie_AbilityGuideDrillGroundAttack	Hold {[0701|0100]} - Release
Step_GuideMovieTitle_AbilityGuideFireBurn	Burn
Step_GuideMovie_AbilityGuideFireBurn	Jump While\nMoving + {[0701|0100]}
Step_GuideMovieTitle_AbilityGuideIceIceStorm	Ice Storm
Step_GuideMovie_AbilityGuideIceIceStorm	Mash {[0701|0100]} - Hold
Step_GuideMovieTitle_AbilityGuideNeedleNeedleRoll	Needle Ball
Step_GuideMovie_AbilityGuideNeedleNeedleRoll	Hold {[0701|0100]} + Move
Step_GuideMovieTitle_AbilityGuideNeedleNeedleRollFinish	Roll Up and Throw
Step_GuideMovie_AbilityGuideNeedleNeedleRollFinish	Hold {[0701|0100]} - Release
Step_GuideMovieTitle_AbilityGuideRangerChargeShot	Charged Shot
Step_GuideMovie_AbilityGuideRangerChargeShot	Hold {[0701|0100]} - Release
Step_GuideMovieTitle_AbilityGuideTornadoFinishAttack	Hyper Tornado
Step_GuideMovie_AbilityGuideTornadoFinishAttack	{[0701|0100]} - {[0701|0100]} Again
DeformGuide_Jump	Jump
DeformGuide_CarAction	Turbo Dash
DeformGuide_ConeAction	Spike Downward
DeformGuide_LockerAction1	Tip Over
DeformGuide_RingAction	Windblast
DeformGuide_StairsAction	Fall Over
DeformGuide_VendingMachineAction	Soda Shot
$Multiplication	x
DeformGuide_Remainder_SoldOut	Sold Out
DeformGuide_WaterTankAction	Open
DeformGuide_ShipAction	Blast Boost
DeformGuide_ElevatorAction	Change Height
DeformGuide_LightbulbAction	Illuminate
DeformGuide_WaterBalloonAction	Spray Water
DeformGuide_CoasterAction	Tilt
DeformGuide_GliderAction1	Ascend/Descend
DeformGuide_GliderAction2	Spin Tackle
GliderCtrlStateNormal	Normal
GliderCtrlStateReverse	Inverted
$GliderCtrlGuideTitle	Swap Up/Down Control
$Slash	/
$RestartText	Checkpoint
$HowToGuidePlusText	+
SupportSpeak.msbt
TownGuideToStory_00	{[1401]}{[1907|01cd]}Are you ready? Then let's get going!\nAdventure, here we come!
TownBlueprint_00	{[1401]}{[1907|01cd]}Let's bring that new {color[ff4d2fff]}blueprint{color[000000ff]} back to the\n{color[ff4d2fff]}weapons shop{color[000000ff]} in town!
TownUrgeSleepFirst_00	{[1900|02cd]}If you need to rest, a quick nap in this cute\nlittle house oughta perk you right up!
TownUrgeSleep_00	{[1905|05cd]}Your health looks a bit low, Kirby.\nWanna rest up in your house?
TownNoticeArenaReward_00	{[1907|03cd]}Hey, isn't there a {color[ff4d2fff]}reward {color[000000ff]}waiting for us at\nthe Colosseum? Let's go {color[ff4d2fff]}claim it{color[000000ff]}!
TownStreetLiveTipHoldBtn_00	{color[ff4d2fff]}{[1907|00cd]}{color[000000ff]}This band is great! C'mon, let's keep our\n{[0100|8000]} Star Coins flowing by holding down {color[ff4d2fff]}{[0400|0000]}{color[000000ff]}!
TownBrokenTown_00	{[1909|04cd]}OK, Kirby! Hurry, hurry! Let's get out there\nand save some Waddle Dees!
TownStory1_00	{[1905|05cd]}Looks like the Waddle Dees have been hard\nat work! Wanna take a look around?
TownStory1_01	{[1401]}{[1907|01cd]}The Waddle Dees are returning! Things here\nare starting to pick up!
TownStory1_02	{[1401]}{[1909|02cd]}I wonder how the Waddle Dees we saved\nare doing... We should check up on 'em!
TownAbleToEvolution_00	{[1909|00cd]}Hey, Kirby! I think one of your Copy\nAbilities is ready to be {color[ff4d2fff]}evolved{color[000000ff]}!
TownArena_00	{[1401]}{[1907|00cd]}Ooh! The Colosseum is hosting something\ncalled the Meta Knight Cup. Let's enter!
TownStoryCleared_00	{[1401]}{[1900|04cd]}I'm so glad to be safe with you again, Kirby.\nI want us to stay this close forever!
TownLeopard_00	{[1905|00cd]}Clawroline is in town! Do you think we\nshould, um...check in with her? Maybe?
TownEstory_00	{[1402]}{[1902|00cd]}I wonder if Leongar is OK back there...\nWe've gotta find him, Kirby! Let's go!
TownDedede_00	{[1905|04cd]}King Dedede is visiting! Maybe he wants\nto {color[ff4d2fff]}give us something{color[000000ff]}... Let's go check!
TownPresentCode_00	{[1401]}{[1909|01cd]}I heard there's a Present Code hidden\nsomewhere in town. Let's find it!
TownFoodStore_00	{[1905|05cd]}The café always looks so busy... Maybe we\ncan help 'em out!
TownFishingPond_00	{[1909|00cd]}They say a legendary "Bling Blipper" lives\nin the fishing pond. Let's try to catch it!
TownRollingBall_00	{[1401]}{[1909|01cd]}Ooh! Ooh! Can we play a few rounds of\nTilt-and-Roll Kirby? I bet we beat it today!
TownCapsuleToyMachine_00	{[1401]}{[1900|02cd]}Should we visit the Gotcha Machine alley?\nWe might "gotch" the last ones we need!
TownArenaBossBattle_00	{[1401]}{[1905|04cd]}The Ultimate Cup is underway! You should\nenter, Kirby. I know you can win!
TownArenaBossBattleRand_00	{[1401]}{[1905|04cd]}The Ultimate Cup is underway! You should\nenter, Kirby. I know you can win!
TownArenaBossBattleExtra_00	{[1903|00cd]}An intense tourney is underway at the\nColosseum. I'm nervous, but...let's enter!
TownArenaBossBattleExtraRand_00	{[1903|00cd]}An intense tourney is underway at the\nColosseum. I'm nervous, but...let's enter!
TownStreetLiveGradeUpRand_00	{[1905|01cd]}The band's guitar case is out. Maybe we\ncan upgrade their stage even more!
TownStreetLiveGradeUp_00	{[1905|01cd]}The band's guitar case is out. Maybe we\ncan upgrade their stage even more!
TownCompleteWaddleDee_00	{[1900|00cd]}Statues? Of us? Right in the middle\nof town?! Aww! I think I'm blushing...
TownAreaOpenSpace_00	{[1401]}{[1907|00cd]}I wonder what the Waddle Dees are\nplanning to rebuild next...
TownAreaTheaterRoom_00	{[1900|00cd]}There are so many movies playing here!\nWhich one should we watch, Kirby?
TownAreaTheaterRoom_01	{[1401]}{[1907|01cd]}All of these movies look so interesting!\nI can't decide...so you pick!
TownAreaTheaterRoom_02	{[1401]}{[1900|02cd]}Picked a movie yet, Kirby? We should find\nour seats soon...but quietly! Shhh!
TownAreaAbilityRoom_00	{[1905|05cd]}Have you picked which ability you want?\nIt's hard to choose... There are so many!
TownAreaAbilityRoom_01	{[1401]}{[1909|02cd]}So many Copy Abilities... Which one is your\nfavorite, Kirby?
TownAreaAbilityRoom_02	{[1907|01cd]}Mr. Sandbag is in the next room. You can\npractice your moves on him!
TownAreaCapsuleToyMachine_00	{[1905|00cd]}We still need to collect a few figures...\nLet's use a Gotcha Machine!
TownAreaCapsuleToyMachine_01	{[1905|05cd]}There are so many different figures...\nDo you have a favorite, Kirby?
TownAreaCapsuleToyMachine_02	{[1900|03cd]}{[1401]}Gosh. Once you start collecting figures...\nit's hard to stop!
TownAreaDeliveryService_00	{[1905|00cd]}Hey, Kirby... Do we have any new Present\nCodes that we haven't used yet?
TownAreaDeliveryService_01	{[1907|01cd]}Know what I heard? I heard there are\nPresent Codes hiding all over town!
TownAreaDeliveryService_02	{[1905|05cd]}There are Present Codes hiding all over\nthis town... Who could be writing them?
TownAreaKirbyHouse_00	{[1401]}{[1900|01cd]}Gosh, Kirby. Your house sure is round...\nalmost as round as you are!
TownAreaKirbyHouse_01	{[1907|00cd]}Low on health? Kirby's House will always\ncover your needs...in a cozy blanket!
TownAreaFoodStore_00	{[1401]}{[1909|02cd]}Ooh, something in the café smells gooood!\nWanna get some tea together, Kirby?
TownAreaFoodStore_01	{[1401]}{[1900|02cd]}Look, Kirby! They have Maxim Tomatoes—\nyour favorite! Should we get one to go?
TownAreaFoodStore_02	{[1401]}{[1907|01cd]}It's such a nice day... We should eat up on\nthe second floor of the café!
TownAreaArena_00	{[1401]}{[1901|03cd]}Whoa! I can hear the crowd cheering from\nall the way out here!
TownAreaArena_01	{[1909|00cd]}You should enter the Colosseum battles!\nI wanna watch you test your skills!
TownAreaArena_02	{[1401]}{[1900|02cd]}If you {color[ff4d2fff]}{[041c|a300]} {color[000000ff]}at the Waddle Dees, they'll get\nexcited with you!
TownAreaLookoutTower_00	{[1401]}{[1907|04cd]}Whoooa, my gosh! You can see the whole\ntown from up here!
TownAreaLookoutTower_01	{[1900|01cd]}Doesn't the wind feel great up here, Kirby?
TownAreaPharmacy_00	{[1401]}{[1907|03cd]}Ooh! An item that will double your health!\nWe can use that if a boss gives us trouble.
TownAreaPharmacy_01	{[1905|05cd]}Buy some Attack Boosts! They might help\nyou win your Colosseum battles.
TownAreaPharmacy_02	{[1900|02cd]}They have an item to increase your speed!\nYou'll zip-zoom through any stage with this!
TownAreaFishingPond_00	{[1905|05cd]}The Waddle Dees are fishing... We should\ntry some fishing too, don'tcha think?
TownAreaFishingPond_01	{[1401]}{[1907|04cd]}One of the fish in this pond is so amazing,\nit's become a local legend... Let's catch it!
TownAreaRollingBall_00	{[1401]}{[1900|00cd]}Tilt-and-Roll Kirby is so! Much! Fun!\nI like to make it tilt...then feel it tumble!
TownAreaRollingBall_01	{[1905|04cd]}People are beating Tilt-and-Roll Kirby in\nrecord times from all over the world!
TownAreaStreetLive_00	{[1907|04cd]}Looks like this band is taking requests!\nWhat should we ask them to play?
TownAreaStreetLive_01	{[1905|04cd]}This band can play all kinds of music.\nWe should make a request!
TownAreaCentralSquare_00	{[1401]}{[1900|03cd]}If you wave at the Waddle Dees with {color[ff4d2fff]}{[041d|a400]}{color[000000ff]},\nI bet they'll wave back. Let's say hi!
TownAreaCentralSquare_01	{[1401]}{[1907|01cd]}There are so many pretty flowers out here\nin the plaza...and they're all in bloom!
TownAreaCentralSquare_02	{[1401]}{[1900|02cd]}Wow, this town is really coming together.\nThere's so much to do here now!
WmapTownBuildingUnlocked_00	{[1401]}{[1909|01cd]}Looks like they finished a {color[ff4d2fff]}new building\n{color[000000ff]}in town. Let's go take a look!
WmapCompleteWaddleDee_00	{[1401]}{[1901|03cd]}You saved all the Waddle Dees! Let's head\nback to town and celebrate with them!
