glossary.msbt
gl_799	クッパケーキ
im_mn_mgName_bgm65	とってもスーパーなマリオブラザーズ
im_mn_mgName_bgm66	{r2[はし]}走{/r2}ってよけよう！
im_mn_mgName_bgm67	かっ{r2[と]}飛{/r2}ばそう！
im_mn_mgName_bgm68	かぶっちゃダメよ
im_mn_mmName_bgm00	ミニゲームマウンテンへようこそ！
im_mn_mmName_bgm01	もう1{r2[かい]}回{/r2}{r2[がんば]}頑張{/r2}ろう！
im_mn_mmName_bgm02	おつかれさま！
im_mn_mmName_bgm03	リタイア…
im_mn_mmName_bgm04	コングラチュレーション！
im_mn_mmName_bgm05	{r2[だれ]}誰{/r2}と{r2[で]}出{/r2}{r2[あ]}会{/r2}えるかな？
im_mn_mmName_bgm06	たくさん{r2[あそ]}遊{/r2}ぼう！
im_mn_mmName_bgm07	バトル{r2[かいし]}開始{/r2}！
im_mn_mmName_bgm08	バトルスタート！
im_mn_mmName_bgm09	もっと{r2[すす]}進{/r2}むよ
im_mn_mmName_bgm10	バトルラスト！
im_mn_mmName_bgm11	{r2[しっぱい]}失敗{/r2}…
im_mn_mmName_bgm12	{r2[おく]}奥{/r2}{r2[ふか]}深{/r2}くを{r2[め]}目{/r2}{r2[ざ]}指{/r2}して
im_mn_mmName_bgm13	たたかいの{r2[まく]}幕{/r2}{r2[あ]}開{/r2}け
im_mn_mmName_bgm14	まだまだいくよ
im_mn_mmName_bgm15	{r2[ま]}負{/r2}けてしまった…
im_mn_mmName_bgm16	{r2[さいしゅうせん]}最終戦{/r2}！
im_mn_achieveFirst_name	かけだしプレイヤー
im_mn_achieve000_name	スターコレクター
im_mn_achieve001_name	スターマニア
im_mn_achieve002_name	{r2[じょうねつ]}情熱{/r2}のスター{r2[はかせ]}博士{/r2}
im_mn_achieve003_name	コインコレクター
im_mn_achieve004_name	コインマニア
im_mn_achieve005_name	コインだいふごう
im_mn_achieve006_name	トラブルメーカー
im_mn_achieve007_name	バトルを{r2[もと]}求{/r2}めて
im_mn_achieve008_name	チャンスの{r2[かみさま]}神様{/r2}
im_mn_achieve009_name	{r2[かく]}隠{/r2}れクッパファン
im_mn_achieve010_name	またまた{r2[だいほうしゅつ]}大放出{/r2}！
im_mn_achieve011_name	{r2[ぼきん]}募金{/r2}{r2[あいこうか]}愛好家{/r2}
im_mn_achieve012_name	スターどろぼう
im_mn_achieve013_name	{r2[よこ]}横{/r2}{r2[ど]}取{/r2}り{r2[おお]}大{/r2}どろぼう
im_mn_achieve014_name	コインどろぼう
im_mn_achieve015_name	おサイフ{r2[おお]}大{/r2}どろぼう
im_mn_achieve016_name	アイテム{r2[だいす]}大好{/r2}き
im_mn_achieve017_name	{r2[こううん]}幸運{/r2}のサイコロ
im_mn_achieve018_name	レアものハンター
im_mn_achieve019_name	ずっとお{r2[ともだち]}友達{/r2}
im_mn_achieve020_name	こんなところにコイン
im_mn_achieve021_name	{r2[うんめい]}運命{/r2}の{r2[であ]}出会{/r2}い
im_mn_achieve022_name	ダブルスター
im_mn_achieve023_name	おトクにお{r2[か]}買{/r2}い{r2[もの]}物{/r2}
im_mn_achieve024_name	せっかく{r2[き]}来{/r2}たのに…
im_mn_achieve025_name	{r2[ま]}負{/r2}けられない{r2[たたか]}戦{/r2}い
im_mn_achieve026_name	{r2[きたい]}期待{/r2}の{r2[ほし]}星{/r2}
im_mn_achieve027_name	だとう！クッパ！
im_mn_achieve028_name	ボーナスひとりじめ
im_mn_achieve029_name	{r2[さいきょう]}最強{/r2}のイチゴ{r2[しょくにん]}職人{/r2}
im_mn_achieve030_name	おまわりさーん！！
im_mn_achieve031_name	{r2[き]}木{/r2}の{r2[み]}実{/r2}{r2[けんきゅうか]}研究家{/r2}
im_mn_achieve032_name	バクバク{r2[しいくいん]}飼育員{/r2}
im_mn_achieve033_name	くらやみランプ{r2[つか]}使{/r2}い
im_mn_achieve034_name	ミニゲームはまかせて
im_mn_achieve035_name	ミニゲームの{r2[たつじん]}達人{/r2}
im_mn_achieve038_name	{r2[あいしょう]}相性{/r2}バツグン
im_mn_achieve039_name	{r2[なんにん]}何人{/r2}でもかかってこい
im_mn_achieve040_name	ハイレベルな{r2[たたか]}戦{/r2}い
im_mn_achieve042_name	がっぽりいただき！
im_mn_achieve044_name	ドッスンパズル{r2[ししょう]}師匠{/r2}
im_mn_achieve045_name	つなげてブロック{r2[ししょう]}師匠{/r2}
im_mn_achieve046_name	かいてんパズル{r2[ししょう]}師匠{/r2}
im_mn_achieve047_name	スーパースター{color[ffffffff]}{color[000000ff]}
im_mn_achieve048_name	コインマスター
im_mn_achieve049_name	ミニゲームマスター
im_mn_achieve050_name	{r2[でんせつ]}伝説{/r2}のSランク
im_mn_achieve051_name	{r2[たつじん]}達人{/r2}のAランク
im_mn_achieve052_name	10{r2[れんしょう]}連勝{/r2}チャンピオン
im_mn_achieve053_name	5{r2[れんしょう]}連勝{/r2}マスター
im_mn_achieve054_name	{r2[にっか]}日課{/r2}:マリオパーティ
im_mn_achieve055_name	{r2[せかいきろく]}世界記録{/r2}ホルダー
im_mn_achieve056_name	やりこみミニゲーマー
im_mn_achieve057_name	{r2[はじ]}初{/r2}めてのランカー
im_mn_achieve058_name	{r2[きのう]}昨日{/r2}の{r2[てき]}敵{/r2}は{r2[きょう]}今日{/r2}の{r2[とも]}友{/r2}
im_mn_achieve059_name	みんなでパチパチ
im_mn_achieve060_name	コイン{r2[おくまんちょうじゃ]}億万長者{/r2}
im_mn_achieve061_name	ドッスンパズル{r2[めいじん]}名人{/r2}
im_mn_achieve062_name	つなげてブロック{r2[めいじん]}名人{/r2}
im_mn_achieve063_name	かいてんパズル{r2[めいじん]}名人{/r2}
im_mn_achieveFirst_details	{r2[さいしょ]}最初{/r2}から{r2[も]}持{/r2}っています
im_mn_achieve000_details	1{r2[かい]}回{/r2}の{r2[ぼうけん]}冒険{/r2}で{r2[ても]}手持{/r2}ちのスターが3{r2[こ]}個{/r2}をこえる
im_mn_achieve001_details	1{r2[かい]}回{/r2}の{r2[ぼうけん]}冒険{/r2}で{r2[ても]}手持{/r2}ちのスターが5{r2[こ]}個{/r2}をこえる
im_mn_achieve002_details	1{r2[かい]}回{/r2}の{r2[ぼうけん]}冒険{/r2}で{r2[ても]}手持{/r2}ちのスターが7{r2[こ]}個{/r2}をこえる
im_mn_achieve003_details	1{r2[かい]}回{/r2}の{r2[ぼうけん]}冒険{/r2}で{r2[ても]}手持{/r2}ちのコインが100{r2[まい]}枚{/r2}をこえる
im_mn_achieve004_details	1{r2[かい]}回{/r2}の{r2[ぼうけん]}冒険{/r2}で{r2[ても]}手持{/r2}ちのコインが150{r2[まい]}枚{/r2}をこえる
im_mn_achieve005_details	1{r2[かい]}回{/r2}の{r2[ぼうけん]}冒険{/r2}で{r2[ても]}手持{/r2}ちのコインが200{r2[まい]}枚{/r2}をこえる
im_mn_achieve006_details	ハプニングマスに{r2[ごうけい]}合計{/r2}で30{r2[かい]}回{/r2}{r2[と]}停{/r2}まる
im_mn_achieve007_details	VSマスに{r2[ごうけい]}合計{/r2}で15{r2[かい]}回{/r2}{r2[と]}停{/r2}まる
im_mn_achieve008_details	チャンスマスに{r2[ごうけい]}合計{/r2}で15{r2[かい]}回{/r2}{r2[と]}停{/r2}まる
im_mn_achieve009_details	クッパマスに{r2[ごうけい]}合計{/r2}で15{r2[かい]}回{/r2}{r2[と]}停{/r2}まる
im_mn_achieve010_details	ノコノコバンクに{r2[ごうけい]}合計{/r2}で15{r2[かい]}回{/r2}{r2[と]}停{/r2}まる
im_mn_achieve011_details	ノコノコバンクに{r2[ごうけい]}合計{/r2}で50{r2[かい]}回{/r2}{r2[ぼきん]}募金{/r2}する
im_mn_achieve012_details	1{r2[かい]}回{/r2}の{r2[ぼうけん]}冒険{/r2}でライバルのスターを1{r2[こ]}個{/r2}うばう
im_mn_achieve013_details	1{r2[かい]}回{/r2}の{r2[ぼうけん]}冒険{/r2}でライバルのスターを3{r2[こ]}個{/r2}うばう
im_mn_achieve014_details	1{r2[かい]}回{/r2}の{r2[ぼうけん]}冒険{/r2}でライバルのコインを30{r2[まい]}枚{/r2}うばう
im_mn_achieve015_details	1{r2[かい]}回{/r2}の{r2[ぼうけん]}冒険{/r2}でライバルのコインを50{r2[まい]}枚{/r2}うばう
im_mn_achieve016_details	1{r2[かい]}回{/r2}の{r2[ぼうけん]}冒険{/r2}でアイテムを8{r2[こ]}個{/r2}{r2[しよう]}使用{/r2}
im_mn_achieve017_details	ダブルサイコロでゾロ{r2[め]}目{/r2}を{r2[だ]}出{/r2}す
im_mn_achieve018_details	レアアイテムを{r2[しよう]}使用{/r2}
im_mn_achieve019_details	アカズキーちゃんを{r2[さいご]}最後{/r2}まで{r2[も]}持{/r2}っている
im_mn_achieve020_details	{r2[かく]}隠{/r2}しブロックでコインを{r2[はっけん]}発見{/r2}
im_mn_achieve021_details	{r2[かく]}隠{/r2}しブロックでスターを{r2[はっけん]}発見{/r2}
im_mn_achieve022_details	1ターンでスターを2{r2[こ]}個{/r2}ゲット
im_mn_achieve023_details	スターを{r2[はんがく]}半額{/r2}でゲット
im_mn_achieve024_details	コイン{r2[ぶそく]}不足{/r2}でスターが{r2[か]}買{/r2}えない
im_mn_achieve025_details	けっとうをして{r2[しょうり]}勝利{/r2}
im_mn_achieve026_details	ラストスパートで{r2[ゆうしょうこうほ]}優勝候補{/r2}になる
im_mn_achieve027_details	クッパミニゲームで{r2[しょうり]}勝利{/r2}
im_mn_achieve028_details	1{r2[かい]}回{/r2}の{r2[ぼうけん]}冒険{/r2}でボーナススターをすべてゲット
im_mn_achieve029_details	イチゴを{r2[う]}植{/r2}えてスターをうばう
im_mn_achieve030_details	1{r2[かい]}回{/r2}の{r2[ぼうけん]}冒険{/r2}で{r2[ぼうそう]}暴走{/r2}スペースシップに3{r2[かい]}回{/r2}{r2[お]}追{/r2}われる
im_mn_achieve031_details	1{r2[かい]}回{/r2}の{r2[ぼうけん]}冒険{/r2}で{r2[き]}木{/r2}の{r2[み]}実{/r2}を3{r2[かい]}回{/r2}{r2[と]}取{/r2}る
im_mn_achieve032_details	1{r2[かい]}回{/r2}の{r2[ぼうけん]}冒険{/r2}でバクバクに3{r2[かい]}回{/r2}いたずらさせる
im_mn_achieve033_details	カメックの{r2[やかた]}館{/r2}で{r2[ひる]}昼{/r2}を{r2[よる]}夜{/r2}に{r2[か]}変{/r2}える
im_mn_achieve034_details	{r2[さんか]}参加{/r2}したミニゲームの{r2[はんぶん]}半分{/r2}に{r2[しょうり]}勝利{/r2}
im_mn_achieve035_details	{r2[さんか]}参加{/r2}した{r2[すべ]}全{/r2}てのミニゲームに{r2[しょうり]}勝利{/r2}
im_mn_achieve038_details	{r2[あいて]}相手{/r2}チームに1{r2[しょう]}勝{/r2}もさせずに{r2[しょうり]}勝利{/r2}
im_mn_achieve039_details	{r2[せんたく]}選択{/r2}したステージをクリア
im_mn_achieve040_details	{r2[せんたく]}選択{/r2}したステージをSランククリア
im_mn_achieve042_details	1{r2[かい]}回{/r2}のプレイでコインを50{r2[まい]}枚{/r2}{r2[いじょう]}以上{/r2}ゲットし{r2[しょうり]}勝利{/r2}
im_mn_achieve044_details	ドッスンパズルで600{r2[てん]}点{/r2}ゲット
im_mn_achieve045_details	つなげてブロックでレベル99になる
im_mn_achieve046_details	かいてんパズルでレベル99になる
im_mn_achieve047_details	マリオパーティモードで50{r2[かいあそ]}回遊{/r2}ぶ
im_mn_achieve048_details	コインを{r2[ごうけい]}合計{/r2}1000{r2[まい]}枚{/r2}ゲット
im_mn_achieve049_details	ミニゲームで{r2[ごうけい]}合計{/r2}100{r2[かいしょうり]}回勝利{/r2}
im_mn_achieve050_details	1つのミニゲームでウデマエS
im_mn_achieve051_details	1つのミニゲームでウデマエA
im_mn_achieve052_details	10{r2[れんしょう]}連勝{/r2}する
im_mn_achieve053_details	5{r2[れんしょう]}連勝{/r2}する
im_mn_achieve054_details	1つのパックでスターを3{r2[こ]}個{/r2}ゲット
im_mn_achieve055_details	1つのミニゲームで1000{r2[い]}位{/r2}{r2[いない]}以内{/r2}に{r2[はい]}入{/r2}る
im_mn_achieve056_details	1つのミニゲームで1{r2[まん]}万{/r2}{r2[い]}位{/r2}{r2[いない]}以内{/r2}に{r2[はい]}入{/r2}る
im_mn_achieve057_details	1つのミニゲームで5{r2[まん]}万{/r2}{r2[い]}位{/r2}{r2[いない]}以内{/r2}に{r2[はい]}入{/r2}る
im_mn_achieve058_details	{r2[はくしゅ]}拍手{/r2}を5000{r2[かい]}回{/r2}もらう
im_mn_achieve059_details	{r2[はくしゅ]}拍手{/r2}を1000{r2[かい]}回{/r2}もらう
im_mn_achieve060_details	1{r2[かい]}回{/r2}のプレイでコインを100{r2[まい]}枚{/r2}{r2[いじょう]}以上{/r2}ゲットし{r2[しょうり]}勝利{/r2}
im_mn_achieve061_details	ドッスンパズルで300{r2[てん]}点{/r2}ゲット
im_mn_achieve062_details	つなげてブロックでレベル50になる
im_mn_achieve063_details	かいてんパズルでレベル50になる
im_mn_achieve_mode00	スゴロク{r2[きょうつう]}共通{/r2}
im_mn_achieve_mode01	ゲーム{r2[きょうつう]}共通{/r2}
im_mn_achieve_mode03	ニューレコードランキング
im_stamp.msbt
im_stPC000	よろしく
im_stPC001	やった！
im_stPC002	えぇ～
im_st00000	おつかれ！
im_st00001	ありがとう！
im_st00002	ごめんね
im_st00003	すごい！
im_st00004	がんばろう！
im_st00005	いいなぁ
im_st00006	ガッハッハ
im_st00007	ドキドキ
im_st00008	どや！
im_st00009	ムムム…！
im_st00010	なんで？
im_st00011	友達\r\nだよね…？
im_st00013	おめでとう！
im_st00014	いいね！
im_st00015	わ～い
im_st00016	おしい！
im_st00017	何が\r\n出るかな
im_st00018	運が\r\n悪かったね
im_st00019	クスクス
im_st00020	負けないぞ
im_st00021	ヒドイ！
im_st00022	くやしい！
im_st00023	やめて！
im_st00024	ずるーい！
im_st00025	キター！
im_st00026	それだ！
im_st00027	たのむぞ！
im_st00028	次こそは！
im_st00029	あたれ！
im_st00030	はずれろ！
im_st00031	ゴーゴー！
im_st00032	勝負だ！
im_st00033	ピーッ！
im_st00034	リンリン♪
im_st00035	ラッキー！
im_st00036	使っちゃうぞ
im_st00037	えーん
im_st00006_oneLine	ガッハッハ
im_st00007_oneLine	ドキドキ
im_st00008_oneLine	どや！
im_st00009_oneLine	ムムム…！
im_st00010_oneLine	なんで？
im_st00011_oneLine	{r2[ともだち]}友達{/r2}だよね…？
im_st00015_oneLine	わ～い
im_st00016_oneLine	おしい！
im_st00017_oneLine	{r2[なに]}何{/r2}が{r2[で]}出{/r2}るかな
im_st00018_oneLine	{r2[うん]}運{/r2}が{r2[わる]}悪{/r2}かったね
im_st00019_oneLine	クスクス
im_st00021_oneLine	ヒドイ！
im_st00023_oneLine	やめて！
im_st00024_oneLine	ずるーい！
im_st00025_oneLine	キター！
im_st00026_oneLine	それだ！
im_st00027_oneLine	たのむぞ！
im_st00028_oneLine	{r2[つぎ]}次{/r2}こそは！
im_st00031_oneLine	ゴーゴー！
im_st00032_oneLine	{r2[しょうぶ]}勝負{/r2}だ！
im_st00033_oneLine	ピーッ！
im_st00034_oneLine	リンリン♪
im_st00035_oneLine	ラッキー！
im_st00036_oneLine	{r2[つか]}使{/r2}っちゃうぞ
system.msbt
sys_ctrl_skip	/スキップ
sys_info_operatAccount	[0]さんが操作しています
sys_mw_chaname	[0]
sys_mw_back	もどる
sys_pause_slct_resume	{r2[つづ]}続{/r2}ける
sys_pause_slct_restart	やり{r2[なお]}直{/r2}す
sys_pause_mw_restart	[0]を\r\nはじめから、やり{r2[なお]}直{/r2}しますか？
sys_pause_mw_restart_a0	やり{r2[なお]}直{/r2}す
sys_pause_mw_restart_a1	やり{r2[なお]}直{/r2}さない
sys_pause_slct_mainM	{r2[ひろば]}広場{/r2}へ
sys_pause_mw_mainM	{r2[ひろば]}広場{/r2}へもどりますか？
sys_pause_mw_mainM_bdM	{r2[ひろば]}広場{/r2}へもどりますか？\r\n{color[4b465aff]}{size[4c00]}次に遊ぶとき、ターンのはじめから開始できます。{size[6400]}{color[000000ff]}
sys_pause_slct_mgM_bdM	ミニゲームマウンテンへ
sys_pause_mw_mgM_bdM	ミニゲームマウンテンで{r2[あそ]}遊{/r2}びますか？\r\n{color[4b465aff]}{size[4c00]}次に遊ぶとき、ターンのはじめから開始できます。{size[6400]}{color[000000ff]}
sys_pause_mw_mgM_bdM_a0	{r2[あそ]}遊{/r2}ぶ
sys_pause_mw_mgM_bdM_a1	{r2[あそ]}遊{/r2}ばない
sys_pause_mw_mainM_a0	もどる
sys_pause_mw_mainM_a1	{r2[つづ]}続{/r2}ける
sys_pause_slct_mgM	コース{r2[せんたく]}選択{/r2}へ
sys_pause_slct_mgSlct	ミニゲーム{r2[せんたく]}選択{/r2}へ
sys_pause_slct_turn	ターン{r2[えんちょう]}延長{/r2}
sys_pause_mw_turn00	{r2[なん]}何{/r2}ターンに{r2[えんちょう]}延長{/r2}しますか？
sys_pause_mw_turn00_a0	15ターン
sys_pause_mw_turn00_a1	20ターン
sys_pause_mw_turn00_a2	25ターン
sys_pause_mw_turn00_a3	30ターン
sys_pause_mw_turn01	{r2[いちど]}一度{/r2}しか{r2[へんこう]}変更{/r2}できません。\r\n{r2[ほんとう]}本当{/r2}に{r2[えんちょう]}延長{/r2}しますか？\r\n　[0]　→　[1]
sys_pause_mw_turn01_a0	{r2[えんちょう]}延長{/r2}する
sys_pause_mw_turn01_a1	しない
sys_pause_mw_turn02	ターンが{r2[えんちょう]}延長{/r2}されました。\r\n{r2[つぎ]}次{/r2}のターンのはじまりから\r\n{r2[あたら]}新{/r2}しいターン{r2[せってい]}設定{/r2}で{r2[しんこう]}進行{/r2}します。
sys_pause_mw_turn03	ターンを{r2[えんちょう]}延長{/r2}して、\r\nもっと{r2[あそ]}遊{/r2}べます。
sys_pause_mw_turn03_multi	ターンを{r2[えんちょう]}延長{/r2}して、もっと{r2[あそ]}遊{/r2}べます。\r\nみんなと{r2[そうだん]}相談{/r2}して{r2[き]}決{/r2}めてくださいね。
sys_pause_mw_turn03_a0	{r2[えんちょう]}延長{/r2}する
sys_pause_mw_turn03_a1	このまま
sys_pause_slct_mesSp	メッセージ{r2[そくど]}速度{/r2}
sys_pause_mw_mesSp	メッセージの{r2[ひょうじそくど]}表示速度{/r2}を{r2[へんこう]}変更{/r2}できます。
sys_pause_mw_mesSp_a0	はやい
sys_pause_mw_mesSp_a1	ふつう
sys_pause_mw_mesSp_a2	おそい
sys_pause_playerName	[0]
sys_pause_modeName	[0]
sys_pause_mgName	[0]
sys_pause_mapName	[0]
sys_pause_mapDetails	[0]
sys_bdm_mw_save01	{r2[け]}消{/r2}したデータはもどせません。\r\n{r2[ほんとう]}本当{/r2}に{r2[け]}消{/r2}しますか？
sys_bdm_mw_save01_a0	はい
sys_bdm_mw_save01_a1	いいえ
sys_bdm_mw_save03	{r2[うわが]}上書{/r2}きする{r2[ちゅうだん]}中断{/r2}データを{r2[えら]}選{/r2}んでください
sys_retry_slct_mapSlct	ボード{r2[せんたく]}選択{/r2}へ
sys_retry_slct_mainM	{r2[ひろば]}広場{/r2}へ
sys_retry_slct_mgM01	コース{r2[せんたく]}選択{/r2}へ
sys_retry_slct_mgSlct	ミニゲーム{r2[せんたく]}選択{/r2}へ
sys_retry_slct_randomSlct	おまかせで{r2[えら]}選{/r2}ぶ
sys_retry_slct_play	もう{r2[いちど]}一度{/r2}{r2[あそ]}遊{/r2}ぶ
sys_retry_slct_levelX	レベル[0]からはじめる
sys_retry_slct_level1	レベル1からはじめる
sys_retry_fav_mg	{r2[いま]}今{/r2}のミニゲーム
sys_retry_fav_mgName	[0]
sys_retry_fav_ctrl00	お{r2[き]}気{/r2}に{r2[い]}入{/r2}りにする
sys_retry_fav_ctrl01	お{r2[き]}気{/r2}に{r2[い]}入{/r2}りをやめる
sys_retry_slct_bdM	マリオパーティへ
sys_retry_slct_hsmmet	ミニゲームマウンテンで{r2[あそ]}遊{/r2}ぶ
sys_retry_mw_hsmmet	ミニゲームマウンテンで{r2[あそ]}遊{/r2}びますか？
sys_mgM_scoreCard_score	[0]
sys_reward_mp_level0	マリパレベル
sys_reward_mp_level1	[0]
sys_reward_mp_next	{r2[つぎ]}次{/r2}のレベルまで あと[0]
sys_reward_mp_titleName	[0]
sys_reward_mp_add	+[0]
sys_reward_mw_get	{color[ffffffff]}{color[000000ff]}{color[110c1dff]}コインと{r2[けいけんち]}経験値{/r2}を\r\n{r2[も]}持{/r2}ち{r2[かえ]}帰{/r2}りました！{color[000000ff]}
sys_reward_mw_name	[0]
im_sys_modeName00	マリオパーティ
im_sys_modeName01	ミニゲームマウンテン
sys_reward_mw_hsmn00	{r2[う]}受{/r2}け{r2[と]}取{/r2}れる{color[ffffffff]}{color[000000ff]}{color[110c1dff]}コイン、\r\n{r2[けいけんち]}経験値{/r2}があります！{color[000000ff]}
sys_reward_info	[0]
sys_reward_info_mes00	マリパレベル5で キノピオショップにスタンプ{r2[ついか]}追加{/r2}！
sys_reward_info_mes01	マリパレベル10で キノピオショップにカードデザイン{r2[ついか]}追加{/r2}！
sys_reward_info_mes02	マリパレベル15で キノピオショップにスタンプ{r2[ついか]}追加{/r2}！
sys_reward_info_mes03	マリパレベル20で キノピオショップにカードデザイン{r2[ついか]}追加{/r2}！
sys_reward_info_mes04	マリパレベル25で キノピオショップにスタンプ{r2[ついか]}追加{/r2}！
sys_reward_info_mes05	マリパレベル30で キノピオショップにカードデザイン{r2[ついか]}追加{/r2}！
sys_reward_info_mes06	マリパレベル35で キノピオショップにスタンプ{r2[ついか]}追加{/r2}！
sys_reward_info_mes07	マリパレベル40で キノピオショップにスタンプ{r2[ついか]}追加{/r2}！
sys_reward_info_mes08	マリパレベル50で データハウスにスタッフクレジット{r2[ついか]}追加{/r2}！
sys_reward_info_mes09	マリパレベル60で キノピオショップに{r2[ずかん]}図鑑{/r2}{r2[ついか]}追加{/r2}！
sys_reward_info_mes10	マリパレベル70で キノピオショップに{r2[ずかん]}図鑑{/r2}{r2[ついか]}追加{/r2}！
sys_reward_info_mes11	マリパレベル80で キノピオショップに{r2[ずかん]}図鑑{/r2}{r2[ついか]}追加{/r2}！
sys_reward_info_mes12	マリパレベル90で キノピオショップに{r2[ずかん]}図鑑{/r2}{r2[ついか]}追加{/r2}！
sys_reward_info_mes13	マリパレベル99で キノピオショップに{r2[ずかん]}図鑑{/r2}{r2[ついか]}追加{/r2}！
sys_reward_ctrl_next	{r2[つぎ]}次{/r2}へ
sys_reward_coin_have	[0]
sys_reward_coin_add	+[0]
sys_reward_coin_detailCoin	[0]
sys_reward_coin_haveStar	スター[0]{r2[こ]}個{/r2}
sys_reward_coin_handClap	{r2[はくしゅ]}拍手{/r2}ボーナス
sys_reward_coin_MG_streak	{r2[れんしょう]}連勝{/r2}ボーナス
sys_reward_coin_hsmm04_3win	3{r2[れんしょう]}連勝{/r2}した
sys_reward_coin_hsmm04_5win	5{r2[れんしょう]}連勝{/r2}した
sys_reward_coin_hsmm04_10win	10{r2[れんしょう]}連勝{/r2}した
sys_reward_coin_hsmm05_stage1	ステージ 1クリア
sys_reward_coin_hsmm05_stage2	ステージ 2クリア
sys_reward_coin_hsmm05_stage3	ステージ 3クリア
sys_reward_coin_hsmm05_stage4	ステージ 4クリア
sys_reward_coin_hsmm05_stage5	ステージ 5クリア
sys_reward_coin_hsmm05_stage6	ステージ 6クリア
sys_reward_coin_hsmm02_rankUP	ウデマエが{r2[あ]}上{/r2}がった
sys_reward_coin_bdm_bonus1	{color[ff3502ff]}{r2[しょうり]}勝利{/r2}ボーナス{color[000000ff]}
sys_reward_coin_bdm_bonus_x	{color[ff3502ff]}×[0]{color[000000ff]}
sys_reward_exp_bdm_10_1st	10ターン{r2[せってい]}設定{/r2}で1{r2[い]}位{/r2}になる
sys_reward_exp_bdm_10_2nd	10ターン{r2[せってい]}設定{/r2}で2{r2[い]}位{/r2}になる
sys_reward_exp_bdm_10_3rd	10ターン{r2[せってい]}設定{/r2}で3{r2[い]}位{/r2}になる
sys_reward_exp_bdm_10_4th	10ターン{r2[せってい]}設定{/r2}で4{r2[い]}位{/r2}になる
sys_reward_exp_bdm_15_1st	15ターン{r2[せってい]}設定{/r2}で1{r2[い]}位{/r2}になる
sys_reward_exp_bdm_15_2nd	15ターン{r2[せってい]}設定{/r2}で2{r2[い]}位{/r2}になる
sys_reward_exp_bdm_15_3rd	15ターン{r2[せってい]}設定{/r2}で3{r2[い]}位{/r2}になる
sys_reward_exp_bdm_15_4th	15ターン{r2[せってい]}設定{/r2}で4{r2[い]}位{/r2}になる
sys_reward_exp_bdm_20_1st	20ターン{r2[せってい]}設定{/r2}で1{r2[い]}位{/r2}になる
sys_reward_exp_bdm_20_2nd	20ターン{r2[せってい]}設定{/r2}で2{r2[い]}位{/r2}になる
sys_reward_exp_bdm_20_3rd	20ターン{r2[せってい]}設定{/r2}で3{r2[い]}位{/r2}になる
sys_reward_exp_bdm_20_4th	20ターン{r2[せってい]}設定{/r2}で4{r2[い]}位{/r2}になる
sys_reward_exp_bdm_25_1st	25ターン{r2[せってい]}設定{/r2}で1{r2[い]}位{/r2}になる
sys_reward_exp_bdm_25_2nd	25ターン{r2[せってい]}設定{/r2}で2{r2[い]}位{/r2}になる
sys_reward_exp_bdm_25_3rd	25ターン{r2[せってい]}設定{/r2}で3{r2[い]}位{/r2}になる
sys_reward_exp_bdm_25_4th	25ターン{r2[せってい]}設定{/r2}で4{r2[い]}位{/r2}になる
sys_reward_exp_bdm_30_1st	30ターン{r2[せってい]}設定{/r2}で1{r2[い]}位{/r2}になる
sys_reward_exp_bdm_30_2nd	30ターン{r2[せってい]}設定{/r2}で2{r2[い]}位{/r2}になる
sys_reward_exp_bdm_30_3rd	30ターン{r2[せってい]}設定{/r2}で3{r2[い]}位{/r2}になる
sys_reward_exp_bdm_30_4th	30ターン{r2[せってい]}設定{/r2}で4{r2[い]}位{/r2}になる
sys_reward_exp_mgm_play	ミニゲームで{r2[あそ]}遊{/r2}んだ
sys_reward_exp_mgm_win	ミニゲームで{r2[か]}勝{/r2}った
sys_reward_exp_mgm_lose	ミニゲームで{r2[か]}勝{/r2}たなかった
sys_reward_exp_mgm_master	たつじんに{r2[か]}勝{/r2}った
sys_reward_exp_hsmm02_hsmg501_win1	はくねつ！ビーチバレーの7{r2[てん]}点{/r2}ルールで{r2[か]}勝{/r2}った
sys_reward_exp_hsmm02_hsmg501_win2	はくねつ！ビーチバレーの14{r2[てん]}点{/r2}ルールで{r2[か]}勝{/r2}った
sys_reward_exp_hsmm02_hsmg501_win3	はくねつ！ビーチバレーの21{r2[てん]}点{/r2}ルールで{r2[か]}勝{/r2}った
sys_reward_exp_hsmm02_hsmg501_lose1	はくねつ！ビーチバレーの7{r2[てん]}点{/r2}ルールで{r2[か]}勝{/r2}たなかった
sys_reward_exp_hsmm02_hsmg501_lose2	はくねつ！ビーチバレーの14{r2[てん]}点{/r2}ルールで{r2[か]}勝{/r2}たなかった
sys_reward_exp_hsmm02_hsmg501_lose3	はくねつ！ビーチバレーの21{r2[てん]}点{/r2}ルールで{r2[か]}勝{/r2}たなかった
sys_reward_exp_hsmm02_hsmg502_win1	げきとう！アイスホッケーの1{r2[ぷん]}分{/r2}ルールで{r2[か]}勝{/r2}った
sys_reward_exp_hsmm02_hsmg502_win2	げきとう！アイスホッケーの3{r2[ふん]}分{/r2}ルールで{r2[か]}勝{/r2}った
sys_reward_exp_hsmm02_hsmg502_win3	げきとう！アイスホッケーの5{r2[ふん]}分{/r2}ルールで{r2[か]}勝{/r2}った
