glossary.msbt
gl_799	Bowser Cake
im_npc002_name	Shy Guy
im_npc002a_name	Fly Guy
im_npc003_name	Koopa Troopa
im_npc004_name	Bob-omb
im_npc005_name	Piranha Plant
im_npc006_name	Bullet Bill
im_npc007_name	Cheep Cheep
im_npc008_name	Spiny Egg
im_npc009_name	Monty Mole
im_npc010_name	Swoop
im_npc011_name	Penguin
im_npc013_name	Buzzy Beetle
im_npc017_name	Lakitu
im_npc025_name	Boo
im_npc067_name	Snifit
im_npc027_name	Whomp
im_npc012_name	Thwomp
im_npc021_name	Bowser Jr.
im_npc023_name	Blooper
im_npc026_name	Chain Chomp
im_npc051_name	Kamek
im_npc053_name	Koopa Paratroopa
im_npc032_name	King Boo
im_npc035_name	Urchin
im_npc036_name	Huckit Crab
im_npc044_name	Hammer Bro
im_npc046_name	Pokey
im_npc048_name	Peepa
im_npc049_name	Mr. I
im_npc062_name	Cheep Chomp
im_npc072_name	Petey Piranha
im_npc079_name	Galoomba
im_npc091_name	Baby Penguin
im_npc092_name	Ukiki
im_npc102_name	Junior Clown Car
im_bd01_name	Peach's Birthday Cake
im_bd02_name	Space Land
im_bd03_name	Woody Woods
im_bd04_name	Yoshi's Tropical Island
im_bd05_name	Horror Land
im_mode01_name	Mario Party
im_mode02_name	Mt. Minigames
im_mode03_name	Option House
im_mode04_name	Friend House
im_mode05_name	Toad's Shop
im_mode06_name	Data House
im_hsmg.msbt
im_hsmg401_name	Mushroom Mix-Up
im_hsmg402_name	Snowball Summit
im_hsmg403_name	Dizzy Dancing
im_hsmg404_name	Roll Call
im_hsmg405_name	Ice-Rink Risk
im_hsmg406_name	Bumper Balls
im_hsmg407_name	Hot Rope Jump
im_hsmg408_name	Bounce 'n' Trounce
im_hsmg409_name	Dinger Derby
im_hsmg410_name	Leaf Leap
im_hsmg411_name	Monty's Revenge
im_hsmg412_name	Shy Guy Says
im_hsmg413_name	Crazy Cutters
im_hsmg414_name	Tipsy Tourney
im_hsmg415_name	Trace Race
im_hsmg416_name	Night-Light Fright
im_hsmg417_name	Mecha Marathon
im_hsmg418_name	Pokey Pummel
im_hsmg419_name	Bombs Away
im_hsmg420_name	Storm Chasers
im_hsmg421_name	Mush Pit
im_hsmg422_name	Pushy Penguins
im_hsmg423_name	Coney Island
im_hsmg424_name	Catch You Letter
im_hsmg425_name	Booksquirm
im_hsmg426_name	Paths of Peril
im_hsmg427_name	Tread Carefully
im_hsmg428_name	Bowser's Big Blast
im_hsmg429_name	Honeycomb Havoc
im_hsmg430_name	Messy Memory
im_hsmg431_name	Face-Lift
im_hsmg432_name	Bumper Balloon Cars
im_hsmg433_name	Cheep Cheep Chase
im_hsmg434_name	Bill Blasters
im_hsmg435_name	Dark 'n' Crispy
im_hsmg436_name	Pit Boss
im_hsmg437_name	The Final Countdown
im_hsmg438_name	Flash Forward
im_hsmg439_name	Sneak 'n' Snore
im_hsmg440_name	Slot-Car Derby
im_hsmg441_name	Chip-Shot Challenge
im_hsmg442_name	Trap Ease Artist
im_hsmg443_name	What Goes Up...
im_hsmg444_name	Snow Whirled
im_hsmg445_name	Rockin' Raceway
im_hsmg446_name	Later Skater
im_hsmg447_name	Rapid River Race
im_hsmg448_name	Manor of Escape
im_hsmg449_name	Goomba Spotting
im_hsmg101_name	Tidal Toss
im_hsmg102_name	Boulder Ball
im_hsmg103_name	Coconut Conk
im_hsmg104_name	Piranha's Pursuit
im_hsmg105_name	Tug o' War
im_hsmg106_name	Spotlight Swim
im_hsmg107_name	Squared Away
im_hsmg108_name	Tube It or Lose It
im_hsmg109_name	Pogo-a-Go-Go
im_hsmg110_name	Tackle Takedown
im_hsmg111_name	Archer-ival
im_hsmg112_name	GOOOOOOOAL!!
im_hsmg113_name	Skewer Scurry
im_hsmg114_name	Hide-and-Sneak
im_hsmg115_name	Look Away
im_hsmg201_name	Dungeon Dash
im_hsmg202_name	Eatsa Pizza
im_hsmg203_name	Dungeon Duos
im_hsmg204_name	Speed Hockey
im_hsmg205_name	Cake Factory
im_hsmg206_name	Bobsled Run
im_hsmg207_name	Handcar Havoc
im_hsmg208_name	Etch 'n' Catch
im_hsmg209_name	Picking Panic
im_hsmg210_name	Balloon Burst
im_hsmg211_name	Revers-a-Bomb
im_hsmg212_name	Burnstile
im_hsmg213_name	Rocky Road
im_hsmg214_name	Paint Misbehavin'
im_hsmg215_name	Sky Pilots
im_hsmg701_name	Ticktock Hop
im_hsmg702_name	Vine with Me
im_hsmg703_name	Spin Doctor
im_hsmg704_name	Motor Rooter
im_hsmg705_name	Mass Meteor
im_hsmg801_name	Hammer Drop
im_hsmg802_name	Parasol Plummet
im_hsmg803_name	Cast Aways
im_hsmg804_name	X-Ray Payday
im_hsmg805_name	Quicksand Cache
im_hsmg806_name	River Raiders
im_hsmg807_name	Money Belts
im_hsmg808_name	Winner or Dinner
im_hsmg809_name	Cashapult
im_hsmg810_name	Puddle Paddle
im_hsmg501_name	Beach Volley Folly
im_hsmg502_name	Ice Hockey
im_hsmg503_name	Shell Soccer
im_hsmg601_name	Mario's Puzzle Party
im_hsmg602_name	Block Star
im_hsmg603_name	Stick and Spin
im_hsmm.msbt
im_hsmm01	Free Play
im_hsmm02	Sports and Puzzles
im_hsmm03	Coin Battle
im_hsmm04	Tag Match
im_hsmm05	Trio Challenge
im_hsmm06	Survival
im_hsmm07	Daily Challenge
im_hsmm_lv_01	Stage 1
im_hsmm_lv_02	Stage 2
im_hsmm_lv_03	Stage 3
im_hsmm_lv_04	Stage 4
im_hsmm_lv_05	Stage 5
im_hsmm_lv_06	Stage 6
im_hsmm_mgtype00	All Minigames
im_hsmm_mgtype01	Free-for-All Minigames
im_hsmm_mgtype02	2 vs. 2 Minigames
im_hsmm_mgtype03	1 vs. 3 Minigames
im_hsmm_mgtype04	Coin Minigames
im_hsmm_mgtype05	Duel Minigames
im_hsmm_mgtype06	Sports and Puzzles
im_hsmm_mgtype07	High-Score Minigames
im_hsmm_mgtype10	2 vs. 2 Sports
im_hsmm_mgtype11	Vs. Puzzles
im_hsmm_mgtype12	Score Attack
im_hsmm_mgtype99	Favorites
im_hsmm_mgpk00	Get First Place
im_hsmm_mgpk01	Battle to Survive
im_hsmm_mgpk02	Think Hard
im_hsmm_mgpk03	Duel It Out
im_hsmm_mgpk04	Stay Focused
im_hsmm_mgpk05	Collect Coins
im_hsmm_mgpk07	Fight for Coins
im_hsmm_mgpk08	Race It Out
im_hsmm_mgpk10	Flee Your Foes
im_hsmm_mgpk11	Watch Your Step
im_hsmm_mgpk12	Shoot 'em Up
im_hsmm_mgpk13	Jump for It
im_hsmm_mgpk14	Get Sporty
im_hsmm_mgpk16	Be Precise
im_hsmm_mgpk17	Run from Rivals
im_hsmm_mgpk20	Use Your Reflexes 
im_hsmm_mgpk21	Make It to the End
im_hsmm_mgpk22	Grab Everything
im_hsmm_mgpk23	Pushy Pals
im_hsmm_mgpk24	Just Survive
im_hsmm_mgpk25	1 vs. 3 Variety
im_hsmm_rank00	A
im_hsmm_rank01	B
im_hsmm_rank02	C
im_hsmm_rank03	D
im_hsmm_rank10	S
im_hsmm_rank11	A
im_hsmm_rank12	B
im_hsmm_rank13	C
im_hsmm_rank14	D
im_hsmm_rank99	—
im_menu.msbt
im_mn_comLevel00	Easy
im_mn_comLevel01	Normal
im_mn_comLevel02	Hard
im_mn_comLevel03	Master
im_mn_number_player01	1
im_mn_number_player02	2
im_mn_number_player03	3
im_mn_number_player04	4
im_mn_packName00	All Types
im_mn_packName01	Family
im_mn_packName02	Action
im_mn_packName03	Nintendo 64
im_mn_packName04	GameCube
im_mn_packName05	Skill
im_mn_connect00	Offline Play
im_mn_connect01	Local Play
im_mn_connect02	Online Play
im_mn_category00	All
im_mn_category01	Stickers
im_mn_category02	Encyclopedia
im_mn_category03	Music
im_mn_category04	Card Designs
im_mn_goodsName_page00	Mario Party Page
im_mn_goodsName_page01	Mario Party 2 Page
im_mn_goodsName_page02	Mario Party 3 Page
im_mn_goodsName_page03	Mario Party 4 Page
im_mn_goodsName_page04	Mario Party 5 Page
im_mn_goodsName_page05	Mario Party 6 Page
im_mn_goodsName_page06	Mario Party 7 Page
im_mn_goodsName_page07	Mario Party 8 Page
im_mn_goodsName_page08	Mario Party 9 Page
im_mn_goodsName_page09	Mario Party 10 Page
im_mn_goodsName_page10	Yoshi's Tropical Island Page
im_mn_goodsName_page11	Space Land Page
im_mn_goodsName_page12	Peach's Birthday Cake Page
im_mn_goodsName_page13	Woody Woods Page
im_mn_goodsName_page14	Horror Land Page
im_mn_goodsName_page15	Mario's Page
im_mn_goodsName_page16	Luigi's Page
im_mn_goodsName_page17	Peach's Page
im_mn_goodsName_page18	Daisy's Page
im_mn_goodsName_page19	Wario's Page
im_mn_goodsName_page20	Waluigi's Page
im_mn_goodsName_page21	Yoshi's Page
im_mn_goodsName_page22	Rosalina's Page
im_mn_goodsName_page23	Donkey Kong's Page
im_mn_goodsName_page24	Birdo's Page
im_mn_goodsName_page25	Toad's Page
im_mn_goodsName_page26	Toadette's Page
im_mn_goodsName_page27	Bowser's Page
im_mn_goodsName_page28	Goomba's Page
im_mn_goodsName_page29	Shy Guy's Page
im_mn_goodsName_page30	Fly Guy's Page
im_mn_goodsName_page31	Koopa Troopa's Page
im_mn_goodsName_page32	Bob-omb's Page
im_mn_goodsName_page33	Piranha Plant's Page
im_mn_goodsName_page34	Bullet Bill's Page
im_mn_goodsName_page35	Cheep Cheep's Page
im_mn_goodsName_page36	Spiny Egg's Page
im_mn_goodsName_page37	Monty Mole's Page
im_mn_goodsName_page38	Swoop's Page
im_mn_goodsName_page39	Penguin's Page
im_mn_goodsName_page40	Thwomp's Page
im_mn_goodsName_page41	Buzzy Beetle's Page
im_mn_goodsName_page42	Lakitu's Page
im_mn_goodsName_page43	Bowser Jr.'s Page
im_mn_goodsName_page44	Blooper's Page
im_mn_goodsName_page45	Boo's Page
im_mn_goodsName_page46	Chain Chomp's Page
im_mn_goodsName_page47	Whomp's Page
im_mn_goodsName_page48	King Boo's Page
im_mn_goodsName_page49	Urchin's Page
im_mn_goodsName_page50	Huckit Crab's Page
im_mn_goodsName_page51	Hammer Bro's Page
im_mn_goodsName_page52	Pokey's Page
im_mn_goodsName_page53	Mr. I's Page
im_mn_goodsName_page54	Peepa's Page
im_mn_goodsName_page55	Kamek's Page
im_mn_goodsName_page56	Koopa Paratroopa's Page
im_mn_goodsName_page57	Cheep Chomp's Page
im_mn_goodsName_page58	Snifit's Page
im_mn_goodsName_page59	Petey Piranha's Page
im_mn_goodsName_page60	Galoomba's Page
im_mn_goodsName_page61	Baby Penguin's Page
im_mn_goodsName_page62	Ukiki's Page
im_mn_goodsName_page63	Junior Clown Car's Page
im_mn_goodsName_tips00	"Keep on Playing!" Page
im_mn_goodsName_tips01	"Savor the Strawberries" Page
im_mn_goodsName_tips02	"Bowser's Tasty Shortcut" Page
im_mn_goodsName_tips03	"Superstar Topper" Page
im_mn_goodsName_tips04	"Beware Bowser's Beam" Page
im_mn_goodsName_tips05	"Mysteries of the Void" Page
im_mn_goodsName_tips06	"Traffic Safety (in Space)" Page
im_mn_goodsName_tips07	"Monty Mole's Signposts" Page
im_mn_goodsName_tips08	"Wandering Woody Woods" Page
im_mn_goodsName_tips09	"The Generosity of Trees" Page
im_mn_goodsName_tips10	"Roundabout Stars" Page
im_mn_goodsName_tips11	"Bountiful Fruit" Page
im_mn_goodsName_tips12	"The Melon Islands" Page
im_mn_goodsName_tips13	"Grave Issues" Page
im_mn_goodsName_tips14	"Leave It to Mr. I!" Page
im_mn_goodsName_tips15	"Fright Night" Page
im_mn_goodsName_tips16	"Keep the Minigames Coming!" Page
im_mn_goodsName_tips17	"Serious about Sports" Page
im_mn_goodsName_tips18	"Puzzle after Puzzle" Page
im_mn_goodsName_tips19	"Play for Coins" Page
im_mn_goodsName_tips20	"Power in Pairs" Page
im_mn_goodsName_tips21	"Trio Takedown" Page
im_mn_goodsName_tips22	"Face Your Foes" Page
im_mn_goodsName_tips23	"A Worldwide Battle" Page
im_mn_goodsName_tips24	"Everyday Excitement" Page
im_mn_goodsName_tips25	"Grab Those Coins!" Page
im_mn_goodsName_tips26	"Focus on Victory" Page
im_mn_goodsName_tips27	"Survival of the Fastest" Page
im_mn_goodsName_tips28	"All Over the Place" Page
im_mn_goodsName_tips29	"Rambunctious Rivals" Page
im_mn_goodsName_tips30	"Stay Vigilant" Page
im_mn_goodsName_tips31	"Precision and Persistence" Page
im_mn_goodsName_tips32	"A Cool Head" Page
im_mn_goodsName_tips33	"Adding Turns/Star Exchange" Page
im_mn_goodsName_bgm00	Village Square
im_mn_goodsName_bgm01	Yoshi's Tropical Island
im_mn_goodsName_bgm02	Space Land
im_mn_goodsName_bgm03	Peach's Birthday Cake
im_mn_goodsName_bgm04	Woody Woods
im_mn_goodsName_bgm05	Horror Land
im_mn_goodsName_bgm06	Events
im_mn_goodsName_bgm07	Mario Party
im_mn_goodsName_bgm08	Mario Party 2
im_mn_goodsName_bgm09	Mario Party 3
im_mn_goodsName_bgm10	Mario Party 4
im_mn_goodsName_bgm11	Mario Party 5
im_mn_goodsName_bgm12	Mario Party 6
im_mn_goodsName_bgm13	Mario Party 7
im_mn_goodsName_bgm14	Mario Party 8
im_mn_goodsName_bgm15	Mario Party 9
im_mn_goodsName_bgm16	Mario Party 10
im_mn_goodsName_bgm17	Mt. Minigames
im_mn_goodsName_bgm18	Everyone's a Super Star!
im_mn_goodsName_bgm19	Name the World!
im_mn_goodsName_bgm20	Millennial Star
im_mn_goodsName_card00	Pop
im_mn_goodsName_card01	Peach's Birthday Cake
im_mn_goodsName_card02	Space Land
im_mn_goodsName_card03	Woody Woods
im_mn_goodsName_card04	Yoshi's Tropical Island
im_mn_goodsName_card05	Horror Land
im_mn_goodsName_card06	Retro
im_mn_goodsName_card07	Digital
im_mn_goodsName_card08	Neon
im_mn_goodsName_card09	Mushroom
im_mn_goodsName_card10	Illumination
im_mn_goodsName_card11	Pipe
im_mn_goodsName_card12	Factory
im_mn_goodsName_card13	Gorgeous
im_mn_goodsName_card14	Premium
im_mn_pointer_name00	Mario Party Card
im_mn_pointer_name01	Encyclopedia
im_mn_pointer_name02	Music
im_mn_pointer_name03	Game Records
im_mn_pointer_name04	Staff Credits
im_mn_pointer_name05	Achievements
im_mn_mu_header00	Village Square
im_mn_mu_header01	Classic
im_mn_mu_header02	Modern
im_mn_mu_header03	Mario Party
im_mn_mu_header04	Mario Party 2
im_mn_mu_header05	Mario Party 3
im_mn_mu_header06	Mario Party 4
im_mn_mu_header07	Mario Party 5
im_mn_mu_header08	Mario Party 6
im_mn_mu_header09	Mario Party 7
im_mn_mu_header10	Mario Party 8
im_mn_mu_header11	Mario Party 9
im_mn_mu_header12	Mario Party 10
im_mn_mu_header13	Mt. Minigames
im_mn_mu_header14	Homestretch
im_mn_mu_header15	Events
im_mn_tips_caption00	Keep on Playing!
im_mn_tips_caption01	Savor the Strawberries
im_mn_tips_caption02	Bowser's Tasty Shortcut
im_mn_tips_caption03	Superstar Topper
im_mn_tips_caption04	Beware Bowser's Beam
im_mn_tips_caption05	Mysteries of the Void
im_mn_tips_caption06	Traffic Safety (in Space)
im_mn_tips_caption07	Monty Mole's Signposts
im_mn_tips_caption08	Wandering Woody Woods
im_mn_tips_caption09	The Generosity of Trees
im_mn_tips_caption10	Roundabout Stars
im_mn_tips_caption11	Bountiful Fruit
im_mn_tips_caption12	The Melon Islands
im_mn_tips_caption13	Grave Issues
im_mn_tips_caption14	Leave It to Mr. I!
im_mn_tips_caption15	Fright Night
im_mn_tips_caption16	Keep the Minigames Coming!
im_mn_tips_caption17	Serious about Sports
im_mn_tips_caption18	Puzzle after Puzzle
im_mn_tips_caption19	Play for Coins
im_mn_tips_caption20	Power in Pairs
im_mn_tips_caption21	Trio Takedown
im_mn_tips_caption22	Face Your Foes
im_mn_tips_caption23	A Worldwide Battle
im_mn_tips_caption24	Everyday Excitement
im_mn_tips_caption25	Grab Those Coins!
im_mn_tips_caption26	Focus on Victory
im_mn_tips_caption27	Survival of the Fastest
im_mn_tips_caption28	All Over the Place
im_mn_tips_caption29	Rambunctious Rivals
im_mn_tips_caption30	Stay Vigilant
im_mn_tips_caption31	Precision and Persistence
im_mn_tips_caption32	A Cool Head
im_mn_tips_caption33	Adding Turns/Star Exchange
im_mn_mainName_bgm00	Gettin' Ready!
im_mn_mainName_bgm01	The Journey Begins
im_mn_mainName_bgm03	Village Square
im_mn_mainName_bgm04	Setting the Scene
im_mn_mainName_bgm05	Friend House Hop
im_mn_mainName_bgm06	Toad's Shop Bop
im_mn_mainName_bgm07	Fond Memories
im_mn_mainName_bgm08	Warp to Adventure
im_mn_mainName_bgm09	Away to Mt. Minigames
im_mn_mainName_bgm010	Shoot for the Stars
im_mn_mainName_bgm011	Staff Credits
im_mn_mainName_bgm012	Online Ranking
im_mn_mainName_bgm013	Mario Party Superstars (Mario Party)
im_mn_mainName_bgm014	Mario Party Superstars (Mario Party 2)
im_mn_mainName_bgm015	Mario Party Superstars (Mario Party 3)
im_mn_staffName_bgm00	Everyone's a Super Star!
im_mn_staffName_bgm01	Name the World!
im_mn_staffName_bgm02	Millennial Star
im_mn_bdName_bgm00	Yoshi's Tropical Island (Classic)
im_mn_bdName_bgm01	Space Land (Classic)
im_mn_bdName_bgm02	Peach's Birthday Cake (Classic)
im_mn_bdName_bgm03	Woody Woods (Classic)
im_mn_bdName_bgm04	Horror Land (Classic)
im_mn_bdName_bgm05	Yoshi's Tropical Island
im_mn_bdName_bgm06	Space Land
im_mn_bdName_bgm07	Peach's Birthday Cake
im_mn_bdName_bgm08	Woody Woods
im_mn_bdName_bgm16	Horror Land (Day)
im_mn_bdName_bgm09	Horror Land (Night)
im_mn_bdName_bgm10	Yoshi's Tropical Island (Homestretch)
im_mn_bdName_bgm11	Space Land (Homestretch)
im_mn_bdName_bgm12	Peach's Birthday Cake (Homestretch)
im_mn_bdName_bgm13	Woody Woods (Homestretch)
im_mn_bdName_bgm14	Horror Land (Homestretch – Day)
im_mn_bdName_bgm15	Horror Land (Homestretch – Night)
im_mn_evName_bgm00	Where's the Star?
im_mn_evName_bgm01	Here Comes Boo!
im_mn_evName_bgm02	Hot Pursuit
im_mn_evName_bgm03	Coin Beam Cacophony
im_mn_evName_bgm04	Monty's Signpost Switch
im_mn_evName_bgm05	The Nice Tree's Treat
im_mn_evName_bgm06	The Naughty Tree's Trick
im_mn_evName_bgm07	Cheep Chomp's Trick
im_mn_evName_bgm08	Mr. I's Warp
im_mn_evName_bgm09	King Boo's Here!
im_mn_evName_bgm10	Party at the Mystery Mansion
im_mn_evName_bgm11	Take the Chance!
im_mn_evName_bgm12	Minigame Time!
im_mn_evName_bgm13	Bowser Busts In
im_mn_evName_bgm14	It's a Duel!
im_mn_evName_bgm15	In the Homestretch!
im_mn_evName_bgm16	Good Times
im_mn_evName_bgm17	Spin the Wheel
im_mn_evName_bgm18	The Party's Starting!
im_mn_evName_bgm20	You're the Super Star!
im_mn_evName_bgm21	Let the Minigames Begin!
im_mn_evName_bgm22	Beware of Chain Chomp!
im_mn_mgName_bgm00	Saving Courage
im_mn_mgName_bgm01	The Wide, Wide Ocean
im_mn_mgName_bgm03	Dodging Danger
im_mn_mgName_bgm04	Let's Go Lightly
im_mn_mgName_bgm05	Faster Than All
im_mn_mgName_bgm06	Can It Be Done?
im_mn_mgName_bgm07	Ducking and Dodging
im_mn_mgName_bgm08	Coins of the World
im_mn_mgName_bgm09	Let's Limbo!
im_mn_mgName_bgm10	Look Away
im_mn_mgName_bgm11	Got an Item
im_mn_mgName_bgm12	The Blue Skies Yonder
im_mn_mgName_bgm13	This Way That
im_mn_mgName_bgm14	Couldn't Be Better
im_mn_mgName_bgm15	Spinning Polka
im_mn_mgName_bgm16	Take the Coin
im_mn_mgName_bgm17	That's All of It
im_mn_mgName_bgm18	No Fright, No Fear
im_mn_mgName_bgm19	Keepin' on the Path
im_mn_mgName_bgm20	Going Somewhere
im_mn_mgName_bgm21	Not Gonna Lose
im_mn_mgName_bgm22	Let's Have Some Fun
im_mn_mgName_bgm23	Know What I Mean
im_mn_mgName_bgm24	Item Minigame
im_mn_mgName_bgm25	Don't Hurry
im_mn_mgName_bgm26	Mustn't Panic
im_mn_mgName_bgm27	In a B-I-G Hurry
im_mn_mgName_bgm28	Determined Heart
im_mn_mgName_bgm29	Let's Tread Lightly...
im_mn_mgName_bgm30	Looking Ahead
im_mn_mgName_bgm31	Big Trouble!
im_mn_mgName_bgm32	Come On, Chop-Chop!
im_mn_mgName_bgm33	What Should We Do?!
im_mn_mgName_bgm34	Aim
im_mn_mgName_bgm35	Do You Get It?
im_mn_mgName_bgm36	Slowly Yet Surely
im_mn_mgName_bgm37	Hurry! Hurry!
im_mn_mgName_bgm38	Languid Cold Sweat
im_mn_mgName_bgm39	Try Hard, Folks
im_mn_mgName_bgm40	Loud and Sweet
im_mn_mgName_bgm41	Rolling About
im_mn_mgName_bgm42	Bustling Noisily
im_mn_mgName_bgm43	In Great Fear
im_mn_mgName_bgm44	Nervous Tension
im_mn_mgName_bgm45	Everybody Party
im_mn_mgName_bgm47	Move Happily
im_mn_mgName_bgm48	Jazzy
im_mn_mgName_bgm49	Dueling for Prizes
im_mn_mgName_bgm50	Gaming with Bowser
im_mn_mgName_bgm51	Doom and Gloom
im_mn_mgName_bgm52	Slow and Steady (Mario Party 6)
im_mn_mgName_bgm53	Relaxed
im_mn_mgName_bgm54	Blissful
im_mn_mgName_bgm55	Cool as a Cucumber
im_mn_mgName_bgm56	Slow and Steady (Mario Party 7)
im_mn_mgName_bgm57	Look Out!
im_mn_mgName_bgm58	Fun in the Sun
im_mn_mgName_bgm59	A Rare Minigame
im_mn_mgName_bgm60	All Messed Up
im_mn_mgName_bgm61	Friendly Competition
im_mn_mgName_bgm62	Hit the Field
im_mn_mgName_bgm63	Think about It
im_mn_mgName_bgm64	Heart-Pounding Thrills
im_mn_mgName_bgm65	Super-Duper Mario Bros.
im_mn_mgName_bgm66	Quick Avoidance
im_mn_mgName_bgm67	Swing!
im_mn_mgName_bgm68	No Copying
im_mn_mmName_bgm00	Welcome to Mt. Minigames!
im_mn_mmName_bgm01	Start Your Ascent!
im_mn_mmName_bgm02	Time to Descend!
im_mn_mmName_bgm03	Pack It Up...
im_mn_mmName_bgm04	Peak Performer
im_mn_mmName_bgm05	Strangers on the Mountain
im_mn_mmName_bgm06	Free Play on the Mountain
im_mn_mmName_bgm07	Coin Battle Beginnings
im_mn_mmName_bgm08	Let the Battle Begin
im_mn_mmName_bgm09	Onward and Upward
im_mn_mmName_bgm10	The Summit
im_mn_mmName_bgm11	Maybe Next Time!
im_mn_mmName_bgm12	Aiming for New Heights
im_mn_mmName_bgm13	The Start of Survival
im_mn_mmName_bgm14	Keep It Up!
im_mn_mmName_bgm15	Couldn't Survive...
im_mn_mmName_bgm16	The Final Trial
im_mn_achieveFirst_name	Rookie
im_mn_achieve000_name	Star Collector
im_mn_achieve001_name	Celestial Compiler
im_mn_achieve002_name	Galaxy Builder
im_mn_achieve003_name	Coin Collector
im_mn_achieve004_name	Coin Enthusiast
im_mn_achieve005_name	Coin Tycoon
im_mn_achieve006_name	Troublemaker
im_mn_achieve007_name	Challenge Seeker
im_mn_achieve008_name	Risk-Taker
im_mn_achieve009_name	Bowser's BFF
im_mn_achieve010_name	Rainmaker
im_mn_achieve011_name	Generous Donor
im_mn_achieve012_name	Star Thief
im_mn_achieve013_name	Celestial Swindler
im_mn_achieve014_name	Coin Thief
im_mn_achieve015_name	Persistent Pickpocket
im_mn_achieve016_name	Always Ready
im_mn_achieve017_name	Doubles Champ
im_mn_achieve018_name	Treasure Hunter
im_mn_achieve019_name	Treasured Friend
im_mn_achieve020_name	Coin Finder
im_mn_achieve021_name	Starlit Destiny
im_mn_achieve022_name	Star Doubler
im_mn_achieve023_name	Bargain Shopper
im_mn_achieve024_name	Empty Pockets
im_mn_achieve025_name	Deadly Duelist
im_mn_achieve026_name	The One to Beat
im_mn_achieve027_name	Conquered the King
im_mn_achieve028_name	Bonus Hoarder
im_mn_achieve029_name	Greedy Gardener
im_mn_achieve030_name	Space Fugitive
im_mn_achieve031_name	Bountiful Harvest
im_mn_achieve032_name	Cheep Chomp Trainer
im_mn_achieve033_name	Bringer of Night
im_mn_achieve034_name	Minigame Fan
im_mn_achieve035_name	Minigame Pro
im_mn_achieve038_name	Team Player
im_mn_achieve039_name	Continuous Winner
im_mn_achieve040_name	Peak Performer
im_mn_achieve042_name	Coin-Collecting Champ
im_mn_achieve044_name	Puzzle Party Boss
im_mn_achieve045_name	Block Star Boss
im_mn_achieve046_name	Stick and Spin Boss
im_mn_achieve047_name	Super Star
im_mn_achieve048_name	Coin Master
im_mn_achieve049_name	Minigame Master
im_mn_achieve050_name	S-Rank Legend
im_mn_achieve051_name	A-Rank Master
im_mn_achieve052_name	10-Streak Champion
im_mn_achieve053_name	5-Streak Master
im_mn_achieve054_name	Good Learner
im_mn_achieve055_name	Top-Tier Gamer
im_mn_achieve056_name	Diligent Gamer
im_mn_achieve057_name	Made the Ranks!
im_mn_achieve058_name	Making Friends of Foes
im_mn_achieve059_name	Crowd-Pleaser
im_mn_achieve060_name	Golden Touch
im_mn_achieve061_name	Puzzle Party Pro
im_mn_achieve062_name	Block Star Pro
im_mn_achieve063_name	Stick and Spin Pro
im_mn_achieveFirst_details	Get the party started
im_mn_achieve000_details	Get 3 or more  Stars\r\nduring an adventure
im_mn_achieve001_details	Get 5 or more  Stars\r\nduring an adventure
im_mn_achieve002_details	Get 7 or more  Stars\r\nduring an adventure
im_mn_achieve003_details	Get 100 or more  coins\r\nduring an adventure
im_mn_achieve004_details	Get 150 or more  coins\r\nduring an adventure
im_mn_achieve005_details	Get 200 or more  coins\r\nduring an adventure
im_mn_achieve006_details	Land on an Event Space 30 times
im_mn_achieve007_details	Land on a VS Space 15 times
im_mn_achieve008_details	Land on a Chance Time Space 15 times
im_mn_achieve009_details	Land on a Bowser Space 15 times
im_mn_achieve010_details	Land on the Koopa Bank 15 times
im_mn_achieve011_details	Deposit  coins into the\r\nKoopa Bank 50 times
im_mn_achieve012_details	Steal 1  Star from a rival\r\nduring an adventure
im_mn_achieve013_details	Steal 3  Stars from rivals\r\nduring an adventure
im_mn_achieve014_details	Steal 30  coins from rivals\r\nduring an adventure
im_mn_achieve015_details	Steal 50  coins from rivals\r\nduring an adventure
im_mn_achieve016_details	Use an item 8 times during an adventure
im_mn_achieve017_details	Roll doubles when using the Double Dice
im_mn_achieve018_details	Use a special item
im_mn_achieve019_details	Keep a Skeleton Key till the adventure ends
im_mn_achieve020_details	Find  coins in a hidden block 
im_mn_achieve021_details	Find a  Star in a hidden block 
im_mn_achieve022_details	Get 2  Stars in 1 turn
im_mn_achieve023_details	Get a  Star for half the usual price
im_mn_achieve024_details	Miss getting a  Star\r\ndue to a lack of  coins
im_mn_achieve025_details	Win a duel
im_mn_achieve026_details	Be nominated to win\r\nduring the homestretch
im_mn_achieve027_details	Win a Bowser Minigame
im_mn_achieve028_details	Receive all the bonus  Stars\r\nduring an adventure
im_mn_achieve029_details	Plant a strawberry,\r\nand have it steal a  Star
im_mn_achieve030_details	Get chased by a runaway spaceship 3 times\r\nduring an adventure
im_mn_achieve031_details	Take 3 or more fruit during an adventure
im_mn_achieve032_details	Switch Toadette and Bowser's places\r\nduring an adventure
im_mn_achieve033_details	Switch day to night\r\nat the Mystery Mansion
im_mn_achieve034_details	In one game, win in half of all minigames
im_mn_achieve035_details	In one game, win in all minigames
im_mn_achieve038_details	Win without letting your opponents get a win
im_mn_achieve039_details	Clear selected stage
im_mn_achieve040_details	Clear selected stage with an S rank
