glossary.msbt
gl_799	酷霸王蛋糕
im_mn_goodsName_tips19	赌上金币来比赛的页面
im_mn_goodsName_tips20	两人齐心协力吧的页面
im_mn_goodsName_tips21	3人一路过关斩将！的页面
im_mn_goodsName_tips22	和敌人一较高下的页面
im_mn_goodsName_tips23	和世界各地的对手比赛！的页面
im_mn_goodsName_tips24	大家都很紧张的页面
im_mn_goodsName_tips25	多多收集来对决！的页面
im_mn_goodsName_tips26	仔细查看吧的页面
im_mn_goodsName_tips27	逃逃逃，生存到最后的页面
im_mn_goodsName_tips28	收集、跳跃、大闹一场的页面
im_mn_goodsName_tips29	战胜对手，取得最后胜利吧的页面
im_mn_goodsName_tips30	一秒松懈就会致命的页面
im_mn_goodsName_tips31	瞄准、收集、获得胜利的页面
im_mn_goodsName_tips32	危机就是转机！的页面
im_mn_goodsName_tips33	回合延长与星星兑换所的页面
im_mn_goodsName_bgm00	广场组合
im_mn_goodsName_bgm01	耀西的热带岛屿组合
im_mn_goodsName_bgm02	太空乐园组合
im_mn_goodsName_bgm03	桃花公主的生日蛋糕组合
im_mn_goodsName_bgm04	绕来绕去的森林组合
im_mn_goodsName_bgm05	恐怖乐园组合
im_mn_goodsName_bgm06	事件组合
im_mn_goodsName_bgm07	Mario Party组合
im_mn_goodsName_bgm08	Mario Party2组合
im_mn_goodsName_bgm09	Mario Party3组合
im_mn_goodsName_bgm10	Mario Party4组合
im_mn_goodsName_bgm11	Mario Party5组合
im_mn_goodsName_bgm12	Mario Party6组合
im_mn_goodsName_bgm13	Mario Party7组合
im_mn_goodsName_bgm14	Mario Party8组合
im_mn_goodsName_bgm15	Mario Party9组合
im_mn_goodsName_bgm16	Mario Party10组合
im_mn_goodsName_bgm17	小游戏山丘组合
im_mn_goodsName_bgm18	大家都是超级巨星！
im_mn_goodsName_bgm19	为游乐园命名的比赛！
im_mn_goodsName_bgm20	千年一次的星星
im_mn_goodsName_card00	缤纷
im_mn_goodsName_card01	桃花公主的生日蛋糕
im_mn_goodsName_card02	太空乐园
im_mn_goodsName_card03	绕来绕去的森林
im_mn_goodsName_card04	耀西的热带岛屿
im_mn_goodsName_card05	恐怖乐园
im_mn_goodsName_card06	复古
im_mn_goodsName_card07	数字
im_mn_goodsName_card08	霓虹灯
im_mn_goodsName_card09	蘑菇
im_mn_goodsName_card10	灯饰
im_mn_goodsName_card11	水管
im_mn_goodsName_card12	工厂
im_mn_goodsName_card13	华丽
im_mn_goodsName_card14	顶级
im_mn_pointer_name00	Mario Party卡片
im_mn_pointer_name01	图鉴
im_mn_pointer_name02	音乐
im_mn_pointer_name03	游戏纪录
im_mn_pointer_name04	制作人员名单
im_mn_pointer_name05	称号
im_mn_mu_header00	广场
im_mn_mu_header01	原创
im_mn_mu_header02	重制
im_mn_mu_header03	Mario Party
im_mn_mu_header04	Mario Party2
im_mn_mu_header05	Mario Party3
im_mn_mu_header06	Mario Party4
im_mn_mu_header07	Mario Party5
im_mn_mu_header08	Mario Party6
im_mn_mu_header09	Mario Party7
im_mn_mu_header10	Mario Party8
im_mn_mu_header11	Mario Party9
im_mn_mu_header12	Mario Party10
im_mn_mu_header13	小游戏山丘
im_mn_mu_header14	最后加速
im_mn_mu_header15	事件
im_mn_tips_caption00	再多玩一会吧！
im_mn_tips_caption01	草莓装饰
im_mn_tips_caption02	酷霸王之路是捷径
im_mn_tips_caption03	在蛋糕上争夺超级巨星！
im_mn_tips_caption04	危险的酷霸王炮
im_mn_tips_caption05	宇宙的神奇
im_mn_tips_caption06	小心超速！
im_mn_tips_caption07	黄鼹鼠和箭头告示板
im_mn_tips_caption08	绕来绕去的迷失森林
im_mn_tips_caption09	来自大树的礼物
im_mn_tips_caption10	赌上星星来去自如！
im_mn_tips_caption11	丰盛水果
im_mn_tips_caption12	西瓜岛和哈密瓜岛
im_mn_tips_caption13	到底是哪里？
im_mn_tips_caption14	交给哎哎吧！
im_mn_tips_caption15	晚上吓一跳
im_mn_tips_caption16	游玩各种小游戏吧！
im_mn_tips_caption17	正式运动比赛！
im_mn_tips_caption18	孜孜不倦地玩益智游戏
im_mn_tips_caption19	赌上金币来比赛
im_mn_tips_caption20	两人齐心协力吧
im_mn_tips_caption21	3人一路过关斩将！
im_mn_tips_caption22	和敌人一较高下
im_mn_tips_caption23	和世界各地的对手比赛！
im_mn_tips_caption24	大家都很紧张
im_mn_tips_caption25	多多收集来对决！
im_mn_tips_caption26	仔细查看吧
im_mn_tips_caption27	逃逃逃，生存到最后
im_mn_tips_caption28	收集、跳跃、大闹一场
im_mn_tips_caption29	战胜对手，取得最后胜利吧
im_mn_tips_caption30	一秒松懈就会致命
im_mn_tips_caption31	瞄准、收集、获得胜利
im_mn_tips_caption32	危机就是转机！
im_mn_tips_caption33	回合延长与星星兑换所
im_mn_mainName_bgm00	来设置吧！
im_mn_mainName_bgm01	冒险启程
im_mn_mainName_bgm03	欢乐广场
im_mn_mainName_bgm04	设置交给我！
im_mn_mainName_bgm05	和朋友一起玩吧！
im_mn_mainName_bgm06	来购物吧
im_mn_mainName_bgm07	重温回忆
im_mn_mainName_bgm08	飞向冒险！
im_mn_mainName_bgm09	好！前往小游戏山丘
im_mn_mainName_bgm010	闪耀星空的称号
im_mn_mainName_bgm011	制作人员名单
im_mn_mainName_bgm012	线上排名！
im_mn_mainName_bgm013	马力欧派对 超级巨星（马力欧派对）
im_mn_mainName_bgm014	马力欧派对 超级巨星（马力欧派对2）
im_mn_mainName_bgm015	马力欧派对 超级巨星（马力欧派对3）
im_mn_staffName_bgm00	大家都是超级巨星！
im_mn_staffName_bgm01	为游乐园命名的比赛！
im_mn_staffName_bgm02	千年一次的星星
im_mn_bdName_bgm00	耀西的热带岛屿原创曲
im_mn_bdName_bgm01	太空乐园原创曲
im_mn_bdName_bgm02	桃花公主的生日蛋糕原创曲
im_mn_bdName_bgm03	绕来绕去的森林原创曲
im_mn_bdName_bgm04	恐怖乐园原创曲
im_mn_bdName_bgm05	耀西的热带岛屿
im_mn_bdName_bgm06	太空乐园
im_mn_bdName_bgm07	桃花公主的生日蛋糕
im_mn_bdName_bgm08	绕来绕去的森林
im_mn_bdName_bgm16	恐怖乐园（白天）
im_mn_bdName_bgm09	恐怖乐园（夜晚）
im_mn_bdName_bgm10	耀西的热带岛屿的最后加速
im_mn_bdName_bgm11	太空乐园的最后加速
im_mn_bdName_bgm12	桃花公主的生日蛋糕的最后加速
im_mn_bdName_bgm13	绕来绕去的森林的最后加速
im_mn_bdName_bgm14	恐怖乐园（白天）的最后加速
im_mn_bdName_bgm15	恐怖乐园（夜晚）的最后加速
im_mn_evName_bgm00	星星在哪里？
im_mn_evName_bgm01	害羞幽灵来了！
im_mn_evName_bgm02	超速！
im_mn_evName_bgm03	恐怖的酷霸王炮
im_mn_evName_bgm04	更换黄鼹鼠的箭头
im_mn_evName_bgm05	高兴的骰子和金币
im_mn_evName_bgm06	紧张的骰子和金币
im_mn_evName_bgm07	大嘴鱼的恶作剧
im_mn_evName_bgm08	哎哎的传送
im_mn_evName_bgm09	害羞幽灵王来了！
im_mn_evName_bgm10	不可思议的派对！
im_mn_evName_bgm11	抓住机会！
im_mn_evName_bgm12	来玩小游戏吧！
im_mn_evName_bgm13	酷霸王登场
im_mn_evName_bgm14	决斗吧！
im_mn_evName_bgm15	最后加速！
im_mn_evName_bgm16	真好玩呢
im_mn_evName_bgm17	准备好了吗？
im_mn_evName_bgm18	派对要开始咯
im_mn_evName_bgm20	你就是超级巨星！
im_mn_evName_bgm21	小游戏要开始咯！
im_mn_evName_bgm22	小心汪汪！
im_mn_mgName_bgm00	考验勇气
im_mn_mgName_bgm01	大海好宽广
im_mn_mgName_bgm03	躲避危险
im_mn_mgName_bgm04	轻松向前行
im_mn_mgName_bgm05	比谁都快
im_mn_mgName_bgm06	你行吗？
im_mn_mgName_bgm07	躲闪
im_mn_mgName_bgm08	世上的金币啊
im_mn_mgName_bgm09	来跳凌波舞吧！
im_mn_mgName_bgm10	朝这边！朝那边！！
im_mn_mgName_bgm11	获得道具！
im_mn_mgName_bgm12	朝向蓝天的另一边
im_mn_mgName_bgm13	到处都是
im_mn_mgName_bgm14	气氛太棒了！
im_mn_mgName_bgm15	转啊，波尔卡舞曲
im_mn_mgName_bgm16	迷上金币
im_mn_mgName_bgm17	这就是全部了
im_mn_mgName_bgm18	一点都不可怕
im_mn_mgName_bgm19	还是要继续
im_mn_mgName_bgm20	飞向任何地方
im_mn_mgName_bgm21	不会输的
im_mn_mgName_bgm22	开心地做
im_mn_mgName_bgm23	懂了吗？
im_mn_mgName_bgm24	瞄准道具
im_mn_mgName_bgm25	放心向前行
im_mn_mgName_bgm26	急不得的
im_mn_mgName_bgm27	大恐慌！
im_mn_mgName_bgm28	一心想努力
im_mn_mgName_bgm29	轻松搞定
im_mn_mgName_bgm30	以另一边为目标
im_mn_mgName_bgm31	大危机！
im_mn_mgName_bgm32	快步向前行
im_mn_mgName_bgm33	该怎么办！？
im_mn_mgName_bgm34	瞄准目标
im_mn_mgName_bgm35	知道在哪里吗？
im_mn_mgName_bgm36	不慌不忙慢慢来
im_mn_mgName_bgm37	快点！快点！
im_mn_mgName_bgm38	冷汗直流
im_mn_mgName_bgm39	大家加油吧
im_mn_mgName_bgm40	开心乱跑
im_mn_mgName_bgm41	东张西望
im_mn_mgName_bgm42	慌张乱跑
im_mn_mgName_bgm43	心惊胆战
im_mn_mgName_bgm44	紧张刺激
im_mn_mgName_bgm45	大闹一场
im_mn_mgName_bgm47	开心向前行
im_mn_mgName_bgm48	往那边、往这边
im_mn_mgName_bgm49	宇宙决斗
im_mn_mgName_bgm50	要和酷霸王玩吗？
im_mn_mgName_bgm51	好可怕～别过来！
im_mn_mgName_bgm52	慢慢来，不要急
im_mn_mgName_bgm53	悠闲自在吹吹风
im_mn_mgName_bgm54	温暖阳光下摇摆
im_mn_mgName_bgm55	冷静一下再冲
im_mn_mgName_bgm56	不慌张、不害怕
im_mn_mgName_bgm57	小心！
im_mn_mgName_bgm58	欢乐向前行
im_mn_mgName_bgm59	玩得闪亮亮
im_mn_mgName_bgm60	乱七八糟
im_mn_mgName_bgm61	良性竞争
im_mn_mgName_bgm62	来运动吧！
im_mn_mgName_bgm63	仔细想一想！
im_mn_mgName_bgm64	紧张、刺激
im_mn_mgName_bgm65	非常超级的马力欧兄弟
im_mn_mgName_bgm66	跑一跑、躲一躲！
im_mn_mgName_bgm67	冲吧！
im_mn_mgName_bgm68	不能被挡住
im_mn_mmName_bgm00	欢迎来到小游戏山丘！
im_mn_mmName_bgm01	再努力一次！
im_mn_mmName_bgm02	辛苦了！
im_mn_mmName_bgm03	出局……
im_mn_mmName_bgm04	恭喜！
im_mn_mmName_bgm05	会遇到谁呢？
im_mn_mmName_bgm06	多玩一点！
im_mn_mmName_bgm07	对战开始！
im_mn_mmName_bgm08	对战Start！
im_mn_mmName_bgm09	再前进一点
im_mn_mmName_bgm10	最后的对战！
im_mn_mmName_bgm11	失败……
im_mn_mmName_bgm12	以尽头为目标
im_mn_mmName_bgm13	开启战斗的序幕
im_mn_mmName_bgm14	还没结束呢
im_mn_mmName_bgm15	输了……
im_mn_mmName_bgm16	最终战！
im_mn_achieveFirst_name	新手玩家
im_mn_achieve000_name	星星收藏者
im_mn_achieve001_name	星星迷
im_mn_achieve002_name	热情的星星博士
im_mn_achieve003_name	金币收藏家
im_mn_achieve004_name	金钱迷
im_mn_achieve005_name	金币大富豪
im_mn_achieve006_name	麻烦制造者
im_mn_achieve007_name	寻求对战
im_mn_achieve008_name	机会之神
im_mn_achieve009_name	不为人知的酷霸王迷
im_mn_achieve010_name	再来再来大放送！
im_mn_achieve011_name	捐款爱好者
im_mn_achieve012_name	星星贼
im_mn_achieve013_name	掠夺大盗
im_mn_achieve014_name	金币贼
im_mn_achieve015_name	钱包大盗
im_mn_achieve016_name	道具爱好者
im_mn_achieve017_name	幸运骰子
im_mn_achieve018_name	稀有物品猎人
im_mn_achieve019_name	一直都是朋友
im_mn_achieve020_name	这里竟然有金币
im_mn_achieve021_name	命运的邂逅
im_mn_achieve022_name	双星
im_mn_achieve023_name	聪明购物
im_mn_achieve024_name	难得来一趟却……
im_mn_achieve025_name	不能输的战斗
im_mn_achieve026_name	期待之星
im_mn_achieve027_name	打倒！酷霸王！
im_mn_achieve028_name	奖励一人独享
im_mn_achieve029_name	最强的草莓工匠
im_mn_achieve030_name	警察大人！！
im_mn_achieve031_name	果实研究家
im_mn_achieve032_name	大嘴鱼养殖员
im_mn_achieve033_name	黑暗灯使者
im_mn_achieve034_name	小游戏交给我
im_mn_achieve035_name	小游戏达人
im_mn_achieve038_name	契合度超群
im_mn_achieve039_name	不管多少人都放马过来吧
im_mn_achieve040_name	高等级战斗
im_mn_achieve042_name	大把大把收下来！
im_mn_achieve044_name	咚咚益智游戏大师
im_mn_achieve045_name	砖块连起来大师
im_mn_achieve046_name	旋转益智游戏大师
im_mn_achieve047_name	超级巨星{color[ffffffff]}{color[000000ff]}
im_mn_achieve048_name	金币巨星
im_mn_achieve049_name	小游戏巨星
im_mn_achieve050_name	传说的S等级
im_mn_achieve051_name	达人的A等级
im_mn_achieve052_name	10连胜冠军
im_mn_achieve053_name	5连胜专家
im_mn_achieve054_name	日课表：Mario Party
im_mn_achieve055_name	世界纪录保持者
im_mn_achieve056_name	重度小游戏玩家
im_mn_achieve057_name	首次进榜者
im_mn_achieve058_name	昨天的敌人今天的朋友
im_mn_achieve059_name	大家拍手
im_mn_achieve060_name	金币亿万富翁
im_mn_achieve061_name	咚咚益智游戏名人
im_mn_achieve062_name	砖块连起来名人
im_mn_achieve063_name	旋转益智游戏名人
im_mn_achieveFirst_details	最初已拥有。
im_mn_achieve000_details	在1次冒险中拥有的星星超过3颗
im_mn_achieve001_details	在1次冒险中拥有的星星超过5颗
im_mn_achieve002_details	在1次冒险中拥有的星星超过7颗
im_mn_achieve003_details	在1次冒险中拥有的金币超过100枚
im_mn_achieve004_details	在1次冒险中拥有的金币超过150枚
im_mn_achieve005_details	在1次冒险中拥有的金币超过200枚
im_mn_achieve006_details	总计走到事件格30次
im_mn_achieve007_details	总计走到VS格15次
im_mn_achieve008_details	总计走到机会格15次
im_mn_achieve009_details	总计走到酷霸王格15次
im_mn_achieve010_details	总计走到慢慢龟银行15次
im_mn_achieve011_details	总计捐款给慢慢龟银行50次
im_mn_achieve012_details	在1次冒险中夺取对手1颗星星
im_mn_achieve013_details	在1次冒险中夺取对手3颗星星
im_mn_achieve014_details	在1次冒险中夺取对手30枚金币
im_mn_achieve015_details	在1次冒险中夺取对手50枚金币
im_mn_achieve016_details	在1次冒险中使用8个道具
im_mn_achieve017_details	双骰子掷出相同点数
im_mn_achieve018_details	使用稀有道具
im_mn_achieve019_details	持有开不开钥匙直至最后
im_mn_achieve020_details	在隐藏砖块中发现金币
im_mn_achieve021_details	在隐藏砖块中发现星星
im_mn_achieve022_details	1回合获得2颗星星
im_mn_achieve023_details	以半价获得星星
im_mn_achieve024_details	金币不足无法购买星星
im_mn_achieve025_details	决斗获胜
im_mn_achieve026_details	在最后加速时成为冠军候选人
im_mn_achieve027_details	在酷霸王小游戏中获胜
im_mn_achieve028_details	在1次冒险中获得所有奖励星星
im_mn_achieve029_details	种植草莓夺取星星
im_mn_achieve030_details	在1次冒险中被狂奔太空船追3次
im_mn_achieve031_details	在1次冒险中获得3次果实
im_mn_achieve032_details	在1次冒险中让大嘴鱼恶作剧3次
im_mn_achieve033_details	卡美克的洋馆白天变成黑夜
im_mn_achieve034_details	参加过的小游戏有一半获胜
im_mn_achieve035_details	参加过的小游戏全都获胜
im_mn_achieve038_details	获胜且对方队伍从没赢过
im_mn_achieve039_details	所选关卡过关
im_mn_achieve040_details	以S等级通过所选关卡
im_mn_achieve042_details	在1次游戏中获得50枚以上金币并获胜
im_mn_achieve044_details	在咚咚益智游戏中获得600分
im_mn_achieve045_details	在砖块连起来中达到99等级
im_mn_achieve046_details	在旋转益智游戏中达到99等级
im_mn_achieve047_details	以Mario Party模式游玩50次
im_mn_achieve048_details	总计获得1000枚金币
im_mn_achieve049_details	小游戏总计获胜100次
im_mn_achieve050_details	在1个小游戏中达到技术S
im_mn_achieve051_details	在1个小游戏中达到技术A
im_mn_achieve052_details	10连胜
im_mn_achieve053_details	5连胜
im_mn_achieve054_details	在1个组合包中获得3颗星星
im_mn_achieve055_details	在1个小游戏中进入1000名以内
im_mn_achieve056_details	在1个小游戏中进入1万名以内
im_mn_achieve057_details	在1个小游戏中进入5万名以内
im_mn_achieve058_details	获得5000次拍手
im_mn_achieve059_details	获得1000次拍手
im_mn_achieve060_details	在1次游戏中获得100枚以上的金币并获胜
im_mn_achieve061_details	在咚咚益智游戏中获得300分
im_mn_achieve062_details	在砖块连起来中达到50等级
im_mn_achieve063_details	在旋转益智游戏中达到50等级
im_mn_achieve_mode00	棋盘游戏共用
im_mn_achieve_mode01	游戏共用
im_mn_achieve_mode03	新纪录排名
im_stamp.msbt
im_stPC000	一起玩吧
im_stPC001	太好了！
im_stPC002	不～！
im_st00000	辛苦了！
im_st00001	谢谢
im_st00002	抱歉
im_st00003	好厉害！
im_st00004	加油！
im_st00005	不错喔
im_st00006	哇哈哈哈
im_st00007	紧张
im_st00008	怎么样！
im_st00009	嗯……
im_st00010	为什么？
im_st00011	我们是\r\n朋友吧？
im_st00013	恭喜！
im_st00014	好耶！
im_st00015	耶～
im_st00016	可惜了！
im_st00017	会出现\r\n什么呢？
im_st00018	运气\r\n真差呢
im_st00019	嘿嘿嘿
im_st00020	不会输的
im_st00021	太坏了！
im_st00022	好可惜
im_st00023	不要！
im_st00024	太狡猾了！
im_st00025	来了！
im_st00026	就是那个！
im_st00027	拜托你了！
im_st00028	下次会更好！
im_st00029	中！
im_st00030	不中！
im_st00031	GOGO！
im_st00032	决斗吧！
im_st00033	哔！
im_st00034	铃铃♪
im_st00035	运气真好！
im_st00036	用这个吧
im_st00037	呜呜
im_st00006_oneLine	哇哈哈哈
im_st00007_oneLine	紧张
im_st00008_oneLine	怎么样！
im_st00009_oneLine	嗯……
im_st00010_oneLine	为什么？
im_st00011_oneLine	我们是朋友吧？
im_st00015_oneLine	耶～
im_st00016_oneLine	可惜了！
im_st00017_oneLine	会出现什么呢？
im_st00018_oneLine	运气真差呢
im_st00019_oneLine	嘿嘿嘿
im_st00021_oneLine	太坏了！
im_st00023_oneLine	不要！
im_st00024_oneLine	太狡猾了！
im_st00025_oneLine	来了！
im_st00026_oneLine	就是那个！
im_st00027_oneLine	拜托你了！
im_st00028_oneLine	下次会更好！
im_st00031_oneLine	GOGO！
im_st00032_oneLine	决斗吧！
im_st00033_oneLine	哔！
im_st00034_oneLine	铃铃♪
im_st00035_oneLine	运气真好！
im_st00036_oneLine	用这个吧
system.msbt
sys_ctrl_skip	/跳过
sys_info_operatAccount	[0]正在操作
sys_mw_chaname	[0]
sys_mw_back	返回
sys_pause_slct_resume	继续
sys_pause_slct_restart	重玩
sys_pause_mw_restart	要从头开始\r\n重新游玩[0]吗？
sys_pause_mw_restart_a0	重玩
sys_pause_mw_restart_a1	不重玩
sys_pause_slct_mainM	广场
sys_pause_mw_mainM	要返回广场吗？
sys_pause_mw_mainM_bdM	要返回广场吗？\r\n{color[4b465aff]}{size[4c00]}下次游玩时，能从当前回合的最初开始游戏。{size[6400]}{color[000000ff]}
sys_pause_slct_mgM_bdM	小游戏山丘
sys_pause_mw_mgM_bdM	要游玩小游戏山丘吗？\r\n{color[4b465aff]}{size[4c00]}下次游玩时，能从回合的最初部分开始游戏。{size[6400]}{color[000000ff]}
sys_pause_mw_mgM_bdM_a0	游玩
sys_pause_mw_mgM_bdM_a1	不游玩
sys_pause_mw_mainM_a0	返回
sys_pause_mw_mainM_a1	继续
sys_pause_slct_mgM	选择赛道
sys_pause_slct_mgSlct	选择小游戏
sys_pause_slct_turn	延长回合
sys_pause_mw_turn00	要延长到几回合？
sys_pause_mw_turn00_a0	15回合
sys_pause_mw_turn00_a1	20回合
sys_pause_mw_turn00_a2	25回合
sys_pause_mw_turn00_a3	30回合
sys_pause_mw_turn01	只能更改一次。\r\n确定要延长吗？\r\n　[0]　→　[1]
sys_pause_mw_turn01_a0	延长
sys_pause_mw_turn01_a1	不延长
sys_pause_mw_turn02	回合延长了。\r\n将从下个回合开始，\r\n按新的回合设置进行。
sys_pause_mw_turn03	可以延长回合\r\n游玩更长时间。
sys_pause_mw_turn03_multi	可以延长回合，游玩更多时间。\r\n请和大家商量决定吧。
sys_pause_mw_turn03_a0	延长
sys_pause_mw_turn03_a1	保持现状
sys_pause_slct_mesSp	信息速度
sys_pause_mw_mesSp	可以更改信息的显示速度。
sys_pause_mw_mesSp_a0	快
sys_pause_mw_mesSp_a1	普通
sys_pause_mw_mesSp_a2	慢
sys_pause_playerName	[0]
sys_pause_modeName	[0]
sys_pause_mgName	[0]
sys_pause_mapName	[0]
sys_pause_mapDetails	[0]
sys_bdm_mw_save01	删除的数据无法复原。\r\n确定要删除吗？
sys_bdm_mw_save01_a0	是
sys_bdm_mw_save01_a1	否
sys_bdm_mw_save03	请选择要覆盖的中断数据。
sys_retry_slct_mapSlct	选择棋盘
sys_retry_slct_mainM	广场
sys_retry_slct_mgM01	选择赛道
sys_retry_slct_mgSlct	选择小游戏
sys_retry_slct_randomSlct	随机选择
sys_retry_slct_play	再玩一次
sys_retry_slct_levelX	从等级[0]开始
sys_retry_slct_level1	从等级1开始
sys_retry_fav_mg	目前的小游戏
sys_retry_fav_mgName	[0]
sys_retry_fav_ctrl00	添加到我的最爱
sys_retry_fav_ctrl01	从我的最爱中删除
sys_retry_slct_bdM	Mario Party
sys_retry_slct_hsmmet	游玩小游戏山丘
sys_retry_mw_hsmmet	要游玩小游戏山丘吗？
sys_mgM_scoreCard_score	[0]
sys_reward_mp_level0	Mario Party等级
sys_reward_mp_level1	[0]
sys_reward_mp_next	距离下一等级还需要[0]
sys_reward_mp_titleName	[0]
sys_reward_mp_add	+[0]
sys_reward_mw_get	{color[110c1dff]}已获得{color[000000ff]}\r\n{color[ffffffff]}{color[000000ff]}{color[110c1dff]}金币和经验值！{color[000000ff]}
sys_reward_mw_name	[0]
im_sys_modeName00	Mario Party
im_sys_modeName01	小游戏山丘
sys_reward_mw_hsmn00	有可领取的\r\n{color[ffffffff]}{color[000000ff]}{color[110c1dff]}金币和经验值！{color[000000ff]}
sys_reward_info	[0]
sys_reward_info_mes00	Mario Party等级5时，奇诺比奥商店会增加贴图！
sys_reward_info_mes01	Mario Party等级10时，奇诺比奥商店会增加卡片设计！
sys_reward_info_mes02	Mario Party等级15时，奇诺比奥商店会增加贴图！
sys_reward_info_mes03	Mario Party等级20时，奇诺比奥商店会增加卡片设计！
sys_reward_info_mes04	Mario Party等级25时，奇诺比奥商店会增加贴图！
sys_reward_info_mes05	Mario Party等级30时，奇诺比奥商店会增加卡片设计！
sys_reward_info_mes06	Mario Party等级35时，奇诺比奥商店会增加贴图！
sys_reward_info_mes07	Mario Party等级40时，奇诺比奥商店会增加贴图！
sys_reward_info_mes08	Mario Party等级50时，资料屋会增加制作人员名单！
sys_reward_info_mes09	Mario Party等级60时，奇诺比奥商店会增加图鉴！
sys_reward_info_mes10	Mario Party等级70时，奇诺比奥商店会增加图鉴！
sys_reward_info_mes11	Mario Party等级80时，奇诺比奥商店会增加图鉴！
sys_reward_info_mes12	Mario Party等级90时，奇诺比奥商店会增加图鉴！
sys_reward_info_mes13	Mario Party等级99时，奇诺比奥商店会增加图鉴！
sys_reward_ctrl_next	下一步
sys_reward_coin_have	[0]
sys_reward_coin_add	+[0]
sys_reward_coin_detailCoin	[0]
sys_reward_coin_haveStar	星星[0]个
sys_reward_coin_handClap	拍手奖励
sys_reward_coin_MG_streak	连胜奖励
sys_reward_coin_hsmm04_3win	3连胜
sys_reward_coin_hsmm04_5win	5连胜
sys_reward_coin_hsmm04_10win	10连胜
sys_reward_coin_hsmm05_stage1	通过关卡1
sys_reward_coin_hsmm05_stage2	通过关卡2
sys_reward_coin_hsmm05_stage3	通过关卡3
sys_reward_coin_hsmm05_stage4	通过关卡4
sys_reward_coin_hsmm05_stage5	通过关卡5
sys_reward_coin_hsmm05_stage6	通过关卡6
sys_reward_coin_hsmm02_rankUP	技术提高了
sys_reward_coin_bdm_bonus1	{color[ff3502ff]}获胜奖励{color[000000ff]}
sys_reward_coin_bdm_bonus_x	{color[ff3502ff]}×[0]{color[000000ff]}
sys_reward_exp_bdm_10_1st	设置为10回合并成为第1名
sys_reward_exp_bdm_10_2nd	设置为10回合并成为第2名
sys_reward_exp_bdm_10_3rd	设置为10回合并成为第3名
sys_reward_exp_bdm_10_4th	设置为10回合并成为第4名
sys_reward_exp_bdm_15_1st	设置为15回合并成为第1名
sys_reward_exp_bdm_15_2nd	设置为15回合并成为第2名
sys_reward_exp_bdm_15_3rd	设置为15回合并成为第3名
sys_reward_exp_bdm_15_4th	设置为15回合并成为第4名
sys_reward_exp_bdm_20_1st	设置为20回合并成为第1名
sys_reward_exp_bdm_20_2nd	设置为20回合并成为第2名
sys_reward_exp_bdm_20_3rd	设置为20回合并成为第3名
sys_reward_exp_bdm_20_4th	设置为20回合并成为第4名
sys_reward_exp_bdm_25_1st	设置为25回合并成为第1名
sys_reward_exp_bdm_25_2nd	设置为25回合并成为第2名
sys_reward_exp_bdm_25_3rd	设置为25回合并成为第3名
sys_reward_exp_bdm_25_4th	设置为25回合并成为第4名
sys_reward_exp_bdm_30_1st	设置为30回合并成为第1名
sys_reward_exp_bdm_30_2nd	设置为30回合并成为第2名
sys_reward_exp_bdm_30_3rd	设置为30回合并成为第3名
sys_reward_exp_bdm_30_4th	设置为30回合并成为第4名
sys_reward_exp_mgm_play	游玩小游戏
sys_reward_exp_mgm_win	在小游戏中获胜
sys_reward_exp_mgm_lose	在小游戏中没有获胜
sys_reward_exp_mgm_master	打败了超强的电脑
sys_reward_exp_hsmm02_hsmg501_win1	在“紧张刺激的沙滩排球！”的7分规则下获胜
sys_reward_exp_hsmm02_hsmg501_win2	在“紧张刺激的沙滩排球！”的14分规则下获胜
sys_reward_exp_hsmm02_hsmg501_win3	在“紧张刺激的沙滩排球！”的21分规则下获胜
sys_reward_exp_hsmm02_hsmg501_lose1	在“紧张刺激的沙滩排球！”的7分规则下没有获胜
sys_reward_exp_hsmm02_hsmg501_lose2	在“紧张刺激的沙滩排球！”的14分规则下没有获胜
sys_reward_exp_hsmm02_hsmg501_lose3	在“紧张刺激的沙滩排球！”的21分规则下没有获胜
sys_reward_exp_hsmm02_hsmg502_win1	在“互不相让的冰上曲棍球！”的1分钟规则下获胜
sys_reward_exp_hsmm02_hsmg502_win2	在“互不相让的冰上曲棍球！”的3分钟规则下获胜
sys_reward_exp_hsmm02_hsmg502_win3	在“互不相让的冰上曲棍球！”的5分钟规则下获胜
sys_reward_exp_hsmm02_hsmg502_lose1	在“互不相让的冰上曲棍球！”的1分钟规则下没有获胜
sys_reward_exp_hsmm02_hsmg502_lose2	在“互不相让的冰上曲棍球！”的3分钟规则下没有获胜
sys_reward_exp_hsmm02_hsmg502_lose3	在“互不相让的冰上曲棍球！”的5分钟规则下没有获胜
sys_reward_exp_hsmm02_rankC	技术等级达到C
sys_reward_exp_hsmm02_rankB	技术等级达到B
sys_reward_exp_hsmm02_rankA	技术等级达到A
sys_reward_exp_hsmm02_rankS	技术等级达到S
sys_reward_exp_hsmm02_rankMAX	技术等级达到MAX
sys_reward_exp_hsmm03_5_1st	设置为5回合并成为第1名
sys_reward_exp_hsmm03_5_2nd	设置为5回合并成为第2名
sys_reward_exp_hsmm03_5_3rd	设置为5回合并成为第3名
sys_reward_exp_hsmm03_5_4th	设置为5回合并成为第4名
sys_reward_exp_hsmm03_10_1st	设置为10回合并成为第1名
